http://movie.douban.com/subject/4917905/	宫
(3星)	 越到后面越混乱，结局还算是好的            
(3星)	 漏洞百出，遍体鳞伤，不负责任，东拼西凑的剧情，还是让我哭了个一塌糊涂...八阿哥和晴川啊，太美好了...            
(4星)	 为冯绍峰我多加一颗星T^T            
(4星)	 流星花园            
(3星)	 我还是比较期待步步惊心            
(3星)	 雍正是康熙的第四个儿子啊。所以最后王位还是给了四阿哥啊            
(3星)	 反正我是拖着看的……            
(NA)	 作为宫廷斗争股转换片不够严肃，作为爱情片呢又很纷繁。。然后其实觉得女主角演爱情戏的时候表情很僵硬整天想哭丧着脸似的~不过我还是把这部戏看完了。。。囧 可能还是因为相信有那么执着的爱情`haha            
(5星)	 还是挺欢乐，挺不错的            
(4星)	 剧情狗血 漏洞百出 但作为一个偶像剧 还算成功 我超级喜欢四爷啊            
(1星)	 真是一颗星都嫌多。。有杨幂都没用。。            
(4星)	 曾经的挚爱穿越时空的爱恋~ 借之怀念            
(5星)	 不说雷什么的，还是挺好的么~            
(2星)	 看了半集俺就弃了   道明八和川菜            
(2星)	 雷雷~更健康~            
(4星)	 偶尔娱乐一下自己- -            
(3星)	 3颗星纯粹给演员本身，八爷有小小小萌到我，佟丽娅很漂亮，翡翠也很漂亮，此剧本身可以不做评论。            
(1星)	 看了一集，雷的我外焦里嫩！！！看了海报，左侧那男人吓了我一跳！某影评说的好，这就是辫子版的流星花园！导演们，你们敢不敢别怕辫子戏了！！！！！！！！！！！            
(4星)	 虽然前面10集情节脑残的像极了某偶像剧，还有于妈混合抄袭了很多= =。但我就是对此剧以及众角色讨厌不起来，无论看电视还是看书，总之这个题材我喜欢            
(3星)	 雷片烂剧本 我看的不是宫，是撒鼻息            
(1星)	 哎哟            
(3星)	 剧本写的有够扯            
(3星)	 ……噢买噶！偶像剧已经杀进清宫了啊啊啊！更关键的是……我居然看完了？！            
(5星)	 迷恋八阿哥····那样的男人只有电视剧才有            
(4星)	 耐八哥和香菇~            
(3星)	 &#34;于正你赢了…你再一次把我喜欢的人聚集在一起又让我不能看下去… &#34;这句经典....三颗星星是帅哥美女的，跟编剧木有关系...            
(4星)	 穿越什么的原来本不喜欢，现在可真是爱上了。            
(5星)	 喜欢八爷            
(2星)	 大陆居然还在抄台湾十年前偶像剧用的招数……题外话：我爱八爷！！！            
(3星)	 yy剧也有乐趣            
(5星)	 我觉得蛮好看的，特别是最后老八和晴川分开时响起的歌。。。哦哟，揪心啊            
(4星)	 冲杨幂去看的，越看越迷惑。要么自己很单纯，要么编剧太傻，为什么所有的事情都如此巧合，素言推晴川的时候宫外居然有座大山！！至少10米多高的楼台，跳下去居然完好无损，而且还没破相，轻功了得。算了，我就直奔大结局而去，匆匆看完吧。为了各位演员的苦力和眼泪，我打4星。            
(3星)	 这三颗星给冯绍峰的颜，邵美琪，以及因为这是第一部上映的穿越爱情剧。。。            
(5星)	 多希望杨幂还有冯绍峰现实中也在一起啊..            
(3星)	 无意看到的。。。当时还想这女主挺眼熟的哈。。。搞半天居然是杨幂！！怎么不像啊。。小宫女还蛮漂亮的~四阿哥好淡定！！！哈哈！看到邵美琪的剧照。。不知道该说什么好。。。断断续续看完了。。。呃。。算是看过了。。            
(4星)	 我爱八阿哥啊            
(NA)	 据说有3个结局，八爷穿越版和片尾曲还是不错的            
(4星)	 八阿哥好帅啊            
(2星)	 吐槽專用            
(NA)	 看这个的理由就是，别人骂的时候我好一起聊天插话。            
(5星)	 我不是八爷党。。。不过我支持啊==            
(4星)	 虽然弱智了点，但冲着八哥还是给个好评吧~~帅啊~~            
(1星)	 太恐怖了~~她们竟然跟我说好看！            
(1星)	 流行御花园            
(5星)	 我很喜欢看【宫锁心玉】爱死八阿哥了。            
(2星)	 很白烂 演员、服饰都挺好，就是编剧烂得太令人发指了            
(4星)	 不懂历史 觉得挺好的            
(2星)	 很明显,　爱看宫的都不上豆瓣;　上豆瓣的都不怎么爱宫.            
(3星)	 苦大仇深的四阿哥 还我脑补！！ ps 请叫我不看偶像剧会死星人            
(4星)	 果断四爷党 = =             
(2星)	 为毛结局很欢喜我却很伤心。。。            
(1星)	 荒天下之大谬。            
(NA)	 看了一集半，烂！杨幂也长残了。。。            
(3星)	 古装版流星花园+小李飞刀+红楼梦拜托13阿哥你哥大男人 学什么黛玉葬花啊……            
(3星)	 清版F4与杉菜。            
(NA)	 电视剧播了多久,兮姐姐的影子就在我面前眼前飘了多久~            
(1星)	 更天雷的是，鄙校的资源上传者认为：“鄙人认为此部电视剧虽然有移花接木东拼西凑的嫌疑，但是赏心悦目情节离奇不牵强，充满青春气息，剧中的勾心斗角尔虞我诈充分反映出宫廷中明争暗斗的真相，是一部既欢快又有内涵的通俗剧。”            
(1星)	 愤而弃之！            
(3星)	 真的多人边骂边看有病啊   ？虽然片子很二   但估计步步惊心还是要不战而败啦            
(NA)	 确实好多流星花园里面的类似对白神马神马的啊~~~~流星御花园~哈哈哈哈哈哈            
(2星)	 【在线】            
(4星)	 豆瓣一堆装逼人，怎样都不好= = 最后还不是一边骂一边追。剧而已，不用严谨但求娱乐~            
(NA)	 由于太撒鼻惜了。。。快进看了两集，太不适合热血的我…恩…就是因为天涯的帖子，害我注意力总是集中在老四的鼻子上………            
(2星)	 我真是被论文搅晕了            
(3星)	 你就明说这是一部纯清宫戏好了嘛，何必诋毁穿越这两个字呢！！！！！严重怀疑杨幂打了玻尿酸，表情都不如僵尸丰富。            
(NA)	 。。原本小说这种东西是可以掩盖很多不足-比如削成半秃儿的脑袋，美化很多幻想的-比如那脑袋其实不是半秃儿，不过是额头宽阔罢了。。所以说，为什么要搬上屏幕，让人眼瞎心碎才甘心呢，说到底，导演您到底对我们平头观众有什么不满呐？！啊？            
(1星)	 那么多人给三星那么高的分数啊，要我打一颗星都觉得太高了！何晟铭用他的大鼻孔把观众的眼球给强暴了！有没有~！太混球了，这剧有高收视估计是像我一样想找吐槽点的人很多吧~！            
(3星)	 我居然看下去了，还有一点点上瘾，说明我还年轻……            
(1星)	 康熙都被你气活了            
(3星)	 期待步步惊心            
(4星)	 相信世间的美好            
(3星)	 古装流星花园            
(2星)	 杨幂的演技就不能有点突破么，总演这种类型的，虽然说收视率很高，但是剧本真是不怎么地！            
(1星)	 前无古人后待来者的天雷片。            
(4星)	 没你们说的那么差啊，雷是有点雷，但至少还是能让人看下去的，大家不要抱着看正剧的心态来看这部剧，从演员阵容和剧情都说明了这是一部青春偶像剧，既然是青春偶像剧，那雷就再正常不过了，电视剧本身三星半，支持国产，再加半星（另，哪个天杀的给佟丽娅画的妆？唇彩的颜色太恶了）            
(1星)	 他怎么敢说这是清穿呢怎么好意思说那是康熙四爷八阿哥呢……            
(3星)	 冯绍峰和八爷夫妻俩感情描写还是挺合我口味的；邪恶地剧透一下，最后这俩都穿回来了；这剧无非就是把清穿文玩了一次真人cosplay，只是芒果台实在不给力，再这样下去我真怀疑他们家编剧是不是把《流星花园》给供起来拜的，然后融会贯通在这清穿剧中来一次reproduction以表敬意了？            
(2星)	 太长了，紧到看不完            
(NA)	 看到二十多集时，金枝对四阿哥的一段对话，哭了            
(2星)	 看剧速度再破纪录...1小时搞定            
(3星)	 闲的没事干看看还可以……            
(NA)	 乐呵呵            
(3星)	 别太苛求穿越剧了～老8还是蛮萌的哈哈            
(4星)	 他妈看了四集就有四个男银求过婚了 四阿哥是尔康的亲爹吗 鼻孔我操            
(2星)	 那种说编剧很烂拍的不好的人 还在每天看的人 我只能无言，公平评价 真的有点假 但是没有抄袭怎有收视率呢 现在电视剧差不多啦。。            
(4星)	 分怎么这么低~~~            
(2星)	 鱼妈和他的何GG。            
(1星)	 别乱抄好么。            
(3星)	 都看完了，我的电脑也病毒基本瘫痪了。客观的说，很雷很狗血，但是我坚持跳跃式的看完并且看哭了。嗯，其实还可以啦，至少比雷阵雨强吧，冯绍峰真帅~，男二长的真坑爹，应该去演牛魔王~            
(1星)	 雷死我了要是架空的我还能稍微接受一点……            
(5星)	 追！完！了！四！阿！哥！你！等！我！            
(5星)	 就凭这编剧的情商,5星!够坚强            
(2星)	 这部剧捧红了冯绍峰，于妈也雷死了众生……            
(1星)	 我了个去，我最爱十三爷胤祥了，结果居然被这部剧毁成这样。擦。            
(NA)	 清穿个个到后宫，阿哥凄凄排成行……            
(3星)	 借用某位豆友的评论：三颗星代表我对冯绍峰的爱恨交织            
(2星)	 (￣△￣；)在看一栏里竟然还存着这个，十三党无奈飘过。雷剧一部。            
(1星)	 我了个操，正殿大广场上一道光打下来，众目睽睽之下没有任何预兆，老八就在一束光里以一个革命家的姿势穿越了，这穿的牛逼啊，相遇那刻的围观群众是要配合的有多好，瞬间人影子都没一个，严重不符合八卦精神！最后一集也是惊喜无限！一定要看哦！我圆满了！！！            
(1星)	 托他的福，我又回忆了一遍流星花园~            
(1星)	 芒果台的肉麻片，台词与演员均肉麻，结尾把我给雷死了！            
(1星)	 估计自此之后穿越剧会像土豆串--串出来，但这部实在是。。。粗糙的可以，弃。            
(NA)	 从我出国前的晚上开始 到现在我马上要回国了。。。姐终于把这片儿给看完了。。。忒不容易了阿！！。。。            
(3星)	 编剧一天世界            
(2星)	 明显就是想挤一下穿越风            
(3星)	 流行御花园啊            
(1星)	 杨幂你的下巴怎么那么瘪！！！            
(1星)	 要多烂有多烂，理由：1 全剧无主线。名为九龙夺嫡，实际在故事中除了偶尔出来一个四四弄几下权，什么都没了，因此剧情散乱基本无节奏，场景无缘无故就转到了另一个地方，毫无承前启后的安排；2 女主角功力不足，除了那个眼神还是那个眼神，感情更是勉强得不得了； 3 看得出故事极力向清穿热门小            
(2星)	 啥狗血剧情都齐了……            
(3星)	 于妈结棍。敢更狗血更虐发！！！！奉陪到底            
(1星)	 有负星吗。            
(2星)	 果然是清穿版流星花园，果然我有道明寺情结……            
(3星)	 内地古装版流星花园，三颗星全部只给漂亮的杨幂            
(3星)	 开着电视 然后开始做家务的时候看的片子，能当背景的哪种片子~~~            
(1星)	 别丢人了。。。看了半集 就为了看看有多雷 事实不是一般雷            
(1星)	 五分钟都坚持不了……            
(4星)	 都是给冯绍峰的~~~~            
(4星)	 好吧我看得很欢乐哈哈哈...            
(NA)	 推荐大家去看斯库里的吐槽。            
(3星)	 你见,或者不见我,我就在那里,不悲不喜;你念,或者不念我,情就在那里,不来不去;你爱,或者不爱我, 爱就在那里,不增不减;你跟,或者不跟我,我的手就在你手里,不舍不弃;来我的怀里,或者,让我住进你的心里默然相爱.寂静欢喜，            
(3星)	 看这种剧就别摆那么多谱 舒服就行。其实我觉得还挺有意思的  就是不喜欢女一号那个小燕子般的秉性            
(NA)	 噗~穿越到清朝的流星花园            
(1星)	 好吧,我只是在疑惑,豆瓣你真的看过这部剧吗?你不觉得一个星星太奢侈太假善了吗            
(2星)	 四爷被弄成那副样子            
(2星)	 诙谐幽默= =我咧个去            
(3星)	 清装版流星花园……边看边雷，冲着冯绍峰加一星，冲着佟丽娅等美女，再加一星。P.S.杨幂好好的美女相，脸方一点也是美女啊还有个性，干什么削，整个都残了。PP.S.四阿哥的鼻孔，我爸都看不下去了……            
(3星)	 这么脑残狗血我也追了            
(3星)	 太搞笑了，这完全就是流星花园的古代版嘛！            
(2星)	 虽然我一天内把十集都看了，虽然我好不容易把杨幂给看顺眼了，虽然戏服跟横店和北京故宫的场景还算宏伟，但是我还是看不下去。虽然山寨还珠格格+流星花园我还是可以理解的，山寨金枝欲孽的宫斗我也觉得其实有可看性，但是一群说着现代话的古代人怎么看怎么别扭。外加冯绍峰真的不是我的菜。            
(3星)	 晴川，这就是你喜欢的雍正么？            
(4星)	 冲着杨幂给4星~~~还有冯绍峰不错！不过编剧太懒了吧~~~女主角晴川直接谐音清穿不说，连里面的情节都和《花样男子》、《流星花园》完全雷同！编剧你是红果果的剽窃！！！好吧 终于看完了 完满结局~~要是有第二部还是会去看滴~哈哈            
(1星)	 和妈妈一起看很有爱。            
(3星)	 纯属对个别演员和题材的偏爱            
(4星)	 虽然可以猜出所有的情节 还是打四颗星给八阿哥            
(4星)	 什么乱七八糟的结局            
(3星)	 杨幂挺可爱的。。。佟丽娅也不错            
(1星)	 大鼻孔！！！大鼻孔！！！！！大鼻孔！！！！！！！！你才是鼻孔帝！！！！！！！！！！！！！！！！！！！！            
(3星)	 其实真的挺山寨的，但是有些小地方有些小感动，再怎么说也就一部电视剧，不需要那么多苛责什么的~如果是芒果卫视的，那就更加没有必要了            
(NA)	 又是流星花园 老八你亏大了            
(5星)	 =。= 别跟我提剧情硬伤！提剧情伤感情！。。TAT 就为了八爷~咱也得满满滴给上五星！！！！！！！！！！！            
(1星)	 我真的很怀疑编剧的智商诶            
(2星)	 佟丽娅真漂亮 剧情太2了            
(2星)	 刘雪华再美也是  和一帮子年轻人混在一起            
(2星)	 2011            
(2星)	 看镁铝了。。是不是匪大的书翻拍的。。剧情好首席啊            
(4星)	 八哥和香菇要幸福            
(2星)	 挺打发时间的            
(4星)	 还是很不错的，虽然很狗血            
(NA)	 哎买，，累死编剧了。。。            
(5星)	 剧情太狗血了。。。但是我还是乱七八糟的颠颠倒倒的看了好几夜，挺好看的= =！！！            
(3星)	 “一起来逛御花园”其实蛮好看的嘛            
(5星)	 打5颗星是来证明我是花痴的………………            
(3星)	 剧情是天雷滚滚，古装版的流星花园，编剧要不要这么没创意。不过，就当是看帅哥美女赏心悦目吧            
(1星)	 本年度第一喜剧。。            
(3星)	 看在何晟铭给三星！！其实里面的服饰也很奢华美丽~            
(3星)	 我豆瓣评星向来心慈手软，于是凭借着对八爷的爱和对素言这角色的喜欢和心疼，加之片头片尾的男声版几好听，我就给个三星好了……话说杨幂的脸真的瘪了没关系么……            
(1星)	 明明知道是傻逼剧还被逼一集一集的等            
(1星)	 其实想选0星，天雷滚滚            
(1星)	 大烂片，随便找篇穿越都比这个优秀啊            
(1星)	 看了几集，完全牺牲了我的HHP，好吧你们赢了。老四还可以再丑点，真的。            
(3星)	 狗血的让我有看下去的冲动！！！            
(3星)	 我是一个俗气的人~P.S野心家都是阴谋家            
(4星)	 四阿哥的鼻孔鼻孔鼻孔鼻孔鼻孔鼻孔鼻孔鼻孔鼻孔。。。（以下无限重复）            
(NA)	 老太太看上瘾了            
(3星)	 太虐。。            
(1星)	 于妈真不是一般人儿！！错过此剧者人生不完整╮( ╯ 3 ╰ )╭            
(2星)	 扯。。。。            
(5星)	 古装版流星花园也值得一看呀～哈哈            
(4星)	 佟丽娅柔美如水。最爱幂姐。            
(1星)	 想给那个女猪脚两巴掌            
(3星)	 终于看完了。。。            
(1星)	 杨幂越来越残 无聊的宫廷偶像剧 第十集 弃             
(3星)	 请 更弱智一点            
(3星)	 其实制作比一起去看雷阵雨精制些，只是……要吐得            
(3星)	 一群好演员碰到了烂编剧。            
(5星)	 迷上了八阿哥            
(NA)	 穿越版流星花园。            
(2星)	 古代版流星花园……            
(4星)	 剧情比较弱，穿越偶像剧吧，计较史实的就不要看了，主要是喜欢冯绍峰和杨幂的互动。            
(2星)	 我就没看过一部逻辑硬伤这么多的片子！！几乎每集都一大堆逻辑Bug。干脆叫《大家来找茬》好了。抄袭也抄得赤裸裸，完全把观众当白痴。越往后剧情越乱，什么故事都要讲，什么桥段都想用，结果什么都讲不好。要是没有冯绍峰的颜撑着，我估计都没人看了。            
(3星)	 要谈历史就去看历史书，一个电视剧，不喜欢就别看，本来就不是正史，就别在那里装B的嫌这嫌那的。            
(NA)	 这个比那个一不小心爱上你强点，那个我用了几秒确定抄袭了哪部韩剧，这个我用了几分钟确定了抄袭哪部台剧= =，伟大的芒果台集中体现了这片大陆上人民的智慧与强大，这就是山寨的力量            
(2星)	 靠，受不了了- -这简直就是古装版的流星花园啊= =真让人无语了，敢找个帅点的男主么，白瞎了老四、老八、老十三了~都长了那么一张欠揍的脸o(╯□╰)o            
(5星)	 就为了八爷四爷，其它都素摆设            
(2星)	 别的雷雷就算了，为神马把四阿哥塑造成这么一个人？这么渣。。。我是四爷党啊，表示不放过于妈            
(3星)	 只是因为清穿，所以必须看~吼吼~~            
(1星)	 第一印象：“好多傻子”OTL 于妈我已经懒得黑你了╮(￣▽￣&#34;)╭ 帝王业您敢拍我就敢看，云中歌也请继续不遗余力地毁弗陵吧，就是小心他老子入梦找你=_______,= 还有，虽然也许可能大概估计会对不住一些友邻，但还是想说……我真的觉得杨幂长得很怪=口=            
(3星)	 好贱好贱的啊~            
(3星)	 穿越看的少，历史也不好。没觉得有传说中那样雷，也没看出有传说中那样火的原因。            
(1星)	 有沒有負星星啊？這個可以得負五顆哎。看過爛的，沒見過這麼爛的，劇本都抄成雜燴菜了，編劇可以自焚謝罪了。浪費時間，可惜了幾個不錯的演員啊= =            
(NA)	 我真的不是故意要看的...            
(1星)	 湖南台是要报复社会吗？！什么烂电视都敢拍！            
(3星)	 &gt;&lt;不感冒。            
(NA)	 古代版流星花园。。。。囧            
(5星)	 喜欢 现在依然喜欢            
(1星)	 编剧绝对是NC，没文化没常识没大脑，把穿越清宫文的脸丢光了            
(2星)	 雷剧唯一的萌点只有老十四。            
(1星)	 因为只瞄的第一集╮(╯-╰)╭            
(1星)	 把历史改 面目全非  历史剧 就算狗血 就算戏谑 也太离谱了 太子随便休妻  18阿哥不是被火烧死的              
(1星)	 我也想问 可不可以不给星            
(1星)	 于正每次都是把好好的剧整的这么垃圾            
(3星)	 俺看完了，虽然抄太多，但是还可以啦            
(3星)	 实在是太雷了，杨幂在这的演技真是太差了，还不如美人心计，还有好多流星花园的剧情在，真是，诶。。。。那个四阿哥演的，真是破灭了，我本来看清穿是四四党，真是烂啊            
(3星)	 就图一乐呵            
(3星)	 最后那首是感动过到我了，从四爷的嘴里出来，很霸气~！            
(1星)	 于正你不雷会死啊！蔑视观众的智商简直到了到令人发指的地步            
(1星)	 ……哈哈哈 我觉得吧 佟丽娅长得挺好看的 杨幂有点诡异             
(3星)	 据说有三个版本，我看的是网上喜剧结尾的。虽然是NC片，也有那么点难过的。            
(5星)	 挺好看的~杨幂演的确实很好！            
(1星)	 连我麻麻都觉得无聊的戏 为毛人人上到处分享介个 我真的不觉得杨幂很好看啊啊啊0.0            
(1星)	 不想说啥了……            
(NA)	 于妈是故意的么            
(1星)	 雷满乾坤。            
(3星)	
(1星)	 没见过这么肤浅的电视，一个八阿哥居然叫嚣着晴川出事要太医院陪葬。四阿哥毫不掩饰自己要当太子的野心在自己老娘面前说在宫女面前说就算了还在皇帝面前说出来。一个小宫女对阿哥太子大呼小叫居然还博得了所有人的爱，真他妈恶心死了            
(3星)	 哈哈哈，因为它是穿越剧，所以我才开始看，刚看了一集            
(3星)	 执着于这个流星花园套路……抄就抄吧，俗就俗吧，不谈技巧，不谈剧本，不谈演员……我决定诊断自己为流星花园症候群。///冯绍峰是只萌仔……第三颗星就是给他的///多看了以后就不萌了。已经取消关注其围脖好一阵了。///你看我就是变来又变去的。            
(2星)	 对我来说这是jj的雷文变成比雷文雷万万倍的雷剧= =            
(NA)	 抄论文都知道多找几篇参考，这个真是。。。。            
(NA)	 哈哈哈哈            
(3星)	 看看冯帅哥，八爷结局太惨。。            
(1星)	 连我这种讨厌清穿的人都能在十分钟内挑出上百个BUG，拿《清史稿》当厕纸的于妈啊，你情何以堪？这货不是清宫戏，这货不是清宫戏，人家是《流星御花园》！            
(1星)	 你妹！！今儿埋头吃川菜的时候听我姐跟人聊这个，听的我蛋疼。这叫神马穿越？？？？？阿拉初中写的都能比这个好。            
(3星)	 围观于妈的又一部雷人大作！            
(1星)	 花泽四你其实是尔康吧！！！！！！！            
(3星)	 狗血剧，偶喜欢！最近灰常不爱看正剧！            
(1星)	 此星只为冯绍峰版道明寺            
(1星)	 这玩意儿 简直不能看啊...            
(NA)	 我比较喜欢男二号！他应该是腹黑！            
(NA)	 我是多久没看过这么长的电视剧了！            
(NA)	 杨幂太美了!流星情节自动忽略...            
(1星)	 我了个去，赤裸裸的抄袭。啥也不说了            
(5星)	 哈哈，好看呐            
(1星)	 妈妈咪呀~···把八阿哥彻底颠覆了~从温润如玉到搞笑霸道~整个一古装版道明寺~            
(1星)	 大过年的看到这个，简直无语了我            
(NA)	 同意 穿越之耻！期待步步惊心！！！            
(5星)	 平地一声雷啊！！这个春天再也不寂寞啦！！春雷滚滚贺新年啊~            
(1星)	 见过雷的剧情，没想到这剧情更加雷。无语了。            
(3星)	 很一般吧  其实大家不用这么骂湖南台 你们当地的台（例如我家乡的湖南台）还拍不出这种效果呢   不要动不动拿来跟美剧港剧台剧比  最起码在进步   ——  但是湖南台能不能别这么哗众取宠的雷  有点自己的创作水平好吗！不抄袭又不会死！！！！！！！！！            
(4星)	 四星完全是因为八八加分呐……感动死我了~~~~~            
(4星)	 我的老八~            
(3星)	 我只是为了解解乏。另外，我怪喜欢杨幂的。            
(4星)	 最后还是被感动了，虽然剧情很狗血，但是够我上班无聊消遣的。爱看美女，爱看帅哥罢了！还有题材是我喜欢的，冲这些点，给四星吧。流行御花园！结局，背景音乐一放我就一身鸡皮疙瘩，哎，八阿哥古装和晴川现代装其实还蛮有爱的！昨天看百度贴吧一堆爆吧的，说有三个结局没放？芒果台忽悠人？是咩？            
(2星)	 雷点到处有，于正特别多……            
(4星)	 演员漂亮，情节搞笑，当然，和历史那是严重地不符~~            
(2星)	 男猪脚老来帅            
(1星)	 雷人不带这么雷的，侮辱穿越这俩字！            
(3星)	 麻烦于大妈稍微补习一下历史常识！！！            
(2星)	 。。。没看结局。。。            
(2星)	 于大妈的剧还真不是一般的雷!都能把人雷得里焦外焦的            
(3星)	 抽。我是四爷党。。。            
(1星)	 这剧又叫做小燕子与道明寺的温情往事~~~丫芒果台，丫你于正，我正想太阳你啊混蛋！！这哪里是八阿哥啊，这哪里是腹黑闷骚老四啊~~            
(4星)	 虽然剧情真的雷，可是不妨碍俺继续喜欢杨幂。。            
(5星)	 看完了，盗版的力量真强大。            
(2星)	 我竟然在追了            
(5星)	 给冯绍峰的,哈哈.            
(2星)	 这是什么啊= = 看了2分钟就受不了了~~敢问，能安个水灵点儿的阿哥么？            
(1星)	 看了會變腦殘。            
(1星)	 看豆瓣的剧情简介就很@#$%^&amp;*            
(NA)	 古装穿越版流星花园！            
(3星)	 看到后来就不喜欢冯绍峰了            
(1星)	 芒果台果然拍出了《一起去看流星雨》三部曲，不过第三部名字叫《宫锁心玉》。            
(5星)	 穿越不是主线 爱死八阿哥了            
(4星)	 好吧 太无聊给逼的            
(5星)	 看完了。发现自己终归也是个小白啊，觉得这种小白戏也是很好看滴。完了。我现在爱看狗血剧！咋办？咋办？老八，八哥，八爷。我是八爷党！！！！！！！！！估计我爱的是演员。。。            
(3星)	 我真的很爱八八 但是貌似于正是抄袭 步步惊心嘛 还说什么自己写的 如果 步步惊心里面的八阿哥和宫里面的八阿哥冯绍峰调换一下 我想我一定不会看宫的            
(1星)	 还我老四……            
(2星)	 我可怜的清穿，就这样生生……而无数的我们竟然还追着看完了……好在能快进，好在能选择……我还是等步步惊心好了……            
(3星)	 为什么我觉得情节跟梦回大清那么像呢            
(1星)	 好吧  很多人说这是穿越的  所以有点不合理是正常的 可是！！！！这....这真的不是一点点不合理啊啊啊啊啊啊啊 之前看片花还很期待的说   说的天花乱坠的  抱着试试看的心情去看  我错了  真的错了 【为什么没有负分？！】 里面毁了太多人的形象了 太子，八爷，四爷...哎..            
(1星)	 古装版流星花园.....给一星我都嫌多！            
(1星)	 古装流星花园不解释            
(3星)	 很好看啊!为什么分数这么低!好吧！越看越雷！我弃了！            
(NA)	 天雷滚滚            
(1星)	 于正出品。实属烂片。。。TMD这抄妈用的演员老有我喜欢的= =            
(3星)	 - -真有流星花园的赶脚！~            
(3星)	 对于看过小说的人来说，这个电视剧就是个笑话啊笑话            
(5星)	 不错不错            
(3星)	 古装版《流星花园》            
(4星)	 不求荡气回肠，只求爱一场。蓦然相爱，寂静欢喜。            
(4星)	 这电视剧越往下看，越觉得：果然是穿越小说改编的。早就厌倦了此类小说，现在自然也厌倦了这部电视剧。虽然女主角很漂亮，唉            
(3星)	 剧情狗血的一塌糊涂，即时这样我还是看完了。囧。            
(3星)	 虽然蛮囧的，结局也太快了…不过还行还行。。于大妈拍的东西还可以看…下面是不是要期待他的美人天下了呢~            
(1星)	 我怎么会看这个 我真是2b－ － 于妈就知道抄抄抄            
(4星)	 从来不看清穿小说，瞅两眼清穿剧像流星花园，所以还挺好玩的。            
(3星)	 作为脑残穿越剧= =还是很有喜感的。咳咳            
(4星)	 虽然很多人觉得很雷，但是真的觉得蛮好看的，最近就在追。有的人期待太高了所以觉得有点失望，但是我就本来觉得会是很傻的一部电视剧，想随便看看的，一看就爱上了，有点像《步步惊心》，虽然它抄袭《步步》让我不爽，但是《步步》的演员实在是不喜欢，于是就把它当《步步》来看咯~冯绍峰~~偶~~            
(NA)	 老八你太完美啦！！！            
(1星)	 清版+雷版流星花园，看到芒果字迹的时候就有不好的预感，还果然是不会让我们失望。真是可惜了冯绍峰，╮(╯▽╰)╭哎            
(1星)	 要不是为了曾经在某剧里让我感动的CP，偶真是连恶趣味的动力都没有……1星给恶搞-。-在加班无力的时候看看还是很解压的哈哈哈-。-            
(2星)	 实在看不下去了。。            
(3星)	 杨幂你敢整得再残一点吗            
(2星)	 太可怕了我怎么能联想到步步惊心呢我错了我不该侮辱桐大的作品的 芒果台真是不播雷片不罢休 这样违背各种历史却拥有各种狗血剧情的片也敢播出来 会遭天谴的啊！            
(1星)	 无一处入眼，怎一“恶俗”了得！！！            
(3星)	 不打算看结局了            
(3星)	 还不错,剧情不费脑子            
(3星)	 这就是个娱乐消遣剧            
(3星)	 因何意，万里晴空过忘川。            
(2星)	 多年来的穿越小说梗全有了。。。编剧是有多爱看网络小说哟。            
(3星)	 还是看书吧。。            
(4星)	 冯萌主又2又可爱啦~~~            
(3星)	 剧情很狗血，将就吧            
(1星)	 流星花园 内地穿越后套上韩剧名字版            
(3星)	 于正个sb剧本写的什么东西！演的都还成……            
(NA)	 二！非常二！雷！非常雷！            
(3星)	 被妹妹逼得            
(2星)	 流星花园有没有！于正的电视剧为毛都这么赶......            
(2星)	 流星花园古装版。雷人！            
(2星)	 1、我是真的很无聊么 竟然看这片  2、国人拍古装戏永远很有笑点啊             
(3星)	 一起看了结局，寝室四个都被雷得哭天喊地。。。            
(1星)	 要不是为了看我家妮妮.......这个大傻逼于抄抄拍的东西我才不看呢 雷死人了...不过于抄抄的宣传攻势确实有一手            
(2星)	 深深觉得是穿越版流星花园。。            
(4星)	 我觉得挺好看的呀            
(4星)	 跟风看╮(╯▽╰)╭八爷党 但是后来发现其实四爷也很有魅力的有没有~            
(1星)	 手法太拙劣了...个别好好的人，跑这里面也不嫌降低自己标准         ╮(￣▽￣&#34;)╭            
(3星)	 哇！！！这才是大陆版的流星花园嘛！！！神马？！！剧情太拖沓？！！神马？！！越来越狗血？！！神马？！！狗血得不欢乐？！！于是。。痛苦地拖着看完了。。。您敢不敢全部照抄呢！！！那样我才能五星推荐您啊于大娘！！！            
(1星)	 我的确开始讨厌于妈了            
(NA)	 我脑残。我脑残。            
(2星)	 什么爱情、穿越、统统神马都不是  眼里就看男主角的相貌。            
(2星)	 被迫看电视。。。被迫被雷到。。。            
(1星)	 古装版的流星花园。。。            
(3星)	 类型: 剧情 / 历史 / 爱情 / 奇幻 / 古装 ？喜剧去哪里了            
(2星)	 比较傻逼，但我还是看了            
(NA)	 几个阿哥长的都太不给力了，古代版《流星花园》，倒胃口            
(2星)	 边笑边恶心完了            
(1星)	 看过 4集            
(3星)	 这明明是清朝版的流星花园！            
(3星)	 狗血古装版流星花园            
(NA)	 八九一定有基情！            
(2星)	 冲杨幂看的，这简直是流星花园的古代版，雍正是花泽类，八阿哥是道明寺吧，还混搭了穿越时空的爱恋，编剧啊，写剧本都不用动脑子的。            
