http://movie.douban.com/subject/2154859/	大明宫词
(4星)	 美啊            
(5星)	 没说的            
(5星)	 现代，结构，长篇话剧。            
(5星)	 词句优美...神魂颠倒~            
(5星)	 电视剧中的最爱，电视剧中的奇葩。            
(NA)	 忘掉新红楼吧，在央11晚上22:45后连看三集，就能抵消看过的一集新红楼了。            
(5星)	 爱！            
(5星)	 刚又看了            
(5星)	 还想再看一遍~~            
(4星)	 不知该说什么。。。            
(5星)	 这简直就是一部说不出来的电视。            
(5星)	 骚            
(5星)	 重温这文艺腔的台词            
(5星)	 那是面具后的容颜            
(5星)	 小学最爱看的宫廷剧            
(5星)	 場面很棒            
(5星)	 小说般的电视剧            
(4星)	 写的挺美，但里面的人怎么都那么会说。。。我讨厌张易之，妈妈咪诶~~            
(4星)	 喜欢的嘞~            
(5星)	 这个是经典               
(5星)	 特喜欢  电视剧的剧本都被我们娘儿俩翻烂了              
(5星)	 小时候 非常非常喜欢太平            
(5星)	 唯美到极致的巅峰，国产电视剧里面的最爱，经典啊经典            
(NA)	 周迅是亮点            
(4星)	 执念            
(5星)	 谁能送我一套碟片让我来珍藏~            
(5星)	 完美！！！            
(5星)	 很喜欢太平公主跟薜绍提着灯笼，戴着面具的那个初遇，特别唯美。后面武则的另一个男宠，为何用同薜绍的同一个演员。有点不解。老早看过的片了。            
(5星)	 风华绝代·只是当年·            
(NA)	 小时候看不懂。。现在可能还是看不懂落            
(5星)	 华丽的电视剧~            
(3星)	 扭曲呀            
(4星)	 赵文瑄叔叔你肿么可以这么棒这么美~~            
(5星)	 突然想起来 做梦一样...            
(5星)	 找个时间重新看一遍。以前年纪小，没明白。囧。            
(5星)	 喜欢那首叫长相守的曲子            
(5星)	 从小看到大 很多遍了            
(3星)	 37            
(5星)	 赵叔叔诶…            
(5星)	 心中永远的经典，那些色彩与对白，在记忆里越发鲜明。            
(4星)	 绝对经典~            
(4星)	 特别的一部连续剧。            
(5星)	 周迅的小太平萌死了            
(4星)	 李少红经典之作 始终觉得太平和薛少的初遇异常惊艳            
(5星)	 这剧本我都快背过了。            
(5星)	 你的错误就是你的美貌赛天仙。            
(5星)	 每句话都是一首诗            
(5星)	 主题曲让我飙泪啊！            
(4星)	 很美            
(4星)	 文艺啊。。服装真美，陈红真美            
(5星)	 喜欢里面的辞藻话语            
(4星)	 当年的周迅完全够得上“轻灵”            
(4星)	 怨妇们。。            
(5星)	 太文艺了~            
(5星)	 看《美人心计》，记起这部剧才是我最喜欢的宫廷剧之一。            
(5星)	 看过记住了赵文瑄的回眸一笑！~            
(5星)	 改变了文风的电视剧            
(5星)	 最爱的一部电视剧。            
(5星)	 又看了一遍，里边的台词意味深长。            
(5星)	 因为这部戏记得周迅。            
(5星)	 大爱啊            
(5星)	 那段埙啊 迷得我神魂颠倒             
(5星)	 影响到周围一批人的电视剧，野。            
(5星)	 ~~好美好美            
(5星)	 一直很喜欢，觉得是国产古装历史大戏中少有的棒！            
(4星)	 里面的武则天心机好深好可怖呢。不过配乐一等。            
(5星)	 小时候最爱赵文瑄            
(NA)	 回顧回顧太子的JQ            
(5星)	 小时候心中文艺片的代表            
(5星)	 5星怎么够 我要打10星            
(4星)	 完全冲着周迅。给这个星。            
(3星)	 “就是因为她一个忧郁的眼神，‘小太平找到了！’”            
(5星)	 长相守。            
(5星)	 最爱的一部国产电视剧至今未有超越            
(5星)	 当年我觉得你就是电视剧的顶峰了。还涉及到同志情节呢。            
(NA)	 陈红是在干嘛.......            
(5星)	 后面 制香皇帝的手被折断那场戏。。没得说了             
(5星)	 陈红的种种美。。。            
(5星)	 文艺腔先河。            
(3星)	 小时偶的回忆，觉得周迅好可爱啊。            
(4星)	 莎翁式台词            
(3星)	 喜欢那时的周迅            
(4星)	 太女性化了，唯美的瑰丽奇异。薛绍是理想，张易之是现实            
(3星)	 这部戏里面的武则天还是太平都很无奈这部戏时代的周迅也是喜欢            
(3星)	 太华丽了，反而不太容易被大众接受！            
(NA)	 ……            
(2星)	 惹不起            
(5星)	 非常喜欢这部片子的味道            
(4星)	 小时候，陪妈妈看的。很喜欢            
(NA)	 看了前半部            
(5星)	 那个台词啊 华丽的不像话            
(4星)	 里面的配乐非常滴好听~！            
(5星)	 华美的服饰，华美的台词，华美的情节。那是国人值得骄傲、精神蓬勃向上的时代。            
(5星)	 当年看完买了完整的剧本，天天在家背采桑女。            
(3星)	 就记住周迅了···            
(5星)	 再次重温，依然沉醉于它迷人的对白            
(3星)	 看得我毛骨悚然的。不过陈红当时惊艳至极，还有那个男宠。。。            
(4星)	 我终于晓得太平公主是朗格来的老。。            
(5星)	 小学看的，没看全，只记得太平掀开薛绍昆仑奴面具的刹那，和那首长相守            
(5星)	 注定的经典~            
(NA)	 这部很经典，不过我那会儿看的时候差点怀疑是恐怖片，吓得我。。。            
(4星)	 小太平摘下面具，与薛绍四目相对的那一刻，至今都留在我的脑海里。非常让人心动。            
(5星)	 NB死了            
(4星)	 其实挺好看的啊            
(4星)	 大叔你那个昆仑奴面具后迷死了多少小萝莉思密达。狂赞音乐和场景。            
(5星)	 还是李少红            
(5星)	 盛世下的理想和浪漫雍容从容得晃眼。            
(4星)	 华丽丽的台词            
(5星)	 结局略显仓促。全剧37集，无拖沓和注水。场景，演员，剧本都很好。喜欢            
(5星)	 橘红。喜欢这个色调。            
(5星)	 如醉如痴的大明宫            
(5星)	 喜欢周迅那段。            
(5星)	 先看的剧本小说 后来看的电视剧。  很喜欢。            
(4星)	 认识了周迅,莎式的台词挺吊胃口,赵文瑄需要很分裂啊为演这剧            
(5星)	 如秋一般，在盛大华美的外衣下浪漫诗意的走向死亡            
(NA)	 记忆很模糊了，不过真挺不错的            
(4星)	 服装布景道具好            
(3星)	 如果能在最懵懂最单纯时停驻成最美好的永恒，那该多好            
(3星)	 额。让我想到很邪恶的一篇文。            
(NA)	 complicated...            
(4星)	 赵文瑄蜀黍真是有点妖孽            
(4星)	 陈红像个呆子，周迅初出茅庐的样子很惊艳            
(4星)	 一直觉得李少红导的戏有她自己的中国的节奏感  很喜欢  当代真正的电视剧导演             
(5星)	 喜欢李少红对女性的双重解读，喜欢郑重笔下歌剧般的对白，喜欢赵文瑄先前的忠贞和后来的妖冶，喜欢周迅浓浓的孩子气和淡淡的女人味道，当然，那么那么的喜欢叶锦添调弄的那年那景。            
(5星)	 意识流式的大写意，人生百态尽在这华丽苍凉的美感之中(我能给6颗星吗^_^)            
(NA)	 前无古人，后无来者。            
(4星)	 美学            
(5星)	 蒙着一层雾的色调，像油画一样华丽、颓废、优雅            
(5星)	 最美的中国电视剧！            
(5星)	 重温            
(3星)	 看过一点点．            
(5星)	 很早看过的，重新看了一遍，里面的音乐很喜欢            
(5星)	 长相忆不如长相思，长相思不如只初识，只初识不如不相遇            
(5星)	 怎么可以这么经典            
(4星)	 赵文瑄。            
(4星)	 用舞台剧的精雕细琢打磨的一部深度爱情剧。当那苍茫的声音坠入回忆，观看的人也一点点被过去吞噬。台词很华丽，不得不佩服编剧的文学素养。            
(5星)	 画面很美            
(4星)	 oh~我喜欢那些华丽的衣服华丽的氛围 就是台词比较吓到年幼的我....母亲，您不懂爱情 囧然...            
(5星)	 大写意的美学风格，它的音乐、外景也是第一流的。“长安月下，一壶清酒，一树桃花”。            
(5星)	 长相守对我来讲、却是空洞的理想。而更多的时候、我竟倾向张易之对爱情的看法。爱情的确不仅仅在于厮守的快乐。幸福更是偶然的、短暂的。所以它才值得珍视、不是由无数个此刻构建而成。因此与张睿这段无始无终的感情成了我一直无法跨越的永恒。剧中两段皮影戏&lt;采桑女&gt;、都让我潸然泪下。            
(5星)	 太极品了。。现在是俺一听到插曲就飙泪的境地了。。            
(5星)	 醉心于大片旁白            
(NA)	 赵文瑄            
(4星)	 陈红里面的扮相真是太漂亮了            
(3星)	 我实在是没法欣赏这么书面语的电视剧            
(5星)	 挺好看的            
(5星)	 神剧            
(5星)	 中国电视剧最高水平之作            
(NA)	 突然想再看一遍            
(4星)	 赵文瑄鼠鼠太帅了~            
(5星)	 至少前面大半都是很好的~~~            
(2星)	 我妈那时很喜欢武则天。            
(5星)	 太平用没用配音？            
(5星)	 求个 谁有？            
(5星)	 欧。。。我的周迅            
(4星)	 高考前夕，这样一场动人的大唐之歌。只是去年想要重温时，却发现自己已经全然没有那样的心境了。            
(4星)	 美轮美奂            
(5星)	 美~周迅~美~陈红~美~赵蜀黍~你就素我的爱啊~美呆~            
(5星)	 那个美的~~            
(5星)	 当时我没看懂····            
(3星)	 剧中对白无比恶心            
(5星)	 喜欢            
(NA)	 可是全忘了..唉            
(NA)	 小小时候看这个大概觉得画面美丽            
(5星)	 陈红和归亚蕾演的还是很让我触动的...当年看了好多遍            
(5星)	 台词、布景、服装都很美，除了陈红不咋样            
(5星)	 大明宫词里的台词，很优美~！华丽的辞藻，延绵的长句。。。 展出一幅唯美的画卷            
(5星)	 喜欢台词和场面            
(5星)	 国产佳作            
(5星)	 我的珍藏，虽然台词太莎士比亚，但是抵不过她的美。犹记得 长相守。            
(5星)	 我最愛的電視劇            
(4星)	 周迅那个精灵的小公主，真是太抢戏了！            
(5星)	 台词、布景、以及光影、音乐都做到了极致了            
(4星)	 这样的演员这样的剧何时能再重现？            
(4星)	 俩男宠可真美            
(NA)	 画一样的 华丽丽的台词太平的美长安街头薛绍的那一抬头            
(5星)	 这是国内拍的最稀饭的片子了，之后李少红恐怕江郎才尽            
(4星)	 归亚蕾演技好的一B            
(5星)	 和剧本一起，我的倾心大爱            
(5星)	 我很喜欢很喜欢啊 特别喜欢片头曲            
(5星)	 大爱             
(5星)	 我觉得这个巨好无比            
(5星)	 李少红牛人！电影般的电视剧            
(3星)	 我只记得周迅吃手指头。            
(4星)	 画面感很美，不过扭曲了事实。不过故事还是很美的……            
(NA)	 一想起你，我已经开始疯狂            
(3星)	 这是我第一次认识周迅 她真的好漂亮            
(5星)	 台词太赞了  很喜欢那种忧伤缓慢的气氛 很小的时候看的  忘不了 忘不了   很有魅力            
(NA)	 第一部公开放映有男同情节的大陆产品么             
(4星)	 镜头美人美故事瞎编            
(5星)	 最爱大明宫词的台词~            
(5星)	 最早的你就是那副纯真无邪的样子。            
(5星)	 不错...            
(5星)	 太美            
(5星)	 昆仑奴~            
(NA)	 周迅从这里开始成熟            
(4星)	 文艺片式中国电视剧。            
(5星)	 那惊鸿一瞥，真真难忘；太平，太平……声声入耳，温柔又无奈。            
(5星)	 戏说剧的巅峰，此剧全都是大腕。张易之葛格正式纳入贫尼后宫            
(NA)	 经典。            
(NA)	 一见薛绍误终身。。。            
(5星)	 大明宫词 即便是当时小学生的我都看得出来这部戏是多么的与众不同 从而留下深刻印象            
(5星)	 很少几部大爱的电视剧！            
(5星)	 长相守 终其一生 画尽朱颜改            
(4星)	 把爱，权力，欲望包裹成莎士比亚风的叙事诗，欺骗多情文艺女青年...            
(5星)	 唯一买了剧本的电视剧.            
(5星)	 那一段浮世的繁华，伴随着长相守的爱情，随风飘逝。。。            
(5星)	 没有完整看 但是零碎看倒是看了好几遍记得音乐不错            
(5星)	 以前超喜欢.看了好多次,唯美动人            
(NA)	 这美得            
(5星)	 我在重温，这个美好的回忆。            
(5星)	 绝爱            
(5星)	 原来太平公主在历史上时是放荡的女人，而且也很有政治野心，电视剧把他美化了。。。            
(3星)	 也要忘记了            
(4星)	 当时看来难懂，事后回想起来，诡异不可言说            
(5星)	 我竟然看了那麼多遍還想看...            
(4星)	 在有生的瞬间能遇到你　竟花光所有运气            
(5星)	 当年高考前每天守着的剧哈 没想到已经九年了            
(NA)	 多年没见过这种气质的电视剧，以至于我都不怎么看电视了。            
(3星)	 彼时的迅哥真天上仙子也离家去国整整三年，为了梦想中金碧辉煌的长安，为了都市里充满了神奇的历险，为了满足一个男儿宏伟的心愿。现在终于衣锦还乡。又遇上这故人的春天。看这一江春水，看这满溪桃花，看这如黛青山，都没有丝毫改变……也不知我新婚一个月就别离的妻子是否依旧红颜。……来的是谁家女子，生得满面春光，美丽非凡？这位姑娘，请你停下美丽的脚步，你可知自己犯下什么样的错误？             
(5星)	 国产剧最佳者            
(5星)	 一场发生于古代的迷幻与自殇            
(4星)	 回味无穷            
(NA)	 瞄过 有时间可以重温            
(5星)	 华丽的台词，英俊的赵文瑄，雍容的归亚蕾，美丽的陈红和周迅。周迅在这连续剧里用的是配音。当年看这连续剧时，我多么希望自己以后有一个周迅那样的女儿啊，充满了灵气......            
(5星)	 周迅。周迅。就是周迅。            
(4星)	 想再看一遍            
(3星)	 色彩和氛圍，李少紅最美的東西。張易之這個美麗的男人阿。。。            
(5星)	 美丽与哀愁            
(5星)	 真美            
(4星)	 很好的。。。要是我谈恋爱次选薛绍（首选CSI里的老G）。赵文瑄还是影响了一代人的审美啊。            
(5星)	 当年周迅姐姐是我偶像。那时中央8直播时，为了看片里的周迅，我居然逃很多节课。            
(4星)	 以前觉得相当不错，现在实在是受不了文艺YY腔了            
(5星)	 一段盛世，一场繁华。。。            
(4星)	 薛绍            
(5星)	 经典中的经典            
(4星)	 美,那段皮影戏            
(5星)	 长相守            
(3星)	 整个就是个矫情            
(5星)	 巧了！前两天还看了的！            
(5星)	 初二那会儿最痴迷。            
(3星)	 初三那年            
(5星)	 美            
(2星)	 画虎不成反类犬！            
(NA)	 惊艳周迅，陈红，张易之            
(5星)	 从这里开始认识周迅            
(3星)	 记忆中的小太平，水池里的清澈            
(5星)	 依然是我看过的最好的国产电视剧。没有之一。            
(4星)	 说不完的武则天            
(2星)	 太平公主哪有这么好^_^误导我们了。            
(5星)	 看这一江春水，看这满树桃花，看这如黛青山，都没有丝毫改变。            
(5星)	 爱不释手的一部剧，台词美极了……喜欢李少红的手法            
(5星)	 我喜欢这部电视剧            
(5星)	 一个人不能给与两段爱情，他只能给于一段承诺，另一段沉默。            
(4星)	 那时候看周迅简直觉得惊为天人！从那时开始喜欢周迅一直到现在没有改变过……看了电视剧又找来书看，甚至还摘抄引用过台词！高中时代啊            
(2星)	 不是我喜欢的类型            
(5星)	 它让我心里永永远远地记着、爱着那个温润如玉的男子，中毒太深，养成了我对公子们的不良嗜好，明媚的薛公子啊~            
(5星)	 毕业论文            
(4星)	 薛绍啊薛绍……T.T多好的一个男人啊。。            
(NA)	 好看好看再看几遍都可以            
(5星)	 再过十年等来下一个大明宫词。            
(2星)	 为什么要说这是大片呢？看完周迅演完的少女时代 没再看了。感觉那宫里都是变态            
(5星)	 周迅真好看            
(NA)	 原来还是旧年代的中国影片来的真切            
(5星)	 看了一遍又一遍都不觉得厌！陈红真的很漂亮~            
(5星)	 最爱的电视剧，伸手触摸莎士比亚！            
(4星)	 大明宫词            
(5星)	 2000年那一场华丽的冒险，注定了这一出辉煌的出演            
(5星)	 基本上把太平和薛绍的那部分看了两遍。。。。。。台词很震撼人心！！            
(5星)	 忘不了.            
(5星)	 多少年之后再回看他的台词依然美丽。            
(5星)	 从小学时候就喜欢 直至现在 念念不忘            
(NA)	 对白超美            
(5星)	 “公子，你认错人了吧”薛绍对着小太平说的第一句话            
(5星)	 CLASSY            
(5星)	 其实我想打十颗星，或者再多的星星都不够用。            
(5星)	 很早之前迷迷糊糊的看过，不是很懂准备回味一下……            
(5星)	 喜欢的老师曾今猛烈的抨击过这部电视剧。可是我喜欢，囧...            
(4星)	 台词还行            
(3星)	 是比较早的宫廷戏~恩,比较黑暗....没看完整的!            
(4星)	 一个唯美的太平~~~            
(5星)	 记得的总是那个压抑的颜色，和面具后太平清脆带着任性的笑声。。。            
(5星)	 觉得是内地拍滴最好的一部鸟            
(5星)	 少见精致的剧。            
(5星)	 喜欢她由来已久            
(5星)	 忍让是我的性格，所以对于我不是痛苦，。。。            
(3星)	 真华丽 场景和爱情 少年周迅            
(5星)	 这是一部可以看无数遍的电视剧。故事，画面，音乐，旁白~~~~~~~无一不让你沉迷。            
(5星)	 唯美诗篇~            
(5星)	 薛绍……            
(NA)	 不错            
(4星)	 淹死的那个女人。            
(5星)	 大陆值得看的两部剧之一            
(5星)	 从评分可以看出……豆瓣里文艺青年就是多……            
(5星)	 迷恋            
(4星)	 印象：华丽            
(5星)	 迄今为止 对我来说百看不厌的电视剧...欢喜的买了它的剧本出成的书....看了好多遍~            
(4星)	 记忆里的经典            
(5星)	 经典            
(4星)	 周迅那么可爱，李冰冰怎么就能那么恶心……唉……            
(3星)	 周迅！            
(5星)	 当年很迷            
(5星)	 华丽的台词和爱情            
(3星)	 其戏剧感的台词，也是一大特色！            
(4星)	 薛公子的确是美轮美奂啊~~            
(5星)	 最爱的一部电视剧            
(5星)	 现在看来编剧很扯，但是如果作为青春偶像剧，还是很好的            
(5星)	 只是喜欢陈红未出场的部分            
(5星)	 老师：看什么电视？V：大明宫词老师：恩，学点历史是好的            
(5星)	 像电影一样的电视剧            
(5星)	 剧本美翻了。            
(5星)	 华丽而不失高雅，唯美而不失内涵。因此我相信李少红一定能拍好红楼梦&gt;&lt;            
(5星)	 难得的经典            
(5星)	 經典兒~            
(4星)	 好喜欢这里面华丽的戏服。            
(4星)	 嗯  陈红很漂漂            
(NA)	 印象最深就是周迅那一部分的戏，在水里飘摇还有那场面具相遇，只是越到后面越看不懂，当然因为当时太小了            
(5星)	 啥都不说了  看吧            
(5星)	 非常好，我喜欢的基调            
(5星)	 华丽而凄美            
(4星)	 不太记得结局了 不过我喜欢有野心的女人            
(5星)	 那种FEEL很爱嘛。虽然很扯.........            
(NA)	 从这部剧开始喜欢周迅。。            
(5星)	 超爱的电视剧            
(3星)	 初中语文老师推荐的            
(5星)	 就是在摘下面具那一刹那爱上周迅的            
(4星)	 看了喜欢上了周迅。            
(5星)	 最喜欢的一部国产电视剧            
(5星)	 华丽的大悲咒            
(5星)	 我的最爱～之一 = =+            
(3星)	 压抑的眼泪            
(5星)	 太经典了 华美的跨越了时代~            
(5星)	 无出其右.            
(5星)	 我最喜欢的电视剧啊，喜欢！！！            
(NA)	 今天看周迅片了，想起以前很喜欢的太平公主了~呵呵，两个嫩的熟的我都喜欢~            
(3星)	 太平的爱情            
(3星)	 不喜欢古装。不喜欢Miss Chen。            
(5星)	 美轮美奂 请忽略冗长和莫名奇妙的台词            
(NA)	 超爱，唯美的意境，华丽的词藻，人性的深剖！            
(5星)	 还算靠谱的历史性质的电视剧　那个时代的悲哀            
(5星)	 一部恢宏唯美的女性史诗            
(5星)	 唯美到极致！            
(5星)	 读碟读了一百遍终于读出来了            
(5星)	 经典。            
(NA)	 太平            
(5星)	 长相守~            
(5星)	 很多年以后，我依然沉浸在大明宫的哀婉绮丽里不能自拔。深爱这部剧。            
(4星)	 永远记得揭开面具的那一幕。            
(5星)	 太平。            
(4星)	 画面很漂亮…………            
(5星)	 很喜欢莎士比亚一样的台词            
(5星)	 华丽的对白，让人惊艳。            
(5星)	 唯美的片子，华丽的语言，展示着我最爱的那个辉煌的朝代。            
(3星)	 陈红表现不是太好            
(4星)	 当年看的时候，感觉十分喜欢            
(5星)	 薛绍啊薛绍            
(NA)	 台词优美如诗            
(5星)	 演绎            
(5星)	 太平            
(5星)	 我承认，我超爱旁白一样的台词            
(NA)	 听很多人说陈红演的很差，不过音乐真是很好听啊，画面也很唯美            
(NA)	 曾经和老爸老妈昏天黑地的看啊            
(5星)	 喜欢~            
(4星)	 一个无边的爱情故事            
(NA)	 第一次看到周迅，喜欢上她的扮演            
(5星)	 华丽的经典            
(5星)	 昆仑奴 永不说爱你            
(NA)	 这部剧有绝美的OST,就这么一个理由足以让我爱它爱到死。长相守里有句词。长相守它是啊 /面具下的明媚太平掀开薛绍脸上昆仑奴面具的那一刻，是否也觉得人生中从此多了这份明媚。囧TL我太酸了……TAT            
(4星)	 到第八集，没看完            
(5星)	 我真的觉得是很有气质的一片儿 = =            
(4星)	 唐朝            
(5星)	 扭转人生的片子            
(5星)	 大明宫词             
(NA)	 当年多喜欢啊  可是 只是 当年            
(NA)	 唯美的对白            
(5星)	 最爱武则天。也喜欢周迅演绎得太平公主。            
(5星)	 抚琴长相守，一生两失缘。            
(2星)	 整部片子阴气十足，让人觉得背心发凉。黑的可以颠倒成白的，历史企容戏说！女人还是不要做导演为好。            
(5星)	 是应该要看的            
(5星)	 ..我相當喜歡的一部電視劇..我其實也很喜歡李少紅的風格..只是..呃.            
(5星)	 啊！！！！！！！！强力推荐。。。            
(5星)	 林海的配乐绝了            
(5星)	 这个本子写的很好            
(4星)	 希望李少红别糟蹋了红楼梦            
(5星)	 超喜欢里面的台词，武则天也很好            
(5星)	 莎士比亚式盛唐            
(5星)	 难得一见的经典            
(NA)	 两种爱的方式似乎都有自己的道理同一个面孔的爱人却是天壤之别的性格            
(5星)	 长安月下 一壶清酒 一束桃花            
(5星)	 我曾迷恋它的每一句台词。            
(5星)	 我总忘不了。            
(5星)	 陈红是此剧的败笔。但还是不俺华美精致。            
(4星)	 啥需求都能满足            
(NA)	 唯美的浪漫和华丽的辞藻成就了一段凄美的爱情。。            
(NA)	 的确很华丽            
(5星)	 电视剧经典中的的经典            
(4星)	 其他的都还好，就是台词装过头了点。            
(5星)	 喜欢它的背景音            
(5星)	 曾经天天等在电视机面前看。            
(5星)	 里头内衣服 忒美oct.24 2009又看了一遍最后一集 也许是第一次看吧 里面的台词是那么的优美陈红的声音那么符合太平这一切就是一个悲剧 每个人都是对的 为了爱 对不同人的爱 爱的方式国内拍的为数不多的很好很好的电视剧台词是那么细腻 精心雕琢般 渗透            
(5星)	 爱看！！            
(4星)	 喜欢薛绍~~            
(4星)	 演李隆基那小子挺帅            
(5星)	 莎士比亚化的台词~~~            
(5星)	 长~相~守~~~            
(NA)	 她就像一朵夜游的牡丹            
(5星)	 女人比较喜欢吧。            
(NA)	 难得的好电视剧            
(3星)	 噗            
(5星)	 最爱            
(4星)	 向母亲形容薛绍是怎样子的奇.            
(5星)	 女皇野史            
(5星)	 喜欢的            
(NA)	 赞 相当爱            
(5星)	 非常非常的爱            
(5星)	 无论我多少岁都会满怀感慨地回望的经典            
(4星)	 台词好优美            
(4星)	 很好            
(5星)	 我喜欢那些台词。和穿着明黄色长衣从宫殿中走过的太平            
(5星)	 其了叶锦添和李少红也值得看~            
(5星)	 它的美，体现在方方面面。            
(5星)	 美丽的无以伦比~~            
(5星)	 在空虚的华美面前，我就是无视历史。            
(5星)	 李少红的历史剧也很不错啊            
(5星)	 让人陶醉的华丽台词，李少红就这部作品算得经典了！            
(3星)	 话剧味道的电视剧            
(NA)	 阴郁 盎然            
(NA)	 台词简直....  哇~~ 每句都像散文诗啊... 还是喜欢有很多独白的            
(NA)	 喜欢            
(NA)	 喜欢里面的对白            
(4星)	 对白不错            
(NA)	 看过一点点，不知道怎么说            
(5星)	 不管有多少符合历史，台词华丽的好剧            
(NA)	 那时的爱。             
(4星)	 前一半好看啊            
(NA)	  李少红             
(5星)	 好漂亮的服装，很华丽的台词。感觉很好。喜欢周迅演得小时候的那个太平，天真无邪，无畏。固执而执著。            
(3星)	 台词很莎士比亚            
(5星)	 钟爱            
(5星)	 有书有碟抄过台词。做作归做作，腔调归腔调            
(5星)	 只缘感君一回顾，使我思君暮与朝。            
(NA)	 浓厚的文学气息~~            
(3星)	 拍得太那什么艺术了。            
(5星)	 高三时候追着看的。。。我老妈居然没反对那是因为实在她也很喜欢的。后来买了剧本看。再后来过了七八年某人告诉我剧本价格已经爆涨。            
(5星)	 那年我13岁            
(5星)	 不睡觉重读剧本……还是很喜欢            
(4星)	 几代演员都比较优秀            
(5星)	 非常喜欢。母爱。成长。爱情。选择。习惯。            
(4星)	 很美            
(4星)	 台词 服饰 演员都好的三好剧            
(5星)	 要是每部电视剧都拍成这样就好了            
(4星)	 自从陈红开演明显失色了            
(NA)	 这个挺好的~            
(5星)	 百看不厌啊！            
(5星)	 爱死了这部优美的电视剧            
(5星)	 en 2002            
(5星)	 华丽却悲哀的大唐盛世——最高贵的归亚蕾，最华丽的陈红，最精灵的周迅，还有最优雅的赵文瑄。            
(5星)	 曾经相信里面的爱情。            
(5星)	 —。.—            
(5星)	 最近听它的原声，想起几年前还看过这么一部电视的啊。。恩？还有别的。。。            
(5星)	 在那个恢宏的大明宫里，上演着帝国公主的豪华，其实藏着的只是一颗女人心……            
(5星)	 史上最经典的电视剧之一了，导演怎么挑的演员啊》每个人简直都是为自己的角色设的！            
(5星)	 美            
(5星)	 太经典。唯一反复看的电视剧。            
(4星)	 唯美            
(NA)	 如电影一般精致。            
(NA)	 我看过的最美的连续剧            
(NA)	 面具下的明媚            
(5星)	 剧本看至滚瓜烂熟            
(5星)	 太经典了。布景、妆、戏服、台词。。。一切都精致得像一幅工笔画。这才是我心中的古装剧。            
(NA)	 5分            
(3星)	 当时周迅还很惊艳，后来就彻底被她的嗓门打败了= =            
(4星)	 给我印象最深的一个镜头就是，周迅穿着一套自己设计的衣服出来……那个时候真是太漂亮了            
(5星)	 上元节火树银花的夜，她揭开昆仑奴的面具望见面具下那一张明媚的脸，这是命运钦定的爱情。            
(NA)	 归亚蕾，陈红，赵文宣。            
(5星)	 如果古韵再清雅就好了....美则美矣,不过憾在不够中式.  也许更容易烘托大唐盛世吧~            
(4星)	 感觉做作了一点，假了一点            
(5星)	 看过很多次，尤其对白，喜欢．            
(5星)	 里面的服装真的很美            
(5星)	 “长相守”，是少数几部看完了脑海里仍在回忆着电视里的画面的电视            
(5星)	 今年来喜欢的电视剧            
(4星)	 依稀记得小太平清澈的面容和面具下薛邵温暖的笑脸            
(NA)	 最喜欢的电视剧            
(5星)	 很有深度            
(NA)	 因为某人力推            
(4星)	 这些女子我都爱            
(NA)	 断断续续地看还是很出彩可惜当时没赶上            
(4星)	 卖馄饨的老爹烧的是液化气。。。⊙﹏⊙b汗            
(5星)	 美极。            
(4星)	 台词考究啊            
(4星)	 忧伤...诗意...            
(5星)	 这么经典的电视剧还用多说吗？这是我最喜欢的电视剧之一！            
(4星)	 太平公主名副其实            
(NA)	 爱情 阴谋 政治            
(3星)	 惊艳~  周迅            
(4星)	 只迷恋揭开面具的那一刻            
(5星)	 中国现时还没有能媲美她的电视剧            
(NA)	 降世将为天下带来好运，当场赐名太平公主。武则天也深信多年前因权力斗争而被自己扼杀在襁褓中的女儿回来了，因此对太平公主倾注特别的关怀和宠爱。当哥哥们在权力的阴影和母亲的威严下战战兢兢生活的时候，太平公主却体验着皇室所能给予一个女人的全部荣誉、美好和高傲。　　然而，她一生的悲剧也就在这幸福的童年中埋下了深深的祸根。在经历了两次婚姻的失败与母后武则天、皇嫂韦氏、中宗皇帝显及侄子李隆基等几十年的恩怨及权力争斗后，“接受”李隆基赐予的一尺白绫悬梁自尽，孤独地死在大明宫深处。　　长安城被连绵的阴雨笼罩，人们说            
(NA)	 很莎士比亚的一部唐朝剧.当年狂迷恋它            
(4星)	 天风摧毁着你天真的容颜            
(5星)	 你看这如黛青山            
(NA)	 想和周迅一起看额。。。HOHO            
(5星)	 莎翁式的唯美遇见大唐的华丽. 太平的爱让人不忍看            
(NA)	 画面很美            
(NA)	 喜欢陈红            
(NA)	 最爱的连续剧            
(5星)	 经典。爱里面的台词。            
(NA)	 酸            
(5星)	 有气质的            
(5星)	 台词            
(5星)	 长相守，安得终老？沉醉唐风。            
(NA)	 哦哎呀            
(4星)	 ...            
(4星)	 很美但是没看到结局..            
(5星)	 国内的好剧吧，，，叙事手法和台词设计都比较好            
(5星)	 长相守            
(5星)	 enjoy very much            
(4星)	 很美很华丽很安静            
(NA)	 难得一看这样            
(5星)	 粉饰太平！            
(4星)	 奢华的大戏，磅礴的台词，女性角度，我爱的武则天。            
(4星)	 华丽丽的服装，台词，精灵的周迅            
(NA)	 认识周迅            
(4星)	 经典。。            
(4星)	 只喜欢周迅部分。            
(5星)	 迄今为止最棒的的一部历史剧。            
(NA)	 看了又看            
(4星)	 大明宫词            
(5星)	 长相守            
(5星)	 很经典那            
