http://movie.douban.com/subject/1506836/	糊涂侦探 第一季 Get Smart
(NA)	 记得是小时候老妈加班，老爸上夜班，她把电视频道线锁起来了，我一人在小屋里看着黑白电视，靠天线，能收到的唯一的两个台，就有一个是播糊涂侦探的，可能是没有选择吧……            
(5星)	 超级经典            
(5星)	 只是想起，曾经让我那样的笑            
(5星)	 嘿！86号，门口在这边……            
(5星)	 电视剧比电影好看多了            
(5星)	 哈啊啊啊啊啊啊，小时候好喜欢            
(5星)	 记得小时候天天看啊，居然找到了！            
(5星)	 以前觉得超好看，不知道是不是初恋效应            
(NA)	 麦克斯韦精明太逗了，混沌组织真是够混沌的哈，童年时代最喜欢的喜剧片            
(5星)	 不开心的时候看了觉得好开心，开心的时候看了觉得更开心，小时候经常呵爷爷一起看，每次看这个的时候就怀念爷爷，记的以前电视演的时候，是中午，每次不能够看完就要去上学，我最爱的电视剧！            
(5星)	 太经典了            
(5星)	 还想再看            
(5星)	 太极品了！！我还想再看几遍~~~~~~            
(5星)	 小时候特喜欢            
(4星)	 非常逗，很想再看            
(5星)	 啊啊啊啊。。。不行啦不行啦。。。太爱太爱啦。。。            
(5星)	 经典啊~~            
(5星)	 这个比周星星更搞吧。            
(5星)	 还是怀念老版本            
(5星)	 小时候看的，很搞笑，不知道现在再看会有什么感觉            
(5星)	 非常经典            
(5星)	 经典至极！童年记忆中的重要片段            
(5星)	 I am agent 86, Maxwell smart!            
(5星)	 以前看的译制版本，应该是没有看全啦。不过已经很满足了            
(5星)	 传世经典            
(5星)	 笑死人~!!            
(5星)	 小红拖拉机            
(5星)	 超级好看！！！            
(4星)	 非常喜欢99号            
(5星)	 小时候看的第一部美剧            
(5星)	 好像很多人都没看过，不过真的挺经典的            
(4星)	 剧情都忘了 但是记得男主角的名字是麦克维精明，初中放学后就看他的表演。            
(4星)	 他的电话鞋。。 钢笔手枪。。            
(5星)	 十星奉上 我的偶像 可惜我没看全过 如果说我有一点点幽默感 算是被他和成长的烦恼影响的 配音也很棒            
(NA)	 99号 真的是大美女啊            
(5星)	 太爱了，我简直热爱特工86号！            
(5星)	 特工86号！这个找的我挺辛苦的，可惜国语的只有一点点，小时候很喜欢看咧！前段时间还在看他怀旧。电影里的安妮海瑟薇还真挺像99号的。            
(5星)	 ！！！！！！！！！！！！我哭了找到它的时候　目前正在看着这个~            
(5星)	 99號和86號...            
(5星)	 童年            
(4星)	 好看！有次重播和同学一起看了两集 才了解原来大家都喜欢啊！前阵子找来翻翻有些感叹..            
(5星)	 超好看            
(3星)	 特工啊，挺帅的            
(NA)	 可爱的99.            
(5星)	 大爱~~~太经典了~~~            
(5星)	 够老的片子了~英语视听课上老师放给我们看的~还是老的有味道，后来Hathaway演得就没有那个感觉了。            
(5星)	 天哪！终于找到这片子了，小时候每到周末中午绝不放过。不过记得当时是电视剧来着...            
(5星)	 小时候看的 搞笑啊            
(5星)	 非常经典的86号，原版的竟然是1965年就拍摄了！中国的导演们，你们在干吗？            
(3星)	 搞笑            
(5星)	 超级好笑，不失为经典乌龙侦探片            
(5星)	 终于找到了，童年的快乐啊。。。。            
(5星)	 以前每天中午都看到上学迟到            
(5星)	 so smart            
(5星)	 小时候经常看 差点成了我第一个逃课的利用            
(5星)	 魂牵梦萦的。。。            
(5星)	 永远的86号，麦克斯韦精明            
(5星)	 那个时候觉得比007好玩！            
(5星)	 想买到全集DVD            
(5星)	 黑白美剧            
(5星)	 太经典了!翻译的也好!            
(4星)	 居然看到这个了 以前看过 很经典啊~            
(5星)	 S1.24END            
(5星)	 极其好看            
(5星)	 brilliant!            
(5星)	 我想要的            
(5星)	 嘻嘻，鞋子电话，隔音罩            
(5星)	 经典            
(5星)	 永远永远的美好回忆            
(5星)	 呵呵 当年陪我吃早餐的电视剧            
(5星)	 小时候超爱看的            
(5星)	 少时的美好回忆            
(4星)	 精明.            
(5星)	 怀念啊            
(5星)	 记得有一次河南卫视每天凌晨播放            
(NA)	 重温之后，没感觉了            
(NA)	 结合动画片 神探加吉特观看 效果更佳            
(5星)	 无法抹去的86号记忆～            
(NA)	 哈哈，86和99，小时候最爱看他们了            
(5星)	 童年的回忆            
(5星)	 你真的知道什么是冷笑话吗？            
(NA)	 老子的童年。我爸妈的大床正对着电视，多屌。上面就是我和姐姐伸着脖子看get smart。中文的配音很牛，很牛的嘞。            
(NA)	 经典，当年也在电视上演过中文版            
(4星)	 这个也怀念,很好看~不得不为他捏汗,又爱又恨的家伙            
(5星)	 嘿嘿 哈哈！            
(5星)	 终于找到了我小时候看的这个电视，太魂牵梦绕了。            
(4星)	 经典，假也假得那么经典。            
(3星)	 ９９号很漂亮。            
(4星)	 2季            
(NA)	 经典            
(5星)	 我和我最好朋友的童年美好回忆            
(5星)	 all            
(5星)	 超爱！每次想到里面的隔音罩什么的都要喷饭            
(5星)	 最爱86号            
(5星)	 小时候看过,很好笑.            
(5星)	 超级超级幽默            
(5星)	 小时候有胃病，每天能让我忘掉病痛的时候，就是看99和86的时候。在此表示感谢。            
(5星)	 funny.            
(5星)	 小时候的回忆            
(5星)	 经典！几乎看不到有这么精彩好笑的连续剧了            
(4星)	 麦克斯韦精明            
(5星)	 麦克斯·维·精明 86 99 混沌间谍 鞋子电话 隔音罩天啊 什么时候可以重播 我真要疯掉了            
(4星)	 哈哈哈，居然还有这个            
(5星)	 小时侯 每天晚上背个小板凳必看!太搞笑了~            
(NA)	 映像中是很搞笑的一部剧,哈哈,我还记得那个鞋子电话            
(NA)	 哈哈 竟然可以给找着            
(4星)	 小时候觉得太搞笑了            
(NA)	 s1-s5            
(5星)	 经典，好像再看一次            
