http://movie.douban.com/subject/1478186/	射雕英雄传 射雕英雄傳
(5星)	 TVB的经典，百看不厌，整容超强            
(5星)	 小时。最喜欢翁美玲扮演出的狡黠和古灵精怪。那种灵气从内到外。可惜。。            
(4星)	 经典，但可能不会再看！            
(4星)	 娇俏软语随风逝            
(5星)	 黄蓉已去,在我还未降世之时.但射雕却成了不可逾越.            
(4星)	 黄日华那个算演技么？疑问句。            
(5星)	 吼吼，我的至爱，蓉儿靖哥哥            
(4星)	 这样的经典现在看来场景真的很假            
(4星)	 经典啊            
(5星)	 无法超越的经典，开创了当代武侠剧的黄金一代..            
(5星)	 经典的82版射雕英雄传            
(5星)	 主题曲的旋律马上在脑海回旋.....            
(5星)	 经典            
(5星)	 武侠启蒙            
(5星)	 小时候百看不厌的片儿。            
(5星)	 经典中的经典，无法超越。虽然有些东西现在看起来很傻。但是那种情结。。。唉，还有，苗侨伟的杨康是最帅的杨康。            
(5星)	 没啥好说的  经典            
(4星)	 小时候，每看一次就激动两次            
(5星)	 这还谈什么，现在都在看！            
(3星)	 我姐我哥小时候那个逼着我看这个            
(5星)	 永远的蓉儿和靖哥哥            
(NA)	 还是这个版本好看            
(NA)	 经典之经典            
(3星)	 其实没完整看过，初二的时候电视上断断续续的放过            
(NA)	 射雕英雄传            
(3星)	 现在看是受不了的~            
(5星)	 经典。            
(5星)	 -v-            
(5星)	 83版            
(5星)	 最爱最爱的电视剧            
(5星)	 老穿帮，老爱看            
(5星)	 我爱小翁            
(NA)	 射雕英雄传。一部被认定无法被超越的武侠巨片，最好的射雕版本，金庸原著的完美演绎。金庸经典巨著，揭开大漠激斗连场。铁血丹心惹来灭门之祸，东邪西毒各大高手显神通，华山论剑，誓夺武林至尊。            
(NA)	 经典。喜欢杨康。            
(5星)	 幼儿园的偶像            
(NA)	 我的最爱            
(5星)	 爸爸特别去借来这版的,跟着迫不及待的着把它看完了,爱上这个版本了.里面的周伯通好可爱噢!!男女主角演的超像角色的.好看!!            
(5星)	 不给5星不行呀            
(4星)	 83版选角和改编都是暂未被超越的成功            
(5星)	 永远是这版的铁粉。            
(5星)	 那时候真经典亚            
(5星)	 经典！后头翻勒都是锤子            
(NA)	 喜欢            
(4星)	 也是无法超越的            
(5星)	 话说这是多么美好的回忆啊。            
(NA)	 有关港剧最初的记忆            
(5星)	 小时候真是很喜欢看这个，太经典了，难以超越            
(NA)	 美人已逝            
(4星)	 武侠经典！            
(5星)	 还是最喜欢这个版本，经典            
(5星)	 还用说什么么？            
(1星)	 真的没有办法喜欢这套叫滥了的所谓经典，即使在当年。好吧是编剧的问题，对翁没意见，但实在恶心这个庸俗小家子气的“阿蓉”            
(5星)	 再没人能超越了。            
(NA)	 那句甜甜的“靖哥哥”。。。。。。            
(5星)	 郭靖，黄蓉，杨康，黄药师——永远的经典。            
(5星)	 经典！            
(5星)	 什么都不必说了吧...            
(5星)	 以蓉儿取胜。            
(NA)	 其实挺近的            
(5星)	 金庸剧的典范之作            
(3星)	 万人空巷            
(NA)	 绝对经典            
(NA)	 永远的翁美玲！！            
(4星)	 小时候最爱的电视之一            
(5星)	 迄今为止最完美的华语电视剧            
(5星)	 除了经典，想不出其他词来形容了            
(5星)	 83版，能被超越吗？            
(5星)	 曾经一家人围着看..            
(5星)	 经典            
(NA)	 。            
(4星)	 黄日华憨傻有余帅气不足            
(NA)	 经典阿            
(NA)	 其实，我看的时候总觉得特效还是后来拍的棒，虽然人物和歌真的很经典。            
(5星)	 还用我说吗！！好！！！阿翁很美            
(5星)	 我的最爱，蓉儿。            
(NA)	 经典中的经典            
(3星)	 经典            
(5星)	 一直保留着            
(3星)	 回忆断断续续            
(5星)	 怀念            
(5星)	 经典啊            
(4星)	 武侠中的经典之作!            
(5星)	 83年尽出经典，我也是：b            
(5星)	 83版的射雕是地球人都知道的经典！            
(NA)	 经典的83版射雕.最近在回味            
(NA)	 喜欢郭靖一样的男人            
(5星)	 她只是黄蓉            
(4星)	 射雕            
(5星)	 翁美玲版的的黄蓉            
(5星)	 还是比较喜欢这一版的~~            
(4星)	 经典之作.            
(NA)	 Simply love the whole series. No one can replace Barbara.            
(5星)	 绝对的经典金庸武侠 也是我为数不多看完的武侠剧            
(4星)	 經典，還能說什麽呢！小时候的经典，连我妈妈都喜欢看。            
(5星)	 记忆很模糊了,长大后一直没看过完整的重播            
(5星)	 83版的太经典了，从小看到大，不知道看了多少遍            
(5星)	 不力荐，仅怀旧            
(4星)	 经典的版本            
(NA)	 我觉得我看过,可是也是记不清剧情了            
(5星)	 高中毕业down至硬盘。            
(5星)	 啥也不说了 什么时候可以再看一遍。。555            
(NA)	 经典            
(5星)	 五岁的时候就看得津津有味（我真早熟）            
(5星)	 我想再看一遍！一定要买来看啊，看啊看啊看啊！！！！！！            
(NA)	 最中意的黄蓉，最帅最深情的郭靖，最英俊不羁的杨康。            
(4星)	 毕竟片子老了点，在现在看来，布景、特技都差了点。            
(5星)	 儿时心中的经典            
(NA)	 美玲 姐姐！嘿嘿，觉得自己应该叫阿姨呢            
(NA)	 太喜欢黄老邪了            
(NA)	 射雕英雄传            
(3星)	 小时候看过……布景太搞笑            
(5星)	 刁蛮可爱的蓉儿,最爱            
(5星)	 永远的翁美玲，呵呵！永远的翁美玲            
(4星)	 主题歌很精典            
(5星)	 阿翁之后，再无黄蓉！80后竟然有人没看过，我震惊了            
(4星)	 不用多说了，至今无人超越，影视版本我根本就没看            
(5星)	 经典成名制作!!            
(4星)	 很小的时候看的片，有时候我在想，那么怀念的，是这电视，还是小时候那懵懵懂懂的感觉？            
(5星)	 靠...有人没看过?            
(5星)	 神话。其实原著改编还是挺多的，可惜已经没法超越。            
(4星)	 靖哥哥与蓉儿的神仙眷属。佳人已逝，世界难为天堂。            
(5星)	 射雕最经典的版本，当年电视播出时真是引得万人空巷。。。            
(5星)	 最老的 才是最好的!            
(5星)	 俺不是黄蓉，俺也喜欢郭靖^_^            
(4星)	 好~            
(5星)	 经典            
(5星)	 经典啊。吗的太他吗经典了。经典啊。吗的太他吗经典了。            
(NA)	 1986-1989            
(5星)	 当时晚上放2集，我妈只让我看1集。。            
(4星)	 8.2            
(4星)	 电视剧竟然拍的不输原著，甚至有过之而无不及！很少见啊！个人巨巨巨喜欢三哥！            
(4星)	 这个是陪我爸妈看得！！！！他们主动重温武侠！！            
(5星)	 喜欢翁美玲            
(5星)	 这应该是最经典的一部射雕，翁美玲在最美丽的年华的自杀更是让这部剧成为绝唱。            
(5星)	 都不知道是因为喜欢翁美玲而喜欢蓉儿还是因为喜欢蓉儿而喜欢翁美玲            
(5星)	 不朽的经典            
(4星)	 我还是觉得央视版更接近心中的样子。            
(5星)	 黄蓉啊黄蓉，为虾米啊。。            
(NA)	 最喜欢的蓉儿            
(4星)	 儿时对经典武侠的定义            
(5星)	 经典啊            
(NA)	 儿时记忆。            
(NA)	 小时候            
(5星)	 和西游记，新白娘子传奇堪称我心目中永恒的经典啊，因为射雕，我至今对黄日华都喜爱的不得了，无论被翻拍了多少次，画面华丽了多少倍，83版射雕的人物依然那么经典，不可超越            
(NA)	 问世间，是否此山最高            
(4星)	 黄金周 周末剧场            
(5星)	 评分这么高的电视剧。。。吓到我了            
(5星)	 经典记忆。            
(5星)	 小时候的经典啊！            
(4星)	 不知道看了多少遍。            
(5星)	 被认定无法被超越的武侠巨片,现在看也很好看,华山论剑，誓夺武林至尊。            
(5星)	 经典！            
(5星)	 经典            
(5星)	 播一遍，看一遍            
(5星)	 超经典的啊~那时候我还看的黑白电视啊~~            
(4星)	 经典之作。            
(4星)	 所谓经典。            
(4星)	 四颗星全部打给美玲解接~            
(5星)	 经典中的经典啊，最近把这3部共59集全部看了一遍，真是过瘾，就是当时的化妆水平不是很高，不然就更赞了。苗侨伟真帅！美玲，永远怀念你            
(5星)	 经典中的经典啊。            
(NA)	 还没有看过比他更经典的电视剧            
(NA)	 爸爸妈妈的最爱0 0            
(5星)	 这一部的经典已经不能用语言来描述了。冲着女主角都要给五星。被人勾搭的又开始看金庸小说。            
(5星)	 很好  小时候 崇拜的武侠剧              
(5星)	 射雕英雄傳，黃蓉，郭靖。            
(5星)	 翁美玲！！！            
(4星)	 很经典            
(5星)	 天之道，损有余而补不足，是故虚胜实，不足胜有余。。。我还记得九阴真经的第一句            
(4星)	None
(NA)	 神马叫做经典哟~~            
(4星)	 这堪称经典了。翁美玲版的蓉儿当然是演得最好的。我很迷这部的主题曲。            
(5星)	 在看武侠片还是看故事而不是看特技的时代。。。            
(4星)	 为什么分数这么高为什么分数这么高            
(5星)	 竟然忘了mark这个。TVB原来这么早就进入我的生活了            
(5星)	 翁美玲娇俏可人有灵气，黄日华一直是个好男人很适合演靖哥哥。最喜苗侨伟的杨康。            
(5星)	 看到导演我瞎眼了！！            
(4星)	 经典            
(5星)	 难以超越            
(1星)	 烂片一部，糟蹋金庸            
(5星)	 不能超越的经典!            
(5星)	 经典，就没什么好说的了。            
(4星)	 记得的部分不多了，黄日华不错            
(2星)	 看过不多几集，实在是提不起兴趣。还是比较喜欢朱茵那版。。            
(5星)	 十颗星！！            
(5星)	 永远的最爱~            
(5星)	 记忆中的绝对经典，百看不厌            
(5星)	 小时候最美好的回忆之一            
(5星)	 小时候的最爱啊，无论演员、主题曲都是那么的吸引人！            
(5星)	 83版的  再加上主题曲  巴适惨了~            
(5星)	 太好看了            
(5星)	 儿时            
(5星)	 这个，经典的没话说了。。。            
(NA)	 “依稀往梦似曾见，心内波澜现......”主题曲依旧喜欢。黄蓉，郭靖，其实情节早已遗忘。            
(4星)	 小时候偷偷看啊，那叫那个~            
(5星)	None
(5星)	 共59集（铁血丹心19集+东邪西毒20集+华山论剑20集）。粤语版。            
(5星)	 天朝人必看。只能用完美去形容它，挚爱。家里还有碟。本剧的各个主流角色都成为经典，黄日华、翁美玲 ，苗侨伟，还有四绝，成吉思汗，无懈可击地演艺中华古装戏。更加感叹金庸之才华，甚至感叹伟大            
(5星)	 正所谓侠之大者，为国为民            
(5星)	 三岁看起 终身不忘            
(5星)	 还用我说什么吗            
(4星)	 一代经典 ，不过现在看着也没啥感觉            
(4星)	 八九岁的时候看的，太多的情节记不住了，印象最深刻的就是，杨康太帅了，长大之后最好能嫁给他，长大之后发现小时候我真是四六不懂，好人坏人都分不清。            
(5星)	 不解释            
(5星)	 每一款的杨康都美的不行，苗侨伟那大长腿！！！！！            
(3星)	 太久远了，看过一遍感觉还是后面的好看。            
(5星)	 所谓经典，就是指这个了。            
(4星)	 我后来看原著，一看到黄蓉就会想起自杀的翁美玲，和她的遗书卜算子。            
(4星)	 武侠迷            
(1星)	 黄蓉太丑            
(5星)	None
(5星)	 看过得有十到二十遍啦            
(3星)	 没怎么看过其实。            
(5星)	 尼玛经典中的经典有木有！！！（抹泪捶地……            
(NA)	 很经典            
(5星)	 我总是能够回想起那个我想要脱离老爸老妈唠叨可以痛痛快快看射雕的时光 再也不会有了TAT            
(5星)	 美人已逝。。。            
(5星)	 最爱杨康穆念慈            
(5星)	None
(4星)	 忘了拉            
(3星)	 也许是1982年的，我不是很喜欢。            
(5星)	 翁美玲好美啊！！！            
(5星)	 最经典的射雕。            
(4星)	 83版的是被我妈拉着看完的。。。。我还是爱张智霖那一版的~~~~~~            
(5星)	 还能说什么？？？看过最多遍的武侠电视剧，太多记忆了            
(5星)	 无法被超越的经典剧，超强大的阵容            
(4星)	 苗侨伟版的杨康啊~~            
(5星)	 83射雕，95神雕，这两部回味十数年，愈久弥香            
(NA)	 最爱这部戏了都演的好好 无敌了最喜欢里面杨康的形象            
(4星)	 小时候的记忆。当时为了看这个急急忙忙把电视机都摔地上了            
(NA)	 ……            
(5星)	 翁美玲的俏黄蓉经典万分，后来的朱茵也是俏丽活泼，可总觉得有模仿的痕迹。苗侨伟帅死了，杨康啊杨康。            
(5星)	 永不磨灭的经典啊，一代人的传奇！！经久不衰，其他版本都是浮云~~            
(4星)	 强大的龙套 强大的配乐~ 其实真的想生在80年代啊             
(5星)	 现在看来不是多好，但在那个年代确实相当不错了！            
(5星)	 依稀往梦似曾见，心内波澜现。。。            
(NA)	 重播了那么多遍怎么着也都看过至少一遍了。。            
(NA)	 如果这是头一次看，会不会被窃笑为没有少年？有空翻书看。            
(5星)	 不错啊！！！            
(5星)	 原来导演是杜琪峰啊~            
(4星)	 儿时的美好回忆，现在也觉得还可一看            
(5星)	 昨天重温一下，结果看到了周星驰字里面打酱油。            
(5星)	 TVB中经典中的经典            
(5星)	 人海之中，找到了你，一切变得有意义。            
(4星)	 其实。。。我没觉得翁美玲很漂亮。。。审美观不同吧。。。倒是朱茵我觉得很适合演黄蓉，也很漂亮~            
(4星)	 真心喜欢这个黄蓉~            
(4星)	 习惯不是很好            
(3星)	 可能年代问题我入不了戏啊。。。            
(5星)	 经典啊，一听到歌就热血沸腾            
(5星)	 已经不可超越了            
(5星)	 这部还用说么            
(5星)	 黄药师真的很帅!特别是这个版本的            
(4星)	 那个年代无疑经典到无法超越...            
(4星)	 翁美玲啊！！！            
(3星)	 最喜欢周伯通和黄老邪。            
(4星)	 很久以前看过的补上评分            
(5星)	 这版的蓉儿最美了            
(4星)	 黄日华年轻时演技就嘎好，看上去巨傻            
(4星)	 演员好，制作用心，条件有限，原作一般            
(5星)	 屌不屌？帅不帅？哇哈哈！！！            
(3星)	 黄蓉还是不错的，就是这部剧太老了，看得好像没什么感觉            
(5星)	 看过这么多电视剧我真不好意思。            
(NA)	 好劇好劇            
(2星)	 我居然真的看过不少。。。            
(5星)	 不愧是经典            
(5星)	 看了又看.            
(5星)	 这还是金庸写的么？            
(4星)	 经典不多说废话            
(NA)	 最经典的86版            
(5星)	 经典            
(5星)	 花了好长时间才又看完一遍哩，看的不是剧情，是孩童时代的回忆，这也是它在我心目中无可替代的主要原因，另外，最喜欢翁美玲版的黄蓉了，自然。            
(4星)	 看到要吐了，不下10遍，小时候向婆婆家里有套碟，天天放            
(5星)	 哪个年代的经典，拍了这么多次，还是喜欢黄日华版            
(5星)	 不用多说什么了，从演员，到音乐，再到场景的布置（就那个时代而言），已经是相当精彩了，尤其是翁美玲，将蓉儿刻画的淋漓尽致。            
(5星)	 最好的版本。            
(5星)	 我怀疑这里小时候看的第一部剧            
(5星)	 童年的回忆！好多不干胶贴在自己家的书桌上！            
(5星)	 97版最经典射雕英雄传，每次放必看。。            
(5星)	 82年的导演竟然有杜琪峰？            
(5星)	 太感人了            
(4星)	 它在我心中不算经典，倒是罗文甄妮的电视剧原声磁带迷了很久很久。            
(5星)	 还是比较喜欢另一版            
(4星)	 我爸最爱看射雕和陈真。            
(5星)	 “人海之中找到了你，一切便有了意义”最爱的TVB剧 看着这片子长大的 地位无片可取代            
(5星)	 小时候很喜欢呀            
(5星)	 经典的经典            
(5星)	 经典啊            
(5星)	 百看不厌，经典之经典～            
(2星)	 说这好的无非是当时的大环境使然，现在一看不过如此，这片要是现在出来估计要被骂到死，不对，这么烂应该根本不会有电视台放，给2星不过是对往昔情感的回忆            
(5星)	 回忆总是美好而又残酷的。.            
(5星)	 永远的黄蓉、郭靖、老顽童、黄药师、梅超风……            
(5星)	 美好年代的电视剧            
(5星)	None
(NA)	 最多面的蓉儿 翁美玲和黎姿 才配得上金大侠的笔            
(5星)	 在老妈的推荐下看了这部剧，真的是很优秀，很经典，很TVB。PS.天妒红颜==            
(5星)	 嘿 你没看过我看过 但是大家都是一样大的 你说我傻逼 你说就我有童年 没看过这个你居然不知道害羞 这是83版的射雕 所以我知道了没有绝对的对错 只有少数服从多数 就算你对 全世界都认为你对 但是那一撮里的人不是这个世界的 你就是错的 我真的服了 你们小时候都看什么了 难道是日本动作片吗            
(3星)	 人物不错，场景太小气。            
(5星)	 这版真得很经典的，年轻的黄日华呀～～            
(1星)	 哪有那么好。            
(5星)	 曾爷所演绎的黄药师是我从小到大最喜欢的武侠角色没有之一            
(4星)	 不喜欢剧情的过多改动，爱阿翁            
(4星)	 经典到不行啊！            
(5星)	 经典啊            
(NA)	 这个就不用多说了，影响力很广泛            
(5星)	 最好的一版，很华丽            
(5星)	 一代人心中永远的回忆~26岁的翁美玲永远活在我们心中，鲜活如昨~            
(5星)	 简陋的场景和落后的技术为什么越看越萌呢~~~？动作还是很简洁干净的~~~            
(NA)	 学生时代，长假必然期待的经典！！！            
(4星)	 一直觉得自己和黄蓉很像  哈哈            
(5星)	  最喜欢的金庸武侠剧，每个角色都很经典。            
(3星)	 电视上播的时候自己还没出生。大学时仔细看，觉得剧情改编太大。不过，演员都还不错。            
(1星)	 烂片之最高境界，片头竟然拿只乌鸦来冒充雕，阿蓉竟然逛妓院出口成脏，阿靖窝囊废柴，总之是一部披着射雕英雄传皮的糟粕。            
(5星)	 给五星以下的同志请解释~            
(NA)	 我心中永远的黄蓉~            
(4星)	 只能说是经典，现在回头看，已经没有很惊艳的感觉了            
(5星)	 比较喜欢另外一版的~            
(5星)	None
(5星)	 心目中永远的经典            
(5星)	 老片经典            
(5星)	 这里面，有香港娱乐圈最辉煌的故事。翁美玲的蓉儿，已成绝响。其他人再去诠释，也只不过是按部就班。            
(NA)	 看过很多遍，虽然现在感觉有点囧有点雷，但始终是经典（那么多龙套大卡的说！）            
(4星)	 现在看场景看服装都是粗制滥造了，但是，那终究意味着一个年代一个梦            
(3星)	 小时候很喜欢翁美玲的牙齿！            
(5星)	 没看一次都有新发现            
(5星)	 请问有六星七星八星么？！？！？            
(1星)	 比不上94版！            
(5星)	 87年看的到现在还记得我的蓉儿            
(5星)	 作为90后，我不得不说，这部比我老了一圈的电视剧真的很棒。主演的表演很松弛，效果真的很出彩。            
(4星)	 经典黄蓉O(∩_∩)O~            
(NA)	 ……这也算周星星的代表作啊，宋兵乙            
(5星)	 唯一看过的武侠片            
(4星)	 黄日华是个很神奇的演员！            
(3星)	 暑假必看的儿童电视剧。靖哥哥好呆运气好好武功好强，蓉妹妹好聪明好多鬼点子。周伯通好顽童，左右手互博好好玩。            
(5星)	 最经典的一个版本            
(5星)	 翁美玲！            
(4星)	 太老了            
(NA)	 靖哥哥真幸福            
(5星)	 传世的经典            
(4星)	 这部剧不错，所有人物都挺符合原著的。。。最爱这版的黄药师了            
(4星)	 一点点吧 这个            
(5星)	 作为金庸的脑残粉，我其实不太喜欢黄蓉这种特别聪明的女人，但是我真的很喜欢可爱的蓉儿......            
(5星)	 再看一遍 多一份理解多一份感悟            
(5星)	 太经典了，后来的出啥我都不想看了。            
(5星)	 经典啊            
(4星)	 演黄蓉翁美玲第二，谁敢称第一？            
(5星)	 我已经数不清我看过多少遍......            
(5星)	 最经典的一部            
(5星)	 经典！出神入化的演技。            
(5星)	 哪里还有什么言语            
(5星)	 接着回忆。            
(5星)	 我妈说她看这个的时候还没有我呢 = =             
(5星)	 永远的经典！第一遍是和姥爷一起看的。妈妈不让晚上睡得太晚，但是姥爷带着我看，她就不敢说我啦，哈哈。            
(5星)	 可能现在看起来会有点老土，但是它代表着香港影视在那个时代的辉煌。经典就是这样形成的，但怎么样都没有看金庸的原著过瘾。            
(5星)	 经典是用来瞻仰的            
(4星)	 三哥年轻又美貌！编剧金庸导演杜琪峰 什么阵容..            
(5星)	 这是我妈妈从小看到大的电视剧，也是我从小看到大的电视剧。可爱俏皮的蓉儿，憨厚真诚的靖哥哥，痴情的黄老邪，宅心仁厚的洪七公，打打闹闹的老顽童......都给我们所有人留下了深深的映像，83版射雕是最经典的射雕！            
(4星)	 当年我也是守在电视机的小屁孩            
(5星)	 翁美玲版的黄蓉最好！！！            
(4星)	 空前绝后的黄蓉，郭靖。。。。。            
(5星)	 果然是经典            
(NA)	 导演..王天林..杜琪峰..OMG            
(NA)	 杨康好帅！            
(5星)	 黄日华、翁美玲版本是看的最早的版本，却不是印象最深的            
(5星)	 大爱翁蓉儿~            
(5星)	 超喜欢翁美玲            
(4星)	 家人看的时候跟着看几眼，所以，嘛，对剧情啊人物啊都不怎么了解。不过都说是经典，我就不在打分上拖后腿了。。。            
(5星)	 无需赘言            
(5星)	 经典，先看的新版再看的这部，高低立见。            
(NA)	 又一万人空巷，小时候我妈老拿梅超风吓我。翁美玲当年可是少男少女心中的女神啊，可惜烧炭自杀了，我记得几乎所有路边摊卖贴画都有翁美玲。我喜欢第二篇里的主题曲，有着诡异的风格            
(NA)	 她们说这是最好的黄蓉 我不知道 我知道我和我爸一集一集看盘的日子太美好了            
(5星)	 小时候就特别喜欢的电视剧，虽然后期重拍了几次，特效也越来越先进，但是那种纯纯的喜欢再也找不回来了。            
(5星)	  铁血丹心前奏一响 已经荡气回肠了 靠            
(5星)	 啥时候再看一遍            
(NA)	 这个前两天还在看的            
(3星)	 我们这代人不适合看            
(5星)	 翁美玲的黄蓉，，，，绝了···            
(4星)	 翁美玲好精灵啊            
(5星)	 在家没事，看了两遍。。。            
(4星)	 经典之作            
(5星)	 百看不厌            
(4星)	 终于倒着把射雕三部曲看完了 翁美玲真是神仙            
(5星)	 经典            
(5星)	 永远难忘的回忆            
(5星)	 83版的，经典。            
(NA)	 永远的经典！            
(3星)	 不是那么喜欢……印象最深的是老顽童身上的“仙丹”= =            
(5星)	 铁血丹心            
(4星)	 最近看书累的时候直接打开四川卫视看一会，今天结局了。还是很经典。            
(4星)	 历时个把月总算是全部看完了，以现在的角度来看就会发现并不是那么的完美，毕竟是那么早期的电影，况且编剧并不是同一个人，肯定有些差强人意，至于黄日华，我觉得他后来演《天龙八部》的萧峰形象更加得深入人心，要演神雕侠侣是的郭靖或许还行，可是演年轻时傻里傻气的郭靖╮(╯▽╰)╭            
(5星)	 最经典的一部            
(4星)	 算是一代经典            
(4星)	 翁美玲演的黄蓉是经典中的经典            
(3星)	 我还是喜欢朱茵。            
(5星)	 最喜欢洪七公和西毒欧阳锋两个人最后在华山山顶一笑泯恩仇。。。。。。。            
(5星)	 只为三哥。            
(5星)	 对这部剧喜欢不需要理由            
(5星)	 经典，就像永远不会挽回的青春一样。            
(5星)	 陪我奶奶回味经典~+1            
(5星)	 2010年的寒假和爸爸每天一起吃饭，一起看这个。好像是四川卫视还是什么来的~  我亲眼看见星爷的龙套了，我亲眼看见了~！另外我觉得如果我是穆念慈我也会喜欢杨康的。            
(5星)	 经典            
(5星)	 无人超越            
(5星)	 尼玛现在看也很好看啊混蛋！！！！！！！！！            
(3星)	 当年的精典，现在的确如网友所言，惨不忍睹了：那时的化妆，表演，台词，拖沓的表现方式，还有杨盼盼难看的脸。。            
(4星)	 经典中的经典            
(4星)	 宋兵乙，星爷的起点。            
(5星)	 我又重温了一遍。人家小情侣感情为什么这么好呢            
(5星)	 83版射雕的導演居然是杜琪峰, 我又震到了! 小女子不僅難養, 還沒常識沒文化啊, 真可怕 ...            
(5星)	 啥也不用说了！！            
(5星)	 果断5星,这个没有理由不是经典啊,注定无法超越,听到片头曲就澎湃啊            
(5星)	 也许她本来就是黄蓉            
(5星)	 经典永远是经典            
(NA)	 很小的时候，老爸用这个年代已经不再用的录像机，每天每天守在电视机前，一集一集的录下来，那些录像带，现在还在家里保存着。            
(4星)	 放在今天已经感觉有点粗糙单薄了，不过几个主演确实出色。所谓经典，很多时候只是因为见证了一代人的青春。            
(5星)	 经典            
(5星)	 經典。翁美玲、她最像黃蓉、她就是黃蓉。            
(5星)	 重新开始看了一次，恍然发现，过去喜欢看黄蓉，现在反而比较喜欢看杨康，看杨康和穆念慈纠结，看杨铁心，完颜洪烈和包惜弱纠结，心中生出了很多的怨念来，穆念慈你个白痴，杨康那么好的男人，你就别再纠缠那些大义，好好跟杨康过日子得了。ps：苗侨伟仪表堂堂，风流倜傥，很帅很帅。            
(5星)	 经典            
(5星)	 经典            
(4星)	 电视里在放…两主角挺萌的…然后略拖沓，武打动作假…其他都不错嘛…            
(NA)	 那个主题曲现在都还在唱            
(5星)	 这个是经典啊            
(1星)	 内容全是不稳定的操作，犹豫在出世入世的冲突。另外，全剧沉溺在情节的堆聚、迷失在历史的幻相。--妖魔鬼怪歪门邪道混战一气，且剧本有严重漏洞。故事上打着仁义礼信的幌子呈现一派愚邪异相，甚而具有毒品药瘾的功效。情节像是随手排版，人物要在哪里出现就会在哪里出现，似是具备时间穿梭功能。另外            
(5星)	 经典            
(5星)	 小时候的经典            
(5星)	 经典，毋须多言。            
(5星)	 一直被翻拍，从未被超越。            
(4星)	 经典.......            
(4星)	 那时候就港剧最爱看了。。。古装剧会看的很津津有味的。。。            
(5星)	 经典啊  小时候一天四集，超看爽            
(4星)	 老旧的经典            
(5星)	 经典就是经典            
(5星)	 江南七怪最讨厌了            
(5星)	 6首插曲相当给力，所有演员都演的相当好，无法逾越的经典，不过结尾也结束的太过仓促了。无线从那时候就开始虎头蛇尾了啊            
(5星)	 这部我最喜欢最喜欢，太爱黄蓉啦，哈哈，特别喜欢里面女孩子穿的衣服，很漂亮。            
(5星)	 经典            
(4星)	 更喜欢朱茵张智霖版            
(1星)	 改编烂透了，庸俗至极，编剧大概都没看过射雕这本书。            
(5星)	 毋庸置疑的经典,多少人的回忆...            
(4星)	 天啊，杨康死的时候，我哭了，然后以后看到阿苗演的任何悲情人物，我就一直哭            
(5星)	 经典中的经典！！！            
(5星)	 小的时候出了动画片之外，射雕英雄传是唯一的能让我老老实实的坐在电视机前看哪都不去的电视剧。            
(4星)	 还是张智霖那版好啊！            
(NA)	 喜欢这版本            
(NA)	 无法复制的经典！！            
(NA)	 以前没有看过，大龄青年的时候补看了一遍，没有什么感受。            
(NA)	 又看了遍！！！好经典！！！！！            
(5星)	 经典难以再现，好多跑龙套的大神哦~~            
(5星)	 个人觉得这是最好看的射雕电视版本。            
(5星)	 永恒的经典            
(5星)	 这片子我替妈打分            
(NA)	 经典经典，无法超越。            
(5星)	 射雕三部曲之一            
(5星)	 这就是经典的最好诠释。。。。。            
(5星)	 最近重温了一遍，只能说，缺点就是太经典~挚爱83版~！！            
(5星)	 永恒的经典，经典中的经典，心灵的故乡。            
(5星)	 背景简陋，技术落后，但丝毫不能掩盖各路演艺人员的熠熠光辉阿~~~ 叹，射雕的最佳版本。永远的蓉儿同学            
(5星)	 苗侨伟之后，再无杨康。            
(5星)	 永远的经典~            
(5星)	 83版的，现在看依然觉得非常非常好看，选角、布景、武打场面等等，后来拍的远比不上的啊！            
(5星)	 童年时代最喜欢的武侠剧，翁美玲是永远的偶像……            
(5星)	 永远无法把你割舍！！            
(5星)	 各种版本 各种乔峰            
(5星)	 83版的射雕，无法超越了，尤其是翁美玲            
(5星)	 经典            
(5星)	 再聚首完整视频地址：http://www.qiyi.com/zongyi/20110529/c1c045ccf1997049.html?share_sTime=0-share_eTime=8416             
(5星)	 现如今再看射雕演员重聚，时光荏苒啊。。。            
(5星)	 重聚又勾起了我的回忆 一代人的记忆            
(5星)	 已是经典，无须多言。            
(4星)	 靖康耻，犹未雪。            
(4星)	 傻小子郭靖爱黄蓉。。。。            
(NA)	 永远的翁美玲 唯一的黄蓉            
(5星)	 TVB经典            
(5星)	 喜欢苗侨伟            
(5星)	 射雕英雄传最为经典的一个版本。            
(5星)	 怎个好字了得            
(5星)	 经典！！            
(4星)	 欧也。            
(5星)	 杨康杨康杨康杨康            
(5星)	 整个就是经典……            
(5星)	 经典的经典，多次被模仿，从未被超越过。            
(4星)	 剧情跟原著出入过多            
(5星)	 太喜欢了！！            
(NA)	 为毛我小时候对这个没啥印象啊？还是后来高中的时候江苏台放朱茵版，每次放个旧版对比一下，我才认真看了一下的～主题曲很豪迈一个啊，我拿来做洞箫的练习曲了啊            
(5星)	 经典            
(5星)	 最爱的电视剧！            
(NA)	 经典中的经典            
(5星)	 永恒的经典 百看不厌            
(4星)	 郭靖啊……看了這版後面的全是浮雲。            
