http://movie.douban.com/subject/3292797/	烈火雄心3
(3星)	 可以在无聊点儿吗。。。            
(3星)	 跟前两部没得比            
(5星)	 KC你太帅啦            
(NA)	 有点絮乱,没前两部好            
(5星)	 郑嘉颖~            
(5星)	 完美的卓sir~~~            
(1星)	 完全是耐着性子看下去 被逼放弃的。            
(3星)	 bosco 郑嘉颖            
(4星)	 高清还是很耐看的。            
(4星)	 虽然口碑不太好但我还是追着看完了            
(3星)	 难道我喜欢小眼睛男人？            
(2星)	 有人可以忍着看完么……            
(4星)	 好讨厌胡杏儿。。            
(3星)	 1,2两部人物太经典            
(NA)	 太多的续集            
(3星)	 狗尾上续的好长一截貂            
(1星)	 看不下去~放弃了            
(3星)	 狗血了            
(2星)	 。。。。            
(2星)	 完全没了当年的味道 最讨厌是还有胡杏儿            
(3星)	 未睇前就覺得第三套會遠遠不及前兩套，睇後覺得無想象中甘差，不過中段好大part感情戲略嫌拖遝，稍稍偏離主題~王喜個角色都太悲劇了吧~始終消防救火part最吸引，消防精神亦再次感動我，最後一集我又流淚了...            
(3星)	 前两部都不错。这部看得断断续续，但还是看完了。没想象的好。            
(5星)	 后面很精彩            
(2星)	 本来前面也没看全过，结果看了二集就放弃了，没什么发表权            
(4星)	 极端了点 不过总算圆满            
(4星)	 最大的败笔就是胡杏儿            
(5星)	 郑嘉颖穿制服很帅没想到烈火3里王喜那么变态            
(2星)	 纠结的三角剧……好想推胡杏儿进火场……            
(3星)	 追忆            
(3星)	 开头的几场救火场面不错，但接下来的感情戏就篇幅太长，太郁闷了～            
(2星)	 前两部太好看老，相比之下勒部太。。。王喜完全颠覆老他在前两部塑造的形象，勒部里面太恼火老。。还有之前演惯坏人的郑嘉颖突然变好人老，朗格演都觉得他是在演戏，是假的，觉得最终他都会现出原形。。。            
(3星)	 还是喜欢王喜，对郑GG太不感冒了~            
(NA)	 easy 演的很不错            
(5星)	 好看好看            
(1星)	 谁TMD编剧的呀！KC这种人被写成圣贤了，处处为人着想，敢情王喜这个角色就固执不堪，还一错再错，执迷不悟。烈火雄心前两部实在太经典了，这部剧简直就是狗尾续貂，还是那个原则，有KC的剧就不会很精彩。            
(3星)	 每每我想投入时 胡杏儿同学总能让我清醒 有些长相 不是我不想忍 而是忍无可忍~            
(NA)	 哦也 郑嘉颖 ！！！            
(5星)	 超爱Rex~~            
(2星)	 杏仁在里面真是丑到一种境界了，王喜走普通人路线，对陈茵微没任何好感，烈火系列最不好的一部            
(1星)	 幸好没有第四部了……            
(3星)	 搞什么，把王喜拍成这个样子            
(2星)	 没神髓了            
(4星)	 对于有胡杏儿的剧集，我实在想起来就痛苦。不过小帅哥黄宗泽的剧情里的女朋友很是小巧可爱呢~~~挺一下咯~~~比起前两部，没有太好看的地方，王喜也变得很讨厌。如此像牛一样的性格，真是啧啧啧……2009.下半年阅。            
(3星)	 狗血的剧情             
(NA)	 牛哥            
(1星)	 如果你愛烈火系列就不要看這一部了，聖母胡杏兒和聖父鄭嘉穎，看得我快吐了~~tvb不知道捧聖母會捧出反效果嗎？            
(5星)	 想不到王喜先生会不干消防- -            
(3星)	 以为会很好看，结果一般吧，感情线的铺排也是，王喜太作孽了            
(3星)	 王喜真讨厌            
(3星)	 很烂尾 但是算暑假档不错的了            
(NA)	 我也是心疼我爱的王喜啊。。            
(3星)	 跟着室友零零散散看了这句回忆多得令人发指……黄bo算是看点了            
(3星)	 因为kc拿来看。可是牛哥和女主角真烦~KC不易啊。。            
(3星)	 同上。            
(3星)	 这个剧情真是无聊到爆了~            
(3星)	 金字招牌生锈了            
(NA)	 垃圾~，靠王喜成出戏都系            
(5星)	 这部王喜不讨好，有自虐倾向            
(3星)	 做人的确不要太执着            
(4星)	 男的都很帅呐~剧情 女人都不行            
(3星)	 尽管花痴KC很多年，看到第五集还是放弃了。。。            
(2星)	 还我的烈火经典            
(4星)	 09.12 出差海宁 为王喜感到心痛            
(3星)	 到中间都不救火了，貌似王喜不在都没有什么救火戏。。            
(NA)	 这部戏挺喜欢的，大陆以外消防官兵都是挺值得尊敬的职业呢，大陆就没这样的氛围了。觉得郑嘉颖那部车还可以，也不算太贵，以后开议列在考虑范围内，不知道大陆有没有。            
(NA)	 越看越不想看·····            
(4星)	 还不错，有黄宗泽~~~            
(4星)	 郑嘉颖和王喜对手的时候很轻易就看出谁是演技派了。。            
(3星)	 唉 不明白胡杏儿为啥能演这个角色             
(3星)	 么前两部好看～            
(2星)	 请千万别拍4了，我至爱的1，2啊！！            
(4星)	 直接看得3，感觉还不错~            
(1星)	 烂到什么程度...            
(2星)	 搞毛啊搞毛啊            
(4星)	 郑嘉颖好帅啊啊啊~~~~            
(NA)	 我发现是我自己的问题因为这部也没看完            
(3星)	 我说实话，我是为了看王喜跟王宗泽才看的...里面的女主角...实在足够我讨厌整部戏...            
(3星)	 剧情拖沓             
(3星)	 还行吧~~~~~其实是3星半~            
(3星)	 狗尾续貂，随便看看            
(5星)	 BOSCO&amp;KC！就这卡司我也非看不可了，记得最后一集还是在HK看的~            
(2星)	 冲着郑嘉颖看滴            
(4星)	 时隔几年，终于出了3.剧情总的说不错。很喜欢郑嘉颖。            
(4星)	 心痛阿牛的固執 T_T            
(4星)	 为什么主角就是胡杏儿呢！不过kc很帅！！！            
(3星)	 只剩下救火和黄宗泽这两个看点了            
(3星)	 場麵不夠美劇驚險!必竟製作成本比不上別人美國的電視劇!            
(5星)	 还是喜欢看帅哥，就为KC的美好容颜也值了~            
(NA)	 觉得郑嘉颖老了，特别是和黄宗泽放在一起！胡杏儿也从陈慧珊的配角变成了TVB当家花旦，这TVB的台柱子，真是一代一代的换啊！            
(3星)	 要不是为了黄宗泽 我才不看来。。胡杏儿丑死了。            
(NA)	 很精彩很好看，有帅哥黄宗泽&amp;郑嘉颖，情节激动人心~~不喜欢王喜在里面的角色，感觉好傻的男人一个，别人噶明显的不喜欢你了，还贴上去干嘛。有些事不是你的勉强不来的~            
(3星)	 王喜在这部戏中有点惨，不如前两部那么喜欢            
(4星)	 王喜扮演的角色好执着哇~            
(3星)	 太长了些，希望别再拍续集了。            
(4星)	 感情纠纷。。。情节让人很晕            
(NA)	 不喜欢这部中王喜的角色，太执着            
(2星)	 唯一一部不想把它看完的电视剧，虽然有我最喜欢的郑嘉颖，但是超级不喜欢王喜。。            
(2星)	 情节从一开始就狗血 到后来就是两个男人抢一个女人 根本就没有前两部的紧凑和连贯性 十分不推荐            
(4星)	 喜欢郑嘉颖扮演的这个角色，找男朋友就找这样··            
(2星)	 越看越烦的一部戏            
(NA)	 看得不想看了~~            
(3星)	 没落的tvb！            
(2星)	 一个男人如何被女人毁掉一生的故事            
(NA)	 等了很久的，看到救火还是怦然心动~            
(3星)	 完全是快进的看。            
(NA)	 不错            
(3星)	 比上以前的职业剧集真是~~~完全没得比！！还有这些个感情纠葛，看着真是恼火            
(NA)	 好看哈，最爱嘉颖            
(4星)	 他们的感情太纠结了            
(2星)	 没有前两部好看啊....            
(4星)	 喜欢 那首 有意！            
(3星)	 看了一半实在是看不下去了，完全没有了前两部的影子，我的期待全都泡汤了            
(4星)	 关注TVB!哼~            
(3星)	 植物人……啊 断腿……哈 阿牛特作孽了            
(3星)	 话说...剧情那么狗血就不要用烈火的名字来提高关注度了..            
(3星)	 我只想说最后一集不错~            
(3星)	 太纠结在情感上，这是不是TVB太小家？人生应该有大爱。            
(4星)	 剧情还好 但是帅哥实在是很多。。。            
(3星)	 虽然作为烈火系列被赋予了重重的期待，然后实际的表现远远不及预期，可是看到Ending的时候还是有感动的声音。。。            
(2星)	 如果没看过前两部，那这部算不错，不幸的我看过。而且，想不通，怎么会用胡杏儿来做女主角，最大的败笔啊。看到她我就换台了。            
(4星)	 还是喜欢王喜。。。            
(3星)	 一般            
(2星)	 老大说我就喜欢看人纠结，——伤心流泪。            
(NA)	 王喜在這裏面的角色簡直太糾結```黄宗泽太帥了````喜歡```            
(3星)	 有意这首歌还不错~            
(NA)	 冲郑嘉颖看的，但是一看胡杏儿就实在是看不下去了，没看完            
(3星)	 不喜欢胡杏儿在里面的表现~~~~            
(3星)	 看不下去了            
(NA)	 还不错，剧情比较纠结            
(NA)	 Bosco是我看剧的唯一动力~~Encore好Cute~~i like~不过看了之后，越来越讨厌胡囧了~觉得陈港姐还是可以的~okay.我承认的品味的却独特了点~            
(NA)	 蓝光DVD已入手            
(3星)	 1最好            
(3星)	 看完太失望了。            
(2星)	 失望...王喜是灵魂人物却沦为这样...            
(3星)	 王喜的确是灵魂 看完3更怀念1 经典是没法复制和超越的            
(NA)	 好看            
(3星)	 一本没啥救火情节的消防剧!            
(NA)	 Bosco很帅            
(3星)	 拍死编剧            
(5星)	 點講都好~喔覺得救火場面好...還有ENCORE和easy....            
(1星)	 除了牛哥，沒有其他看點            
(NA)	 看看《保护证人组》的陈富贵，如今的王喜不禁让人感慨            
(NA)	 我喜欢，这样皆大欢喜的结局            
(3星)	 有点失望            
(4星)	 胡杏儿是败笔。。            
(3星)	 因为王喜看这部剧，没想到发现黄宗泽哈灵，喜欢~！            
(4星)	 比较煽情的....            
(4星)	 這一次終于沒有死了。            
(4星)	 有王喜努力 啃            
(5星)	 郑嘉颖 帅！！！            
(4星)	 虽然中途有点长气，有点拖拉，但是总体来说还是不错的            
(NA)	 理由简单的很，80后，很少有不喜欢TVB片子的吧~            
(1星)	 觉得剧情很烂，也许是期待太高完全是郑嘉颖支撑我看下去的            
(4星)	 还好.大团圆结局..            
(NA)	 挺老套的情节，            
(3星)	 影片中三人的感情真的很纠结。结局还可以            
(3星)	 失望失望失望            
(3星)	 王喜演的很好，那种固执的脾气，让人觉得太固执了，哈哈。女主角到底在演啥呢            
(4星)	 bosco好盏鬼            
(3星)	 感情戏份过多，有点失望。            
(4星)	 我觉得很好看啊            
(3星)	 跟烈火雄心2根本没得比。            
(3星)	 為什麼不讓王喜掛掉= =            
(3星)	 一群消防员的悲欢离合，明显没有第一部水准高，演员还是不错，剧情还是稍微欠火候，总体来看还是不错。            
(4星)	 可以            
(3星)	 就是為了看澤澤的~劇情很爛            
(2星)	 TVB不知道咋想的。。莫非没人才了。。找２女主角各方面真是有够平凡的。。编剧不知道咋想的。。王喜真叫一个命苦。。不要被这电视毁了额。。看完了实在觉得很糟糕。。基本就一个3角恋的故事。。跟烈火雄心有嘛关系。。            
(3星)	 感觉没有前两部有看头，不过王喜还是阔以滴。            
(NA)	 郑嘉颖腔调哈嗲            
(1星)	 里面的人演技和遭遇都很纠结，不喜欢            
(2星)	 真的很讨厌郑嘉颖            
(NA)	 最后我哈以为阿牛要死了呢，，，还我哭得稀里哗啦的            
(3星)	 真是虐心虐的可以了.            
(4星)	 还不错！有评论说感情生活太多！要是去除感情生活，还有什么呢？这样的话可以改名字了，叫《火警999》            
(4星)	 相比前两部，让我期待了许久的第三步真的很让人失望，连续十几集对王喜的彻底忽视，再到超级悲剧性角色的塑造，让我无法不怀疑是不是编剧故意在恶整王喜。纵然喜哥的演技再好，搭上这样一个偏执角色，也实在很难让人喜欢。            
(3星)	 第三部好像描写了一段三角恋……爆炸场面做得也很棒呢。            
(3星)	 多了三角感情，反而觉得没有1，2的场面来的感人            
(NA)	 又一个没看完的            
(5星)	 因为 KC 所以要多加颗心              
(5星)	 这就是标准的香港剧，TVB的模式，呵呵~我喜欢            
(3星)	 说真的有Bo我还是看不下去了。            
(4星)	 感情还是有点矫情            
(3星)	 本部片子感觉只有26和32两集。。但很喜欢黄宗泽            
(3星)	 已经不是那个让我有当女消防员冲动的片子了。。。。。。            
(3星)	 没有前两部好看。            
(3星)	 等啊··等啊··真是纠结···不怎么样！            
(3星)	 说实在的王喜在《烈火3》里面是个超级纠结的人，一反以前在烈火系列里面的好好人形象~郑嘉颖是个超级随和，处事灵活的高级队长，他是戏份比较好看，黄宗泽继续搞怪啦，个人很喜欢制服剧，不过建议大家等他出完了一次性看完，追剧会很纠结~            
(3星)	 小时候可喜欢可喜欢看的电视剧了！！            
(3星)	 剧情在有几集完全有点空··其他还行··            
(2星)	 都不想说什么了！TVB的片子是一部不如一部！这些特效镜头做得太虚假了！挺讨厌王喜这个角色的性格的，只能说：王喜演得还不错！            
(4星)	 照前两部差距太大了，不过小喜子的表现一样抢眼...            
(3星)	 好在大结局让我小激动了一下。不然这部片子绝对是宇宙超级大烂片。            
(3星)	 剧情没有张力.个别演员缺乏演技.胡杏儿比较赶客            
(NA)	 有肥杏,看下去觉对是我脾气好哦``            
(2星)	 追了15集，没前两部好看，女主角都不是我喜欢的，郑的演技千篇一律，唯独王喜还可以看看，可是在里面他只能算男二号。哎，剧情么也不怎么样。。。抛弃，等有时间再看后面的            
(5星)	 又追的一部港剧。。。大爱tvb            
(5星)	 烈火还是2，3好看~可惜没有古仔~~            
(3星)	 纯粹为了看bosco...            
(3星)	 哎喲。劇情哈難看。是種折磨。不過鄭嘉穎很帥的呀。啊啊啊啊。黃宗澤的一家人是笑點。so三星            
(4星)	 和前两部有异曲同工之妙            
(2星)	 经典沦为炮灰。            
(4星)	 剧情很有问题，王喜很讨人厌，因为郑嘉颖，所以给四颗星。            
(2星)	 真可惜了王喜。            
(NA)	 实在看不下去            
(NA)	 还不错的剧情            
(4星)	 REX好正！            
(3星)	 Rex是个好人，可惜太过完美；有成很man，可惜太过偏执；惠盈太过犹豫不绝，可惜她根本不应该出现在这部电视剧中。            
(4星)	 结局很让我感动的片.            
(3星)	 反正我觉得kc挺帅。。。牛郎太让我无语鸟～            
(NA)	 日日都追既连续剧！不过王喜真系老啦！！！            
(3星)	 不怎么样，。，，            
(3星)	 要不是王喜，谁还觉得这是《烈火系列》？            
(5星)	 最后一星給最后几集的王喜，烈火无论演到第几集，只有他.他的精神是精髓。他也是在烈火系列发挥最好，越看越揪心.越动人            
(3星)	 郑嘉颖我真是看你不爽！！！            
(3星)	 后劲不足，一味关注男女主角的爱情了，没有意思            
(3星)	 純為王喜            
(2星)	 看完在评价吧，现在觉得还不错，回忆的部分，日期挺清楚的，没有把我搞晕……越到后面越看不下去了，快吐了，此剧就是为了摧残我所爱的杏儿的!!!!!!!!!!!!!!!            
(4星)	 虽然还不错，不过已经不是职业片了感觉            
(5星)	 兄弟情深            
(3星)	 远不如前两部            
(4星)	 十年了，味變了。。。            
(3星)	 这个彪悍            
(2星)	 里面的杏儿，真的很...连我这个曾经的保杏派都叹气了...            
(NA)	 最后王喜这个角色实在是太不讨喜了!!!            
(NA)	 32            
(4星)	 只要排除万难，就会有奇迹出现……            
(2星)	 即使一边绣十字绣一边看还是看不下去。男人太作真的很挫气。            
(3星)	 第三部主要讲的是他们之间的恩恩怨怨!            
(3星)	 弃之            
(3星)	 比想象的来的好看一些。不过最后一集加了很多分～            
(4星)	 三角恋情很纠结啊。牛哥实在是太执着了。不过还是不错看的。前几集可以放弃不看。等于放屁。            
(2星)	 坚持了三集 实在看不下去 放弃             
(4星)	 关于火还是太少，王喜变成悲情英雄            
(3星)	 TVB的剧情编得越来越俗，我怎么说好呢。于是我放棄了。            
(2星)	 就是狗尾续貂的作品！！！            
(3星)	 我连结局都没撑到就放弃了            
(4星)	 Rex是个好男人，有成太执着，阿盈难放下            
(5星)	 终于都看完了。虽然有些情节看得很纠结。不过最终还是大团圆结局哦。话说这部剧让我觉得原来杏儿跟KC也很适合哦。            
(2星)	 失望透顶,,,            
(3星)	 虽然没有第一部好看，情节有点纠缠，救火的场面还是很灵的            
(1星)	 看到10多集就弃了，真的很无趣啊            
(2星)	 结局篇还不错。。啊牛米死到还跟简慕华一起了。。很欣慰。。不过也注定烈3是烈火系列最失败的。。整部戏还是很喜欢钟有成这个人物。。除去他昏迷的10集戏份还是蛮多的。。再次证明如果tvb不是那么多人事因素还是可以写出好剧的。。还是王喜那句“这么有限的创作环境下能写出这样的剧不错了”            
(2星)	 最初我是因为王喜去看的 最后只要有他的戏份我就想skip it  什么烂角色嘛 太讨打了            
(2星)	 看了10集左右看不下去了            
(NA)	 劇情無聊，香腸嘴冇演技仲系度扮靚女，睇一眼都想嘔。陳茵媺都差唔多。            
