http://movie.douban.com/subject/4707205/	爱情公寓2
(4星)	 山寨本来不是什么好事，但是确实是有笑点的。。。。希望以后能多原创点笑点，不要照搬啦。            
(4星)	 还是过年宅在家中看完的，纯粹喜剧片，很欢乐            
(4星)	 把第一季的人们给我召回来吧！            
(4星)	 还是喜欢张伟啊=-=为神马大家不喜欢呢……            
(5星)	 在愉快的笑声中我懂得了很多……            
(4星)	 零碎看了一会，想看完整版啊            
(4星)	 美嘉 你快回来  俺想你鸟             
(5星)	 一菲姐姐我爱你!XD            
(5星)	 大爱曾小贤！！！！            
(4星)	 中了毒，一天不看一点点，不开心            
(5星)	 虽然山寨的不行，但还是喜欢看呢。。。。。。好爱贱人曾！            
(4星)	 不管别人说好不好，我对喜剧的唯一要求就是能让我笑得开心。            
(4星)	 曾小贤            
(5星)	 小贤&amp;一菲 哇咔咔            
(1星)	 不剽窃，你会死？？？            
(4星)	 虽不如第一部，但单独看来 确实也不错            
(4星)	 美嘉没了T.T关谷长头发好可爱&gt;&lt;不过每次看这个我都已经习惯会回忆一下how i met your mother和friends的剧情了，o(╯□╰)o            
(5星)	 3什么时候出呀？            
(5星)	 虽然有很多六人行的桥段，但是真的让我狠狠笑了            
(4星)	 这回不仅有美剧的元素 还融入了更多的电影情节             
(5星)	 多的一星给我亲爱的曾小嫌~Hoho            
(4星)	 如果人是齐的 该多好            
(5星)	 B or D 结局有点坑爹 = =            
(4星)	 第二季抄了抄老爸老妈罗曼史   参考的不错            
(3星)	 有点腻人，娄一菲（笑脸）～～            
(5星)	 无论情节 有那么几个镜头让我想起很多熟悉的场景和片段            
(5星)	 笑点比第一季舒服了   不会像第一季那么突兀了    就是结尾恶心了            
(5星)	 胡一菲身材太好了吧。。。            
(4星)	 果然是个大杂烩。。不过电视剧嘛，轻松搞笑就行了            
(2星)	 编剧明明很有自己的功力，为什么非要成段成段抄袭《How I Met Your Mother》呢？不是糟蹋自己的才华么            
(3星)	 关古君，可以带着你的哥斯拉回日本了，曾小贤你这个贱人，第三季里必须出现啊混蛋！            
(4星)	 继续茶余饭后            
(5星)	 冲着王传君看的= =最后喜欢上了曾小贤个贱人            
(3星)	 最后两集热血青年有亮点            
(NA)	 很多集很无聊 少数三四集很爆笑            
(5星)	 结局不太好，整部剧还是很多笑点的            
(3星)	 逊色于1            
(4星)	 搞笑死了。            
(5星)	 笑点很适合我~            
(4星)	 选B还是D？            
(NA)	 梗完全是Friends的= = 不过贱人曾我喜欢~            
(1星)	 那些理直气壮地说“抄怎么了，好看就行”神逻辑的人似乎不懂抄袭是个人品问题还有法律问题            
(NA)	 就像现在许多电影电视剧，好几个坐在一起随便想想，就串成一个剧本            
(4星)	 我希望小贤和一菲在一起。            
(4星)	 因为是抄的，还好是抄的，可惜是抄的。            
(4星)	 只能说秦羽墨实在是弱爆了，没有存在感，其他不错            
(5星)	 胡一飞 和曾小仙            
(3星)	 看第二部还不及回顾第一部来的欢乐！            
(4星)	 好男人就是我，我就是～             
(5星)	 哈，把我家傻妞给笑的啊，八级的海风俩人躲屋看爱情公寓            
(4星)	 依旧很有爱。。。            
(4星)	 虽然笑料陈旧...不过莫名滴看得欢乐～            
(4星)	 4颗是给我对曾小贤的热爱，但是爱2让我失望了，没有婉俞的调皮和美嘉的机灵，没有展播的憨厚，只有一些贫嘴努力表演的人们。我最想看见是一非和小贤的爱情，估计会有第三季吧。最后小贤很感人，好男人就是我，我就是曾小贤。            
(5星)	 经典            
(5星)	 还是很好笑..            
(4星)	 没有第一季搞笑，所以我只给4星            
(4星)	 最後一集有亮點。爲了曾哥選D吧。第三季宛魚快回來吧！！！            
(5星)	 闲着的时候乐一乐也不错            
(5星)	 关谷！扑！            
(4星)	 感觉不如上一季            
(4星)	 李金铭是导演用最短时间定下的演员，从试镜到角色确定只用了一分钟，陈美嘉完全是李金铭的本色出演。 可惜没了！            
(4星)	 那笑声 ~~~~~~~~~~~~~~~~~~~~~~~~·            
(NA)	 如此雷劈的日文 以及&lt;相棒&gt;的配乐.........................%(&amp;)(%*&amp;$%*(&amp;)可是我还是笑死了            
(4星)	 太模仿FRIENDS了吧            
(5星)	 好笑.!            
(5星)	 我选D。            
(4星)	 笑得肚子都疼了            
(4星)	 开心就好哇！            
(4星)	 邓家佳很可爱嘛            
(NA)	
(5星)	 想不到换了三个角色还能有别番风味 新角色都带来了新的感觉 开头和结局都不错 中途的剧情有一点点草率             
(5星)	 比第一季感动人的地方多啊……            
(3星)	 凑合吧凑合吧相当凑合 没有网络没有美剧的时候也许我会来消磨时间            
(3星)	 太多模仿了吧……不过……还是有原创精神的            
(4星)	 换大爆炸了。。不过还是那话，有笑点，该鼓励嘎嘎            
(NA)	 说“抄袭怎么了”的人，你们怎么想的？好笑是好笑，但是不觉得别扭么？另外，表演和场景设计什么的有些好不合实际的            
(4星)	 这一季不如第一季搞笑了.往往在模式化了以后,很难再去做突破的发展.            
(5星)	 相信我，和这部片子比，《唐山大地震》的编剧就是一个弱智。            
(4星)	 比第一部要有进步。剧情对人物感情的发展有了很好的推动。不再是简单的段子堆砌和一昧的模仿。            
(4星)	 我看1时没看下去 一圈一圈的网络段子抄的 2其实也不少 但是有几集还是挺有意思的 这么强大的CG 难怪在植入广告上找平衡 有些模仿美剧 不过总体还可以不讨厌            
(5星)	 好男人就是曾小贤！！！            
(4星)	 不管说他山寨老友记还是怎样,总之笑点很原创            
(4星)	 至少我还会期待第三季～胡一菲和曾小贤是如此讨我喜爱！            
(5星)	 不得不说这是一部跨时代的新搞笑片，最有影响力的最有代表力的新生代片子            
(4星)	 年轻无极限，嗯嗯，积极点，多折腾...            
(5星)	 话说如果有第三季的话，如果小贤跟一菲没有走到一起，编剧会被一口盐汽水喷死吧……            
(4星)	 时隔一年终于来了第二部，始终没有第一部搞笑。换了人，看着看着也就习惯了。只是最后为啥还要留个悬念呢，好不习惯。11.2.24晚。            
(5星)	 不错嘛，哈哈的            
(5星)	 到处抄桥段又怎么了，我觉得抄得很有水平！很好笑！群众的眼睛是雪亮的，评分是公平的，让喜欢装逼的人去装去吧～            
(4星)	 就算是山寨，也是充满诚意的山寨。我果然是配角命，张伟太招待见啦~            
(4星)	 没第一季好看了            
(5星)	 好男人就是我~我就是zxx~~哈哈哈哈哈~~曾老师我爱你！            
(5星)	 我爱曾小贤            
(5星)	 D It&#39;s written.            
(3星)	 抄都抄的这么山寨。            
(4星)	 欢迎收听你的月亮我的心， 哦不对 我的月亮你的心。。。。好男人就是我 我就是 曾小贤~~~~            
(4星)	 这部明显比第1部好看很多。。。            
(NA)	 过年时候看的 边烧烤边看 嘻嘻             
(4星)	 看好新一代编剧            
(5星)	 贱人曾啊贱人曾……            
(5星)	 ·你的月亮我的心··好女人就是我·我就是你老婆·····            
(2星)	 如果曾小贤和胡一菲在一起，我就多加一星            
(5星)	 这就结束了？？？我靠！！！续集！！！            
(5星)	 终于在开学前看完了            
(4星)	 好男人            
(4星)	 好吧。虽然抄袭痕迹过于明显。但我承认我以陪别人看得名义无耻地看了2遍。。            
(5星)	 每个胡一菲心中都有一个曾小贤。            
(NA)	 矮油伦家真的很喜欢一菲嘛……&gt;&lt;            
(4星)	 小贤贱的可爱，小伟贱的很烦            
(4星)	 喜欢贱人曾呀~最后一集感动来~            
(4星)	 笑shi了...虽然笑点都很老...            
(4星)	 为了爱的那个人，就只能作普通人吗？            
(4星)	 好男人就是我，我就是曾~小~贤~   多不愿意结束于是我留了最后二十分钟没看   哈哈哈  虽然好多是网络上照搬的  但是生活就是需要轻松呀            
(4星)	 电视剧不都是抄来抄去的吗，人家美剧还总是抄着英剧呢，只要适应国民情感需求就行了。反正这片子挺逗乐的，剪辑也还行，演员多数情况下都演技不错，所以大家看着乐呵乐呵就行啦，总比看《宫》好吧。电视剧嘛，喜剧嘛，青春偶像剧嘛，不就图个轻松嘛，又不是历史教科剧，又不是电影，更不是在读书。            
(4星)	 一菲姐，您就是我学习上的楷模，生活中的榜样，人生道路的一盏明灯啊！            
(3星)	 第二部依然是“致敬”，失望。再怎么照搬，也搬不来那种真实和自然。总觉得像在看话剧。            
(5星)	 我想我看到了很多。            
(5星)	 总体来说，为用心之作。            
(NA)	 喜欢关谷和他的两套衣服……            
(4星)	 哈哈！笑死我了！而且還是國產的！歡樂開懷歡樂開懷~~            
(5星)	 期待第三季 希望第一季的演员回归            
(5星)	 真他妈好看            
(5星)	 太搞笑了。看着真开心            
(5星)	 不看不欢乐！！！！！            
(4星)	 编剧，我要剁死你。我从第一季等到第二季，你居然不告诉我曾小贤到底有没有跟胡一菲在一起，我剁剁剁剁剁碎了你！！！            
(3星)	 最后百万富翁的时候，随机打个电话问个能上网的人，百度一下不就行了            
(5星)	 看完居然内牛满面……选D的处女座！            
(3星)	 先看2后看1，演员着实没有1好。            
(4星)	 笑            
(4星)	 还续啊……别了吧。我觉得，其实，这剧还是现实的，因为它描述了很多在大城市独自打拼的难以具体描述的类似孤独、无奈的情绪，尤其是第一季，虽然很多时候是调侃着道出的，很棒！但是，这一季很多笑点太刻意，可以猜到。还有就是，新三位实在无法媲美老三位。            
(4星)	 美嘉不在            
(4星)	 抄得好。            
(3星)	 没第一季好啊  秦羽墨好碍眼            
(4星)	 第二季仍然不失水准，难得啊，继续期待            
(3星)	 我无聊我空虚我寂寞我冷            
(4星)	 你妹你就抄吧``女主金牛摩羯处女,,,,导演真你妹的把土象都给集齐了,,            
(5星)	 第三季讓展博還有美嘉回來吧！            
(5星)	 乐了            
(4星)	 曾小贤最好笑了 哈哈            
(4星)	 可以看。            
(3星)	 变成20min一集效果会好很多            
(4星)	 邓家佳是块演肥皂剧的料啊！            
(4星)	 好笑            
(4星)	 最后两集虽说用了Slumdog Millionaire ，可还是太棒啦            
(NA)	 很轻松 很好笑 服装也很亮丽            
(5星)	 还是那么给力地爆笑！            
(3星)	 段子啊段子。。            
(5星)	 让大脑放松休息的搞笑剧            
(4星)	 虽然桥段，东拼西凑，不妨碍它，很好看啊            
(NA)	 不算太生硬            
(4星)	 是不错            
(5星)	 结局老错器的            
(4星)	 由于我的笑点比较低，我看得很愉悦很欢乐            
(3星)	 第二季还真的是各种抄袭啊，什么老友记，TBBT，HIMYM，以及各种网络段子，最后还抄了贫民富翁。早就看完了，忘记改了。            
(4星)	 用心了            
(4星)	 我要美嘉回来啊~~            
(5星)	 笑死我了            
(5星)	 没有婉渝的爱情公寓不是真正的爱情公寓  好吧 我只是来看一菲的            
(3星)	 太多抄袭网络段子了            
(4星)	 我还是比较喜欢打牌那集阿。。            
(NA)	 节奏很快很可爱的剧。适合吃饱啦就看看的。            
(5星)	 管他抄袭呢 好看就好了呗！            
(4星)	 不管抄不抄，至少它还让我有看第三季的欲望！            
(5星)	 好男人就是我，我就是曾小贤。            
(5星)	 笑抽了            
(5星)	 寒假档            
(3星)	 感觉没有第一部好。            
(NA)	 结尾好烂            
(5星)	 笑了的请举手            
(4星)	 比第一部好看一点，更能扯一点，广告更多一点。            
(NA)	 雷+山寨+搞笑            
(4星)	 有抄袭 官方点说是借鉴 但是蛮好笑的 值得4星            
(4星)	 还是喜欢美嘉和宛瑜&gt;.&lt;            
(5星)	 我就是xxx xxx就是我 哈哈            
(4星)	 嬉笑中时有感动，不宜连看。            
(5星)	 吕小布的四川话。。。            
(5星)	 中国老友记。            
(4星)	 虽然是抄袭的，但是我还是笑屎了。。。            
(4星)	 还算不错的             
(4星)	 其实我还是更喜欢第一季。            
(5星)	 太搞笑了~哈哈哈哈            
(4星)	 飙泪最后几集抄TBBT的太明显了            
(4星)	 等悬念第三季            
(5星)	 我更喜欢这一部            
(5星)	 哈哈！我选D！            
(4星)	 融入更多流行元素，国产青春剧中的上乘之作            
(5星)	 疯了疯了，在巴黎也疯了，还让不让人学法语啊            
(3星)	 完全没有找到笑点。╮(╯_╰)╭。            
(3星)	 还是第一季好看，而且这什么破结局！            
(5星)	 1.30-2.12 @tudou             
(3星)	 哼！            
(4星)	 其实我觉得比第一部好看            
(1星)	 不是现场有笑声就能自称是SIT COM了。。。            
(3星)	 曾小贤，你有一回自信吗? 第二季都没和一菲在一起。。            
(1星)	 抄袭太多            
(3星)	 “山寨”一词的英文怎么翻译？答案：Made In China            
(4星)	 为了宛渝和美嘉......            
(5星)	 编剧太强大了。。            
(5星)	 比第一季好看。p.s. 为啥曾老师和一菲只有最后两集有感情戏？太突然了吧也？            
(4星)	 虽然很山寨big bang。不过也还不错            
(5星)	 没有让人失望。喜欢关谷神奇和唐悠悠，吕子乔也变得更让人喜欢了，张伟有点挫。。。。            
(5星)	 看这个剧狂长皱纹啊。。。。。。。。            
(3星)	 没有第一部好看了=。=            
(2星)	 曾小贤其实的确是个好男人啊            
(4星)	 恶搞/翻拍了N多电影，再结合一些网络流行语和敏感话题，对白也很幽默，整部片子还是很轻松搞笑的，值得一看。接下来可以看第一季了。            
(3星)	 三星半，抄袭的东西多了，但是也有很多小亮点            
(5星)	 一直都很好，不过最后两集太恶心了~~~~~导演像突然发神经一样，煽情的痕迹太严重了！一直就那么嘻嘻哈哈的下去不是挺好么？            
(4星)	 呵呵，MADE IN CHINA，足够满意了            
(5星)	 尽管第二季中依然能看出借鉴美剧的影子，但是在国产剧如此不给力的状况下，爱情公寓第二季无疑算是一股清风。虽然没有大投入，大制作，但是却有小清新，小可爱，绝对值得一看！PS我爱胡一菲！            
(5星)	 虽然不时看到点BIGBANG的影子不过还是可以的，这样不容易了！不过最后太扯了，我觉得不会有21集的！            
(5星)	 你玩游戏吗？你玩星际还是魔兽？连连看！！！             
(4星)	 第12集里关谷为悠悠安排十周年纪念的时候姐看哭了。。。。。我擦            
(4星)	 想念美嘉，展博和宛瑜。            
(3星)	 笑点没有第一季那么密集            
(5星)	 最讨厌这种结局了 抄袭这个问题嘛 说得好听点叫“致敬”            
(5星)	 依旧爆笑，依旧给力！            
(3星)	 我一口盐汽水喷死你。             
(5星)	 这已经不能用国产电视剧来解释的片子,虽说是抄袭,但能抄的自然不做作,也是本事,值得某些大片导演借鉴,我看了不下5遍            
(5星)	 我就一俗人,我觉得挺搞笑的~爱一菲~爱曾老师~期待第三季            
(1星)	 这种剧 能看下去 我真是太佩服我自己了 想起来就悲伤啊悲剧啊悲催啊            
(4星)	 怎么说，抄袭是很不对的，但是它抄袭的部分并不是我觉得全剧最好看的地方，我更喜欢的是剧中调侃中国社会现象的片段，比如销售伪劣烟火、白领工作性价比低、买房难、演艺圈潜规则等等。所以，最喜欢春晚那集，特别是曾小贤通过电台给看不到电视的农民工讲春晚的直播情况，真的很用心!            
(2星)	 完全不给力            
(5星)	 好有爱啊。哈哈哈。            
(4星)	 挺不错，虽然不少模仿之处，但有着自己的独特风格。只是有点虎头蛇尾的感觉。            
(5星)	 羽墨，你换个包背呗。。。最帅的李佳航是俺老乡啊啊啊啊啊啊。。。            
(4星)	 第三季唐悠悠 秦羽墨能不能消失?美嘉快回来吧.想看你和子乔一起说&#34;我一口盐汽水喷死你&#34;..曾老师和胡一菲.你们也别老暧昧了.多点粉红吧!            
(4星)	 歡樂的群聚。。。。            
(4星)	 很曹~            
(3星)	 情节台词各种抄但本土语言果然就是比较搞笑！            
(NA)	 竟然看完了。。            
(5星)	 喜欢胡一菲,喜欢lisa~~~喜欢小贤~~~最爱张伟~~~            
(3星)	 前面几集还OK  到后面的就有点虎头蛇尾的感觉了            
(5星)	 没第一部好看~            
(4星)	 一个字，精彩。两个字，相当精彩。            
(NA)	 陪伴我度过低迷期。            
(4星)	 第二季新人里表演最出彩的数唐悠悠了，搞不懂为毛那么多人不待见她，难道是因为雷人的出场造型?还是她抢了关古??            
(4星)	 如果我是曾老师的话，我果断选B，我可以先500万到手不主持了。可如果没500万，或者说连100万都没有，那就真成张伟的找个老婆，然后说服她一起和我还房贷。毕竟日子可以轻松点儿的。            
(3星)	 最近在电视上看滴            
(3星)	 看得不算完整。。。比较郁闷为什么换人了。。。新来的几个完全很无聊的说。。。还好曾小贤还在            
(3星)	 唐悠悠和张伟的存在降低了整个电视剧的制作水准和智商水平。不如第一季了，虽然曾小贤还是那个曾小贤、胡一菲还是那个胡一菲~            
(NA)	 虽然有抄袭的影子 但是就为了第二集的阿凡达  还是不错的            
(5星)	 看在结尾的份上.            
(5星)	 笑点太多~~！！            
(5星)	 放假在家,男人打游戏,我就看这个.愉快的假期!            
(3星)	 只看了五集半，虽然还挺搞的，但是20集实在是太长了，我不是电视剧迷            
(5星)	 1. 后十集好看。2. 美好的总是大家的也是只在心里的。3. 我感到很真实 4. 选D            
(3星)	 .....恩.....网络笑话大集合.....            
(5星)	 我说小贤和林丹怎么这么像呢 都是福建人……话说福州真是宝地啊            
(4星)	 信曾哥            
(4星)	 还不错，虽然是模仿的老友记。            
(3星)	 曾小闲。。。。。太好玩了            
(5星)	 过年就指着它逗乐了，哈哈，看得好欢乐！不少桥段都乔的很妙哦            
(4星)	 曾小贤 果然有味道，啦啦啦，            
(5星)	 好棒！超喜欢~~~超搞笑 爱死了 结局有点郁闷 怎么还带留下悬念的  期待第三季~~~我以为能像1一样大团圆呢 闹心眼子~~不过还是好喜欢~~~~            
(5星)	 悠悠 很出彩，尤其第5集            
(3星)	 零散的看完了- - 有几段还挺搞笑的            
(4星)	 最后一集好讨厌：（（（其实还是蛮好笑的，然后继续抄老妈老妈浪漫史，然后最美的和最花的看样子要成一对（还是抄老爸老妈浪漫史啊！！！！）。            
(5星)	 很歡樂~~~            
(5星)	 支持啊~~！！            
(5星)	 好搞笑啊            
(3星)	 看了几集，无需上下剧情连贯，纯逗乐儿的，看过就像干噎了几勺白糖一样            
(4星)	 虽然山寨，但是确实是各种搞笑            
(3星)	 没1有爱....2整容女1芒果男...咋看咋别扭~~~还我美嘉~~~~~~            
(5星)	 啊..烂尾了            
(4星)	 办公室休息的热门剧集。 大爱胡一菲的飙汗 张扬和霸气  有气势的女人最嗲 我说 曾小贤 怎么越看你越有腔调呢 很明显..我喜欢的菜换品种了             
(5星)	 哈哈哈哈哈哈笑死老子了！！！            
(NA)	 笑笑就好。。。            
(4星)	 很多桥段抄袭自美剧。不过不管怎么说，真的很欢乐啊~这不就够了。            
(5星)	 ❤            
(5星)	 有一些集数非常八错啊。。继续坚持            
(4星)	 看到最後才發現，原來我喜歡的還是賤人曾。            
(4星)	 关谷的衣服好可爱，带爪子的带尾巴的露香肩的~            
(4星)	 没看完第一部就看了第二部，感觉被恶俗了，不过挺爽，毕竟看不了那么多美剧。            
(3星)	 我觉得不如第一季了            
(3星)	 半抄半改～～还行吧            
(NA)	 比很差还要差。            
(4星)	 还不错，我怎么有点喜欢子乔...- -             
(5星)	 永不比不了第一部            
(NA)	 张超要是固定出演就好了            
(3星)	 结局选哪个？            
(5星)	 给我一个唐悠悠！好喜欢~~神奇和悠悠你们都要长长久久！            
(1星)	 全TM抄的 留一顆星給一菲=,=!            
(5星)	 一如既往的搞笑            
(2星)	 小贤叫胡一菲那句：~小菲菲~菲菲菲，萌在心中。俺就喜欢这对了=。=其他没特别觉得怎样。            
(4星)	 期待第三季            
(5星)	 没有那个秦羽墨就完美了。。。            
(3星)	 我get 不到笑点。。            
(4星)	 曾老师！！！            
(4星)	 14集和20集加分了            
(4星)	 强烈要求宛瑜和展博回归            
(4星)	 我太无聊了            
(NA)	 编剧在水木潜水了很久的样子            
(4星)	 ~HHP是第14集。大爱曾小贤~~喜欢的爱情永远是打打闹闹的欢喜冤家~结尾有些虐~悬念还在第三部~            
(3星)	 我不喜欢新加进来的3个人，一个倒霉蛋，一个小三脸，一个表演感觉很假。ps下巴是不是做过了            
(4星)	 新房客里，邓家佳最得我心，她和关谷有两段戏，看得我一度眼睛有点湿湿的。曾小贤和胡一菲也是很喜欢的一对，流氓兔一样的小男人和彪悍的大女人很有喜感。            
(4星)	 挺好笑的            
(4星)	 就国内情景剧而言已经很不错了，唯一不足的是还我美嘉~！5555            
(4星)	 我没觉得这剧有网络上骂得那么烂，虽然是各种扯淡各种恶搞，至少在这两天给了我很多很多欢笑和感动。不是没一部剧都需要搞的像莎士比亚一样深刻。            
(4星)	 因为借鉴的桥段恰好都看过~~  偏见就在所难免·~  不过穿越那集证明了原创不是没有可能~   有了关注度编剧你就自信点吧~    PS  模仿BARNEY那位 辛苦了~~~            
(NA)	 虽然抄袭比较多，但是是这年头电视里唯一能看下去的电视剧了。。。。            
(3星)	 相对于第一季，这一季最多三星，不过莫怪他们，他们已经很努力了。            
(5星)	 成长的一个好处就是，年轻时候想得到的东西，年老了，就不想要了。            
(3星)	 虽然很多非原创的段子，不过挺好笑的吗……            
(4星)	 不知道比第一季如何...            
(4星)	 时隔一年居然在这部剧里看到话剧男，世界太小。            
(4星)	 挺搞笑的。            
(5星)	 超越了1，女猪脚比前部好看，就是为了乐，不求啥内涵            
(3星)	 很老套的搞笑。。            
(4星)	 好男人就是我  我就是~            
(5星)	 太欢乐了            
(4星)	 比起第一季差很多，也不知道是不是因为我的心境也变了。感情分加一颗星。            
(3星)	 看到10集往后我的兴趣直线往下掉……看来还是日剧10集左右的长度适合我。            
(5星)	 搞笑之余的感动·······            
(1星)	 不管是哪一季，其实都没看完。觉得很无趣。此外演员念台词像在吵架。闹心。            
(5星)	 结局真让人感动～            
(3星)	 不如第一部，春节看的            
(5星)	 我说话越来越像胡一菲了 你神马时候跟曾小贤在一起啊扭动            
(4星)	 贱人曾。。你给我选b！！！！！！！！！！！！            
(4星)	 我可耻地笑了，而且笑得很happy— —|| 编剧太牛了，HIMYM、TBBT、Friends神马的就不提了，竟然还看过难兄难弟。。。从来都没想到过能在这类片里听到斯坦尼斯拉夫斯基。。。哦，特技效果很棒倒是真的。            
(4星)	 笑shi            
(3星)	 为了爱情公寓的友情。。。            
(2星)	 少抄一点TBBT吧            
(3星)	 哈哈，打发时间用很合适。喜欢关谷的口音，喜欢曾老师贱贱的笑，为啥悠悠长得像李小璐？为啥李小璐又有点像周迅。。。            
(5星)	 痛并快乐着..            
(4星)	 还蛮好笑的            
(NA)	 好男人就是曾小贤~            
(4星)	 曾小贤不要太可爱&gt;&lt;!            
(5星)	 哈哈哈哈哈            
(4星)	 第二季最大的硬伤就是没有保住原班人马。这样类型的剧集如果想续下去一定要原班人马！新来的三个人没有让我倾心的，失败。虽然&#34;借鉴&#34;很多美剧段落，也模仿了一些热门电影。但做到的搞笑效果还不错。还是期待下一季。            
(5星)	 没有让人失望！！！            
(4星)	 好男人就是我，我就是曾小贤～            
(3星)	 算是模仿的最棒的了....            
(5星)	 小贤和一菲。一定要在一起啊。            
(4星)	 虽然人物换了一些   不过还是不错              
(5星)	 其实挺好的            
(5星)	 超好看            
(1星)	 2 2 old            
(3星)	 小关关长发比较帅~             
(5星)	 的确是内地难得比较不错的片子。好喜欢一菲和小贤。期待第三季！            
(5星)	 2011.02.05            
(4星)	 结局很好            
(5星)	 还是更喜欢1大概因为是和亲爱的室友们在一起看的缘故吧            
(4星)	 关谷没第一部好看了呀            
(4星)	 虽然是抄..但是抄得还是有质量的啊！            
(4星)	 抄得精彩！            
(5星)	 五星只为最后一集            
(5星)	 灰常好看了，编剧很有才，我妈都问我说这是港台剧？            
(5星)	 笑残了·            
(4星)	 没第一部好看！！！不过还是期待第三季！！！我选D啊！！！            
(1星)	 恶心，脑残。            
(5星)	 笑死个人~            
(4星)	 一样很好看~~            
(5星)	 支持国产。。            
(4星)	 恩，反正我喜欢看吕子乔和一菲的戏份            
(2星)	 该导演究竟是看了多少美剧！！！！虽然我笑点低！！！可是我讨厌剧情复制！！            
(4星)	 我砸那么喜欢一菲童鞋类            
(4星)	 笑死人不偿命。。可我最后怎么哭了呢。md。            
(5星)	 真喜欢关谷~            
(4星)	 两个人看比一个人看好玩啊            
(4星)	 某部分人值五星某部分人给三星是苦劳的份上，中和下四星刚好。            
(5星)	 有抄袭，但是有出息有品味的抄袭。比武林外传好笑多了。            
(NA)	 老友记和老爸老妈的浪漫史。            
(4星)	 有山寨有创新，虽然画面糙点表演夸张点，同类里算是很不错了。。            
(3星)	 怕的就是比較哪怕和自己的前部 實在不歡喜悠悠居然還和關谷在了一起 美嘉宛瑜你們快回來吧~ 一菲和小賢還是很重頭的兩位 張偉也慢慢開始有看點            
(4星)	 在国产喜剧中算是上等水平了，但依然掩盖不了剧情的俗套与笑料的匮乏，尤其是对看过诸多美剧的人来说。考虑到文化认同感的加成，四星不足，三星有余            
(4星)	 我笑了的            
(5星)	 好可爱！！            
(5星)	 除了新来的两个女的有点错气之外还是一样的令人欢乐~            
(5星)	 110203这部剧告诉我们，续集可以很好看，抄段子可以抄得很好玩。每次片尾总是要留给小贤和一菲了。不过这次的结尾还是很好玩的            
(4星)	 虽然跟美剧还差很远，但是算是国内难得的情景喜剧。需要鼓励啊。            
(5星)	 曾小贤神马的最萌了~~            
(4星)	 感觉第二部没有第一部那么搞笑了，着重又落在故事发展上了。结局没懂啊。            
(NA)	 就这么每天深夜就看完了。。            
(5星)	 曾老师好感人。。。            
(4星)	 比第一季好看 美女超多的            
(5星)	 好看得不得了。            
(5星)	 想了一会还是五星！            
(4星)	 看这部剧的时候，全家人都感到我的笑声很让他们惶恐~            
(4星)	 曾小贤，我怎么这么爱你呢，嘻嘻。            
(2星)	 虽然很多人强烈推荐我去看，但是我看了几十分钟，我真的不觉得很好笑。大概我只爱看TVB吧            
(4星)	 看到最后的时候居然想哭，讨厌啊混蛋！            
(4星)	 曾小贤...你就贱贱的就挺好~            
(4星)	 曾小贤和胡一菲            
(4星)	 少了陆展博，笑点低了很多。            
(5星)	 张伟有的角度太像小闲了！ 关谷太像石木木了  太可爱了！！！            
(4星)	 一菲蛮漂亮的...            
(4星)	 还是很轻松的说            
(3星)	 爱岗敬业的我爱岗敬业的看剧            
(4星)	 抄袭CBS的各种桥段又如何？难道就你们看过tbbt？就你们看过老爸老妈的浪漫史？我觉得刨去剧情，这部剧做的也相当不错。            
(4星)	 还不错，有几集挺搞笑的~            
(3星)	 7.5。山寨friends相当成功，演技虽不如，但编剧很不错，只是网络流行元素这么多，十年后还看得懂吗？            
(5星)	 D            
(5星)	 就是图一乐。            
(5星)	 最后两集！最后的结尾！            
(4星)	 编剧算用心的了~够了            
(4星)	 换角一开始很不适应，看着看着也就好些了，但还是希望原来几个能聚齐            
(3星)	 看过美剧《生活大爆炸》之后，就会发现，很多地方都是一样的。有点失望            
(5星)	 细节足见用心，继续支持。            
(4星)	 国产室内情境喜剧能拍成这样很不错了 要鼓励一下              
(NA)	 好多美剧的影子。。。            
(4星)	 不及第一部。            
(1星)	 陪着小仙看了好久，我一直没有笑出来，感觉就是把网络，漫画等东西拼凑起来然后由蹩脚的不入流演员演出来的肥皂剧。            
(5星)	 虽然各种傻逼打低分，但是还是架不住高分的王道啊啊啊啊啊！            
(4星)	 一旦接受了国产喜剧这个设定之后，其实还是很不错的啊我觉得比最强喜事好笑= = 关谷的长相和腔调也太像管妞了||||||||||||||||看到最后一集的时候奇迹般的萌了曾小贤和胡一菲，这是神马和神马啊||||||||||||||            
(5星)	 还是很喜欢~可惜了结尾。爱曾小贤。            
(5星)	 最后一集胡一菲的潜意识对话很出彩            
(3星)	 比第一部差远了！！！            
(5星)	 纵使再多模仿，你们依然是无敌的，爱你们。。。。给了我太多欢声笑语            
(5星)	 老友记，生活大爆炸，贫民窟，PB……就算明知道你在抄袭，还是喜欢            
(5星)	 虽然少了美嘉，展博，宛瑜让我很桑心，但是结局真的……让人很想知道啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊。不过我觉得应该会是D。还有啊，真的很傻比啊-0-他们为什么不百度了直接告诉曾小贤呢-。-            
(3星)	 就是觉得植入的广告太多了 天天无时无刻不喝百威啊!            
(4星)	 超好笑···            
(4星)	 好多桥段都看过。            
(5星)	 没第一部好笑。。。不过也还不错啦            
