http://movie.douban.com/subject/4904661/	绯闻女孩  Gossip Girl  Season 4
(5星)	 不喜欢小J            
(3星)	 乱，弃            
(5星)	 c b 和好前的毒舌 感动了我            
(4星)	 后面很精彩            
(2星)	 因为弃了 实在记不住各种情节。。。            
(2星)	 谁跟谁都可以~serena超忙的~            
(4星)	 剧情算的上跌宕起伏 不过回想下够狗血~            
(4星)	 第一眼就讨厌那个王子，事实证明我看人还是蛮准的哈哈哈。或者说，其实GG里所有的好人最后都会变成坏人，一开始蔫坏蔫坏的最后大都讨喜。            
(2星)	 纯粹无聊            
(3星)	 我承认第二季有点乱            
(4星)	 资本主义制度的一方面是竞争，另一面是消费和享乐。            
(3星)	 不知不觉就把第四季看完了~ 越来越喜欢B&amp;C            
(4星)	 后面更狗血了，人物关系说变就变，往往两句话不到就结下梁子了，比第一季还幼稚，人物越活越倒退了，智商严重比不上前面，尽是误会，吵架，看多了，烦！            
(3星)	 终于下定决心不追这玩意儿了            
(NA)	 喧闹总是寂寞时打发时间最好的甜品。            
(4星)	 BC还是那么曲折啊。            
(3星)	 越来越狗血 尤其把我的S越描越黑了 可恶的BJ 去屎吧！            
(3星)	 第四季走向了末端。。。            
(5星)	 纠结，喜欢            
(NA)	 其实挺无聊……不过对英语口语确实有帮助的……            
(4星)	 不要在虐我的BC了。。。。            
(4星)	 2011暑假。            
(2星)	 越看越没心情            
(NA)	 被虐到了……bc啊啊啊啊啊……            
(3星)	 开始不耐烦……            
(2星)	 这时候的主角们完全脑残。            
(5星)	 万岁            
(5星)	 很喜欢这季！            
(4星)	 追GG的唯一原因，就是为了B&amp;C            
(5星)	 实在是我的最爱            
(2星)	 几近看不下去。多了太多不相干的人。有矫揉造作之嫌。BC only!            
(4星)	 这季还成……比3季好感觉            
(NA)	 chuck bass！！            
(3星)	 看完这一季 直接弃剧            
(3星)	 没有第三部好，感觉和第二部水平相当，只不过主角们都老了。而且和宅小路一致认为，dan是傻缺。            
(5星)	 我懂得了一条定理：绯闻就是男女排列组合[哈哈]            
(4星)	 =-=让B和王子在一起吧……            
(3星)	 xoxo ，gossip girl            
(4星)	 终于花了一个礼拜都看完了~我要好好写论文~            
(3星)	 睡来睡去都是这几只。。。            
(NA)	 看了最后一集大概了解了下这一季在讲什么。。            
(2星)	 编剧江郎才尽了            
(4星)	 其实关系真挺复杂的。。之前就看完了。。。存一下            
(4星)	 那场BC在埃菲尔的，~~o(&gt;_&lt;)o ~~            
(2星)	 没看完。直接第五季了            
(3星)	 一部讲述爱情，友情，婚姻的偶像剧，当然主要还是讲杂交的            
(3星)	 GOSSIP GIRL真的是最狗血的电视剧~没有之一~            
(5星)	 很精彩，并且不会累==            
(5星)	 XOXO一如既往的支持            
(NA)	 没想到我能看完。            
(4星)	 chuck chuck 妈呀 这样的男人太完美了 哦 我的爱 哎哟 d啊v啊j啊s啊 赶快滚咯嘛            
(4星)	 一颗给bc            
(4星)	 時隔一年重拾緋聞少女，好開心~            
(2星)	 看不下去鸟            
(NA)	
(5星)	 chuck bass 啊！            
(4星)	 痛苦的高三。。。            
(NA)	 没前面好看了            
(NA)	 爱B            
(2星)	 编剧是在拿脚趾头思考么OTZ...            
(3星)	 S04就很一般了。。。有的太硬扯了。            
(5星)	 又看完一部了~本以为会是个大团圆，没想到最后20分钟有情人再次未成眷属。虽是青春偶像剧，却有跌宕起伏情。            
(4星)	 感觉最后的部分没有第三季激动人心            
(3星)	 天知道这么难看的剧情我是怎么看到第四季的。。。实在看不下去了，就算为了看美女，我也看不下去了。。            
(3星)	 BC啊。。。            
(3星)	 很混乱。。            
(5星)	 i love B and S            
(4星)	 错综复杂的亲情友情爱情  美丽的serena 查克和布莱尔的感情            
(4星)	 Blair和Chuck是永恒的看点、            
(5星)	 只为C            
(5星)	 一入深坑坑似海啊~~            
(3星)	 纯粹消磨时间，但大爱Chuck Bass，he&#39;s the only one reason for me~~~~            
(4星)	 心血来潮重新拾起这乱七八糟的关系。。B&amp;C真是纠结啊。            
(NA)	 我们一直抓着彼此的痛处，因为这是我们仅存的要成为女人并不意味着你要舍去女孩子的特质            
(5星)	 good            
(3星)	 3.5            
(4星)	 各种喜欢B，各种讨厌S            
(2星)	 弃剧            
(2星)	 OK，我受够换妻俱乐部了。Go to hell.            
(2星)	 看出来了，恰克是个处女杀手，两个白花花的花姑娘就被他解决了            
(5星)	 谁能忘记在巴黎BC的重逢。是的，I&#39;m Chuck Bass.他回来了。为了她的那句,It wouldn&#39;t be my world without you in it.            
(2星)	 开始不好看了，剧情简直就是胡说八道，叹气            
(4星)	 呵呵 那些眼花缭乱的衣服有mu有            
(5星)	  J 不在，我更喜欢~~~            
(3星)	 快点让B和C在一起吧在一起吧在一起吧            
(5星)	 I&#39;m Charles Bass.            
(4星)	 各种狗血剧情，到这一季就不怎么看了……不过他们的友谊真是让人羡慕。            
(4星)	 有关朱丽叶的剧情太长，不如前两部            
(NA)	 我觉得B和D在一起挺好的。。。            
(NA)	 又开始看了GG了 然后把这季看完了 只能说明我最近确实可能微微似乎是有点无聊了哈哈哈             
(NA)	 BC            
(4星)	 Hate D, J &amp; V as always.爱死B和C的互动了！            
(4星)	 i&#39;m in here。。。            
(3星)	 继续BC党            
(5星)	 友情。團結。一切勇敢之。            
(4星)	 各种乱            
(3星)	 当初是为了看dan和blair才继续下去的...结果最后有点失望。虽然还是一样的套路，不过总的来说还算吸引。            
(3星)	 没有永远的朋友 也没有永远的敌人...            
(3星)	 混乱一直在上演···            
(4星)	 同下。            
(2星)	 提不起兴趣了，撇            
(5星)	 大爱Chuck~            
(NA)	 又看回来了 最后一集 “离开你，花光我所有力气”老土，却管用，不知道又感动了多少BC迷            
(4星)	 这一季的S只能用“愚蠢”两个字来形容。///自食其果，是我从每个人身上学到的。            
(5星)	 够昂 你们拍我就追。。。            
(3星)	 D、N、S三角恋，简直不想看见这三张脸了。V也崩坏了。看好J。上东区的生存法则一般人hold不住。BC的虐心恋由“怅然若失”转至“破镜重圆”，再“好心分手”，揪了个心的。看到BC终于在这段感情里成熟了真是欣慰。Ben is so charming。B&amp;D是有多扯啊多扯啊。            
(5星)	 居然把DAN和B扯到了一起 我又一次被编剧折磨了眼球            
(3星)	 越来越无感了。。。再乱交下去，我要。。。。还是继续看吧。。。            
(3星)	 太乱了==            
(3星)	 为了华丽丽的服饰，照追不误。chuck越来越招人喜欢呀。            
(3星)	 快进着一夜看完整季，看完觉得真没劲            
(4星)	 干嘛每部剧都有个完美的Benjamin.            
(4星)	 ╮(╯▽╰)╭            
(5星)	 Each time we see how far we&#39;ve come,we also see how far we still have to go.比前几季好看多了，腹黑与被腹黑，间谍与反间谍，总是在不停的角色轮换。            
(3星)	 有网就是容易快乐地堕落啊。。。连GossipG都开始谈婚论嫁了，我咋越活越幼稚呢。。。            
(3星)	 Blair和Chuck太揪心了            
(2星)	 尼玛！Dan都能和Blair搞上！            
(2星)	 BC散了，评价也可以下调了，我嘞个去，这都什么剧情啊！            
(4星)	 chuck            
(3星)	 貌似最后2集没看，但应该不影响我去看后面的！！！            
(5星)	 突然间不知道该说些什么了 B和C最后跳舞笑的好灿烂 C看着B 好像第一次在那个酒吧里看到B无比妩媚的样子一样 他们告别的时候 要哭了 想起之前在围脖上看到BC还是高中生 穿着校服 对视笑的照片 时间过去得真快 我一直不喜欢V 做错了事 不承认 还推给别人 敢做不敢当 其实Ben 还没有告诉B朱莉做的事呀            
(5星)	 越来越爱Blair和Chuck~            
(NA)	 这一季最后一集 出现很多以前剧集中的人物 猪脚们回到第一季开始的高中 时光就这么赤果果的摆在面前 我早已忘记第一季的梗概了 那些都是大学时光吧 在越狱停播的间歇期 有的没的一集一集追着看 算是魔都版的霍格沃茨鸟            
(NA)	 这一季很成长            
(3星)	 喜欢QueenS~B和C快在一起吧~！            
(2星)	 天哪为嘛我当时还会继续看s4...            
(3星)	 狗血编剧。。。            
(3星)	 还是chuck最痴情啊            
(3星)	 男男女女排列组合的恋爱模式演了五季是不是有点太无趣了            
(3星)	 看完Gossip Girl，我的感觉是“女孩要富养”。            
(3星)	 这一季开始大幅跳看 真是闹心            
(5星)	 Chuck不是Blair最后的王子。爱情里面，哪能一直都热烈痛苦。能持久的只不过是simple&amp;lighter的感情。如此，Louis is the right one.             
(4星)	 很少喜欢连续剧，但是这部美剧虽然不切实际，但看的时候心情总是很放松，很愉快。            
(2星)	 我知道我再也不可能再看这部剧了，我需要一点点来自不同生活方式的接触，但这都快糜烂的不像生活而就是个剧了，上流社会简直。。 OH MY GOD!            
(4星)	 这一季是看的最认真的一季。由作背景音乐看到入神。虽然还是基本只看BSCL四个人，看BS情，看BC恋。B和C的圆舞只要不停，就不至于太闷。这季的商业争端也是恰到好处的丰富了CL的性格。            
(NA)	 我越看越淡定了，什么阴谋鬼计反正最后总会水落石出的            
(4星)	 终于在第五季回归时恶补完了第四季。思考闺蜜的底线是什么。。            
(NA)	 倾心摩纳哥王子            
(4星)	 果然越来越时尚了！超爱S的！            
(4星)	 一不小心 两天两季 最大的亮点 大概就是八竿子打不到一块的D&amp;B之间 那些欲盖弥彰的小火花             
(4星)	 = = 最后坑爹死。            
(5星)	 I am here....人物洒脱自信美型的性格、时尚的穿衣风格吸引我追看这部剧            
(4星)	 B的一袭红裙真是美死了！            
(2星)	 这部我最受不了，那些弱智无语的招数，最后只发现一件事，cb之间的真爱            
(4星)	 其实还不错            
(3星)	 编剧们不知道什么叫做见好就收么=。=我只是为了看BC我容易么，顺便看看各种礼服=w=。王子长得很像严宽有没有……            
(NA)	 LOVE BETWEEN C&amp;B IS SO FANTASTIC            
(3星)	 越开越难看，只有衣服可以看了……            
(3星)	 越来越不好玩儿了            
(NA)	 很纠结 很吸引人 很特别 很混乱 总结 都是性 惹的祸            
(4星)	 POOR C...            
(4星)	 稍微补救了一下第三季的烂尾趋势。            
(3星)	 关系越来越纠结，只证明了一点，这里是没有真爱可言的            
(5星)	 当我再看gg，我忘记了它的浮华，终于看到了里面的感情，里面那些我羡慕却不曾拥有过的感情            
(3星)	 B！！！            
(4星)	 B&amp;C，你们一定要在一起~~            
(NA)	 说好的再也不看脑残剧呢!!!说好的雅思复习呢!!! 不过能在最后一集看见G美人儿还真令人开心啊- -            
(4星)	 时隔一年再看一季，回头想想，陪我那么多年，真好~ Next season continue~            
(5星)	 Gossip girl here your one and only resource into the scandaler lives of the manhattan&#39;s elite.never forget it.XOXO Gossip girl.            
(3星)	 越看越乱 各种乱            
(2星)	 妈的不要再鬼扯了好嘛？！            
(5星)	 J以后就不出现了。            
(3星)	 很久之前看到14集 最近无聊又把剩下的看完了 看GG其实等于了看包包和衣服            
(2星)	 越扯越远。。。            
(5星)	 哦~人人都有一个曼哈顿上东区的美梦，只当是暖暖地午后晒着太阳打了个盹儿，做了一个现代版奢华的戏剧性的梦吧            
(4星)	 搞不懂 S有什么好的            
(2星)	 编剧好混乱。今日突然想起来打星却发现一时想不起任何剧情。。。            
(3星)	 难道是适龄男女都可以在一起试试吗            
(NA)	 这剧 就是 排列组合 的现实应用版            
(2星)	 剧情烂得我要哭了            
(4星)	 没想到我还会追下去。。。比第三季好看的            
(3星)	 c &amp; b，02红衣女巫巴黎火车站镜头唯美/08果段滚钢琴太喜感了/22那段great love嘅对话也很经典……被编剧狗血洒多了吗？我感觉这集成熟了一点，b可以尝试去拍搞笑片            
(4星)	 S是我的天哈哈~            
(4星)	 一直看的            
(4星)	 就是来看queen B的。抛弃GG的原因是，感情混乱速食滥交，重拾GG的原因也是如此。uper east world，换个角度窥探是有趣的。QUEEN B千万别跟法国佬走了，王子公主甜美剧情在GG里发生 无法容忍。            
(4星)	 为什么我觉得是最好的一季            
(5星)	 u are powerful women            
(4星)	 太纠结            
(4星)	 看了一半终于看不下去了。男男女女，非要每个都轮一遍吗，混乱死了。            
(3星)	 S的剧情越来越讨厌。N彻底酱油。BC是王道。可这一季莫名萌上了BD。V和J，可以不出现了么？            
(4星)	 不喜欢这里的chuck了额。。。太急于表现自己了。。。            
(4星)	 依旧不紧不慢的追。。。            
(2星)	 各种混乱的排列组合，完全不能接受 BD!!!!!!            
(5星)	 大家都在成长，谁也回不到过去了            
(NA)	 2011.10.15于家中            
(5星)	 再次为c落泪啊、            
(1星)	 瞎搞            
(4星)	 大爱BC            
(4星)	 最爱B和C~不管S换了多少男友,他们始终心里装着对方,我喜欢这种独一无二,相信他们会一直走下去~~            
(2星)	 oh gees, killing me。。。当弃则弃            
(5星)	 火车站 唯美到不行            
(3星)	 I finished this show in two days with some games. It&#39;s been a long time since the last time I watched it. And I actually think those parties and schemes are somewhat fun and intriguing, which proves I really have parted from it for a long long time.            
(4星)	 看来看去，各种乱乱的计谋后告诉我，朋友，家人永远在身旁            
(3星)	 越看越觉着都一帮子nc....还是衣服好看~~~~~            
(4星)	 画面依然美，情节比第三季稍好点了            
(NA)	 马上要出season 5 了              
(3星)	 第四季还蛮失望的，剧情上几乎没什么印象深刻的，除了这季中编剧让B&amp;D搞了次简短的暧昧，可惜。。这剧还有第五季？真得越来越不好看了，也没什么看点了，S是越来越不让人喜欢了，倒是B还是小坏的挺可爱的，坏G我也挺喜欢的，下季V&amp;J也要走了，不过这季也没怎么出现过，这两位走好。            
(5星)	 l need to let you go            
(4星)	 上大学后再看 就觉得一点意思没有了            
(4星)	 美剧 青春 CW             
(2星)	 充满肉欲 看不下去            
(4星)	 比第三季好很多            
(2星)	 愿意去看，只因已成一种习惯~            
(3星)	 我都有点不好意思告诉大家其实我有在看这部美剧            
(4星)	 每一季必追嘛。            
(4星)	 B就得和chuck在一起！！！            
(4星)	 感觉第四季能与第一季想比一下，但D男女之间又系转来转去！            
(5星)	 everything will be ok...            
(4星)	 - -！ 不管再怎么乱，还是坚持看...             
(NA)	 for you ,forever 爱BC,不过在第四季结束的时候，希望B能和王子在一起的··            
(3星)	 明显没有前几季好看，还好最后几集还不错            
(4星)	 国情不同教育不同！            
(3星)	 2011.07            
(2星)	 莫名其妙            
(4星)	 ……人物关系车轮战好几回了，耐心都快被磨光了，但是最后两集BC还是看得我感慨万千啊……又，V，你真的很讨厌……            
(3星)	 唯一推动我看下去的就是chuck~。。。            
(4星)	 大家好，大家有什么不懂的可以问我            
(4星)	 乱吧            
(4星)	 其实绯闻女孩没有拍好呢 不过这样已经算不错了              
(NA)	 想弃剧了。…            
(2星)	 剧情就是一坨屎。。            
(3星)	 隔了一年才看，实在是跟不下去了，我是有多爱bc啊，太虐爱了            
(NA)	 越来越冷感的珍妮还有日渐成熟的QUEEN B！！            
(4星)	 不过对学英语，看衣服，还是不错的。            
(3星)	 越来越不爱看了，剧情已经开始朝着非逻辑的扭曲方向发展。            
(4星)	 期待下一季            
(4星)	 凌乱了 我依然坚定的爱S            
(5星)	 第四季还是相当精彩的，剧情超复杂，S的妈妈最终自首被禁足，Blair因Chuck被绑架，Chuck的酒店又差点失去，还发现了当年失火案的真相，Blair和摩洛哥英俊王子的恋爱如火如荼等等。最后一集埋下伏笔。女佣在给Blair倒垃圾时镜头照到里面有一只验孕棒显示怀孕。哦哦哦~            
(NA)	 比韩剧还要拖沓的美剧……            
(5星)	 越来越好看了！让Blair嫁给王子好不好。。。虽然也很期待C和B能在一起，不管怎样都好！！            
(3星)	 突然发现男女主角的名称缩写为NC和SB，这是否暗示着这部剧的精髓？不管怎样，至少比第一季高明得多。            
(3星)	 隔了很久居然又重拾本剧，看完后半部分，心想你们这些可爱可恨的角色的纠缠不清几时才能了结，真心喜欢Blair，尾集的感情挣扎表演得很精彩~ 而且Taylor是去忙乐队的事了吗，整个后半季都没有参演，我实在很期待看到她。            
(4星)	 J            
(3星)	 依旧作为写论文时的背景音，听听发音还是不错的，偶尔看看春夏装也是不错的。情节就不需多谈了= =            
(1星)	 我要吐了，本来决定硬着头皮看完，现在实在受不了了，果断放弃。越来越差，能拍完五季算你厉害            
(3星)	 从布拉格漂到巴黎早你妈成浮尸了有木有 敢再假点么            
(5星)	 第五季快来临            
(4星)	 追到现在 觉得有点疲了            
(4星)	 就是看美女、帅哥、衣服、party……不过其中的友情和爱情还是让人有点小感慨……            
(4星)	 第五季快点出来啊啊啊啊~~~~            
(NA)	 超喜欢的美剧            
(3星)	 与现实过于脱轨 上东区的孩子们在不断的上演宫心计及时装秀··· 还好有些帅哥美女···            
(4星)	 一个不需要新演员就能产生新的情侣的美女，还差谁和谁的组合？            
(3星)	 其实B和D差点搞在一起那一段还蛮有看头的……结局太2了            
(3星)	 好难看啊好难看啊            
(NA)	 持续期待            
(4星)	 anyway,BC王道~其实那个王子还是很有爱的~            
(2星)	 无聊的时候想找点美剧磨耳朵, 懒得看新剧就随便接着补完了gg, 反正不用动脑子= = 真是越来越无聊了, 出现频率最高的一句话是&#34;sorry, i overheard ......&#34;            
(2星)	 第八集看完，果断放弃......各种吐槽皆无力......            
(NA)	 犹犹豫豫，走走停停，我还是决定跟下去            
(3星)	 BC在巴黎火车站的相遇，Blair的红裙，还能说什么呢。            
(4星)	 第一季真是惊艳。            
(5星)	 还是一如既往的揪心，女孩子还是那么美丽···xoxo。            
(3星)	 不是死忠粉估计都放弃了……            
(3星)	 一口鲜血喷出来。            
(4星)	 没有前几部好看了，不过因为Blake Lively和Chace Crawford所以还是给4星~            
(4星)	 第四季的剧情还是蛮跌宕的。Each time we see how far we&#39;ve come, we also see how far we still have to go.            
(4星)	 最后的最后赚了我好多眼泪。。。如果blair ended up being a princess,only chuck can be the prince....            
(3星)	 再多悬念也抵挡不了这部剧已经烂透了的事实            
(5星)	 伟大的爱情和正确的爱情是有分别的。但是，那不是用等待的长短来决定的，是用自己的选择来决定。            
(NA)	 无聊。。。就继续追了这部剧            
(3星)	 看到第四季有点腻了 人物关系太复杂了            
(NA)	 B 和C一定要在一起            
(NA)	 很爱CB              
(5星)	 看到第四季 不容易啊            
(5星)	 给5星是看到有感情了            
(5星)	 这个SEASON真是太赞了...很虐很纠结很麻烦可又老勾引着我让我一直看下去...结局叫我发自内心的吼出一句：“我去！真行！”            
(3星)	 越来越。。。还会继续看下去            
(4星)	 你们要一直好下去啊。。            
(1星)	 妈的 乱伦的伦理片             
(4星)	 i love s            
(5星)	 编剧我真的佩服你……            
(2星)	 应该看完了……            
(5星)	 从第一季一口气看到第四季            
(5星)	 当我看完后不能从剧中走出来，那每一季都是五星。            
(5星)	 i&#39;m in here. only this scene only bc worth the five star.            
(3星)	 越看越蛋疼            
(4星)	 B怀孕了闹。。我怎么还在滋滋有味的追啊。。：）            
(4星)	 Oh, Louis~            
(4星)	 追了N久的美剧，时尚是不变的话题，恋情曲终复杂，追得太辛苦啦~~            
(5星)	 B&amp;C必须在一起。不然编剧会被粉丝灭了的。            
(2星)	 我居然把第四季给看完了~            
(4星)	 就是喜欢            
(4星)	 great love or right love            
(4星)	 估计是有钱人控制了编剧。。。。            
(2星)	 2分给各个靓丽的主演和各种名牌服装，剧情实在是一塌糊涂            
(NA)	 封面上小little J。。。妖艳了点-。-             
(4星)	None
(4星)	 好多加长房车...            
(3星)	 没话可说            
(3星)	 弃剧。 莉顿加油演电影吧！             
(4星)	 gg 追了这么久 虽然越来越狗血的剧情 还是决定继续追下去..            
(5星)	 这个结局又是一个新的开始啊。。。我又要漫长的等待第五季了么~~~~            
(3星)	 完全是因为S坚持到现在~~~            
(3星)	 还是在最后一集为了C &amp; B哭了~~ THERE IS A BIG DIFFERENCE BETWEEN GREAT LOVE &amp; RIGHT LOVE.            
(2星)	 我就是为了B和C撑到了现在。。。。尼玛的编剧啊！让他俩在一起吧！！！            
(4星)	 追到这部~~~实乃为了Ruby啊~~~可是Buby气场完全不在状态啊            
(5星)	 S越来越傻逼了            
(3星)	 这剧坚持看到现在的理由只有各种客串演出的band了好吗....            
(3星)	 这一季我都没有看完啊，如果有时间补完吧。            
(3星)	 无聊时刻看无聊剧 真TM无聊            
(3星)	 95. 每个人都在撒谎。有的人为了自己，有的人顾自地以为是为了别人好；但其实殊途同归，谎言=伤害。最喜欢的一段，竟然是Dan和Blair坦诚交往的一段，没有枷锁，坦诚相对。他俩也似乎是这一季里面，最没有心计的，像从故事里走出来的了。Blair非常任性啊，可很真。            
(3星)	 作为一枚资深BC党表示对摩洛哥王子神马的都是浮云！P.S 终于跟上进度了，坐等第五季。            
(4星)	 原来Chuck才是那个天使            
(5星)	 超好看，人美，衣服没，什么都好！很喜欢b和c的爱情，真的，很希望他们两个可以走下去            
(NA)	 我昨天熬夜看到3点把最后的第四季看完，结局会是那样！！！但我相信下季会看见B和chuck会因为baby而再一起！！！！            
(NA)	 BC成唯一看点了。第二集真是赚够眼泪            
(NA)	 真不敢相信我四季都看完了………………            
(4星)	 littleJ神马时候才回归啊？等死了都。            
(4星)	 到了第四季，剧情越来越狗血.....            
(4星)	 人们火热，城市何必寂寞！             
(4星)	 BC你们要不要在一起啊- -            
(4星)	 都长大了，有的人沉淀了，有的人依然潇洒，一开始的青涩幼稚，如今虽不能算成熟，但至少成长了……            
(5星)	 很爱这部剧。时尚完美            
(NA)	 好看            
(4星)	 到後面純粹看行頭。。。群P劇情。謝謝。            
(NA)	 S 真心的喜欢            
(NA)	None
(4星)	 就算剧情再狗血，我仍然把这一季看完了。。。。            
(4星)	 宿舍里只有坚持下来看完了，再拍的话不怎么想看了，除非C和B在一起了            
(3星)	 最讨厌的剧情是失去信任。            
(3星)	 断断续续终于看完 其实类似的事情不断重复 我都不想再看下去了！            
(5星)	 大家轮番换            
(NA)	 喜欢B~            
(4星)	 一如既往的乱啊。。。            
(NA)	 第五季什么时候出来啊 。。。            
(3星)	 不晓得还要好乱            
(4星)	 于是我不管剧情了 还是专心看男人女人衣服鞋子包包吧            
(5星)	 blair..你大意了啊..!!            
(5星)	 there is a big difference between a great love and the right love            
(4星)	 我纯粹是为了BC才看。            
(3星)	 最开始看是跟风，现在还在追已经变成了习惯，已经记不清原来的剧情，走马灯似的非主要演员们，但是不得不承认这部剧就是眼睛喜欢，人美衣服美，光看衣服也是值得的~            
(5星)	 越来越喜欢chunk和blair。他们俩最后让我一直哭一直哭。            
(3星)	 越来越不好看。还是前两季经典。            
(2星)	 越来越狗血，不能忍了            
(NA)	 幼稚鬼            
(5星)	 一如既往的喜欢，不仅仅是里面的时尚因素，还有他们的爱情。            
(4星)	 我当每一集都是小电影看的，就那么回事吧  我略略的 有那么一点的不喜欢nate了              
(5星)	 1-4季都在追，最喜欢B&amp;C,不过剧情是感觉越来越乱和无聊了            
(3星)	 我脚的应该完结了！！！！！！！            
(5星)	 yeah yeah            
(4星)	 B最终还是没有和C在一起。有点遗憾，从2008年第一季追到现在。            
(3星)	 通过突击学习，我觉得我的欣赏水平整体上了一个档次            
(4星)	 我终于接受了D，并且终于接受bc结束了            
(4星)	 支持SD BC            
(4星)	 一如既往的厌恶venassa            
(3星)	 剧情太混乱了这一季            
(NA)	 只要B和C还有戏，就值得追下去            
(3星)	 越来越坑爹的剧情。。。没有了前几季的经典，似乎只是为了拍下去而拍下去的烂剧情。。。。            
(4星)	 B公主光彩照人啊啊啊啊            
(3星)	 实在无聊了0 0这剧追到第4季感觉已经没啥新意了 像强迫自己一样明明不想看的结果还是去看了唉.            
(5星)	 至今最钟爱的美国电视剧。            
(4星)	 不得不说，我在期待，Chuck和Blair的天荒地老．．．            
(2星)	 因为Dan看上了Blair，减一星            
(5星)	 不管怎么说 追了这么久还是喜欢 剧情确实烂了 但可以理解嘛 期待第五季 爱BC            
(3星)	 剧情实在是太跌宕起伏反复无常了，所以就把重点转换为看帅哥美女服饰香包吧~~            
(4星)	 还是喜欢B&amp;C            
(4星)	 B C相遇，sia的i&#39;m in here响起，感动了            
(5星)	 我爱的GG            
(5星)	 Love is always complicated，intense, all-consuming. No matter what we do and how much we fight, it&#39;ll always pull us in. GG如果没有B和C这对恋人，我想我是不会看完整4季的吧。Chuck着实迷人。            
(NA)	 B和C是真能虐啊~结局真难过            
(2星)	 真受不鸟了……            
(1星)	 难看，全都演得差不多，受不了。            
(3星)	 唉、鸡肋            
(3星)	 爱与虚荣是一样美的东西            
(3星)	 已经演变到纯粹为了看服装...。            
(4星)	 虽然剧情有点。。。。但依然是喜欢的            
(4星)	 纠结            
(3星)	 charming Chuck            
(3星)	 为了C和B还在追着，其实已经乱成这样的也没什么期待了            
(4星)	 格外混乱！我的B C            
(4星)	 2010.9-2011.5 这时候已经是一集一集等了，不过只是完成任务似得看完了整季，什么都不记得了            
(3星)	 编剧在这么狗血 我就弃剧啊            
(4星)	 喜欢B            
(4星)	 已逝的青春。成长            
(5星)	 Fashion Icon！            
(3星)	 要不是冲着S和B，真不想看了，脑残编剧啊            
(3星)	 最后一集感触颇深。伟大的爱情和正确的爱情之间是存在差异的。            
(5星)	 越来越不好看了            
(4星)	 剧情愈来愈狗血 小J失了贞 B&amp;C一直没有复合 结果B要当王妃了....妈的 第五集不晕死我            
(2星)	 狗血的我想吐。BC你俩可以在一起伐！！！可以的话快点 不行就干脆地分！            
(5星)	 越来越喜欢chuck            
(5星)	 我是一路跟来的,最爱QUEEN B            
(4星)	 路易和Chunk我都爱啊！！！            
(4星)	 剧中的谁谁谁都有可能会爱上谁谁谁，并且他们还会XXOO！万恶的编剧啊~难道他们不会尴尬么？！            
(4星)	 chuck bass 瘦好多啊            
(NA)	 最后一集里的chunk n blair，thats the great love. they r the queen and the king.            
(4星)	 N在打酱油啊            
(4星)	 只能看衣服            
(3星)	 不看了 直奔第五季 嗯哼~            
(5星)	 我是bd粉            
(3星)	 头疼            
(5星)	 每一次和你分开 深深的被你打败。B&amp;C，也许深刻的爱最终只能找到过去的剧情反复观看，就像总不知结局一般。            
(3星)	 滥交也要有个限度是不是啊少年们            
(4星)	 終於看完了！！！！！臥槽我整個人都BG了！！！！！！！BC啊啊啊啊啊~~~~~            
(2星)	 太 水 了！！！            
(4星)	 终于还是看了第四季             
(5星)	 wonderful            
(3星)	 喜欢 路易 啊-，-            
(NA)	 期待下一季            
(NA)	 发现由第四季开始主角开始走向“成熟”            
(3星)	 看到現在 感覺就是一群亂搞男女關係的bitch了 不過還是很喜歡S             
(NA)	 这次终于送走了小J虽然我知道她还是会时不时回来的 第五季免不了上来就是要讲V偷走D日记开始了(我只是很介意她的出现= =)            
(4星)	 自从第三季CB虐了一直都没·· 今天开始看完吧             
(4星)	 Blair,Chuck Bass 你值得拥有。            
(4星)	 我很惊讶，我竟然没有弃剧。是的，我看完了。            
(4星)	 哎。。。B和C究竟会走向何方？            
(4星)	 各种搞            
(4星)	 静待Sept~NO.5            
(4星)	 比想象中好看            
(4星)	 上学了，还是大学…            
(3星)	 变得好烂，但对铁杆来说还是很有吸引力。            
(2星)	 一直不明白这剧到底有什么好看的            
(5星)	 终于看完了，纠结的结局            
(4星)	 B和C多纠结的一对啊            
(4星)	 编得越来越矫情了。。。真感情越来越少。。。            
(3星)	 我是BC党            
(NA)	 22            
(3星)	 B的roger vivier，物欲纵横啊            
(5星)	 CHUCK 大爱            
(3星)	 它应该取名为没玩没了！            
(4星)	 前十集相当好看。其他就不怎么的。            
(NA)	 越来越无聊。。。            
(5星)	 等待第五。            
(2星)	None
(5星)	 没错过一季的我，不禁要为编剧还有各种剧透，撒花~~            
(3星)	 J&amp;Juliet扳倒S真心给力！            
(3星)	 衣服~            
(2星)	 我要弃剧了。以前为了NS和BC一直坚持追下去，唯一忍受不了的就是LJ。现在弃剧是因为S4出现的Juliet，她那副装X的嘴脸真是太恶心了!!!            
(3星)	 果然还是不太喜欢            
(4星)	 依依不舍的看完了，熟么时候出新啊！？B和C 以后会在一起的！            
(4星)	 这一季还不错            
(4星)	 我喜欢BEN！喜欢LOUI！            
(NA)	 A.B.C.D.E.F.G......            
(3星)	 越来越二            
(4星)	 i will always love chuck            
(5星)	 伟大的爱vs正确的爱...            
(NA)	 我居然看了4季            
