http://movie.douban.com/subject/2210031/	仙剑奇侠传
(3星)	 当年不想学习时的首选之一。            
(4星)	 从此爱上刘亦菲            
(4星)	 大爱林月如            
(5星)	 经典~~~~            
(5星)	 哦 那年初中看的吧。。            
(5星)	 一星给仙剑 一星给音乐 一星给灵儿亦菲 一星给逍遥胡歌 一星给唐人ps剧本的硬伤依旧让我吐血N次 but 这是很好的开始很好的尝试 绝对算是经典 特别是灵儿和逍遥的选角~~音乐——真心美 很游戏 其他……不能太苛刻 呵呵 唐人~~~            
(3星)	 5年前，我还在初2，记得是在姐的宿舍第一次看的，那年胡歌还很帅，歌还很动听，记忆依旧温存。             
(4星)	 真心不喜欢刘亦菲，扣分            
(5星)	 本来摁了四星，后来一想仙剑游戏对我意义重大，还是五星吧            
(5星)	 当年觉得灵儿真是美啊，后来才觉得月如才是活生生的，            
(3星)	 我觉得虽然我很喜欢胡歌和刘亦菲但是我这部片子给我的感觉真的是一般性            
(5星)	 初中的时候播的，当时胡歌也太迷人了吧！            
(5星)	 胡歌。。            
(NA)	 好吧 其实不喜欢刘亦菲            
(5星)	 胡歌颜的巅峰每一秒画面都像画 这里面的李逍遥是我看过的最好看的古装男没有之一。            
(3星)	 刚出来时就买了很多贴纸跟海报，不过现在回头看看，也就那样了。 我给3星是给的回忆。            
(4星)	 不玩游戏也觉得逍遥哥哥和灵儿那么美好            
(5星)	 比三好看~            
(4星)	 补，冲着游戏也要给个四星。电视剧的话比较起这两年来，过去的都是精品。            
(4星)	 胡歌最帅的时期！！！！吃到老玩到老，看到最后伤心死了。            
(4星)	 林月如是亮点~~            
(5星)	 大爱啊从歌到片到人。。            
(5星)	 小蝴蝶啊~            
(5星)	 经典中的经典            
(5星)	 最爱的一代            
(5星)	 纯粹喜欢人 刘亦菲除外            
(5星)	 最喜欢的电视剧            
(5星)	 当年一曲逍遥叹，何时再见少年郎～李逍遥给了灵儿月如一生的牵绊，而唐钰给了我至高的爱情幻想。。。            
(4星)	 其实我没有看完，偶像剧我不是很能消化，知道结局不是HE，所以看到进锁妖塔救灵儿之前就弃剧了，但是很喜欢跳脱俊俏的胡歌和憨憨可爱的彭于晏，安以轩刘品言也不错，刘亦菲始终是神仙姐姐，石长老和那个拜月教主以及南诏王是好基友，我很喜欢~            
(5星)	 胡歌开始红起来了！            
(NA)	 我喜欢看三，比较有趣，看一有点纠结            
(4星)	 太好看了！！！！            
(5星)	 胡歌很符合李逍遥的长相，配乐都不错            
(4星)	 初中每天追着看。经典。 可惜阿奴爱的不是逍遥哥哥。            
(4星)	 大爱胡歌，讨厌刘亦菲            
(3星)	 且不论剧情如何，起码李逍遥和灵儿的扮相还是很有游戏之神韵的。            
(5星)	 当年...看得我挺感动的            
(4星)	 把经典改成这样，编剧可以去死了。但是卡司还是不错的，当年的胡歌、刘亦菲、刘品言、孙莉何等水灵，美好年代一去不复返啊            
(4星)	 第一代不是，挺好么。。胡歌也。。蛮好看的。。。安以轩实在欣赏不来。            
(4星)	 对当时的我来说，是无可取代的            
(4星)	 刚上初一那儿被胡歌的侧脸秒杀！！！从小就开始玩仙剑，但仙1就玩了三次，新仙剑玩了一次后表示无感。那时候就觉得胡歌就是李逍遥。            
(4星)	 那时候超级喜欢胡歌来着，青葱岁月啊            
(4星)	 我看的唐人的第一部电视剧，也是我第一次从第一集就看的电视剧            
(NA)	 唐人制造            
(4星)	 年輕時候每晚下課回來必追的電視劇啊！！！            
(4星)	 游戏觉得经典            
(4星)	None
(5星)	 看两次哭了两次~~结尾太。。。            
(3星)	 那时的幸福，真得很简单，几个人围着一台电脑，嗑着瓜子，熬着夜，看仙剑，当时感觉太幸福了……            
(4星)	 喜欢画面            
(3星)	 赵灵儿看着很心疼。有点偏心了。            
(4星)	 难得没有一个选角让人排斥的戏啊~            
(5星)	 重新看仙剑奇侠传居然看的热血沸腾，想起当时还在初中的我，一只手指按着电视的开关键防着老妈随时回来，一边两眼直勾勾的盯着电视的傻样。看着当年年轻帅气的逍遥，还有无比纯洁的赵灵儿，看到姥姥死的时候无比的愤慨。虽然现在看这部电视剧特技、替身什么的都有很多漏洞，但是我只想说，回忆太美好了            
(3星)	 不如仙三好看阿- -...            
(4星)	 还是很经典的游戏转电视剧的成功作品。            
(5星)	 剧情台词太弱了，我承认5分是感情分            
(5星)	 当时超级火啊            
(4星)	 特好            
(5星)	 怀念            
(5星)	 永远的灵儿，永远的逍遥哥哥，记忆里永远的感动，在最美的年华            
(NA)	 主要就是奔着这个游戏而看的。特效太少，不过任务挺像的！            
(4星)	 有点乱，但是挺好的            
(5星)	 一直是仙剑一的影迷，超爱刘亦菲和胡歌，真希望他们能够再在一起合作！            
(2星)	 这不是我要的逍遥 灵儿 月如 阿奴 司徒钟 独孤宇云 青儿 拜月 石长老 圣姑！！！！！            
(4星)	 其实第一部不是很喜欢，中间灵儿和逍遥的情感描写太冗长了。可是为了『一直很安静』，和首次认识阿桑，也要给4星。            
(5星)	 五分是给唐钰小宝和阿奴的            
(NA)	 灵儿~            
(4星)	 靠，最后喊死了            
(5星)	 永远的经典~最喜欢月如            
(4星)	 被刘亦菲爽到了。。。            
(4星)	 比后来那部好看多了~阿七小兄弟！！！！！！            
(5星)	 只有一次的2005年            
(NA)	 超赞的说            
(4星)	 高中看这部电视剧看的半夜窝被子里哭。可能那时候我的感情观就是不求回报的对一个人死好。总之，看完的都会喜欢林月如，没看完的都是因为前半部太台湾偶像剧般的傻逼了。            
(5星)	 胡歌就是李逍遥            
(4星)	 想当年这个多火呀            
(3星)	 我最受不了刘亦菲一口一个的“逍遥哥哥”~            
(4星)	 始终还是觉得第一部给人的感觉是最好的。忘与记，爱与恋，成全与阻碍，完满与遗憾，行走江湖注定是风风雨雨，结伴而行，莫失莫忘。            
(3星)	 我爱我家轩公主！最佳配角唐钰小宝！            
(5星)	 梦幻，真梦幻            
(3星)	 我是玩过仙剑奇侠传游戏的，虽然剧情和游戏差的比较远，但不得不说，胡歌演的真不错，他很适合这个角色，电视剧同样精彩            
(4星)	 挺喜欢刘亦菲演的灵儿的，以前，最开始看的时候觉得不好看，后来，再回味，回过去看的时候，突然发现，刘亦菲演绎的赵灵儿，没有人能比下去吧。            
(5星)	 看这部电视剧，就是在回忆过去！            
(5星)	 我们再也无法笑得那么没心没肺了。            
(1星)	 恶寒            
(3星)	 还可以。。。。。最喜欢赵灵儿=-=            
(4星)	 胡歌还是没整容的好            
(4星)	 胡歌 刘亦菲 安以轩            
(4星)	 当年看这部剧的时候完全忽略了主角，都奔配角去了            
(5星)	 经典之作            
(4星)	 当年的胡歌真的很像李逍遥 可惜 至此他再也没能走出李逍遥的影子             
(4星)	 默默表示我喜欢林月如……飘过……            
(3星)	 我没有放弃  也不会离你而去            
(NA)	 剧情篡改就篡改吧忍了 那年看完头两集果断把仙剑重来一遍--            
(5星)	 对游戏的偏爱，对胡歌版李逍遥彭于晏版唐玉小宝刘品言版阿奴的喜爱，打五星咯。哦，原声带也很棒其实。            
(4星)	 当年就是因为看这个分不出安以轩和贾静雯，只记得画面很美，《一直很安静》很好听，剧情已经淡忘了。            
(NA)	 好歹我也是看剧的人嘛            
(5星)	 上学那会可喜欢这剧了，好几年没看了。后来拍的都没第一部好看。            
(NA)	 毁游戏不倦             
(5星)	 陪伴了我整个初中。。            
(5星)	None
(NA)	 李逍遥            
(4星)	 高二那个美好的寒假=v=唐钰小宝最爱了好吗 月如死的那段老纸哭得可酣畅了            
(3星)	 更喜欢林月如吧            
(5星)	 很爱！            
(4星)	 曾为李逍遥和灵儿这一对纠结好久。。。            
(1星)	 垃圾            
(5星)	 每个人物都那么好看,精彩.一句关心,一句责骂,这都是爱.            
(4星)	 虽然剧情改编地有些……但是，嗯。            
(4星)	 安以轩的月如真是有爱有恨...            
(5星)	 最美的灵儿 最美的回忆            
(5星)	None
(5星)	 仙侠题材+偶像演员+梦幻场景+精致服装 无论是从剧情到演员场景设定都没得挑的好，印象最深刻的是阿桑的背景音乐，怀念。            
(4星)	 还好。。。要是能把《诛仙》拍出来那就更好了            
(3星)	 讨厌刘亦菲，喜欢安以轩的角色            
(3星)	 中学记忆。。。胡歌实在很像李逍遥啊。。。            
(5星)	 妈呀，大几的时候忘了，迷得不行不行了，觉得胡歌真是帅的一塌糊涂啊，灵儿真是各种美啊，最最奇怪的是灵儿怀孕都不带显怀的，就生了，晕。。。            
(5星)	 看完我为此疯狂了整个初中。            
(5星)	 很少有人物选的这么贴合游戏的 制作精良 剧情也很好            
(5星)	 喜欢阿奴，喜难唐珏小宝， 在爱他们之间断翅连心的爱情。 心中有彼此，就可以一起飞。            
(3星)	 毁了林月如=。=            
(5星)	 也算比较忠于原著的了 其实五星都是属于我首个ＲＰＧ游戏　永远的经典            
(NA)	 中考前夕天天看啊……            
(NA)	 还好还好~            
(4星)	 月如死了我心都碎了。            
(2星)	 其实挺喜欢这部塑造的灵儿形象的。就是安以轩配角太毁。            
(5星)	 煽情的好剧            
(4星)	 因为这部剧大爱林月如安以轩~~~ 然后爱爆了唐钰小宝！~~~ 还记得当年还有做梦梦到跟他一起高中自习解物理题！~~ 哈哈！！~ 乖好大男孩啊！！~~~             
(5星)	 还是不错的！            
(5星)	 這是多少年以前的記憶了 當時還是租影碟看的 現在家裡早就沒有DVD了 初中暗戀的男生是仙劍迷 仙1和仙3是心裏永遠的古裝經典            
(4星)	 少去的一星，因为它不是无法用星级评价的游戏。            
(4星)	 胡歌彻底家喻户晓了。            
(4星)	 让我玩命地想要理解什么是道的一部影片，但是后来发现只是因为在道的背景下写了一个纠结的爱情故事，与道无关            
(5星)	 其实拍得蛮好            
(5星)	 至少电视剧里李逍遥是喜欢灵儿的            
(3星)	 一直觉得剧情十分二。。            
(4星)	 这出电视剧 有属于你我的秘密 只有你才知道            
(4星)	 小时候玩的一部游戏，改编成这样还不错啦～～            
(2星)	 跟游戏比差太多了            
(4星)	 刘亦菲在这部里面还是有点仙气的。            
(2星)	 最后那句台词太损了。            
(4星)	 虽然我不太喜欢安以轩，但是她饰演的月如角色无疑很讨巧，几乎赢得了包括我在内所有人的极高印象分。这个大结局安排的，实在是有点儿~呼~有点儿伤感，相对而言，更喜欢仙剑三一点。            
(3星)	 很不错的，这个真可以            
(5星)	 早就不仅仅是一个游戏，一个电视剧了。            
(4星)	 怀念这游戏            
(5星)	 迄今为止看过不下十遍的经典奇侠剧！爱就不多说了。            
(5星)	 刘亦菲真的很仙女呀。。胡歌很赞 哇哈哈。。还有安以轩。。            
(3星)	 题材较新颖，唐人制作画面质感都不错            
(NA)	 我初中的回忆~~~~            
(3星)	 当时最喜欢的是阿奴和唐玉小宝了            
(5星)	 我的唐钰小宝我的逍遥哥我的灵儿阿奴月如~~            
(5星)	 好看···回忆            
(NA)	 里面的音乐单曲循环了整整一暑假。。我爱月如            
(4星)	 李逍遥和赵灵儿的故事，凄美            
(5星)	 很久以前看过，暑假又重温了一下游戏，顺便重温了一下电视，那时候的胡歌刘亦菲真水嫩，最美好的年华，最美好的颜啊。我喜欢里面每一个角色，甚至那个神神叨叨的徐锦江            
(5星)	 诶，因为它惹你的笑话            
(NA)	 曾阅，标记。            
(4星)	 那一年的胡歌真是帅啊~~            
(3星)	 初出道的胡歌颜还是不错滴。。            
(3星)	 游戏改编的电视剧，真的不错！            
(3星)	 那时候觉得还蛮好看的，有空晚上就追着电视机看            
(5星)	 喜欢阿奴喜欢唐玉小宝！！！            
(5星)	 单纯的喜欢            
(4星)	 主要还是当年情怀作祟            
(5星)	 当时就抽不了身。            
(5星)	 阿桑的 一直很安静            
(5星)	 5颗星都给月如            
(5星)	 游戏和电视剧都经典的,只有仙剑了.不过电视版剧情后期好混乱...好像月如死了,连编剧导演都没心机拍下去了:锁妖塔后,再无仙剑            
(5星)	 没玩过仙剑，但是这电视真的很不错，红极一时啊            
(1星)	 为了往下拉评分 必须的            
(5星)	 我小时候很喜欢的呀- -            
(5星)	 我也渴望自己有“一线牵”，情牵自己的亲情，爱情，友情~            
(4星)	 看了电视剧后才玩的游戏~            
(4星)	 没有在少年时代玩过这款惊天地泣鬼神的游戏，对仙剑没有神圣情结。既然没有预想其模样，自然也不会失望。总之，我觉得很好看。喜欢灵儿，心疼月如，所以只好讨厌逍遥了。            
(4星)	 只是回忆。            
(5星)	 仙一很经典。情节演员特效都很给力。因为这部剧，才喜欢上了很多剧中的演员。            
(5星)	 为什么我觉得那么好看            
(5星)	 唯感动而已。            
(5星)	 灵儿死的时候，哭了            
(5星)	 怎么能忘记那段时光            
(5星)	 遥灵还是遥月已经不重要了 最难以忘怀的倒是当年看剧时那些回忆有一种说不出的怀念            
(5星)	 仙剑系列觉得拍的最好的是仙剑1            
(5星)	 永远的经典。            
(5星)	 月如别死。。。            
(3星)	 还是搞不懂那些穿越轮回之类的            
(NA)	 不喜歡            
(5星)	 我姐很喜欢的  刘亦菲好可爱……            
(5星)	 每次看仙剑心里都很难受，堵得慌却又想看，很喜欢这部呀            
(4星)	 国产的片子拍成这样实属不易，而且这是姐姐初中时看的，当时觉得好看是因为姐姐还青春期特好骗            
(1星)	 玩过游戏就知道这戏拍的。。。。。            
(4星)	 特效让我相当菊紧..看电视剧不如游戏小说.            
(4星)	 when i was young            
(4星)	 第一部长大后看完的电视剧...            
(NA)	 啊 当年也很喜欢这个            
(4星)	 初中时候看的，很喜欢这种感觉，画质也很灵的~~~            
(5星)	 大概就是从这个时候起，我开始迷恋亦菲了。很美！逍遥也很帅。            
(3星)	 最喜欢阿奴和唐玉小宝  还有阿七  当时还蛮喜欢胡歌 但老是演这样的角色就烦了 虽然不喜欢安以轩 但不可否认 林月如是她最受欢迎的角色 之后就一直走下坡路了             
(2星)	 sb战斗机            
(3星)	 还不错～            
(3星)	 第一遍喜欢灵儿，二遍喜欢月如~            
(4星)	 一个有眼力价的导演是多么重要！！！            
(4星)	 超喜欢里面的主题曲，杀破狼什么的            
(4星)	 比较算遵循原剧情，演员选的也挺到位。还不错啦。            
(3星)	 永远的仙剑奇侠传            
(NA)	 就喜欢阿奴和唐钰            
(3星)	 我果然喜欢这个游戏            
(5星)	 大爱剑仙与月如~            
(NA)	 到现在也一直是很喜欢的一部电视剧~            
(5星)	 小学玩的第一个沉迷的游戏。            
(4星)	 这部电视剧提醒所有正牌女友、老婆们：不要对他不解释，不要对他使小性子，不要长时间远离他去干别的事，哪怕是拯救苍生。因为你那样做，就会有一个月如跑出来纠缠他陪伴他安慰他感动他。最终他因为感动到无以为报，就以身相许了。即使你救了全世界，你的孩子却是为了纪念别人而取名。比如“忆如”。            
(3星)	 貌似是初中时电视上放的，我不太喜欢看古装片，不过很多同学都看了，我也看了点，不过没觉得特别好看，美女帅哥云集，不过看到刘亦菲那演技实在。。            
(5星)	 从小玩到大的游戏，有了一个实在的诠释            
(3星)	 刘亦菲没有很好的诠释灵儿。。。            
(4星)	 经典啊，不知道看了多少遍了~啥都不说了~            
(3星)	 游戏迷 看完整部总感觉有种微妙的维和感```是那种贯穿整部的阴谋论搞得基调太阴沉了?            
(5星)	 我的安安最后怎么能就这么走拉！            
(3星)	 完完全全的拍摄仙剑的剧情，可惜人物演绎不够给力            
(3星)	 后半部是在拖时间吗，情绪都给拖没了            
(4星)	 当时快爱死唐钰小宝和阿奴了~            
(4星)	 阿奴  唐钰小宝。我那么喜欢的人啊            
(5星)	 我恶俗，我喜欢。当年可是迷得不行啊。            
(3星)	 算不上好            
(5星)	 一还是很经典的 年轻时看到结尾都还是兴致勃勃的说 ╮(╯▽╰)╭            
(5星)	 无理由的喜欢~ 想起当年玩游戏的情景了~ 高三时候的最爱啊~            
(4星)	 初中的时候玩的游戏，对这个还是很有感情哒~            
(NA)	 大爱唐钰小宝啊            
(4星)	 台词很美:&#34;霜雪依稀灵珠泪 奴有梦 月如钩&#34; ..&#34;那漫天的蒲公英 非雪 胜似雪&#34;.. &#34;一线牵 是用心的&#34;            
(3星)	 小宝            
(4星)	 和三比的话 好太多            
(5星)	 天涯海角 矢志不渝            
(4星)	 对胡歌有点儿好感，讨厌刘亦菲。喜欢林月如，恨不得灵儿去死。            
(1星)	 不予置评            
(4星)	 因为游戏的感动延续至今，逍遥灵儿月如确如我心中所想            
(4星)	 怎么记得是初中看的，还和范丽艳讨论，可是05年1月，那就不对了啊，高三啊，片头曲杀破狼很杀，此剧的OST点歌台点不停，其实没看到结局，也搞不清轮回剧情什么的，那时觉得胡歌帅极了，心想原来内地也有这么帅的，多多开发啊~刘亦菲，安以轩，彭于晏，刘品言，谢君豪，这些人现在都成长起来了~            
(4星)	None
(5星)	 最爱            
(3星)	 讨厌女主！喜欢安以轩            
(3星)	 刘亦菲是俺心目中的赵灵儿            
(5星)	 喜欢月如和逍遥。喜欢阿奴和唐钰小宝。喜欢青儿和酒剑仙。喜欢剧集角角落落里的各种音乐。更喜欢的，应该是剧集放映着的那些日脚。与其说喜欢，也许怀念更恰当。            
(4星)	 其实这部剧很一般，不知道当年怎么会如此红，不过还是要感谢它，因为它的意义在于捧红了胡歌，安以轩等一大批新人。。。。。            
(5星)	 竟然没有添加过。初三那年最爱的剧。            
(4星)	 阿奴阿奴！所以说我cos的小妗真的很像阿奴嘛            
(4星)	 让我认识了胡歌，让我开始待见刘亦菲，喜欢彭于晏和阿奴的爱情。这部剧最大的亮点就是音乐。            
(5星)	 哎呀 超级喜欢！            
(5星)	 一般是心疼男二的 但这里面的月如实在无懈可击            
(5星)	 我很喜欢 哭了  经典好吗            
(NA)	 原来我看过仙剑啊，就是那个胡歌版的李逍遥么，主题曲还是杀破狼的。现在想起来胡歌古装还是很美的，不过小时候老看到他就审美疲劳了吧。            
(5星)	 最喜欢的就是第一部~结局看过两遍都哭得淅沥哗啦的。。。            
(3星)	 这个也算不上童年了吧            
(5星)	 喜欢。            
(3星)	 胡歌最合适仙剑男主！            
(3星)	 刘亦菲的蛇形扮相理解不能。。。。            
(5星)	 少年的回忆啊····回忆总是美好的，结局惨了点，不过还是温暖人心            
(5星)	 第五颗星是给游戏的！            
(4星)	 我喜欢唐钰小宝，晋元表哥            
(5星)	 虽然跟游戏出入很大 但是还是觉得很不错 灵儿逍遥哥哥什么的 真是一种美好的怀念啊            
(NA)	 一直很安静            
(5星)	 我这辈子都忘不了的车西、当然最喜欢的还是游戏、            
(NA)	 这里面的演员都看着很是赏心悦目呐            
(5星)	 仙1很经典算改编的不错的了~喜欢这时候的亦菲以轩和胡歌·~            
(2星)	 选角多给一星            
(3星)	 仙一当年把我感动地那是稀里糊涂            
(3星)	 安以轩不错            
(3星)	 ost大爱.最喜欢那首莫失莫忘.            
(4星)	 喜欢上了胡歌            
(5星)	 当年玩仙剑，很久之后除了电视剧，选角十分满意，到现在还能回味            
(5星)	 拍的很不错的，就是改编的太过了            
(4星)	 好吧，我无聊。。。可是，我看到了青春的影子。。。我们既要有缘，又要又分            
(4星)	 逍遥哥哥，神仙姐姐！            
(5星)	 为了那段最纯真的回忆。给了五分。            
(5星)	 这是我看过最感动的作品之一——还有一部是恋空            
(4星)	 前面不错，后面倒是愈发沉闷了            
(5星)	 我爱的两个男人呐。。            
(2星)	 难看得有境界的片总是会捧红很多明星            
(4星)	 过去总是要随随大流的            
(4星)	 改编的剧情稍微弱了一点~            
(4星)	 一个人的感情真的 不早不晚 刚刚好 才是对的            
(NA)	 月如死的时候我哭了~~            
(3星)	 最后一集刘亦菲亮了。很感人的说            
(5星)	 童年记忆。。。。。            
(5星)	 仙一~~爱屋及乌的典例            
(4星)	 由游戏改编的电视剧拍成这个样子我很欣慰了。从此就是一个人的天荒地老了。            
(3星)	 没玩过游戏的还能看看            
(4星)	 05年的经典            
(2星)	 毁            
(4星)	 结局。。。。            
(5星)	 每次看都热泪盈眶啊！！            
(4星)	 成功的让我讨厌上刘亦菲~胡歌很惊艳~月如很美好~结局什么的不按游戏走太造孽了~            
(3星)	 仙剑情节 怎么也得支持一下            
(3星)	 虽然听说跟原著很不一样，但是，当年很感动的阿。            
(5星)	 百看不厌，演员都很有爱            
(5星)	 最爱林月如，爱这样的女子。只为逍遥，虽无结果，却觉甚值。这才是爱情。            
(4星)	 很久之前看过的。比起之后的好很对，或许是回忆太美好。            
(4星)	 这个比3还是什么的好多了好吗            
(3星)	 受不了刘亦菲的演技。。。            
(4星)	None
(5星)	 我就喜欢里面的一干配角。            
(3星)	 当时觉得胡歌好帅啊。。年少无知啊。。。            
(3星)	 还行吧            
(3星)	 一开始神话什么的这题材很吸引人，后来觉得无趣了呀。            
(3星)	 还行吧。            
(4星)	 如果没有刘亦菲，这将是一部好剧！            
(4星)	 仙剑中唯一一部可以看的            
(5星)	 当年看结尾的时候偶是哭了个稀里哗啦啊，就为这个俺也要给它打个5分            
(5星)	 看完竟然喜欢的是女二~            
(3星)	 最爱月如~ &#39;&#39;给你的爱一直很安静&#39;&#39; T_T            
(4星)	 第一次听说仙剑有电视剧的感觉还是很震撼的，因为意义非凡，加一颗星            
(1星)	 MLGB的            
(5星)	 其实我是因为唐玉小宝才看仙剑才爱上林月如才爱上仙剑才爱上李逍遥才爱上赵灵儿的            
(5星)	None
(3星)	 最记得林月如死的时候剧情真是烂透了！~            
(4星)	 坚决认为1比3好看。            
(3星)	 虽然我是游戏迷，但这剧当时真的赚了我不少眼泪。            
(5星)	 喜欢依            
(5星)	 你是我一辈子的坚持.至于那些对你深到刻骨铭心的感情,就算不加多少文字评论的赘述,你我都明白的.逍遥,灵儿,月如,阿奴,唐钰小宝,阿七.......爱·无·限            
(5星)	 作为电玩改编，这部相当成功。胡歌那时帅的是……            
(4星)	 当时年少，韶华轻负            
(5星)	 今天突然听到有人在放仙剑里的曲子，于是乎，所有的记忆一下子全部冲回来，遥想当年看这部剧的时候........逍遥哥哥和灵儿，真不错啊。            
(5星)	 儿时的经典~~~            
(4星)	 胡歌~~            
(1星)	 这跟游戏完全两码事，游戏多经典，这就是借着经典想出名而已。不过一开始看的时候，还是觉得胡歌长的有点像游戏里的李逍遥的，就只有脸而已，其他都较比二            
(5星)	 啥也不用多说，当片头李逍遥出来我就已经举旗投降。            
(4星)	 那时，喜欢看的...            
(4星)	 刘亦菲就这部电视剧灵了……            
(5星)	 喜欢李逍遥和赵灵儿这一对            
(4星)	 算还好            
(2星)	 玩过游戏的我实在是无法对这部有好感            
(2星)	 一颗星给胡歌一颗给轩轩~~~            
(4星)	 就看了这第一部。。            
(4星)	 记得当年看的时候还是很感动的，很符合那个年纪的心境，初中生刚刚情窦初开，喜欢那种朦胧又纯纯的爱，当时是很喜欢逍遥和灵儿的，可是如今看来却为那个泼辣的林月如而感动和心疼。...            
(NA)	 前面好看            
(5星)	None
(2星)	 没玩过游戏，电视剧来讲，就那样儿吧，不喜欢演员。            
(5星)	 还是喜欢赵灵儿            
(5星)	 初中毕业时看的，当时很喜欢~            
(4星)	 喜欢里面的音乐，也喜欢他们的爱情，虽然不是很完美            
(5星)	 最喜欢的是酒剑仙！            
(5星)	 爱林月如多过灵儿            
(5星)	 永远的经典！            
(5星)	 没想到  我已经这么老了            
(4星)	 初中的美好回忆之一            
(4星)	 很喜欢的剧情             
(3星)	 被唐钰小宝的爱无限轰成渣渣了= =            
(NA)	 灵儿超好看，除了灵儿，什么都看不到            
(5星)	 高二看到，觉得 唐钰小宝和阿奴的 更感人些            
(3星)	 我好喜欢唐玉小宝            
(4星)	 大爱唐钰小宝~            
(4星)	 好喜欢唐钰小宝阿~            
(5星)	 演员都选的很好啊  刘亦菲和胡歌相貌的黄金期吧            
(4星)	 你还记得当年仙灵岛的赵灵儿吗？            
(3星)	 我爱林月如。至于刘亦菲，可以当狗粪。            
(4星)	 当时最喜欢唐钰小宝。一转眼已经是六年前了。。            
(5星)	 心中是经典、            
(4星)	 这个也算是近年来比较经典的青春偶像剧了哎 仙3就算了            
(3星)	 那时被胡歌惊艳到了            
(5星)	 不得不说，那个时候刘亦菲真的很好看            
(4星)	 赵灵儿~~~~~~~~~~~            
(2星)	 十年前看应该会给4星的！~可惜现在拍出这样的影片就很糟糕的感觉了！~            
(4星)	 二年級的時候蛇妖打了好幾天中午才過關的小時候歷歷在目            
(5星)	 还记得那年半夜玩游戏在血池里走到迷路。还记得那年你给我唱的《六月的雨》。还记得那年的三人行。多少像仙剑的人设。我是林月如。总是比上不足比下有余的林月如。你说相爱不如相知。你说我们是朋友。很好的朋友。你说不离不弃莫失莫忘。你说吃到老玩到老。只是现在。这些。我都忘了。不要了。            
(5星)	 喜欢刘亦菲            
(4星)	 还是刚上初中的时候看呢。。。好感动            
(4星)	 极度讨厌刘亦菲演得灵儿 爱月如得永生！            
(5星)	 给我最初的感动            
(5星)	 挚爱灵儿，一见逍遥误终身……            
(4星)	 看到月如死的时候真是哭的稀里哗啦的，之后的部分全部都8*的快进跑完了。没有月如这戏一点意思都没有。唯一扣掉的一颗星是扣给刘亦菲的。虽然她在仙一里确实挺仙的，但是演技做作的实在接受无能~            
(4星)	 胡歌出道剧~  最萌的时候。。            
(4星)	 无与伦比的李逍遥，像场梦            
(NA)	 看到最后哭了很久            
(1星)	 和游戏无法相提并论            
(3星)	 整体非常好            
(4星)	 那个时候被胡歌迷的神魂颠倒，真觉得逍遥就是胡歌，胡歌就是逍遥。游戏中是比较喜欢灵儿的，但看电视剧的时候很爱月如。虽然那个时候特技什么的做的很假，阿奴这个角色也实在傻得可怜，但还是很爱看。            
(3星)	 以前跟着暂住我家的小孩看过一些，觉得一般般啊。            
(5星)	 必須5星啊！雖然劇情改的一塌糊塗            
(5星)	 最喜欢阿奴和唐钰小宝了~            
(5星)	 清。            
(4星)	 年轻过            
(1星)	 靠，有这么恶心的赵灵儿么。有这么白痴的阿奴吗。            
(5星)	 讨厌赵灵儿，非常，讨厌。            
(5星)	 最经典。最帅的胡歌、最美的灵儿、最可爱的阿奴、最憨实可爱的唐钰小宝…………            
(3星)	 聊胜于无吧            
(3星)	 李逍遥真爱的是林月如（游戏结局……），灵儿只能用来仰望，爱不起，完毕……            
(5星)	 仙剑一无法超越！            
(5星)	 无论如何，我得给5分。。            
(4星)	 我已没资格客观评价了 无法忘怀那段岁月            
(4星)	 租碟看的，很好看，而且还很感人。胡歌，刘亦菲，安以轩，彭于晏！            
(5星)	 我喜欢上的第三个大陆电视剧。。特现代感的古装剧也特牵动人心            
(3星)	 大学暑假打发时间居然给看完了            
(4星)	 故事主线和游戏中一致 改编的也挺好            
(5星)	 话说和印象中的人物还是很吻合的。。。            
(4星)	 当时还觉得很好看啊...结尾还是高中时候在南京看的...            
(4星)	 月如            
(5星)	 童年美好的回忆~            
(5星)	 好看！刘亦菲漂亮！胡歌帅！            
(3星)	 剧情都改SB了。            
(5星)	 无疑这是我长这么大最爱的电视剧。最干净最纯洁的爱，那段时光 挥之不去            
(4星)	 那会儿觉得还挺好看的。。现在想想也不知道哪儿好看。。用我爸的话说，都什么乱七八糟的，你能从那里学到什么？不如多看看新闻报纸！            
(4星)	 刘亦菲那时候好票娘·            
(4星)	 这个还是不错的            
(4星)	 高三还偷偷追得，暴露年龄了啊            
(4星)	 首部游戏改编            
(4星)	 原来我们已经这么老了~~看这片得时候还有互动点点吧，还有年轻的逍遥年轻的月如和灵儿，总觉得仙剑还是一最好看了            
(4星)	 胡歌就是爲了逍遙生的            
(4星)	 喜欢小七            
(1星)	 玷污经典。            
(4星)	 给你的爱一直很安静。            
(5星)	 看过蛮久的了            
(5星)	 永远的经典，不可复制。我在想，要是湖南卫视再想动这个电视剧，我就跟它拼了！            
(3星)	 喜歡林月如和阿奴            
(5星)	 月如...            
(3星)	 因为这部剧而喜欢胡歌。            
(3星)	 居然看刘亦菲看哭了。。。            
(4星)	 很好看。            
(2星)	 对于游戏党来说。。看完只能给这么个分了。一星给胡歌和片头曲            
(5星)	 永爱仙一 无可取代            
