http://movie.douban.com/subject/4294119/	婚姻保卫战
(3星)	 3.5星佟大为演戏真够烂的，这样都能红=.=            
(4星)	 背台词。。。。            
(4星)	 我就是想看黄磊...            
(5星)	 32集他们争吵的时候，我既然哭了。好像看到我眼前的一幕一幕。            
(4星)	 太成语，太戏剧，太奋斗～            
(3星)	 满眼特仑苏，汇源果汁，平安保险，丰田车，还有淘宝网，活生生的广告剧            
(4星)	 李梅and许小宁            
(5星)	 好看。            
(NA)	 片名就够让我纠结的了 囧            
(3星)	 黃老師那對兒演的不錯!!!            
(4星)	 刚开始吧，不觉得好，看着看着，仔细琢磨，还觉得不错。这里面的道理吧，值得思考一下。            
(4星)	 其实我无比的讨厌袁立            
(NA)	 请赐予我一枚徐小宁！！            
(5星)	 我就喜欢看这北京爷们的戏            
(5星)	 黄磊可爱死了！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 婚姻不容易啊            
(4星)	 婚后继续奋斗。            
(4星)	 几百年没看过国产电视剧了，中了这个招，还蛮好的。            
(3星)	 黄磊不错            
(1星)	 BTV 看的  看得晕晕乎乎              
(2星)	 你就不能少点说教啊，看的人头都大了            
(4星)	 看的时候还是让我思考了            
(4星)	 台词太过了。。。黄磊最有爱。            
(4星)	 黄磊老师太人才了            
(NA)	 挺搞笑的~            
(3星)	 赵宝刚你当婚姻是贫嘴辩论会啊            
(4星)	 从似水年华到家庭煮夫，依然黄磊，依然爱。            
(5星)	 比吵架，先比文化。            
(2星)	 弱呆了,全是成功人士            
(3星)	 围城外的人看热闹....            
(3星)	 台词说的好顺溜， 生活也应这样吗            
(4星)	 许小宁不错，郭洋就是奋斗的延续，老常不懂女人心，女主：兰心太强，梅子太拧            
(3星)	 包装精美 老少咸宜            
(4星)	 太迷混蛋陆涛，看到如此相似的郭洋，我又心神不宁了…… 所以我想吼，神啊！让我爱上一个许小宁吧…… 还有，我以后的儿子一定要像郭小洋一样可爱^^            
(3星)	 我整天就和着我娘看电视剧了            
(4星)	 这部剧是真的蛮不错...我是认真的！            
(5星)	 喜欢小宁，喜欢黄磊的角色，太可爱了            
(NA)	 应该成为 每个家庭的教科书/            
(4星)	 里面的几口子都蛮贫嘴的~~蛮逗的。            
(4星)	 看相声 不错            
(4星)	 奋斗&lt;2&gt;。            
(4星)	 黄大仙！            
(4星)	 堆砌的台词，加无数的广告植入。我只是来看台词的。            
(2星)	 特烦叨叨逼叨叨逼还自以为挺幽默的劲儿            
(3星)	 电视里看了。。哪有这么多人想得明白            
(4星)	 虎头蛇尾的结尾，不过喜欢许小宁这个角色，家庭煮夫，挺温馨的            
(4星)	 还是真刀真枪直指现实生活的，就是植入广告忒多了，一名煮夫给另一名煮夫演示怎么用淘宝....            
(4星)	 最喜欢许小宁            
(5星)	 有时候爱情最怕理性和自尊            
(5星)	 真心不错~            
(3星)	 太贫~            
(NA)	 黄磊你太可爱            
(NA)	 为何这玩意看得我直想跳入婚姻的火坑···-_- 唉，找个许小宁就嫁了吧···            
(4星)	 在家跟爹妈一起看的其实和我家情况很像            
(4星)	 黄磊确实演成精了            
(5星)	 经典的台词们            
(4星)	 黄磊演的真好。很惊悚得看到了自己生活中的死样。            
(3星)	 大结局            
(4星)	 喜欢杨丹的气场，太强大！            
(4星)	 为了我妈打这么高！            
(4星)	 我现在转向家庭伦理剧了 ╮(╯▽╰)╭我怎么了            
(4星)	 有點煩孟廣美.......= = 許小寧也太好了吧 好的很不真實......            
(4星)	 喜欢徐小宁。还唱别看我只是一只羊来着。            
(5星)	 我喜欢            
(NA)	 許小寧            
(4星)	 - - 就 就找徐小宁 90后女生都需要这样的             
(4星)	 娶个许晓宁回家~            
(NA)	 妈妈说要我以后找个许小宁嫁。我说这样的男人早就死光了。            
(4星)	 突然发现还蛮喜欢马伊琍的            
(NA)	 我是大陆剧 日剧 英剧美剧 统统兼收的人儿~真当累不死我            
(4星)	 虽然日常生活不日常，但是感情里的各种弯路都还是很生活的，某些地方看得人心酸啊            
(3星)	 结了婚的再看才有感触了吧            
(4星)	 我不喜欢张瑾，其实我挺喜欢杨丹和老袁这一对儿的。。。            
(3星)	 怎么都觉得李梅后来有点咄咄逼人            
(4星)	 基本都是话唠，不过看一帮帅哥美女在一起斗嘴挺有意思滴~            
(4星)	 黄磊和袁莉演得比较好,佟大为和马伊莉不行呀~~            
(3星)	 台词堆砌而成，但不得不承认，说的都是硬道理。            
(4星)	 太犀利了。            
(3星)	 这几天陪老妈看的，赞黄磊~~~            
(4星)	 没什么情节，几乎都是在看演员们耍嘴皮子。不过细细品味，其中还是包含着很多道理和现实。片子的风格还是非常的“赵宝刚”。喜欢许小宁~喜欢黄磊~            
(NA)	 家庭主妇杀时间            
(4星)	 赵宝刚是电视剧永远的经典。            
(4星)	 其实蛮好看的。            
(3星)	 中国目前更本没有达到这个中产阶级经济基础之后谈论男女权问题的阶段~            
(4星)	 婚姻经+男女平等，值得借鉴            
(4星)	 虽然真让我很喜欢，但还是太拖了。            
(4星)	 有些话真是越想越经典 爱死小宁那劲er了            
(4星)	 黄磊超可爱啊！马伊琍和佟大为的感觉有点像《奋斗》的续集            
(3星)	 至少比奋斗强多了            
(3星)	 前半部还行，后半部误无趣            
(NA)	 “喜欢美女，哪怕老点儿，喜欢帅哥，哪怕傻点，喜欢说笑，哪怕冷点儿，喜欢优质生活，哪怕胡编乱造点儿”            
(4星)	 挺有意思的，对初涉婚姻的人们，也有些教育意义            
(5星)	 我爱黄磊！            
(NA)	 我就是寂寞了            
(3星)	 马伊琍佟大为一对二货！            
(NA)	 历时半个月终于看完了 每天晚上十点准时窝沙发 时不时还有麻辣烫和爱心方便面             
(NA)	 许小宁多好            
(4星)	 还行～难得有一部国产剧让我老妈也能坐下来看。。            
(3星)	 闹闹腾腾~   唇枪舌战的看完了   总算~  婚姻真可怕~~~~··            
(4星)	 挺好看的，除了不太现实             
(3星)	 每个都能说会道，李梅一家的问题都自己整出来的，听得都烦            
(NA)	 许小宁太好。            
(4星)	 呵呵，创业难，守业更难.../ 也没去看字幕，是不是有做围巾的企业赞助啊，怎么不分季节，不分男女地总有人围着条围巾呢？            
(4星)	 ① 小洋灰常可爱、还有乐乐；② 张瑾是不折不扣一贱13；③小小有鼻炎。            
(NA)	 他们贫的真恶心，马伊利你敢跟家待着不出来装嫩吗            
(3星)	 就那麼回事兒吧，三星半。            
(5星)	 太好看了！！没电脑那会天天在家等着盼着看这个，电脑拿回来了我再重看一回！里面很多台词都很有道理，黄磊那个角色简直是我追求的终极目标。            
(NA)	 如果我能有李梅十分之一的理智，哼哼。            
(4星)	 结尾真和谐···            
(4星)	 看着玩呗            
(4星)	 台词挺逗            
(4星)	 有些地方值得学习            
(5星)	 看看也好。            
(NA)	 婚姻剧这码事，前面看着新鲜、热闹，看着看着就腻歪了。            
(3星)	 原来这个剧是这个名字啊……            
(NA)	 保卫婚姻             
(5星)	 一语中的，是我难于抉择            
(5星)	 台词真给力。            
(3星)	 人家曲终人散，他们是剧终一餐饭。大家检讨一下利弊得失，混得跟年终工作总结会议似的~~祝你们幸福 = =            
(4星)	 许小宁！！            
(4星)	 每天陪我妈跟着看也挺有趣滴。  她说：你以后就找个小宁这样的 哈哈哈            
(4星)	 因为黄磊，我多加了一星。他真是好老公的典型啊~            
(4星)	 看个热闹呗。。。            
(NA)	 宝刚叔叔真威武 拍啥火啥……            
(NA)	 许小宁你太有爱了！！！            
(1星)	 太矫情            
(4星)	 马伊琍行不行啊还是黄磊跟袁立演得好            
(3星)	 贫嘴            
(5星)	 生活有趣的生活，总是让我们充满希望。            
(3星)	 贫得好累.我喜欢李刚,叉妈喜欢许小宁.            
(4星)	 最后的Happy ending真窝心.虽然不能保证以后会没有小磕小碰,但是心得齐.真心喜欢李钢,徐小宁这两对.            
(4星)	 我，是，胡小宁~            
(3星)	 结局像大部分连续剧一样还算完满…只喜欢小洋和黄磊=.=            
(5星)	 好看，黄老师演的太好了！            
(5星)	 从第24集开始看的            
(4星)	 我又开始看国产家庭伦理剧了=。=            
(5星)	 最喜欢这种电视剧了!!!            
(5星)	 深刻探讨男人女人对于婚姻的态度，适合已婚妇女观摩            
(NA)	 上了方妈妈贼船于是就下不来了【我果然心里年龄35么？！抽打ING            
(4星)	 我要实现我的社会价值，所以我要家庭煮夫            
(4星)	 2010年底，郭洋太怂了，我要是李梅就抽丫的！最爱许小宁和兰心~            
(3星)	 讨厌讨厌讨厌讨厌            
(4星)	 蛮少看电视剧，这部还不错。            
(3星)	 深陷许小宁！            
(4星)	 妈呀 黄磊+袁立太有爱了~~剧中的小孩儿太萌了~~            
(4星)	 挺有意思            
(4星)	 看来看去觉着兰心一家是最幸福的啦!PS 爱死许小宁了~~~            
(4星)	 不用带上脑子就轻松愉快的电视剧我越来越喜欢了。这是个什么趋势            
(5星)	 仨家庭，个个有房有车人上人，虽然假，但这片儿是我喜欢的类型            
(5星)	 挺好看的，而且那个谁演的是做财务管理工作的，我妈看了就跟我说她终于明白我这专业是干嘛的了            
(5星)	 能让这么多观众死心塌地的一集集跟到最后还热情不减就不容易！徐晓宁你火了！！孟广美演的太烂了！！！宝刚同志啊，大家一无既往的支持你看好你啊！~~~            
(4星)	 好喜欢黄磊！要嫁就嫁许小宁！！！！            
(5星)	 以后老公身边一定得需要一个像许小宁这样的良师亦友。啊哈哈~            
(NA)	 挺能侃的             
(5星)	 喜欢许小宁~~~~~            
(4星)	 挺好玩的，这大贫嘴耍的。。。不过没啥耐心一集一集看啊，看见结尾是好的就成啦，成啦。            
(3星)	 黄磊可爱死了，三星全给他！！！马艳丽真是高啊，马伊琍往边上一站都没有了。什么孟X美，颧骨也太高了吧。袁立造型超级师奶.......            
(4星)	 挺逗乐一片儿！            
(4星)	 为嘛看玉观音还挺喜欢佟大为，能找个黄磊这样的老公真不错            
(4星)	 淘宝和平安保险也太赤裸裸了，相比之下蒙牛还是低调的。。。            
(2星)	 去掉马伊琍和佟大为，这剧就还能看看            
(4星)	 李刚是个宝啊            
(3星)	 我的黄老师哟~话说恍惚间我还觉得马伊琍和佟大为真是一对~汗            
(4星)	 别管现实不现实，赵宝刚最近这三部片子看的人舒坦，从来不像别的婚姻家庭剧那样 从老到小苦大仇深~~            
(3星)	 赵宝刚为毛就对婚姻登记处重修旧好这种戏码情有独钟呢？！！！             
(4星)	 就爱看小洋和乐乐装大人样            
(4星)	 我爱人妻            
(4星)	 因为某人，加一星            
(4星)	 黄磊神一样的演技            
(4星)	 许小宁太可爱啦            
(5星)	 夏琳夏琳，O(∩_∩)O哈哈~            
(4星)	 人物都挺喜欢。尤其是李梅、郭洋和许小宁、兰心这两对。孟广美这角色是个例外，如此这般的行为举止不让别人老婆恨之入骨都难，更别说私下那些没看见的呢。            
(4星)	 逗            
(5星)	 小宁~你忒可爱了~            
(4星)	 三位model就是在背台词啊。黄磊太逗乐了，对家庭对婚姻对两性对生活的探讨很足够，就有时候太正儿八经地探讨次数又过多，让人吃不消。            
(4星)	 台词儿太做作，多亏有了黄磊和刘金山。越看越觉得，许小宁才是真爷们儿。            
(5星)	 有乐子            
(4星)	 嫁人就要嫁徐小宁这样的！哈哈哈！兰心很幸福，还有超可爱的小公主乐乐！！！            
(4星)	 每个假期要找一部能全家一起看的剧很难，虽然你比手机差了点，但还是不错。            
(4星)	 这比奋斗好看多了            
(4星)	 就是冲着黄磊去的。。太喜欢许小宁了            
(4星)	 黄磊和袁立神啊~            
(4星)	 不错啊- -            
(3星)	 断断续续的看的.只觉得生活百态.他们玩太多,给人太假.磕瓜子瞎得比的时候看看还行.            
(3星)	 我好喜欢小洋 &gt; &lt;            
(4星)	 全方位多角度论证神圣婚姻的牢不可破性            
(3星)	 饿了？爸爸给你做苏格兰打卤面怎么样？            
(5星)	 建议已婚人士时常拿出来看一看            
(3星)	 吃饱了没事干的一群人。            
(4星)	 婚姻真恐怖啊。。            
(4星)	 全家围抱电视机，其乐融融:-D            
(5星)	 袁立演的真有意思，喜欢            
(NA)	 拖泥又带水            
(4星)	 看多了还是会有视觉疲劳。。台词太夸张了。。不过基本人物设定还算真实，至少比奋斗真实1颗星给黄老师，1颗星给小正太~            
(4星)	 怎么老觉着像奋斗续集呢 — —*            
(3星)	 恩，我放假在家看他们斗嘴            
(4星)	 黄磊。。捏一下！            
(3星)	 还是两个小孩子比较可爱            
(3星)	 一般般，唯一亮点是许小宁，唯一收获是改变了对马伊俐的成见和学会了怎么讨债            
(3星)	 典型的泡沫剧 无聊的时候看看还可以            
(NA)	 听说挺好看啊 我爸妈每天都看~            
(5星)	 赵宝刚的电视剧都不错            
(4星)	 赵宝刚终于有空抽身玩儿别的了。还是最喜欢奋斗over。            
(3星)	 建一个家千辛万苦，悔一个家一夜之间            
(3星)	 喜欢许小宁，这样的男人有大智慧。佟大为和马伊琍这对能不能不要再凑在一起了，看了就烦，太假了            
(5星)	 结果就是婚姻保卫成功- -            
(NA)	 走起来走起来！            
(4星)	 让我燃起了不想结婚的冲动，我真觉得我招架不住这些事。            
(NA)	 还没看的就别看了...             
(NA)	 看了介个剧之后我就像想当个和许小宁一样的主席~介剧不垃圾~还挺好看的~            
(3星)	 原来大家都是这个样子的！！！！            
(4星)	 有点话痨片嫌疑，植入广告挺严重的，但怎么着也比《奋斗》那种假模假式的片子强多了。我爱黄磊。            
(5星)	 我觉得很好啊。黄磊会成为大众情人的            
(NA)	 这片子很话痨            
(NA)	 基本上我只看黄老师的戏份=V=……小宁同志好样的！            
(5星)	 孟广美太主持范了…做作了点…喜欢黄磊，小小…虽然剧情越来越贫嘴…但是就是无理由痛快吖            
(4星)	 每天跟着电视频道看的感觉很不一样，哈哈            
(5星)	 最后那一幕，我联想到的是，辛苦清扫阿姨了~~~~~~~~~            
(4星)	 婚姻还真是纠结的可怕啊。            
(4星)	 奇怪，我怎么会开始喜欢看这种片子了？不是我风格啊。            
(NA)	 前面看着很带劲，越往后越觉得马伊琍和佟大为一场场的幼稚绕口令它听着怎么那么烦啊。            
(2星)	 佟大为那对演得真僵硬，总感觉是在背台词            
(3星)	 基本上是为了看黄磊            
(5星)	 有意思~            
(2星)	 为什么要生个孩子呢？因为大家彼此清楚，没有孩子，一切随时都将分崩离析。            
(3星)	 奋斗的姊妹篇...            
(5星)	 看完就圆满结束了暑假            
(5星)	 让我特别喜欢黄磊~徐小宁 每个女人都想要的~            
(4星)	 赵哥出品就是名言录！            
(5星)	 百忙中在家宅了三天看完了这出戏，继某小说后又一部让我深思的作品。还是那句话：且行且珍惜。            
(5星)	 我喜欢小洋，因为他跟某人小时候很像。            
(NA)	 真贫            
(3星)	 生活中哪有一个那么牙尖嘴利一个慢吞吞的，我觉得挺做作。王海莲姐姐如是说。            
(NA)	   活脱一已婚七年的奋斗，更多几份责任与追求。爱情从单单甜蜜的两人世界升级为填充温馨家庭的润滑剂！事业上追求的不单单是物质上的满足更是自我价值的实现与扩展！            
(5星)	 刚开始我就认为，我们不需要为了婚姻保鲜或维护而弄一份协议书出来，结局才知道原来我和导演想得一样，婚姻是责任，而不是协议            
(4星)	 够带劲！            
(3星)	 要不是黄老师，我才不看这部唠叨不完的剧！            
(4星)	 中国的家庭伦理片终于摆脱了婆媳关系，开始讨论夫妻关系了。不过据说婆婆后面要登场，且是Happy Ending。此类片吾首推克莱默夫妇。            
(5星)	 黄磊好可爱哦~~！！！            
(3星)	 人人想要个许小宁样的老公 男人压力大啊            
(2星)	 婚姻让人恐惧，台词让肉麻。            
(2星)	 佟马组合审美疲劳，演技丝毫没有进步，黄磊一张口一抬手，就把他俩比下去了。袁立我怎么看怎么像黄磊的妈。于娜也完全没有演技。那个胖子的女儿，说话太怪，一张嘴说话我就想抽她。            
(4星)	 徐小宁一家粉欢乐~            
(5星)	 喜欢黄磊，黄磊那一对明显演得好多了，马伊琍佟大为那一对简直就是奋斗的延续版~            
(2星)	 除了黄磊和演佟大为儿子的小正太，毫无看点。            
(4星)	 徐小宁！萌翻            
(4星)	 媲美新结婚时代，台词挺有意思的！            
(NA)	 谁的编剧，弄得这些华而不实的台词，听得我只想呕吐~~~~~~~~            
(4星)	 支持在学校看到就让我精神振奋的曾泳醍大美妞！！！！！！！            
(NA)	 没意思            
(4星)	 台词bla bla bla的，好能熏陶啊 比如颐指气使            
(3星)	 好几年都没有看过国产电视剧了，这一部还不错，尽管后程有些拖拉。台词刚开始还觉得写得挺好，后面每个人似乎都同一腔调有些囧。            
(4星)	 台词说的不生活可是很有意思。黄磊就是生活主妇的形象。马伊琍还是短发适合他。            
(3星)	 延续了赵宝刚导演一贯的风格：片儿的取景什么的都还不错，但台词实在是有种声嘶力竭的上纲上线，尤其是让佟大为演的像是奋斗的续集。倒是很喜欢黄老师的表演~            
(3星)	 有些地方还是很作。            
(3星)	 我的婚姻谁奋斗            
(3星)	 一个抱怨老公不够温柔体贴顾家，一个抱怨老公没本事。两个其实想要的是对方那类的男人。商场的情景都很假，话也很贫，女商人张瑾缺心眼儿要命，并且女的控制欲都太强。虽然我也要强，但对这样的女权主义者很反感，真到了社会上哪有这么顺风顺水的呢            
(4星)	 我们就一路跟着赵宝刚踏进生活里……            
(3星)	 学习学习            
(4星)	 作为已婚人士，一些情节还是能引起共鸣滴:P 但是拍得太啰嗦了，10集之后我基本以X4速度快进。黄磊演得好，不愧是电影学院老师。            
(5星)	 又是一部教育片            
(3星)	 基本是靠对白支撑            
(NA)	 就看了一集。最深刻的感受就是，女人根本不该和男人结婚。只有女人和女人一起，男人和男人一起，才和谐。            
(NA)	 有一点做作            
(3星)	 佟马二人怎么感觉有点僵硬啦？说话跟背书一样。减一星。            
(4星)	 基本满分，我什么都不看，看的就是你们的语速~~~~            
(NA)	 嫁人就嫁许小宁            
(NA)	 想看黄磊            
(4星)	 happy ending~看T&amp;M完全像在看陆涛和夏琳的婚后七年的生活。。。喜欢黄磊和袁立那对 太逗了！小洋很可爱 前途不可限量啊！孟广美怎么看 怎么叫个不舒服啊！            
(NA)	 我妈说我那床和袁立的床是一样的            
(4星)	 搞笑剧，老妈鉴定···            
(NA)	 有点儿感悟            
(4星)	 做许小宁也不错            
(4星)	 我就喜欢看他们说话 = =            
(4星)	 袁立赞黄磊赞。            
(4星)	 我就喜欢贫嘴            
(5星)	 黄磊太可爱了            
(4星)	 感觉像奋斗的成熟升级版。婚姻就是一场男人和女人争夺话语权、经济权、掌控权的战争。男人为什么比我们女人活得快乐潇洒?不就是因为处理问题快刀斩乱麻，果断冷酷，心狠手辣么?我打算向男人学习，多点理智、少点感情!            
(4星)	 还挺有意思的            
(5星)	 很得我心~~            
(NA)	 我最近好爱国产电视剧            
(5星)	 一个字：赞！两个字：超赞；五个字：我爱赵宝刚！            
(4星)	 几个熟女一台戏。            
(NA)	 黄老师太可爱了！            
(5星)	 好看！！！！！！            
(3星)	 这片真是太罗嗦了。            
(4星)	 黄磊演的小男人是在太可爱了~可以说这部戏真是透着浓重的赵式风格，佟大为和马伊琍的台词实在是- -好雷好累啊，难怪佟大为同学要提前1月去背台词！            
(4星)	 简单的事儿轮到越爱的人就越复杂，别因为爱而开始胡搅蛮缠和过于理智。说白了，大伙儿希望的还是安稳的长久，别的全是插曲。            
(5星)	 无敌赵宝刚....可爱黄磊....群体拌嘴抬杠瞄着太爽了...            
(4星)	 这都是将来我们要面临的吧.            
(3星)	 真烦            
(4星)	 国产电视剧 2010             
(4星)	 最后怎么还来个污染环境行为            
(3星)	 如今，这种套路的电视剧是不是多了点儿？            
(5星)	 赵导的又一部大作，剧本写得挺有意思~            
(4星)	 我不喜欢小小            
(3星)	 三颗星是看在黄磊的面子上啊~某两人我实在是觉得太腻味了            
(5星)	 哈,我喜欢许小宁            
(1星)	 令人烦躁的台词            
(3星)	 最喜爱许小宁            
(4星)	 闲来看看当然不错，女人撑女人男人撑男人，没什么争论的意义。不过那个不入流的却永远觉得自己在主流，何苦呢。自尊自爱和自信，慢慢回味哇。            
(4星)	 我沉迷于看佟大為和馬伊利吵架            
(4星)	 完了，我爱上生活片了！就是喜欢那调调......准点收看......            
(4星)	 雷剧满天的时候 终于看到部正常的片子 而且还不错            
(NA)	 折射出自己的缺点            
(5星)	 真好看呀真好看            
(5星)	 我在考虑这部戏是否男女双方之间存在着过多的偏激，只是阐述了中国现代婚姻的种种现象特征，那实质呢?作为女人，我不提倡实现自我价值的方式用钱来衡量，只要收入足够生活，用更多的时间来实现自我的精神价值，不矫揉造作，真诚便可。物质与精神其实没有太多的矛盾，更多的陷阱存在于不自律的诱惑。            
(3星)	 你推荐我的 可惜我只看了10集就看不下了            
(4星)	 我喜欢徐小宁。。。。。            
(4星)	 生命不息 战斗不止今年看过最好的一部电视剧            
(3星)	 基本上可以想象成陆涛和夏琳结婚后的生活。女权男权主义一直占据着主线。语言风趣幽默，不过贫得倒让人感觉不真实了。还有那孟广美能下去不？.......            
(3星)	 没看完已经看不下去了            
(3星)	 是可以娱乐一下的消遣剧目。当磨叽了点，台词做作，修饰过头了点。            
(4星)	 宅在家的一大收获哇            
(4星)	 家居不错。黄磊演的最好。            
(4星)	 两口子吵吵架还蛮有意思的            
(2星)	 人们爱看是因为他不真实。想探索点真东西却甩不开华而不实的虚荣心！            
(3星)	 我最喜欢黄磊了~~            
(3星)	 还没结婚 婚姻保卫战什么的最讨厌了实在是看不下去了            
(5星)	 黄磊黄磊黄磊～            
(5星)	 没比奋斗差~~这一个个京片子看得我真过瘾~~常小小这角儿，看走眼的以为是李小冉~~~~~看一半才知道原来是一小李小冉。            
(5星)	 黄磊好可爱            
(NA)	 回忆我们当年一群男人围一台电脑看奋斗= =             
(4星)	 看到后来其实觉得蛮无聊的，一直都是为那点事情吵吵吵的。结局也太电视剧化            
(4星)	 分工合作 不管家庭是主妇还是煮夫            
(NA)	 许小宁真是好男人            
(NA)	 有点乱七八糟- -盘看的太狠了            
(3星)	 结尾软绵无力呀            
(5星)	 老常演的好~~！小宁也不错~~~            
(4星)	 词儿特逗，好看好看！            
(NA)	 这下专心看都铎王朝了。。            
(4星)	 黄磊太可爱了~~~            
(4星)	 有木有结过婚的人 告诉我 这个是脱离实际吧？            
(4星)	 最后这一行为太不环保了。。兰大媳妇太有爱了 袁立的演技真好 别的不想说了 以后要和老公一起看。。让暴风雨来得更猛烈些吧。。。            
(4星)	 黄磊演的真好啊，绝对是他演的最好的一部戏了，大爱，其他人都被比下去了呐            
(4星)	 哈哈哈 第30集讲婚外恋太精辟了！            
(4星)	 黄磊            
(4星)	 黄磊靠谱~很不容易~            
(3星)	 越看越不真实            
(4星)	 徐小宁是有多可爱吖。            
(3星)	 黄磊有意思啊~            
(4星)	 依然觉得小马很矫情，也许是每次赵宝刚给她的角色定位都是这样，&#34;努力寻求自身价值的女性&#34;。还是黄老师可爱。 ——PS：RK EP38            
(2星)	 赵宝刚不行了。。弃看。。            
(4星)	 哎呦，还不错哦～            
(3星)	 黄磊太可爱了···            
(3星)	 话太多。            
(NA)	 我真的太讨厌孟广美了！！！            
(4星)	 就看黄老师，其余的忽略            
(4星)	 你忙你忙喜欢黄磊的角色，能屈能伸大丈夫，顶天立地            
(4星)	 还原生活本来的面目，也许并不一定都是美好的，但是心若在，相信幸福，坚守，就一定会看到。关键是，你得知道，什么样的生活才是你真正想要的幸福。            
(NA)	 是小宁的表现让我妈咪心态很不平衡            
(3星)	 假            
(4星)	 不错的电视剧。            
(5星)	 嫁人就嫁许小宁o(╯□╰)o            
(2星)	 看着佟大为和马伊俐就像是还在看奋斗            
(4星)	 演员们都很好，唯一让我比较别扭的就是语言问题。戏里本应是南方来的吴侬软语的李刚操着一口地道的京腔，而北京的几位（比如兰心）却有着南方口音……            
(3星)	 台词多得不像演戏，像演讲            
(4星)	 郭洋亚偷情时，许小宁对郭洋说的一段话，说得挺好的~~&#34;人，难免遇到诱惑的时候，眼花缭乱，意乱情迷。得承认我们很贪婪，有了爱情不够，还要激情，我们不安于那种心静如水的生活，老想折腾出点浪花，证明自己还沸腾。但任何的激情四射，最后都是归于波澜不兴。婚姻的实质就是平平淡淡，”            
(3星)	 即将到来的是许小宁时代~奋斗式的幽默到了婚姻保卫战已经完全沦落成了单纯的耍嘴皮子~            
(4星)	 其实没全看完，喜欢许小宁            
(4星)	 就质量一样很赵宝刚，可以说赵宝刚的电视我每一部都很满意。时光如梭呀，袁莉当年在《永不瞑目》中饰演的欧阳兰兰还多么的年轻鲜活，现在的兰心已完全中年妇女，一样陆毅也由当年的青春少年到现在的为人父，而我已由当初的初一小P孩变成现在朝8晚6每天挤公车上班的上班一族。            
(NA)	 嘿嘿嘿  我爱看~            
(4星)	 小宁 老爷们            
(3星)	 生活不易啊 看看就行 我不喜欢HE S06里的那件粉色礼服 呵呵            
(4星)	 台词很有爱。            
(4星)	 这是相声大赛~            
(5星)	 神呐 赐我个许小宁和郭小洋吧!!!!!!!            
(3星)	 台词蛋疼到不行。            
(NA)	 被各种广告烦死             
(4星)	 可爱的黄磊            
(3星)	 光耍贫嘴了…整个一相声电视剧 耍台词 无聊时可以看看            
(4星)	 终于看完了            
(NA)	 讨厌佟大为啊。。。。看不看好呢            
(NA)	 哈，这些个号称精英的80后吖~~~~~ ：P 何时是个足啊？同学们~~要几子登科才是个头啊，呵呵  基本回归主流，哈哈~            
(4星)	 小杨很可爱            
(3星)	 烦死佟大为了。。。演什么都一个味儿。。。            
(3星)	 喜欢许小宁            
(5星)	 给力。不过后面有些乏味。            
(3星)	 话痨电视剧            
(3星)	 磨蹭磨蹭终于看完了            
(4星)	 黄磊的参演与表现让我对这片子的好感度陡增。            
(4星)	 还是喜欢奋斗            
(5星)	 赞赞赞            
(4星)	 我爱许小宁！我爱黄磊！！！！！！！！！宝爷你得每年都拍一剧让我这么乐呵啊            
(4星)	 延续着奋斗的那种贫            
(5星)	 哈哈喜欢袁立黄磊这对，戏份少了点儿            
(NA)	 跟着我妈就看起鸟家庭剧。。            
(3星)	 台词虽然不生活，但是很经典            
(4星)	 跟着妈在看~还真有点意思            
(4星)	 三星 徐小宁+1            
(3星)	 首都人民太富裕了-_____-我是看黄磊去的蜡！             
(4星)	 这年头还有这么和谐的邻里关系么            
(NA)	 好看            
(3星)	 抬杠，抬杠            
(3星)	 贫成马列            
(4星)	 许小宁和小洋洋就是这个剧的大亮点。            
(3星)	 黄老师还是很可爱DI 囧 去拍韩剧绝对有潜力 OTL 不喜欢《奋斗》，所以对这部电视剧里接连不断的对白有点反感……剧情的发展果然很苍白 -- 真吹！PS 上海台、浙江台和云南台一起放，这算神马！！囧            
(5星)	 每晚两集，几个台换着看···除了于娜依旧很碍我的眼。昨晚逛街回家已经剧终了~于是今天补看···看完捏。            
(5星)	 怎么就那么想抽孟广美那角色呢。。。            
(4星)	 瞎折腾            
(3星)	 黄磊是看这部戏的原因            
(4星)	 看着这很有生活气息的桥段，很贫的对话，很放松，就这样够了            
(5星)	 赵宝钢式贫嘴，也没什么大毛病可挑            
(4星)	 对整部片子的好感就毁在了结局最后一个镜头 虽然是做戏 能不能别乱扔东西？            
(NA)	 我爱三个男主角            
(NA)	 夏日陪伴家人的良品            
(5星)	 喜欢的导演和演员，有滋味的小日子            
(4星)	 今天结局。中间看到一半 突然就不想看了。。然后就接着结局了            
(4星)	 剧情轻度狗血 轻微脱离现实 三星 加一星给京范儿和华丽的词藻还有可爱的小洋            
(5星)	 婚姻是门课堂啊。   台词巨经典            
(5星)	 张谨这个狐狸精最后还真感人            
(5星)	 每次看到郭洋和小洋一样的发型就觉得特和谐            
(NA)	 情绪~情绪!            
(3星)	 剧终最后撕协议从窗户漫天撒出去，有没有公德心啊            
(4星)	 每個人物個性鮮明。演員選得超級好！禦姐馬豔麗以前很喜歡。倆小孩兒超級可愛。當然 最愛的還是黃老師！主夫當得超級有品！            
