http://movie.douban.com/subject/1395471/	实习医生格蕾 Grey's Anatomy
(5星)	 我的外科医生梦想            
(5星)	 life is grey            
(4星)	 有很多医学知识，虽然剧情冗长，不过学到了些，还蛮好            
(NA)	 感情丰富,生老病死            
(5星)	 对生活的Anatomy，每一集都会带来深深的思考，成长、压力、冲突、情感、责任……            
(5星)	 不错啊，O(∩_∩)O哈哈~            
(5星)	 All these years            
(5星)	 花了一寒假补看的..            
(5星)	 让人欲罢不能的美剧，好看            
(NA)	 看了第一到第三季， 越来越看不下去了。 我可能对这种拖沓的美剧，没太多耐性，从来没有完整跟踪过一个。 短小精悍的戏剧才是我的最爱。            
(5星)	 如果生在美国，肯定当anatomy了            
(3星)	 已弃            
(4星)	 走进阿妈的内心世界。            
(5星)	 和PB是我最喜欢的两部美剧很喜欢MEREDITH GREY的自由不过她总要承受那么多~            
(4星)	 看了三季            
(NA)	 Move on, Meredith.            
(5星)	 偶尔让人绝望，但仍然一直被吸引着。其中第二季是我看过最好的美剧。            
(NA)	 后来的。。。不看了            
(5星)	 .            
(5星)	 美剧最爱。            
(NA)	 不得不看的医务剧            
(5星)	 额,人的关系比手术复杂多~            
(5星)	 好看，他们的故事，让我暂时忘了自己的生活和痛苦            
(4星)	 四星半。            
(5星)	 超喜欢            
(4星)	 一季不如一季，推荐就看前两季吧，顶多看完三季            
(5星)	 de 2006            
(4星)	 医务剧我是喜欢的，只是不喜欢混乱的人物关系而已，第一季看完以后和寻人密探一样放弃了            
(5星)	 自从实习结束 热情急速冷却            
(5星)	 好看！            
(5星)	 一个人在家把前面3个季度都看完了～～偶尔这样与世隔绝的生活  爽             
(4星)	 my doctor            
(NA)	 绝对的经典，要反复地看啊            
(NA)	 好看但到后面有点雷同了            
(NA)	 越写越烂 其中最出彩的当属christina 完全不明白steven怎么的得奖 又怎么变成了当下的新晋女星。。。            
(3星)	 越来越趋于杂交show            
(5星)	 第四季看完，算是团圆结局            
(5星)	 好看，医生的事业及感情            
(5星)	 第一二季不错的，可惜现在。。。            
(3星)	 24小时超负荷的值班生活，也太充实了吧。。。            
(4星)	 好久以前在电视上看过，不系统，可是每次都觉得有意思。            
(3星)	 看了三季            
(5星)	 08年2月开始看吧            
(5星)	 改变了很多的我            
(5星)	 超爱！！            
(5星)	 非常不错，继续关注            
(5星)	 还不错            
(4星)	 Lost in Season 4.            
(5星)	 Grey的人生有很多耐人尋味的真理..我依然十分想念burke            
(4星)	 可惜没有我的Mr. Hot            
(NA)	 有启发性的            
(NA)	 我们去美国吧~~~~~            
(5星)	 新一轮的迷恋.            
(4星)	 推荐。非常好看。励志。            
(4星)	 哦 Gray 这么个姑娘可跟我真像～             
(4星)	 不知道能演几季，第一二季真好看，后面的有点瞎扯了            
(4星)	 还算专业的医务剧            
(5星)	 推荐            
(5星)	 在一切开始混乱之前，立马结束            
(NA)	 life is like that，maybe            
(4星)	 已经把我的魔爪伸向医务题材的美剧，我从第４季开始看的，然后直接去ＢＴ下了前三季，剧情类的．就是他们之间的情感纠葛实在太墨迹！            
(NA)	 Pick me, choose me, love me            
(4星)	 总的来说，还是不错的~~嘿嘿            
(3星)	 第一季好看，第二季可看，第三季乱看，第四季......            
(5星)	 每次看到结尾都有感悟的一部剧。            
(3星)	 第一季还不错，第二季就开始无聊了！            
(5星)	 爱死这部美剧了，喜欢里面的每个人，Meredith Grey,Izzie,Cristainia,George,Alex,Burke,Bailey,Shepred,Richard,甚至那些病人，发生在这个医院里的爱情、友情、亲情，一个浓缩版的社会、人生，在这里，见证死亡、出生，欢呼、庆幸、挣扎、感动、理解、成长，一切的一切。。。  在他们身上，学到很多，感受很多，活得自信、漂亮、果断、幽默、聪明、善良、不拘小节、潇洒。。。            
(5星)	 因为温情，所以喜欢            
(4星)	 关注第四季中．．．．．．            
(5星)	 最近超喜欢医生剧～            
(5星)	 看那图~貌似是第一季的~所以选了“我看过”~因为第四季我们现在还在没个星期等一集的看~呵呵~这是很值得这么做的一个剧集~很好看啊~有些时候有些很感人的病例都会让有人想哭冲动~剧情紧凑~每一集有都有个有意义的主题~呵呵~强烈推荐~！            
(5星)	 多角关系太复杂。burke是永远的痛呐。            
(NA)	 挂了            
(4星)	 罢工后的好看很多，洗完编剧再接再厉啊~~            
(4星)	 不错的医务剧集            
(3星)	 总觉得有点性乱交的剧情...总是这帮人互相上床，有些恶心！至于医学剧情还好！            
(4星)	 yang,我的偶像，要是能成为像她那样的医生就好了            
(5星)	 Denny,Denny!            
(5星)	 Grey 、Yang、Izzie、Burke …………            
(4星)	 看了两季            
(5星)	 很多人说不好看  却是自己最喜欢会重复看的一部美剧  看的时候居然还有感动的时候            
(5星)	 于细微处见真情!            
(5星)	 great show!            
(3星)	 除了每集结尾的那几句 丫 好在哪            
(4星)	 四季结束 再等。。。            
(NA)	 永远的追捧            
(5星)	 最爱DR.BURKE            
(4星)	 第一季看完了，继续追第二季吧，因为那个结局有点让人期待。--20070919//开始看，还不错 --20070908//NULL            
(5星)	 很煽情吗？思索ing            
(4星)	 grey :&gt;            
(4星)	 Burke and Christina!            
(5星)	 I Love you all！！！            
(5星)	 超稀饭，期待下一季            
(5星)	 赞!!!!!! 好到不行的drama!!!!            
(5星)	 罢工什么时候结束啊.....            
(5星)	 支持编剧罢工~~            
(5星)	 damn i lov it!            
(5星)	 GOOD            
(5星)	 只看了第一季.接着看2/3~            
(4星)	 真好看呀            
(4星)	 轻松愉快            
(5星)	 集美剧之大成，最好的美剧。一集一首动人之歌。            
(NA)	 姐姐脑子转不过来            
(5星)	 -S7            
(4星)	 如果真是这样,我去医院就是去自杀!            
(NA)	 还不错            
(NA)	 第一季太好看了            
(4星)	 期待秋季～～            
(5星)	 最爱的美剧 让人着迷的对白            
(4星)	 anything but ordinary            
(4星)	 喜欢看美国医院的故事            
(NA)	 ironically, the most important role - grey - is the least characteristic and most disgusting person in it.            
(3星)	 越来越离奇了...             
(4星)	 对cristina喜怒参半            
(NA)	 感性的剧集，没想到。人转瞬的复杂，没想到。            
(NA)	 不知道怎么的 就是看不下去            
(4星)	 挺不错的！            
(4星)	 christina yang.......            
(5星)	 到处听说不错因此想知道到底有多不错……看了之后发现的确不错            
(4星)	 第二季比较精彩，第三季开始拖沓，专注感情纠纷            
(5星)	 精神粮食            
(3星)	 只看过第一季，一般一般～            
(5星)	 Oh my burke~            
(5星)	 感动            
(5星)	 靠...Izzie和O`malley@?@?            
(NA)	 s01-02 凑合 不是我喜欢的类型            
(NA)	 喜欢极了~~第二季让我感动得哭了好多次            
(5星)	 最爱izzie            
(NA)	 超喜欢，编剧的伟大力量啊～～～            
(5星)	 either a person has what it takes to play, or they don&#39;t.             
(5星)	 my favourite            
(4星)	 比预想中的差了点，还是更喜欢House~~            
(5星)	 走的是温情路线，个人最喜欢S3            
(5星)	 我的加油站            
(5星)	 很好看！！！可是第四季开始就没有兴趣再追了。搞得像言情剧一样。            
(4星)	 难得，生活感悟            
(3星)	 只看了season1            
(4星)	 Done with it now.            
(5星)	 I&#39;m LOVING it~~~            
(5星)	 you need boundaries, between you and the rest of the world——格蕾语录            
(5星)	 第一次尝试看医院题材的,很不错,刚看了几集就抹眼泪,涉及生命的总是让人有感触,还有friends风范,总之会追的.            
(4星)	 瞒正常的医务剧，一帮医生搞搞男女关系，感悟感悟人生，不过不大喜欢女主角grey，其他人到不错，比较喜欢那个黑人Burke，挺灵的男人            
(NA)	 感觉第一二部比较好看，第三部到现在为止感觉没有以前好            
(5星)	 I am in love with it.            
(4星)	 light and fun            
(4星)	 推荐，老美老是写医生的干活            
(5星)	 因为有一份同样需要付出一切、每天紧张如同作战的工作所以特别感同身受。可以真切地感受外科医生这个行当，看完让你感觉再严重的问题都能用手术解决，同时对于可能落在中国医生手中更加充满恐惧：）            
(4星)	 George最高！            
(4星)	 第三季劇情回落，水準下降。第四季劇情繼續回落，但結局挽回不少分數。            
(5星)	 上瘾了，恶补中.            
(5星)	 我 爱乔治 和 史蒂文斯            
(5星)	 最爱看医疗剧            
(NA)	 没有burke 我不看了。哼            
(3星)	 圣母琼瑶劈腿剧            
(5星)	 还行吧，医生可以多看看，学习专业术语            
(4星)	 格蕾远远没有克里斯蒂娜演得好，无非是那张美国面孔比较讨好。            
(4星)	 只推荐看前3季，喜欢里面的克里斯丁娜。杨，虽然有点功利的一个女人，却很真实            
(5星)	 最喜欢Izzie,和Dr,Burker            
(5星)	 非常喜欢这种小励志的电视剧，已经跟了4年了。不过最新一集里格蕾的梦做的太分裂了也，哈哈！            
(3星)	 只看了三部，就评一个吧，开始看觉得还不错的（题材），可是后来这女主的爱情就越看越烦，被小三变小三变同事变情人变同事，有完没完啊！！！弃掉好了            
(5星)	 挺好的~~~            
(3星)	 旁白太烦人，格蕾和那男人的事磨磨唧唧的烦人！            
(NA)	 弃            
(4星)	 我喜欢女主的神经质            
(5星)	 合本宫口味~            
(5星)	 很好看            
(3星)	 看到第五季吧，弃了            
(5星)	 最近喜欢的不得了，我想去美国当医生呢            
(NA)	None
(5星)	 好吧，插曲抓耳，黑人亮眼，让人爱上医生。            
(NA)	 一直在看，喜欢Alex。            
(NA)	 我很讨厌格蕾。            
(5星)	 推荐推荐 现在出到第八季~            
(5星)	 已经第八季了~~            
(5星)	 最爱的剧 没有之一            
(5星)	 just like the diary~            
(4星)	 第一感觉没有 TBBT 好看。全是 Moral Dilemma.....            
(4星)	 从第一季追到第八季，感觉每个人物都很饱满，剧情说不上有多吸引人，但是每集看完都有种安心的感觉，会是一部一直追下去的美剧            
(5星)	 无心插柳柳成荫            
(4星)	 姐姐很愛的美劇，我只看了一季，拍的感覺還不錯，就是人物關係太混亂，我也沒有啥喜歡的角色，但不可否認這個是國民醫務劇了            
(NA)	 job            
(5星)	 嗯            
(3星)	 不喜欢格蕾             
(4星)	 喜欢这样子的剧，感情、医术交织的生活。            
(4星)	 很好看的美剧。            
(5星)	 亲爱的，我看完了第一季。。。除了那么多有点的点之外，一个重要的点是还是好好爱惜身体，别上手术台的好。。。            
(5星)	 第一季还是很好看的！            
(5星)	 最爱的美剧，没有之一            
(4星)	 我对African American的迷恋要到何时才能停止啊~~~            
(5星)	 淫乱我也喜欢。。。小编一边骂里面韩国女人巨丑，一边忍不住一看再看            
(4星)	 格雷这种五好青年还是白富美，让我们情何以堪？            
(NA)	 各方面都很不错，但是我没看完            
(5星)	 一个朋友推荐的,现在已经不联系了,可他推荐的剧追到现在~            
(4星)	 wonderful！            
(4星)	 温馨的赶脚            
(5星)	 我也想要個會發光的腎            
(5星)	 看多了kill and fuck 这个很温情。。。            
(4星)	 可喜欢吴珊卓了            
(4星)	 还不错 挺喜欢女猪脚沙哑的嗓音            
(3星)	None
(5星)	 从格雷开始喜欢看医务剧,尽管经常各种不敢看,还是从05年追到了现在,时间真不禁过,原来以为只有friends能熬过10年,谁承想再过3年格雷也10年了.             
(5星)	 一部发人省醒的好剧。            
(5星)	 很久了呢，第七年了，依旧追下去            
(NA)	 很少有美剧能坚持这么久不减色            
(4星)	 前几集很不错，太多了，慢慢消化中。            
(4星)	 S1-4            
(5星)	 最喜欢配乐~            
(5星)	 曾经一口气看了两季，好看。但没有追的欲望。医疗剧啊。。            
(5星)	 在任何职业世界里，只有尽力争取才有机会。爱情也是。            
(5星)	 我最喜欢的美剧之一。            
(3星)	 看完了第一季，我要弃剧了。囧            
(NA)	 Grey真烦哟=  =~~Derek也不是啥好人~totally天生一对! You guys deserve each other! =..=当第一季的时候我觉得Alex跟Izzie好配好配~~结果怎么没看准=   =~~            
(4星)	 第一季看完了米？我还是不喜欢美剧的各种尺度，虽然这剧应该很平淡了。。            
(5星)	 如果当年看的是豪斯医生和格蕾，而不是经济学原理，没准大学专业就学医了~            
(5星)	 还念.            
(5星)	 尽管你们琐碎平常，你们乱七八糟，但每个人都是鲜明的存在，真实的生活。六年八季，给我带来了无尽的感动。最喜欢的美剧，没有之一。            
(5星)	 好喜欢～            
(3星)	 不知道自己怎么坚持到了第7季            
(2星)	 连续看了一季，实在爱不起来，就算为了剧情发展，也不能让医生们举着手术刀还相互攻击得风声水起吧，叫人每次揪心于这帮不靠谱的医生会如何毁了这台手术。明天还是转看生活大爆炸吧。            
(3星)	 o`malley ,burke             
(4星)	 拍摄很真实。。ps:沿承了美剧的一贯特点，滚床单            
(NA)	 每一集的开头和结尾都耐人寻味~            
(4星)	 乱            
(4星)	 虽然剧情有的时候很狗血，但是我发自内心的喜欢Cristina Yang~            
(5星)	 我居然喜欢Christina！！PS：Darek是理想型            
(5星)	None
(4星)	 很神奇的八卦医生们            
(5星)	 节奏很紧凑，题材也很有意思，好看            
(5星)	 紧凑 感情戏细腻 一不小心就更完了            
(5星)	 这美剧看着不错，一下午第一季看完了。            
(NA)	 最后我终于觉悟了 女主其实是琼瑶剧穿越过来的            
(5星)	 Nazi好可爱好搞笑！她的口音好带感！Burke好帅好MAN！George很可爱！Izzie也很喜欢！就是不喜欢女主和男主啊。。其他都不错。。看了的感觉就是医院都很不靠谱。。好多007            
(5星)	 太喜欢了，人性的坚强与脆弱～～            
(5星)	 他播几季我就看几季的好剧。            
(5星)	 学医的必看.            
(5星)	 很美好很励志            
(5星)	 很喜欢，觉得比house好看很多呢            
(5星)	 对女主无感            
(5星)	 一直在追的剧，剧情很虐，但依旧感动。            
(5星)	 很治愈的剧 大爱            
(5星)	 不一样的医疗剧            
(5星)	 又在考试前一天看了一季美剧- -            
(5星)	 里面有一集讲一个女孩为了得到母亲的称赞 去墨西哥做胃分流手术 要瘦要漂亮 结果非法手术出问题了 妈妈在旁边还一直念叨自己女儿不够好 其实越长大越发现 后来是父母需要我们的肯定 这是我回家的第一个感受 我好喜欢柏克            
(5星)	 太好看了，可以和SATS拚了！我爱的DENNY大叔，你肿么可以死。。。还是演过守望者的不羁性感男啊，爱死了！！            
(4星)	 看了之后  觉得当个医生也很帅            
(4星)	 好片可惜不是我的菜            
(4星)	 巨讨厌女主！喜欢cristina和她黑人男友            
(4星)	 人物关系太乱，不喜欢男女主角，配角最高！            
(4星)	 这个是医学生必备吧            
(5星)	 美好的开始,也就那么一个开始            
(5星)	 冲着音乐看了两集 又没耐心继续了            
(5星)	 很感人的剧，常常被戳中泪点。。。。。            
(5星)	 生活中不能被替代的一部分！            
(5星)	 从第一季到现在的第八季    看的很欢    德瑞克在电梯向格蕾求婚很棒   艾利克斯和伊兹结婚那段很棒            
(5星)	 大爱。。。            
(4星)	 两遍            
(4星)	 平价的到位！            
(5星)	 个性鲜明的人物，医学科普片            
(5星)	 很好看，一口气看完一季。女主角笑起来很梅格,也爱Derek啦。他们很热爱自己的职业和热爱的状态很感染人。            
(NA)	 看了四季，作罢，主角没一个喜欢的，尤其是格蕾，佩服这个编剧。            
(4星)	 不喜欢里面的韩国大妈            
(5星)	 我喜欢Christina            
(4星)	 推荐前四季            
(NA)	 George&amp;Izzie            
(3星)	 看过一季就不再看咯，套路差不多都那样            
(4星)	 很爱            
(5星)	 第一季总是那么的经典，了解医师的一个非常好的剧集            
(5星)	 好好看！！！人家最喜欢看医生沾边的了~什么小说电影电视剧什么的~医生好神奇的说！            
(NA)	 超级好看啊！！！！            
(4星)	 好看~            
(4星)	None
(NA)	 看的我太紧张了，太有压力感了，不过到后来就没意思了。            
(5星)	 这剧才是我永远的挚爱            
(4星)	 後面就開始亂搞了            
(5星)	 告诉你该怎么形容你的人生，但依然不给你答案，we&#39;re be choces by myself.看多了就烦了，我们总想有人告诉我们自己该怎么办，不管我们是不是早就知道那就是奢望罢了。            
(4星)	 还不错            
(4星)	None
(NA)	 ER之后的最大安慰            
(3星)	 最喜欢christina和那个黑人医生的戏份。。其他的。。太乱了。。            
(5星)	 喜欢男猪，中年大叔的魅力            
(4星)	 很轻松很搞笑还不乏深度的片子。2011.12.29            
(NA)	 在家里电视上点播的，没全看完第一季。女主角不错。            
(5星)	 我当初为什么要弃啊，明明很好看呢。            
(NA)	 为什么我看了几集去看不下去了，而且有那么多人跟我说值得一看！            
(5星)	 每集都无比好看            
(4星)	 女主用衰老和皱纹记录着这部剧的历史。。。从中学看到现在发现我对医务题材的剧一直很有兴趣。            
(5星)	 虽然没有太养眼的男女主角但还是很好看~            
(5星)	 还是希望Burke不要离开啊……            
(5星)	None
(4星)	 我只是比较功利的在意语言。就内容而言，剖开看大概是些纷纷扰扰的各种感情问题，meredith和derek无力吐槽。不过故事和旁白链接得不错            
(NA)	 走了好多熟悉的人 但 一如既往的好看             
(5星)	 非常好看。甚至让我重生了做医生的梦想！            
(5星)	 看到第一季第一集就泪奔了，，，原来，自己心底里仍然希望自己也能成为他们其中一员。            
(5星)	 必须全部mark，以此证明我每一部都看过并且熟记于心。            
(2星)	 一个四十三岁却老假装十三岁的、一笑满脸褶子不笑跟谁都TM欠她似的、永远睁不开眼睛的、对该相信的不相信该认真的不认真该是非黑白不分的、丑的跟克里斯丁娜·杨一样的老年低等雌性哺乳动物的性交史。            
(5星)	 把一群在上班的医生的生活极其工作拍的有声有色 故事情节让人看了又想看 医生们如此有人性 国内的医生真该看看这片子 把治疗病人当成热爱 我本以为此片子无趣味无色彩 但她确实是超出了我的想象 人物的性格特点都展现出来 配乐非常棒 我得把配乐都下载 真是一部出乎意料的片子             
(5星)	 其实医疗剧什么都是幌子，这部戏讲的还是生活剧情，就像打着美食旗号的深夜食堂。            
(3星)	 消遣消遣。。            
(4星)	 看了這個發覺大部份拍的醫生題材的連續劇都有模仿借鑒該劇痕跡。喜歡Cirstina和Burke這對CP。            
(4星)	 除了格雷和她娘 其他都还不错。            
(NA)	 超级感人            
(5星)	 烂尾了            
(5星)	 可我知道你不是我的消遣。            
(3星)	 医疗剧            
(4星)	 还行的            
(5星)	None
(5星)	 治愈系啊            
(5星)	 很迷很迷很迷。            
(4星)	 以前在中央8看过···不过那时还小，看不懂嗳~            
(5星)	 非常喜欢，人性，幸福，如何成长，每个人的原生态家庭对生活的影响，都非常provoking            
(4星)	 美国的琼瑶剧            
(4星)	 我相信cb的编剧一定是看过格蕾以后写的剧本。            
(5星)	 第一部看到第七季还觉得很棒的美剧，音乐是亮点            
(5星)	 love it soooooooooo much!!!            
(5星)	 人走的实在太多，Grey姐姐实在矫情，看不下去了...            
(4星)	 看到第三季就看不下去了，也不知道为什么，就是觉得没有兴趣看下去了。觉得病例故事比他们混乱的感情给力多了。            
(5星)	 “医人当自强”= =||            
(5星)	 最喜欢最后一集~            
(4星)	 第一季真的是不错，不过看完第二季真的只能弃了            
(5星)	 最爱的一部美剧，没有之一。            
(4星)	 George 你还能再萌点么？            
(5星)	 真的很好看，非常高水准的美剧            
(NA)	 一追已是八年，Grey的鱼尾纹清晰可见鸟。。            
(NA)	 只有第五季。我想看后面的            
(4星)	 真心讨厌Dr·Shepherd,从第一集开始            
(4星)	 不错的美剧            
(5星)	 太喜欢这部美剧了，喜欢音乐，喜欢里面每一个人。            
(5星)	None
(2星)	 看了一集就感觉看不下去。医生动手术的时候应该全神贯注才是。这些人反倒插科打诨，似乎非此不能证明其技艺的高超。老大的老公手术失败死亡跟这些人的态度不无关系。            
(4星)	 除了后来每个人都互相上过别人的床以外别的都特好            
(4星)	 只看过第一季，还不错            
(3星)	 izzie很漂亮，我居然觉得剧里的那个棒子还不错，burke在黑人里也算帅的            
(NA)	 曾经为了满足想当医生的愿望            
(4星)	 前几季很混乱，后面渐入佳境~            
(2星)	 支撑看了4集实在没兴趣了。女主什么的没有什么不可以忍受的，只是剧情....医疗剧真的不合口味么？40min每次都是漫长度过...弃。            
(4星)	 不记得看到第几集，大概第三第四吧            
(5星)	 Love Patrick...            
(NA)	 这是我们当年一起追的剧TAT            
(4星)	 没追下去 觉得还好             
(4星)	 白衣题材我就是没有免疫力，白色巨塔啦，code blue啦~            
(5星)	 肥皂剧般的医务剧却给我带来了巨大的感动            
(5星)	 这才叫电视剧嘛。大爱第八集            
(4星)	 开头结尾最赞            
(5星)	 最爱美剧，没有之一            
(5星)	 最爱的美剧！！            
(NA)	 其实也听到了很多专业名词  =。=            
(5星)	 老子的最爱！没有之一！            
(NA)	 非常喜欢            
(5星)	 他们是演员，但是他们扮演的医生很专业。            
(4星)	 喜欢女猪 喜欢帅黑人医生            
(4星)	 值得一看            
(5星)	 从头追到尾啊，想当年，真是如痴如醉啊            
(NA)	 姐姐说看了两年才看完的剧，偶一下子就消化了7季，现在看格蕾不是跟剧的味道，而是想着一群人，一些生活，一些八卦，想去关心那些人……            
(NA)	 中间一点垃圾到爆。。。现在越来越好看了            
(5星)	None
(4星)	 刚开始看，一直都蛮喜欢看这种专业性强的片子，就像以前阿瑟黑利的小说，烈药、钱商、航空港。。。            
(4星)	 生死离别很寻常的样子            
(5星)	 冷暖人间            
(5星)	 大爱，我的最爱，既搞笑又感动的好剧            
(5星)	 美剧里少有的真悲情，裹在欢快节奏中。撕开人生给人看，唯一让我哭过的美剧            
(NA)	 在学1小黑屋里陪伴我走过6G期末种种的GA            
(5星)	 这就开始迷上doctor了orz……            
(4星)	 千万不要在国内公立医院外科手术前看它，它会影响你和医生的关系：一定要在国内公立医院外科手术后看它，它会帮你忘记疼痛。            
(NA)	 弃剧了            
(5星)	 yang burke alex &amp; bally 真是大爱你们啊            
(5星)	 无法超越的格蕾。。            
(NA)	 后面越来越没意思            
(5星)	 一部烂评高分的好片            
(5星)	 如果你想见识下实习医生如何成长，此剧绝对的教学视频！            
(5星)	 我还是喜欢我自己最多            
(4星)	 美剧中的琼瑶剧            
(5星)	None
(5星)	 很好看。            
(NA)	 最后一季了            
(5星)	 追得我抓心挠肝 1月5日再见。            
(4星)	 Not bad~            
(4星)	 只推荐前三季            
(NA)	 我还是喜欢看情景喜剧- -             
(5星)	 1.我爱医学，我理解医生。2.GE的CT、MRI，PHILIPS的监护仪。3.我认识的实习医生没时间跟BOSS瞎胡搞（当然这是我们的国情）。            
(4星)	 打四分是因为更加期待后面的一季            
(NA)	 美剧中的最爱！            
(5星)	 爱的人一个个的陆续走了。。。看来最终要结束了            
(4星)	 这是唯一一部，我看完之后又翻出来再看一遍的美剧~            
(3星)	 坚持到第六季 实在是坚持不下去了。            
(3星)	 可是我找不到第二季额……            
(4星)	 剧情不吐槽了，练口语学急救显摆医学知识的有必要看看。            
(5星)	 Burke和Yang，是一堆混乱的排列组合里唯一令人感动的光。            
(5星)	 第一季真的是大爱。第一集就把我完全吸引了。不知道是不是医院的压力，就如我现在的压力一样。            
(4星)	 第一部看得下去的美剧~            
(4星)	 苦苦追到现在，第八季依然感动虐心~            
(5星)	 我的原声美剧入门            
(5星)	 糟糕的第九集！！！            
(5星)	 很好看的剧呀，第一集就被吸引了。            
(5星)	 From now on, plese call me cristina.            
(5星)	 不错。            
(5星)	 似乎找到了code blue的脚本来自何处~            
(4星)	 是的,很感动我,每个人...            
(4星)	 初看觉得挺吸引人，喜欢美剧的节奏，从“急诊室”就开始喜欢的感觉，但这部，越看越厌恶主角，到后来居然是因为喜欢配角而看的，George，Bailey......也不知道编剧怎么想的            
(5星)	 大二下学期两个月看了七季 被M&amp;D的爱情纠结的啊 QAQ            
(4星)	 最近的吃饭时间都在看这个            
(5星)	 再次让我觉得编剧才是一部剧的灵魂。            
(5星)	 是部好剧，但是太长了跟不动了            
(5星)	 刚看第一季的时候，疯狂的追看啊，可能是当年没有去医学院念书的遗憾作祟，但是，真的很喜欢这部剧，喜欢里面每一个演员，很奇怪。。。现在想想还是会有冲动，出到S8E8了，正在看S8E6，应该会一直追下去，因为惯性，因为梦想，因为。。。            
(3星)	 就到第一季截止！不看了            
(5星)	None
(4星)	 后面不太好看了            
(4星)	 没了大叔，突然就觉得看不下去了            
(5星)	 我的yang！！            
(5星)	 不知不觉看了6年了            
(4星)	 室友最爱。因为有点见血，不适合吃饭看，所以没坚持            
(5星)	 很上瘾            
(4星)	 还不错，配乐尤其喜欢~~            
(5星)	 看第一季第一集不到十分钟我就决定要下这部电视剧了。就觉得这部电视有未来。可能是小时候有过医生梦，看着特别过瘾。同情剧中实习医生的遭遇，赞叹他们的敬业。很容易和中国医生对比，手术医生确实忙里忙外，可是门诊，多半是白大褂下的黑心肝。11.1.12） 这估计是我第一次这么快看我一部电视剧，虽            
(5星)	 只有生命不能儿戏，每集结尾都有感动点，类似于DH。            
(NA)	 少见的琼瑶风格美剧哈哈            
(NA)	 大爱的美剧啊            
(5星)	 good            
(5星)	 大爱            
(5星)	 我太喜欢了            
(5星)	 很有生命力。            
(4星)	 格蕾眼睛太花了。。。            
(5星)	 不错···喜欢克里斯汀···            
(4星)	 外卖时间~~每次吃着外卖看手术场面真是各种。            
(5星)	 每个角色都很有特点。前阵子躺在手术室里，让我突然想起这部剧，很喜欢看。等待第八季出全            
(3星)	 ,  剧情紧凑 是感兴趣的医学 除了女主角的遭遇狗血了点其他还好 难得有想追的剧。            
(5星)	 最爱的美剧，看过心里暖暖的            
(5星)	 伊兹             
(5星)	 有时候会想他实习的时候会怎样哈哈            
(5星)	 used to love it soooooo much             
(3星)	 前三集还可以，越看越无聊            
(5星)	 很喜欢的美剧，一直在追。。。            
(5星)	 音樂贊啊贊啊贊啊贊 劇情也不錯            
(5星)	 真的很好看！！            
(4星)	 在我看的没换演员的前几季都挺好的，换了后就不看了            
(5星)	 昨天刚看完第一季.最后一集非常劲爆阿!!            
(4星)	 我妈的评价：这些医生太坏了，个个都搞实习生            
(3星)	 美剧啊，就是酱紫的，无论什么题材尺度总是很大！            
(5星)	 那时真的很喜欢~            
(5星)	 看到了第三季，很好看，可是剧中常现的生死有些沉重了，承受不了所以没有跟下去。            
(5星)	 我喜欢pro的人~            
(4星)	 看了5季半，不是不喜欢，只是当初没有地方下载，没有继续看下去，现在没有契机让我继续看下去            
(4星)	 挺温馨的，人情味儿            
(NA)	 没进医院工作时，我看着格蕾所在的一家医院医生护士之间互相瞎搞，我觉得是不可思议的，现在进了医院，我开始相信电视剧果真来源于生活~~            
(NA)	 才慢慢地看到第三季老是喜欢burke可惜第三季以后就没有他的戏份了            
(5星)	 第一集就不知道看了多少遍            
(5星)	 世界充满爱～我们应该提哪位我们或者而骄傲            
(5星)	 an unequaled soap opera~            
(NA)	 前面看的挺奋进的，越看越狗血了            
(5星)	 L10            
(5星)	 I first heard of her from Mr. G.            
(4星)	 医疗。。            
(5星)	 喜欢里面的每个人。            
(4星)	 各种淫乱            
(5星)	 医生!!!医生!!!医生!!!             
(5星)	 必须热血阿!!            
(5星)	 喜欢美剧的原因之一，就是人物会个性鲜明，而不会有在哪见过的感觉。            
(3星)	 恩，姐最近在一个所谓的原创小说网上翻出一个所谓的同人文，独乐乐不如众乐乐，大家围观下，看完后有没有去晋江贴美剧剧本的冲动，可以轻松赚钱哟~~穿越门：http://www.jjwxc.net/onebook.php?novelid=940135&amp;chapterid=1            
(NA)	 美剧也玩暧昧啊！            
(4星)	 我要是知道格蕾其实是个女的 也许我早就看了 第一季不错 接着看            
(3星)	 在电视上看的西班牙语版。            
(5星)	 看这美剧完全出于偶然，半夜睡不着从舍友那里拉来看的，结果就一发不可收拾了            
(4星)	 能吸引我看下去的就是好剧            
(4星)	 第一次看医务剧。把五星留给大家都说好的第二季吧~            
(4星)	 可惜最后没看完。。。第三季后大都是剧情，看了两三季，觉得紧张、感同身受。            
(5星)	 the first American show that I followed~~~            
(4星)	 女主太老啦，不过老美果断的做事风格灰常喜欢            
(NA)	 我最难得那年是你们陪我走过的！            
(4星)	 喜欢它每一集开头和结尾的呼应独白            
(5星)	 超爱cristina            
(3星)	None
(NA)	 耐看型的~喜欢Dr. Bailey            
(4星)	 世界上最让人尊敬的职业之一~~~~妈妈曾今最想让我从事的职业~~~灵！            
(4星)	 大概是因为在诉说一些比较不同的价值观及生活方式，所以挺吸引人的            
(NA)	 s01-05            
(3星)	 随便一看。不是很喜欢女主。噗噗            
