http://movie.douban.com/subject/4189694/	公主嫁到
(4星)	 金家精神有点雷。结尾太仓促。其他尚佳。            
(1星)	 陈法拉            
(4星)	 一开始很无聊，后面很感人。            
(5星)	 MXQ监制的 虽然鼓掌之处让我很鄙视 总体还是水准不错的 台词被三公主三驸马演绎得不错            
(4星)	 其实想给三星半，但是觉得这部剧其实挺好看的，过年期间看更好，很热闹，很温暖。            
(3星)	 起码还能让人笑几下的            
(4星)	 虽然极度不符合史实 但是看的很欢乐 。。。            
(4星)	 陈法拉好可爱，佘诗曼演技超棒~欢欢喜喜大收场~~            
(3星)	 看完了  一贯TVB剧风啊            
(4星)	 好喜欢金家团结和气的那份情，这部剧一定要看粤语版，台词押韵好搞笑，一部好喜剧            
(3星)	 服装造型演员都很靓，其他一般般。            
(4星)	 挺可爱的~            
(2星)	 一家子神经病            
(4星)	None
(5星)	 介个简直就经典！！            
(4星)	 其实不如《宫心计》的宫斗 但是喜剧笑料很有爱            
(4星)	 看了很多遍。。。。            
(2星)	 就是不爽金家人·····            
(4星)	 不知道他为什么叫《宫心计2》？挺温馨的，金甲精神很激励。            
(4星)	 适合全家观看的一部欢乐轻松家庭剧，过程和结局都非常的TVB模式，不过中间公主入狱的时候，陈豪走在通道上以掌声给她鼓劲那段还是蛮感动我的。押韵的段子各种美好，我也跟着念起来了~~嗷嗷，马明，其实娘最爱的是你~~~            
(NA)	 看得很开心的剧            
(3星)	 喜欢阿佘            
(3星)	 剧情非常麻麻,不明白为何收视率这么高= =对佘诗曼及其无感......本来为了马明和陈法拉加的一星硬生生被钟嘉欣扣回去了......于是还是三星三星三星三星&gt;.&lt;            
(3星)	 整容挺豪华，无聊时候消遣咯            
(4星)	 很好笑            
(4星)	 很好笑阿。还有阿佘-&gt;3&lt;            
(4星)	 比宫心计能让我看下去多了 不用动脑的片            
(3星)	None
(4星)	 般般，不过阿佘跟陈豪都好喜欢~            
(3星)	 2010年            
(4星)	 TVB的喜剧大结局有爱~！            
(4星)	 简单喜剧还是比宫斗戏看着让人开心……            
(3星)	 就搞笑，故事情节一般……陈豪的颜接受无能&amp;            
(3星)	 跟宫心计完全没关系嘛！            
(4星)	 看了才知道原来驸马那么难            
(3星)	 又是一部锦绣良缘= =            
(4星)	 惯例HE了~有些桥段太敷衍了。。。            
(4星)	 好欢喜            
(4星)	 这种轻喜剧很喜欢，里面小白脸好多。萧正楠笑死我了！            
(2星)	 虽然众星云集，还是稍显聒噪。有的段落还挺搞笑的，其实也可以给三星，里面还有我喜欢的黄浩然。只是这个故事，暂时还不算喜欢。。。            
(4星)	 多欢乐啊~            
(3星)	 衣服头饰太眼花缭乱了，稍俗            
(4星)	 。。。。笑死……我看到了各种宫心计的台词= =||| 各种巧……各种吉人天相……哈哈一笑            
(4星)	 以为是宫心计2才看的，但是浑身不搭界，32集我一口气看完！喜欢佘诗曼            
(3星)	 怎么每个人都那么伶牙俐齿的？现在回想起来就感觉脑袋被吵得轰轰的。。。            
(2星)	 不得不说，服装豪华的傻片            
(3星)	None
(3星)	 千拖万拖。终于看完了。这部剧很傻。很假。但是很温情。            
(1星)	 算是完成一个任务。。当年我看了一集弃剧果然是明智的。。尼玛实在无聊= =            
(3星)	 听话周润发去年在香港时，也追看这剧......唉，感觉被发哥骗了。            
(3星)	 当年还追，真傻。。。            
(5星)	 蛮好看的，虽然装扮不太正宗，但都很漂亮，陈法拉演的银屏尤其可爱～～            
(3星)	 嗯，主要讲述了金家三个儿子的奇缘，嘿嘿，挺好看的，一部爱情电视剧            
(4星)	 金碧辉煌到。。脸都照黄了，搞笑得不错            
(3星)	 挺搞笑的，法拉很漂亮~以上。            
(4星)	 和老婆一起看，很有意思。            
(4星)	 喜欢陈豪和佘诗曼这对cp            
(3星)	 无聊的时候看·            
(3星)	 实在受不了佘诗曼谄媚的笑            
(3星)	 有点二            
(2星)	 为了囧萌囧萌的大驸马而看的脑残剧            
(3星)	 搞笑系的。台词用粤语念比较有味道。剧情小狗血。            
(3星)	 傍着宫心计2的头衔，希望越大失望越大~            
(3星)	 刚开始大驸马那块多逗啊。。。            
(4星)	 搞笑剧            
(3星)	 无聊            
(3星)	 喜剧            
(4星)	 合乎师奶口味，看完基本剧情都忘了，但看的过程满欢乐的            
(3星)	 在央视一套看的，你话死火唔死火咯？关姨啊，我就系中意你“够奸”，其实唱功唔错噶。            
(3星)	 还行。            
(4星)	 十分有趣哦~            
(4星)	 我倒是觉得还可以啊  看起来多搞笑的。。。            
(3星)	 TVB难得一见很二的剧集，看了几集不想看了，适合未成年女人看            
(3星)	 实在很无语 除了笑笑 看不下去咯            
(2星)	 什么乱七八糟的剧情，拖沓难看。            
(4星)	 小温馨 比想象中好看很多            
(2星)	 小孩儿过家家= =            
(3星)	 還是宮心計比較好。。            
(2星)	 各种狗血。            
(2星)	 奇怪的喜剧            
(3星)	 好歡樂 福錄壽            
(5星)	 大爱阿佘~            
(3星)	 打发时间很好，蛮有意思的            
(3星)	 我觉得20集之前都能打4分，20集之后太过拖沓。越看越觉得很像穿着《宫心计》衣服的《锦绣良缘》+《醉打金枝》，哈哈。不过还是蛮喜欢三少嘛~丁财旺夫妇的“套装”也很亮~哈哈。            
(5星)	 长安闹市 很多真言 追忆值得            
(3星)	 规规矩矩的TVB宫廷戏剧，没什么大失误，可是也完全没惊喜...            
(1星)	 sb片子            
(3星)	 陈法拉古装真美  剧有点2            
(NA)	 看着开心就好。            
(4星)	 剧情真是弱智到不行，但是真的挺放松的。            
(3星)	 大家都懂的            
(5星)	 好看好看，趣味性十足。            
(4星)	 一颗星加给法拉和马明            
(4星)	 真是= =，星星全给阿佘，这剧情实在是天雷滚滚            
(4星)	 陈豪真是太适合这样的角色了。陈法拉美呆呆~            
(2星)	 不是很喜欢佘诗曼            
(3星)	 金家精神。。。            
(2星)	 也是看到第五集就看不下去了。。。            
(2星)	 好无聊啊啊 。            
(2星)	 除了夸张 还剩下些什么            
(3星)	 研究生期间看的，忘的差不多了~            
(4星)	 服装无比之华丽，剧情好欢喜，编剧很不错！好剧，值得看的            
(3星)	 第一次认识了陈法拉。。。据说这部剧当年是要跟义海豪情PK的，看了之后才知道，就这剧情连个人家尾巴都不如。。。。整部剧就是喜庆+闹听。。。            
(3星)	 剧情有点无聊了            
(5星)	 最喜欢阿佘的这部!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!            
(3星)	 奶奶的搞笑+爱情，万年公式。            
(3星)	 热闹喜剧看看热闹而已啦没有太高要求，佘诗曼、陈法拉和陈豪我都很喜欢所以觉得很养眼咯，剧情虽然轻松但也不是脑残拿观众当小白，所以有一定可看性咯，只不过没想到剧终时还是蛮感人蛮有一些感悟的，或许是我太容易被感动了哈            
(4星)	 陈豪            
(3星)	 演员都演的很喜庆，虽然情节很烂            
(4星)	 作为台庆剧，我理解这部剧是纯属喜庆之用的。总之华丽丽的视觉和听觉过后就好，萨米玄机都没有，最后的亮点就是“鄂是那傻逼”^_^            
(4星)	 笑料不断            
(4星)	 系几欢乐噶 适合一家大小咯~~~            
(3星)	 这是宫心计2？TVB你在愚弄么？            
(NA)	 喜欢TVB，哇哈哈。            
(3星)	 唉，我看了好多打发时间的电视剧......            
(3星)	 吵了点，吵了点            
(3星)	 除了台词，没什么好的            
(3星)	 宫心计姐妹篇            
(4星)	 好看，情节抓人，好几对小冤家呀！            
(3星)	 佘美人的妆化的不错。            
(4星)	 有好多喜欢的演员在里面，剧情虽然一般，但是有着香港独特的搞笑因素融入其中，心情不好时很能开怀            
(3星)	 搞笑            
(4星)	 剧情俗烂，但胜在喜气洋洋。            
(5星)	 超好看的啊。            
(3星)	 有够白痴有没有            
(3星)	 喜欢阿佘            
(4星)	 卡司不错，三圣母终于转型了            
(4星)	 搞笑加小温馨，不错哦！            
(5星)	 欢乐、这就足够了。（钟嘉欣+黄浩然这对组合很可爱啊！）            
(5星)	 还是那么欢乐            
(5星)	 很好看~热热闹闹导人向善~轻松喜剧~又有真情~真喜欢^_^ 如果以后能像公主这么幸福有个这么善良爱自己的驸马就好了O(∩_∩)O~~            
(1星)	 垃圾            
(4星)	 太多金了....亮瞎俺眼啊...喜欢拌嘴戏....太喜感了            
(4星)	 没想这第二部走起了搞笑路线，感觉比第一部好看哈。            
(3星)	 能不能让佘太君大妈和陈法拉MM对换角色呢，法拉更像个公主啊            
(5星)	 全程都很Happy,看的很爽。            
(4星)	 陈豪演的其实挺逗的。            
(4星)	 打四星是因为跟小威一起一集一集的追~            
(3星)	 大部分靠快进，TVB这辈子也拍不出皆大欢喜如此牛逼的喜剧了。            
(3星)	 太TVB了            
(3星)	 你妹啊 终于看完了 终于不用听金家精神了            
(1星)	 看到一家人第n次拍手实在忍不下去了            
(3星)	 打发时间还可以 没什么特别的剧情            
(2星)	 不喜欢= =            
(3星)	 跟着老妈又看了一遍。。。            
(2星)	 佘诗曼的演技成熟了开始，可是剧情~~            
(4星)	 还蛮欢乐的            
(5星)	 台词太精彩了，押韵啊押韵            
(3星)	 情节简单，戏路老套了点            
(4星)	 佘诗曼&amp;陈豪，TVB台柱            
(4星)	 好看的 tvb的            
(3星)	 看的时候还挺乐呵的  看完就基本不记得什么了            
(5星)	 比宫心计好看很多，可爱浪漫            
(3星)	 满疯癫的啊            
(5星)	 很消磨的剧情，比起宫心计更喜欢公主嫁到～当然后面有点小扯= =            
(NA)	 阿史那莎苾            
(3星)	 tvb的年度剧啊 就是欢乐剧   就跟着看了.!            
(3星)	 单纯为陈豪看的、、            
(3星)	 没多大意思...老面孔..老剧情..老排场...            
(NA)	 热热闹闹的好啊~            
(NA)	 一般般            
(3星)	None
(2星)	 哎呀 哎呀 我真是，歌歌舞舞的，痴线啊，还能再难看点儿么？            
(3星)	 纯属搞笑好玩。。。。和宫心计还是不能比的            
(5星)	 很有意思 很好看            
(3星)	 还是以前的港剧好看诶。            
(3星)	 图个乐            
(3星)	 自从上次看了那张照片，现在一看到佘诗曼笑就没办法不想到电驴。            
(3星)	 笑点太低，拍手那段太雷人，喜欢司徒荧屏，故事比较简单。            
(NA)	 不喜欢            
(NA)	 陈豪很适合这种二笔二笔的角色啊ps马国明在里面很帅哦            
(3星)	 没《宫心计》好看            
(2星)	 ······            
(3星)	 肥皂剧啊，我是有多无聊，madam Jo变成了宫女啊，任人使唤！赶紧看完投入到美剧中吧，起码有营养些...            
(3星)	 我觉得我还蛮喜欢钟嘉欣的。。。佘诗曼我真的是觉得难看。。。            
(2星)	 对TVB的喜剧片完全幻灭。。            
(4星)	 虽然像数来宝一样，但并不妨碍欢乐啊！            
(4星)	 传达一种快乐。剧情有点假~            
(4星)	 金多禄            
(4星)	 TVB的电视一直都是拍得不错的啊  蛮好看的啦。 持续跟踪TVB            
(4星)	 最后好浪漫            
(5星)	 服装华美 剧情跌宕起伏~喜剧片 值得一看            
(1星)	 简直就是浪费时间的剧呐！            
(3星)	 人类已经不能阻止TVB走下坡路了。。。            
(4星)	 第2部越多围绕佘诗曼转。            
(NA)	 还没看完            
(4星)	 扯的让人无语了。。。            
(3星)	 如此多长脸凑到一个剧里也不容易。。。            
(3星)	 很闹腾的一部剧，满篇就是拍手和金家精神，佩服演员一直要保持这么high的情绪            
(3星)	 那什么，真不咋地            
(2星)	 恨草榴            
(3星)	 一般般啦···无聊的调节吧···            
(4星)	 轻松喜剧，调节生活很合适，另外女主角很养眼，稀饭。            
(NA)	 去年看的粤语的，台词对白是亮点            
(3星)	 頭飾戲服場景都讓我置身與宮心計中，還好他們不時拍下手押下韻就把我雷醒了。好多位姐仔，姐仔開大會。這部鐘琳達看起來最順眼了╮(╯▽╰)╭            
(3星)	 和某只胖子一起看的，当背景还是不错的            
(4星)	 很搞笑            
(2星)	 金家无良！金家无良！实在是看不下去了！！！！            
(NA)	 公主驸马很甜蜜，很有爱            
(3星)	 一贯的tvb古装风格，挺有意思的，打发时间不错            
(3星)	 惠英红，惠英红            
(NA)	 刁蛮公主啊！大唐真是富饶啊            
(4星)	 轻松快乐温暖            
(5星)	 真羡慕和谐的一家人            
(3星)	 粤语骂的好押韵啊 。。。            
(5星)	 金句颇多。            
(4星)	 本來對阿佘無感 但是同時看了政法先鋒和公主嫁到 發現角色轉換真的不留痕跡~ 演技OK 粵語好聽~            
(4星)	 什么也不想地去看，很放松，喜欢佘诗曼            
(3星)	 这就是传说中的TVB啊 ····            
(4星)	 港产剧就是好，想怎么编就怎么编，想到什么编什么，一点压力没有，看得人好欢乐；黄浩然古装扮相好萌的说~END            
(NA)	 也只能算个搞笑片，没什么实质性内涵，衣服都很漂亮，尤其是佘诗曼的            
(4星)	 反正我看完了            
(NA)	 TVB的片子看多了这个配音真...哎  虽然挺扯的古装戏  但是还挺有意思的~明知好人一定有好报的，可不知怎么的还是硬要看完~~怎么说这样的居还是有自己的魅力所在的            
(3星)	 港市合家欢搞笑片            
(NA)	 呐，TVB剧呢最重要的开心！            
(4星)	 開心            
(NA)	 很搞笑            
(2星)	 傻瓜狗血剧，我居然也看完了。            
(5星)	 tvb的电视剧很适合消磨时间……            
(4星)	 挺搞笑的            
(3星)	 看得人挺欢乐的，哈哈哈。            
(2星)	 有意义吗这样的电视剧？2星给佘诗曼            
(3星)	 原来佘诗曼也有这么可爱的时候 哈哈哈哈            
(NA)	 港剧总是会有团结一致的标志，喜剧的宫心计。            
(3星)	 喜剧跟闹剧有时只有一线之分。。有时。。            
(NA)	 那时候好像半个寝室都在看吧。            
(3星)	 TVB娱乐剧集之一。其实金家精神真的很二。            
(3星)	 不如宫心计啊。。。            
(4星)	 剧情TVB 制作TVB 台词TVB 演员TVB 不过看着就是很欢乐 从这部剧更增强了我看原声的决心 配音神马的太狗血            
(4星)	 我就喜欢这样 有着大量对偶句的港剧。            
(4星)	 很喜感。就算烂俗到家还是很欢喜这样的大团圆。            
(NA)	 剧情比较诙谐幽默,宫心计的原版人马.算是一部比较可爱的家庭片吧!            
(3星)	 太闹了~~~不如宫心计            
(3星)	 尽力地搞怪，但这也不坏            
(3星)	 为什么这类电视剧的结局。。都是一大家子拉妻带子走到大街中央、然后全剧终。。。            
(4星)	 我喜歡鐘嘉欣。。陳豪和佘詩曼好有夫妻相。。。。。。。。。            
(3星)	 陈豪到底哪里帅了？            
(NA)	 暑假和妈妈一起看的，午后时光，小竹床，无关剧情            
(2星)	 这么烂的片居然拿了个最佳剧集奖，太假了，应该是义海的…            
(4星)	 喜欢阿佘和陈豪 不喜欢阿四和韦贵妃 说到电视 公主和附马的戏份少了点 反倒是三少爷和阿四的戏份多 很有TVB的特色 也串进了红风车 糖莲子 最喜欢丁财旺夫妇的情侣衫！            
(3星)	 TVB正常电视剧。。。。            
(NA)	 有钱又和谐啊真是            
(3星)	 没有创意，演员老是这些，就是服装很华丽            
(3星)	 香港的连续剧就是要比其他地区的吸引人点 至少看的下去    佘诗曼的演技啊  真是没啥进步            
(3星)	 娱乐性很强，只要不较真，抱着想要开心地笑笑的心情来看，会觉着这也是一部好剧。。。。。。            
(3星)	 港剧港剧，很港的古装剧。            
(3星)	 tvb渐渐式微，以前让我如痴如醉的古装剧现在已经变成了鸡肋，还是熟悉的面孔，情节却了无新意，所谓的悬念和高潮更像是为演而演，我对古装tvb的深情，已经一去不复返了。            
(3星)	 一开始还笑两下。。最后整个快进看完的。。什么玩意儿            
(3星)	 《宫心计》原班人马打造古装喜剧，佘诗曼不再是“三好”，而是饰演刁蛮任性的三公主，与三驸马斗气情景颇为欢喜。而剧中也充满劝世贤文，积极发扬“金家精神”，引人振奋。            
(4星)	 很傻的 但是我喜欢            
(4星)	 很好笑            
(4星)	 吴四德升职记!励志剧，继承了中国传统价值观和一切贺岁片的品质——好人一个没死!            
(4星)	 和妈妈一口气看完的            
(3星)	 多年不看TVB   追了几集  还是有笑点的            
(4星)	 明显跟宫心计不在一个档次上~~            
(3星)	 都挺能说的，道理性挺大的，恩 ，挺白的            
(3星)	None
(3星)	 基本上还算一环扣一环的故事一一展开 反正都是大团圆欢喜结局啦！            
(4星)	 港味深重。但是确实好看。陈豪很可爱！            
(4星)	 看了后半部分，很喜欢这种家和万事兴的感觉2011-8-17            
(3星)	 觉得衣服都省了..            
(3星)	 对结尾菜包子里包裹定情信物的情节记忆深刻。            
(3星)	 够无厘头，可是人看着不就是个开心么            
(4星)	 轻松欢乐，学粤语的好材料。            
(3星)	 二儿子金多禄是陈豪是吧？那么丑还总是主角，想不通。好吧，看完大家评论，我决定半路刹住，不看了。            
(3星)	 三星是给钟嘉欣的            
(2星)	 一星给陈豪 一星给阿佘            
(4星)	 简洁有力诙谐的故事 阿佘+钟嘉欣+陈法拉            
(4星)	 挺搞笑的            
(4星)	 大陆连烂片都没人家烂得到位，更不要说肥皂剧了。            
(3星)	 - -剧里面的人都信春哥的么。            
(4星)	 没看过宫心计1，如果知道它是其2，肯定不看，因为不喜欢充满勾心斗角的情节，但无意中看到央视一套在播，竟然被里面的和谐、逗乐吸引住了，虽然里面的人总难免有嫉妒小气、糊涂冒傻气，但亲情的包容、爱情的坚贞真的令人动容，画面也很美，第一次觉得佘诗曼古装扮相真还挺美，台词很经典押韵，总之好看            
(4星)	 小情节做得真的好看。制作精良。学习学习。。。            
(1星)	 中央1台居然会放这货。            
(4星)	 比较喜欢这种风格，很容易让人联想起《皆大欢喜》。            
(3星)	 很傻很欢乐            
(4星)	 还不错，不知道是我好长时间没看电视还是怎么的，在后面几集频繁爆泪点。。。。之前看的很欢乐啊。            
(4星)	 我好喜欢佘诗曼啊&gt;3&lt;去年追了好久，挺好笑的 但是国语配音我很不喜欢啊..粤语又听不懂            
(5星)	 比较迎合我的风格。            
(5星)	 家好月圆的班底，特色就是持家有明事理的大妈，兄弟几个大都团结。有小反派总会变好，但是性格依旧保持以前的秉性            
(3星)	 弱智肉麻无聊又轻松欢乐愉快。。。真是是矛盾哦 BTW，编剧好有心嘛，写了那么多歇后语            
(4星)	 热闹，喜庆，还不用动脑筋！最爱马明和陈法拉这一对！            
(3星)	 很少在线追tvb的剧，一般都是电视上看到的，感觉这个在浙江卫视起码2个时段以上再放呢。佘诗曼啊，纵使是混上一姐也不如老一辈啊！真是对佘诗曼喜欢不起来！钟嘉欣演起丫鬟来真是路人样啊，学学金枝欲孽里面的张可颐吧，哎，这部剧里面的配角倒是不错的~不谈剧情演员，TVB的古装剧还是拍得很用心的呢            
(3星)	 开始还是欢欢喜喜，后来的“金家精神”多得有点令人作呕，好在结局还很美满。善恶到头终有报的理念贯穿始终，令人心暖暖的。            
(3星)	 鸡肋，弃            
(3星)	 冲着黄浩然去的呀~            
(3星)	 整剧呈聒噪弱智状            
(4星)	 哈哈哈             
(5星)	 第一次看这种剧，虽然夸张了点，但家和如此确实美满非常            
(3星)	 前几集还不错            
(2星)	 通篇就是大道理说教，想怎么编就怎么编想怎么扯就怎么扯。这些流水线弄出来的剧集都一套一套的了。            
(3星)	 有的细节还是很有现实意义的。但大部分又太冷。            
(4星)	 ok啦            
(4星)	 前面几集还行，后面简直是快进的看完的。。。不过还蛮搞笑的。。。也够了。。。            
(2星)	 宫心计版的溏心风暴            
(3星)	 对骂还蛮好玩的~            
(4星)	 有笑又有泪，喜欢这个风格的。            
(NA)	 呼呼，佘姐姐最漂亮了受不鸟            
(3星)	 佘妹妹。。            
(2星)	None
(2星)	 我不得不说··烂···太烂了！~~~~            
(3星)	 适合茶余饭后打发时间，要不说是宫心计2可能感觉不会这么差            
(3星)	 有些小地方真的很搞笑 很出彩 如果是以前我可能会打5星 可是现在看多了TVB  要求也变高了 像这种故事情节没的 结局很早也猜出来的剧真的不怎么好看 陈豪演的很好 实力派啊            
(4星)	 我竟然看完了 必须给四星啊            
(3星)	 一般            
(3星)	 程式化的TVB宫廷剧啊 可是我看得还蛮开心的……            
(5星)	 台词好，力荐！！            
(4星)	None
(3星)	None
(4星)	 挺喜欢这种喜剧形式的            
(3星)	 没有哪部港剧能超过金枝玉孽了            
(3星)	 无聊看的            
(4星)	 适合消遣            
(3星)	 太圣母的片子果然不适合我= =            
(4星)	 哈哈，笑死了…喜剧看得好欢乐            
(4星)	 金家精神受不了、、            
(1星)	 trlr.            
(3星)	 一般般吧。            
(3星)	 永远的TVB.            
(4星)	 还是蛮喜欢看的。            
(3星)	 为了佘诗曼才看的。。。。            
(4星)	 轻松幽默            
(NA)	 弃            
(3星)	 还是宫心计好看            
(4星)	 哎呦，木有刻意看，但是在各种打发时间的场合把这个看完了            
(5星)	 好久没这么完整的看一部电视剧了，看着开心，剧情设计得好，略有跌宕，却不揪心，适合疗伤啊。            
(4星)	 啊……我以为不好这口了……但是蛮好看的丫！            
(4星)	 不知道说什么.  看粤语的会感觉好点.阿佘还是很靓的            
(5星)	 不多说了，我都看过            
(5星)	 最后几集被 草原部落人 给毁了。。。。            
(4星)	 喜欢tvb欢欢乐乐团团圆圆的古装剧            
(4星)	 古装港片喜剧剧情虽然NC啊，不过里面的男女演员真是养眼啊～不像内地那些个造作剧，剧情烂男女主角还个个歪瓜裂枣            
(4星)	 太疯了！            
(4星)	 适合阖家观赏~            
(3星)	 一口气看完了，看的不是电视剧，是一种精神。            
(3星)	 很搞笑            
(5星)	 公看完了~            
(4星)	 搞笑但是蛮可爱的啦,佘            
(3星)	 看了个开头            
(3星)	 突厥王子的名字真牛~~~~~! &#34;e shi na sha bi&#34;  哈哈哈哈哈哈            
(3星)	 拍手礼很雷人。对金家表示难以理解。感觉昭阳一点也不刁蛮任性。            
(3星)	 竟然莫名其妙地看完了...消磨时光还不错啦...            
(2星)	 突然想起来我还看过这样的剧……………………            
(3星)	 轻松搞笑电视剧            
(4星)	 喜欢港台片的快节奏 喜欢佘诗曼            
(3星)	 不錯啊，蠻好笑的~~裏面好多人都同leslie演過戲的啊。            
(4星)	 还不错。开始搞笑后来回归常态了。与一有关联，服装很美            
(4星)	 消遣看的喜剧不错了            
(3星)	 实在不可以比这个更傻了~             
(3星)	 真心看不下去了...钟嘉欣，金家精神，拍手.....要不要这么呆啊            
(4星)	 伤心时唯有其解            
(3星)	 剧情有点散，最后几集没意思，但明星阵容强~勉强还看得下去吧~            
(1星)	 看了5集，弃之            
(3星)	 宫廷版rap 演着演着就开始rap了！！！            
(NA)	 蛮可爱的一部片子            
(2星)	 再看这种港剧我是猪            
(2星)	 为什么要出这么假的剧情！！！精致和华美不止要在服装上啊大哥！大吐血大失望            
(3星)	 看了五集到后面没看了。没时间~            
(2星)	 真…的…很…无趣            
(NA)	 没以前那么不喜欢佘诗曼了 她笑起来比较治愈嘛            
(4星)	 佘诗曼天生就是古装戏的架子，演个公主好有感觉啊，干什么让钟嘉欣换上公主装气质差太多了。最近好中意马国明啊，超级萌！一双眼睛好象受惊的小鹿~~~            
(2星)	 闹腾！无聊！看不下去了……            
(5星)	 好好看，戏中三对都好配~~~            
(2星)	 喜庆。。。TVB古装的戏服和场景到了2010年还是一如既往的烂。            
(2星)	 还蛮2的...            
(3星)	 金家精神就是三圣母翻版。            
(2星)	 不是很喜欢这类的片子，老套的剧情。但是佘诗曼可以扮得那样，实在是突破！            
(2星)	 本来觉得银屏的身世像萧峰，谁知马明才是萧峰！！            
(4星)	 老佘的剧，还不错了。            
(4星)	 TVB大圆满结局~            
(5星)	 恩，看了会觉得很欢乐~            
(3星)	
(4星)	 很搞笑哦。。喷饭啊啊啊！！            
(3星)	 如此卖力地集集喊口号，着实入不了戏。            
(3星)	 逗自己开心的            
(3星)	 不纠结误会就不是TVB剧，不大团圆结局就不是TVB剧。            
(4星)	 超喜欢陈豪啊            
(3星)	 看着有点吵，跟宫心计有段距离            
(NA)	 喜劇片哈，比較喜歡。佩服阿佘的演技            
(3星)	 TVB 套路的宫廷剧，感觉比较浮夸，不明白在HK 为什么能有这么高的收视，竟然拿到最佳剧集。事实上感觉，义海的编剧内容好很多。            
(4星)	 传统大团圆结局，中间有部分剧情有点无聊，总体来说还算不错。            
(3星)	 感觉一般啊             
(3星)	 好豪华，好搞笑，好无聊            
(1星)	 糖莲子。。            
(5星)	 笑死！            
(NA)	 ！！！！            
(4星)	 好吧 大爱阿佘            
(4星)	 喜欢陈豪的角色！！至少我看得很开心啊你说是不！♪(´∇`*)            
(4星)	 搞笑，温馨            
(3星)	 俗套的剧情啊~            
(4星)	 剧情很长，只是钟爱港剧而已            
(3星)	 大家说活都念诗            
(3星)	 只能说不用动脑筋的轻松闹剧            
(4星)	 跟着室友一起追，很欢乐，不用想太多。疙瘩汤的好调料^^            
(3星)	 阿佘这次演的挺可爱的 但是这个剧情实在太让人无语 看了十集就看不下去了……            
(3星)	 挺搞笑啊 喜欢陈豪            
(5星)	 喜欢阿佘和陈豪。。            
(3星)	 7分            
(1星)	 怎么如此SB啊！！！！            
(4星)	 比四星，胜在笑点一堆堆！！            
(2星)	 。。。无语            
(4星)	 TVB剧一向都是如此，大红大绿，五彩缤纷，结局圆满。话说佘诗曼在里面的造型好美。給四星，在我最低落的时候让我欢乐了很久，不开心的丢掉，只留开心……            
(4星)	 法拉！            
(NA)	 倒是看过多少无聊港剧打发时间            
(3星)	 6.5/10            
(NA)	 是的。爱TVB            
(NA)	 硬着头皮努力看了半集，据说拍这部戏是因为不想浪费《宫心计》的“奢华”道具。。。。三圣母的造型确实太“奢华”了。。。。            
(2星)	 看了一半，没追下去，不是我喜欢的类型！            
(3星)	 说真不太喜欢小佘。但是TVB现在也就那么几个剧可以看。哎~            
(4星)	 后面没前面好看了            
(4星)	 前面不错，后面就开始烂尾了            
(4星)	 佘诗曼真的蛮好的。            
(3星)	 没 宫心计好看 over~            
(5星)	 好看!            
(3星)	 真的一般，虽然不知道为何都是30好几的人，但是服装、佩饰、皮肤都那么好。就是剧情白烂。太容易被牵着鼻子走。@Home            
(4星)	 喜庆戏。。。我还是不喜欢佘诗曼，但是我爱陈豪这张老脸。。。            
(4星)	 轻轻松松的电视剧~我喜欢~            
(3星)	 因佘诗曼而看···            
(4星)	 港剧总是不经意间透露一些哲理《劝世贤文》，发人深省。公主和近身的服饰配色很雅致呢！            
(NA)	 太搞笑了！喜欢这帮人！            
(4星)	 三好：说好话，做好事，存好心！            
(4星)	 蛮平庸的 但佘诗曼和陈豪的表演很出彩  明星也众多  适合合家欢            
(NA)	 没事，就乱看了            
(3星)	 看了三四集吧            
(3星)	 感觉一般            
(5星)	 娱乐看看很不错            
(3星)	 打发时间随便看看            
(3星)	 拍手拍的我直出汗啊...不过再二的片因为是TVB总还有那么点意思。            
(4星)	 好看 只要是一起看的就好看            
(2星)	 不知道这部剧怎么得到最佳剧集的？难道是有点像家好月圆？陈豪的驸马真是，减分减分！！            
(4星)	 疯疯傻傻看个热闹            
(3星)	 欢欢喜喜闹闹腾腾            
(3星)	 《宫心计》没看过，这戏也只能是打发无聊看了……            
(4星)	 虽然疯疯癫癫的，但是如果每个家都有这么多“精神”，什么事都可以用“其利断金”解决，这个世界该多美好！            
(3星)	 TVB肥皂剧            
(2星)	 剧情一般，倒是台词很押韵~            
(3星)	 rap雷死我算了            
(5星)	 稀罕稀罕。。。自己看的还是粤语版的....听起来很困难，不过真的好好。。            
(3星)	 讨厌他们鼓掌。            
(5星)	 这部电视剧让我起码回忆起了《醉打金枝》《金牌冰人》《锦绣良缘》，台词是真比内地古装片里的更像中国话。            
(5星)	 ^ ^            
(4星)	 闹剧吧，没有宫心计看的好            
(NA)	 喜欢佘诗曼角色的心直口快，没有心机~~            
(5星)	 哈哈，他们俩太来电了。虽然陈豪还是很浮夸，但是我喜欢            
(4星)	 挺逗的            
(4星)	 ，，，            
(4星)	 打发时间咩，还是不错的            
(NA)	 看过几集。            
(4星)	 各种押韵            
(4星)	 温馨~            
