http://movie.douban.com/subject/1830590/	康熙王朝
(4星)	 还是不错的            
(4星)	 喜欢陈道明            
(5星)	 最近想再看一遍！！莫名~~            
(4星)	 还是小康长大了好看!            
(4星)	 将这段时间的历史演绎得淋漓尽致            
(5星)	 经典再现~~            
(5星)	 好剧            
(NA)	 智谋、厚黑、办公室政治、政治，没有谁比中国人更懂这些了吧？所以拍出这部这方面超一流的影片，也不值得大惊小怪吧？            
(NA)	 也算是史诗大片了吧            
(5星)	 百看不厌            
(NA)	 气势磅礴恢弘的大戏，清王朝的起起落落，看他们演得格外真切。主要演员皆气度不凡哪～～            
(NA)	 愤青老班的极力推荐,高中时代晚饭后的一大消遣.全班一起看！！仍然记得老班的一句话：这部电视剧就一个瑕疵：孝庄是她的谥号，是死后才封的。你们记住了！！            
(NA)	 初中时候跟奶奶一起看，陈道明哦。这几部都挺喜欢的。            
(NA)	 我真~的还想再矮活五呜白年~~            
(5星)	 大陆历史剧的神作。            
(4星)	 历史             
(4星)	 很好很好            
(5星)	 非常喜欢            
(2星)	 政治味道！郑经也是一代英雄 怎么能写成这个样子！            
(4星)	 不知道怎么会有套正版碟……陈大叔很帅。            
(4星)	 把康熙体现得淋漓尽致            
(4星)	 那句——我还要再活五百年            
(4星)	 康熙伟才～            
(4星)	 康熙王朝 / 康熙帝国            
(2星)	 陈叔，虽然我DJ你，可这片子实在演的不咋地            
(NA)	 我很爱国~            
(5星)	 很喜欢！            
(5星)	 康熙            
(4星)	 经典……布谷~            
(5星)	 很有气场！            
(4星)	 看看什么是真正的伟男人！！！            
(5星)	 康熙是我永远的偶像。            
(5星)	 陈道明演得太赞了            
(5星)	 还是相当好看的            
(NA)	 连澡堂子外面都挤了一堆男男女女站着看。            
(NA)	 像索尼一样坐享渔翁之利的才是最理想的人生吧！            
(NA)	 去年暑假看的            
(4星)	 不错啦            
(5星)	 那时候很爱看            
(5星)	 和菲菲重头到尾一集不落的又看了一遍，虚构的成分太多了。            
(NA)	 千古一帝            
(4星)	 虽然没什么印象，但是以前应该挺喜欢的            
(4星)	 那阵子似乎流行历史剧这种题材的都很火            
(4星)	 他是康熙  也是男人  更是人            
(NA)	 陪爸爸看的电视剧            
(5星)	 我爱主旋律！            
(4星)	 国产片里的～ 恩～ 不错啊～            
(NA)	 我喜欢蓝齐儿            
(NA)	 喜欢央视的历史剧！够大气！            
(NA)	 还是喜欢康熙王朝            
(5星)	 不错            
(4星)	 值得一提的是茹萍的苏麻喇姑，然而里面出彩的人物太多了            
(5星)	 很好很强大            
(3星)	 放假家里            
(5星)	 实力派演员到一起，怎能不擦出火花！如烟火般绚丽            
(5星)	 巨帅            
(5星)	 又一部陈道明的经典。            
(3星)	 比干巴巴的史书好看多了            
(5星)	 暑假前果然是各种剧的空档... 估计就停留在32集了... 陈道明还是超有魅力的大叔~~             
(4星)	 陈道明~~~            
(5星)	 王威演到了骨子里！            
(5星)	 非常好的电视剧.            
(4星)	 感觉还是书好看            
(5星)	 帝王的霸气！            
(NA)	 中国的历史剧啊 好的不得了  但是其他的......            
(NA)	 王　孝庄太后             
(4星)	 表演很精彩            
(4星)	 “再活500年”这句词都成为丧礼上的重头戏了            
(NA)	 @CCTV            
(5星)	 值得收藏            
(4星)	 基本靠道明叔叔和高娃大妈的演技撑起来的一部戏。光辉历史固然好看，不过看多了，其实还是演员魅力罩着。            
(5星)	 我孝庄，让我记住了这部片子。            
(5星)	 如此优秀的陈道明！！！！！            
(4星)	 不过历史的方面有问题            
(5星)	 必须满分不解释            
(5星)	 陈道明的代表之作，难以逾越的经典            
(5星)	 一群戏骨戏精            
(2星)	 很费解为什么这样一部荒诞可笑、漏洞百出的剧得到这么高的评分            
(5星)	 虽然当初看得我几度落泪，但后来渐渐发觉这大概都是艺术化的处理。本剧三番四次强调“当皇帝很难”，但被专制王朝统治的百姓的生活难道就很逍遥吗？所以只能说这是制度问题，而期待被一个“明君”所统治，则是不切实际的事情。不管怎样，本剧的观赏性极高，基本上就是古装帝王戏的最高水准了            
(4星)	 绝对牛逼的电视剧啊            
(5星)	 看过不下5遍的电视剧            
(4星)	 多年过去，印象最深的反倒是苏麻喇姑。            
(5星)	 还有比陈道明更犀利的演员吗？            
(5星)	 斯琴高娃和陈道明绝对可以用戏骨来形容            
(5星)	 小时候好爱看，所以我脑中康熙的脸一直是陈道明。然后，“我真的还想再活五~百年”......            
(5星)	 前不见古人，后不见来者，念天地之悠悠，独怆然而涕下！            
(5星)	 给幼年的我留下了深刻印象，还记得那会爱死片头曲和片尾曲了~            
(5星)	 明叔V5！！            
(NA)	 向天再借五百年啊……            
(5星)	 我还想再活五百年~~            
(5星)	 陈道明，恩，这才是男人。            
(5星)	 清穿剧可以放心地把它当背景            
(NA)	 好像是第一次看电视哭了的            
(1星)	 歌颂满清，无耻            
(5星)	 先看的小说后看的电视剧，从这个剧认识的陈道明，从此迷得一发不可收拾。关于爱情，苏麻拉姑&amp;伍次友，好可惜。            
(NA)	 道叔的戏那是没话说，尤其还有斯琴高娃老师助阵，剧的内容跟是没话说，尤其是天子少年祖母辅佐言传身教的那一段，后生受教啊！            
(5星)	 真的还想再活500年！！            
(4星)	 演员们的演技真的很好！            
(5星)	 我真的还想再活五百年            
(5星)	 比起这部剧，我更喜欢剧情更加紧凑更加跌宕起伏的雍正王朝，不过这个剧也是少有的优质清宫剧了，立意深刻，人物塑造的也经典            
(5星)	 那都是钻石级别滴队伍啊！看看神马叫压得住场面，神马叫天衣无缝，神马叫诚意~            
(3星)	 略显粗糙~还可以更完美~            
(4星)	 虽然有很多和历史不符的地方 但的确是一部不错的电视剧            
(4星)	 虽是YY，但那精气神            
(4星)	 二、朕要敬自己的敌人，愿他们来世在与朕为敌吧。            
(5星)	 大男人不好做 风雨中仍执着!!!!            
(5星)	 慢热的一部戏，从中间开始看的。关于帝王，只看他们的中年跟老年就可以了。戏说里的少年帝王全是爱情，没啥意思~~            
(NA)	 要细细看细细品味。            
(5星)	 绝对的经典，还有那首再活五百年的主题歌，中国实在是一个有历史，有丰富历史的国度，实在感慨和感动。            
(4星)	 好吧 我就从这里开始爱上明叔            
(3星)	 小时候觉得很好，现在再看觉得不行，很多地方都胡编。            
(4星)	 歌好            
(5星)	 啊啊啊~~~~            
(4星)	 陈道明演的康熙最完美了            
(5星)	 从此爱上陈道明。            
(5星)	 非常好看！            
(5星)	 十几年来热爱不减，我妈都知道这是我从小就最喜欢的一部电视剧。            
(5星)	 老戏骨演得太好了            
(5星)	 不仅是对家乡作家二月河的支持，这几部确确实实都是经典。本部中最让我不解的还是周培功此人！此人才华横溢能文能武，平三藩时的当机立断，连明珠索额图都只有臣附议三字，更是尽通康熙心思，死前留给康熙大清国土图（主为平葛尔丹），琢磨人又琢磨事的官场高手为何最后落得远死边疆！            
(3星)	 远远不如雍正王朝            
(5星)	 贯穿其一生的三个女人            
(4星)	None
(5星)	 陈道明和斯琴高娃戏骨神演技！尊重史实，思想积极，现代电视剧不具备的优良            
(5星)	 最爱的连续剧之一- -。。。            
(5星)	 王道与人臣之术            
(5星)	 。。。不解释            
(4星)	 不如从前啊,当今的世道.....            
(5星)	 道叔            
(4星)	  都不知道看了多少遍了。            
(5星)	 最近电视台又播了，真是百看不厌的好剧啊，道明叔怎么那么帅            
(NA)	 斯琴高娃奶奶喊着“我孝庄***”的时候感觉还是好穿越好蛋疼啊。。。            
(5星)	 有点想看小说= =            
(4星)	 除了大汉天子之外第二喜欢的国产古装剧            
(5星)	 道明叔霸气！            
(4星)	 再活五百年。陈道明在里面演到我都能被震撼的哭出来。小时候应该有看过两遍，集数好长。也是现在想来想去后愿意再翻出来重温的剧之一。            
(4星)	 小時候看的，記不太清，斯琴高娃好凶的樣子~            
(4星)	 道哥，真帅！            
(5星)	 陈道明！！还有《向天再借五百年》，与大气磅礴的剧情相得益彰            
(5星)	 光陈道明的演技就值两颗星            
(3星)	 不如雍正王朝九王夺嫡好看。康熙是不错的皇帝，可那首华丽丽的向天再借五百年才是雷点            
(5星)	 百看不厌            
(5星)	 陈道明很有帝王气质~~~霸气外露~~~            
(5星)	 爱死陈道明了·~~~~~！！！！！！！寒假温习一遍~~~~~~~！！！！！！！！！！！！！            
(5星)	 看到一个人在家鬼哭狼嚎            
(5星)	 向天再借500年            
(4星)	 标记‘看过’——因为我很喜欢陈道明。虽然二月河其实也是一个挺能扯的主，还有我其实一点也不萌康师傅。            
(4星)	 经典的老片呀            
(4星)	 我记得我当年特喜欢这个片子...年轻的明叔啊            
(4星)	 人性是复杂的。            
(NA)	 陈道明+斯琴高娃 成就了一部杰作 四星。            
(NA)	 春风史上巅峰            
(NA)	 五百年太长，只争朝夕吧            
(4星)	 这个版本的康熙倒是挺有人情味的，七情六欲，有血有肉，只是一直不明白，导演为什么非得为了噱头硬添了容妃这么个悲情女人            
(5星)	 陈道明！！！！！！！！！！！！！！！！！！！！！            
(5星)	 除了一些历史硬伤，其他的方面足以让现在任何一部电视剧汗颜            
(5星)	 小时候看的，里面的女性长得很美！            
(5星)	 这个应该是中国目前最好的几个剧吧。不说最好，仁者见仁智者见智，绝对数一数二。            
(4星)	 这部戏的康熙太完美了            
(5星)	 经典，有机会得看看原著            
(4星)	 部分内容相当精彩 战争场面算了。。。            
(5星)	 哈哈 小小年纪就被道明的和 斯琴高娃的 气场震慑到了            
(5星)	 不要过多吹毛求疵，领会意义就是。孝庄太后好一句：天塌地陷，岿然不动，日月星辰，唯舞独尊。            
(5星)	 我很不喜欢方鸿渐，可是看了这戏改观了。都是演技派 历史戏也演得这么好看            
(5星)	 虽然有些硬伤，但的确是大制作！            
(5星)	 陈道明的表演太出色了            
(5星)	 看了好几次。            
(5星)	 和我爸都很喜欢，陈道明的确很有气质..那句“我真的好想再活五百年&#34;无比豪迈...            
(4星)	 2位主演不愧是演技派啊!歌曲如果谱的好,更能让人记住!向上天再借500年            
(NA)	 是陈道明            
(5星)	 这电视我看了两遍。。。            
(4星)	 陈道明最成熟的电视剧，比黑洞更好。            
(4星)	 我是道明哥的粉！！！            
(4星)	 场面大气，服装华丽，情节紧凑，人物个性化，表演精湛，如果不追究太多东西的话，真的真的很好看            
(5星)	 绝对绝对的霸气。。。            
(5星)	 ！            
(5星)	 陈道明特有腔调了 看铁蹄铮铮 踏遍万里河山            
(5星)	 陈道明的经典气质大叔！！！！啊啊啊啊啊啊！！！！            
(5星)	 偶也想再活500年。。。            
(4星)	 小学时候跟老妈一起看电视剧的感觉挺好的，好怀念。            
(5星)	 陈道明不但道出了千古一帝的霸气，更道出了他的痛苦。            
(4星)	 我真的还想再活五百年            
(5星)	 道明叔很给力啊，这才是真正的历史剧            
(5星)	 最喜欢的中国历史剧。            
(5星)	 陈道明多酷啊。             
(5星)	 那首歌，那段历史，谁能忘            
(5星)	 向天再借五百年。            
(5星)	 最喜欢的一部            
(5星)	 陈道明是大神，极强的历史感，厚重。            
(NA)	 绝对的好看，看了好几遍~            
(5星)	 康熙就是这样的了            
(3星)	 康熙和乌龙神马梅在大草原随处XO，太监们赶紧拿出准备好的布将他们围起来，当年看的时候震惊了，那会我多大来着。。。            
(5星)	 陈道明            
(5星)	 史上最精彩的样板戏。后半部分的党争废立把康熙弄得像个内斗王。            
(4星)	None
(4星)	 里面的女演员能不能再漂亮点 不过比雍正王朝里的强多了……            
(5星)	 我们一家挚爱            
(NA)	 小学会跑回家看的电视剧~~            
(5星)	 道明叔的经典之作！            
(5星)	 路上突然听到向天再借五百年 感慨从当年至今..康熙王朝大概是我看过最好看的国产电视剧难以超越 而陈道明真是我最爱的内地男演员 至于有人要民族歧视（喂）或者装作历史帝 我只能说 看电视剧你跟老学究一样严谨的作风我真无法望其项背            
(4星)	 陈道明真是有霸气。            
(NA)	 看过这部片后很多历史剧都看不下去了。            
(4星)	 bug太多            
(3星)	 搞得我以為清朝是個多麼偉大的朝代==……            
(5星)	 中国的演员最喜欢的就是陈道明了，真，看他演的角色真的是一种享受，我想，不看他的脸，只看他的举手投足就可以看出是他了，就是有一种气质，是别人没有的            
(4星)	None
(4星)	 算是比较好的历史剧吧            
(4星)	 陈道明和斯琴高娃的演技毋庸置疑，简直就把孝庄和康熙这两人演活了阿，其他的配角也都演的活灵活现的，擒鳌拜，平三藩，收台湾，亲征葛尔丹，完美的阐释了60年的康熙盛世，堪称国产历史剧的经典之作了，只是斯琴高娃一口一个“我孝庄”，竟然有这么一个但凡有一丁点历史常识的人都知道的buy，不可            
(5星)	 我真的还想再活五百年。            
(NA)	 集数: 50 上映日期: 2001             
(4星)	 有精彩的宫廷戏，但50集冗长的剧情难免让情节稍显松散，陈道明和斯琴高娃的演技让人拍案叫绝。推荐。            
(5星)	 让你再借我五百年            
(5星)	 沿着江山起起伏伏，温柔，的曲线~            
(5星)	 童年的回忆，我和老爸的最爱~            
(5星)	 大爱，特别喜欢斯琴高娃和陈道明的表演            
(5星)	 最好的史诗题材电视剧之一了吧。陈道明的出演非常出彩。            
(5星)	 超爱            
(5星)	 历史剧启蒙            
(2星)	 导演不务正业、编剧不学无术。可惜了演员。            
(5星)	 我的历史剧            
(5星)	 国产神剧            
(4星)	 陈道明。            
(5星)	 皇上到底是孤家寡人呐！            
(5星)	 堪称历史剧的经典著作，很难再有超越了！虽然情节上跟史实有点出入。陈道明的演技真的非常好啊            
(5星)	 非常霸道的好看！！还长历史知识~~~~~爱上陈道明 一如既往~            
(5星)	 没话说的好剧            
(5星)	 陈道明&gt;&lt;。。            
(1星)	 除了歌功颂德还有啥？吹出来的千古一帝真让人恶心！跟雍正王朝根本不在一个档次上。            
(5星)	 看了N遍            
(5星)	 明叔！！！            
(5星)	 讓我的童年充滿了壯志豪情。謝謝給我這樣的童年。我會永遠崇敬過去的我。            
(4星)	 由古可知今也            
(4星)	 虽然真的有很多历史知识方面的错误 不过我还是很喜欢啊            
(5星)	 初中时。每天晚上的必修课。            
(NA)	 影片拍得把皇帝说成是为国为民之人，内心世界描述的也非常的多，是不是一种主观的强加我就不评论了。但是，我觉得一个人多反思、思考确实是件很好，也是必要的事！            
(4星)	 明叔（¯﹃¯）口水            
(NA)	 国产电视剧中的精品            
(3星)	 陈道明演的那是非常好            
(5星)	 我最喜欢的历史古装剧            
(5星)	 国产电视剧的佳作。磅礴的史料文化底蕴，大气的人物事件塑造，给我们呈现出一个绘声绘色的康熙王朝。            
(NA)	 陈道明是越来越爱的~            
(5星)	 经典！！！            
(3星)	 经典            
(4星)	 明叔~不解释~            
(5星)	 特别喜欢！            
(4星)	 如果某些情节和台词上能再合理一点，那真是戏说变正史了。            
(5星)	 2011.05.20.——2011.05.31.            
(5星)	 太喜欢那个主题歌了 道明叔霸气            
(5星)	 我个人觉得是纪录式清朝3帝中最好的一部，开始了帝王纪录片的先河，也是鼎盛            
(5星)	 經典恩...            
(5星)	 拍的真的真的真的真的真的真的太好了。            
(4星)	 为君为父为夫，当皇上真难啊。节奏稍微慢点。            
(5星)	 我喜欢蓝旗而            
(5星)	 看了好几遍，演员不错，剧本也不赖            
(5星)	 尼玛……崔康安……是个人就看过好不好……            
(5星)	 突然想起这部剧了= =当年真是洗脑般的愿意看            
(5星)	 小学的一阵风潮啊~再活五百年吧~            
(5星)	 凡是千古圣君，必须要经过千年之悲，万年之痛啊！            
(5星)	 好！            
(5星)	 小时候看的，前段时间回味了一下，片头曲我喜欢            
(5星)	 绝对是好电视剧=v=那时候看了一遍又一遍，可能直接导致我高考选历史了。。。            
(5星)	 就为了明叔┭┮﹏┭┮             
(4星)	 腾格尔的上天借我五百年还是蛮大气的~            
(5星)	 不知道有多少是史实哎 不过怎么说都是不错的剧了 想姥姥~~~~~~~~~~            
(5星)	 然后我妈妈就特别喜欢二月河喜欢陈道明！！            
(5星)	 看过好多遍，很喜欢。            
(5星)	 最爱的国产电视剧之一，可谓人生的拐点吧。陈道明的康熙文气中不失霸气，在朝堂上的慷慨激昂有时候也不失为一种对现实社会的叩问            
(5星)	 千古一帝，继往开来。            
(5星)	None
(NA)	 最爱的历史剧了            
(5星)	 陈道明            
(NA)	 斯琴阿姨和陈叔叔，这种老戏骨真棒！！            
(5星)	 宽仁，隐忍，识人。成就大业，无忍不可，无仁不能，无善用人不成。陈道明这魅力，啧啧......            
(5星)	 陈道明多赞啊&gt;.&lt;            
(NA)	None
(5星)	 小时候吃完晚饭全家人守在电视机前的感觉真是了            
(4星)	 我还记得陈道明最后说  我还想再活五百年= =            
(5星)	 斯琴姥姥真的是太行了！！我这个对历史从不感兴趣的人当年和我妈一样看上瘾了            
(5星)	 牛逼            
(5星)	 豆瓣猜我喜欢这部，我确实喜欢。一生俯首拜道明啊。。太气质了。。            
(4星)	 尼玛，童年回忆啊，每天狂吼主题曲。。。            
(5星)	 陈道明演的康熙真是太有范了。气质型的男人啊。            
(4星)	 突然想起那个谁了            
(5星)	 史诗经典,值得回味..            
(5星)	 每个人眼里都有一个不同的哈姆雷特            
(5星)	 经典！            
(4星)	 那时少年各种剧~~~初三那年~~            
(5星)	 道明哥演的是霸气凌然，舍小家而保大国，处处留情却又处处无奈            
(3星)	 历史错误不少，给三星算是对我最喜欢的康熙皇帝的尊敬吧            
(5星)	 我真的还想再活五半年啊啊啊啊            
(4星)	 虽然有诸多硬伤 当年看的时候那叫一个痴迷啊            
(5星)	 看了两遍，好啊。非常值得看。            
(NA)	 我妈喜欢陈道明   我表妹说在球场服务他的时候 看到他脾气很不好        就记得里面有个妃子被累积堆高的夜壶倒下来给压死了   真惨   (   还想多活五百年~~~)            
(4星)	 我和我爹一起看的片子，男人啊            
(4星)	 二月河真心狗血。但是帅得没救。            
(5星)	 好就一个字！我真的好想再活五百年！            
(4星)	 真是豪情不变年复一年啊！            
(4星)	 看完之后，彻底沦为大叔控            
(5星)	 算是荧幕上最经典的康熙了吧            
(5星)	 小时候看的……            
(4星)	 献给历史上最伟大的帝国之一。            
(5星)	 看明叔的第一部电视剧，这个男人让人着迷了            
(5星)	 碉堡            
(5星)	 好片子 诸多戏骨 推            
(NA)	  应该是最热衷的一部电视剧之一，康熙的勤政，理智，迎难而上的性格为自己树立了一个比较好的形象，所以自己完全有理由义无反顾的信心满满地为自己的理想而奋斗，遇神杀神，遇佛沙佛……            
(4星)	 我倒觉得李楠比老陈的表演更自然            
(5星)	 好!            
(5星)	 陈道明的皇帝是最有派的            
(3星)	 二月河说不评价哦。感情戏太多，烦人了            
(3星)	 还是有硬伤的            
(NA)	 从这部剧里开始喜欢康熙的。            
(3星)	 小时候看的，对陈道明特别有印象。            
(4星)	 只有想好好活着的人才会想再活几百年            
(4星)	 陈道明、斯琴高娃的演技。             
(5星)	 印象超级深刻，相比之下我小时候对雍正的印象来自于一个里面充满了血滴子的电视剧..            
(NA)	 我真的还想再活500年            
(NA)	 比较厚重的帝王剧。            
(5星)	   儿时印象非常深刻的一部电视剧！            
(5星)	 一个皇帝一首歌            
(5星)	 陈道明很帅啊.. 很经典的古装剧            
(4星)	 陈道明和斯琴高娃把这部片演绝了！            
(5星)	 绝对经典            
(5星)	 基片            
(4星)	 很久以前的时候断断续续看过，最近花了很长终于看完了，里面的康熙总体感觉还是比较真实的，年少时血气方刚，有很大的报复，后来其实一切以建功立业、巩固皇权为中心。号称的康乾盛世，其实也没有想象中的那么好，看了雍正王朝更确定了这种想法，因为这不是一个搞建设的好皇帝。            
(4星)	None
(5星)	 这个毋庸置疑，我还记得当年的小康熙制服鳌拜的那一段。            
(5星)	 官场黑暗，忍苦            
(5星)	 有些演员身来霸气 实在是演不了小角色啊            
(4星)	 你得经历事，才能长大；心里要有大天下；欲要制之，必先抚之；下面的人斗了，你才能过得舒服；凡事都得慢慢来啊。            
(5星)	 陈道明霸气侧漏。。。我被秒到了。。            
(5星)	 看了无数遍的历史剧，记忆中的经典            
(5星)	 真的是经典哦！我很喜欢看的~~那个时候各台重放我也看到了还看一遍类~~            
(5星)	 我真的还想再活五百年……            
(5星)	 小點的時候看得國產電視劇，忘不了，實在拍的精緻            
(4星)	 史诗巨片            
(4星)	 跟我爸妈一起看的            
(1星)	 这一颗星星是给明珠和索额图的……陈道明和斯琴高娃……俩咆哮教主……还是去演话剧吧……那个话剧腔真让人难受……剧情也太YY了点……比雍正王朝差不是一点半点……            
(5星)	 好看，强烈支持，万看不厌的千古帝皇！！！            
(4星)	 明叔是真的很美，那个时候就让人想成为脑残粉了。不过一码事归一码事，歌词的“再活500年”，还是算了吧            
(4星)	 比看历史课本有意思多了            
(5星)	 这个是小学的时候每天晚饭之后一家人一起看的啊            
(5星)	 绝对的演技派            
(5星)	 真心的好看。陈道明演技真是好，这些年怎么没什么新作品了呢            
(5星)	 经典            
(5星)	 对于我来说，这就是丰碑            
(4星)	 片尾曲。。            
(NA)	 喜欢陈道明            
(5星)	 很好的连续剧，波澜壮阔的历史风景            
(5星)	 各种喜欢，霸气，喜欢陈道明，有魅力            
(5星)	 我爱陈道明            
(5星)	 经典            
(5星)	 斯琴高娃和陈道明的演技 真的是让人欲罢不能啊 陈道明 好男人一枚啊             
(4星)	 好嘛，其實最先喜歡康師傅是因為這個啦……            
(NA)	 喜欢陈老师喜欢那个有着晶莹剔透心的苏麻姐姐…不过皇上是不是有点太神呐编剧小姐            
(4星)	 高二看的            
(5星)	 一段多么恢弘的历史，我都想穿越了。            
(4星)	 经典。。。            
(4星)	 系列剧中只有雍正王朝可以得五星            
(5星)	 清朝剧的巅峰之作！从里面可以看到现实中官场的勾心斗角、权术之谋。            
(4星)	 还是有气场的            
(5星)	 孝庄-康熙！陈道明！收藏DVD到手！            
(4星)	 初中的时候看的，真的不错，算是正剧了~ 我对清朝历史的兴趣也是这部剧带出来的~ 那个时候对清朝历史的了解甚至超过了我们历史老师，哈哈            
(NA)	 小时候和外婆一起看的电视剧，现在还是很怀念            
(3星)	 陈道明！偶像！            
(5星)	 百看不厌            
(5星)	 看在陈道明的份上给个五星，但有些太离谱的错误是不应当出现的。。。            
(5星)	 看过最好的历史剧！            
(5星)	 我非常欣赏的一出戏，无论是演员的演出，或是真实历史剧情，值得一赞！            
(5星)	 爱陈道明~            
(4星)	 虽然有傻逼的地方，但是孝庄很牛X，苏麻也是看得透透的，另外这是腐片吧，胤褆和胤礽，康熙和魏东亭            
(4星)	 编剧是脑残，历史没学好，减一星            
(4星)	 Oh，陈道明！            
(5星)	 陈道明啊，我折服了。不严谨的一个疑问是：孝庄是死后的谥号，为何片中就已经自称了呢            
(2星)	 让帝王活个500年，宣扬国大于民，导演你脑子被挤了吧            
(5星)	 现在电视上放还是会看            
(5星)	 “我真~的好想再活五百年~~~”            
(5星)	 太经典的历史剧！大爱陈道明！            
(5星)	 如果不是陈道明的演技会逊色不少            
(4星)	 前半段真棒 后半段没怎么看......            
(4星)	 六年级的时候死缠烂打才被批准看的啊            
(3星)	 俗啊  明叔可没有围城的表现好啊             
(5星)	 二月河把那个矮麻子神化了。不过明叔演的霸气侧漏啊。            
(5星)	 再没看过如此出彩的历史剧。            
(5星)	 台词真好！！            
(2星)	 剧情拖沓，情节虚构漏洞太多。除此之外，演员还不错。看了最后几集，果断四分，不知道编剧导演想说什么。想不懂这个剧竟然比汉武大帝高！            
(5星)	 反正就是爱看，就是喜欢陈道明，妈的，我跟脑残粉似的。            
(5星)	 只有如此霸气的人物才可为帝王            
(5星)	 你可是强暴了朕呐            
(NA)	 明叔经典力作            
(5星)	 盲目的崇拜孝庄，真正女人JP。PS. 以前好讨厌斯琴高娃那颗痔，但是一看康熙王朝，每集都盼她出来。            
(4星)	 陈道明算是质量的保证了            
(NA)	 相当不错的一部清剧            
(5星)	 大气磅礴            
(4星)	 陈道明算是中国最好的演员了吧            
(NA)	 陈道明演技无敌啊~~~~            
(5星)	 这部剧，陈道明真是把康熙演活了！            
(NA)	 我放弃我的小升初的考试。只为听你们说话。            
(5星)	 跟爸爸一起追完的    那时候没电脑     哈哈            
(5星)	 当年我是多爱道明叔啊            
(4星)	 我记得我只看了结尾 就把我看哭了～            
(5星)	 我认为这就是康熙 他的手段 他的无奈 他不是个好人 但是个好皇帝            
(4星)	 血淹没人间，安得太平美满？            
(5星)	None
(5星)	 牛闪闪啊。            
(5星)	 道明叔太帅了            
(5星)	 呜呜呜。。难得我有耐心看完啊。。。还是老片子好看！            
(5星)	 绝对的经典。印象深刻。苏麻喇姑很美。            
(4星)	 霸气            
(5星)	 个人认为是最好看的“皇帝片儿”            
(3星)	 不合史实，虽然拍的很不错。            
(5星)	 场面宏大 节奏紧凑！            
(5星)	 好控陳大叔。            
(NA)	 陈道明             
(5星)	 陈道明的康熙太经典了！            
(5星)	 陈道明、斯琴高娃演得太棒了~！ 此后不看其他康熙的正剧了            
(5星)	 超级好看啊..好不好.            
(5星)	 2001年11月 中央八套首播            
(5星)	 还能捎上电视剧啊            
(2星)	 体制内高档次的视觉垃圾，情节鬼扯，错误百出，历史成了现实政治的婊子。鉴于场景和表演还不错，酌情加一颗星。            
(4星)	 虽然历史漏洞较多，但不失为一部好电视剧。陈道明的表演太赞了，一代康熙盛世。正大光明的匾额升起，远送爱女入大漠，为国；废太子，废爱妾，为君；探十九，将太监们为容妃殉葬，为父和为夫。是部好电视。            
(4星)	 小学。喜欢陈道明=   = 大叔控有根源呐~            
(5星)	 想若年前便看过此片，那时还小不懂得里面的权谋君臣用人之术。现再看回味无穷啊。康熙是个仁君，圣君，用人之道堪称高明。他心思慎密，把握全局。在明珠与索额图两人的争斗下，他用他们互相牵制，互相揭短。权衡术发挥极致。其实也与身边出现一系列的人物分不开。太皇太后孝庄辅佐他登基理政，把关，带            
(5星)	 很不错的提示题材剧。            
(NA)	 忘不了那句“你强奸了朕”、、、、            
(5星)	 霸气            
(5星)	 百看不厌            
(4星)	 最喜欢的一部清正剧。因为印象最深刻，当年，特别喜欢里面的小康熙。            
(5星)	 陈道明T.T！！！            
(5星)	None
(3星)	 打五星的傻逼们，知不知道苏麻在历史里面其实是相当于康熙的奶妈啊            
(5星)	 陈道明真的很有范！！            
(4星)	 雖然漏洞百出 但是陳道明演的太好。            
(3星)	 演员是灵魂，剧情太扯了。            
(5星)	 很好很强大  很有气场            
(5星)	 道明哥和孝庄老太太霸气五百年！！            
(3星)	 演员阵容不错，演技不错。当时确实是差点骗了我这个热爱历史的小儿的心。后来熟读史书发现此片小说改编，剧情相当失实，并且是带着某些隐晦政治立场（确有借古颂今之感），很多东西夸大宣扬，许多东西只字不提。。。3分不错了            
(4星)	
(5星)	 和澄姐一起看的日子~            
(5星)	 记得小时候看的很开心，然后二比还很喜欢那首片头曲，再活500年。笑~            
(5星)	 演技精湛百看不厌。            
(3星)	 一部打着正剧旗号的狗血虐戏            
(5星)	 拍的挺不错的，陈道明的演技着实NB，主题曲也特棒，最喜欢的一句“看铁蹄铮铮，踏遍万里河山，我站在风口浪尖紧握住日月旋转”            
(NA)	 帅            
(4星)	 主题曲那句“我好想再活500年”太激情了            
(4星)	 从这部电视剧中真切地感受到了陈道明先生的底蕴，虽然是历史剧，但是也折射着不少的现代情节。            
(5星)	 和爸爸妈妈一起看的都要五星！|||真是好！还记得暑假里一听到片尾曲（- -好像是韩磊的《大男人》囧）就跑去做作业…小学里~            
(5星)	 牛逼～！！！            
(NA)	 向天再借五百年，玄烨。珍惜苍天赐给我这金色的华年。            
(NA)	 虽然有人找出种种常识性错误，但是总体来说这部电视剧还是很成功的，至少有N%的人发现自己会无意识的哼出“我真的还想再活五百年”这样的歌来……            
(5星)	 男人的另一种表达方式叫做陈道明            
(4星)	 陈道明演的基本都是经典啊，斯琴高娃还是将老祖宗范儿坚持到底，经典之作，阵容大而不失真实，须得多看多琢磨            
(3星)	 挺好的小说，台词太白痴了。受不了斯琴高娃一口一个皇帝。受不了演员们把阴谋诡计的细节挂在嘴边生怕别人不知道自己在搞阴谋诡计            
