http://movie.douban.com/subject/2119419/	我和僵尸有个约会1 我和僵尸有个约会I
(5星)	 最近正在看，又找到小时候得感觉了，贼嗨，还可以听TVB腔            
(4星)	 mingming推荐的 好看            
(NA)	 童年。。。            
(4星)	 颠覆级别的僵尸片经典啊            
(5星)	 小时候看的，那叫一个又爱又恨，要知道僵尸是吓唬小孩子的，可是僵尸里面也有好人，也可以保护大家，真是一部好电视剧。            
(NA)	 想当初5年级一放学就跑回家看= =。。。            
(3星)	 a shability actress!forever mini dress!awful~lookes like oldfashioned japanese cartoon.            
(4星)	 最喜欢的是山本一夫，然后是马小玲            
(4星)	 马小玲            
(4星)	 看到最后我最心疼的人，是山本一夫。山本一夫的孤独与忧愁。            
(4星)	 我喜欢复生~            
(NA)	 结局我没太看懂，就是60年前阿照没被将臣咬，所以所有人都很美好，都还活着，但是为什么堂本真悟和山本未来都老了？都比其他人老呢？疑惑！！！            
(5星)	 在中国神话电视剧当中，这一部算是经典了。            
(3星)	 小时候看了吓得半死            
(5星)	 小时候最喜欢的电视剧~            
(4星)	 很天马行空……不过超喜欢万绮雯的美腿……            
(5星)	 小时候在凤凰卫视看过几集，前几天终于看了一遍，真喜欢况天佑和马小玲啊            
(4星)	 第一部挺不错的，到后面的几部就不扎样啦            
(4星)	 “只要等得值得，无论等多久、都不会觉得辛苦。”重温经典！况天佑 马小玲 王珍珍            
(4星)	 边遮眼睛边看            
(5星)	 经典中的经典咯~            
(NA)	 这是一部无法超越的剧集            
(5星)	 ATV巅峰之作            
(4星)	 僵尸片就是儿时的最爱嘛            
(3星)	 很多人爱的都只是那时候的回忆吧，反正我觉得没他们说的那么好。            
(5星)	 小时候看的，那时候超钟意万绮雯扮嘅马小玲。。真的是很经典的片子。。            
(5星)	 爱            
(4星)	 10年前的电视剧还能这么好看，虽然鬼扯的一塌糊涂，可是一点也不觉得长，打发时间真好。如果我快要死了，你会把我变成僵尸吗？不管如何改变，只要人不变，缘分就不会变。            
(4星)	 亲。温故而知新好么亲。。            
(5星)	 我擦，居然偶遇僵尸探长，小学时代最牛最拉风最有逼可装的电视剧啊！            
(5星)	 超爱看。。。            
(5星)	 小时候超爱看··            
(5星)	 有时间，我要看完!            
(5星)	 大长腿+吸血僵尸+各总蛇神鬼怪+感情啊感情            
(5星)	 事隔这么多年我又看了一遍了 即使有这么多雷点的情况下仍然觉得好看哦在就是在这部片子里面我发现了Angelo Badalamenti的Nightingale，原来这这么久以前我就听过这首歌了            
(5星)	 最爱的剧之一            
(5星)	 大爱            
(5星)	 绝对经典！            
(4星)	 很老的一部片子了            
(4星)	 驱魔龙族。。。            
(3星)	 大爱万绮雯            
(5星)	 当时觉得，哇塞太美好了！尹天照和万绮雯是绝配啊！已经蚊蚊的美腿啊！··            
(5星)	 以前没看过，在不久前在避风塘和朋友们三国杀的时候看到的，尹天照帅气，那个年代算是拍的不错的，赞            
(5星)	 况天佑的最后一个愿望，我呆了一下才反应过来他的良苦用心啊~马小玲的每一件衣服我都好喜欢~！！            
(5星)	 现在很难再有这样经典的电视剧了，小学时看过，详细剧情都忘了。现在高中毕业后再看，领悟到很多以前所不能理解的感情。            
(5星)	 原来只要共你活一天~凡尘里一切可以别挂念~            
(4星)	 唯一一直追的连续剧。            
(5星)	 小时候 可爱看了 ～            
(5星)	 我不想结束约会            
(5星)	 不要爱上不该爱的人            
(5星)	None
(4星)	 既是经典，何需多言。小玲姐姐、、            
(5星)	    开拓了新的僵尸片 · ·  很有看头· ·   理论知识很新奇            
(4星)	 重温了一遍。            
(4星)	 这么老的电视剧，现在看也不觉得过时            
(4星)	 哎呀怎么能不mark这出呢！！！经典啊！！！！&gt;333333333&lt;            
(4星)	 虽然是很老的片儿，不过节奏挺紧凑的，虽然中途法海串场，各种穿越和笑点，不过还是一部纪念英叔的经典电视剧，万绮雯演的马小玲很美少女呀！            
(3星)	 马小玲真美            
(5星)	 好经典啊，想起当时初中时光...            
(4星)	 小学四年级，晚上七点凤凰卫视中文台~~我是看完了才去写作业的，泪奔~~            
(4星)	 矮油王珍珍像个白痴！！！！！！！！！！！！！！            
(4星)	 主要是看两个漂亮的女主角            
(5星)	 好看到连原先不帅的男主角都觉得帅了            
(4星)	 完全佩服，天马行空的编剧，在那个年代            
(4星)	 是部老片一说到僵尸我就只能联想到清朝官员，蹦蹦跳跳，没有什么意思的低等魔物看了这部片子我才知道，原来僵尸是中国版的吸血鬼，汗~~~~~~好像不同的是僵尸不怕阳光？？？不过传说到底只是传说，我也有看过不怕阳光的吸血鬼…………中国其实也是一个蛮迷信的国家，看看中国的怪力乱神还蛮好玩很            
(5星)	 精彩!精彩!很久没有看到这么让人停不下来的电视剧了!!!每一集都好让人惊喜!!            
(5星)	 怀念万绮雯的腿于是又重新开始看 。            
(4星)	 美腿啊~~            
(5星)	 太喜欢马小玲了啊啊啊            
(4星)	 真怀念当年暑假跟杨小科童靴一起窝在空调房里一看电视就是一整天的日子啊啊啊啊            
(5星)	 难得的类型片。            
(4星)	 我喜欢呀。。。。。            
(4星)	 可日光下行走，会变身，力大无穷，不老不死，比吸血鬼要NB的僵尸。什么日本女鬼啊，白蛇传啊，远古时期的穿越啊！还有马小玲的长腿！这部片实在综合了太多元素！            
(4星)	 8/10            
(5星)	 临 兵 斗 者 皆 阵 列 在 前            
(5星)	 当年的最爱!            
(4星)	 我的童年好嘛！            
(5星)	 记得那时候电视说要播放僵尸，我就觉得是恐怖片。很多年后，貌似是念高中的时候重看，一发不可收拾，于是等着看重播就成为我每周六归家最大的期待了……            
(4星)	 那时候港剧真的很不错呢            
(5星)	 当时看得还是吓了我一跳，但是很喜欢            
(NA)	 记得当时看的时候被吓的不行，很像很像一个梦，很精彩            
(NA)	 幼儿园看的            
(5星)	 童年回忆            
(5星)	 很好看。。            
(4星)	 前面剧情不错   后面剧情乱凑     为了马小玲  给四星             
(5星)	 其他还好，最不能接受就是最后僵尸变成奥特曼与小怪兽了。            
(5星)	 马小玲好棒            
(5星)	 岁月了无痕 记忆中经典之一 最后还是没让我看到一个正常的波斯…             
(5星)	 空前差不多也绝后了，陈十三真是个天才~            
(4星)	None
(4星)	 又扫了一遍这个剧情还可以的片            
(4星)	 哇~伴我长大的僵尸片！            
(4星)	 &#34;无论千秋万代，我们要永远在一起&#34;- - -I Have A Date With Vampire.如果没有杨恭如演的王珍珍 或许我会喜欢上马小玲 但是谁叫我那么爱杨恭如呢 所以 我恨错气马小玲            
(4星)	 多年前经典  陈十三            
(5星)	 以前看过，最近又重温            
(5星)	 好怀念。。虽然结尾的变身囧死个人了。。。            
(5星)	 最爱马小玲            
(4星)	 值得一看。我就觉得，我们国家的僵尸比外国的吸血鬼厉害            
(3星)	 第一次看经典，这种奇幻片的确不是我的菜，但是马小玲，我真喜欢你。            
(5星)	 很不错，小时候的回忆。            
(4星)	 大三时宿舍5人还重温了一把。            
(5星)	 最早看到香港电视剧之一            
(5星)	 吸血鬼与女法师的爱情故事            
(5星)	 一辈子的最爱  不看后悔 啊             
(NA)	 原来只要共你活一天            
(4星)	 喜欢杨恭如~~~~            
(5星)	 最美的单眼皮。            
(5星)	 没有马小玲的世界他不要            
(4星)	 第一部最棒!!            
(NA)	 我有漫漫暑假，所以我看看完这个系列            
(4星)	 当年的杜汶泽真是各种可爱哟！！！陈启泰帅到爆啊！！            
(5星)	 第一部很不错，比西方的吸血鬼好看多了，影片里面说了吸血鬼就是低等的僵尸，其寓意就不言而喻了。呵呵！喜欢万绮雯！尹天照，那个发型引领了一时的潮流啊。            
(5星)	 小时候对这个片子迷恋的啊！            
(5星)	 那个经典的啊啊            
(4星)	 第一部让我喜欢上了马小玲，漂亮，坚强，修长的长腿，僵尸不再是只会跳来跳去、没有思想的吸血怪物了，有血有肉，有感情，况天佑对待感情太拖泥带水了。就算结局是一切重来，马小玲仍会和况天佑相爱，有点“命中注定我爱你的感觉”。            
(5星)	 经典。            
(5星)	 挚爱啊~            
(5星)	 亚视经典！！！马小玲的长腿＋短裙！！            
(5星)	 永远的经典！            
(5星)	 僵尸无法超越的2大经典之一            
(5星)	 应该是八岁看的= =            
(5星)	 第一、二部还不错，第三部有点假            
(4星)	 制作糙 故事新（当年~）            
(5星)	 小时候一度崇拜马小玲            
(4星)	 小时候老幻想变成第一代僵尸，那时超迷这部电视剧            
(5星)	 看了N次            
(4星)	 我更喜欢小玲和况天佑在一起，感觉王珍珍这个角色有点假。2011-4-29            
(4星)	 很想葬月。。。            
(NA)	 没有好人坏人            
(5星)	 幼儿园还是小学低年级的时候不睡觉偷偷躲在门后面看!            
(4星)	 喜欢万绮雯 确实是经典的港剧            
(5星)	 没有看完 几集之后知道自己又间歇性的喜欢主角 杨恭如先入为主 让我以为尹天照和她才是对的 可是世人皆知的剧情让我挺纠结 我决定不往下看了 再看到尹天照不喜欢她 而喜欢万绮雯 我又该受不了了 陈启泰因为这部剧应该获益不少吧 他在剧中一本正经的熊样 让我特别想看他遇见杨恭如的一幕             
(5星)	 永恒不变的经典。            
(3星)	 现在2011年，看回1998年的电视剧，觉得那时候看起来很潮流的服饰发型，现在看起来……好土……            
(4星)	 最喜欢万绮雯了！            
(5星)	 好爱马小玲            
(4星)	 故事情节曲折，很吸引人，我三天就看完了            
(4星)	 馬小玲一雙腿可以支持整部劇啊！            
(4星)	 大学时看的，剧情有些记不清了，三部有些混。不过大爱马小玲，超短裙、大长腿，太稀罕这种类型的女生了！            
(5星)	 经典            
(5星)	 亚视经典。            
(5星)	 超赞的电视剧            
(5星)	 还不错，就是陈十三的想象力太无边无际了            
(NA)	 好像早看过了,但没有记忆.  31集就该结束了，结果硬添了个蛇足，加了四集，让里面的主角一股脑的都出来了。            
(5星)	 我只是十一年前看过几集，就记下了这部电视剧，你说它不成功么？当年的杨恭如真的是清纯范儿十足，马小玲的短裙装扮加分不少。尹天照中长发皮衣造型气场十足，戴不戴眼镜都很MAN。编剧、造型、配乐弥补了电脑特效的粗糙，常规特效中规中矩。港剧习惯反讽时事，解构经典，形式不重要，重要的是爱情！            
(NA)	 记得大一的时候疯狂地和同学看了整部。。。。            
(NA)	 那个时候女人自然美比整容的不晓得美多少哦！            
(5星)	 我的港剧top1            
(5星)	 经典，看过的人都知道            
(4星)	 如果不是有儿时的回忆，这个片子摆到现在就没那么好看了，不过万绮雯的美腿真的给整个片子加分不少！            
(4星)	 虽然配音和对白不够完美，还是吸引我了。。。。。            
(NA)	 小青和白素贞打架瞬间美少女变身换装备穿着古装还顺便接了个电话喂老板吗            
(5星)	 我终于知道什么叫着迷            
(5星)	 一流!!!!!劇情很日本動漫，又比較早會關注會長生不死之苦，真的太高手            
(5星)	 重新看，虽然不够认真，但还是感触很多，音乐，人与僵尸的爱情……都是那么让人动心。            
(5星)	 第一次看的时候那是相当惊艳啊            
(4星)	 看完这个！我又少了一部好看的僵尸片！            
(5星)	 小学的时候看的，那时候超级无敌爱模仿马小玲念“咒语”。爱她的短裙，爱她的坚强。            
(5星)	 绝对必推之经典！！！大爱！！！            
(4星)	 小学的记忆啊~            
(4星)	 有没有人巨讨厌碧加，觉得她巨恶心的？            
(5星)	 最好看的亚视剧！当时十分喜欢马小玲！那一身白衣美少女捉鬼天师装束，经典啊经典。            
(NA)	 喜欢喜欢 看得又哭又笑              
(3星)	 又一部凤凰卫视的超长电视剧...            
(5星)	 天马行空，编剧也太有才了吧。            
(4星)	 很不错的一部演僵尸的片子，从来很怕一个人看鬼片的我居然状着胆子在家一个人看完了，很喜欢里面的主角，嘿嘿            
(4星)	 小时候看得最哈皮的了            
(NA)	 马小玲牛人啊            
(5星)	 永遠的馬小玲。            
(5星)	 很久没有一部电视剧让我几乎从头哭到尾了，就连反面人物也让人恨不起来。不论千年万年沧海桑田，唯一不变的只有一个情字。            
(5星)	 初中美好回忆            
(4星)	 里程碑！            
(4星)	 马桶你敢翻拍这个不如去屎吧！！！！            
(NA)	 山本一夫。            
(3星)	 从此以后不敢上最里面的那个厕所。            
(5星)	 要不要这么好看啊？！穿着迷你打鬼！            
(5星)	 给马小玲修长的美腿的            
(5星)	 我心中永远的经典            
(5星)	 童年的回忆啊！！！！！！            
(5星)	 小时候天天追天天追美好爱情的典范            
(2星)	 这个，我真的很难给高分，而且很难坚持看完。            
(5星)	 很好看啊，看了好多次。马小玲。            
(3星)	 感情比较压抑            
(5星)	 不解释，神级经典电视剧！            
(4星)	  爱死爱死啦            
(4星)	 第一部最好看            
(5星)	 其实看多了还真有点审美疲劳，但每次都能搭上中国神话这点还是十分不错地。            
(5星)	 只看僵尸約會的1&amp;2部就可以了，經典中的經典            
(5星)	 大家要记住啊！！！不是所有的港剧都是TVB拍的！！！            
(4星)	 小時候很怕又很喜歡看。            
(4星)	 小学时代            
(5星)	 五星没悬念。。            
(5星)	 真的真的好看到爆啊!!!            
(4星)	 当年总是忍不住盯着马小玲的腿。。。            
(5星)	 小时候超爱的港剧之一，马小玲太Cool了！            
(5星)	 小學睇嘅時候真係會驚！            
(3星)	 男主角的性格很奇怪，算不上优柔寡断，但却莫名其妙的越搅越乱。山本一夫这个反面角色倒是异常的讨喜，还挺有魅力。还发现一点：杜汶泽没发福也能凑活当个英俊小生。            
(5星)	 从小看到大.已经不能用经典来形容了..女神..            
(4星)	 非常喜欢马小玲，她的属性按现在划分就是敖娇。小时候看僵尸觉得非常好看，这种有点颠覆的僵尸题材第一次见。虽然觉得越到后面越扯，但是还是很好看，我就是不懂，为毛最后的大boss是个完全不知道哪里冒出来的路人甲……山本这么萌的boss怎么就变属性了= =            
(4星)	 如果你为男人流泪，就会法力全失。    她还是流泪了。            
(4星)	 男主的鼻孔··orz            
(4星)	 是很深刻的一个僵尸片子，比《暮光之城》早且深刻，只是八零后九零后们没多少看过的。我本人很抗拒僵尸片鬼片的，但是这个，真的好，阐释价值不逊于《大话西游》。            
(4星)	 当年难得追的一部亚视剧            
(NA)	 我太奥特了现在才看～～～            
(1星)	 以前看过的烂片还真多！            
(4星)	 马小玲和况天佑部分，很高兴参看了大家的评论！让我再度重温！！另外严重PS的是：山本一夫的孤独与执着的爱！与况天佑不一样的目标明确！so与况天佑的魅力绝对有一拼！！！            
(5星)	   至今看仍旧很喜欢~            
(4星)	 结局太过于狗血。但是还是好看哇。没有爱情的马小玲我太特么喜欢了~~天佑好帅好帅~~~            
(5星)	 忽然听到了主题曲。。。哎好怀念啊            
(4星)	 哎呦 真有回忆            
(5星)	 永远的马小玲！            
(5星)	 不喜欢况天佑，因为他不喜欢王珍珍；不喜欢王珍珍，因为她不喜欢山本龙一；不喜欢马小玲，没有原因= =最喜欢陈启泰了！~\(≧▽≦)/~            
(4星)	 90年代的一部融合了吸血鬼、穿越、前世今生的电视剧、这不容易，虽然情节上有瑕疵、道具特效上不够美，还有很多缺点。但，这就是一部成功的电视剧！            
(4星)	 临 兵 斗 者 皆 阵 列 在 前     -诛邪-  收了瓜妹~~            
(4星)	 都说好看，我就看了，结果发现有3部，坑爹呢。。。            
(4星)	 非常风骚的剧情            
(3星)	 (1998) 当时来说，亚视难得一部还行的电视剧。            
(4星)	 挺喜欢的一部剧，当时~            
(NA)	 大爱。看了很多遍。            
(4星)	 马小玲~~~            
(5星)	 爱万绮雯            
(5星)	 马小玲！            
(4星)	 之前我家小朋友强烈推荐的，无事的时候在学校借了碟在寝室看。他极喜欢演马小玲的万绮雯，腿很美。剧还是不错的，虽然现在看道具什么的都很假，但在那个年代来说算是拍的极成功的了。而且吸血鬼题材比那什么美剧早多了~            
(5星)	 亚视难得的佳作            
(4星)	 马小玲            
(5星)	 看了三四遍。打算重温。             
(5星)	 怎么能表达我的爱啊!            
(5星)	 好棒的剧目啊            
(5星)	 怎么会有王珍珍这么善良的女孩纸呢？            
(5星)	 小玲好漂亮~！            
(5星)	 小学时天天的谈资啊······            
(5星)	 原谅我当天不懂得珍惜.只知任性.坏事情.唯愿你此刻可于虚空中.真心聆听.将来若.真的再有个约会会完成.真的会再有这样深情.我以天为证.请你带领            
(5星)	 大爱蚊蚊，最符合漫画美少女的真人！            
(5星)	 心中的经典            
(4星)	 真的好經典！            
(5星)	 不解释            
(4星)	 不恐怖~很不错~真的好喜欢好喜欢！！            
(4星)	 儿时的回忆啊！！            
(5星)	 非常经典            
(1星)	 好吧，不小心看到的            
(4星)	 有一些东西只属于记忆，如果你坚持要翻出来，那就是在鞭尸。            
(NA)	 嗯，好看            
(5星)	 经典。尹天照、万绮雯-非常喜欢。            
(5星)	 小时候是无限喜欢马小玲哟~            
(5星)	 好怀念啊，当时看得很爽~            
(5星)	 看完后我是很喜欢这些演员，但是最让我喜欢的是十三十三，美腿，帅哥，符咒，毛道长林正英，时空穿梭             
(5星)	 闻名已久的电视剧，上档十几年后才领略到他的经典，不过还好总算没有错过。这也算是让我见识了ATV的第一部剧，陈十三不愧是鬼才，况天佑和马小玲注定会成为经典。里面的每一个人物都很喜欢！            
(5星)	 小时候的最爱。。。            
(4星)	 起初都是好的~            
(5星)	 那天一集不拉的把全本看完了，马小玲真的不漂亮，还疑似做了第三者，可惜，我就是喜欢她……            
(NA)	 挺好看的~            
(4星)	 小时候最喜欢的电视剧之一            
(5星)	 上半年看的，虽然画面有点老，但超级好看，我一下子把三部都看完了。            
(5星)	 很喜欢这种类型的片，其实最早看的是第三部，而且是从中间看起的。那时候没点脑，只能再网吧里面边下边看。就这样把1/2/3部都看完了。            
(4星)	 白娘娘让我可耻的笑了~~~            
(5星)	 我的最愛            
(5星)	 经典！            
(5星)	 马小玲，况天佑。            
(5星)	 有个场景不知道是1的还是2的，就是整个警局的人都变僵尸了，黑压压的一片吓得我快要转台了，突然间，发现一个僵尸大口一张，两个牙一只长一只短。。笑翻了。。从此看什么僵尸片都盯着他们的牙齿看。。。。。            
(3星)	 毕竟是老式的电影了            
(4星)	 小时候的愿望就是做个马家后人那样的   杀死所有僵尸                  
(4星)	 真够扯的，哈哈            
(5星)	 永远的最爱！！！！            
(4星)	 我爱马小玲我爱马小玲我爱马小玲我爱马小玲我爱马小玲            
(5星)	 最近正在重看，纯属抽风自虐。            
(4星)	 考试周无考试，太无聊，想起以前某人很爱看，就试着看看。。忒长了吧。。僵尸中的极品，哈哈哈哈。。造型雷人。。越看越气人啊，究其缘起皆因一个“情”字。。            
(5星)	 我喜欢况天佑~~~这种题材的电视剧是个突破哦~~            
(5星)	 时隔12年，重温《我和僵尸有个约会1》，对于片子，12年前感动我的桥段现在仍然可以打动我；对于我，12年前的生活片段在看片时不断滴在眼前浮现。12年可以改变很多事情，改变不了的是一提起僵尸就会想到况天佑和马小玲，改变不了的是我还是多年前的那个我。            
(3星)	 有好的编剧是王道！point还蛮奇特的~            
(4星)	 就像讲究将健康生活方式的人，偶尔去夜店泡泡也有不同感受。            
(4星)	 大学时看的~~还是觉得很赞！想象天马行空~            
(5星)	 好看，顶~从小学就开始看            
(5星)	 迷了好长时间            
(5星)	 歌也很好听            
(NA)	 我爱的~~~            
(4星)	 最后两集很粗糙 结局太乱了            
(5星)	 谁又能熬过孤独这玩意儿。            
(5星)	 经典啊.~~广东人的回忆啊..~~            
(5星)	 为什么当初我会觉得那么好看呢。。            
(5星)	 永远是第一部最经典            
(5星)	  从来没有一部电视剧这么符合我的气质            
(4星)	 在我的脑海里，亚视最经典的剧了~除此之外，还有什么能和TVB抗衡？            
(5星)	 印象最深的就是马小玲的腿  好漂亮            
(4星)	 已经挺不错的了~~            
(NA)	 实在是太遥远了，不记得了            
(4星)	 看了几天看完了哈哈 还是老片耐看啊~            
(4星)	 當年好喜歡誒            
(4星)	 第一次做恶梦就是看完这个电视剧。里面有一些片段情节挺让人害怕的~~            
(5星)	 哈哈哈哈。。。            
(4星)	 虽然在2010年才看这部老片，且不谈当年的拍摄手法和特技，它开头和中间的编剧，看得真的有点欲罢不能。结局可能因为我分心在看了，总觉得结局太扯了，游戏规则你怎么编怎么来？！很爱万绮雯，同样看完片子后搜索了有关她的消息。当年一句‘非甄子丹不嫁’，如果实现，现在你会否借他名声大正？            
(5星)	 忽略粗糙的特技，雷人的造型，绝对秒杀TVB~很感人。很心疼。这3部真的不是三言两语可以概括的。            
(5星)	 好看,很喜欢万绮雯!            
(3星)	 重播还会看            
(5星)	 经典，大爱 天佑VS小玲的CP            
(5星)	 大爱啊！            
(5星)	 山本一夫……口水流到尽啊简直            
(4星)	 很老的片子。曾经的片段终于得以完整。。还是可以。。            
(4星)	 原来这是一部爱情片.....为什么要等待？为什么有那么多无奈？况天佑：我们好像认识啊。马小玲：也许吧。......            
(5星)	 虽然是年代久远，但也要佩服其想象力。只要有马小玲和况天佑，就能绝地逢生，没有什么事情搞不定。看到楚雨荨说“我相信，我的云海，一定会回来”时，竟觉得慕容云海和楚雨荨也有这种味道。毕竟一切都是坚持的美好。灵境和此属于我最欣赏的魔幻制作，绮雯和陈导演要幸福喔            
(4星)	 怀念的剧呵～            
(5星)	 小学看的 后来又看            
(5星)	 当时那个喜欢啊..形成了我对僵尸世界的审美观,导致我对暮光之城不屑一顾~            
(5星)	 超喜欢万绮雯演的马小玲。很好看，偶尔有点点恐怖，不过还好，非常怀念并推荐。            
(3星)	 情节不错。            
(4星)	 小时候那个爱看啊！            
(3星)	 永远不会忘记看大结局那天晚上我妈第一次也是有且仅有一次炸薯条给我吃。            
(5星)	 这才是真正僵尸剧，吸血鬼剧的开山之作，美国的那些弱智吸血鬼剧完全可以歇菜了。            
(NA)	 长生不老并不是件好事            
(4星)	 哇 小时候常看~            
(NA)	 過了這麼多年依然還是好喜歡。            
(NA)	 小学看时觉得还是多惊悚的。万绮雯的长腿和手势给我留下了无法磨灭的印象啊~~            
(4星)	 被陈启泰秒杀了……万绮雯杨恭如神马的也都很美XD            
(5星)	 至爱            
(5星)	 值得回味的一部！纪念林正英！            
(5星)	 这部我觉得我不用讲什么了..            
(4星)	 只要天佑出来的时候，我觉得自己什么都不怕了。。            
(5星)	 奇幻到我中意。ATV没能占据我们一个长久的岁月，但能让我在一个短暂的日子里肯花费一小时来被它占据。            
(5星)	 童年回忆啊。。。            
(5星)	 用了2天时间再把这部剧看了遍，龙珠+神龙+元气弹+僵尸... 是个非常会拖剧情的大杂烩~ 但是经典仍然是经典！            
(5星)	 最愛的電視劇之一            
(4星)	 终于把1看完了……            
(NA)	 这部电影真的很好看            
(4星)	 我最亦只喜欢万绮雯小姐和陈启泰先生!!!!!!!            
(5星)	 ATV名剧            
(3星)	 这个我记得ty上还有人八。            
(4星)	 编剧有点意思，尹天照的外形和演技都没看头，喜欢陈启泰            
(5星)	 ATV除了本剧之外非常衰落            
(5星)	 偷偷躲在房间看电视的日子，笑~现在看来依然是很喜欢的国产剧            
(4星)	 90年代前的港剧迷都追过的电视剧            
(4星)	 真的可以算得上是包罗万象...什么都有.            
(4星)	 那个年份拍到这个水平算很不错了。杜生当年还跟清秀。。O(∩_∩)O~            
(5星)	 本身想给六颗星的……僵尸、将臣、长生不死、简直就是玄幻的开山之作。            
(4星)	 惊            
(3星)	 何等的无聊当年看的时候            
(NA)	 小时候的某一天，看着看着，就听见厨房有磨刀的声音，从背后传来...            
(5星)	 很好看！！这个系列是我心目中真正的经典。百看不厌。那个年代能拍出这样一部戏真的很难得。是这部片子让我走进网吧，开始了万恶的通宵，这部戏完了以后，我通宵生涯也在不久结束了            
(5星)	 现在看也还是觉得很好看~~            
(5星)	 那会很喜欢万绮雯哎，而且剧情真的很不错             
(3星)	 还好            
(5星)	 十多年前的片子了，我最后一次看也是在两年前。但是，这片子真的很经典。而是，万绮雯真的很漂亮。讨厌杨恭如。            
(4星)	 记忆力不好的好处是，看过后可以等忘记，再看一次            
(5星)	 不知道重温多少遍了，马小玲&amp;况天佑，大爱！！！            
(4星)	 昨天还跟朋友提起，都是美好肥忆啊            
(5星)	 真怀念啊            
(5星)	 不错的剧！            
(5星)	 永远的马小玲。。。            
(4星)	 Finished            
(4星)	 又看了一遍，挺好看的            
(4星)	 我爱陈十三!!!!            
(5星)	 非常喜欢，百看不厌！            
(4星)	 虽然碍于电视剧的特效水平，动作场面并不华丽，但本剧的主题却是永亘不变的爱情，作为90年代的作品，可谓难得与经典~            
(5星)	 这么多年，马小玲仍然在我心中环绕不去~~~大爱美腿巫婆玲            
(5星)	 经典，百看不厌！            
(4星)	 憋气！            
(5星)	 虽然画面已经经过了时间的打磨，现在看起来会不太那么清晰，但《我和僵尸有约会》三部曲可谓是伴随着我童年成长的记忆。十年的经典之作，穿越和僵尸港片的鼻祖，开发了所有跟我一样大的人成长的想象力和无限乐趣。看这部连续剧会学到很多知识点，不仅横跨历史、科学、哲理，还能教你如何穿衣打扮。            
(4星)	 研究其他生物，总有一天我们吸血鬼会统治世界，消灭僵尸！            
(5星)	 呵呵，wamxl            
(4星)	 没想到这部片在豆瓣上如此冷清啊！            
(5星)	 我爱马小玲~            
(5星)	 这个12部都很经典，80后基本都看过的，FANGTIANYOU  MAHAOLING            
(5星)	 经典            
(5星)	 赛高~~ 童年的美好回忆~            
(5星)	 我的最爱之一            
(5星)	 很早就听说这个亚视的剧，只是后来才翻出来看            
(5星)	 太棒了 经典神作            
(4星)	 马小玲HLL的长腿啊~            
(5星)	 僵尸片能拍成这个样子，你还能说什么批评的吗？            
(NA)	 对VAMPIRE的认识是从它开始的，算是唯一一部看过的本港台剧了。            
(5星)	 喜欢啊~~僵尸来咬我吧~            
(4星)	 童年的晚上就是看这个过的……            
(5星)	 以当时的技术水平来看 以及后继无人的现状来看 这是非常经典的一部作品            
(4星)	 ATV也是有很多好片子的            
(5星)	 经典            
(5星)	 小时候很爱看            
(5星)	 勾起我童年的美好回忆。。。。亚视辉煌不再，令人叹息。。            
(5星)	 最爱啊            
(4星)	 虽然特技有够烂，剧情够狗血，但是总归风靡过，偶也想被咬下，然后白天睡觉，晚上出来混夜店，完美生活啊。。。            
(3星)	 我只想说这个片子太搞了。。高中暑假无聊看的片子            
(5星)	 老电视剧反而让我看迷了            
(3星)	 最初的感动            
(3星)	 我喜欢蔡晓仪杨恭如文颂娴甚至张文慈，偏偏对这位亚视一姐兴趣一般。            
(5星)	 喜欢万绮雯演的马小玲~~~            
(NA)	 好长啊，看了好久。            
(5星)	 经典僵尸剧……很喜欢！            
(5星)	 只能说一句，编剧太有才了            
(3星)	 因为配音实在是惊天地泣鬼神 所以只走马观花的看了下            
(5星)	 小学时如同追《美少女战士》一般地追着看= =/            
(4星)	 过了十年，再看也不会觉得不好            
(5星)	 对我影响最大的一部电视剧。我的小学6年级为此沉迷。            
(5星)	 经典中的经典！            
(4星)	 某人的最爱。不过是两个神的游戏。            
(NA)	 经典僵尸巨作            
(4星)	 童年啊            
(NA)	 最经典的僵尸片啊            
(5星)	 啊，当年迷死这一部，又怕又想看。            
(5星)	 虽然现在看的话特效有些拙劣，却依然记得那当初看的心情，永远的马小玲和况复生。。            
(NA)	 这部电视剧还蛮不错，富有想象力            
(5星)	 经典            
(5星)	 我很喜欢            
(1星)	 纯粹是给僵尸面子            
(5星)	 当年爱翻了这剧!            
(4星)	 第一部还好看            
(4星)	 不能否认，这是经典~            
(5星)	 当年我是多么爱呀！和爸妈每晚在电视机前看凤凰卫视。            
(3星)	 中国吸血鬼~~            
(5星)	 太不一样的电视剧。            
(5星)	 金庸都说好的连续剧            
(5星)	 这一部实在是太经典了              
(4星)	 我看的时候还叫《僵尸探长》啊。。原来是这个名字            
(5星)	 后面太拖了...            
(5星)	 经典~            
(5星)	 那时候狂爱看啊            
(NA)	 马小玲的腿很赞            
(5星)	 陈启泰还是很帅的啊~            
(5星)	 亚视唯一可以体既电视剧            
(5星)	 很好看哦。            
(3星)	 迷人的超短裙            
(5星)	 剧本写作的典范，可以进入教科书，难怪亚视网站称“此片开拓出港剧未有之领域”。             
(NA)	 经典。第一次见静姐姐，她在她bf那看。            
