http://movie.douban.com/subject/2190914/	桔子红了
(4星)	 老房子不错            
(4星)	 构成我所有年少时对于江南的印象            
(4星)	 记得当年喜欢你            
(5星)	 阴森森的恐怖。。            
(NA)	 断断续续            
(4星)	 内敛暗涌的人物情感。压抑悲曲的命运。一杯苦茶一般            
(5星)	 里面的演员都很喜欢            
(3星)	 拍得挺美，理解不上去            
(4星)	 這片子~虐死個人~~~            
(5星)	 难忘那个无奈的结局。            
(5星)	 现在这么好的电视没有咯            
(3星)	 相当的慢及细致            
(4星)	 画面很美的电视剧            
(5星)	 压抑，喜欢            
(3星)	 压抑，就是压抑。            
(5星)	 精致而唯美            
(5星)	 女人戲不好這麼棒,當時看的我神魂顛倒...！            
(5星)	 感觉周迅在这部里面最好了，别的就是装B            
(5星)	 在西部的时候天天等这部看。            
(5星)	 最喜欢的是：片头周迅的曲；空中的风筝            
(4星)	 记得主题歌很好听            
(5星)	 我还真是爱这样的组合 周迅+黄磊+李少红            
(4星)	 悲……            
(3星)	 故事有点老套~            
(4星)	 雖然一直不喜歡周迅，但是挺黃磊。。。            
(3星)	 闷死过去            
(NA)	 还是黄磊，还有周迅            
(5星)	 经典啊 不过气氛有点诡异~            
(4星)	 也算经典之作了。            
(4星)	 喜欢            
(5星)	 若是喜欢到了没了言语。            
(4星)	 其实没有全部看完            
(5星)	 看过一点点 很细致。            
(3星)	 太压抑了。。。            
(NA)	 周讯正翻了            
(4星)	 橘子红了，是该摘了，不能不爱了            
(5星)	 完美的画面、服装、剧情            
(5星)	 外婆和我都喜欢。            
(NA)	 年代久远            
(4星)	 歌不错            
(3星)	 蛮好！            
(4星)	 所有人的悲剧            
(4星)	 就要那种雾蒙蒙的潮湿的感觉。            
(NA)	 其实我猜到结局了 只不过不敢相信装纯的周Mm出轨了而已            
(3星)	 桔子红了             
(5星)	 超爱黄磊+周迅的搭配            
(4星)	 这调调            
(5星)	 美。最终受伤的是爱情。            
(4星)	 江南大院里隐忍的暗情……            
(4星)	 李少紅擅長製造這種詭譎的、哀傷的、陰暗的氣氛..我很喜歡..裡頭的橘園讓我想起我們家的橘園...            
(4星)	 曾经很迷 还冲动到要看小说去··            
(3星)	 ,,            
(NA)	 悲从中来            
(3星)	 服装不错~            
(3星)	 技术上很棒~可惜不是我喜欢的题材...            
(4星)	 服装美的呀~周迅脸小的呀~            
(4星)	 春去春又来            
(4星)	 一个女人的悲怨故事            
(2星)	 黄磊不错            
(3星)	 装神            
(5星)	 第一次见到如同果仁般的你            
(NA)	 我怎么对那种年代的戏特有爱呀            
(4星)	 都不忍看的说            
(4星)	 桔子红了            
(4星)	 氛围营造得极佳，演员也都很到位            
(3星)	 远离原著之作            
(4星)	 对里面内周迅唱的歌印象最深            
(5星)	 很经典            
(NA)	 周迅没表情时美得像一幅画!            
(3星)	 电视台放的时候满迷的，还被哥哥嘲笑我加入了中老年剧场！~            
(5星)	 看的时候压抑的我快疯了            
(4星)	 人物造型是蠻美的，據說頭飾是從博物館租來的。周迅唱的歌就橘子紅了里讓我喜歡，那種茫茫然的夢囈被她那嗓子吟出來了            
(3星)	 压抑            
(NA)	 highly recommended.            
(NA)	 好的作品是可以反映一个时代的            
(3星)	 第250部看过...            
(4星)	 就是喜欢这个风格啦～            
(NA)	 喜欢            
(4星)	 含蓄到窒息的古典美。            
(5星)	 电影一般的连续剧...            
(NA)	 那年很小。            
(3星)	 我层次不够高,云里雾里            
(3星)	 那一年            
(NA)	 不是很记得....了            
(3星)	 悲哀的。            
(NA)	 那个氛围很特别..剧情很特别..秀禾啊 艾            
(NA)	 那时的爱。             
(NA)	 非常喜欢~~            
(4星)	 5.1回家时，艺术人文台正在放着．．很早的电视剧了．现在看来依然是美的．还有音乐            
(4星)	 很喜欢那种氛围，有点佩服李少红的手法，琦君的小说风格可以说表现出来了            
(3星)	 春去春又回来，花落花又开，冥冥之中谁安排。原来应不应该，接受这份爱，结果是悲哀。好不好，坏不坏，看不见的未来。。            
(NA)	 音乐相当的灵异，片子色调异常的冷暗。不过接触了琦君的文章后才发现，她跟那辈人一样的温柔和热爱生活，认真写作。            
(NA)	 国产电视剧             
(5星)	 不能到达的爱情。想要挣脱封建的樊篱，却不料又陷入了爱情的牢笼。一种升华的解脱。            
(4星)	 虽然配乐很诡异，但是很喜欢里面的服装和场景。            
(3星)	 还好，印象深刻的橘子            
(5星)	 ……            
(5星)	 很久以前看的,不能算最喜欢的,剧情却是最佩服的~~很电影的剧情~~强烈建议拍成电影            
(5星)	 i&#39;m loven it.豆瓣的简介写的好恶心。。。            
(3星)	 喜欢配色            
(4星)	 记的风格很独特的一部电视剧            
(4星)	 不愧是李少红的片子。            
(4星)	 民国电视剧中的经典。李少红作品，服装出彩。            
(5星)	 外婆的母亲家，也曾有那样一个桔园，美丽而亲切。            
(5星)	 喜欢剧中的色彩基调            
(4星)	 节奏慢得能杀人            
(NA)	 总是很阴暗            
(4星)	 太悲伤            
(4星)	 很空灵            
(5星)	 飘摇            
(NA)	 片尾曲挺好听的。她们说我有一个秀禾的发型= =            
(4星)	 喜欢周迅            
(3星)	 那会儿什么都神神叨叨的。什么意识流啊，王家卫啊，李少红啊，安妮宝贝啊。对，就是那几年。            
(3星)	 基本看不下去……            
(5星)	 压抑            
(NA)	 電視劇            
(3星)	 叶锦添很牛            
(3星)	 我以为服饰很美            
(NA)	 老房子的老故事            
(NA)	 有一段时间特别关注《橘子红了》，看电视剧、了解剧本、了解作者琦君、看服饰……无奈的人生            
(4星)	 完全是为了大明宫词和人家四月天才去看它的，不过还不错，就是觉得里面的情感太压抑了            
(4星)	 当年真红了            
(4星)	 很喜欢周迅的表演            
(3星)	 剧情老套了。            
(4星)	 人生的种种无奈            
(NA)	 李少红真的很牛            
(NA)	 低沉的调子，不管干什么微小的事情，总会有他窸窸窣窣的声响            
(NA)	 郁闷地看完了            
(4星)	 难以言表的意境            
(4星)	 有段日子喜欢这样的电视剧．非常喜欢周．            
(NA)	 初见霓裳            
(4星)	 文艺多好，文艺王道=v=            
(4星)	 中意那片橙色桔园 中意那些雷电交加的夜晚 中意那场婚礼和葬礼            
(4星)	 其实不错的，就是太慢了，当年那么喜欢周迅黄磊都没有看下去！            
(3星)	 红了又怎样            
(NA)	 喜欢            
(5星)	 实力派的演员全部都来了，看这样的电视100遍都能挖掘出新东西啊！            
(4星)	 蛮喜欢这种感觉的            
(4星)	 庭院深深，幽怨深深 昔日的妇人在追问爱情是否可以再来            
(3星)	 每次看这个导演的片子总是觉得场景服装很华丽....可是最终还是小情小爱            
(3星)	 跟着我妈看的```            
(5星)	 周迅真好看            
(4星)	 压抑            
(5星)	 连看好几遍。很喜欢            
(NA)	 看了很多遍 那么那么喜欢 是我喜欢上黄老师的第一部电视剧            
(4星)	 有点压抑的调调。            
(4星)	 记得当时诗然说，这部戏当中没有一个是坏人。            
(3星)	 没有大明宫词好了            
(4星)	 充分发扬了李导的美感追求和及至缓慢。不过我居然耐心地看下去了，说明当初对周黄的CP满有爱哒            
(4星)	 耀辉~~            
(5星)	 冥冥之中自有安排。            
(4星)	 觉得以一种颜色为主线贯穿全剧的本比较少。。            
(3星)	 爱情也不能逃脱枷锁！            
(NA)	 哎呀            
(3星)	 一直也没看全过            
(3星)	 古色古香的味道我很喜欢 也觉得不安 担心被撞破的爱情             
(3星)	 当时看的时候，很迷周迅，长得像我的妹妹……太过于沉闷了……            
(4星)	 也是经典,不过台词一般            
(4星)	 李少红，叶锦添……我还在华丽丽的余震中~            
(3星)	 調子實在太暗淡了，讓人悶得心里發慌。            
(NA)	 long ago            
(NA)	 觉得很不错。。。黄磊演技很棒。            
(3星)	 补遗            
(3星)	 n            
(4星)	 极尽精致哀婉的梦魇            
(4星)	 文艺            
(5星)	 最文艺电视剧，没有之一的            
(4星)	 惜命惜福。金刚守一。            
(4星)	 挺不错的。故事很丰富。不过整体有点压抑。剧情需要吧。            
(4星)	 什么是爱情？            
(4星)	 古典式悲剧。            
(5星)	 李少红一贯空灵的风格，清新伤情。            
(4星)	 里面的服饰真的很美            
(4星)	 真的是一个悲剧。            
(3星)	 沉闷            
(4星)	 高手拼戏  叶锦添服装  周迅唱腔  画面唯美   处处都是回忆            
(5星)	 后知后觉的想看⋯            
(3星)	 剧情记不太清了，太久了            
(5星)	 红楼梦怎么就没这气质呢。李少红的巅峰之作。            
(5星)	 喜欢片子里的周迅。            
(5星)	 正经演技派飚戏啊！            
(NA)	 周迅表现不错            
(3星)	 太阴郁了             
(5星)	 不爱电视剧的我唯一难以忘怀的一部            
(5星)	 看完就觉得，人活着真tmd累。。            
(5星)	 大爱。            
(4星)	 重温了一遍 画面很美            
(5星)	 又一部值得慢慢品味的剧，看这部剧时，第一次感到周迅的演技。            
(2星)	 超M惊悚类琼瑶片  现在貌似又在重播了，真是天雷滚滚的主旨和台词啊，当年还是萝莉一个时还真被感动过呢勒了个去！！会教坏小孩子的好不好！不过话说回来，这导演还真的是很有个人特色呢～～～            
(5星)	 这完全不仅仅是那个时代的事，现在亦如是。            
(NA)	 迅哥儿空灵美            
(4星)	 小时候看的，现在只记得色调特美            
(3星)	 真觉得导演一般            
(4星)	 黛玉死宝玉婚，停在那里，让悲伤无法再上演。            
(5星)	 爱周迅            
(NA)	 这几天妈妈又在看，想起小时候看却看不懂，现在觉得这电视剧真的太棒了。像苏童的小说。            
(NA)	 喜欢这种江南的味道...猫头鹰的叫声作为背景音乐再好不过...            
(4星)	 百乐门的印象由此来            
(3星)	 拍出了封建的氛围            
(5星)	 画面唯美，思索深刻。就是有时有点过于沉郁，课还是很喜欢。            
(5星)	None
(3星)	 当年他们都还文艺。。。。            
(NA)	 服装剧情演技都没的挑            
(3星)	 那时候太小，。没看懂里面的精髓            
(5星)	 十年后再看，才更深深感动啊~            
(5星)	 秀禾。耀辉。            
(4星)	 挺好看的，比燕子和后来的穿越剧啥的强太多了，具体说啥，忘得差不多了            
(3星)	 一些髮型不錯            
(4星)	 阴冷的宅子，苦逼的人生，故事感超浓，结尾尤其好看。            
(5星)	None
(3星)	 其实当年没看懂的说。。。            
(5星)	 美术，服装，镜头各种美。。  故事人物各种伤。。            
(5星)	 怀旧剧            
(4星)	 小学三年级看的，太早熟了我，小小年纪看情节那么复杂成熟一言难尽的片儿就津津有味的。李少红风格很清晰，诡异的镜头和配乐从橘子红了就是，所以看红楼梦的时候一大票人嫌诡异我一点不觉得，打小就接受了嘛。回过头来再看还是经典，附一句“唉”。            
(4星)	 小时候跟着妈妈看，长大以后才知道剧情原来这么丰富            
(5星)	 桔子红了，不能不爱了。            
(5星)	None
(3星)	 当年全家人围着电视机看的片子，不过没多喜欢，好文艺的感觉。多年以后看评论，看到橘子红了帽子绿了，瞬间笑喷~            
(4星)	 有人说我像秀禾            
(NA)	 李少红，琦君，周迅的片尾曲            
(NA)	 诡异啊片子            
(3星)	 太诡异了。。。            
(5星)	 文艺片的经典之作。            
(3星)	 配乐让整部片子弥漫着鬼片的氛围。但画面，当真各种美~            
(NA)	 周迅不再装纯了真可惜。            
(4星)	 配色美死了！！！！！！！！！！            
(3星)	 不知初中还是小学时候看的，剧情剧本上不记得了。名字倒是挺喜欢的。            
(5星)	 真心爱李少红的剧啊。橘子红了和大明宫词。太美，太美。            
(5星)	 会唱片尾曲            
(3星)	 原来看我过这么多电视剧            
(4星)	 周迅            
(4星)	 很爱周迅~怀念这个电视剧……            
(4星)	 这个色调太美，关系太暧昧~            
(4星)	 好压抑            
(5星)	None
(3星)	 ……            
(4星)	 周迅真美            
(NA)	 很久以前电视初播时撇过几眼，对服装印象深刻。            
(NA)	 很久以前看的，记得里面的人都很苦逼            
(5星)	 big fan of xun zhou            
(4星)	 我觉得可以贴上“不功利”的标签            
(4星)	 李少红和周迅都还蛮厉害的            
(4星)	None
(5星)	 再看一遍还是会有心被揪成一团的感觉。            
(5星)	 直到现在，橘子红了里面黄磊演的耀辉依然是我心中最完美的角色，最完美的记忆            
(NA)	 痴迷了都            
(NA)	 那个年代的悲哀            
(4星)	 第一次认识周迅            
(3星)	 这得多小时候看的 我忘记了            
(5星)	 秀禾难产死了，我也差不多哭昏了~~            
(5星)	 大妈~            
(4星)	 有原作的赶脚            
(4星)	 画面超美！            
(5星)	 彼时 小小的我舔舐小小的悲伤 短暂的沦陷给了黄磊            
(4星)	 有点大红灯笼高高挂的味道   - - 。印象里就是这样，不记得了            
(3星)	 对那并排放的两把椅子有印象。            
(4星)	 我就想不明白那个二太太那么丑干嘛要选她啊！！            
(4星)	 故事不错，那时很喜欢周迅，不过电视情节太蛮慢了。结局很残酷。            
(4星)	 春去春又来，花谢花又开......            
(5星)	 剧本好。            
(4星)	 周迅与归亚蕾            
(4星)	 依然是中学看的剧。【橘子终于红了，只有我是多余的】            
(4星)	 看是看过 忘真忘了            
(4星)	 和爸爸妈妈一起看的，真的在那时对周迅印象超级深刻，美美的脸，沉沉的声音。            
(3星)	 真的不待见周迅在里面的配音。。。感觉连放个屁都要酝酿好久            
(NA)	 跟我妈一起看的            
(4星)	 当年看了这片子才喜欢周迅的。            
(4星)	 在大明宫词中演母女，在这里演原配和小妾            
(5星)	 那一场凄美。其实李少红拍过的不乏这样美的戏啊，为什么新红楼……&gt;&lt;            
(4星)	 小的时候看即看不懂又觉得很恐怖,长大之后觉得还是不错的.算国产电视剧高度发展阶段的一部佳作了.            
(4星)	 唔，又是小时候跟着他们看的个电视剧，挺8错的            
(4星)	 看着就觉得心痛，能虐到当时那么小的我，记忆深刻啊！            
(4星)	 整体感觉到位死            
(5星)	 春去春又回来，花落花又开… 好不好，坏不坏，远不远的未来            
(4星)	 片子节奏很慢。周迅很美。            
(5星)	 喜欢            
(4星)	 看着心里真憋着难受            
(4星)	 早期对文艺美的启蒙作，跟母亲一起看            
(4星)	 真的挺喜欢的。秀和。            
(4星)	 我只记得和老妈一起看的，显然那会我只觉得周迅好看，压根没看懂(¯﹃¯)            
(4星)	 最后的最后，他在这里举行婚礼，她在那头难产而死。            
(3星)	 森森鬼气，从这部剧开始，偶发现李少红真的变了            
(4星)	 4分给黄磊            
(5星)	 我爱周迅黄磊孙红雷~            
(4星)	 李少红和周迅的代表作了，周迅绝了在里面            
(5星)	 小时候巨喜欢！！！            
(4星)	 真心觉得很不错的电视剧。            
(4星)	 周迅            
(4星)	 那年还不懂得            
(5星)	 其实你不该让我知道这么多东西，让我有梦想，就像原来那样简单地过多好？＿她的一句轻轻的责备。            
(5星)	 最后一集实在太悲了            
(5星)	 超级，超级喜欢周迅的时候就是从这个时候开始的。            
(4星)	 画面好精美            
(4星)	 春去春又回来，花落花又开，冥冥之中谁安排。            
(3星)	 周迅演這樣的女子總是很適合            
(5星)	 虽然有点像鬼片 但还是要承认自己曾经深深地被感动了             
(4星)	 小时候看过的电视剧22            
(4星)	 很有李少红的感觉            
(5星)	 演员牛逼……            
(4星)	 大概木懂~就记得很压抑……姥姥家看的！            
(4星)	 不错的电视。            
(4星)	 一直很想看 终于有心情和时间 回忆里最清楚的是琦君淡淡的语气 和泛黄的童年记忆            
(3星)	 很李少红 总觉得不拍恐怖片可惜了            
(4星)	 李导的片子总是那么文艺            
(4星)	 因为周迅            
(4星)	 小可怜            
(5星)	 柔弱的秀禾，坚强的内心            
(4星)	 小时候除了玩就是看电视。            
(5星)	 桔子红时不见人归来，女人孤独时只有心受伤！            
(4星)	 这个剧情已经完全不记得了。            
(3星)	 慢            
(4星)	None
(NA)	 文艺又诡异，小学陪妈妈看得，就记得个不见天日的大宅子而且剧情也没看懂。            
(3星)	 当时是跟着老妈断断续续看了些= =。印象最深的是橘子红了那首歌。。会唱。。。然后是剧中跟周迅对应的那个老爷的儿子。。相当的弱不给力。。唉。。。给不了女人安全感啊。。。            
(1星)	 最不喜欢的题材。            
(NA)	 我爱的是那个憋屈的周迅             
(5星)	 我就是爱黄磊怎么滴            
(5星)	 整体压抑的软暴力剧集  是我童年温馨的陪伴            
(NA)	 很小时看的，当时不懂，不知道现在怎样            
(4星)	 寇世勋真牛            
(5星)	 那时的周迅。。            
(4星)	 喜欢周迅~            
(3星)	 那时少年各种剧~~~            
(3星)	 喜欢那座宅子。            
(5星)	 挺不错的电视剧            
(4星)	 多给的一星是给了周迅，反而是黄磊相形见绌。不然肯定是给五星。            
(4星)	 当年最后一集看得好伤心。            
(4星)	 虐            
(3星)	 没这么个惨法的。。。。            
(3星)	 太哀怨了，看不下去            
(5星)	 周迅赞            
(4星)	 最近突然想起来这个，都不记得几岁时看的了，就觉得周迅真是美啊            
(4星)	 经典 只是小时候看不懂            
(4星)	 喜欢那种细腻 强给高分 周迅黄磊 喜欢喜欢 姥爷太太都喜欢            
(NA)	 就是那么喜欢            
(3星)	 如果将流行于当下中国的电视剧类比做老美流俗的商业片，那这部橘子红了必然算是一部沉闷的艺术片。只是沉闷的比重较多，艺术的成分偏少。            
(3星)	 抚额，我演过秀禾……            
(4星)	 看的时候还小，但是真的觉得很好看，喜欢这种阴森独特的韵味啊~            
(4星)	 我記得背景音樂一直恨陰沉，人物的表情永遠像塗了一層霜一樣冷~感情很壓抑，人性很自私，卻偏偏要整出一副“我為你好”樣子假的可怕~~~偏偏在巨大的偽裝後面還藏有一顆自己都不願承認的真心，蠢蠢欲動，點亮了春天，燃燒了激情，最後死了。。。            
(NA)	 叶锦添就是叶锦添            
(5星)	 最后一集看了三遍以上。。都只是恰巧遇到电视里在播。喜欢周迅            
(4星)	 很小的时候看的。那时候没怎么看懂。大致是一个女子摆脱不了自己的命运            
(4星)	 初识周迅，压抑的气氛            
(3星)	 就是为了生小孩            
(2星)	 没有小说那么打动人，抻得太长了，加了许多小说没有的情节进去。            
(3星)	 太压抑了            
(NA)	 一直很喜欢周迅。            
(NA)	 记得这个不错的            
(4星)	None
(5星)	 清冷，凉寒。就好像歌里唱的：走了心中的，留下忘记的。十多年前的片子，现在我还记得那老太太满头的古董发簪。            
(4星)	 剧情很不错的，结局悲呀～            
(4星)	 是第一次看黄磊演戏，在剧中饰演的少辉眼神清澈品行恬淡，几乎是越看越爱。却也越看越气，希望他能不顾世俗眼光，跳脱封建牢笼，勇敢与秀禾相爱。戏中两人用缠绵纠结的眼神恋爱，意境无限。秀禾这名字，像一种安静美好的水生植物，恬淡的生长，娴静地飘摇，无忧无虑地开花结果实。            
(4星)	 一声叹息            
(3星)	 记忆中可憋屈            
(5星)	 太有氛围了！！            
(4星)	 我娘非要看  ..            
(4星)	 周迅紫了            
(3星)	 李少红开始营造诡异气氛了            
(4星)	 看完觉得好压抑            
(5星)	 喜欢周迅从这儿开始            
(4星)	 这是我最喜欢的周迅的一部戏。            
(4星)	 没有看懂吧貌似            
(3星)	 剧情不大吸引我，我还能记得看过，美指功不可没            
(3星)	 小时候嘛，真的看不懂。            
(4星)	 真美            
(5星)	 喜欢橘子，喜欢周迅，喜欢红色            
(4星)	 悲剧了，老夫少妻出轨难免的            
(4星)	 周迅在李少红的镜头下，总是灵气逼人。            
(5星)	 大概是记忆里最爱的国产电视剧了。            
(NA)	 又是一家人一起看，结局无法忍受。。。报纸还说要改结尾。。。            
(3星)	 又是一部理解无能的剧。。。。            
(4星)	 压抑的命运            
(5星)	 寇世勋            
(3星)	 当时还蛮喜欢那种感觉的。            
(3星)	 画面很唯美，关键是最后一集            
(3星)	 陪老人家看            
(3星)	 应该是这个时候喜欢上周迅的吧            
(3星)	 看得不舒服，不知道为什么            
(NA)	 2002，春节            
(4星)	 The rotten orange            
(5星)	 小时候看的，觉得很懵懂~但是音乐真心让人不舒服，鬼吼鬼叫啊。。。。。但是长大后，少红导演真的非主流用电影的手法拍电视剧真心烧钱啊~            
(5星)	 [李少红只看过两部，再也不敢多看了。怕满山遍野的桔子都成熟腐坏。]            
(4星)	 延续了李少红的唯美浪漫格调，从摄影，剪辑，美术等方面值得一看            
(4星)	 看周迅和黄磊的对手戏时很虐            
(4星)	 个人还是很喜欢李少红的风格的。            
(5星)	 当年是在吃橘子的季节看的这部剧 因为周迅。            
(5星)	 很喜欢的一部剧，看了有三遍估计            
(4星)	 春去春又回來 花落花又開 壓抑死了            
(3星)	 如果不那么玄幻 应该还可以            
(NA)	 诡异的音乐，漫天飘飞的桔叶，清澈眼眸的小叔子，纯情的嫂子，多余出来的大叔啊            
(4星)	 因为这部剧开始欣赏周迅，画面很美，故事也很悲凉，但是节奏有点拖沓。            
(3星)	 爱情其实是非常无奈的事。            
(4星)	 小时候看的电视剧。。才发现是李少红拍的。。难得。。            
(4星)	 我清楚记得是六年级的时候大家还讨论剧情。。。            
(3星)	 压抑            
(4星)	 小时候看的 觉得好诡异            
(3星)	 总觉得李少红的戏都是一个范儿~阴森森的~            
(NA)	 我只记得那个年代有，看没看过看了多少，完全不记得了            
(4星)	 很美很哀伤！~            
(2星)	 鬼。。。片。。。片尾曲喜欢            
(5星)	 画面很美            
(4星)	 江南味            
(1星)	 一星给周迅的....            
(3星)	 年代久远，不太记得了，印象里只有周迅生孩子那场戏，一地血。。。吓人啊            
(5星)	 较少全部看完的大陆电视剧            
(5星)	 很喜欢            
(4星)	None
(4星)	 湿漉漉的空气，黏黏的纠葛故事。。            
(4星)	 磊子和周迅搭戏真的很不错~            
(4星)	 观念很畸形，人物很无奈。            
(5星)	 重温了一遍 主要是看讯哥            
(1星)	 慢的我想死            
(NA)	 她每次遇上黄磊都会悲            
(NA)	 跟我奶奶在电视上看过几集            
(4星)	 这部电视剧让我觉得很压抑 又很无奈            
(4星)	 因为周迅！            
(4星)	 想看原著            
(4星)	 当年那个哭到一个心痛啊。。。。            
(4星)	 周迅演的不错~~            
(4星)	 高中时咱也是李导脑残饭...怎料后面能来个红雷梦....            
(3星)	 橘子红了，一句诺言信了一辈子            
(5星)	 春去春又回来 花落花又开            
(5星)	 故事令人动容 简单的爱情在阳光找不到的地方也会生长            
(3星)	 走色彩风，文艺范儿的电视剧。            
(5星)	 很久很久之前看的了...喜欢那种飘渺的镜头...喜欢有点儿文绉绉的台词...喜欢周迅...喜欢里面她沙哑的嗓音唱的春去春又回来...            
(5星)	 动人的美感。            
(4星)	 慢慢地镜头倒也喜欢            
(5星)	 那会儿李少红的电视剧多棒啊！            
(4星)	 拍得很有韵味            
(4星)	 小时候居然有点害怕看这个，总觉得很阴沉~             
(3星)	 压抑，各种压抑！            
(4星)	 把我爷爷和我爸迷得跟什么似的。。我觉得鬼里鬼气的看着害怕。。但是喜欢周迅。。            
(NA)	 “橘子红了，他一定会回来。”            
(NA)	 负心总是文艺男            
(4星)	 其他的你们自己去讨论吧 但是就风格和用心 这年头哪来比它更好的？？除了苍穹之昴            
(NA)	 看不懂            
(4星)	 又一个悲催的旧社会的爱情故事。。。            
(2星)	 真的难以理解过去那个年代的人。            
(4星)	 秀禾實在太苦了。。片尾曲很好聽很引人入勝。。            
(3星)	 有点印象，构图唯美。            
(NA)	 看不懂            
(5星)	 美            
(4星)	 这戏不错！！！！            
(3星)	 小学时候陪着外婆看的，剧情什么都记不得了，可是从那时起就不怎么DJ周迅，也许因为她一低头就有双下巴，太不美了。            
(NA)	 “春去春又回来 花落花又开 冥冥之中谁安排 原来应不应该 接受这份爱 结果 是悲哀”            
(5星)	 这个压抑啊            
(4星)	 最早接触的文艺范儿的电视剧。            
(3星)	 黄磊在里面爱得太窝囊，秀禾还不如跟老爷好呢，妈妈居然（在黄磊演得心脏病发那段）看哭            
(3星)	 装神弄鬼            
(4星)	 我是看完了书以后才想到去看电视剧的~~~~结果证明我还是更适合看书~~~            
(4星)	 那些曾经的炎炎夏日里的冰镇电视剧啊            
(5星)	 只记得那清秀的眉眼 ~回眸一眼之间，就沦陷            
(NA)	 音乐好听。电视剧也能这么文艺。            
(4星)	 总觉得橘子红了有种阴森的感觉            
(4星)	 淡淡的忧伤            
(3星)	 特不喜欢这种调调。。。            
(NA)	 风格、意境挺好的。周迅的演的非常的好            
(NA)	 初中吧 回忆            
(4星)	 压抑            
(4星)	 记忆里的那个风筝            
(NA)	 内年就很喜欢内个调调 喜欢李少红            
(3星)	 以前电视看的 宽袍大袖和演鬼片似的 印象很深的是贾妮踢毽子- -            
(5星)	 好久以前看的，依稀记得片中光影，很有味的片子~            
(4星)	 风景好看……            
(NA)	 年轻的周迅。            
(4星)	 陪妈妈看的片+1            
(4星)	 大宅院里的秘密            
(4星)	 深深无望            
(4星)	 当年看得很纠结~            
(4星)	 李少红的手法从橘子红了延续到新版红楼梦            
(5星)	 我完全不记得剧情了可是每一个画面都还记得，为什么画面这么美这么美。            
(4星)	 很喜欢            
(NA)	 窄窄巷子里放风筝 橘子岛 哎呀 不能回忆..            
(NA)	 mum&#39;s love            
(NA)	 断断续续的看了些~            
(4星)	 橘子红了，是该摘了，不能不爱了            
(4星)	None
(4星)	 小时候看到时候感触好深            
(5星)	 很喜欢 很喜欢 念小学时候看的            
(4星)	 小时候看时躲被子里且要家人陪着，因为总觉得是部很美的鬼片。后来，导演真的拍了鬼片。            
(4星)	 好漂亮的画面            
(5星)	 时代，命运，一种情绪的宣泄很适度。            
(4星)	 现在想想原来是李少红一贯的鬼片风格，但这部还是不错的            
(NA)	 一颗催泪弹            
(4星)	 记得小学看的，还被质疑有没有看懂            
(3星)	 话说当初看的时候完全不明白，难道是太小了？？？            
(4星)	 李少红最美的就是服装造型了，其他……有时好有时坏            
(3星)	 比书扩充太多            
(4星)	 只是看到豆瓣猜推荐给我了。以前很喜欢看的电视剧啊。。。            
(5星)	 好想再重温一遍。            
(4星)	 李少红把这片拍的真好,氛围也拿捏的很棒!再加上归奶奶纯熟的演技及少不经事略显青涩的周讯...相得益彰啊            
(5星)	 李少红的《橘子红了》和《大明宫词》都很经典~~            
(5星)	 这部戏很沉重，但是我一直忘不了。            
(4星)	 太悲了            
(4星)	 放飞风筝，倘若风筝飞了，幸福就会来了。             
(4星)	 桔子红了。。。啥也不懂时跟老妈看的= =            
(4星)	 拍了这个的导演怎么能拍出新版红楼梦！！！！            
(4星)	 压抑的美            
(NA)	 很小时候看的，可影子挥之不去。            
(4星)	 还是唯美派！那重重的服装跟雨水            
(5星)	 悲剧，时代的悲剧和人为的悲剧，哪个更悲？            
(3星)	 看得我这个慎得慌            
(3星)	 和我预料的结局是一样的。爱上那么懦弱的男人，这样的结局已经是好的了            
(2星)	 小时候也看不懂            
(4星)	 是一部色调很诡异的电视剧。原来李少红那时候就开始诡异了。。            
(5星)	 就是因为这部电视剧，我觉得周迅的演技真的很聊得            
(3星)	 看的时候还不懂            
(4星)	 灵动的周迅            
(2星)	 真慢            
(4星)	 弟弟懦弱 大哥给力！            
(NA)	 一直觉得周迅这个演员很灵。            
(5星)	 后面觉得有点甚得慌            
(3星)	 小时候看不懂            
(5星)	 我非常喜欢橘子林里面的知了声。在刚开始的恐怖气氛里的那点神秘。很女人之间的微妙对白。我都很喜欢。            
(4星)	 挺喜欢那气氛的，虽诡秘但也沉寂唯美            
(3星)	 小时候没太看懂            
(3星)	 小时候看不太明白。。            
(5星)	 儿时记忆。            
(5星)	 当时太小，看完还问妈妈，秀和在干什么 为什么死了            
(NA)	 刷！什么时候的事了，和我妈一起看的            
(3星)	 我看不懂。。            
(5星)	 看得时候感觉压抑，但回头感觉很不错～            
(5星)	 一种深深无望...拉扯着，哀伤着，想那首歌，像那天拖着风筝在迷雾巷道里行走的秀禾，像与秀禾目光相遇的耀辉的惊讶，像微风拂过的郊区的青青绿草，像那只飞不起的风筝的遗憾...愁绪萦绕，音乐压抑，却让人更为这命运中的每一个人感慨叹息。喜欢每一个人那一点一滴的漫漫的成长～            
(4星)	 李导的调调很悠远、悠长。            
(5星)	 一直喜欢李少红的作品！            
(4星)	 周迅周迅            
(5星)	 初中换台的时候居然被吸引住了，特别是周迅唱的片头和片尾曲那个惊艳呀。可惜烧红阿姨你干嘛要去拍红楼= = ...            
