http://movie.douban.com/subject/5384548/	步步惊心
(4星)	 饿呢恩怎么说呢还是可以的，比较现实，不怎么脑残，演员表演到位不夸张。。            
(1星)	 渣！！完全看不下去，都太他妈丑了吧            
(4星)	 挺好··            
(4星)	 一星期前开始看的，是一天五六集的速度在看啊，欣慰的是片头曲和片尾曲我都很喜欢，好久不听中文歌，严艺丹的调调一下子就喜欢上了。说回来还是觉得原著比较好看，很喜欢刘诗诗，不过……果然好姑娘是没法把若曦贱贱的那一面演的很自然的，噗。            
(5星)	   很好看阿 比宫好看很多阿 很早就喜欢刘诗诗了阿！！！            
(3星)	 穿越剧的典型，琼瑶戏的再现。不过若曦的言行其实还满清朝的，并不像想象中和清朝的社会格格不入，古今的冲突还是太少。另外如果能把现实中的故事再写得充实一点就更好了。            
(5星)	 靠！大半夜的哭抽了……看过最好看的穿越剧没有之一（貌似就看过这一部清穿吧汗            
(5星)	 从书迷到剧迷。这部剧经历太多波折。然而最杯具的应该是若曦被数字军团遮掉了光芒。很多人不喜欢若曦的多情、却被爷之间的斗争和对若曦的爱惜打动。尤其是老四借着这部又火了一把。女主并不讨喜。但在我看来诗诗演绎的很好。尽了最大努力。连作者都承认她是适合这个角色的。看书的时候我就是十四党。二            
(4星)	 很慢很悠长很沉重            
(4星)	 吴奇隆在里面演得太棒了！            
(5星)	 比宫好多了！            
(3星)	 清穿里最爱的小说，电视剧来说我看完了，还可以吧。            
(5星)	 看得就是这个感觉，演员演技到位，忠实原著。            
(5星)	 一步一惊心            
(NA)	 是不是分的清剧中的每个人物就算看过了？。。。            
(4星)	 服装很美，吴奇隆演的雍正很有帝王气，对话动作，浅尝辄止，不少不过，刚刚好            
(3星)	 看小說就好。            
(4星)	 看小说的时候没什么特别的感觉。。。。电视剧拍得还是很不错的。后面太虐了，都不忍心看            
(4星)	 为人处世很多可借鉴之处，但过于理智未必就有好结果，有时候听从内心的选择反而离幸福更近。            
(5星)	 真心是我最近看过的最喜欢的一部电视剧            
(5星)	 不应该算是清穿，里面穿越的因素很少。刘诗诗乱正的，超级喜欢。很喜欢郑嘉颖，一代戏骨了。            
(4星)	 没有之一而是现今的唯一拍的最好的一部清穿！！            
(3星)	 作死的女人们。            
(3星)	 =。=别问我怎么会去看            
(4星)	 很囧。            
(5星)	 大爱步步！步步惊心，步步倾心。            
(3星)	 好吧，每个假期都注定要灭掉一部电视剧。。。            
(3星)	 节奏略慢，制作还是不错的。改编得还成。刘诗诗挺有气质的嘛。            
(5星)	 不想说太多，因为一部剧让我爱上了胤禩，我不想说什么了~~~            
(4星)	 借不到的三寸日光，绝对虐心。            
(4星)	 不如原著 令我失望            
(5星)	 比宫强多了            
(3星)	 书写得更好            
(4星)	 感觉从始至终整个氛围就是很压抑，若曦活得太累了，一直都为其他人操心，因为知道结局，所以希望能尽自己的力量去挽救，可是，她只是一介卑微宫女，连自己的命运都无法掌控，又怎么救得了其他人。伴君如伴虎，确实不假，一个不按皇帝的意思办事，就是小命不保。            
(2星)	 喜欢这些演员本身超过角色。。还是没交代很清楚，太照搬小说了。            
(5星)	 很好...........            
(4星)	None
(5星)	 觉得算是穿越剧中不错的了            
(5星)	 背景，配乐            
(5星)	 14  4 13 9             
(5星)	 因为喜欢诗诗 才去看这部清穿剧 还不错 有的地方还挺感人的            
(NA)	 喜欢这个调调。。。男女主角都好看。。特别是四爷熊猫哥            
(4星)	 大叔、熟男、正太，总有一款适合你~            
(5星)	 忠于原著  难得的好剧。人物性格拿捏的很到位 刘诗诗仿佛若曦附体了。            
(NA)	 最后很感人。。。。。。            
(1星)	None
(4星)	 剧中一些细节很好，比如喝茶的讲究；剧情亦可            
(NA)	 看过小说之后意外发现这部要拍成电视剧了，女主是喜欢的lss，很期待，果然这部剧也是很出人意外的和原著相符，非常喜欢            
(4星)	 都是阿哥们的争斗，没有后宫的争斗            
(5星)	 虽然有私心的成分~            
(3星)	 女主被YY的无限强大,真圣母真雷人!            
(4星)	 全家人每天看六个小时六天看完了这种事我会去到处讲嘛            
(4星)	 我居然没收录这个。            
(3星)	 这是一个女主角若干男主角的电视剧呀，刘诗诗也真不容易。春节时各个卫视都在播，想不看都不行。            
(4星)	 一念执着……            
(NA)	 自打初中毕业没看过言情，以为都看绝了  一边看小说一遍看剧 郑和吴两位演得太棒了            
(4星)	 恋爱养成。            
(3星)	 实在是没时间看这么长的电视剧，坚持看到十集就不想往下看了。电视剧的节奏太慢了。            
(4星)	 作为电视剧还是不错的。书看了两遍哈。            
(4星)	 的确比某部山寨的好多了，我看着竟然哭了            
(4星)	 阿哥们的性格以及主人公的左右为难，表现的淋漓精致，服饰很精致，插曲很美，唯一觉得有些欠缺的是，节奏不够紧，不够体现出是步步惊心，不过还是很喜欢这部作品            
(3星)	 吴奇隆演4爷很合适呢。女主长得挺舒服的            
(5星)	 很美，符合年轻人的审美~支持李国立导演的作品~            
(3星)	 看过的唯一一部穿越剧，还是感觉剧本弱了点            
(5星)	 看过了那些恶搞穿越，荒唐搞怪的后，觉得步步其实真的还可以的，以一个穿越者的身份旁观以及间接的参与，宫中内斗，皇位争夺，给人印象很深刻。全剧给人感觉淡淡的凄凉，总有那么一种说不出的感觉。在穿越者跟历史事件的处理上算是国内穿越剧的一度奇葩吧，力荐！！！！            
(4星)	None
(4星)	None
(5星)	 觉得演得挺好的            
(5星)	 近几年来最为喜欢的大陆剧了，不是出于一时激动的那种迷恋，本就喜欢历史剧的我可谓对此很着迷，看了一遍又一遍，主配角都很出彩，没有一个是打酱油的，都有他存在、露面的缘由，大爱呀            
(5星)	 两大看点，一是若曦的情感线，非常能够抓住女生的心思，另外就是非常精致的一部戏~2011的大爱~            
(5星)	 从头看到尾            
(4星)	 春节被包围 各大卫视下午N集轰炸 聚会也逃不开的话题 看完觉得确实不错难怪如此火 不过不像多数人喜欢若曦和四爷在一起 要是我早愿跟十四过简单自在的日子去 十四多好呀 倒数第二集被八爷感动了 他也是个可怜人 人生如得一如十三爷一样的知己那是多么大的幸事 看到最后最重要的竟是“放下”二字            
(5星)	 总算看完了= =            
(4星)	 伤。            
(4星)	 看过书的来看剧都会很有feel吧，细节做得真的好            
(4星)	 亂七八糟的不過不錯            
(4星)	 后宫剧中比较好的 可是说实话真心没有小说好~            
(NA)	 康熙评价老八的一个词儿“柔奸”有意思            
(5星)	 演员很好。故事也很好。不要拿他跟宫比。宫是一部闹剧。            
(4星)	 国产剧我难得好生看完一部还觉得不难看 但也不得不说 导演是多懂腐女们的心            
(4星)	 如果我看哭了是不是很傻呢？            
(4星)	 看完后那叫一个感动哈 啥也不说 从此爱上穿越文~            
(5星)	None
(4星)	 我竟然也看完了。。。            
(4星)	 好看！！！！高中每天上课看书的！！！！            
(5星)	 不知道大家为什么要这么说步步如果年龄不到15写那样的话也不足为其了，估计那些孩子比较喜欢宫吧，因为他更像是那些无聊的爱情剧，步步他们不好懂。             
(5星)	 五星只为纪念够符合原著。虽然有些硬伤。但是！比！宫！好！的！太！多！了！            
(5星)	 从看完小说开始就在期待这部翻拍剧，对没有用恶俗偶像剧演员的导演表示感谢，开始还质疑四爷的人选是否应该再有所斟酌，直到看完整个剧集，一个腹黑冷面闷骚傲娇的形象就这样跃入我们的视线。看过太多美好结局和不完美的结局，这种至死无法相见的情节应该更深入人心吧。不过最后在现代的重逢有点恶俗，            
(NA)	 看了桐华的小说 再看的电视剧。没有预想中的失望比想象中好的多，是为数不多中国拿的出手的电视剧。我看到了国产电视剧的希望啊啊！            
(NA)	 受不鸟~不看电视的人过年放假就着迷了~简直对皇宫的体制敬畏。。。            
(3星)	 若曦和一群阿哥的故事            
(5星)	 这是看过的清朝穿越古装戏中拍的比较好的一部，得益于桐华小说的精彩，出现些许哲理深长的台词。当然，每一位演员都是入戏的，第一次看时就被感动。            
(5星)	 穿越典范            
(NA)	 恩。本人蛮喜欢的穿越剧。但我不把它当做穿越剧来看。类容其实真的很不错。看过两遍了。不怎么喜欢把一部戏看两遍。但是春节期间都是在播这部戏。呵呵。。。            
(4星)	 我是八爷党，应景也要看个穿越剧！            
(4星)	 “想要”......“你刚才压的赌注太大，我有心不赌，可怕就此终生错过。你把自己的心看的太严实，错过一次，还不知道有没有下一次。”虽然我自诩为十三爷党，也自诩博爱地喜欢八爷十四爷，但就凭上面一句还是坚定不移地支持若曦爱四爷，(*^__^*) 嘻嘻……            
(5星)	 很尊重原著。在国内电视里来看质量算高的了~            
(5星)	 相比较《宫》我已经很满意了，其实最开始认识诗诗和杨幂是在《射雕英雄传》里的穆念慈和《神雕侠侣》的小郭襄。都是2部翻拍里我最喜欢的，说实话杨幂比诗诗漂亮。可这么久过去了，杨幂已经没有了郭襄的灵气和青涩，好在诗诗还是那个诗诗。            
(3星)	 一个女人和N个男人的纠结，这女人实在是强大的。。。无话可说            
(4星)	 刘诗诗眼神是木了点~不过我还蛮喜欢她的~            
(4星)	 花了几天的时间看了步步惊心没看过原著也一直不喜欢穿越觉得若曦最爱是四爷但依旧喜欢的是若曦和八爷在一起的日子虽然舍了若曦要定江山可却能回头看看身边人也对若曦百般呵护若曦等他的消息时才是恋爱的光景后来跟了四爷 名分不求 地位不求却只像是被囚禁的鸟儿一直病厌厌 再也没了当初            
(4星)	 虐心            
(4星)	 没有被拍成脑残剧 就很完美了            
(4星)	 没小说好看            
(NA)	 赞，我就喜欢看悲剧。            
(4星)	 为148夫夫档......            
(5星)	 这个必须顶啊~ 私心太重~            
(4星)	 虐！            
(NA)	 书不错            
(5星)	 自作孽不可活            
(3星)	 粗略跳过的方法浏览完全部。突然对清朝历史颇感兴趣            
(4星)	 非常忠于原著啊，连台词都没怎么改。我可能真的要过几年才能看出其中的内心戏吧。严抄抄的歌如果不知道原著，还是不错听得。。。            
(3星)	 因为穿越，因为宫廷，因为满清，因为想看看明玉格格。。。            
(4星)	 真心不错。            
(NA)	 不如来个2吧。还蛮希望这古代的虐恋到现代能有个好结果的＝＝，毕竟吴奇隆把雍正演成了绝世大苦逼多惨呐……            
(5星)	 曾经沧海难为水。除却巫山不是云。            
(4星)	 看到四爷登基就不想看了            
(5星)	 掐头去尾，忽略穿越，李大仁就是现代版的十四阿哥啊            
(NA)	 喜欢            
(4星)	 还算不错吧，情节，人物，台词都稍稍经得起推敲。挺好的。            
(NA)	 我还是给看了= =            
(4星)	 看完回忆一下，制作还是很不错的。            
(4星)	 在众多的雷人，粗糙的古装剧中，它就像一股清泉。            
(4星)	 编剧不错 制作不错 基本上尊重了历史             
(5星)	None
(4星)	 让我这个不喜清穿的人也看得很投入~~吴奇隆演技大爆发!            
(5星)	 在小说翻拍中算是很尊重原著的。演员也选的好。很用心的一部剧，只是草原那那场就差强人意了。            
(3星)	 好奇看的，还行            
(4星)	 唯一喜欢的穿越剧 吴奇隆演技不错 喜欢四爷的深情            
(5星)	 太久没有看中文电视剧，偶然一看，尽然喜欢得不行。穿越到另一个世界，过别人的生活，悲悲喜喜，情难抑。            
(5星)	 好久没这么跟一部剧了，最近又在播，于是重温了下~ 四爷党不解释！            
(3星)	 不评价....么的意思            
(2星)	 还行            
(3星)	 算是看完了吧~~~~ 明显《宫》 比较好            
(3星)	 林灭灭五颗星，方块脸减三颗，黑脸减两颗，林灭灭卖萌再加三颗            
(3星)	 很少看国产剧，穿越的小说也看了不少，平心而论这个不算特别很出彩，不过这部剧不像其他国产剧那么雷人，剧情各方面也都还合情理            
(4星)	None
(5星)	 近年来不可多得的优秀国产剧            
(2星)	 剧情忒俗了......            
(4星)	 比宫锁心玉 强太多了            
(4星)	 爱恨痴缠不过一念之间            
(5星)	 既来之，则安之。珍惜眼前人，步步惊心，却步步为赢。            
(5星)	 好的故事，好的演员            
(3星)	 看到最后 步步揪心            
(3星)	 我就是为了吴奇隆看的这部剧  就是看四爷  坐等一蹙眉一转身一微笑  花痴有理 我是长情之人看到31的时候我还想  妈呀我一滴眼泪都没掉 我是不是进步了  结果34集泪崩了  白得瑟            
(5星)	 很久没有看过这么好看的电视剧了~细腻而又大气~每个人物都是那么活生生在眼前~步步牵动我和老妈的心~好多天还不能从中抽离出来~            
(NA)	 相对电视剧，更爱小说一些。            
(5星)	 很喜欢若曦和胤禩的那段感情 多么让人心动啊            
(NA)	 超级好看的            
(5星)	 我喜欢八爷啊～～～为什么不选八爷~(&gt;_&lt;)~可怜的八爷TAT            
(NA)	 2011最喜欢的电视剧            
(5星)	 穿越             
(4星)	 过年各种电视台播，看了。发现，这帮阿哥们的哭戏挺厉害啊，那么多哭戏，各种感觉的哭戏啊。我都不好意思打三星= =+            
(5星)	 那本属于年初一输液室的回忆……            
(NA)	 11年唯一部完整看完几乎没有快进的电视剧，除了外景坑爹，人物的年龄跨度时间体现不明显，基本尊重了历史和原著。几个阿哥的选角也比较用心。            
(4星)	 编剧太牛了，只是很多细节的地方一般般，比如特技，但不上大雅，总体而言是部值得看的好电视剧            
(1星)	 40581            
(NA)	 个人观点：剧编的比书好看。            
(5星)	 男的帅气女的好看，而且这是继《情深深雨濛濛》之后那么多年第一个让我哭的跟傻逼一样的电视剧。            
(NA)	 一路苦等，待播出反而不再热心。等这风潮过后，独自寒假在家细看。一开始就对与宫做比较之流嗤之以鼻。桐华的原著的水平摆在那，岂是于妈那脑残烂俗的小言情能企及的。步步的画面观感很好，如工笔画般美。演员就算颜与初看书时不符，可演技也不让人失望。对于原著小说迷来说，已不负期望了。            
(4星)	 好吧 我承认 看它我哭了⋯⋯女子无才便是德 只怪若曦太缺德 没有好下场啊            
(3星)	 这个海报也太囧了            
(NA)	 凄美的爱情穿越剧，没有矫揉造作，更多的是一份淡淡的回忆            
(4星)	 剧本好，演的也好，制作精良，改编剧的范本！《宫》神马的烂片岂可同日而语！            
(3星)	 佩服编剧编这么长。            
(2星)	 2分不能再多。            
(4星)	 假如若曦一开始就跟了十四爷，结局会不会就不同，眼泪会不会就少些，欢笑会不会就多些？只是假如就是假如，感情勉强不来，而十四爷坐了天下是否就真的不会骨肉相残？            
(2星)	None
(5星)	 剧情很虐，好多细节戳中泪点啊…虽是穿越虚构，但却走正剧路线，将恶俗的宫华丽丽的鄙视了…另外，吴奇隆版四爷真的是…步步到位啊…尊重历史的剧就值得一看！            
(4星)	None
(4星)	 又是一部让我难受的剧...            
(4星)	 知道结局又如何，仍然无法得到最好的结局            
(4星)	 感人！            
(5星)	 一部催人泪下的古装片，淡淡的，着实令人回味...若曦她没有倾国的容貌，但她的才华，她的倔强，她的任性，她的温柔，可以恰到好处把握的“度”，步步惊心，步步为营，她的魅力在众阿哥眼里是绝美。情不知所起，一往情深。她赢得了四爷的念念不忘，还有十三爷那样的知己，无关风月，只为真心。            
(4星)	 女一号长相算是各大清穿剧中最真诚的一个吧。。。基本终于她父母。            
(5星)	 夺魂            
(5星)	       桐华            
(5星)	 真心没得说。小说已经很好了、电视剧到这个程度我只能满分。四爷这个角色就是为吴奇隆而写的。刚开始不是很待见郑嘉颖、觉得年龄差得多、不过越往后越出色、一笑我心都碎了。然后私心很喜欢小十四的模样、、诗诗表现中规中矩、没惊喜但也没失望。            
(5星)	 不想多说。清穿必看。            
(3星)	 在于麻麻的轰炸下这部显得那么唯美啊。所谓硬伤我都可以忽略了。            
(5星)	 黑们没救了            
(5星)	None
(4星)	 感觉比宫靠谱很多。            
(4星)	 和宫 相比好太多了吧            
(3星)	 穿越剧里面算是不错，应该给三颗半星。所有男主都不是我的菜，唯一打动我的是刘诗诗。            
(NA)	 还是觉得电视剧没有小说好看，女主角演得有些做作了，剧里也对原著改了一些，没有小说里那种文雅的感觉，而且对女主在数个爷之间耍暧昧的举动无比鄙视啊……            
(5星)	 我非画中人，却融画中情。爱四爷 若曦            
(5星)	 十四阿哥实在是萌翻了！            
(3星)	 虐心啊！！！            
(3星)	 除了刘诗诗的那张白开水脸其他一切都很好            
(4星)	 其实，何处之人不在围城？            
(5星)	 制作精良  连背景音乐都这么好听            
(4星)	 看书看得想死………………看电视还能看下去………………刘诗诗长得本来还行的，但是老做很丑的表情，妆也没画好，坑爹啊            
(5星)	 甚好。《红楼梦》之后，很久没看过这么好的电视剧了。这戏如人生，“入世”仿佛一首“甜蜜蜜”，它诱你品尝，可方还没回过味来间已是“在世”，少年壮志、意气争端，有些就在这志向与争夺中一辈子过完，有些争（取）过、（奋）斗过便也可以“出世”了。勿喜，勿伤。            
(5星)	 演员们的演技很赞，但是化妆不太好。清穿的故事，新意不算太多。不过为了诸位主角尤其是老大的颜，值得一看。            
(4星)	 不是数字党，只是单纯喜欢小说《步步惊心》            
(5星)	 凌晨两点零四分我把这部剧的最后一集给看完了，我还是挺喜欢这个故事的。最苦的就是知道是个悲剧的结局却也无能为力。            
(5星)	 薄情反是多情累……            
(5星)	 比宫锁心玉有深度多了。            
(3星)	 私心觉得老十四老十三好。穿越什么的必定玛丽苏无疑，演员实在不养眼，也就老十三老十四还好一些，吴奇隆毕竟已不是当年的霹雳虎，真心觉得老八惨不忍睹。我说剧组难道就那么穷吗？一身衣服二三十年都不用换一换的……另外发现了至少两个bug~            
(3星)	 咦~还怪狗血了~咦~~~~~看起来还不错~~咦~~~~            
(5星)	 不舒服 还是只看人吧 代入感太强            
(5星)	 只看了有袁弘的部分，被袁十三秒杀，整个人被他的眼神秒得浑浑噩噩茶饭不思。月亮姑娘和星星我最喜欢了。这么爽朗这么放荡不羁的十三，和现实中的袁萌萌联系起来，怎么办，我入戏了。            
(5星)	 还是最爱13            
(3星)	 至少不像别的穿越一样弱智，但是若曦你不是圣母，你死的时候让我松了口气，终于死了，你们都别哭了成么，鼻涕全擦别人衣服上了。            
(4星)	 终于看完了            
(4星)	 喜欢那首歌，缅怀那时的心情······别让我等太久，好吗？            
(NA)	 陪妈妈一起看的，老妈看后很激动。。。1 有的情节即便是作为伏笔，设置也未免突兀了些。2 女主对八、四的感情转变实在是不合逻辑。3 女主不够撑戏。4 刘松仁不愧是老戏骨。5 喜欢十夫妇。6 十四爷党。            
(4星)	 不好这类国产电视剧又古装又穿越的，但这部却很耐看，哭啊            
(4星)	 回家几乎每个台都在播，看了后半部分。在看过的电视剧里面，算非常不错的一部。            
(5星)	 比宫强大太多了，如果穿越者的历史本身是由穿越者所创造，那最牛穿越应该是本朝太祖。            
(4星)	 雍正实在是太可怜太可怜了。。。。。。老妈对他不好，兄弟对他不好，最后还知道被若曦背叛。感觉若曦并没有对他有多深的情感，并没有对他有多好。。。            
(3星)	None
(5星)	 四爷和若曦的感情            
(4星)	 剧情来说有点赶 多一星给现在这个混乱的大陆电视剧环境下 还这么踏实的表演还有装扮 没有反感 实在难得             
(4星)	 #MovieListByJoan# 拍的也算细致，就是不知道这么纠结是为了啥。。。还是我太肤浅了。。。？？            
(3星)	 又是聊资。话说为毛我是八爷党？            
(3星)	 不对胃口            
(NA)	 女主的美，好似荷花般的美。只惜女主内心纠结万分郁结难解，若不然则为普天之下最幸福之女人，只怪女主泛滥之爱及于心不忍下之优柔寡断。编剧，我讨厌你。            
(NA)	 第六集四阿哥说过的时候我惊了            
(4星)	 穿越。。。            
(3星)	 一般吧。有点不靠谱。。            
(4星)	 瓦是真心觉得很好看啊。。。            
(NA)	 ……            
(3星)	 若曦耍了太多人。。。还是四爷让人感动。            
(NA)	 好看 真心好看 虐使了            
(NA)	 刘诗诗在后五集里大概把十年的眼泪都流完了            
(5星)	 刘诗诗演的真棒！            
(NA)	 玛丽苏太雷，小帅虎也老了啊。。。            
(5星)	 拍的 与小说写的一样 而且每一个动作都有斟酌都很到位            
(5星)	 这绝对不是一部穿越三角恋脑残剧，本就由小说而来，何必计较与历史的契合，不过置于合适的时间讲一个故事罢了。            
(4星)	 觉得木有把原著拍的面目全非，而且诠释的比较到位啦。            
(4星)	 认真看了一遍，发现真的会哭            
(NA)	 看到哭死啊，很好的一部剧，每个演员演技都很到位，各种真情真爱飙泪到极致，相爱并不一定要相守深爱并不一定要拥有。当你离开带走的是你和她记忆的所有。            
(3星)	 刘诗诗可以            
(3星)	 总觉得这个一般            
(5星)	 真的不错            
(4星)	 真不喜欢若曦。。。            
(4星)	 早就看过了，觉得比宫好多了，宫太雷了，步步还是挺忠于原著的，不太喜欢女主角，故事情节不错，不过很虐            
(4星)	 构架严谨~演员演的都很好啊~            
(NA)	 终于看完了。。刘诗诗演技挺好            
(4星)	 因为一向都不大待见清朝的衣服，就不是很喜欢清朝的剧，不过这几天又在看《后宫甄嬛传》,一经对比才凸显步步惊心的好。不过我又开始重看《美人心计》了，真是我心中完美的古装剧啊~~            
(4星)	 在众多飘扬下，终于没忍住在过年的时候看了这部剧。服装、配饰、道具，真tm漂亮啊，太精致了。女主说不上来，但几个阿哥真心喜欢啊，各有各的好。14居然也是喜欢他了，原来误会了。衣服真漂亮            
(4星)	 你们特么讨论的时候听着怎么那么聒噪。            
(5星)	 还不错啊            
(3星)	 有点失望            
(3星)	 补个课            
(5星)	 少有的一部电视剧可以与原著媲美的片子，感情细腻！            
(NA)	 就是比《宫》要好看一点，音乐还好。关键是让我想起一句话：时间真是把杀猪刀啊，若曦原本那么活跃的人，最后居然因为忧郁症死了。            
(NA)	 喜欢14，因为长得好            
(3星)	 我居然看了            
(4星)	 小说电视都蛮好看的呀~            
(NA)	 当年大学里穿越剧看了不少，老十四一直是姐YY的对象。小说终究更让人无限遐想，而电视剧总是把人带回现实，雷死你。            
(4星)	 尼玛！！比想象中高清了多少！！！！！！            
(NA)	 只看过一点点，没有什么评论的资本。初步印象确实刘诗诗让人“过目就忘”，平凡的可见一斑。不知道演技是否过硬？            
(4星)	 最靠谱的穿越剧了，也许因为有好的小说作后盾，演员也不错，就是有些场景，也太假了吧。。            
(5星)	 桐华力作，步步惊心，            
(5星)	 难得的看得下去的穿越。定位在历史里的爱，其实有很多bug。            
(5星)	 穿越剧看多了，但还是挺好看的。插曲好听            
(4星)	 玛丽苏式剧集，满足女性的幻想            
(3星)	 不错比宫要好看            
(5星)	 最近电视上又开始放了  看到了就追着了  很小说无差            
(4星)	 不是故意看的。没有全睹。只在幕落时，泪流满面。喜欢四爷的演绎。            
(5星)	 智慧比什么都靠谱~~            
(NA)	 最苦逼莫过于爱上一个天蝎座的皇帝！            
(3星)	 主要是为了看刘诗诗才看这部剧的，刘诗诗还是很好看滴，喜欢她演的辛十四娘！            
(4星)	 在同类型电视剧中剧情和制作都算不错的            
(4星)	 借用评论里这句话：&#34; 面无一寸暖，心有千丈情。&#34;            
(4星)	 看的第一步穿越剧，少一颗星因为不是happy ending，我就是这么肤浅~~            
(3星)	 八爷能再ugly一点吗            
(3星)	 我果然是八爷党~            
(5星)	 一部越看越着迷的电视剧，接近真实历史的剧情，越看越好看的演员，精致细腻的拍摄，造就了这部穿越剧的经典！            
(3星)	 大家都说好，我也开始看了。结果看了两三集就看不下去了，觉得没啥意思。。话说穿越剧的鼻祖应该是穿越时空的爱恋阿~那是我一个朋友最喜欢的电视剧。。。            
(4星)	 十三最赞~四爷和若曦，真是连吵架都萌呀！我怎么把悲剧看出了喜剧效果= =            
(3星)	 看了结局。            
(3星)	 若曦就是个贱女人            
(3星)	 我似乎对穿越不感兴趣啊。            
(4星)	 身边同事都在看说不错，过年看完了。。。前面刘诗诗的演技太假了，后面好很多。但是吴奇隆的角色我觉得没啥空间。。。但是至少比宫好看。十三十四阿哥也抢眼            
(4星)	 我是后知后觉额旁友            
(4星)	 三天看完35集不容易不容易，后半段真是虐心。挺难得的是每个人血肉都很丰满，支线也有滋有味~这个大坑跳得值~            
(5星)	 很不错。觉得人物刻画得都挺好的，每个角色都有让人心疼的一面吧，最后哭得不行了。            
(3星)	 俯仰不愧天地，褒贬自有春秋。我没有想到我完完整整看了三十五集。            
(5星)	 挺尊重原篇和历史的，很细腻，一开始也感觉演员不够漂亮，但慢慢的就被吸引了，演员最终PK的还是演技，其他都是浮云。            
(4星)	 算是比较好看的穿越剧了 男演员都超级养眼的            
(4星)	 尊重原著，尊重史实，定位相对高端，唐人出品，精致是绝对的，结尾更是体现了编剧的良苦用心            
(3星)	 每个电视台都在播 视觉疲劳            
(3星)	 最后一集的台词实在是太搞笑了            
(4星)	 最好不相见，便可不相恋。最好不相知，便可不相思。最好不相伴，便可不相欠。最好不相惜，便可不相忆。最好不相爱，便可不相弃。最好不相对，便可不相会。最好不相误，便可不相负。最好不相许，便可不相续。但曾相见便相知，相见何如不见时。安得与君相诀绝，免教生死作相思。            
(4星)	 做为古装剧，服饰、场景制作得很精良，剧本很好，演员不错，四星吧            
(3星)	 过年在家无聊跟着电视看了中间，回深圳后补了个开头结尾~还行，打发了很多无聊时间~            
(5星)	 抛开“穿越”二字，真是一部比爱情剧要正、比正剧要俏皮诙谐耐咀嚼之作，个人较喜欢20集以前，之后，真的就是惊心了。            
(4星)	 喜欢跳舞的女生            
(3星)	None
(4星)	 为了KC            
(4星)	 若曦跟八爷多好            
(4星)	 比较忠于原著。            
(4星)	 喜欢刘诗诗恬淡的气质，整部剧的情节比较紧凑，看着还是蛮过瘾的            
(5星)	 赞一个            
(4星)	 水准高于很多宫廷戏~原来吴奇隆不只是可以演萧十一郎~14很帅呀！            
(4星)	 四爷太迷人。这剧太虐心。            
(5星)	 难得一见的用心之作，女主我很喜欢，淡淡的，不张扬，却讲义气，重感情。坦白说，除了特技效果实在无法入眼，演员的演技都是很不错的。唐人注重细节，这点值得赞扬。            
(NA)	 最近五年看的第一部“国语中字”的电视剧。国产清穿经典，拍的不错。小说喜欢的是四爷，但是看电视剧绝对是八爷党。郑嘉颖演的八爷，那眼神，真是销魂～            
(4星)	 穿越剧。。假期无聊就看起来了。比想象中好看。但是似乎没有什么营养~~            
(5星)	 步步惊心是这几年来我看过的最好的国产剧，不论是从古装这个小角度来说，还是纵观整个国产剧，绝对是上乘之作。在天雷滚滚的现今荧屏来说，真的很不错，本来对国产剧失去信心了，因为有步步惊心，我又有了期盼，感谢步步惊心，感谢唐人，感谢刘诗诗吴奇隆，带给我们这么优秀的作品。            
(NA)	 以分集介绍脑补，毫无压力。如何写就一部流行的NC剧？用看别人意淫的心理来意淫即可。            
(1星)	 陪我妈看过几集，实在难以忍受。原著倒还可以~            
(4星)	 看到一半以后不愿看了。。            
(4星)	 细节做得很仔细，也很符合原著，挺喜欢这个电视剧的，演员都挺不错的            
(4星)	 好多个台在播，能拍成这样真心挺好了。            
(5星)	 骗了我好多眼泪。。。说真的 算不错了 比起宫什么的-。-我是四爷党！！4,、13、14都好可爱~~~            
(5星)	 最喜欢的后宫剧，没有之一，嗯。。。            
(5星)	 套用一句话，都有人看宮，我们为什么不能给步步5星。            
(3星)	 作为一部穿越剧还是算不错的了~还是书比较好~看完电视才看的书，脑子里有演员的影子，影响了原本看书应该有的画面想象，有点可惜~            
(NA)	 最后的剧情中十分伤感  很感人。记忆幽深            
(4星)	 总体还可以吧，至少是比宫好多            
(NA)	 from TV            
(4星)	 等待你的季节，很美的镜头表现。            
(4星)	 里面的男人女人咋难么能哭，哥这种感性的人哭的也挺舒服的，我妈一个劲的劝我“这是电视这是假的啊姑娘”            
(4星)	 老实说已经做得很好了。不过从专业的角度要煞风景地说一句好多园林植物也都穿越了。。。            
(NA)	 我不想当若曦，却像许许多多人一样羡慕她拥有的一切宠爱，但是我知道获得这些宠爱是要有代价的。            
(5星)	 改编的最好的剧 非常的好            
(4星)	 其实制作很精良。中间苦情太多掉一星            
(3星)	 不小心看过了...就当是了解历史吧...            
(4星)	 之前火成那样加上不觉得刘诗诗适合让所有男人围着她转的角色莫名反感，过年无聊电视上看了点开头感觉有点意思加上老妈还想看第三遍就开始看 开头还挺好玩的之后就开始那叫个虐 再回头看宫和函数真是无法入眼了            
(5星)	 某人本来说十月一回来给我搞到光盘。。。唉～ 这部剧看得真是心力交瘁，看到后面甚至有点儿无法自拔，然后就总想发脾气。。。庆幸今天就看完了 不然梵哥还要遭罪。。。            
