http://movie.douban.com/subject/2996855/	珠光宝气
(3星)	 乱，而且结局很烂···这样的电视，真累··            
(4星)	 女人，究竟该如何活着。另外，黎姿极美。            
(3星)	 太拖沓了~~            
(4星)	 前面比后面好，后面太拖沓了。            
(4星)	 那么多明星堆砌的一部戏 只是太长了 看到后来已经不记得之前的剧情了            
(NA)	 稍微有一點點喜歡陳豪演的那個角色。            
(3星)	 囧片啊,不解释!            
(4星)	 最后，大团圆，我哭了。            
(5星)	 精品            
(4星)	 黎姿收官大戏，三个女人都很灵。估计以后也么心思看这么长的剧集了            
(2星)	 如老太太的裹脚布又臭又长。保怡哥很有型倒是真的 囧            
(NA)	 跳着看完。说到底，都只是想一家人一起吃顿饭            
(3星)	 才出来的时候我就没打算看 后来老妈在看就跟着一起了 里面有我喜欢的演员 却都不是我喜欢的角色 这种女生之间的勾心斗角果然不是我的菜 结尾的大团圆也都在预料之中            
(4星)	 就是TMD太长了            
(3星)	 看不完            
(NA)	 我真系好记得林保怡果句台词,真你他妈的太狠.阿唔记得边个喊到痴线咁叫佢唔好走,佢话,好多谢你咁中意我,但系我一d都唔中意你.再加埋佢讲野果时个表情,无敌啦.            
(4星)	 看着玩玩么还不错。如果是追剧就太累了。            
(3星)	 太长了而且剧情越来越纠结，看到贺峰屎掉就没看下去。演员们都是实力派，但是好讨厌这种豪门争斗戏码。            
(4星)	 看的累死了            
(4星)	 看前半部时还为之神魂颠倒，后面就狗血了……            
(4星)	 其实挺喜欢的，就是剧集太长。阿Mo好帅。            
(3星)	 虎头蛇尾前面的部分很精彩，到了中段就开始拖，一路拖到结局这个剧能压缩一些，去掉一些没什么必要发展的线，剧情再精炼些就好了。            
(3星)	 看到后面实在受不了了。。。            
(5星)	 虽然虎头蛇尾，但仍然值得5颗星。TVB近年没有什么特别出彩的连续剧了。            
(5星)	 贺哲男..            
(3星)	 三姐妹真美！            
(3星)	 烂尾+不喜欢黎姿。            
(4星)	 真心相对好么，不要欺骗，要实话和诚。            
(NA)	 后面放弃了            
(4星)	 弃剧            
(NA)	 亲情友情爱情，家庭与个人。后面的时候有点神经            
(3星)	 三个香港小姐一个家            
(4星)	 太长了            
(4星)	 太辛苦了，太累了。            
(5星)	 原来恨一个你心爱的人，不可能有恨完的一天。你又不能原谅他，但是你又不能彻彻底底的解决他。结果，什么都不是，结果你就变成一个连你自己也讨厌自己的人。            
(3星)	 用了Ave Maria这首曲子？ - -             
(3星)	 80集啊80集            
(3星)	 看完了，大家一家人咩，搞那么多事            
(3星)	 太长了，看得我后边做噩梦            
(4星)	 82级都看完绝对是体力活，每个人都活得好算计好累啊，演技都不错，编剧很有想象力O(∩_∩)O~，喜欢Calvin            
(4星)	 真的好烦好烦那个康牙痛 好烦好烦黎姿！            
(3星)	 无聊时看看香港上层社会的生活            
(4星)	 我终于奋战完了，2个月            
(3星)	 港剧末世代。。            
(3星)	 也没一本正经的看 只是跳跳看看了后半部            
(5星)	 再看一遍。。。            
(3星)	 人性总是善和恶共存的，喜欢有真性情的人。最讨厌二女儿，假惺惺。            
(4星)	 为了心爱的男人·这帮女人什么都愿意做            
(3星)	 拖了一年，终于把它看完了…            
(3星)	 去年看的了，那天又在上海卫视回顾了一集。作为打发时间的东西，还是不错的。            
(3星)	 TVB不要拍这么多集我看了三年才看了一半（其实是前年看了42集这两年都没看），越演越模式化，港剧就是标准化生产出来的，为了凑数有些桥段老的实在让人反胃啊。不过林保怡和黎姿我喜欢咯~            
(3星)	 我居然在看这个了~            
(3星)	 明星充数            
(NA)	 这个长。。。。。。。。。。            
(3星)	 好长啊好长。。这个假期也沦落肥皂剧了啊啊啊~~            
(NA)	 七个晚上看完的。全是快进。TVB的东西总是让我又爱又恨。这里面我最喜欢的竟然是高长胜。太可怕了。            
(5星)	 为什么幸福明明到了，你却将他———高长胜推开啊！！！T T我是多少伤心啊            
(4星)	 严重讨厌康2！特仑苏也是个弱智。            
(4星)	 看得很心酸            
(NA)	 說棄不棄，看完了。也噁心到自己了。爛片，爛片。只比宮心計好點。戚其義我該說什麼好呢。            
(2星)	 剧情实在太拖沓，港剧果真最适合百无聊赖又不想动脑的时候看            
(3星)	 太长了            
(3星)	 误以为是惯有的完美大团圆　结果...            
(3星)	 真是太长了太长了            
(3星)	 诶哟…终于看完了阿…            
(5星)	 很好看            
(3星)	   林保怡啊~~~~            
(5星)	 再多人骂你烂，我还是全力支持你。在电视剧江河日下的今天，请问有几部大剧还能赶上你。            
(NA)	 很一般的电视剧            
(NA)	 聪明开始，，糊涂结束            
(5星)	 大部分很精彩            
(4星)	 扯            
(3星)	 不错嘛，就是太拖沓了            
(3星)	 听完的电视.当我觉得每个人都必死,当每个人都有可能杀死另一人或几人时,当形势繁复到不行,突然,世界和谐了!!!我被震住了!            
(3星)	 太长，没看完            
(4星)	 前面灰常好，40集之后开始狗血            
(3星)	 长得让人好痛苦。。。。            
(3星)	 精分剧越到结尾越离谱            
(3星)	 后四十集剧情可真是狗血~！            
(NA)	 看个大概...            
(4星)	 我爱Bowie Lam~~            
(4星)	 忒长了            
(4星)	 太TM好看了，陈豪啊。。            
(3星)	 太長了，看了一年了            
(4星)	 太长了，看不完了            
(NA)	 受不了啦！！！！！！！！！！            
(NA)	 宏大的 让人看了郁闷，开始喜欢美女分。            
(4星)	 前40没有情节 后40看着太累            
(3星)	 美剧看多了，不大喜欢勾心斗角的港片了            
(NA)	 宋世万..            
(3星)	 实在看不下去了，节奏太慢            
(3星)	 亂，亂的很！            
(4星)	 商场如战场            
(3星)	 3.5星，看得捶胸顿足            
(3星)	 转折            
(3星)	 看到60集就放弃了……这是我的极限了……看了这么多。怎么说呢，开始给了人很智慧的感觉，结局直接俗了……            
(3星)	 拖拖拉拉终于看完了下半部  很难想象这是一个编剧编出来的            
(4星)	 赞TVB们的演技            
(3星)	 高长胜啊高长胜            
(4星)	 60集以后就扯了~ 但是还是深爱着林保怡~            
(3星)	 太TM长了            
(4星)	 2个晚上看了48集，三颗星星给林保怡，一颗星星给插曲            
(5星)	 TVB出品.告诉偶等凡夫俗子豪门不是谁都可以呆的.若人天天活在这样那样的算计当中.人生拥有再多米又有何意义.让我们还是甘愿做个平庸的人吧.            
(4星)	 总算看完了，60集之前的很不错，后面的节奏有点快。            
(5星)	 粤语版的怎样都看不进去- -tvb的顶峰，我觉得。但我妈非说岁月风云比这个好。费解。            
(5星)	 常胜很有型，雅瞳很漂亮            
(NA)	 还算可以            
(3星)	 看不下去了……            
(4星)	     82集，是我看一部连续剧的极限了。如果知道有这么长，我是不会开始的。因为我不喜欢有始无终，但是结束了我也没有后悔，毕竟从中我也学到了许多。人生短暂，及时行乐。            
(4星)	 好累人……后面明显弱了            
(4星)	 居然看完了 呼~~ 一群疯子~            
(4星)	 82集，!!!可算!!!看完了            
(3星)	 这流氓太装了。            
(4星)	 好长啊。。终于看完了。。            
(5星)	 还好            
(4星)	 看这种剧就是体力活。            
(3星)	 暑假看了四十集已经有点审美疲劳了，虽然简直是TVB俗套大集合，亮点也不是狠多，硬是坚持看完掉。。因为。。。高长胜那样好玩成熟聪明又专一的完美男人虚构出来为哪般啊为哪般！            
(4星)	 就是为了看陈豪            
(NA)	 珠光宝气            
(5星)	 喜欢terrence            
(NA)	 茄汁姜大卫            
(NA)	 terrence &amp; constance.            
(NA)	 我要不是疯了怎么可能开始看一部82集的电视剧            
(3星)	 不好看，编剧太乱来了            
(4星)	 哦。Martin和康三实在太配了。            
(3星)	 一口气看完 需要勇气            
(4星)	 我承认我很土。现在才在看。哈。            
(NA)	 现代版的。。。金枝欲孽。。            
(4星)	 59            
(4星)	 买了碟  看到四十多集吧  看不下去了            
(4星)	 挺感兴趣~没看全...            
(5星)	 黎姿的息影之作。            
(3星)	 完全是打发时间,            
(2星)	 在大陆拍的效果还真是没在香港拍的有珠光宝气的感觉            
(4星)	 累死了,越到后来就越像完成任务的一样把这看完了...还行吧!和美剧比,可真比不了...            
(3星)	 没看完            
(3星)	 前面保持了一定的水准，但是由于中段剧情的及其乱套导致最后也没有看结尾的欲望。            
(NA)	 后面太撤了～            
(3星)	 后面不来赛            
(4星)	 真的没有一个正常人...             
(3星)	 奢华的空洞了            
(4星)	 TVB的电视剧 总有种让我看到一半想抓着自己头发 把自己扔出去的感觉 不得不感叹编剧的强大和可怕啊              
(4星)	 终于把有史以来最纠结的电视剧熬完了。两颗星给邵美琪，两颗星给蔡少芬。邵美琪还是很漂亮，真喜欢她的大眼睛。            
(3星)	 结局太失败            
(3星)	 四个疯女人一台戏....            
(4星)	 不错，勾心斗角够精彩。            
(3星)	 什么叫虎头蛇尾            
(NA)	 没耐心看完            
(3星)	 论钩心斗角，外国人绝对不是中国人的对手呀~~不过看到50多集，实在看不下去了……保留贺峰的强大……            
(4星)	 好吧。。。            
(4星)	 越到后面越失望，前面还是不错的            
(4星)	 在最后几集的时候放弃了！            
(4星)	 最爱康大了.康三的小可爱也感动了我            
(3星)	 喜欢前半段            
(4星)	 那个跌宕起伏啊            
(1星)	 闹心            
(3星)	 学粤语有长进。            
(4星)	 tvb有的剧真的很好，用不说教的姿态让你看到真实的人性            
(4星)	 我觉得拍的不错呀            
(NA)	 - -老子变师奶了……            
(3星)	 如果不是那么那么长的话...越后面关系越混乱有点gossip girl混乱的感觉了...            
(NA)	 前60集还是可以看得！~            
(3星)	 有点狗血            
(4星)	 前半部还好，后面乱了....            
(NA)	 看大结局时眼睛居然湿了,难道是因为终于看完了这么长的连续剧,天呢            
(NA)	 原来一场喧嚣后的空            
(4星)	 看得我好累~            
(4星)	 红酒,游艇,私人飞机,美女,帅哥,勾心斗角,戚其义,蔡少芬,邵美琪,岳华,都能算是我看下去的动力吧.            
(1星)	 我N年后想重拾港剧，竟然就踏入雷区了。从10几集看到40几，终于承受不住放弃。最受不了康二巨傻X巨假仙地在那装圣母，还有贺哲男，我以为这个角色后面会展示他真正的实力，其实是个聪明人，结果他跟康二是一路货色，幸好这两傻X走在了一块，我快进拖得过瘾点。全剧也就Ada和林保怡能看。            
(3星)	 这片看得我心累，看到黎姿就快进。            
(2星)	 莫名其妙的剧情！            
(5星)	 追了3个月，期待TVB新剧            
(4星)	 稍微墨迹了些，后面看的就不认真了。真讨厌这里的黎姿。            
(2星)	 拖沓 离谱 煽情 阴谋 从《洛神》到此，良娼天渊之别。            
(3星)	 40以后看不下去了。。。            
(NA)	 我要跟小妹一样瘦 减肥！            
(3星)	 一声叹息            
(4星)	 这里面的黎姿让我有点想扁她            
(3星)	 凭心情给的三星            
(3星)	 看的快死了。长篇真可怕。            
(3星)	 40集以后就开始瞎编乱造了            
(NA)	 又臭又长            
(3星)	 我曾深爱的TVB            
(3星)	 太长了，越看越没耐性            
(4星)	 耗时几个月终于看完了            
(NA)	 看不下去了。可能是我多心啊。我真没想到港剧还能这么红这么专的。一面五星红旗在上空飘扬啊~所有人统一口供都说内地好~真是orz.            
(4星)	 好吧，我就是改不了快进的习惯。。不过，林保怡帅死了帅死我了~~~~~~~~~~~            
(3星)	 看到后来耐心都没有了            
(NA)	 真乱。。            
(3星)	 1亿打造，尽付东流。            
(4星)	 老戚的片，肯定不差。只是康大和康二真让人受不了，演员却是优秀的。             
(4星)	 好长的剧。。            
(3星)	 我真是看不下去二妹            
(5星)	 戏份太少了~~~            
(5星)	 最后一集居然感动了几把。。            
(4星)	 马上就看完全剧了，希望2妹有好的结局~~~            
(3星)	 砸钱费时又怎样，相比原来台庆剧，空有华丽不免嗟叹。我叹这戏结构宏大场景铺排可惜剧情闹闹哄哄走势凸奇，又叹大家共赴盛宴各怀执念终是痴缠怨恨厌倦无谓放开。            
(4星)	 看到最后情节有些拖沓。。。前面还不错，，这三女的，也够厉害的。。。            
(5星)	 煞费苦心            
(3星)	 虎头蛇尾            
(NA)	 没的耐心看完            
(4星)	 82集 厉害 厉害            
(4星)	 哇~，太长了，累死我了            
(2星)	 太长了~~~！！！            
(3星)	 庞大的勾心斗角。。。华而不实的利益冲突。。。。看着都觉得心累            
(4星)	 演技一流蔡少芬。            
(4星)	 不错...            
(5星)	 相当精彩！具有现实教育意义！            
(5星)	 终于看完了            
(3星)	 太长了，不想看了            
(4星)	 我看完了 82集不是闹着玩得。  tvb们真的很会演阿 从金枝欲孽看过来 虽然大半部的耍阴耍狠看得我有点累 不过每次吵架都尖锐紧凑绘声绘色看着够顺畅的 还不缺个打你整部最后安抚你一下的好结尾 够咯 挺满足了            
(3星)	 也是跟老妈看的。港剧什么时候变成这个样子了？            
(NA)	 钱也不是万能的，但是没有是万万不能的            
(5星)	 还不错的港剧，三姐妹争奇斗艳。            
(4星)	 总算看完了。前面看衣服，后面看商战，洋洋洒洒80集精华都在最后一集——懂得放下，才是拥有，懂得珍惜，才是永久。            
(3星)	 太漫长了。。。无聊死            
(4星)	 如果不是被冬天回國的事情打斷，我想我會在午夜12點繼續蜷在我的小屋裡看完，結果只看到39集就無興趣再也拾不回來了。            
(NA)	 我像三妹，偏激，妒恨。那么多的不平衡内心。生活都开始失重            
(4星)	 虎头那个蛇尾            
(3星)	 还好吧，TVB演来演去就他们几个了。            
(4星)	 看到80集的面子给个不错的分，特别喜欢芬芬，表演很精彩。黎姿角色太做作了。            
(3星)	 追的我很辛苦 -，，- 开始觉得蛮好看 后来觉得不怎么样            
(4星)	 看到后来发现是个悲剧。。            
(2星)	 是tvb的年度大片，星光璀璨，可惜个人认为远远不如《金枝欲孽》。演技之外，剧本的苍白无力、严重脱离现实是最大的败笔。            
(4星)	 又一部豪门斗争史.后面太乱了            
(NA)	 57            
(4星)	 开始还不错，后面乱了            
(4星)	 所有的女性人物里我最喜欢Melissa。雅言太狠，为了一个高长胜可以陷害姐妹的幸福；雅瞳单纯到现实中的人都以为她在装腔装纯情，其实很可贵；雅思从头到尾没喜欢过，发狠的时候很可怕，只是最后同情她。            
(3星)	 啰嗦            
(3星)	 乱。            
(3星)	 最佩服的是康母，什么都逃不过他的眼睛。坚持看到最后不容易，因为40集以后就开始扯了~总的来说还是不错~            
(4星)	 开始唔错，后边就好无聊...            
(3星)	 剧情严重拖沓            
(4星)	 喜欢雅言和长胜这对～雅思是真性情人～无与伦比地讨厌constance和陈豪这对            
(4星)	 只跳着看了大概 三集？            
(3星)	 期望越大失望越大！            
(3星)	 一开始很好看，后面不行了，情节太拖沓            
(NA)	 故事情节太离谱            
(3星)	 真想给两颗星，真是烂尾之作，又冗长有没劲            
(3星)	 刚开始看很俗套            
(4星)	 香港片都是这样，看了和没看没差别            
(4星)	 轮回            
(5星)	 看过后 人就变成大宝了            
(4星)	 下一系不知猴年马月            
(NA)	 090419:不打算看完，看到想吐为止/090422:看到17集已经想吐了，但是还会再看下去/090428：31集，再看下去是犯贱了= =，可是还在看下去/090506：TLF上只更新到53集…so..暂时就先看到53吧。。被剧情寒的七荤八素。。            
(3星)	 挺失望的            
(3星)	 看到最后不了了之，用我妈的话说，和创世纪一样，这种长剧只能是这种惨兮兮的结尾~            
(4星)	 越看越糾結            
(NA)	 其实我觉得挺不错的。我喜欢高长胜，也喜欢贺哲男。            
(3星)	 剧情发展真的好奇怪啊。            
(4星)	 终于看完了            
(3星)	 前40集剧情撩人，后40集剧情累人            
(3星)	 剧本写的还是挺吸引人的    故事虽然烂点            
(NA)	 TVB啊~~~            
(1星)	 超级墨迹            
(3星)	 一贯的纠结            
(3星)	 前面还是很精彩的 后面就瞎了            
(3星)	 后半部剧情实在雷得人头晕眼花，幸好Melissa60几集就挂掉，不然还不一定能被我称为整部剧里最正常的人了            
(4星)	 当高长胜最后对雅言说&#34;你等我，等我出来&#34;时，我竟然比邵美琪先哭了。。。            
(3星)	 TVB越来越不如从前了            
(4星)	 看得最长的连续剧            
(2星)	 弃了            
(4星)	 其实不错，就是太长了            
(3星)	 真的是一口气看完。不眠不休从早到晚的6天。。不否认。到后面看完只是惯性，不否认，编剧真的很瞎。但豪门恩怨的确满足我的窥探心理。            
(3星)	 结果太令人失望了            
(3星)	 弃            
(3星)	 如果珠光宝气只有前面的40集，我会选择力荐的。前半段故事紧凑，人物丰满，矛盾突出，更重要的是ADA美艳不可方物，后半段黎姿的造型更上去的，但是整个故事的层次感跟节奏感都反其道而行之了。做为TVB40年的台庆剧真是食之无味弃之可惜，远远比不上当年的金枝玉孽。当然，对于ADA跟黎姿的粉丝来说，珠光宝气是决然不能错过的。            
(4星)	 结局我很欣慰丫，TVB的老套结尾            
(NA)	 40集以后就垃圾了。。不过比起韩国的肥皂剧好很多            
(4星)	 太长了,没看完            
(3星)	 好长的港剧  也没看全            
(4星)	 编剧把Constance写的好傻好天真            
(4星)	 每个人的性格都太过了点~~还是推荐ada的演技真是好啊，黎姿从西藏回来的造型真是惊艳            
(3星)	 罗嗦罗嗦罗嗦！完全可以缩成40集。结局很让人恼火。如果看了前面  我后面都不高兴看            
(NA)	 82集。。。终于看完了。。。            
(4星)	 如果只是为了编剧而编剧……            
(NA)	 简单看了点 太磨叽了            
(NA)	 港剧．．争争吵吵又一季．对的，完全是为考验我的专一以及耐力，拼死把它看完了！一种解脱感油然而生．．并且觉得自己是全能小年青            
(3星)	 比较失望            
(4星)	 我也是看了一半没耐心看了            
(3星)	 后半部有点烂。雅言三十几岁的人居然像小女生那样爱高长胜，跟她强悍的女强人形象完全不搭，真想掀桌子。蔡少芬演得最好，黎姿最美。            
(4星)	 人性之自私！            
(NA)	 耐着性子看完结局。            
(3星)	 Tvb当年的辉煌已不在...            
(5星)	 配乐很不错。剧情很过瘾。打小就喜欢黎姿，美不胜收。            
(4星)	 第一次觉得陈豪比林保怡帅... 蔡少芬比黎姿好看..  我入戏了            
(3星)	 第一部追完的TVB，出的太慢了不追着看也不行。好坏不评价，不过确实打发了在上海一些无聊的夜晚。特别喜欢看到里面的广告。。            
(4星)	 为了TC恋，执着的看完了，把三姐妹讨厌了个遍            
(2星)	 又臭又长！            
(3星)	 越到后来越难看……            
(4星)	 蔡少芬演技精湛。但是大爱的是Sunny~虽然他没有得到一个Happy Ending……            
(4星)	 结尾很突兀的说            
(4星)	 好中意kalvin&amp;sylvia-3-林保怡            
(2星)	 白白浪费卡司的一部超长烂戏……            
(3星)	 2009.3-2009.4.28            
(4星)	 当年追得我好苦啊，你可不可以不要这么长            
(3星)	 别看了。看到四十几集的时候，我完全是因为已经看了四十几集才看下去的。但是看完了发现，我竟然又多看了那么多不需要的集数。            
(3星)	 华丽的阵容勉强撑起狗血的剧情~            
(5星)	 冲着黎姿看的~            
(4星)	 结局很瞎            
(4星)	 前面其实都蛮好的，不过我实在是不太喜欢最后的结局，什么都没有交代清楚            
(3星)	 跳着看的，没耐心。。。            
(4星)	 喜欢Ada            
(4星)	 绞来绞去 无脑儿和宝气 好减压~            
(3星)	 前面还行……后面。。。都懒得看结尾了。。            
(3星)	 呃 我竟然一集不落的看完了            
(3星)	 看到后面没耐性了，太长            
(1星)	 一点都不好看。            
(2星)	 太扯了            
(NA)	 我答不上来我怎么会去看这部片子，事实我真的看完了，用了两个礼拜几乎所有空余的晚上，很颓很废的自己。。。。。            
(NA)	 太纠结 看完能把人累死 = =            
(4星)	 极度纠结。。。            
(2星)	 不知道TVB还能弄出什么更NC的电视剧出来。白白扔进这么多钱，投入这么多人力物力，竟然就这么一出戏。狂晕~            
(3星)	 一是套路传统，二是太冗长了            
(3星)	 看了某些评论，还是有人在“用心”看冗长的剧集，不过我挺难做到哦            
(5星)	 有点意思            
(4星)	 起初看宣传片的时候感觉很大气的一部片子，追到结束，有点点失望。无论如何结局还是挺好的，有时间的话值得一看            
(3星)	 太tm长了            
(2星)	 实在看不下去....            
(2星)	 没什么意思 就是大牌多 结局真是无话可说了            
(2星)	 当你看完一部82集的长剧,才恍然觉得,又拖沓又难看,人物个性又BT，结局还结得虎头蛇尾。我想那一定是这部了！            
(3星)	 竟然坚持看了下来，佩服自己，有些虎头蛇尾            
(4星)	 开始看是因为无聊，40集之后真觉得好看。            
(3星)	 看到後面真是又長又臭啊..            
(3星)	 看完真不易   真的不如想象的好看             
(4星)	 可惜了黎姿的演技~~~            
(4星)	 从这部开始迷TVB...            
(4星)	 啊啊~~~也没有想象中那么好            
(3星)	 一般般啊~~有点失望的~~            
(4星)	 蔡少芬演技真好...            
(2星)	 一包火。            
(3星)	 发展到后来就是几个傻逼女人为了自己的傻逼男人斗来斗去 SHIT~ 还有 结局太狗血了吧 TVB的编剧越来越退化了~~~~~            
(3星)	 懂不懂观众的耐心是很重要的~            
(3星)	 看了一半，太长了，懒得继续下去。前面演的都快忘了。            
(3星)	 看的累死人            
(NA)	 大妹傻逼，二妹雷人，三妹很衰。            
(NA)	 这出戏的激动点就在“啊Calvin你几时知他爱你啊他爱你！”....陈豪令我无feel了..            
(4星)	 虽然有时还是挺没逻辑 但是TVB拍摄手法真的和以前很打不一样了            
(4星)	 82集。真的追了很久。            
(4星)	 一个人看到凌晨            
(2星)	 前半部分还不错，后来看的我是越来越晕。再后来就没兴趣看了。            
(NA)	 前面还不错，后面豆嫌绵长了……            
(4星)	 结局还是OK的啦~~``            
(4星)	 年度大戏，岂能错过。。看不下去了。。            
(4星)	 看前几集再看结尾的一贯做法到这不好使了            
(3星)	 康二让我太吐血了!!!            
(3星)	 看到30集，实在看不下去了……            
(3星)	 人性,最终还是回归3星半..            
(5星)	 不管你们怎么想，对我来说，这部是励志剧。            
(3星)	 点解tvb噶戏一定要影到甘肉紧？ps：结局揽唔抽象升华甘……我顶            
(3星)	 我算是看完了！！            
(3星)	 Sylvia~Calvin            
(NA)	 结局增不豪气。            
(3星)	 我追。。我追。。。我快追不動了            
(NA)	 終于大結局了，我在3個地方都不離不棄啊～            
(2星)	 上当了！大家别看~不明白TVB怎么拍出这么个大片            
(5星)	 冲着Calvin和Melissa就要给5颗星星            
(4星)	 起起伏伏，争斗过后，爱依旧。            
(3星)	 终完结。            
(3星)	 过程这么勾心斗角，结局这么和谐……            
(3星)	 呵呵，惭愧惭愧...我也看港剧了...            
(4星)	 喜欢林保怡。戏里戏外，都是时光。             
(4星)	 哪还有泰禾那种男人....            
(NA)	 好长~据说有人看它是学里面的交际！！主题曲原来关淑怡唱的！！！            
(2星)	 结局囧，越看越没劲……            
(3星)	 没结局的结局            
(4星)	 太纠结了~~ 我喜欢贺峰            
(4星)	 好久没看TVB了            
(3星)	 把姐姐我等毛了·            
(4星)	 只看了前半部。。。            
(4星)	 CS粉，CS之虐恋，其实SUNNY哥哥很MAN            
(5星)	 好看            
(4星)	 看完黎姿和陈豪在一起 就不想看了、、            
(3星)	 居然一集一集追完了            
(4星)	 终于看完了~            
(NA)	 劇烈地追緊...就快完啦可惜 一個讓人有點失望的結侷            
(NA)	 后面的剧情脱节得厉害~~看着是相当闷气            
(3星)	 原来看完黑久老 只是太多忘记老            
(2星)	 没什么好看，拍那么长干嘛！            
(4星)	 还好!!喜欢高长胜!            
(3星)	 老娘看不下去了，所有的剧透都是假的            
(3星)	 长久让自己放弃的电视剧，头一次要看便选择了它。            
(NA)	 原来人可以那样……            
(4星)	 我爸说：“女儿，你在这片子中多学点儿！看看人家是怎么耍心机的。”            
(2星)	 好累得戯阿~~            
(3星)	 完了……            
(3星)	 2008.11-2009.2前四十集比较好看，后四十集比较拖沓了特别是贺峰的前后变化，让我觉得极其突兀大女儿太傻二女儿拎不清小女儿太自私，确最真实不管怎么样，因为是TVB，所以依然喜欢            
(NA)	 看到后来真的是熬不下去了，以至于开头都忘了···又一部没结尾的            
(4星)	 奢华的生活，奢华的人生...... TVB的剧集我大多都很喜欢，这部《珠光宝气》也不例外。            
(2星)	 这么跳跃翻转的剧情 不适合我这样的老人看            
(3星)	 太长了。。。美女还不错呢。前面好看，后面拖沓大失所望。            
(3星)	 消磨时间+慢慢被吸引            
(3星)	 终于看完了.斗啊斗.增的是很纠结.            
(3星)	 我追不下去了！！            
(4星)	 互相害人，真的很累。和谐。            
(3星)	 不喜欢他们的混乱            
(4星)	 真的有点亦舒的感觉            
(4星)	 他們在涅槃.我在心悸.            
(3星)	 Melissa是这部剧唯一一个我最喜欢的角色            
(5星)	 82集我终于看完了            
(3星)	 看前半部足已            
(4星)	 实在佩服编剧的想象力，里面没有一个人是正常的，结局会不会太正常了点...三个为情所困的女人一台戏。            
(NA)	 第一次听说港剧也有80多集,就决定打发下假期的时间~     勾心斗角~            
(3星)	 虎头蛇尾，让人失望。最后还是落入俗套。            
(4星)	 最近一直在追着看还是可以的            
(2星)	 算是听得比看得多友人看的时候没办法听不到比想象中差尤其是结局曝光了            
(NA)	 八十多集的剧，我看了将近四十集也算不易了，剩下的实在没心力了，等着结局吧，想看看编剧能把这帮人写多惨。            
(2星)	 看了一半，很糟            
(4星)	 旷世巨钻 不过是碳            
(3星)	 权当学粤语了..            
(4星)	 结局好仓促啊..            
(4星)	 最终还是亲情战胜了一切            
(4星)	 大爱Constance。蔡少芬真的有点像hey。大妹邵美琪也很行。            
(5星)	 整整看了一学期，结局不错            
(3星)	 不喜欢            
(2星)	 不指望结局能有多惊艳 香港的电视剧和电影一样 已经黔驴技穷了 香港人拍起电视剧偷起懒来不是一点点 同一地点永远只用一个角度拍摄 同一桌菜能在不同集里出现多次 从60集开始剧情来个大陡坡 剧中人没几个还保持正常的 名曰『戏剧冲突』 还有20多集 我就陪你耗着 看你能整出个什么像样的            
(5星)	 珠光宝气大结局 车煞的有点突然 略显仓促 不过还好 一家人还是一家人 这 比什么都安慰 没有谁变成势力妇人没有人孤独终老没有谁疯掉没有谁能恨谁一世 没有大悲 最好            
(3星)	 终于结束了，几度看不下去，里面没一个招人喜欢的人，拖沓又雷人。整天吵啊吵的，烦死老娘和老娘的娘了。            
(NA)	 越看越没有兴趣             
(3星)	 看了大约40集，看不下去了，我十分痛恨康家老三            
(3星)	 纠结纠结万分纠结 ..据说是悲剧，我喜欢～ 虎头蛇尾 莫名其妙的结局            
(3星)	 TVB江郎才尽？            
(5星)	 白马王子和灰姑娘//在这个每个人都善变的世界 我想看到永恒//TC之恋            
(NA)	 学粤语            
(3星)	  启承转折的让人难以接受            
(5星)	 TVB永远都是大团圆结局~~            
(3星)	 我弃了……            
(NA)	 长~~~~~~~~~~~~~~~            
(3星)	 没看完，编剧简直乱编一气            
(NA)	  没看完            
(NA)	 我要等它出完再看~出完了 好像看完了 有点失望            
(NA)	 虽然俗气。却很真实。这正是我如此之着迷的地方。            
(5星)	 情节略有拖沓。最爱里面的陈豪和蔡少分。邵美琪性格很喜欢。黎姿的表演有点小做作，关礼杰就是一个大白痴。王喜走中年人路线了是么            
(3星)	 没看结局，。。            
(3星)	 黎姿真漂亮啊。            
(2星)	 真是很没意思~            
(3星)	 没看完……            
(4星)	 在青岛拍的时候看见过蔡少芬和邵美琪..            
(4星)	 拍的不错，就是后面有一些拖沓，一度都要看不下去了！呵呵...希望这种80多集的电视剧还是在短一些比较好~~~~整体挺好看的！！            
(NA)	 总算看完了 皆大欢喜的结局            
(3星)	 just me            
(5星)	 我们根本么有资格帮别人决定什么才是最好的...            
(3星)	 女人的生活            
(4星)	 好不容易追完了，结局明显很仓促            
(3星)	 80集都看完不容易我心疼自己            
(3星)	 孙先生最好。            
(NA)	 蔡少芬好漂亮            
(5星)	 82集要看到明年2月，等死了            
(4星)	 终于结束了            
(5星)	 一集一集等出来的 爱不释眼2009            
(2星)	 剧情到后来越来越差，真是吐血            
(NA)	 鸟语速成            
(4星)	 tvb最好看额片。            
(NA)	 太过拖沓            
(3星)	 结局很莫名。虎头蛇尾。            
(3星)	 结局实在失望……            
(4星)	 就看了一集，觉得还是不错的。找时间看完。呵呵，最后还是不看了            
(4星)	 前面还行，越看越扯            
(3星)	 在电视略看            
(3星)	 陈豪很黑，像zm            
(3星)	 越来越烂。。。            
(NA)	 又臭又长，终于看完了            
(2星)	 竟然遇到我根本看不下去的港剧...            
