http://movie.douban.com/subject/5377708/	北京爱情故事
(4星)	 我个人认为很好看啊，力挺疯子~~~            
(NA)	None
(4星)	 还不错吧。            
(4星)	 这部电视剧剧情有点经不起推敲,但是值得推荐的是它传递了一个正确的价值观,这个很难得.            
(4星)	 一部看完很纠结的片子，看完感慨良多。            
(5星)	 这部剧加深了我自己的信念，更坚信生活中最珍贵的东西，明白情的重要，明白欲望的负面效应，明白原谅的可贵，懂得珍惜。大爱！            
(4星)	 这不虐心么= =            
(NA)	 我想到的友情比较多。。。            
(5星)	 里面各种贫，女主角的春夏秋冬定位比较新鲜。看惯了韩剧的你侬我侬，可以换换口味，体会下在北京奋斗的日日夜夜。            
(4星)	 共鸣加虐心，但虎头蛇尾，编剧缺乏商法常识，开放式结局和烂尾只有一步之遥。            
(NA)	 里面有太多的影子，一面看，一面哭，一面释然，一面原谅。但，都回不去了。永远，都回不去了。再见。只能再见。            
(5星)	 时间是一首歌，唱着唱着就老了            
(5星)	 临夏            
(4星)	 人生和时光是有多蛮横和冷酷，时间可以是块橡皮擦也可以让人愈来愈深刻。            
(4星)	 不要为了所谓的梦想，放弃最简单的幸福~            
(5星)	 怎么说呢，不同的人代表了不同的阶层背景。关于石小猛的做法其实现实中大有人在。喜欢林夏的执着，可是这样的女孩子有多少呢？            
(5星)	 有一种成长叫程峰，有一种友谊叫吴狄，有一种现实叫石小猛，有一种悔悟叫杨紫曦，有一种执着叫林夏，有一种疼惜叫邵华阳有一种媳妇叫沈冰，有一种纠结叫伍媚，有一种坚守叫吴魏，有一种爱情叫北京爱情故事。            
(5星)	 喜欢。。。。。。很喜欢。。。。。非常喜欢。            
(3星)	 狗血的结尾，现实的残酷。            
(4星)	 四句话：1、可恨之人必有可怜之处；2、我们麻痹了自己，以为自己不再爱了，可是事实却狠狠的说我们还在爱着；3、不管人生多么荒唐，总还是奢望着自己在乎的那个人的陪伴；4、就连在身边感情发展都不一定顺利，如果不在身边，确实没有机会发展一段感情。            
(4星)	 时间毁了一切美好的，也成就了一切美好的。            
(4星)	 后面三十集很好看！李晨演的最真实的角色，我相信杨幂没有整容            
(3星)	 大冬天窝在家对着电视机追了十几集，没看完，把剧情给看完了~程峰长的和郭靖安好像啊，林夏最好玩。            
(4星)	 过多用脑会死翘翘~~~滴答滴答滴答滴答 这歌还蛮不错的！            
(5星)	 谢谢你，这一切却又是那么的让人绝望。游戏人生，早晚会被人生游戏            
(NA)	 石小猛，你个大傻子            
(5星)	 好久不看电视剧了，2012的第一部！            
(5星)	 值得花时间看的一部电视剧，陈思成腹有诗书气自华，张歆艺貌美如花性格好，李晨憨厚真诚重情义，很美好的一群年轻人！            
(4星)	 这么久来可以耐心看完的一部片子~            
(5星)	 看好多朋友都在看这电视剧。查了下豆瓣，发现一些【士兵突击】里的主演。惊喜！看了两集还不错。            
(4星)	 看完了，还不错            
(5星)	 剧本好，合理下的公平，略逗XD；演员好，符合各人气质；主题好，同在北京，这个年龄的我们又将成为什么样的人？意义重大，果断五星。            
(2星)	 导演太2！！！            
(4星)	 每个人 都在被迫的成长着            
(4星)	 四星给林夏，个人偏好            
(4星)	 其实杨幂还行在这里面。但是我烦陈思成……剧情简述：富二代大战屌丝抢亲记。            
(4星)	 32集就该结束了。。。。结局太假了            
(5星)	 那些爱情 总是青春的伤 成长 痛并幸福着 ~沈冰算是剧中最幸福的人吧 起码 她一直被爱着 同样也在爱着            
(5星)	 喜欢它，只因为这部电视剧说出了我的一些心里话，仅此而已。            
(4星)	 主题曲不错            
(5星)	 被一点点撕裂的成长。            
(3星)	 简单总结就是四个字“爱情买卖”。。。汪峰的几首歌不错。            
(5星)	 让我对爱情又有了新的感悟。喜欢林夏！            
(NA)	 在这个故事里突然发现，一个女人对爱竟可以这样绝决。。            
(5星)	 淋漓尽致的人生 不就该疯傻错过 然后回归最朴最真的人性情感            
(5星)	 很好看 看完会有点纠结            
(3星)	 喜欢林夏            
(NA)	 太乱太扯了            
(4星)	 他最喜欢的是吴狄和沈冰，我其实最想喜欢林夏和疯子，可生活中也只可能成为吴狄和沈冰。林夏和疯子属于什么也不懂的过去，而人生的羁绊，终究使我们成长，不管你愿不愿意。            
(5星)	 很不错的现代都市青年爱情、友情、事业故事            
(4星)	 编剧导演兼男一陈思成，剧务男二李晨。真的是80后值得一看的片子。亲情友情爱情，一个都不能少。            
(4星)	 好想知道最后的结局            
(NA)	 十年之后会是什么样子泥~            
(3星)	 难怪一见着林夏这姑娘就喜欢，原来是多年前的杜晓斌啊            
(4星)	 很贴近生活的一部电视剧，80后的也许是一个矛盾体，要面对事业，爱情，友情，亲情……虽然并不是80后不过看完此片也有较大感触(=^.^=)            
(3星)	 姐现在就是一个俗人，只喜欢看能把姐逗乐的，太沉重的不喜，太伦理的不喜。。。所以结局不喜 。。。            
(NA)	 我已经很久都没有看电视剧看到哭了，但是看到北爱后面的时候，我一直都在哭，我觉得太现实了，我想我真的很理解他们，很好，这部片子，很好的反应了现实………………赞            
(3星)	 陈思成是不是有点放大自己了啊.........喜欢林夏的直爽~            
(3星)	 有多难才能            
(NA)	 男角色里，最让我心动的是吴魏            
(5星)	 喜欢喜欢，所谓青春，不过如此，各种感情放大才是戏剧该有的张力，不要和我说不真实，如果全是生活中的真实，你还会看么？喜欢疯子喜欢林夏喜欢吴狄喜欢伍媚喜欢大药瓶子。。btw陈思成有才的说。            
(4星)	 只说一点关于很多人质疑的——沈冰为什么会因为石小猛的一个分手电话而毅然分手。我想说：如果我是沈冰我也会做出一样的事情——一个男人如果自己连坚持的担待都没有，为什么要女人去承担你软弱的后果。这个女人不是没给过你机会，她甚至向你许诺只要不放弃那么她绝不抛弃——每一个人都有自己的坚持和            
(5星)	 两星林夏，三星汪峰。            
(NA)	 只要是其中一员，就感到无比庆幸            
(3星)	 林大夏：谢谢你，疯子，我谢谢你给我的希望，都那么让人绝望。            
(3星)	 面对爱情也是人各有志，里边的人物个性都特别鲜明            
(4星)	 极其鄙视喜欢林夏的男同志！ 1.喜欢林夏 那是因为你们男人无论有多不忠 多不爱自己的女友 多不拿她当回事 却傻傻等着他会爱上自己 直到耗尽自己的所有美好的东西 2.她心内的有苦说不出 强颜欢笑是一种最难受的自己折磨做自己的方式 而她却选择了因为他就可以不愧疚心安理得说上一声：她 我哥们.            
(3星)	 没觉着多深刻多现实，就一群人往死里折腾            
(5星)	 现实啊现实            
(5星)	 刚看完了，在这种特殊的情境下看这片子，想起了很多现实问题。            
(5星)	 和主题曲‘再见，青春“一样残酷的青春纪实。林夏太美好，她没能和疯子好，我都舍不得。此故事告诉我，富本身就是一种美德。我们没法选择我们的出身，但是我们可以选择我们要成为怎样的人。平平淡淡的去体味自己的一生，不也很好么。            
(3星)	 好心酸╮(╯▽╰)╭            
(2星)	 看了第一集和最后一集，不喜欢杨幂……            
(NA)	 一个下午又一个下午,因为你,林夏            
(NA)	 看了剧透还是看完了- -我是有多八卦啊。。。            
(3星)	 但凡看完结局的人 都是M～～            
(4星)	 大部分女生还是喜欢林夏，她是大多数女生面对自己爱的人的时候的表现。可是我可能更喜欢妩媚，那是我想要的，但是可能不接受姐弟恋。。            
(5星)	 就为让我看到凌晨的连续剧，场景音乐台词人物演技            
(5星)	 终于把大结局看完了！心里不是很舒服呢，好难受，好难受~~            
(4星)	 就冲士兵帮也得给4星。李晨张歆艺大爱昂。函数姐绝对本色出演。。开放式的结局让我的4星更不为过！再见青春 再见北京 再见美丽的疼痛。P.S滴答好听到爆。已然第二遍ING            
(5星)	 不错             
(1星)	 看完写一长篇吐槽文是我把这剧看完的唯一动力，死撑下来终于看到了最后。《宫2》跟它比简直太弱爆了！一部披着现实主义青春题材外衣的狗血雷剧。            
(5星)	 比奋斗真实，血淋淋的现实让人在无望中变得无比坚强            
(4星)	 超喜歡林夏的無私與真實。爱情与面包, 无论是选择了什么都是自己选择的, 别人也没有资格和立场去批判. 但是, 一个人一定要为自己的选择负责.            
(5星)	 谁能理解石小猛            
(4星)	 终于去看了结了冰的的海            
(4星)	 非要整的这个世界那么悲催干嘛！            
(4星)	 明显很爱林夏，      有些地方过了 看起来乱乱的 不过娱乐么消遣青春么 别太认真。            
(1星)	 看了一个开头，接着跳跃性的看了几个片段。台词是背出来的，而且太长太长。似乎是为了台词而台词，没有《奋斗》中说的那么暖心窝。所以果断放弃了。或许是我已成年，这不是我的菜了吧。            
(3星)	 半天速成。。。            
(4星)	 纵观全剧，我们看到的是：朋友老婆是可以追的，小三是可以做的，小叔子是可以找嫂子的，拜金不能怀孕还是会有人要的。只要有那冲动的，不顾一切的爱情做借口，一切都可以发生！            
(4星)	 开头和结尾没看，陪着俺娘看的浙江卫视下午档。            
(2星)	 世界上最远的距离就是我在看北京爱情故事，而你在看乡村爱情故事。其实我觉得乡村爱情故事更好看！            
(2星)	 丫的，这部剧里的人物大多有问题。稍微看得过去的是伍媚，顶尖女强人也有脆弱的时候。稍微看得过去的男人是大药瓶子，默默爱着护着，让女孩觉得窝心，不过现实中是没有这样的男淫的。至于最可恶的当然是石小孟啦，就一可怜虫，还有杨紫曦，就是活该满身伤痕。男女主角反而没感觉，故事通俗死了。            
(3星)	 名字起得这么好，内容再差也是会有市场的            
(4星)	 一口气看完还写了点东西，哎呦喂，明天该学术了            
(4星)	 女性形象好模式化 一看就是男人拍的            
(4星)	 带着沉重的心情看完全部，灰色的基调一直悬在心头。朋友真的是朋友么？爱人也会成为别人的爱人。人生都要经历成长，挫折，伤害，乃至背叛。人生的追求到底是什么？成功？爱情？好沉重啊好沉重。PS：我们的青春都喜欢吴狄，最后却都希望找到邵华阳一样的安稳可靠。            
(4星)	 北京啊北京。。。            
(4星)	   有时候，一段感情的开始就是缺乏安全感却也是在没有安全感里结束，然后在结束后，各自苦涩的庆幸没有把自己的心完全的交出去，要不现在该伤得多么深啊，一瓶酒一个觉又是一个新的开始，又开始寻求自己的新猎物，一次又一次，于是开始游戏在情感世界里，说着再也不相信爱情，却依旧还是期待有那么个人            
(5星)	 颇为感慨            
(3星)	 除了石小猛其他人都太虚假了 一味宣扬表面的价值观深挖下去都是腐朽的内在 但好歹我坚持看完了所以应该还是有吸引人的地方 但不看也罢            
(NA)	 很好的一部剧，很真实。            
(3星)	 中间的有些话说的还蛮有道理，整个剧情太烂了，或许更接近现实？结尾更不想说什么了            
(3星)	 我只是怀念起那些北漂的日子，怀念起那些珍贵的青春，时间是一直在这儿的，流逝的是我们。            
(4星)	 很多人拿它和奋斗相比 其实它比奋斗要哲学 你是什么样的价值观 你就会看到什么样的世界            
(4星)	 青春，爱情，岁月。在这个年代我们还能挥霍多少。            
(NA)	 戳泪点的很多。因为青春都是需要疼痛的。            
(5星)	 青春的疼痛，热烈的青春，充满血泪充满激情的生命            
(1星)	 讲了个屁啊= = 谁那么谈恋爱啊。。。脑子有泡啊。。。            
(3星)	 看完之后果断把评分改了。            
(3星)	 沈冰接受疯子那段转折的不自然。            
(4星)	None
(4星)	 陈思成            
(3星)	 就冲着这一帮人去的。剧情可真是慢啊。陈思成、张译，你们怎么这么丑了。            
(5星)	 三天看完 喜欢疯子            
(5星)	 爱疯子T^T            
(5星)	 看这片子，很多感动的地方，感动的话，是那么朴实。。觉得人做什么事，迟早都要还的。。片子里面有很多令人心凉的地方，但里面有更加我想看的，珍贵的友情和爱情。。            
(4星)	 凝固的那一秒，再见青春么····            
(4星)	 佟丽雅好靓啊～好现实的片  富二代和穷二代  北京人和三无北漂 结局也不是很喜欢。。。不悲不喜的 等于没说。。。            
(3星)	 北京！北京！            
(NA)	 电视剧中的最爱吧应该算···            
(NA)	 拼了幾個夜·終是完結了·只是心疼了·人走進劇情木有出來·愛死了瘋子·愛死了陳思成·林夏·那是我疼得不能再疼得了·每次她開口唱滴答·忍不住就哭·碉堡；額！！！               
(4星)	 平均每3集我就要泪流满面一回 这是要闹哪样嘛``  真的是个好故事啊`` 大家演绎的也不错 配乐更是给力 比我想象中的好太多了 就是到后面 感觉有点浮了`` （ps 陈思成潜力无限啊）            
(NA)	 每当夜深人尽，我一个人独处的时候，你的不约而至都会洗净我的铅华，让我变成一个诗人。            
(5星)	 北京爱情故事，很感动，不想过多的去评价里面的剧情诟病何在，只是觉得这样一部剧让我懂得成长，懂得青春，足矣，。            
(4星)	 故事不错。里面汪峰的两首歌不错。            
(3星)	 2星半不行么？            
(5星)	 北京爱情故事看完了，沈冰没有死，三天后她醒来了~石头5年后出狱，疯子、无敌、肥四一起去接他~邵华阳陪自己老婆走完了最后一段，最终和林夏在一起~这就是结局。不过我不知道妩媚和无敌以及小曦是什么结果，因为我不相信天平那么懦弱和不敢承担，也不相信妩媚那么坚强。            
(4星)	 1.友情太重要了 2.成功男人背后总有靠谱女朋友 3.挺烦里面的主旋律的那些事儿的(就比如敬酒时敬祖国什么的)  4.仨男主角都挺不错            
(4星)	 给我喜爱的演员们多加一星，原谅我快进看完吧，如果慢慢看哭点太多            
(4星)	 再见~青春~            
(4星)	 人物个性十分鲜明，对话场景都很80后的感觉，这点上特别容易让一大堆人产生共鸣。剧情比起当年的奋斗更多的是现实，走蜗居的路线。导演想要引导的价值观倒是没啥新意，我觉着吧，其实只要个人选择和目标是一致的，是不能用结果如何来评判对错的。剧情发展最后没必要那么狗血。            
(5星)	 正值失恋看的            
(5星)	 青春要付出如此的代价            
(3星)	 看到第二十集就可以了，现在只要镜头里出现大裤衩就代表北京了。            
(3星)	 其实挺现实的。杨幂是败笔= =            
(3星)	 大家都看这个就去瞄了几集百度完了分集剧情，陈思成既导有演不错阿。话说徐静蕾那个年代有那时的北京爱情故事，这部则揭露了当下的爱情故事比较大众的一面，到了我生了儿子，儿子长大了又是个什么形势呢haha~            
(3星)	 实在不想多说。太多傻逼不能理解，石小猛            
(4星)	 青春就是一场戏，你方唱罢我登场~            
(4星)	 富二代就可以挥霍人生抢兄弟女友。矮挫穷就只有被逼疯的份。理想主义者只能失去生活重心。不具全名的龙套却是最幸福。总而言之、言而总之，人生得一林夏足矣！            
(4星)	 人生得一林夏足矣。喜欢里面的歌。丫丫是真美。            
(NA)	 发现大裤衩是出现最多的镜头            
(4星)	 这种目标瞄准80后的接地气作品总是能引起无数共鸣            
(3星)	 还不错  我也向遇到疯子一样的男生、            
(4星)	 再见青春，再见灿烂的忧伤            
(4星)	 心疼林夏            
(3星)	 剧情太他妈狗血了！            
(4星)	 超级喜欢林大夏，因为在她身上看到了自己。            
(5星)	 如果你有依赖的心，请不要来北京。这座城市太大，大到感受不到温度，大到听不见自己的心跳。这座满是人的孤城，每个人都是个体，靠的只能是自己。。。。            
(2星)	 北爱有愧爱情            
(5星)	 直接命中我的北京情结            
(NA)	 发人深省            
(3星)	 有些狗血  不过总体还是很不错的             
(3星)	 对于这题材一向不爱，但看了始终要看完。。。。现实终究是现实！爱情也不再纯粹。。。。            
(5星)	 看的时候感觉不错，看过就没有感觉了，这类片子只能算是一阵风，不能留下经典的影子。            
(NA)	 蛮不错的剧，看见了很多青春··很多伤痛，更多的是成长            
(5星)	 像人生一样漫长、波折。这种电视剧少看，太累了，折寿。            
(4星)	 林夏&amp;伍媚&amp;邵华阳            
(4星)	 蛮好看的。            
(2星)	 剧情其实有点扯，例如为什么让石小猛担任要职呢，完全可以给挂个没有实权但有点薪水的空职位呀。既然用了别人又一边防着那算什么呢，用人不疑，疑人不用啊。而且有时候台词和人物设定根本不搭。蛮讨厌装逼的沈冰，傻逼的吴狄。石小猛的心理可以理解，但也未免太走极端。总的来说一般般，能接受而已。            
(4星)	 既现实又不现实的爱情，生活。            
(3星)	 为什么所有的电视剧都有个又拖沓又不好的结尾呢～            
(5星)	 被撕扯的血肉模糊的青春，流逝的时间，残酷的成长。            
(NA)	
(5星)	 很好看，看完之后有很多感想···            
(5星)	 从来没为一个电视剧流这么多眼泪~            
(4星)	 鲜明的人物，在爱情和面包的问题上做出不同的答案            
(3星)	 没有杨函数的话 加一星            
(4星)	 总而言之，别和那种天生就比你少奋斗几十年的人比！聪明的，做个靠谱的银儿~~            
(3星)	 一个男人的臆想。喜欢不可企及的伍媚。            
(3星)	 一般般，牵强，爱耍嘴皮子的京范儿            
(5星)	 北爱啊 我周围的人都在看 阿弥陀佛 可惜我不属于此类            
(NA)	 当一个穷挫矮装富二代暴露了，姑娘总是觉得他人品有问题。当一个高富帅装屌丝暴露了，姑娘爱的都是他的人，和有没有钱无关。电视剧页面有些微妙的不同，所以溜一圈。            
(4星)	 林夏真的是个很不错的女孩，很喜欢。            
(4星)	 后半部所洒狗血的量够好几部别的剧了            
(1星)	 看到杨幂，我竟然吐了!!            
(3星)	 最不喜欢疯子这个角色。最喜欢石头这个角色，因为他和小曦才是这个剧中惟一反应现实的角色。            
(4星)	 疯子的成长史，石小猛的复仇记！            
(4星)	 远比我想象的好~~            
(5星)	 石小猛在戏里有一句台词——时间是一直在这儿的，流逝的是我们自己。            
(NA)	 再见青春 再见美丽的疼痛            
(4星)	 穷小子逼急了要跳墙，没有富二代追不到的女人，每个男人心中都有一个沈冰，每个人都期望身边有林夏这样的姐们和吴狄这样的哥们            
(4星)	 陈思成真是太有才了，导演编剧主演。。。            
(4星)	 请看看，其实这部电视可以和神雕侠侣对比。只不过可惜的是，杨过被分裂为二：疯子，小猛。这个社会啊            
(4星)	 四星半 佟丽娅太漂亮了理想型啊&gt;&lt;  还有李晨的人设我好喜欢             
(5星)	 语言幽默俏皮，情节又不乏感动之处，现实之处让人引起共鸣，有时一句台词，居然能够给人微微震撼            
(3星)	 剧情太八点档了，还有杨幂的演技...为了林夏这个我喜欢的姑娘多给一星            
(3星)	 跟风看的  没什么可说的            
(5星)	 我发现现在都市爱情剧还都有那么点教育意义。虽然杨幂从58的广告里跑来凑热闹，但我着实是讨厌杨幂啊。哎。    今天看完了，富二代赢得了所有战争。怎么办呢，我是屌丝。。            
(4星)	 故事不错，略现实。。            
(5星)	 看完之后，感觉就像是一场豪华盛宴之后，徒留残羹冷炙，杯盘狼藉，意兴阑珊，却又意犹未尽。曾经的青春，曾经的爱情，曾经的错误，曾经的迷茫，曾经的曾经，都变成了曾经，只有生活还在执着的向前，悲欢喜乐还在前方等着。。。。。。            
(3星)	 看了8集，然后看了下剧透像奋斗类型的电影，不可以联想自身，因为电视剧就是电视剧，喜欢伍媚            
(1星)	 我真的不喜欢杨幂 怎么那么多人喜欢她呢呢我真的不喜欢杨幂 怎么那么多人喜欢她呢呢我真的不喜欢杨幂 怎么那么多人喜欢她呢呢我真的不喜欢杨幂 怎么那么多人喜欢她呢呢            
(5星)	 感谢北爱的毁人不倦！！！这剧情也忒恶心了吧！！！简宁、史今啊都被糟蹋了！！！            
(4星)	 我很喜欢疯子和林夏，很心疼沈冰，很厌恶石小猛。也许真的是一部好剧，可以让我如此的投入。嗯，同时也给他织好了人生的第一条围巾。那个云南小镇叫什么来着，我一定要去。            
(4星)	 是生活            
(4星)	 很现实的一部剧，不过最后几集剧情很突兀，不够严密，但瑕不掩瑜，很值得看的剧            
(4星)	 剧情有点太过饱满..所以留待我们想象细品的空间不多..沈冰这个角色佟丽娅塑造得也不是很好,有点木,不真实..杨幂演得呢,不好..其余主角感觉演得挺卖力的说~哈哈..总得来说挺好看的..再次燃起哥对北京的热情~!!!            
(3星)	 看过两集            
(4星)	 给人共鸣的不是北京，而是爱情和青春的回忆，吴迪和小猛就像活在故事里的自己            
(5星)	 在这里寻找，在这里失去~再见，青春            
(5星)	 新一代的反高潮电视剧，结局开放，发人深思。主题含蓄：坚持永恒价值观的吴狄才是胜者，真无敌！            
(4星)	 心里有点难受的            
(NA)	 命运生下来就不公平。穷小子最后都穷凶恶极。富家子弟有情人终成眷属。漂亮姑娘命运坎坷也都过得不错。。。也许就是这部剧想表达的东西吧。。。            
(3星)	None
(NA)	 喜欢吴狄            
(NA)	 沈冰:我爱你,因为你也爱我.你若不爱我,我会离开.若你爱我,我会一直在这儿,陪着你,支持着你.(当小猛说不爱她了,不要她了,她选择离开;在疯子愿意为她付出一切后,终于被打动.在疯子最艰难的时候一直在身边陪伴,并且为疯子找到最厉害的帮手---邵华阳.)这是怎样的一个奇女子啊,自尊,敏锐,得体,贤惠,执着的爱            
(4星)	 《北京爱情故事》有些地方不合常理，但瑕不掩瑜，北爱是近年来国内制作水平比较高的一部电视剧。1、石小猛的老板扣着奖金不发，不会因为你请吃一顿饭就会发给你的，石小猛既然如此聪明，不会认识不到这一点，有怎么会请老板到家里来和几个哥们吃饭呢？2、石小猛得知老板的阴谋后，完全可以找疯            
(5星)	 头先奔着李晨去的，后来就彻底的爱上了疯子。有木有，陈思成，我希望有北爱2。            
(4星)	 可看            
(4星)	 真的很现实，爱情or面包？            
(4星)	 反正是把我吸引住了            
(5星)	 刚看完 一直泪奔 大概青春就是冲动挥霍残缺不完整的            
(3星)	 好久没看电视剧了。。            
(4星)	 永远不要低估一个姑娘与你同甘共苦的决心， 只要你拿真心来换。            
(4星)	 有一种长大叫成长            
(3星)	 关于“兄弟的女朋友绝对不能追“的底线一定要严格遵守，不然会衍生很多的悲剧            
(NA)	 终于看完了，结局太纠结。。每个人都在剧中寻找自己的影子，总有一些疼痛和不幸是我们自己亲手造成的，怪不得命运，但每个人也能在剧中获得自己的重生，明白握在手上的永远比失去的要多，靠自己的执着和勇气去努力改变现状            
(4星)	 故事总是在不可避免地走向悲伤，人总是身不由已地必须长大；尽管这样越来越不好玩，生活仍不管不顾地往前奔跑。到最后，有多少青梅竹马能白头到老；有多少一见钟情能从一而终；有多少同甘共苦能共苦同甘。            
(5星)	 挺有影响力的。看到了些复杂的情感，也想到了些简单的态度。城市的故事，长大了的我们的故事。我还是看不出演员有什么不合适。虽然不是那么粉杨幂。/如果没有城市，人还是人，却不会有这些故事。            
(4星)	 我是说过大团圆的结局实在是太没劲了 有本事就让好人死光坏人占领地球新的物种闪亮登场 但是北爱实在是让我怀疑是不是还有一集我没看到。。。            
(5星)	 结局很好            
(NA)	 杨紫曦/杨幂怎么不去死，起码也要离开啊，尽拖人后腿，招人嫌！            
(5星)	 很好， 我喜欢。            
(NA)	 残酷            
(NA)	 终于看完了嗷╮(╯_╰)╭            
(NA)	 有喜有悲，为啥要安排这样的结局，编剧要搞什么特色，咱这种破电视观众承受不起，给点盼头吧            
(1星)	 这破片是吊丝拍的么？喜欢这片的都是女14么？高丑富狂虐山里娃。这个故事告诉我们，富逼抢了好兄弟的妞，他们的兄弟也会为他叫好。甚至还会把家族遗产贡献给他，把他像亲爹一样供着，说，不是你的错。而穷逼，必须受着，一有反抗，必遭天谴。            
(4星)	 37集的护盘迹象明显，所以我决定减掉一颗星。另外杨幂演的还凑合，虽然我不喜欢她。另外。我真不想你死。编剧就一混蛋。            
(5星)	 又是一部虐心的片子，这几天每天心里都想着故事里的事，想着现在，想着未来，也许现在的自己看不见未来，但我想说，珍惜现在，未来才会微笑的向你走来。再见，青春。            
(3星)	 我真的在浙江卫视上面看了这片子，不管怎么吐槽，我就是看了！还跟我妈一起看的，怎么着！            
(5星)	 可以和最好看的韩剧《对不起 我爱你》媲美，通宵看完的。。。。好几年没这么看 连续剧了            
(NA)	 不错~~            
(3星)	 这部电视剧前几集还满可以的，看到第10集左右就感觉这电视剧的编剧吧观众当傻瓜了，把一部很好的电视剧变成了肥皂剧，很恶心，不建议看，当然如果无聊的话看看也可以            
(4星)	 看着石头在装着他和丫头美好未来的小房子里痛哭的时候 心里涩涩的 虽然没直面过这样的残酷 可这样的故事在大北京 大上海 大广州或许上演过一幕又一幕 在闪耀着诱惑的光的权利与金钱背后 一对又一对的伴侣被无情的撕得粉碎 碎了一地的不止青春 梦想 还有永远结不了痂的伤口淌着的鲜红鲜红的血            
(5星)	 世界上哪儿有那么多的林大夏和死疯子，事实证明，在你之前，好比都被狗操了。好男人都都用生命去搅基了。沈冰那么贤惠又不弃不离的姑娘人生难有机会敌那样的傻大个为数不多了，杨子曦那号儿的姑娘长势喜人，大姐大都包小白脸儿去了。石几把那样儿的绝对逍遥法外。青春乌托邦，还有自编自导自演的陈有才            
(4星)	 难得一部国产剧我看得津津有味，居然烂尾！话说一开始第六感就不喜欢石小猛，后来果然是令人发指的讨厌。真尼玛无可救药的穷人。            
(NA)	 看了前面几集就已经不想再接着看了，但要评论一个电视剧，还真必须先看完它。一个青春爱情的电视剧，必须要引导正确的价值观，这个电视剧的价值观，我很不喜欢。最后看了编剧导演主演都是陈思成，怪不得。            
(4星)	 挺不错的，现实和梦想。。。。            
(4星)	 自编自演自导啊还不错            
(NA)	 其实看到最后有点心累。为何一直觉得杨幂长了张小三脸叻？不喜勿喷。请自重。            
(5星)	 可以看完有深思得电视剧            
(2星)	None
(5星)	 不亚于《与青春有关的日子》！！            
(4星)	 跟着电视看的复播，惊讶于陈思成的年轻有为，喜欢林夏的豪爽性情。令，不管有多少人讨厌杨幂，我必须得承认我依然爱看她的样子。            
(5星)	 是我今年看过的第一部让我喜欢的电视剧。            
(5星)	 相当的不错            
(NA)	 额，竟然看完了            
(4星)	 这部剧人道的地方至少是没有破灭我们的希望。可是 这是什么破结局啊TAT            
(4星)	 北京。不久后它将成为我的过去。            
(3星)	 額，我喜歡李晨和陳思成。            
(5星)	 真的是很棒的一部电视剧            
(3星)	None
(3星)	 不好看 两星半            
(NA)	 那些年我们曾经的青春疯狂~            
(3星)	 如果我面对这道选择题，是不是会做出同样龌龊的选择            
(4星)	 看完之後悶悶的..............            
(5星)	 理想，却不失现实，现实，却没忘理想。            
(4星)	 爱上疯子爱上陈思成哈哈            
(NA)	 张歆艺~李晨~            
(NA)	 第五集弃剧。受不了石小孟利用着疯子，表面上说着以后还人家，却从来没想过朋友的难处，觉得别人有钱有权就应该护着他。凭什么啊？他以后还，拿什么还啊？还不是一次次腆着脸去借，活该别人欠着他么？            
(4星)	 汪峰的歌太亮了，整个把电视剧提高了一颗星。看着天蝎座A型的林夏和邵华阳那段，心痒痒啊。            
(4星)	 时间还在，流失的是我们自己。            
(2星)	 为了张译忍着恶心看完了……剧情好扯，还不如豆瓣直播呢            
(3星)	 洗白太恶心了，不知道是广电的原因还是编剧的私货            
(4星)	 太虐心了。。            
(5星)	 看完了 我还是喜欢大团圆的结局啊            
(4星)	 pp说 出来傍就要玩得起，我们都是玩不起的人所以会被烂人伤害            
(4星)	 会偶尔想想里面的人物和故事  大家都在蜕变长大 但不应放弃自己的信仰            
(5星)	 不知道为什么就是推荐            
(3星)	 杨幂去死去死团····            
(4星)	 我喜欢这种善恶分明的电视。            
(4星)	 渐入佳境的一部电视剧，不错。            
(4星)	 杨幂敢再贱点么？            
(4星)	 虽然陈思成在剧里高富帅，有自恋过头的嫌疑，但还满喜欢他的，尤其是大丫鬟里的他            
(5星)	 学到了很多            
(4星)	 给四星了。            
(5星)	 要面包还是要爱情？北漂的生存故事。            
(4星)	 真他妈的残酷啊.电视剧何必拍的这么苦B呢.最爆笑的是:甄子丹比你狠吧?我也练过他.            
(4星)	 既现实又乌托邦。            
(4星)	 刚看完，觉得剧中有些地方还是很现实，有位仁兄说的好，永远不要低估一个女人和你同甘共苦的心，我觉得确实，环境在慢慢改变，但最终觉得世界变化的恰恰是自己，小猛就是逼的自己太无力。再见 青春 ，再见 美丽的疼痛            
(5星)	 渗透心底的电视剧，没有东爱的浪漫，有的只是现实的冰冷~            
(4星)	 林大夏超可爱，沈冰很漂亮，小伍就是个富婆~北京，这样一个城市~            
(5星)	 写的是我们的故事，主角们身上有自己的影子。北京爱情故事，最后的最后，都是遗憾……成长得太沉重。            
(4星)	 有些地方值得人反思            
(4星)	 沈冰被车撞原因太牵强了，不可能那么冲动啊            
(4星)	 我竟然看完了。。            
(5星)	 这么多年来我看过的最好的电视剧之一.            
(NA)	 机油看的时候，撇了几眼，里面的高帅富伤透了我这个吊丝的心            
(5星)	 卧病在床 闲的无聊几天之内看完了。            
