http://movie.douban.com/subject/2161882/	男亲女爱
(5星)	 情景剧的巅峰            
(5星)	 黄子华确实、非常、努力，所以成收视神话也是必然。            
(4星)	 哈哈哈，到现在都记得那个片头曲~~~            
(5星)	 若要人不知，唔好太低B            
(5星)	 经典搞笑！！            
(5星)	 超搞笑，TVB情景剧的先驱，记得当时看第一集就笑到喷饭            
(5星)	 就是经典，就是好看，就是有趣！黄子华，强啊！            
(5星)	 为数不多的愿意一看再看 三看四看的TVB剧            
(3星)	 小強～～～～～            
(5星)	 终于看完了 最后有点剧情有点赶 总之好看啦~            
(5星)	 哈哈...            
(4星)	 阿lok~我都好想中3T啊啊啊~~嫉妒你嫉妒你~~            
(5星)	 王子华一生人中最搞笑的电视剧。            
(4星)	 噢no，超搞笑。小强叫法的出处！            
(NA)	 非常棒的剧，黄子华演的贱仔男有情有意            
(5星)	 翻睇过N次都系咁好笑啊            
(4星)	 从这部开始不需要字幕了XD            
(4星)	 补            
(5星)	 tvb的巅峰啊巅峰，里面的所有人都那么搞笑            
(4星)	 “小强”就是从这里出来的（不过我超级憎恨）！！除此之外让郑佩佩女儿演DODO姐的STEP MOM相当有喜点！！搞笑经典！！            
(4星)	 &#34;蓝蓝天空高挂我的梦&#34;   我怀念的是以前的 TVB            
(5星)	 You&#39;re lawyer，I&#39;m 师爷……一个大男人光天化日进男厕所，的确是不对……            
(5星)	 唔使讲嘢！！子华，你系得噶！！Miss Mo，你真系百年难得一见噶……可爱小女人啊！！！            
(5星)	 子华~~~~            
(5星)	 初中时的最爱~太搞了~            
(5星)	 这个简直是大爱啊！            
(4星)	 很搞笑，陪我度过了记忆中的暑假~~            
(5星)	 TVB情景喜剧巅峰。            
(5星)	 的确是经典啊！            
(5星)	 阿LOK真是贱的... 子华你强啊！            
(5星)	 不经典也不能创当时历史上的最高收视 没有很豪华的班底没有很大的制作只是很吸引人，自然是男亲，女爱            
(5星)	 经典            
(5星)	 ORZ Patrick            
(4星)	 是挺好笑的···            
(NA)	 黄子华，我爱你！            
(5星)	 经典就是经典            
(5星)	 就是喜欢黄子华哈哈哈            
(5星)	 人生中第一部港剧~一直被模仿 从未被超越~            
(4星)	 据说是TVB史上收视率最高的剧，看黄生...            
(4星)	 搞笑。因为这部剧记住了黄子华。            
(5星)	 其实黄子华还挺帅的            
(3星)	 哎呀，還不不繼續蹲了            
(5星)	 笑死我了 黄子华真的很有才            
(5星)	 太有才了。            
(5星)	 这部是港式经典喜剧！！            
(5星)	 苑瓊丹子……            
(5星)	 里面有很多经典台词，真是经典的港剧。            
(5星)	 呢个开创了小强的叫法!            
(5星)	 经典!!!            
(5星)	 百看不厌，一个字：强！            
(5星)	 永恆經典 TVB處境劇            
(5星)	 因为栋笃笑，发现了黄子华；因为黄子华，发现了男亲女爱。            
(NA)	 不敢想象我居然看完了 50集！！            
(4星)	 很久以前看的~记得当时全家都在追，黄子华和dodo姐演技很好~哈哈，又搞笑，又温情~            
(2星)	 启蒙 不算电视剧吧            
(3星)	 繁琐的小事            
(5星)	 DoDo姐超棒的....都快盖住我心目中完美的子华了~~            
(5星)	 很不错，特别是配音            
(NA)	 小强            
(5星)	 黃子華冒起的一套，太棒了            
(5星)	 哇，终于完整地看过一遍了~~人强不需要马壮~~~~            
(5星)	 黃子華，大愛啊~            
(5星)	 我超级超级爱这个。            
(5星)	 百看不厌.香港最好看的喜剧片.            
(NA)	 TVB旧剧，为黄子华而看            
(5星)	 Miss Mo很张牙舞爪，阿Lo有时确实很贱。他们还是做冤家比较有爱啊啊啊~~            
(5星)	 好长的剧。很多人的性格刻画的很生动。虽然我并不觉得它非常完美，有些地方搞笑的略微俗了一点。。            
(5星)	 看了N遍，超喜欢黄子华，“贱”的超可爱            
(3星)	 我实在不知道这部有什么经典的。三星都是给黄子华的。            
(5星)	 好喜欢！！！！！！！！！！！！            
(5星)	 黄子华，郑裕玲，恶俗的名字但是却是唯一一部和臭臭有共鸣的片子。。。就连后来的舞台剧都那么搞。。。子华真是太棒了！~            
(5星)	 大大大大大大爱            
(5星)	 想好好重温，那时不懂黄子华啊~            
(5星)	 刚重温过，乐乐真是贱得有爱到爆~~            
(5星)	 很搞笑的喜剧，很喜欢郑裕玲和黄子华   演的很传神            
(5星)	 有的时候我会不由自主蒙上双眼偷偷看            
(5星)	 50集太短了            
(5星)	 最爱还系你！黄生！~            
(5星)	 追忆......主题曲很好听            
(5星)	 看了绝代商骄，看黄子华百科时找到这部戏。。            
(5星)	 一代经典            
(5星)	 苑琼丹子桑～～～哈哈            
(5星)	 怎么可以这么好看这么好看这么好看……发现我真的很喜欢黄子华啊            
(3星)	 小强            
(5星)	 你给我OFF啦……            
(5星)	 这是dodo姐饰演过最伟大的剧之一。n年前dodo姐拿过金像奖影后的，大概很少人知道。即使dodo老到脱皮、皱纹一大推仍然是TVB国宝级人马，因为dodo姐实力超强。            
(5星)	 大爱            
(4星)	 小小强~~~深蓝~~~            
(4星)	 这两个神仙……            
(5星)	 经视播过。9分这么夸张啊打个5星好了            
(5星)	 单看dodo姐和梅艳芳、佘诗曼、蔡少芬等等更新女艺人根本不是一个时代阶层，黄生却演个遍...            
(3星)	 去年看了一部分 可能年代的问题没有继续 不过已经觉得很厉害了 毕竟是十年前的电视剧            
(4星)	 可惜那时候播出时间太晚了，很多集都没看~            
(5星)	 我爱子华哥！            
(3星)	 没有想象中好看。50集只看了7集……剧情太拖沓了，看到原子鏸那纠结样，因子华而带来的好心情就全消失了。and郑的表现有些太过分矫情了~还不如直接看子华的栋笃笑:)            
(5星)	 有时间要重温            
(5星)	 原来以前电视台放的只是开头一部分，不过即使是看完了这五十集还是有意犹未尽的感觉，怪不得收视纪录至今未被打破，虽然一直对郑裕玲无感，但在黄子华合作过的女演员中，也只有她能擦出这般唇枪舌剑的火花了。最后几集他们从暧昧到明恋更是经典中的经典！吃什么都是甜的，哈哈！            
(NA)	 50集看完了，不是说百集吗？后面一半在哪里，搜来搜去是前面的重复，郁闷啊，那位可以告诉我后面的一半            
(5星)	 搞笑。不过也算断断续续型。播得太夜。几乎都看TVS的重播            
(5星)	 重温ing            
(5星)	 Lo系男厕遇到毛，让毛K一顿，然后两个在上司面前解释。Lo：“系我衰，男人老狗入男厕。”            
(NA)	 黄生啊黄生            
(4星)	 看过，没什么印象了。不喜欢郑裕玲，黄子华大爱。            
(4星)	 小强~~~~             
(5星)	 在那个我还不讨厌黄子华的年代，还是很喜欢看的。            
(NA)	 小时候挺好看的一部轻喜剧 不错的            
(5星)	 如果我能长得再猥琐点就好了。。子华，我其实是很想成为你那样子的啊            
(5星)	 miss mo~~            
(4星)	 轻松娱乐            
(5星)	 dudu小女人的很            
(5星)	 黄子华演的，除了搞笑还是搞笑、、、( ∪.∪ )... zzz ZZZ呼嚕http://www.syooy.com 呼嚕呼嚕……             
(4星)	 簡直是黃生的經典了，啊lok做得好好~            
(5星)	 我有小小强            
(4星)	 開開心心學粵語咯            
(NA)	 黄子华超搞笑！            
(5星)	 这个型，酷            
(3星)	 某老乡说挺搞笑的，我看了前面五集，不想看了~            
(5星)	 经典！！！！！！！！黄子华是收视保证！            
(5星)	 因为是黄子华 小小强……            
(5星)	 太甩了，就喜欢MISSmo 和乐天范抽得样子            
(NA)	 喜欢dodo演绎不同类型的人。子华&amp;dodo，暧昧的组合。            
(5星)	 老头的经典，也是TVB的经典            
(5星)	 my fav show on TVB ever!!!!            
(NA)	 又是黄子华！            
(5星)	 好经典的~            
(5星)	 黄子华的搞笑功力是有目共睹的            
(4星)	 我才刚初中吧...还是小学刚毕业？            
(5星)	 看了又看，觉得ＤＯ姐才更难得。            
(5星)	 经典            
(4星)	 断续看了20多集，开始很好笑 ，以后就水了，好在偶尔有点亮点……            
(4星)	 每个人都好真实啊~~            
(NA)	 不可置否，黄子华的电视剧，总有小人物的睿智和无厘头。哈哈            
(5星)	 复习ing！想起初次看时刚开始叛逆当然喜欢阿乐啦，可最近两次温习后却对Miss Mo欲罢不能！DoDo姐演得就像是她自己也是个如此张扬跋扈的女强人一样，所有夸张的表演都自然得合情合理，又可爱又正！还有不得不提的James哥！粤语原声娘得也好自然！最后，阮琼丹子桑！致敬ing！            
(4星)	 太爆笑了。            
(5星)	 do姨当tvb高层之后就不出作品了 多可惜            
(NA)	 超级搞笑，看的粤语无字幕版，之后粤语大有进步~            
(NA)	 黃子華！            
(5星)	 现代港剧中的喜剧经典。个人认为剧中的Dodo和子华也是现在已经泛滥的“欢喜冤家成情侣”的戏码当中最经典的了。            
(5星)	 从中找到很多之后栋笃笑的题材还剩几集舍不得看啊~今天才知道这部戏背后居然还有这么多故事两个主角之间的道不明看不清的千丝万缕留给后人叹息            
(5星)	 .            
(4星)	 創收視紀錄至今無港劇打破，可知其成績。            
(5星)	 一部很搞笑的连续剧。            
(5星)	 子华^3^            
(5星)	 释放自己，原谅别人~~搞笑，有深度~~            
(NA)	 破HK开埠以来收视纪录是有道理的。            
(5星)	 怎么看都看不腻            
(4星)	 经典“洗具”··呵呵            
(5星)	 笑爆            
(3星)	 米tvb既情景剧咯~轻松搞笑            
(NA)	 爆笑            
(4星)	 断断续续总是搞            
(4星)	 看了两集，爆笑，不过要粤语才有意思，找空继续            
(5星)	 就是喜欢子华！            
(5星)	 当年非常喜欢~            
(5星)	 超喜欢这部剧，子华哥真是太强了~~~喜欢patrick~~            
(5星)	 无敌了~~~            
(5星)	 不可不看的港剧，代表性强啊！            
(5星)	 强啊！ 又如何..            
(NA)	 看看心情好点            
(4星)	 很老的片子，但很经典            
(5星)	 绝对的经典！！看了就知！            
(5星)	 经典            
(3星)	 从这部开始认识黄子华，很有才华~            
(5星)	 绝对的港剧经典            
(NA)	 最近看了一部《绝代商骄》，认识到香港原来有个栋笃笑的东西，很有意思，很佩服创始人——黄子华，开始迷，于是挖出了这部据说TVB剧史上收视率最高的搞笑喜剧片，见识一下黄子华的魅力，也再次见识一下栋笃笑。            
(5星)	 大爱黄子华！            
(5星)	 经典呀。            
(5星)	 “藍藍天空高掛我的夢……”            
(NA)	 黄子华是个人才~哈哈哈            
(5星)	 这部很经典            
(4星)	 总有一款适合你，慢慢等待吧~~~喜欢黄子华。            
(4星)	 依然黄子华！！！不过当时电视台还没引进完 我就只看了一半            
(4星)	 比较搞笑吧~            
(5星)	 每集都笑得喷出来~~~            
(5星)	 看起来很轻松。蓝天……            
(4星)	 就是喜歡看Miss Mo 和余樂天鬥嘴~太搞笑了！最后几集都舍不得删            
(5星)	 有时候，光是看着一个人，就可以觉得很幸福。            
(4星)	 嘟嘟姐好可爱            
(5星)	 哈哈哈，子华真贱。            
(4星)	 事隔多年再看一遍, 感觉跟以前不一样了, 不是不好笑, 是笑不出来.            
(4星)	 几搞笑            
(5星)	 笑爆肚~miss mo&amp; 阿lok            
(5星)	 台词经典爆笑，剧情亦不乏营养            
(5星)	 Mrs Ling!!            
(5星)	 三颗星给子华，一颗星给DODO，还有一颗感谢它让我认识了子华！            
(5星)	 简直是六星啊            
(5星)	 小强！小强！            
(5星)	 毫无疑问，这部剧超级好看            
(5星)	 哈哈。那只蟑螂。            
(5星)	 很难超越的收视率            
(5星)	 收视的经典，黄生的经典            
(5星)	 哇！这个！经典！DoDo姐和黄子华飚戏啦！不愧是香港历史上收视最高的喜剧片啦！            
(5星)	 这两个都是处女座的哟。            
(NA)	 最爱阿LOK，就喜欢他的一副贱样，其实绝对好人品。婉婉也说：“其实你一点都不贱，你只是装出一副好色的样子。”            
(4星)	 当时看觉得非常搞笑 翡翠台10点半档            
(5星)	 我就记得几个对架镜头了。得要完整来一次            
(5星)	 嘟嘟姐和棟篤笑的絕佳配合。off喇你！            
(5星)	 男亲女爱~超级搞笑~            
(5星)	 看着就很开心！            
(5星)	 小强~~大爱黄子华~~            
(5星)	 当年竟然跟妈妈每天晚上追着看....            
(5星)	 经典            
(5星)	 爆笑经典！！            
(5星)	 每次看都能让我笑得前仰后翻~~~~            
(5星)	 简直经典中噶经典!            
(4星)	 蓝蓝天空高挂我的梦~小强始动            
(NA)	 还行            
(NA)	 能拍出这么经典剧集的监制为什么离开了TVB！？            
(5星)	 好笑啊 很久以前的事了 唉   经典            
(5星)	 从这部剧开始喜欢黃子華.实在很贱很可爱,特别是跟小強对话的时候......            
(5星)	 吾记得内容，但记得好好笑~            
(4星)	 黄子华！黄子华！            
(5星)	 哈哈 經典的經典 史無前例 香港tvb收視率之最 保持至今！            
(4星)	 好喜欢阿！！陪伴我们长大的港片！很经典~~            
(5星)	 do姐.子华，tvb的历年收视冠军，非常好看。            
(NA)	 太搞了。。。miss MO            
(5星)	 黄子华，叻人一个。            
(5星)	 绝对推荐！黄子华最好的几部之一了！百看不厌哎。小强小强！            
(3星)	 看多了容易审美疲劳            
(5星)	 经典            
(5星)	 李碧华评价此片时说，真希望给这部剧集喂伟哥，好让播映时间延长点。            
(5星)	 有意思 黄子华有才            
(5星)	 好想从头到尾重温一下……            
(5星)	 经典！            
(NA)	 对我男人的第一印象            
(5星)	 難得好笑又可愛的長劇..            
(5星)	 [PhD] 没字幕也听得懂！hiahia 两个活宝是加强版的Monica和Chandler            
(5星)	 很久以前看的，印象很深，还想看哦。            
(4星)	 当年晚自习回来后必看才睡的剧集            
