http://movie.douban.com/subject/3292384/	宫心计
(3星)	 这是一个童话。            
(4星)	 不像梅小青的风格啊陈豪演的很好，但是化妆实在够囧            
(4星)	 好看是好看，但是看完了觉得没什么意思。            
(3星)	 大结局太太太狗血啦            
(3星)	 人物单薄，情节弱智，越到后面越脑残。            
(3星)	 三好也好的太不真实的，真把她演绎成观音吗？觉得编剧太不切实际了。还有那个皇上，有那么大度的皇上？服了~我是受不了这样的剧情了，没有什么可以比这更雷人的了。因为喜欢佘斯曼才看的，还是期待她的《天与地》            
(3星)	  一开始很期待看到后来差点看不下去的剧……            
(3星)	 追剧时给4星结局了给3星            
(3星)	 真的.....很一般.....我讨厌画眼线的男人！            
(2星)	 拧巴得厉害。。            
(4星)	 崩溃的结局…… 姚姐姐囧了……            
(3星)	 杯具高瓊花。……高大人你馁失忆症好的也忒快了点、            
(3星)	 我竟然笑场了........            
(NA)	 弃。不爱没有瑕疵的安琪儿            
(3星)	 感觉没看到出彩的地方……            
(3星)	 劉三好最攻心計！腦殘劇！            
(2星)	 三好你这个香馍馍，我们大家都喜欢你。不管是谁，太监宫女尚宫司制司珍皇上侍卫还有好多好多人。三好你真是个超大的香馍馍~！几好喔~！            
(3星)	 妆过于浓艳了一点吧，虽然当时的风气如此…            
(5星)	 蕴含了太多道理。            
(3星)	 囧  斗得不够狠            
(3星)	 oh so so            
(3星)	 老套路            
(NA)	 日本人也能说标准粤语看着我好囧啊~~~            
(2星)	 为毛大家都觉得杨怡好看呢·····            
(3星)	 TVB你绝对是个教育台！~            
(3星)	 被巡礼的预告片骗了来看的，一追就是一个多月，如果你还没看就别看了。。            
(NA)	 终于出来了!!!~一堆女人戏!!!大牌云集!!~厉害啊!!!            
(4星)	 又玩失忆~！            
(4星)	 终于看完了。片尾曲挺好听的            
(NA)	 发型囧爆了！！！！！！！！！！！！            
(2星)	 杨怡演奸角？            
(3星)	 如同鸡肋，TVB的黄金时代已不再。            
(2星)	 宫心计。你太令我失望了            
(3星)	 从三水追着准备看三好~~阿佘~吾中意你~~这个。。。看了会不待见杨怡的~~~~TAT            
(2星)	 杨怡啊杨怡~就这么给毁了            
(4星)	 为着最后的结局,加多一颗星星~            
(3星)	 这剧根本不应该改成现在这名字。监制真的很重要啊。如果没有杨怡，我不会耐着性子看完的。            
(3星)	 名头很响，戏码很普通。比起《后宫。甄嬛传》简直太小儿科了。            
(3星)	 三星都是给阵容,为什么都不拍巡礼时候的样子,结局囧啊            
(NA)	 我想说预告和剧情完全不是一回事吧。。。            
(3星)	 离金枝欲孽 差是不是一点点。            
(5星)	 女人的戏,一如既往地好看...姜还是老的辣~米雪和关菊英一如既往地强大!            
(NA)	 及其想看,终于等到了，好期待的片子，看完之后，知道很烂            
(3星)	 米雪和关菊英很有爱！陈豪你的眼线啊~            
(3星)	 已经。。。不行了            
(5星)	 我看的不是电视剧 是心计。            
(3星)	 没看金枝欲孽，这个有空看看看            
(2星)	 太吵了，弃片            
(3星)	 囧。。我觉得这部剧很搞笑            
(3星)	 要知道我刚开始追的时候还是抱着很高期望的。结尾太狗血了            
(4星)	 Beyond the realm of conscience             
(3星)	 很一般的剧情            
(2星)	 希望大失望大。            
(NA)	 剧本不好，任务脸谱化严重没有金枝欲孽好看            
(4星)	 为了陈豪才看的，但是看到一半看不下去了。。。            
(3星)	 虎头蛇尾。不知比金枝欲孽差几个来回。            
(NA)	 圣女神马的我苦手呐            
(4星)	 懒得继续看了。。寒假再说。。            
(3星)	 人各有命，改怎样怎样吧；但别指望你是下一个刘三好            
(4星)	 冇期待中咁精彩            
(2星)	 其实我都喊她三姐,刘三姐.            
(2星)	 本来很期待,看了两集觉得很失望.这么多大咖,但是制作真的很粗糙.无论是画面,情节,节奏,剪接等等都很不好.可能是我期待太高...            
(3星)	 絕代商嬌后覺得佘佘美呆了。另外我也好中意陳豪噶。            
(2星)	 看到第二十七集的时候就突然不想看了~~问我妈后面大概的剧情~这也算是看完了吧~~            
(3星)	 结局很变态啊，怎么能是这种大团圆呢            
(2星)	 么劲！暴发户和老娘舅斗来斗去，然后就一帮子居委会阿姨来凑热闹            
(3星)	 真是够狗血的剧情。。。            
(3星)	 平淡无奇            
(4星)	 结局未免也太匆忙了吧……            
(4星)	 盛世落幕            
(4星)	 我喜欢的反而是马大将军..= =            
(1星)	 烂。            
(3星)	 唐裝可觀。劇情一般。            
(3星)	 想看            
(2星)	 是真没意思~~            
(5星)	 姚金玲这个角色更适合佘诗曼            
(3星)	 前面好长，后面好短~终于结束了。。。            
(2星)	 简直是黏线,枉费期待            
(3星)	 这个角色设定太找抽了            
(3星)	 弃            
(3星)	 ~~~~~~~~~~~~~~~~~~~~~~~kuaichue            
(3星)	 没有技术含量的勾心斗角            
(3星)	 越到后面越狗血，TVB真的不行了            
(3星)	 杨怡奸起来哎，太不切实际了            
(4星)	 几位老演员为毛让我感觉她们是在演粤剧咧~~其他演员的表演痕迹也有点重喔...全剧看下来也终于明白为何宫心计得收视却不得奖项了。剧中女子个个美貌如花，服饰也更是华丽无比、赏心悦目哇！好喜欢看三好与金铃的对手戏，畅快淋漓呢！ps:佘佘好美哇~            
(3星)	 大爱Tavia 。            
(NA)	 为了郑嘉颖！            
(5星)	 快快出来            
(3星)	 我怎么就那么看不爽杨怡！！            
(NA)	 我觉得这部片子应该和金枝欲孽差不多，很期待。            
(3星)	 7            
(3星)	 斗的不亦乐乎            
(5星)	 作为绣花时的消遣还是不错的            
(4星)	 喜欢米雪            
(3星)	 挺失望的，或许是因为希望太大吧，跟金枝欲孽相比实在差了一截            
(4星)	 几首配曲都很不错，风车特别好听，还有一首女生吟唱好像是金枝里的某曲改编版，看到后面觉得每个人都很杯具，贪、瞋、痴、慢、疑，杨怡的奸妃果然很有气场，就是那个妆画得实在太妖艳。SS和KC是挺配，小时候的李怡是个小正太呀~陈mo这次的妆画得浓了一点，有点雷人。            
(4星)	 显扬和三好，可以有一个happy ending是幸运的，我在想，我是否可以有这样的幸运呢？            
(4星)	 断断续续，终于结束了。争斗太多，累了。            
(5星)	 里面的服装很美丽啊~其实金铃是很喜欢三好的吧。好喜欢贤妃~里面还有慕容复耶~！！激动激动~            
(2星)	 TVB江郎才尽了            
(3星)	 啊啊啊，圣母情节永无止境~~~~            
(3星)	 佘大姐，您是不是也太那什么了点。杨怡真棒。            
(3星)	 越看 越没意思............            
(3星)	 只有第一集和最后一集好看。。。。。。。。= = /_\ 中间那是一堆什么乱七八糟的 靠。            
(3星)	 剧情不咋的            
(3星)	 看看陈豪的大嘴 一大把岁数 还扭着叫娘 不知道 miss安看见后 还说不说陈豪最帅啊            
(4星)	 衣服头饰华丽丽呀，花旦大集合小诗好可怜，yy越来越没气质了。KC打了30集的酱油啊，可怜的孩子还是去看金枝欲孽好了            
(3星)	 喜欢郑嘉颖            
(3星)	 我看了1 3 5 10 20 和最后两集~~惊人的是~我还能连得上！！            
(NA)	 好怀念金枝欲孽~~~小朋友玩游戏就是一部大戏了么？            
(3星)	 比起金枝欲孽差很多!!            
(NA)	 很喜欢结局的那段话。            
(3星)	 有陈豪杨怡在，能不看么，当然还有米雪跟关菊英的斗戏，超赞            
(4星)	 原本三星，那个一星是给米雪、关菊英和陈豪的。佘诗曼也很漂亮！杨怡倒是有点小失望            
(4星)	 为什么跟预告片播的不一样啊？感觉预告片要精彩的多。。            
(1星)	 看到三好装圣母就觉得浑身不舒服。还是金玲来得自然，人物形象也更为丰满。说看过了是因为我的确看过了，而且不准备继续看下去了- -            
(3星)	 感觉是一部做作出来的电视剧！没有不为人知的阴谋，谁好谁坏表现的太明显了！            
(NA)	 咱图的就是一个人多，热闹            
(3星)	 盛世百合！            
(3星)	 开头结尾还行 中段比较抽风            
(4星)	 我的郑嘉颖成了配角，没什么意思；杨怡的反面角色很棒，可那奸妃妆我不是很喜欢。            
(3星)	 落寞的TVB...            
(3星)	 看宫心计的时候,让我突然想看金枝欲孽的冲动            
(2星)	 老公，以后咱不看烂片了好吗……            
(2星)	 看完有种上当受骗，自觉自愿的感觉~很开心看到评分越来越低~越来越反映真实~            
(4星)	 没有巡礼剧中的吸引人~            
(3星)	 九个女人一台戏，一堆男女耍心计。            
(4星)	 杨怡的尖角演得不错，喜欢，可惜国语配音不是原来那个，听起来有点别扭。不喜欢佘诗曼那角色，好得太过了。陈豪依然很丑，真受不了！            
(5星)	 佘诗曼总扮老好姑娘，鄙视之。杨怡真心不算美，淡漠之。            
(2星)	 傻，土，难看            
(3星)	 唉，三星很勉强。            
(2星)	 只能说，女人，要不是你我不会看            
(NA)	 糟蹋了宫心计这个名字，就就该叫原来的名字《刘三好》            
(4星)	 我咋觉得更喜欢看剧中关菊英和米雪的戏份捏？            
(3星)	 挺失望的~~~后面看的我直想瞌睡 也就前面10集比较好看吧 SS不应该演这种角色的 话说最后几集我怎么看到了武则天的影子？？？皇上真的很可怜啊            
(3星)	 最厌烦的就是每次听到类似“后宫尔虞我诈，波谲云诡。。。”《金枝》呀《金枝》（不讨厌杨怡演的姚金铃）就噶            
(2星)	 宣传说是金枝欲孽和大长今的综合，大长今我是没看过，不过跟金枝欲孽相比，简直是一个天上一个地下啊。整个后宫只有2个妃子？4，5个太监？室内陈设太虚假，台词也很搞笑，剧情实在是牵强。不过我还是坚持看完了，其实就是看看演员。。。            
(4星)	 点解佘斯曼你次次都要邪住郑嘉颖，每次都生死未卜！            
(3星)	 完事儿了 比金枝欲孽差远了去了            
(5星)	 下次来咱扬州弄棵真的琼花去拍撒 那琼花 忒假了            
(NA)	 看了开头，就不想看结局            
(3星)	 终于拖完了..            
(2星)	 我记得最初还没开播的时候已经有很多人评分了，而且还到了9+的地步。可是随着剧情一集集的播出，分数一天不如一天，现在已经跌到了7.8分了。我大胆预言，将来势必低于7分。哇咔咔~            
(2星)	 看到28没看了……想了又想。。。真的觉得很烂            
(4星)	 还好吧。想超出金枝玉孽是不可能了。            
(2星)	 也就是看开了，非追下去~~今儿追完结局整个脑残剧！！            
(4星)	 没有《金枝欲孽》那般让人一开始就欲罢不能，前面很温吞，后面还算有点精彩。郑嘉颖这次发挥的不行，佘诗曼未免演的太滥好人，杨怡的突然转性又显得太唐突。还是谢雪心表现最好，比《巾帼枭雄》还好，可惜只有一半戏份，陈豪也挺好的，但更喜欢《洛神》里的曹丕。            
(3星)	 说得过去吧。            
(3星)	 佘诗曼古装真好看            
(4星)	 弃剧。。            
(4星)	 争斗的还不够精彩            
(NA)	 追完了。            
(3星)	 明明是大唐，为何台词中总有“京城”？八阿哥还是有头发好看点。。。。            
(3星)	 世上要是真有刘三好，估计没人受得了╮(╯▽╰)╭            
(3星)	 感觉编剧有好多个，每一集的IQ都不一样。。。            
(4星)	None
(4星)	 刘三好。            
(2星)	 我竟然陪我妈看完了！吐槽吐得我妈以后肯定再也不要跟我看电视了！陈豪的眼影眼线啊坑死爹啦！！            
(3星)	 连续看完无疑惑也无感            
(3星)	 红风车转一转吧,福来我家.            
(3星)	 集TVB狗血之大成            
(NA)	 宫斗的胜利者居然是一只圣母，情何以堪。            
(4星)	 史诗级别了都            
(3星)	 剧情有些老套了 演技还是不错的 不过妆太浓！            
(5星)	 挺不错的宫斗剧，特别一些实力派老演员之间的对手戏，很精彩。            
(3星)	 [补]。佘诗曼这个角色真是滥好人啊，逼得我喜欢反派的杨怡么            
(4星)	 中国版大长今，结局很狗血。里面的人都好蠢，但是演员演技还算过得去。            
(NA)	 之前看过的，这两天看芒果台的深宫剧才想起来这部电视剧，话说TVB的宫斗剧就是好看些~            
(5星)	 爾虞我詐 深宮太恐怖. 以前冇睇唔知道. 而家翻睇. 先知道原來咁好睇.             
(3星)	 后宫斗争的无奈~            
(3星)	 TVB后花园剧            
(4星)	 已经很厉害了            
(3星)	 我似乎也看过..奇怪的是为虾米木有印象啊            
(3星)	 这三星给杨怡好吗！！！            
(2星)	 一直在说三号是哪三号，真是吵死了！            
(3星)	 姚金铃曾对三好一个人好。可是三好却对所有人好。这样好只是友善，而不是情义。我们是有血肉的普通人，所以我们只能和少数成为知己，因为人都有占有的私欲。            
(4星)	 过年每天靠3pm粤语版宫心计打发时间，剧情还算看的下去。今天扫个结尾，众角色在最后三集中直转之下纷纷挂了。陈豪的眼线真的是抢戏，杨怡心狠手辣，但真的是个美人儿，佘诗曼呃呃呃怎么看都不喜欢            
(3星)	 “刘三好”这个名字真心囧，服饰化妆是准备要亮瞎我们的眼的眼么？            
(NA)	 其实不怎么喜欢刘三好来着，可能我这个人是非观不对，只要是我爱着得人无论他做了什么错事都是会偏袒的。当然不包括对我做错~            
(4星)	 和麻麻一起看的哟            
(3星)	 世界的圣母万丈光芒= =            
(3星)	 故事情节不够丰富~比金枝欲孽差远啦~            
(4星)	 还行吧，我不习惯杨怡的造型            
(3星)	 太虐了，尺度没有金枝欲孽控制得好            
(5星)	 很喜欢里面的造型 很华丽 喜欢！！！！            
(4星)	 好坏都演得很彻底~剧情也不错~            
(3星)	 做好事、說好話、存好心-咳咳，因果报应之类的思想。            
(NA)	 新标签:那些年，我们一起追的TVB 无意之中 伴随着成长 就看了那么多TVB的电视剧 宫心计是最后一出我睇TVB嘅连续剧 估计以后都唔会睇TVB 因为当你发现TVB的戏在豆瓣大都是五六分 甚至这样的台庆剧也只有6.5分 而美剧英剧随便一出也有七分以上 你就会明白在成长过程中会不断认识而改变自己的世界观            
(3星)	 tvb经典宫廷剧啊各个都是实力派            
(5星)	 没有《金枝欲孽》好看。虽然里面的明星都是大腕级的。不过都太老了。            
(3星)	 20120127，TVB剧虽然很样板，但总是引人向善的，冲着点就很喜欢~            
(4星)	 还行吧 那首儿歌挺好听的            
(5星)	 基本没有不满意的地方..剧情跌宕，很好看            
(3星)	 我怎么总是喜欢电视剧里的奸角呢。不过结局的显扬说…显扬说…显扬说…还是把我看哭了。            
(3星)	 不喜欢杨怡 话说还以为女主会和皇上在一起            
(3星)	 琳琅满目的假珠宝看着就闹心，太过华丽的服饰反而就不好看了            
(3星)	None
(3星)	 明显没有金枝欲孽好。            
(2星)	 全世界只有劉三好是好妹子，其他都是傻逼。主題曲好聽            
(4星)	 看完只记住了四个字：蠢钝如猪            
(4星)	 其实很挺喜欢刘三好的~~            
(3星)	 一直没敢大声说，尤其没敢当着SY的面说，第一次看时总是盼着陈豪快出场~            
(1星)	 无力吐槽            
(3星)	 宫斗戏真的不是我的style啊            
(2星)	 没一个讨喜的。。。。公公最讨喜？            
(3星)	 这个…这个…呃(⊙o⊙)…            
(4星)	 额滴个神呐！看看什么叫虐，什么叫城府，什么叫勾心斗角，什么叫挣扎。不过我对结局不怎么满意，天网恢恢疏而不漏，太扯了吧。            
(3星)	 和亮仔一起看完的。还不错。            
(3星)	 前年看时真心喜欢刘三好来着            
(3星)	 又是勾心斗角，不过没有金枝欲孽好看~~            
(NA)	 看电视陆续瞄完的            
(4星)	 不怎么喜欢刘三好这个人            
(2星)	 无聊的后宫戏。            
(3星)	 就是这种圣母剧情陪我2天让我吃掉所有库存的巧克力生不如死！！！            
(3星)	 陈豪的眼线。。。无语ing……佘诗曼由于是圣母角色，所以到后期，服装很给力啊，很好看。郑嘉颖往那一站，陈豪就看不得了……            
(NA)	 这个 我用听的 听完的 算不算。。。。会再去温习一遍的。            
(3星)	 后宫剧看到麻木            
(3星)	 三好都是骗人的！而且那个时候多想佘和陈豪在一起啊！            
(3星)	 TVB一贯风格啦……虽然是阿佘主演可是我也不喜欢太完美的刘三好。            
(2星)	 杨怡，oh,NO……            
(4星)	 好看！啧啧！            
(3星)	 陈豪的眼妆到底是肿么回事 =&#34;=            
(3星)	 金铃结局太假了            
(4星)	 狗血啊=.,=接下来看金枝欲孽好了            
(NA)	 在灰机上看完滴。除了衣服头花儿多没觉得有神马出彩儿的挖。郑嘉颖+佘诗曼的组合总是以 郑嘉颖半死不活+佘诗曼带着腹中孩纸苦盼重逢 为结局么～            
(4星)	 口碑最好的一部，但终觉略逊一筹，火候不够。            
(2星)	 TVB预告片史上最坑爹，没有之一。。该片之后出了YY云霞，我不知道还有什么好推荐的了。。            
(4星)	None
(4星)	 kc            
(3星)	 最后几集不错            
(5星)	 刘三好~            
(5星)	 当年追的那个累            
(4星)	 那个三好一直被人捧在手心里 大家那么疼她 ，我就不明白金玲哪里不好了。一直被人欺负，这部戏太假了 .            
(1星)	 每集都有人要死/一星给雪心姐，很有架势的太皇太后            
(5星)	 经典！            
(3星)	 跟金枝没法儿比，但是为了KC..就给三星吧。            
(4星)	 剧情挺充实的，还不错～            
(4星)	 杨怡很赞            
(NA)	 刘三好的角色不讨好            
(2星)	 主题曲好听，其他都是垃圾。            
(3星)	 哎呀，我们都要向刘三好学习吗，人好心好还有啥好好来着？            
(3星)	 闲来打发时间陪老妈看的……            
(5星)	 三好和显扬是最有感觉的小情侣。            
(2星)	 浮夸            
(3星)	 开始觉得挺好看的，现在终于看不下去。刘三好太完美了，完美就意味着一个字：假。我很讨厌看到这种貌似菩萨的样子。另外，我挺喜欢陈豪的，但真是受不了这里面的烟熏啊……            
(3星)	 哦买糕刘三好这个圣母真是无闲事她不管，无好事没她份。这种人是怎么在后宫立足的？            
(4星)	 玛丽苏            
(3星)	None
(3星)	 心计太简单了            
(4星)	 我能说歌还可以么？剧里面一对圣父圣母            
(3星)	 为杨怡看得....三好大神你好飘渺..            
(3星)	 看tvb一群女人在斗智斗勇，男演员永远堪当是绿叶的角色            
(3星)	 对港剧一直不怎么有爱。。            
(2星)	 唔知点讲喔，唔中意呢的桥...   把女人斗搞成宫廷政治的全部，过了            
(3星)	 喜欢里面KC            
(NA)	 这部戏的成功之处就是后来被荃家福禄寿反复用来恶搞娱乐大众~            
(NA)	 哈哈，三好，寝室一起看的宫廷剧，怀念            
(3星)	 这个绝对是个励志片！            
(5星)	 喜欢            
(4星)	None
(4星)	 必看的女人宫斗大戏~            
(4星)	None
(4星)	 为了我的耐心给4星吧。佘诗曼到了30反而觉得气场不足了。温吞吞的，没有爆发力。等待她沉淀，是不是再老点会爆发？杨怡脸太长，影响了狠。要是黎姿来演。。。。            
(4星)	 杨怡的表情真的挺吓人的。            
(NA)	 马元挚!你个阉人!!!就记得这句..            
(3星)	 电驴佘- -。            
(3星)	 从此剧开始讨厌杨怡            
(4星)	 香港的斗争片真是经典啊            
(4星)	 - - 对圣母剧的好感，从来都不高。。。(世界上哪有那么完美的人 = = )            
(4星)	 我觉得还挺好看的啊。。怎么评分这么低。。            
(2星)	 降颗星，是因为人不够漂亮。尤其是米雪，简直吓一跳            
(3星)	 我总觉得有了金枝欲孽后面的一切宫斗都是浮云            
(3星)	 又把这部剧翻出来看了==为什么我就是不觉得郑嘉颖帅呢。可能早年的劳改犯形象毁了他。这部剧佘诗曼又是大好人。三好啊！！==介个女演员是自己从喜欢到不喜欢到错七的转变。奇葩一枚。杨怡还是很喜欢的！！！            
(3星)	 TVB一班人马演技还是不错的。            
(4星)	 圣母刘三好            
(NA)	 的确高潮迭起，不过结尾一下子就完了啊。            
(3星)	 三圣母的光辉照万代~            
(4星)	 TVB向来中意大团圆结局的            
(3星)	 一般，有圣母有忠犬╮(╯▽╰)╭            
(4星)	 最狠还是《至尊红颜》            
(5星)	 好看            
(3星)	 因为金枝欲孽太深入我心,所以这部始终感觉有点差强人意.看的时候也挺追剧,但看完知道我以后不会再去看第二遍了            
(3星)	 只能说，好假。            
(NA)	 - -            
(2星)	 你妹啊 看之前怎么没先来看看点评啊            
(3星)	 活脱脱港版大长今吖！！梅阿姨，您《法证II》没整够这次又来……上回Bell姐姐还怀着娃儿等Ivan苏醒，这回索性三好带着娃千万里寻高美人，您就不能发发慈悲让这两娃坐在琼花树下就着咸蛋黄，过过太平日子？？            
(2星)	 梅小青监制的片子真心是金玉其外。            
(3星)	 哈哈哈哈哈哈哈哈哈哈哈三好的美貌!!!!!!            
(1星)	 凭什么拿来跟金枝玉孽比！！！！！！            
(4星)	 一直觉得名为&#34;宫心计&#34;这样的剧里有刘三好这样一个角色真是无语到极点了,跟童话混搭也不能是这样的吧!真正喜欢还是米雪和关菊英的感觉,岁月积淀的美.不得不说取景地和戏装都做得很好,TVB现在不怎么舍得这么出钱了,总是遗憾金枝欲孽的视觉效果没有这么好,但好吧这两部并不是一个等级的            
(4星)	 也算是有收获啦~~~善有善报，恶有恶报。保持一颗善良的心……(*^__^*) 古老而深度的话题。            
(4星)	 做人要心好~            
(3星)	 掐头去尾留中间。。。TVB史上最无语的好人啊。。。            
(3星)	 刘三好人物塑造太假            
(4星)	 还不错~            
(3星)	 就应该叫刘三好 刘三姐前传            
(3星)	 一群女的罗尼啰唆吵个不停，看不下去了就不看了            
(4星)	 还行            
(5星)	 为了主角            
(3星)	 我只想知道为什么大家都喜欢三圣母，并且每次她都能化险为夷（摊手）拿着玉玺以后好有武娘娘的范儿，完全是隐藏腹黑boss啊            
(3星)	 当初期待太高，整个气场完全无法和金枝比- - 三好太特码的非主流了            
(3星)	 结尾那就是赤果果的百合=2010=            
(4星)	 留一星给金枝欲孽。衣服美妆容我喜欢，故事实在有点老套不过还是坚持看了一段时间，至少衣服和小心机小争吵还是有趣的，虽然计谋并不厉害…我更期待金枝欲孽。            
(4星)	 对这种类型不是特别偏好 剧本身不错            
(2星)	 雷死人不偿命            
(3星)	 真是觉得刘三好和皇帝才是绝配。            
(5星)	 经典 和金枝欲孽有得拼            
(3星)	 假了点            
(4星)	 为了阿佘，忍了玛丽苏！！！！！Q皿Q！！！！            
(4星)	 当年这个怎么能没看过呢，不过还是里面的造型和衣服比较吸引我，清宫戏，还是那类真实点的比较喜欢            
(3星)	 原来他们一下课就去看，不知道看什么            
(3星)	 我不喜欢这个剧本。            
(NA)	 TVB其二            
(NA)	  三好真是好得过了点，怎么看怎么觉得是香港版的《大长今》呢？TVB为什么中意捧的男星这么少帅哥啊，陈豪真不能算好看啦；郑嘉颖算是有人捧长得又对得起观众的，就是一点点的娘。历史背景好复杂，因为皇帝换来换去搞得我头都晕了，这个宗那个宗的，不过看来唐宣宗还算是个不错的皇帝呢。            
(2星)	 尼玛当年抱着看金枝的新去看！！！尼玛！！囧到了！好么！            
(3星)	 不太喜欢佘十曼            
(3星)	 鬧。三好性格太好人。            
(4星)	 三好  你能不能不这么好！！            
(3星)	 这回忆真是尼玛的长啊，一直到最后2集才切入主题，虽然是一直不喜欢恶人的角色的，不过杨怡真的是很漂亮的呢...蛇蝎美人就要是这个样子的啦，让人又怜又恨的说。最后2集是本剧的精华！刘三好的运气也真的是太好了，换了谁都是要小小嫉妒下的啦.....不管怎样，TVB的编剧还是要比什么《宫》、《步步惊心            
(3星)	 三好的好也太假了！            
(3星)	 楊怡倒算有突破             
(2星)	 唯一出彩的就是杨怡的演技，其他真是烂透了，TVB真是快倒了            
(3星)	 各种圣母，趟不牢            
(4星)	 好看！TVB摆在那里，剧本就有了最基本的保障。无视那些不合理吧，哈哈，！结局还算感人！包括姚金岭。喜欢阮司设，布公公、小顺，雪霞。。对三好无感。。。            
(5星)	 YY无敌            
(3星)	 三好，好过头了，有点假            
(4星)	 杨怡演的可好了 演的可坏了            
(NA)	 跟巡礼彻彻底底是两回事            
(2星)	 宫斗得太假，人物形象太假，要不太好，要不太坏            
(2星)	None
(NA)	 看了7集弃，我是有多缺剧才看这个。            
(4星)	 三好给5星 剧情靠谱性给0蛋... 服装给5星！布景5星！            
(3星)	 Madam Ma和Ivan的前世今生            
(3星)	 实在鸡肋            
(3星)	 据说是边播边剪，所以看到最后感觉此剧很仓促的感觉。剧情不是上乘，尤其刘三好实在让人假的吃不消。太过理想化，这好歹扯上历史，不是想当然读童话。            
(2星)	 TVB拍的古装片是不能看的。除了金枝欲孽。            
(3星)	 陈豪的眼线真特么雷人            
(4星)	 里面三好太完美了点。有点不现实·            
(4星)	 其实也挺好看。。            
(NA)	 好看好看。            
(4星)	 三好学生+国家栋梁+千古一帝，你们三个不在一起过真是可惜了            
(3星)	 你妹的刘三好            
(3星)	 就那样吧 宫斗啊            
(4星)	 一分给服饰            
(3星)	 它的服装很华美            
(3星)	 就...还好...没有很认真的看            
(4星)	 三好这样的设定，我完全败了好么。。。            
(1星)	 完整看完的第一部港剧，简直是艹泥马的难看啊，斗你妹斗斗斗，一群恶人看得劳资凭空生出两个蛋来疼。想我阅烂片无数也没阅过这么烂的啊，我再看这种烂得波谲云诡的剧我就是蠢钝如猪啊！！！            
(3星)	 幼稚的不行，请不要跟金枝比            
(NA)	 应该是励志片~~            
(4星)	 除了剧情，什么都好。。            
(4星)	 用来学粤语的，嘻嘻~~            
(3星)	 恩恩            
(2星)	 除了有许多一线演员以外，实在看不出为什么是台庆剧。            
(4星)	 有追            
(3星)	 紅風車，轉一轉吧，福來我家~催淚ing            
(2星)	 这么小儿科也能叫宫心计？            
(4星)	 能看完，能接受无事做时的电视台重播，但是对于三好的狗屎运，不喜欢，真狗血。            
(3星)	 勾心斗角            
(3星)	 刘三好不要太圣母了…… - -虽然我就是为了佘诗曼来看的……            
(2星)	 两颗心 一颗给气场强大的郭太后 一颗给米雪            
(3星)	 这部剧除了起了个好名字以外，从第八九集开始越来越让人不能够集中精神了。            
(3星)	 此剧让我成功的开始讨厌Y1。。。            
(1星)	 一群幼稚园小孩儿的家家酒游戏，给《金枝欲孽》提鞋都不配            
(3星)	 讨厌圣母            
(3星)	 剧情一般，造型不错，场景就几个            
(3星)	 电视上看过点，不太喜欢看，有点腻味这类港剧了。            
(3星)	 毕竟有金枝欲孽作为经典对照，这个就惨淡多了            
(4星)	 剧情非常TVB，看开头猜结尾。            
(4星)	 服装很华丽，剧情架构在真实的历史背景之中，可以作为学习之用。            
(2星)	 冲着金枝欲孽去看的……囧囧囧            
(4星)	 这个电视剧应该投入资本很庞大吧 妆容和服装 乃至布景都相当华丽，剧情还算紧凑 一直斗来斗去 到最后我只看到深宫的寂寞。结局有点天方夜谭的意思 这刘三好运气也太好了- - 这电视剧永远比不过《金枝欲孽》            
(4星)	 有刘三好这种人吗？太美化了            
(4星)	 给四星主要是喜欢阿佘和郑嘉颖            
(3星)	 我看来1 2 3 15 跟大结局算不算我看过这部剧捏~            
(5星)	 里面杨怡演得太好了，很喜欢剧情和里面的人物!            
(3星)	 不知道为什么这部戏怎么和金枝欲孽比。            
(3星)	 还可以吧，佘诗曼的演技成熟了开始            
(3星)	 好像另一個版本的金枝欲孽。不過演員陣容好像不大撑得起似的。反正覺得女人是很神奇的，狠起來遠勝過男人。當演員真不容易，演好人像好人演壞人像壞人。TVB每年這麼多劇換來換去就這幾張面孔，連着看了好幾部視覺疲勞了都。            
(4星)	 刘三好人好好 话说陈豪那妆化得真是。。。            
(1星)	 模仿大长今痕迹太重，一切东西都是刻意的模仿，三个字：自己演戏，不知丑啊            
(3星)	 红风车转啊转            
(5星)	 還不錯呐~             
(1星)	None
(4星)	 现在想想 和金枝欲孽相比还是小儿科了太多            
(3星)	 受不了刘三好这样的大好人，毫不利己专门利人，这是什么精神，这是白求恩精神。。。喜欢郑嘉颖温润儒雅的感觉，大爱！！            
(3星)	 冲着这个名字看的，心想能跟《金枝欲孽》有得一拼啊，失望，感觉刚刚才看是斗，就完了，无尽的郁闷……            
(3星)	 编剧不给力啊这个            
(3星)	 呐 其实就是港剧嘛 演员阵容都查不嘛~都是TVB呐~            
(3星)	 KC的角色不好而已            
(4星)	 還是米雪最漂亮            
(3星)	 勉强跳着看完了~            
(3星)	None
(4星)	 哎~~            
(3星)	 不得不说，陈豪画眼线涂眼影的造型，还真是雷屎个人啊。。            
(3星)	 尼玛，当初一个星期等一集。结局真他妈不爽。            
(3星)	 衣服佩饰什么还行。。。。            
(4星)	 杨怡突破了自己，是这部剧的亮点。            
(3星)	 八阿哥爱的不是什么若曦啊晴川！！！爱的是刘三好！！！            
