http://movie.douban.com/subject/4067152/	行尸走肉 第一季 The Walking Dead
(3星)	 我猜：瑞克被感染后体内有了抗体，然后存活下来了            
(5星)	 好正！！！            
(NA)	 祈禱後面不要太狗血            
(4星)	 剧情编排得不错.稍微拖沓了点            
(4星)	 比起漫画原著还是差多了            
(5星)	 哇！这个肯定要推荐啦~过瘾啊~            
(NA)	 忍不住一次性看完            
(3星)	 《28天后》的电视版本，摆脱不了电视剧的冗长和乏味。            
(3星)	 只有第二集让我看得热血沸腾，很有生存恐怖的味道。其他的就。。。。            
(5星)	 5星给编剧。            
(4星)	 不错 看得我心惊胆颤 = =             
(4星)	 感觉挺好，期待新一季            
(4星)	 作为史上第一部丧尸题材连续剧还是蛮不错的，在塑造人物上还是蛮用心，事件冲突设置的也巧妙，虽说新奇性没有怎么突出的，但还是一部同类题材的精品剧了。一直都认为像丧尸片或者相似的灾难片，表达极端环境下冲突中人性的刻画了，这些都是一部部优秀的社会学教学片了~            
(3星)	 现在玩僵尸了啊            
(5星)	 加长版丧尸片。            
(5星)	 灰常给力！！灰常好看！！原来姐的口味如此之重。。~            
(4星)	 精彩，但是感情戏过多            
(5星)	 老好了！！这个剧告诉我们，会撬锁、会打人、会开车是多么的重要！！等第二季、            
(1星)	 主角无敌什么的，还是给小盆友看吧~            
(NA)	 丧尸片我最爱            
(5星)	 实在给力            
(4星)	 啧~怎么说呢，还不错。            
(NA)	 开头两集还很吸引我，后来就放弃了……            
(4星)	 6集一季你是BBC啊？！。。。但是，真是越往后越好看，不停的给人希望再扼杀希望。看完第六集脑子里一直盘旋着何勇的垃圾场：有没有希望！！！蹬！蹬！蹬！            
(4星)	 还可以            
(3星)	 有点LOST的走向            
(4星)	 期待第二季            
(3星)	 比较无聊。            
(5星)	 第一季完结得太快太突然。            
(5星)	 真刺激，尤其是几位主角往身上抹丧尸血以及肠子内脏等的血腥场面。            
(5星)	 氛围不错            
(5星)	 难得有部老妈会凑热闹一起看的片子。期待第二季。            
(4星)	 一直想找一个丧尸的电视剧..正点            
(5星)	 惊变28天+珍珠港+僵尸肖恩+我是传奇......好多影子啊，不过第六集开始给力了，期待下一季，希望有创新点出现            
(3星)	 嗷嗷嗷~~我最爱的丧失片啊，但是看评价好像不是很给力，待我看看去~            
(3星)	 似曾相识的剧情....敬老院那段还不错！            
(3星)	 然后呢            
(4星)	 第一季结局无亮点，第四集最好看            
(5星)	 就单纯当成一个电视剧版的僵尸片看也好看啊            
(4星)	 意料之外的人文关怀````            
(4星)	 慢热，不过越看越喜欢。期待s2            
(3星)	 = =情节大概都知道了 就是血腥的僵尸没敢看            
(5星)	 太多人说它毫无新意。但是行尸变成电视剧。虽然S1只有6集。还是很给力啊！！！！！！！            
(4星)	 结构类似于Lost，不得不佩服老美竟能把僵尸片拍得如此有人情味。            
(NA)	 啊 没有啦 什么结局            
(4星)	 太糟糕了，你不能这样，走进某人的生活，让他在乎你后一走了之。僵尸神马的都是浮云，人性，感情才是要被表现的主题。期待第二季迪克逊归来。            
(NA)	 不错看。。华裔弟弟很荫            
(4星)	 期待第二季哈～            
(4星)	 原来已经获得了S2的全季预订了 我说怎么E6的铺垫这么明这么水呢。。难办看这种重口味的还蛮眼前一亮的 新颖过后 估计S2会在逃亡 拯救和人性上做文章吧 只是希望编剧们把慌撒得圆一点 别到了扯不下去的时候就搬出谁妈妈是幕后黑手 谁爷爷是隐藏Boss这种硬凑模式 那也就离被弃不远了            
(NA)	 Zombie 来了~            
(4星)	 追的心累，赞个            
(NA)	 生化版迷失吗，关键时刻适当的人都能聚集一起呢。造型看来是大手笔哦。（格伦，千万不要死啊。）明年 万圣节...            
(4星)	 意料之外的被惊艳到了            
(5星)	 卧槽。。。多牛逼一片6季就没了。。下季要到明年万圣节！！！坑爹呢这是！！！明年万圣节！！！你大爷            
(3星)	 恐怖片是短时间强刺激，弄成剧集就变得婆婆妈妈。            
(5星)	 这个化妆·这个制作            
(4星)	 想不到还算挺好看的.意外的是我居然看出了腐味=.=            
(3星)	 确实太话痨了…            
(3星)	 不知道第二季会怎么编。            
(3星)	 一般丧尸片而已 不知道在美国为什么那么火            
(4星)	 等待下一季            
(NA)	 进展太缓慢了！            
(5星)	 非常精彩!            
(NA)	 没有期待得那么好            
(4星)	 期待第2季！！            
(5星)	 电视剧能拍得比电影精彩。            
(5星)	 值班的时候看了两集。卧槽，对味！            
(5星)	 人性被挖呀挖的            
(NA)	 看了几集 主角丑 剧情旧 没美感 不打算追            
(3星)	 这都是在说什么啊！！！吓得我半死，结果就这么第一季完了...你倒是讲个故事也得有头有尾啊T口T只能期待收视率了？            
(3星)	 这是一个勾引二嫂的故事。。。            
(4星)	 情节很紧凑，感情很动人            
(4星)	 人性和兽性只是一线之隔，当灾难来临，我们又会怎样？如此不厌其烦的看所有能找到的僵尸片，却不敢假设，如果现实中真的存在，自己会勇敢活下去，还是宁愿在爆炸中逃离？            
(3星)	 这些顽强活着的比那些消极死了的好            
(4星)	 等吧……            
(5星)	 电视剧至今是令人满意的，但是看了一部分漫画让我精神崩溃……            
(NA)	 = =            
(3星)	 第一季明显没说完事儿啊。            
(5星)	 最爱这句台词：你不能这样，走进某人的生活让他在乎你后一走了之。            
(4星)	 僵尸片什么的最喜欢了            
(4星)	 第二季僵尸镜头再多点吧……            
(3星)	 有点拖沓            
(5星)	 SS吃人 人吃光了 吃动物或是被动物吃 不出十年 连SS都灭绝了 百万年后火星人来到地球考察~~~            
(2星)	 第一季一口气看完，一言以概之：没特色！            
(4星)	 还可以 没有漫画好 （连戏剧真是糟糕的可以）            
(NA)	 半夜看完去睡觉            
(4星)	 再暴力点            
(5星)	 额滴神啊，吓死人了啦！            
(3星)	 只是喜欢丧尸题材 至于剧情衔接 怎么都觉着别扭            
(NA)	 说的是僵尸，讲的是人性            
(4星)	 这类题材无非打的就是视觉牌或是人性牌，作为剧集的本片自然是要着重后者，也有足够的时间来打出一副好牌，首集最为出彩，只是依旧能感到类似惊变28天等先例的经典桥段，故事秉承了AMC一贯的慢热风格，相比众多粗制滥造的同类型影片，这部剧的制作还是较为精致和具有诚意的，期待下一季的表现            
(NA)	 弃            
(NA)	 期待第二季            
(4星)	 刺激+重口味。            
(4星)	 真人版left 4 dead啊！丧尸做得很逼真，重口味刺激死了。可是为什么第二季居然要等到明年万圣节。。。。。！！！！！            
(3星)	 漫画还行 但是整个剧节奏缓慢 剧情老套 编剧无疑想要在人性方面下手 想要把主角从《生化危机》的僵尸转移到主人公 温情的剧情是持久不了的 何况观众都是嗜僵尸的 请继续找突破口吧            
(4星)	 第二季还要到明年啊，坑爹嘛！            
(NA)	 美国人老拍灾难片，终于不满足电影那两个小时了            
(NA)	 最后一集扣1星            
(4星)	 一季怎么能只出6集~~~~            
(5星)	 what a funny horse            
(5星)	 可惜小美女死了            
(4星)	 除了最后一集前面都ok            
(5星)	 特写相当的重口味，结尾非常的好莱坞，与大片比拟的质量，期待第二季            
(4星)	 情绪铺垫啊 人物性格啊神马的 都很细致 对 很细致            
(4星)	 第一季就这么完了。            
(3星)	 剧情拖沓，不喜欢的sarah又出现了。看来好的女主很重要啊。。。            
(5星)	 喜欢血腥暴力恐怖            
(4星)	 感觉还是很像迷失啊。            
(3星)	 没多大意思，Rick或者他老婆应该血液被感染了            
(3星)	 无聊的恐怖剧。。。看在是胶片拍的份儿上，努力看完它。            
(3星)	 听看漫画的同学说后面越来越重口味啊。。。不想看了。。。            
(4星)	 题材不算新鲜，个人英雄主义有点重，不过挺好看            
(4星)	 年度最具挑战性的剧集~挑战观众视觉极限            
(4星)	 某君介绍给我看的。            
(5星)	 期待第二季~            
(4星)	 男主角闪耀着人性的光辉！            
(3星)	 可看，对末世场景下人之间的冲突也描写到位。但够不上神剧的标准。主角们都不够撑得起场面            
(4星)	 把一只僵尸剁剁剁剁剁剁剁成渣，然后把渣渣往自己身上涂。爱死这个桥段了~~~            
(4星)	 赞赞赞！！！！            
(NA)	 Season One is good!            
(4星)	 看样子下一季有虎头蛇尾的危险。。。            
(5星)	 我觉得主题得到了升华 不仅仅是丧尸 给力             
(4星)	 作为电视剧可以接受，虽然过目即忘            
(3星)	 就为了这破剧,AMC居然把Rubicon砍了~~!!!!!!  天理何在啊~!!!!!!            
(3星)	 稍显俗套，看下一季表现            
(5星)	 看来评价不错啊！ 我也觉得不错！            
(3星)	 第一季就这么结束了？！            
(2星)	 美国主流情感特写总是很操蛋.其他都还好,画面不错.            
(3星)	 造型不错，但丧尸片不是我的菜。            
(5星)	 perfect！！！            
(4星)	 第一季完结！            
(5星)	 末日来临，谁能撑到最后            
(5星)	 视效、剧情都不错            
(NA)	 据说很火            
(4星)	 化妆不错~~剧情有待继续考察~砍掉自己手的人的行踪~~个人觉得是一个不能放弃的重要线索~·            
(4星)	 11201207            
(5星)	 也太好看了吧 电锯惊魂+生还危机            
(4星)	 也就头两集好看            
(5星)	 演僵尸的也很需要演技= =BB 中风样的走路、还要被子弹和各种棍类反复爆头~！ andrew lincoln帅啊~！sara还是那么爱瞪眼睛...~！glenn竟然是根棒子~！。。。 欧~已经在期待第二季了！！            
(NA)	 坑爹那这是！            
(5星)	 第一季完结了…等第二季            
(4星)	 僵尸题材永远也看不腻~~            
(4星)	 妆不错。。。。。。            
(3星)	 很多人说好看，我觉得是真的一般额。。。。除了僵尸的化妆技术还不错之外。。。            
(3星)	 难道说我们家都是急性子，每个人对男主一开始的表现都很火大！好吧我比较赞同暴躁小哥，武器也给力。既然世界末日就别在那婆婆妈妈的儿女情长了好不好，姐姐肝肠寸断的时候简直抓狂了            
(5星)	 快来找激情~~            
(5星)	 挑战一下重口            
(5星)	 还没过足瘾就结局了.期待第二季.            
(5星)	 丧尸神马的最给力了 比生化4给力多了  风行上就有            
(3星)	 各种吐槽点 哈哈哈哈哈哈蛮娱乐的            
(5星)	 最后结局UNGELIVABLE....            
(4星)	 第一季就这么结束了，等一年神马痛苦哇            
(4星)	 不喜欢这种结局，第五集死的那个美女真好看。            
(4星)	 囧。。。十月份第二季            
(NA)	 帅气的呀&gt; &lt;            
(4星)	 很不错的末日题材，比以前看过的都要好            
(4星)	 28days/I am Legend。看着这个还能吃得很欢的事实让我很沮丧。第一季别结束啊我还在等啊T——————T            
(2星)	 剧情有些软 。节奏有时有些乱，人物弱智            
(4星)	 我承认我胆子小，音量只敢开到1，看完后心还怦怦跳。。。=.=            
(3星)	 没有节拍啊            
(4星)	 希望本是无所谓有 无所谓无的             
(NA)	 comme si comme ca            
(3星)	 温情路线，            
(3星)	 说实话，是我喜欢的电影类型，但是拖沓的情节，我是真的接受不了！卖力追到第五集，然后夭折！            
(5星)	 第一季只有六集？太不爽了！            
(5星)	 久违的能勾起我想追的赶脚            
(4星)	 为什么下一季要那么那么那么那么久。。            
(4星)	 越往后越不给力了。。。            
(4星)	 头3集十分惊艳，后面显得平铺直叙，而且又扯上什么国家阴谋论啥的，最无趣了······            
(4星)	 不知道电视剧到时怎么处理Shane的死            
(4星)	 美国人拍僵尸片确实没英国人强，可是行尸走肉是一部美剧，连着看下来实在是爽！丧尸迷的大餐！            
(2星)	 故弄玄虛，披著喪屍外衣的lost。            
(5星)	 電視劇版的活死人 值得關注一下 很想知道編劇怎麼編下去            
(2星)	 哇哇～～～            
(3星)	 很慢慢慢，不过食中午饭睇，可以减肥，但其实又不太恐怖，唉，慢啊，拖沓            
(4星)	 丧尸戏份太少，不过看着还算过瘾            
(5星)	 人內心掙扎的的演繹..很贊 在看的時候整個人的心都糾結起來了            
(4星)	 189.            
(4星)	 第二季要等到明年10月            
(3星)	 2010            
(3星)	 最后爆炸都没咱们南京那个爆炸猛，还说仅次于核武器，美国佬也乱来的嘛            
(5星)	 hey you! dumbass!            
(3星)	 老夫也就剩下看丧尸那么点儿爱好了            
(4星)	 只是第二季要不要等一年啊            
(4星)	 很合我口味！但稍显虎头蛇尾！            
(5星)	 期待第二季            
(4星)	 RT @DamonLindelof: My standard for a great TV show is that I am actually personally threatened by its awesomeness.   Damn you, WALKING DEAD.            
(NA)	 這麼就一季完了丫唉            
(4星)	 特效很给力，但和同类电影比，剧情更加给力，高潮迭起，推荐给心灵比较强大的人！            
(4星)	 赶紧回归吧！！！            
(4星)	 刚看的时候觉得好惊艳，因为自己看过的僵尸片太少了。看过一系列其他的以后，还是那个感想，天下文章一大抄。另外，僵尸已经形成一套完整的体系，强！来龙去脉，前因后果，讲得是头头是道，那么让人信服。真的僵尸出现在我面前，我肯定是镇定的。对了，我喜欢送披萨的亚裔小哥。            
(4星)	 口味有点重，少掉一颗星。sara演的还可以。            
(5星)	 嘶～～            
(4星)	 男主怎么那么像Robert De Niro? Sarah同学越来越美了，要不是小孩也这么完美演孩子他妈真没说服力            
(5星)	 够真实。            
(4星)	 很给力的丧尸片~绝望使人疯狂~每个人都有自己的选择~或留下~或离开~不知逃亡路还有多久~坐等第二季~            
(4星)	 还不错看啦，至少开头结尾都还给力。明年继续            
(5星)	 狠人性。AMC电视台预定了第二季的全部13集，但最早要到2011年10月才会播出。OMG~            
(2星)	 米国的僵尸片真是无聊透顶            
(2星)	 二十分钟看了四集，一点不好玩            
(5星)	 哇，用拍电影的质量来拍电视剧，丧尸神马的，都是浮云，末日之下，不过盛产孤寂和人性思索。AMC，MAD MAN已经够让我惊讶，你简直是神奇之王啊。            
(4星)	 电视剧版生化危机吗            
(3星)	 太拖沓了。考虑要不要继续追下去            
(4星)	 僵尸背景虽然老套，但是故事非常有张力很有味道            
(4星)	 拖。。1-2血腥刺激 3-5人性+温情牌 6过渡  orz...            
(5星)	 喜欢的风格            
(4星)	 第一季给力完结，期待下第二季            
(5星)	 第二季要等一年？我的个去            
(5星)	 口味太重了吧！！！确实不错。            
(4星)	 眼泪着实被吓出来了 ~            
(3星)	 to be continued            
(3星)	 so so...            
(3星)	 我怎么就没觉得特好特dei呢。            
(4星)	 对人物刻画得非常深刻，虽然是电视剧却比电影还紧张刺激。期待今年的第二季。            
(3星)	 送披萨的...            
(4星)	 意犹未尽啊            
(4星)	 哇哇哇哇~~~~            
(3星)	 开始追新剧~oye~            
(4星)	 加长版僵尸片。对打僵尸很有爱！前两集比较给力，后面对人物的感情讲述太多，有点絮叨。僵尸的化装挺好，血腥制作都不错！            
(5星)	 比“生化”系列有谱多了            
(1星)	 捞比主演，没事找事            
(3星)	 电视剧版生化危机            
(5星)	 看了一夜            
(5星)	 在丧尸里算还可以            
(5星)	 撒花慶祝第二季續訂～            
(4星)	 不错~！虽然故事情节有点慢。。。            
(4星)	 期待第二季            
(4星)	 默默等明年第二季。            
(3星)	 好冗长的生死抉择阿。看得给累的。考虑看不看第二季。小女孩分别时送洋娃娃我快哭了。处刑人弟弟比男主有爱多了            
(4星)	 后半段没那么有意思了~            
(3星)	 情节不给力            
(3星)	 本以为能有点出息，没想到还是这么狗血....            
(4星)	 又是一年的等待~            
(4星)	 一般般吧 有种看生化危机的赶脚            
(5星)	 原来一共就6集  我还以为被封了            
(NA)	 还是喜欢医务剧 一样血腥的 但是僵尸吃人还是让我心惊 弃之。。            
(NA)	 我擦！！！！！！！我这还傻逼呵呵的等更新呢 这才6集 咋就第一季完结了！！！！！！！话说 为啥又是这种开头！！！！！！编剧们除了会让主角从医院病房里醒来 就想不出别的招了？！！！            
(5星)	 才看到第三集，秒了个爪子的，男主角太帅了。            
(3星)	 加入无聊的伦理桥段了...你就不能单纯简单点只有杀戮血腥复仇残暴吗?!            
(3星)	 比电影爽多了            
(5星)	 最爱的类型~里面有Sarah!期待下一季            
(3星)	 化妆好~            
(NA)	 不给力            
(4星)	 丧尸连续剧，大概是第一部吧。            
(4星)	 good~我就是嗜血型            
(4星)	 2012来了，城里是不能呆了！            
(4星)	 丧尸片作为一个拍到滥，几乎所有能让人新奇的梗都被用过，甚至恶搞过的题材，出新意是一件非常难的事。这首部丧尸剧也没能够。但他把电视载体的时长优势都用在了“人情”这一点上，算是避重就轻，但同样也容易太滥而无聊。头六集掌握得不错，还好不至于无聊。            
(3星)	 到一个地方 打僵尸 再到另一个地方 打僵尸 伙伴各种死 死完了 就结束了            
(4星)	 恶心坏了            
(4星)	 其实。对于看过生化危机，迷离档案等等剧的影迷，该剧温和地无悬念            
(5星)	 迷失+英雄+越狱&amp;sara=the walking dead            
(5星)	 zombie一向是我的favourite。希望2012来的方式是T病毒肆虐。。            
(4星)	 没有兴趣跟第二季了            
(4星)	 节奏...节奏还是欠了点            
(5星)	 我可以再加几颗星么。。。            
(NA)	 绝望的哇            
(4星)	 之前漫画很不错噢            
(4星)	 第一季，完。            
(NA)	 丧尸对于我来说，就是一群行动迟缓智商缺失的肉食性低级生物，所以一直无爱。可是！Walking dead实在太给力了！！            
(5星)	 这个应该是NC17吧，否则吃饭的时候弄出来，小盆友喷饭怎么办            
(5星)	 好看！            
(4星)	 zombie迷不可错过            
(3星)	 一般啦            
(5星)	 好看啊~~~            
(3星)	 剧情有点拖沓...            
(4星)	 so far,so good~            
(3星)	 很无聊…            
(3星)	 开头拖沓到我想死的心都有了...            
(3星)	 没有想象中好看 看了2集弃之。。。            
(4星)	 怎么就6集啊啊啊。。            
(5星)	 S2明年十月播出。快告诉我这不是真的!            
(5星)	 nice            
(4星)	 坑爹啊。。神马破结局第一季就没了=。=            
(5星)	 最近在追这个            
(3星)	 看完了，是我口味太重了吗？什么僵尸咬人，爆头，砍头，血啊肠子啊，看着都没啥感觉了。。。看的我有点饿了。。。            
(4星)	 视觉冲击足够            
(5星)	 生化危机电视剧版 哈哈            
(3星)	 3.5，戏剧冲突太刻意，0.5献给僵尸剧的开创。            
(4星)	 洗好澡，干干净净奋斗第二季。。。            
(5星)	 AMC的力作啊！！            
(4星)	 比想象中好些.....第一集完全黑暗那段最恐怖....Silent Hill后遗症- -|||||||||||||            
(4星)	 开头确实像《惊变28天》..            
(3星)	 里面涉及的社会问题还真多嘞！笑得人。。。。            
(4星)	 好看  末世题材我爱            
(NA)	 华丽 群众演员真多            
(3星)	 我又再度迷上僵尸……女猪越来越不喜欢了，长的越来越怪。            
(5星)	 人家说我重口味。谁知道里面亚洲男孩真实姓名是什么？            
(1星)	 加长版的i&#39;m legend            
(3星)	 第一集就这么温情脉脉，我想猜猜后面会怎么样呢            
(4星)	 我是传奇的美剧版，越来越好看了！！！            
(2星)	 看了3集，无聊，不看了            
(NA)	 我当时为嘛选追这部剧阿！！！            
(4星)	 一开始是恐惧，到最后是无望……            
(5星)	 美漫神作改成电视剧后节奏快了不少 看着很给力 希望不要丧失原作对人性的深入探讨精神  照前两集的趋势看 如果能一直拍下去 必将成为僵尸片的里程碑之作             
(5星)	 感觉不错可惜没看到第2集后边的，希望早点更新！            
(5星)	 太赞了，热烈期待第二季            
(NA)	 僵尸，人性，还有MICHAEL SCOFIELD的SARA； 原来THE WALKING DEAD的男主角是他呀——LOVE ACTUALLY里哥最喜欢的那段故事里的暗恋男！！ 20101218看完            
(3星)	 节奏越来越慢了，僵尸片还是电影比较过瘾吧。最挂三的的第一集结尾传马的内脏，没见一个人往嘴里送的。。。。慢慢等吧。第二季要明年的万圣节呐~            
(5星)	 这个...这个.....比生化危机好看.....丧尸的美剧...看得我心惊肉跳的            
(5星)	 这尼玛太爱了。。班底那么强大怎么可能做不好            
(4星)	 节奏真是太慢了            
(3星)	 我没法吞这部剧            
(4星)	 好看！            
(5星)	 超棒。            
(3星)	 看了前4集,果断弃了            
(4星)	 哦  god······恶心死饿哦了            
(5星)	 第一季终了~？？就这样了？？            
(4星)	 前两集不是挺好的么，后面咋就这样了...尤其是5、6集.....快进着看的，可惜了那只亚裔脸，我还挺喜欢他的......            
(5星)	None
(5星)	 这是我看过口味最重的僵尸片了，差点吐出来。。。            
(4星)	 逼真的血肉。。。            
(4星)	 尽情种花吧，这里僵尸管够。            
(5星)	 哈 很久没看这类型了            
(4星)	 第一季 6 完            
(NA)	 狗血            
(NA)	 片头好            
(5星)	 这个啥计划的到底是有多大的秘密啊~            
(4星)	 周二            
(4星)	 后面几集有点不给力了            
(4星)	 各种想起LOST...最后一集太不给力了            
(4星)	 节奏太慢            
(5星)	 丧尸片百看不厌            
(5星)	 我爱僵尸片~            
(3星)	 第一季最后一集就没看了，没意思了……            
(4星)	 会继续看的            
(5星)	 继Breaking Bad之后AMC推出的又一力作，very gelitive            
(4星)	 Andrew和&#34;SARAH&#34;演夫妻诶!S怎么瘦成这样...看着看着我就是伪素食主义者了- -&#34;            
(5星)	 2010.12.07            
(5星)	 想起了zombieland            
(1星)	 就這爛片還值當的給8分  簡直扯蛋            
(5星)	 最爱这种剧了~~            
(5星)	 就不能躲一地等僵尸们都饿死么             
(5星)	 开头就很靠谱，难得的长篇电视剧。如果能成功的拍下去必须得是僵尸片的里程碑。            
(5星)	 我对于僵尸片没有抵抗力            
(3星)	 加长版惊变28天-V-片头的拍摄跟豪斯的片头风格好像            
(4星)	 重口味的喜欢~            
(NA)	 先看着先。。不做评价。。。赶脚是在看惊变的慢板啊。。。            
(3星)	 2010.11.08 - 12.08 @ Home第一集赞 越看越烂了。。。            
(5星)	 完美！            
(2星)	 抄得好彻底好赤果            
(4星)	 第一季看完了，美剧都一个风格的，慢慢设置悬念到下一集，下一季。。。感觉慢的不行。。。。我都不知道看这个电视剧有什么意思，大概太过于期待世界末日了，所以看看尸体暴走挺轻松的，我想着为什么昆虫不感染病毒，那样世界末日的速度应该更多些才对。            
(3星)	 不像丧尸片 像道德伦理爱情文艺剧            
(5星)	 大爱的美剧丧尸片，最爱这种将人类逼于死地绝处逢生的片，太给力，爱爱爱，等10月的第二季，虽然我已将漫画看完            
(3星)	 旨在突出人性 还不赖            
(4星)	 感情戏好多啊  = =            
(4星)	 开篇就爆了一只小loli的头            
(3星)	 当这剧的群众演员一定巨开心~ 上装、走街、领盒饭~            
(4星)	 打发时间的~~            
(5星)	 you don&#39;t get to do that,to come into somebudy&#39;s life ,make them care and then just check out.         最后一集看得我内流满面丧尸电影怎么能拍成那样。            
(5星)	 第二季啊第二季。            
(5星)	 很爱。            
(2星)	 好拖沓的第一集，除了结尾三分钟还不错有点小惊喜之外，一直在看中年大叔感伤，没意思透了，再看一集如果还不行的话，弃之……人性的外衣包装了一个极差的故事，好像小学思想品德课一般无聊且没有一点惊喜。            
(5星)	 我就爱丧尸！            
(4星)	 我一定疯了。。。。每次看大家拍僵尸脑袋我都觉得好好笑，让我想起了小时候玩打鳄鱼的游戏。。。僵尸真的被敲的好可怜的啊      后面还真的很有LOST的感觉呀...比较疑惑            
(4星)	 我怕··            
(4星)	 第二季不能再来一遍这种模式啦，要烂掉的。            
(4星)	 真的要等到明年十月吗？？？！！！坑爹呢！！！难道要去看漫画吗 ～(　TロT)σ。。。又见Sara。。。人家明明更想见Scofield。╮(╯▽╰)╭            
(4星)	 剧情还是离不开个俗字。不过妆化得绝对赞！效果很好！            
(3星)	 for zombie fans。             
(4星)	 还是很不错的            
(5星)	 期待啊~            
(4星)	 耳语什么的 最讨厌了。。            
(5星)	 第一次见僵尸片还打算弄几季的 冲这个我也要支持 太有决心了 我喜欢哈哈            
(4星)	 天天一集Cult丧尸片，晚上睡得香。            
(NA)	 个人觉得其实很一般…你们是在玩求生之路真实版么            
(5星)	 怎么只有六集？！！！！！！！！！！！！！！！！愤怒            
(4星)	 配乐 求配乐。            
(3星)	 有点小想法啊，导演第一部拍到了这个地步，下一步要如何继续！            
(5星)	 太期待第二季了……没见过视觉上和人性描画上都同时达到这么好水准的传统丧尸片啊！            
(5星)	 牛逼的AMC。第一集就让我大爱了。某2B的评论什么抄袭惊变，真是shit 2X，连TWD漫画和AMC都不知道，还有强大的幕后阵容，还有结局强大的收视率。            
(3星)	 比较原著漫画有压力            
(4星)	 让爆头来得更猛烈些吧            
(3星)	 看完第一集，末世啊末世，准备追            
(5星)	 丧尸化妆真不错啊            
(3星)	 真他奶奶的吓人啊！            
(4星)	 AMC一贯的缓慢格调，但没那么闷。            
(4星)	 制作还蛮精良的丧尸剧，节奏够紧凑，人物的关系貌似可以发展好几条线，希望不要到后面太杂乱了。            
(3星)	 不好这口            
(4星)	 开头和结尾都不错，中间有点拖沓            
(NA)	 amc继续靠谱！            
(3星)	 直接是个温情片啊            
(4星)	 丧尸美剧版~超华丽的~场面超赞·过场也赞~这一季美剧追顶它了啦~可惜只有六集~下一季要等到今年的万圣节~都不知道还记不记得剧情~~            
(5星)	 等着第二季了。            
(3星)	 赶紧跟生化危机似的。            
(5星)	 我爱男猪脚            
(4星)	 精彩            
(4星)	 中意恐怖片的可以看看。其实是不错的剧。            
(5星)	 看了泄露版 牛逼 越狱里的sara =。=            
(4星)	 他们那些有信仰的人还能指望上帝佛祖阿拉⋯偶们这些个从小被无神论洗脑 相信科学积极破除身边迷信的前团员们  以后要是碰上科学家也没办法 终于可以顺利扔掉所有鸡巴工作天天只烦恼活久一点吃饱一点过上没上司不用跟自己讨厌的人假亲热有得冒险 野蛮又绝望的简单日子 先得把这生存法则背下来吧            
(3星)	 化妆不错，就是不喜欢没尾巴的感觉~            
(4星)	 我想演僵尸啊！！！            
(4星)	 何日能在末日之中体会着危机啊！            
(5星)	 达拉邦特来了，sara来了            
(3星)	 哎这种东西一部电影的时间就够了~            
(4星)	 其实我还是希望他们用力杀还差不多            
(4星)	 多一颗星给妹妹            
(5星)	 多出点这样的美剧吧。            
(4星)	 为神马你只有6集？？？            
(5星)	 越看越觉得2012的时候我们也会这样。            
(5星)	 我是叔控...随着片尾曲的终了...下一季还要再等一年...博士大叔的声音很磁性啊...只是这样的结果让人唏嘘不已....心里空落落的啊....            
(4星)	 赶在开学前一天看完我无憾了            
(4星)	 流水账，看在题材多给一星            
(5星)	 今年最给力的美剧~~~明年万圣节再见            
(3星)	 真不知道为什么大家给分这么高？难道没看过僵尸片？这片子目前为止，真的很一般很一般很一般。            
(4星)	 坐等第二季！            
(5星)	 《行尸走肉》第一季终结！最后一集真给力！超期待下一季！明年早点儿开播啊！！！！            
(4星)	 第一集尚可，很期待地希望这部电视剧能超越很多丧尸题材电影。            
(4星)	 第一季完结~            
(4星)	 漫畫改編…我愛各種生化殭屍題材的電影╮(￣▽￣&#34;)╭眾家平時要多鍛煉身體，增強體力，隨時與殭屍比賽跑步…記住，一定要爆頭，就算對方是你阿姆，你也要狠下心去爆頭…            
(NA)	 泄露版看起来不错，有《我是传奇》和《28天》的感觉。Prison Break里的Sarah貌似是女主。            
(4星)	 化妆特效很OK，抢兄弟妻很给力，就是剧情最好进行得快点吧            
(5星)	 非常好的一部丧尸电视剧            
(4星)	 安逸 28天后电视版            
(4星)	 对丧尸无法抵抗            
(4星)	 经典未完成。            
(5星)	 最后 为什么不能哪怕只给一点光            
(3星)	 没有背景音乐真的太容易睡着 PS爆头无限爽 PPS看怎么收尾            
(4星)	 AMC的剧，看过都是这样，剧情展开极其缓慢，但转折点设置的都相当不错            
(4星)	 AMC AMC AMC AMC            
(4星)	 now the cop is the legend            
(4星)	 一向对丧尸片不能自已……加一星。            
(4星)	 精彩，但是总觉的会烂尾            
(5星)	 简直不过瘾，快出第二季~~~            
(2星)	 拖沓啊。找漫画去看。            
(4星)	 第一二集是精华所在，后来掺进伦理情感各种纠葛后，发挥美剧最后五分钟抓一下人的手法已经不能满足大家冲着行尸啃人来看的欲望了......第一季伏笔很多，但愿不要战线拉太长最后弄成个hero版丧尸剧，怎么结尾很是个问题。            
(3星)	 嗷~~末世！丧尸！GO~            
(4星)	 毫无疑问 目前最佳丧尸片            
(3星)	 第一集是丧尸片，而后面5集就是苦逼情感戏了。伏笔够多的。。。但现在才开始拍第二季，估计等它再开播时我都忘记前面剧情了。。。。。            
(4星)	 剧情发展得越来越无力……            
(4星)	 there is a zombie in my mac....there are tons of zombies in my mac...            
(3星)	 当初看到编剧才有所期待，第一季结束，比较失望            
