http://movie.douban.com/subject/1786739/	还珠格格
(4星)	 必须表示在新还珠的对比下，随便重温了一下老还珠，觉得好看极了，连尔康都没那么恶心了。。。其他人更是自然演绎啊。。。            
(5星)	 永恒的经典!            
(5星)	 深陷过的不容轻易否定            
(4星)	 有一个姑娘，她有一些任性，她还有一些嚣张。有一个姑娘，她有一些叛逆，她还有一些疯狂。            
(5星)	 时间一久，外加后面各种版本的对比，越来越觉得第一部应该给5星。另外尔康由于对后来的深远影响，可以6星了~~            
(5星)	 98年没豆瓣……            
(5星)	 看了新版以后，果断五颗星，不解释。            
(5星)	 不是我吐槽！芒果台逼的！            
(4星)	 一段青春的记忆            
(5星)	 经典无法超越。            
(5星)	 比现在翻拍的垃圾好太多了，看了不下20遍真是不夸张，但是每次还是会被吸引。            
(5星)	 毕竟是一代人经典的回忆……            
(5星)	 让我们红尘作伴，活得潇潇洒洒，策马奔腾，共享人世繁华。            
(5星)	 看了新版才知道当年的精神生活多么奢侈            
(5星)	 一直到现在，只要电视播我就一定会看！            
(5星)	 电视剧中的战斗机哦！            
(5星)	 经典中的经典。。            
(5星)	 中国么有电视剧能超越它！            
(4星)	 想当年还念小学，贴了一本子的贴纸，集了一盒子的卡片，还迷了一阵子的紫薇。这真是为数不多的每一集都看完并且还无比怀念的电视剧之一。            
(5星)	 赞！            
(5星)	 经典，谨以此怀念旧时光！            
(5星)	 童年的回忆。还学过小燕子飞起来，为此还摔过下巴。            
(5星)	 自然的表演            
(5星)	 为甚评分那么低！！！！            
(5星)	 小学收集的还珠格格卡片，现在保留完好。迷恋至今哦！            
(5星)	 我的第一次逃课就是献给了她            
(5星)	 重温一遍！            
(5星)	 小燕子影响了一代女性的价值观和审美观...            
(5星)	 百看不厌~            
(5星)	 再见旧时光。            
(5星)	 24集，不拖沓，没有明星，还能这么精彩。现在已经不多见了。赵薇适合古装。假扮新娘的出场真的太惊艳了。            
(5星)	 经典！            
(5星)	 过了这么多年，再看一遍仍然激动人心            
(5星)	 永远的回忆            
(5星)	 回忆            
(5星)	 为了鼻孔！            
(3星)	 赵薇            
(5星)	 不得不说这事一个时代的经典            
(5星)	 这部戏当年之火，是无法复制的。不仅是两岸三地，而且席卷整个东南亚。            
(5星)	 诶哟跟新版比这般真的能的五星了            
(5星)	None
(5星)	 新还珠上映勾起了我对原版的怀念~~真是不比不知道，原版的每一个人都是演得那么好，赵薇就是小燕子，谁都替代不了！~~            
(5星)	 里面的主题曲插曲  每次听感觉都不一样了 好想念...            
(5星)	 趁着新剧的东风，把老剧点进收藏。必须满分。怎么还有这么多三星？            
(5星)	 TAT薇薇！！！新版那是根什么葱啊啊！！！            
(5星)	 儿时的经典            
(5星)	 感谢曾经有一个赵薇，演了这样一部戏。            
(5星)	 内地电视剧的一朵奇葩。轻松有趣，却又情深似海。有亲情，有爱情，有友情，有兄弟之情，姐妹之情，主仆之情，也有父子之情，君臣之情，男女之情。女儿如花似玉，男子器宇轩昂，服饰绮丽明艳，情节曲折有趣，音乐也做得算是用心。除了南巡这段有点冗长，其余都算紧凑，不拖沓，不废话，不狗血，真正难得            
(5星)	 青春记忆啊TAT            
(5星)	 这分咋才弄么低，难道你们不觉得很经典么。。            
(5星)	 爱死赵薇啦~！！！！！！！            
(5星)	 好的童年 只能最棒！            
(5星)	 感谢新还珠的播放，让我想起原来也曾经为一出戏如此疯狂过，因为有了它当年正值中考的我们好像都忘了紧张，那些曾经热切讨论这部戏的朋友们你们都还好吗？又要泪奔了，为什么要时不时的提醒我老了呢！            
(5星)	 经典            
(5星)	 伴随我们长大的经典电视剧，小燕子，紫薇，五阿哥.......            
(5星)	None
(5星)	 新还珠唤我来拾遗~             
(5星)	 当年看的时候还是觉得很惊艳的            
(5星)	 因为太经典，百看不厌            
(5星)	 不可超越。            
(5星)	 永永远远的纪念            
(5星)	 经典就是经典，每个人物都是经典。再对比一下新版还珠格格，原版不给5分真的是对不起自己。            
(5星)	 其实本身没有那么好 关键是我们共同的回忆是无价的            
(4星)	 对比新还珠，老还珠真是太美好了，林心如真美啊。            
(5星)	 昨晚偶然在搜狐视频看到，于是又调出来看额。真的经典啊经典，赵薇真的是萌翻了！            
(5星)	 最是经典啊            
(5星)	 五颗星是因为，这是我们的回忆……            
(5星)	 妈呀别再放新版那堆脑残毒害社会了好伐………………………………            
(5星)	 实际上第一部多好看啊! 现在说起来大家那时候不都是对着电视机发痴嘛~            
(5星)	 芒果台拍过的一部 最有集体记忆的片子。只可惜 不管再拍几部《还珠》 不管再换多少俊男美女 到头来也只能令我们叹一句：世间再无小燕子啊！            
(5星)	 新版面前全五星！！！            
(5星)	 超越不了的经典            
(5星)	 永远的永远            
(5星)	 多么美好            
(5星)	 擦  你敢说你没痴迷于此过？！            
(NA)	 看这个电视剧，轰轰烈烈的几年            
(5星)	 记忆中的一部分            
(5星)	 经典之作~            
(5星)	 一部无法超越的经典！            
(5星)	 这部小时候看的时候映像多深呐~~肯定是五星的！！！            
(5星)	 我曾经很喜欢很喜欢，现在也是······            
(NA)	 这也是情怀，情怀！            
(4星)	 那时候赵薇是真水灵啊            
(5星)	 不用说了，经典中的经典！            
(4星)	 無所謂好壞 就是自然而言已經是回憶的一部份了            
(5星)	 我的童年呐~~~            
(5星)	 别说它俗，别说看了十几遍都看恶心了，它真的会影响好几代人，小朋友们会看着小燕子然后快乐的长大~~~            
(NA)	 尼玛！好片子！            
(5星)	 超赞的。。。。。。。。。。。。。            
(5星)	 童年最美好的回忆，曾经万人空巷的电视剧            
(5星)	 连我80岁得老外婆都能记得小燕子~~~影响力可见一斑~~赵薇当年真是眉目如画~~            
(5星)	 看的不是还珠，是当年看还珠的我们            
(3星)	 祸害了我的小学生活！！            
(5星)	 还没上学就开始看了。。。            
(5星)	 琼瑶阿姨成功了            
(5星)	 五颗星还是值得的，毕竟始终无法被超越。            
(5星)	 经典重温            
(5星)	 还珠啊，大明湖畔啊            
(4星)	 经典不需要解释            
(5星)	 无敌剧，            
(5星)	 这还说个毛啊~~~            
(5星)	 赵薇永远是我的最爱！！！最爱的第一部电视剧！！！            
(5星)	 赵薇才是小燕子            
(5星)	 有理由满分  那年。。。            
(5星)	 我觉着这个家里有电视的中国淫都看过吧~            
(NA)	 记得看这部片儿的时候我外婆刚好去世…伤心            
(5星)	 五星为了纪念当年的风靡~            
(5星)	 除了尔康大叔的煽情  其他相当美好~ 当年小学的我 哈哈            
(5星)	 这是我经典剧目呢-  -            
(5星)	 到現在我還記得五阿哥親小燕子是第19集。。            
(5星)	 在那个时候真的太棒了= =            
(5星)	 我们这一代人的集体记忆。            
(5星)	 不得不说，当年的传奇吧            
(4星)	 第一部好歹是当年能热血沸腾的啊！            
(5星)	 大家懂的 - -            
(4星)	 每年节假日都放来着。以前            
(5星)	 太好看了！经典            
(5星)	 电视年年放，放了十几年。。。。            
(5星)	 大夏天的每晚必看~~~！！！            
(5星)	 鼻祖            
(5星)	 赵薇当年可真美啊美            
(5星)	 童年的一大块            
(4星)	 大学之前每年都会看一遍好么。。            
(5星)	 好怀念,年少的时光啊哈哈,现在还珍藏着当年做的贴满剧照的小夹包            
(5星)	 当年的亚洲收视冠军，在韩国轮番轰炸，导致被禁播，可见其影响度，琼瑶剧的经典，看的简直想让人泪奔啊            
(5星)	 儿时的经典，全中国都在看！            
(5星)	 不可复制的经典，难以超越的高度。            
(5星)	 赵薇美得不像话！有朋萌得不像话！            
(5星)	 满五星啊            
(5星)	 人生经典！！！！为了你我给赵薇过了一辈子生日！！！3月12有没有！！！一铅笔盒的粘画有没有！！！！            
(5星)	 我是这么长大的`            
(5星)	 让新还珠闹腾的又来重温。。。小燕子真是美翻了            
(4星)	 我敢说跟我差不多大的当是没几个说环珠格格不好看的            
(5星)	 小的时候真是没有人不说好看啊！现在天雷的新还珠都出了，我们老了口味也刁了，再没觉得什么电视剧那么好看了~            
(5星)	 当年我可喜欢了好吗！敢说你们小时侯不喜欢！！            
(5星)	 哎呀，这就是童年记忆啊，为了几张还珠的卡片，我和同桌闹过多少别扭呀~            
(NA)	 现在看剧情简介。。。发现。。好复杂啊啊啊            
(4星)	 想当年 范冰冰还只是个丫鬟            
(5星)	 所谓经典，已经无关评价，因为记忆是最好。            
(4星)	 看过新版的预告片之后，旧版还珠格格在我心目中的地位蹭蹭的就上去了            
(5星)	 好怀念啊            
(5星)	 ＝3＝            
(5星)	 好评哦 亲。            
(5星)	 童年的记忆，我们那个时代的经典            
(5星)	 经典   现在都喜欢看  只是觉得好好笑……            
(5星)	 我是还珠迷，没的说。            
(4星)	 矮油~            
(4星)	 我觉得我女儿出生的时候芒果台还是会一遍一遍地放            
(5星)	 都是年少的时光             
(4星)	 不得不看的经典，伴随着一代人的记忆成长。            
(5星)	 还用多说么？            
(4星)	 当年连我爸都爱看啊救命……怎么也没想到当年的金锁今天……            
(2星)	 这十年就算播台看广告...偶尔看一眼..也看完了            
(3星)	 豆瓣猜里出现了这个 当时我就震惊了  哈哈  我那个年代的当时都是很迷这部电视剧的吧            
(4星)	 背景音电视剧之一。            
(4星)	 这部片子可以成为中国电视史上的一个里程碑了吧。。万人空巷形容。租碟都要找熟人才能拿到的有木有！！！连演丫鬟的现在都是国际明星了，这样的影响力哪部可以企及？从此以后，清宫戏遍地开花了。。            
(3星)	 哈哈哈            
(5星)	 不管现在看起来怎么样，都不能抹杀我当初的疯狂            
(5星)	 居然已经十几年了，当年那个风靡啊！            
(5星)	 第一部最经典            
(5星)	 不解释的喜欢            
(5星)	 谁不爱小燕子            
(NA)	 啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊、对于这个不需要描述，地球人都有记忆~~            
(NA)	 哇咔咔，我已经看了好多次啊，我实在是，喜欢，而且实在是经典            
(NA)	   第一次看的时候，哭过            
(4星)	 高中的记忆。            
(5星)	 中国电视剧史上的大经典            
(5星)	 赵薇的演技从开始就是可圈可点。            
(4星)	 人美，心情愉悦            
(5星)	 不可否认。即使再多瑕疵。它仍是经典            
(5星)	 曾经的经典            
(5星)	 怎么分数这么低？？你们有没有童年啊？？？？            
(4星)	 。。。。。。            
(5星)	 皇阿玛~万岁万岁万万岁~那个时候，我们还不懂什么是山无棱天地合才敢与君绝~那个时候，我们还是每天疯疯癫癫~            
(5星)	 !!!            
(5星)	 边看这个边看西游记，每年都看一遍，你懂得            
(4星)	 哈哈哈。童年啊童年。            
(5星)	 那叫一个好看啊。。。我觉得这个起码要重拍20部以上才够            
(5星)	 别翻拍了，这就是经典！            
(4星)	 哎哟 没话说了             
(5星)	 那时候大家还都是萝莉正太的年纪……            
(5星)	 当年的赵薇真是美死了！！            
(5星)	 年少的回忆啊...            
(5星)	 好看！            
(5星)	 经典不解释。            
(5星)	 那个时候我是多么喜欢啊，喜欢！            
(5星)	None
(5星)	 那个时代的标志  哈哈            
(NA)	 和来来一起看的！每天晚上还有冰棒七！            
(NA)	 等了一辈子，恨了一辈子，想了一辈子，怨了一辈子，可是我仍然感激上苍，让我有这个可等，可恨，可想，可怨的人，要不生命将如同一口枯井，了无生气。            
(5星)	 经典~            
(5星)	 啥也不说了 在我最少男的时期看了这么一部琼瑶初级手册 从此奠定了我之后的人生方向……            
(5星)	 有多少人曾那么的迷恋这部片子啊~~            
(4星)	 有了对比之后 我觉得他们真特么好看~！！！赵薇眼睛太特么大了！！！！！            
(5星)	 怎么才只有7.6分呢！怎么对得起寒暑假档，7点黄金档！！！！给你5星！！！！            
(5星)	 哈哈哈哈经典啊            
(4星)	 初中时超级痴迷赵薇啊。            
(5星)	 哈哈哈哈哈哈哈 很狗血的发现我竟然记得里几乎所有曲子的歌词！！！！            
(4星)	 我怎么都没马克。。。。            
(5星)	 经典。            
(4星)	 童年的回忆啊啊            
(5星)	None
(4星)	 年轻的见证~            
(5星)	 看着看着 就想家了 眼泪就哗哗地掉了 我想对我们最好最好 我们最爱最爱的爸爸妈妈  想我善良温柔爱我和我爱的妹妹  想我慈爱的爷爷奶奶  想待我们好的二爷唐姨 想超可爱的好妹妹点点和扣子 好想....             
(5星)	 我的童年啊。。。            
(5星)	 每个暑假的时候，我还是会看……嘻嘻……            
(5星)	 只有一个小燕子。            
(4星)	 初中回忆。第一部还是能看的。            
(5星)	 经典            
(5星)	 太经典了，哈哈            
(5星)	 那个时候的经典，初二暑假时看的，没有比看这部剧更疯狂的事情了            
(5星)	 太怀念了            
(5星)	 咱要的只是真实、率真~            
(5星)	 ！            
(3星)	 新还珠给旧还珠添金了            
(5星)	 什么也不说了            
(5星)	 童年！！哪怕芒果每年暑假都要“热播”一次 依然觉得还是打心里有爱的！！！            
(5星)	 没的说地位梆梆的！！！            
(5星)	 这么经典的一部片子，不许给低分！            
(5星)	 经典！            
(5星)	 俺心中永远的经典啊……就像白娘子一样烙在记忆深处……偶尔就会想起~~            
(5星)	 就是好，就是爱看！！            
(4星)	 这可真是经典中的经典            
(4星)	 记得小时候特别爱看            
(NA)	 初一，十几年都过来了。。            
(5星)	 不解释了。初中、高中的暑假都在霸在电视前。  湖南台到现在还不断重播。。。            
(3星)	None
(5星)	 经典。            
(3星)	 好吧，我承认，在你们很开心很喜欢的时候姐就有觉悟的鄙视了这片子，作为回忆框起来咯。            
(4星)	 初中的经典回忆            
(NA)	 可是得看过！！！那阵疯狂的格格风~~~~~            
(4星)	 哈哈哈哈~我的童年~            
(4星)	 能背台词了有木有！！！！            
(5星)	 诶呀旧时光。            
(5星)	 琼瑶剧启蒙……            
(5星)	 我觉得还珠格格还是蛮成功的！！！            
(5星)	 好吧，当时很恶俗的我很喜欢看……哇哈哈            
(5星)	 还是想看，无法超越的经典            
(NA)	 皇上，你还记得大明湖畔的夏雨荷吗            
(5星)	 我的最爱  看了不下10遍  还是经典            
(5星)	 义无反顾给五星。            
(4星)	 在小学的我看来这部电视剧真的真的很好看            
(5星)	 一直喜欢赵薇呀~还珠格格不要翻拍了好嘛- -            
(5星)	 神话~~            
(4星)	 小时候的爱阿             
(4星)	 可以背下来            
(3星)	 初中时的每天守候。。。            
(5星)	 记得那时候天天晚上就抱着电视看啊看！            
(4星)	 记得当年如痴如狂            
(5星)	 还需要评论吗？            
(5星)	 从小一直最喜欢的电视剧，看过无数遍都不腻，为什么才7.6啊为了我的有朋，五星，哈哈            
(4星)	 那是多好的时光啊~            
(5星)	 这个必须给满分            
(5星)	 热血青春            
(5星)	 80后的经典啊，最爱抛绣球和坠马那段，喔，真心萌！            
(4星)	 童年啊，咆哮啊。            
(NA)	 不可能沒看過吧.......            
(5星)	 敢说你没看过？！            
(5星)	 给最好的过去            
(4星)	 这个剧，我侄子看了10年还不厌倦。我只能说，琼瑶阿姨在这里达到了顶峰里程碑式的影片。咳咳。            
(5星)	 爱你，爱你，爱不完@！！            
(5星)	 算是一个时代的经典。            
(5星)	 五阿哥我爱你！！！！！！！！！！            
(5星)	 无论你的目的是重温经典 还是午后消遣 还是寻找雷点 这都是最好的选择 何况有个电视台每年放个五六十遍 连租碟的钱都剩了            
(5星)	 的确，现在再也没有演员能如小燕子当年那样装疯卖傻胡搅蛮缠而不让我讨厌了。            
(3星)	 其实还珠1还是能看的，属于初中的集体记忆…当年乍看到赵薇第一眼，我真的有点惊艳。            
(4星)	 那时候的每个人都是朝气蓬勃的            
(5星)	 湖南卫视今年寒假居然没放            
(4星)	 怎么说也是那个时代的偶像剧吧            
(5星)	 哇塞当年内叫一个火呀！小时候可喜欢看了！虽然觉得里面的四个主角有点假但是还是特喜欢他们。。不过就看了前两部，第三部因为换了播人觉得没意思就一集也没看。。。            
(5星)	 现在就算是马桶台重播我还是会看的！！！！            
(5星)	 再也不会有那么强大的一部电视剧了。怀念全民看《还珠》的青葱岁月！            
(5星)	 感谢湖南卫视每年寒暑假必播此剧。怎么看都不过瘾。            
(3星)	 或许是那个时候我已经长大了吧，所以怎么也不明白这部剧怎么就会那么轰动。            
(5星)	 童年经典电视剧            
(5星)	 年幼的我当年看的时候真是为小燕子和五阿哥揪心啊！！！            
(5星)	 现在也觉得没有一部电视剧能火过当时的它。            
(4星)	 曾经很疯狂            
(5星)	 大爱。            
(5星)	 经典，不用解释啦            
(2星)	 我特别讨厌小燕子！            
(5星)	 不解释.            
(5星)	 这就是我童年的回忆T T有美好有泪奔            
(5星)	 儿时美好的记忆。。。看到她就能想到小时候            
(5星)	 谁当年没有追过呀            
(5星)	 当年才初二，疯狂到不行。十几年回头过来看，经典还是要承认的。。            
(5星)	 绝对的经典。            
(5星)	 还是第一部好看            
(5星)	 80后的回忆            
(5星)	 不为别的，就为小时候跟家人一起看的美好回忆，也要给个满分！            
(5星)	 其实想想，那时候真的挺好看的，天天一集不落。            
(5星)	 今年假期芒果台肿么不播了，倍感寂寞            
(5星)	 曾经年少时的追逐。            
(5星)	 很喜欢赵薇~希望她永远幸福！            
(NA)	 被湖南台搞吐了            
(5星)	 说实话，一，二部真的很经典呦！            
(5星)	 第一部最喜欢了            
(5星)	 每放必看啊~芒果台的每个夏天            
(5星)	 怎么讲，超爱哒~~~            
(5星)	 永远的经典，每年都会在看一遍。            
(5星)	 哈哈哈。现在都爱看看。            
(5星)	 经典，不解释……            
(5星)	 为什么最近都不播了！！！！            
(5星)	 虽然一遍遍的放，但还是百看不厌……            
(5星)	 必须有！            
(4星)	 谁的青春木有还珠格格（´Д`）            
(5星)	 其实真挺经典的！            
(5星)	 哈哈  经典！            
(5星)	 肿么可能被超越！！！！            
(5星)	 这个没话说，太火了！我也是非常喜欢，记得大结局时还哭得稀里哗啦的，我的童年            
(4星)	 姐妹们当年也是很痴迷的啊,怎么能睁着眼给一星!!!这是多美好的成长故事啊....            
(5星)	 just for the time 也算是经典了，好故事            
(4星)	 我记得我每次看到监狱苦情戏就浑身鸡皮疙瘩！            
(4星)	 虽然现在看起来 很狗血            
(5星)	 经典就是经典            
(5星)	 重看还是笑与泪            
(5星)	 ！！！！！！！！！！！！！！            
(4星)	 辣时候没看过这片在同学中揍没有话语权！！！！！！！！！！！！！            
(5星)	 当初谁没看过啊！            
(NA)	 姐配合你的！            
(5星)	 为毛没有七颗星可打！            
(NA)	 当年全家迷此剧的场景~ 赵薇真是我的第一个偶像            
(5星)	 不给五颗对不起我的童年····            
(5星)	 就是好看呀，十多年了，再看还是好看呀            
(4星)	 当年看疯了。            
(5星)	 1998？全民追剧啊当年。T T            
(4星)	 当年多青涩……邻居家阿姨为了看这个连饭都不做了。            
(5星)	 电视剧挺好  但是真的被湖南卫视毁了   只要是假期 就会全天滚动播出…你们台长是多爱小燕子啊   你妹的            
(5星)	 当年真得很喜欢……            
(4星)	 不得不说，第一部还是可以的            
(5星)	 外婆和我都看的还珠 短短十多年间 家都般了三四次了 第一眼还珠 是在最初家里的大床上 现在长大了 很多故事说不准 很多故事说不得              
(5星)	 从这里开始喜欢赵薇            
(5星)	 青春期雄伟的标志之一！            
(4星)	 来一起来唱~~~让我们红尘作伴活得潇潇洒洒~~~~策马奔腾共享人世年华~~~~~            
(5星)	 总之 当年我爱死了。。 看了很多遍也OK            
(5星)	 这个没话说啊~经典啊，当年迷死了            
(5星)	 一直觉得很好看            
(5星)	 ！            
(4星)	 哈哈            
(5星)	 还是这部好看            
(5星)	 真滴！我都不好意思不给五星！！！你看尔康现在还受我们爱戴呢！~~            
(5星)	 一代人的记忆啊。。            
(5星)	 当年绝对的五颗星            
(4星)	 即使是琼瑶剧，即使现在被恶搞严重，也不能否认此片的确红极一时创下奇迹。我当时可是窝在床上和家人一起看得。            
(5星)	 经典就是经典……儿时的回忆……            
(5星)	 这个必须力荐啊！大家都懂得！            
(5星)	 ```每年都看 看了十几年了....            
(2星)	  呵呵，要谈电视剧，怎能没有此片。我是没看完，不是说我有多高雅，但这厮实在是太鸡血了。            
(5星)	 永远的记忆。            
(5星)	 想当年为了能准时看这部戏，在老爸老妈面玩小聪明，甚至因为不能看这部电视剧急哭过，现在想想还真觉得好笑。            
(5星)	 赵薇我喜欢你            
(5星)	 看得不是故事是记忆            
(5星)	 必看的经典啊            
(5星)	 一部一旦开看，就欲罢不能的电视剧            
(5星)	 于是乎。。。这是刷每年暑假！！！            
(5星)	 真的是经典            
(NA)	 擦            
(5星)	 只是怀念。。。            
(5星)	 到现在都不过时 永远的还珠格格            
(5星)	 十多年过去了，很怀念看还珠的那些日子            
(5星)	 经典 啊。。            
(5星)	 噗嗤~            
(5星)	 当时流行这个都疯了，文具盒书包上都贴这个            
(NA)	 我刚上豆瓣时候肯定想不到会把这个加进list里面⋯⋯            
(5星)	 当时在我不知道苏有朋身高的时候（大概小学五年级）还是喜欢了他一阵子的……            
(5星)	 牛大了，谁没看过个两三遍的，我现在暑假回老家还能看的有滋有味呢！            
(5星)	 他們曾經如花美豔 我們如今似水流年             
(NA)	 怎么才7.5分啊，小时候百看不厌呐            
(5星)	 赵薇赵薇我爱你！精灵女孩！            
(5星)	 每逢寒暑假不得不看的重播！            
(5星)	 这是经典 五颗星必须的            
(5星)	 有几多国人没看过的？            
(5星)	 能风靡大江南北，家喻户晓，这部剧自然有它的好处。            
(5星)	 经典。            
(4星)	 Princess Pearl / My Fair Princess / 還珠姫 プリンセスのつくりかた / 还珠格格            
(5星)	 有哪个中国人没看过的么！            
(4星)	 不解释。只要还重播。我还是会看的。            
(4星)	 其实现在芒果台播我都还会看的。。。            
(5星)	 想起当年的风靡，现在依旧难以忘怀；我想，这部戏应该也成了无数人心目中的一个时代坐标了吧。。            
(5星)	 那一年，我们欢颜。            
(5星)	 当山峰没有棱角的时候噢……            
(5星)	 也算开天辟地            
(5星)	 连着都有！给力。。还珠格格是永恒的话题和表演对象            
(4星)	 奶奶特喜欢，她在的时候每年都重看。我也跟着一块儿看。            
(4星)	 现在再看有点雷。。。不过小时候还看得蛮high的            
(5星)	 经典。            
(5星)	 我是真的觉得好看。。。            
(5星)	 万人空巷啊！            
(5星)	 还珠格格居然这么低的分数 真的是不可理喻            
(NA)	 啊。喜欢~            
(3星)	 三颗星全部给看的第一遍。第n遍湖南卫视都播烂了！！！！！！！            
(5星)	 永远的经典！            
(5星)	 现在都记得，那个时候全家坐一起，笑的前仰后合的。            
(4星)	 有一个姑娘他有一些任性他还有一些嚣张            
(5星)	 不用说别的了            
(5星)	 这个可不可以给六星？！            
(4星)	 哎·····            
(NA)	 我在干神马？？？？            
(5星)	 一代人的成长记忆            
(5星)	 这不仅仅是个电视剧。它其实是一代人的青春。            
(5星)	 当年我那个迷啊~  贴纸 书包 本子 各种都是还珠啊~            
(5星)	 中学时代热门话题            
(5星)	 当年还很迷恋小燕子和五阿哥，那时还年轻。。。            
(5星)	 陪着我长大的。            
(4星)	 当年的极品            
(4星)	 我真不好意思承认当年自己沉迷其中。            
(3星)	 挖哈哈~~            
(3星)	 谁没看过，来人，拉出去赏三十大板！！            
(5星)	 经典、经典、太经典！最爱！            
(5星)	 ！！！            
(5星)	 呵呵，都十几年啦啊，大爱小燕子，大爱赵薇            
(4星)	 太经典了，捧红了一代人，让好多人铭记            
(5星)	 我觉得应该全部打5分啊，哪个当时不是看得歪嘴直乐？            
(NA)	 小时候啊。。。            
(5星)	 经典啊             
(3星)	 里面的演员应该后来不会有人不认识，讨厌也好喜欢也好，出名了就好            
(5星)	 可以给十星吗。            
(5星)	 第一部很好看~            
(5星)	 当年的经典，多少人守着电视前。            
(5星)	 这是我看过的第一部“偶像剧”....            
(5星)	 暑假还挑的又看了看，依然会笑            
(5星)	 那年真是疯狂啊            
(4星)	 听说新版还珠格格正在拍摄中，但我想经典的只能有一次！            
(5星)	 小时候，这部片子被翻来覆去的看了多少遍啊。。。。            
(5星)	 经典啊，，            
(3星)	 并不是很感冒，但还是随潮流看了。。。            
(5星)	 对于第一部 给予低分的 我只能说你装B            
(5星)	 听说你在韩国也造成了万人空巷            
(5星)	 哈哈 好怀念            
(5星)	 《当》还是很好听的，写生的时候全班女生坐在车上一起唱，感觉真好，这就是童年啊，有些经典不是靠艺术雕刻的，是靠时光。            
(5星)	 谁能说他不经典            
(5星)	 记忆中最受欢迎的电视剧            
(4星)	 轻松毙掉所有SB韩剧！            
(NA)	 哇哈哈哈            
(5星)	 还是第一部最好看啊            
(5星)	 噢我亲爱的还珠格格~!!!我看了十三年的电视剧啊。你是我的信仰..~!!!!里面的台词啊神马的我都背得出来、第几集在放什么内容我也背得出来...            
(NA)	 好吧，n年前看的，什么也别问我            
(5星)	 年年都放，不愿意看也看了好几遍了。十二年了……            
(5星)	 我还记得看到的第一个画面是 小燕子被五阿哥射到了 刚醒过来躺在床上眼珠子咕噜咕噜转的样子。然后我就喜欢上了。就算现在重播 我还是会去看的。第一部是最好看的。            
(4星)	 想当年 我还小-。-            
(5星)	 给满分是为了怀念那段天天守在电视机前等还珠格格的日子            
(3星)	 留给外国人看去吧！            
(4星)	 唉~  当年啊~~ 看见五阿哥和小燕子那个吻自己都高兴好几天~初中的时候            
(5星)	 经典啊            
(5星)	 1 2部都还不错 回忆时光            
(5星)	 这是姐的童年啊！！！            
(4星)	 脸爷~记得有回我到你家，在你爸妈卧室一起看还珠，现在还记得是哪个情节，当时笑的不能行。脸爷啊~~~和你一起看这种片子最欢乐。还让我想起那次你在我家看的林志颖的公主相亲记~咱俩就是比较适合配2B~            
(NA)	 芒果台，寒暑假循环播放，没有人会没看过吧，老少通吃~~~~~~~            
(5星)	 甭管琼瑶的台词多么恶心~这片子还是挺好笑的。当年红遍大江南北，连我们初中广播室点播都出了这么雷人的祝福：祝xx长得越来越像小燕子·哇塞            
(4星)	 第一部现在看来都还不错，，，，小赵童鞋还是萝莉的好哇。。。。            
(4星)	 当年很经典             
(1星)	 不喜欢琼瑶~~            
(5星)	 带给了童年很多欢乐            
(5星)	 国剧啊！！！！            
(4星)	 经典了。对新版的不期待。            
(5星)	 中国的收视神话……            
(4星)	 好吧 曾经我多么喜欢赵薇和苏有朋啊orz            
(4星)	 四星只因怀旧            
(5星)	 皇阿玛我骗了你 你的女儿是紫薇！            
(4星)	 80后估计都迷过            
(5星)	 心中之经典            
(5星)	 我相信此生不会再有一部电视剧能让我重看那么多遍，虽然那是被电视台逼的            
(5星)	 我爸妈依旧每年看重播，乐此不疲。            
(5星)	  那时候小燕子成了“国民偶像”，赵微崛起的速度足以让今天的“XX女声”、“XX男声”望而喈叹，一时间万人空巷。那时候我四年级，想看学校图书室那本用赵微做封面的杂志都要等着排队。            
(3星)	 芒果我恨你            
(5星)	 那个年代无法忘怀的经典            
(5星)	 真的很经典啊！小燕子就是个经典了！            
(5星)	 给5分~为了当初的回忆和年少的他们~还是挺喜欢的~            
(5星)	 一度很迷恋，小说写真集磁带神马的，买了一大堆，有够经典~            
(4星)	 纪念我纯真的小学时光            
(5星)	 就算俗，还是经典~！            
(5星)	 这是经典。            
(5星)	 这个！！经典吧            
(5星)	 我靠！我竟然忘记打这部了、每个暑假都要来一次不打五星我情何以堪哦、            
(5星)	 对于这部戏，有什么理智可言。谁没看过，喜欢过，拖出去。            
(5星)	 经典            
(5星)	 经典啊            
(5星)	 有什么好说的。我觉得这部电视剧可以满分的            
(4星)	 当时那场面还真挺万人空巷            
(5星)	 不知道看过几遍            
(5星)	 力荐容嬷嬷            
(5星)	 第一部真是百看不厌            
(5星)	 绝世经典            
(5星)	 也算一个时代的经典            
(5星)	 喔唷，我小时候重看过多少遍啊！            
(4星)	 hiahia 我在干嘛            
(5星)	 必须是神作            
(5星)	 小时候的大爱啊　还一直在看的～～            
(5星)	 唯一追过的琼瑶剧~~            
(4星)	 谁木看过？            
(5星)	 尔康你好过分哦....................................但是我好喜欢你的过分哦。            
(4星)	 毕竟当年看得如火如荼全情投入            
(4星)	 我当年多么多么多么多么喜欢这部剧啊，简直是痴迷。            
(5星)	 怎么看都不会厌 尤其是第一部 这可是80人的回忆啊            
(5星)	 哈哈哈~~不知道怎么找到这个的~~~            
