http://movie.douban.com/subject/1830581/	妙手仁心
(3星)	 刚开始还觉得可以，但看着看着竟没有耐性起来。许是剧情有些拖沓吧~而且有时候都不太清楚那感情究竟是怎样产生的……            
(NA)	 没印象&gt;&lt;            
(4星)	 醫生程至美            
(5星)	 TVB经典时装剧            
(5星)	 回忆满分TAT            
(4星)	 很温暖的一部电视剧。不管多久以后都会想起那些温暖的人们。喜欢P&amp;J的爱情            
(3星)	 一向不爱看医务剧，本身每天在医院工作，那些医务剧写的太假。但是，每当我看妙手人心中Annie和Henry时，我就觉得和Gossip Girl 中的Chuck 和 Blair 非常像，Chuck和Henry一旦认真，那是绝对真挚感人伟大的爱情。            
(5星)	 很爱Jackie跟Paul出去时不断暗示他一段，恋爱中的女人果真比较美。            
(5星)	 科普急救常识并谈情说爱。挺喜欢林保怡的有时。            
(5星)	 看第一部的时候我还在念高中，当时觉得里面的医生帅呆了，很喜欢看他们穿白袍的样子，很职业，休息时去的的AFTER FIVE也很有格调。大学于是选了医学有关的科系，现在工作了却无比失望，差太多了。ANYWAY，还是很喜欢里面的英文歌曲，还有那本令人难忘的《小王子》。            
(5星)	 喜欢医生剧            
(5星)	 必须看过。            
(5星)	 阵容强大~百看不厌~马浚伟好纯~吴启华嫩大叔~林保怡很。。妖孽~张家辉好傻~可爱的一群人~每次响起主题曲前奏音乐都会思绪万千~~            
(5星)	 很典型的港剧，很真实又很浪漫，喜欢里面的每个人，心目中的港剧经典~~             
(4星)	 故事挺励志的，如果不是剧情设计的太那个，我肯定给五星的。。。几个男女主角排列组合地发生感情，很囧，他们都不会尴尬的吗？然后就是几乎每个医生都得了或者得过重病，这点也好囧。。。以前看《鉴证实录》的时候我就觉得太过分了，凡是和主角有点关系的都死完了。。。晕死。。。            
(4星)	 专业不多，感情较多，一贯港剧的做派。特色及文化差异的问题，也是值得理解的。            
(5星)	 看完了又不舍得，心中都是满满的感动            
(5星)	 医院、法庭、警署~~TVB的套路啊~~不过真的百看不厌            
(5星)	 永远的HH1            
(3星)	 错过了那段时光，再也没什么可追忆的。现在看来那些医疗的紧急状况也只像是夸张。            
(5星)	 这部剧里的男性角色个个都很有爱！相互打趣，开玩笑，太有爱的happy hour啦！            
(5星)	 不可逾越的经典啊~             
(NA)	 从第二部开始看，jackie死的时候我足足哭了好几天            
(4星)	 很妙            
(NA)	 最爱之一            
(5星)	 小时候看的剧，印象很深~~从此对医生这个职业特别向往~~            
(5星)	 医生也是人，林保怡吴启华吐槽美            
(3星)	 又是TVB            
(5星)	 没想到我一走你吸引力这么大；你这么幸运看见一个人；人家不对你笑是不是你面目可憎；来啊，一起温馨；我不会告诉别人你在这里哭的；你是不是有一种前所未有的感觉呢；他需要的不是我；遮丑膏；不抽烟带打火机，你怕黑？我会把自己交给感觉，不要那么计较，不要那么理智；你的冰箱用来藏尸的            
(NA)	 最爱的TVB剧，情商启蒙            
(4星)	 吴启华很文质彬彬的感觉            
(NA)	 拥抱真是很奇妙，虽然两颗心靠得很近，却看不见对方的脸。            
(5星)	 相当温馨感人的一出经典~            
(4星)	 接触的较早的港剧了算。。。            
(5星)	 天知道我有多喜欢joe和hellen这一对，想来姐弟恋好像就这对最对我胃口了。他们一伙人在bar里打屁的场景真是既温馨又欢乐，所谓上班的时候认真工作，下班的时候享受人生。            
(5星)	 那片头曲一响起，我就一身鸡皮疙瘩            
(4星)	 说实话其实我还挺爱看这个的。挺喜欢林保怡的。            
(5星)	 annie和她的百年孤独啊 泪点            
(NA)	 没说的。。。            
(5星)	 看过又看依然觉得很好看呐！            
(4星)	 经典的是那段片尾音乐            
(4星)	 港剧就是注重生活化，妈妈说吴启华帅，眼光终于同我保持一致啦，超爱PAUL啊~另还喜欢ANNIE的性格，很大方很讨喜。五颗星减            
(5星)	 经典的老片子 明星太多            
(5星)	 经典港剧。            
(4星)	 程至美医生            
(4星)	 怀念……            
(4星)	 那时好迷吴启华            
(5星)	   花了幾天的時候看了不港劇&lt;妙手仁心Ⅰ&gt;初中的時候看過的電視劇，斷斷續續的看，始終沒有完整的看過一遍。難得裏面全是我鍾愛的演員們，所以很認真找了粵語版來看。看到一半，恍的明白到，其實我的某些生活態度還是受到港劇的影響。那時候的港劇所表達出的生活態度，人生觀，都是現在的港劇不再了            
(5星)	 里面林保怡很帅哎！现在的港剧和这个比较下，TVB果然是没落了...            
(NA)	 吴启华0000            
(5星)	 挚爱            
(5星)	 非常喜欢的一个系列剧啊～～            
(3星)	 没看全过。。            
(5星)	 影響了我的職業選擇~~讓我走上了醫科這條不歸路啊~~            
(5星)	 一直很喜欢这一系列的            
(5星)	 风流倜傥的医生们啊，那白大褂哪有那么潇洒啊，骗子啊啊啊            
(5星)	 小时候真是觉得，太好看了啊！！！            
(NA)	 经典            
(4星)	 好还念看妙手仁心、鉴证实录等等那时的日子            
(5星)	 N.M 一弯新月 十年前喜欢的就是你 十年后再回首 喜欢的依旧是你 Annie...不晓得是我一点都没变呢 还是怪我太早熟了....最近怀旧的时候 一起翻了出来 有些东西说来都很玄妙....            
(NA)	 那时候觉得医生很神圣            
(5星)	 台词各种欢乐呀~~~~~            
(5星)	 咋看都最喜欢第一部！！！！            
(5星)	 我还记得当年大结局是jackie死了，我还哭得好伤心...结果全香港人民打电话投诉了 TVB第二天立刻改了个结局播放              
(5星)	 我表示还是以前的TVB好看            
(5星)	 永远的hh1，永远的ha。            
(5星)	 看过好多遍，最近的一次是去年，paul和jackie，paul和jackie，paul和jackie，没有其他话，只想说，paul和jackie            
(5星)	 至经典的片子 黎国柱的百年孤独和  阿PAUL的小王子            
(5星)	 好看！印象很深，我喜欢他们之间的每个小故事和他们谈心时真诚温馨的场景。港剧常常让我感受到用心和诚意。            
(5星)	 百看不厌            
(4星)	 谢谢小汤的推荐~~好美好好美好的一部剧呀~像小王子一样美好            
(5星)	 这个是到现在为止还让人印象深刻的医疗剧             
(5星)	 从此识得林保怡，稀饭的男人！！！            
(NA)	 小资经典。            
(5星)	 整部剧处处显示编剧的智慧，台词真棒！            
(5星)	 Paul，吴启华把这个角色演得忒好了。温文尔雅，绅士，好男人中的好男人。。。。真希望我身边有个这样的男人。。。。别忘了还有经典的主题曲和苏永康唱的片尾曲《不想独自快乐》            
(5星)	 怎么说呢，对妙手仁心的感情说都说不出来，妙手仁心绝对是最爱的港剧，把三部都看了两遍，没港剧看的时候还是把这拿来看。感情很深啊！！            
(5星)	 经典难再。            
(5星)	 不想写稿啊不想写稿啊 来豆瓣瞎晃啊瞎晃            
(5星)	 片头曲那段背景乐真的不错！            
(4星)	 最近又重温了一遍，那种淡淡的温存太叫人舒心了……            
(5星)	 TVB最经典的            
(4星)	 经典医疗剧，TVB的黄金cast            
(5星)	 喜欢蔡少芬~            
(5星)	 看他们吐槽很欢乐~张家辉老在状况外,可爱啊~            
(NA)	 重看一遍，会有新的收获，有人说，眼界是经历的事情多了慢慢拥有的，有些道理，经历了才懂。如果说曾经有人说了许多理论，那么有一天结合实践，便会变得很强大。P.S 剧末有小王子哦~最珍贵的东西是看不见的~虽然，我还是不能很好得理解这句话~            
(5星)	 第一部好看的，后面就……            
(NA)	 吴启华。            
(5星)	 为毛电视剧里白大褂永远那么拉风            
(5星)	 当年的TVB。经典中的经典。看了三遍。            
(NA)	 小学时一被问看什么港剧，“妙手人心。。。仁心仁术”            
(NA)	 Paul Henry Gil可以互称为最佳损友，哈哈！Jackie很可爱噢，性格也很令人喜欢，为什么要安排她成植物人呢？期待快快醒来！Paul为什么对人那么好？好的连自己最喜欢谁都分不清了。            
(5星)	 那个时期，是TVB鼎盛时期啊！            
(4星)	 最爱第一部            
(5星)	 他们一起看日出，他为她开脑...我一直不愿意记得续集里她醒来,又离去.....            
(5星)	 早期的职业破案啊。            
(NA)	 温情脉脉的大麦茶。            
(5星)	 没话说了。            
(4星)	 我移情别恋了，我恋上JOE了            
(4星)	 很不错的。好多年了前看得了。            
(5星)	 十年以后再看，才能领会其中人物和语言之中的精妙之处。            
(5星)	 妙手仁心第一部好的让人无法形容，我想在98年大陆那么闭塞的时候，这样一部有水准的港剧播出来，一定让很多少男少女加强了想做医生的梦想，可是长大了才知道医生哪里是那样的，不过还是让我坚定了要有一技之长的想法，一定要精！            
(5星)	 男人不坏女人不爱吗，黎国柱，henry和annie，林保怡，陈慧珊堪称经典            
(5星)	 看过很多遍 但还是觉得好看            
(4星)	 重看的粤语版的。脑子里还是tvb那几个老配音的声音⋯⋯ 影评已写。情感启蒙剧之一啊这是绝对的            
(4星)	 至今难以忘怀的经典！最后蔡少芬为什么就不醒来呢？！为什么呢？！？！            
(5星)	 港剧还真是蛮经典的！            
(4星)	 江新月呀！唉！Jackie呀！唉！            
(5星)	 我最爱的Bowie Flora的角色和CP....美极了的质感 忘不了的原声 还有程至美“如果我爱一个女人，我会同佢开脑”。。差点因为这破破烂烂的海报错过了。。邓sir出品 必属精品么            
(3星)	 其实我觉得港片也是山寨之王~就给湖南卫视留点口德吧            
(4星)	 annie同学的童花头，让我迷恋了好多年~            
(5星)	 第一次觉得医生其实很伟大。。。            
(NA)	 恩恩，拖手。            
(3星)	 一干二净            
(5星)	 想念Jackie             
(5星)	 吴启华！！！            
(5星)	 给我心中最好的TVB剧            
(5星)	 看完实在太太太喜欢吴启华演的那个脑科医生。。。若不是我爸我妈拦着也许我就真的做医生去了。。。虽然现在看来那样的美好的医院实在太过于理想化，但是真的是一个很美的理想啊。。。            
(4星)	 超喜欢里面可爱的那一对啊。。。            
(4星)	 这是一部很老的港剧了，当时看的时候还小，里面的情节很喜欢，虽然不明了，就像是《一号法庭》一样，喜欢他们表演的每一个细节，让我可以坚持的看下去。            
(5星)	 我所爱的香港            
(5星)	 TVB少有的医生系列，第一辑绝对是经典。蔡少芬演的Jackie十分潇洒有型，还记得她骑摩托车那英气模样，和吴启华也是相当登对。Jackie想拖程至美的手、Jackie偷偷把零食放进礼物盒里给程至美、Jackie患了绝症程至美带她去看日出。。。让人欢喜让人纠结的两只。。。            
(4星)	 没仔细看            
(NA)	 曾经最爱的港剧之一！里面的明星都很喜欢！林保怡吴启华蔡少芬陈慧珊嗯嗯！！            
(4星)	 当年看的时候真没想过会读医啊~            
(NA)	 超记得那个为观众而改拍的结局!            
(5星)	 还是第一部好看啊~            
(4星)	 香港擅长的又一题材            
(5星)	 经典            
(5星)	 林保怡林保怡林保怡林保怡林保怡林保怡林保怡            
(5星)	 平凡医生的生活，很有启发性            
(5星)	 classic            
(4星)	 从这部剧开始喜欢吴启华            
(NA)	 都不觉得13年有什么了。            
(5星)	 我喜欢这句网评，hh就是小王子的电视剧版。            
(4星)	 经典不解释            
(1星)	 身为专业医生，看到那么不专业的情景，果断不再看            
(NA)	 这个版本是最好看的 其它的都是浮云            
(4星)	 灰常好看            
(4星)	 那个年代这一群人演的一大堆一系列电视剧，都是追着看呀····            
(5星)	 我喜欢里面那不刻意的感情戏~~程至美和Jackie之间的眼神太棒了            
(NA)	 Annie Henry 百年孤寂...            
(5星)	 就是好乱==真的好乱。。。            
(4星)	 赞蔡少芬和吴启华            
(4星)	  本土化改造得不错呀            
(5星)	 初中的时候看，喜欢，这么多年以后再看，更喜欢。            
(4星)	 最早看时是喜欢的啊.            
(5星)	 Jackie和Paul，天使在人间            
(4星)	 好喜欢paul啊~~~            
(5星)	 已经无数次一口气看到结尾了，TVB大经典之一~瞬间秒杀一切新近港片~每次郁闷的时候看就会发挥治愈系功效~不用动脑子，但是感动的地方看多少遍也不觉得厌，还有曾经梦想的好友生活~            
(2星)	 不喜欢林保怡            
(4星)	 看的时候还没学医，当时觉得医生真可爱            
(4星)	 林保怡 蔡少芬啊~~很不错啊。。连不喜欢医生剧的我都OK啦            
(5星)	 上初中看的第一部，高中看的第二部，工作后看的第三部......喜欢剧中人对工作，对生活的态度。最喜欢程至美那种类型的男人：）            
(5星)	 在相当长的一段时间里 我都一直把Paul当做是我的择偶标准~~            
(5星)	 这是我心中TVB No.1，没有之一            
(5星)	 其实TVB的医务剧理念不比美剧差吧，挺有实习医生格雷的范儿。            
(5星)	 虽然771监制的后两部也还可以~~不过还是热爱第一部。。。            
(2星)	 没看全过            
(4星)	 最喜欢第一部~~~            
(5星)	 话说，英文名就是这么来的，虽然那不是个好女人……            
(5星)	 1998……            
(4星)	 吴启华很帅 嘿嘿            
(5星)	 其实更喜欢2。但1中有醉人的陈慧珊~            
(4星)	 医疗剧的启蒙            
(NA)	 看过第一集，看不下去勒。。。            
(5星)	 奠定了斯文眼睛男在我心中的地位            
(5星)	 小时候陪伴最多的就是这些经典的香港电视剧            
(NA)	 喜欢            
(NA)	 那天又看来着居然觉得没啥意思了~            
(3星)	 港片优职业，医生一群。            
(5星)	 医者仁心，剧情主角都吸引人，荧屏情侣陈慧珊与林保怡，又一次精典合作，又增加了蔡少芬与吴启华这一对，看头实足。            
(3星)	 大家都说经典，于是随便看了一下。觉得还好吧，可能期望值过高的缘故。            
(5星)	 最喜欢的一部剧，喜欢里面的台词，TVB配音的黄金时期~大赞！            
(5星)	 没有伟大的道理，但有很多的睿智，他们的life style，甚至说话的方式，其实准则就是从这样点点滴滴琐碎普通的事情中提炼出来的，我喜爱的一群人，我最爱的港剧            
(NA)	 我为什么都只喜欢荧幕上的角色 不喜欢荧幕下的人呢，捞家和启华都是一样。            
(5星)	 你是经典！！！  林保怡  黎姿  蔡少芬             
(5星)	 经典，依然最喜欢林保怡和陈慧珊组合。            
(5星)	 经典中的经典 看过无数遍了~            
(5星)	 很经典            
(5星)	 太喜欢的一个系列了。            
(NA)	 当年看到Henry跟Annie有所进展的时候每每激动不已，十年后却深浸在《每一分每一秒都给你》的合唱声中无法自拔。 &lt;http://movie.douban.com/review/1069436/&gt;            
(5星)	 没说的··经典··            
(5星)	 不看都不知道有多经典。            
(4星)	 看得比较晚，大二才看，而且没看完            
(5星)	 经典。喜欢每次几个人呆酒吧里互侃的戏。            
(4星)	 顿时对脑外科医生充满遐想。。            
(NA)	 好！            
(5星)	 现在就在下的看            
(NA)	 好看，看完了三季，终于坚持看完了。。。。            
(5星)	 忘剧情了呢！@Home            
(NA)	 我从这里爱上吴启华，很多年不能忘            
(5星)	 TVB启蒙之一啊。。。三部都大赞~~            
(NA)	 很喜欢医生题材的剧情！            
(4星)	 医者仁术，妙手仁心。            
(NA)	 断断续续看的电视            
(5星)	 好喜欢妙手仁心。好喜欢jackie和paul在一起的感觉。            
(5星)	 One of the Best things ever happened in my life            
(5星)	 看了大爱吴启华和蔡少芬这对            
(5星)	 小时候特爱的TVB，喜欢程至美            
(3星)	 跟鉴证实录一个性质的吧，法医的观念从此深入人心。。            
(5星)	 永远的经典。。永远的HH1。。永远的Henry&amp;Annie，Paul&amp;Jackie。。。            
(5星)	 绝对好剧            
(5星)	 有时间的话，呢部算经典港剧~~~但依家再睇，入边既医学细节可以分析啦~~            
(5星)	 怀念那个时期的TVB            
(5星)	 老地方等你，不见不散。还有怎么都喜欢看星星呢。            
(4星)	 哟。。当年看了这个差点想去当医生了。            
(5星)	 原来最喜欢的是annie....            
(NA)	 最爱这个了            
(5星)	 当年我看过这部剧的时候，影响了我身边很多人，还记得教授对我说，他特别喜欢里面的蔡少芬 最近我正在重温 真的经典哦  香港TVB的监制真的是为我们奉献上了很多精良 优秀的电视剧            
(5星)	 TVB简直全员大出动            
(4星)	 行业剧，经典～            
(5星)	 发现百看不厌~于是更新为推荐！            
(4星)	 当年的阵容啊~            
(5星)	 小资            
(4星)	 love this series            
(5星)	 我当年的TVB            
(5星)	 大爱啊            
(5星)	 我到现在都不敢看第二部啊。Jackie是我大爱            
(4星)	 不错~~            
(3星)	 忘记具体情节了，就是一帮医生            
(NA)	 找时间重温            
(5星)	 狂爱妙I            
(NA)	 承接《一号皇庭》幽默与中产阶级生活写照            
(5星)	 jackie！            
(5星)	 其实，这剧拍到这个结尾已让我无法自拔，若没有后面那两部的狗尾续貂，这怎能不是一个经典？            
(5星)	 程志美医生~            
(3星)	 看过几集，感觉清新...            
(5星)	 那时候 偷偷晚睡觉 就为了看这个~~~ 第一部就是好 每一个演员都很棒啊~~            
(4星)	 看了它觉得除了警察原来医生也可以这么帅！            
(4星)	 爱她，就为她开脑            
(5星)	 我的医院情节，从妙手仁心开始，一直到现在的实习医生格雷，私家医情，Scrubs．．．．超喜欢林保怡和陈慧珊那一对．．            
(5星)	 看到第二遍，才体会到它的妙            
(5星)	 从此爱职业剧。。。            
(5星)	 经典            
(5星)	 国产剧里面唯一喜欢的一部！一弯新月，百年孤独里面的N.M,new moon,这样的设计永远不会忘记.记住了邓特希，这种知性气息的氛围，他信手拈来～            
(5星)	 想re了。。            
(4星)	 又看了一遍N年前的电视剧奥，其实是听的~好喜欢28集。又开始听听i miss u finally~(*^__^*) 嘻嘻……然后每次看完我都想当初应该学医呀！或者找个大医生当BF！嘿嘿。然后想到我家亲爱的也是大医生呢！^^            
(5星)	 绝对经典            
(5星)	 经典！            
(5星)	 只能感慨现在看港剧找不到当年的感觉不是现在制作不精良 只是那是他经典            
(5星)	 1绝对是经典...Floar的气场瓦~~            
(4星)	 第一部最经典！            
(4星)	 林保怡啊啊啊啊啊！            
(5星)	 看了这部剧，不知道为什么忽然很讨厌林保怡            
(5星)	 没有比这个更经典的TVB剧了~！            
(4星)	 吴启华造就了我对男人的初步审美标准...            
(NA)	 小学的时候天天守在电视机前面。            
(NA)	 经典啊。斜坡牵手，病床边读《小王子》。还有那吃不完的饼干盒。            
(5星)	 我最爱的TVB女星陈慧珊。            
(4星)	 挺温暖的~            
(NA)	 好看            
(5星)	 当年的大爱            
(5星)	 经典。每一对都很配。            
(NA)	 看了好多年啊..            
(5星)	 http://www.youku.com/playlist_show/id_3003755_ascending_1_mode_pic_page_1.html            
(4星)	 TVB经典剧目之一             
(3星)	 我看过一刚...            
(4星)	 港剧还是以前的经典            
(NA)	 很酷的连续剧啊...喜欢里面的每一个角色...喜欢蔡少芬在里面的感觉            
(NA)	 很喜欢~~~            
(5星)	 这是个多么有情人不能终成眷属的系列剧啊，配乐真好听            
(5星)	 又是一部经典            
(5星)	 tvb经典。就是经典。各种龙套都看得我很欢乐。            
(3星)	 经典港剧。。。            
(5星)	 想看多一次。            
(5星)	 我的最爱！            
(5星)	 无需多说，一步看了n遍的电视剧，导致我都想当医生了。ps：香港镇的很开放            
(5星)	 绝对是TVB职业剧的经典！可惜邓Sir拍完第一部就离开TVB了            
(5星)	 爱···········································································································································            
(5星)	 Bowie饰演的Henry无人可以突破，Flora赋予了Annie最美丽的灵魂。遗憾，两部HH里，BF只有一个吻。。。            
(3星)	 众老面孔们            
(4星)	 超爱那段萨克斯主旋律啊。            
(NA)	 林保怡            
(5星)	 最经典的港剧，没有之一。            
(5星)	 最喜欢第一部，张sir是个活宝。            
(4星)	 我怎么那么爱港剧啊!            
(3星)	 蛮喜欢的。。经典港剧。。医院故事感觉很亲切。。呵呵。。            
(5星)	 TVB什么行业没拍过啊~~但什么行业也没医生和警察好            
(5星)	 经典！！Henry同Annie噶感情，感动咗我好耐。我几惊经过咁多波折，Henry终于都系要错过Annie            
(5星)	 第一部绝对的经典            
(5星)	 我很喜欢..很经典的tvb剧..like每个演员            
(NA)	 我喜欢题材类            
(5星)	 赞到爆            
(5星)	 “你会为你最爱的人做什么”“我会为她开脑”一部戏的作用有多大，我想说它直接导致了我学医，甚至是脑外            
(5星)	 喜欢Jackie想要签Paul手的那幕            
(4星)	 医务剧情节            
(3星)	 我看过么？            
(5星)	 哈哈~年轻的时候            
(3星)	 看过一遍，就不想再看了，一般。            
(5星)	 当年的TVB啊……            
(4星)	 内容不是太记得了~            
(5星)	 看几遍都不厌            
(5星)	 Paul，心目中的完美男人            
(5星)	 小時候的夢中情人是吴启华            
(5星)	 心目中永恒的经典 永远不闲过时 那是一个强大的班底            
(4星)	 经典啊            
(5星)	 最喜欢他们之间的对话~~~~·            
(4星)	 我记得苏永康是死于艾滋感染的。。。            
(5星)	 吴启华 哈哈 医生气质~~            
(5星)	 喜欢那时候的陈姐姐            
(5星)	 哦 我喜欢林保怡！            
(4星)	 脑科。心脏科。我崇拜。            
(5星)	 最爱最爱最爱滴TVB医生戏哇~程至美╭(╯3╰)╮            
(4星)	 经典港剧。物是人非。            
(NA)	 我爱TVB             
(4星)	 林保怡的小眼睛很帅，哈哈            
(5星)	 也是从小都很喜欢的一部电视剧...TVB经典....现在都很喜欢看~~~            
(5星)	 从这里开始爱上港剧，爱上小王子，向往兰桂坊……记忆~            
(5星)	 追TVB必看            
(3星)	 程医生。            
(4星)	 想當年。。我都想著白大褂。            
(5星)	 henry&amp;annie，paul&amp;jackie两对无可超越的经典！            
(5星)	 吴启华呀吴启华&gt;&lt;            
(4星)	 我的记忆里一直是Helen没有接受Joe，今天重看，29集那段，真的很感动好喜欢Joe            
(5星)	 经典！            
(NA)	 一度迷恋的TVB            
(4星)	 港版ER，邓特希监制的金牌剧目之一。            
(NA)	 还行吧！！！            
(5星)	 简直太好看~\(≧▽≦)/~啦啦啦！和陀枪师姐鉴证实录有一拼啊！我简直成天幻想自己可以当一名医生~\(≧▽≦)/~啦啦啦            
(4星)	 经典            
(NA)	 小时候很喜欢戴眼镜的吴启华。文绉绉的。            
(5星)	 怎么还那么好看！            
(5星)	 极品            
(5星)	 虽然看过不少TVB电视剧，但目前只有这部最欣赏            
(5星)	 .......我对于班感性既dr.表示无视.            
(NA)	 好看            
(5星)	 26集十分好 女角塑造得很好 Annie和Jackie都是非一般的人物啊 還有Running in the Rain 十分好十分好 很難再有這樣經典吧            
(4星)	 以前的港剧还是挺好看的~            
(5星)	 续集层次低了太多太多            
(5星)	 爱她 就为她开脑~            
(5星)	 我的最爱            
(NA)	 那段时间有点喜欢陈慧珊，还有点迷林保怡。总在中午放学牺牲了午睡看重播。            
(5星)	 經典！            
(5星)	 一部好的轻小说            
(4星)	 那时觉得吴启华好帅啊            
(NA)	 也是我最钟爱的哈，            
(5星)	 经典无线系列剧~~~正！            
(4星)	 医生系列里比较成功的            
(5星)	 那個年代的黃金組合黃金故事，一去不複返。            
(NA)	 无法活出这些记忆            
(NA)	 10年后重看，发现理想老公类型还是希望长吴启华这样儿的年纪长到狗身上了，一点长进都没有...            
(5星)	 这是经典，很专业，可以百看不厌，            
(3星)	 只中意陈芷菁 马浚伟            
(4星)	 在那个年代算不错了。            
(NA)	 当年的TVB剧非常不错。            
(4星)	 我也爱香港的医生            
(5星)	 最爱港剧之一，可惜编剧把Jackie写死了~            
(3星)	 TVB的传统职业剧结构，看医生的爱恨情仇~~            
(5星)	 没什么说的，经典            
(5星)	 很不错。            
(4星)	 真有够经典的            
(5星)	 记忆中的经典，重温的时候仍然觉得心潮澎湃。希望等我老了的时候，可以翻出来再看。            
(4星)	 Paul~~~~~Jackie~~~~            
(5星)	 看这部时想当医生；但是倒霉的是还看了林保怡当警察的戏所以就又想当警察；然后，纠结中过了我的中学生活，结果到现在什么都没当成...Fuck！            
(5星)	 迷恋于那个温文尔雅的男子，倾心于那个英姿飒爽的女子。彩虹映照半边天，病房里，他吻着她的手，定格成永恒的画面。悲伤过后，生活继续……            
(5星)	 少年的回忆啊~~有多少孩子是因为这部片子想做医生的呢？            
(5星)	 邓特西走后，TVB再也拍不出这样的片子了            
(4星)	 经典的~            
(5星)	 如果电视台重播我还是会看，太治愈了……            
(5星)	 大爱ADA。。。大爱JACKIE。。。            
(4星)	 我只是喜欢看林保怡和陈慧珊配在一起~~~：p            
(4星)	 很不错的医务剧和纠结的感情            
(NA)	 好看            
(4星)	 经典经典~~~~！！            
(4星)	 为了赚取眼泪牺牲了ada            
(4星)	 还会有人没看过吗？            
(5星)	 如今我觉得还是10分            
(NA)	 百看不厌            
(5星)	 喜欢的不得了            
(4星)	 喜歡吳啟華！            
(5星)	 回忆啊回忆            
(3星)	 大叔主演的 Grey‘s Anatomy~~~ 囧P......            
(4星)	 永远的程至美 每次看到他都会想起我老爹~~            
(4星)	 少芬是我梦中情人儿。            
(5星)	 都是经典呢~            
(5星)	 Healing Hands实在是一个很棒的名字。邓特希，你很有眼光。            
(NA)	 喜欢            
(5星)	 超級歡喜            
(4星)	 喜欢这三个男人在家斗嘴的样~            
(5星)	 经典！霸气！            
(NA)	
(5星)	 至今最愛的TVB劇集，Henry &amp; Annie，Paul &amp; Jacky，經典！！！            
(5星)	 那时候冲动着要学医的。永远爱你，最爱你，Jackie Tong！            
(5星)	 程至美这种人上哪能找得着哦！            
(3星)	 第一部很喜欢，主角都是超爱的！！            
(5星)	 大爱里面的台词，还有那个关于小王子的故事。            
(5星)	 大爱paul            
(4星)	 追得最少，一来太夜，二来当时还小，这种情感还没看得过来            
(5星)	 喜欢，记得那时候是大半夜追着看电视上放的            
(5星)	 第一部最好看！            
(NA)	 很喜欢这个系列~            
(5星)	 同样是邓特希出品，《侠骨仁心》真是差很多。。。有点心有余而力不足。。            
(5星)	 好印象。            
(4星)	 这样的友谊，这样的爱情以前没有，以后也不会有了            
(5星)	 小王子的故事被读出来真是忧伤。这部电视剧真是流畅，几乎每个角色都是饱满的，有自己的故事，又那么豁达和洒脱。香港的医疗水平之高啊。            
(5星)	 很喜欢。            
(5星)	 妙手仁心1比2、3好看～            
(NA)	 程至美。程至美。程至美。            
(5星)	 对有的台词仍然记忆犹新……            
(5星)	 老片~很耐看~~TVB当家花旦小生齐上阵~~~            
(5星)	 初中 和QT的记忆            
(4星)	 程至美阿Paul~            
(5星)	 喜欢蔡少芬~            
(4星)	 邓特西一贯擅长香港中产阶级的清谈戏，对话精炼是最大看点            
(5星)	 在溏心风暴出现以前，曾经是我的最爱，很多台词都很写的很好，当年我曾经录音然后抄台词啊，插曲也很好听            
(4星)	 我会在其中一颗星星上笑着,所以当你晚上看着夜空的星星时,就好像感到所有星星都对着你微笑,只有你,只有你看到的星星会笑的            
(5星)	 小学时候看的，经典。            
(4星)	 没完全看完，还可以。            
(5星)	 和心爱的人一起看日出日落            
(5星)	 喜欢这个经典的故事，再重温            
(5星)	 这样的电视剧已经是很好了。。            
(4星)	 基本上其实吧，有林保怡的我都还满爱的，呵呵，谁叫他那么有感觉呢···当然啦，里面好演员太多了，就不一一列举了，总之是阵容强大，内容精彩啊···港剧也是，日剧也好，都是可以让我收获很多感悟和反思的电视，不像某些泡沫剧，看完只剩无尽的无尽的无尽的空虚···            
(4星)	 电视台请一定重播啊重播 TT 冬天我要坚定地做被窝一族 TT（话说编剧真的好辣手 =&#34;= 跟过阿Paul的女人结局都比较惨 ORZ||| 蔡少芬和蒙嘉慧偶都蛮喜欢的 =A=）            
(5星)	 很喜欢这里的故事，爱上医生这样一种职业            
(5星)	 结局哭死我。。。植物人挖            
(5星)	 永远的最爱,paul是我心中的mr.right,很喜欢里面的生活方式            
(4星)	 经典TVB剧            
(NA)	 啊好看！            
(5星)	 经典，大爱            
(5星)	 人说 第一部总是经典 这话不假            
(5星)	 太经典的港式小资情调的电影了 港剧不得不看的几部电视剧            
(5星)	 最经典还是1，别无他选。            
(4星)	 喜欢~~ 题材很Nice~~            
(5星)	 超大爱！！！            
(3星)	 港剧的惯用            
(5星)	 经典就是可一不可再            
(5星)	 “只有你看见的星星是会笑的”            
(5星)	 好喜欢jakie            
(5星)	 哈迷蔡少芬，英文名就是这么来的~            
(5星)	 我咋就那喜欢陈慧珊呢            
(5星)	 好看            
(5星)	 TVB群戏经典之作，值得一看再看。            
(NA)	 经典就是经典经典就是经得起时间考验            
(4星)	 我想打4.5来着            
(NA)	 看过，经典阿            
(NA)	 我记得吴启华！戴眼镜的斯文白袍医生，当年迷倒了一年级的我其他的同创世纪了，我什么剧情都不记得了= =            
(5星)	 Jackie和Paul。。。            
(5星)	 港式中产阶级生活写照 让人看了之后无比向往医生这职业            
