http://movie.douban.com/subject/4848610/	千谎百计  第三季 Lie to Me Season 3
(2星)	 第三季这么烂，都好意思还想续第四季，赶紧把档期让出来吧            
(NA)	 为了我们家Gillian Foster，再难看也要看下去！为了我们家KW有工作，还是希望它能续订的...            
(3星)	 越来越没有看头了...            
(3星)	 第三季就这样草草结束鸟            
(5星)	 不声不响提前上档了，比第二季给力多了！            
(3星)	 Torres胖了有20磅+大叔越来越讨厌            
(NA)	 早完结了？我怎么不知道？            
(4星)	 好不容易水平回去点儿了就砍了 伤感            
(4星)	 每次最后一集都有点坑爹 这一季尤其的            
(4星)	 千万别像criminal minds那样换男主角啊，Tim大叔我那么喜欢你。            
(5星)	 第五颗星是靠Tim Roth的短发闪闪发亮的@            
(4星)	 一开始弃掉了 后来又回来了 呵呵 还是蛮吸引 这一季的案件很多不同 很多意想不到 还是挺喜欢的            
(NA)	 不看了。。            
(3星)	 终于还是看腻了 弃            
(NA)	 13            
(4星)	 依然爱大叔和小萝莉。            
(NA)	 弃。。。            
(3星)	 不如第一二季            
(2星)	 放弃            
(3星)	 弃            
(3星)	 lie to me真的不行了。。。。。            
(4星)	 擦。。我今天才知道。。这季早完了。。。。。。。。            
(4星)	 大叔回來了，預算縮減了。             
(3星)	 剧情太不给力了~纯粹靠CG在撑着啊。。。            
(4星)	 因为最后一集em和cal的对话，果断把原来给的两颗星改为四颗星，缺少的一颗是因为前面的剧情太沉闷，萌点太少了。            
(4星)	 有些情节差强人意 但故事性比S2强~  还是希望有第四季 两个Dr.能修成正果=v=            
(3星)	 被砍了。只是遗憾看不到LOCKER了。            
(4星)	 看不下去了 弃了弃了            
(4星)	 弃            
(3星)	 弃了            
(5星)	 被砍了 TAT             
(3星)	 这一季兴趣乐趣都少多了。看完了pps欧美剧场消失前更新到的第八集，不往下看了……对人物表情和语言动作的分析越来越少了……(。・_・)/~~~再见～             
(4星)	 第三季的风格完全改变，有点小不适应。。不过还是很好看的，lightman大叔更痞了            
(4星)	 可惜被砍了……光大叔            
(5星)	 光男 啊哈加油  绝对支持出第四季！！！            
(4星)	 被砍了，其实剧情的确没有什么劲爆点了，完全就是看玩世不恭的Tim Roth耍流氓            
(3星)	 对S1的惊喜和期待再也没有出现过            
(3星)	 这一季好无聊啊。            
(4星)	 你们就果断的在一起吧=。=            
(2星)	 为什么还能这么高分 好像看了三四集终于看不下去了 这人怎么可以变得这么恶么 唉从第一季到现在反差好大 早砍早着            
(4星)	 这剧，lightman的个人戏份太多了，其他角色也都很好啊，应该多给大家加点儿戏份            
(3星)	 虽然后来断追了，而且剧也被砍了，但一开始的喜欢绝对是真的。            
(3星)	 追着吧~~水准还是不错的，但是也没有留下特别出彩的地方……Lightman是越来越痞了，她女儿的戏份也多起来了，温情戏也不少……            
(4星)	 被砍了.,,            
(3星)	 我也忘了这季一共看了几集...            
(NA)	 啊哈 啊哈 啊哈哈~~            
(3星)	 到底看到哪集、拍完没有、还有没有第四季啊...            
(4星)	 被砍了。。。。。。。。桑心            
(4星)	 CG的结局就是这样？祝九月有S4            
(4星)	 最后一集，我很满意，又不太满意……            
(5星)	 我擦！我今儿才知道season3完结了！还要等到五月份！啊啊啊啊啊啊啊，这季最后给的线索太折磨人了啊！            
(3星)	 没啦            
(3星)	 凑合的一季。最后的最后Lightman坦白了，看来必拍第四季了。            
(NA)	 s3e01弃             
(4星)	 死不正经~            
(5星)	 求第四季啊！！！！！！！！！！！！！！混蛋！！！            
(4星)	 我越来越觉得我是在看那个漂亮的小女儿了orz            
(3星)	 可惜被毙了。。。            
(5星)	 重头戏在后头            
(NA)	 20110306早上裹在被窝里揣着手机看完了第13集            
(NA)	 13集，蓝后被砍了！！！            
(5星)	 痞子叔我爱你！            
(4星)	 越来越神了，心理学家都被捧上天了，欣喜啊~！！！            
(3星)	 木有主线，已弃。            
(5星)	 三季结尾。我真真真真的大爱。            
(NA)	 说弃剧可以么            
(2星)	 越来越难看了···弃掉！            
(4星)	 草草结束....哎            
(4星)	 可惜，又可惜            
(5星)	 喜欢美剧中的亲情友情爱情  表演得不做作 真实而令人感动            
(3星)	 延续第二季的不足。不应该继续出下去了。            
(3星)	 怎么就被砍了呢……以前一直都想找像Liam这样的男盆友啊！生不逢时的赶脚            
(3星)	 越演越差了            
(NA)	 缺了精彩！            
(5星)	 为什么不续剧了·~哎，好剧被砍            
(4星)	 前半很失望，后有恢复，不过还是完了            
(NA)	 不知道又能拍几季            
(4星)	 turns into a whole traditional British Tim Roth talk show             
(3星)	 其实第三季，我觉得没有前两季那么精彩了。当时追得很火热啊，每周六开电脑的第一件是就是打开来看更新。不过第三季没有看完，可能剧情编烂了吧。            
(3星)	 第三季一个月也出不了一集，本想看到cal和gillian能幸福的在一起，可惜被砍掉了。            
(4星)	 其实越到最后反倒不想看了。。。            
(4星)	 优雅的痞子!            
(3星)	 放弃了，不追了。不如之前的两季~            
(5星)	 喜欢萝莉妹~越长越好看。            
(5星)	 没得说  老男人魅力难挡            
(3星)	 相对于一二季来说，故事性差了很多。            
(4星)	 比起我看第一季和第二季的狂热，这一季拖得太久了…………也许没有的惊心动魄，但还有感情的温暖与纠葛，还是值得一看的。            
(4星)	 大叔大叔。            
(3星)	 真的越来越不行了，唉。。。也不盼第四季了。            
(4星)	 被砍            
(4星)	 3星半            
(3星)	 越拍越烂额，但是被砍掉还是很纠结的            
(4星)	 第一集就血腥 还有这语速思维 我follow不上了...            
(4星)	 真期待Cal 跟 Gillian 在一起，哈哈。            
(2星)	 类型一栏里惊现：惊悚！！！很贴切！没意思了，一点儿都不科学，superstitious！走灵异路线了！            
(4星)	 可惜腰斩了            
(4星)	 被砍了好桑感- -            
(3星)	 趋于平庸。大家已经习惯。剧集未能发展下去，还是编剧有点薄弱了            
(3星)	 大叔白白            
(3星)	 真让人失望            
(4星)	 渐渐地能在剧情一半之前猜到凶手，稍稍感到编剧有Out of ideas的感觉。可惜Cal&amp;Gillian感情还没来得及发展，最后一集才雇的黑人帅锅还没来得及表现T.T一黑一白俩帅哥飚戏肯定基情啊T.T I love Loker.            
(2星)	 怎么可以这么差            
(4星)	 每个故事都很不一样，很新鲜~不喜欢Wallowski            
(NA)	 这是我继越狱后看过最“神”的片子之二，话说这种神乎其神的东西就怕难自圆其说尤其是到最后编剧都懒的说了。而且主角到最后人格魅力直降，要是写写阴暗童年或多些第一季的分析表情说不定还行，最后俺们叔说话咄咄逼人，直接看表情猜想法中间都省了，感情戏不上主角不给力剧情%#￥…砍的就是你            
(2星)	 女儿越来越美。            
(4星)	 终于补完这季，阿拉叔拽过了，不过就这样砍掉了还是有点可惜            
(4星)	 伪技术剧            
(4星)	 女儿的戏多了闹，有点失去新鲜感了闹            
(3星)	 ..........            
(4星)	 後勁不足了...- -  我一直覺得lightman他女兒和glee裏面的emma好像...那大眼睛...完全可以演一家人好嗎....            
(4星)	 还会更新么            
(4星)	 剧情没有第一季那么紧凑了，感觉三季里还是第一季比较好看～            
(4星)	 最后一季...            
(3星)	 lightman你不思进取啊。            
(3星)	 差强人意 啰啰嗦嗦看了好久 紧凑的剧情哪去了 看开头就知道凶手是谁..            
(5星)	None
(4星)	 相当不错，有独特的地方，但是探案还是老套            
(2星)	 Disapointing            
(3星)	 好多对话很难懂point了，Lightman 越来越痞子化了            
(3星)	 这一季明显水平下降了，被砍也是命中注定了。虽然这个系列的案子远没有结束，但编剧也在最后一集中作了比较完满的结局了吧。            
(3星)	 不让播了~            
(3星)	 第一次看的话会有惊艳，但是后面套数都猜到了就没劲了。            
(4星)	 Roth的演技不错，就是剧本越来越烂            
(5星)	 期待下一季            
(NA)	 what ever的好看            
(3星)	 这几天看的我是头昏眼花又恶心            
(5星)	 除了好看还是好看！            
(4星)	 洞察别人心理的人，自己也总有点奇奇怪怪...            
(5星)	 一如既往的喜欢！            
(3星)	 延续前两季的风格，没突破，感觉。            
(4星)	 第三季的封面跟个精神病片子似的...话说~亲爱的  超S就是以欺负人为乐趣的人...            
(3星)	 没看完            
(4星)	 其实每一集的剧情都还挺有看头 但是作为一部剧整体风格不够明晰 面部微表情识别这种技术能实际用在生活中对于技术要求较高难度系数比较大 搞不好就很牛逼地看到了disgust神马的 被砍蛮可惜 可是也是现实 sighz            
(3星)	 补档mark            
(3星)	 Well, what are you waiting for ?            
(3星)	None
(5星)	 偏爱的逻辑推理故事= =每个部分结局都颠覆了开始后来就成为规律了            
(4星)	 怎么就被砍了呢。这么一部优秀的饭后消磨时间的电视剧            
(NA)	 lightman变bitchy之后就懒得看了 果然被砍了            
(3星)	 不如当初第一季震撼了            
(4星)	 看多了皮了            
(4星)	 Roth大叔钓鱼执法            
(5星)	 虽然后面真的有点乏力，但是被砍了还是很可惜……            
(4星)	 真的是因为资金不够而停拍了咩。。。好可惜。。。            
(4星)	 真心讨厌他女儿#$%^&amp;*()            
(5星)	 为什么第三季就木有了！我要看大叔我要看大叔！我要看大叔退倒所有人！第四季一定要出啊！            
(4星)	 我对LIGHTMAN毫无抵抗力！噢太爱他那吊儿郎当的痞样~~~~不过案件实在是无聊啊~~全靠我对罗叔的少女心坚持下来！            
(5星)	 哎，13集就没有了。这么好看的美剧就被砍了。。。！心里不平衡啊！！！！            
(5星)	 大叔 快回归            
(5星)	 Tim roth走路摇摇晃晃的风格和说话很屌的语调贯穿他的每一部电影，看他早期接受采访的视频，活脱脱一个Dr.Lightman，身子不摆脑袋不歪就说不出话            
(5星)	 为什么这一季那么短？是没钱拍下去了吗？据说收视率不太高。可是我喜欢。            
(4星)	 LIGHTMAN和FOSTER在一起吧 还有LOKER这个娃 来个归宿吧            
(NA)	 谁能不爱这个男人？！            
(4星)	 没有前两季那么精彩            
(5星)	 等着他们俩在一起呢，好好的腰的哪门斩啊这片？唉……            
(3星)	 每况愈下。。。跟第一季比起来差好多            
(3星)	 第三季一下子水准下降            
(3星)	 是我越来越没有耐心了还是真的是一季比一季差？？？            
(5星)	 强力推荐            
(5星)	 Timothy:)            
(5星)	 砍了让人纠结……我想学微表情嗷嗷嗷            
(5星)	 第三季还没看，不过我爱这部剧            
(4星)	 好吧。第三季有所回升。            
(5星)	 依然不能接受被砍……T^T            
(4星)	 s3开始变味了，lightman会跟每集的女人搞在一起，不务正业，剧情重心分散，测谎的卖点变得超弱，尤其少了特写和理论说教，让人没了兴趣，就像柯南不经过推理直接说出凶手，完全没了感觉            
(4星)	 看着看着就不经意的看完了第三季仅有的13集，还错以为看的是第二季，不过第13集最后探监那段话很精彩，还有最后和女儿一起的对话，算是给大家一个交代了。            
(3星)	 海报不错···            
(5星)	 很不错的美剧            
(4星)	 1.总算想明白那些似曾相识的表情哪来的，Dr.Lightman简直是另一个领域的Dr. House嘛。2.大叔萝莉的父女情快变成唯一亮点了。-Don&#39;t grow up too fast, Em.-I&#39;ll try not to.3.大叔大妈赶紧上床吧再暧昧就世界末日啦。4.Torres被淹没，Loker稍好点。5.还会有第四季么            
(5星)	 竟然停了！我擦蒂姆罗斯老了也这么帅！走路的样子 啧啧啧             
(NA)	None
(2星)	 第三季水平大跌，配角不给力，LIGHTMAN又对无力的配角饥不择食……一点没有美感，甚至有点恶心……剧情也突兀。            
(5星)	 就是很喜欢~            
(4星)	 一段日子猛看            
(5星)	 吉莉安，好有魅力的一个女人。本季每个人都有杰出的表现，包括torres和loker，emily。很想继续收看，不过结束了..这季的举例不是像第一季那么多，并且也没有那么多明显的表情分析，感觉像是受到了压迫一样，这么看来，停播还是挺正常的。很想继续知道cal的妈妈到底是怎么死的...            
(4星)	 看到后来疲了  只想着剔除案情看他们的感情            
(NA)	 paul ekman is quite amazing, even in his papers            
(4星)	None
(3星)	 演员演自己的，观众看自己的，主创们能把电视剧拍到这个境界也不容易            
(NA)	 给我个结果也好...            
(4星)	 心疼的被砍的第一部剧。。            
(3星)	 被砍了。。 我多喜欢这大叔啊            
(3星)	 第三季的主题就是各种调情……            
(4星)	 一季不如一季            
(3星)	 一锅上等好汤，熬的久了却没加料就会变成渣。            
(3星)	 不比从前 啊            
(4星)	 情节没有前两季紧凑            
(5星)	 Let me be clear            
(3星)	 一般了~            
(4星)	 没有第一季好看。            
(4星)	 LTM，你跟Forest在一起吧在一起吧。            
(5星)	 cal，你太帅了！！！            
(3星)	 挣扎看完了            
(4星)	None
(4星)	 砍之有因            
(3星)	 第三季也太水了吧，艹蛋的是我居然看完了            
(3星)	 这一季的编剧实在太差，把莱特曼大叔塑造成一个神经质的人物实在是一大败笔，被砍也是必然~            
(3星)	 终于看完了，真长            
(3星)	 第三季 不着边际了。。。            
(4星)	 原本那些对表情的洞察变得越来越少...lightman越来越吊儿郎当....其他人渐渐变成了路人...一集一个故事其实撑不起这个剧~            
(NA)	 ★★★★★★★★            
(5星)	 唉，没办法，大叔，你怎么样我都爱你～*^o^*            
(4星)	 就这么被砍了。。。呜呜。。。            
(5星)	 必须五星            
(4星)	 忽然有点腻味了            
(3星)	 然后就被砍了            
(4星)	 已经是最后一季了            
(5星)	 为毛他妈的不拍续集了呢！！            
(4星)	 虽然已经落入俗套 但是高智商 值得一看 最后一季了 慢慢品啊。。。最后一season 还是回归精彩 依旧让我恋恋不舍！            
(5星)	 美剧这玩意是越到后面越容易迷上他，就我个人来说，这三季看完就着实上瘾了。里面的男主，表演得很好，女儿很可爱，贤内助外加美女老婆，等着，以后再看吧。            
(3星)	 快进正合适            
(4星)	 面对更多麻烦的莱特曼，观看时的爽快感又降。            
(5星)	 还是蛮好看，又有看头的。            
(4星)	 终于把lie to me 全部看完了  没有前两季好看  locker依旧喜欢            
(4星)	 其实不如第二季            
(3星)	 主题完全偏了..好想弃...            
(NA)	 居然出到13集就没有了，期待后续啊            
(NA)	 原来都完了啊，我怎么没发现，我看完第十三集了？！剧情什么的都忘光了，好久远的事了。大叔，这一季没以前精彩了啊，细节上很敷衍啊，我要看的就是你解剖人的面部表情啊，可为么就越来越少啊？！不过也over了。            
(4星)	 &#34;I don&#39;t have answer for that one, love.&#34;            
(3星)	 第一季有心理学和微表情分析，简直迷死我了。第二季，感情和超能力开始浮现.第三季简直是超级英雄再现 连别人问cal怎么分析的  大叔直接很帅地说：no word……摔楼啊 直接从五星到三星            
(3星)	 一季不如一季。。。            
(NA)	 所以他们还是没在一起啊！！！            
(3星)	 坚持着看完的。。。            
(3星)	 明显没第一季好看了            
(3星)	 what？            
(5星)	 看的还是很爽            
(5星)	 解读身体语言来破案，知识性娱乐性均五星，可惜三季后被砍。            
(4星)	 肿么就砍了啊就砍了啊!!!!!            
(4星)	 依旧是爱罗斯大叔            
(3星)	 三星给大叔···            
(NA)	 钱不够吗？黑大壮警察哥哥也不来了？            
(3星)	 一季不如一季，但还是吸引人看的。。。            
(5星)	 一如既往的喜欢TR,喜欢他看女儿的眼神，喜欢他和同事的暧昧，喜欢他歪着头            
(3星)	 这季难道是因为提前开播吗，剧情完全没有了前两季的紧张和紧凑，而且Reynolds走了，竟然来了个奇丑无比的Wolnski。不过Lightman和Gill的暧昧还是很有看头。            
(4星)	 被砍了!            
(3星)	 貌似没看几集            
(5星)	 这部剧到此居然就被fox砍了！恨。            
(5星)	 最后还是被砍掉了            
(5星)	 QAQ被砍了神马的太讨厌了嘤嘤嘤嘤……            
(4星)	 這是我人生里追的第一部美劇，現在大學都快畢業了也終於看完了。第一季劇情很給力，一直從行為心理學上推理；第二季劇情有些重複我就沉淪于Lightman和Gillian的感情里。第三季我跳過了很多，但最後Lightman终于承认了对Gillian的愛，已經沒有續集了，但我希望他們還有Emily能幸福的在一起！            
(4星)	 叔，看到最后都是因为你哇~~            
(5星)	 还想继续看Lightman&amp;Foster啊，可惜被砍了。。我恨FOX！            
(3星)	 比前两季差好多            
(3星)	 就这么被砍了，还是有点可惜            
(3星)	 第二季后半截开始，LTM已经获得上帝视角。另，女人太多，应接不暇。这是什么，花花公子么？            
(3星)	 两个人快在一起吧~            
(3星)	 = =第三季残了。。。可是我还是爱四只！！            
(4星)	 好想博士大叔啊            
(4星)	 美剧就是这样 如果没有技术发展与进步 肯定会被背叛然后放弃的            
(5星)	 老狐狸啥时候把第四季放出来?!            
(5星)	 啦啦啦~~~~~~~~得瑟成这样不容易啊不容易=-=            
(3星)	 也就这样吧。。。            
(3星)	 看不下去了啊~~~~~~~~            
(3星)	 如今的lie to me,再也不是當年的lie to me了。。。            
(3星)	 第三季确实不行了，没有吸引人的主线            
(3星)	 第三季开始，觉得不像以前那么起劲了            
(3星)	 foster女王            
(4星)	 老实说 二三季会让人审美疲劳的。。            
(4星)	 真的想不通为神马就停播了··我觉得挺好看的啊···            
(3星)	 越来越不靠谱。。。            
(4星)	 虽没有以前的精彩，但是还是比较喜欢的            
(4星)	 越来越没劲。。            
(4星)	 隔了很久再接上追就完全不觉得Boring 所以有些事情是要酿一酿才会变美味 说好的一起看呢 well,what are you waiting for?            
(4星)	 居然被fox阉了，一秒变完结。完结季的最大意义可能就是莱特曼亲口承认了他爱福斯特吧，也够了。            
(5星)	 每个人都演技派，tim roth看似不靠谱，但是刻画出一个丰满的角色            
(5星)	 您终于承认自己爱她了  &gt;&lt;....            
(3星)	 Lightman越来越疯癫。            
(5星)	 推荐 行为心理学和犯罪心理学            
(4星)	 Loker和LTM女儿的那一吻好囧.为毛要坎了此剧,FOX脑子进水了.            
(3星)	 最后也没滚床单！叫你磨叽！            
(3星)	 腰斩是有原因的啊= = 越来越烂            
(4星)	 长脑子的戏            
(4星)	 lie to me 到后来面部表情的辨析越来越少，剧情的成分越来越多，观赏性显得也就没那么强了。怀念第一季啊！            
(NA)	 我舍不得看，怕看完不出。心情好或不好看一集，当奖励自己            
(2星)	 实在看不下去、、            
(2星)	 真心看不下去了，砍了好，砍了好哇。            
(3星)	 慢慢失去兴趣了            
(5星)	 不管你停播与否，我都会等的。我做的最好的就是等待了。            
(4星)	 看完这季我才知道他为什么差点被砍了            
(NA)	 第三季度明显不如前 且为什么集数那么少            
(3星)	 木有意思了~ lightman吊儿郎当 满口骂人 扭阿扭 晃啊晃的姿势...闺女就会瞪俩大牛眼...剧情也一般...            
(4星)	 刚开始习惯并且享受这种与疯子一步之遥的天才式思维方式就戛然而止，显然还没过足瘾。有时候真相会赤裸裸得恐怖，所以我并不羡慕这种洞悉一切的能力，只求学到一点皮毛，Emily那种程度就刚好。            
(5星)	 蒂姆拍的太有感觉了,一外头一撇嘴,典型的老痞子!!            
(5星)	 咋啦咋啦，第三季没有前边给力了            
(3星)	 love大叔            
(3星)	 觉着没第一二季好看...            
(3星)	 看到第四集看不下去了。。。            
(4星)	 大叔和Em在每集的末尾卖萌             
(5星)	 Lie To Me is cancelled by bloodly Fox!!!            
(4星)	 这季就完全是管闲事了=L=.让我有种莱曼德集团就是个慈善组织的赶脚=L=。还有我期待的洛克跳槽完全就木有啊木有！！！尼玛！明明第一季第一集的时候那么萌的洛克！！总之就是！尼玛！！！终于看完了啊啊啊啊！！！！            
(5星)	 结论是，lie to me一季不如一季，但是相比其他那还是好的。。。            
(2星)	 实在看不下去。            
(3星)	None
(3星)	 很显然，第三部开始衰落了。甚至tim roth的演技也下降到及格线一下了。god            
(4星)	 这一季就变得很玄妙了，男主好像能看破一切。更喜欢第一季            
(4星)	 虽然不如第一部，但是怎么就没了呢~            
(2星)	 怎么说呢，第三季完全是强迫症才使我看完的。。。被砍了也觉得好正常。            
(5星)	 我最爱看的美剧啊，不能停播啊 = =            
(3星)	 最后也没结果= =||||            
(4星)	 你狠难说到了最后，知道了结局，你是会不舍还是无所谓。第三季绝没有FOX和美国观众所说的那么差，但剧情也确实跳起了大神，理由也不够充分了起来。总之，好吧，再见了光叔。            
(5星)	 我是TIM的死忠粉啊= =            
(5星)	 最衰到第三季就没了 票房差?难道我喜欢冷门.......            
(4星)	 大叔越来越敢作敢为了，插手的事情也越来越不靠谱了。            
(3星)	 只看了前10集。            
(3星)	 越来越无聊了，每集套路都一样            
(5星)	 大爱！！！            
(5星)	 应用于生活。            
(2星)	 看到这季一半不想再看下去了。。。好无聊。。。            
(4星)	 听黄大说在米国给停播了。            
(5星)	 继续爱男主            
(4星)	 To say you stoppedloving someone you onece loved more than anything else in the world,I mean, that would be a lie.But you move on.Cal做老爸你天下第一，做测谎者你是无敌王牌，做爱人你是让人抓狂的存在在~~Lightman大叔魅力无限呀            
(4星)	 無聊看的劇。。。現實生活中的謊言實在是多到要爆出來了呃。。。            
(2星)	 不要玩了……            
(3星)	 开头那几集真的看不下去，各种女人勾搭中。            
(4星)	 都出完了..被砍了....            
(3星)	 看了一集，明显不如前两季。。。怎么他变的越来越不像有才华的人，而是变的像流氓。就算人家是野路子科学家也不能这样吧            
(4星)	 好多人都说越来越不好看，剧情越来越假，Tim Roth的表演越来越做作，但我还是一直挺喜欢的，被砍了好心痛~            
(4星)	 终于看完了……最后一集埋下不少伏笔。            
(4星)	 2天看完，已经完全不关注剧情了（突然想起来有一集讲了扎克，虽然此扎非彼渣，但是大家都知道影射的是谁吧……），完全只看大叔、萝莉的表演（我的口味是不是很奇怪= =||）            
(4星)	 Besides personal emotion，其实我都几受落哩种模式，不过对大叔无甚大爱才拖拉至今先睇完。好不容易Lightman在女儿面前承认对Foster的是love，但已无S4了，收视即一切的美剧，连GG咁无营养相互乱搞一轮都撑到S5了，所幸TBBT也没被腰砍，秋季还有所期待。             
(2星)	 寡淡，扯            
(4星)	None
(5星)	 富有人格魅力的男人            
(3星)	 套路了            
(4星)	 所以这个是最后一季了吗？里面的男男女女我真的好喜欢的。            
(4星)	 ...            
(3星)	 已经远远没有1、2季精彩了            
(3星)	 這是不斷重複嗎?             
(4星)	 确实比第二部有意思多了……            
(3星)	 还可以，看完第一季就可以了，以后就审美疲劳了            
(4星)	 没有lie to me的日子，心里头真痒痒...            
(5星)	 他女儿也很搞笑            
(4星)	 FOX为啥把它腰斩了呢T T            
(4星)	 每一集 都很认真的看             
(4星)	 矮油 知道你是真愛她啦 雖然你是個流氓但也是個情種歐            
(4星)	 就这样让老板跟老板娘卡在了结尾有木有…第四季还被砍了有木有…            
(3星)	 第二第三季真心不好看~            
(3星)	 被我自己砍了。            
(NA)	 第二季前半部分剧情比较无聊，后半季还好。第三季添加了新的案子，比较有意思，不过对于有点像普通的破案片了，行为分析越来越那么回事了。。。            
(5星)	 吊儿郎当的cal            
(2星)	 都一个套路            
(5星)	 foster            
(4星)	 确实该cut了...不过父女戏真是全剧亮点啊  love Em sooo much!            
(3星)	 越来越不精彩了，怀疑还会有Season4么？            
(2星)	 我一直很疑惑这第三季和前两季水平上的脱节是为什么?            
(4星)	 据说第四季有望啊~还是爱~            
(4星)	 亮点变成了两位主人公的暧昧戏.....            
(5星)	 i love lightman            
(5星)	 其实我觉得还好了，只是突然窜出来一个莫名其妙女警花，感觉这一季的却没前几集好看，但是也不至于要砍啊。。。。。。            
(4星)	 喜欢他女儿。            
(4星)	 在医院看完的第三部，看着别人，忘了自己的痛            
(NA)	 第二季已然弱了点。第三季完全米看点的说            
(4星)	 前几集有点无聊，后面好点儿            
(5星)	 第三季剧情弱了一些~            
(4星)	 没有第二季好看 感觉            
(4星)	 感觉比第二部好~            
(4星)	 到此为止！绝对不看了！            
(3星)	 不如第二季……成功被砍……            
(3星)	 不知为什么 看不下去了 勉强看完了第三季 没什么感觉了 三星全是为了第一季和tim roth            
(4星)	None
(3星)	 这季在搞毛啊，不争气被腰斩啊！            
(4星)	 唉 发现后面都一样啊 没打大兴趣了 难怪砍了            
(NA)	 听说没有第四季了~！！！难过！！            
(4星)	 个人感情方面，还是希望它继续更新吧。。。恩恩！            
(3星)	 么兴趣看下去了            
(4星)	 Lie to Me 就这么草草的被FOX阉割掉了.. 伤心!!!            
(5星)	 嘿嘿 会一直追着看的            
(3星)	 找不到看第一季的感觉了            
(4星)	 lightman 简直像个有多动症的孩子！需要这么夸张的演技吗？延续以前的就好了，不许要这么紧张！再多动也没有以前的剧情呀！            
(4星)	 竟到此为止了            
(3星)	 表示木有欲望追下去了。            
(5星)	 美好与真相不可并存。            
(5星)	 哇……终于全部看完了。一个时代终结了。好朋友离去很不舍啊。梦醒了一般。|Eli发疯那个地方太有意思了~没有机会交代清楚lightman对eli的所谓测试是怎么回事还有eli究竟怎么就稳定下来了以及lightman跟forster的发展还是挺遗憾的            
(4星)	 感觉前两季比较好?            
(3星)	 编剧才尽liao~            
(NA)	 就这样end了            
(4星)	 希望lightman跟gillian在一起，又怕他们在一起！~~            
(4星)	 理论本身一小般，不是大叔气场够痞子估计撑不到第三季已经被咔嚓了。喜欢大叔家的小萝莉~~            
(3星)	 三星半            
(5星)	 感觉第四季要拍不下去了，剧情实在不好编剧呀。            
(4星)	 不错，很有挑战            
(5星)	 ...            
(4星)	 看来编剧是不支持“死亡医生”那一套的；精神病院的医生权力够大的，真可怕！            
(4星)	 没有了。。。就这样没有了。。。            
(5星)	 我会怀念的            
(3星)	 到这份上 就被砍了            
(3星)	 光人最后说爱福斯特诶……            
(4星)	 不是很佳，是预算不够吗            
(4星)	 Lightman大叔看完，我这么喜欢的一部剧就这么被砍了，桑心啊……寄情泛美和Zooey吧，新开剧要给力啊            
(3星)	 审美疲劳 情节大同小异啊            
(3星)	 莱特曼大叔让我撑到第十集。后面三集实在看不下去了。            
(3星)	 感觉没有以前好了            
(NA)	 Finally he said he loves her~~~and the show over~            
(4星)	 麻痹的为什么被砍了。。。            
(2星)	 第三季很无聊 本恩被搞去做文职 灯人博士继续耍流氓 那个女警察也很莫名其妙…真是的            
(4星)	 看到第九集等不到了，被砍了。            
(4星)	 吊儿郎当的主，不过也有味。            
(4星)	 也不更新了            
(3星)	 不要只为了突出LTM就把所有人当傻子            
(3星)	 it`s may not that useful ,but it`s cool            
(4星)	 EP9 amanda你到底是谁呢！@！            
(4星)	 FOX你肿么能这样对我╮(￣▽￣)╭。            
(5星)	 FOX你大爷的，你为啥要给我砍掉啊！虽然第三季实在也不是很好看，可是可以修改剧本啊！我的大叔啊！！！！            
(3星)	 越看越让人失望            
(3星)	 看到第三季就觉得有点无趣了，剧情弱了很多，没有前两季那种 “啊，结局竟然是这样！！！”的感觉了……            
(4星)	 Lightman最终还是承认了。            
(5星)	 就这样被砍了。。。我的大叔            
(3星)	 后劲不足哇 后劲不足            
(4星)	 结局看得我好纠结啊。。我滴Foster啊~~~就这样结束了，好不舍啊！！！！！            
(3星)	 看第一季的时候很有兴趣，第二季就不行了，第三季就更差了，所谓每况愈下么……            
(4星)	 你注定孤独。            
(4星)	 唉 没了            
(3星)	 lightman越来越arrogant，看不下去了            
(3星)	 打游戏那样每过关一级就得面对更大的难度，这第三季的大难度把男主角给弄得复杂了，复杂得着实噪。有趣的是，最后一集是以互联网创业年轻争夺股权为主题的，非常与时俱进啊。            
(4星)	 没第一季好，但好过第二季            
(3星)	 如果不是Emily我简直要坚持不下去了            
(NA)	 喜欢！            
(3星)	 已经有点厌烦了，为毛你们俩还不XXOO...            
(3星)	 应该是比第二季好看些，好歹我看下去了。如果没记错的话，Dr.以前在看人表情是没离人那么近吧，还歪着脖子。            
(4星)	 更新到第13集就木有更新  泪...            
(4星)	 我知道为什么被砍了，一般长久的美剧每个人的性格都要丰满起来，而这里很多人的分支都不继续往下提了，比如locker，这样看着看着观众就不会看了。而且这样结尾也没个头绪，好歹对foster说句吧。有点遗憾。            
(NA)	 确实是拍不下去了。。。            
(4星)	 一气呵成            
(3星)	 明显没有前两部吸引人了。。。。唉            
(3星)	 这一季，真的灰常灰常无聊......            
(3星)	 前两季我已经忍了男主的个性，因为识谎的能力，因为推理的好看，但第三季已经像个看相算命的看看就破了案，没有了此剧之本的识谎过程，也就没必要忍他的自以为是和故作姿态，本来Ria和Loker挺有看头的结果也不发展了，剩下的其他部分实在没啥吸引的，看不看都感觉无所谓，砍了时也不觉得可惜。            
(4星)	 这么好看的连续剧为什么没有了？            
