http://movie.douban.com/subject/2140064/	栋笃神探
(3星)	 子华兄，待我有空，继续把你看完。。。。            
(4星)	 天啊……结局啊啊啊啊！！！            
(5星)	
(5星)	 再看一次～            
(4星)	 看了不完美的结局似乎也不错            
(4星)	 就是剧情简单了些  其他都好            
(5星)	 喜剧片,ADA演这种片得心应手了,结局惨点            
(5星)	 原来我看过两遍这么伤神的结局，哭的惨。。。。我唔要，我要happyending            
(NA)	 想当年课堂上植入式广告的样板啊            
(4星)	 好好的喜剧为什么整了个sad ending！            
(5星)	 看着作栋和薇薇一路打打闹闹自己也笑了一路~借用一句话评价：俗世真情~结局真的让太多人嘘唏，也让这部小成本成为了2004的经典之作~            
(5星)	 经典，蔡少芬跟魏骏杰一起的时候非常搞笑！最后的结局太感伤了，不过整部剧的基调其实微微也有些感伤的。            
(4星)	 黄子华哈载！            
(5星)	 ……无法用语言形容……有是一部刻骨铭心的剧……            
(5星)	 大爱子华            
(4星)	 喜欢莫作栋            
(4星)	 编剧作孽            
(5星)	 若要人不知，智商别太低。            
(5星)	 子华 劲抽            
(5星)	 曾经的很爱。            
(5星)	 疯了，竟然是悲剧            
(5星)	 当成喜剧片看还不错，当成推理片就算了。            
(4星)	 这么有喜感的电视结尾却悲情，囧死。            
(5星)	 好想去看栋笃笑            
(4星)	 补看了happy ending  还是钟意原来的悲剧结局点...顺应民意反而显得太刻意了..            
(5星)	 我不介意这悲剧的结局，但讨厌的是湿润的眼睛又需要执行烘干处理了……            
(3星)	 没有绝代商娇好看            
(4星)	 Someplace good            
(4星)	 没有绝代商骄好看            
(4星)	 导演好嘢啊.个结局咁衰咁讽刺.!!            
(5星)	 翻翻翻煲喇又            
(4星)	 案件简单。。但黄子华很搞笑。。。如何结局都能接受            
(4星)	 太搞笑了~            
(5星)	 女常人真系又靓又le。            
(5星)	 重溫完畢~            
(4星)	 四星半            
(5星)	 为什么要把美好撕碎给我看？            
(5星)	 黄子华的魅力唔得顶！            
(NA)	 看完，，第一句感叹是。。VIVI果然是扫把星。。。            
(5星)	 翻煲中..            
(5星)	 黄子华！@@有爱~！！            
(5星)	 沒什麼好說的,全因我愛黃子華.            
(4星)	 黄子华好搞笑            
(4星)	 又是有点拖沓的结局 最后还伤心下~~~总体还是很好笑哈 很喜欢黄子华和ADA的合作 ADA可爱死啦!PS：更喜欢麦SIR 他的爱比阿栋看上去更自然更舒服 也有可能是先入为主的关系 HOHO             
(5星)	 = =就是被老头这部剧骗去当fans了！            
(5星)	 黄子华不是盖的！已收藏此剧，待日后慢慢回味再做点评。            
(5星)	 哈哈哈哈……            
(4星)	 没有&lt;男亲女爱&gt;那么好看了.            
(5星)	 最后竟然死了……悲剧……不过死得很有美感！最后Ada的单人婚纱照，让人感触颇多……            
(3星)	 最近看商骄，又勾起了重温栋笃的兴趣            
(5星)	 结局怎么可以那么悲哀~~。            
(NA)	 子华的栋笃笑，哈哈~            
(NA)	 我觉得挺好的，挺好的，挺好的...            
(NA)	 我恨一个搞笑风格的港片一路搞笑下去，突然搞个悲剧结尾，煽情很好玩吗？            
(5星)	 好好看            
(5星)	 至爱之作，无论演员还是剧本都喜欢透了，剧情轻松搞笑也带点悬疑。结尾，不说了，看了会被震撼，前提是改版前，因为有两个结局。            
(3星)	 莫作棟.            
(4星)	 原来有两个结局……            
(5星)	 编剧不错，ada不错            
(3星)	 除了子华 什么都没有            
(4星)	 目前为止看到最好的港产破案喜剧            
(4星)	 为嘛要让莫大叔死？？？？？            
(4星)	 我绝对要杀了想出这个结局的人，明明很欢乐，最后搞的人抑郁~            
(4星)	 超搞笑！            
(5星)	 为什么不能给我个happy ending????喜欢黄子华的演绎！！！不甘心于是搜到了一个happy ending...            
(4星)	 搞笑的黄子华            
(5星)	 线索果然够弱 DAYO果然够气场 我果然够爱他 许久没有能坚持看完一部电视剧还准备重看了~             
(3星)	 不错的，就是案情弱了点，结尾有点凄惨。我真希望詹跟VIVI在一起啊……            
(5星)	 超级喜欢的2个            
(5星)	 喜剧开场悲剧收场。大结局郁闷了很久。。怎么能这样结束呢。。。            
(5星)	 黄子华            
(4星)	 我爱黄子华            
(5星)	 悲在喜中浸。            
(4星)	 http://www.imdb.com/title/tt0852720/            
(3星)	 TVB都是用来打发时间的。            
(5星)	 前两个故事有些无聊，从拾来集开始慢慢精采搞笑起来……好剧            
(4星)	 没想到是悲剧！            
(5星)	 赞。。。            
(5星)	 欢乐结局没有哇，我看的是虐心版……            
(5星)	 力荐 好笑死了            
(4星)	 结局不喜欢            
(NA)	 喜欢的TVB剧之一            
(5星)	 突然喜欢上蔡少芬.            
(4星)	 不得不承认，看到最后果然变的喜欢黄子华了            
(5星)	 韩君婷Belinda Hamnett － Mary魏骏杰 Marco Ngai  .....罗蜜欧 Romeo            
(NA)	 超爱黄子华哒~            
(5星)	 当时暑假天天追，从此就喜欢黄子华了            
(NA)	 太爱太爱这部剧了            
(5星)	 我的最爱！！！！！！！！！！！！！！            
(4星)	 黄子华很幽默~~~里面的英文插曲很好听            
(5星)	 自然是最爱的TVB剧了。。BS编剧的烂结局，坚决不接受。。            
(5星)	 一部以悲剧收尾de喜剧...            
(3星)	 只看過一半.            
(4星)	 过程好过瘾，结局好惨淡……            
(5星)	 Vivi不愧为女长人，不过她的懒音真系……            
(3星)	 领工资 一半是给你做事 一半是让你受气~ 只记得这句话了            
(5星)	 最喜欢的TVB剧            
(5星)	 黄子华，大赞            
(4星)	 黄子华演技很不错            
(4星)	 看过的都会爱上莫探员。            
(4星)	 黄子华好搞的，哇咔咔~~~~~~~            
(4星)	 为啥是悲剧呢..555...            
(4星)	 好鬼搞笑            
(NA)	 除咗有警句仲有火花            
(3星)	 ＴＶＢＺ这部不杂滴            
(3星)	 话说这个家伙那件披风上衣是不是学跳跃的大搜查线的织田啊....            
(NA)	 黄子华太赞了            
(5星)	 ！莫作栋~vivian~            
(5星)	 当年看那个结局太让我纠结了，这么搞笑的过程为啥会有这么悲的结局。可能是反差太大了吧……            
(5星)	 情节紧凑，表演幽默，黄子华太太太太cute了~就是结局让我很不爽            
(4星)	 完全忽略掉法证、法医的纯推理片，男主不帅，女主不聪明……我都可以接受。谁让莫探员的老爹曾经也萌过，谁让剧一直很欢乐，谁让罗密欧出狱后的造型那么……但是你能给我一个喜剧应该有的结局么。PS：虽然后面搜到了完美版结局，但是这次没有事不代表以后好吧！我爱的莫探员长命百岁啊！            
(4星)	 黄子华太有爱了。。不过这种剧年岁有了就不好看了。。            
(3星)	 总在想2000后tvb剧对我失去吸引力的原因，人物很出彩，可是案件跟《刑侦》《鉴证》等比实在弱爆了            
(5星)	 黄子华！！童年记忆！！            
(5星)	 看了一晚上黄子华的栋笃笑，然后不经意搜到了这部电视剧，然后过年这几天没事儿就在家看几集，终于看完了···很棒的电视剧···            
(5星)	 都很好，除了结局，TVB不都是happy ending咩？~            
(4星)	 案情浮云，栋笃笑经典            
(4星)	 当时记得电视播了2个结局- -。。            
(4星)	 结局毁了一切！！            
(5星)	 到现在还记得黄子华在剧里的口头禅，好看！            
(4星)	 笑死            
(4星)	 又是反高潮！我恨反高潮！            
(5星)	 无限星            
(5星)	 我又多了个爱人~            
(3星)	 以前在网吧看的，结尾也不错            
(4星)	 莫作栋最后居然还是死了。。            
(5星)	 不作为探案剧看，完全被这两个萌货笑shi。不晓得算不算我的TVB剧里最搞笑的一部。            
(NA)	 从这部剧认识黄子华的，真喜欢这个男人，越看越有味道！            
(4星)	 这结局真无语            
(NA)	 卧槽这结局是搞什么飞机啊！！            
(5星)	 案子挺简单的，但是真的很好笑~            
(5星)	 港剧里面我的TOP 10，绝对是            
(4星)	 想不到的悲伤结尾，却如同慧慧那白色婚纱在眼里和心中定格。            
(4星)	  黄子华&amp;蔡少芬陪你一起无厘头，最后很感人             
(5星)	 本只想随便看看，结果却欲罢不能。。。            
(4星)	 我第一次认识了黄子华            
(5星)	 很搞笑、开怀大笑，可后面来了一个意外的杯具，不过只是一个悬念，也许只是空虚一场。去年12月已经在拍第二部，很高兴黄子华还在，很是期待。。。            
(NA)	 黄子华的魅力在于看透。            
(4星)	 vivi：“我图你什么？图你帅还是图你有钱？还是图你顺路搭顺风车？我图你神探，就会抓贼？你这没用鬼，腿短又哮喘……”说完之后甩手离去。    经典            
(5星)	 最后一集有感动到。            
(5星)	 五星比晒黄子华            
(5星)	 栋笃掌门人            
(5星)	 想当年这电视剧是有多热啊            
(4星)	 黄子华拍的片子都很搞笑            
(5星)	 非常喜欢，不管是音乐，还是这两个人之间的不可思议的猿粪，甚至最后那个结局。我当然指的是那个不是喜剧的结局。。            
(5星)	 怎一个好看能概括的？？喜欢黄子华            
(5星)	 = =谁告诉我这么快乐的剧。。干嘛搞个那么坑爹的结尾骗眼泪！！            
(5星)	 看了两遍！很感人啊~~~每次看结局都哭~~            
(5星)	 绝无仅有的莫作栋。。。            
(5星)	 2012新年第2天，看第二遍了，轻松又真实，最喜欢这部了，虽然结局真的。。。            
(4星)	 蔡少芬和黄子华在里面都很讨喜，有意思极了            
(5星)	 非常搞笑！黄子华和蔡少芬配合很默契！            
(4星)	 四星半，半颗星因为最后该死的编剧把我的黄子华给编死了。            
(5星)	 10星！            
(4星)	 普通话广东话各看一遍……            
(NA)	 重看依旧觉得好好看好好笑好感人            
(5星)	 睇了N次都唔厌!最爱黄子华!            
(5星)	 体弱的莫作栋，出色又幽默的分析            
(5星)	 笑到肚子都痛埋            
(4星)	 尼玛黄子华笑死我了哈哈哈哈哈            
(5星)	 还是以前电视剧让人怀念不已            
(5星)	 黄子华。。            
(5星)	 黄子华出手必属精品！！            
(4星)	 过程很欢乐，结局很玄。记得小时候很喜欢沾沾，现在重看却更爱短脚哮喘仔。            
(5星)	 黄子华拍过的tvb剧都很好看~            
(3星)	 ……欣赏不来            
(5星)	 除了这个鬼结局……            
(5星)	 喜欢黄子华            
(3星)	 结尾实在是让人大跌眼镜            
(4星)	 挺逗的            
(NA)	 悬疑破案过程中黄子华放荡不羁的形象深入人心，另外蔡少芬保险女强人姿态刻画也入目三分。从黄子华身上看到当年状王宋世杰3中赖三的风采，十分精彩            
(4星)	 HE更好吧？！            
(5星)	 又瘦又矮，不帅又邋遢，还有哮喘，但是个好警察，但就这样闭上眼睛。            
(4星)	 一开始比较乱，后来还是蛮有意思的。            
(5星)	 好看好看~            
(5星)	 前两天重温了，挺好看的            
(5星)	 此片是04年收视率第一名~我想若是放到现在第一也非他莫属~总觉得不止是大陆片港片也还是曾经的曼妙些~            
(5星)	 很经典~李慧慧和莫作栋的人物形象都很饱满,结局很出乎意料            
(4星)	 我觉得结局其实是开放性的  他是活着的  这是喜剧！！！            
(3星)	 弱智片子欢乐多。            
(5星)	 刑侦剧的新思路新突破            
(5星)	 9.5莫探员，最后竟然就这样走了。。。。。            
(5星)	 莫探员你点解要死？你静静的躺低、闭眼、她那厢幸福的憨笑，然后终结。这样的结局到底是精华还是糟粕？            
(4星)	 希望结局一定是美好。            
(5星)	 好看...好玩得很            
(4星)	 结局呜呜呜呜...            
(4星)	 蔡少芬都唔好玩……            
(5星)	 没办法，结局不好也还是好看。            
(NA)	 这个男人太强大。            
(5星)	 片子的前半部分，莫探员妈妈这个关子卖得好！            
(4星)	 真没想到一部港剧看到最后居然有些伤感。。。就记得莫探员安慰李慧慧的一句话：那，老板给的薪水一半是用来做事，一半是用来受气的。呵呵，正解。            
(NA)	 剧情紧凑，演员又好，黄生好嘢！ADA都做戏好好！            
(NA)	 对黄子华式幽默和打扮都很无感，大家都不喜欢雪妮，唐文龙总演头脑简单型，男主女主算是日久生情么，收视率超过金枝不至于吧。            
(5星)	 你个喜剧，非学人家悲剧结尾，5555莫探员            
(4星)	 我恨悲剧结尾！我就喜欢happy ending!            
(4星)	 现在在陪舍长看第二遍 喜欢邋遢神探 不过结局不要这么悲伤啊 唉 又看了一遍 快被编剧气死了！！！！无良坑爹死编剧！！！要不要这样折腾人啊！！！            
(5星)	 本以为是诙谐轻松的搞怪侦探剧，但结局却有点伤~~            
(5星)	 黄子华~~~不喜欢结局！            
(5星)	 不停地怀念，不停地笑又不停地悲伤。            
(4星)	 那是年少各种剧~~            
(4星)	 罗密欧，呵呵            
(4星)	 哈哈哈哈哈哈 哈哈哈哈哈哈哈 希望IPTV能上&lt;男亲女爱&gt;啊            
(NA)	 绝对好看啊！！！TVB的又一经典！！            
(4星)	 也许从这部开始吧，TVB喜欢在警匪、探案、法庭戏的结尾，放各种各样的虐情结局，即使整个剧集的风格和这种大苦情结局完全不搭，到潜行算是又一高峰            
(3星)	 杀手一般在开始就知道是谁了，然后剧情怎么都感觉是在做陈述句。            
(4星)	 李慧慧就是我的梦中情人，一辈子的……            
(5星)	None
(5星)	 爱死黄子华了            
(5星)	 这才是刑侦剧 这才叫有看头！！第一集的推理就让我眼前一亮啊            
(5星)	 开始几集很狗血，吵吵闹闹的，但后劲儿十足，长短适中，看完大呼不过瘾。            
(5星)	 结局追个贼仔时讲左几次：死就死啦。跟住就死左。睇果段追贼戏都唔知笑唔笑好。边有人甘样编剧嘎，玩弄嗮d人噶感情。我X            
(4星)	 原版的结局值5星，所以也不需要找补拍的happy ending弥补遗憾，从彼此擦肩而过，音乐停止，就注定了结局的不完满。最后的最后，莫作栋仰望天空，无奈地扯出一丝笑容，我想如果当时他还有力气说话，一定会说“既然让我醒翻，还玩我什么呢…”而一切的感情全都凝固在最后一个笑容上，尽在不言中。。            
(5星)	 好看啊，黄子华赞啊。就是tvb原来那么多年前就喜欢弄这种ending,多年不改，一直被投诉也不改.....            
(4星)	 漏洞挺多的，但很有趣。我好喜欢詹霑啊！！！            
(NA)	 早知结局是悲剧我就吾睇啦            
(5星)	 很喜欢，无可取代！            
(4星)	 编剧太坏了 干什么要写死莫探员T-T 扣你一颗星            
(5星)	 喜剧之王和蔡美女的完美合作。            
(5星)	 大爱黄子华啊·~初中看过一遍 七年后再看，华哥还是那么帅~            
(4星)	 最近才看 好看~~蔡少芬的角色蛮突破的            
(5星)	 黄子华是我大爱的男人类型 有智慧 有内涵 有才华 又幽默 外形有点小痞子的感觉 还有点贱贱 综合了这么多因素还是很可爱            
(4星)	 Ada+子华，活泼极了。黄生，点解你的不羁和小小龌龊总掩饰不了你悲情的命运呢？            
(5星)	 情商高的男人            
(4星)	 大爱黄子华!            
(4星)	 黄子华，YEAH            
(5星)	 Oct 22nd, 2011iTV            
(4星)	 这个组合注定这部剧表现力很抢眼 但是Case解决的过程实在是。            
(5星)	 活宝冤家结缘记。悲剧是结果，喜剧是他们的过程。            
(5星)	 推理 搞笑经典            
(5星)	 每一集都有爆笑的点，但最后一集哭惨了，点解啊！！点解要是悲剧结局啊！！！            
(4星)	 看的bd结局啊。。好吧。。。喜欢悲剧结局。。黄子华多看还是不错的            
(4星)	 都ok好睇既。。。            
(NA)	 难道是翻版日剧经典《律政英雄》？            
(5星)	 经典的无语了            
(4星)	 好像是08年看的，我对任何沾边悬疑破案的片子都没什么免疫力，不过里面让我印象最深刻的居然是罗密欧--魏俊杰，喜剧路线超级适合他。            
(5星)	 爱死莫作栋这样的。            
(4星)	 完全爱上子华~最后一集好感动，子华为什么总那么让人心疼。很喜欢蔡少芬和子华在这里的感觉，真好的两个人。还好我看到了那个后补的幸福的结局，不然真的太残忍了。            
(5星)	 这部是别人推荐的，一贯不对路子的人，难得这个推荐倒是出乎意料的好看。黄子华真是栋笃啊……赞一个……然则真是不明白为啥要个悲剧结尾，虽然后来补拍了一个喜剧版……囧……为了骗人眼泪而骗人眼泪不好吧……TVB你就应该欢欢喜喜的惩恶扬善啊……            
(5星)	 又把这部翻出来完整看了一遍，经典就是经典啊。当年黄子华+蔡少芬居然没有拿下最佳拍档的奖真是令人（包括两位自己都）匪夷所思。            
(5星)	 案件好、搞笑好，但多了个烂尾结局，第25集超没有必要，24集后直接结婚就好了            
(4星)	 大爱黄子华            
(5星)	 我爱莫作栋....            
(4星)	 明明是部搞笑欢乐的片子，为什么最后给我搞个悲伤结局？            
(5星)	 重温了一遍。还是不喜结局。哭死了。            
(5星)	 如果没有最后另外补的4分钟多完美结局，我会恨死编剧，每天诅咒他，好喜欢黄子华，真好看。            
(5星)	 好久以前就看过了，只是一直对黄子华的死有点耿耿于怀。一直不想像他这样的人就这般逝去（无论是剧中人物还是真实人物）。            
(4星)	 当时上课无聊 随便下一片放手机里头看的..没有想到还是那么的好看..黄子华的片都很不错后面就看了绝代商骄!~            
(5星)	 Ada 和 Dayo  超合衬            
(3星)	 探案剧的更替速度太快，7,8年前的片子已经快看不下去了，无论当时有多么火。            
(5星)	 赞，虽然结局很悲&amp;推理太烂。之前一直觉得莫作栋很烦，后来慢慢到了他扮人妖赶走罗密欧时心里有小小被打动一下，24集的间接表白两人的表现更是妙到极点，结局太震撼了，无法接受啊            
(4星)	 黄的表演无可挑剔。            
(5星)	 就记得魏俊杰和蔡少芬的恶斗了！            
(5星)	 哭死，黄子华：）~~~~            
(4星)	 莫作栋啊！黄子华啊！            
(5星)	 笑得我合不拢嘴 太经典了！            
(4星)	 黄子华，哈哈。。好好笑的片子            
(4星)	 黄子华牛逼！            
(5星)	 好欢乐啊，这么不矜持的男主和女主。自行脑补两人幸福生活。            
(5星)	 很喜歡這部的~~喜歡黃生受老姐影響啊！！            
(5星)	 ！！！！！！！！            
(5星)	 前几天又翻出来看了一遍，看结尾的时候还是不小心哭了。喜欢莫作栋，他长得不帅，嘴贱，在某些方面很废材，但很清楚的知道陪伴你的男人就应该是这个样子给你心安。喜欢黄子华，专属于他的怪诞。你是我那杯茶。            
(4星)	 有意思~            
(5星)	 我想我看这部连续剧已经不下3次……经典都是值得的            
(4星)	 睇完呢个片，我觉得我可以刚少少广东话耶~            
(5星)	 笑死我了，当然，还是宿舍的固定剧，被迫看完的            
(5星)	 这部连续剧虽然TVB惯用了欢喜冤家的模式，案件也都显而易见，毫无悬念。但是不同的是结局没有套用TVB的皆大欢喜。虽然剧透知道最后莫作栋死掉了，所以后面有期待结果的成分，但是结局的几次铺垫，让人心惊胆跳，直到最后看到黄子华的唯美躺下和蔡少芬的单人合照。完全毫无悲感，讨得姐妹说我好是淡定。            
(4星)	 如果能拥有像莫作栋这样的男人，可能是那个女人的幸福！~正是因为现实生活中没有，缺失也是一种希望。。。            
(3星)	 魏俊杰自毁形象好痛心=-=            
(4星)	 剧情是恶心了点 但是最后的结局真是.....            
(5星)	 你懂的！            
(4星)	 案情很弱智，男主很邋遢。。。但还是部热热闹闹的好剧。。。但是为毛要搞个悲剧结局呢            
(5星)	 难忘栋笃笑，但是结局差强人意。。            
(3星)	 莫作栋还是回舞台表演栋笃笑比较适合~~            
(5星)	 当我还是一个初中生时，就被这部剧里有才华的子华叔给击毙了！（同理男亲女爱）            
(5星)	 2011-9-3；2011-11-29，黄生永远不会让我失望；2011-12-2，我爱你，不是因为你是谁，你是世俗标准下的谁，你是客观评判中的谁，而是我和你在一起的时候，那些快乐的时刻。Someplace Good，不见不散，但是在我没去以前，你要好好的            
(5星)	 以前系睇黄子华，宜家觉得蔡少芬先至最出色噶            
(4星)	 悲情脱力剧，蔡少芬好可爱！            
(4星)	 还好有个大团圆版的结局            
(3星)	 我不喜欢黄子华..            
(5星)	 无法被超越的最爱.            
(5星)	 忽忽~~   喜欢他的样子。。。散漫不羁，透着真性情。。            
(5星)	 很好。只是结局啊，注意这样悲伤            
(5星)	 你知道像我这样的装逼人士，从来不愿主动看港剧，更不愿让别人知道我看过这些电视剧，我可以忘掉所有的港剧，唯一不能忘掉的是莫探员那件脏兮兮的草绿色大衣和神经质的大笑。            
(5星)	 好喜欢黄子华~~~            
(4星)	 最后一集真纠结~~~            
(5星)	 笑死！！！！！！！好睇.....有重播就好啦            
(4星)	 最后一集把我打败了，有种烂尾的感觉，不过最后莫探员缓缓躺和李慧慧照婚纱照的画面不断转换的悲剧效果终于挽回了我的一点点好感，要不然就真的太恶俗了            
(3星)	 我承认这是部很老的片子了,剧情幽默,没想过是悲剧结尾,太令人遗憾了            
(4星)	 竟然是个悲剧。。。每个案子都能看出凶手是谁，不负责            
(5星)	 子华无敌            
(5星)	 子华，剧情的保证好吗！            
(5星)	 黄子华好有魅力啦，对蔡少芬无感啦，相比之下，更喜欢古灵精探的说，不过真的感觉古灵抄袭的这个⊙﹏⊙b汗，结局悲剧好讨厌@！            
(5星)	 简单的剧情和温馨的情感 又被结尾hurt            
(5星)	 经典笑作，百看不厌            
(5星)	 推理算不上多么的出色，基本凶手很容易看出来，但是演的很不错，港剧中常有的温馨感觉这里很浓哦~~喜欢黄子华O(∩_∩)O~            
(5星)	 就是觉得ada的角色实在太折腾了~ 各种倒霉 到处探路~            
(5星)	None
(4星)	 片子真的好好，但系，结局难受啊~编剧你让我揪心            
(5星)	  愿变这样一个偶尔冇运行却总能自我安慰的李慧慧，遇见一个口臭样衰却盛意拳拳的莫作栋。            
(4星)	 就是有点啰嗦，还有结局，55555            
(4星)	 受不了这种喜剧片来个悲剧结尾啊            
(4星)	 就是喜欢黄子华~            
(4星)	 黄子华很适合演这类的角色，和蔡少芬挺配的            
(5星)	 与你看完的第一部电视剧，很好看，很开心，结局的确难过            
(5星)	 隔七年再看一次，还是笑到地上去~子华和少芬配合得天衣无缝！！！            
(4星)	 昨天看完了，多希望再出第二部，25集没看过瘾            
(5星)	 最正就系黄子华，结局有点伤感            
(NA)	 结局让人无语            
(NA)	 上小学时追的电视剧了。。，            
(NA)	 搞笑            
(5星)	 爆笑 现在才知道有两个结局 一个杯具 一个喜剧 明显喜剧结局有点粗糙。。。杯具有点惨            
(NA)	 黄子华有才是到一定程度的。而且从来没想过蔡少芬也能演喜剧，而且演得这么好。            
(NA)	 没得说 那时看的时候觉得笑到不行 黄子华太有魅力了            
(4星)	 我想把编剧弄死            
(4星)	 坏人的坏都写在脸上，基本不用费脑筋去猜。不是侦探剧，更似舞台剧。理想的人格，理想的爱情。            
(4星)	 若要人不知，唔好咁低B            
(5星)	 永远的栋栋，永远无可替代            
(5星)	 现在这种很讨喜的港剧越来越少了。。            
(5星)	 居然是悲剧T T            
(3星)	 最近又在播了，翡翠台            
(5星)	 刚看完大结局。每一集都是有惊无险峰回路转，但结局却戛然而止。我一滴泪都没流，心里却比哭还难过。现在零点52分，看来是要失眠望空了。            
(5星)	 经典搭配。但是为什么是悲剧，果真是将有价值的东西毁灭给人看啊...            
(5星)	 至爱。            
(4星)	 黄子华!!!            
(NA)	 你我的栋笃十年啊            
(4星)	 喜欢黄子华            
(5星)	 把一个根本不帅的男人演得那么帅，神！            
(3星)	 据说是港式脱力系代表，黄子华不讨厌。。。            
(4星)	 第一次看全一部港剧- -            
(5星)	 好剧，不过结局很烂            
(4星)	 尼玛TVB嘛 搞什么悲剧结尾来虐人            
(4星)	 编剧你这个杀人凶手!!  不原谅你啊!!            
(NA)	 大爱子华            
(4星)	 栋，你回来啊~编剧有一种剑走偏锋的倾向~            
(4星)	 为何非得把喜剧拍成悲剧呢？sigh...            
(5星)	 太好看！太好笑！            
(5星)	 尼玛的一路没心没肺的笑啊笑啊，居然最后就挂了。不要这么搞吧。            
(5星)	 Vivien Lee有D嘈。~            
(3星)	  黄子华            
(NA)	 就这样吧，tvb的套路tvb的片             
(4星)	 黄子华真是杂劲啊 蔡少芬还是演此类傻大姐比较合适 比女强人神马的讨喜多了            
(5星)	 为什么让莫作栋死啊！！！为什么啊！！！你妹啊！！！            
(3星)	 不覺得女主角性格可愛            
(4星)	 9/10            
(3星)	 诙谐逗趣都救不了无趣的案件。            
(5星)	 剧情很搞笑，台词很有趣，喜欢黄子华和蔡少芬的搭档，两人的对话实在妙趣横生。99%的剧情很搞笑，一反常态的悲情结局反而使得莫作栋莫探员这个形象永恒啊。还想再看。力荐。            
(5星)	 重温~            
(5星)	 黄子华和莫作栋已经分不清了，搞笑中的爱情            
(4星)	None
(4星)	 钟意黄子华            
(5星)	 怪才 黄子华            
(5星)	 最后画面由彩色变为黑白的那一刻　真的忍不住难过　莫作栋只有一个            
(5星)	 电视剧8分，蔡少芬这么神气的表演加一分，魏俊杰颠覆的造型加一分            
(5星)	 可以反復看的一部劇            
(5星)	 能不能给六星？！            
(5星)	 黄子华依旧那副痞子形象，讲话也很讨喜。            
(5星)	 无敌港式脱力 最爱智慧腹黑男～蔡少芬的刁钻也无敌有爱啊～            
(5星)	 编剧去shi好么。还我莫作栋！！！！！！！！            
(5星)	 越看越有味道的剧，就像黄子华一样的。结局太坏了！            
(4星)	 除了结局其他都喜欢            
(4星)	 王子与公主幸福的生活在一起永远只存在童话。这样的结局，也许是要命的狗血，也许是真实的人生            
(4星)	 结局什么的，还因为民众不满而更改了呢~            
(5星)	 看的時候一直不明白為什麽分數高口碑好收視率比金枝欲孽還傲人 那些案件真的算不上上乘 甚至只有小學生水準 現在終於明白 我們看的不是幼稚的案件 而是那些人以及他們或失意或倒楣但還是很好笑的生活...特別是李慧慧和羅密歐風水輪流轉！看时讨厌现在怀念！開始對蔡少芬有好感雖然她嘰嘰喳喳又聒噪到死            
(5星)	 多年前在我心中留下的那滴眼泪。。。            
(5星)	 我恨死编剧的~            
(5星)	 太多经典台词真是应接不暇电视剧也可以笑到爆啊有木有！！！！！结局我就不想追究了。            
(5星)	 黄子华是一个非常奇妙的演员，蔡少芬对于这类型角色更是拿手，赞！            
(NA)	 又重看了一次            
(NA)	 非常好睇！中意黄子华！            
(5星)	 他们两个很衬，在一起时很SWEET.            
(5星)	 好片，笑死我了，喜欢黄子华和Ada，魏俊杰在里面也超搞笑。只是。。。只是。。。。只是。。。。。。怎么会是这样的结局，莫作栋怎么就这样倒下了呢，一个怯生生的女的就有这么大的力气，拿个玻璃瓶就能把两个大男人分别敲晕了，那些武打片里，拿钢管敲得满脸血都死不了，这是什么世道，太受不了了            
(3星)	 纯支持黄子华            
(4星)	 %&gt;_&lt;%是shi了么。shi了么。shi了么。为毛。为毛。为毛。            
(NA)	 没看全            
(4星)	 继续黄子华            
(5星)	 破案里面我最喜欢的一部。            
(5星)	 最近在重溫~笑爆了!!            
(2星)	 剧情让人很无语，生拼硬凑的。女主角那个啥，靠近她的人都非死即伤。            
(5星)	 哈哈真系好鬼死经典嘎！！！            
(5星)	 这个剧很精彩啊 简直是为他们量身打造的一样 但一定要看双结局啊             
(5星)	 有爱 死了%&gt;_&lt;%            
(4星)	 感觉还行吧，不过不能把它当做推理剧看……轻松一下还是挺好的~~感觉蔡少芬年轻的时候真是挺漂亮的~~适合演喜剧……最近看了甄嬛传的预告……那里面真的不行啊……            
(4星)	 虽然不是很搞笑，虽然剧情很蹩脚，但是当年收视率这么高还是有它的理由的。把撑起这部剧的主角弄死就最能让大家记住它啦 ps 蔡少芬其实还相当养眼哈            
(NA)	 不讨人喜欢            
(5星)	 看了三遍            
(3星)	 闹死了，但是还是蛮好看的。黄子华最好没死，否则过世的八戒会很失望的。            
(5星)	 黄子华，真正的才子。            
(NA)	 看了好几次。。。04年真的有很多好剧！            
(5星)	 栋笃子华            
(2星)	 《男亲女爱》好笑好多，只能讲呢出侦探剧真喺拍得唔好。            
(5星)	 越来越喜欢黄子华的演技还有风格，可是结局为什么这个样子呢。。。导演太操蛋。。。            
(5星)	 关于栋笃笑既系粤语既精粹 关于黄子华 系一个用心既并十分出色既演员            
(NA)	 经典~            
(4星)	 我看的好像是悲剧结尾的吧。            
(5星)	 好好看！！！            
(5星)	 还能再搞笑一点吗？哈哈哈            
(5星)	 爱我的人可以逗我笑吗 我可以逗我爱的人笑吗？少跑步吧亲            
(4星)	 有点小拖拉，剧情不够紧凑，案子还行吧，称不上经典            
(5星)	 明明前面那么开心的！为什么最后要是个悲剧！我恨编剧！！！            
