http://movie.douban.com/subject/5384549/	倾世皇妃
(4星)	 连城死了就开始快进            
(NA)	 集SM，N角恋，小白宫斗，家庭伦理，科幻医术，玛丽苏，穿越，重生，雷人，CP，万能女主，恋母，幻想的多种流行元素于一身的大集合，中国古装剧的巅峰之作，秒杀宫和新还珠。没有最雷，只有更雷。同时验证芒果台在雷剧的道路上越走越远。            
(3星)	 冲着华哥 给三星 原小说就够扯淡了改了更惨不忍睹 都什么乱七八糟的            
(3星)	 没看完。!            
(4星)	 跌宕起伏，情牵无数，结局我爱。            
(2星)	 这部剧里面的所有女人都涂很厚重很大片的红色眼影，所有男人都毫无道理的爱林心如。林心如在剧中是个性格完美，无锁不能的女人，名字还很好听。            
(5星)	 很感人啊，古装巨作啊，哭得我稀里哗啦            
(2星)	 你要雷死我啊亲=====【小雅雅】你还可以再圣母一点- -====欧也，孟祈佑死啦，小雅雅终于也毒死了一个人啦~正直的说，小雅雅逃出宫后的装扮比在宫里好看多了。要不要加一颗星呢，考虑一下= =            
(3星)	 马馥雅就是古代版的柯南，她到哪里，哪里就有人死，最大的不同是，柯南身边死的都是陌生人，而她身边死的都是自己人~            
(1星)	 我居然坚持把它看完了我都佩服我自己。。。            
(3星)	 前两集是挺雷 皇上太Q了 不太撑得起宫廷大剧 但是心如姐姐真是好看啊 一点不老啊 这张脸就值三星~~            
(3星)	 其实开始还可以，，，后面崩溃了            
(2星)	 跟妈妈看的是粤语，有些剧情还是觉得很不合理。唉，烂！            
(3星)	 编剧你敢在脑残点么！！            
(3星)	 哇 我居然也会看这种  表扬            
(3星)	None
(4星)	 前15集比较好看。。严宽长得太妖孽了，完美一张脸；霍霍演的连城令人心碎            
(NA)	 在妈妈的带领下，我...看完了            
(2星)	 演技太差            
(NA)	 从头到尾，只要是个男人都爱女猪脚，稍有心机的女的都嫉妒她，所有人都不顾一切的帮她。            
(3星)	 好喜欢霍建华！！！！            
(4星)	 霍建华好帅            
(2星)	 倾世雷妃~~~我不要~~~~好累！！！片头就搞吐我了，我为狠狠被虐的小霍哭了 艹            
(3星)	 还以为可以跟美人心计媲美，实在是失望，打瞌睡，扮相也不喜欢            
(3星)	 喜欢霍建华的造型，被秒杀了演员真养眼啊惠英红、戴春荣、王琳演技真好~            
(2星)	 删改太多，完全没有原著的感觉，不好看            
(3星)	 服饰、造型不错，但剧情越来越差。            
(2星)	 同学看的时候跟着蹭了点。。好吧我听说看了这片看了半集就胜似看过了，霍建华还挺帅的，多颗星。。            
(2星)	 只看了开头结尾 太扯了...             
(2星)	 远不及小说好看            
(NA)	 看了第一，二集 就不愿看了 多傻逼的编剧 哪有这样的皇帝。            
(3星)	 晋江小说            
(5星)	 喜欢，支持心如            
(4星)	 还是希望馥雅会爱上连城的唉～            
(NA)	 陪老婆看过一段时间！            
(NA)	 看之前比较期待的一部剧。刘连成这个人物的伏笔挺精彩，可没想到他就那么死了，好没劲，整部剧的整体性有点问题。林心如很好看。            
(3星)	 完全因为无聊才看的~~            
(NA)	      连城说：我要你知道北国也有春天     。     霍建华演得太棒了    我看这部剧   完全是因为他            
(5星)	 为什么评分那么低啊,可以说这部电视剧是我看过最好看的一部了,马馥雅与孟祈佑之间的爱情故事真的很虐心,我可是流了好多眼泪啊,从开始我就喜欢公主与孟祈佑在一起,还好最后真的在一起了            
(5星)	  好看~            
(3星)	 这剧足以看出作者编得莫名其妙了，确实有意淫自己倾国倾城的嫌疑，林心如挑中这个剧本实在是自恋了……不过不知道是作者自己写母爱的伟大勒还是因为惠英红之类演技太好，以至于完全把林心如神马的比下去了～            
(3星)	 断断续续的终于看完了。看到最后出现了赵匡胤，才恍然，原来这四十多集的故事都发生在五代十国啊！！！怎一个乱字了得！！！            
(5星)	 我只是为了霍建华和严宽的颜。五星不解释。            
(3星)	 我坦白我是冲着霍建华严宽等等各种帅哥看这剧的。演太后的都是老戏骨，演技真是不错，除此之外。。。女主玛丽苏圣母万人迷，各种狗血各种雷点~            
(2星)	 嗯。。就像舒舒酱所言，雷得很有诚意。            
(2星)	None
(3星)	 个人觉得这部剧没有美人心计的剧情精彩，缺少灵魂~            
(1星)	 剧情我就不吐槽了...尼玛为啥我帅气的纳兰祈佑变成了孟祈佑...连城更惨...变成了刘连城（榴莲橙）有木有！！！！馥雅变成了马馥雅有木有！谁能告诉我为什么要乱改姓！！！            
(3星)	 还好吧，2012年春假，愣是把这42集熬完。BUG频出，已没办法说什么了。王某人时常感慨，林心如到底几岁啊！            
(4星)	 其实这部剧期待已久，林心如这个女人在十几年的变化中就是不老。只不过美道长实在是太过了够狰狞，还有洪小玲可能是第一次演古装也有点过了            
(3星)	 看的我囧得很···            
(1星)	 简直玛丽苏到了令人发指的地步啊，白糟蹋了霍美人            
(1星)	 虽然演员都是喜欢的~但此剧雷点无处不在抵受不住啊~~公主要杀头孕妇孩子也能屏住不生的开头就奠定了它一路狗血的剧情~~            
(1星)	 陪同寝室一同学看了几集……            
(1星)	 跟着我娘看了集 看到XX国公主因为严宽朝她脸吐了口口水就疯狂无可自拔的爱上他我就瞎了 这是正常人能做出的事吗！这姑凉绝逼是个M吧！            
(3星)	 我承认：3分是给严宽的。            
(2星)	 无聊，水剧            
(4星)	 比想象中好，还是可以看看的。            
(4星)	 全死光了。。。这编剧。。。            
(NA)	 霍霍霍建华帅的勒……忍不住想多看几眼            
(1星)	 写出这种2B剧本，拍出这种2B电视剧的人统统应该拖出去打，为了赚钱可以就这么不要脸了吗？            
(3星)	 嚼得美人心计好看才看这个的。。。但显然还是美人心计好看啊。。。。            
(3星)	 其实挺虐的。。无比狰狞的一部连续剧。。还好看的时候在画图。。            
(5星)	 其实我真的很希望林心如和霍建华在一起，多配的一对呀~~            
(3星)	 没有美人天下好看···            
(3星)	 忽略剧情中很多的笑点，还好有三大养眼点            
(4星)	 因为霍建华多给一颗星            
(3星)	 虽然有霍建华和严宽 可是我还是看不下去了。。。            
(4星)	 霍建华 就那么可怜兮兮的一件衣服额..            
(1星)	 之前看过第一集，看到那个孕妇说，公主要被杀头了，我还生什么孩子啊，就毅然决定不看了。但是还是强忍着看完了第一集，发觉面对这些一直在给我们增加下限的电视剧，任何评论都是多余的~            
(2星)	 我是冲着霍建华看的，但是不得不吐槽啊，这与原著相去甚远啊，毁了~            
(3星)	 。。。。。。。。。。。这就是部喜剧= =            
(2星)	 人不错，剧情大雷            
(NA)	 完全不知道再放些什么。浪费时间去看了。            
(3星)	 嘻嘻，当时看得挺入迷的，好像没看完就扔一边了吧。有晋江的感觉            
(4星)	 个人觉得比步步好看些，因为的确赚我不少眼泪            
(3星)	 看到杜海涛和吴昕的时候，我一口水喷在屏幕上。            
(2星)	 太乱了。没觉得馥雅怎么好啊，那么多人喜欢有点没道理            
(4星)	 蛮好            
(1星)	 剧情狗血到要喷血了            
(1星)	 剧情极端拖沓！            
(3星)	 没看完            
(3星)	 终于看完了。。。好冗长。最爱孟祈佑。            
(2星)	 。。。吓到我了            
(3星)	 马度云是个好小子            
(2星)	 我爸妈 看了一段时间 我也 跟着看了一段时间  我表示 我是去看帅哥的  我表示  我很 肤浅            
(4星)	 喜欢把头发梳起来的霍建华~~很嫩~~但是不喜欢他总是为了个女人由于不决~~            
(5星)	 编剧肯定脑残了、、、不过帅哥还是很好看的            
(3星)	 服装不行，林心如老了，严宽和霍建华还是蛮帅的。女主是圣母啊有木有，剧情有点小白            
(3星)	 还是小说精彩。电视剧淡化了很多东西...            
(4星)	 严宽和霍建华的角色实际上很难抉择~            
(3星)	 狗血！！！！！！！！！！浪费霍美人和严美人的颜！！！！！！！！            
(2星)	 哭你妹..有完没完啊            
(3星)	 只为霍建华才看吖~~            
(3星)	 真心不喜欢严宽            
(1星)	 这么一部烂得出汁的剧居然能在优酷的电视剧排行榜排第一。            
(4星)	 人物关系好乱。没看完。            
(3星)	 愿得一人心，白首不相离。以真心换真心，信任一个人是多么的难得啊~整部电视剧42集，有一半都是肥皂和泡泡~超级喜欢花公公，要死了要死了~~~            
(4星)	 看到后面才发现有多狗血。。是个男的都围着她打转？！连太监都不放过。。是个女的都想对她下毒？？。。。制片人的YY罢了。。可惜了这么多位帅哥            
(4星)	 看过几集，太多了没耐心看。不过应该还不错            
(2星)	 玛丽苏大剧            
(1星)	 这剧忒傻了            
(2星)	 巨雷无比            
(2星)	 我都不好意思说我看过啊……虽然没有看完……            
(1星)	 我放弃了，看到一半实在是看不下去了。。。真不能怪演员，要怪就怪编剧吧。我吐槽不能了。。。            
(3星)	 哎呦喂            
(3星)	 呃……心如姐挑人还是不错的！就剧情实在太玛丽苏了，虽然已经做过调整╮(￣▽￣&#34;)╭             
(3星)	 演员都演得不错呀，也挺漂亮            
(4星)	 为啥评分这么低,反正我挺喜欢看的. 严宽演技完全盖过霍建华,连那个暗黑王子都让人着迷. 就是剧情太让人生气,这么多屈辱冤枉,看得压抑!中国古装剧有太多让人消沉不爽的负面影响,还是要多看看日剧,充满励志.            
(3星)	 第一集雷的我天雷滚滚。。。。。。以后的我觉得。。。            
(NA)	 从开始si到结尾，看来女主真的是天煞孤星！！            
(3星)	 看完以后特别的伤感，一个悲剧，主角全都死了，剧情还是做作。最触动我的没想到是韩昭仪和韩冥这段爱情。。。            
(3星)	 受不了女主……            
(5星)	 为什么分这么低 我挺喜欢的            
(2星)	 这个女人真能作。            
(3星)	 一个老女人不服老的玛丽苏剧             
(3星)	 林mm挺清丽的，果真没见老，不过编的太小白了，让人稍微有点儿受不了。            
(NA)	 把我看哭了，这年头的古装剧雷得很真诚。            
(2星)	 唯一的亮点恐怕就是林心如的古装扮相美飘了~人设性格不明显直接导致情节不连续而且可看性差，从头到尾每一个人事可以让人理解的。编剧啊~宫斗不是你想拍想拍就能拍。好吧，我也很纳闷为什么能看完，这是一种强迫症            
(3星)	 国产电视剧  凑合看吧              
(3星)	 看了一半，有点累人了跳了好多集然后……然后看到花爷爷领便当了就弃剧了……虽然有很多雷人之处特别是开头的部分不过，要不是这么拖沓冗长其实还可以的            
(3星)	 我当时是怎么坚持下来的=。=            
(3星)	 前两集比较雷 但是后面真的不错。演员很好。虽然篇幅很长，但是孟祈佑有魅力。            
(3星)	 剧情狗血了            
(3星)	 虽然剧情很扯 人设很扯 不过有人陪着看一起吐槽还是很欢乐的 啊 据说白豆腐结局苦逼了果断弃剧            
(2星)	 比美人心计差多了。。。            
(3星)	 我看完了！我看完了~            
(2星)	 和原版小说改动太多，，不行不行。。。。。。拍的不好看，完全没体现出馥雅的聪明，，说实话，心如这部还不如美人心计演的好。。。也许是剧本问题。。。MAYBE            
(3星)	 和小说基本上是两个故事= =            
(3星)	 三星给严宽和“腐蚀我心的眼泪”。            
(NA)	 还可以吧，只是为什么马馥雅就是不跟刘连城在一起呢？相比之下更喜欢林心如的《美人心计》            
(3星)	 这个改编改的面目全非，服装华丽，剧情就不太好评论了，就看演员吧，也都挺好看的，嘻嘻~~~            
(3星)	 林心如自导自演的戏。略无语            
(3星)	 姓马的命真硬，克死所有人            
(5星)	 霍建华不要帅得这么华丽丽好不好！            
(3星)	 着实很华丽~            
(2星)	 全是给霍帅哥的~            
(3星)	 网络文学适合幻想            
(2星)	 只能说她选错了人去爱。。            
(NA)	 跳着看的电视。。中间一部分不看。因为没有喜欢的男主角。。            
(5星)	 非常喜欢连心如和霍建华的精彩演出，支持            
(2星)	 好多Bug= =然后男二是我见过隔最久才出现一次的男配角。。。。            
(3星)	 比起美人心计差好远，编剧实在太烂，漏洞多智商低太狗血            
(NA)	 古代人怎么就能对一个人唯命是从的呢？哪怕这人昏庸无道。斗争来斗争去互相伤害，个个都是历史的尘埃，人生被他们演的真苦。            
(3星)	 为帅哥打的分。。。。剧情到后面简直狗血的。。。。可是我还是看完了竟然！            
(3星)	 看过原著，翻拍的显然还是差强人意。林心如演好了美人心计，馥雅的大气绝美，林心如的小家碧玉显然还是演的不尽人意。            
(NA)	 複雜複雜太複雜了！沒有很好看…            
(3星)	 剧情太虐了，很无语            
(1星)	None
(3星)	 1颗星给霍建华，1颗星给严宽。            
(2星)	 ........            
(5星)	 帅哥美女，看看还是挺不错的            
(4星)	 林心如就是后宫戏实力的保证。假如没有最后那几集就完美了            
(3星)	 吐槽的人还真不少啊，不过摒除几个雷点之后，其它我还是可以接受的，喜欢严宽和女主，霍爱的也太自私了，不过还是有被他感动到过，说什么北国也有春天什么的时候。忍不住热泪盈眶。。。就是觉得林心如演的人物都差不多，貌似没什么突破。            
(3星)	 没有太多亮点，与美人心计有点差距            
(3星)	 虽然与原著改了太多，但林心如演技还是不错的说~            
(NA)	 没看完，停在22集了，木有耐心看了            
(1星)	 无力吐槽            
(3星)	 又见心如，宛如旧貌换新颜......            
(4星)	 被严宽“惊艳”到了            
(2星)	 不知所云            
(3星)	 剧情好扯～就算有俊男美女养眼也不够啦～～汗～～            
(3星)	 前面很好看 后面太扯了            
(3星)	 为了老妈。。。            
(3星)	 其实，被雷得还是很欢乐的。            
(3星)	 比书有改动 不如美人心计            
(3星)	 (棄劇.)            
(3星)	 星星都给连城            
(3星)	 太嘘头了！其实不怎么样！            
(3星)	 男主演技 咳咳 有点败笔啊            
(3星)	 这部戏，大家都是去看演员的吧            
(4星)	 我觉得还挺好看的，就娱乐生活打发时间的角度来说            
(4星)	 这是我理想中的霍建华，理想中的痴情男人            
(3星)	 林心如在这里显老了            
(3星)	 雷点多剧情拖            
(4星)	 为了霍建华给4星~ 对林心如也无感。            
(3星)	 看到32就直接跳到大结局了。能不能不要把痴情男配当炮灰            
(5星)	 连城~~            
(3星)	 为霍建华打的分儿，顺道花痴一下，为毛觉着他在这里面就是个打酱油的啊！！！            
(3星)	 可惜了霍建华的颜 T.T            
(NA)	 窘。。。霍建华就是言情小说中秒杀万人而不自知的典型的男二！！            
(4星)	 服装有待进步、剧情不够流畅。            
(1星)	 看完了电视剧和原著小说之后，我只能说，那些说电视剧编剧很雷人的观众们，你们真的该看看原著作品。看完了你就豁达了，原来编剧已经把原著改的稍微能看一些了。= = 被忽悠着买了原著，发现根本就是作者就是玛丽苏么，天雷滚滚~~~            
(2星)	 好好一个严宽被你用成这样，糟蹋了美人脸            
(3星)	 剧中人物皆脑残。鉴定完毕。            
(3星)	 满雷人滴            
(3星)	 看在林心如和两位帅哥那么卖力的演出的份上，一人给一颗星            
(3星)	 从刘少康到燕青再到祈佑，严宽是史上最适合逛妓院的人啊            
(3星)	 只看了霍建华部分，不明白女一为什么不爱小霍。。。            
(3星)	 从头毒到尾 伤不起的那            
(2星)	 演员演得都还不错，剧情，剧情太伤不起了……为了小霍撑着看到完，结果……啊噗，雷到内伤……            
(2星)	 看的时候笑死了            
(2星)	 真不好看……            
(3星)	 看完了。怎么说呢，剧中人物到最后，有的死了有的走了，有人在临终前得到了一生未得，心满意足的离世。有的人则被欲望和贪婪逼到绝境，死有余辜。但是结局是好的，可喜可贺。不过看到大结局的时候忽然很想知道，电视剧开场时候鬼哭狼嚎的宫女和店小二最后怎么样了。            
(3星)	 看完书才看得电视剧，我相信了步步惊心说的话，那是一部最尊重原作的电视剧！            
(3星)	 制作还算精美            
(2星)	 蹭着看了几眼            
(NA)	 后宫神马的无感！            
(4星)	 虎头熊腰蛇尾啊~~~~~！！！结尾处理的太弱智太匆忙太草率了。前半部分还是不错的，特别是蜀国部分还是比较精致的。演员服化场景后期较色剪辑都应属国内现今电视剧制作的上品。可惜了结局啊。结局毁了。            
(2星)	 要不是霍建华。。。这个雷片绝对看不来的。。。。虽然还是很欣赏心如的 但是他还是老了 不适合偶像剧了。。。。            
(1星)	 我为我浪费的时间哭泣，是在太雷太烂了。            
(1星)	 就算有 建华兄   。。。            
(3星)	 其实，我真的很想给两星的，但怕对不起那些演员了。林心如啊，你好好的演戏就好了嘛，当什么制片人嘛。当就当了嘛，不要那么多错别字好不好啊，真不知道导演是干嘛的。大姐啊，那是卓文君的“愿得一人心”，不是愿得一心人“好不好啊，大姐啊，那个”一抔黄土“是读pou的好不好啊，不是杯啊！！！！            
(1星)	 这篇子还能上5分，有没有天理啊。            
(1星)	 妈的，多好的小说，多好的服装，多好的演员，怎么就被脑残编剧搞成这个样子了！！！！            
(5星)	 我承认，我绝对是外貌协会的！！！            
(5星)	 很宏大 挺好看的呀 怎么评分这么低 = = 、            
(3星)	 我觉得没有美人心计好            
(1星)	 玛丽苏剧神马的最讨厌了~~~            
(4星)	None
(1星)	 满满吐槽点，每次下班老妈都在看这个，大概也就这么点市场了 0 0            
(2星)	 你妹啊！到底哪个是男主！！。。姑娘啊＝＝你可是跟谁都没好好谈朋友啊！要不是我是霍建华的脑残粉我才不会看到现在啊！！编剧赤果果的神经错乱！！            
(5星)	 若是苛求便有些亵渎爱情友情亲情，近来难得的我不想拖着快进看的古装历史言情剧。            
(3星)	 心如姐，你太锋芒毕露了。            
(2星)	 又是一个玛丽苏白莲花~~~~~剧情还这么不靠谱            
(4星)	 除了有点玛丽苏，其他的都不错，演得不错，故事不错。哦，还有主题曲由点难听。喜欢严宽的角色～            
(3星)	 这三分是给霍建华的            
(3星)	 剧比较差……因为书写得就不好……难为我喜欢的林心如和霍建华了。。。            
(3星)	 冲着还算精美的服、化、道给3星            
(2星)	None
(5星)	 就是吸引着我了，怎么着吧！            
(3星)	 编剧不咋地            
(4星)	 还不错的一部片子~就是有点悲啊...            
(5星)	 虐死人的剧情，开头还算有喜感，之后就越来越伤悲，直到后来和主角认识的人一个一个的死去，虐心的可以啊。。。以后都不能看那么虐的片了。。。俺滴小心脏啊啊啊。。。            
(3星)	 结局太仓促。。            
(3星)	 跟书不一样啊不一样！最后的最后竟然喜剧了！！            
(3星)	 霍建华很帅……            
(2星)	 感受就是“真泥马。。。”三个字-  - 宽哥美演技好 两颗星都是送给宽哥的            
(3星)	 服装道具和化妆真的跟近这几年其他的剧相比，精良的多。但是剧情呢 ，有点拖沓啦，不过还是一如既往的爱林心如。            
(NA)	 台湾家族阴谋戏借了个五代十国的壳。            
(NA)	 编剧忘吃脑残片了 可惜帅哥了--            
(NA)	 后面的剧情还行~能看            
(4星)	 严宽太帅了！！！！！！！！！！            
(3星)	 很可惜看到最后全死了，怎么着也该留下几个好人吧。。            
(NA)	 终于看完啦!!!!!!!!!!!!             
(1星)	 能不能不要这么瞎            
(3星)	 一枚柿饼引发的爱恨情仇……倾世皇妃我不要……好累……            
(1星)	None
(2星)	 笑死了，各种雷。            
(3星)	 一星给林心如一星给男主们一星给马馥雅最后的选择，她的从一而终支持我看完的这剧。剧情跟主题曲一样的弱智,“倾世皇妃我不要好累！”,剧里的一切都理所应当，没铺垫没细节没根据，没原因的爱没原因的恨没原因的弱智，一切都是围着马馥雅这角色转悠……只能说林心如太爱自己了，也不会挑剧本只会挑男人            
(NA)	 林心如在本片中的表现没有美人心计让我惊艳。            
(NA)	 演技不错，就是情节累人，细节不足，龙套过多……            
(5星)	 没想到评价这么低。我觉得拍的不错啊，主角都挺好看，难得的是很多镜头定格后都是张很艺术的照片，加上剧情的烘托，很令人感慨。剧情也很精彩，让不看国产剧很多年的本人也天天追着看。            
(1星)	 那個霍建華你實在不適合披個毛...把你整個人都弄得更小不說還大頭噗,還有一個皇子吃個柿餅都噎暈過去.....這麼有失身份的劇情就算真有此事也不要演出來啊喂!!!!哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈!!!!!            
(2星)	 林心如也不小了，还装嫩...            
(3星)	 混在一起就乱了雷了焦了。。。拆开的话不行吗。。。ps惠英红是演得最好的，没办法香港的老一代演员真的会演的太多了，更可贵的是没有话剧范啊。。。。大概因为香港演员都是卖艺站台出身吧，科班话剧出身伤不起啊，简单地说就是演啥都一样。            
(NA)	 倾世皇妃？这货是“倾世祸害”！            
(2星)	 此剧本已经雷到我了。。。冲着霍宽恋我才撑到第八集啊啊啊！！！结果还是没撑住。。。。。            
(3星)	 霍建华帅啊，心如有点老了            
(2星)	 玛丽苏神剧~            
(2星)	 2.            
(1星)	 哎呀我的妈呀，不就是剧情不通的比言情还要言情的电视剧么，真是糟蹋了霍建华帅气的容貌，痴情的心。我最不明白的是，刘连城怎么就成了马馥雅的杀父仇人了，他那么不喜欢做皇帝，他又那么喜欢马馥雅，他脑子进水了么，怎么就成了杀父仇人了。他不喜欢马湘云，也没说跟她爹有一腿，干嘛要帮他抢皇位啊？            
(1星)	 陪着偶妈妈有一眼没一眼看了个大概，对这种又小白又圣母的剧实在缺乏好感。。。            
(5星)	 不是所有牛奶都叫特伦苏，不是所有艺人都叫林老板，不是所有人都HOLD住姐，不是所有人都是格格，不是所有人都是皇妃，不是所有人都是制作，不是所有人都让人这么妒忌，不是所有人都这么火，不是所有都老老少少都喜欢，唯有林心如，，唯有他，让那些妒忌的人去妒忌，做好自己是最重要的，让那些说我            
(3星)	 林心如演出来都一个圣母样。。。这部剧看看娱乐一下可以，小白小说，编剧应该好好改改再拍            
(3星)	 没有真正看过，我在一边做评书听了1x集，那是我老婆的最爱。            
(2星)	 一分给我喜欢的霍建华，剧情狗血，所有男人至于都喜欢一个人吗？？霍建华是男配！！            
(1星)	 女的基本上都丑 男的倒是有几个好的 不过有些人的脸是多边形 装嫩的女人恶心            
(1星)	 古装装逼剧是怎么了，自从美人心计后突然涌出一大堆。。。这些剧看得我直反胃，我吐槽无能，想去吐。。。            
(4星)	 皇妃~~要是没有那么执着该多好，要是没有那么爱该多好            
(2星)	None
(3星)	 唉，好吧···            
(1星)	 林心如太自恋            
(2星)	 编剧太差了，场面还能说得过去，要不就给一星了。            
(5星)	 就是为了看林心如~~~            
(NA)	 心如姐姐 我好喜欢你哦 我想成为你的粉丝 可以吗？            
(2星)	 我边看剧边玩扑克 否则看不下去            
(1星)	 女主就是一个玛丽苏。。。            
(3星)	 可能受《美人心计》影响，对这部电视剧期望太高了，所以有点失望~结局虽然还算理所当然，但还是不喜欢！            
(2星)	 玛丽苏            
(3星)	 第一次被雷到是马氏和孟氏的第一吻，好突兀。很多处地方衔接好纠结，还有很多小得细枝末节都没处理，给交代，连城和祈佑死得都好让人无语，雷点。唯一的泪点是，杜太后和儿子那场离别戏，确实感人。结局不哈皮，过程很纠结            
(4星)	 没有美人心计好看            
(3星)	 剧情不敢恭维，恶与善，爱与不爱两个极端纠结的电视剧。            
(3星)	 阵容强大，但还是敌不过美人心计            
(5星)	 好看，不过真他妈的虐心啊，为什么祈佑会死呢，为什么不能在一起！！！！！            
(3星)	 为了连成那帅毙了的眼神而来……到底也没耐心追下去，是着实没意思还是我越来越急躁了？            
(4星)	 公主复仇记 公主拥有不死神 她就是祸害 她身边的人就是为了给她牺牲而存在 母亲 兄弟 爱人 朋友            
(NA)	 看得我内伤。前两集真是雷啊。            
(2星)	 看了一集受不鸟了。。            
(2星)	 真是一部相当脑残的电视剧 ...             
(1星)	 伴随着手套的大功告成，这部狗血烂剧竟然被我看完了。帅哥美女也经不住这么荒诞粗糙的编剧往死里整呀，心如JJ你就好好演片子吧，别学人家当导演制片吧！            
(3星)	 一声，呵呵。            
(2星)	 一句“丫丫”把我雷倒了             
(1星)	 剧本太弱，演员阵容再好也是白搭。            
(3星)	 看那么久都没有看完。主要有霍建华和严宽。            
(1星)	 垃圾雷片            
(2星)	 狗血            
(3星)	 百转千回的扯淡            
(2星)	 任何杀伤性武器的攻击威力都及不上玛丽苏！            
(5星)	 不错            
(2星)	 原来五代十国是个女人搞坏的            
(3星)	 开场可以，中间开始烂掉了。。            
(3星)	 还真是个倾世的美人啊~看起来没有《美人心计》有深度！大家都爱刘连成。。但是始终得不到美人所爱啊            
(3星)	 很自然地和美人心计比，根本没法比。哎            
(2星)	 你这倾城的脸，要害死多少人……我表汗，也许以前可以，现在有点难            
(1星)	 皇子公主皇帝皇妃恩仇记。  小霍好孩子。            
(2星)	 谁都喜欢马负压，这角色定的。。。。。太自私了，那个弟弟是腹黑啊。            
(2星)	 现在已经没办法忍着把一部电视剧看完了。一想到他们吃柿饼的表情就想掀桌子啊。毫无诋毁演员的意思。明明就演的很用力，都怪作家太呆了。严宽再一次证明他很帅可是很倒霉。            
(2星)	 虽说很喜欢霍建华但这片子也太...             
(3星)	 yk和hjh在这个剧里，脸都是凹的，o(╯□╰)o柿饼公主强大、玛丽苏啊；然后我竟然一集不落地追完了。。            
(3星)	 42集的电视剧，前41集一直在看各种双眼皮男人，且留下可耻的口水。但42的时候出现一单眼皮男子，我瞬间就没气了且被口水淹死在床上。            
(4星)	 编剧太狠了。。好的坏的都死光了。。            
(4星)	 看了第二集的时候觉得好脑残啊，因为有严宽，霍建华和林jj这三个我喜欢的演员才去看的，结果越看越欲罢不能~虽然有点玛丽苏，可是主角真的很给力啊~为什么严宽就是不太红呢，看过大人物觉得里面就他和刘涛还能看可惜了这么个美人呢~            
(3星)	 太拖沓了·······还有这剧看到最后不觉得憋屈嘛？？？            
(3星)	None
(2星)	 剧情节奏混乱，不合逻辑，铺垫太少，以至于演员情感的爆发让人莫名奇妙；表演与角色内在剥离。看下来，基本没有地方令我感动。如此巨资，众多名角，居然出来这样一粗糙的作品，令人失望…            
(2星)	 感觉一般般，看不看都无所谓。。。            
(3星)	 没怎么看，不过看上一两集发现还行吧。            
(3星)	None
(NA)	 看完已经无力吐槽了。只能说编剧吃屎的吧。            
(3星)	 前期吐血，后期还可以，霍建华是个亮点            
(5星)	 心如的表演越来越好了，喜欢            
(1星)	 太磨叽了我操！40集有必要吗？这书当年我就觉得很难看了，拍出来果然还是很难看……烂透了！            
(4星)	 25集以后才开始好看30集后精彩些            
(NA)	 我之所以看这部片子，是想见证下垃圾是怎样练成的！            
(3星)	 虐心能虐死            
(3星)	 长得让人想去死，结局总是跳不出大团圆的圈儿            
(3星)	 人物少了点，没看完。            
(3星)	 男二死太快！            
(2星)	 我就是受虐的，边看边吐，边吐还边看。。。            
(3星)	 重拾旧爱的美好愿望就这样硬生生的被破烂编剧给悔了~呜~            
(3星)	 剧情有些拖沓 把我看得急死了快            
(NA)	 花爷爷是亮点~~            
(3星)	 看了一些，把小说拿出来读了一半。是不是变挑剔了？？？            
(3星)	 唉 纠结 无语             
(4星)	 确实没美人心计好看，坐等美人天下。。。            
(4星)	 就是太长了            
(4星)	 情与事的极致浇融，盛世下的我们更懂得感激与珍惜            
(5星)	 四星给各位演员的演技，一星给心如的努力            
(4星)	 据说写原著小说的妹妹只有18岁！天才，天才啊！马度云，哎，全剧最讨厌的一个人            
(3星)	 多一颗星给严宽            
(3星)	 真操蛋，极其操蛋            
(3星)	 看到一半            
(1星)	 瞎了            
(3星)	 太长。            
(3星)	 霍建华穿古装很帅            
(3星)	 太一般了  凑合看看还行            
(1星)	 一星给霍连城            
(5星)	 挺喜欢林心如的            
(5星)	 虽然有些不足之处，但是赚足你眼泪            
(1星)	 本来就玛丽苏到让我凌乱。看到又名introduction of princess。。这是。。玛丽苏分很多种。有些是绝症。无药可医。。            
(3星)	 稀里糊涂的电视剧。恶搞的情节，假装正经的发展。漏洞百出，都无需推敲。。我最爱的两个男主也奇怪死亡，我都没反应过来怎么一回事，就都死翘翘了。。害我傻愣愣地哭了半天，人呢？？林心如姐姐啊，您继美人心计后，足足吊起了我的胃口，可这部剧也太山寨了，我能说我只爱你们感情戏中的实力演绎么。            
(2星)	 不喜欢这种题材+演员，旁观媳妇看的            
(2星)	 气势不够大。角度太局限了。原著小说也比较小白文            
(2星)	 本来只给一个星的，突然想起连城，又加了一个星。对于男女主角，我只能用奸夫淫妇来形容他们的关系。            
(3星)	 消磨时间而已            
(3星)	 看了豆瓣上的恶评，突发其想的要看这部电视剧，跳着看完了冗长的42集，其实还罢了，后宫的翻云覆雨，亡国亡亲的家仇国恨，经典琼瑶式的儿女情长，都全了，还要求什么呢，国产的电视剧有这个水准相当不错了，总比经常穿越的多些新意            
(3星)	 严宽真比里面的美女还养眼那            
