http://movie.douban.com/subject/4826770/	我的公主 마이 프린세스
(3星)	 宋承宪 哈哈            
(NA)	 对最后几集吐槽无力。。。            
(3星)	 怎么说呢怎么说呢，冲着宋承宪去看的~~~~~还是很帅啊！            
(3星)	 虽然有宪哥，但是...剧情有点无力啊            
(4星)	 宋承宪真是帅啊。。。。。。。。。。。。。。。。。。。。。。。。。。。。结局不够精彩。            
(2星)	  - -觉得拖了！！！！！！= =编剧太NC了。。弃            
(3星)	 老宋真帅~            
(3星)	 许久没看过韩剧了 剧情很失望啊 两个主角很养眼就是了            
(2星)	 未看完            
(4星)	 惊艳的1-4集 与 粉红的13-16集 其他都只想快进... 如果不是有宪金组合估计只能给个3星吧 但两人实在火花十足哟...            
(2星)	 弃            
(4星)	 学着做少女梦。            
(3星)	 宋承宪怎么不见老呢？？？宋慧乔都有皱纹了！            
(3星)	 因为宋承宪，所以没忍得住。。。。            
(NA)	 9 弃剧            
(3星)	 宪宪！！！            
(3星)	 越来越不好看了，果断弃。till episode10。            
(2星)	 剧情糟的我看不下去 0 0            
(4星)	 我努力告诉自己：这货不是韩寒 不是韩寒。。。            
(2星)	 只有人养眼，看到10集，弃之            
(3星)	 最后两集没看了..........            
(NA)	 韩剧就是这么没落的                
(3星)	 看得不是电视剧本身，而是爱情的浪漫与甜蜜。            
(NA)	 好久不見，宋承憲110224完结            
(NA)	 全都是为了宋承宪的眼神啊！            
(3星)	 泰熙姐姐~~~            
(4星)	 一开始还不错的,萌点也有,但最后两集就是看不下去= = 14集就可以完结了啦..             
(4星)	 结局真是毁了.            
(NA)	 - ^.            
(4星)	 只是帥哥美女而已            
(3星)	 哎，刚追完秘密花园怎么就这么看不进去这部涅~一直蛮喜欢宋承宪，但演的太放不看liao我看着都累，而且故事都围绕女主展开真没劲儿~女2您能再雷点吗，每次一说话大特写都是眼含热泪状，擦，倒不如让扮演女主姐姐内位演女2~~受不了啊~~！！            
(4星)	 老套路也好，无所谓啦，现在看着还成，比玛丽好，，，，            
(4星)	 大多數韓劇的老問題 前面好看 輕輕鬆鬆 劇情也緊湊 後面就不大行了 不過看看泰熙也好 泰熙好漂漂 喜欢泰熙~            
(3星)	 看到六就看不下去了。。。。            
(NA)	 又假又磨叽            
(2星)	 想弃            
(3星)	 没有每一集每一集的看 韩剧实在有点拖沓            
(3星)	 要不是宋承宪 根本不会撑着看完             
(NA)	 梦幻组合 但 “请不要用美色来诱惑我看这种无聊又弱智的剧”（白白说）            
(3星)	 10话弃。后面真套路。            
(3星)	 艺珍演女二啦~~宋承宪你真是我的菜            
(NA)	 后面不想看了            
(2星)	 开头不错，两人很来电 -------剧情确实不强，            
(4星)	 时隔5年了，啊啊啊  剧情不错 小宋老了            
(3星)	 女猪年龄太大了~            
(2星)	  最近韩剧开头都让我不淡定啊！ 原来只有开头能看看。。。。            
(NA)	 金泰熙的发饰不是一般的多啊            
(4星)	 金泰熙终于可以凭这部戏摆脱木头美人的称号了~~            
(3星)	 决定弃！            
(5星)	 近2年唯一一部让我看了第一集后还忍不住回味的韩剧            
(2星)	 韩剧一直做得很优秀的配乐这次完全没体现出来，追到第6集决定不要再这样残忍的对待自己了。最后看了个大结局就算看完整部片了吧感受只有一个，宋承宪偶吧连接吻都没有玄彬性感。            
(4星)	 一二集我看到半夜 超开心的！！后面越来越不给力了。。虽然有两个大美人儿也实在无力回天。。            
(4星)	 很养眼，没了。            
(5星)	 承宪大叔你太帅啦太帅了~            
(3星)	 要不是有俊男靓女，就是彻头彻尾的烂片。            
(NA)	 结局让我各种不淡定            
(4星)	 宋承宪好靓仔！！            
(2星)	 女主太过了 演得不好            
(NA)	 剧情太狗血 就看宋金了            
(2星)	 预感到不好看。。。越来越不好看。。。金泰熙真的是。。。无语。。。            
(3星)	 看完头两集弃掉是明智的选择            
(3星)	 传统韩剧模式。            
(4星)	 中间有点多余。。            
(NA)	 弃            
(4星)	 追了两天，呵呵            
(3星)	 越到后面就油腻了            
(3星)	 看不下去了            
(3星)	 一开始觉得还行，当中好无聊，跳到最后看了个结局= =            
(3星)	 不青春了就不要再偶像了，给观众打击太大            
(2星)	 剧情及其脑残            
(2星)	 啊~男一男二都曾是我年幼时的菜啊。从第三集开始编剧脑袋好像和谁乾坤大挪移般变得脑残。白瞎黄金男主角宋蜀黍了。这剧后边实在看不下去了。。。            
(3星)	 要不是为了宋承宪帅哥，我就弃剧了。。。            
(2星)	 too old to enjoy            
(3星)	 弃了~~木意思~~~女文青慎卖萌            
(5星)	 我爱宋承宪宋承宪            
(NA)	 金泰熙你眼角纹都出来了啊            
(3星)	 宪哥很诱人呀            
(4星)	 帅哥个美女            
(5星)	 宋承宪！！！            
(NA)	 有没有很....其实也还好。            
(2星)	 完全是浪费演员的烂剧            
(3星)	 就冲着看帅哥和美女了，剧情什么的都忽略~            
(3星)	 两位主角还是蛮喜欢，但是剧情总觉得没有啥高潮，就这么从头看到了尾            
(3星)	 有点追不下去了            
(4星)	 前几集实在太惊艳了~~俊男美女+搞笑剧情+华丽场景~~可惜编剧很糟糕……后半段就很差了……么什么看点了……还有这结局~~啧……太无语了都~~~            
(5星)	 这组合就长相来说圆满了。五星给最喜欢的韩国男演员二分之一和韩国最美丽的女演员二分之一。最好你们现实也在一起更好了            
(3星)	 看得尊闹心...全看美女帅锅，剧情全都浮云鸟...            
(3星)	 看不下去了。。            
(3星)	 ep5开始，水准突然就不对了；ep14最后水池边的hug! moe! ，15，16集继续甜！对手戏有爱，就剧情太差劲            
(3星)	 虽然男女主角都十分养眼，但此剧的剧情实在不给力~可以说，此剧浪费了这对可人儿搭档！            
(3星)	 宋承宪帅到令人发指，金泰熙演技做作到令人发指，剧情白痴到令人发指。            
(5星)	 很久没追剧了，超赞！            
(NA)	 弃剧了……            
(3星)	 阵容还行，剧情很拖沓。。估计有得虐，先放着，等更新完毕，有空再继续看下去            
(5星)	 多少木有看完就被我弃了的剧。。            
(3星)	 看到后面放弃，剧情太拖沓了            
(3星)	 NC剧            
(5星)	 朴海英说”你不做公主，只做我的女人不行吗”            
(4星)	 剧情一般。主要是人美！因为俩主角，勉强选了推荐。。            
(4星)	 卡司满分 剧情给力 一定要这么坚持下去啊            
(NA)	 还有两集 狗血剧还是可以调剂调剂~~            
(4星)	 金泰熙啊啊啊啊啊啊宋承宪啊啊啊啊啊啊            
(3星)	 3星给剧情。宋承宪值4星。            
(NA)	 为什么韩剧的结果都那么匆匆。            
(3星)	 公主的发饰还不错。            
(5星)	 要是他们戏外在一起就给10颗星!            
(4星)	 男女主角赞~~            
(4星)	 金泰熙太美了~            
(5星)	 最爱的美女又出新片了。            
(3星)	 棄了,但喜歡男女主            
(3星)	 然后他还是逃不出背景音乐的宿命~            
(4星)	 帅得让人流口水啊...（¯﹃¯）            
(2星)	 嗯 第四集怎么感觉就不给力了呢            
(2星)	 情节就是一坨shi            
(4星)	 养眼到不行的两猪脚！            
(4星)	 第一部追的韩剧,完全是为了男女主,可是这编剧也太屎了...            
(3星)	 登对啊~            
(5星)	 钞票恋。。赏心悦目~~            
(5星)	 朴女婿的眼神啊。。真是让人无法自拔。。            
(4星)	 不错！宋承宪好帅。。。。。@_@            
(3星)	 坚持不下去了，挺无聊的。。。            
(5星)	 金泰熙真是美的没话说，里面的衣服也都好好看哦~            
(2星)	 一星给宋GG，一星给女主。。。其他无 = =            
(4星)	 帅哥美女的搭配自然亮眼啦~南教授也不错的，还有难忘苹果肌。。。            
(NA)	 演员不错 可惜剧情很没吸引力            
(3星)	 剧情太弱了而且没新意 不过有宋承宪和金泰熙就够养眼了TTTTT            
(NA)	 看了一集，不错不错！            
(NA)	 弃            
(NA)	 第五集变不好看了            
(2星)	 情节蛮无聊的~o(╯□╰)o            
(4星)	 甜蜜蜜❤圆了我的公主梦 公主要的不是王子 是英勇的骑士！~\(≧▽≦)/~啦啦啦            
(3星)	 十三集弃~宋承宪和金泰熙确实养眼，但是剧情太狗血！！！            
(3星)	 承宪也成了大叔  温柔的眼神却还在            
(3星)	 弱下去了。。弱下去了。。 开头宋大叔的肌肉还是相当给力的            
(3星)	 金泰熙漂亮宋承宪帅!  剧情中下配乐不搭调。            
(3星)	 有点拖咯！！不过~~~            
(2星)	 我居然硬着头皮看好了            
(4星)	 讲现代皇室的剧木有可以超过宫的了。。这剧女二号完全木有竞争力 。。            
(2星)	 我的天爷爷啊 这组合也太养眼了 最近韩剧的组合怎么都这么给力啊            
(NA)	 养眼啊            
(2星)	 说实话真的不好看！不知道为什么感觉很YY~ 剧情上太想借助宋GG金MM的俊男美女形象制造经典桥段而忽视了深度和突破性，比白开水还白开水，本以为能让人回味却真是怎么咂吧也没味儿，如果换人演真是完全无法看下去！            
(4星)	 金泰熙可真美丽！！！！            
(NA)	 大叔&gt;&lt;~~~不管多無聊都要堅持看！祈禱這次不要像伊東一樣最後給我變奇幻了就好T.T            
(NA)	 连行李箱都买不起的为什么有dior包包？没看完。大概到9            
(3星)	 结局的长吻太给力，现金快点在一起吧！！只是从中间开始剧情拖沓俗套，可惜了我爱的两个演员，被编剧拖累了TAT……            
(3星)	 看韩剧的目的就是为了相信还有爱情这种东西吧            
(4星)	 粉红大结局 害羞害羞~            
(4星)	 有些段子还蛮咋劲的~            
(3星)	 后来就没有什么好编的了，完全冲着oppa的颜和泰熙mm每集不同服饰头饰去的。。。            
(3星)	 阵容真的很强大，但不得不说的是编剧硬伤很严重，李雪这个角色就只是呈现了而不是塑造，感觉不出她的蜕变，而且男主女主的感情问题也没交代好，虽然最后是很和谐地在一起，可以两人之间的根本问题并没有解决。还是最喜欢一开始那几集，好吧，很多韩剧都是开头给力，中间拖沓，结局无力。            
(3星)	 5集弃，不能因为强大的卡司就给我们弱智的剧情啊！编剧亲！！剧情能捧人也可毁人啊！差评哦亲！！宋GG请慎选剧本……            
(3星)	 越看越没劲，没营养。不过宋承宪还是那么帅啊！！！            
(2星)	 1. 近年看过的最缓慢的思密达2. 这两人很美，老了，并且不搭            
(5星)	 太好看了啦~名导名编的剧就是不一样，第一集没有让我失望耶~剧情节奏紧凑，幽默欢快，逻辑衔接也有理有据，恰到好处！没有唐突的跳跃，或穷追猛打的冗余叙述！金泰熙又可爱又机灵又活泼又搞笑 ，宋承宪又多金又英俊又有才又温柔 ，这回还有粉丝喜欢男二么？男主都这么完美的啦^^            
(5星)	 金恩淑应该YY过金和宋COUPLE很久了，简直是丧心病狂式地在那秀恩爱！宋承宪惨绝人寰地帅，但我还是喜欢金泰熙            
(5星)	 。。。            
(3星)	 看着看着就倦了。男二比之前的作品里顺眼多了。            
(3星)	 岁月不饶人啊             
(4星)	 对二人无感的真的不用看了 剧情其实我都早看不下去了 但是为了二人 gyabo~ 差点给五颗星了&gt;&lt;            
(4星)	 刚开始看，挺搞笑的~前几集很逗很好看，后面越来越无趣，女二的坏心眼，男一男二的帮助...            
(NA)	 就知道会越来越难看            
(4星)	 很养眼的组合~            
(4星)	 最后的吻哦，完全不顾及长辈在侧~zZ            
(2星)	 跳着都看不下去。。            
(3星)	 呕像剧            
(4星)	 2011.01.05            
(4星)	 怎么办怎么办，太养眼了！            
(3星)	 宋承宪 跟 金泰熙真挺配的。但 我真看到后面看不下去了            
(3星)	 比三星好点儿 ~~~~是不是肉毒杆菌打多了 做什么觉得宋承宪都没的表情的！！            
(4星)	 看人是重点 吻戏是亮点 剧情俗套是败笔  呵呵              
(5星)	 爱。            
(NA)	 看了一集。。。金泰熙真的很倒胃口。。。            
(2星)	 开头是在考完试后 从书海中抬头猛的一把温馨 到后来是在没看头 拖沓又幼稚            
(3星)	 服饰和发饰都很好看，但公主并不好当呢，现在看有点《四叔》的感觉。            
(4星)	 哈哈！脑残粉当年还追剧有木有！两个人我都爱所以加星了！            
(NA)	 。。。。            
(5星)	 宋承宪留在高中时期的梦了            
(NA)	 喜欢            
(3星)	 如果不是两位主角比较给力，这部片子我是不会看的            
(3星)	 金泰熙还是不错            
(4星)	 俊男美女的组合，剧情一般。            
(4星)	 为了宋承宪看的~             
(4星)	 金泰熙怎么可以一直那么漂亮咧？            
(1星)	 美和帅 可是恶俗难看            
(2星)	 就是帅哥美女啊  剧情实在是太瞎了            
(4星)	 真养眼。            
(3星)	 还是弃剧。            
(5星)	 都很看好的俩演员。。。            
(3星)	 一般般。。            
(NA)	 多么好的演员 多老套的剧情！！            
(3星)	 不知为何已经看不下去开头便知结尾的低龄剧，明明开始很期待            
(4星)	 天然美人＋魅力偶吧 好剧搞笑又深情            
(4星)	 萌大叔。。~            
(NA)	 我算是看不了韩国人演的韩剧了            
(NA)	 宋承宪超帅啊，但剧情是在无聊，前后没有因果，编剧也太不敬业了            
(3星)	 有啥好看的。。。            
(2星)	 想看金泰熙的，结果这剧毫无剧情，两星半。            
(3星)	 此剧只能看男主女主。但是是就算没剧情没内容狗血无聊也可以的吗？            
(4星)	 美女帅哥烂剧情。            
(4星)	 这么养眼的男女主角怎么会不好看，光看他们就足够了~~            
(4星)	 才发现金泰熙很可爱宋承宪很帅            
(5星)	 P君的嗯好温柔            
(2星)	 毁了毁了，完全毁了。。。。。。。。。            
(3星)	None
(4星)	 宋GG好帅，金MM好靓！            
(3星)	 宋大叔真的很帅，金泰熙也真的很美~~~因为演的公主，服装配饰都很华丽，很是养眼呐~~            
(2星)	 挺脑残的。。。。            
(3星)	 撇开老套的剧情，其实是个很cute很甜蜜的片子（亲来亲去欧也），但是宋承宪实在是不是我的菜，女主又实在是太怨妇了，外加布景服饰化妆比起宫来差远了（朴艺珍那个造型还能看吗？），给个三星吧            
(2星)	 2集弃。。。            
(5星)	 心情不好的时候看最治愈了...感谢在我心情最糟糕的时候给我安慰            
(5星)	 我只记得二人的火花，和宋承宪的腹肌            
(4星)	 看了四集...            
(3星)	 人漂亮啊！！            
(4星)	 看了蓝色生死恋后开始追看宋承宪。那小子真帅也看了。宋承宪越来越有味道了。倒是金泰熙鱼尾纹有点让我心疼。金泰熙表演的很努力，赞。好几个片段我看了好几遍，在学校一起奔跑，在家庭旅馆遇到教授那段，很有爱。            
(3星)	 前四集不错，后面惨不忍睹＝＝            
(3星)	 我表示我真的只是喜欢主角的脸而已==            
(3星)	 男女主的笑容都有点假，内容有点流俗了。            
(4星)	 主角养眼，这个就能为偶像剧加不少分了。。。这剧最大的bug都是因为宋承宪换衣服换得太频繁了！            
(3星)	 剧也一般~纯粹看宋承宪和金泰熙~            
(2星)	 冲着女主看的。（女二是不是整残了？）            
(3星)	 这个看的就，，小女孩看吧！怪不得杂志说有些情节老套。额 男主很帅！            
(5星)	 男主人公有钱有才有头脑有品质长得极帅EQ又高，女主人公有地位又开朗头脑灵活长得极漂亮，真是天生一对啊！            
(5星)	 我知道我给这部偶像剧五颗星是很不理智的，但是谁让我这么喜欢金泰熙和宋承宪呢？！把这部剧看了三遍，我还是不能自拔...            
(4星)	  宋承宪 帅死了            
(3星)	 剧情吧 怎么说 编剧你该努力了 演员肯定是金童玉女了             
(4星)	 金泰熙很美啊            
(1星)	 一星给男女主= =+            
(4星)	 宪锅是真的帅啊~那睫毛，跟把小扇子似的~至于金MM嘛，木有看过她别的剧啦，但看此剧，虽然有点幼稚，不过还是挺可爱的啦！（PS.男二女二真是配角中的极品啊=。=）            
(4星)	 要不是宋承宪不会看的，到现在还没看完 = =            
(3星)	 美女   帅哥             
(2星)	 感觉前面比较老套...没看完正            
(3星)	 男女主角很好看！！            
(3星)	 空虚寂寞的时候，我也是只有follow偶像剧滴。            
(2星)	 剧情够吐血            
(3星)	 冲着俊男美女去的，但剧情实在不敢恭维，看到最后都快进的看了            
(5星)	 看帅哥而已，，，            
(3星)	 衣服很美，可是剧情就太乏力了            
(5星)	 养眼大过一切。。            
(NA)	 帅哥 美女  不过年级不让人啊。。。  宋承宪 还是蓝色生死恋里好看 宋承宪 军队回归之作            
(5星)	 男主女主都是大爱啊~~~            
(2星)	 。3集弃之。。第一集第八集最后一集。            
(5星)	 哎哟喂~被宋承宪迷死了啊~羞shi了~金泰熙看着也很舒服~没整过的就是好~剧情也过得去~            
(3星)	 快进看过            
(3星)	 男女主演的搭配应该会很出彩才对，只是还是没能坚持看到最后。            
(5星)	 美啊 暑假一看就停不下            
(NA)	 GOOD!            
(4星)	 看到金泰熙那张脸我就想打高分。            
(4星)	 男女主够闪的现代版童话            
(2星)	 烂剧            
(2星)	 金泰熙平面照比动态真心好看多得多，她只要一瞪眼就超级怪。剧情就是白痴偶像剧啦，真实枉费了那么好的男女主角！            
(3星)	 看了几集真的看不下去了！！            
(3星)	 为了宋叔叔。。。T^T            
(NA)	 两位男女猪脚的演技，实在是，让我后悔看到了第四集。            
(4星)	 好吧。打发时间。            
(5星)	  마이 프린세스            
(4星)	 比较轻松，感觉不错            
(4星)	 俊男美女的组合非常养眼，剧情略显拖沓            
(3星)	 前半部分还好，后半部分就太没有思路了。。。。。。而且之前铺垫的好多细节最后也没交代清楚            
(4星)	 完全是冲着男女主角去的            
(3星)	 看韩剧就是不用动脑，O(∩_∩)O~嘻嘻嘻            
(NA)	 喜欢金泰熙！            
(2星)	 除了男女主吸引人外，真的不知道该说什么~~            
(NA)	 只是喜欢金泰熙~            
(4星)	 这男人，啧啧~ˋ( ° ▽、° ) 口水            
(3星)	 分给主角            
(4星)	 好久不见的宋承宪= =            
(4星)	 没什么，就为了帅哥美女给了四颗星。            
(3星)	 一直看英剧美剧 突然看韩剧时觉得不同国家的性格差异真大             
(4星)	 宋承宪好帅啊·            
(4星)	None
(4星)	 真的是无聊的剧 但是在俩主演面前都是浮云了 就当洗眼看看 也必须多更烂的剧要好的多的选择 无聊还是可以看一下的~不过我是一分快进看完的~参考~            
(4星)	 故事一般，但是帅哥美女养眼啊            
(3星)	 除了看人，就是看脸！            
(5星)	 沉迷于他们俩一起            
(2星)	 哎。。。。。看了一半就看不下去了。。。。            
(3星)	 因为喜欢金泰熙的颜，努力看下去            
(4星)	 这编剧也太为所欲为了吧！！！！            
(3星)	 承宪oba宝刀不老，电眼魅力无人能敌。但是故事太烂，情节严重拖沓，只好纯看俊男美女穿衣搭配            
(5星)	 要帅死啦！            
(4星)	 平凡的女大学生，突然变成公主。。             
(4星)	 爱承宪君思密达！            
(3星)	 还追过一段时间 但后来还是弃了 只能说 剧情很韩剧            
(3星)	 老套的故事为何总能收视长红？因为人家在用心。国内同行业者能否多学学？            
(2星)	 即使是宋晟宪和金泰熙也不能弥补剧情实在太烂的缺点。            
(2星)	 宋承宪感觉比以前秀气好看了, 故事情节很老套, 没看完...            
(NA)	 很有趣的故事 很漂亮的爱情线  宋承宪的脸好帅。。。。。快死掉了。            
(4星)	 宋承宪笑起来好看死了            
(3星)	 有点夸张啊            
(4星)	 就是喜欢这种没大脑、欢喜大结局、演员美型帅气的电视剧，看着多没负担，时不时还能笑一下。宋承宪宝刀不老啦，服完兵役更年轻了= =            
(4星)	 养眼的韩剧男女猪都这么合口味@@有段时间真是欢乐、、            
(4星)	 宋承宪金泰熙，还要什么剧情，只要不像和明星的99天那么狗血就OK啦。靠，太养眼了……            
(NA)	 又是一个无条件的明朗病，公主妈恰好和彩京妈的又是同一人。最后那条短信的设置真是cute极点了~乌拉乌拉，纯真女永远都会战胜心机女的！            
(5星)	 ～            
(2星)	 两星给宋承宪            
(3星)	 虎头蛇尾的，觉得名字比内容好！            
(3星)	 也就看看宋承宪 两女的一个神经一个面瘫            
(4星)	 太养眼了            
(5星)	 #剧集#好看!!好怀念呀!!最近都没有好看的剧了!!!!            
(5星)	 无关剧情，泰熙温暖的笑容让我心情大好，5星。            
(2星)	 我不好说什么~            
(5星)	None
(4星)	 美丽的梦。            
(4星)	 不是我非要这么喜欢，而是这对CP实在太让人难以抗拒了啊！我承认剧情是有些俗套，最后收尾的也有点草率，可我就是好这口我能怎么办？！韩国的浪漫爱情喜剧本来就是我的最爱，再加上宋承宪迷死人的温柔眼神和金泰熙让人窒息的美丽，就算没有跌宕起伏的剧情只是看两个人打情骂俏心情就好啊有木有！            
(3星)	 主角都完美的粉丝剧，但是剧情太没吸引力也是会失掉观众的，爱情什么的都看很腻了好不好            
(4星)	 宋承宪才是偶像剧一哥 永远的偶像剧一哥            
(2星)	 标准帅哥美女，很可惜，我不喜欢~            
(3星)	 女主角演的真假            
(2星)	 冲着主演看过几集，但是剧情让我没有坚持到最后，韩剧的黄金时代难道就消失在这种没有营养的爆米花剧中？！            
(4星)	 轻松愉快就行            
(3星)	 後半部劇情有點繞圈，如果可以更明亮就好了。            
(4星)	 喜欢宋承宪到死啊            
(4星)	 剧情略显拖沓，当初看的时候超迷宋承宪的，帅死了！            
(2星)	 因为宋承宪，勉强坚持到第6集...还是睡着了...一个不知道哪里来的公主至于都围着她一个人转么...            
(NA)	 一集 弃            
(4星)	 因为俩主演期待了很久终于年初放了，看到十几集的时候土豆网被禁播了。后来在优酷上看到13集，发现剧情实在看不下去！！不过两个人真是太养眼了~~结局我在台湾看的，蛮好的            
(2星)	 剧情非常老套，两颗星给两位主角，献给他们的演技和脸蛋            
(3星)	 差不多看了一个月 还好还有俊男美女 剧情真不怎么样            
(3星)	 好吧，我觉得唯一的看点就是宋承宪和金泰熙。            
(3星)	 剧情太扯，我是去看主角的            
(4星)	 还可以 金泰熙很漂亮 剧中造型很多 好喜欢啊 故事情节OK 老瓶装新酒咯~            
(4星)	 剧情老套了点，不过恰恰是我比较喜欢的桥段。宋承宪那个身材超赞的，精瘦。感觉韩国本土像金泰熙这样的天然美女加才女，倒真有些少。            
(4星)	 好多情节好好看~养眼养眼啊~            
(3星)	 男女主角都蛮赞的，就是受不了那猪恶心的叫“OBA”            
(NA)	 宋承宪超级帅的啦，又是一部仅仅看人物完全忽视角色的韩剧            
(4星)	  我的公主  相关影评： 喜欢宋承宪，剧中的他很帅。。。大叔与大妈我滴公主我的公主影评《我的公主》更多&gt;&gt;我也看过这部电视剧很不错的演员，可惜已经不适合扮嫩了 宋承宪依旧很帅            
(3星)	 金泰熙美的冒泡泡            
(NA)	 宋承宪啊！            
(3星)	 一星给金泰熙，一星给宋承宪，一星给韩国转播自身传统文化的韧劲。            
(5星)	 即使只是为了你们的颜你们的甜蜜。            
(2星)	 尼玛，这还可以在烂点么！！            
(3星)	 为了帅锅米女分数还是不要太低            
(5星)	 我也想要个朴海英            
(5星)	 宋承宪好帅~~好可爱~~~            
(2星)	 话说真的是看了此剧才能感叹，宋大叔怎么就能在高龄还是这么帅呢~当年蓝色生死恋时代喜欢的是元彬，没觉得有他什么事，现在元彬也演大叔了，反而宋大叔有活回去的感觉，身材又那么好~~~剧倒是一般，撑不起来，后面又拖沓，完全靠养眼的大龄男女主角撑着啊~            
(NA)	 没看完，没动力，老了            
(1星)	 韩剧真是令人发指，即使有宋承宪也难以忍受这个烂啊。女一的大白牙、聒噪、低Q，女二的难看尤其还经常给大镜头想吓死谁嘛！男二帅吗？万人迷吗？啊。。。。连结局是啥都不想关心。。            
(2星)	 没以前的好看            
(1星)	 看了一半看不下去了，依然是一个模子里刻出来的棒子剧            
(4星)	 养眼啊...            
(3星)	 虽说不太喜欢金泰熙......            
(3星)	 随便扫了两眼。剧情也太没剧情了。            
(3星)	 哎，俗套的剧情，也就只能跳着看看            
(3星)	 完全是为了看宋承宪啊……            
(2星)	 = =沖著帥哥美女            
(2星)	 只有一个感想，女主是有多惨，每集都在哭。只是靠宋承宪和金泰熙的人气撑着的剧            
(3星)	 男主你能更作点吗 女主你能更傻点吗 看来还是drop比较靠谱。。。            
(4星)	 得到了想要的结局，却还不够期待的剧情~            
(4星)	 少女心看完一部韩剧，完全是冲着宋承宪去的，美疯了，金泰熙挺好，不做作。            
(2星)	 俗套，老，两集，弃。            
(3星)	 花了太多时间讲一个无聊的故事，浪费了那么好看的两个人还有那么多好看的衣服，男女服饰都很好看。            
(4星)	 觉得大帅哥大美女，重要的是这两个人很配，看剧的同时看看拍摄花絮，导致很多人设想是否真的可以在一起。剧情不见得很出色，但是很甜蜜            
(2星)	 《我的公主》，完毕。还真是没什么大意思的韩剧，各方面各种没新意。看在宋承宪和金泰熙的颜的份上，好不容易坚持着看完了。            
(3星)	 老马推荐了N久，因为对这俩人都无感，所以一直没有看。。。其实还不错啦            
(5星)	 实现了小女生的童话梦            
(3星)	 2颗星全给金泰熙和宋承宪，冲着他们来的~1颗星给造型~剧情实在一般般~            
(4星)	 我完全是把这些星给金泰熙和宋承宪的。偶像的魅力就是大啊。金泰熙出场的那件军绿色大衣网上卖到1200==不过我淘到一件差不多的。穿在身上很失望==。剧情很一般，但是非常喜欢半开放式的度假屋。有秋千和投影！！            
(4星)	 哈哈，剧情和主演真不错，很搭            
(3星)	 仅女主的服饰可以参考，宋承宪的身材很不错。其余啥都木有~~            
(1星)	 浪费了两位美女帅哥主角            
(NA)	 冲着大牌来的            
(3星)	 人比剧好看            
(2星)	 真心没劲，唯一能看的就是宋先森被屁挨湿过的胸肌            
(3星)	 开头不错，后来有些拉杂了。。。            
(5星)	 喜欢女主欢乐地性格啊~            
(4星)	 比期望低一些            
(3星)	 两个喜欢的演员，只能说剧情soso            
(4星)	 四星完全是给宋承宪的啊！帅得我毫无抵抗力了！受不了！不过剧情实在不怎么样，pps上看的那个版本总觉得翻译也很有问题，误导剧情看不懂来着！            
(2星)	 标准的帅哥美女，不过剧情一般。            
(5星)	 好看！！！又多了一组完美的银幕情侣~            
(3星)	 半部好剧啊，前面挺好玩，挺轻松地。后面就很莫名的纠结于不知什么东西里面。男女主角都不是我喜欢的演员，因为有名才看的。宋承宪倒是给了我很大的惊喜，进步好多，以前都觉得他演技呆板板的。            
(4星)	 男女都有貌，花痴了~            
(4星)	 有点不太现实            
(3星)	 宋承宪越老越有魅力。            
(4星)	 女主漂亮，男主帅，还有不看的理由吗？剧情神马都是浮云。            
(3星)	 这剧情实在是不敢恭维啊，衣服还是很有看点的            
(3星)	 好久没看到宋承宪了！！还是很有味道~~            
(4星)	 宋承宪和金泰熙的好像是第一次演情侣吧。先不谈演技，两人以使得观众非看不可了。想其他也不必用太过追究了，就满足众粉丝的心理，它已经做到十分满分了。            
(3星)	 看了一半 看不下去了。。。无聊            
(3星)	 男帅女美 演技也棒 就是剧情有那么一点不给力啊~            
(5星)	 帅哥美女，无法抗拒！            
(4星)	 金MM好好看~            
(5星)	 喜欢            
(4星)	 宋承宪还是这么帅……            
(4星)	 真的没什么特别好看的剧情哦 就是金泰熙和宋承宪很是养眼来着 否则吧 真没什么好看的             
(3星)	 这两个人都喜欢~但是这剧情。。实在没法看下去哇。            
(NA)	 是不可忍            
(3星)	 非常养眼，大爱男女主啊！可惜剧情不给力……            
(3星)	 我就是来看宋承宪的。帅锅一枚。。一把年纪了依然。。。女主长得很丑。。            
(4星)	 一般啦            
(NA)	 没看完.            
(4星)	 3颗星给金泰熙和宋承宪的颜，1颗星给朴海英看李雪的眼神和他们俩扎扎实实的几个吻。PS:吴馆长，你是神经病呢还是神经病呢还是神经病呢？PPS:朴艺珍，你的脸是不是动太多刀了…            
(3星)	 韩国的编剧真得不行呀，前两集真得蛮不错的，很搞笑，不过后面简直就是俗套嘛。。宋承宪和金泰熙的外表真得超级配，虽然两人已步入三十的坎，但还是如此得养眼，唉，可惜这剧情了。。            
(2星)	 就衣服好看            
(4星)	 每个人心中都有一个公主梦。            
(3星)	 公主的情商的确偏低 但得承认宋承宪还是很帅啊～            
(2星)	 看不下去...            
(3星)	 能看下去.就是男二写的太不好了.完全没让小宇发挥呢~~            
(3星)	 说实话剧情真的很一般，结尾也匆匆忙忙很多事情没有交代清楚。 不过由于男女主的光芒太耀眼，还是坚持看完了。            
(2星)	 单纯的看男人吗            
(3星)	 曾经弃过，这两天又捡起来看，两个人演的挺可爱，但是年龄呢改不了，不过还是蛮养眼的，剧情呢不说了吧            
(3星)	 纯属养眼            
