http://movie.douban.com/subject/2156663/	西游记
(5星)	 真希望后来的那16集续集从来没有拍过。。。            
(4星)	 年年都在放的片子            
(4星)	 名著啊！            
(4星)	 谁没看过？            
(NA)	 看过后面其实还应该加上&#34;不知道多少遍&#34;这几个字,无论如何,他是一个七八十年代生人的小男孩们所有的梦想之所在.            
(5星)	 百看不厌的经典！！            
(5星)	 经久不衰            
(3星)	 说没看过不可能，不过确实不感兴趣。            
(4星)	 小时候真是百看不厌            
(5星)	 六小龄童——我们老师的朋友            
(5星)	 真是百看不厌            
(5星)	 不可逾越的巅峰之作，之后所有的重拍、模仿、改编、续集统统都是垃圾。这是物质贫乏年代里百姓和孩子们的心灵润土。感谢导演和所有的演员，这是我此生最美的回忆！            
(5星)	 绝对经典            
(4星)	 小时候看了很多遍~            
(5星)	 小时候拿它当恐怖片看            
(5星)	 http://www.imdb.com/title/tt1163129            
(5星)	 从小学到高中，暑假寒假必看的电视剧，百看不厌。我很小的时候就为唐三藏和女儿国国王落过泪。呵呵            
(NA)	 这个就不用评价了。评论值得看看...            
(NA)	 童年            
(4星)	 小时候看着长大的            
(4星)	 小时侯的回忆            
(5星)	 从小就一遍一遍的看，暑假必看            
(4星)	 现在电视还演着呢。            
(5星)	 我最喜欢的经典电视剧！            
(5星)	 无法超越的经典            
(4星)	 悄悄问圣僧，女儿美不美，女儿美不美。            
(5星)	 话说长大后我从电视上再看到片尾曲的时候，会热泪盈眶            
(5星)	 这个剧真的有推荐的必要嘛=v=            
(3星)	 现在觉得好傻~ 呵呵~            
(5星)	 经典            
(4星)	 伴我成长的师徒4人...            
(5星)	 儿童的回忆            
(NA)	 本人看过次数做多的电视剧            
(5星)	 “你挑着担，我牵着马～～”            
(5星)	 啥也不说了            
(5星)	 一只猴子蹦啊蹦。。。            
(4星)	 猴子的故事            
(4星)	 这个就不用讲了啦。^^            
(NA)	 经典。            
(4星)	 这个豆瓣猜猜的，估计只要是中国人民，这个猜基本都准呀            
(5星)	 记传说中的妖魔鬼怪·敬现实中的魑魅魍魉            
(5星)	 中国的孩子都看过。。呼呼。。最喜欢这个版本。            
(5星)	 看了20年了……            
(4星)	 经典了，但不完美            
(5星)	 最近开始重温哈哈，以前都不喜欢的，现在觉得六小龄童真是太棒了，而且里面很多东西很好笑啊            
(5星)	 不可能被超越的            
(4星)	 经典哇。不过我看一次怕一次。真的很怕他们取经的最后那集。            
(5星)	 看了很多很多遍，永远的经典            
(4星)	 西游记 童年 央视经典剧目经典              
(5星)	 每一天都可以在电视上看到！            
(5星)	 唐僧傍到老富婆了~~哎 多水灵的阿哈哈            
(5星)	 很经典，百看不厌，儿时的回忆            
(5星)	 只看第一部～～百看不厌片之一            
(5星)	 有谁没看过吗？应该没有            
(NA)	 有誰敢說自己沒看過這部電視劇。。。            
(4星)	 德华，你长得忒靓仔了            
(5星)	 呵呵~~            
(5星)	 看过无数遍            
(5星)	 这个都不用多说了            
(3星)	 不知道西游记是怎么被评为四大名著之一的 =。=            
(4星)	 每年的寒暑假都会狂轰滥炸的播放，它的收视率依然高高在上。记得那天中午，中央8台又重播，刚好是猪八戒在高老庄想娶富贵人家的女儿为妻那集。其中有一段，八戒回忆自己曾经是天蓬元帅，因为调戏嫦娥触犯天条于是被贬下凡。我说：“猪八戒遇见了嫦娥。”老爸立马接了一句：“然后犯罪了”。现在想来，这话接的还真是经典。            
(5星)	 这个还用多说吗？地球人都知道。。            
(NA)	 四大名著 谁没看过？            
(NA)	 小时候，抱个大西瓜坐凉席上守着看那么多遍。            
(NA)	 这个当然少不了~~~~看女儿国那集的时候哭得啊~~~~~~~~~~~~~~~~~~~~~~~~~            
(4星)	 很小的时候看过。            
(4星)	 经典            
(5星)	 从小到大看了N遍的电视剧            
(5星)	 1986            
(5星)	 看了百十遍            
(5星)	 美好的童年啊。            
(5星)	 哪怕是现在看看也会觉得有趣。            
(4星)	 n遍之后。。。终于吐了。。。            
(5星)	 我相信知道现在，无聊或者不无聊的选择电视剧看的时候，这个版本的西游记都会是我们偏爱的选择。            
(NA)	 怎么看都看不厌            
(5星)	 音乐实在是太经典了            
(5星)	 有碟 DVD压缩____既有86，何拍XX， MD云云山寨货们不觉得自惭形秽吗 拍再多也是自取其辱            
(NA)	 应该。。。都看过了吧。= =            
(5星)	 每年被各个电台重播N遍的经典~            
(3星)	 太经典。            
(NA)	 去年还看来着，被人说是小朋友，哈哈            
(5星)	 经典            
(4星)	 之所以少给一星是因为唐僧老换人            
(5星)	 女儿国国王朱琳            
(NA)	 还是老版的经典            
(5星)	 好看啊 那里面的孙悟空真是活灵活现啊 里面的唐僧真是细皮嫩肉啊            
(3星)	 每个暑假必放的电视剧            
(NA)	 经典啊 看了不下百遍            
(NA)	 TNND，多少年了。直到现在，电视机里偶尔响起的音乐都还能让我安静坐下来。猴子，永远的猴子！！            
(NA)	 怀念怀念 童年记忆            
(5星)	 好。            
(5星)	 還是這部經典啊！            
(5星)	 不错啦 怎么看都不觉得烦也不容易了。。            
(5星)	 超爱最爱            
(NA)	 我还真耐看            
(5星)	 不要再拍续集了。永远也无法超越的            
(5星)	 小时候超级喜欢孙悟空 讨厌唐僧~！            
(NA)	 太戏剧化了....            
(5星)	 东胜神州的傲来国花果山的一块巨石孕育出了一只明灵石猴（六小龄童 饰），石猴后来拜须菩提为师后习得了七十二变，具有了通天本领，于是占山为王，自称齐天大圣。玉帝派太上老君下凡招安大圣上了天庭，后来大圣因为嫌玉帝赐封的官职太低，大闹天宫，被太白金星困于炼丹炉内四十九天后，大圣踢翻炼丹炉，炼成了金睛火眼。如来佛祖见局势不可收拾，于是将大圣镇压于五指山下。一晃眼五百年过去了，唐僧被观世音菩萨选为西去取经普渡众生的人，大圣受观音指引，拜唐僧为师，师徒二人踏上了取经的路途            
(5星)	 小时候百看不厌            
(5星)	 这部片每年都会看一点,因为爸爸超喜欢.            
(5星)	 台词都背下来了            
(NA)	 最成功的一部阿，四大名著            
(NA)	 第一步最经典            
(5星)	 经典            
(3星)	 这个，很少有人没有看过了吧            
(5星)	 最爱            
(5星)	 现在感觉里面的小妖怪着可爱，我需要它们那种生活态度。            
(4星)	 童年痴狂            
(5星)	 不可磨灭的经典            
(5星)	 经 典            
(5星)	 爱看            
(5星)	 经典啊，那个时候的编剧对中国的文化理解的比现在大多数编剧导演强多了            
(5星)	 西游记             
(5星)	 这是无法超越的经典            
(4星)	 小时候好喜欢~也是我爸的最爱！o(∩_∩)o...哈哈            
(5星)	 西游记            
(4星)	 年年播的电视剧，坐下来看还是会看一段时间呢，很很很很经典……            
(5星)	 小时候的最爱~            
(NA)	 老少咸宜，童叟无欺~            
(5星)	 现在终于看厌烦了            
(5星)	 已经无法被人逾越了            
(NA)	 这个还要说什么么？            
(3星)	 不喜欢            
(5星)	 不可复制的神作。            
(5星)	 百看不厌呀！            
(4星)	 不可超越的经典            
(5星)	 被那时的“法术”所震惊            
(5星)	 经典，年年暑假必放，但是已经不要看了……            
(NA)	 无与伦比的经典之作            
(5星)	 永远觉得是最好的孙悟空            
(NA)	 经典 电视剧 西游记             
(5星)	 一直被模仿，从未被超越            
(5星)	 经典            
(NA)	 经典 西游记 央视经典剧目             
(NA)	 这个片子年年演。。            
(5星)	 难以超越            
(5星)	 中国电视艺术精品！            
(5星)	 小时候的遗憾就是:一直没看到第一集,没看到小空是怎么从石头里蹦出来的 ...            
(5星)	 记忆中一个又一个的寒暑假都是有它的陪伴的            
(NA)	 n遍            
(5星)	 很黄很暴力            
(NA)	 谁比六小龄童更猴子！            
(5星)	 经典            
(4星)	 凭良心，小时候它曾满满当当地娱乐了我            
(5星)	 下了晚自习飞奔回家的目的            
(5星)	 那是经典            
(4星)	 小时候每个暑假都会放            
(4星)	 看多了还是会反胃的            
(5星)	 很中国特色            
(5星)	 寻找自我历险记            
(5星)	 貌似百看不厌。            
(NA)	 奇怪，没有什么感想            
(3星)	 童年看的。            
(5星)	 经典名著            
(5星)	 我想念我最爱的猴子！！！！！！！！！            
(5星)	 无法超越的西游记            
(4星)	 这个……不用收藏了吧……应该。            
(5星)	 经典名著拍成的经典电视剧~~~百看不厌！！！            
(4星)	 元老级别            
(4星)	 看不厌的片子，如果猴儿们知道六小龄童能把他们的祖师爷演绎得那么英雄那么美，就不会为没有进化成人儿懊恼了            
(4星)	 歌好听            
(5星)	 百看不厌            
(5星)	 儿时的最爱            
(4星)	 现在不爱看了            
(NA)	 唐僧换了几个，我压根没有看出来            
(NA)	 很喜欢这个版本。            
(3星)	 每个暑假都看的            
(4星)	 逢年过节寒暑假必然播放的电视剧。呵呵            
(NA)	 who没看过，我看了N遍，只要电视在播咱发现了就看，看了一遍又一遍呀..            
(NA)	 你一一挑~卓担按安~我哦哦前~卓马啊~~            
(5星)	 没有谁比得上六小龄童啊...            
(5星)	 四大名著：西游记哭过、三国哭过。我由此喜欢了孙悟空，不可自拔。            
(5星)	 看过无数遍了。这么说吧，每年都看好几遍，至少两遍            
(5星)	 绝对的经典！            
(5星)	 没看过这部剧人生都有点不完整吧...            
(5星)	 绝对老少咸宜的片子            
(5星)	 四大名著之一,顶峰作品!            
(5星)	 猴儿哥，等等我~~            
(5星)	 经典            
(5星)	 经典``从小看到大`妈妈还专门给弟弟买了部珍藏版`            
(NA)	 好老了。。。谁会没看过啊！            
(5星)	 美好的童年回忆            
(5星)	 有没有十颗星可给？            
(4星)	 儿时的记忆。            
(5星)	 说什么呢            
(5星)	 多么迷幻的童年时代阿``不是说少不看西游额`            
(NA)	 1986年版~~~            
(5星)	 小时候经常看            
(5星)	 这是80一代的集体宝藏。            
(4星)	 半夜三点起来看过……            
(5星)	 呔，你这妖怪！            
(NA)	 我好喜欢你啊。            
(5星)	 放假必播            
(5星)	 现在换台时看到这个就马上过..太经典..物极必反..            
(5星)	 童年记忆            
(4星)	 小时候一到暑假就重播            
(5星)	 史上最经典电视剧！！！            
(5星)	 虽然那时的特技现在再看有些那什么的，但每个角色都被塑造得个性鲜明，是很难超越的一个颠峰。            
(5星)	 唉，看来那么多遍都不厌～            
(5星)	 看过最多次的电视剧 //20080307 The End            
(5星)	 童年的生活，童年的记忆            
(5星)	 六小龄童老师真棒！            
(5星)	 那个年代拍成这种水准绝对值得推荐            
(3星)	 -_,-这个没看过还是中国人吗            
(5星)	 每年寒暑假必播，然后呢，吾辈竟然也一遍又一遍的看了。。。            
(NA)	 从小就想当孙猴子            
(5星)	 现在电视台都还在放            
(4星)	 着特效虽然不好，但就是很好看            
(5星)	 怎么会有这么经典的东西？            
(3星)	 不好这口            
(5星)	 经典！！！            
(NA)	 受不了每个假期无数地方台的重播            
(NA)	 超级经典哒            
(5星)	 经典，经典，我的理想之一就是写出一部和西游记一样的名著            
(5星)	 每年春节暑假期间都会在电视上看到。。。            
(4星)	 看了无数遍了～～            
(5星)	 书也看过好几遍了。            
(5星)	 中国的孩子怎能不看西游记？            
(NA)	 经典。。。。。。            
(5星)	 仿佛小时候电视剧里最长的，陪伴时间最长            
(5星)	 忒经典了，尽管无论特技效果还是别的在今天看来实在不怎样，但它带来的冲击是大多数今时今日的连续剧所无法比拟的。            
(NA)	 经典就一个字            
(4星)	 这个...还是很经典的~小时候看完了            
(NA)	 难忘的回忆啊            
(NA)	 biubiu~~            
(3星)	 回忆            
(5星)	 小时候的经典,百看不厌~~~            
(5星)	 这还用说吗？中国经典之作            
(4星)	 儿时的经典            
(NA)	 呵呵            
(5星)	 经典 续集加了特技反而烂            
(NA)	 还是D1部来的经典 百看部厌            
(5星)	 看了好几年也不腻。。            
(5星)	 中国30岁以下,5岁以上的有谁没看过            
(3星)	 童年時候的最愛，奶奶到現在還是很愛看。            
(5星)	 谁小时候没看过            
(NA)	 靠...每年都重播...烦不烦..            
(NA)	 谁没看过谁就不是中国人            
(5星)	 应该没人没看过……            
(3星)	 特技太撇了.            
(4星)	 看过n次，还可以再看n次            
(4星)	 小时候的经典。即使现在再看也还是经典。            
(5星)	 之所以能夠成為經典，還是對原著的準確把握。            
(5星)	 被新西游记雷的第N次看老版的这个，永远的偶像，孙悟空。            
(5星)	 经典。这么多年了，悟空还是我梦中情人。。。            
(5星)	 相信，每个人都看过86版的西游记。            
(5星)	 还是老版的好看            
(5星)	 小时候最喜欢西游记和白蛇传了~~~~~~~~~~~~~~~~            
(5星)	 经典             
(5星)	 9.2            
(5星)	 五星 不解释            
(5星)	 我最喜欢的电视剧，每重播一遍我看一遍，从小看到大，连台词都背过，硬是看不烦，准备将来带儿子一起看，哈哈            
(5星)	 神作不解释            
(5星)	 一直被翻拍，从未被超越            
(5星)	 好吧，有一个不可逾越            
(5星)	 最爱！看了无数遍，犹如圣经，四大名著里，除三国，就最爱西游了！记得有一年暑假，在弄堂里玩，一听到片头曲，当当当~~~立即飞也似的回到家，打开电视机看，发现哥哥也在看，在那个年代，能有如此吸引力的，也只有西游了~~！！！            
(5星)	 我只承认章老师一个人演的孙悟空 其他的连耍猴都不配 还有女儿国那场戏 绝了 .这片里的美女啊。。。。海了去~~ .            
(5星)	 再怎么拍也拍不出六小龄童的孙悟空            
(5星)	 四大名著里看得最多的一部电视剧            
(5星)	 好吧，也属于不可复制的经典篇目，虽然当时技术比较粗糙，现在重看也觉得拍摄有点儿傻缺，但童年的暑假回忆，全是不可替代的西游记啊！！            
(5星)	 小时候的经典啊！将来让我孩子也看！            
(5星)	 这只猴儿才是真正的美猴王好不好            
(NA)	 你说那些个神仙就不能管好他们的小宠物吗？ ╮(╯▽╰)╭            
(5星)	 各大电视台放假必播剧集            
(5星)	 从小看到现在，没有厌烦过。            
(5星)	 不知道看过多少遍了了，小时候心目中的经典。每次暑假都看一遍。长大了才知道六小龄童演得有多么多么好。            
(5星)	 给记忆            
(5星)	 看了無數遍。現在反而有點不敢看。孫悟空。這個角色太有靈氣了。有時候讓我覺得特別難過。            
(5星)	 无可取代的经典。            
(5星)	 上9分的电视剧，有啥好说的。            
(5星)	 86版西遊記感謝新西遊記引來了的觀眾迴流，高下立判啊高下立判。            
(5星)	 每年暑假都会播放，年年看啊            
(4星)	 鲜明对比.六小龄童一辈子无法超越.将近三十年前拍的都完爆张鸡钟版本.            
(5星)	 六小龄童的表演，赞！            
(NA)	 经典啊 永远无法超越的六小龄童            
(5星)	 最经典的一部            
(4星)	 小时候的经典            
(5星)	 经典啊~~            
(5星)	 哇看着这个长大啊            
(5星)	 这个版本最接近原著`尽管那时候没什么特技特效！！但是！！！在我心里 永远是最好的西游记·            
(5星)	 估计我80岁了还是爱看它            
(5星)	 竟然漏MA了这部！经典不可复制。            
(5星)	 oh，曾经的第二最爱电视剧，第一当然是白娘子啊~~~封神榜第三，每次这三部电视剧的曲子一出现我就激动得狂飙到电视机前面去            
(5星)	 小学暑假时，每天上午，吃着巧克力，看着西游记，是我幸福童年中最美好的一幕。            
(5星)	 儿时回忆。。。经典            
(5星)	 活灵活现            
(5星)	 今天晚上偶尔翻到进来留个名啦，经典不需多说！            
(5星)	 我心中的西游记只有这一版，其他都是浮云。            
(5星)	 剧中人物的造型实在太美太经典            
(5星)	 看过无数遍            
(5星)	 无需多说，这绝对是经典中的经典，深深的佩服他们为我们带来如此优秀的电视剧，如此深入人心的人物形象            
(5星)	 嗯，跟原著最吻合的名著翻拍之一！PS：八卦下，六小龄童滴夫人是里面滴妖精吼~            
(4星)	 妖怪            
(5星)	 虽然与原著有差别，但确实是好电视剧，永远的六小龄童啊。            
(5星)	 经典是什么            
(5星)	 每个暑假就是有你才显得那么有趣            
(5星)	 重看多少次都不会厌            
(5星)	 童年的经典。第一次看的时候还能隐约记得当时的情景呢。            
(4星)	 经典，中央电视台播放电视剧之前的小视频，我每次都误以为是要播放西游记。7年后才明白。。            
(4星)	 假期好帮手。。            
(4星)	 儿时的经典            
(5星)	 片头音乐一起，立即钩起我无限回忆。            
(5星)	 小时候美好的回忆，每年暑假跟哥哥两个人都看得津津有味，虽然看了N多遍，但还是觉得好看，不过话说现在剧情都有点记不清楚了。迟重瑞超级适合演唐僧的啦，六小龄童演的孙悟空更是无人能超越，其他演员也都很棒，记得有一集里还有赵丽蓉老师呢，哈哈哈，都是大牌啊！！！            
(5星)	 上幼儿园那会儿天天晚上看，看的咂劲。那会儿只看打妖怪，没想到西游记和官场有关。小时候能如此专心看一部电视，现在就少遇了。再说了，六小灵童版悟空全中国哪个演员能超越哪？张纪中版的改得又繁琐，造型也难看。            
(5星)	 必须五星啊            
(5星)	 不给五星不信服。            
(5星)	 无比爱！            
(5星)	 小时候超爱看~            
(NA)	 看到演新版，真想把它找出来！            
(5星)	 我承认老的好了            
(5星)	 好看中的战斗机永远无法超越的经典！以前每次看我的悟空被念紧箍咒我都心痛到死啊！            
(5星)	 应该是电视剧重播率最高的一部片子了吧            
(5星)	 小时候就爱看这个            
(5星)	 有可能是中国看过人数最多的电视剧...            
(5星)	 前天又看了半集- -            
(5星)	 看得心里暖洋洋~~            
(5星)	 毋庸置疑的五星！！！！！！            
(5星)	 无法超越的经典！！！我是看了新版15分钟被摧残了心灵来找老版抚慰的~~~            
(5星)	 童年美好的回忆，暑假尖酸的记忆。            
(5星)	 张纪中版的西游记开播了。看了一集后，深感86版被叫做经典不是吹的！！            
(5星)	 没人能够颠覆的经典            
(5星)	 还是老版的拍的好看，新版太差了。            
(5星)	 每年寒假都有好几个台重播，看了那么多年，百看不厌            
(4星)	 还真看过好几遍            
(5星)	 心中永远不可颠覆的神话故事。挚爱啊。            
(5星)	 经典就是经典            
(5星)	 每年假期必看~            
(4星)	 小时候看过无数无数遍            
(5星)	 这是第一次做粉丝的一部剧            
(5星)	 这个才是经典啊            
(5星)	 各位导演，回家抱孩子吧，这种经典，你们是无法超越的！            
(5星)	 小时候看了一遍又一遍，一遍又一遍，一遍又一遍。。。。。            
(5星)	 经典不解释            
(5星)	 前几天电视里放老版, 发现现在看看还是挺有趣. 六小龄童就是专业            
(5星)	 经典            
(5星)	 经典就是经典，无法超越！听到主题曲就心潮澎湃。但现在翻拍的都是个什么玩意儿！            
(5星)	None
(5星)	 永远的经典，永远的回忆            
(5星)	 这个是真心经典啊            
(5星)	 永远不能复制的经典好么            
(4星)	 童年必备            
(5星)	 四大名著我只看了这个            
(5星)	 看了N遍，没遍看到还是会看。那时候的工作精神工作态度实在是太令人佩服了！！！！！            
(5星)	 看过N遍了，从小看到大            
(NA)	 唐僧太烦人了。。。            
(5星)	 比新的好多了   好好笑  呵呵              
(5星)	 经典不说了。            
(4星)	 我喜欢孙悟空！！！            
(5星)	 终究是老版的好            
(5星)	 尼玛苦逼的看到电视里的翻拍 说是新魔幻 我草啊 尼玛 六小龄童版的 根本无法超越 无论是哪个角色啊 还是台词 看到新版要哭了 尼玛 回来看旧版啊            
(5星)	 沒有看過86版西遊記的童年是不完整的            
(5星)	 年代虽然久远，人物依然鲜活，经典！关于经典==http://www.qdlg.net/thread-23699-1-1.html  重温旧梦---西游记导演杨洁回忆拍摄经历（献给奔三的80后们）文章很长直接进http://71.am/734cdn阅读。            
(4星)	 藏语配音版也灰常不错            
(5星)	 寒暑假必备大餐            
(5星)	 五星五星五星！！！            
(5星)	 每一个人物都如此的惟妙惟肖 一代经典啊            
(5星)	 国产经典            
(5星)	 太经典，不知道多少个10分才够，唯一一部百看不腻的剧，系着我太多情节            
(5星)	 当六小龄童都快老到翻不动了....            
(3星)	 各种野外拍摄，场景总是好暗的。            
(5星)	 每年暑假都会播！            
(5星)	 经典。            
(3星)	 孙悟空。            
(5星)	 那个时候特效还是蛮不错的嘛            
(5星)	None
(5星)	 经典啊经典            
(5星)	 中小学假期剧            
(5星)	 读你千遍不厌倦            
(5星)	None
(5星)	 这种前无古人后无来者怎能不打五颗星！！！！            
(4星)	 你是猴子搬来的救兵吗？哈哈哈            
(5星)	 每年每年都在看 割舍不掉的经典中的经典            
(5星)	 当年谁不喜欢六小龄童谁不爱孙悟空？！            
(5星)	 这部剧早已成仙~   关于西游的研究问题  群妖四起  瘴气弥漫  大师兄也被六耳弥猴打死了  师傅  我们继续取经否            
(5星)	 放多少遍都会看的片子，玉鼠精和玉兔精我最爱=3=            
(5星)	 苍天啊，大地啊，看了无数遍的故事啊。。。火焰山没去成真的很遗憾，那么就再去吧            
(5星)	 永远的最爱啊 最爱孙悟空了 小时候可崇拜了 多帅啊            
(3星)	 外婆最爱看了            
(5星)	 日了！！！！！！！            
(5星)	 还用说嘛！            
(4星)	 暑期档指环王。            
(5星)	 这是我们所有人的共同记忆。            
(NA)	 你挑着担，我牵着马，迎来日出，送走晚霞。            
(5星)	 小时候  每次播好像都是晚上  然后小朋友又要好早睡  我就让爸爸等到开始的时候把我叫醒起来看   触动了~            
(4星)	 唐僧肉总是那么抢手......            
(NA)	 百看不厌的电视剧            
(4星)	 事实证明，那个年代的人，对电影对电视满怀诚意的人，搞出来的东西才能真正称得上是作品。不是说现在人比以前人笨多少，而是少了那份真心和用心。一味的投机取巧，一心只想着卖钱，怎么能期望能搞出好东西来。            
(5星)	 真喜欢六小龄童的孙悟空            
(5星)	 好            
(4星)	 小时候的记忆。            
(5星)	 绝了的猴子==            
(5星)	 哈哈哈哈哈哈哈            
(5星)	 同样不朽            
(5星)	 支持，必须的~~~            
(5星)	 小时候百看不厌~~~~！            
(5星)	 我都看过多少次了，对比其他那些蛋疼西游记，这个简直就是好到不行啊，这个被称为经典我心服口服            
(4星)	 幼年啊。新版都是渣            
(5星)	 经典，永远都是经典！            
(NA)	 四星。            
(5星)	 好吧若是添加电视剧的话就没有尽头了。小学低年级假期被它填满。            
(5星)	 这个版本无法超越的            
(5星)	 觉得是看过次数最多的一部电视剧。            
(5星)	 启蒙~~~            
(5星)	 今天看这版西游记两个孙悟空那段~看到最后顿时觉得唐僧和。。。悟空。。。是。。。恩哼╮(╯_╰)╭想起小时候看孙猴子告别唐僧还在四个方向磕头我就哭了 现在一看 根本就是傲娇悟空和唐僧嘛！【师傅！】【悟空！】呕~            
(5星)	 后面的翻拍片都非常难看。还是老片经典。            
(5星)	 童年的经典回忆啊·~还是这部西游记最好了~后面拍出来的都不知道是些什么东西。。。。            
(4星)	 原来看我过这么多电视剧——每年假期中央一套都会播……@@            
(5星)	 百看不厌~            
(5星)	 我心目中中国最好的电视剧            
(5星)	 经典没得说.我奶奶的最爱            
(3星)	 一点都不经典。。。            
(5星)	 ！！！            
(5星)	 这里的妖精都好漂亮啊，现在的妖精真的好恐怖啊            
(5星)	 二师弟，我们一起西天取经吧。。            
(5星)	 暑假必修课            
(5星)	 童年回忆            
(5星)	None
(5星)	 童年暑假的美好回忆！~            
(5星)	 宿舍老哥每天起床号就是片尾曲“丢，丢，丢，丢丢丢，丢丢，丢~~~丢丢丢！！！丢丢丢！！！”O(∩_∩)O哈哈~            
(5星)	 百看不厌。童年最美好的记忆            
(5星)	 门外i次放假都看            
(5星)	 看过无数次 里面美女好多啊，我最喜欢女儿国那段了，还有小时候我暗恋过猴哥 觉得他又帅又厉害啊            
(4星)	 骗人的。。哼            
(5星)	 孙悟空你会72变，还不就是个猴子吗？哈哈，六小龄童演猴子演神了。            
(4星)	 我想起来美院元旦晚会的大崩坏了= =  抠鼻            
(5星)	None
(1星)	 违背原著太多            
(NA)	 西游记就是偶的噩梦，每年偶弟弟到偶家玩，偶既高兴又担心，高兴弟弟来，担心电视又播西游记，只要电视播，弟弟就要看，偶跟着不知看了多少遍，痛苦啊。            
(5星)	 再未见过如此传神的孙大圣！收藏剧照~            
(5星)	 从小看到大。            
(4星)	 虽然当时的特技很烂,但是表演很到位!            
(5星)	 经典有木有，所有的瑕疵都是浮云。ps那些妖怪那些美女当年都是从哪找人演的啊。还有演员们的造型都很美好啊为啥现在的电视剧人物造型总是看起来很傻逼呢            
(4星)	 电视台放了不知多少遍了            
(NA)	 小时候一集都不肯缺的，今天估计看不下去了~            
(5星)	 那个时候呀，就想有一根金箍棒            
(5星)	 经典。            
(5星)	 四个人，真的是一出戏。谁没有看过，都不好意思说你是80后            
(5星)	 经典            
(5星)	 儿时的记忆            
(5星)	 太经典了！！！            
(5星)	 孙悟空是个悲剧行的人物            
(5星)	 忘不了的经典啊.            
(5星)	 原生态的童年回忆 特效神马的都是浮云            
(5星)	 每个寒暑假必放电视剧···            
(5星)	 竟然忘了&#34;看过&#34;这部片子了...白用豆瓣了            
(5星)	 最牛电视剧没有之一，很多时候不知道干嘛开电视机，调到《西游记》就看得津津有味，就算现在已经是22的奔三女了!~             
(5星)	 如果可以，请让我成为孙行者            
(4星)	 亲爱的六小龄童。            
(3星)	
(5星)	 放了n遍了            
(4星)	 六小龄童的孙悟空，谁人不叫好！经典            
(5星)	None
(NA)	 突然想起小时候爷爷教我的阿嘛呢吧迷红            
(5星)	 如果要给我的童年配乐的话，那一定就是这版《西游记》主题曲了！！！            
(5星)	 儿时的记忆，经典啊            
(4星)	 小时候为什么就觉得好看            
(NA)	 很经典，一到假期还会重播            
(5星)	 童年记忆            
(5星)	 永看不厌            
(4星)	 我勒个去，主演哪来的曾轶可？            
(5星)	 翻拍多少遍，也无法超越这部神作。            
(5星)	 暑假，小姨家，手被烫伤，唐僧上殿见唐皇            
(5星)	 从未被超越！            
(5星)	 百看不厌            
(5星)	 当～当当当当当当当～～“啾啾啾！”            
(5星)	 童年的回忆，即使如今的技术再高超，也很难超越。            
(4星)	 小时候表哥各种学猴学猪学白马的……            
(5星)	 不管重拍多少遍，心目中的孙悟空只有一个            
(5星)	 猴哥只有一个            
(5星)	 美好的童年            
(5星)	 小时候每到暑假电视台就会响起“你挑着担~我牵着马~”好么亲！            
(5星)	 白骨精出现了 躲在电视后面 想看又不敢看  小时候认为最漂亮的人——白骨精            
(5星)	 据说这部经典的全国收视率达99%            
(5星)	 这个怎么可以忘            
(3星)	 虽然经典 但现在看不下去了            
(5星)	 无法超越的经典            
(5星)	 百看不厌            
(5星)	 老版经典啊~~~            
(NA)	 至今暑假电视台还会一直不断的播放。            
(4星)	 拍得不全 看的不过瘾            
(4星)	 四大名著电视剧  最自觉看的版本            
(5星)	 爷爷，你是有多喜欢看啊。。            
(5星)	 唉            
(NA)	 必须得看过··            
(3星)	 暑假里最害怕的电视剧，因为弟弟喜欢，每演必看。。。            
(4星)	 ……一会寒假又见面了~            
(5星)	 百看不厌            
(5星)	 最经典的西游记，小时候的最爱啊！真的非常的好看！六小龄童演的孙悟空真的太传神了！            
(5星)	 这就是六小龄童的版本。经典！            
(5星)	 小时候每到暑期等待的是什么 西游记！！！！            
(5星)	 哇  小时候暑假必看的剧啊  现在暑假依然热播的剧啊 经典永存呐            
(5星)	 童年的回忆。每年寒假暑假都会再看一遍。让我思考了很多年的一个问题是，悟空当年大闹天空闹得那个爽歪歪，怎么去取西经就栽在大神大仙的小喽啰手里了呢？            
(5星)	 每个人的心里都有一只悟空            
(5星)	 虽然每个寒暑假电视上狂轰乱炸但是说实话那个年代做出的东西品质挺高的             
(5星)	 怎么能跟俺猴哥比呢            
(4星)	 唯一的正版呢..            
(5星)	 每年寒暑假的必看            
(5星)	 经典啊，从小看到大，现在电视重播我还是要看~~            
(5星)	 主题曲的标志性配乐...百看不厌...            
(5星)	 矮油。。。年年暑假必看。。。到现在都是。。。外婆是忠实粉丝来的！            
(5星)	 几乎每年都看，因为妈妈喜欢。我只是喜欢可以一家人看电视的氛围            
(5星)	 就算是现在在播我也会停下来看一下下            
(5星)	 绝逼5星好吗            
(5星)	 全世界观众人数最多的电视剧，经典中的经典，五颗星！            
(5星)	 两年前回家的时候换台播到还会忍不住看两眼。            
(5星)	 百看而不厌            
(4星)	 蜘蛛精洗澡，童年的性教育...            
(5星)	 敢问路在何方？路在脚下            
(5星)	 一辈子无缘第一集            
(5星)	 小时候最爱最爱的电视剧            
(5星)	 不说了，向认真的老演员老电视人致敬！我宁可忍着金猴皮鞋！            
(5星)	None
