http://movie.douban.com/subject/4011034/	大女当嫁
(3星)	 前面还挺靠谱的，越到后面越扯，实在有点看不下去            
(4星)	 还蛮有意思的。除了周杰在前几集里面出现煞风景。            
(3星)	 虽然是跳着看的 但真憋屈 最后女猪脚总算TMD勇敢一会了            
(4星)	 最后那个场景，，，，大雁和程闯在站台遥遥相望，还挥手可起劲，真的挺傻的~            
(5星)	 看完想回家，和家人呆在一起            
(NA)	 我这岁数了，结婚谈感情是不是太奢侈了            
(5星)	 好在我有固定的男朋友，交新男朋友太累了            
(3星)	 越看越发愁，终于的看不下去了。。            
(3星)	 喜欢小宋佳            
(3星)	 喜欢小宋佳，剧情有点假，随便看看。            
(3星)	 看完之後真的覺得就還好..沒有開始那麼好..            
(4星)	 喜欢宋佳的表演，有点刻薄，善良中透出质朴，那个老太太是在是太可爱了……恩，很好！            
(4星)	 在广州看的。            
(4星)	 劇情節奏都很有大齡女日劇的風味 演員還演得好~ (但是我喜歡張耀揚呀!!)            
(3星)	 陪奶奶一起看的 其实没那么差= =            
(4星)	 我喜欢奶奶            
(4星)	 喜欢小宋佳            
(3星)	 里面的奶奶很可爱么~~~            
(5星)	 喜欢媛说的一句话，两个人在一起就是舒服，踏实。            
(4星)	 还蛮好笑的~            
(4星)	 喜欢小宋佳            
(3星)	 剩女当道。。。我整天就和着我娘看电视剧了            
(4星)	 国产电视剧没有几部能看到尾的……这个真不错……            
(4星)	 大女苦啊,我快找个人嫁了!            
(4星)	 后面有些做作了，前面几集还是比较现实的            
(4星)	 在北京的时候，小薛发短信给我说一定要看看，回上海看了几集，我的妈呀，这电视剧写的不就是我们嘛。            
(4星)	 宋佳演技很好很舒服。            
(4星)	 宋佳真不赖            
(4星)	 因为我妈要我看。。。。。。。。。。            
(3星)	 前段时间上班打发时间看的。挺真实的。            
(4星)	 有些现实就是那么残酷，你不可能假装忽略            
(3星)	 一家人为了大女儿的婚事张罗也挺好玩的，有些地方很搞笑。就是女主感情发展地莫名其妙，一个男的接一个男的，像恋爱呼叫转移一样。            
(NA)	 诶诶，这好像是全班在一起看的最后一部电视剧- -大家都很开心。            
(4星)	 观后心得：1. 女人越老越难找，男人越老越好找2. 34岁了，还谈感情，这不是一种奢侈么？（咱不是20多岁的小姑娘，等不起）3. 结婚，是两个家庭的结合，家里人是否合适？如何取得家里人的共识4. 父母请不要掺和在儿女的感情决策当中5. 恋爱还是要早谈多谈            
(4星)	 后面不怎么好看~太假了！~            
(4星)	 不太喜欢小宋佳原因有她总是哭丧着脸，讨厌她演的鲜儿，但是她演技还是不错的            
(5星)	 蒋大燕心里有平安、爱，学习学习，感受感受            
(4星)	 喜欢片尾曲。一声叹息，一点愿望            
(4星)	 不要为了结婚而结婚！            
(NA)	 居然数次落泪~虽然完全不同的人生。by the way,小宋佳真美。            
(4星)	 挺真实，就是大雁太矫情了。            
(4星)	 于小伟！于小伟！            
(4星)	 片尾曲很好听！            
(5星)	 最近总是重播  - -             
(4星)	 全剧可用片尾曲第一句话给概括：找个人来爱我。对了，还得加上前面那声叹气。要不一个没有要不一来五个，也真够忙乎的。            
(NA)	 失望啊            
(4星)	 找个人来爱我            
(5星)	 我真爱它            
(4星)	 这剧挺搞笑的            
(4星)	 感觉很真实，很自然。小宋佳的演技不错。            
(5星)	 我不想当姜大雁            
(5星)	 我要看续集啊。。。。。            
(4星)	 看完想当剩女了            
(4星)	 @2010.5            
(5星)	 为什么人们总说，女人年纪大了就改快点把自己嫁掉呢。喜欢大雁的坚持，头昏随便嫁是可怕的事情，大雁顶住了来自家里的压力、朋友的压力等等一切环境的压力，最终找到了自己的幸福，看完后感觉非常欣慰，希望大女不剩，都能找到自己的有情人，都能成眷属。            
(4星)	 轻喜剧，挺好看的            
(NA)	 大女当嫁，剩女当嫁，无论是哪一种，我已经排在其中了，悲剧啊            
(4星)	 虽然有些地方挺假的，但也不妨碍我喜欢这个可爱的家庭            
(3星)	 一个女人和六个男人之间的故事，一切都是你自找的。            
(5星)	 挺现实的...            
(4星)	 真的挺好看，嘿嘿，这一家子            
(NA)	 看完《大女當嫁》蹲在廁所的時候忽然想通了一件事情：這電視啊，不是廣電總局批的，倒是像計劃生育辦公室，旨在提醒中國未來的男人們不用擔心，中國未婚女子多得去了，要找啊，還是有的。            
(3星)	 唉。            
(4星)	 不错            
(NA)	 就看了大雁和程闯那部分的。嗯，我特意滴~            
(4星)	 我也想有爱.            
(5星)	 so爱宋小花儿            
(3星)	 宋佳主演的片子都会多看两眼，这部有点过，一般吧            
(3星)	 打发时间真不错！            
(4星)	 难得看国产剧，难得看完国产剧，当然，包括一部分的快进~            
(NA)	 结婚就是对的人在对的时机完成的事情。            
(4星)	 我一直觉得这类生活题材是大陆拍得最好的电视剧，父母子女姐弟兄妹亲情，这部电视剧把我们的生活拍得活灵活现不落俗套，苦楚里有甜蜜，夸张却还可信。            
(4星)	 前面还好，后面几集恶俗了。这对爸妈跟我爸妈没说的，我爸妈还恶劣了一倍。杯具。            
(4星)	 不错            
(NA)	 一家3代同堂是多么幸福的事儿····            
(NA)	 热闹的家庭剧 俗套的结尾起初几位男士的变化超过常理            
(4星)	 跳跃式看完了，该悲情？还是该童话。。。每个人都有缺陷，就看是否可以容忍了，运气不会总不好            
(NA)	 如果有一天我。。。OH。。。            
(4星)	 我觉得挺靠谱            
(3星)	 看来剩女是有自己的问题的~            
(4星)	 笑中带泪 泪中带笑            
(4星)	 主题挺现实的，演的挺白痴的，挺好玩儿的            
(4星)	 以我的笑点来说，这片不错。            
(5星)	 小宋佳太美了……            
(4星)	 喜欢小宋佳，喜欢奶奶，也喜欢于小伟。这个嫁不嫁的问题，也发生在我的身上，我也坚持着，没有感觉不能凑合的原则，只是不知道能坚持到什么时候。剧情很不错，幽默里透着辛酸。但愿剩女都能过上希望的日子。            
(5星)	 非常非常非常喜欢“鲜儿”！！！还有那个老太太。我就向往那种四世同堂的生活~~            
(NA)	 莫名其妙的看了好几集，莫名其妙的被好几个镜头给感动了。有的地方火候有点太大了，不过宋佳演得真好。            
(5星)	 真实、亲切，喜怒哀乐恰到好处，全家都有喜感。另：特别喜欢她奶奶啊。            
(4星)	 中间看了一集，今天看了个结局。戏剧真是来源于生活，人对人的关心能想到的事都是一样的，有我自己的影子，哈哈～“我要去北京看你”“我要去甘肃找你”，还需要再说什么吗            
(4星)	 姜大雁该是双鱼座。姜大雁命真好。            
(4星)	 逗死我了            
(4星)	 这一家人太有意思了！            
(NA)	 我够呛了            
(4星)	 于小伟~赞的呀~            
(4星)	 我还真是蛮喜欢小宋佳的说……            
(4星)	 和娘亲一起看的，我说我要到三十好几还没对象求你别折腾我=-=她白了我一眼，说，你想的美！            
(5星)	 难得的国产剧            
(3星)	 没看全            
(4星)	 小宋佳同志始终在深呼吸。            
(4星)	 抉择和坚持自己同等艰难。。            
(4星)	 蛮好看的~~            
(3星)	 三十四岁            
(4星)	 其实，我很期待刘德凯~            
(3星)	 “从23岁开始，我就和自己说，爱一个人才能和他一起生活。为了这个人，我等了10年。我不能就这样把自己对付了，不然我不就白等了么。大不了，我再等10年。” 小宋佳呀，，，喜欢死你了            
(4星)	 趁年轻赶紧找个人嫁了吧~~  小宋佳怎么会愁嫁呢？ 不可能啦~            
(4星)	 挺真实的。            
(NA)	 苏如是那一段是我的死穴            
(4星)	 彭坦这角色真太tm恶心，找周杰来演真是绝配            
(3星)	 看完了，恐慌啦，哇哈哈哈            
(5星)	 配角阵容强大 制片很NB很有号召力            
(5星)	 女人对奔三都有一种后天的恐惧，这些恐惧来自于外届的压力，到了这个年纪就会对生日的渴望降为负值，所以年龄成了女人的秘密。在压力下，又有谁能真正像大雁一样，不去追逐“快餐文化”，坚持等待真爱呢？            
(5星)	 又是一完美大结局 说实话大雁很幸福也很幸运            
(4星)	 在中国当个大龄未婚女青年是多么的不容易！            
(4星)	 哈哈  适合我们这种剩女            
(3星)	 有亮点            
(NA)	 无论怎么讲，感情都是婚姻的必要非充分条件。            
(NA)	 哈哈，前天等着吃饭没事，居然在电视前坐着看了2集            
(4星)	 10年4月28-30日  5-10集              
(5星)	 不输任何一部台湾偶像剧···            
(NA)	 大女当嫁啊啊啊啊啊            
(4星)	 捧个晶莹的小碗 以为盛到了爱情 却不知残羹冷炙带着缘分凑热闹来了             
(4星)	 他们一家也太欢乐了吧~奶奶和爸爸~            
(2星)	 不过，知道自己要什么的性格是好的~~~            
(4星)	 说出了当代剩女的心声，也描绘了当代剩女的生活状态，但最后和程闯的故事太短，短得让我忧心，剧中剩女大雁之所以剩下，也是因为她不会把握事情的度、倔强、假矜持，也是大多数剩女存在的毛病。            
(4星)	 爱情和婚姻是两码事            
(3星)	 一家子里除了姜大雁都不正常~            
(NA)	 喜欢宋佳            
(4星)	 可爱的一家人！小宋佳演的真不赖。            
(3星)	 编剧很有生活            
(5星)	 挺棒的大陆电视剧            
(4星)	 整体不错，个别点有些拖拉，觉得那三个女性友人好像系列言情小说，可以再衍生出几个故事，蛮好奇的。如果我现在就开始愁嫁会不会有点早。。。            
(3星)	 女人会等到自己喜欢的人么？            
(5星)	 让我看到了自己的未来。            
(NA)	 有意思            
(4星)	 蛮好看。            
(4星)	 党生同志很可爱！            
(5星)	 这是一部亲情，友情，爱情，闹剧，喜剧，悲情的戏，值得去看，应该去看的电视剧！！！            
(4星)	 可好笑            
(4星)	 喜欢有一大家子。            
(NA)	 追了两天就看完了 其中两个生死情节哭得稀里哗啦            
(NA)	 是想告诉大家剩女多可怕 有的嫁就嫁么！            
(4星)	 也许这就是我们未来的真实写照- -            
(4星)	 忍不住直接看了结尾            
(4星)	 断续看了一些，很喜欢宋佳的表演            
(4星)	 好看            
(2星)	 介四看过的最不喜欢的一部小宋佳的作品，拉拉扯扯看完。随意这词儿用得相当精彩，哈哈哈~            
(5星)	 真实的有些不敢相信，笑到心里充满哀伤            
(4星)	 看得好心酸…… 真无奈……            
(4星)	 我不要当剩女。。。            
(NA)	 大陆版败犬女王么            
(NA)	 电视台放,听了几集.真是个不太走运的姑娘~            
(3星)	 其实是看了第一集和后面一两集，还跳着看。。。现在都没耐性看电视剧了。。。这个有关剩女的电视剧，我想到了我的小姨。。。也想到自己以后会不会也这样。。。其实吧，剩女也没啥不好啊，挺自由（貌似有这思想就有当剩女的潜质了）喜欢宋佳的清爽气质，也喜欢于小伟如海般沉稳。            
(5星)	 最后一幕真赞 情深不寿，强极则辱            
(4星)	 本以为是喜剧，结果看得纠结烦心。国产电视剧中的一等品吧。            
(NA)	 谁全看完了联系我，我请吃饭！！！            
(4星)	 小宋佳是好演员！            
(4星)	 喜欢刘德凯，他有一种独特的书卷气，魅力无穷的老男人。            
(3星)	 结局真狗血。            
(NA)	 我也觉得程闯最靠谱            
(NA)	 ……            
(4星)	 三星半 可惜于小伟的戏份太少            
(NA)	 特舒坦的一部戏，HAPPY ending的结尾，皆大欢喜            
(4星)	 额。带着复杂的感情看了最后6集。对国产一直不感冒 但是为了于小伟还是瞅了瞅。我还是更爱时装剧。。。。不过演的挺好的。。            
(2星)	 男主不主，周杰坏了一锅粥            
(3星)	 都神马年代了，酱紫的婚姻观也忒政治不正确了吧            
(3星)	 剧情不错就是节奏慢，喜欢里面的老年人，特别是奶奶，很可爱。虽然是国产剧，但是有点韩剧范，国剧继续努力吧~            
(5星)	 注定在一起的人 是分不开的。            
(NA)	 女主角真够漂亮的。            
(3星)	 从十集开始看直到今天全剧终 一直感叹多于惊喜，貌似大雁注定很难找到那个最合适的 因为她的感情用心，重情义，而恋爱却无形，总是难以尘埃落定，她肩上担的责任压力太多，总想通过恋爱婚姻去释放 反而适得其反。每次都那么认真，每次却不了了之，因为她太忠于自己的内心，却缺乏勇气和信心             
(NA)	 有人推荐听《没那么容易》，比起那片尾曲，这好像更适合待嫁大龄女青年的心境。她们真不容易。            
(NA)	 斷斷續續的總算看完了、看的原因是因為花姐、看完之後更喜歡她了、總覺得這一家子都是演技派、演的太好了、特別是奶奶、當初麻辣婆媳的時候就非常厲害、現在歲數大了、依然不減當年、黨生也不錯、周杰這也算本色演出了、為人虛偽，自視甚高,總之就是煩他,這部戲要是沒他就完美了,PS：太喜歡花姐了            
(4星)	 看到姜大雁说吕薇和程闯没戏的时候 就很讨厌她了，她这人就俩字 爱装！ 心里明明对程闯有点意思 还死活和吕薇说没有 人家吕薇看上程闯了 也别扭着不愿帮忙 这什么和什么啊 一点都不爽快，拧巴，心里还阴暗的说自己的好朋友和程闯没戏，这是好朋友该做的事儿吗？讨厌她，更喜欢小芸 直率 真实            
(4星)	 真闹腾...            
(3星)	 编剧幽默感提高，终于懂得有点智慧的搞笑了            
(4星)	 记得看的第一部宋佳的电视剧是《和我的前妻谈恋爱》，这两部里边她的角色似乎都是同一种，不过我很喜欢她的性格，倔强到可爱，爱好自由。            
(4星)	 你说我会被剩下么？            
(4星)	 她根本不是剩女，是要求太多的一个女人。我身边布满了这种人类，当然，包括我自己，可是，貌似我是被剩下的。            
(4星)	 善良坚强的女人，一定会幸福。真的。            
(4星)	 好久不见的刘德凯            
(NA)	 婚姻要有爱情来支撑            
(5星)	 很有趣的说            
(4星)	 看着很开心            
(3星)	 剧里奶奶叫我想起我奶奶 恨我自己            
(4星)	 喜欢小宋佳            
(NA)	 太喜欢奶奶了~~            
(4星)	 现实问题，挺有意思。            
(5星)	 特喜欢结局 大雁傻呵呵的笑。  发自内心的开心。 O(∩_∩)O哈哈~            
(3星)	 朝廷八台的新片。。故事挺搞笑，拍的有点烂。。不连贯。。典型虎头蛇尾。。有些不靠谱儿            
(5星)	 笑的肚子疼。。。            
(3星)	 以为爱情和婚姻就是对另一个人一生的承诺，所以才不想就这么凑合去过啊！            
(NA)	 大女是该当嫁            
(4星)	 你这还没过门儿呢就隔着太平洋贴钱……你看看，说得多好。哈哈            
(4星)	 里面竟然有大叔控。。。哈哈剩女。。。            
(4星)	 一声叹息            
(5星)	 好玩。而且喜欢小宋佳。            
(3星)	 本来4颗星，但因为很烦人、让人讨厌的姜大雁，减一颗。。。            
(4星)	 很感动我的电视剧。亲情，爱情，友情，每一样都打动我。            
(NA)	 虽然又是一部恶俗的戏，但是我还是追着看说的。            
(NA)	 4.6开始看了8集！大概看了下，剩女的社会现象！            
(4星)	 这几部中国当代婚恋题材的电视剧,就这个还靠普, 小宋嘉演得真好,很细,我总会和她同步哭泣,傻笑,不服气,咽下泪水,迷茫,与坚强...除我之外,仿佛整部电视剧里没有什么人真正觉察她(这么说,导演也是不错的).小宋佳,这个些微有点儿女光棍气的美丽姑娘,越来越喜欢她.            
(3星)	 就喜欢小宋佳的利索劲儿！            
(3星)	 奶奶他们看得不亦乐乎我也加入了。确实有笑点。            
(4星)	 原来她就是宋佳呀            
(4星)	 程闯说：“不论是我留下，还是你跟我走，现实都不会有结果的！”为什么？？？？？我不懂！！不过幸好，最后还是happy ending.也许只有错过才知道珍惜吧！所有演员都演得真演得好，很难得的大陆时装剧。            
(4星)	 唉！找个人来爱我…            
(3星)	 我可真喜欢小宋佳            
(3星)	 小宋佳还是属于比较丰满的类型            
(3星)	 剧情挺老套，可我喜欢小宋佳            
(4星)	 有点现实，有点不现实，笑笑就算了，虎头蛇尾嘛            
(4星)	 说什么呢，真实而无奈。经历了苦苦的等待，放弃，妥协，而最终不顾一切的坚持，平淡中让人心痛，懂的人懂            
(3星)	 那些坚持到底值不值得？            
(3星)	 陪老妈看看肥皂剧~            
(4星)	 好看            
(3星)	 话说，挺好看。剩女必看。            
(4星)	 奶奶最后去世的时候好难过啊看得            
(NA)	 小宋佳 很漂亮 我一直就纳闷怎么能漏掉这一个美女呢 她怎么火不起来呢            
(NA)	 记得这个电视剧是在大连时在对面的大哥家看的，很有趣味的往事。            
(4星)	 很久以前看的了，蛮温馨的。。看到老哥看完的影评是：心语，找个人爱。我也是这种感觉            
(4星)	 挺好的剧，演的挺真实的，也很现实。            
(5星)	 是女生就真该看看            
(4星)	 有情人终成眷属。小宋佳真不错，突然想起来还看过她这个片。。。            
(4星)	 里面爱吃冰激凌的奶奶可爱死鸟~！            
(4星)	 还是挺喜欢这部剧的~姜大雁遇到的每一个男人都是剩女们应该遇到的那些代表性男人。大叔、正太、骗婚，还有那个陪在自己身边最适合的人。爱情，也是需要等待的。有等待，才会有真爱。            
(3星)	 对一个剩女来说，还是有很多很实际的东西。            
(5星)	 不解释！            
(4星)	 特别喜欢导演把苏如是和他爸放在一块对比的时候。太逗了！            
(NA)	 编剧太弱智了！！纯粹为了制造矛盾而设置矛盾，很多发火误会都是没由来的，正常人都不会那么做的，假到不行！那一家人简直有毛病，就老妈稍微正常一点。女猪脚更是有毛病，笨到要死还老大脾气~            
(3星)	 记着这个是高三时候中央8天天10点多播的，晚课后回来能看一会。            
(3星)	 看过几眼，还不错            
(5星)	 我以后会不会这么折腾            
(4星)	 這種剩女劇，女主角當然無比重要。這次，姜大雁深得我心；宋佳的喜感也值得一讚！某程度上，覺得自己有點像大雁，同樣是雖善良，情緒卻一點即爆發。大雁在尋找愛情的路途中，慢慢走到被催婚的年紀；可她堅持依舊愛情為上，即使曾因壓力家人，委屈自己嘗試，還是接受不了沒有愛情基礎的婚姻。            
(4星)	 相爱要趁早，爱情童话不属于都市大龄女            
(NA)	 2010夏天            
(3星)	 为了结婚而结婚，咱能不能不这么妥协能不能老实儿的自己呆着？            
(4星)	 诙谐温馨的一部片子。虽然是爱情婚姻主题，却在其中反映了浓重的亲情，很厚重，尤其是大雁与奶奶的的祖孙俩的感情，很感人。老奶奶演得相当棒，传神，幽默，当之无愧是此片演绎最完美的一个人物。            
(4星)	 各种嫁不掉的担心啊            
(NA)	 小宋佳的表演不做作 挺真实的            
(4星)	  五味俱全！Girls must marry someone! 前2段与周杰、刘德凯的感情戏都还不错！剧中的奶奶演得也很到位，很动情。开头有点闹，容易让观众立马枪毙。后半部不及前半部，有个美好的结局算是给观众一个交待了。            
(3星)	 小宋佳很讨喜。            
(4星)	 哈哈哈，寝室同学她老妈硬叫她看！我们是有多大啊！            
(NA)	 2011初            
(5星)	 姜大雁            
(4星)	 比较现实 虽然有些夸张 不喜欢周杰            
(3星)	 中间为啥安排那个老太太死了呢，结尾也没有看到结婚啊，虎头蛇尾吧            
(4星)	 还算不错吧，这个电视剧让我认识了宋佳            
(4星)	 多现实的题材吖！ 我妈天天陪我一起看，后来我爸也加入了！哦耶。 其实，看哭了好几处，女人嫁对一个人，真的很不容易吖。爱很难，恨更难。            
(2星)	 如果你没有看过，就不建议你观看了。            
(NA)	 这是 在电脑上看的第一步国产电视剧            
(4星)	 如果不是最后几集让我抓耳挠腮，不看想知道结局，看又全身难受，我想我会给5分。多么欢乐的一部连续剧啊。            
(4星)	 每次星期六、日中午吃饭时放这个，所以就看了下，蛮反映大女的心态~            
(3星)	 。。。            
(4星)	 哈哈，喜欢宋佳啊            
(4星)	 还不错啊，小宋佳蛮有气质的            
(5星)	 第一次刷夜就是看这个。。。==            
(5星)	 挺好看。挺乐。            
(4星)	 要等爱情。。。            
(5星)	 这片子，看的人相当心酸啊。。。剩女啊。。。过了三十不结婚的人有这么不招人待见的吗？怎么都觉得能看到自己以后的日子了。。。不结婚还真没妨碍谁呀，一个人过多好~            
(4星)	 还有点意思的，挺搞笑的一部剧。            
(4星)	 好看的 剩斗士。。。。            
(4星)	 爱上姜大雁            
(4星)	 我挺喜欢小宋佳的，呵呵，那个比她小疯狂追她的那个很可爱            
(4星)	 剩女的悲哀，遇到的总是不称意的男人，还好最好的结局很美好，给了广大剩女们一个大大的希望            
(5星)	 俺喜欢姜大雁，程闯要是不她我娶。            
(4星)	 小宋佳真美~            
(4星)	 真是什么类型的男人都遇到了，我怎么一个都遇不到            
(NA)	 是部不错的电视剧，很贴近生活，也很真实~~个人觉得比起港片让人更收益！            
(4星)	 可怜天下父母心            
(4星)	 实现是，程闯这种早就有主了不可能剩下优惠剩女的            
(4星)	 嫁不出去完全是自己的原因            
(4星)	 随说自己的生活还没像姜大雁那样戏曲  但是生活中真的很遇到剧中类似的人  用剧中女主角的话来说 &#34;找个有感觉的人 怎么就那么难啊&#34;            
(4星)	 大雁得肿瘤的那段我哭死了            
(5星)	 幽默实在            
(4星)	 欣赏宋佳。不管大小……            
(3星)	 大雁有时候挺讨人厌的！            
(4星)	 小宋佳不错。喜欢戏中大雁的角色，大雁的妹妹可爱。            
(5星)	 几岁谈爱情都不是奢侈的。            
(5星)	 有意思！            
(3星)	 奶奶是亮点，各种抢戏啊~            
(5星)	 看得我又哭又笑。。。            
(4星)	 作为一个高中女生看的第一部剩女题材剧集，着迷得要命，每天急匆匆地就等着放学回家看大雁。同样，这也是我第一次对小宋佳留下完整的印象，她身上那种干净的气质非常对我胃口，率真，成熟，可爱。这片子实在是闲暇时候的最佳选择。另外，姜大雁喜欢的冰工厂，我也很喜欢。            
(5星)	 幽默~一直很欣赏宋佳的            
(4星)	 “从23岁开始，我就和自己说，爱一个人才能和他一起生活。为了这个人，我等了10年。我不能就这样把自己对付了，不然我不就白等了么。大不了，我再等10年。”             
(3星)	 草草看过，题材比较贴近中国特色，虽然国外关于这个话题不知炒了多少遍了            
(5星)	 片中出现的问题，挺实在的。            
(4星)	 哈哈 蛮好看的             
(1星)	 一个这辈子最重要也最浪漫的就是趁年轻可以发挥最大效能的时候做好每一件适合自己的事（不论婚姻还是其他），别的都他妈扯淡。            
(NA)	 看我自己。            
(4星)	 还不错，能够认出的内陆女演员不多=。=            
(4星)	 呵呵   大龄剩女  我是极有可能加入此行列滴~~  就当提前感受下吧  里面的歌还不错。。            
(4星)	 挺真实的             
(4星)	 特别喜欢里面的小宋佳啊！！好淡定的赶脚啊~~            
(4星)	 呵呵             
(5星)	 音乐很不错。心语，找个人来爱我。            
(5星)	 俺也素大女。。俺也当嫁了  啊哈哈～求小哥！            
(5星)	 最爱姜大雁            
(3星)	 真的是童话。            
(NA)	 找个人~来爱我~~看的我这个剩女很心酸。。            
(3星)	 “我只想找一个有感觉的人，这个要求算高吗？”喜欢小宋佳，奶奶老可爱了~            
(NA)	 小宋佳演的挺好，那份淡定就是30岁女人特有的气质。            
(5星)	 这第20集闹心哦  。。。看一遍哭一遍            
(4星)	 我挺喜欢小宋佳的            
(5星)	 现代社会的流行词            
(5星)	 喜欢            
(3星)	 小宋佳不错            
(4星)	 跟着我妈一起看完 她只让我别剩下            
(NA)	 好看的真实            
(4星)	 挺好            
(4星)	 小宋佳 蛮 养眼            
(NA)	 片尾曲好听            
(5星)	 反正就是看了发愁了            
(4星)	 我不喜欢小宋佳，但是电视剧不错，折射的问题也很现实！            
(5星)	 小宋佳很漂亮 结局很童话            
(3星)	 原来这是小宋佳。。。            
(4星)	 教主真欢乐。。。演的角儿大概跟他本人差不多的怂。。。            
(NA)	 之前看过，今天和朋友聊天突然发现，这个就是我的人生。            
(4星)	 由此开始喜欢小宋佳！            
(NA)	 在部队看的            
(3星)	 原来母上大人看过的剧那么多...            
(NA)	 有性格              
(3星)	 zuo啥            
(5星)	 小文那样的女人……喜欢小军，嘿嘿。大雁的家庭很幸福，这都不能让她顺其自然，其他人呢？想想任媛的痛哭，这社会不容易，于是她就嫁了泰山。默默地说，里面的哈根达斯，看起来真不错！            
(3星)	 找个我爱的人来爱我。代入感太强，剩女啊剩女            
(NA)	 挺喜欢小宋佳 委屈无辜的调调            
(NA)	 家庭剧 很温暖            
(5星)	 这个电视剧完全走进剩女的心~            
(3星)	 如果没有周杰这个烂人，我会仔细的看整部电视。            
(4星)	 难得看下去的国产剧            
(4星)	 比较符合大女心态以及现状。            
(NA)	 大女的生活写照            
(4星)	 大女不是你想剩，想剩就能剩            
(5星)	 我就喜欢听那最后一集时，男的给女的手机打电话时那手机的铃音，后来发现好像是爱疯的声音……            
(4星)	 看着挺心酸无奈的  看完明白为啥过去都说找个好婆家。。。婆婆真重要。。。            
(3星)	 比较喜欢小宋佳            
(NA)	 哈哈哈，现实走一回。            
(NA)	 过自己想要的日子，让别人去结婚吧……            
(5星)	 小制作，也能揭示社会大问题。            
(5星)	 真的不错,很多人的心声,人物很丰富            
(4星)	 1、这部片我知道于小伟长什么样了；2、我知道郭涛的演技有多好了；3、老人就是小孩；4、这一家怎么这么多事呀；            
(4星)	 蛮有意思的，剩女的故事            
(3星)	 喜欢小宋佳            
(5星)	 大龄男性也有同感            
(5星)	 我欣赏小宋佳！跟我妈一起看过本片之后，我俩都受教了~~~她也甭不分青红皂白的瞎催了。            
(NA)	 找个我爱的人来爱我            
(4星)	 稀饭大雁，稀饭小宋佳。            
(4星)	 不靠谱的一家子造就了美满的结局            
(5星)	 算很不错的国产影片了            
(4星)	 真的还可以            
(4星)	 ……俺就是萌张耀阳！            
(4星)	 说话更犀利，态度更坚决            
(5星)	 找个人来爱我            
(4星)	 女人，越老越沉            
(3星)	 我还以为这是一部为植入广告而诞生的电视剧...姜大雁的脾气有种更年期的感觉....于小伟真帅....啊，我坚决不要做大女！            
(4星)	 每个假期都会看个国产剧，就这个看得最沉重，觉得那演得就是我那就是未来的我，你就守着那个爱情观过，到头来30好几了发现还是孑然一身爱情竟然成了奢侈品，笑点太多泪点也太多。            
(5星)	 哎……如果现实中的大雁也能遇到程闯            
(3星)	 我就是大女            
(5星)	 因为小宋佳，以及剧集音乐            
(4星)	 嗯，挺好看的！有些戏有点过了。。            
(4星)	 还不错蛮真实            
(5星)	 真的很好看，小宋佳演的太好了。。。            
(NA)	 还是不错的，结局圆满            
(4星)	 每个人都想在爱情的基础上结婚，大龄剩男剩女也不例外，姜大雁的坚持等待，终于等到了自己的幸福。因为宋佳给四星，可能是编剧刻意煽情，让整个片子后半段稍显承重，奶奶不该死的，大雁不该得病的。            
(5星)	 喜欢那样的奶奶            
(3星)	 没看全，蛮有意思            
(5星)	 我嫁还是你们嫁？            
(4星)	 推荐，有些充忙的看这完了此片。爱就是等待.            
(3星)	 刚开始挺逗的，结果后面越演越假。            
(5星)	 我喜欢于小伟和小宋佳            
(3星)	 冲着小宋佳看的，她弟妹长的也可以            
(NA)	 剧情好            
(NA)	 我n多年没看过国产剧了，有几个原因。1是觉得比较过时，我更喜欢看美剧港剧。2是觉得国产老是配音，人家演员本来就在说普通话，干嘛还要配，配了把演员最本能表现出来的东西都去掉了。这个剧我选择看是因为里面没有任何配音，所以就一直看着，越看越喜欢越看越爱。一家人好温馨啊！            
(3星)	 囧            
(4星)	 用自己的感情看别人的故事            
(4星)	 还没经历过，看的时候多少觉得有些荒诞。不过想想真要是自己34了还没嫁，得多大压力啊，哎……            
(5星)	 很搞笑            
(5星)	 台词挺逗  小宋佳怎么看都美            
(3星)	 还是高四时候看的 咳咳-  -前面其实蛮好看的 到后来有点越发无聊            
(4星)	 这也许就是以后必经的生活。。。            
(5星)	 不错的剧，喜欢它的片尾曲            
(4星)	 编剧把剩女的问题都集中在一个人的身上，反映了大龄剩男的主要类型，以及大龄剩女剩男之间不般配的原因。确实，单身的优秀女人多的是，单身的好男人却很少见。好男人一般要求都不高，即使单身，也不会长久；优秀女人一般要求都很高，即使不单身，幸福也难长久。所以，好男人与优秀女人配对的很少。            
(4星)	 大雁这个剩女挺好看的 符合实际 但是这里面和她谈恋爱的剩男都还比较帅啊 不符合实际情况啊            
(4星)	 有时候想要的其实没那么复杂            
(NA)	 我只记得四个人一起在家吃饭的时候看到的片短 和你说的话 办公室恋情             
(5星)	 从此喜欢上小宋佳～            
(4星)	 感觉像是在主角像是在演绎我的人生~            
(4星)	 其实很有陈彤的风格            
(4星)	 奶奶很可爱，妈妈很亲切，家的味道浓郁而醇厚，大雁儿的爱情曲折而戏剧，年龄不是感情的障碍，追爱的权利人人有之且平等            
(4星)	 你不要找，要等。            
(4星)	 尔康！尔康你快回还猪格格里去！            
(5星)	 这是写自传呢。            
