http://movie.douban.com/subject/6714078/	吸血鬼日记  第三季 The Vampire Diaries Season 3
(5星)	 等更新等的好苦啊。。。还是这个最最好看了~~！！！            
(5星)	None
(1星)	 看的人都脑残吗！！！！！！！！！！！1            
(2星)	 狼人变身还是人样，多了几颗犬牙。            
(5星)	 忒期待Elia复活              
(4星)	 追不下去了            
(5星)	 一直在追            
(NA)	 大爱 Damon            
(5星)	 超级好看的那            
(5星)	 我的爱啊~            
(NA)	 渐入佳境            
(5星)	 感觉我的Klaus变得越来越猥琐了。。屎特烦你敢不敢去死！！！讨厌你！！！            
(3星)	 全是一家子的事。。。            
(5星)	 让我魂牵梦绕的一部电视剧  ~            
(5星)	 本来弃了  又重新追  果然喜欢坏男人  觉得S变帅了 哈哈            
(5星)	 最爱            
(5星)	 越来越好看了！            
(5星)	 追~            
(4星)	 D和S的感情都要成为故事的主线了。            
(NA)	 快快更新啊，，，            
(NA)	 我唯二的爱~ DS~            
(5星)	 每周必追剧，爱死了DAMON……每次都融化在他看E的眼神中啊……太沦陷了……对于E不心动真是说不过去啊……            
(5星)	 感情虽然复杂了点，艾琳娜真的很漂亮，不过我更喜欢她演凯瑟琳，走路的姿势太漂亮了            
(2星)	 就图个养眼            
(NA)	 继续追着~~            
(5星)	 这部剧让我明白爱情是超越种族的~~~！！            
(5星)	 Daman的爱总是无法不让人动容~            
(5星)	 戳中萌点 没办法            
(NA)	 好酷 好酷            
(NA)	None
(5星)	None
(NA)	 大爱啊            
(5星)	 近年吸血鬼剧里比较出彩的一部了            
(NA)	 喜欢每个人物。精致的面孔。有想画画的冲动            
(5星)	 追的最勤的美剧了，希望不要为了出而出吧            
(4星)	 这可能是最好的一部吸血鬼题材电视剧            
(4星)	 就是不太理解编剧，所有的人物都是想死就死想活就活，VAMPAIRS不成就WITCH上，很有想法嘛……            
(5星)	 喜欢居然多余前一二季~            
(5星)	 又是无尽的等待。。。            
(5星)	 从开始一点也不喜欢damon，很厌恶，到越老越喜欢damon            
(4星)	 有基情            
(4星)	 很养眼的吸血鬼题材的电影，很多帅哥美女；老套路的角色：吸血鬼、狼人、女巫等，但新意的是有了混血的出现~故事整体情节渐渐显露，看后面如何发展吧！~            
(NA)	 盼星星，盼月亮的那个等啊。值得。            
(5星)	 damon  实在是太出彩了，几乎每集都有亮点啊。            
(5星)	 这才是我爱的片！            
(5星)	 可惜今年的结束啦 来年再见了~            
(3星)	 和达蒙在一起吧            
(5星)	 剧情多变线条明晰，逻辑清晰。            
(3星)	 始祖剧不一般啊            
(5星)	 Damon哇~~哇~~哇~~            
(5星)	 其实我不爱看裹着吸血鬼的皮的爱情剧的  但是这一部例外 哈哈哈            
(5星)	 堪称经典的一部吸血鬼片，虽然转来转去就那么几个人，却每集都新亮点！编剧太有才了，总能牵动大家的心弦，总能带来惊喜！赞！            
(5星)	None
(3星)	 不喜欢，没事瞎编            
(4星)	 故事挺吸引，elena好靓            
(NA)	 PERFECT            
(3星)	 CW的剧到最后怎么都一个德行了~~~都是不停地跳配角出来~~~也许生活就是这样，主角们一直都在，但也总有新的面孔在你周围出现。            
(5星)	 太爱了，就是更新的太慢了            
(5星)	 爱！            
(NA)	 为什么停播呀。。。好期待继续呀。Stefan的复仇，一定非同凡响呀！            
(4星)	 damon纯爷们。剧情，保留意见，画面够给力，至少，帅哥美女，有的。            
(5星)	 太好看了.....            
(5星)	 damon。。。            
(5星)	 期待下            
(5星)	 我一直在追,从第一季开始. 个人觉得比暮光之城情节紧凑些、            
(4星)	 前两季爱TVD可能是因为吸血鬼很帅女巫很令人崇拜还有D很令人心疼。而这一季除了前几个原因，它更让我感受到生活中的很多无奈和感动，它让很多事情变得有力量。没有绝对的善和绝对的恶。anyway, everything will be alright. 当然，情节也的确引人入胜，还有E            
(5星)	 nina我的女神            
(5星)	 让我越来越欲罢不能            
(5星)	 我爱Demon！！让D和E在一起！！            
(5星)	 我至爱的Damon！！！            
(4星)	 很混乱，有点拖，希望这一季结束了就不再有下一季了            
(5星)	 必须好看            
(5星)	 关于吸血鬼的片子，这部很好了            
(5星)	 唯一追的美剧            
(5星)	 要是K女王死了我就弃剧。            
(5星)	 狗血肿么了？偶像肿么了？bug无处不在肿么了？剧情漏洞百出又肿么了？就爱看美青年和美少女谈恋爱            
(5星)	 从这一季我彻底变成了一个ED党- - 好吧 以叔你什么时候复活啊！！            
(5星)	 Damon~~！！            
(5星)	 有爱！DE            
(4星)	 变坏的Stefan更有趣。。            
(4星)	 第三季            
(5星)	 不管别人怎么说最美的女主角，我最喜欢的还是剧情的跌宕，中国敢不敢拍一个这么有内涵的电视剧            
(5星)	 追得真辛苦            
(5星)	 尼玛看得我手心冒汗直喊“卧槽”有木有！！！剧情太赞了！！！完全猜不到走向好么！！！Damon我是你的脑残粉！！！            
(5星)	 好看不解释            
(5星)	 主题曲我喜欢            
(3星)	 青春言情魔幻偶像剧，居然拍了3季            
(NA)	 爱极了Damon 与Elena 两人玩小暧昧！            
(4星)	 每一集都有或纠结或辛酸或神鬼的东东可以玩味，美国编剧的大脑都是什么做的啊，画面精美故事也紧凑，越来越喜欢了            
(5星)	 跟剧神马的~最辛苦拉！！！            
(5星)	 这一季，总要给damon一个机会吧            
(3星)	 跌宕起伏的没有内容            
(5星)	                喜欢Damon那邪邪的笑,更欣赏他对爱情的执着            
(3星)	 看了几集觉得有点追不下去，果然失去了校园之后整个剧情有点失控。。。有空再耐心看看。。            
(5星)	 超级爱的~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            
(5星)	 大K太温柔了 - -              
(5星)	 看着豆瓣分越来越高啊 我快抑制不住我这颗等三出完再看的心啦！！！            
(5星)	 第三季更新慢的要死！            
(NA)	 D党            
(5星)	 剧情略有些拖沓了，还是很精彩            
(5星)	 大爱DAMON~~            
(5星)	 很揪心诶。。。上两季都不怎么喜欢St。。。喜欢D。。但看完这个之后，也会为St心痛....诶    虐啊    但又欲罢不能....            
(4星)	 虽然有越来越扯之嫌 但为了Klaus先打个四星            
(4星)	 2012. 01.06 e10            
(5星)	 喜欢            
(5星)	 坚定SE~！！            
(5星)	None
(4星)	 喜欢k            
(5星)	 elena直接和damon在一起吧 stefan可以去搞基了            
(3星)	 渐渐丧失兴趣。。。            
(5星)	 追呀追~ 追成习惯了~            
(2星)	 剧情越来越狗血            
(1星)	 弃了弃了够了够了            
(4星)	None
(3星)	 开始真正的看起来了            
(5星)	 真的不知道接下来会发生什么，好！~            
(3星)	 至ep13，看不下去了= =            
(5星)	 lexie，lexie~            
(5星)	 每一集开始一个激动人心的，然后紧张的过程，然后温情的结果，加上一个下一集悬念的开始            
(5星)	 NINA啊，超级大美人····            
(5星)	 第三季一如既往的好看!够纠结!!            
(3星)	 最喜欢klous            
(5星)	None
(4星)	 Damon愈发帅了，就这些            
(4星)	 纯养眼剧..            
(5星)	 比前两季有意思多了。            
(NA)	 好看   大爱   达蒙            
(NA)	 跌宕起伏。。。            
(3星)	 还在撑着。完全没有逻辑的电视剧啊            
(5星)	 越来越好看了，太佩服编剧的想象力了。赞            
(5星)	 挚爱            
(NA)	 我相信人也有一个感情开关，可以关掉。elena太棒了，，，希望自己有她一半坚强            
(5星)	 吸血鬼            
(4星)	 可以练口语和听力。然后等的比较辛苦。……            
(5星)	 好看            
(1星)	None
(5星)	 越来越精彩啊！总是让人看到欲罢不能，想知道后面究竟怎么样了。中国什么时候能拍出这样让人惊艳不断地剧啊！？            
(NA)	 想让谁出现都行啊，死了的也行            
(5星)	 大愛Demon            
(5星)	 算是我接触比较早的关于吸血鬼的片子了            
(3星)	 我已经hold不住了，同题材还是真爱好看，我就是来看看anne的，顺便看看damon的            
(5星)	 不知道为啥，我觉得克劳德更赞，难道是因为他更坏一点？            
(4星)	 没耐心了            
(5星)	 看到第五集了。damon和stafen 竟然来了个角色大转换～            
(4星)	 stephen和damon状态调转了，第六集DE的感情已经赤裸裸了，E看S那个厌恶的表情真让人难受。好吧，反正S已经受控制没人性了，DE你俩就在一起吧~            
(5星)	 大爱            
(3星)	 弃之            
(5星)	 结尾真的很动心            
(5星)	 我已经控制不住自己不去看这个了。。。            
(5星)	 好吧我就是喜欢美国偶像剧还行啊            
(5星)	 好看、            
(2星)	 真的是越来越无聊了啊啊啊啊。。弃。。            
(4星)	None
(5星)	 不仅可以看帅哥美女，还可以提高口语            
(5星)	 至今最好看的            
(NA)	 弃            
(5星)	 已经不那么血腥了。            
(4星)	 喜欢看帅哥……            
(5星)	None
(5星)	 每集都是精品            
(5星)	 越来越有意思了~~还在追呢~            
(5星)	 吸血鬼猎人复活了@@！！            
(5星)	 damon是献给广大观众的 能看清一切剧情和事实的观众             
(5星)	 真的是越来越精彩 DAMON ~            
(5星)	 恩.damon.            
(4星)	 对E越来越无感，好希望R把圣母E给解决了然后K女王霸气回归当女主角~~~~            
(5星)	 怎么看不到链接            
(NA)	 大爱啊~~~~~~~~~~~~！！！！！！！！！！！！！！！            
(5星)	 啊~Damon快跟Elena私奔吧！            
(4星)	 如此的哥特风格，鬼魅加有趣            
(5星)	 每一集都真心大爱            
(3星)	 情节越发牵强了            
(3星)	 弃之            
(4星)	 美剧演到后面总是狗血，编剧想怎么样就怎么样了            
(5星)	 追逐的过程是痛苦的，尤其是一周一集，一集40分钟的剧~~            
(5星)	 虐死我吧！剧情百转千回！            
(5星)	 第三季明显血腥了很多呀，不过还是超级好看，我喜欢每个角色。小狼这一季帅了很多，有木有？            
(4星)	 out of expectation            
(5星)	 剧情真是非常棒。            
(NA)	 打算弃剧了，觉得故事越来越扯            
(NA)	 大萌越来越能装，E跟着也开始卖萌，剩下一个S苦逼脸哭的好难看。每次看到Klaus那张脸就想一个巴掌甩过去，烦不烦！白白偶像剧。。             
(4星)	 很想知道混血儿怎么死的            
(5星)	 cried in the end of the first part.            
(5星)	 这个真的很爱,,哈哈,,,新一季的等待啊            
(5星)	 不解释啊！！！            
(3星)	 剧情的展开还是缺乏力度，没有第二季的高潮迭起。。但Season 3 里面的音乐还不错。            
(5星)	 四颗个剧情，一颗给演员，漂亮            
(5星)	 我觉得第三季拍得像惊悚片了！            
(NA)	 超好看~            
(5星)	 正在看~但肯定是力荐的~剧情实在不一般~（剧情控……）            
(5星)	 最好看的美剧            
(3星)	 Elijah求复活...            
(1星)	 请整死这些该死的三角恋            
(3星)	 总觉得没第一第二季看起来有feel了呢            
(5星)	 要是CT不在一起了我真想弃剧。。越来越不喜欢了Elena了。。情节还是那么狗血好看啊。。            
(5星)	 更的好慢  等不及鸟            
(NA)	 持续关注中···            
(5星)	 目前最爱的美剧            
(NA)	 果断弃了，Ste那大方脸就算了，Klaus怎么能那么难看，OMG！            
(NA)	 决定像看第一季一样~憋一年再看。            
(4星)	 纠结到我不想看了。。            
(4星)	 正在追            
(5星)	 必须5星            
(NA)	None
(5星)	 成为吸血鬼就等于将自己的性格夸大化，喜欢S的异类和人性的完美保留，喜欢D的爱恨分明，专一真诚，喜欢C的可爱坚强，这些吸血鬼让我难舍难分            
(4星)	 剧情真心狗血了。            
(3星)	 damon 你再不干点啥我就休了你/我决定弃剧            
(4星)	 情节真的各种曲折            
(5星)	 这么纠结的三个人，到底要怎样            
(3星)	 怎么觉得有点罗嗦   貌似狗血成了今年美剧的主线            
(4星)	 总算E和D正大光明了            
(4星)	 一部接一部，没完没了！            
(5星)	 S3非常给力            
(5星)	 the vampire diary, very good...            
(5星)	 VD的高潮在后面...            
(5星)	 冲着女王给分的，实话吧，没第二季给力。            
(5星)	 我去！！比第二季好看多了！            
(NA)	 诶嘿嘿。DE3th KISS!!            
(5星)	 非常喜欢D，支持~！            
(3星)	 观望结束，弃！            
(5星)	 我强烈的喜欢TCTCTCTCTC~~!!!!            
(3星)	 有种欲断难断的感觉，无论是戏剧本身，还是观众。            
(5星)	 冬歇又来了。。漫长的等待            
(NA)	 Damon~            
(2星)	 越来越无聊了 弃剧            
(3星)	 第三季剧情越发凌乱无聊了，这段三角恋不再有吸引力了。            
(3星)	 男女主的性格越来越没意思。配角反而是看下去的动力。            
(5星)	 这季明显比前两季紧凑许多，五星全给越来越帅的大萌。。            
(5星)	 等了几个月了            
(5星)	 比前两季血腥了呢，泰勒和Damon的戏份多了更好看，都是帅哥呀。            
(5星)	 虐的剧情即将上演~DE会有新的突破吧~不过本人预言，终将还是SE~呵呵~没为什么，等着结局吧~            
(4星)	None
(5星)	 虽然看着很害怕，但还是很想看呢，好想快点播完丫！！！            
(NA)	 唯一一部追了3年多的电视剧              
(3星)	 第三季鬼魂都出来了= =            
(5星)	 爆红剧集再次出发，三角恋依旧让人纠结，Heroes里面的悲情眼镜男出场，这次他的女儿又是个金发碧眼的cheerleader，依旧不正常，是不是又要父爱满溢得让大家感动一把？            
(5星)	 不用想了。。。我知道我怎么样都会看完怎么样都会给五星的！！！            
(5星)	 越来越刺激            
(5星)	 一季比一季好看 看的我紧张流的 那个安娜是要复活了吗？还是vicci            
(2星)	 7集，弃            
(5星)	 每个狭长的剧集都有一个没事爱招惹男数角却又拥有被称作善良的犹豫不决特质的女主角。而她和男主角之间的爱情，不知怎么的，特别的坚韧不绝。            
(4星)	 越来越不喜欢女猪脚了            
(5星)	 爱死了这剧··男主角什么的都是浮云。。还是达蒙好捏~！            
(5星)	 第二集有点血腥了啊~            
(5星)	None
(5星)	 追            
(5星)	 悬念迭起，对鬼魂这一部分的剧情特别感兴趣，第二集又增加了悬念，viki想害jeremy么？            
(2星)	 弃了。            
(5星)	 VD的故事有种越编越大的感觉。。。一望无际不知何时才是尽头。。。            
(NA)	 进行时，每集必追            
(5星)	 本来就是一直很喜欢的美剧 现在更加喜欢了 因为巨帅的Clause            
(5星)	 越来越复杂了。            
(3星)	 和第二季比差很多的感觉。。            
(5星)	 dmaon依然是台柱，第一集就裸了，by the way 。最后一首插曲相当棒！日记不愧是个人好剧情好歌更好的美剧，绝对神作！！            
(5星)	 第一集就泪奔了，追啊追！！！            
(3星)	 最讨厌这种坏男人变好男人的桥段了。弃。            
(2星)	 2集弃……真是够了……            
(5星)	 最爱DAMON！            
(5星)	 哈哈哈，回归啦回归啦~~~            
(5星)	 终于来第三季了~嘿嘿~            
(5星)	 第一集就开始虐人 我的心揪着            
(5星)	 终于回归了            
(4星)	 爱大萌~            
(5星)	 SESESESE            
(5星)	 Elena长圆了  哈哈 Stefen走了化某欲为食欲了啊   我很喜欢Stefen点头的瞬间，默契是最宝贵的语言。其实我还是最喜欢caroline，真性情。            
(5星)	 编剧依然很强大，这一季也很有看头            
(5星)	 第一集感觉有点拖沓了..  而且Elena是因为上一季Stefan走了所以化悲愤为食欲了么,?感觉胖了好多啊.!!  五颗星给依然帅气又好身材的Damon.!!  后面的不能让我失望啊.!!!!!!            
(4星)	 You will be OK..            
(NA)	 好好珍惜最后的日子            
(4星)	 完全是为了Klaus看的哇哇            
(NA)	 看不下去了。。弃了。。            
(5星)	 第一集有点拖沓哦            
(4星)	 还有什么好说的！            
(4星)	 stefan啊……            
(5星)	 我开始粉K女王了            
(5星)	 第五集真的被编剧虐死了，S为了E也牺牲太多的说！！！！            
(5星)	 期待期待~~~            
(5星)	 很好看,很喜欢..            
(5星)	None
(5星)	 嗲得不得了。。。。            
(5星)	 第一集就奠定了悲伤的基调，等待or开始新生？Hold on......            
(5星)	 我爱Damon啊~~~~剧情越来越不错鸟~~光看预告感觉日记开始走真爱的风格~~真爱第四季倒是木有之前三季那么血腥~╮(╯▽╰)╭            
(3星)	 帅哥美女终究有一天会看腻的。弃。            
(5星)	 庸懒的美国人            
(NA)	 弃了  懒得看了            
(4星)	 好吧 又要进入冬歇了。。。就放9集 NND 2012见 - -            
(5星)	 欲罢不能!!!            
(5星)	 帅哥美女，敢爱敢恨。            
(5星)	 爱达蒙            
(NA)	 e09 //back on jan 5, 2012            
(4星)	 越看越觉得一般...            
(1星)	 弃了。。实在看不下去了            
(4星)	 死特烦黑化了，超期待。            
(3星)	 无心再追了= =还是第一季最好看            
(4星)	 我不是很能接受狼人吸血鬼混血这个事情。。。四星给妮娜和伊恩            
(NA)	 为什么这么虐S。。。所以现在是D和S换过来么。。。            
(5星)	 坚持看，期待第四季。            
(5星)	 等啊等            
(3星)	 就那样了。。。            
(NA)	 biggest 。好电视就是这么彪悍~ 期待            
(NA)	 ian！！            
(4星)	 ...没关系反正我还有空..            
(5星)	 每个星期五期待更新啊 = 0=            
(5星)	 等着第四季。想看结局。            
(4星)	 cw的剧。除了nikita和替身真没法看。            
