http://movie.douban.com/subject/2157130/	金粉世家
(4星)	 制作精良。            
(4星)	 因为它爱上了蒋捷的词。            
(4星)	 挺有那时的范儿和气场的，刘亦菲演的也很自然娇蛮。其中半星给片尾曲《让她降落》。            
(5星)	 不错的演出，类似京华烟云的，红楼梦版的贾宝玉            
(5星)	 曾经很喜欢的一部戏~就留个最美好的回忆~我甚至害怕重新看一遍自己会太失望~所以就让我留着美化的回忆至死~            
(5星)	 小时候看过好几遍。几个角色都喜欢            
(5星)	 超爱看啊。董洁在这里面美死了美死了  每晚飙车回来看            
(3星)	 我喜欢冷清秋的名字和8妹            
(5星)	 最爱的电视剧。            
(4星)	 老七后来变心我完全理解，对着这么个不食人间烟火的主儿，根本没办法过日子。只是很奇怪那么沉稳的冷清秋为什么喜欢上了金燕西            
(5星)	 就是因为这个我喜欢董洁的，太符合原著精髓了            
(NA)	 国产，经典            
(4星)	None
(4星)	 金燕西他爹肿么就被气死了，小时候对这个情节很是不满啊            
(NA)	 哭的那个我啊            
(NA)	 当时多好看的一部电视剧 陈坤富公子的形象深入人心。            
(5星)	 最爱之一，陈坤太迷人了。            
(5星)	 董洁那时候真的太纯了，这部电视剧我守着看。            
(5星)	 多年前的经典 嗯 再也找不出比董洁更适合的冷清秋了            
(3星)	 印象很深的一个词：但愿如此            
(5星)	 瓦擦 我最爱的电视剧 哈哈哈哈哈哈哈哈            
(4星)	 因为这部剧开始喜欢董洁。            
(NA)	 借着张恨水小说人设的小清新            
(NA)	 貌似甩好看            
(3星)	 董洁美得清丽脱俗，刘亦菲当时是包子脸，化妆服装及其失败，陈坤没感觉，寇振海每次都是同种形象说着同样的台词出现，看腻了。最有感触的是金家败落的部分，好凄凉~            
(5星)	 当年还不懂得董洁的美。如今国内的电视剧已经让人看不下了。            
(5星)	 那么喜欢坤哥演的七爷和董洁演的清秋，现在依旧记得            
(3星)	 首次认识刘亦菲就是这部电视剧,当时十分惊为天人            
(4星)	 当时看过之后就印象深刻。有时间读下原著看。            
(5星)	 为最后那两段爱情惋惜，怜儿和柳春江一出现就放《让爱降落》，太催泪了。在北洋军阀统治的时代背景下豪门由兴盛走向衰败，电视剧里反应出的各种时代变化和人情冷暖，拍的很真实。            
(NA)	 特地标记一下是因为我前两天正想说来着：陈坤和董洁这两个人！十年了！一点点样都没变！童颜的太超过！            
(5星)	 小学时特别喜欢，现在一提起来还是各种感慨，旧情不改。记得那时央视的宣传有一句“民国版的红楼梦”，每次看到脊背都发麻——就是那种被震到的感觉。还因此特别去看了原著。个人更爱电视剧，因为电视剧太美，人美，感情美，有一种特别的纯粹。仿佛即使是错的也都可以原谅了。从此处忽然懂了悲剧。            
(4星)	 很多情节都还回忆得起来            
(5星)	 曾经看得泪水哗哗的~            
(3星)	 那时候觉得求婚那里好浪漫来着0.0            
(5星)	 我是坤哥NC粉。还有就是，这部剧真心优秀。            
(5星)	 主题曲印象深刻；好看，最后两人擦肩而过的一幕瞬间内牛。            
(4星)	 当他们躺在向日葵丛中时，瞬间秒杀。            
(5星)	 真是很精致的一部剧。 有空一定要读一读张恨水的这本小说            
(NA)	 算是第一次認真看陳坤            
(5星)	 超爱陈坤            
(NA)	 女主叫冷清秋…男主叫七爷            
(5星)	 经典的不容错过...            
(3星)	 导演有理解原著吗？            
(5星)	 最好的金燕西遇见了最好的冷清秋。就算一切都只是一场一厢情愿，暮然回首依然是那么明艳动人。            
(NA)	 七少爷~~~            
(4星)	 董洁木头气质，剪了短发之后很亮眼。刘亦菲声音略粗糙，只能远观。喜欢大家庭内斗的戏份胜过看阔少追女仔，金家的哥哥们都很猥琐，姐姐们却很温婉娇俏聪明可人，俺最喜欢的是扮演老四道之的罗珊珊。            
(4星)	 别的先不说 董洁是不会老不会变的吗？~~~~            
(5星)	 多好的一对儿啊 让人唏嘘不已 那首主题曲 知道现在一听就难受            
(5星)	 五星呐~~~深深的爱上董洁            
(5星)	 特别喜欢，就是特别喜欢，贼喜欢，什么什么的都喜欢。            
(4星)	 那时候觉得厂花帅死了~~~神仙姐姐也美死了~~~            
(5星)	 陈坤好帅好帅~~~            
(4星)	 电视每次播都要看，最爱看他们结婚前的日子，结了婚就太悲情了            
(4星)	 陈坤董洁让我无力自拔，读了原著之后不是一般的幻灭            
(5星)	 回顾经典，陈坤还是帅爆了啊            
(4星)	 养眼。            
(5星)	 我是坤哥NC粉            
(4星)	 董洁跟陈坤很配，我觉得。            
(3星)	 看，我就说了坤哥演的片儿我分明看过不少嘛！            
(4星)	 董洁很美            
(5星)	 我就是喜欢刘亦菲，哼哼！            
(4星)	 跟大人看的= =            
(3星)	 小时候看不懂。            
(5星)	 22集以后一直不敢看             
(5星)	 不说了~脑残粉~有段时间无脑的妄想cosplay冷清秋（就我那吃货得性还要装冷美人？！闹哪样啊），发型很蠢不过买的边夹很好看，一直留到现在。不知道为什么没人提到片尾曲？我现在还能完整地唱下来，会不知道为什么就开始哼。可知那颗心，在风中多落寞。就让他停留在你怀中。多好的歌词。            
(4星)	 那个时候特别同情秀珠&gt;&lt;...            
(4星)	 小時候看，羡慕清秋；長大後再看，五味雜陳~            
(4星)	 这才是偶像剧，甩掉芒果台的自制偶像剧好几条街哦            
(5星)	 最喜欢的电视剧            
(4星)	 冷清秋~~~~~~~~！！！！！！！！！！            
(5星)	 第几次看了。心痛欲裂。心如死灰。            
(5星)	 给以前的回忆 和中国我认为拍过的最好的片子之一            
(4星)	 初中和朋友们一起追剧的记忆。喜欢陈坤，喜欢冷清秋这个冰冷的名字，喜欢《让她降落》            
(4星)	 冷清秋那首诗把妹很不错。            
(5星)	 冷清秋。爱这个角色            
(4星)	 初中时候看的，很喜欢，好多经典的镜头~学校操场告白什么的，向日葵花海什么的~片尾曲也好，总觉得听的时候都能闻到淡淡的花香味。            
(3星)	 为了表现和电影的差距，电视剧我普遍降一星好了……            
(4星)	 那个女主角还挺漂亮的            
(4星)	 不错啊            
(5星)	 理想片            
(5星)	 为了董洁，5星~            
(5星)	 很好的片子            
(4星)	 十五岁的刘亦菲眉梢吊吊着多好看哪。那是他们都还年轻我还小。            
(4星)	 我一直认为这是坤哥的成名作哎            
(5星)	 无数次回放一些经典 虽然现在回看陈坤的演技有点浮夸            
(4星)	 当年的他们，很水嫩            
(5星)	 漏洞很多，但演员很不错。陈坤的角色大爱！！！            
(5星)	 最美的爱情==最美的男女主==最美的画面==最悲凉的结局。。。。。            
(5星)	 老电视剧了，现在回头看看也非常喜欢，张恨水遇上董洁，才有这样的金粉世家，另外舒畅也很可爱，刘亦菲因为化妆的关系，可惜了~~            
(5星)	  love barely last long.            
(NA)	 当时觉得董洁好美&gt;、&lt;            
(1星)	 看了很多集，都是被逼着看的            
(4星)	 开始总是浪漫、唯美、感人的            
(5星)	 当花瓣离开花朵，暗香，残留。            
(4星)	 冷清秋气质如兰            
(4星)	 主题曲很好听            
(5星)	 喜歡董潔，看了好多遍。            
(4星)	 有小时候的味道。            
(4星)	 淡淡的幸福，远远的疏离，令人唏嘘的爱情辗转，锁住了那一方清秋，留下了点点的惆怅。            
(3星)	 只记得惊艳并青涩的刘亦菲            
(4星)	 那时候看的时候很喜欢清秋啊。感觉里面的各种演员都演的超带感的，有种那个时代的那种感觉。            
(5星)	 當時可喜歡看了            
(3星)	 那首《蒹葭》是硬伤。虎头蛇尾。            
(5星)	 精彩             
(4星)	 初三时的剧吧？            
(4星)	 少有拍得不错地国产剧，当年也曾迷恋过董洁一阵子。            
(5星)	 清秋,清秋,清秋~刻骨铭心~            
(5星)	 年少时看不懂 不明白两个世界的金少爷和冷清秋为何不能在一起 现在看又全是叹息了            
(5星)	 董洁就是我心中的百合啊！            
(5星)	 那个时候觉得很好看，只是结局。。。唉。。。            
(5星)	 从这个片子的预告开始，我对坤姐的爱一发不可收拾!            
(5星)	 无话可说的喜欢            
(4星)	 主要是张先生本子忒棒            
(NA)	 一次在食堂听到暗香，还是觉得好好听~~            
(5星)	 燕子去了,有再来的时候;杨柳枯了,有再青的时候;桃花谢了,有再开的时候.但是,我们的日子为什么一去不复返呢? 熬了3天夜又重新把这部长达40集的电视剧看了一遍,好心痛啊!!!!那年陈坤还没有为人父,董洁也没有为人母,好剧,经典            
(3星)	 原来看我过这么多电视剧——董洁是大连人~嘻~~            
(4星)	 结局好像不太好？            
(5星)	 我又翻出来看了几集，每次都有新的感动。开头的安逸中间的幸福和最后的无奈            
(5星)	 重看一遍，还是发现董洁气质莫过于百合莫过于 冷 这个字了！            
(5星)	 我只记得主题曲            
(5星)	 我被董洁秒杀了。            
(5星)	 主题歌好听好听，所以给五星！~            
(5星)	 好几年前看的了。可惜最后生离死别.......            
(4星)	 童年记忆之一，当年哼暗香哼了很久，还因此喜欢百合花。那时还不知道雨霖铃，只觉得冷清秋确是个好名字。陈坤还带着点孩子气，董洁始终是娃娃脸，刘天仙的BabyFace和浓妆猪肠粉卷发搭在一起...其实挺出戏的，不过也是相对而言。但现在看来，就像母上说的，它只是一部包装得光鲜亮丽的民国偶像剧。            
(5星)	 萌了我初中的年代啊            
(5星)	 这个超级好看的。            
(4星)	 抽风想看...            
(NA)	 小時候的記憶啊。。             
(4星)	 当时看哭了的，就觉得相爱的人为什么不能好好的在一起            
(5星)	 到现在都很喜欢。非常非常喜欢。陈坤特别特别特别迷人。            
(5星)	 经典            
(3星)	 美丽故事的开始 悲剧就在倒计时             
(4星)	 那片向日葵花田让我愿意看这部剧集    喜欢清秋的清冷   喜欢燕西的真实            
(4星)	 我是来顶坤哥的            
(3星)	 一种人生追逐吧            
(5星)	None
(4星)	 当年看觉得这段感情从开始就好美，现在看觉得从开始就是错。种种悲剧皆因执念起。~~~~~那个葡萄藤上的百合花，好想截个图下来，木有成功。~~~~~看来那些美好只适合放在水晶玻璃里珍藏，一旦接触到现实中的空气，难免会变了质。            
(5星)	 冷清秋和金燕西扮相都超美 白秀珠同学依然是面瘫 结局惹人唏嘘 但觉对不失为经典            
(5星)	 小学四五年级的时候每天傍晚一吃好饭就冲到教室去看央视八套热播剧= =。。            
(4星)	 虽然拍摄效果不够震撼，配乐也不咋地，但题材是让人沉思的。耐琢磨的小说，耐琢磨的故事。导演有勇气把张恨水的作品搬上大银幕，是要勇气的。            
(4星)	 坤哥最近在WB上红的紧~还是最喜欢这部作品……那个时候超喜欢董洁！哦，还有大嫂~            
(5星)	 初中看的电视剧，现在又重温一遍最后一集，悲剧的结尾让人扼腕！            
(5星)	 国民cp，金燕西&amp;冷清秋            
(5星)	 身为坤哥的脑残粉没有看过这部是要被雷劈的！！！！            
(4星)	 通过这部喜欢上坤哥（・∀・）            
(4星)	None
(5星)	 原来好喜欢，突然想看。            
(5星)	 经典！            
(4星)	 经人推荐看的，总的来说还不错，喜欢那个结局，明白了一个道理——爱是勉强不来的！            
(5星)	 喜欢陈坤。            
(2星)	 CCTV8            
(4星)	 也是初中时候看的~~董洁真美 从那时认识刘亦菲的~~            
(5星)	 那时候明白了，有些爱情即使爱也走不到最后。或许分开之后的得不到才是爱情的保鲜剂。或许我不懂爱，但是这是我的理解。            
(4星)	 姐姐看了多少遍啊，曾经最爱。            
(5星)	 陈坤V5            
(5星)	 对董洁的喜欢从“冷清秋”开始。看完原著小说后才发现，这部电视剧对原著的还原度还是蛮高的，但也做了一些不错的改编。将一段爱情放在一段时代里，结局也就不足为奇了。            
(5星)	 很经典，从那时起就喜欢陈坤了。那忧郁的眼神啊❤            
(5星)	 董洁让你知道，小女人木有前途，野心勃勃才是正途。            
(5星)	 难忘！！            
(5星)	 当时看到冷清秋的第一眼，就被她迷住了。对不起，我是女生。            
(4星)	 刘亦菲和董洁的美丽大PK            
(4星)	 这部总体来说不错的~有那种氛围。            
(5星)	 清秋已是冷，再姓冷，该是怎样的命运，怎样的故事            
(3星)	 看董洁就觉得她演什么角色都是一张面无表情的脸……            
(5星)	 记忆中的经典……            
(4星)	 整个画面质感都挺好的            
(3星)	None
(NA)	 经典。超爱。            
(4星)	 更那堪冷落清秋节。            
(4星)	 小时候看的 那时董洁真是清冷气质啊 喜欢 刘包子也美得仿若天仙啊            
(4星)	 个人觉得刘亦菲最好的演出。            
(5星)	 陈坤和董洁最完美的作品，这是董洁量身定做的吧~~百合一般的女子~~结尾太伤了……            
(4星)	 还想当年看金粉世家的那份凄凉心情。对清秋清冷孤傲的又痛又爱，对燕西风流的愤恨。车轮滚滚奔向南北殊途时，多希望能同归。            
(NA)	 迷死陈坤啦！讨厌刘亦菲就从这片开始的            
(4星)	 又一部悲情的剧            
(3星)	 董洁好，陈坤2.            
(4星)	 应该是陈坤最好的，第一次见董洁还有刘亦菲。            
(5星)	 让心在灿烂中死去，爱会在灰烬里重生            
(4星)	 陈坤，董洁。。。。。这剧是我唯一喜欢刘亦菲的时候。。。            
(5星)	 初中时代挺喜欢看的            
(4星)	 董洁像一朵雏菊            
(4星)	 冷清秋             
(5星)	 非典时期CCTV热播的剧啊~~~只记得刘亦菲 和董洁 还有那首。。。暗香= =            
(4星)	 我始终觉得它是一部我无法忘却的经典。。。但我始终没有勇气看后半部分。            
(5星)	 心中永恒的经典            
(4星)	 董洁真嫩，            
(5星)	 当年看到董洁演的冷清秋时，真有种惊艳的感觉            
(5星)	 国产偶像剧高峰  选角.....各种精致   并且又是刘沁呵呵            
(NA)	 恩 对于爱情和小清新最初的认识            
(4星)	 当年看了电视找原著看来着，到底是不是因为当时年少所以可以迷一部华语片到不得看就跟家里面吵闹的地步。。。。            
(5星)	 虽然和原著有些差异，但每一次看都哭得撕心裂肺，错过了，心碎了……            
(3星)	 刘亦菲不够美，陈坤不够直……            
(4星)	 看过            
(4星)	 最后一场戏看得我是真心酸呐。无限唏嘘。            
(NA)	 其实董洁，还是不错的            
(4星)	 记得当时是很喜欢刘亦菲，但是后来才知道她当时原来这么小= =。结尾真的有虐到我            
(5星)	 这是我最喜欢然后重播必看的4大电视剧之一。            
(4星)	 还有我们高中的场景~            
(5星)	None
(NA)	 恩 小时候什么都不懂啊            
(4星)	 金家哥几个都长得不错...            
(3星)	 那個時候有個花海就把我感動的。            
(4星)	 ”多情自古伤离别，更那堪冷落清秋...“从此后，再也没有如此清丽脱俗的冷清秋了。            
(5星)	 T..T 一度是我的精神支柱啊            
(4星)	 还以为会拍续集呢            
(4星)	 燕西曾拥有对他一心一意的秀珠 又拥有温柔独立的清秋 可是到最后 还是谁都没有珍重拥有 一切都是灰烬            
(4星)	 喜欢。            
(5星)	 值得买来收藏的片子，看了深有感触。            
(4星)	 我就是喜欢一见钟情的故事。            
(5星)	 小时候的回忆啊            
(5星)	 多情自古伤离别，更那堪，冷落清秋。。。            
(5星)	 想当初播放的时候，我冒着迟到的危险追着看到结局的啊！！            
(5星)	 这绝对是我看过的制作最精良的民国剧。。。            
(5星)	 恨水不成冰，最喜欢的大陆电视剧            
(4星)	 真心不错，小学追了好久。。。。墙上全是海报。。。            
(4星)	 太可惜的错过就是一生            
(NA)	 非典时期的难忘记忆            
(4星)	 遗憾，喜欢冷清秋            
(5星)	 冷清秋，董洁天衣无缝。喜欢小怜。            
(5星)	 只因为是你            
(NA)	 哎哟，美貌真是拥有万能豁免权。红粉、香粉、金粉，数这一部脂粉味儿最足。            
(5星)	 少数电视剧里很喜欢的一部！！！            
(4星)	 金燕西和冷清秋，千万别有翻拍啊            
(5星)	 每看每哭 连听歌都哭 大约可以算是最爱的电视剧了            
(4星)	 2003年的时候叔还是个少年            
(5星)	 写个评            
(4星)	 董洁也影响了我的审美观~            
(5星)	 经典作品，当时觉得刘亦菲好美。。。六年级，还记得金燕西在大楼上挂的I LOVE YOU            
(5星)	 道尽了世事无常，让人唏嘘不已（老泪纵横？）。冷清秋绝对影响了我童年萌芽的女性审美取向。不过随着年龄增长，觉得真正所谓女性独立还是要有一个不屈不挠的性格。清秋有时候还是太，不强求了。还有最后他们真的再没相遇？编剧你真的不来个重逢么？我从小到大这个结局都接受不了啊。让我看重逢吧！            
(4星)	 董洁好美啊            
(5星)	 喜欢疯了            
(5星)	 大爱，那个时候刘亦菲才12岁            
(4星)	 各种好。            
(NA)	 冷清秋啊            
(4星)	 我记得是八年前看的了            
(5星)	 浪漫的极致            
(5星)	 当时觉得陈坤演的太棒了            
(4星)	 国产之经典            
(NA)	 小时候看了很多遍的~            
(4星)	 他们因相爱而结合，又因背弃而分离。            
(3星)	 冷清秋是合適的人            
(4星)	 小时候看过的电视剧27            
(5星)	 看完这个超级迷董洁            
(5星)	 大概心碎是爱情最美的样子。            
(4星)	 话说当年在电视上看的差点没气死~~就觉得冷清秋好美啊，结果哎哎哎。            
(1星)	 自行车太假了..            
(5星)	 文艺腔颇重的一部剧~~中学的时候红极一时啊~~片头片尾曲也出彩~            
(5星)	None
(5星)	 每播一次我就看一次            
(4星)	 清秋这样的女子            
(4星)	 其实一直木有看完            
(4星)	 我那时候真的不烦刘亦菲的。。。现在我简直就。。。不能忍= =            
(3星)	 刘亦菲只有这部还比较讨喜。。后来越来越不行。            
(3星)	 董洁就是清秋。            
(NA)	 看了 忘了。            
(5星)	 曾经很喜欢            
(4星)	 就是那时喜欢上董洁辣妈的！            
(5星)	 喜欢主题曲            
(5星)	 董洁             
(5星)	 初一看的，那时的最爱。觉得冷清秋脱俗的已经是仙女了~~结局让我郁闷好久好久。            
(4星)	 寂寞空庭锁清秋。            
(4星)	 当年刘亦菲再美  我还是记得董洁剪短头发一回头时的惊艳            
(4星)	 美            
(NA)	 其实我只记得一个名字叫冷清秋...其他...哦 还有主题歌！太小了完全不懂在讲什么....            
(5星)	 好美的剧，好美的风景，好美的人，好美的董洁，所有的好美，结局亦美的让人心疼，就那么那么的擦肩，那么的错过...            
(4星)	 哇塞，喜欢前半段的爱情，董洁无比青春啊，不喜欢这里面的刘亦菲呢            
(3星)	 房子倒是很好看。            
(4星)	 很喜欢董洁的味道。            
(5星)	 才到了开头，没猜到结尾。            
(3星)	 画面真好看，虽然拍的很早，但是依然没有失去味道。但就是···太长了！呃。            
(4星)	 喜欢董洁的那种纯净，太完美了            
(3星)	 想看原著啊            
(5星)	 一时的经典啊。。            
(5星)	 其实觉得冷清秋有点公主抱            
(3星)	 那主题曲还在脑海里呢            
(NA)	 喜欢冷清秋，喜欢董洁。民国时期的《红楼梦》。            
(5星)	 花开花落。            
(4星)	 最初相爱的时候，谁都不曾想过最后会这样放开对方的手。            
(NA)	 最爱冷清秋            
(4星)	 错过好遗憾~冷清秋真心美~            
(4星)	 感觉女主太弱了            
(NA)	 我喜欢迟帅，里面有迟帅的吧？！很喜欢这个时候的刘亦菲，其实一直挺喜欢刘亦菲的，够仙，当然那是还是略稚气而婴儿肥的。            
(5星)	 董洁的气质真的很难得。            
(3星)	 演员找的挺好 可总觉得整体有点粗糙            
(4星)	 金燕西和冷清秋，电视剧拍得还挺赏心悦目的，虽然当时暗香很红，但是我更喜欢结尾曲            
(4星)	 为董洁的冷清秋推荐一下。            
(5星)	 这片儿最赞的地方，就是演员选的好。            
(5星)	 在听让她降落，只能感慨：再深的爱恋，最终抵不过时间。曾经那么相爱的两个人，却还是擦肩而过            
(5星)	 真的很好看那 想当年读初中的时候没什么钱 都是天天存点钱后来一次性的把它给买下来回家看的 但是很疯狂 相当喜欢董洁那 不过结局就太难受了 燕西还是辜负了清秋呀。。            
(4星)	 看的时候我还在上小学啊啊啊啊啊！！！            
(5星)	 纯的不能在纯了，其实白秀珠很可怜            
(4星)	 好爱董洁啊            
(5星)	 惊鸿一瞥，缘定此生            
(3星)	 高中时追的剧            
(3星)	 记得的只有董洁那将回未回的侧影~            
(4星)	 这个我也要马克。            
(5星)	 情不知所起一往而深 ， 奈何总是失落人间 ， 佳人何处 ？            
(4星)	 悲欢离合总无情,悲欢离合总无情/伊人何处/总在寒冷清秋            
(4星)	 美女如云的电视剧            
(3星)	 冷清秋            
(3星)	 陈坤在像雾像雨又像风跟这部剧里的确是巅峰的帅了。。董洁也异常的清新脱俗~但整个故事不是我喜欢的类型。。有点太强说愁了，那种忽深忽浅但有贯穿始终的哀伤让人透不过气来。。            
(4星)	 最喜欢冷清秋，清冷淡然的感觉。。。。。            
(4星)	 相遇很美，奈何匆匆~            
(4星)	 哎            
(5星)	 每次重播都会看，董洁&amp;刘亦菲，很绝，陈坤太黑了，想象中是小白脸            
(NA)	 你走了 走得很远 我在秋的身后 珍重的拾起 一掌半红的枫叶 把它贴在 夕阳照到的墙上 并排挂着的是 你的小影 微笑 在林间            
(4星)	 董洁真美~            
(3星)	 都是一样的 终究一场空            
(4星)	 非典时在家和老妈一起看的 泪牛满面啊            
(5星)	 再也找不到这么好            
(4星)	 怎么说呢……燕西和清秋、眼镜男和丫鬟这两对的结局真是让我唏嘘不已…………当时被剪短发的清秋迎风开门的一幕惊艳到，有一阵子很讨厌白秀珠==            
(5星)	 结局太令人唏嘘了            
(4星)	 金燕西，你活该！！！            
(4星)	 喏，突然發現劉亦菲和董潔都是我喜歡的類型            
(5星)	 那个时候他们都很美            
(4星)	 燕西不是一般地会耍浪漫啊...片头曲片尾曲都很经典的说。            
(5星)	 什么都不说了，经典中的经典...            
(5星)	 太经典的一部，从小时候的看不懂到长大看一次哭一次。            
(4星)	 董洁好漂亮            
(5星)	 在我看来，刘亦菲后来的扮相再也没有可以超越这个的了            
(4星)	 喜欢清秋般淡雅的女子，喜欢燕西单纯张扬如小孩子般的个性，他们的那场爱情好浪漫，谁知世间都是相爱容易相处难啊。记得那时地方台有点播，还会看到“希望燕西和清秋永远幸福”这样的祝福。            
(4星)	 一个家族的落败。            
(2星)	 当年和母亲看CCTV8，看到前一个镜头猜得到下一个镜头            
(4星)	 那时我死党超喜欢我也跟着她看            
(4星)	 喜欢那个感觉吧。每个演员的性格都挺鲜明的            
(3星)	 小学啊~小学啊~            
(4星)	 儿时回忆！！！            
(4星)	 这个是我的大爱            
(4星)	 喜欢的不得了，主题曲好听呀，董洁好美，很适合这个角色。我还专门买了书看，但还是感觉电视剧版好看，前面很浪漫，可惜最后的结局。。            
(4星)	 都是美人儿 眼都花了            
(NA)	 我最最喜欢的电视剧都不知道看过几遍...太美太悲太爱            
(3星)	 暗香            
(2星)	 我真心不喜欢董洁，只能对不住陈坤了。。            
(5星)	 唯一一部让我看了几遍的电视剧~~            
(4星)	 电视剧一般是看了结局才会万般难耐的去看全剧，但是这部确是被配乐给吸过去的-v-              
(4星)	 这结局我老纠结了！            
(5星)	 陈坤，百合，暗香，收藏了与那个年代有关的一切爱恨情仇。            
(NA)	 挺好看的。            
(5星)	 有时间想重看下            
(4星)	 儿时回忆            
(4星)	  流光溢彩的景象，情有独钟的演绎，总抵不过细水流沙的冲刷，还是陌路天涯。            
(5星)	 给5分！ 我比较欣赏柳春江对小怜的执着的爱！ 原著中他们两个倒是有情人终成眷属了！ 感谢张恨水先生如此仁慈啊！ 刘国权未免太狠啦！            
(4星)	 母上大人看电视剧真多。。            
(4星)	 我妈很爱看 于是乎我就跟着她看 我妈特不喜欢白秀珠 但我喜欢 。。。。            
(5星)	 金燕西。            
(4星)	 那时候董洁真纯。            
(4星)	 温润如玉的董洁            
(4星)	 歌曲好听            
(5星)	 不愧对书的经典。            
(5星)	 音乐！画面！虽然我以前不喜欢看陈坤，但是这部剧太美了！和金燕西结婚后的清秋真的事美得没话说！那个时候的刘亦菲我看着就想打啊！现在还挺待见她的，以前一开口说话我就受不了，不过那个性子还挺有白秀珠那么回事的。果然悲剧比较和我的胃口。            
(4星)	 好剧  满街暗香的年代 难忘漫天飞舞的纸张 董洁去寻的样子            
(5星)	 与其说是喜欢倒不如将是怀念过去            
(5星)	 陈坤很帅啊，董洁很纯呐，最后都散落天涯            
(5星)	 当花瓣离开花朵 暗香 残留            
(5星)	 戳到我泪点的都是好片儿~            
(5星)	 婴儿肥时期的董洁，永远的金燕西            
(5星)	 这是我人生爱情的启蒙却毋庸置疑地是一个悲剧美好与幻灭，深爱与痛恨，热忱与冷却恨水，恨水，再再怎么恨，依旧是大江东去，不会复返，究竟该恨什么.....            
(4星)	 读书那会为了看这部戏，真是没少挨老妈的骂啊            
(4星)	 一直都喜欢董洁            
(4星)	 其实有点儿受不了结局，“董洁”不应该受到金燕西如此待遇            
(5星)	 人生若只如初见            
(3星)	 董洁的结婚礼服真是丑爆了！            
(4星)	 暗香            
(4星)	 不知道原著写的是什么样            
(NA)	 只记得沙宝亮红了。。。            
(5星)	 冷清秋的形象刻骨铭心~            
(3星)	 人生长恨水长东            
(5星)	 这个感觉很不错，可能是董洁的巨大魅力影响吧            
(5星)	 &#34;暗香&#34;很好听...            
(5星)	 错过是永远的痛~            
(3星)	 对这种文艺风格的年代言情剧实在不感冒            
(5星)	 这些慢慢教我读懂爱情……            
(3星)	 冷清秋。            
(4星)	 一直很忙，今天花点时间快进看了。嗯都很适合的演员，所以董洁虽然和陈坤是好友，却不嫁给陈坤。~在戏里，无从选择，在现实，毅然决然。生当如此女。~~~两个世界的人就是心在一起了观念不在一起还是没有办法，两个世界就是两个世界很难改变~~~~当她的泪落地的时候，他的泪才滑落。            
(5星)	 读高中那年看的，印象很深            
(4星)	 张恨水照着红楼，写了金粉，不过好在电视剧拍的还是比较唯美的……虽然也点夸张            
(2星)	 一直觉得陈坤不会演戏 。。。这是看的刘亦菲的第一部            
(NA)	 你的那句“苦尽甘来”。。            
(5星)	 原谅我偏心，这部实在是太经典了，不得不给５～            
(4星)	 依旧喜欢的董洁。。可是故事让人很心寒。看完了对爱情所抱有的希望更小。片子还是让我很喜欢的；            
(3星)	 还可以吧，更喜欢张恨水的原著。            
(5星)	 那个捧着百合，纯净如百合的女子。            
(3星)	 不知怎的我好讨厌冷清秋            
(5星)	 这个非常好看。陈坤把金燕西演活了，刘亦菲把秀珠演活了，董洁更是把清秋演活了。中国也是有好演员的。            
(4星)	 喜欢冷清秋，特烦金少爷，喜欢里面的音乐            
(4星)	 谁弄得的啊，导演名字都写错了。。。。。            
(NA)	 纨绔子弟的爱情。。得不到的永远是最好的。。            
(4星)	 最喜欢这种年代的            
(4星)	 结婚了又如何？            
(4星)	 看这些电视剧的时候，我总在想，双方为什么不能更包容一点、更信任一点，男人为什么不更成熟一点、更责任一点、更体谅一点，生活啊！不是爱不够，是智慧不够啊！            
(4星)	 那个一遍又一遍哟            
(5星)	 清秋的美让人羡惜            
(5星)	 喜欢董洁。            
(4星)	 演得好。            
(5星)	 大爱董洁，那时候晚上的卧谈会大家最喜欢讲电视剧了，为什么98--03之间不过短短几年，感觉自己从小学到初中到高中，时间过得慢慢的，看过好多经典的电视，现在还历历在目。大学后的几年却是唰地一下过去了，记住的东西很少，美好的东西很少。            
(NA)	 现在还记得冷清秋            
(5星)	 也是看了好多遍的~~            
(5星)	None
(5星)	 是我喜欢的民国片。            
(5星)	 超级喜欢            
(4星)	 我喜欢~董洁。。。虽然是个悲剧。。。            
(NA)	 其实，电视没有书好            
(NA)	 我只记得迟帅演的很假了            
(NA)	 哼~那么有质量的一部电视剧、竟然只有7.7分……            
(4星)	 燕西你个混球==            
(5星)	 等不到的结局            
(5星)	 我是陈坤的脑残粉呀XD            
(4星)	 她说，葡萄藤上会开出百合花吗。也许会开，但是也一样会凋谢。            
(4星)	 蛮经典 没看完            
(4星)	 當初我媽不讓我看。。。            
(5星)	 最爱的董洁啊！            
(3星)	 我就记得特别文艺 说话文邹邹的 就是阔少美妇的一点破烂事儿 200X 完全不记得当时的我在做什么            
(5星)	None
(4星)	 神OP            
(5星)	 使我的初中生活多了一份乐趣的好电视剧            
(5星)	 那时候真是喜欢。            
(5星)	 好喜欢这部剧的~~~~~·            
(4星)	 是什么让他们不得不放开各自牵的手            
(4星)	 看这部电视剧，其实是在看预告的时候，喜欢那个片尾曲            
(5星)	 我喜欢上的第二个国产电视剧。。当年为之百转千回的心啊            
(5星)	 大爱大爱。            
