http://movie.douban.com/subject/4202127/	读心神探 讀心神探
(3星)	 TVB的小姑娘们真是长的越来越一样了。。。            
(3星)	 山寨lie to me            
(4星)	 明显是借鉴XXXXXX的            
(4星)	 看完觉得有点假            
(3星)	 最后一个案子不错，情感戏有些怪            
(4星)	 虽然是山寨版，但还是值得一看的，只是结局有点突然。            
(3星)	 一颗给老林，一颗给小田，还有一颗是姐最爱的黄宗泽            
(2星)	 山寨lie to me            
(4星)	 还是不错的。我不满的是三个女主角都很丑OTZ。。说抄袭LIE TO ME，不过我没看过LIE TO ME哈哈哈、、、然后就是没人觉得林保怡每集最后都要对着屏幕唱歌，很古怪吗…            
(3星)	 田蕊妮还是蛮亲切的，吼吼            
(4星)	 山寨剧，纯粹花痴杜太            
(3星)	 没有特别差劲，但是有点做作。杜太太真可爱            
(4星)	 虽然是模仿《lie to me》，但刑侦类港剧一直有属于自己的特色，很好看。            
(1星)	 穿凿附会            
(4星)	 好久没看过港剧了，虽然是个山寨版的，但还是觉得TVB拍的东西挺吸引人的。            
(4星)	 有TVB之前的感觉，还比较好            
(3星)	 典型港剧。前面尚可。后面我不太喜欢。居然也追完了。真是佩服偶自己最近勤奋追各国各种新老剧的精神！            
(3星)	 ........看到杜太每天都在围脖这么努力地博宣传。。于是给杜太1颗星            
(3星)	 山寨lie to me            
(NA)	 抄吧抄吧···            
(NA)	 好无聊的结局，            
(4星)	 两天看完 冲着保怡和杜太~            
(3星)	 为什么每次到最后都觉得没有完一样。。。。是要拍续集么。。。            
(NA)	 没看过美版，我觉得还行~            
(4星)	 林保怡演这类角色还真是得心应手。黄宗泽小盆友改变了他在我心目中不咋地的形象，郎才女貌小年轻谈恋爱挺赏心悦目的哈虽说是山寨版的LIE TO ME，但是山寨的水平蛮高，很HK很本土，值得推荐            
(3星)	 ╮(╯▽╰)╭，LIE TO ME  的TVB版本啊。。。。。。。哎，我不想吐槽            
(3星)	 其实还不错             
(3星)	 怎么看黄宗泽 都觉不顺眼            
(3星)	 总体很傻，美女挺多。            
(4星)	 其实比lie to me 好看，TVB自有乐趣在            
(5星)	 还算好，但不是最好，少见的结局点到即止。。            
(3星)	 TVB的抄襲之路走的并不順利吧            
(3星)	 翻版别对我撒谎，并且效果不佳，冲着黄宗泽来看的            
(4星)	 客串配角都好牛。整部剧的感情线都在最后一集出现了，某港姐请不要再出现污染我的眼睛了！            
(3星)	 中规中矩            
(3星)	 剧情牵强            
(3星)	 一般般            
(3星)	 哎，Lie to me的影子挥之不去……开头很好，越看越没意思……            
(4星)	 虽然是港版，有很多人骂抄袭，但TVB也不是随便哪部剧都拿来弄个港版的。宽容一点儿，剧情还算紧凑。等待完结之后好看《刑警》。            
(NA)	 Lie to me 中文版。老男人又老了...            
(4星)	 bosco            
(3星)	 从《神探伽利略》到《别对我撒谎》。。。TVB也开始划水了            
(3星)	 真是是。还行……            
(4星)	 喜欢田蕊妮和林保怡。            
(3星)	 轉筆的替手太明顯，雖然黃生我相信你有認真練過啦。。。不算很好看。            
(NA)	 神探伽利略之后又开始lie to me了 TVB的编剧怎么了...&gt; &lt;            
(3星)	 抄袭lietome~而且一看到开头就猜到结尾！            
(4星)	 就是爱看侦探剧啊~不过还是没有lie to me 精彩~            
(3星)	 他们说你是山寨美剧的，我不介意，潦草看过，最后几集凑集数的吧……有黄宗泽&amp;林保怡！！            
(4星)	 好乌龙的结尾啊~~编剧大叔，要不要这么虎头蛇尾啊！！！            
(4星)	 这阵容，还有我最爱的Bosco！            
(4星)	 女演员没一个好看的。黄宗泽和我用的一个手机哈。哦吼吼            
(3星)	 又翻拍又翻拍！            
(4星)	 从微表情来推测、揣摩人的心理，有意思~            
(3星)	 有一集衣服穿帮了 在医院林保怡穿的是米色夹克 出门到楼下变成黑色的了            
(3星)	 弃了            
(3星)	 模仿的痕迹~~             
(4星)	 保怡大叔太帅啦！ 20集太短。不过结尾的感情戏太过仓促了            
(2星)	 lie t me 的粤语版哦            
(2星)	 山寨ltm            
(3星)	 模仿也有味            
(NA)	 烂也一集一集的在看╮(╯▽╰)╭            
(3星)	 情节拖沓，没有新意            
(3星)	 林保怡挫了            
(4星)	 TVB终于又出破案剧了，还是走凶案路线好，不要出感情大戏了。六神合体的雷霆王，姚Sir只是Jane和Lightman两神附身就这么叼了。哈哈。            
(4星)	 lie to me对我来说其实微血腥。。这个正好！            
(4星)	 心理学！~还是不错的~            
(3星)	 做作的来            
(3星)	 山寨Lie to me。。            
(4星)	 TVB总有TVB的味道            
(4星)	 虽然山寨美剧，但其实真的还不错！            
(3星)	 有一次奇怪的失败抄袭，杜太很漂亮，新面孔的妹妹也不错            
(1星)	 公然的抄袭lie to me!也难怪会有《等待香港》这本书            
(3星)	 最近的港剧里比较能看的一部了，案情还凑合的            
(5星)	 还行哦            
(2星)	 看了一集，真是无聊，演员演得又很假。。我对林保怡也很失望。。            
(3星)	 依然没看完            
(2星)	 剧情实在是劣质啊            
(2星)	 费力地抄袭。            
(4星)	 钟爱林保怡~            
(3星)	 TVB剧的特点是，即使模仿我们也推陈出新~            
(4星)	 本来只想给三星，多出一星是给林保怡和田蕊妮的，TVB的烂编剧到底要持续到什么时候            
(3星)	 看过两集。。感觉像陀枪师姐。。哈哈哈            
(4星)	 看第一集就知道是借鉴美剧lietome的，但是还是有港剧的特色在            
(3星)	 虽然是各种抄各种学吧但是保怡叔叔还是我的菜啊。            
(3星)	None
(4星)	 炒粉好可爱～            
(3星)	 杜太很好看~            
(3星)	 林保怡还是不错的。。只是这片子山寨的可以。。。            
(4星)	 Bosco好帅啊            
(3星)	 我倒觉得比美剧原著更人性化一点，那个...美剧的...确实太神经质，太牛B了点..            
(3星)	 还凑合 有追着看的念头 估计是好久没看tvb了             
(3星)	 TVB搞山寨也搞的好海~= =中国人还是适合来部算命地~            
(4星)	 我发现只要是演侦探悬疑的男主角我看一个喜欢一个。            
(NA)	 tvb现在哪能老是山寨饿啦            
(1星)	 假了点。            
(4星)	 林保仪帅惨了            
(3星)	 如果把TVB当场一场闹剧,陪家人一起看,家庭生活一定很和睦...最好就是一边泡脚一边看,快乐似神仙!            
(5星)	 madam好靓            
(4星)	 林保怡，黄宗泽。            
(NA)	 纯是冲着林保怡~            
(3星)	 为了学广东话最近看了很多TVB的剧...            
(4星)	 TVB伴随我的成长 恩 这话真恶俗            
(4星)	 LIE TO ME TVB 版还不错            
(NA)	 结局也太匆忙了吧            
(3星)	 翻版lie to me 不过续拍应该也有看头            
(3星)	 这个电视真的是哈哈哈哈哈哈哈哈哈哈~~~~最后一集比较给力，感情前方忽略但后方收官不错，嗯。大团圆挺好。但好像每个人都被忽略了一样……扣题也算紧，升四星吧。            
(3星)	 看过就算了，反正是为了bosco和大块田。这种类型的剧再也没有看刑事侦缉档案或者鉴证实录时候的感情了~哎            
(3星)	 山寨又怎样，只要能成为消磨时间时的甜品就行了呗。那些天天说山寨的人有本事你编剧一个好故事来看看，虽然的确是抄LTM，但hk师奶们不看美剧的说= =我们能现实点么 同学们。。。            
(3星)	 毁林保怡之作……            
(4星)	 虎头蛇尾            
(NA)	 山寨版 LIE TO ME~~~~弃            
(NA)	 结局好突兀            
(2星)	 保持一贯作风，抄            
(3星)	 烂尾啊~~~            
(3星)	 虽然很明显在抄            
(3星)	 港剧版Lie To Me            
(5星)	 喜欢阿田和林保怡啊，哈哈哈。不过TVB真的不如lie to me             
(NA)	 lie to me+典型tvb剧情            
(3星)	 可怜可怜我吧，第一部追着更新看的港剧，居然是个杯具。从没试过看林保怡看得这么不耐烦！能看的只剩杜太和雪心姐了……没看过lie to me，但是也感觉到专业方面很粗糙很低劣。TVB快把探案剧做死了。            
(3星)	 一般.. lie to me 的港版 // 不过睇到后面都几精彩噶.. 尤其同距老豆斗果几集..            
(3星)	 还行，最后一个双重人格杀人案可圈可点，饰演疑犯的演员表演相当不错。            
(4星)	 还可以            
(4星)	 估计有第2部            
(4星)	 其实蛮好的，有港剧的味道又有美剧的精髓            
(4星)	 山寨版的lie to me。。。            
(NA)	 lie to me  香港文化，不过林保怡还是撑起了这个角色。            
(2星)	 作为lie to me的忠实fans，我对这部戏表示很无语，不过冲着男女猪脚就当吃饭时看的不动脑子片好了            
(4星)	 抛开抄袭不谈 其实真的不难看的            
(3星)	 假若不是林保怡，大概一眼都不会看=_=            
(4星)	 包子说：“怎么有男生的声音啊”&#34;在看TVB&#34;“什么剧啊”“贴心侦探”“读心神探吧”“……”“那么有气势的名字被你毁了……”            
(4星)	 大结局很圆满哦。            
(3星)	 TVB前段時間破案玩物理學家，這次玩微表情，你讓警察情何以堪啊。            
(2星)	 案件不波折，感情不曲折，真是一部简单的戏&gt;&lt;            
(4星)	 结尾太粗糙            
(4星)	 一看就知道是抄lie to me啦...不过还是有在追,哈哈,打发时间咯~看完結局發現還不錯..很輕鬆~            
(3星)	 TVB 版 别对我撒谎            
(2星)	 发怒眉毛拧成一个结，说谎就不停摸下巴，表情足足放大一千倍，剧中的罪犯果然各个是演员。借鉴创意不要紧，好不好连感情都一块丢了。TVB已经离坡下不远了，我还是老老实实的继续看lie to me第二季吧            
(3星)	 看过lie2me，所以如若不是冲着林保怡，还真不会去看。tvb果然善于翻拍其他剧中，然后充分融入tvb自我的特色，合体的还有模有样。就是看得时候，不够悬疑什么来着的，因为都有『案例』可循。还有就是演员们的微表情处理都不够细腻。要靠明显的大动作补足，于是自然不如lie2me了。             
(3星)	 港版《LIE TO ME》，依旧港味儿十足            
(2星)	 这么玄乎，不跟了            
(3星)	 剧情好一般，完全为了追林保怡而看的~            
(NA)	 总之，我没看过别对我说谎，我觉得这部剧还不错，就这样            
(4星)	 有香港特色            
(NA)	 升职加薪请吃饭 让你妹妹嫁给我我买了小两号的看你脱不脱得下来            
(3星)	 看了一点点。等美剧看完实在没东西看了。。再看吧。。唉            
(4星)	 细尾来噶。。林sir仲系过去滴角色赞~            
(4星)	 2010.10.13-10.31 @pps            
(5星)	 很好看啊。            
(3星)	 凑合看吧，tvb这个水平了。发现还是珠光宝气的林保怡比较帅，怎么这次看差了这么多            
(4星)	 结局好雷啊~            
(3星)	 虽然山寨了点  但是小泽泽在里面都几可爱啊            
(4星)	 发现杨秀惠越来越漂亮 陈展鹏越来越帅了 哈哈本来还希望阿海重回警队呢 哎~希望破灭看完觉得还是挺喜欢的 虽然模仿lie to me 但依旧是HK特色吧相对美剧 港剧更有人情味吧 美剧偏向专业 看起来会比较累姚SIR的感情线还行 一直幻想如果是FLORA演女主会是什么效果？            
(NA)	 ╮(╯_╰)╭            
(5星)	 一个人突然转变对一个人的态度就是在隐藏。可惜太短了            
(3星)	 TVB这部电视剧是想告诉我们：首先，山寨这玩意儿大陆人跟香港人比起来还是小学水平啊，人家的电视剧都在山寨状态很多部了；其次，再次证实了港剧的虎头蛇尾有多严重，真不晓得这样匆匆又劣质的结尾有什么意义；还有就是，我看不出来田蕊妮还有什么捧上位的价值……            
(4星)	 黄宗泽黄宗泽黄宗泽，老王说不知道为什么偏爱死鱼眼，因为老王也是死鱼眼，\(^o^)/~            
(4星)	 冲着林保怡来的。            
(2星)	 搞毛啊  为神马抄袭lie to me!!!!林保怡啊。。。唉。。。            
(3星)	 还行，看看吧，虽然骂声一片说被抄袭美国的那个什么，美国的我是没看，很喜欢TVB和林保怡，看这个也不错，很轻松，挺舒服的，不错啊。            
(3星)	 看它只为谭小环            
(3星)	 实在是不怎么样 完全是靠着人物而非剧情而看下去的            
(4星)	 居然只有20集。。。            
(1星)	 你就抄啊..有意思么？            
(3星)	 黄宗泽很帅。            
(3星)	 抄吧抄吧，我当没看过~            
(2星)	 为了林保怡，我要坚持！/ 那结局也太潦草了吧！TVB这么穷了么。。。            
(3星)	 前几集看得还挺来劲。看到后面，就有种想弃剧的冲动。            
(1星)	 lie to me山寨版，林保怡赶快选其他片子吧，不忍看下去了。            
(NA)	 黃宗澤越來越好看~~~整齣劇都很鳥~~~裡面除了黃宗澤跟媽dam之外其他人的演技真的讓人頂唔順            
(3星)	 看就是为了林保怡。            
(2星)	 看到一半遭遇巾帼枭雄2，弃。保怡哥，对不起了。。            
(3星)	 这两星是给我家林保怡的。。话说片真是极烂啊。。            
(4星)	 别对我说谎的港版            
(4星)	 前段不错，后面结局太潦草了            
(4星)	 Bowie还是那么帅！            
(NA)	 无聊时的TEA            
(4星)	 虽然山寨，但也还行啊！            
(NA)	 TVB版lie to me            
(3星)	 如同《法证先锋》抄CSI一样，它抄《lie to me》。。。为TVB的一个“情”字看吧。。。。终于看完了，本以为还有个情字在啊，结束了，也没觉得有什么特别哎，可能lie to me先入为主了吧。不过里面的感情戏，真的没感觉            
(3星)	 随便看看吧 管它是抄Lie to me还是谁 我只是来看林保怡的            
(3星)	 和《lie to me》比不了，TVB的刑侦剧怎么回事啊？画虎不成反类犬。但因为是TVB，我全看完了~            
(4星)	 爱林保怡，爱黄宗泽            
(3星)	 山寨lie to me！TVB也流行起山寨了么！            
(2星)	 TVB什么时候来点创新啊。。。不要老套用。。。            
(4星)	 不要去比较，我觉得很好看            
(3星)	 虽然追看可是总觉得剧情安排的过于简单~ 从阿海出来的那集开始就已经知道肯定是安排他精神分裂~ 结果花了那么多集才弄明白~ 还有学琛和他老豆的感情怎么就演的那么不深刻呢？？？而且这两个人演父子也实在是太不搭了~~~~ 不过bosco和林微茵的感情line, 还算让人看的比较开心~             
(5星)	 因为林保怡和田蕊妮，所以去看了。。。            
(4星)	 虽然是港版的lie to me， 不过还不错看，特别是男主都好喜欢~            
(3星)	 看完以后觉得凑合。这三个星星一个给BOSCO，一个给林保怡，最后一个给蕊妮.最后觉得港味很浓。            
(3星)	 我就是忍不住去看TVB的探案剧啊！            
(NA)	 林保怡与田蕊妮的组合挺有意思的。            
(4星)	 美女真多= =~比想象中好看            
(5星)	 没看过lie to me。所以觉得还不错            
(4星)	 看完后紧跟《刑警》。20集也太短了            
(4星)	 看一集就够了....            
(5星)	 超级好看  ...结局！！！！！！！！！！！！            
(3星)	 明显lie to me            
(3星)	 虽然挺山的，不过还是有TVB一贯的刑侦剧特点。这不还有林保怡嘛~            
(2星)	 林保怡能不能不要时时刻刻都在说：我喺美国读过行为学乜乜乜。。抄足Lie to me。。            
(4星)	 我好中意阿田啊！！！            
(4星)	 学习Lie to me!            
(NA)	 抄不抄袭什么的我就不说了，只是这结局。。。            
(4星)	 其实还不错，如果没有LIE TO ME，这片子我给五星，TVB要创新了            
(4星)	 港版lie to me，重拾TVB~            
(NA)	 继原来爱上贼及谈情说案后tbb又一山寨力作...感慨现在的编剧们是越来越省力了喂            
(4星)	 港版lie to me~感觉没看过瘾，强烈要求出第二部啊！            
(4星)	 一颗星星是打给林保怡的            
(3星)	 港版lie to me 有点小做作            
(4星)	 典型tvb套路..copy lie to me＋感情戏... 不过我买账= =             
(NA)	 黎诺懿哈灵呀哎呀呀呀呀            
(3星)	 只是为了看林保怡。            
(5星)	 很喜欢的一部港剧、很崇拜姚SIR 、可以从人的微表情同动作看出那么多东西、实在不容易、我也要学学。            
(4星)	 加了些心理学元素。不致太闷。可以学点东西。            
(3星)	 蒋志光咋现在老演坏人了都。骆应钧那段有点作孽，亲手逮住自己的父亲，不过心姐是老千的事还是没有抖出来呀，我还以为会有下文。陈展鹏终极boss演得不错，说不定可以像李天翔一样借剧上位，又是多重人格。结局有点草草了事，有未完待续的感觉，拍续集吧！可惜不是25集，看起来TVB都不太重视。            
(3星)	 待考察。TVB抄完日剧又超美剧！什么时候来个泰剧韩剧？            
(4星)	 陈茵薇让我想起了袁洁莹。。            
(3星)	 TVB版 LIE To ME？            
(2星)	 抄襲的            
(2星)	 除咗媽dam，其他都頂唔順。。。。            
(4星)	 刚开始模仿Lie to me，剧情进展到中段就好看了            
(3星)	 拜托不要有人说它模仿lie to me不要有人说它模仿lie to me....难道出了一个lie to me就不能再有犯罪心理学的题材的片子了吗!!!!!?            
(4星)	 完全冲卡司~            
(4星)	 大BO小BO喜欢的            
(4星)	 男猪脚都是我很爱的 女猪脚们实在真的是都太普通了 怀念过去的TVB啊。。就第一集而言，里面的罪犯在表现心理活动时的那些小动作，表演的痕迹太重，有些做作~~            
(3星)	 山寨归山寨，总有TVB自己的特色。片子总的来说一般，总觉得林保怡的严肃感有点过了。看完片子最喜欢炒粉和贝尔一段情，连演员都很喜欢。本来一直不喜欢黄宗泽的，总觉得长的奇怪尤其是眼睛，这次看完觉得他好有魅力~贝尔长的可爱，性格也可爱~结局一如TVB套路，很仓促的结束了，不知会否有续集            
(3星)	 追不下去了，评3星都觉得多了            
(4星)	 田田好索好靓好吸引~~~为你多加一粒星~~~            
(NA)	 還能再山寨點么！            
(2星)	 选角都不错 但是也太刻意了。。吧            
(4星)	 田蕊妮+林保怡+黄宗泽+陈茵薇 卡斯都是我的菜!!!  剧情一般 属于慢热型 但整体不错啦。HAPPY ENDING什么的~            
(4星)	 其实我觉得不难看阿            
(2星)	 太渣了。。i mean 演技            
(3星)	 兩主演多帥的            
(3星)	 主要是为了林保怡和田蕊妮            
(4星)	 为了古灵精怪的Bosco &amp; 十年如一日的Bowie。。。TVB最有味的两个~~~            
(3星)	 剧情很傻，BOSCO还是好帅            
(3星)	 20100927-20101020 @ office            
(4星)	 没看过lie to me所以觉得插入点还是不错的，但是案子实在太老套了~！再但是里面那对小两口实在太萌了！            
(3星)	 港版LIE TO ME~里面的杀人犯掩饰技艺太差~照这样我都可以当读心神探~~前十集重案件~后面姚SIR老豆出现~姚SIR开始呈现弱智状态~TVB老套路~            
(4星)	 只是借鉴了一下，就算抄袭了一下也不至于讨来这么多骂，个人觉得在现在的TVB里算蛮好看的，只是案情呢确实不怎么迷离。田蕊妮也是越老越灵了。。。            
(4星)	 听起来像是lie to me的港版。看过之后，的确是鸡肋。不能算lie to me中国版，他顶多是学生级。不过我有强迫症，TVB探案怎么都得看。            
(4星)	 最后一集画蛇添足。            
(3星)	 即便你抄袭lie to me，也不需要配合上这么刻意的演技。            
(4星)	 哎，林保怡，大块田，黄宗泽我都稀饭肿么办。。。。。。。。。。。            
(NA)	 还是好爱林保怡和花轮同学            
(3星)	 后几集还不错            
(3星)	 没落的香港刑侦剧，那么好的阵容都拍不出好内容，最后一案居然用多重人格来混点，这都几几年了啊~            
(3星)	 太粗糙了。            
(3星)	 还是lie to me好看。山寨的太一般了、            
(5星)	 TVB总是有那么一点SWEET在里面！            
(3星)	 生搬硬套编剧是干么吃的?但还是爱保怡.            
(3星)	 结局真是虎头蛇尾的。            
(4星)	 bosco后两集很man。剧情快节奏            
(3星)	 浮夸港版lie to me.            
(NA)	 虎头蛇尾            
(3星)	 有鲜明地域特色的跟风之作            
(2星)	 山寨你个头！片头去外国上了堂课回来就充老大 结果最不理性的就是你自己            
(NA)	 有点短。破案太少了点。            
(NA)	 又是虎头蛇尾 ╮(╯▽╰)╭            
(5星)	 也是剧情好啊~~看这个我还特意买了本研究撒谎的书。。            
(1星)	 操 抄袭也得有点儿技巧是不是?  这样应付观众啊?            
(3星)	 几到好看，但是弃了╮(╯_╰)╭            
(4星)	 看完引发我两个兴趣，1.想看记忆宫殿；2. 重整旗鼓玩转笔。            
(4星)	 我一直有西九龙重案组情节。            
(4星)	 何礼贤。            
(1星)	 港版lie to me麽，一颦一笑都那么刻意。好烂            
(3星)	 一般般，看不下去了            
(3星)	 听说是中文版的lye to me=V=，果然还是黄种人对味。            
(2星)	 寒假补港剧第三部，COPY LIE TO ME            
(4星)	 虽然很山寨，不过还是看了……然后想起TVB十之大经典台词，我笑了……            
(3星)	 翻拍的吧。。不过爱林保怡啊。。。            
(3星)	 dont lie to me的TVB版，看完让我很向往心理学啊，神奇的一门学科，或者这部电视剧夸大其词了。有很多细节很牵强，不过TVB的警探片好像都这样。。            
(NA)	 抄的不错……            
(3星)	 黄宗泽身上有无与伦比的痞气~            
(3星)	 山寨版lie to me            
(4星)	 最爱看的TVB刑侦片，还有微表情分析……            
(NA)	 微表情            
(3星)	 整部戏林保怡都不在状态。            
(3星)	 结局不错啊，挺喜欢的，O(∩_∩)O哈哈~            
(4星)	 林保怡好像发福了也，不过演员阵容不算是很给力呐。            
(3星)	 花了一整天的时间看这部电视剧，哈哈！            
(3星)	 两个中年人的结合真是莫名其妙啊- -  黄宗泽演的太耸了哈哈哈            
(3星)	None
(4星)	 虽然风评抄袭lie to me，但是真的有别一般tvb的侦探剧，挺好的            
(3星)	 一般般吧            
(NA)	 我的第一部TVB片吗？            
(5星)	 超好看            
(4星)	 喜欢的类型，一天看完，精彩。            
(4星)	 网上说这部剧是中国版lie to me，看完以后自然地就去看lie to me，满怀期望地下载了第一季，看完几集后，感觉不适应美剧这样快的探案节奏，一集45分钟两组人员同步跟进两件案子然后结案，过快的剧情发展让我怀疑这是否也是美国快餐文化的一种表现。所以我还是更喜欢这部更生动充满张力的国产lietome            
(3星)	 不能仔细推敲            
(2星)	 模仿mentalist。什么事分析的那么透就没意思了。            
(3星)	 其实台词上太过张扬，专家应该注意内敛一点。。。            
(4星)	 港版 lie to me            
(4星)	 能学到些东西...            
(3星)	 很多推理剧的综合，原创桥段少            
(4星)	 林保怡依旧很帅，剧情看起来很有意思，但读心术我总觉得很多地方不靠谱。            
(3星)	 因为微表情观看此剧。            
(3星)	 山寨货，看在林保怡面子上给3星            
(3星)	 虽然剧情一般吧，但是还行~            
(NA)	 前半部分快进~~~快进~~~            
(2星)	 和lie to me真是相形见拙啊            
(4星)	 就为林保怡~            
(3星)	 即使没有和原版的相比，也确实是差了点，剧情短了，有些故事也不精彩。人物关系进展地太快了。            
(3星)	 也就平平的港剧 了            
(3星)	 看的不全，勉强凑个数吧~            
(2星)	 其中一颗星给黄宗泽            
(3星)	 读懂你的心。            
(4星)	 虽说是模仿 但也算是侦探剧中的突破            
(3星)	 漏洞真是太多了~！！            
(5星)	 这部电视剧很棒啊，通过人的动作来判断人的心理，我要是也会就好了啊            
(NA)	 心理学角度的分析，对自己阅人也有好处。            
(4星)	 程家的几个女人真心煞笔            
(4星)	 还不错，只是太山寨了吧！！没有黄宗泽不会看下去。。            
(2星)	 厌恶抄袭的烂剧            
(4星)	 黄宗泽敢不敢再帅点，我还喜欢炒粉这型的丫, 转笔好可爱哦 阿深爸爸绝对演技派啊            
(3星)	 读心读的略牵强。            
(4星)	 还可以吧，讲到很多实用的技巧，对日常生活还是有帮助的。但是案情方面有些夸张。因为林保怡和黄宗泽而加分。            
(4星)	 猜得到结尾的戏~tvb已经是一种不变的风格了，惊讶的是没有出现：做人嘛，最重要的是开心~~~            
(3星)	 通过眼神判断神马的真的弱爆了= = 我只喜欢Bosco            
(3星)	 拖拖拉拉滴终于看完了。。应该属于哪天就会忘了的剧集吧~            
(4星)	 有學到喔 還有好喜歡黃宗澤            
(3星)	 台词有点罗嗦            
(3星)	 读心什么的，下次试试看            
(3星)	 话说现在港台大陆的编剧们抄袭美剧也抄的太泛滥成灾了吧。。。            
(3星)	 最后件case比较出彩            
(3星)	 法证先锋3的连续品，电视台播就看了，看得还算全。不错，但是不如法3.            
(3星)	 三颗比较欢乐了~            
(3星)	 有点儿明显。            
(3星)	 TVB拍这种警匪片真是杠啊~            
(4星)	 虽然有点山寨Lie to me，但TVB的风格和氛围看着也不错了            
(2星)	 无新意            
(4星)	 案情緊湊，讓我有興趣研究讀心術了            
(3星)	 呵呵，导演，微表情被放大太多了吧！            
(4星)	 还行吧，娱乐            
(NA)	 一贯的港剧风格，紧凑、快速、重点简明、绝不跑题。看个团圆罢了。            
(NA)	 黄宗泽好帅吖~            
(4星)	 一天看完 嚯嚯嚯嚯~            
(4星)	 抄不抄袭的先不说，算是初探微表情吧...            
(4星)	 学到点东西,不错            
(NA)	 这个是活生生抄袭LTM吧！！            
(4星)	 很不错的电视剧~            
(NA)	 bosco~            
(NA)	 开始以为是抄列lie to me ，看了后觉得比lie to me 好看，只是最后的故事太瞎了，双重人格好没有说服力。            
(5星)	 不会吧，评分这么低~            
(4星)	 是我喜欢的类型~            
(3星)	 我很无奈 赤果果的抄袭Lie to me，就差海报把林保怡的大头照放正当中了，看了第一集就很失落，有种把大蒜头放进咖啡的感觉            
(NA)	 陈茵媺            
(4星)	 比lie to me杂七搭八多了            
(2星)	 真的是各种不足 各种不合理             
(3星)	 粤语听得好开心            
(3星)	 有些对于谎言的标志性动作的描述还是很给力的~消遣一下还行。呵呵            
(3星)	 tvb的lie to me            
(4星)	 中文版lie to me，结局太假了。。            
(3星)	 港版山寨lie to me……好久没看港片了，这次算是陪姐姐看的……我十分觉得学琛应该跟玄灵子谈恋爱……            
(5星)	 微表情!太帅了!虽然情节有点假…            
(4星)	 虽然都说是抄的，不过我感觉还是不错的喏。            
(5星)	 反正我是觉得很好看了  七星            
(4星)	 无聊的寒假就是靠着TVB的电视剧过活的。这个还不错吧，不过平分不是很高哦。黄宗泽帅呀            
(4星)	 林保怡的戏还是可以的~~            
(5星)	 很和谐。            
(3星)	 lie to me的港版么            
(4星)	 不管怎么样还是不错的.            
(3星)	 黄宗泽的身手不错……            
(3星)	 话说最后一个案子比较精彩 24种人格 研究研究            
(4星)	 Bowie！！！！！！！！！＞3＜            
(3星)	 连这个剧我也看完了 太不容易了            
(4星)	 寒假无聊在家看TVB            
(4星)	 很喜欢林保怡，完全冲着他去看的即使抄袭lie to me我觉得也没什么，仍然好看啊            
(3星)	 女主角没有女主角的存在感……剧情……还行……            
(4星)	 这个电视剧，怎么说呢？运用心理学破案有点意思，但是不是有点过分突出心理学了？有些东西并不是那么绝对的，譬如：交叉腿说谎的眼神动作……            
(4星)	 LTM木有了就看这个吧。。。            
(4星)	 看完之后突然不喜欢黄宗泽了。            
(3星)	 没有职业病习惯的人，应该比较难把心理学的东西发挥到极致吧~~             
(3星)	 三星全给林保怡~尼玛其他的我就不多说了。。            
(3星)	 姚总督察···你妹妹是有病呢有病呢还是有病呢····            
(2星)	 看了几集，虽然有林保怡和黄宗泽，但是还是在模仿Lie to me.找个时间认真看掉。            
(4星)	 学粤语啊学粤语，lie to me粤语版~            
(4星)	 剧不错。周美欣太丑了。            
(2星)	 太假了            
(3星)	 明知道很一般但还是看了并且坚持看完了 真的很一般            
(3星)	 别管你抄谁，教科书一样的对白真是=。=            
(3星)	 模仿的想法不错但是剧情偏弱            
(4星)	 四星是给林保怡的...            
(3星)	 出差在外看的。            
(2星)	 不好消化。            
(3星)	 好吧。。还是喜欢大叔的美版            
(4星)	 虽然很做作...            
(3星)	 看了lie to me 之后觉得此片弱爆了            
(4星)	 消遣一下也不错。认识了陈豪的女友            
(4星)	 好中意杜太 越来越觉得陈茵微怎一个靓字了得！我的菜            
(4星)	 港版lie to me，不错            
(3星)	 案件的悬疑方面，在设计上欠点火候。            
(3星)	 太刻意强调微表情了            
(3星)	 终于觉得自己的脑子在看侦探片的时候够用了。。。。            
(4星)	 吓死人了...            
(5星)	None
(4星)	 比lie to me好            
(3星)	 我发现黄宗泽不错。喜剧的结尾总还是好的            
(3星)	 2012.1 不喜欢黄宗泽。            
(4星)	 LIE TO ME??            
(4星)	 抄袭痕迹略重~            
(4星)	 警匪入门片~            
(3星)	 多么怀念刑侦类的港剧。但是！但是！请不要再齁不住逻辑的时候，就把“人格分裂”搬出来圆场好不好！！！            
(NA)	 黄宗泽就是帅，反正TVB的刑侦局就是好看            
(3星)	 港剧特色，看着很扯，很假，但是看着不累。            
(3星)	 对于TVB的刑侦剧，这么些年，从以前的《刑事侦缉档案》到《鉴证实录》再有后来的《洗冤录》《法证先锋》等，都是伴我长大的。很多人说这是抄袭lie to me ，不过我没看过            
(4星)	 我觉得我不能这么明日复明日的过了。。。            
(4星)	 黄宗泽真是越看越靓            
(4星)	 好像LIE TO ME            
(NA)	 江苏台在放，还好看呀。            
(4星)	 整个一个港版LIE TO ME            
(2星)	 不怎么样。            
