http://movie.douban.com/subject/2153590/	欲望都市 第六季 Sex and the City Season 6
(5星)	 11年不熄灯的十一，看完了第六季的最后几集。第一部完整看完的美剧。只希望她们幸福，有自己的结束与新的开始。            
(5星)	 that&#39;s fabulous!            
(4星)	 结局太狗血了，好像她知道注定有个他在等她            
(NA)	 俄国佬的前妻闪瞎我的眼。。。女人爱得女人和男人爱得女人果然不一样....            
(5星)	 完美的结局            
(4星)	 关系学大团圆，最终还是趋于人生的……平淡。PS.亚历山大像老年版的哈利波特            
(5星)	 很不舍的看完最后一集，才知道big的名字是john。当米兰达对big说，“go get our girl ”的时候没出息的哭了出来。            
(4星)	 大家开始步入正轨            
(5星)	 美好的第六季            
(5星)	 终于补完了@@~我很爱这部剧            
(NA)	 一切都好，只是人老            
(5星)	 SATC永不终结            
(4星)	  最後一季酸酸的，生活兜兜轉轉，相互磨合，想要自由，但是歲月卻不饒人，鏡中那張蒼老的臉觸目驚心，幸虧最後還是俘獲了MR BIG,也算是有所安慰            
(5星)	 幸福来敲门，陪你到最后的不一定是最好的，但你一定要好好去珍惜，因为爱来爱去，你被他伤来伤去，最后还是会回到他的怀抱，因为他是最适合你的。            
(5星)	 一个时代的终结            
(5星)	 其实回头看这个系列，第六季这个句号画得太完美了。与此相比，两部电影版真的有点儿多余。但我们依然爱这四个风格迥异的好友。            
(5星)	 莎姐终于和大个子在一起了，虽然一点也不新鲜            
(5星)	 六季还都是从大学同学那儿倒过来的呢，看完了一直存在硬盘里，时不时就翻翻，结果男友为了他的狗屁游戏没问我意见直接给删了，为此大吵一架！            
(4星)	 我最喜欢samatha            
(5星)	 所有人都找到了自己的归属，不再寂寞，彷徨，并改变了自己的世界观。希望四个女人的故事一直继续下去。            
(5星)	 爱你们！从你们的一点点故事中成长~ABSOFUCKINGLUTELY!            
(5星)	 大家都在最后找到了真爱            
(5星)	 Perfect Ending!            
(5星)	 发现Carrie的笑声真的很可爱！            
(5星)	 我看完了            
(5星)	 从一到六、越来越浓的爱。四个女人仿佛在生命中遇到过、            
(5星)	 断断续续看了四年的电视剧终于看完了，最后一季几乎每一集都有看哭的地方。多少人会羡慕这样亲密的关系，这样自信的自我，这样完美的我们。            
(5星)	 挚爱            
(4星)	 far more than sex....            
(5星)	 好的电视剧看完了会让我觉得失落，现在的我就是。这些人贵在知道自己要的是什么，而且努力去追，不管这觉悟是早是晚。            
(5星)	 感动死了！you are the one~            
(4星)	 最后他们在一起了             
(5星)	 爱这个结局            
(4星)	 结局转得还是有点硬，为了大团圆而大团圆的感觉。如果能再拍一季铺陈就好了。            
(5星)	 完结篇所以，，，，，，，，            
(5星)	 最后一集好多泪点~            
(5星)	 结尾专栏女和 大人物在一起了             
(5星)	 Just believe it wil be fine,ok?            
(5星)	 最后一集真是哭死我……最后还是把carrie配给了big，她还是那个有点文艺、小女人大把缺点但也聪明漂亮的carrie呀。miranda和steve小男人走到一起，从一个cynical的女强人走向平凡的家庭生活。sam和一个几乎完美的年轻smith一起，战过cancer。charlotte理想主义者全部如愿，嫁给一个不衬但爱她的人。            
(5星)	 喜欢你们没道理！            
(5星)	 爱滴爱滴            
(5星)	 my Bible            
(5星)	 大爱Big 和Carrie终成眷属 感动落泪 转了一圈终回到起点 不是每个人都有这样的好运 祝福B&amp;C~             
(4星)	 终于结束了，人人有个好归宿。            
(5星)	 Fucking briliant!!!!!!!!!!!!!!            
(5星)	 爱在纽约，性在纽约，时尚在纽约，闺蜜在纽约。大结局成就最后的温暖。            
(4星)	None
(NA)	 to be a fighter            
(5星)	 最后一集从中途哭到结尾。 兜兜转转，你们终于找到了那个人。            
(3星)	  Sarah Jessica Parker越看越丑啊……            
(5星)	 Big            
(5星)	 MS有情人终成眷属的结局！不光是爱情，还有亲情、友情的升华！印象最深刻的一季！            
(4星)	 看在大家都算有好归宿的份上 Sam太洒脱了            
(3星)	 You and me,nothing！            
(5星)	 也许 我永远找不到 如此的姐妹 也许我永远找不到此生的最爱 多圆满的结局 圆满的 我都哭了            
(5星)	 这时候 喜欢米兰达~ 哈哈 对于凯瑞 有点受不了 但是结局满分            
(5星)	 大爱samantha            
(5星)	 最后一集，凯莉穿着墨绿色纱裙在巴黎的街头始终萦绕在我童年的记忆里，多勇敢又多美丽。陪我长大的剧集，最近打算再看一遍，学英语：）            
(5星)	None
(5星)	 费了一番周折等来的最后一集真的很感动。Real love             
(5星)	 虽然很多人不喜欢杰西卡•帕克的大长脸，我还是认为这是能排上我个人最爱美剧前三的~~~每年夏天都会翻出来重温一次。女人，要多爱自己！            
(4星)	 支撑我看完六季的还是Carrie很Mr. big的纠结            
(5星)	 Charlotte领养了中国小孩，Miranda为了家庭搬到布鲁克林，Samantha遇见能为她一起剃光头的男人，Carrie成为了Big的The one.最后Carrie从巴黎回到了她的女朋友身边，最后Magda亲吻Miranda的额头说“你懂得爱”。            
(5星)	 舍不得 就希望一直这么演下去            
(4星)	 Sex And The City告诉我们，只要是好草，回头吃吃也无妨。            
(5星)	 OVER了，我也入戏了。            
(5星)	 陪我大学四年时光的美剧            
(5星)	 最爱            
(4星)	 carrie和BIG的纠结终于圆满的画上了句号  but wait… 电视剧完了 但故事还在继续 电影屏幕上见 呵呵            
(5星)	 that&#39;s just fabulous            
(NA)	 看了6季，已经完全没有想法了            
(4星)	 完美结局最好了~~~~~~~            
(5星)	 怎么到后面就变成煽情剧呢，我泪点低啊，谁让我相信真爱呢            
(4星)	 越到后来越喜欢samantha的性格            
(4星)	 第六季的结尾还是很幸福的            
(NA)	 第二遍。I love all of them.Especially Samantha.            
(4星)	 走完一段青春的记忆。            
(5星)	 看完了，有点舍不得            
(5星)	 最后一集竟然会看哭了            
(5星)	 终于看完了。。。            
(5星)	 結局好美好啊！！！！！mr.big！！！！！！            
(5星)	 BIG 总有办法让你喜欢他            
(5星)	 这四个女人，大爱啊。            
(4星)	 总算又解决一部美剧了！            
(5星)	 其实我不是很喜欢BIG，但是当最后一集，他冲上楼要去打那个伤害了CARRIE的俄国佬的时候，我感动的一塌糊涂；后来CARRIE把他绊倒了，他们两个狂笑，而我，却哭了，泪汹涌而出。我们真的要经历很多，才会更珍惜彼此吗？            
(NA)	 还有比欲望都市更经典的情爱美剧吗            
(5星)	 perfect~            
(5星)	 她们都老了 知道自己要什么了 都是离别的气息 真的很伤感也很真实            
(5星)	 疯狂无敌大爱            
(5星)	 看到Big 终于在剧终出现, 我流泪了!             
(NA)	 看到竟然想哭，再长的剧也有结束的一天            
(5星)	 喜欢凯莉最后的开怀大笑。明天上班，希望是个好的开始！加油！！！            
(4星)	 Big...            
(5星)	 催淚彈……            
(5星)	 结束了。心潮澎湃。            
(NA)	 你们渐渐老去，这不是我心中的HAPPY ENDING.            
(5星)	 被百度视频那里的分类骗了，一直以为是有第七季的。所以看完最后一集忽然嘎然而止了，完全愕然了。            
(5星)	 finally find the one~            
(5星)	 最后一集很美好~            
(4星)	 最后一季真多酱油。Russian你出现了整整一季20集，在Mr. Big面前你最终还是个酱油.//&#34;I didn&#39;t. I won&#39;t.&#34; So sweet.            
(5星)	 看到最后才看出来意义            
(5星)	 36.            
(5星)	 2010-03-30突然觉得被这部自己以前不屑的片子抓住            
(5星)	 能说什么呢,女人必看的经典,!!            
(NA)	 终于追完6季，然后，遭遇现实            
(NA)	 故事讲完了，生活在继续，希望大家都有happy ending            
(5星)	 oh yeah!!!!!!!!!!            
(4星)	 期待第七季。。。。。萨曼瑟最后的那句话令人感动            
(5星)	 大家终于都有最好的归属了！很幸福很感人            
(5星)	 Finally,that one is &#34;Big&#34;...            
(5星)	 经典不解释            
(NA)	 我看得是连续剧，你说你看得是电影，互相回避也不错是不是            
(4星)	 追完了 It&#39;s the end of an era            
(5星)	 最爱的美剧，没有之一。Big最后在清冷的巴黎街头拥吻Carrie，说出了那句you are the one。            
(5星)	 四个女人都很棒。她们的友谊真的很难得。就算没有男人，还有姐妹不是么。不过是好结局的呀，她们都值得得到幸福。            
(5星)	 最后两集太感人了~爱死MR.BIG了~其他人也都爱死了            
(5星)	 真心好看。。。            
(5星)	 少女看完变轻熟女~对于中国的女孩儿来说，这是一部有趣的性教导电视剧。            
(5星)	 最后两集终于狠心看了 好喜欢结局 u get the love!            
(4星)	 拖了半个多月，最后一季最后一集的最后一半，我终于看完了。直到最后，完美的结局，也终于让我知道MR.BIG 原来叫JOHN。            
(4星)	 越来越喜欢Carrie的那条项链            
(5星)	 迄今为止最爱的美剧            
(5星)	 完美终结  还能说什么呢  好爱她们4个            
(4星)	 说是看懂此片才算成熟，于是我还需修炼。            
(5星)	 还是samantha最有爱。carrie无爱……            
(5星)	 我還記得哭的很慘的那集            
(5星)	 高一一开始看的还脸红心跳的，然后渐渐也习惯了。七季用了两年看完            
(4星)	 看看还行            
(5星)	 我真的看完了6季。            
(5星)	 果然还是那句AbsoFuckinglutely！！！！！！！            
(5星)	 沿华洗尽，尘世中人苦苦追寻的不外是爱与生活            
(4星)	 感情  这辈子 必须涉足              
(5星)	 终于知道Big的名字是john             
(5星)	 S&amp;C            
(5星)	 我就知道，凯瑞始终会和BIG在一起的。            
(4星)	 你们都老了            
(5星)	 夏洛特的光头老公灰常可爱。            
(5星)	 时间太久，只记得最后的浪漫收场了，任然是最喜欢的美剧            
(4星)	 为什么这么讨厌Carrie……爱死Miranda，Charlotte，Samantha~            
(3星)	 终于结束了，完美的结局。            
(5星)	 最后一集，凯莉穿着墨绿色纱裙在巴黎的街头始终萦绕在我童年的记忆里，多勇敢又多美丽。陪我长大的剧集，最近打算再看一遍，学英语：）            
(5星)	 拥有一个爱你的人，拥有一帮知心的好朋友，世界上还有比这个更幸福的么？            
(5星)	 ABSOLUTE FABULOUS!!!wow, I&#39;ve been watching it for a whole year again. C&#39;est l&#39;amour.            
(5星)	 第六季走起了温情路线，有一个温暖感人的结局。四个女人终于从sex懂了love和relationship，除了Carrie之外的三个女人都变得成熟、懂得了责任。Carrie嘛，仍旧及其讨厌，丫一如既往的SB. 总的来说还是收获很多感动哦。            
(5星)	 作為一個女性，感覺很精彩～            
(5星)	 大爱！            
(4星)	 除了对那个时代的时装品味无话可说……            
(3星)	 说实话有些虎头蛇尾，            
(4星)	 爱双关            
(5星)	 最后的感情哭死我，最后的衣服美呆我。            
(5星)	 内牛满面啊~凯莉我就知道你会和大人物在一起的，米兰达夏绿蒂沙曼珊你们都找到了自己的幸福。真好~我爱你们            
(5星)	 感谢给了一个完美的结局            
(5星)	 这辈子第一部看完的美剧A perfect full stop            
(5星)	 心目中连续剧排名第一。。。            
(4星)	 终于看完了，我只记得一句话：I Love You。I can&#39;t lose you。            
(5星)	 结局真温馨,Samantha竟然让我看哭了...最出彩的我的最爱..实话不喜欢Carrie....不喜欢big            
(5星)	 这个结局，或许不是现实中会有的……但它是最完美的。            
(NA)	 相信我以后还会看N遍            
(NA)	 狗血却很有理            
(5星)	 Finally, Carrie and Big.            
(4星)	 大三。            
(5星)	 好巧妙。四个女人在异国他乡舞台上歌颂着友谊。男人，小孩，暂时抛下。知己最重要。还有最后 女主角 那一抹绿。我爱 我爱 为了自己活着 不知死活的奋斗。我更爱 成长着 改变着 身边渐渐有了很多责任 和不能抛弃的东西而 这样的时候 偶尔一次的 姐妹们的聚会 算是歇息。            
(5星)	 very good            
(5星)	 目前为止我最喜欢的一季  看到流泪的结局~            
(5星)	 结尾很感动~大家都最终都找到了幸福真的很好~现在四个我都喜欢了~            
(5星)	 完美收官            
(5星)	 走温情路线了            
(3星)	 巴黎那几套衣服真好看            
(NA)	 第6季里面的衣服美极了！！！            
(5星)	 老友记之后便是它了。            
(5星)	 没有理由，已经在看第4遍了。。。            
(2星)	 广告片            
(5星)	 终于看完了。最后的大团圆。我还是很犯抽的很喜欢第十九集五分零七秒的时候，Carrie用力的向Big说出，You and I,nothing!声嘶力竭，突然让我有勇气向过去告别。            
(NA)	 我严格意义上的第一部美剧，是你带我走入了美剧的神奇殿堂。我高中的电脑就是因为要BT你，硬盘才崩溃的。后来花20块买的盗版DVD早已离奇失踪，但是我依旧那么爱你！            
(5星)	 所有女性的必修课。一点也不夸张。            
(5星)	     如果我有这么几个挚爱的好朋友 我宁愿不谈恋爱 。。。。             
(4星)	 四个人的成长是显而易见的，却不知为何我不喜欢大人物和凯瑞最终在一起的结局……现实中可能会这样吗？伤害一次又一次还能敞开心扉去信任和接受？            
(5星)	 一切都很完美了            
(5星)	 Mr BIG的名字真普通            
(5星)	 其实我不喜欢这季的carrie，让我感觉很自私。不过给出5星，是我爱米兰达和萨曼莎。我爱看到夏洛特有哈利那么宠她。我喜欢史密斯飞整晚回来，只为说一句I love you.            
(5星)	 完美的结局，看完感觉好不舍啊            
(3星)	 越来越不行了            
(5星)	 最后一集感动 四个人都圆满了            
(5星)	 目前为止唯一一部看完了还想watch more的美剧。            
(5星)	 Go get our girl~            
(5星)	 经典            
(NA)	 看完后很想念曾经一起无所顾忌唠叨个没完没了的my girls 是现在时间少了 we are always &#34;we&#34;。嗯。            
(5星)	 我日~原来我看了这么多季！            
(4星)	 哭的时刻，是夏绿蒂对哈利都说出了她的爱的时候，凯莉在巴黎想念朋友们的时候~欲望都市更像是一部关于友情的电视，不管发生什么事，一直都有三个好友在你身边永远理解你。三十多岁或者更大年纪的时候，可以一直一起疯狂购物，感觉会很好。            
(3星)	 这部美剧给我印象中留下最棒的是女主角走秀时摔倒后居然重新站起来风姿卓越的继续走完那回眸一笑            
(4星)	 Mr. big            
(5星)	 越来越成熟的4个好朋友。            
(5星)	 风风火火的她们开始老去……            
(4星)	 第8集笑死我了            
(5星)	 Mr Big........            
(5星)	 随时随地都可以回归的剧            
(5星)	 Carrie用六年等来Big,看他俩一起躺宾馆地上真是唏嘘死了。            
(5星)	 结局把我给哭惨了！！！            
(5星)	 从第一季到第六季。常在夜深人静的时候独自看。有时大笑。有时落泪。有时感觉她们四个就像我的姐妹。有时和客户在酒桌上觥筹交错。也想着回家就可以看到Carrie。就会觉得很幸福。他们的爱。或激烈或open或深邃。不同的是人生际遇。不停的约会。不停的说再见。最后却都能找到真爱。            
(5星)	 一至六季三遍~            
(5星)	 喜欢第六季。虽然别的没看。。            
(5星)	 大爱剧本中对现实的深刻的阐释～            
(NA)	 我不觉得我喜欢这出戏，但为什么我觉得我好喜欢它捏~  最后一集很在状态             
(NA)	 第六季还是所有季里面最好看的            
(4星)	 很不错的教育式美剧，让懵懂的知识变得清晰！            
(5星)	 sometimes we are carrie sometimes we are charlotte sometimes samatha sometimes miranda    but all in all we are here to find LOVE            
(NA)	 时尚其实就是一种生活态度            
(5星)	 不错不错            
(4星)	 学会了很多...            
(5星)	 everything&#39;s all right.            
(5星)	 很喜欢凯莉            
(5星)	 除了那些常常露屁股的帅哥，SATC里面的男主角真是差劲啊            
(5星)	 啊呦终于补完了= =好在Happy ending            
(NA)	 4            
(5星)	 my favourite!            
(3星)	 终于看完了。。            
(5星)	 人生不看不圆满..            
(4星)	 A happy ending            
(4星)	 我爱happy ending            
(NA)	 坎迪斯笔下的故事随时都在上演，谁说完结了呢. . .            
(5星)	 最终，从童话回到现实。虽然，电视中的现实已经美化到不行。            
(4星)	 这是我二十年来第一部完整看完的美剧 印象极为深刻开始从不太喜欢Carrie到比较喜欢她  仅仅觉得她的话及其有哲理 我不是很喜欢她的那种感觉 不知为什么 不过我越来越喜欢Samantha  她有一种气场 这里的男主角特帅 俄国佬 黑人 Samantha的BF 配乐也非常好             
(5星)	 最后一季太精彩了~结尾一点不俗套~有时间把原著和电影版也看一下吧            
(5星)	 故事总要结束的            
(5星)	 真是完美季，连我都牛眼泪了，何况那些爱哭的小女孩            
(5星)	 一定要生活            
(4星)	 对结局很失望，很讨厌carrie和big            
(5星)	 唯一完整看完的美剧~~            
(5星)	 在看最后一集情迷巴黎的时候，哭了好多次，Charlotte对于伊丽莎白泰勒的爱护，Samantha与Smith的情比金坚，Carrie与Big的擦身而过，girls们巴黎之前的聚会：what if I have never meet you……            
(5星)	 终于完整地看完了。还是接受不了俄国老头子，太老太矮了。虽然之前一直不太喜欢Big，但无可否认，他和Carrie才是一对。也许以前最喜欢的是Carrie，但后面却越来越喜欢Miranda了，她是个让人心疼的孩子。最后一集看得我很感动。希望将来有时间再看。            
(4星)	 anyway.Happy ending.六季里面男人形形色色。我偏偏两次都是被sexy黑人shock到。最近的男人品位果然很诡异= =！            
(5星)	 Change my sex attitude.            
(4星)	 刚看完。            
(5星)	 第六季很经典。羡慕四个闺蜜死党，做自己，爱别人。            
(4星)	 四个人都有好结局            
(5星)	 终于看完了啊！！！！！！！！好好看！！！！！！！！！！！！！            
(5星)	 很可惜她们一直地把欲望延续下去，because they are getting older...            
(5星)	 love it            
(5星)	 没什么好说的            
(5星)	 最后很温馨            
(5星)	 关于友情和爱情，可以思考很多。一人一性格，你像谁呢？你可能不是典型的谁谁谁，你可能掺杂了她们的不同的性格。随着时间的改变，你的友情和爱情观有改变吗？你多了点儿谁的特质呢？看完6季，能发现，事情在变，友情观，爱情观在变，我们都在变。            
(5星)	      最后一集结束时，想哭。。。。。。            
(NA)	 喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢            
(5星)	 爱情是她们生活中的过客，友情是不变的牵绊            
(5星)	 感动于她们的姐妹情。大家最后都找到了属于自己的幸福，或许与最初想象的不同，但是自己的，就是最好的。其实结尾还是落俗套的，但是生活本身不就是最俗的么？            
(5星)	 心目中的new york ,心目中的Manhattan.......            
(5星)	 最爱欲望都市！            
(NA)	 最爱的美剧之一            
(4星)	 好期待第七季呀~~            
(5星)	 I hv 2 say that I really LOVE the ending, finding both self and him            
(NA)	 理想国度            
(5星)	 I will so watch it again and over again!            
(5星)	 大爱！！！            
(5星)	 最后一集大爱            
(5星)	 everyone has a happy ending, where is mine            
(5星)	 最后一季倒是喜欢的, 有小小一点感动.            
(NA)	 尺度太大 没有感情            
(5星)	 完季的时候总是温情又感动，不争气丫的哭点越来越低~为四个女人一如既往的友情欢呼，为她们都找到真爱欢呼！！！            
(5星)	 除了老了，一切皆美好！            
(5星)	 四个女人仍然中看，big很有型~~~            
(3星)	 难得一部完全看完的剧集。后期发展过于肥皂剧。不太满意。不过我也很想成为像carry那样的专栏作家。yy中……            
(5星)	 值得细细品味的好剧~            
(5星)	 内牛满面。。。就算是童话我也愿意相信            
(4星)	 我纯粹是为了学英语。。。我这是不是太认真了。。。。其实我任何美剧都追不下去。。重复又拖沓。。。。。。。。。。。哇哈哈哈哈哈哈~~~            
(5星)	 that entire Russian guy and Paris ordeal is very wrong...            
(5星)	 HAPPY ENDING~            
(5星)	 Kim Cattrall! Samantha is awesome!            
(5星)	 Samantha，I love you！！！！！            
(5星)	 happy ending            
(5星)	 最后她们都找到爱了            
(5星)	 这一季看得我感同身受，看得我潸然泪下……            
(5星)	 真好。            
(5星)	 越看越入佳境~~结果太爱她们了~~不为别的,就为她们的友情~~~`            
(5星)	 不知是第几次翻腾出来看了~            
(5星)	 唯一追完了的美剧。。。我想这个结果是我喜欢的            
(5星)	 恋爱终生            
(5星)	 追了那么久终于结束了。圆满了我。            
(5星)	 Sex and the city_向友谊致敬            
(5星)	 很是温馨的一季~            
(NA)	 迄今为止最好看的一季，史密斯真的太帅了，太帅了！！！            
(4星)	 当初每天在PSP里看一集看完的            
(5星)	 最爱最爱SATC！！！全季看了不下6遍了！            
(4星)	 这一季最让我感动。友情的力量。            
(5星)	 原来叫John            
(4星)	 我觉得ending好一切可以既往不咎~            
(5星)	 借用一下剧中的台词：Well, it&#39;s fabulous！最爱这部剧的最后两季，所有的彷徨、迷惑、心痛、孤独、焦躁、不安、痛苦等等等等，都以爱的名义作为结束，好温暖。            
(NA)	 四个女人，其实我最喜欢的是夏洛蒂~            
(5星)	 感动死我的一季            
(5星)	 这部剧对我来说已经不是简简单单的电视剧了，爱上它的所有。 第六季让我感动了很多，她们都在成长，我也在随之成长着。            
(4星)	 教育+下饭            
(4星)	 第六季只爱最后两集            
(3星)	 carrie是个情感自虐狂。            
(5星)	 最爱第六季！            
(5星)	 just like Carrie says everything is fabulous.            
(NA)	 终于看完了            
(5星)	 女人啊~~            
(5星)	 我一直都喜欢            
(5星)	 必须推荐~一至六季加电影版            
(5星)	 经典。            
(NA)	 “那个城市里狡猾而又淘气的观察家。”P.S.看电视剧的确比书开心很多~书中对名利场百态的刻画从来不感兴趣。            
(4星)	 果断停。。。            
(5星)	 完美结局！            
(5星)	 对人生的影响过于深刻,多年后的现在仍然会梦到            
(5星)	 这季很美丽。太喜欢史密斯啦~~            
(4星)	 Abso-fucking-lutely            
(4星)	 经典            
(5星)	 怎么可以没看过            
(5星)	 大爱，看了无数遍            
(5星)	 it seems they are all talking about sex, but actually they are talking about the L. O. V. E.            
(5星)	 原来很多东西，经历过了才能懂，大学里完全不能理解的想法，现在只觉得自己成熟太晚。            
(NA)	 finally。。carrie&amp;Big            
(NA)	 I&#39;m someone who is looking for love！ Real love! Ridiculous! Inconvenient！ Consuming！ Can&#39;t live without each other of love.             
(5星)	 很久以前看了几遍，最喜欢莎小姐。            
(5星)	 棒~            
(5星)	 最后这季看了十几遍哈哈            
(5星)	 最后两集把我弄得稀里哗啦，i just wish i can find the real love either.对这四个人的生活，已经不舍。            
(5星)	 话说这封面真不是第六季的 真是纪念书刊的 20美刀一本~ 哈哈            
(5星)	 爱            
(5星)	 Welcome to the age of uninnocent.The mind of very fashion real and no cover we should keep.            
(5星)	 今天看完了全部7季......&gt;&lt;relationship~!! love~!!!            
(5星)	 四个人团团坐~谈天说地讲男人            
(5星)	 如果我早点看了这个电视剧估计连婚都不结了，呵呵呵            
(NA)	 GOOD.            
(4星)	 08年的夏天。            
(4星)	 有意思的美剧            
(4星)	 fantastic music            
(5星)	 爱            
(5星)	 超级赞啊超级赞，就是舍不得从此就没有了啊。迷上女性美剧了……在几个月找不到让我流泪的东西之后，它重新让我感觉到了体内感情的流动。感情没有死去，只是在冬眠而已。喜欢BIG最后的那句，我会大街小巷地找她。喜欢MIRANDA的那句GO AND GET OUR GIRL。Love it!            
(5星)	 真实的反映了如今社会各阶层的女性生活。            
(4星)	 我怎么覺得我越來越像carrie？！OMG，真杯具。雖然Mr.Big很迷人，但也很貝戈戈。            
(5星)	 that is just fabulous~            
(5星)	 四个女人和一座城市。她们的故事教会我成长，从女孩变为女人，感情的困惑，细节的把握，还有对城市不变的爱恋……            
(4星)	 就记住薇拉王的婚纱啦。。。梦幻啊。。。口水啊。。。Mr.Big的心脏病一段成为全剧六季最感人的一幕。            
(5星)	 最早看的美剧之一。我承认一开始是被名字所吸引拉。。只是真的一开始就欲罢不能。本来就是没什么耐性的人，整整看完六季对自己来说确实是前所未有的事情。。结尾很喜欢。原来真的是花落大先生。。呵呵。我珍贵的大学新生时光。。            
(5星)	 我第一出睇既美剧~            
(5星)	 最后一季发现爱。温暖至极。            
(5星)	 六季下来，发现自己竟然最爱Samantha            
(4星)	 just another kinda sexy=)            
(4星)	 女人不可无闺蜜啊..            
(4星)	 转了一圈还是转回了BIG...这种事在现实中可能发生么？！            
(NA)	 看过之后我对于自己结婚年龄的底线从30岁变成了45岁            
(NA)	 最女性的剧集  最时尚的时装剧            
(5星)	 看看就好，离中国的现实状态相距甚远，大部分的中国妇女们还是非常传统的.....            
(5星)	 我心中的第一美剧！！            
(NA)	 传说中Sarah一直都是修饰讨巧的角色，不知道是不是这样的……            
(5星)	 &#34;Sara , you are the one !&#34;            
(4星)	 全部都看過！            
(5星)	 我的大爱，看了很多遍，经典的台词场景衣服            
(NA)	 大爱！深爱！最爱！            
(NA)	 所有 sex and the city的全看过，好几遍。凯利-最爱            
(5星)	 &lt;3333333333333333333            
(4星)	 最喜欢的一季。            
(5星)	 萨曼莎百变的体位与角色转换让我要飙泪了~看到现在，觉得每个人都那么的可爱。我对本无感的Charlotte有了感觉，她变的通达宽容，而因为她足够简单直接，能够保持热情，坚定的为自己的梦一次次尝试；这是给我最多感动的一季，关于回忆，关于爱。但到后面不大喜爱carry了。            
(5星)	 永远五颗星            
(NA)	 极致生活化的电视剧            
(5星)	 Ok, It&#39;s over~Goodbye!            
(3星)	 it is both a fanny and serious movie            
(NA)	 那时候一口气把六季看完，好高兴的说~呵呵~~~喜欢喜欢，最后两集被感动到了，自己最受不了的就是分别~~~            
(4星)	 没有剧集好看            
(5星)	 有时候会看不到懂外国人谈恋爱的思维方式，但是里面有些话真的很有道理            
(5星)	 Fabulous            
(4星)	 我们谁也无法预知，幸福终会是哪个人给予的。            
(5星)	 大爱~6季，就这么完了。            
(NA)	 My HG            
(5星)	 最喜欢的一季。            
(NA)	 最后一集 她找到自己的项链的那一瞬间还是 她 还是属于曼哈顿的 属于Mr.Big~~~~~            
(5星)	 女人都该看            
(5星)	 好看。            
(5星)	 美剧必修课之...            
(5星)	 用了一个学期看完一到六季。最后一集和之前的风格都不太一样，或许是因为从纽约到了巴黎？像一部电影，最后的大团圆结局让我傻乎乎地掉了泪。四个女人在一起永远那么美好的回忆。就像S说的，to another 50s。希望她们四个能这样一直到老。希望我和我的朋友也能一样。            
(5星)	 大家的感觉都是一致的。。            
(5星)	 最后这季让我感觉很温暖，她们找到了自己的幸福，看着这4个女人幸福的笑容，很感动。最后一集看哭了。            
(NA)	 电影版的都看了很多遍了。但是想看CARRIE如何与MR。BIG纠结10年的。10年该心早死了很多遍了吧。            
(NA)	 喜欢她们的坦诚和一个眼神就能会意的默契友情。。            
(4星)	 结局不好,故少一颗星            
(NA)	 carrie            
(5星)	 团圆大结局！            
(5星)	 好几年前完整看的剧，仍能清晰地记起其中的很多情节和四人的故事，前几天看了SATC的几个影评，原来这部剧一直在脑中从未离去，喜欢Carrie每次敲键盘引出话题的时刻，六季都很经典。            
(5星)	 这个重复了，其实就是前面的欲望都市，不过真的很好看，适合女生和GAY，呵呵            
(5星)	 kelly绝对是正宗的鞋拔子脸，越老越难看了            
(5星)	 大结局。终于跟mr. big在一起了。            
(5星)	 这个系列绝对是经典了。不过第六季有点小退步，但总是还是很不错的，风趣幽默，女性朋友的良师益友吧~            
(NA)	 大爱！            
(NA)	 最奢华最浪漫最平和的一季，大爱！            
(3星)	 完全看腻了            
(5星)	 没什么好说的 大爱最爱            
(5星)	 Mr Big&#39;s name is john~you are the best women,and you  deserve everything~i am looking for the true love,too~            
(NA)	 本剧名声颇大，个人感觉一般倒是折射出一些现代西方女性的心理状态，生活方式；除一些大胆的性话题，裸露的肉体以外，不记得什么东西了            
(5星)	 2009/08/17-09/12俄國藝術家稱得上是最有好感的前男友:)影集結局感人又溫馨。            
(NA)	 断断续续的看，觉得原来性，爱情，友情也可以写的这么让人感动。义无反顾的去爱，自私的为友情的挽留，以及对爱情，生活，现实的思考            
(4星)	 她们终于圆满了，最后还是MR BIG            
(NA)	 她喜歡看的，她看著，我不禮貌的睡著了            
(5星)	 精彩，极致的女人！            
(5星)	 喜欢carrie.活得有自我。又敢爱            
(5星)	 爱破··            
(5星)	 结局，也是开始            
(4星)	 finish            
(5星)	 最后一季 更多的 是 感动            
(3星)	 在凯莉身上，看到好多间奥斯丁的影子，不断的自我拷问，再不断的拷问世界，就是不肯妥协。当然，作为美剧，不知道算不算女性剧的开创之作，至少回头再看女人帮，绝望主妇，四人行的主格局就表明了本剧的地位所在。            
(5星)	 很赞，爱，其实很特别            
(NA)	 4个不漂亮的美国女人，在纽约上演独一无二的美丽人生            
(NA)	 看了很多遍，感触也越来越多，生命中有很多东西要珍惜。            
(4星)	 追了整整6季~sex, marriage, friendship,fashion...........So impressive:)            
(5星)	 有点短了            
(4星)	 carrie 尋回遺失的頸飾令我很感動好像她已經尋回自己。永遠不會太遲。            
(4星)	 touching ending            
