http://movie.douban.com/subject/1878360/	金枝欲孽
(3星)	 皇宫就像菜市场，故事讲的是计划经济年代如何才能买到猪肉            
(3星)	 啧啧 皇帝讨那么多老婆，最后都和人家跑掉了。。留下的也不是为他。。啧啧            
(3星)	 这部戏里，最喜欢的也许就是纳兰福雅，连名字都这么温文尔雅，其人亦然。爱一个人，只需要放在心上，偶尔看一眼，已经觉得心里满满的了。一天一点砒霜，只是为了能够时不时见到心上人。不是不够聪明，不是不会争宠，只是所谓荣华富贵在爱情面前却显得如此卑微。那么有了爱情，其他的都已经不重要了。            
(5星)	 皇上磕碜。            
(NA)	 不知道为什么就是对佘诗曼来不了电            
(4星)	 2010-12-01 to 2010-12-05 || 又浪费时间在港剧上，我都鄙视我自己！            
(5星)	 又看了一遍，依然是不可超越的经典            
(NA)	 怎么没有小时候看TVB的感觉了呢。。。。。            
(5星)	 后宫大戏的经典！！！            
(5星)	 当初我家的DVD就是为了这部片子而买的            
(5星)	 什么时候TVB还能出这样的啊            
(4星)	 以前看的            
(5星)	 如果时间够多的话很想重温这部。            
(4星)	 太贱了我居然又看了一遍……我爱林保怡和黎姿……  = =            
(4星)	 林保怡居然是风暴端口的人物。。            
(5星)	 皇帝老儿杯具了..跑龙套的宫女是一大亮点            
(4星)	 我就爱看女人们勾心斗角，哇哈哈            
(4星)	 杀时间可以看。            
(4星)	 学粤语！学粤语！学粤语！            
(4星)	 还不错哈·            
(5星)	 过了很多年才好好看这部经典之作，相比之下什么《宫心计》、《美人心计》都成了浮云~~而它之所以经典，还是因为戏里无一个绝对的好人或坏人，每个人（除了那个皇后以外）总有一处可以感动观众的地方，让人看到人性之中许多变化完全出自情非得已，就显得更加真实。还是喜欢尔淳多些，不喜欢玉莹~~            
(5星)	 从此以后，我一直觉得林保怡和黎姿之间有JQ...            
(NA)	 这部应该是TVB第一个大制作的宫廷剧吧。。            
(5星)	 绝对的经典            
(4星)	 TVB经典。            
(5星)	 完全被安姑姑秒倒，其他人浮云~~            
(5星)	 第一次喜欢上一部古装电视剧.比宫心计好看太多了.恩怨情仇比较平均,不会看得恨不得冲进去把某个角色**了.哈哈            
(5星)	 孙白杨孙大人            
(5星)	 第一次看喜欢玉莹，第二次看喜欢如玥，现在再看却发现自己很像安茜，希望成为尔淳            
(5星)	 不弱智，不至于假的看不下去，宫斗戏的开山之作哈哈            
(4星)	 其实挺好看的..因为 这个 开始 有点喜欢佘诗曼            
(5星)	 近几年唯一喜欢看的港剧            
(5星)	 黎姿好漂亮！看最后一集的时候发现如玥其实也蛮美的难怪得到宠爱哦！尔淳真纠结..安茜还不错            
(4星)	 我最喜欢如妃.....多大气的一女人啊~~~~            
(4星)	 i love 林保怡            
(5星)	 看过的最好看的宫廷剧。最喜欢如月，没办法喜欢上玉莹。            
(5星)	 可以说是最爱的TVB剧  重温后 更注意温馨的小细节 比如踩雪地脚印、白杨到玉莹门前不经意整理衣衫等等            
(5星)	 我看的TVB不多，这个还可以~            
(5星)	 TVB最经典后宫戏            
(NA)	 女人何苦为难女人~~·            
(4星)	 女人真可怕，表情一变就不是人            
(5星)	 高三的回忆啊。            
(5星)	 宫斗的最佳代表            
(5星)	 什么都不用说，经典中的经典。最喜欢张可颐的安茜            
(4星)	 这才是宫斗。            
(4星)	 林保怡理想型~~汪~            
(5星)	 看过都说好！最毒的是谁？？？？最后才晓得是皇后哇。。。= =            
(5星)	 孙白杨孙白杨！！！            
(4星)	 发现林保怡那种垂眼角的熟男也很吸引我嘛~~&gt;_&lt;~~ 黎姿真美~            
(3星)	 近年TVB我能看下去的就只有这部了            
(5星)	 佘佘美到一个地步。            
(5星)	 二小姐那个时候靓到飞起~            
(5星)	 不知为啥，剧中的每一个女人都恨不起来，众人面前表现得越坏，其实背后是更多的辛酸吧。皇后这么心狠手辣的大“恶”人，背后想必是有更深刻的无奈。。。恨就恨环境和制度吧……唉 　　 不过说起角色偏好，最喜欢玉莹~因为我喜欢相对单纯的人哈~好喜欢她和白杨在一起~如玥也很美哈            
(5星)	 港剧的文艺复兴            
(5星)	 啊原来介个一直没收藏~            
(4星)	 我咋觉得不算黑暗，唯一吸引我的就是玉莹和白杨的爱情 为你烧到烈火里我都不介意伴随~~~~~             
(5星)	 宫外的人想进来，宫里的人想出去...很令人感动的电视剧            
(5星)	 经典！            
(5星)	 少有如此欲罢不能的连续剧            
(5星)	 太胸闷了麻油一个有好结果的            
(4星)	 看完总要想值不值得看，不值得。里面台词还说要想值不值得的事情，就不需要去做。人就是这样啦~ 黎姿太恶心了····            
(3星)	 福雅漂亮。            
(5星)	 我爱孙白杨！            
(4星)	 每个人心里都有一本帐            
(5星)	 经典港剧            
(4星)	 最后一集喜欢上如妃娘娘...            
(NA)	 总觉得佘诗曼不到位..很很讨厌安茜 恶不拉几的事都是她做出来的            
(4星)	 看到最后数个镜头，竟有波澜壮阔之感。无非是宫斗，却是人心。PS：林保怡那个贱人！居然喜欢玉莹！！！！！            
(5星)	 佘诗曼果然很适合腹黑角色，但基本上和周芷若一个面貌黎姿演的太过，不喜，一开始的装白痴装的太假林保怡一派事事安身在外，冷看风起云落。但几个大冲突的戏相当可以最牛的还是编剧，无愧是TVB这几年最出色的一部戏            
(5星)	 高三的时候，超迷^_^            
(5星)	 喜欢黎姿，喜欢邓萃雯。始终不喜欢佘诗曼            
(NA)	 看到后来就很莫名            
(5星)	 不错，起码衣服比现在的宫心计好太多了，讨厌金灿灿的服饰            
(3星)	 与天斗与地斗与女人斗 其乐无穷            
(4星)	 唔，比那个什么宫心计强些，至少里头的人物比宫心计那群傻瓜聪明许多            
(4星)	 扯            
(5星)	 话说啊，那个皇帝大人不知道是谁？不知算有艳福呢，还是戴绿帽子？            
(4星)	 演戏的是女人，看戏的是女人，笑的是女人，哭的是女人，但是，操纵着一切却是男人            
(5星)	 从安茜开始报仇计划开始，就不愿往下看了……看着难受。            
(4星)	 我后悔没用粤语看啊            
(4星)	 大学宿舍天天晚上等更新的剧，呵呵            
(4星)	 才出来的时候跟老妈老哥窝在床上守在电视旁边议论边看 那种感觉像极了早期时看还珠格格 我没有特别喜欢的角色 尔淳玉莹== 若然只是自身的存在 我恐怕谁都不偏 只是因了与孙白杨的那份爱 我偏向了玉莹 原因难知 最后这部片子也够华丽            
(4星)	 一群娘们的故事，看不懂的，我的名字叫“米城府”。不过除了黎姿，都是漂亮御姐呀～～            
(NA)	 说垃圾不至于             
(5星)	 宫廷戏第一名！！！            
(4星)	 真的好喜欢黎姿的小酒窝，梨涡浅笑我都迷晕了            
(5星)	 tvb最后一部好剧            
(5星)	 简直经典!!!!....虽然太后知后觉了~！！            
(4星)	 教学版            
(5星)	 經典啊經典            
(4星)	 印象中睇左D. 5星黎姿4星半佘詩曼            
(5星)	 当年看的我是。。。            
(4星)	 看得真累.....            
(NA)	 没感觉            
(5星)	 其实什么是女人的事业呢~            
(5星)	 好斗争 好纠结 好杯具 唉。。。。 灰灰 白白 我终于是对得起你们了~~            
(NA)	 终于看完了··            
(NA)	 总算看过了,黎姿好美            
(4星)	 女人何苦为难女人？            
(3星)	 黎姿真美~            
(NA)	 amazing啦.~            
(5星)	 女人之间的较量，勾心斗角只为一个拥抱。            
(3星)	 不是电视剧拍的不好，而是人在成长，看到太多似是而非似非而是。没有一部电视剧不是靠误会来铺排情节的。看到自己看重的人执意走自己眼中的冤枉路时候，你挺身而出尽力相劝劝不回的时候，当你甘心赴火蹈汤却发现最终只能更罪孽深重时，又能如何？人是只能自己成全自己的啊。            
(4星)	 再看一遍仍旧喜欢尔淳和如妃            
(5星)	 好欣赏如妃啊~            
(5星)	 我一直没有兴趣做孔雀，因为浴火重生的只有凤凰              
(5星)	 港剧还是有看头的            
(4星)	 女人之间的斗争，其实还是为了男人争宠，无论怎样摆脱不了自己的弱者命运            
(NA)	 其实比宫心计好看多了，邓萃雯也很喜欢~            
(4星)	 不如看甄嬛传            
(5星)	 TVB你洗洗睡吧。。金枝够好了别再做阿猫阿狗的古装来雷人了。            
(5星)	 哎！            
(4星)	 喜欢外面下着大雪如妃一个人在殿上抄经那一段，喜欢这样的女人，最喜欢看女人之间的勾心斗角～现实意义深刻～            
(5星)	 死了一半 不错            
(5星)	 大爱福雅            
(5星)	 我觉得用经典二字来评价似乎还不够..膜拜编剧..            
(4星)	 不喜欢结局 扣一分            
(NA)	 女人厚黑学~~            
(5星)	 难以忘记的TVB剧集            
(5星)	 唯一一部我主動看了兩遍的電視劇。情節舖排、角色設計、對人性的反省均比《宮心計》好萬倍。好人沒有好到底，奸人也不是奸到盡，人在深宮身不由己，無奈和蒼涼感非常重。            
(3星)	 最后一次看TVB了 侍女安茜上位之后就完全囧掉了 后半段几乎是咬牙看完的……            
(4星)	 悲剧            
(4星)	 不错不错            
(4星)	 孙白杨在宫外、阿爽在宫外等故事太多，如果能剪掉就有五星了            
(5星)	 失意人泪眼望住失意人            
(NA)	 剧情不错演员也不错，值得一看            
(5星)	 红墙内外早已是生离死别，海角相隔。如最后如妃那句“海阔天空，有缘再聚”，泪流满面。            
(5星)	 第二次翻出来看,就后来的6,7年里,没看到过可以媲美的港剧了....女人的那点诡秘心思淋漓尽致            
(4星)	 伤人。            
(5星)	 the best tv show i have ever seen.            
(3星)	   那些你们喜欢的不喜欢的我都喜欢的女孩~            
(4星)	 亦正亦邪，总算还不错。            
(5星)	 神伤。            
(5星)	 邓萃雯 张可颐 佘诗曼 陈豪 林保怡 大爱            
(4星)	 后面有点烦。            
(4星)	 快进着为了达成一个完满，谁好谁坏？谁该死谁该活？纯属扯淡！            
(4星)	 打发时间盼过年，还是很好看的，很紧凑。虽然尔淳很善良，但我还是最喜欢玉莹，有狮子女的霸气～如妃也不错。皇后最阴险            
(4星)	 尔淳T T            
(3星)	 不知道为什么评价那么高，总觉得这部戏的结尾太仓促了，有点离奇            
(5星)	 还是TVB好看            
(4星)	 那是大一寒假            
(4星)	 看得我好郁闷……            
(3星)	 皇宫不是人待的地儿。。。喜欢之前的玉莹，讨厌之后的华贵人。            
(5星)	 林保怡啊~~~~            
(5星)	 我喜欢孙白杨一家子，孙清华、皓雪、孙白杨            
(5星)	 经典之作            
(5星)	 终于看完了-v-,谁能明哲保身呢，在紫禁城做任何一件小事都有各自的目的。人认心怀鬼胎，怎么防。。            
(3星)	 女人好可怕!            
(NA)	 黎姿演得真够呛  样子演妲己比较适合            
(5星)	 手帕上的诗句改编自严蕊的词，编剧还是很有文化水平的，有素质地讽刺了紫禁城：看似高雅尊贵的宫女和妓女又有何别？            
(5星)	 好看的剧,每个人表现都很棒,看的很过瘾,衣服也漂亮,就是没有想再看的冲动            
(4星)	 哦娘娘～            
(5星)	 牙尖吖~~~            
(5星)	 强大多了            
(3星)	 就一句话：死光了            
(4星)	 女人啊            
(4星)	 好喜欢默默喜欢着孙白杨的尔淳。如玥也很喜欢。            
(NA)	 人心叵测。。。            
(4星)	 越乱越爱            
(4星)	 喜欢佘诗曼            
(3星)	 看得我心惊胆战的            
(5星)	 很凄凉 很动情 很纠结            
(5星)	 与女人斗其乐无穷            
(5星)	 古装            
(4星)	 太长            
(5星)	 至今，宮斗片無一能敵《金枝欲孽》            
(4星)	 勾心斗角呀。。邓萃雯真是美。。            
(5星)	 确实是巅峰。很难再超越。            
(5星)	 忘不了当初黎姿从天真到阴险的那一瞬眼神转换。这部女人为主的戏里，我看到演技的火花交错，经典，此生难忘。            
(5星)	 SS啊            
(5星)	 实在是太好看了哇塞哇塞雯女好正。            
(5星)	 宫心计少了雯女，纵使服饰妆容再华丽，终让我不想一看。            
(5星)	 珍重……            
(NA)	 为毛有的配乐和无间道一样？TVB这么缺钱？            
(4星)	 classic even for TVB~~            
(5星)	 尔淳太悲了，伤心啊……            
(4星)	 海阔天空            
(4星)	 我期望太高了..結果看到一堆妙齡少女為老男人爭寵,被臨幸完還要喜極而泣...            
(5星)	 无人不怨，有情皆孽。            
(4星)	 = =  为嘛没有看出高潮。。。            
(5星)	 最走火入魔的港剧之一            
(4星)	 实在受不了宫心计的隔靴搔痒。            
(4星)	 一直都没看过这部剧，因为宫心计的缘故，看了一遍，与宫心计相比，不知道高了几个档次。            
(5星)	 太郁闷了..            
(5星)	 后宫剧里斗的最精彩的了            
(4星)	 竟然很励志！            
(4星)	 我妈特爱看。。。。            
(5星)	 看了五天时间，09.10.30-09.11.03，很长时间没看到这样的宫廷斗争的戏了~4.5星……还是港剧好看一点~~            
(4星)	 不喜欢任何一个角色，因为都不是真实的。确实人都是有好有坏的，但是怎么可能让另一个人全部知道            
(5星)	 我至爱的女主角 佘诗曼            
(5星)	 恶补鸟语版，人物刻画入木三分，台词大赞，艺员拼演技有如争宠干架，不输台庆剧尽显港式情节风采～            
(NA)	 看多了就麻木了。            
(NA)	 这部戏让我待见了很多人。可是黎姿，倚天之后我实在找不到另外一个喜欢你的理由了。            
(3星)	 10            
(5星)	 终于看完了，结尾居然走开放式。            
(5星)	 港剧中的代表作……爱恨情仇……            
(4星)	 没一个好人。            
(NA)	 欠火候的勾心斗角。            
(5星)	 看了好几遍，每次看完感慨很多。            
(5星)	 唯美的场景唯美的女子唯美的装束唯美的音乐 最适合用唯美来赞叹            
(3星)	 很喜欢这类题材的影片剧作如果有类似的小说或剧作，欢迎推荐            
(5星)	 不爱宫墙柳,只被前缘误~~经典得触目惊心            
(5星)	 第一遍痛安茜 第二遍爱如妃            
(4星)	 女人何苦为难女人。。。。            
(5星)	 爱到不行。就入骨            
(5星)	 《战争与玫瑰》 最美不过黎姿……            
(5星)	 勾心斗角我最爱了~            
(5星)	 这个怎么才8点几分呢。            
(5星)	 虽然看过是很久以前的事情，但是还是记得剧情。值得一提的是，主题曲什么的配乐也很好听            
(5星)	 我喜欢看勾心斗角            
(5星)	 看《后宫》之后才看的这部，没有那本书那么狠            
(3星)	 看起累            
(5星)	 每一个人物我都喜欢=。=            
(5星)	 后宫剧巅峰之作，其后无剧能及。            
(3星)	 女人们的战争很可怕。            
(NA)	 经典            
(4星)	 所有的孽債無外乎一個“愛”字。            
(1星)	 实在不容易看下去……            
(4星)	 深宫戏里的典范            
(5星)	 堪稱TVB最喜愛劇集 我果然是個惡俗的人            
(5星)	 水准之作。。            
(4星)	 觉得那样的人生蛮可悲的            
(5星)	 大爱            
(4星)	 教你怎么作女人~            
(5星)	 不是盖的。            
(3星)	 最后几集尤其狗血            
(5星)	 心中港剧no.1            
(NA)	 咏叹调            
(4星)	 黎姿~~            
(4星)	 我觉得没有想象中的那么好。不过扮相都很美，比宫心计漂亮。            
(5星)	 港片女人们的勾心斗角，是极佳的社会职场教育片            
(5星)	 那一片白雪是孔武晦涩的心伤 他却愿意背如妃走过~！            
(4星)	 好多不合理。但这是一部能把握住人性又对人性仍抱有希望的电视剧            
(4星)	 真经典            
(5星)	 再看一遍还是会感动            
(3星)	 明争暗斗啊，好累            
(NA)	 正如其的英文名字 war and beauty~            
(4星)	 不完全看完的~虽然是            
(5星)	 很喜欢的TVB大戏，戏中妃子们之间勾心斗角，却又不乏充满了真爱。            
(5星)	 让我三天刷完的剧，也是我看的最后一部TVB剧。的确经典。            
(5星)	 想当年 我可是追着看完的             
(4星)	 断断续续看完的            
(5星)	 一度认为这个片子里没好人，但是看到后面，发现无论如何，每个人的行为都有其根源，尽管有的显得牵强和浅薄。。。            
(5星)	 tvb的经典之作。孙白杨，男人啊TAT            
(5星)	 俺就喜欢这种勾心斗角剧~            
(3星)	 没看全，太累心了            
(5星)	 最好看的TVB清宫...            
(4星)	 希望尔淳和孙白杨在一起。            
(4星)	 女人呐···            
(4星)	 后宫争斗！~            
(4星)	 tvb            
(4星)	 以前看的，纯添加……            
(NA)	 还想再细品一下。            
(5星)	 港剧经典。            
(4星)	 后宫，貌美女子的斗争之地，在名利地位阴险的算计下，爱情从来只是宫墙里的一个传说。            
(4星)	 本来没什么看头的，看到后来还行吧            
(5星)	 最爱玉莹。            
(4星)	 还是主流的价值观 世界观            
(5星)	 大爱黎姿，百看不厌呀            
(5星)	 好港剧            
(5星)	 每看一次长一次智慧 原来女人之间的战争可以这样惨烈 怕怕            
(4星)	 两星给剧情，两星给邓萃雯和林保怡，一星给张可颐+陈豪，然后佘诗曼、黎姿减一星……            
(5星)	 发现到最后反而最喜如月了            
(5星)	 2004年，如今从头一遍，果真不错。            
(5星)	 也许你注定成为绝唱。            
(5星)	 tmd 编得太好了。无聊的地方都这么对            
(4星)	 大学看的最好看的一部TVB            
(4星)	 皇上都是色B，皇后都是贱B            
(5星)	 重温了一遍，发现看几遍我都是那么爱！经典啦！            
(4星)	 和《潜伏》一样，是一部办公室政治学电视剧。有人的地方就有关系，孙子兵法处处通用啊。            
(4星)	 只记得那支笛子的曲子  婉转悠扬  还有在大雪的广场上  安茜踩着孔武的脚印走的那副场景  爱极那景象  可惜总赶不上大雪的时候去到故宫            
(5星)	 回顾，回顾            
(4星)	 愚蠢的女人对付女人，聪明的女人对付男人，可是明白的又有几个人呢？本是同根生，相煎何太急，机关是算不尽的            
(4星)	 我还是喜欢尔淳            
(5星)	 KKKKKKKKao····后宫整一个逼良为娼的地方······！！            
(5星)	 我最爱的一部TVB。大爱张可颐。            
(NA)	 TVB的美女最劲看            
(4星)	 万里江河，有缘再聚            
(5星)	 挺揪心的~            
(5星)	 句句台词都是经典啊!!!            
(5星)	 不完美才是真的完美            
(5星)	 心机这个东西啊。            
(4星)	 不错...            
(5星)	 哎...记忆了。            
(5星)	 好看，精彩！            
(5星)	 后宫的经典剧！            
(4星)	 长心眼。            
(5星)	 真是TVB的巅峰之作，演技，情节都无可挑剔。            
(5星)	 不错不错，能让上高中之后的我追电视剧看已经很不容易了～            
(3星)	 女人后宫戏。。。总之挺好看。。不过看完以后挺郁闷。。。            
(4星)	 E2 St-Louis            
(4星)	 最后泪奔了            
(4星)	 第一部忍着粤语看完的电视剧，从此接受原声发音……            
(NA)	 华丽            
(5星)	 没的说，这么红的戏。            
(5星)	 唯喜如妃，有血有肉；高三之前那个暑假的纪念            
(4星)	 女人们的纷争            
(3星)	 3.5星            
(NA)	 记忆最深刻的应该是阿爽死的时候孔武在旁边哭喊。本来哭喊的是阿爽的名字“阿爽阿爽阿爽~~~~”，一遍一遍的连在一起，可是如果你断错了地方就变成了“爽啊爽啊爽啊爽啊~~~~”。笑死我们了。本来挺悲情的一场戏硬是被我们当成了搞笑场景。            
(4星)	 结局太仓促了..            
(4星)	 装嫩有点假            
(NA)	 好看 太好看 了 后宫的真实写照啊            
(3星)	 浮华背后            
(4星)	 美女如云的剧集。/ 何谓爱，无非凄风苦雨间。/ 最爱福雅。            
(3星)	 虎头蛇尾的~~还有，怎么就爬到个贵人就不动了~·后宫那么多品阶！            
(5星)	 心甘情愿,俯手称臣这类话,从来都不是用来形容我钮钴禄如玥的！            
(5星)	 喜欢女人之间的勾心斗角            
(5星)	 朋友就算识于微时 也难保他日彼此不会陷入争权夺利的倾轧 更何况要活命又哪儿还会有朋友            
(5星)	 平日里闲来无事，勾心斗角就是本宫的擅长            
(5星)	 人总是最复杂的动物            
(NA)	 想要里面的谱子            
(5星)	 后来的无法超越滴~            
(5星)	 后来的港剧中难得一见的上作            
(4星)	 衣服很有爱            
(3星)	 黎姿的视后实在是没说服力            
(4星)	 勾心斗角也挺有意思            
(4星)	 蛮不错的~~~            
(5星)	 记得当时是出一集看一集，好有热情。我的TVB情节也止于这部戏了，金枝欲孽后与港剧绝缘~            
(5星)	 忘不了~忘不了~            
(5星)	 做女人当如尔淳 勾心斗角是生活的乐趣            
(5星)	 其实最喜欢尔淳            
(4星)	 人心叵测，可以相信的只有自己。            
(5星)	 集集精彩            
(4星)	 女人就是麻烦,要想知道有多麻烦,看这部电视剧就对了!            
(5星)	 这是TVB近几年来较好的一部古装电视剧，虽然讲述的宫廷内的争斗，4个女人和两个男人之间的恩怨纠葛，通过小小的宫廷反映了社会上的争权夺利，勾心斗角，看了又有一点伤感，自己还记得那个有点伤感的笛声，最近计划再看一遍。            
(NA)	 金枝欲孽             
(0星)	 过目即忘            
(5星)	 这种宫墙内的争斗依然时时的上演着··            
(4星)	 很多年前看的。今天翻光盘包刚回想起来，添加上先            
(4星)	 大学宿舍里大家一起看的，超喜欢那首白月光，一直也很喜佘诗曼，黎姿很美，林保怡很棒            
(5星)	 孙大人。好感。            
(5星)	 和SS一见钟情的剧 嘿嘿 经典啊~而且看的居然还是国语            
(5星)	 那个时候还是在赶毕业论文的时候，偷偷地，偷偷地……            
(5星)	 站错阵营，一直为张可颐揪心到最后            
(4星)	 勾心斗角就是坏么？不。            
(4星)	 英文的翻译名已说明了一切            
(5星)	 目前为止看过的TVB最经典            
(NA)	 重新全部完整看了遍~其实还是值得看的            
(5星)	 很好的剧本。            
(5星)	 TVB史上的经典之作。            
(5星)	 经典中的经典            
(3星)	 总的来说不错，就是有点虎头蛇尾            
(5星)	 讓我不能遺忘的一部好劇！            
(5星)	 12点半看完最后一集 快哭死了 啊啊啊啊啊啊 太惨了！！！            
(NA)	 不爱宫墙柳，只被前缘误。花开花落自有时，总赖东君主。去也无从去，住也如何住。若得江上泛扁舟，妾愿随君往。            
(4星)	 最是无情帝王家。            
(5星)	 不爱宫墙柳，只被前缘误。花开花落自有时，总赖东君主。去也无从去，住也如何住。若得江上泛扁舟，妾愿随君往。            
(4星)	 喜欢结局，悲剧色彩，却又不那么不完满。最后大家都走向了自己的命运。玉莹选择死亡、安茜选择牺牲、如妃选择争斗、尔淳选择逃离......不能说每个人都拥有最好的命运，但她们也只能这样做。四个女人，没有绝对的善恶，我并不讨厌谁，喜欢谁，她们也是情非得已，命运使然。            
(5星)	 什么都很精彩 只是 太傻 仅此。开始不明白爱上不该爱的人 是喜是忧呢？！            
(5星)	 女人~            
(5星)	 喜欢福雅，欣赏如妃，钟于尔淳，旁观玉莹。而最后能做的，只是安茜。            
(4星)	 如人饮水，冷暖自知            
(5星)	 后宫勾心斗角片里最喜欢的一个            
(5星)	 又看了一遍,觉得拍的超好...            
(4星)	 重看一遍，看黎姿            
(5星)	 首先服装很漂亮，然后演技很出色，女人间的感情就是这样微妙            
(5星)	 女人的战争确实可怕            
(4星)	 转念一想, 难得一部剧里演员都那么顺眼.            
(5星)	 太喜欢林保怡了            
(4星)	 后宫的女人...勾心斗角...            
(5星)	 當年A level時大家互相從硬盤copy             
(3星)	 后宫戏，很杯具。            
(4星)	 可爱女人，寂寞如殇            
(3星)	 邓萃雯            
(5星)	 孙白杨            
(NA)	 配乐好听！身不由己            
(4星)	 勾心斗角的很好看            
(5星)	 孙白杨，唉…            
(4星)	 女人啊，不容易            
(4星)	 勾心斗角的范本            
(5星)	 四天搞定。。粤语有所提高。。多谢多谢            
(5星)	 一直很迷孙白杨            
(5星)	 真的．．受内伤了．．严重的内伤．．            
(5星)	 经典那个经典            
(5星)	 6星作品.            
(5星)	 我总是猜不到 猜不到下一步            
(3星)	 除了……还是……            
(4星)	 明争暗斗啊..            
(4星)	 唯一有情节又不用摄影棚的港剧。            
(3星)	 为了黎姿坚持要看的，太雷了……            
(5星)	 不错            
(3星)	 喜欢霸气的如妃            
(4星)	 估计没看完            
(5星)	 女人的生存遊戲。大爱娘娘啊~~~            
(5星)	 里面的女人都很厉害            
(3星)	 好看但是不推荐。            
(5星)	 尔淳和她姐姐都好美啊……讨厌玉莹！            
(NA)	 佘诗曼还是漂亮……            
(NA)	 这部还真不错，结局有点不喜欢。            
(4星)	 不错的片            
(4星)	 真是金枝欲孽，冤冤相报何时了            
(5星)	 含笑饮砒霜。            
(4星)	 被誉为白领的教科书哇  斗得真凶  看的心酸            
(4星)	 看完这部电视，我才知道自己有多笨。。。里面很多情节我一直都没想明白。。。            
(3星)	 没有传说中那么好看啊。觉得一般，和历史完全不同。            
(5星)	 勾心斗角剧情中最最经典的一部            
(4星)	 大爱邓萃雯的如妃。黎姿真的很美……            
(5星)	 没得说   每个人都演得很好  这部片子  让我对世界有了新的看法   人从来没有无来由的好坏  都有可怜可悲可爱可恨的一面  尔醇的柔弱却狠  如妃的敢爱敢恨 玉莹的不择手段  安茜的隐忍  非常好的片子            
(5星)	 经典！            
(5星)	 超超超级喜欢啊~~刚看很无聊 耐着看到后面就不可自拔了            
(5星)	 看过数遍            
(5星)	 最爱安茜            
(5星)	 在QQ live上看完全集            
(5星)	 这种勾心斗角的好可怕啊，还好不是那个年代            
(4星)	 港剧的经典，自这片喜欢上佘诗曼的表演            
(5星)	 孙白杨真是个不错的人。            
(3星)	 毛无聊的~            
(NA)	 不明白爲什麽那麽紅，個人覺得很一般            
(4星)	 的确是相当不错            
(NA)	 晚上看的我毛骨悚然。女人是最危险的东西儿啊！            
(5星)	 冷。            
(5星)	 她们的海阔天空            
(5星)	 和同学在宿舍不眠不休一口气看完的片子~~~~大爱啊~            
(5星)	 喜欢那种隐忍的情和痛，在这样一个特定的环境里流淌，小心翼翼的踩着边界，却发现这个世界本就无边无界。            
(5星)	 呢期狂爱煲港剧，金枝欲孽之前有好多都无体到，琴日好激动甘30集煲晒，二十几个钟啊，不过，值！感动，感动，感动            
(NA)	 ！！            
(4星)	 喜欢看邓萃雯的手段和后来安茜上位            
(5星)	 今天才看到它的英文译名，寻味ing。总之就是——很好看——很电视剧的电视剧——也是容易让人思量着去对号入座的电视剧。            
(4星)	 蛮喜欢这部的，还是不喜欢佘。            
(4星)	 暑假里一起看的电视剧            
(5星)	 我太喜欢了            
(4星)	 爱情与权力            
(4星)	 复杂的勾心斗角            
(5星)	 女人。            
(5星)	 宫廷中永不熄灭的战火纷飞。。。而那些女人，其实都很可怜。。。            
(5星)	 最喜欢的一部TVB 服装太他娘的华丽了            
(4星)	 好剧一个！后宫勾心斗角也可以这么好看……不过我挺怕看勾心斗角的剧的。            
(3星)	 挺好，但没到喜欢的份上            
(4星)	 经典，但不适合我            
(3星)	 不像传说中那么好。。我还是宁愿追美剧            
(4星)	 一场浮华一场梦，每个人将人性的真善美压制到最底层，一身魔鬼的装扮，邪恶的面孔，谁都不会是最后的赢家。            
(NA)	 后宫争斗刻画得不错。            
(NA)	 喜欢佘诗曼么么~~            
(NA)	 不爱宫墙柳，只被前缘误。 若得江上泛扁舟，妾愿随君往。             
(4星)	 tvb近年少有佳作            
(5星)	 十分经典！            
(5星)	 好看            
(5星)	 佩服死编剧了            
(4星)	 话说，还是觉得林保怡和黎姿不是很配阿。。。            
(5星)	 再看一遍，还是会流泪。繁华落尽，只剩下无尽的悲哀和凄凉。没有一个人得到好的结局，就像安茜所说，这场仗，只会有人输，根本就不会有赢的人。            
(5星)	 算是TVB近年的巅峰之作了            
(NA)	 宫内恶斗            
(5星)	 挺好看，女人之间的勾心斗角讲的很明白            
(5星)	 我最喜欢看这个电视剧了            
(5星)	 没有好坏,没有对错,都是为了生存下去            
(5星)	 太经典了~灵~            
(5星)	 社会部分缩影，真带劲— —！            
(5星)	 邓萃雯简直就是我偶像！            
(NA)	 女人之间只会为男人争斗            
(5星)	 梦半醒，我方知这样寒冷，何谓爱？无非凄风苦雨中～            
(5星)	 怎一个好看了得.            
(5星)	 现在想05年是很遥远的事,那时候的在冬天和春天交集的时候看了这部TVB,很好看.这个夏天,教育台在重播,我妈叫我拿出来给她看DVD            
(NA)	 很棒很棒。非常棒            
(5星)	 好久没有看到TVB这么经典的电视剧了。。。            
(3星)	 好看归好看   搞得要死            
(4星)	 宫廷贵妃之间的明争暗斗【“金枝欲孽”这个名字起得很好！But,不知道是谁把别名叫做“war and beauty&#34;的……】            
(NA)	 恐怖~            
(5星)	 非常灵啊灵。怎么可以编得那么好。            
(5星)	 佘佘吖！            
(5星)	 好看!!会被吸引着一直看下去.几乎每集都很精彩            
(4星)	 近年来我还曾经看下得下去的清宫戏            
(4星)	 演技可嘉,结局..不是我喜欢的那种            
