http://movie.douban.com/subject/2190931/	刑事侦缉档案IV
(4星)	 很多年前就看过的一部剧,如今重头看过,觉得当年的明星都好年轻,而且剧情也比现在的港剧精彩!这部电视剧的结局太悲惨了,让人看完后还会为剧中的徐飞与武俏君不能在一起而觉得可惜,那种不得不分开的悲痛心情又有几个人能体会呢?            
(5星)	 終於煲完了。。。果然好看。。。該懸疑時懸疑，該狗血時狗血。。。            
(4星)	 没有了原汁原味的经典……            
(4星)	 十多年前的片，再看一遍            
(3星)	 前几天看的 发现是1999年的剧了 反正我特别讨厌唐心这个角色            
(3星)	 鲜嫩的谢天华，装乖的佘诗曼，扮可爱的姚莹莹，苦逼的古天乐，装逼的陈锦鸿，很多明星客串。人物个性设置模糊，案情依然延续TVB的弱智风格不吸引人，但情感描写却异常悲观宿命，居然用上了基耶斯洛夫斯基《十诫》的音乐，红玫瑰与白玫瑰的爱情观，导演受基氏和张爱玲影响很大啊。            
(4星)	 陈锦鸿当年还是很有魅力啊，喜欢江子山超过徐飞。就是不明白为啥要让唐心死呢，李珊珊经常演这样讨好却没好下场的角色，除了烈火雄心，唏嘘            
(4星)	 案子不错 蛮精彩            
(4星)	 前女友是种可怕的生物            
(5星)	 剧情很强，比法政缜密多了。推理永胜冰冷的仪器。            
(5星)	 为默契十足火花四射的飞君加一星。印象最深刻的案件还是黄石街，可以看到人性的种种。当年是各种嫌弃演技稚嫩的佘诗曼，如今重看觉得那时候的包子脸比现在好看多了。郭晋安还是演坏人比较好看。            
(NA)	 多年前看过的经典，居然忘添加了            
(2星)	 两个男主角垃圾，古天乐垃圾，佘诗曼垃圾，还 50 集，狗日的刑事侦缉档案IV            
(5星)	 这一系列都是神作神作！            
(4星)	 千千啊。。。是不是每部剧都要弄个文艺的happyending让人无法释怀啊。~            
(5星)	 对武俏君是有如舊患複發般的隐疾，隔段时间就会自己跑出来缠绵一下~堅強不是用來被放棄的理由，何況焉知那笑靥藏淚印？句句對白虐心虐肺~個個眼神剝膚拆骨~種種表情刻骨銘心~各種珠沈玉碎情何以堪~各種物是人非徒留嗟歎~各種蕩氣回腸裏流淌著微妙的小暧昧~古萱情侣档的默契，后无来者。            
(5星)	 如果不是后半部分太过专注于感情戏而忽略了精彩的case，我也想给六星的。这部剧有一个完美的开头，可惜又走上了TVB的老路。            
(5星)	 案子经典，感情催泪。话说今天看到别人评论大骂唐心。。好吧，我喜欢唐心纯粹是因为共鸣吧。。逃脱不了眼泪小丑的宿命            
(5星)	 yooooo！！太经典了尼玛！！            
(NA)	 感情好纠结啊            
(5星)	 飞君恋到现在还是忘不了啊。            
(4星)	 案件比起前几部来说，预留的伏笔很多，相对简单，悬念少了许多。但很喜欢古天乐和宣萱，总得说来还很好看……            
(4星)	 原来10多年前tvb就已经爱弄死个人摆起了……            
(5星)	 没点儿遗憾活着都没劲，可这遗憾太大了，活着多难受……            
(NA)	 武俏君是个好女人，无论谁遇上他都应该觉得幸福，她可以让你更完美。飞君恋让两个人都得到了成长，显然徐飞从中受益更多。否则他还是三年前那个特立独行的他，我想这是武俏君带给他的。可惜武俏君这样的女人太少了。宣萱的气质太赞了，我到现在都还迷她。            
(5星)	 我印象深刻的不是让大家咬牙切齿可惜的飞君恋 我心疼的是文婉兰            
(3星)	 除了古天乐和宣萱好配！结局我真桑心            
(5星)	 就因为这部剧，十年来看电影也好电视剧也好一定先看结局那十分钟            
(5星)	 讨厌芊芊            
(5星)	 不多说了。。            
(4星)	 结局很狗血啊~~            
(4星)	 一个多礼拜，断断续续的看完了刑侦四，耿耿于怀最后的结局，为什么徐飞还是跟芊芊在了一起，好吧，我真的没有看过这部，之前的3部都是看了的，也许真的有一种缘分是分不开的。            
(5星)	 我就是喜欢这种            
(4星)	 里面有些配乐真的不错，实在讨厌那个唐心如            
(4星)	 好像没什么人喜欢芊芊，甚至大多数人讨厌她，还好她有徐飞，芊芊是我非常敬佩的女子，像她那么坚强的人很少。第一次看的时候，我也讨厌她，第二次，第三次，后来每一次看这部剧，只有对她的敬佩和怜惜。            
(5星)	 或者真正的爱情并不在于一见钟情~而是之前从未预料的平淡生活的默契~~~            
(5星)	 飞君啊            
(3星)	 港剧侦破片的原则就是枕边人、身边的人全都死光光.....            
(4星)	 big big world。。。当时喜欢到疯狂            
(5星)	 唉，这个结局，我真得不喜欢。            
(4星)	 这样的结局我真没办法给五星。。T T。。。飞君为什么不能是好结局？？编剧你是要观众被虐死给你看？？！！            
(5星)	 经典再回顾            
(5星)	 飞君恋太经典了            
(5星)	 有重新看了~~~            
(5星)	 ~\(≧▽≦)/~啦啦啦这个满分是给萱萱哒~            
(4星)	 古仔萱萱            
(4星)	 第三集案件里有漏洞。。结局真是太坑爹了！！！！五十集啊！！就是这个？？！！！！            
(5星)	 干探许飞武俏君            
(5星)	 一辈子只恋爱一次的人最幸福。。。主要都是在看感情戏啊。。。新欢强力压倒旧爱。“再抱下去，我真的舍不得了”，泪崩。            
(4星)	 这个分数给徐飞和武俏君的，也给古天乐和宣萱的。            
(5星)	 不得不说，剧情设置很强大，我承认我基本没猜出凶手。亦正亦邪一念间，不要钻牛角尖。关于萱萱扮演的律师，我非常喜欢，这女人太真实，遇到爱，敢追，在最后，在很理性的知道自己想要的：“我最爱的还是自己。”            
(5星)	 百看不腻!!!又害怕又爱看!!!TVB无可超越的刑侦剧!!!            
(3星)	 翻十几年的电视剧看最大的惊喜就是看到好多当年的小配角如今都是大红大紫的角色啊~            
(NA)	 烂尾了。。之前的案子很精彩的，唉            
(NA)	 原来你是武俏君。            
(5星)	 这部戏看的太揪心了，烦死向海岚和ss的角色了！            
(5星)	 真的很好看。。。。。。。所有演员都演得超级好~这个时段是TVB的巅峰之作啊。。。。哎~第一次觉得古天乐跟宣萱很配。。。            
(NA)	 不喜欢武俏君，大家为啥都要用“医者不自医”来为她开脱啊！不觉得她知性，也不觉得她懂事。而且居然有人想要芊芊死？这都什么世道啊！            
(5星)	 而家嘅电视剧真系冇眼睇-  -            
(2星)	 我对这个套着四的外壳却和前三部没有关系的第四部很没好感，而且小唐菜在里面的角色也很不喜欢，可惜了佘。对无数人大爱的古+宣组合也无感            
(5星)	 man 真是让人心疼            
(NA)	 为了古萱又看了一遍，发现这部的案子真的不如前几部精彩，就是看看感情线感动下唏嘘下            
(4星)	 冲着演员，冲着剧情其实我是想给5颗星的，但是结局实在太纠结太狗血了点，感情戏太三角了，案情还是很给力的。            
(4星)	 结局我伤心！            
(4星)	 每个个案的“茄呢啡”如今都是数得出名堂来的角色呢。宣萱真漂亮，佘诗曼当年也是萌物一枚呐。            
(5星)	 香港TVB破案片子里最好看的，超级喜欢徐飞和乔君的爱情，好感人。支持            
(4星)	 有些案子很有意思，可以感觉到刻意地构思。但更主要的是许飞和俏君的真的令人眼前一亮，一对璧人啊，虽然对手戏少了点。。。            
(5星)	 昨晚熬夜重温了一遍刑事4king同queen最终还是不能在一起，现实就是这样，爱情固然重要，但责任却由不得你选择。我不满意这样的结局，但却不得不接受这样的遗憾，姑且认为残缺也是一种美吧相濡以沫不如相忘于江湖             
(5星)	 算得上最爱。            
(4星)	 mann            
(5星)	 十年后再看，我坚信江sir跟徐飞是真爱。            
(5星)	 很经典  很纠结             
(2星)	 是不是得了拖延症……            
(NA)	 巨好看！！！！            
(4星)	 为武俏君mark            
(4星)	 多年以后第一次看 居然如此惊艳            
(3星)	 人类已经无法阻止我看TVB了            
(5星)	 为什么徐飞和武俏君不能在一起啊!!!!!!!!!!!!!!!!!!!!!!!!!!!!            
(4星)	 最后的结局很无奈    只有两个人的三角恋            
(5星)	 无奈的一声叹息！徐飞和俏君把我胃都虐疼了！不如相忘于江湖！            
(4星)	 最爱的水晶上出现裂痕。说要么忍要么扔掉，我还没看到结局 。如果是我八成会选择扔到角落里再也不看一眼。  不管怎样 ，一切都不复当初。   武俏君说，  只要肯珍惜  什么时候都不会太晚。 要知道有的人到死都不懂得            
(3星)	 宣萱和古仔应该在一起！            
(4星)	 那时年少各种剧~~            
(5星)	 小时候看到最后一句俏君和徐飞没再一起，我一直以为是电视台还没有播放到大结局……            
(NA)	 我最喜欢叶清的配音！！！这次看了粤语版。徐飞和武俏君啊！！！！            
(NA)	 最爱俏君。            
(5星)	 很多细节已经忘记，只记得结局两对情侣都不能成眷属。怨念啊~虐心啊~泪奔啊..但是宣萱古天乐这组合绝对是经典             
(5星)	 当年，飞君恋，是多少人心里的痛，又让多少人爱上宣萱            
(4星)	 时隔多年后重温，很多看法不同从前。没坐牢前的Man确实过于磨叽，于是江子山精神出轨了。出轨就是出轨，他和唐心一再解释山顶是个误会，实在自欺欺人。唐心真的喜欢不起来，有人说感情不能控制，这都是借口，既然在最初就知道是好友的男人，早就该灭了这个念头。任由情感泛滥，是自私不道德。            
(5星)	 用了几天的时间废寝忘食的又看了遍，眼泪掉了几次，为俏君也为Man。6个人似乎谁都没有错可又不是完全都无辜。女人一定不要坚强，一定不要太为别人着想。顺便，Miss Woo和江Sir很是相配，去重温老婆大人去。            
(5星)	 哎~~~miss wu啊            
(2星)	 狗尾续貂            
(5星)	 經典中的經典！            
(5星)	 小時候看沒感觸，長大之後重溫明白了，有時候面對感情，就要拋開道德枷鎖，抓住屬於你自己的幸福。            
(4星)	 五十集啊。。我耐心越来越好了。。也越来越爱残缺美了            
(3星)	 编剧之恶毒            
(5星)	 老剧也非常好看            
(4星)	 尼玛这啥结尾            
(5星)	 高二某个下午，端着碗蹲在电视机前看的最后一集，哭的稀里哗啦，一个月没有缓过来。            
(5星)	 还是老剧经典。。。。            
(5星)	 虽然没有1那么经典，不过也很好看。古天乐和宣萱是经典，哈哈，虽然没在一起，有些遗憾，不过这样的结局也别有意味。            
(5星)	 徐飞和武俏君的感情太过揪心太过虐            
(4星)	 这货是言情片，不是刑侦片···TMD，上当了！            
(NA)	 记忆深刻的断腿原来在这里            
(5星)	 很爱武俏君!!            
(4星)	 SIR的女人都很Dangerous.....            
(5星)	 小时候看里面有个案子很吓人。。。那时觉得宣萱很丑- -现在在看，觉得她特美丽~~~~~~~~~~~~~~~~~~~~~            
(5星)	 说刑事侦缉档案4是狗尾续貂也好，说它是挂羊头卖狗肉也罢。但是不能否定，它确实是TVB的经典巨作。不是谈情说爱，也不是谈情说案，这就是它的魅力之处。游离在正常的眼球和思维之外。难道big big world响起的时候，你没有被感动？虽然这是属于徐飞与芊芊的。            
(4星)	 日渐成熟            
(4星)	 最后几集没看，因为知道古天乐没有和萱萱在一起。            
(5星)	 tvb很少这么虐心啊！！！            
(5星)	 俏君是我见过最美好的女子，也是最心疼的女子            
(4星)	 看得我肠子都紫了，编剧把三角恋演绎得登峰造极，太高于生活了。            
(3星)	 这部剧里面的男人都是垃圾！！！            
(4星)	 看完真对HK的治安不放心啊            
(5星)	 那时候想不通，为什么古天乐最后不选择萱萱，哭得要死。在江子山终于想通，去表白的那里，也是感动。我喜欢这样，真实抉择的温情。            
(3星)	 前面的案子还不错看，后面十集都是情感纠葛无聊透了……            
(5星)	 那么老的片子现在看还好看那就是经典，比法3好看多了，TVB退步好多            
(4星)	 唐心死的莫名其妙...是为了给MAN让路吧...此剧感情线为何要走苦情路线...            
(4星)	 很多年前看过。剧情基本忘掉了。这次看也应心情不好，看的心不在焉的。不错的剧            
(4星)	 我爱那个时期的TVB！            
(5星)	 隔了那么久再看竟然还依稀记得剧情，惊现变态杀手的laughing哥            
(5星)	 完美的经典            
(NA)	 这个系列当真是一部都没落下啊            
(4星)	 如果是一个腐女，肯定会说那两个男人身边的人都遭不幸是因为编导要成全他们。。             
(NA)	 看法证才更新到5意犹未尽，于是就点击了刑事侦缉档案4            
(5星)	 每看一遍都心碎的结局...            
(4星)	 演员换了，但还是蛮好看的。            
(3星)	 1、看多了TVB是觉得挺老套的，不过里面所反映的价值观跟我的很相像。2、本来想看侦缉片的，看着看着却变成了情感片。3、如果我是香港人，看着剧里动不动就出现自己熟悉的场所，感觉故事好像发生在自己身边，感觉应该挺不错的。            
(4星)	 经典            
(5星)	 这是我最爱的电视剧，看了心会痛            
(5星)	 结局真的令人失望，历经这么多坎坷都不能在一起，哎~            
(4星)	 看到最后不想看了~嘻嘻            
(5星)	 感动常在  嗯 ！！！            
(4星)	 古天乐和宣萱！            
(1星)	 拜托真是我看过最难看的TVB续集了，没有陶大宇郭可盈可以不拍嘛，我现在是要看刑事侦缉档案不是“情事侦缉档案”啊！！50集究竟有没有30集在讲案情？两条感情线的男主都是三心两意吃锅里看碗里的，叫人怎么看？？实在是拼凑得过分！另外无比佩服宣萱万年不变的表演手法和表情！            
(5星)	 喜欢一个人不一定要在一起，如果他过的开心，我也会跟着和他一起开心            
(NA)	 我想，徐飞确实是爱过俏君的；只不过还是比爱芊芊少一点。再加上一点外力，选择芊芊是必然的。俏君说的对：“我从来就抢不走不属于我的东西，你得到的，本来就是你的。” 我该彻底释怀了。            
(4星)	 剩十集 不看了 不想见证EX力量的强大 客串是各种亮点 没有不熟的脸            
(NA)	 年轻时候的古天乐 那会儿我也还年轻            
(4星)	 我多希望你是永远拥有我家钥匙的女人；有些人和事情即使在身边也可以永远放在心里。            
(5星)	 俏君俏君俏君~~~            
(5星)	 只爱宣萱            
(5星)	 BIG BIG WORLD對我的意義不同了             
(4星)	 好有年代感的剧。E嫂也打了个酱油啊有木有！            
(5星)	 飞君恋的永恒            
(5星)	 徐飞~！！！武俏君！！！古仔那时候真心好帅！！！            
(5星)	 完美的令人发指            
(5星)	 这部剧的编剧才是后妈啊。。。徐飞武俏君为神马不能在一起啊            
(4星)	 古天乐成功得塑造了徐飞这个有血有肉的真男儿，他跟宣萱好搭啊，为什么是悲剧。。。T_T            
(5星)	 结局很可惜，虽然是主角们最后都在微笑，但是把我给虐哭了～            
(4星)	 这部剧的经典台词是：“对不起，是我不好，再给我一点时间。”“如果我比她早认识你，我们有没有可能在一起。”每个人都在等，每个人都在钻牛角尖，每个人都走进了死胡同，每个人都不开心，最后每一对都没有在一起。            
(5星)	 每一个人物都饱满有血有肉不管正派反派，恨不得给六颗星啊            
(5星)	 因为结局。他说，感情要经过比较，经过考验，才知道轻重。一个是他喜欢的女人，可让他像疯子一样紧张牵挂的始终是另外一个，兜兜转转，最终还是选择了一直在心底的那个。不要说因为牺牲过，终究还是最爱她的；那之间和另外一个也是真感情，可毕竟淡毕竟没有刻骨铭心，最终只得放手。真是哀伤。            
(5星)	 小时候看的时候，一直觉得陈锦鸿是男主结果一次搜索才知道古天乐拿了最佳男主。。。难道就因为陈以前是亚视的？这部是真好看。。            
(5星)	 童年就指着这个活了            
(NA)	 俏君            
(4星)	 两对都没成。。。唉。。。            
(4星)	 很爱很爱武俏君。            
(4星)	 结局太坑爹            
(5星)	 爱爆这部！            
(5星)	 三角关系            
(5星)	 难以复制的飞君恋，不忍再看一遍的经典            
(4星)	 这结局 太怨念了            
(3星)	 TVB拍了超多刑警局 好糊涂。。            
(4星)	 看到飞君的结局哭了……            
(4星)	 居然没看过，现在补，就当时来说绝对算好片了            
(5星)	 徐Sir！飞哥！爱你！古天乐和宣萱真的好配啊！            
(5星)	 到现在想起结局都禁不住纠结。            
(4星)	 古仔应该和宣萱在一起的！            
(5星)	 那时的刑侦剧才经典啊            
(NA)	 经典！！            
(5星)	 十年前，零零落落看完这个刑侦片，脑海里只留下剧中那些纠葛的感情，也是由这个知道了自己是原配控（but芊芊薄弱的剧情当然让我更倾向武），十年后重温，看到了更多的无可奈何，“现在谁在你的身边，就对她好一点”            
(3星)	 终于看完了，最后的七八集真是拖沓的可以，完全破坏了前面紧凑的格局，绝对有烂尾的嫌疑。            
(4星)	 从这本剧开始，偶觉得佘诗曼比较顺眼了。最近又开始复习这本剧，想起了过去滴日子。            
(5星)	 让我至今仍然纠结的飞君恋~             
(4星)	 江子山太帅了 不输给徐飞。。man不能和子山在一起，在我看来亦是莫大的遗憾。            
(3星)	None
(3星)	 结尾太扯了            
(4星)	 案件情节设计实属港剧经典 君飞恋唏嘘不已            
(5星)	 案件个个都很曲折，那些打酱油的凶手们现在几乎个个都有名，唯一不足感情戏设定的有点多~            
(5星)	 经典剧集            
(4星)	 看完终于不那么讨厌佘诗曼了            
(5星)	 你是我心中永远的痛。。。            
(4星)	 老早老早的片子了 小時候看的 很經典的刑偵劇 一共有四部 前段時間還在IPTV里回顧一下呢            
(3星)	 MS看过，原来这个系列都看过了            
(3星)	 由于演员都换了，所以看这部没啥感觉了，不过案子还是蛮经典额，特别是那个佘诗曼她爸的案子。。。太牛- -            
(5星)	 君飞恋是TVB经典遗憾之一~  Man让人心疼，和子山大概还是有可能的吧~            
(3星)	 big big world  让我对这部剧的一些情节印象深刻  虽然当时很小 但是很怀念当时单纯简单的喜欢  很长一段时间满脑子都是big big world 的旋律 和古天乐满眼的忧郁悲伤            
(3星)	 虽然也叫刑事侦缉档案，但其实完全不搭嘎。。。            
(3星)	 案子没有那么悬疑了            
(4星)	 我是有多爱港剧啊！            
(5星)	 奶奶个爪啊 什么破结局啊 许飞还是跟芊芊了 俏君那么可怜 出场那么多集最后还不顶一个出场几集的人物 糖心还死了 江子山喜欢的还是婉兰 这都哪跟哪啊 气死我了 气死我了            
(NA)	 神经痛拜他所赐~            
(2星)	 出事的都是关于警察身边人太狗血了            
(4星)	 结局太虐人了，明明相爱的人就这样分开了。。。            
(4星)	None
(5星)	 还记得那个结局哭的稀里哗啦的~~~T T徐飞，俏君~~~~            
(5星)	 喜欢里面佘诗曼演的那位            
(4星)	 重温宣萱和古仔            
(4星)	 喜欢这部剧，只因为我喜欢心如和俏君，跟那些垃圾案情无关……            
(3星)	 最后出现的Miss Woo的新欢是大勇嘛！！！！？？？？            
(4星)	 很久很久以前~原来郭晋安也演过狠角色。扣一颗星，因为太狗血的结局。既然无法忘记过去，那又何必开始。            
(5星)	 后面感情戏太多，没前面好看，总体还是很棒的！结局有点遗憾            
(4星)	 难忘飞君            
(5星)	 古天乐哇。。。。。。            
(4星)	 虽然姐姐说子山和唐心在一起更开心，但我欢喜他和Man在一起，我始终认为他对唐心是出于报答，责任感让他不能辜负唐心，而他对Man是爱！“飞君恋”无疑是全剧最让人爱又最揪心的了，我喜欢俏君这么勇敢这么坦率，喜欢徐飞如此深情又如此拧，只可惜不能在一起。求解：最后一幕是暗示子山和俏君好上了吗？            
(4星)	 感情戏精彩过案子，第一部认识佘诗曼的戏那时觉得她挺有女人味的温柔如水啊，怎么现在越长越怪异了！            
(4星)	 喜欢武俏君            
(4星)	 喜欢陈锦鸿~那年的宣萱好漂亮好英气~气质女啊~~~            
(4星)	 记得最清楚的就是big big world&amp;the color of the night            
(5星)	 5颗星，超级经典，印象好深刻。对阿佘扮演的阿man记忆犹新。还有乐崽，太经典了，TVB何时才能再现当年的风采。            
(3星)	None
(5星)	 这个结局，无论看多少遍还是会唏嘘。            
(4星)	 过了这么久才看这个剧，我依然想说古天乐可真是帅，但是我真的不喜欢后三集，小时候的港剧真是部部经典，就是结局忒tm气人了，这叫什么狗屁感情戏啊，给人个枣，后来再狠狠给你一刀！            
(5星)	 原来是部爱情剧            
(5星)	 无法释怀            
(5星)	 哭得稀裡嘩啦的，愛情真的是唏噓！            
(4星)	 嫌疑犯多才好玩嘛，前三部怎么搞的。武俏君太让人心疼了。            
(NA)	 爱上古天乐的开始。            
(5星)	 最初的爱，最后的爱。。。            
(NA)	 徐飞和武俏,看得我心都疼了。            
(4星)	 終於看完一部警匪片。。。宣萱演得太好了            
(5星)	 好经典啊，应该算是我最早看到的刑侦剧            
(4星)	 我很开心我意外把最后在茶餐厅那段不明所以的剧情忽略了            
(3星)	 案件都和警察身边的人有关            
(NA)	 这绝对是部五颗心的剧 经典飞君恋            
(4星)	 木有前三部好看            
(4星)	 TVB必看经典.. 武俏君这个女人. 才是真正智慧的女人..             
(4星)	 陈锦鸿在里面真的很好看~~故事的结局为撒这么悲催。。。。            
(NA)	 最近一直想看不动脑的东西，例如电视剧。小伶说那是工作给压抑的。昨天在看，看着看着逐渐回忆起了这个故事后来的发展，不是我喜欢的，所以没再看了…            
(5星)	 感情戏最令人纠结的一部            
(5星)	 徐飞和武俏君，这段感情是心中永远的痛。以前看的时候多希望徐飞最后发现自己爱的是俏君，但这次看，竟然也隐隐偏向于俏君的放弃。也许年纪越大，越偏向保护自己。跳出来看，这么一个暴躁、偏执、坏脾气的男人，一旦与芊芊沾边就完全视你为隐形，除了帅点，有什么好？！            
(4星)	 风靡童年的侦探剧            
(5星)	 古仔无敌！最后把全组的家人都搞一遍 真是无聊啊。除了古仔和年轻时的佘诗曼 实在没什么亮点啊            
(NA)	 港产经典。            
(5星)	 虽然人物来个大换血 但是总体来讲不错 萱萱和古仔的搭配很不错  最有印象的就是黄石街的案子了            
(4星)	 分手时还说 其实我真的希望你是永远拥有我家钥匙的女人 徐飞你还嫌你伤俏君伤的不够是不是！！！            
(4星)	 MISS武就好像原来的CARMAN 还好她够专业才没有疯 新欢旧爱之间的选择 有时候好像并不是依据爱的程度 而是看哪个更脆弱 谁说选了弱的那一方坚强的那个受的伤就会少呢 爱情终究不应该和同情混淆的            
(5星)	 我觉得最好看的一部 黄石街的案子最经典            
(5星)	 非常不错的片子。            
(NA)	 没说的。。。            
(5星)	 好喜欢宣萱            
(NA)	 ２０１１年６月及尔，主角们的情商都太高了吧，专门利人从不利己。。。            
(4星)	 有些情节很老套            
(4星)	 片子很不错，就是太过悲哀了，身边的人一个个离去！            
(4星)	 阿佘虽然娇滴滴的可是动人总好过干巴巴的madam 马，古仔和宣萱这一pair很经典            
(4星)	 刑事侦缉档案都有点恐怖的            
(4星)	 新班人马也不错            
(4星)	 感情纠葛要大于破案本身。。。讲到最后我竟然最爱郑东成            
(5星)	 前三部还没看过，不过这部续集的续集真是史无前例的好看啊。。。。宣萱为什么总是要和别的女人分享古天乐？TVB真是太虐了。。。。            
(5星)	 倩姐大爱的一部剧 和她一起看了好多遍            
(4星)	 和高洁的比差了一点点儿            
(5星)	 花了一个星期看完，人就是这么矛盾，有缺憾才会记得更深，我严重怀疑是不是因为当初飞君没有在一起导致编剧被人骂所以导致tvb后来的剧集都是集体大团圆。徐飞其实没得选，芊芊为了他牺牲那么多，值得得到更好的生活。只是在医院外面，君说出“算了，我都习惯了”，转身离去，真的很心疼。            
(5星)	 有情人却不能在一起 你们是遗憾了多少人啊            
(4星)	 案情不错，感情太纠结。非常喜欢武俏君这个女子，冷静淡然温和，符合我心中心理医生的形象。其实徐飞这个角色还是有些失望的，他心中永远有个结，也许俏君和他分手不是一件坏事。唐心死的有些可惜，她是我最待见的一个小三。            
(5星)	 刑事系列都系正货            
(5星)	 大爱哦            
(4星)	 最后一点 看见 古天乐和纤纤 很打动我 ~~~            
(4星)	 看过两三遍 还是看不厌 经典            
(5星)	 我的痛啊~至今都不忍心再看            
(5星)	 在俏君身上看到自己的影子。。。。一段伤害为主调的情爱。            
(4星)	 50集...            
(5星)	 許飛就是個笨蛋， 他不配俏君            
(4星)	 好几年后重看，还是会沉浸··            
(5星)	 太经典了。俏君和徐SIR的爱恋太让人心痛了            
(5星)	 至今看到剧名还无法释怀，当年的萱萱，那么迷人，俏君啊俏君，那么美丽、大方，而让人心疼，唐心那么那么开朗，他们和他们。。。如果有100星我都要打满            
(5星)	 经典。。。            
(4星)	 还好吧！算是补剧吧 ……好老的片子呢。            
(4星)	 本想给满分，但是结局接受不了            
(5星)	 看了两个星期= =            
(5星)	 古天乐和萱萱般配啊！            
(5星)	 还是纠结            
(4星)	 很多人为俏君可惜，我却认为徐飞比较可怜。俏君对感情投入，徐飞却容易活在回忆里。            
(4星)	 阿佘戏份较少            
(NA)	 多年以后依然为结局黯然神伤。。。            
(5星)	 五星，只为古萱。            
(3星)	 Miss Wu比较刻意啦，这样真的就叫爱情么？当然最后她的牺牲确实很无奈，然而这也是最好的结局了吧            
(5星)	 初三的时候看了第一遍，这几天有看了第二遍，和鉴证实录一起，是我最喜欢的两部电视剧。喜欢里面的所有过程和剧情，虽然不喜欢最后飞哥的结局            
(5星)	 看过之后，一阵心酸。情感太纠结了。徐飞对芊芊的感情好像一颗定时炸弹，随时都有可能爆炸，俏君太受苦了。但是，俏君并不后悔，正如她所说，不看又不甘心，尽管看清楚之后会后悔。            
(5星)	 刑事系列还是我的最爱。。。            
(5星)	 重新看刑侦4，依旧感动到不行，依旧纠结，经典就是经典，现在的港剧和社会一样太浮躁            
(5星)	 最后5集了、看多少遍还是好看、            
(5星)	 绝对的最爱！飞君~~            
(5星)	 案件整体比前三部亮点多！武俏君这个女人，让人又爱有恨！徐飞在最后阶段有点滥情，既然可以对这个变心，之后也会对那个变心。还说什么比较之后的不负责任的话。江子山就比较悲情了，不知最后那画面是什么意思？第五部有的没？求解释。。。            
(5星)	 俏君呀俏君            
(4星)	 其实呢,我是不锺意看电视剧的,纯粹是看看经典而已,这部还差不多喽,不过我搞不懂，是因为香港的市民每个人的智商都这么高吗，每个人都知道制造不在场证据吗，这些最恶心。前面的三部没看过,不打算看了,因为看电视剧本不是我的嗜好,还是看电影好啊.....省时省力            
(NA)	 大爱啊 里面插曲big big world            
(4星)	 再看也是很不错            
(5星)	 令人心碎的“君飞恋”呐，看一次哭一次            
(5星)	 结局不是大团圆啊！！不过很感人！案子也都很精彩！            
(5星)	 不用说。当年台庆的最佳男女主角。飞君恋太经典~~            
(5星)	 人家就是想看看古天乐。。。。。。            
(5星)	 最喜欢的刑侦片！！！            
(4星)	 芊芊更惹我的爱            
(4星)	 偶尔看一次，经典。            
(3星)	 这个感情纠葛的结局让我很郁闷。            
(5星)	 徐飞和武俏君是无法磨灭的痛 - -            
(3星)	 比前三部差远了。            
(5星)	 很不错的港剧，难得！作为推理或是情感剧都可圈可点！            
(5星)	 记得以前 叫正义 正气            
(5星)	 十年后重温此剧，还是忍不住激动，惊叹，惋惜。讨厌的人还是觉得讨厌，喜欢的人还是喜欢的要命。可到底过了十年，现在的我对很多细节有新的想法。在TVB易主后看当年的盛况。林一峰《19》就会涌出来“也許有天，一切都要變，身邊一切都要變，我會不要臉走到你面前像一切从未变”            
(4星)	 嫩仔时候也很帅            
(4星)	 责任个毛！            
(4星)	 经典的片子            
(4星)	 演员大换血，剧情还不错，阿佘的造型真的很难看。。。            
(5星)	 实在太好看了。古天乐宣萱的组合无论是气场实力再加身材都相配，光是站在一起就超有感觉。            
(4星)	 不喜欢的结局。            
(5星)	 太喜欢徐飞            
(4星)	 那时候的办案手段果然不够高科技，看看最新的《法证先锋》人家的手段多高明。不过案件很离奇，情节很曲折，爱情很好看，是很不错的电视剧。            
(5星)	 看完了，唏嘘不已。            
(5星)	 从一开始因与前三部不同的演员而有些许的排斥，到后来看的，心里留下了一银幕遗憾，飞君恋，永远的心痛，很喜欢萱萱这部片子的角色，因为许飞和俏君之间的种种，喜欢上了那首《big big world》~            
(4星)	 喜欢！            
(5星)	 我的俏君。我的唐心。看得我好揪心。老剧就是经典！            
(4星)	 TVB 早期的都很好看            
(5星)	 超好看            
(5星)	 经典！            
(3星)	 被我发现一个小秘密，李珊珊拍戏的时候已经肚子相当大，导演和服装拼命的遮掩啊啊啊            
(5星)	 奇艺居然又有。强大。居然已经过去12年了。            
(5星)	 百看不腻            
(4星)	 不太看TVB了，不过不晓得是剧本演员的问题，不是自己的审美情趣发生变化了，趁着假期回顾了这部老片，才发现原来经典就是经典，仿制不了的……            
(NA)	 xx            
(NA)	 里面古天乐太帅了！可是结局有点小失望。            
(4星)	 究竟敌不过的是什么?            
(5星)	 事隔多年再看刑侦IV，已过而立之年，再看“君飞”恋一样那么有感觉。虽然依然很喜欢“俏君”那样的女子，但是再努力也不可能做到那么理性、有灵性又那么执着的女人，希望这种完美只出现在剧本里，否则就太让人“嫉妒”了。            
(5星)	 结局遗憾终生.那时的港剧真有爱.            
