http://movie.douban.com/subject/4922426/	绝望主妇  第七季 Desperate Housewives Season 7
(5星)	 精彩啊。            
(3星)	 最后一集这么惊悚..            
(4星)	 佩服这部剧的编剧 非要扯点les情节出来            
(NA)	 这一季已经是一顿乱编了，最后两集才拉回几分。            
(5星)	 Wasteria Lane的八卦永远都讲不完... ...            
(4星)	 第七年。不過終於到過真正的Wisteria Lane！            
(5星)	 中间有点混乱 结局还是很吸引人的            
(5星)	 剧末可怜的gaby            
(5星)	 回歸回歸            
(5星)	 lynatte 和tom让我好心酸，people changed.            
(5星)	 每季结尾的悬念越搞越大。。。            
(4星)	 这一季不太给力            
(5星)	 都第七季了还这么能折腾            
(5星)	 不要完结啊！！！！！！！！！！！！！！！！！！！！！！！！！！            
(5星)	 世界上最好看的剧            
(3星)	 真的有点老了哦  gaby还没残            
(3星)	 这季客串的女的太烦人了,下一季我可不追着看了            
(4星)	 Wilhemina是常驻角色了么。            
(NA)	 我爱Felicia这女人！！！            
(4星)	 bree my godness！i need girls！！！！            
(5星)	 最后的最后，大悬念啊！！！！！！仅次于第一季的好看吧！！！！！！！！绝望之后的希望，闺蜜之间的友谊，生活中充满的不确定性，DH让人欲罢不能，人性的光辉一直在闪耀~            
(4星)	 最终季了吧~3~4小矮人~9阴谋~10暴乱，susan?~13婚礼~14每个人的纠结~15GB的故乡~16肾脏~17“迎春”party~18出狱~19绝交~20下毒~21cookie~22谋杀~            
(5星)	 继续追            
(5星)	 from 2004-2011，七年，终于在今天终结。太舍不得了。。。。。纪念这“绝望”的七年。            
(5星)	 !!!!!!!!!!必须追 最爱!!!!!!            
(4星)	 越来越喜欢gaby            
(NA)	 绝！            
(5星)	 本学年起点开始追，快考试了追完了，下面等第八季，本季结尾又留了悬念            
(4星)	 恭喜勒奈特取代苏三成为我最讨厌的主妇。            
(4星)	 有点疲了            
(5星)	 不管怎么样，这一季又结束了。TOM和L要分手了，我再不相信爱情了！！！！            
(4星)	 每次都是最后一集最出彩            
(5星)	 真的佩服编剧，能把他们的人生写的那么狗血！            
(4星)	 平淡，零星的感慨。            
(3星)	 把我最爱的Lynette给毁了，这算神马啊！！            
(3星)	 3星半。。            
(5星)	 季终不是那么得给力呀！            
(4星)	 觉得越来越没以前精彩~            
(5星)	 意犹未尽            
(4星)	 看了这么久了，有点看不动了~            
(3星)	 骚乱那一集不错。童年的经历太重要。            
(5星)	 这是唯一一部看到第七季才觉得有点儿疲了的美剧，真的很不错            
(4星)	 重新好看起来了            
(5星)	 被中国的肥皂剧浸透了的我，重新拾回没看完的第七季，还是觉得美剧好看呀。            
(4星)	 妹妹说对了，Gaby的胖姑娘是抱错了p.s苏珊真是证明了好人没好报，欣赏bree穿衬衫拿枪的那股果敢            
(5星)	 tom这种人  真是不能嫁   委曲莫乃特了   贝丝的妈比保罗更该死  简直就是一疯子            
(5星)	 生活中有太多的细小的矛盾，像鞋里面的沙子一样可怕。            
(5星)	 勒内特和汤姆也分开了！！！黯然。            
(4星)	 开始有点看腻啦            
(5星)	 经典，不会忘记那个温馨有趣的紫藤巷。            
(4星)	 美国人的世界，是那么的炫目多姿。。。。期待去一趟美国。。。            
(5星)	 一如既往，从高三到现在在追的            
(4星)	 Lynette和Tom离婚了，他们彼此都厌倦对方，看不到对方的难处，不会心疼彼此了！Lenette哭着说：I think it is better for the best.这样对谁都好。俩个一起走过暴风雨，空难，癌症，抚养过5个孩子的一对夫妻，走到现在这一步，真令人心寒。 Su            
(NA)	 精彩依旧~~            
(5星)	 最爱的美剧之一            
(4星)	 这季剧情不是很紧凑啊 poor susan            
(5星)	 Eva美呆 ~！@！！！5颗星都是给她一个人的！            
(5星)	 这一季可能太贴近真实生活了，觉得是最好看的。            
(5星)	 惯性的看下去吧，已经第七季了，Susan真的没那么讨厌了，不过她法令纹那两块肌肉跟坏死了一样，微整容失败啊！paul young 绝对是整部剧里演技最好的男演员！            
(5星)	 有几集又爆发了            
(5星)	 paul变好了，Lynette和Tom 要分开了。有喜有悲啊 ╮(╯-╰)╭  越发喜欢Gaby了~~~~~~~~~~~~~~~~            
(5星)	 里程碑式的剧集，陪我度过了凄风惨雨的广州岁月。只要想想下了班就能边喝青岛边看这几个乱七八糟的女人，挤亚运时期的免费地铁也变得没那么可怕了。            
(5星)	 谁让你是绝望主妇呢            
(5星)	 【终于】【终于】【终于】把第七季看完了！，回头看了下电脑里留存的第一季到第七季的剧集，主妇们改变好多，最大的变化是bree越变越漂亮，最大的不变是susan和lynet。第七季的演技真的神奇了！            
(4星)	 i am fancinated by bree&#39;s silk shirt！beautufil colour， elegant style。must buy！worth waiting            
(5星)	 我最爱的美剧~我喜欢盖比和卡洛斯~            
(NA)	 20120108            
(4星)	 看完这季，忽然想转去看摩登家庭了......            
(5星)	 看过最好看的美剧没有之一，虽然现在感觉没那么好了但是反正要结束了……            
(4星)	 - -俺觉得最大的bug是gaby的两个肥女儿怎么一直没怎么大起来            
(5星)	 每一季我都有看！满分！            
(5星)	 大爱啊 仍然高潮迭起 编剧我服了你            
(NA)	 2011            
(3星)	 很多事会把朋友们连结在一起，因一件囧事而相视一笑、在需要时互相安慰、出自真心地原谅对方，但是最能把朋友们连结在一起的，是一个足以改变一切的——秘密。            
(NA)	 tom和lynette要分开了！！！！！！！！！！！！            
(5星)	 一直保持了较高水准，剧情坚持的不错。绝望中含有希望。20120101            
(5星)	 这是我跟得最长也是最久，热情还一直不减的美剧。看到最后，一个主妇也爱不起来了，倒是挺喜欢那对gay，虽然lee有时候也实在是太三八。Calos应该算是里面最好的男人了。            
(5星)	 迄今最爱的美剧            
(4星)	 好喜欢Grace~            
(5星)	 相当精彩的剧            
(3星)	 看到第七集才有点“被提起兴趣”的感觉。此前感觉编剧很拖沓~            
(5星)	 每一季都很跌宕起伏~还有好听的发音            
(5星)	 小镇暴动那集竟然把我看哭了……= =            
(5星)	None
(4星)	 剧情发展有点慢，但是还是不时有亮点和高潮的，越来越喜欢Bree，处事冷静，大度，而且越发的漂亮。            
(5星)	 i like the detective! ! !            
(4星)	 L和T的婚变，太现实了。提前知晓第八季会完结而且bree会先走，让人不禁难过了。            
(5星)	 Renee 不好看啊。。。            
(4星)	 经典啊            
(4星)	 我一直不知道你离开了会是怎样一种心情 看到你又回来 才发现那是一种解脱 。。。这个 又蹦了            
(4星)	 真能编。            
(5星)	 又看完了。。            
(3星)	 越来越狗血~            
(4星)	 B姐V5！做个她~            
(5星)	 追到第七季了。她们的故事中有吸引成年人的情欲，更有挖掘人性美与丑的主旨。            
(4星)	 T和L逆转了！            
(5星)	 很喜欢PUAL和BETH 越来越讨厌tom!!!!!!!!!!            
(5星)	 很好看！            
(NA)	 好看            
(5星)	 其实凡事都没有绝对 关键是如何面对。。。希望是个好结局。。。            
(5星)	 susan沒再讓我那麼咬牙切齒了……            
(2星)	 没啥意思了已经……            
(5星)	 就是 停不下来 一直从第2季看到第7季 她们很可爱            
(4星)	 不是很仔细的看过哈，skimmed。。。            
(5星)	 「because when friends live apart, they sometimes grow apart, too」[泪]that&#39;s never gonna happen to us, right?            
(5星)	 才发现该片又名：欲乱绝情妻！！翻译大叔你是脑抽了么！！            
(5星)	 听说是最后一集了，听说要死一个主妇么。。            
(5星)	 没胡子的Carlos，好不习惯啊……             
(4星)	 ~            
(5星)	 只有一季了……我用一周看完等了10个月的量……            
(4星)	 剧情很精彩~！            
(5星)	 新人物的到来，苹果战争必须还要继续。            
(4星)	 编剧快没东西可写了吧...小大penny长得真漂亮~~~            
(4星)	 终于看到这边了，一集不看就反转剧情了。土豆大神，感谢你            
(NA)	 我直接想把susan拍死   真的受不了她            
(5星)	 女主的衣服越来越贵，道具布景越来越便宜。感情线越来越乱，杀人放火越来越简单            
(4星)	 经过这一季。。我突然没那么讨厌susan了。            
(5星)	 喜欢Bree，每个幸福后面都有阴谋            
(4星)	 还是没有失望            
(3星)	 为了制造Lynette和Tom的矛盾，Lynette都不像Lynette了，编剧太刻意了。另，Vanessa很有范儿，但确实也显老了            
(4星)	 我不想看VB!!            
(NA)	 最爱            
(4星)	 always Bree            
(5星)	 所有的爱情都会结束。            
(5星)	 Gaby女神好美！            
(5星)	 很是羡慕主妇们之间的友情啊！            
(3星)	 居然一口气看完了七季。            
(3星)	 完全是因为念旧而继续看了~~昨天晚上看到Tom和Lynette感情破裂的时候我伤心极了~~~            
(5星)	 个人觉得，第七季是最值得看的一季。            
(5星)	 很值得一看，也是练习英语的好教材            
(4星)	 季节越长越趋近于主题。在绝望中坚强，或者堕落，一念之差            
(4星)	 编剧依然厉害啊            
(5星)	 接下来就是看一集少一集了            
(4星)	 每集的最后那几句总是精华。。。。            
(3星)	 结局还有点意思，快看不下去了……            
(5星)	 tom and lynette had a divorce. there&#39;s no perfect marriage in this world.they had many problems for a long time. so this ending is doomed.             
(5星)	 一直觉得自己接受不了L和T的分开。但看完后觉得。这是必然的一条道路。            
(5星)	 真没想到Gabrielle和Carlos是坚持最久的一对夫妇~~到了第七季了，仍然很好看            
(4星)	 剃了胡子的CARLOS年轻的呢~            
(4星)	 Wilhelmina到哪里都是Wilhelmina~但是Betty的babi成了强奸gabby的继父感情上有点接受不了了~            
(5星)	 生活就是这样。窝心的喜剧和闹心的悲剧。期待下一季的精彩。            
(4星)	 lynette一家终于也出现问题了，终于会走到尽头。结尾很出乎意料啊，五个人的秘密终究不是个秘密~            
(5星)	 第八季来了！            
(4星)	 还是很不错的美剧啊~~期待第八季~~            
(5星)	 啥也不说了，第八季快点来吧！            
(2星)	 编剧太渣了            
(5星)	 最后的结尾很精彩，看到Lynette为自己和Tom之间因为家庭而产生的感情问题时，泪流满面。她坚强、主见、镇定的一个人，他们有5个孩子，他们都愿意为对方付出，然而还是要面对这样的矛盾。Bree骚的很带劲啊，遇到的探员很给力，啊哈。            
(NA)	 希望永远不完结。。。。            
(4星)	 以为是没有了，看到最后一集发现，应该可以继续拍下去的。Susan这次还是主角，不过多波折啊。            
(5星)	 Susan 终于不怎么讨厌了。Lynette又出问题了。她这季变的很讨厌。Gaby还是我最喜欢的。有一集我看了好想哭啊。就是Gaby让女儿Juanita最后表演踢踏舞。大家鼓掌的那集。。。Bree又换男朋友。- -继续看最终季吧。。。            
(4星)	 最喜欢CARLOS和MJ，最讨厌lynette            
(5星)	 绝好美剧系列~            
(3星)	 故事状态大地春回            
(5星)	 英语非常好听，是学习英语的好材料啊！            
(3星)	 Tom太自负            
(5星)	 看了这么久真心觉得bree是我最喜欢也最类似的性格，完美洁癖固执，但是bree有我没有的沉稳足智多谋并且十分会用枪，这使得她最懂得保护自己。susan最善良但实在有的时候傻逼到令人发指。lynette太女强人喜欢控制tom，他们的婚姻灭亡实在没招，gaby最成功的就是嫁了carlos这么个好男人。最后真心喜欢lee            
(NA)	 终于圆满完成。嘿嘿。            
(5星)	 it&#39;e been the best season ever for this show.             
(4星)	 calors的胡子呢! Sam呢！戛然而止            
(5星)	 就是喜欢。。。一直支持            
(4星)	 哎~~~不出完，就要全部忘咯~            
(4星)	 有人说“我坚信每一个从DH第一季就开始追，最终追到第九季的小姑娘，到那时必定也会变成一个DH。”默默...            
(3星)	 总是遗憾，剧集太长，时间太久，看着看着就把前面的忘了，九季啊，前前后后也有很多年！            
(3星)	 到底是如何大的强迫症才能让我坚持完这一季啊啊。            
(5星)	 最爱的美剧之一呀            
(5星)	 藕叶~！\(^o^)/ ~~~姐姐终于看完你liao~~历时两年终于从第一季看到了第七季~！肿么这么好看呢~！连一开始最不顺眼的Bree都看着欢心了~！女人啊，总有让人欢喜的地方~啧啧~还有里面那些曾经让我觉得丑到不行的男主角么真是怎么看怎么帅气，怎么看怎么觉得都是好男伦~！！！            
(5星)	 终于！追完了！            
(NA)	 我是有多喜欢又扯淡又朴实又大道理又小日子的电视剧。            
(5星)	 无可替代。            
(NA)	 追得最执着的美剧            
(4星)	 good            
(4星)	 怎么没人讨厌Lynette？            
(5星)	 ！！            
(5星)	 Bree好棒 Susan好二 Gaby好美 Lynett好惨            
(5星)	 这一季比较好看也~            
(5星)	 求第八季！！！            
(4星)	 直接跳过四季来看意外地我居然还看得懂             
(NA)	 看后面几集居然不那么反感susan了。            
(NA)	 每次都像救火一样的剧情            
(4星)	 又一季结束了，再次开始漫长的等待，呵呵，希望这个主妇片能一直拍下去~~            
(3星)	 那个新出的是怎么回事···还是挺精彩的~不想终局呀！！！            
(5星)	 终于看完最后一季，我爱上了西点。            
(NA)	 love it            
(5星)	 就是爱看            
(5星)	 这个竟然忘记加了。。。有多少季就看多少季            
(NA)	 很佩服情节总是挺出乎意料的。            
(5星)	 对Lynette无比讨厌！第五百部献给最爱的Desperate Housewives!!!            
(NA)	 不错，觉得说的事情都很贴近生活，挺喜欢。期待第八季            
(5星)	 Scavo俩人就这么散了啊 怎么可以... Carlos男人啊! 9.25 快来! desperate for more!            
(5星)	 据说九月份也不会出第八季了 所以这么说把 有结局的叫故事 没结局的才叫生活 祝我们勇敢的用心生活             
(5星)	 我只能说第七季有点失望。            
(5星)	 目前看过最好的美剧，追完七季，失落中- -            
(5星)	 坐等第八季大完结。。。。好舍不得            
(4星)	 抱着最后一季的心态去看。后来发觉又续签了三季。            
(NA)	 虽然还是会追这部剧，但是不得不说第七季的剧情还是有点无言，没想到美国编剧有时也会象琼瑶剧一样作。L和T，本来丈夫工作顺利经济好转，该是多么值得开心的事，却硬生生被演得这么纠结，虚构！一个街区有2个人配型成功，SUSAN真是傻人有傻福。BREE的年轻男友又被安排走掉了，来了一个面相并不十分友善            
(NA)	 很属灵的剧            
(5星)	 三天一口气看完了~~~如果我看书有这股劲儿就好了。。。期待大结局！！            
(5星)	 强烈的等待下一季            
(5星)	 惊喜不断            
(4星)	 第八季真的是最后一季了么 坐等            
(NA)	 虽然Rennee很抢眼，但我还是记住了beth young            
(5星)	 超喜欢，四个人的性格永远那么有趣。            
(5星)	 不解释            
(5星)	 停了好长时间才看的，感觉依然很不错            
(5星)	 越来越喜欢gaby            
(5星)	 有些喜欢上了美国的生活            
(4星)	 =v=我有种下一季那个警探会和Bree因为Gaby的事分手的感觉啊！！！             
(5星)	 追了好多年了，搞笑却又讲述了许多道理。每一集都有感人和哲理的存在            
(5星)	 如果让我选一部我最爱的美剧的话，那只能是“绝望的主妇”，到目前为止没有任何的美剧能取代她。我心中永远的主妇们，谢谢这部剧这六年来带给我了开心，快乐，泪水和感动!            
(5星)	 很爱。感觉比前面越拍越好了，还注重了家居装饰的修饰。            
(4星)	 一些让人恨的人幡然悔悟，另一些让人恨的人终于挂了，4个好朋友的关系越来越紧密，可惜的是lynette跟Tom还是要分了。            
(3星)	 群众暴动那场戏。            
(NA)	 追了好久，都不希望结束了。。。            
(NA)	 睡前必备            
(5星)	 好好看哦！            
(5星)	 一直在追的美剧。。不管间隔多久再看依然很好看！喜欢gaby,bree~~            
(3星)	 susan这个瓜女人终于回归了，这部剧每次看不下去的点都是实在受不了susan犯傻的程度。            
(5星)	 依旧经典。            
(5星)	 越接近结尾、越感人            
(5星)	 每集开头结尾都是亮点            
(NA)	 23集            
(5星)	 追了一年多了，很喜欢  八季快出！            
(NA)	 一直追看，美剧也可以很励志滴            
(NA)	 17集L真可恨            
(4星)	 各种跳着看啊跳着看，讨厌死Bree            
(5星)	 咋变商业了，好多广告……主妇们好像组团隆了个胸……囧            
(5星)	 真的厲害，每一季都有精彩的地方。            
(5星)	 这一季真的很好看TAT            
(5星)	 当LYNETTE说&#39;it was a relief&#39;湿润的不止是Tom的眼眶            
(5星)	 再拍几季就要到老年生活了。。            
(3星)	 越到后面越烂，还是喜欢前四季            
(2星)	 说实话 这么多季看下来 越来越差了 编不下去了··            
(5星)	 经典~期待下一季~            
(5星)	 endless secrets            
(5星)	 一如既往好看 保持火力 期待下季            
(5星)	 纠结于T和L，男男女女，穷相爱时如何坚持，富家庭时如何摆正关系。首先是要学会尊重吧。L是习惯了强势，也习惯了原来那个男人。突然有一天T变成一个霸道市侩的男人，L受不了吧。各种纠结。PS：结尾看到BREE的眼神，突然明白什么是强大的女王气场。            
(NA)	 我预感故事还会很长！            
(5星)	 依旧精彩，可惜木有那种贯穿始终的长线索。。。            
(4星)	 妈呀 你还要播到第几季呐            
(4星)	 这一季不错            
(5星)	 爱剧情            
(5星)	 完满了，任务达成！            
(4星)	 这四个女人不断向我展示生活的无奈和希望，看到第七季，希望还有更多            
(5星)	None
(3星)	 险些没想起来破羊是谁...这季太苦逼了            
(NA)	 人生就是看着美剧 幽幽地长大。            
(3星)	 调调口味还是不错的            
(5星)	 最后一集，四个女人站在一起，无比强悍啊            
(5星)	 追了7季，还会继续。            
(5星)	 这绝望主妇实在太好看了~看了这么多季还是没看够~主角们都各有各的可爱~完美至极~~            
(4星)	 终于出现了个不错的Chuck            
(3星)	 剧情越来越无聊了。            
(5星)	 lynette竟然和tom分开了，万万没有想到的啊。是不是还会有第8季呢。            
(3星)	 is there going to be a season 8?            
(4星)	 如果不能说Lynette犯错，那至少她破了很多男人这里最大禁忌：他成功了，还不愿做他背后的人，不给面子；永远没有表扬，永无无法被取悦。这是许多女人会犯的错。            
(5星)	 只能说，编剧狠狠地抓紧了主妇的心~            
(5星)	 从第一节开始，Tom 与 Lennet 总能work things out, 希望你们能度过这次难关~~看好你们~~            
(4星)	 什么时候下一季阿            
(3星)	 ....= =看这种家长里短的片我闹心，爬走....            
(NA)	 边看边学，强烈推荐看英文字幕的、            
(5星)	 就此终止吧，还算是不错的结局，主妇们演技都是很棒的哟            
(3星)	 每一季都会喜欢上不同的人，讨厌自己曾经喜欢的            
(NA)	 终于回到了一点原来的感觉，让我对下面有了点期待。            
(NA)	 这季编剧又长进了            
(3星)	 好好坏坏，坏坏好好，几季下来编剧总能扯回来！            
(NA)	 居然有7季了。。。我追了这么多年了。。。            
(5星)	 tom和lynette都分开了，Desperated indeed！            
(4星)	 Vanessa Williams的加盟的确加分不少~但是表现也太单一了吧~怀念丑女贝蒂里面的Wilhelmina~！电视剧演到这个份上也的确只能靠不断地加人物不断地翻旧账来继续了~            
(5星)	 千万不要结束啊!            
(5星)	 满分！！！绝对的~！！~            
(4星)	 六天看完，好久没那么勤快了            
(NA)	 诠释了四种不同性格的女人，在不同家庭所导演不同的闹剧！等待第八季            
(4星)	 看看嘛 不会后悔的     我追完了七季的   很好看            
(5星)	 是说就没有第八季了么？……绝望主妇真的是好片~~            
(5星)	 终于剧终了。。。不容易的7季啊！            
(NA)	 已经到了第七季了，要不要这么快呢，妖孽的女人们。            
(4星)	 看完了，有点失落。等第八季。            
(5星)	 还有第八季            
(5星)	 结局太给力了，无限期待第八季！            
(3星)	 看到一半，i was like......快点结束快点结束吧。。            
(5星)	 剧情最跌宕起伏的一季。 片尾tom和lynette分手了。早就该分了。            
(NA)	 就是阿 应该最不会分开的人 分开了竟然            
(4星)	 比较喜欢mike和susan在一起，好看~            
(5星)	 生活到这里也差不多了...我们也是在演戏不是吗？观众是彼此而已。            
(NA)	 第八季，期待ing~~            
(5星)	 依旧好看 为这些老朋友开心、同情、担心... 结局略有粗糙 期待续集            
(4星)	 什么时候是个头。。看的我绝望了            
(NA)	 勒奈特千万不要离婚啊!!            
(4星)	 从第一季追到第七季，从最初对编剧情节设计的讶异，到现在俺们好多都可以猜的出来，是不是对老美价值观了解多些了呢，哈哈。主妇们MS也越来越不绝望了啊，活的很精彩。还会追下去。            
(4星)	 vanessa Williams没预告片惊喜。S8会不会Renee和tom？            
(4星)	 Susan越來越煩，Lynette跟Tom的改變有點始料不及，Gabrielle條線可以說最好看，新加入的Renne都不錯，Bree都OK的，但這輯我覺得Paul係最搶鏡及值人同情的！            
(5星)	 主角s都老了 不过还是对生活很有激情 8cuo            
(3星)	 这季实在太一般            
(NA)	 七季全部看完，期待第八季~~            
(5星)	 这一季剧情还蛮丰富的            
(5星)	 作为我唯一跟看至今的美剧，这么多年过去了，我都觉得有点神奇。爱煞了这些任性、淘气而又既有人情味的女人们。爱煞了电视剧带给我的小快乐和惊喜。依然记得大学某个午后，有点郁闷的我点开新一集的Desperate Housewives ，很快我就笑开了怀。——第八季，依然期待。            
(5星)	 才算是补完了第七季。这一集每一季的意义仿佛都那么深刻，或是欢笑，或是伤悲。人性被诠释的更加深刻。Corlos最后感动我啊。可是L&amp;T，你们为什么要分开？？？            
(5星)	 MD!再也不相信爱情了！            
(3星)	 那个Zac和Paul Young可不可以不要再出来了，拜托...            
(4星)	 lynette要离婚了…这一季编剧编的就是让人讨厌她的吧…不过我喜欢Bree多一点            
(4星)	 等待第八季            
(5星)	 每一季都那么精彩。太挫了！            
(4星)	 传闻2013要终结这部片呀~终于要终结了。。。希望bree有个好归宿。。。            
(4星)	 第五季以后都一般            
(3星)	 relief看到那一段真是意料之中，Tom是Lynette一手塑造的，他已经习惯了，他也许永远不会真的离开。也许不能接受现实的是她。为家庭付出了一切，却依然在心里怀着别的愿望的，是她。也许她从未心甘情愿过。而一切只是一场勉强，因为不想家庭破碎，因为要这个家完整，的勉强。            
(5星)	 追的我好辛苦。            
(4星)	 还是Gaby一家最可爱，lynette真是作茧自缚，变得越来越不可爱。            
(4星)	 学习&amp;成长            
(5星)	 一如既往的喜欢            
(5星)	 我爱紫藤街…我爱你们四个！            
(5星)	 就是老了            
(4星)	 越看越觉得好看，感觉比gossip girl看着好 ，因为还没有那么乱~哈哈            
(4星)	 谋杀和分尸的4儿越来越多了，赶快吵架或欢乐起来吧            
(4星)	 中间几集一度很水，但是总体来说制作水平还是不错的            
(4星)	 从上大学看到结婚。            
(4星)	 Felicia终于死了，Gabrielle的继父夜完结了            
(5星)	 静候第八季            
(4星)	 只要好莱坞编剧不罢工，就有好戏！            
(NA)	 最爱dh            
(5星)	 一年 七季 未完待续            
(4星)	 第十集是最好的一集，堪比HIHMY里M的父亲去世的紧凑剧情。            
(4星)	 ……这季结局我不能接受……            
(4星)	 很有故事很温馨的紫藤街，要是可以的话，我都想住在那里，bree、lynette、susan很有味道~            
(5星)	 噢god 永远这么好看。编剧你太有才了。            
(4星)	 又迎来一个很强悍的主妇 但L和T婚姻出现裂缝~发生了好多事…　　季终的５位主妇“联手杀人”确实精彩！　期待第八季！            
(3星)	 这几季都是中间有点无聊，结尾突然让人充满期待            
(5星)	 7年了。            
(5星)	 结局我心痛啊！！！！！！！！！！            
(5星)	 追得最久的美剧~            
(5星)	 越来遇不喜欢LYNETTE了。。            
(4星)	 &#34;我坚信每一个从DH第一季就开始追，最终追到第九季的小姑娘，到那时必定也会变成一个DH”评论里的这句话让我好颤抖啊。。。感觉越到后面每集结束语都没以前经典了诺。。            
(5星)	 啥时候出第八季啊~~~            
(5星)	 555 最后一集真是催泪            
(3星)	 发现每一季都差不多。下一季唯一还想看的就是bree的新恋情，其他的真是对我没有吸引力了。            
(NA)	 很好看，很期待第8季～            
(3星)	 七季结束，主妇们又站在了一起。但好像没有更多的悬案，终结季了吗？            
(5星)	 苦情的一季...            
(NA)	 神经啊我            
(5星)	 SUSAN还是一样的讨人厌。。。            
(5星)	 我好喜欢Gaby啊！ 穷的时候穷过，富了就享受Calos带给她的一切 穷富都可以想法子让自己快乐            
(4星)	 开始失望了，虽然非常不愿意承认            
(NA)	 大爱~            
(NA)	 第七季的结局有点刻意，似乎故意是为了让两人之间和好才死了人，但是还是依旧期待第八季~            
(3星)	 这剧越来越没看头            
(NA)	 为嘛让Lynette和Tom分开呀，哎            
(4星)	 用了一周终于把DH看完了            
(3星)	 如果第八季前十集lynette和tom不复合，我就再也不追了。            
(3星)	 从大一看到大学毕业了            
(5星)	 哈哈，好看极了，每个人都很真实的演绎着，作为一名科研工作者，我表示我无药可救了~            
(NA)	 快出第八季啊            
(4星)	 不过我依旧支持 会看下去  最后两集超级精彩            
(3星)	 这一季的final真的不怎么样，然后我居然不知道这个season要讲一个神马故事，混乱的各种clues。            
(5星)	 Gabrielle，I love you。            
(3星)	 大家都老了            
(4星)	 从第一季看到第七季，主妇们历经各种沧桑变幻。Carlos是我到目前为止唯一喜欢的人。            
(3星)	 260511-141111 @office/ #150 &#34;Our lives are brief. That&#39;s why it&#39;s important to search for meaning...there are those who make their lives meaningfu            
(5星)	 这一季挺精彩的            
(4星)	 这一季结尾有些纠结，Lynette和Tom真的会就此分开吗，真怨念。。。            
(5星)	 还要继续看下去。。。            
(3星)	 没看出主题。和第二季很相像，似乎只是个续接季，有些混乱……            
(5星)	 已经演完了。期待第八季呀。            
(3星)	 结局还是有点心酸的说，又要等第八季了 =  =            
(5星)	 2011.5.25这一季有很多转折，paul终于自首了自己杀人，felica为了杀paul不惜用自己女儿做潜伏，。susan又回来了。lynette鼓励tom升职，然后有前后的tom变了？也想在家里占主导地位，离开Lynette。calos失手杀了gabby的继父，大家替他隐瞒            
(5星)	 从第一季到第七季，从未停止过秘密            
(NA)	 很喜欢，四个女人的生活，柴米油盐。各自迥然的性格，生活方式，在一起互相支持，但又有各自原则，很耐看。            
(5星)	 一如既往的好看，期待第八季。连TBBT都开始排列组合，把penny 和Raj排一起了，更别提GG了。希望DH的编剧能把持住啊。第七季最后一集很虐有没有！在此就不剧透了            
(NA)	 怎么还不完结啊，本季已经很无聊了            
(5星)	 this is life            
(3星)	 真是越变越离谱了……            
(4星)	 有意思            
(3星)	 越来越不喜欢            
(5星)	 生活的一部分，每周都等它            
(5星)	 这季还蛮好笑~            
(5星)	 越来越精彩            
(NA)	 just because we&#39;re friends            
(4星)	 可怜的beth...            
(NA)	 又要开始漫长的等待了～～～啊！！！！！            
(5星)	 依旧劲爆 发现那个谁的演技其实很糟糕            
(5星)	 喜欢这部剧每集结尾处的小思考。。。。。            
(5星)	 这系列都超好看，不知道之后还不会有第八季。            
(4星)	 多年来这部剧见证了隐性心理学家、社会学家和哲学家的成长。。。噗~~。。也是多年后我跟某JP的唯一共同语言。。            
(5星)	 每一季都好看的要命~~~好爱好爱绝望主妇~~~            
(5星)	 一集一集的追着看更有意思了            
(4星)	 几位主妇怎么也拦不住岁月这把杀猪刀在她们脸上留下风花雪月后的印痕，更多时候追某个剧集不是为了好看，而是一种习惯            
(3星)	 跟GA一样衰弱了            
(5星)	 哎，又得苦等第八季了。。。            
(5星)	 我的爱呀            
(5星)	None
(4星)	 还是第六季好~            
(4星)	 越到最后越好看，想想第一季时每个主妇的样子以及他们的经历，有点小感慨，还会有第八季的。。。必须看            
(NA)	 还不错，很细致！            
(3星)	 衰退的痕迹已经很重了 赶快接了吧 男人们都搅在一起吧！！            
(NA)	 好看 继续关注第八季~~            
(4星)	 主妇真的要迎来最终季了，好舍不得啊～～！            
(5星)	 林奶奶和tom也有这一天 太伤心了 有木有！！！！！！！！！！！林奶奶为什么就过不了好日子  命中注定只能是劳碌命 有木有！！！！！！！！            
(5星)	 越来越喜欢 GABY夫妇了             
(4星)	 这一季没有多少亮点啊，但挺好看的，第八季你倒是给我出快点            
(NA)	 不知不觉都七年了 每次一周等一集觉得好慢  每季结束又觉得时间过得飞快            
(4星)	 唯一追到现在的剧啊              
(4星)	 七年之痒了            
(5星)	 噢原来第七季已经看结束了。。            
(3星)	 不喜欢这一季。感觉一直很平淡。            
(5星)	 期待下一季~            
(5星)	 五星，必须得！            
(5星)	 主妇们，尤其是Bree的从容让我觉得很感动。岁月夺走了许多，但至少还会留下一些。            
(5星)	 等8。。。            
(5星)	 so, this is what life is really about. 可惜，lynette他们一对  哎。            
(3星)	 看过前面的几季，觉得就是一堆家庭琐事，还有什么婚外情。。。一同学力荐我看的 看过后觉得还行            
(5星)	 我远在美国的邻居们~            
(3星)	 这剧还要不要完了啊！！！！！            
(4星)	 继续期待~            
(4星)	 看习惯了,期待一直可以出下去            
(4星)	 已经没以前的好看了。。            
(4星)	 我开始厌倦这4个明知自己的错误，却一遍一遍不知道疲倦继续犯错的女人            
(4星)	 第八季有希望了            
