http://movie.douban.com/subject/2212156/	家有仙妻
(NA)	 当时觉得很好看！~            
(5星)	 儿时的记忆            
(2星)	 我从小就不喜欢这种片子。。            
(4星)	 看过，不过记忆中没全看完            
(4星)	 音乐响起来，我们就哼起来了            
(5星)	 童年的回忆            
(4星)	 张楚说，恋爱的季节，孤独的人是可耻的···小时候最喜欢的一部喜剧，记忆犹新            
(4星)	 很小的时候看的，当时就记住了孙兴            
(4星)	 没看完            
(4星)	 手镯手镯            
(5星)	 儿时回忆            
(3星)	 真是傻得可以，那会天天学那个怪异的笑声，惹得老妈不断喝止，哈哈哈            
(NA)	 当时看的时候笑半死= =            
(5星)	 久到快要不记得了……            
(5星)	 窥视那个手镯很久了。。。            
(4星)	 蹦恰恰的鼻孔啊，真有戏            
(4星)	 戈伟如戈伟如            
(5星)	 相当记得戈伟如 还有那个镯子 哈哈            
(4星)	 小时候看的了，至今对于主题曲还很熟悉，呵呵～            
(5星)	 又是小时候的大爱            
(5星)	 那时候多么想拥有神奇的手镯            
(4星)	 “她总是，只留下电话号码……”            
(5星)	 哈哈            
(5星)	 经典            
(5星)	 记得何莉莉失忆那一集。            
(3星)	 很奇怪 看過的人還真不少            
(NA)	 只记得很搞……连萧蔷都很搞~~            
(NA)	 很久以前 好像还有爸爸呢            
(4星)	 情节全部模糊，只记得个别琐碎            
(4星)	 草蜢！！            
(3星)	 哎 那个主题曲怎么唱的来着。            
(5星)	 这部电视剧中的台湾口音不重，以前台湾人的口音不象现在这样厉害。剧情巧妙故事新颖，很喜欢这群憨憨傻傻的主角，我看的时候是3年级的暑假，它给了我一个无限美好的童年回忆！            
(5星)	 經典得一B 好看得一B啊~            
(5星)	 这可是我小时候最爱看的电视剧啊~~            
(4星)	 P.S.小时候。            
(4星)	 剧情能记个大概，最清楚的就是二楼出现一只巨型公鸡。            
(4星)	 神啊，赐我一只神奇的镯子吧~！            
(4星)	 以前觉得非常好玩。。。            
(3星)	 喜欢第一部            
(4星)	 镯子，镯子            
(3星)	 我又多了个新的绰号了..            
(5星)	 当时觉得，这电视太好玩了吧。            
(5星)	 台湾人真的很会搞，对他们来说，冷场是什么？            
(5星)	 很神奇很向往            
(4星)	 哈 可爱 回忆中的经典            
(4星)	 当时觉得很好看，现在没时间去看            
(3星)	 忘记了            
(5星)	 当时全民皆看。            
(3星)	 個人感覺有點冗長            
(4星)	 我地最爱            
(5星)	 很好看很好看的            
(3星)	 大家好，这里是阿贵服务中心            
(5星)	 承载我多少美好的童年梦想啊~            
(5星)	 你总是，跟我要电话号码。。。            
(4星)	 小时候看的            
(4星)	 哈哈 儿时的美好记忆            
(5星)	 心中永恒的经典            
(4星)	 好老旧的回忆啊，最最可爱的孙兴            
(4星)	 棒棒呀~            
(5星)	 偶滴童年那            
(4星)	 长大了才知道仙妻是萧蔷演的~            
(NA)	 haha 旧时台港片好搞笑！            
(5星)	 那时一段很好的记忆。            
(4星)	 童年            
(5星)	 草蜢唱的主题曲至今都记忆犹新            
(5星)	 喜欢孙兴戈伟如那对~主角那对尤其男猪角...无语...当然还喜欢主题歌~~            
(NA)	 现在再看我也会觉得好看的。            
(3星)	 笑点很奇怪            
(4星)	 你知道有多好看吗？小时候我天天想要个绿镯子            
(5星)	 有机会应该重看下，看看到底是啥故事            
(4星)	 回忆            
(NA)	 神经兮兮的女主角，很喜欢。还有澎恰恰。            
(5星)	 哇哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！！！！~~~~~~~~~            
(NA)	 沈公子。。。            
(4星)	 小的时候很喜欢的剧集，阿贵这样的老公也不错哈            
(4星)	 成长过程中记忆满深刻的一部            
(4星)	 当年超级迷！！            
(5星)	 何丽丽~~            
(4星)	 波波阿姨～～～还有赵本山呢。            
(4星)	 至今印象深刻            
(5星)	 只有第一部才是真正的家有仙妻啊            
(NA)	 小时候为了看这个经常很晚睡            
(4星)	 小时候的经典            
(5星)	 我那童年啊～哈哈哈～            
(5星)	 经典啊。            
(4星)	 好厉害的女主角哦            
(4星)	 once            
(4星)	 小时候好喜欢看啊            
(4星)	 孙兴就是这么红的.....            
(4星)	 搞笑不能。            
(5星)	 不错，挺逗的，唯独讨厌男主角。            
(5星)	 还在上幼儿园            
(5星)	 很有趣的故事，很好听的主题曲，很有意思的啊贵            
(4星)	 honey~~~~~~~~            
(5星)	 哈哈            
(NA)	 小时候觉得好好笑            
(4星)	 我的……“心想事成”情结啊。。。。直到现在，所有出现过的真实的虚构的宝物，没有比那个玉镯再理想的了！            
(NA)	 碰恰恰!!            
(5星)	 如果也拥有那样的手镯，即便只是碎片中的一块！            
(3星)	 ...            
(3星)	 BOENG恰恰...            
(3星)	 一部很二的台湾电视剧 现在回忆起来很模糊 但那时候很喜欢看 如童话剧一般迷幻……            
(NA)	 还想再看啊...            
(4星)	 主题曲很喜欢            
(4星)	 ha ~也是看着长大~            
(3星)	 今天我是不是很怀旧= =            
(5星)	 当时很流行的一个剧，不知道现在是不是还会像以前那么热忠            
(4星)	 好怀念，小时候跟妈妈一起看这个电视剧。            
(4星)	 小时候很爱看            
(3星)	 嘿嘿.            
(5星)	 我一直在幻想我也有超能力            
(4星)	 就记得看过，演的什么全忘了。只记得好笑~            
(4星)	 当时好羡慕，希望自己也能拥有魔法诶。            
(NA)	 主题歌好听            
(NA)	 小时候我看这都看的睡着了。但是我每次都看。哎。你相信不？            
(4星)	 怀念起小时候了。。            
(4星)	 这些电视剧一部一部让我想起我小学时最好的好朋友。。。&gt; &lt;            
(3星)	 才上二年级，那时候老师不让看电视，可是早上的呃时候我们仍然会讨论家有仙妻。            
(5星)	 有着大大鼻孔的阿贵和笑呵呵的何莉莉确是羡煞我也的幸福            
(4星)	 何莉莉笑的很夸张 沈公子也很搞笑 情节忘光光            
(5星)	 澎恰恰~            
(3星)	 童年的记忆            
(4星)	 很好笑。            
(5星)	 童年哇            
(4星)	 小时候，还是觉得很神奇            
(4星)	 看着它长大~            
(NA)	 小时候 完全记不起讲什么了            
(2星)	 补漏            
(NA)	 忘不了...            
(5星)	 小时候看的觉得满有意思的.~            
(NA)	 好怀念~~女主角叫何莉莉是吧？            
(4星)	 失恋阵线联盟            
(4星)	 真的很搞笑~            
(4星)	 仙妻 ~            
(4星)	 小时候喜欢看            
(5星)	 我爸超愛....搞...            
(NA)	 我想要那个手镯阿            
(3星)	 天灵灵，地灵灵，再来一客冰激凌……            
(NA)	 也是儿时回忆里的一部分 但是至今还没有完整的看完一遍            
(4星)	 沈公子，何丽丽，我的最爱~            
(3星)	 曾经的经典            
(5星)	 很搞笑。美好的儿时记忆。            
(5星)	 好看!            
(4星)	 够魔幻够搞笑，沈公子最高！孙兴最高！            
(4星)	 虽然不记得剧情，但是记住了童/少年时看了傻笑到不行的状态~p.s也很喜欢主题曲。            
(4星)	 幼儿园的时候看的很起劲，现在早记不得都有什么情节了~只记得有个很神奇的手镯~            
(4星)	 yome            
(3星)	 其实已经没什么印象了...            
(4星)	 比较早期看过的台湾片            
(4星)	 初中时看的，那时候好着迷呢。            
(NA)	 哈哈哈            
(4星)	 1990            
(5星)	 小学时常和哥哥姐姐们看            
(5星)	 小时候看得很起劲啊~            
(5星)	 去年又看了全集，真的没话说，喜欢喜欢~            
(NA)	 还是记忆中的经典呃            
(4星)	 印象最深的是草蜢的歌，还有一个沈公子。            
(NA)	 這個好搞笑~            
(NA)	 很经典!去唱k还会唱它的主题曲！……            
(NA)	 梦想自己也有超能力！            
(4星)	 神奇的．．．            
(4星)	 没看结局。。。            
(5星)	 经典经典！            
(2星)	 太傻了            
(5星)	 不经意发现这个，以前可是非常喜欢的            
(3星)	 看到傻乐！到现在还清楚的记得主题歌，好搞笑！！            
(NA)	 小时候的经典呀，那镯子真神奇            
(3星)	 ^^            
(5星)	 小时候好像像何莉莉一样也有那样个手镯。。。            
(NA)	 现在回想一下很港的片子… 不过当年还真的红火            
(5星)	 就记得大鼻孔了            
(4星)	 孙兴他们最好笑了            
(5星)	 笑死了            
(5星)	 那是15年前...当时很迷恋            
(3星)	 印象不深了，就记得有点神话地说            
(NA)	 家有仙妻            
(NA)	 小时候的经典~            
(NA)	 小时候的记忆            
(2星)	 低水平的搞笑            
(5星)	 她总是，不留下电话号码            
(4星)	 这大概就是我小时候买了一对手镯的源头吧            
(NA)	 呵呵            
(5星)	 何莉莉的经典笑声 阿桂的丑 孙立的搞笑or演技 还有戈伟茹的美丽            
(2星)	 我就看了前几集，不喜欢这种无厘头的恶搞……            
(5星)	 当年很迷的            
(5星)	 我靠，这个居然都有，太让我感动了。那个音乐。。那个狗样，，，            
(4星)	 家有仙妻             
(4星)	 曾经非常喜欢啊            
(3星)	 挺雷的一部片儿            
(5星)	 经典            
(5星)	 经典~~~搞笑~~~~            
(4星)	 当年看看还是满好笑滴，很想有这样一只手镯呀            
(5星)	 太喜欢啦~~~~            
(3星)	 孙兴我喜欢！            
(4星)	 陈仙贵            
(3星)	 小时候就想要那个手镯，太神奇了            
(NA)	 上边有点石成金……            
(NA)	 足够归入回忆的了            
(4星)	 搞笑啊。            
(4星)	 看过            
(NA)	 穿紫色袜子的男子            
(NA)	 觉得特好看的一电视剧            
(3星)	 当年仙女一样的何丽丽            
(NA)	 他总是，只留下电话号码            
(NA)	 和丽丽的笑声让我一直难忘，一部让人丰富想像力的片子。            
(NA)	 还想看～～～            
(4星)	 记得这个很有意思            
(4星)	 好难评价噢 小时候很喜欢呢 现在看看有点傻 怎么办呢。。。            
(5星)	 华丰三鲜伊面+清晨就播出的家有仙妻=美好的假期            
(4星)	 很小时看的，很喜欢，好像都是笑的情节            
(4星)	 想要那个手镯~~            
(4星)	 童年啊~            
(NA)	 喜欢~~            
(NA)	 沈公子！            
(5星)	 他总是,不留下电话号码...            
(4星)	 陈天贵丑得真特色。            
(4星)	 一直盼望有枚神奇手镯。主题歌记很久。            
(5星)	 依稀记得那只镯子不是什么好东西，好喜欢孙嫂，哈哈            
(4星)	 她总是记不住电话号码？            
(5星)	 小时候特别特别喜欢            
(5星)	 最早看的台湾电视剧，每次看都好开心~~~            
(4星)	 爱看爱看，小时候的最爱~            
(4星)	 很搞！~~            
(5星)	 小学时候最喜欢看的连续剧，满足所有期待的手镯~后来我也有一个长相一样的手镯，也知道它不会帮我实现愿望，但就是怎么看怎么觉得像何莉莉送过来的~哈哈！彭恰恰的的经典陈天贵形象深入人心啊！还有就是在看的时候吃的旺旺浪味仙，现在已经没有看到了...唉~~包装和家有仙妻的宣传颜色一样的哦！            
(NA)	 她总是 只留下电话号码~~总不肯 让我送她回家~~好像是这么唱的吧            
(3星)	 我也想有这么个镯子。。。            
(4星)	 小时候爱看的电视剧            
(4星)	 现在还想看～            
(4星)	 小学时看的~            
(4星)	 很怀念，当时特别希望自己也有那样的镯子。            
(3星)	 那时候我家还是黑白电视机的时候..就看这片子..非常好看..            
(5星)	 尽管都不记得了..但还是超想看..            
(5星)	 为什么总不重播??            
(4星)	 家有仙妻Ⅰ            
(5星)	 儿时最爱            
(5星)	 很喜欢的台剧 神奇的镯子 老实的丈夫 神奇的妻子 恩爱的夫妻 闲适的剧情            
(5星)	 太喜欢了，那个握手的姿势……            
(5星)	 还是第一部最好看！！那时的我们多么希望也有那个镯子！            
(3星)	 当年非常想获得那样一只神奇的玉镯            
(5星)	 读书时候，最爱看这部喜剧温馨剧，还幻想一下，哪天我也遇到这么好玩的镯子哪有多好，可以帮我好多好多(*^__^*) ……            
(4星)	 小学时候的记忆。。。            
(4星)	 里面林以真的笑声太恐怖了，哈哈            
(4星)	 他总是只留下电话号码...            
(5星)	 en 1993            
(3星)	 当时的孙兴，还是帅哥一个啊            
(5星)	 很好看            
(4星)	 搞啊，好看            
(5星)	 童年的记忆            
(NA)	 哈……小学的时候很爱看啊很想要那只手镯啊～            
(4星)	 经典 何莉莉的笑声 黄鞋紫袜 那样一个手镯 我也曾幻想过无数次啊            
(3星)	 我也想当仙妻。。            
(5星)	 童年啊！            
(4星)	 童年记忆当中多希望自己身边也有这样的高人啊．            
(4星)	 小时候还买了个一样的镯子            
(5星)	 小时候一直希望自己有那样一个镯子...            
(4星)	 小时候的经典，老妈的最爱之一啊~~呵呵！            
(4星)	 我当时特想要那个镯子            
(5星)	 我以为是经典~~            
(4星)	 怀旧            
(5星)	 我小时侯的最爱.            
(NA)	 期望..            
(5星)	 我童年的美好记忆啊~            
(5星)	 主题曲好好听哦，调子朗朗上口            
(4星)	 阿贵是对“我很丑可是我很温柔”的最佳演绎。阿贵很可爱！            
(2星)	 当年大热的片子，可惜不喜欢            
(4星)	 很喜欢那首歌            
(4星)	 记得好小的时候看过 觉得他们的神气 一直在想 如果自己也有一只就好了。.            
(4星)	 小时候看的最kuso电视剧，非它莫属了……何丽丽的手镯，我也想要~            
(3星)	 小时候都看过吧？            
(4星)	 这在当年来说真的是一大红剧啊~~~站在当年的角度，佩服编剧和剧本的智慧            
(5星)	 从小就对那镯子特别向往 。儿时的回忆总是抹不掉。还总是记得失恋阵线联盟。            
(NA)	 当时我有好几个这样的夜光手镯⋯⋯成天yy变身⋯⋯            
(4星)	 想当年看的很带劲！            
(3星)	 还是主题曲好听，哈哈哈            
(5星)	 记得我看这部剧的时候，花了几块钱去商店买了一个镯子，每天对着它说:&#34;天灵灵，地灵灵，再来一块冰淇淋。&#34;哇哈哈，我好天真。            
(5星)	 小时候超爱的，超想拥有那个玉。            
(4星)	 我也想要那个手镯！！            
(5星)	 经典            
(5星)	 主题曲~~台北跨年时听到了草蜢的现场版            
(5星)	 只记得一句“你累吗？”“我还好”的台词            
(5星)	 当你我不小心又想起她 就在记忆里画一个叉            
(3星)	 小时候很喜欢，觉得很神奇            
(4星)	 神奇的手镯、沈公子、丑到爆的陈天贵。            
(5星)	 好可爱            
(4星)	 小时候对手镯映像太深了            
(5星)	 镯子。。。镯子。。。            
(2星)	 当时觉得特傻又不得不看..印象最深的就是主题曲..还是很傻..            
(5星)	 童年T T            
(5星)	 过年的时候跟姑姑、叔叔、弟弟妹妹一起看的，娱乐活动只有看电视，哪像现在一人一台手机没劲透了。            
(4星)	 豆瓣老是猜的是些什么片子啊！            
(5星)	 第一部看过的闽剧，比霹雳还前喔。超级喜欢当时的孙新，一直希望我有个那种老爸……回头看我爸怎么看怎么不爽！            
(5星)	 手镯~            
(5星)	 ^^            
(4星)	 感觉小时候没事就能看到，剧情什么的全忘记了，就记得孙兴很搞笑，有一幕还像是在瞎子前算命。            
(3星)	 儿时的回忆            
(5星)	 林以真＋孙兴            
(4星)	 很欢乐的电视剧啊，小时候看的很高兴            
(3星)	 瘋子            
(3星)	 特别2特别萌            
(5星)	 这种片子就让他留在回忆中吧，失恋阵线联盟...KTV还经常唱呢            
(5星)	 每个人都幻想有这样的一个手镯。            
(3星)	 草蜢的那首歌。。。。还有那个神叨叨的孙兴。。。哈哈            
(NA)	 10多年前看过的，当时印象很深刻。            
(4星)	 还记得主题曲，剧情忘了。            
(5星)	 现在想看但是下载也下不到 买也买不到。。。。。            
(5星)	 废话不多了            
(5星)	 就在记忆里画一个X~            
(4星)	 喜欢戈伟如；失恋阵线联盟；            
(5星)	 小时候整个的梦想            
(5星)	 小时候的爱啊~~            
(5星)	 小时候真的好爱好爱看啊，小时候觉得女主角美的不行了的说~            
(5星)	 太怀念了！！            
(4星)	 童年记忆中不可以回避的电视剧，主题曲至今还时常被媒体使用。            
(4星)	 小时候超想要那个神奇的镯子            
(5星)	 玉手镯！            
(NA)	 小时候多想要那个手镯啊&gt;&lt;            
(5星)	 好怀念，记得当时超想要一个那样的手镯~~~            
(NA)	 忘记了 三星。            
(4星)	 听着主题歌 感觉回到了暑假            
(3星)	 原来看我过这么多电视剧——就因为这部电视剧，我一直好想要一个玉镯子啊            
(5星)	 童年经典，一只仙镯促成一段佳话            
(4星)	 那时的孙兴和草蜢都好棒～            
(5星)	 12.01.11童年的回忆，多想要一个手镯啊！~            
(3星)	 当年看很好。。。孙兴吸毒。。。            
(NA)	 小時候的記憶啊。。             
(5星)	 小时候太喜欢家有仙妻了....现在想来还记得萧蔷在孙兴脑袋上煎蛋还是蛋炒饭的事情...            
(4星)	 那手镯真是经典了！！！            
(4星)	 主题曲            
(4星)	 就是看这个觉得萧蔷美爆了            
(5星)	 小时候好喜欢这个啊            
(5星)	 少年时美好的回忆。            
(5星)	 童年 啊童年            
(5星)	 小时候，浪味仙            
(3星)	 表姐的最爱 还有那首歌            
(5星)	 忘了快            
(4星)	 小时候的记忆 好像很好看。。。            
(4星)	 原来这就是我小学三四年级时候每天中午看的电视剧啊！当时特想有个剧中那神奇的镯子，每次“天灵灵，地灵灵，给我一个XXX”的时候“，就能美梦成真~~~            
(4星)	 为此，差点把我妈的手镯给砸了。。            
(5星)	 超喜欢啊！！！！主题曲到现在都喜欢！            
(3星)	 小学看的呵呵 就记得失忆的美女 她悲惨老公 和那个坏女人            
(5星)	 小时候最爱看俩剧 家有仙妻 和 新白娘子传奇 都是台剧            
(NA)	 这个有人没看过的么。。。            
(4星)	 这个以前也很爱~            
(5星)	 其实剧情已经都忘记了，但还记得它曾经带来的欢笑与快乐。            
(NA)	 很久前那次KTV大家一起点主题曲，笑死了，好怀念啊……            
(5星)	 她总是只留下电话号码，却从不让我送她回家            
(4星)	 经典，儿时最幻想自己也能拥有那样一副手镯……            
(4星)	 好怀念TUT 现在听到草蜢的那首主题曲都还会想到这电视剧.....            
(5星)	 很喜欢~~~很好看            
(3星)	 牛逼的手镯！            
(4星)	 孙兴            
(5星)	 大爱            
(5星)	 每次到KTV都必点草蜢的这首主题曲，小时候在奶奶家里有一集没一集的在作业间隙中遗憾看完            
(NA)	 只记得孙兴和恰恰了            
(NA)	 失恋阵线联盟，主题曲。然后，没其他印象了            
(4星)	 那个时候，疯狂爱上镯子            
(4星)	 具体记不得了，只记得那个手镯，还有有点贪贪的孙兴            
(5星)	 绝伦!!!!            
(5星)	 小时候除了白娘子，最喜欢这个嘞~            
(5星)	 哇！小时候看又喜欢又害怕 还记得有个人变成苍蝇了&gt;&lt; 神奇断手镯 漂亮阿姨            
(3星)	 小时候看的，记得很好玩            
(4星)	 必须看过的            
(5星)	 记得以前还有录像机录下了，等周二电视台休息停播的时候，不厌其烦的复习。。。            
(4星)	 小时候            
(4星)	 小时候很喜欢 有强大的吸引力            
(5星)	 他总是只留下电话号码 哒哒哒 嗒 哒哒哒哒哒            
(3星)	 犹记得那首歌            
(5星)	 天灵灵地灵灵再来一个冰欺凌……            
(4星)	 小时候百看不厌            
(4星)	 经典呀，太搞笑了，我这个宅女就是这么练成的            
(NA)	 小时候看的!!!!那时候我才上幼儿园!!!!!话说我真的除了有只镯子,啥都不记得了!!!!!!!!            
(5星)	 主题曲经常会唱串，原来洛桑也有这毛病。            
(5星)	 喜欢孙兴+主题曲            
(4星)	 电视剧就是应该搞笑嘛            
(5星)	 好好笑！            
(5星)	 终于又重新看完了，很卡通的质感，很治愈的品格，欢乐的表演毫不做作……最后我想说其实阿贵很腹黑，莉莉才是天然呆。            
(NA)	 印象最深的是主题歌 有木有            
(5星)	 哇靠，《失恋阵线联盟》欸。哇靠，林以真孙兴欸。哇靠，童年欸。            
(5星)	 童年时看的连续剧，充满幻想。            
(NA)	 挺好看的 记得            
(5星)	 太经典太经典了。。现在到KTV还会点这首草蜢的《失恋阵线联盟》！孙兴当时真是可爱的不行，那个玉镯当时做梦都想要~~            
(3星)	 三星半。            
(5星)	 小时候的经典呀！最终完整地重温了一遍，大爱！            
(NA)	 重温            
(3星)	 我是看着这些电视剧长大的            
(4星)	 很不错的一部喜剧片啊，选材也特别，感觉比如今很多片强多了。。主题曲也经典。。            
(5星)	 小时候很喜欢啊            
(4星)	 小时候很爱看，主题曲也是广为传唱            
(4星)	 小时候看的时候被那只镯子哄得一愣一愣的！            
(NA)	 童年回忆~~~~~~~~            
(NA)	 小时候超爱看！            
(4星)	 有一年暑假就是看这个，看的断断续续的也不知道看完没            
(4星)	 手镯 maic            
(4星)	 做梦都想要一个神奇的手镯啊            
(4星)	 你说你。。唱起来~哈哈            
(5星)	 以前超想要一个那个镯子的啊！！            
(5星)	 兒時的記憶是永遠的經典. 很多東西是看天時地利人和.            
(NA)	 想要那样的手镯            
(5星)	 小时候的 啊臭 与 莫斯，笑            
(5星)	 哈哈，很好看的电视剧，主题曲相当得经典！            
(5星)	 小时候10点播放。那时候已经是必须要睡觉的时间。我偷看。。。不笑出声。憋            
(5星)	 小时候看过的，不记得鸟。。。我终究还是没看完            
(3星)	 小时候看的映像模糊。            
(4星)	 非常之欢乐非常可爱，那么丑的男主最后也蛮喜欢的。哈哈，童年的记忆啊            
(5星)	 哎呀呀，经典啊经典            
(4星)	 时间哦            
(4星)	 小时候总想，我要是有那么一个镯子多好。            
(5星)	 草蜢的歌真心大爱啊！！！            
(5星)	 小时候很喜欢。。            
(NA)	 特别想回顾的！哈哈~            
(5星)	 主题曲最萦绕 至今            
(5星)	 小时候看的，超搞笑的~            
(NA)	 手镯！！            
(5星)	 好想要那个玉镯子。。。            
(5星)	 经典中的经典！！！            
(3星)	 童年记忆，从此忘不掉草蜢的《失恋阵线联盟》。            
(3星)	 主题曲印象更深刻            
(5星)	 喜欢这种~童年看过好几遍~            
(5星)	 评了那么多片子 发现还是老的经典啊             
(4星)	 怀念阿            
(5星)	 就记得主题曲了，别的全忘了            
(NA)	 又是小时候的回忆 我一直都记得何莉莉的笑声 还有阿贵的大鼻孔 一直想要何莉莉一样的手镯            
(4星)	 小时候大家都看！            
(5星)	 小时候的爱啊！            
(NA)	 傻乎乎傻乎乎陈贤贵，有爱的夫妇            
(5星)	 小时候的记忆，哈哈            
(4星)	 小时候超爱啊            
(NA)	 咻咻  啾啾  哔哔  哈哈            
(4星)	 小时候看的挺欢乐的            
(3星)	 也想要个那么神奇的手镯            
(4星)	 贱人多多多            
(4星)	 实在是太喜欢看了小时候！            
(5星)	 小时候老是拿外婆的手镯戴在手上做梦的~            
(3星)	 当时看着太有意思了            
(4星)	 十几年前八点档火爆了的肥皂剧，当时为看这个都能不出去玩的说。            
(5星)	 好怀念啊～            
(4星)	 好看呢            
(3星)	 孙兴一部倚天屠龙记，一部这个            
(5星)	None
(4星)	 主题曲记忆犹新            
(3星)	 小时候看的老剧            
(4星)	 我记得的啊\(≧▽≦)/            
(5星)	 我的鼻孔好大。。。            
(5星)	 哈哈，小时候最喜欢看这个啦            
(4星)	 “她总是，不留下电话号码”            
(3星)	 我怎么记得萧蔷好像也有演啊……            
(5星)	 那时候真梦到自己有了那只玉镯，不肯放手，导致了 盗梦空间 效果的梦中梦……            
(5星)	 我还要再看一次再看一次。            
(5星)	 那时候好像还没上学呢 主题曲现在还能哼             
(NA)	 我想想我肯定是看过的！！但是一看是91年的- -难道我1岁就开始看电视了蛮！            
(5星)	 哈哈哈哈！            
(4星)	 沈公子的老婆看着挺好            
(3星)	 小时候看的，记不清内容了            
(NA)	 小时候好喜欢看！为啥再也不重播！            
(5星)	 太深刻的主题曲了，我至今都叫不全名字，却能马上哼出来            
(5星)	 当年百看不厌啊，澎恰恰的大鼻孔            
(3星)	 小时侯好喜欢看            
(5星)	 小时候的美好回忆            
(4星)	 他总是~只留下电话号码~~            
(3星)	 看完后也跑去买了个手镯还是个夜晚可以发光的，在班上还时不时拿出来得瑟，得瑟个P啊又变不出来东西，哈哈！            
(3星)	 台剧最热的年代。            
(5星)	 好看啊！！手镯            
(4星)	 这个真不能重温            
(5星)	 草蜢！            
(5星)	 若我有那只玉镯，许你们个个万事安生。            
(5星)	 戈伟如太美拉            
(NA)	 神仙爸爸你也吸毒了么？            
(4星)	 手镯亮了。            
(3星)	 一开始不错，但在我模糊的记忆里好像越后面越差了            
(4星)	 美好的回忆            
(4星)	 看着长大的 妈妈年轻的时候很像戈伟如ww            
(4星)	 小时候的了~~~            
(4星)	 童年的美好回忆~~~很搞又很快乐的一家人            
(5星)	 波波当年可年轻了！            
(5星)	 超好看~            
(5星)	 推推推！            
(NA)	 喜欢            
(5星)	 看过整40集的《家有仙妻》，意犹未尽。喜欢林以真 ，美丽而神经大条又充满正义感的好身材女人，仿佛所有女人的优点她都拥有。也喜欢戈伟如温温柔柔冰火两重天的个性，这个女人嗲的让人很舒服。深的我心！一部喜剧片，拍得既有社会责任感又很时尚，真称得上喜剧电视史上空前绝后独领风骚的一代佳作            
(4星)	 小时候总喜欢些带有神啊仙啊的            
(4星)	 孙兴的喜剧风格没怎么变啊             
(5星)	 小时候超想要一个那样的镯子            
(5星)	 阿贵~ 哦沙啦拉姆加~~~            
(4星)	None
(5星)	 电视台可不可以再放几遍T^T            
(5星)	 第一次看的时候只有模糊印象，那时年纪还小，总之很喜欢啊，还有那首歌            
(3星)	 好想也有那么个神奇的镯子            
(5星)	 童年珍贵的回忆            
(NA)	 很不错，貌似当时还有播个《厦门新娘》吧！反正印象都是台湾地区的，前段时间看到网上说女主角到现在还没怎么变化！            
(5星)	 没说的。。。全是回忆啊。。            
(4星)	 小时候觉得多好看啊~~~~主题曲真经典            
(4星)	 我小时候多爱这个啊            
(5星)	 小时候超喜欢看的一部电视剧，一晃十几年过去了，现在再重温一下当年的经典，还是笑的很欢乐~            
(5星)	 这部剧浓缩着我们这代人童年的美好回忆吧！            
(4星)	 各种欢乐！！！            
(4星)	 记忆已经有点模糊了。但是那种感觉一直在，好怀念。            
(5星)	 小时候极其想要那个手镯~            
(5星)	 小时候看过的电视剧            
(5星)	 神神叨叨O(∩_∩)O哈哈~            
(NA)	 好想有那个镯子            
(4星)	 好想有一只            
(NA)	 只记得歌曲很好听。。剧情挺搞笑            
(4星)	 好小时候看的哦 瑟经病~~~            
(4星)	 只记得每次那个动感熟悉的主题曲响起来...            
(3星)	 神奇的手镯~~现在都记得草蜢的主题曲~~            
(4星)	 戈伟如 超美 孙兴 超搞笑            
(4星)	 以前觉得何莉莉很好看的。我竟然还记得她的名字！            
(4星)	 主题曲记忆犹新            
(5星)	 老片因为老歌而充满记忆            
(4星)	 想起了当年半夜爬起来看的时候            
(3星)	 很小的时候看的.只记得当时很喜欢.仅次于新白娘子            
(NA)	 觉得好好笑            
(5星)	 最愛何莉莉和澎恰恰！！！            
(5星)	 又重温了，爱~！            
(NA)	 只记得那个女猪脚了，小学看的            
(5星)	 我还记得孙兴那经典的发型            
(5星)	 从小就梦想有这样一个镯子            
(4星)	 很小的时候看的啊  孙兴很搞            
(4星)	 当年特别喜欢看孙兴遭遇家暴            
(5星)	 怀旧。热泪盈眶。我想你。            
(5星)	 很喜欢的一部剧  时光荏苒 现在孙兴都。。。            
(5星)	 小时候好喜欢的呢！！！            
(NA)	 我老爸推荐我看的，哈哈，怀念那时的岁月。            
(5星)	 澎恰恰是人生淫家            
(4星)	 小时候看的，就觉得那时候我妈妈很爱看！            
(4星)	 印象中极好看！            
(5星)	 纪念小时候天天追着看！纪念小时候也想要那个镯子！其实，真的很喜剧，其实也真的很创意！在那个年代            
(4星)	 小时候觉得很神奇啊            
(5星)	 林以真好漂亮。。当年纯真的回忆。            
(5星)	 小时候的梦想……好吧，现在我也期望着            
(4星)	 经典了            
(5星)	 好看            
(5星)	 小时候超爱            
(5星)	 小时候的梦想就是有个会变花样的镯子            
(4星)	 情节已记不清了，但我确确实实肯定是看过了。。            
(4星)	 记得小时候放学回家偷偷打开电视看到五点十五分，然后关电视，煮饭，等老妈回来。唯一剩下的印象就是那首 失恋阵线联盟  。            
(5星)	 这才是童年。            
(4星)	 儿时的回忆啊尼玛            
(5星)	 打五颗星是为了纪念小时候为它的完结而哭，多年后我在同学录的愿望上写：希望有一只可以实现愿望的手镯。。。那时候我还是有幻想的，现在才知道现实好残酷            
(5星)	 我记得后来好像谁变成苍蝇了            
(4星)	 小时候好喜欢看啊！那么搞笑，那么精彩，好怀念！            
