http://movie.douban.com/subject/2249496/	公主小妹
(2星)	 呃 ·····飞轮海飞你妹            
(4星)	 为了韶涵才看的，和彭时敏看了三天就看完了，哈哈            
(NA)	 其实我真的只是去看吴尊的………………相信我相信我相信我相信我相信我相信我相信我相信我相信我相信我相信我相信我            
(5星)	 无条件五星！            
(3星)	 为了看吴尊这张帅脸 我基本坚持看下来了            
(2星)	 低智商的爱情故事。适合青春期少女看。原谅我也有少女的时刻吧。            
(3星)	 当时特迷小张，才跑去看的！大一，每周一二去科技馆上网追的那个勤快啊~            
(2星)	 飞轮海。。。            
(3星)	 因为是尊尊演的，所以去看了，尊尊还是很帅哒，O(∩_∩)O哈哈~喜欢哒~~~不过剧情很一般，最后竟然是小麦主持大局，我晕一记~~            
(2星)	 其实我嚼得辰亦儒还可以。。。。。。            
(4星)	 小小的张韶涵、、百变。。。            
(NA)	 好像没看全            
(1星)	 看过最脑残的剧！            
(3星)	 怎么就看了            
(2星)	 烂            
(3星)	 完全为韶涵看的 ，只是这部剧真的有点让我失望            
(2星)	 真心是寂寞才看的。。            
(1星)	 湖南卫视的弱智偶像剧。            
(NA)	 整个2008年，人生动力就是飞轮海和东方神起……            
(1星)	 弱智，男一男二都很挫            
(3星)	 打发时间... 太梦幻了            
(2星)	None
(1星)	 偶尔在电视上看两眼、大概。。。。剧情真是、坚持不下去啊。。。            
(3星)	 小妹系列1.。。            
(3星)	 这玩意爹还是买碟看得咧            
(2星)	 芒果台晃到的             
(2星)	 初中的时候            
(1星)	 烂烂烂！！！            
(3星)	 仅以此片献给我闷骚的青春            
(3星)	 好吧 看这剧时我是盲目的 其实这剧很烂            
(3星)	 每部台灣偶像劇都差不多啦            
(NA)	 没咋看，只觉得很难看。            
(3星)	 豪族生活- -当你还特别喜欢吴尊            
(3星)	 还行            
(3星)	 只有半个月就拍出来的。好吧质量还不错。但就是莫名不喜欢....            
(1星)	 烂就一个字            
(3星)	 我看着倒是很乐呵 哈哈            
(2星)	None
(3星)	 喜欢张韶涵            
(1星)	 张韶涵好恶心。。。            
(2星)	 脑残剧            
(1星)	 垃圾片            
(3星)	 吴、尊，你真是空有脸蛋无演技！男配是要来干嘛的，这年头花样美男魅力真大。            
(3星)	 就那样吧。            
(NA)	 没看下去            
(2星)	 弱智儿童欢乐多 花了一晚上+一中午的时间 竟将它看完了 吴尊好帅啊 嗯嗯 好想过有钱人家大小姐的生活啊 哎呀呀 那种感觉真好 想买什么就买什么 不准说我拜金！！             
(3星)	 我都喜欢上辰亦儒那个角色了你说这剧把我逼到什么份儿上了。。。            
(2星)	 智商……智商去哪里了            
(3星)	 无聊到极致的消遣            
(2星)	 我发现我真的看过好多乱七八糟的偶像剧            
(NA)	None
(1星)	 不能让花痴发笑的偶像剧不是好偶像剧            
(2星)	 不好看不好看不好看。            
(2星)	 剧情好弱智~~~            
(3星)	 演技可以再烂点吗~            
(5星)	 现在湖南频道还在放喏。。。。            
(2星)	 哭点以及笑点都是如此的缺乏代入感。1-3            
(2星)	 唯一的亮点...就是张韶涵比在海豚湾和MVP情人里扮相好看多了...            
(1星)	 去你妹的小齿轮。有钱人的世界观人生观是咱们不能理解的。            
(5星)	 不错            
(2星)	 这片子太戆了！怎么会有这么多人要看的啊！世界太混乱了。。。我不懂我不懂。。。            
(NA)	 莉莉~            
(3星)	 给张韶涵加的一颗星。            
(2星)	 小白台剧孜孜不倦毁日漫。            
(3星)	 我妈居然看得津津有味……            
(2星)	 我看了一集，剧里的人哭的要死了，我也笑的要死了。            
(NA)	 太长了，不够精彩，追不动，弃            
(2星)	 被死党拖着看的，剧情已经不记得了。。            
(2星)	 吵吵闹闹的。            
(2星)	 没什么剧情            
(3星)	 一般一般，真的一般            
(2星)	 好无聊的片子            
(2星)	 那就是一个完美的扯...             
(3星)	 除了膜拜一下有钱人的生活，另外看在吴尊的那张脸上，给三星好了。            
(1星)	 观剧时注意，本片可能会降低您的智商，谨慎选择观看！脑残无挡！！！            
(2星)	 其实场面很华丽，可惜故事很恶俗！！！            
(2星)	 想看吳尊才看了這麽部腦殘台劇。。在王子公主題材上弱弱程度堪比韓劇。。吳尊超級帥。。小妹麽超好運。。只能說不管現實還電視命吧。。            
(1星)	 屁啊……我居然还看完了，真是贱啊             
(NA)	 很不理解为什么当初那么狂热。。。            
(3星)	 又是吴尊男主～能不能换人呢= =！            
(2星)	 我为了看吴尊的…但是片子实在太白痴…            
(4星)	 剧集不算长，演员也算不上爱，内容也算不上新颖，但是还是会不时的想复习~            
(3星)	 我闲了。            
(NA)	 主要是我不喜欢吴尊            
(2星)	 傻就一个字。打两星代表二。            
(2星)	 当年如果不是喜欢吴尊...            
(3星)	 纯粹为吴尊. =。=            
(2星)	 吴尊又瘦了            
(NA)	 好恶            
(2星)	 卧槽  从这里开始烦张韶涵的            
(3星)	 越到后面越无趣。            
(3星)	 剧情有点假- -            
(4星)	 拍的很华丽，拯救了吴尊在我心中被东方朱丽叶伤害的形象~~四个大帅哥呀，就算没情节只养眼都够了~~            
(3星)	 人好看 剧情烂            
(1星)	 剧情好弱又做作看了以后都不喜欢吴尊了 其实是在船上陪长辈看的            
(1星)	 看了两集……果断放弃……            
(5星)	 很华丽。那时候觉得很好看。。现在不愿看了。。            
(2星)	 真不想说我看过这个。。。            
(1星)	 做白日梦会更好。            
(5星)	 就是爱华丽风            
(3星)	 最近二了二了~~不过演得有点假啊~~            
(3星)	 刚开始看还不错 有点点吸引人嗯~            
(1星)	 真的很烂哎╮(￣▽￣&#34;)╭             
(3星)	 太太一般了            
(3星)	   好吧，好歹有帥哥美女撐場面，我個人覺得張韶涵實在比王心凌強多了，看起來也順眼多了，吳尊很帥啊，可惜演技太僵硬了，只能當花瓶  話說，臺灣自從《流星花園》紅了以后就喜歡開始不停的翻拍日本漫畫，可惜成功的還真不多  一夜成公主，是多少女孩心中的美夢啊~~何況還有一堆帥哥圍繞            
(1星)	 唉...我对能看完的人五体投地六神无主...            
(4星)	 四星纯属私心            
(2星)	 为了涵才看，其实是很烂俗的豪华版肥皂剧            
(2星)	 很雷的            
(3星)	 我竟然看这种肥皂剧，中学看的。            
(2星)	 只有帅哥美女可以看看……            
(3星)	 只喜欢公主，如此而已。            
(2星)	 吴尊            
(2星)	 我从此杜绝偶像剧了。。。            
(5星)	 印象中第一部通宵追着看的偶像剧，呵呵            
(NA)	 看过的为数不多的偶像剧之一            
(3星)	 吴尊太帅了            
(5星)	 男女主的完美搭配！！！            
(1星)	 无聊死了。            
(NA)	 恶心台偶的开始吧。。快进着看到倒数第二集硬是撑不下去了- -/// 彻底受不了张苕涵吴尊领衔的做作催吐假装自己很美丽派表演方式了&gt;_&lt;            
(NA)	 其实我是想说主题曲《乐园》~“看见梦的乐园，换上我的舞鞋...”接下来的歌词就是各种幸福~就好像换上舞鞋和练功服走进排练厅的感觉，对着暖黄的灯光和木地板还有整片墙的大镜子~好吧，我只好承认有关跳舞的都被我找出来听了~至于歌词的本意，也许有一天台下有束目光是为我而存在的时候也能体会            
(4星)	 喜欢那种公主的感觉。。。不错            
(3星)	 普通偶像剧而已。。。除了男女主角亮眼点。。。            
(1星)	 鬼使神差看了2集。。。            
(1星)	 臥槽我看過公主小妹！我很厲害有冇？！            
(2星)	 怎一个傻字了得。。。但我还是看下去了。。哎            
(2星)	 聲音嗲得我都吐了            
(3星)	 当我发现我姐也在看的时候 我瞬间石化···            
(2星)	 要不要当时那么期待 事后那么失望            
(4星)	 还好啦            
(4星)	 还不错。张韶涵和吴尊都挺养眼哒~            
(1星)	 讨厌张韶涵。。。还有辰亦儒那张青蛙脸和吴尊那张面瘫脸。。。            
(2星)	 失望啊！            
(2星)	 那就是一个完美的扯...            
(3星)	 真宗的偶像剧，完全的偶像剧。但是现在看来少了新意。@Home            
(3星)	 开篇华丽丽，收尾潦草草            
(3星)	 还是有钱人的故事...            
(2星)	 剧情一般            
(4星)	 评分怎么这么低，我觉得还可以啊，吴尊、辰亦儒演的都还不错啊。            
(NA)	 难看啊            
(NA)	 真不喜欢张韶涵啊。            
(3星)	 看吴尊就好了呀            
(3星)	 看在帅哥美女的份上 我妥协了            
(1星)	 你还能再雷一点么...            
(4星)	 阿凡达妹笑起来太美啦~！要是男主角们再好看一点就好了……那个叫什么南风彩的，他一笑我就情不自禁的联想到...杰克逊的脸= - =            
(1星)	 根本就没啥剧情可言...            
(2星)	 即使无法忍受还是看完了……            
(1星)	 不小得为什么要看····            
(1星)	 你们可以再更加浪费生命一点吗？？？为什么要花时间去拍这么没有意义的东西？？？            
(4星)	 吴尊吖~~            
(3星)	 在电视上无意间看见了。。然后就看了。。= =。。剧情有点搞。。但是主角还是算挺养眼的！！！            
(NA)	 第一部看不下去的偶像剧，太假了            
(3星)	 给我年少无知的少年时代。            
(4星)	 公主拯救了王子 成全了彼此 （吴尊真的好帅）            
(3星)	 = =只看了几集。。。发觉自己和偶像剧已没有丝毫的缘分            
(NA)	 [2009]            
(2星)	 说实在 不好看还是看完了 这就是善始善终 哈哈            
(2星)	 随处可找的台湾偶像剧            
(3星)	 我也年轻过哇。。。            
(3星)	 好吧。少女的幻想神馬的╮(╯▽╰)╭            
(3星)	 俗套的偶像剧……            
(1星)	 两个我喜欢的演员，演了一部我看过的最狗血的电视剧            
(2星)	 2星就给吴尊，张韶涵太可怕了            
(4星)	 还不错~五熊很可爱            
(1星)	 真的是因为男帅才坚持了3集，实在是剧情烂演技差啊            
(1星)	 弱智            
(5星)	 不知道怎么回事 特别爱看这个 但我不是爱看偶像剧的人啊~            
(1星)	 真的是很烂，就是里面风景啊，俊男靓女啊看着养眼吧            
(3星)	 辰亦儒让我惊艳            
(3星)	 剧情太烂了            
(NA)	 竟然看过这种狗血烂片！！！大一开学那会儿 闲到一定程度了 跟室友边骂边看。。            
(3星)	 看多了这种东西容易降低智商。            
(2星)	 冲着吴尊去的。            
(2星)	 冲着明星去的。            
(3星)	 要多扯淡有多扯淡            
(NA)	 无聊            
(2星)	 极度奢华，有意思吗？            
(1星)	 剧情可以在无聊点吗            
(3星)	 冲着帅哥看的，可是过后唯一记住的就是这首《不想懂得》            
(3星)	 我以为会好看的。。。            
(NA)	 两年前            
(3星)	 不说了。。            
(2星)	 其实。。。一般。            
(3星)	 吴尊很帅。            
(3星)	 可以了解一下富豪的生活啊。。。            
(3星)	 其实我对那个南风璘很有兴趣啊            
(3星)	 真心难看            
(2星)	 年少无知时的低俗欣赏水平。现在看来真够傻的            
(2星)	 垃圾。            
(NA)	 偶像剧无法评价类~~            
(2星)	 “每个人都不会是一座孤岛”，冥冥之中，仿佛真的有这样一个人，可以在你的身后，任你安心的哭或者笑。每个人都需要朋友，小公主是这样说的，我也需要，需要真心待我的朋友。做个有钱人真TM好，可以住大房子，开名车，享特权，还可以摆臭脸，嚷着要自己奋斗，不要家里的钱和条件，要租旧屋挑砖头。            
(1星)	 再烂点            
(3星)	 大约看到第10集，没有再追下去看，            
(3星)	 越来越不喜欢张韶涵了怎么办。。            
(3星)	 有点无语 完全无剧情好看            
(1星)	 YY之作。。            
(3星)	 喜欢彩            
(2星)	 剧情女主神马的，白瞎了那几个帅哥了！            
(3星)	 我的娘啊，我竟然看过这个……            
(3星)	 拿来消遣还是很不错的，不过我的二倍速看完导致大家说我很变态。哎我也就看看吴尊养养眼而已。            
(3星)	 电视台整天放咯 烦            
(3星)	 有点傻……            
(2星)	 还是让我花痴了几天吴尊，不过片子本身实在无聊            
(3星)	 假！！            
(3星)	 也是有点扯。。。            
(1星)	 全是冲着吴尊的长相啊，可是拜托也别这么没意思啊，实在是看不下去            
(3星)	 亲爱的吴尊            
(1星)	 妈的，这个太烂了，烂果台还一直播            
(1星)	 可耻的承认我看过，瞎了好久            
(2星)	 看这部片子的定位就是：边看边上网的片子            
(1星)	 恶俗恶俗！！！            
(3星)	 看过，但是情节什么的全部都不记得了。。。            
(NA)	 一般啦            
(NA)	 没看结局            
(3星)	 这部剧让我嘴角不住抽动。。            
(1星)	 为了看吴尊瞅两眼，发现他就是个好看的人偶            
(1星)	 为了看吴尊..我真是什么事情都做得出来..            
(3星)	 张韶涵和吴尊撑起了这部弱智老掉牙的偶像剧            
(3星)	 也是每周等更新，看得很焦急。            
(2星)	 真的挺烂的额            
(2星)	 太假了！！后来实在是看不下去。            
(4星)	 吴尊~~~            
(3星)	 偶的偶像剧时代呀            
(2星)	 弱智典范……吴尊你的演技和口音何时才能配上你的相貌？            
(2星)	 实在不写实，实在一般            
(1星)	 就是一装13剧。张韶涵脸型在里面看上去有点怪。还有吴尊帅个脑袋。。。            
(NA)	 from 芒果            
(2星)	 白痴剧情多得是，这只是其中一部而已。。。。。。            
(3星)	 觉得好假。。奢华的有些过了。。就是亿万富翁也没有这么显摆啊，不怕遭人迫害啊。。呼~            
(2星)	 额。。。不想承认但确实看过            
(2星)	 虚拟台湾的上流社会么 灰姑娘的故事还是那么卖座 ╮(╯▽╰)╭            
(2星)	 不好看。            
(1星)	 看了6集实在看不下去了            
(NA)	 3.5            
(4星)	 谁是我的王子            
(3星)	 太不现实啊~            
(3星)	 为了吴尊看的            
(3星)	 纯粹喜欢张韶涵，渣渣剧情。            
(1星)	 冲胡宇崴去的。            
(2星)	 如果这是女孩子都做过的一个梦，就把梦拍得唯美梦幻一点            
(1星)	 我居然会看这种东西哦也！QVQ完全是因为CM的在线不给力而各大台剧又全都是红色三倍速的。。。            
(1星)	 一家子老老少少全是弱智。听着一窝人小姐小姐的叫我就觉得……很疼            
(3星)	 不现实            
(2星)	 2            
(5星)	 《公主小妹》是Angela张韶涵和吴尊合作的偶像剧，又见识到涵涵的影视作品了，虽然至今已经有段时间了，但是涵涵的表演还是那么棒！绝对值得一看哦！            
(2星)	 好有钱的老头            
(NA)	 我也太无聊了...            
(3星)	 没营养没演技的偶像剧= =我居然还是看了            
(3星)	 就是看看吴尊，yy下上等人的生活            
(3星)	 还行吧，养眼            
(1星)	 适合花痴们看看  = =            
(NA)	 吴尊啊！！            
(1星)	 情节狗血的令人发指 张韶涵还是唱歌的好...飞轮海连花瓶也不算拉其实 顶多是凉水杯            
(2星)	 虽然当初看的时候和阿刘一个礼拜等一集，但是看完之后还是忍不住要说，这部剧也太弱智了吧，演得也太假了吧，真是无聊才看的！            
(NA)	 又烂又恶心            
(2星)	 又是随便看看的= = 也没看完过~            
(NA)	 荒谬啊。编剧大概来自外火星。            
(3星)	 我很少打3星以下的，这个吧，我不喜欢张韶涵，而且觉得她根本只适合唱歌，为了她那震撼的喉咙，我给三星            
(2星)	 有钱人的无聊游戏。爱情是消遣。            
(2星)	 挺无聊的。            
(4星)	 剧情是很烂了，但是吴尊很帅哦。            
(2星)	 内容好逊            
(3星)	 依旧是学习韩剧和日剧的搞笑+悲情的小人物的奋斗爱情史            
(3星)	 剧情真的很不怎么样，俗和夸张到了极点，但是冲着吴尊的帅气，还是义无反顾的看完了。吴尊的长相真的是堪称完美哈~            
(2星)	 纯偶像剧。。            
(2星)	 制作粗糙，演员也无法救场。            
(2星)	 又是吴尊哦哦哦            
(3星)	 大多女生都有过的幻想，在这部剧里面。只是，拍的一般般            
(3星)	 灰姑娘的另外一个版本！            
(3星)	 一般般吧....            
(NA)	 老子生命中第一部台剧！每一句台词都被惊得弹跳一下的赶脚好销魂！姑娘们以后你们要是不靠谱，老子就学里面的人跟你们说话！让你们变成跳跳虎！            
(3星)	 很无聊，因为吴尊多给颗星            
(1星)	 让人汗毛倒耸的语调和对白            
(2星)	 没卖点，结局狗血。            
(5星)	 超喜欢            
(NA)	 - -。            
(5星)	 华美的一部制作的电视剧，反正张韶涵的作品都会受欢迎。            
(NA)	 这梦幻生活…我也要南风瑾！这剧里觉得辰亦儒也还行            
(3星)	 很弱智            
(2星)	 。。。。。。消遣消遣            
(1星)	 也就看看吴尊跟张韶涵             
(2星)	 不晓得当初是怎么看完的。年轻时候不懂事。            
(3星)	 结局很好~很童话~            
(3星)	 童话故事，不够真实，偶像剧到后面给人感觉就是编不下去在硬撑            
(3星)	 纯没有营养，给演员养眼度打分            
(NA)	 贵电的时候天天那样上传一集看一集。            
(3星)	 一股贵族气            
(2星)	 我真无聊            
(1星)	 把观众当白痴~            
(3星)	 虽然剧情比较不现实，但是还不错哈            
(1星)	 一样的烂。            
(NA)	 我是烂片垃圾桶            
(3星)	 场景还行 情节一般            
(3星)	 为了Calvin我竟然没有快进的看完了。            
(3星)	 不理解收视率怎么会高，真的不好看，后面看不下去            
(3星)	 飞轮海成员少2个            
(1星)	 很偶像很少女很梦幻很痴想            
(1星)	 我只会看卓文萱的部分 呃            
(3星)	 开始有点流星花园的范儿，再后来走的是还珠格格的戏路，公主和王子逃出大宅，开始流浪被封杀的生活，再后来富翁爷爷生命垂危，临危受命再次回归大宅的故事...ps：吴尊的表现和《偷偷爱上你》没有任何差别..永远是冷静睿智忧郁的王子形象...            
(NA)	 有钱人呐。。。            
(2星)	 看第一集就能猜到最后集了，就看看硬件设施吧            
(3星)	 好吧，我承认这部剧不论角色还是剧情都是没有新意的偶像剧，但是还是很养眼的呀~            
(NA)	 审片儿被迫看的            
(3星)	 吴尊好帅啊。            
(2星)	 看了一两眼。。。            
(2星)	 场景很豪华，不过也只剩这句了。            
(3星)	 看点：张韶涵“巧乐兹”式的公主样。无他。            
(1星)	 我只看了一集完整的……就玉树临风了……            
(NA)	 看完之后蛮佩服自己的，可以坚持下来……            
(5星)	 嗯~~~~这分也有点低哦……            
(3星)	 不适合我看的青春偶像剧            
(4星)	 基调比较向上，没有不食人间烟火            
(2星)	 偶像剧还真是~完全不能回忆！            
(NA)	 呃…其实就是太梦幻了            
(3星)	 三星给吴尊……现在湖南台在放……            
(2星)	 看尊尊和笑起来很象俺家老公的陈亦儒            
(1星)	 老偶像剧，偶像剧，巨恶心…………审美疲劳了我            
(1星)	 ==            
(1星)	 2B剧情            
(5星)	 吴尊好帅的。太酷了。            
(3星)	 呆            
(2星)	 一早就确定恋爱关系,还看个屁呀            
(3星)	 zzz            
(2星)	 吴尊笑起来还真是不好看哈..            
(3星)	 不需要用脑子就可以看的soap opera。不知道为什么就是对吴尊不感冒。张韶涵那叫一个瘦啊……            
(2星)	 张韶涵则演技，不提了            
(4星)	 如果我有一个亚洲首富的爷爷            
(2星)	 不能光偶像不要剧对不对。但是“小麦”这个名字意义重大。            
(5星)	 飞轮海的四只可不可以不要那么帅！！！            
(4星)	 美丽的童话故事            
(2星)	 还记得那是THM借碟给我看得~            
(5星)	 我喜欢里面的小麦            
(3星)	 important            
(3星)	 只是喜欢张韶涵            
(1星)	 梦幻  我才不信            
(3星)	 吴尊挺帅~            
(NA)	 没看完            
(3星)	 太俗的剧情了~            
(NA)	 假            
(1星)	 脑残剧            
(3星)	 喜欢吴尊。还有女主的发箍，别的没有了            
(1星)	 我一定是太无聊了            
(3星)	 只是为了看吴尊……恩……            
(3星)	 太甜腻了              
(3星)	 吻戏连连啊。。。其实恋爱的感觉抓得还挺准的。。。            
(2星)	 每个女孩的梦呀,但演技还是太嫩了..            
(2星)	 飞轮海，，我的天，，讨厌之极。。。            
(2星)	 我给一个史上最低分，那个女主角和男二太2了。。            
(2星)	 俗死你得了            
(4星)	 吴尊太帅了～～            
(NA)	 因为吴尊             
(3星)	 后面也太拖沓了，拉拉扯扯了半天。            
(3星)	 没有象吴尊这样的花样美男，台湾偶像剧应该就没人看了吧。            
(3星)	 哇~吴尊。。。就只有这样。            
(3星)	 还蛮养眼的            
(3星)	 演员是俊男美女，不过情节就一般。            
(NA)	 雷就一个字            
(2星)	 只需看吴尊的脸，别的没法看            
(1星)	 张韶涵显做作            
(4星)	 很高贵的爱情。。            
(3星)	 星是给演员的，剧情完全没有想法            
(3星)	 人很养眼。张韶涵还是唱歌吧灰姑娘不够灰，公主更不            
(1星)	 太烂了。。我无话可讲。。可怕的演技啊。。            
(1星)	 受不了            
(3星)	 看美男，还是很养眼的！~            
(NA)	 很好看            
(NA)	 一个字    烂！！！            
(2星)	 无聊到一定境界的剧了~~            
(2星)	 俗的不能再俗的湾湾剧            
(2星)	 姐姐就是不喜欢吴尊。            
(3星)	 见有几个靓仔先体噶....都几假啊.....            
(3星)	 帅哥美女。            
(4星)	 当初也有在追，不过到最后就不好看了。            
(2星)	 又是芒果台。。            
(2星)	 就是沖著偶像去看的            
(3星)	 看在涵的份上，加一星。            
(3星)	 为了吴吉尊，给个3星吧            
(2星)	 偶尔也没大脑地happy一回吧。。。            
(NA)	 还不错啦            
(2星)	 似乎是唯一一部我完整看完了的台湾青春偶像剧。            
(5星)	 很好看.................            
(3星)	 看了后突然对吴尊有点感觉            
(5星)	 有段时间特别爱看童话。。            
(NA)	 典型的YY剧            
(4星)	 现在觉得傻傻的，但是曾经迷恋过。            
(NA)	 打發時間            
(4星)	 视觉盛宴  剧情超烂            
(5星)	 超级搞笑，个人比较like张韶涵，无意中睇噶            
(2星)	 不切实际。            
(2星)	 情节哈傻            
(3星)	 。。。。。感觉很空这个电视剧。 -不知道想表达啥            
(NA)	 那么帅的吴尊啊~~~            
(NA)	 我强烈鄙视我自己！！！            
(3星)	 华丽的场景，为了看帅哥而看，第一次发现辰亦儒的身材穿衬衫真好看。。。            
(3星)	 吴同学中文有待进步            
(1星)	 没看完，跳着看已经受不了。剧情弱智到爆炸，有钱人钱多了是在打发时间？            
(4星)	 吴尊，怎么看都是那么帅，哈哈            
(3星)	 看到10集左右就觉得台湾的剧多看要变成白痴的            
(4星)	 纯粹是奔着帅哥去的一部片子，有点无聊，有点莫名其妙，但是就是里面的人很养眼。。。。            
(3星)	 张韶涵打扮起来还是good looking 的            
(4星)	 从这部戏讨厌张韶涵            
(3星)	 后半很无聊            
(5星)	 好好看            
(3星)	 冲着尊儒去的。无视某女            
(3星)	 就因为有吴尊和张韶涵才看的            
(2星)	 裝吧，全部人裝吧，買菜的賣魚的都等著給王子吻醒            
(1星)	 你赢了~~~我实在看不下去了~~~            
(3星)	 有点无语……还不错，但有点……（夸张……）            
(NA)	 好恩            
(2星)	 看了兩集看不下去....            
(2星)	 我真的不爱台剧...太脑残了啦            
(3星)	 华丽丽的剧啊！            
(4星)	 吴尊好帅！纯粹是看他的...            
(3星)	 超现实主义            
(3星)	 居然下了全集。。还都看完了。。            
(3星)	 感觉就是很假童话。。。            
(4星)	 吴尊挺养眼。            
(2星)	 ·········            
(3星)	 就觉得里面人比较养眼            
(4星)	 Angela            
(3星)	 说实话..男生看偶像剧不是少..是没耐心+没童心.,..很多人还是看过偶像剧只是为了消磨时间...可是我..那完全就是冲着张韶涵!!唉!的确无聊..可是张韶涵和王心凌怎么那么爱拍偶像剧啊!!!我怎么这么无聊能跟下来啊!            
(4星)	 关于公主的梦 谁没做过。            
(2星)	 台湾的偶像剧啊，再不好好反思只会翻拍动画片就真的走向末路了            
(2星)	 虽然养眼，但是太假。演的太假，剧情更假            
(1星)	 我居然看过..难看            
(3星)	 因为吴尊美貌，多给一颗星。因为张MM华丽丽的装扮，再多给一颗星。啊，好了，给你三颗星的理由充足了，咱释怀了。            
(5星)	 吴尊好帅哦。            
(2星)	 吴尊的脸啊  真是太美了            
(NA)	 童话般的故事，现实生活中不会存在            
(5星)	 麦秋穗（张韶涵 饰）本来过着平凡而幸福的生活，家里虽然不是很富裕，但是一家人生活得开开心心，她对现在的生活十分满意。然而一天早上，当秋穗一觉醒来，她的生活发生了天翻地覆的变化。一大帮貌似黑社会的黑衣人来到秋穗的公寓，宣称她就是首富皇甫集团董事长皇甫雄（顾宝明 饰）失踪多年的孙女，而父亲母亲也承认了秋穗并非他们的亲生女儿。惊愕不已的秋穗在爷爷皇甫雄的要求下搬进了皇甫大宅。　　秋穗的到来使得本来即将继承皇甫雄事业的大少爷南风瑾（吴尊 饰）大为紧张，加上旁人说三道四，于是大家都认为秋穗是回来抢家产的拜金女。而秋穗也并非任人欺负之辈，两人第一次见面就势成水火，针锋相对。而皇甫雄竟然想撮合南风瑾与秋穗，处处制造机会让二人独处。于是，秋穗的麻烦大了。    © 豆            
(3星)	 W有张人妖的脸            
(1星)	 我看了一集差点吐了            
(1星)	 浪费我时间            
(NA)	 蛮好看的。            
(4星)	 因为是吴尊，所以推荐一下吧~呵呵            
(3星)	 本来开头还可以，越来越无聊。这里面只有顾宝明会演，偶像还真的是偶像，要不是吴尊这么帅，还真坚持不到最后一集了。            
(3星)	 阵容不错 就是剧情很普通又超缠绵             
(1星)	 这颗星 纯粹给吴尊的外貌            
(2星)	 无聊剧            
(3星)	 如果你不是来看人的，请绕路~            
(3星)	 ……其实不想给三星……看在有时候还搞笑一下，服装还很非现实的份上……就不再低下去了……            
(3星)	 那 算 爱情 吗?            
(3星)	 花痴帅哥看的。。。            
(5星)	 好像当有钱人。希望自己是有钱人。可以住大房子又有那么多的人伺候自己。多好啊。            
(NA)	 两个一起主演效果也不错哦            
(4星)	 2008            
(2星)	 没营养            
(5星)	 可以啦            
(3星)	 还是穷家女与富家男的故事。            
(2星)	 飞轮海某人巨像我认识的某人这么丑都能当明星 当时给我囧的            
(3星)	 我只是为了辰亦儒而已...            
(NA)	 太好了我打100分            
(2星)	 无聊啊~~~~            
(3星)	 以前买过碟，先前也在网上看过几集，不过貌似还没看完            
(1星)	 我实在无法理解，这剧为什么红了            
(2星)	 做作            
(2星)	 真的好烂，纯粹为尊而看。            
(3星)	 单单只是喜欢吴尊·····            
(3星)	 当时还是很迷吴尊和angela的。。            
(2星)	 靠帅哥靓女。            
(2星)	 看完后 完全没感觉...            
(3星)	 额            
(4星)	 还行！            
(1星)	 凡比烂，都拿这部比~            
(2星)	 当初冲着吴尊去的，还转了格式放PSP里看，真是越看越雷，越看越焦啊~~真是折腾得我里嫩外焦的一部偶像剧啊            
(3星)	 吴尊太帅了            
(3星)	 假~~~            
(3星)	 变靓左的吴尊            
(1星)	 =。=            
(NA)	 只是为了看吴尊。            
(NA)	 纯属无聊时看的            
(2星)	 张韶涵再也不是当年《MVP情人》里那个可爱纯洁的小希，也不再是《海豚湾恋人》中那个惹人疼爱的小瓶盖，而是一个抹着浓厚眼线、矫情造作的电眼娃娃。            
(3星)	 看了《City Hunter》之后，再看这个，发觉吴尊的气质和演技比李民浩真是差远了。虽然这片子也弱智，但是比起《恶作剧之吻》中的弱智程度，还是要强一点的，至少有华丽的背景和演技派的森川配角演得还行。            
(4星)	 不怎么样额--------            
(1星)	 这是一部内容不结合实际的故事，张韶涵做得好夸张。            
(2星)	 看服装看场景`            
(NA)	 为什么湖南台又在放了 原来emp大爷叫顾宝明！~            
(2星)	 这片太能扯，从头烂到尾，不该装的人装，该装的人更装，恶俗到这种境界。。台剧，你没治了            
(5星)	 我那阵挺迷炎亚纶的，就是浅浅的小迷一下            
(3星)	 还行吧，貌似我还真看了不少台湾偶像剧。            
(3星)	 真的很假咩,这完全足够满足我对有钱生活的幻想瓦，托下巴，要是我也暴富了……我就不用考研了！            
(3星)	 我也庸俗的喜欢上了这个片子            
(NA)	 好看            
(3星)	 让搞笑来的更猛烈些吧            
(3星)	 吴尊哈嗲~            
(3星)	 除了尊那张脸比较养眼，其他的要情节没情节，要演技没演技，那个爷爷很好玩。每个人都有一个公主梦。            
(1星)	 虽然是我最喜欢的张韶涵演的 这个剧情是在是太。。。            
(3星)	 看完之后，我对吴尊绝缘了            
(3星)	 剧情很无聊，完全是为了看张韶涵和卓文萱才看的            
(3星)	 男女主角的身高差距真是有够大的。            
(1星)	 没什么好看的..剧情烂透了..            
(5星)	 喜欢            
(3星)	 。。。。。            
(3星)	 很养眼，很梦幻，很虚假。            
(2星)	 很混乱的说。。。。。。。。。            
(2星)	 哪里来的那么多灰姑娘变公主的。            
(3星)	 芒果台染指的东西。            
(NA)	 没意思            
(3星)	 里面的道具不错！            
(NA)	 好看            
