http://movie.douban.com/subject/2190934/	陀枪师姐
(5星)	 自那时小宇宙热血了。            
(4星)	 我是看着你长大的。            
(4星)	 什么叫陀枪。。。            
(4星)	 蛮喜欢            
(NA)	 好看到爆            
(4星)	 这一系列里就完整看过第一部~ 很喜欢~ 特别是三元和程峰，太衬了~            
(5星)	None
(4星)	 童年记忆~~~            
(4星)	 第一部tvb剧。            
(4星)	 二妹姐            
(3星)	 关咏荷和欧阳震华是有多合拍啊            
(4星)	 很爱关咏荷啊。。那个变态色魔那个故事的印象好深啊！            
(5星)	 陀枪师姐伴我成长            
(5星)	 经典的TVB警匪片            
(5星)	 娥姐真是个T恤控。            
(4星)	 越看越是感觉#陈三元#(@滕丽名)这个短发假小子漂亮！关咏荷把这个师奶女警演的入木三分。@tankXX DO YOU THINK SO ?            
(4星)	 好看            
(5星)	 出了这么多部，还是第一部最好看，陈三元这一部里的扮相最漂亮，而且那时候男女主角戏里戏外还在浓情蜜意中。。。。            
(4星)	 荷姐            
(4星)	 陈小~生！            
(4星)	 认识关咏荷的片子            
(5星)	 娥姐一方面对前夫太圣母了一方面对小生太苛刻了，很唏嘘三元的程sir的感情，果然什么感情都抵不过时间和青春的肉体，男人都靠不住            
(5星)	 三元和程峰真的很配！！！            
(4星)	 当时觉得好洋气            
(5星)	 98年时TVB的巅峰年代，陀枪的第一部是续集无法企及的经典。            
(4星)	 小生和家乐仔打机，煮餸，好sweet呀！            
(4星)	 初中还是高中看的~真心喜欢看~最爱陈三元            
(5星)	 权当怀旧            
(NA)	 三块钱！            
(5星)	 鹅姐~ 哈哈，儿时的回忆。            
(5星)	 喜欢娥姐多一点            
(5星)	 陈三元！            
(5星)	 因爲這套戯喜歡滕麗名            
(4星)	 当年觉得程峰是绝世好男人            
(4星)	 好小的时候看的- -            
(5星)	 最爱陈小生&amp;娥姐            
(5星)	 小时候最喜欢看。            
(4星)	 只是曾经            
(4星)	 英姿无法取代娥姐的位置……            
(5星)	 最爱三元            
(5星)	 恩，现在想想。我是不是很久以来，都把陈小生当成自己梦想的样子呢。哎，人生啊，就是无穷无尽的欺骗和幻想。            
(4星)	 当时超喜欢三元和魏俊杰的~唉唉唉，没想到啊……            
(4星)	 小生啊 ~可爱 一直大爱bobby            
(5星)	 小时候认认真真的看过的第一部港剧            
(5星)	 小时候的记忆            
(4星)	 算是小时候看的了 = =            
(4星)	 关咏荷和欧阳震华演的不会差            
(4星)	 童年回忆            
(5星)	 认识了欧阳震华~            
(5星)	 陀枪师姐             
(4星)	 欧阳震华神马的~            
(NA)	 经典啊。            
(4星)	 關詠荷帶的滕麗名            
(5星)	 我的TVB起始。            
(3星)	 是个人都看过吧- -！            
(5星)	 关大美女 我儿时的偶像啊------            
(5星)	 爲了學粵語，又看了一遍。可是啊可是，我的粵語依舊沒啥進步。。。剛剛去廚房，有人跟我說早上好，我居然以為是結果的意思。。。哎哎哎，太丟人了。。。            
(5星)	 一直都好中意睇港片嘎。。。中意勒点对白嘎            
(5星)	 五星我的童年，我从小爱TVB，大概从这里开始            
(5星)	 第一部是经典，之后就越来越垃圾，感觉编剧似乎特热衷于多角恋这种狗血戏码。            
(4星)	 经典呀，娥姐真是好久不见了。            
(5星)	 小时候很喜欢。            
(3星)	 记得里边那三姐妹的名字都是什么三元，四喜之类的。。。            
(4星)	 我确实看过非常多港剧，我忏悔~            
(5星)	 不用说了，回忆+至尊            
(4星)	 “不必装蠢，做女人不必去当花樽！”很喜欢的一部港剧，是听到的第一首郑秀文的歌。很喜欢tvb同套剧由一人唱主题曲的安排。几部《陀枪师姐》的主题歌都很好听，快节奏型。            
(5星)	 必须看过。            
(4星)	 只有一是最好看的啊。。。            
(4星)	 上哪儿找小生这样的男人？！            
(4星)	 魏滕两人如今的状况让我不禁怀疑，是不是现实生活中的滕也是三元那么倔。女孩子脸不能太黑，人不能太怨，真的。。关咏荷很可爱，欧阳有种陈胖子的感觉~20集很精简，蛮好~            
(5星)	 好看！！这个系列都好看！            
(4星)	 以前的tvb剧很不错的            
(4星)	 欧阳震华~            
(5星)	 当初很迷啊~            
(NA)	 好看            
(5星)	 关咏荷的演技真没话说，超赞，大家都超灵超灵的            
(5星)	 大爱！            
(5星)	 小生 娥姐 阿峰 三元 太喜欢啦            
(5星)	 摯愛至愛！！            
(4星)	 超经典的香港警匪片            
(4星)	 经典            
(5星)	 大爱。            
(4星)	 以前的港剧是好看呀            
(5星)	 五星            
(5星)	 真係好鬼中意关咏荷啊啊啊啊……欧阳震华喺呢出戏入面都好得意！            
(5星)	 素娥絮絮叨叨神经质，三元当年真年轻，二妹姐当年才40多看起来真像50多            
(4星)	 突然想再看一次            
(4星)	 没事翻老片子看中 大家都好年轻啊            
(4星)	 关咏荷真耐看。想起之前看的《苗翠花》了。陈小生，很经典的一个角色啊。            
(4星)	 可惜 欧阳震华后来都不怎么演电视剧了            
(4星)	 二妹姐 三元 陈小生 娥姐 经典港剧 不解释            
(4星)	 一票演技派，引领一番师姐威风。            
(5星)	 这部的结局非常完美~皆大欢喜啊~那就让它到此为止吧~后面几部神马变态色魔啊神马主角残废神马各种小三汹涌而出之类的就不看啦~~~第一部最好最好最最好~            
(3星)	 关咏荷+欧阳震华，那时候貌似很喜欢            
(4星)	 妈呀 儿时的回忆啊 欧阳震华 关咏荷 我爱的港人模样              
(4星)	 老早以前看得了，那时候还小，但很喜欢关咏荷和滕丽名~话说那时候看过好多滕丽名演的剧             
(5星)	 好怀念啊~            
(NA)	 他们还是分手了            
(4星)	 长情            
(4星)	 我还记得有很多部、、、、            
(NA)	 当时巨喜欢关咏荷和滕丽名~            
(4星)	 哎。。。。。。。什么火玫瑰什么的都没看过了            
(5星)	 超爱看这种查案警匪片            
(NA)	 从小的疑惑：为什么港台人说话的调调都是一样滴？困扰了我好多年啊！～＝＝            
(NA)	 陀枪系列，看小生的            
(5星)	 童年美好回忆呀            
(5星)	 三元四喜五福+二妹姐+小生=其乐无穷            
(4星)	 这就是从小看到大的电视            
(4星)	 可爱的小生            
(4星)	 最近在重温~            
(5星)	 为什么喜欢娥姐 看了就明白了            
(5星)	 经典！            
(4星)	 娥姐小生三元啊~~            
(5星)	 欧阳震华，你是TVB最可爱的男人！            
(5星)	 没说的。。。            
(4星)	 从小看到老            
(5星)	 想当年            
(5星)	 最爱的港产片之一！            
(5星)	 永远噶关咏荷            
(5星)	 经典~            
(5星)	 非常好看            
(4星)	 那时开始梦想做警察了            
(4星)	 旧时经典。            
(3星)	 小时候特喜欢看。            
(5星)	 哇，太好看了吧。中意三元好多年。            
(5星)	 四个主角都爱，走了一个都不好看。            
(4星)	 想要重温            
(4星)	 hiahia~在微博上看到一张当年面具色魔的照片就想起来这个~            
(5星)	 小时候看的第一部时装港剧。映像深刻，从此爱上港剧。            
(5星)	 她已经不是一部电视剧了，而是我曾经的岁月            
(4星)	None
(4星)	 看关咏荷的第一部戏呀 那个时候叫好几个名 什么神枪师姐 警花档案            
(4星)	 这辈子估计都忘不了这片子了 虽然具体情节一个也不记得            
(5星)	 挺经典的片子            
(4星)	 再也不相信爱情了            
(4星)	 当时大家都还很年轻很青涩呢~~特别是滕丽名、马德钟~~感觉可能当时看还蛮感动的  的确经典            
(4星)	 香港的家长里短讲得很有人情味~            
(4星)	 小时候好像一直在看TVB剧啊。。。。。。。。            
(5星)	 小时候大爱的电视剧            
(5星)	 陈小生堪称TVB剧的经典人物，几大主角的表演也都很出彩。结尾稍显俗套。            
(NA)	 曾经想过做警察，但是没有希望，唯有寄托于电视剧了，缅怀逝去的梦想~~            
(3星)	 这个绝对看过，山东卫视            
(5星)	 五星给我的童年，给童年里的关咏荷。            
(4星)	 小时候和老妈一起看的            
(4星)	 小时候的回忆 觉得两个师姐好帅酷的说            
(4星)	 Bobby与娥姐            
(2星)	 真的很一般，小的时候就不喜欢            
(NA)	 我是看欧阳震华电视剧长大的            
(NA)	 不错            
(4星)	 这个系列只看娥姐的            
(3星)	 其实案情一般，但剧情经典啊！最深刻就是娥姐开雪柜看见人头，到现在还记得。            
(5星)	 还是第一部最好看啦            
(5星)	 永远的爱啊 经典啊            
(4星)	 第一部至爱            
(5星)	 是要有多经典啊，出来了4部。            
(4星)	 挺经典的            
(5星)	 看过好多好多遍            
(4星)	 欧阳震华传说的开始            
(4星)	 最近重回TVB 小生真是绝世好男人！啊啊！迷恋欧阳振华～以后的3部不喜欢，宁愿把关于他们的记忆通通停留在第1部。入的了警署下的了厨房的小生和傻乎乎的娥姐、率直的三元和稳重的程峰，从此过着幸福快乐的日子。可惜戏如人生只有阶段性的结局。谁也不知道下一年，下一月，下一周会怎样。            
(3星)	 小时候看呢~三元爱吃榴莲            
(5星)	 如果当喜剧看，绝对是那时候的经典！我就喜欢“娥姐”有点八婆但美美的样子~~~当时误会陈小生，真是太逗了！            
(4星)	 可以算的上经典了            
(5星)	 非常喜欢，看多少遍都腻不了的电视剧            
(5星)	 平心而论真的是TVB里面很好的了            
(4星)	 三元四喜五福...            
(5星)	 滕丽名！！！            
(4星)	 真心不错             
(4星)	 小生小生~~            
(5星)	 复习一遍，好温馨的剧            
(NA)	 很不错，四个主演都喜欢            
(NA)	 什麼時候重溫一下，兒時的經典。。。            
(5星)	 当年看得很嗨嘛            
(4星)	 初中时租碟看的，不太记得了            
(5星)	 香港警匪片的经典，看了又看，因为之后没什么好看的~            
(5星)	 沈翘，沈翘！            
(4星)	 关咏荷那时候超正            
(NA)	 三元啊、三元TVB             
(NA)	 TVB那时的经典            
(5星)	 还是第一部好啊~~所有人都是那么没烦恼的欢乐着~~            
(NA)	 太经典。            
(NA)	 TVB经典            
(4星)	 怨念            
(NA)	 好像看了，不记得了，打发时间            
(4星)	 看了N遍还是喜欢，当时很特别自豪自己是短发~还是最喜欢魏俊杰和滕丽名这对情侣~            
(4星)	 關詠荷！            
(5星)	 还是第一部最好看            
(5星)	 都是我喜欢的TVB演员~~就因为这部剧啊！            
(4星)	 小学我觉得很怕的电视剧            
(5星)	 又复习了一遍，关咏荷和滕丽名真美啊，欧阳震华还是一样深得我心。            
(5星)	 跟电视看很多遍 其实我也不知道我看过的是哪几部            
(5星)	 还是喜欢第一部            
(5星)	 儿时记忆            
(3星)	 适合无聊的时候看呐。。            
(5星)	 欧阳震华那会还好年轻。。。            
(4星)	 小生阿 ~~~            
(5星)	 程峰三元，曾经真是配到了极点，只可惜戏外却是无果收场            
(5星)	 每个阶段看都有不同的感受            
(5星)	 在豆瓣里翻出了童年的记忆。。。            
(4星)	 和一般電視電影一樣..拍了五部,第一部是最好看的.歐陽胖胖+荷姐,絕對是收視保證            
(4星)	 经典            
(5星)	 大爱呀！·            
(5星)	 记得当初看这片的时候好想吃榴莲和古老肉 看了好几遍            
(4星)	 第一部还是很不错的~            
(5星)	 娥姐            
(5星)	 对不起我最喜欢欧阳震华了            
(5星)	 天啊~我的港剧最爱！曾经多少年前就想过，要是出生在香港，从小就绝不能把眼睛看坏，长大当警察。。。。啊啊啊啊！！！！超级无敌经典！不看后悔4！！！！            
(4星)	 如果不出续集就好了            
(4星)	 喜歡關詠荷            
(NA)	 经典啊经典            
(4星)	 那时候喜欢上的关咏荷。。。真的是个爽气开朗的女子。。。一如她的苗翠花。。            
(5星)	 重温            
(3星)	 小时候最喜欢关咏荷演的戏了            
(4星)	 经典港剧之一。。            
(5星)	 小时候的记忆~            
(3星)	 那时候好喜欢关咏荷的            
(4星)	 当年的经典            
(5星)	 后面的都是狗尾续貂，这一部才是真的经典            
(5星)	 不管最后结局如何，我都希望娥姐和小生在一起，还有三元那一对            
(4星)	 陀枪师姐成就了欧阳震华。            
(5星)	 这部戏里的主角我个个喜欢，当然当年会看的如醉如痴。。98年第一次去香港，当时就在播，只不过那时连字幕都没有，根本看不懂。            
(NA)	 很喜欢关咏荷            
(4星)	 这个印象深刻，大学宿舍里还有人天天放            
(5星)	 如果要选最爱的警匪爱情剧，我想刑事侦缉档案必须排第二。陈小生和娥姐，永远都是我心里命中注定那一对；三元和程峰，戏里深情，戏外嗟叹。            
(4星)	 关咏荷+欧阳震华 为什么不是一对呢 奇怪            
(4星)	 陈小生不错哦            
(5星)	 可爱看了呢！喜欢关咏荷还有欧阳震华！            
(NA)	 经典啊~最喜欢第一部~            
(NA)	 那时候也还是迷得要死            
(4星)	 经典            
(5星)	 大爱三元啊~~~            
(4星)	 小时候真没什么看的            
(4星)	 现在还觉得蔡少芬和欧阳震华是绝配！            
(5星)	 连着的几部都看了~~非常喜欢，很有生活的味道，小生对每个女朋友都很好，羡慕和他和英姿在一起生活费的日子了            
(4星)	 以前标记            
(5星)	 经典之作 陈小生            
(4星)	 小时候的回忆~            
(5星)	 应该看过不下十次，小时候觉得四喜和五福巨美            
(4星)	 非常爱看的一部港剧，当时非常喜欢关咏荷            
(5星)	 小时候很喜欢的啊～            
(4星)	 TVB经典！            
(NA)	 绝对给力            
(5星)	 关咏荷超爱啊！            
(4星)	 好小的时候看的。            
(2星)	 垃圾            
(4星)	 适合全家一起看            
(4星)	 大爱胖欧阳            
(5星)	 荷姐那会儿好年轻啊            
(4星)	 实在是太经典了！！            
(5星)	 看过许多片了，非常喜欢！            
(5星)	 谁没看过啊            
(5星)	 喜欢港剧就因为它！            
(4星)	 始终是第一部最好            
(4星)	 也是经典系列，还是1最好看            
(3星)	 看过            
(4星)	 记住了关咏荷！            
(4星)	 豆瓣是个寻找回忆的地方            
(5星)	 从小就看            
(5星)	 经典            
(5星)	 童年            
(NA)	 经典经典！！！            
(5星)	 最喜欢TVB的一部~娥姐小生真是太般配            
(5星)	 欧阳震华系列            
(NA)	 我就是看着你们长大的            
(4星)	 喜欢他俩搭            
(5星)	 小时候最爱的港剧            
(5星)	 一总是最好的            
(5星)	 经典啊，每年暑假有台放，我就看            
(NA)	 为什么现实中的他们这么残酷            
(5星)	 ！！            
(3星)	 不太记得了            
(5星)	 重温旧梦。            
(4星)	 第一部是经典            
(3星)	 从此鲍国平成为了一个代号            
(4星)	 第一部的經典，現在還能想到裡面關於榴蓮的那個細節            
(5星)	 第一部真正家喻户晓，广受好评的港剧。            
(3星)	 角色名字真好笑。            
(4星)	 第一部这个真的很好看。            
(4星)	 当年。。。            
(NA)	 好看啊            
(5星)	 小时候的回忆呀            
(5星)	 这是陪我长大的电视剧            
(5星)	 经典            
(NA)	 经典之经典~            
(4星)	 故事情节基本不记得  不过记忆中印象还是很好的            
(5星)	 当年还是现在还是很喜欢            
(5星)	 第一部最好看            
(4星)	 关咏荷版本是经典            
(4星)	 很有爱很欢乐            
(4星)	 港剧的美好回忆啊            
(4星)	 啊~~~~~            
(5星)	 我记得当初可喜欢了            
(4星)	 TVB再也做不出这种经典了            
(5星)	 个人认为这是香港90年代最好的一部电视剧，思想很阳光，而且宣传的是女权主义，剧中即便是坏人也有动人之处！无论从哪个角度看都很完美！超爱~~~            
(4星)	 又是小时候记忆            
(NA)	 钟情TVB            
(5星)	 很帅            
(5星)	 经典！            
(5星)	 最爱            
(5星)	 这四个都爱到不行啊            
(4星)	 小生很帅。            
(NA)	 从这个片子上爱上蔡少芬~            
(4星)	 三块钱，男人头……            
(5星)	 翻出来回顾回顾            
(4星)	 四部都看过。。。            
(5星)	 真是看了无数遍了，百看不厌哈            
(5星)	 就是不喜欢关咏荷。            
(4星)	 关咏荷欧阳震华搭档一定看            
(4星)	 娥姐~~            
(5星)	 经典中的经典            
(5星)	 港剧中的经典，很喜欢关咏荷和欧阳振华。            
(NA)	 10年人事幾番新啊啊啊            
(3星)	 放假电视天天演= =            
(NA)	 这是最喜欢的港剧 好几部都爱看            
(4星)	 高中时期在浙江卫视看的，当时很迷恋。            
(4星)	 能够跟小时候联系在一起的东西，记忆里最后都变成了最好的。            
(4星)	 经典昂            
(5星)	 鹅姐！！小生。完美配对！            
(4星)	 可惜了滕丽名魏骏杰。。╮(╯_╰)╭            
(4星)	 关咏荷很会说话啊            
(5星)	 看了N遍- -            
(5星)	 反正初中的审美下，觉得超好看            
(4星)	 小生 素娥 三元 程峰…… 好多熟悉的名字直接就跳出來了            
(5星)	 可惜了魏俊杰滕丽名一对不能终成眷属...            
(4星)	 跟着姑姑真是。。。看了不少。。。。不少的香港片。            
(4星)	 想当年追了很久啊 ~  为什么奇艺上没有呢  高清的找不到啊 杯具 鉴证实录 法证先锋  奇艺上都有啊！！！！！！！！            
(5星)	 我是多么多么的喜欢三元和程枫。只可惜，现实中他们分手了。            
(4星)	 算是欧阳震华成功定位的鼻祖作品。            
(5星)	 经典港产警匪片！三元、娥姐。。。            
(4星)	 呵呵，最早看欧阳震华演的港剧！            
(5星)	 三元 真好看哪 嘿嘿            
(5星)	 大生、二妹姐、三元、四喜、五福、小生----这一家子的名字太有爱了~第一部太经典了，看过最多遍，让我记着了滕丽名，也记着了她和她先生的爱情~~~那会太小，可能不知道啥是电视剧套路，反正那会觉得太棒了。            
(4星)	 很喜欢欧阳啊。            
(3星)	 当时好喜欢魏俊杰的……            
(5星)	 那年我还是个小孩            
(5星)	 第一次认识滕丽名，欧阳震华~            
(5星)	 经典            
(NA)	 非常喜欢第一部！            
(5星)	 经典            
(NA)	 似乎看过            
(4星)	 走出了个关咏荷还有滕丽名。@Home            
(4星)	 觉得第一部里面程峰最没用啦 动不动就着整翻的 陈小生是好男人             
(5星)	 只喜欢这部~            
(3星)	 物是人非。            
(4星)	 情节都有点想不起来了，太久远了。            
(4星)	 1最好看            
(4星)	 个人比较喜欢的港剧之一，质量很高。            
(5星)	 娥姐和小生好有爱的一对 也喜欢三元和程峰 程峰前女友好丑 不喜欢她            
(4星)	 只看过这个第一部，后来几部编剧编的太狗血了            
(4星)	 魏骏杰看见三元穿婚纱时的眼神至今印象深刻            
(NA)	 看了一遍又一遍，还是觉得很美好            
(3星)	 跟刑事侦缉档案，烈火雄心一样都是小时候探案剧的记忆，第四部通通54。。            
(5星)	 这个系列都是这个分            
(4星)	 一夕，二妹姐，三元，四喜，五福，六道，七夜。哈哈，当初的玩笑。            
(3星)	 印象不深刻。就记得我妈说欧阳震华不错            
(NA)	 天哪当年我追此剧追的乐此不疲……            
(4星)	 还是娥姐最经典了            
(NA)	 三块钱～～～            
(4星)	 喜欢死了.            
(5星)	 就喜欢看这部            
(NA)	 好看 感人            
(4星)	 娥姐+生哥=绝配            
(4星)	 90年代             
(4星)	 最近闲暇的时候在回顾            
(5星)	 我喜欢滕丽名~~~            
(4星)	 虽然现在记不清剧情了，但是我记得你好看。            
(4星)	 such a long time ago            
(3星)	 不喜欢第二部的安排，但是从此我对强X有了特殊的排斥。            
(5星)	 经典啊经典            
(5星)	 我最爱的三元和阿峰分手了            
(4星)	 消磨时间不错的            
(3星)	 小学的记忆            
(5星)	 真的有人没看过这部剧么==            
(NA)	 小学看的            
(5星)	 没有第一部哪来的后面，很好看！~当时上初一的时候看的，天天看！            
(4星)	 好喜欢短发的滕丽名，清新~魏骏杰那时候也算帅哥一枚~            
(NA)	 回忆。            
(NA)	 魏俊杰比较帅            
(NA)	 开始喜欢Bobby!            
(4星)	 那是一个属于港剧的时代！            
(5星)	 最爱这一部。。小学三年级的时候看的吧。。            
(3星)	 看点就是欧哥关姐...呵呵            
(5星)	 程峰。哈哈，好怀念。三元、小生。。            
(4星)	 娥姐。            
(NA)	 魏骏杰和滕丽名配。            
(NA)	 滕丽名            
(5星)	 多少年的经典啊            
(4星)	 属于TVB的时间。            
(5星)	 这部剧让我知道，原来女警这么帅！现在再看却有点儿小小心酸，三元程峰啊、、、、            
(4星)	 tvb拍了那么多片子，真正在中央臺上映過的有多少？所以《師姐》很難得。            
(NA)	 程峰为何会死？编剧啊~~            
(4星)	 关姐姐            
(3星)	 最后的最后，程SIR在中年发福以后，和我同学的同学一个毫不起眼的女人结婚了。。。。。。。人生真是狗血的剧情            
(5星)	 经典            
(5星)	 没有关咏荷这部剧就没什么意思了            
(4星)	 只是记得当时港剧很火 当时觉得挺好看            
(3星)	 港剧一德行。            
(5星)	 怎么这么好看的呢            
(5星)	 太记忆犹新了！！            
(4星)	 喜欢喜欢喜欢~！            
(3星)	 廉政英雌以后为了追关咏荷看的。            
(NA)	 茹果～            
(5星)	 最经典的一部，TVB里我的最爱。看的时候超开心，拥有我喜欢的电视剧里所有的元素，推理，警察，爱情，幽默            
(4星)	 第一部最好看，以后的都很一般            
(5星)	 陀枪师姐是经典的港剧之一了，TVB拍得最好的就是警匪片。            
(5星)	 bobby同娥姐永远都系绝配啦！            
(3星)	 我喜欢bobby的枪啊            
(4星)	 好多部···            
(4星)	 第一部是无认为最嗲额..当初额魏骏杰还是老灵额            
(4星)	 关咏荷and欧阳震华            
(5星)	 tvb经典职业剧            
(NA)	 小学时看得，很好吧。现在就不这样认为了。             
(5星)	 很久以前了            
(5星)	 最喜欢的一部港片            
(4星)	 小生只能和娥姐一起。那个时候的三元简直丑得惊人。            
(5星)	 警花们~！            
(5星)	 陈小生&amp;朱素娥，陈三元&amp;程峰~当然还有二妹姐            
(4星)	 看完之后立马改志向要当警察            
(5星)	 小时候在自己的小屋子里，晚上关了灯看，很有感觉......当时还看了陈小春版的《鹿鼎记》，也很棒！            
(4星)	 年轻时稀饭的剧啊            
(5星)	 1是经典。            
(5星)	 哦，当时我就是对着电视机拿出胶片相机，狂按，所谓的翻拍剧照就诞生啦~~~然后洗出来剪刀剪一剪，放在相框里~~呜哇哇，现在家里还有呢~~~就是你！拿着手枪的女人~~~            
(NA)	 哈哈，陈小生。            
(5星)	 不得不说这是我最爱之一…            
(4星)	 小学最爱看的港剧之一~            
(3星)	 三元！            
(5星)	 当年的魏俊杰和滕丽名多配，可惜好景不长。一个发了福，一个也老了。            
(5星)	 一代经典啊            
(4星)	 小学三四年级的时候看的吧。。哈哈都10多年了。。嗯嗯。。经典。            
(4星)	 tvb的老片子 属于百看不厌的那种             
(4星)	 永远的欧阳震华，他到底在tvb混了多久？演了多少啊？            
(NA)	 因为它，我小学中学写作文“梦想的职业”永远都是警察警察警察...            
(4星)	 明天的事没有人会知道。感叹一对情侣的合合分分，时间真的能冲淡一切吗？女人真的很需要眼光，有时觉得看相也不一定毫无道理。            
(4星)	 1998年            
(NA)	 经典            
(3星)	 经典，后面有点血腥阿。            
(3星)	 经典港剧。。。            
(5星)	 虽然总是没办法把这部片子看全，但一想起总是觉得暖暖的。            
(4星)	 为什么滕丽名的角色不是给傅明宪....            
(5星)	 经典老片，百看不厌！            
(4星)	 特别喜欢陈小生..            
(4星)	 第一部是最好的             
(4星)	 关咏荷阿姨在我小的时候告诉我：这个世界就是这样，爱拼才会赢。            
(3星)	 陀枪系列我不认为是经典。            
(4星)	 回忆中的经典片，喜欢“阿峰”这一对。            
(3星)	 前面还算好看，后来越拍越差，蔡少芬那部...            
(5星)	 欧阳震华和关咏荷就靠这部剧活着了，呵呵。。。            
(4星)	 香港警务剧先锋，必看啊……滕丽名同阿杰散佐真系好可惜            
(4星)	 经典不言而喻            
(4星)	 三元很man~            
(4星)	 系列剧。。当年风靡一时。。经典之作。。            
(4星)	 经典            
(5星)	 魏俊杰同滕丽名”挞“着之作。无谓多讲，小生同娥姐系经典，三元同程峰当年真系好登对噶~~            
(5星)	 最喜欢的关咏荷TV。。荷姐+小生简直绝配。。另一对也很灵。。哈哈。。二妹等等超搞笑。。            
(NA)	 好看！            
(4星)	 喜欢..喜欢..老剧..一直那么好看            
(5星)	 看了无数遍，喜欢短发的滕丽名            
(NA)	 话说TVB的警察剧当年还是很喜欢的~~            
(4星)	 经典就是经典呐...永恒的陈小生~永恒的陀枪师姐~ 真是喜欢死第一部里面小生的好男人,素娥一开始的絮絮叨叨文职女警啊~            
(4星)	 欧阳震华和关咏荷的黄金搭档            
(4星)	 三元            
(5星)	 陈小生最有爱了            
(4星)	 年少时的回忆~            
(5星)	 永远第一部啊！            
(4星)	 当年觉得第一代陀枪师姐的名号很给力 也不知道是不是真有其人 后来的警匪剧还恶搞过            
(4星)	 我的妈,被地方电视台重播了无数回.            
(5星)	 好爱二妹姐啊~~            
(5星)	 陀槍師姐系列。。很難不給滿分！            
(4星)	 第一部最好            
(5星)	 TVB一去不返的黄金时代……            
(5星)	 TVB 的剧都是第一步最好看  这部也是家喻户晓的            
(NA)	 不明白为啥会拍那么多续集            
(5星)	 怎么看怎么觉得好玩的连续剧！哈哈！经典TVB            
(3星)	 把不到荷姐的欧阳胖子            
(5星)	 1 3 最精彩            
(5星)	 经典~            
(NA)	 還是第一部好            
(5星)	 陈小生，哈哈            
(5星)	 经典啊……            
(NA)	 怎能忘记这部让我爱上滕丽名和魏俊杰的剧呢。            
(5星)	 欧阳震华。。            
(5星)	 好怀念T______________T            
(NA)	 每放每看！            
(5星)	 陈小生，太有爱了            
(4星)	 也看过比较久，而且貌似不是很全···就记得里面三元好惨啊            
(NA)	 关咏荷            
(5星)	 很喜欢，超级好看，不过没有第五部了，很遗憾。            
(NA)	 经典            
(4星)	 陈三元啊。。。            
(5星)	 最喜欢的一部电视剧            
(5星)	 第一部最好看。。。            
(NA)	 小时候的回忆。港剧的特点就是换一部剧人不变。            
(4星)	 记得很多续集之类的。忒害怕里面那个变态强奸犯。够入戏。             
(NA)	 翁文成记忆犹新            
(4星)	 好喜欢三元~            
(5星)	 港剧经典之作            
(4星)	 前几部挺好，后面换人了不爱看了。            
(3星)	 记忆中的了。            
(5星)	 很怀旧啊...小时候超喜欢~~~            
(5星)	 这个，追TVB的必须看            
(NA)	 港剧经典            
(5星)	 不错            
(5星)	 全家都喜欢。            
(5星)	 陈小生 标准的内涵哥 哈哈~            
(4星)	 经典            
(4星)	 娥姐~~            
(5星)	 当时看的只对着电视哈哈傻乐！            
(5星)	 经典TVB            
(4星)	 我喜欢看陀枪师姐。            
(4星)	 那个英姿飒爽的女警呦，哈哈            
(5星)	 爱死这部了、、怀揣多少记忆啊、、            
(NA)	 经典            
(5星)	 三元！！！            
(4星)	 不经典怎么会拍了5部            
(5星)	 小时候的记忆，不错~            
(4星)	 经典银幕情侣——关咏荷+欧阳震华            
(4星)	 小时候看的TVB剧了 一直觉得很好看~            
(4星)	 这是第一部 因为第一部喜欢上关咏荷和滕丽名            
(5星)	 三元后来很可怜。            
(3星)	 初高中的梦想是做香港警察            
(5星)	 不用说了            
(5星)	 陈小生陈小生陈小陈小生陈小生陈小陈小生陈小生陈小陈小生陈小生，上天赐我一个陈小生吧~！            
(5星)	 那个年代的经典~~            
(5星)	 香港原生态            
(4星)	 港版的逮捕令~            
(4星)	 陀槍師姐~~~經典破案            
(5星)	 啊拉。。。三块钱好萌的            
(NA)	 每一部都看过的，很喜欢。            
(NA)	 警匪片的启蒙            
(3星)	 记得全家人一起看破案，那段时光过去了好久~~            
(5星)	 经典就是经典            
(4星)	 好象不管什么电视，还是第一部最好看。            
(4星)	 经典的第一部            
(4星)	 TVB永恆的經典系列。            
(5星)	 陀剧系列就这部能顶看。但是通病在办案效率很慢。案子也比其他几个警匪片更残酷。            
(5星)	 哎，还念那岁月，那小电视，那小日子~            
(5星)	 喜欢看TVB~好像没有看完整。等老了回来再补补。            
(5星)	 极少数能让我感动到流泪的港剧，绝对经典~也从这部戏还是喜欢上了关咏荷。            
(5星)	 还是第一部最经典~~            
(3星)	 那个时候觉得魏俊杰好帅            
(5星)	 怀念那个tvb最好的年代            
(NA)	 续集很讨厌的！            
(5星)	 不知道是多少人心目中的经典            
(5星)	 经典            
(4星)	 呢出都好得架！            
(4星)	 当时特别特别的喜欢，剧情都烂记于心            
(5星)	 算是很经典的戏了，否则也不至于1234那么多部。4始终没有看。里面两对恋人都很经典~~~~好像回看了很多遍了            
(5星)	 十二年了，当年三元问程峰：“你会不会娶我？”程峰说：“傻丫头，明天的事情谁会知道，说不定明天你把我甩了。”一语成谶，多讽刺啊            
(5星)	 经典港剧            
