http://movie.douban.com/subject/4320255/	摩登新人类
(5星)	 夏红果为什么喜欢谢非凡呢 最后一集我觉得谢非凡很自私 怎么可以叫女生不顾自己的爱好 只是呆在他身边呢 他家那么有钱 他可以去看红果嘛 真是认真你就输了 可怜的凌桀和温雪            
(3星)	 之前跟电视台看的。。。。            
(3星)	 轻喜剧            
(4星)	 陈柏霖原来的感觉又回来了哈~故事比较老套，人还是很好看滴~            
(3星)	 女主太矫情了，嗲得我骨头都酥了...结局不好。看了我三十集啊...结果就亲了两次啊...            
(1星)	 第一集都没看完。            
(3星)	 没有期待的好            
(3星)	 多么希望最后是凌桀最后跟夏红果在一起、            
(3星)	 陈意涵的表演很可爱，胡歌的角色性格不大讨喜。故事编造的太过刻意。            
(5星)	 嗯嗯。很稀欢。。。还是觉得胡歌伤疤各种纠结。。。。。。            
(3星)	 虽然是非常没有悬念的剧情 但至少俊男靓女饱眼福啊~~   话说其实直接看那个半小时的剪辑就ok了   电视剧是在是太拖太没营养了。。。。            
(4星)	 蛮不错的一部电视剧 值得一看            
(3星)	 哎 为了歌哥和小灵仙儿才看的 但是很失望            
(NA)	 很喜欢陈柏霖！！！觉得红果特别可爱~            
(3星)	 同为老胡而看，凑活着。            
(NA)	 相比较无懈可击之高手如林，还是比较喜欢这部，不过陈意涵是亮点，两个男人都有点失色。            
(5星)	 一群追梦的人。有大爱的大发，和看了剧后恋上的柏霖。            
(3星)	 羡慕菜鸟窝，可是现实中很少吧。。马思纯不错，看不出来是第一次演。胡歌转型还可以。。恩。            
(3星)	 后面剧情真的好狗血，绕来绕去的。不过各位主演还算养眼，尤其是红果，凌杰和非凡，可以看看。            
(3星)	 胡歌现代剧很会装逼            
(4星)	 赞 喜欢里面的夏红果 至于胡歌 我感觉他演那些“金领”人士有些怪怪的 呵呵 瑕不掩瑜            
(3星)	 陈大发眼睛真的好大            
(4星)	 故事挺清新的，可惜&#34;加油&#34;太多，老在&#34;唱歌&#34;(然歌是好聽)，男一的感情領悟收尾太潦草。可惜了胡歌，只覺呆，演不出壓抑的性格設定。大發可愛如昔，但稍微過頭。80演技自然，笑容秒殺多加了一星。            
(5星)	 挺起            
(2星)	 主演都不错，就是烂剧本，非凡该和温雪一对，大发和陈柏霖是一对，否则都好奇怪。温雪好漂亮~~为温雪再加一星~            
(3星)	 开头还行。越到后面越不想看了。            
(NA)	    我希望雨果跟凌桀在一起              
(5星)	None
(2星)	 ╮(╯▽╰)╭，接受无能            
(4星)	 东南卫视 我每天都准时收看 一天两集  可是没看到结局小学生喜欢非凡 非凡喜欢温雪 温雪喜欢大萝卜 大萝卜喜欢小学生 小学生喜欢非凡 非凡喜欢温雪 温雪喜欢大萝卜 大萝卜喜欢小学生            
(4星)	 大发萌死了~            
(3星)	 男一号真无聊。。。。            
(2星)	 演员都很好看 内容太过白痴 光看演员的脸也只够撑住一集            
(NA)	 扯淡剧            
(3星)	 整部电视剧有一半都是音乐配回放的，压缩下应该也就二十集，不过冲陈意涵还是看完了。            
(5星)	 特别讨厌男一男三  喜欢女一男二女三女四女五女六女七            
(3星)	 kill me！            
(NA)	 该剧标榜的青春、励志、职场很吸引我，同样是职场菜鸟，希望能从电视剧中汲取一些有用的东西，应用到现实生活，这才是电视剧应该起到的作用！            
(4星)	 一群叫嚣着独立自强却依旧依附着富二代发展起来的年轻人，果然无论怎么编剧终逃不过现实~剧情人物家庭关系的设置不喜~不过演员都不错，拍的也挺漂亮            
(NA)	 喜欢大发~~沈蔷也很美啊            
(NA)	 看到5集，弃之。            
(4星)	 觉的自己和沈蔷好像啊，但是能也给我一个秦天            
(3星)	 上班无聊看这个是最佳消遣。接下来准备看老胡的无懈可击。话说这似乎是第一部，男一男二我都挺喜欢的。至于女主又圣母了运气还贼拉酷的好，我不想说她什么的。这是个童话故事的世界。都没有一个坏人的。都是想坏坏不起来的类型。(⊙o⊙)…没有说服力的故事。不过，还算能看。            
(3星)	 还是喜欢男2~            
(5星)	 就是喜欢陈意涵   从这部戏开始又喜欢陈柏霖了            
(3星)	 其实胡歌和陈意涵 我都很喜欢 无奈 看这个的时候 正在看 高手如林两部片子 无论从人物造型 还是场景布置上 都形成了鲜明对比…… 这片子 本没下够啊……            
(NA)	 菜鸟窝的友情真是很让人羡慕呢            
(5星)	 一个“女小色狼”和一个“笨蛋王子”的故事            
(4星)	 陈柏霖其实蛮有味道            
(4星)	 虽然剧情很搞，但是还是蛮好看的，看着挺乐得~~就是这个编剧有够搞的~~            
(4星)	 虽然情节很傻，但是还是有被那些友情小小的感动到T T            
(5星)	 男一和男二我都中意啊-。-肯定五星啊······· 他们竟然在一起拍戏……太神奇了-。-            
(NA)	 一般般            
(4星)	 不够现实 更多希望凌桀和夏红果在一起 看得有点小纠结            
(NA)	 很喜欢里面的陈柏霖....这就是男人不坏女人不爱吗？？？            
(5星)	 无意中发现不错的电视剧 很励志 很想上 很乐观 很感动            
(3星)	 一直追着看，看完了 没什么可看的感觉            
(1星)	 烂片啊，看了这片以后特讨厌陈意涵            
(5星)	 梦想 爱情 友情             
(2星)	 四角恋乱 结局比较草率 青春励志显示在了莎莎，凌杰跟二号女主角身上 红果有幻想只是凭运气，非凡这人物还可以深挖一下 还是有些不切实际的爱情~ 要不是陈柏霖 胡歌两大帅哥撑着 剧情感觉不够精致很多破绽 哎 我倒比较喜欢胖子跟莎莎那一对 实际一点 那啥沈蔷那对太韩剧狗血了 总是嘟着嘴 从电影《奋斗            
(4星)	 友谊万岁！~            
(3星)	 我竟然看完了…            
(2星)	 剧情。惨。不。忍。睹。。。            
(NA)	 陈柏霖、我喜欢的(╯3╰)            
(3星)	 剧情太不给力，浪费了这么好的卡司。            
(5星)	 红果非凡凌桀温雪莎莎华仔沈蔷菜鸟窝天台晚餐。            
(3星)	 大发            
(2星)	 为了大发而看            
(2星)	 两分给我喜欢的陈意涵和较喜欢的陈柏霖。。。。            
(3星)	 我爱蛋形沙发，我爱胡歌，我爱陈大发。哈哈~            
(5星)	 是觉得搞笑才觉得要看，但发现看下来的感觉很温馨。虽然剧情老套了点，但是就是喜欢这种感觉            
(4星)	 剧情很紧凑，虽然有三十集但不感觉拖沓。虽然具备富家男主贫民女主、两代恩怨、身世之谜等老套偶像剧元素，但剧情不狗血，跳过了以往影视剧的种种纠结泥潭。台词也精炼，看过一遍，没发现什么不恰当的地方。演员选择也很合适，演技都不错，外女主好可爱啊！！总之，算是比较有新意有看点的大陆偶像剧！            
(4星)	 好吧，话说我俗了，装逼天真肥皂剧万岁！            
(3星)	None
(3星)	 陈意涵的装可爱真是有点受不了啊。            
(3星)	 演员都是我喜欢的。剧情老梗。            
(4星)	 每次看到凌桀和红果的戏份都特欢喜，其他的都几乎是快进看得...*×*            
(4星)	 转一句看过这部剧的一个评语“本来里面的插曲还不错 ，可总是放就...有点”            
(2星)	 二            
(NA)	 好卡哇伊的陈意涵~~~~~            
(4星)	 没有男主女主间的爱恨纠结，没有女二号的心狠歹毒，没有男二号的情深意重，一部不同于以往的偶像剧。每一集都充满了爱意，充斥着梦想。            
(5星)	 好可爱的一群人啊            
(4星)	 哟西，复杂的四角恋。头一次见男主在第二十五集才对女主有一点感觉。  不过我喜欢陈柏霖啦，我的菜。            
(4星)	 被减的有点莫名，但是过程还是好滴，演员都是喜欢滴！谢非凡不讨喜，陈意涵萌！            
(3星)	 啊啊啊!!! 不要啊 不要啊~            
(4星)	 这个夏天~最后一部励志偶像剧~虽然没有一集一集看完~~ ps，--。--！不得不承认，陈柏霖这样看起来痞痞怂怂实际上善良也温柔的的男生，是我的style~ 喜欢这样的类型压力多大呀 嘿嘿~            
(5星)	 这本电视剧是来自八个人甚至是更多人的经历所形成的，可能如社会后的同志会更有体会，羡慕；来自画布存的红果，喜欢她的那份纯真，可爱，陈意涵演的不错~~~            
(NA)	 除了不喜欢胡歌 其他都还好。。。            
(5星)	 还不错的            
(5星)	 前星期刚看好，绝对支持胡歌啦，就是觉得虽然讲摩登讲时尚，但人物的造型场景都还不够~            
(4星)	 看着玩么。开心就好。            
(3星)	 作为一部青春励志电视剧……太偶像了！！而且是90年代的那种偶像范儿= =我回想起来，都不知道是什么支撑我看完它的。            
(4星)	 剧情一般，但很喜欢胡歌跟陈意涵            
(4星)	 我心水的大发加大萝卜…双陈嗳…可是…陈大萝卜你肿么成了炮灰…&gt; &lt;~还有…大发…你可爱的有点过头了…胡歌算是转型成功了吧～整部剧还是比较有爱的…            
(5星)	 看完以后，我觉得自己开始对梦想有更深刻的执着了。            
(3星)	 虽然标记看过。但其实跳着看的。虽然不好评价好与坏。消磨时间的话可以看。            
(NA)	 本人本来就喜欢许多人在一起住类似的电视剧，例如爱情公寓，但摩登注重感情和职业，我在他们的身上看到了新人类的努力和敢爱敢恨，很不错，真的值得看            
(3星)	 很喜欢陈柏霖            
(4星)	 主角都是我心水的 怎么可能不爱嘛！！！！  好帅好可爱！！！  剧情都是浮云！！！看表演~~~            
(3星)	 剧情一分好么= =            
(3星)	 就是太扯了。。。无逻辑啊！            
(NA)	 我觉得蛮无聊的剧情啊~虽然个人还蛮中意陈柏霖跟大发的，到真的不想忍下去…            
(3星)	 虽然我一直喜欢男主和女主幸福的在一起，可是这部剧从开始我就希望红果和凌桀在一起，这样的男主不讨人喜欢啊~            
(5星)	 狠喜欢。            
(4星)	 其实剧情蛮烂的，很多细节都处理得很不好。但是胡歌很帅，陈意涵很靓，陈柏霖很有爱。当然让我心向往之的是菜鸟窝温暖的家庭生活            
(3星)	 陈意涵已经不是当年的小灵仙儿了，拜托别再卖萌了。            
(4星)	 最后胡歌帅气的出现 我就原谅了 女主角没选陈柏霖了            
(5星)	 只为看胡歌演绎的魅力非凡~            
(3星)	 挚爱帅哥美女。就这样而已。女追男，fighting            
(3星)	 表演剧情都生硬~冲着胡歌看的，结果被陈柏霖感动了下~~陈意涵真心很萌&gt;&lt;            
(3星)	 冲着陈意涵和胡歌看的。。男一的性格不如男二给力，故事主线又过多。。居然安排了四条感情线。。而且主次不明显。。越看到后面越觉得坑爹。            
(5星)	 一群青春的人            
(2星)	 制作蛮精良，但剧情脱节语言古怪。呃胡歌竟然很呆，全靠陈意涵辛苦支撑            
(4星)	 2011年8月8日 0点整播放最后一集片尾 太巧了吧            
(2星)	 无聊。            
(4星)	 好喜欢陈意涵的大眼睛~~            
(5星)	 刚开始看，觉得还不错！~            
(4星)	 冲着大发去看的。大发把水瓶座的神经质演的好真实。            
(3星)	 主要为了看他们3个。。            
(3星)	 ……觉得剧情非常的脱线……胡歌像机器人样的…………很是纠结……            
(5星)	 这分真心是为了主演打的~三个我都好喜欢！            
(4星)	 80 陈意涵 很舒服。。结局在一起就好了。。。            
(NA)	 很快的看完的 喜欢菜鸟窝的感觉 但是不喜欢非得这么搞四角恋 最后结果还不清不楚            
(5星)	 华丽丽地被阵容萌翻~~            
(5星)	 好好看。。他让我想起了很多。想起了你。想起了以前傻傻告白的自己。。            
(3星)	 我是来看几个主角的~~~            
(4星)	 冲发发去的            
(3星)	 狗尾续貂！            
(3星)	 陈柏霖你不能够就这么残了呀，好歹眼神还是纯净的            
(4星)	 真心希望大萝卜和小学生在一起……            
(3星)	 浪费了柏霖大发胡哥哥。。。大发还是少开口为妙~~~            
(4星)	 梦想~每个人都需要梦想！            
(4星)	 陈大发在这部剧里存在感实在不高啊，我还蛮期待他和陈80的对手戏，无奈人家只爱外表光鲜亮丽魅力男！倒追也追的很假啊。。。            
(4星)	 我更希望红果和凌桀在一起            
(5星)	 一气呵成看的哦。不错不错的。体会到了久违的那种心动的感觉。编剧不错哦。陈大发演得很萌啊。            
(3星)	 被开头吸引，看到十三集都还不错，不过后面越来越烂了，到最后有点虎头蛇尾的感觉了            
(3星)	 还不是演员挑得好~哎            
(3星)	 整部剧的逻辑还是不能理解~只为小萌神和陈柏霖~~~凹~~~CP站错边~~~~胡无趣好无趣~~~~~            
(NA)	 适合小时候看 ^ ^            
(3星)	 东南卫视刚播放完              
(3星)	 看了第一集，哈哈，挑战人的智商啊。            
(3星)	 完全冲演员看的！            
(5星)	 清爽，喜欢大发            
(2星)	 如果一部电视剧有很多你爱的演员却无法吸引你，真的太失败了。            
(NA)	 看完了、、、真的蛮喜欢的。。。喜欢菜鸟窝。。。            
(4星)	 我想评三星半            
(2星)	 即使主演都是喜欢的人 但剧情实在吸引不了人。            
(4星)	 很喜欢里面可爱的红果，如果我是男生也会很喜欢她的。不过结尾着的是太潦草了 ，有好多故事都没有说，匆匆就结束了 很遗憾            
(3星)	 海报怎么那么萨比            
(NA)	 陈意涵实在太可爱啦~            
(4星)	 为了胡老板            
(4星)	 蓝色大门的那个陈柏霖回来了，陈大发还是很小灵仙儿，至于胡歌 还是仙三的痞子气合适            
(5星)	 哎呦 看着很不错哦            
(4星)	 陳意涵、胡歌、陳柏霖。然後也爲了馬思純。而打的4分。其實劇情來看是挺爛俗的。但是還是讓我哭到一塌糊塗。很喜歡陳意涵在劇中的那種積極態度與努力。我也要爲了自己的夢想而努力。            
(3星)	 沖著胡歌看的，不過劇情比較白，看第一集就知道後面會發生什麽，沒有驚喜沒有意外，所以只能給3星。            
(4星)	 女主角是心头大爱，微笑皱眉都能牵动我的情绪。最近总是在看励志的剧么            
(5星)	 一部让人看了很哈皮的剧~~大爱陈大发            
(3星)	 胡歌再次证明演技和人品和人气无关            
(3星)	 帅哥家美女~~            
(4星)	 凑合看吧！！为了陈柏霖！！            
(4星)	 我是觉得这部电视剧的剧情是很老套的了。            
(NA)	 小学生和大萝卜是多好的一个组合啊~~柏霖演的灰常好~~            
(4星)	 越到最后编剧越是扯淡 ..   编剧大姐快把我们胡歌变成文艺小青年了 。您让胡歌念诗阿  ..   我无语到底 。。            
(3星)	 我居然看完了这部女一喜欢男一，男一喜欢女二，女二喜欢男二，男二喜欢女一的狗血励志偶像剧，真是坑爹啊，不过胡歌真的和每个女的都很搭            
(4星)	 只为老大！            
(4星)	 201107...            
(3星)	 每个人最终都会收获自己的幸福。胡歌和陈意涵蛮萌的，可是看到陈柏霖的男二被炮灰了，感觉有点可惜呢，毕竟他的感情感觉比男一胡歌更真挚勇敢呢            
(4星)	 虽然剧情拖沓但是菜鸟窝类型的题材多少加点分吧以及OST还蛮中意的~            
(NA)	 本来很期待，大概网络版剪辑掉太多，有些地方跳太快。。。看到后来觉得大发和80比较有爱额。。            
(3星)	 不是我不喜欢胡歌，而是陈柏霖和陈意涵浓重的台湾腔时刻让我觉得他俩才是一国的...剧情坑爹，陈柏霖这么文艺小清新，陈意涵本来也可以文艺小清新（还是陈琳那个角色适合你，这剧了有点作），非来拍什么呕像剧...胡歌挺帅，没了。两星给陈柏霖，陈意涵加上胡歌的颜再加一星            
(NA)	 陳柏霖陳柏霖陳柏霖~~~凌桀和紅果！小學生和大蘿蔔超有愛！~~~~            
(3星)	 其实最感动的还是秦天和沈蔷的爱情！那个破一百万表白写的太感动了！            
(5星)	 喜欢他们青涩的表演，看完了还有点舍不得            
(4星)	 毫无疑问，结尾是尽可能做到了价值观正确的。给我那样的选择，也是意大利，守望谢非凡。【2011.08.22】            
(2星)	 算是陈大发的滑铁卢了吧            
(4星)	 喜欢胡歌，也爱陈意涵，熬了我两天，总算看完了，虽然有些部分很假，结局过程也很纠结，但是anyway，有爱的结局和欢乐的过程也足够了            
(5星)	 小学生应该和大萝卜在一起的嘛!!!            
(4星)	 偶像剧里算不墨迹的了，挺好挺好的            
(3星)	 第一集就让我想起以前哭着喊着要给《旅行者》打工的梦            
(4星)	 发现陈柏霖很帅么。。胡歌也不错。。四星给我喜欢的马思纯陈意涵~~剧情而言不够新 而演员选得不错            
(5星)	 只是冲着陈柏霖而已。看完了发现学到了很多还蛮感动的            
(4星)	 陈柏霖加陈意涵……如果男一男二换一下就完美了            
(5星)	 完美大发，极品不解释~~~~~~~            
(5星)	 哎呦，一看女主是陈意涵就乐坏了，然后胡歌真的好帅好帅啊，这部戏的男女主角都不丑，值得推荐，要是时代潮流真的如里面红果说的不花钱那就真的好了            
(5星)	 很棒~很喜欢            
(4星)	 剧集不错啊我N年没正经看过国产剧了这部就这么一集一集的看下去了。。小部分原因可能就是没来由的挺喜欢陈柏霖，看着他就心情好。。吼吼。。            
(5星)	 多么萌的女主和男配啊~~~            
(5星)	 花了3天看完30集...为了意涵你们懂得=v=            
(3星)	 就剧本身来说，真的很烂诶！要不是因为陈意涵，我T M D才不会看！            
(4星)	 胡总 威武 ~            
(4星)	 饭勺呆萌呆萌的            
(NA)	 超级好看 饭勺超帅            
(NA)	 大家都在为爱情、工作努力，挺好            
(4星)	 其实我并不喜欢陈意涵，可这部剧里，越看她越可爱，演技也很自然~            
(4星)	 围观ing。。。            
(5星)	 夏红果超级可爱，就是脖子皱纹太多还有双下巴。            
(4星)	 不管别人怎么说，永远支持我们家大发。。当然这部剧让我喜欢上了雅痞。。。陈柏霖            
(3星)	 大发~~~            
(3星)	 是不是现在的电视剧都这样···配角都演技垃圾的不行··这个陈意涵就是痞子英雄的那个吧··这个里边完全就是一傻子··和那个没法比··还好··胡歌还是那么帅··结局就更帅了···陈柏霖演的还不错·但是这个名字··有点恶心···            
(3星)	 其实有点像奋斗了，是讲一群住在一起的人的各自的故事。但是我觉得剧情上面不够吸引人。完全是为了胡歌陈意涵陈柏霖看的。            
(NA)	 @陈意涵 主演，再试试看！            
(3星)	 红果让我想起了湘琴            
(4星)	 好吧, 这分完全是偏心的给~ 就是喜欢意涵, 还有李媛长得像高圆圆啊, 有一份吸引人的英气~            
(3星)	 本来因着陈意涵，胡歌，陈柏霖就想着愉悦的打三星。可是剧集越发展越低档甚至无聊凑集数让人很是不爽。勉强三星为着演员而一个良好的开始。            
(4星)	 我可爱的大发！！！            
(1星)	 6集弃了，只有凌桀还出彩。来自农村的台湾腔“legging就是紧腿裤啦”快来朝拜时尚摩登女王！            
(4星)	 结果不是全部，过程才是最重要的！            
(5星)	None
(3星)	 我想让红果和凌桀在一起，非常想。            
(4星)	 阵容不错 内容也行            
(4星)	 每个主演都不错， 四星为励志             
(5星)	 每个人物都好喜欢            
(NA)	 from 东南卫视            
(NA)	 每天一边练鼓一边看好欢乐呢            
(3星)	 止步于25集，╮(╯▽╰)╭没有前面几集好看了。、            
(3星)	 剧情真心不好，特别是老胡知道了80是他哥哥之后就没下文了，这交代得也太牵强了吧。还有老胡对红果后知后觉的感情，他的理由也很牵强。剧本不行！！            
(3星)	 我居然一口气看完了！            
(5星)	 超喜欢的！与那些脑残偶像剧截然不同，是很阳光很积极很励志的清新感觉。至爱陈意涵饰演的夏红果，有梦想有韧劲，感染了我有满满的活力，好有爱。            
(4星)	 为大发和胡歌还有陈柏霖打四星！我太爱了啊~~~~~~~~~~            
(5星)	 只为梦想            
(4星)	 偶然在电视上看了一集就不可收拾了。。。其实我想说这个剧很好看诶，每个角色都喜欢，每个人都很努力。ps：好像又看到了张士豪~            
(2星)	 狗血啊            
(2星)	 快进拖着看了一个女一喜欢男一男一喜欢女二女二喜欢男二男二喜欢女一最后所有角色各司其职的故事，陈意涵陈柏霖同学啊，为什么要接这个片子呢，为什么接了还不在一起呢            
(2星)	 陈大发啊陈大发   不得不说这部戏的演技有点装了            
(5星)	 清新儿充满梦想            
(5星)	 看卡司就給5星啦。很想減1星，因為爛俗有點扯的劇情。不過還是力薦啦~有些橋段情節還是不錯的。            
(3星)	 结局较狗血，倒追的游戏，女主太白痴，女二太较劲，倒是衬得两个男主，人美戏好。            
(4星)	 挺好看的            
(3星)	 偶像剧 就是这样！            
(4星)	 各种乱越看越乱.            
(NA)	 无比无比的感动、喜欢凌桀不受约束、喜欢温雪的知性与敢爱、            
(NA)	 结局有点坑爹，但总比水果台的偶像剧要强。陈柏霖是最大亮点。在众多华语偶像剧女主角中，陈意涵的不错。            
(5星)	 可爱~            
(NA)	 感觉陈柏霖都没变            
(4星)	 比较喜欢的是秦天沈蔷这一对              
(3星)	 剧情真的已经不想说了，陈意涵有点夸张了，陈柏霖倒是演的很不错            
(3星)	 无聊得时候可以看看            
(3星)	 结果都是富二代嘛。。。            
(4星)	 场景熟悉，这部很清新的感觉~喜欢陈大发~            
(3星)	 演员漂亮 故事不现实            
(4星)	 4星给红果跟凌桀，这俩的互动太有爱了（4星是硬给的，好歹我为了陈意涵等了这部戏一年了）。可怜的被改得乱七八糟的剧本。P.S 戏份被剪成这样，身为粉丝表示很愤怒！            
(NA)	 超爱，            
(4星)	  陈意涵             
(4星)	 对于一部国产电视剧来说已经很不错了..            
(5星)	 很励志的一部电视剧。            
(3星)	 如果不是那么多的噱头我想会更好看。剧中的演员都很自然，可爱不做作的陈意涵，帅气可爱的陈柏霖，好帅的沈蔷……如果不是啰里吧嗦的三十集而是更精华一些的版本的话我觉得会更好。            
(5星)	 超好看，，，里面的人都超萌的~~~            
(NA)	 凌桀            
(5星)	 力挺胡老大            
(4星)	None
(4星)	 早就知道要演了，最近有全集了。追城市猎人空隙中，慢慢看，还是好看。可惜不是很清晰啊。            
(2星)	 根本没耐心看完。。。真是无法描述的猎奇的剧情，根本就是毁了这些美人，把我变成神经病            
(3星)	 很清新~            
(3星)	 如果大发最后和凌杰在一起就好了            
(4星)	 这里面，貌似胡歌比陈柏霖帅~俺是冲着陈去的，到后来倒戈在了胡那一边。= =             
(4星)	 夏红果代表作着好多好多来大城市追梦的女孩的心里，但是不是所有女孩都和红果一样幸运，会遇见那么多的好人好事和好机会，电视就是电视··            
(3星)	 挺雷的···且没有爆点···            
(3星)	 只是因为陈柏霖。。。            
(4星)	 有理想不管多菜鸟 我们都去冲冲冲！！！ 有爱 大声说出来 大不了就碰一鼻子灰！！！ 友情 不是说人人都要围着你转 而是在你无助挫败的时候 还有一个肩膀 可以靠！！！！！！！            
(3星)	 作为偶像剧，有帅哥美女养眼就好了~~            
(4星)	 男二号总是那么惹人喜爱啊。。。            
(5星)	 有梦想谁都了不起！大发加油！古月哥欠加油！            
(4星)	 凌桀和红果~            
(NA)	 其实我更希望陈柏霖和陈意涵最后在一起。            
(3星)	 其实节奏挺拖沓            
(3星)	 片名坑爹，剧情没营养~也就为了看看陈意涵和陈柏霖~            
(3星)	 开头还不错，就是越来越扯淡，不过还是很养眼的            
(5星)	 喜欢沈蔷那条线，整个画面很唯美，有种电影短片的感觉            
(3星)	 只能说从来从来没有这么希望女一号和男二号在一起！            
(4星)	 寻找一些人的影子。和一些美好的故事。喜欢。天晴。            
(5星)	 不错            
(3星)	 陈柏霖 陈意涵 姜超 各有看头，胡歌倒是落在后头了~可惜            
(3星)	 100%蛋疼的产物            
(4星)	 完全是因为某胡而看的，看了之后觉得没辜负期望，同为偶像剧，在情节桥段的设置上有所创新，但是很为陈柏霖的角色鸣不平，感觉像草草了事给他一个结局。            
(4星)	 胡歌胡歌胡歌            
(3星)	 我承认，是胡歌。。。~~            
(4星)	 想那样生活 一群朋友 一起奋斗            
(4星)	 虽然有的情节有点跳跃没交代清楚呢,就过去了.不过角色都挺有喜感的,大陆偶像剧这个水平挺牛的了,而且大发多有爱啊            
(4星)	 内地偶像剧拍得好有现实使命感~~不算太雷人了很好，跟胡歌对戏的女主角终于回归到能接受了！其实觉得红果跟凌桀在一起比较有爱~~沈蔷好帅~~秦天演的好失败看到就不爽！！算内地偶像剧翘楚~~            
(3星)	 最爱意涵了。            
(3星)	 演员都挺好的，就是剧情越看越无力。            
(4星)	 红果很萌很萌。            
(5星)	 梦想&amp;爱情&amp;友情            
(5星)	 我不管这叫低声下气 我管这叫 不、放、弃！我们常常搞不清楚 什么时候开始爱上一个人 其实当爱情来了 还是有些征兆的首先 你会变得异常多疑 反复思考着同一个问题第二 你的心胸变得异常狭窄 即使他多看别人一眼 你也会莫名其妙地想生气第三 视力变差 除了你喜欢的人 渐渐看不见别            
(4星)	 终于播了~~    好喜欢！            
(4星)	 真心希望红果和凌桀在一起，唉~            
(5星)	 很看好，很值得看            
(4星)	 还是喜欢陈柏霖多一些。            
(4星)	 小胡气场严重不足啊啊啊。。西装疲劳了。。            
(5星)	 近期大爱，前期复杂男女关系很有看头！希望陈柏霖和陈意涵在一起啊！每次都大爱男二，也不算一般意义上的男二。            
(NA)	 我愛陳意涵和陳柏霖～～～～～～～～            
(3星)	 不够好的作品。但我看到你的勃勃野心。            
(3星)	 还行吧，很喜欢大发和陈柏霖在一起的感觉，就是觉得有点粗糙。。。。怎么说呢，没有去我期待的那么好            
(4星)	 大萝卜和小学生很配 不过很喜欢温雪 大爱凌桀!!! 想起当年真的是很喜欢陈柏霖~~~            
(3星)	 本来一直迫不及待地想看……虽然演员是无比喜欢，但制作和情节太糙了            
(4星)	 刚刚看完，优酷有全集。演员当然没的说，这部可以归为励志喜剧片，除了结局有点烂尾，其他还行~~            
(NA)	None
(3星)	 冲着陈柏霖昨天晚上东南卫视看了几眼            
(4星)	 小学生和大萝卜  ， 你们为什么不在一起 。这是我第一次这么盼望女一和男二好的戏。            
(3星)	 我就是看演员的            
(NA)	 好稀饭陈意涵，花布啊花布            
(4星)	 喜欢非凡的颜，凌杰的体贴，四角恋那段太拖拉，让我想起仙剑奇侠传。。囧            
(3星)	 我只能说。。。泡沫到无言啊。本来是冲着陈意涵去的，结果演的很不给力，其他人。。就更无语了。再加上直接跳到去看了结局，不是我想象中的就更郁闷了。            
(2星)	 剧情弱到爆 演员零演技 或许偶像剧标准是够了            
(4星)	 恩，比起神马湖南卫视放的雷剧好太多，我都不稀罕提它名字。            
(3星)	 陈意涵可爱死了            
(3星)	 陈意涵&amp;陈柏霖，2陈组合，必看无疑~            
(4星)	 打发时间还是可以的。不喜欢红果。            
(4星)	 精致偶像剧 看在音乐的份上给四个  剧情神马的还是算了 有雷同 属巧合            
(5星)	 ~~~清新励志~~~很久没看到过这么充满梦想的故事了~！            
(4星)	 她就在你身边，确总是想着别人，这是最遥远的爱情；明知道他不爱你，你还是爱他，这是最孤独的爱情；有人爱你，你确不爱她，这是最沉重的爱情；有人爱你，你确不敢爱他，是最压抑的爱情；无法确定他会不会爱上你，就先付出，是最勇敢的爱情；因为失去，才想拥有的爱，是最后知后觉的爱情。            
(4星)	 多么希望小学生和大萝卜在一起啊            
(4星)	 终于看完了，我承认我是来看人的！男一男二女一女二都是我喜欢的，陈意涵真的不是一般的萌！            
(4星)	 老胡大发 好看            
(3星)	 摩登潮流界......陈意涵各种勾引美男            
(5星)	 胡歌真是帅呆了，大发真是酷毙了！我暑假唯一看的一部电视剧，超爱之。            
(2星)	 就是纯粹为了看大发而看啊~看的劳资要吐血了啊~剧情没力气说了……两倍快进+15s快进搞完……看美剧补血去了……            
(3星)	 大發和柏霖~小學生和大蘿蔔~不管劇情怎麼樣 我心中一定是凌桀和紅果在一起            
(3星)	 最喜欢沈蔷，喜欢胡歌，某些角色还是挺傻的            
(NA)	 好看看啊看！            
(5星)	 就冲老胡去            
(4星)	 不过还是挺好看的~~            
(4星)	 还算是比较有亮点的电视剧            
(3星)	 评分太浮夸了 胡歌的粉泛滥啊 不过真的没有很差 6.6差不多            
(3星)	 剧情很差的，老土，但是一群人热热闹闹的，挺温暖            
(NA)	 看到看到，好喜欢陈柏霖，看他难过的样子真可怜。            
(3星)	 我好喜欢陈柏霖演的痞子男。            
(5星)	 不错！喜欢奥格~~这是一部你追我赶的爱情片~            
(3星)	 为我最爱的意涵给一星，好帅的胡歌一星，他们俩的爱情一星这烂剧我快进着只看他俩看完了。。。真是扯啊这破剧情￥%……&amp;%……￥#            
(5星)	 全是喜欢的演员，剧情也给力            
(3星)	 没期望中好...            
(3星)	 年轻人追求梦想的电视剧太多了，要是没有大胡、大发等对胃口的人儿撑着应该不会看吧。况且大胡这次演的人太呆，大发演的人太蠢。怎么觉得失去了灵气。哎式微@Home            
(4星)	 好喜欢红果戴安全帽画画~~~            
