http://movie.douban.com/subject/1863947/	神雕侠侣
(NA)	 就爱这一版            
(4星)	 这才是爱情            
(4星)	 最近没片子看，刚把这部剧回味了遍            
(NA)	 最符合心目中的神雕，帅气的杨过，脱俗的龙女，李若彤一直是无法超越的，只因个人气质。。其实，这部戏中最让人惊艳的却是张可颐的程英，摘下面具的那一刻，就沉迷了。。            
(5星)	 心目中永远的经典 从此爱杨过            
(NA)	 经典            
(4星)	 初中最想看的电视剧            
(NA)	 从这里喜欢古天乐            
(4星)	 虽然风流，但只钟情那一支最特别的寒梅！            
(4星)	 张纪中那个混蛋在搞些什么？还是过去的好！            
(NA)	 经典，喜欢古天乐            
(3星)	 李若彤是很多人心目中永远的小龙女            
(3星)	 初中？不记得了            
(1星)	 一直不喜欢杨过阿~            
(4星)	 那么多版本中，最经典的一部，小龙女和杨过最登对的一部。            
(5星)	 神雕侠侣的经典版            
(5星)	 最经典的版本。想当年看得那叫一激动！            
(5星)	 这是一部武侠剧,也是一部爱情剧.小时侯看过,最近又看了一便.不错.            
(NA)	 那个时候的古天乐给人的感觉真好            
(5星)	 这是最经典的版本~~超喜欢~~！！里面的各个人物形象都是最棒的！            
(NA)	 最经典的小龙女            
(5星)	 归来吧，爱            
(4星)	 不错。。            
(2星)	 小龙女好丑            
(5星)	 永远都喜欢看的电视剧，永远永远            
(4星)	 现今为止最完美的版本。            
(4星)	 这个版本的小龙女是最完美的            
(5星)	 堪称经典            
(3星)	 不太喜欢这样的爱情            
(4星)	 不错.美女            
(3星)	 李若彤不是我心里的小龙女            
(5星)	 永恒的经典            
(4星)	 我认为最好的一个版本，不过小龙女还是刘亦菲最合适            
(NA)	 绝配！有谁不喜欢杨过么？            
(4星)	 还是刘亦菲更适合做小龙女，杨过是古天乐的好！            
(4星)	 众多版本里，我最喜欢这个版本            
(5星)	 最喜欢这版的神雕侠女，李若彤就是漂亮呀            
(4星)	 其实没有完整得看完过。            
(4星)	 古仔那时候真的好帅~            
(4星)	 经典哦            
(NA)	 古天乐 好秀气呢  当时觉得             
(4星)	 至少比内地版的好多了            
(NA)	 神雕侠侣            
(4星)	 这个版本的小龙女最好了            
(5星)	 认为最经典的版本……黄晓明还是省省吧～不能长得帅就什么都演啊            
(4星)	 永远的简易布景……            
(5星)	 前前后后那么多部，还是觉得这一部比较好一点。            
(5星)	 深沉的爱！            
(4星)	 在几个版本的神雕里，这部的小龙女是塑造最成功的，此人只该天上有，为何流落在人间啊。美中不足就是那是的古天乐还是个大面瓜，没有古铜色的皮肤真是孙色不少啊            
(4星)	 心目中就是这一版了            
(5星)	 很喜欢古天乐的造型和性格，李也很有高贵的气质。很经典呢。            
(4星)	 金庸武侠还是香港拍的好            
(5星)	 太经典了。。            
(4星)	None
(5星)	 最完美的一版。            
(5星)	 我看过最好的一版！            
(4星)	 那时候我萌的真是女主。。            
(5星)	 不可超越啊            
(3星)	 补遗            
(NA)	 古黑帅白的时候   n            
(4星)	 7.5            
(5星)	 心中的神仙眷侣            
(4星)	 神雕哪里是武侠，简直是一部旷世的爱情故事。            
(5星)	 为世间情是何物            
(NA)	 入木三分。心旷神怡            
(5星)	 经典+无法超越            
(NA)	 小龙女            
(NA)	 这个都应该看过吧            
(5星)	 记得我还有李若彤的贴画            
(4星)	 =3=古天乐真帅            
(4星)	 我小时候的梦想是当小龙女。。。。=v=            
(5星)	 问世间，情为何物，直教人生死相许            
(5星)	 心目中最坚定爱情故事            
(3星)	 老谈泥马上个学期你看了5遍！！！泥马你看了5遍！！你天天都在看5遍！！！            
(5星)	 神仙姐姐有再造小龙女的功力，于是大陆也这么做了。            
(5星)	 古天乐好帅的小白脸。。现在残了啊。李若彤还是那么的仙气逼人。            
(4星)	 美丽的小龙女，帅气的杨过，现在已经是浮云了~~            
(NA)	 热播当年未看，毕业后在电脑上补看的            
(5星)	 经典            
(5星)	 别的角色尽可以换，杨过小龙女的形象就这样烙下来了…            
(5星)	 这才是神仙眷侣 其他版本都歇了吧            
(5星)	 这一个版本对尹志平和小龙女的那一夜表现的很隐晦-  -            
(5星)	 古天乐的杨过与李若彤的小龙女。。。实在太完美了！~~~无与伦比！！            
(5星)	 李若彤惊为天人！            
(5星)	 当年他俩脑残CP粉 可惜古仔现在 咳咳==            
(4星)	 金庸为啥写了一部纯关于爱情的书呢，是我没读懂么。。。            
(5星)	 最喜欢这一版了！            
(5星)	 竟然看了一天的神雕侠侣，看得好欢乐，一部影响人生观、价值观、爱情观的经典            
(4星)	 男女主角把“飘 逸”的外表发挥到极致了... “16年过去，姑姑没变，过儿老了”。。。            
(2星)	 不喜欢苦恋，不喜欢自我折磨            
(5星)	 当时真的觉得小龙女比白娘子乖啊~~~~            
(5星)	 从小一边吃饭一边看的经典。主题曲百听不厌。            
(5星)	 过儿！捂心口。            
(4星)	 经典！            
(5星)	 此版本小龙女最符合我想象            
(5星)	 真是经典            
(5星)	 最喜欢的金庸小说之一            
(5星)	 经典，当时迷得不行            
(5星)	 经典是什么            
(5星)	 以前不喜欢李若彤，但是在印象里，每当提到小龙女，都总会想起她。唇红齿白的古天乐真的好可爱。            
(3星)	 不怎么喜欢 太压抑了            
(5星)	 李若彤那是就是心中唯一的女神啊，姑姑姑姑~~~ 古天乐也帅呆了！！！            
(5星)	 经典            
(5星)	 经典            
(5星)	 最爱这一版的神雕侠侣，还有年轻时那么美的古仔和依旧美丽的小龙女。            
(4星)	 古天乐那时的脸还很白，太奶油了            
(5星)	 最爱哦，哈 哈哈            
(NA)	 美            
(4星)	 喜欢小郭襄            
(5星)	 记忆中最经典的武侠片.            
(NA)	 永远的杨过小龙女&gt;&lt;~            
(5星)	 那时的古仔多俊啊。永远的经典。            
(4星)	 心目中的小龙女就是这样的~~~~~            
(5星)	 一见杨过误终身.!            
(5星)	 是人都看好！            
(4星)	 小时候觉得小龙女好美啊            
(4星)	 大家都爱小龙女            
(NA)	 卧槽 古天乐白色的时候屌爆了好嘛            
(5星)	 心中永远的剪影            
(5星)	 神仙姐姐。            
(4星)	 多年之后重新看，依然很感动~二小姐，祥仔和铁姐一众配角是本次观看新亮点~~那个霍都神马的，笑死我了~~             
(5星)	 古天乐那时候的颜真是把我秒得。。。哎            
(4星)	 好看！！！            
(5星)	 一直被模仿，从未被超越。若彤永远是最美的小龙女&gt;3&lt;            
(5星)	 永恒的记忆            
(5星)	 当年觉得特别好看，古天乐太漂亮了            
(5星)	 看的时候想打死金庸，郭芙，郭靖，黄蓉等人。            
(5星)	 至今仍然无法逾越的版本。            
(4星)	 那时候的古天乐            
(4星)	 看哭过            
(5星)	 以前看娱乐报，一直说之前的那版怎么好怎么好，可是古天乐和李若彤这版的才是我这一代人心目中的经典啊            
(5星)	 那么多版本，只有这一对才真像神仙侠侣。李若彤是永远的小龙女。            
(NA)	 愛片尾的歌            
(4星)	 看过之后 总觉得自己也可以在 绳子上睡觉            
(5星)	 原来我也老了%&gt;_&lt;%            
(5星)	 小时候好多地方都没看懂。            
(5星)	 太经典不解释            
(5星)	 这版确实不错            
(5星)	 星星眼~星星眼~            
(5星)	 李若彤最美最小龙女            
(5星)	 第一部完整看完的电视剧！            
(5星)	 古天乐最帅的时候 真是不能超越的经典 最近又看了一遍 还是很好看            
(4星)	 俺家有过儿扑克牌，明儿给你看哈哈哈~白面英俊小生            
(5星)	 最喜欢看武侠片和恐怖片了。。。gaga            
(5星)	 teenager dream            
(NA)	 恐怕再难找到比这版更经典的了，虽然布景不华丽，但是演员绝对都是实力派的。。。就是不知道姑姑蹩脚的国语的对白是谁配的。。。            
(5星)	 啊，居然漏了这个。。独爱这个版本啊啊~~其他几个版本的男主演都因为毁掉了我家杨过而被我永远屏蔽了。。。            
(5星)	 当时小龙女一出来，惊为天人！这种印象现在看电视剧几乎很少有了……            
(4星)	 蛮喜欢的这一部的，            
(NA)	 最喜欢周伯通了！            
(5星)	 杨过这家伙真是走运，一生遇豪杰无数，为人至情至性，还得一段羡煞旁人的爱情。            
(5星)	 也就是在那个时候开始爱死李若彤=3=爱死古天乐=3=。。。然后开启了我对金庸大片的追随~            
(4星)	 古天乐现在残成什么了。。            
(5星)	 神仙姐姐只有李若彤一个。            
(5星)	 小时候，趁爸妈不在偷看来着，呵呵            
(5星)	 过儿已不再是当年的过儿。姑姑还是那个姑姑。            
(4星)	 那个时候的古天乐多白呀            
(NA)	 李若彤甚美，以前觉得黑古仔比白古仔好看，现在看来都好看&gt;&lt;             
(4星)	 最爱古天乐的杨过李若彤的姑姑            
(5星)	 矮油，太完美。古仔演得之好，哭的时候清鼻子跟到流。哈哈            
(4星)	 特别喜欢看这版的            
(5星)	 精品之中的精品            
(4星)	 不错            
(NA)	 “姑姑~” “过儿~”            
(4星)	 过儿            
(5星)	 一见杨过误终生            
(5星)	 那次是我不经意的离开。            
(5星)	 心目中的经典。至今仍常常和寝室的姐妹们叨念。            
(5星)	 看过无数次的金庸剧，甩黄汗马万条街，影响我十几年的人生，熟悉我的人都懂这部剧对我的意义。。。            
(5星)	 .....            
(5星)	 不可复制的小龙女            
(4星)	 不敢看，太苦            
(4星)	 你说,杨过断臂那么多年,他是怎么剪指甲的呢?            
(5星)	 多年后古天乐看到李若彤还是脱口而出一句：姑姑~~~            
(5星)	 四星给两主角一星给回忆            
(5星)	 李若彤才是真正的小龙女啊。            
(4星)	 神雕侠侣给我的第一印象...            
(NA)	 古天乐=杨过            
(5星)	 心目中最经典的版本            
(5星)	 此版本才能叫“一见杨过误终身”            
(5星)	 李若彤完全符合了我想象中的小龙女 .            
(5星)	 最初对神仙眷侣的概念            
(5星)	 大爱，百看不厌，我心中的小龙女和杨过            
(5星)	 经典哇，这个版本的。            
(4星)	 我到现在才知道那个是古天乐！一直没注意            
(5星)	 经典经典。现在看来杨过真的是很不错，小龙女是偶像。            
(4星)	 原来看我过这么多电视剧——古天乐脸上图的粉好厚。。所以，好白啊~！            
(5星)	 忘不了            
(5星)	 绝美小龙女~~~以及 一见杨过误终身            
(5星)	 我真的不知道古天乐还演过杨过...【貌似好多人都看不出来            
(NA)	 经典，小龙女。            
(5星)	 我爱杨过！！！            
(5星)	 喜欢这版和陈玉莲版的            
(NA)	 李若彤那形象最经典了。            
(5星)	 我不明白为啥李若彤演啥刘亦菲就演啥            
(5星)	 无语推荐            
(4星)	 那时候的古天乐多白啊。。            
(5星)	 经典 没话说  主题曲也有感觉               
(NA)	 古天乐版的神雕真是经典，又回顾一遍！            
(4星)	 一句话，古天乐以前多白啊？？！            
(5星)	 无法超越的！！！！！！！！！！！！！！！！！！！！！！！！            
(NA)	 初中时。现在想想惟一的遗憾是，主题歌不是粤曲的。12年1月8日。            
(NA)	 纯洁的爱情            
(5星)	 杨过和小龙女相约16年 2011也正好是电视剧播放的16年后 轮回啊            
(4星)	 儿时记忆：问世间情为何物，直教人生死相许。            
(NA)	 大家都看过啦~~~            
(3星)	 小时候看的了 经典把~            
(5星)	 经典啊！！！过儿。。。            
(5星)	 我最喜欢的杨过和小龙女~            
(5星)	 经典版            
(5星)	 不朽的爱情神话            
(5星)	 这是最经典的一部。            
(5星)	    重温儿时的回忆            
(5星)	 过儿和小龙女，无数人的梦            
(5星)	 儿时的记忆            
(5星)	 看多少遍都不会腻的            
(5星)	 李若彤当年在我眼里那就是仙女！古天乐更是绝了，这才是一见杨过误终身的杨过啊！！！ .            
(5星)	 经典中的经典            
(5星)	 痴情的过儿……你那么用功~怎么会挂科呢~            
(4星)	 那个歌曲经典            
(5星)	 李若彤太美了。当初的古天乐太帅了。            
(5星)	 童年回忆。。。            
(5星)	 永远的彤姑姑。。。。            
(5星)	 太好看了T T            
(5星)	 这个小龙女更喜欢，不知道看了多少遍，理想中的爱情。            
(5星)	 问世间情为何物。            
(NA)	 不忍心差评咋办 那就语言差评一下             
(5星)	 这版最经典！杨过啊杨过~            
(4星)	 十五年之后回头看。。还是没有人能够超越李若彤和古天乐。。。而且还走小清新路线            
(5星)	 真的沒什麼好說,雖然還有很多瑕疵,但是還是經典            
(4星)	 最经典小龙女。            
(4星)	 神仙姐姐就此一个            
(5星)	None
(4星)	 虐            
(5星)	 心目中的杨过与小龙女            
(4星)	 经典~~有时间要再温习温习啊！            
(5星)	 师父。            
(4星)	 怎么就长在我记忆里了，虽然没有看过第二遍            
(5星)	 最喜欢这个版本的小龙女了，古天乐小白脸的时候真不错            
(5星)	 古天乐的扮相真对得起一见杨过误终身啊            
(5星)	 李若彤当时是我的梦中情人。。。            
(4星)	 古天乐当时的小指甲留的奇长奇长            
(4星)	 雖然懷舊是對現在的不公平，但這個還是相當經典的，又假又經典，果然是童年！            
(5星)	 不解释！            
(5星)	 童年回忆！！！            
(5星)	 那些时光http://www.zgwxbbs.com/thread-307646-1-1.html在剧中，杨过与小龙女在时隔16年后的阴历3月终于重逢，而戏外，2011年的阴历3月同样是16年后，古天乐和李若彤在飞往云南的飞机上相遇。姑姑从未改变，过儿已然老矣            
(5星)	 问世间情为何物 直教人生死相许            
(5星)	 经典。            
(NA)	 李若彤如今还是很美，可惜古天乐已经老了            
(5星)	 经典的记忆 不能再看了            
(5星)	 李若彤的 小龙女啊。。。简直没话说。。。。            
(5星)	 爱死李莫愁了             
(5星)	None
(NA)	 李若彤真的是神仙姐姐             
(5星)	 无法超越的经典之一啊！            
(5星)	 那时候的古天乐，简直的，哈哈~英俊小生啊 ！            
(4星)	 我心里最完美的小龙女啊··            
(4星)	 要不是是棚景就完美咯啊啊啊···            
(5星)	 既见君子云胡不喜，最爱的程英            
(5星)	 除了经典你还能说啥呢            
(NA)	 就觉得李若彤的小龙女最好。            
(5星)	 心目中的永恒经典！            
(5星)	 姑姑~过儿~哈哈            
(1星)	 我真的没觉得这个有多好 反正 仁者见仁智者见智 不喜欢            
(4星)	 这才是让人一见误终生的杨过            
(5星)	 这版的杨过小龙女都不必说了，大家不觉得这部剧里的每个演员都选得那么恰到好处吗？            
(5星)	 好像是我唯一看过完整的版的神雕。。。。萌死了            
(4星)	 含血喷人！我姑姑冰清玉洁！艾滋男当年如是说。            
(4星)	 小时候爱死了，但是前两天看电视在播觉得戏好假，布景好廉价，不过小时候都守在电视机前等着看得            
(5星)	 儿时的经典。            
(5星)	 唯一看过的神雕，其他的都无法入眼。            
(5星)	 古天乐的杨过是我觉得最美的华人男星。            
(5星)	 当年的李若彤饰演的小龙女一出场，实在是惊艳啊，简直是无懈可击。。。            
(5星)	 李若彤。。。。。            
(5星)	 重温~            
(5星)	 给力~不得不~着迷            
(NA)	 从审美来讲 只认可这版            
(5星)	 古天乐那个时候真是销魂！            
(5星)	 这版经典是不可能被超越的，李若彤的小龙女已深入我心            
(5星)	 太喜欢李若彤和古天乐这版了，他们就是我心目中的神雕侠侣。            
(5星)	 明天考听力。我不好好复习，跑来看这个。╮(╯_╰)╭            
(5星)	 李若彤真的太美了             
(5星)	 这剧十岁时就喜欢得神魂颠倒了哦，过了十几年，还是喜欢得很哟！            
(5星)	 还是古儿最好看~            
(4星)	 从这里才知道金庸的            
(3星)	 经典            
(5星)	 过儿你回来            
(5星)	 考试期间，请叫我过儿~            
(5星)	 还是觉得古天乐、李若彤版的杨过和小龙女演得最好            
(4星)	 最喜欢这版小龙女，童年记忆            
(5星)	 这版小龙女无法超越啊            
(5星)	 李若彤太灵了            
(5星)	 没想到虽隔十六年 你还是跳了下来            
(NA)	 初中时候看的吧            
(3星)	 说没看过是不是太土了。。。其实我真没看完过==！            
(5星)	 李若彤的小龙女陪伴了我的整个青春期            
(5星)	 太经典太经典太经典了~~~~~            
(NA)	 哎呦妈呀            
(4星)	 杨过  古天乐真的好嫩啊    太迷了    我们这一代人最喜欢的版本    多年后再看            
(NA)	 ……            
(5星)	 真喜欢~~嘿嘿~~看过很多次            
(5星)	 TVB的经典，李若彤的小龙女还是那样具有神仙般的气质            
(5星)	 这个版本自认最优.            
(5星)	 这一版拍的也是巨好！！            
(4星)	 问世间，情为何物，直教人生死相许！            
(5星)	 小白脸古天乐多好看(¯﹃¯)            
(5星)	 现在再看到有种很心动的感觉            
(4星)	 小时候装病不写作业来看的电视剧啊，李若彤姐姐真是天仙            
(5星)	 最喜欢那时候的古天乐            
(5星)	 古天乐还有这么青涩的时候。。。小龙女真的是龙女。。原声好听啊            
(5星)	 经典无需多言            
(4星)	 白天乐真的是通杀            
(4星)	 从这部戏里第一次认识了古天乐，从此他成了我对杨过的代名词。            
(4星)	 经典！            
(5星)	 诠释金庸的经典系列之一啊。我觉得这部神雕侠侣最好看            
(5星)	 美女好多            
(5星)	 经典 无话可说            
(5星)	 神仙姐姐啊神仙姐姐啊~~            
(5星)	 长那么大，只看过小龙女被XXOO那集，之后就再也不想看了，真是遗憾            
(5星)	 过儿。。。。姑姑。。。。。            
(4星)	 再看一遍反而觉得特技以及剧情有点一根经了 太过于简单 哎 习惯了复杂的心理刻画 可能喜欢的就是以前的回忆还有男女主角            
(5星)	 对李若彤的小龙女中毒了。。。。。。。。。。。。。。。。。。。。。。。。            
(5星)	 小龙女  小时候真的感觉好像仙女            
(NA)	 李若彤好美，小龙女怎么就被侮辱了呢。            
(3星)	None
(5星)	 今晚特地回来看豆瓣关于这个版本的评分情况，要哭了。我真得看了好多遍啊            
(5星)	 完美杨过，经典            
(4星)	 这个版本的杨过和小龙女才是我心中最符合原著角色的不二人选。尤其是李若彤那一袭白衫的身影，出落得何等脱俗。            
(5星)	None
(5星)	 那时候多爱他。            
(5星)	 低成本高质量音乐是亮点演员实力强 央视版就是213了            
(5星)	 小时候 ， 第一天晚上看一遍  第二天中午重播再看一遍            
(5星)	 看过无数遍。不可能超越的经典            
(5星)	 小龙女：她在我心目中就是唯一的小龙女。襄儿：一见杨过误终身！郭芙：她到最后都不知，她这一生喜怒无常，全是为他！            
(5星)	 最好看的版本！            
(5星)	 最喜欢的一部神雕侠侣了  好端端的一小白脸现在都变小黑脸了╮(╯_╰)╭            
(5星)	 真正的神雕 真正的侠侣 很好很强大            
(5星)	 至今神雕最好的版本。演员，改编，配乐足以弥补港剧取景捉襟见肘的不足。            
(5星)	 神仙姐姐～～～～～            
(4星)	 经典……            
(5星)	 这就是神雕!这就是小龙女和杨过!            
(5星)	 最爱的永不能超越的经典之作。            
(4星)	 我的最爱，绝配            
(NA)	 小时候记忆最深刻的古装剧，现在还时不时想起李若彤。            
(5星)	 世上唯此神雕侠侣。    才不告诉你我小时候梦中情人就是过儿的古哥哥            
(4星)	 看来看去还是李若彤小龙女最有感觉            
(5星)	 杨过和小龙女的爱情还真苦逼            
(5星)	 小时候看过的能数得上来的剧。            
(5星)	 记得这部戏始终就没看全过，不过杨过的确影响了我们这一代女生的审美观养成……幸亏古天乐是在他容颜最盛的时候演的，以至于我很多年之后转不过弯那个黑乎乎的家伙怎么是当年的杨过呢？！            
(5星)	 这个杨过是我心目中的杨过，这个小龙女是我心目中的小龙女。            
(5星)	 姑姑~            
(5星)	 95年的小龙女最神似了....            
(5星)	 小时候除新白娘子传奇最爱的            
(5星)	 姑姑，过儿            
(4星)	 不知道为什么不喜欢杨过的心机和小龙女的白痴，但是太感动了。。。            
(5星)	 不能再经典了            
(4星)	 还是这版最好            
(3星)	 一直也没觉得李若彤漂亮            
(5星)	 神仙眷侣            
(5星)	 怀旧的日子。一口气看完《射雕英雄传》和《神雕侠侣》。小龙女还是那么仙丫~~郭靖还是那么小受~~最最喜欢老顽童了~~果然还是很讨厌黄蓉！            
(5星)	 小时候的美好回忆 大爱             
(5星)	 最经典的杨过和小龙女            
(5星)	 怀念过去。。。            
(5星)	 最爱还是这个版本！            
(5星)	 姑姑永远美丽！            
(3星)	 白色古天乐年代            
(5星)	 完美啊~            
(5星)	 最爱金轮法王！！！            
(5星)	 彤姐版的小龙女真心无解！            
(5星)	 喜欢这般的完颜萍、耶律燕以及公孙绿萼。我是配角控。            
(4星)	None
(4星)	 雕兄……            
(4星)	 太美好了。            
(4星)	 虽然现在再看觉得漏洞百出，但是还是很多情愫在里面            
(NA)	 也是这版最喜欢            
(5星)	 心中永远的过儿和姑姑！！            
(5星)	 永远的姑姑            
(5星)	 很小的时候看过，应该都看完了吧。 奈何我只记得过儿跟姑姑的脸，和那首归去来。。。 还有，在旧家看这戏的光景。。。            
(4星)	 小学三年级还是四年级的每天中午都守在电视前=20111127=            
(4星)	 小时候看过的电视剧8            
(NA)	 大雕大雕~            
(NA)	 这是我最喜欢的小龙女和过儿，没有之一。            
(5星)	 经典            
(4星)	 我小时候就爱看小龙女被尹志平强奸的那段，什么心态！            
(5星)	 世上再无如此纤尘不染的小龙女，也在无此令人见之误终身的杨过了            
(5星)	 看过N遍            
(NA)	 李若彤是心底最美的小龙女            
(5星)	 小龙女就是李若彤            
(5星)	 经典啊，配乐也很销魂，百看不厌！小龙女的守宫砂消失后，发嗲太可爱了！            
(NA)	 实在是太喜欢神雕侠侣了 所以拍出来的几乎都看了 先入为主 这部肯定是80后心中的NO.1            
(NA)	 当时的当时，我特想问一句，雕是真的么？            
(NA)	 重温了一遍            
(3星)	 当年的小龙女和过儿，多么的经典呀！儿时的美好记忆呀，印象中的画面是那么的鲜明，剧情是那么的跌宕起伏            
(5星)	 经典啊有木有，李若彤小龙女无法超越！            
(5星)	 ！！！最爱的一版神雕啊！！！和李若彤一比其他人就是渣啊！！！            
(5星)	 还有什么比这淡雅的小龙女,痴情的帅气杨过更经典的.            
(5星)	 经典！怀念小白版的古天乐            
(5星)	 我要回去小时候阿。。。            
(5星)	 看不腻            
(4星)	 要看完94版射雕再看~~果然是不能再让朱茵演黄蓉了。。。不过找的这个演员也太扯了。            
(NA)	 小郭襄要去找大哥哥，路上遇到金轮法王这个大和尚。大和尚想要骗人，于是就自称“珠穆朗玛”。小郭襄不仅天资聪颖，还很有幽默细胞，笑答道：“又猪又马的，这么有趣。”            
(5星)	 经典            
(5星)	 ！！            
(5星)	 这部神雕真的有一种魅力，百看不厌            
(5星)	 小时候天天守着电视机看，不懂得爱情，但是这部电视剧教会了我爱情的坚贞，以前想着，爱情大概就是这样的吧。一首《归去来》，深深地印在脑海里面，耳边老是回荡起那歌声，这次是我不经意的离开。杨过和小龙女的守候十六年的约定，荡气回肠。            
(4星)	 还是觉得黄晓明版好看            
(5星)	 “姑姑”，“过儿”            
(5星)	 又看了一遍。。经典果然经典，百看不厌。。            
(5星)	 一直是我的最爱。            
(5星)	 无法超越啊            
(5星)	 最灵的杨过            
(3星)	 小龙女真的好美~~            
(5星)	 也过了16年了呢，过儿你撸得还适应么？            
(5星)	 相信很多人最爱这一版，那才是真正的小龙女和过儿，不得不说是演员们的成功演绎！            
(5星)	 重看了一遍，依然“ 一见杨过误终身”啊......            
(4星)	 那时候的古天乐面如冠玉 那时候的李若彤澄若秋水；古天乐无疑是最好的过儿 李若彤无疑是最好的姑姑；小时候无疑是最怀念的时光            
(5星)	 青春年少时，一见古仔倾心，多年如故！一见杨过误终生，郭襄把自己定格在十六岁了，也许唯有雪花才能寄托她绵绵的思念之情。芳心可可，问君知否？             
(5星)	 今日重看，感觉像又认识了一位生死之交。            
(5星)	 重温~~            
(3星)	 李若彤太木有灵气了好吧            
(5星)	 最爱的一部神雕，感觉别的版本无法超越            
(5星)	 古天乐那个时候还是白的~虽然我记得小时候看他：觉得黑了后比较好看，而且完全没看出白古和黑古是同一个人。。            
(5星)	 无法复制无与伦比的经典            
(5星)	 经典杨过小龙女嘞～            
(4星)	 小时候看小龙女惊叹，这世上还有这么美的人。如此杨过才能让人一见误终身。再吹捧刘包子脸再，也给不了我这样的感觉。教主就算了吧！            
(5星)	 儿时的经典啊            
(4星)	 神雕侠侣最经典的一版，因为我看的最全，哈哈            
(5星)	 最爱古天乐。            
(4星)	 估计是我正儿八经看的唯一一部金庸小说拍成的电视剧了            
(4星)	 虽然说没有完完整整全部看完~但是是当年经典的回忆啊。            
(5星)	 让人动真情的一部片子            
(5星)	 最杨过的杨过最小龙女的小龙女            
(3星)	 借势剧啊。            
(5星)	 特别爱 特别美            
(4星)	 终于看过了            
(5星)	 不是说他多好看给满分，而是比较而言他最好看            
(5星)	 小时候看的了！那时古天乐还很年轻！            
(5星)	 书都不去读就为了看这电视            
(4星)	 好吧，我还是更喜欢新版            
(4星)	 另一种浪漫            
(5星)	 童年回忆第一名            
(5星)	 真的好经典呐~ 古古好白好白~ 看着若彤姐姐那张干净冰清的脸,哇,摸摸.. 一哭一笑都让人心动啊~喜欢周伯通，襄儿～            
(5星)	 Favorite            
(5星)	 小时候迷死了，一遍遍的看，那时候的古天乐太帅了！！            
(5星)	None
(4星)	 姑姑~好美~过儿~好帅~            
(5星)	 居然张三丰与郭襄还有一腿的！！接下来，天龙八部。            
(5星)	 你吐血，我吐血，真叫人心怀荡漾            
(5星)	 居然又看了一遍，OMG；这下真心觉得郭芙和杨过是互相喜欢的！            
(2星)	 最萌的居然是老顽童            
(NA)	 其实这部才最符合原著。            
(5星)	 不可超越的一版。还记得小时候自己一个人在家里晚上害怕睡不着，打开电视看的就是它，呵呵。            
(5星)	 我最爱看的版本。杨过、郭襄是我最喜欢的金庸笔下的人物            
(5星)	 我很喜欢这一版，李若彤的小龙女很经典            
(4星)	 当年古仔还是白脸。            
(5星)	 真希望他们能在一起            
(5星)	 心中唯一的小龙女！！！            
(4星)	 ……依然为那个镜头郁闷            
(5星)	 当年那个喜欢。。。            
(5星)	  Parfait            
(5星)	 经典的太多了啊啊啊啊啊！！！！            
(NA)	 一度偏好白衣与不食人间烟火，因为“小龙女李若彤”            
(5星)	 赞            
(5星)	 和妈妈一起追着看完的。最美不过神雕里的古天乐。            
(4星)	 也就这个版本的比较好看，喜欢李若彤            
(5星)	 最中意的神雕侠侣~~~            
(4星)	 只羡鸳鸯。            
(5星)	 标准版神雕侠侣            
(5星)	 李若彤太靚了!!!            
(NA)	 姑姑，十多年过去了，依旧容颜不变。            
(3星)	 爱插曲 不知道为什么我不喜欢他们的爱情  可能是太苦了吧 不过大概以后会喜欢            
(5星)	 超喜欢            
(5星)	 如果你要看神雕 这个是最佳版本 最帅的过儿 最神似的姑姑            
(4星)	 那时的古仔还是个小白脸，那时的小龙女美若天仙，那时的雪梨让我看到就会想逃。那时的神雕是什么都不能比拟的            
(5星)	 小时候真喜欢哪            
(5星)	 这一版的杨过和小龙女，绝了，原来金庸老先生不是胡扯的            
(4星)	 郭黄两人太二            
(5星)	 啥也不說了，經典就是經典            
(5星)	 就不说什么了吧            
(5星)	 特讨厌小龙女，让朝廷引进版的归去来远没有港版神话情话好听！            
(4星)	None
(NA)	 一直看过、一直想看、一直在看的古李，最美的爱情            
(NA)	 过儿和雕兄真他妈是好基友。            
(5星)	 小时的记忆～            
(NA)	 经典 那时的古天乐跟李若彤都是我的梦中情人            
(5星)	 我爱白脸古天乐 我爱杨过 我爱武侠提供的精神避难所            
(4星)	 美女过了10年再看还是美女            
(5星)	 当时的古天乐剑眉星目，李若彤美若天仙。            
(5星)	 肿么我买的盘才二十集挖＞＜            
(5星)	 那情花就好比這世間男女的情愛——從她美麗的樣貌很難令人想像出她所結的果子十之八九都是又酸又澀……            
(5星)	 无法超越的经典！就是从书中走出来的杨过小龙女！            
(5星)	 感人肺腑，哭了好几次            
(5星)	 李若彤是最美的小龙女！！！！！！！！！！！            
(5星)	 当初看了多少遍啊~最喜欢这版，太帅太仙了            
(5星)	 姑姑！            
(5星)	 这版经典            
(5星)	 以后的你们再拍再拍这部都是我最爱的好么            
(4星)	 神雕不是我的喜点，四颗星给音乐。啊，想起了，我爱郭芙。            
(4星)	 九十年代香港古装巅峰之一。。            
(5星)	 不知道为什么翻拍的我都觉得以前的更好看..            
(NA)	 我们这一代最喜欢的神雕。。            
(5星)	 永远的经典！            
(5星)	 这个是童年的回忆。。。            
(5星)	 你妹啊，这个太经典了有木有。。。这才是“一见杨过误终生”啊！            
(5星)	 这一版是经典！            
