http://movie.douban.com/subject/1830528/	三国演义
(5星)	 哈哈，还记得片尾曲：滚滚长江东逝水～            
(NA)	 每个历史人物都有一段故事，特别是在乱世年代，个性分明的人物，有时感觉演员都不需要去演，氛围就已经出来了。            
(5星)	 这一版绝对的经典！！！            
(NA)	 滚滚长江东~~~~逝水 浪花淘尽~~英~~~~雄             
(4星)	 离我心中的三国有些距离            
(5星)	 百看不厌，太喜欢这版三国了。            
(4星)	 还是最早的这个版本经典.            
(5星)	 我保证这是我从小到大最喜欢的电视剧，再也没人能超越这版的曹操了，真的，没人！选角合适演员用心故事喜欢，也希望三国的故事能被继续翻拍。            
(4星)	 还是要尊重原著。ps:现代版的太完美反而没有粗糙的时代感了，不好。            
(5星)	 三国大爱，最爱辽爷和郭嘉！！唐国庆和鲍国安演的很神，大爱大爱！！            
(5星)	 老版诸多形象已无法超越 注定是里程碑            
(5星)	 经典之作！演得也传神            
(NA)	 毛阿敏的片尾曲狠好听，以至于萝莉时代的我经常听哭            
(4星)	 算是小时候比较喜欢的电视吧            
(5星)	 可能是先入为主的原因，真是心目中的经典。  诸葛亮 关羽 刘备的形象都是深刻于心！            
(4星)	 滚滚长江东逝水            
(5星)	 还是老版的好            
(5星)	 不说什么了，个人觉得演得最好的是刘关张~            
(5星)	 儿时的经典，不朽的国产剧。            
(4星)	 臺詞生硬了            
(5星)	 经典就是经典，无论是人物刻画还是台词对白，都是新版没法比的。童年时期看过的，现在印象居然是如此深刻            
(5星)	 那些人物形象...这辈子都无法替代了            
(5星)	 让新版去史吧            
(5星)	 无法超越            
(4星)	 ...            
(5星)	 小时候姥爷带我一起看啊 那时候都不排斥文言文了            
(3星)	 不太喜欢看其实。            
(5星)	 滚滚长江东逝水，浪花淘尽英雄            
(5星)	 滚滚长江东逝水            
(5星)	 最牛牛的一部三国，小时候遥远的记忆。引用一lz的话，从此我心目中的诸葛亮就长成这模样。。            
(NA)	 一路到底··            
(5星)	 仿佛置身三国，名著必看            
(5星)	 汝妻子我养之，汝勿虑也！            
(3星)	 小时候在外公家看的。经典大陆制造。画面服装停留在八十年代的水平吧。要不是无聊，我是不会看的。            
(5星)	 再也没见过央三这样好的了，无论是整个班底还是成剧本身，我就是自此以后看其他历史剧都横鼻子竖脸左挑右挑毛病的            
(5星)	 喜欢燕青            
(5星)	 都是演技派            
(5星)	 只能说，赞！            
(5星)	 不解释。老子三国那书看了有十几遍了。            
(4星)	 滚滚长江东逝水，浪花淘尽英雄            
(4星)	 比较怨念的就是里面很多角色是由不止一个演员来演……就连赵云鲁肃这样比较重要的角色也是换了好几个……            
(5星)	 鲍国安！！！！            
(5星)	 绝对的经典            
(5星)	 经典到融入了生命的一部分，还有什么理由不给5颗星！！！            
(5星)	 还是老版的好看            
(NA)	 还不是诸葛亮最帅~~？            
(4星)	 滚滚长江东逝水            
(5星)	 经典，无法超越，对于三国历史的启蒙于此            
(5星)	 经典中的经典 呵呵~~~喜欢赵云~~从小时候就喜欢~            
(5星)	 经典之作！            
(5星)	 兒時的全部。一生的追憶。            
(4星)	 战争、打斗场面是硬伤。            
(5星)	 设么叫神作，请以央视三国演义为标准。从编剧到演员到配乐到。。。无一不神。诸葛，关云长，曹操都绝了            
(4星)	 鉴于那个时候的技术，拍成这样已经很不错了。鲍老师好样的            
(4星)	 唐国强饰演的诸葛亮实在太深入人心了，以至于后来看到陆毅登场我就吐了...            
(5星)	 永远无法被超越的经典            
(5星)	 既生瑜，何生亮~            
(5星)	 经典啊            
(5星)	 经典。就是里面几个演员老换来换去的。。。。            
(5星)	 老版本好看啊！！！            
(3星)	 儿时的回忆            
(5星)	 唯一记得卧龙先生。            
(5星)	 老版无敌            
(5星)	None
(4星)	 经典名著，别翻拍了            
(4星)	 为数不多的用心拍的剧            
(5星)	 老鲍那个眼神！            
(5星)	 经典了            
(5星)	 最高档次，不予评论，说多了都是废话。            
(4星)	 终于看完了。天下大事，分久必合，合久必分。人生大事，亦如此。分分合合，只是一个意想不到的过程。            
(5星)	 很多地方，新版是比不上的            
(5星)	 真正的三国演义，只是小说，不是历史            
(5星)	 小时候看不太明白。后来从初中同桌周变态那儿借了整套的VCD又看了一遍。            
(4星)	 太长了，貌似就没完整看完过            
(5星)	 四大名著最后总算都有所归属            
(NA)	 这是我非常喜欢的电视剧。            
(4星)	 和爷爷一起的时光            
(NA)	 名著经典版            
(5星)	 百看不厌简直神了，现在的什么神棍翻拍简直弱爆了            
(5星)	 史诗            
(5星)	 诸葛亮            
(4星)	 动不动就念古诗            
(4星)	 基本只看了刘、关、张、诸葛的部分            
(NA)	 最喜欢！            
(5星)	 滚滚长江东逝水~~~            
(5星)	 无语。一个字，好！            
(4星)	 十数年内无出其右者。是以合久必分也。            
(5星)	 经典中的经典，绝对是百看不厌！！            
(5星)	 虽然道具粗糙 但是为独一无二的三国演义            
(4星)	 美中有一丝不足，不过还是经典            
(5星)	 时势造英雄，英雄造时势。            
(4星)	 一直觉得这个最好看            
(4星)	 为什么现在技术进步了，却拍不出以前的经典？            
(5星)	 跟我爸和弟一起看的，他俩总分析什么姜维是好还是坏            
(5星)	 韵味十足，偶尔看到还会看得津津有味            
(5星)	 经典之作，百看不厌            
(5星)	   非常之经典！            
(5星)	 好看，经典            
(4星)	 诸葛亮令人动容，但很多细节比较粗糙。            
(5星)	 还要再看一遍！妈的，新版的就是Sb呀！            
(4星)	 在当年那个条件下，拍出来确实不易，很经典~~            
(5星)	 最爱关公            
(5星)	 鲍老师的声音真好听。还有迷人的刘备。            
(5星)	 还用说吗？ 一个时代的经典！！            
(4星)	 女孩子小时候应该都不大爱看吧，最记得“滚滚长江东逝水”            
(5星)	 记得当初看这部电视剧的时候，我妈见我竟然看得把眼睛都哭得又红又肿，说我：你这是何苦来，还是别看了。我却很倔强地说：不，我就是要看。情随心动。三国里有我解不开的情结。            
(5星)	 新三国你能不能好好说话...            
(5星)	 很经典,印象比较深刻的是杨修之死，作为下属要聪明，却不能聪明过度，揣摩上司的心思，这在今天的职场也是有借鉴意义的，特别是吃一口酥时的随意，不管任何时候都要记住自己的身份啊。诸葛亮真是神人啦，神机妙算，几百年才能出一个这样的人才，庞统虽有大才却急攻近利，导致没有立功却先死。姜维            
(3星)	 经典的经典演绎            
(4星)	 终于重新看完了！不容易啊~ 觉得诸葛出山以前跟出山以后作者不是一个人...            
(5星)	 “三国”是社会发展的模型。人与人的个性差别和尔虞我诈，性格决定命运。“国际”局势的微妙变型和领导者的纵横捭阖，似乎所有的事情都尽在掌握，又似乎冥冥中自有安排。            
(5星)	 其实这不需要什么理由……            
(5星)	 糖果的丞相 可以说是初恋吗 原来我那么早就是叔控了啊            
(5星)	 很小的时候就看过，初中的时，买了全套的碟，看了好几遍            
(NA)	 经典，非常经典！            
(5星)	 我记得那些投石车。。。。            
(NA)	 唐国强的华丽转身            
(4星)	 片尾曲的毛阿敏，记忆中爷爷            
(5星)	 吾乃谢良关云长是也！             
(5星)	 “滚滚长江东逝水，浪花淘尽英雄······”，那气势，经典啊！            
(4星)	 后边的主题歌印象很深            
(5星)	 只要电视上演 我就看            
(5星)	 这版的三国才是真正的经典的说。。就是吕布太瘦弱了            
(5星)	 每个演员都选得那么好。            
(5星)	 那时制作上粗糙了，其他还好。            
(4星)	 经典            
(5星)	 经典，不解释。            
(5星)	 滚滚长江东逝水，浪花淘尽英雄            
(4星)	 滚滚长江东逝水，浪花淘净英雄~            
(5星)	 最后两集无比悲壮，最后的一个镜头很苍凉。经典            
(5星)	 不可不看是三国            
(5星)	 经典 哇哇 无法超越            
(5星)	 还记得一遍遍看这部剧的那个夏天冬天            
(5星)	 从小就喜欢东汉末年到西晋开初这段历史，关于这段历史的书籍几乎读遍。这部《三国演义》应该是公认拍得最好的一部！比原著还是有不少修改。唐国强、孙彦军、陆树铭的演技不说了！鲍国安之后，更是再无曹操！            
(5星)	 经典的！            
(5星)	 电视上看了多编的经典剧。            
(5星)	 经典            
(5星)	 还能说什么呢？什么是经典！就是每个人物拿出来一看，就是他！            
(4星)	 大气磅礴！            
(4星)	 只能说，有些东西，是无法超越的！            
(5星)	 现在翻拍经典的同志们，请看看吧，电视剧是拍出来的，不是雷出来的            
(5星)	 滚滚长江东逝水。。。            
(5星)	 javascript:;            
(4星)	 只知道当时为了求真实 很多血都是真的            
(5星)	 比新三国好看            
(NA)	 状诸葛之多智而近妖。。崇拜诸葛亮，鞠躬尽瘁，死而后已。。好尽忠职守            
(4星)	 那时觉得孔明那个帅啊~            
(3星)	 气势磅礴            
(5星)	 最爱的历史电视剧，没有之一。几个主要的角色都是神作。            
(5星)	 只为我的偶像神一般的孔明~~            
(5星)	 滚滚长江东逝水，浪花淘尽艺术家。            
(5星)	 至少我可以跟你看同一部电视剧...可惜缘已尽，我还需有什么执着            
(5星)	 年少时没逢暑假重头到尾看三遍。。。            
(5星)	 孔明的其主而不得其时，惜哉！司马仲达坚忍老练，其子孙终能肃清万里，总齐八荒，岂是侥幸而成？            
(5星)	 小时候就看过，现在重温，感觉他们演得真的很好，别有一番风味。喜欢鲍国安~            
(5星)	 滚滚长江东逝水，浪花淘尽英雄…怎能忘记？怎能忘记？            
(5星)	 这一版三国拍的还是挺不错的 特别是主题曲 很有那个味道            
(NA)	 老版总是无法超越的.            
(5星)	 经典不解释            
(5星)	 迄今为止吐槽点最多的娱乐史诗！            
(5星)	 子龙子龙世无双！            
(4星)	 鲍国安演的曹操，这个我记得，我爸喜欢这个演员，别人就一个不记得了。哦，鹅毛扇子还有印象            
(5星)	 经典！            
(5星)	 喜欢~            
(5星)	 不知道什么时候看过了            
(5星)	 我记得小时候看的时候诸葛亮死了以后我就弃了o(╯□╰)o            
(5星)	 初中的一个暑假一边看电视一边读的原著 最后原著只读完了一本电视剧也没看结局 接下来开学就明显感到自己古文功底大涨 很开心 看电视的时候也特别高兴 喜欢诸葛亮的足智多谋 三气周瑜看得我哈哈大笑 武将里最喜欢赵云            
(4星)	 一部拍得很像纪录片的历史剧，放在三国身上颇为合适~            
(5星)	 赵云老是换人，还以为自己看错了。后来看相关的资料才知道就是换了三个人。中国的古代战争片都没有很好的考据，但是拍出军政乱斗的紧张的也就这部片子。唐国强那时也是偶像实力派才能演诸葛亮啊！！            
(5星)	 那个年代客观条件有限，但人的观念也不同，可以用心投入去塑造真正文学上的形象，演绎真正文学名著中的故事。如今观念不同了，相信客观条件很难让人再用这种心态来拍摄四大名著了吧。            
(5星)	 “白发渔樵江渚上，惯看秋月春风。一壶浊酒喜相逢，古今多少事，都付笑谈中。”“龙能大能小，能升能隐；大则兴云吐雾，小则隐介藏形；升则飞腾于宇宙之间，隐则潜伏于波涛之内。”爸爸和我都极喜欢曹操。            
(5星)	 滚滚长江东逝水，浪花淘尽英雄这首还是经典啊            
(5星)	 有瑕疵,但是经典地位无可否认!            
(4星)	 不好意思，不记得多少了...            
(5星)	 除了武戏差点，其他的简直太棒了            
(5星)	 不给五星不行！            
(5星)	 不解释，绝对的经典            
(5星)	 1993            
(4星)	 开头曲很棒            
(5星)	 “滚滚长江水，浪花尽英雄”            
(5星)	 我爱死了！            
(4星)	 片子好，歌也好，选的人也好            
(5星)	 貌似是第一次看那么长的电视剧，还租碟子有看了一遍            
(5星)	 关羽死的时候哭得我啊            
(4星)	 小時候 就只記得林沖了……            
(5星)	 刘关张诸葛曹的形象深入我心            
(5星)	 三国演义不解释            
(3星)	 人物太多的电视剧，我都看不太下去。。。            
(NA)	 里面的同一个角色老是换演员演，以至于我最后都搞不清谁是谁            
(5星)	 看過新一套的三國演義, 好像格格不入似的. 何解? 正因為以前的三國演義入面的各人, 演得實在太太太... 好了.  相比之下, 我還是喜愛這套由: 唐国强 / 鲍国安 / 孙彦军 / 李镜飞 / 陆树铭...等人之&#34;三國演義&#34;.            
(5星)	None
(4星)	 主题曲传唱度很高~ 演员选得也不错~            
(3星)	 就记得一首《西江月》            
(5星)	 好煽情            
(5星)	 1994 好遥远            
(5星)	 估计是看过最多遍的电视剧了            
(4星)	 滾滾長江東逝水，浪花淘盡英雄～ （當初唐國強蜀黍的諸葛孔明也算照亮了我整個童年了！關於新版為曹操各種撥亂反正我表示絕對不能接受！）            
(5星)	 那些把四大名著改的一塌糊涂的人看看，这才是真正有历史积淀的传世经典            
(5星)	 又看一遍老版本三国，水准比新三国高出一大截啊，连里面配的歌都很不错            
(4星)	 以前对权谋啊战争啊男人戏啊什么的无感，不过在玩过《三国志11》和《无双大蛇》后稍稍改观了些，于是补了这十几年前的缺。挺好看的其实，就是不太适合在吃饭的时候看啊。。。            
(5星)	 还是老人家演得好，那几年演员是神圣的事业，所以都是在用心的演。            
(5星)	 诸葛亮、曹操、司马懿......一世英雄豪杰            
(5星)	 經典要看看            
(5星)	 经典            
(5星)	 专挑大半夜和下午播            
(4星)	 百看不厌的经典啊……            
(3星)	 对历史片向来兴趣不大。哎，没历史感的人啊！            
(5星)	 夏天的凉席。一遍又一遍地看。            
(5星)	 非常喜欢 非常喜欢！            
(5星)	 改装度小～            
(5星)	 气势浩荡！            
(5星)	 义薄云天！            
(NA)	 这才是三国演义，看今天的《新三国》和《关云长》……捶胸顿足啊            
(2星)	 因为知道最后会怎样，就没什么兴趣了。            
(5星)	 滚滚长江东逝水……            
(5星)	 还是这个版本的好            
(5星)	 唐叔当年真帅啊            
(5星)	 曹        操   。            
(NA)	 印象不深了            
(5星)	 演员都是一时之选，历史细节做得很好，尤其相比较后来新《三国》的山寨味道。            
(5星)	 这戏在我心中有崇高的地位。那人头啊什么都直接咕隆隆滚到地上，刀啊乱砍，血啊乱飙，绝对限制级。导致我从那时起就对暴力美学的这一块产生了阴影，至今没治愈。            
(5星)	 大江东去            
(5星)	 诸葛亮 曹操 关羽 都是无法超越的。周瑜是个坑……            
(5星)	 此等经典不会再有了！！            
(5星)	 担当了生前事，何计生后平            
(5星)	 经典不解释            
(4星)	 还记得看这部片的时候还是六年级，但到现在还记得里面诸葛亮这个演员，可见这个选角真的很成功            
(5星)	 天命不可违。。。。            
(5星)	 经典，就是经典，就关听台词就很有味道，就是关键角色老换演员，特别是赵云            
(5星)	 没什么可说的，中国电视剧的史诗巨作。都是我国骨灰级的主演，经典不可被复制，不要再拿什么所谓的新三国跟老三国比了，完全没有可比性            
(NA)	 滚滚长江东逝水            
(5星)	 狂爱！！中国历史的精髓啊！！            
(5星)	 童年的最爱，一生的经典。            
(5星)	 八十四集 总算看完了            
(5星)	 当时那并不纯熟的种种拍摄技术，起码做到了四个字，尊重原著            
(5星)	 就是别老换人啊，其他的都满分。经典就是经典            
(5星)	 经典始终是经典！            
(5星)	 不爱看电视剧。从小就没童年，长大后大多所谓不可不看的作品也最终没看，可每年寒暑假只要找到了《三国演义》就必看一回。总是想也许扣掉看三国的时间，我可以多看五百部电影…笑            
(5星)	 要看一辈子了……据说摄像有老毕……            
(5星)	 绝对屌爆的片子！            
(5星)	 老版的我看过两遍，真是经典啊，新版的真是没勇气看完了            
(5星)	 现在喜欢司马懿胜过诸葛亮            
(5星)	 唐国强演的真好            
(5星)	 太赞了。尤其看了重拍的三国之后，这部更是无法超越的经典了。大赞鲍国安演得曹操，七星，绝对无法超越。唐国强的孔明五星，孙权太帅了五星，刘备太帅了，哭得太有层次了，五星。其他关羽、老年赵云等四星，张飞稍微差了点。最受不了的两个人物，一是周瑜，表演太做作了；二是吕布，长得太丑。            
(5星)	 这个我小的时候就看，现在是因为石田彰吹替周瑜-v-            
(4星)	 我最喜欢的是每集开始时候的旁白。。。            
(5星)	 记忆中的神剧，两首主题曲荡气回肠。诸葛亮逝去的那集看到偶飙泪！            
(5星)	 比新版好太多            
(4星)	 被爸爸当年逼着看的            
(3星)	 跟老爸抓着看的            
(5星)	 四大名著的老版都不可超越            
(5星)	 经典，鲍国安的曹操，唐国强的诸葛亮，永远不会被超越，儿时最好的回忆            
(5星)	 经典！！！            
(5星)	 最棒的大河剧            
(5星)	 古今多少事 都付笑谈中~~            
(4星)	 唐国强果然把中国历史上牛b的男人都演遍了！！！            
(3星)	 小时追看跟真的似得            
(5星)	 丞相你太要我感动了。            
(5星)	 。。            
(5星)	 兴亡谁人定，盛衰岂无凭。            
(5星)	 无法超越            
(5星)	 在我爸的胁迫下看的...            
(5星)	 从此爱上胡子男            
(5星)	 诸葛亮真心聪明，神人！！三国演义明显比较偏向蜀，后面半段，诸葛亮面对一个一个死去，悲剧。其实蛮同情周瑜的，既生瑜，何生亮，这句话也蛮悲痛的，不过他也真的太小心眼了，可怜之人必有可恨之处。这个版本的形象和演技都很好，经典！            
(5星)	 这才叫尼玛历史正剧！建国大业？呵呵。            
(5星)	 就记得关羽好帅~            
(5星)	 也很经典，当时超爱诸葛亮的，结果如今变身毛主席了，难以接受            
(4星)	 现在死活待见不起唐国强。            
(4星)	 经典诸葛亮形象            
(5星)	 记得这个好像一集一个导演啊…            
(5星)	 演一次看一次            
(5星)	 吐血推荐啊！！！！！！！！！！！            
(5星)	 永恒的经典            
(5星)	 现在只记得那首《历史的天空》和貂蝉阿姨了。            
(5星)	 这个才是拍的最好的三国，现在翻拍的都什么玩意            
(5星)	 是神班底，神选角            
(5星)	 好好看。。            
(4星)	 主题曲 是学会了……            
(4星)	 小时候看不懂            
(5星)	 一部永远看不完的优秀国产历史剧            
(5星)	 浪花淘尽英雄            
(5星)	 8.7            
(4星)	 印象最深的是主题曲。还记得多年后物理老师一个人时放声唱，被我们几个女生撞上了，呵呵            
(5星)	 诸葛亮            
(5星)	 爷爷超级喜欢。主题曲超好！            
(5星)	 三国的绝对经典            
(NA)	 喜欢那首片尾曲            
(5星)	 没得说，从这里开始想了解三国。            
(4星)	 没有看完整， 有空再看看。。            
(5星)	 现在的所谓历史题材的影视实在是不能看，一个比一个雷人。还是看看以前的经典，寻找那种古韵吧。            
(5星)	 曹操，刘备，孙权，孔明，周瑜，关羽，张飞，赵云。。。经典的名字太多太多。。。            
(5星)	 滚滚长江东逝水，浪花淘尽英雄。黯淡了刀光剑影，远去了鼓角争鸣，眼前飞扬着一个个，鲜活的面容~~             
(5星)	 经典呀~!!!            
(5星)	 疯狂的爱上它！            
(4星)	 滚滚长江东逝水            
(5星)	 正剧！~            
(5星)	 最喜欢的古装战争剧，没有之一，现在看来剧中的汉服是多么的吸引人的存在....            
(5星)	 以前没感觉的现在看起来那么经典啊……这类型的要时间积淀才有感觉            
(5星)	 经典啊经典！            
(4星)	 小时候刚开始看的时候怎么看怎么别扭，现在再看，还是过去的经典啊            
(4星)	 滚滚长江东逝水            
(4星)	 唯一放在这里的电视剧。这件复杂到波澜壮阔的艺术品中的每一个演员都堪称无暇。鲍国安，唐国强，周袁孙，刘关张，吕赵黄，马魏姜，孟获夏侯司马懿，子敬仲达庞士元。饰演这些角色的脸都成为了我对三国人物的永恒肖像。秋风五丈原一集让我痛到现在，少时不知社会，只料定做官都应如此鞠躬尽瘁，死而后已            
(4星)	 说实话，有点忘了……            
(NA)	 喜欢，老片，质量……一般            
(5星)	 还是这个好看啊            
(5星)	 其实没有看全过。。。。            
(5星)	 最爱的四大名著            
(5星)	 我爱片尾曲            
(5星)	 经典~唐国强实力派啊~            
(5星)	 还要再细品。            
(5星)	 刚看完，大赞！            
(NA)	 最喜欢的电视剧之一            
(5星)	 人物塑造得太经典了简直都成了标准形象            
(5星)	 大气磅礴！            
(5星)	 小时候就喜欢和老爸坐一起看三国水浒的，我妈就骂我们。。。            
(5星)	 好看呐            
(5星)	 三国最爱            
(5星)	 初中时一边看书一边看剧，收集小浣熊卡片            
(5星)	 爸爸看了多少遍都不腻            
(5星)	 永恒的经典            
(4星)	 。            
(5星)	 赤面秉赤心，骑赤兔追风，驰驱时无忘赤帝；青灯观青史，仗青龙偃月，隐微处无愧晴天            
(5星)	 虽然不喜欢这些人物，但是和演员无关，演技派让8090小演员怎么比            
(4星)	 喜欢电视剧里的音乐，喜欢演员们的古典范，喜欢台词的韵味。            
(5星)	 史诗            
(5星)	 经典!!!            
(5星)	 文言文电视剧            
(5星)	 看过书，电视没看全            
(4星)	 一壶浊酒喜相逢，古今多少事，都付笑谈中            
(4星)	 滚滚长江东逝水，浪花淘尽英雄，是非成败转头空，青山依旧在，几度夕阳红...            
(5星)	 应该看了4,5遍左右，文言文原版的也看了不下4,5遍，最喜欢的长篇章回体小说了，这个版本拍得更真实，对于三国爱好者算是力荐的作品            
(5星)	 大爱诸葛            
(3星)	 还是书的原因，看过书总觉得电视剧没有拍好。            
(4星)	 刘备死了之后，诸葛亮太杯具了，看不下去都            
(5星)	 我觉得不是电视剧而是话剧            
(5星)	 跟着外公看的！自己四大名著里除了西游记，就属三国最熟悉，也拜这个所赐吧~~            
(5星)	 能不看吗，有木有啊！！！有木有啊！！！            
(5星)	 小时候我的偶像是曹操...              
(5星)	 经典电视剧            
(5星)	 中国人的史诗性的巨著，基本上把原著的感觉都拍出来了，少许的问题在技术和资金，不在于当时的导演、编剧和演员            
(4星)	 都说老不看西游，少不读三国。我是18岁才开始看三国的~~老版的三国的演员，把角色都演活了，高希希搞得那个玩意，不给力~~            
(NA)	 超爱的片子，经典中的经典，现在翻拍的都是垃圾            
(5星)	 经典，经典，还是经典            
(NA)	 气势磅礴，很过瘾。。。特别是主题曲，时常会吼上一段            
(5星)	 一直以来的经典 有人试图超越却还没有办法被超越            
(5星)	 浪花淘尽英雄            
(5星)	 最最经典的三国演义。            
(5星)	 那时候的鲍国安直接导致我喜欢上了曹操。。。。            
(5星)	 历史剧中的经典            
(5星)	 超棒啊，经典啊            
(5星)	 三国的记忆都在里面了~            
(4星)	 滚滚长江东逝水            
(5星)	 话说 这辈子看的第一部电视剧····            
(5星)	 这电视剧是我看过的唯一能和好莱坞电影比的            
(5星)	 真是看得我热泪盈眶啊！            
(4星)	 这种片子 永远都经典            
(5星)	 经典巨著，更喜欢曹操。            
(5星)	 经典之作，放到现在看还是很有意思            
(5星)	 我的三国演义基本上都是看它知道的，当时那里面的主题曲还学着唱过，小时候边吃饭边看，就是觉得比西游记有意思多了            
(4星)	 经典            
(5星)	 这部剧的评分竟然没上9，豆瓣已经伦理丧失了            
(4星)	 经典不经典看个人角度了~本人喜欢曹操！            
(5星)	 长大了才看懂了三国，大丈夫成就事业，天时地利人和，缺一不可！            
(3星)	 好            
(5星)	 没想到对这部剧印象最深的是两首主题曲。悲哀。            
(5星)	 唐国强 鲍国安压阵，张纪中版的你就是一搞笑的            
(5星)	 这片子，端的好看。好看。            
(4星)	 这个版本的最好。            
(5星)	 虽然说文言有点雷，但那一批心无旁骛的好演员啊，你们慢一点老啊。。。            
(5星)	 喜欢            
(5星)	 四大名著连续剧最好的一部            
(5星)	 果然老一辈演艺家，出神入化的表演            
(NA)	 关羽领着一票人马冲过一片玉米地。。。            
(5星)	 唯一看过4遍电视剧            
(NA)	 我觉得新三国更好看撒。            
(NA)	 好喜欢            
(5星)	 历史启蒙教材啊！            
(5星)	 经典～            
(5星)	 还是老的好            
(4星)	 大江~~东去~~滚滚~~            
(NA)	 被用来研究谋略了。。。            
(NA)	 连主题曲都很给力什么的 才是经典            
(5星)	 名著改编之典范，用心之作。我们不是做不出好东西，只是太浮躁了。            
(5星)	 小时看了觉得有不给力的地方，现在才明白原来当年的才是最给力的，现在都是神马玩意。这一评论一样适合各种名著改编的电视剧。            
(5星)	 只看了一部分 大概有一半            
(4星)	 经典！            
(3星)	 伐欢喜            
(5星)	 那个年代做电视的人，真是真诚地一塌糊涂            
(5星)	 人物形象已经深入人心了，后面的版本都是浮云~~            
(3星)	 老爸每次看这个都不给我看动画片！记仇了，哼！加上姐姐也凑到一起，听老爸演讲……无奈……            
(1星)	 看得越多，越来越多的东西经不起推敲。。。            
(5星)	 啥时得空再看一遍。            
(4星)	 孙彦军和唐国强真是天生一对君臣，演得太有爱了。就是戏剧演法哈哈哈的笑声太多了，不过看着却是心情舒畅！            
(4星)	 有时间一定再看一遍            
(5星)	 可能是无法颠覆的经典            
(NA)	 其实还蛮经典的啦            
(5星)	 曹操、二爷、三爷、诸葛亮这个四个人的形象已经根深蒂固了            
(5星)	 老演员们都乃神人也~            
(4星)	 台词很正统            
(5星)	 有赞叹、有哀叹            
(NA)	 印象深刻            
(5星)	 这个真不用说了，经典死了，到现在电视台一放我也忍不住看            
(5星)	 四大名著，，必看            
(5星)	 太喜欢了 书也是~            
(NA)	 很多古代战争的宏伟场面都是在这部剧中看到的            
(5星)	 不可超越阿            
(5星)	 这才是电视剧……            
(5星)	 虽然拍摄中有许多遗憾，但是依然无可超越，陪伴我成长……            
(5星)	 经典无须多言            
(5星)	 那时如此迷恋三国。。。            
(5星)	 滚滚长江东逝水……            
(5星)	 不好超越的电视剧              
(5星)	 经典            
(5星)	 四大名著之一 感慨就是 有好军师不如有个好儿子 刘备得到卧龙凤雏 但江山却葬送在儿子刘禅手里 难受啊            
(3星)	 武打动作太次太次太次太次.....            
(4星)	 挺搞笑的            
(5星)	 天不佑蜀啊~            
(5星)	 唐国强演的孔明无法超越            
(5星)	 经典！            
(5星)	 啥也不说 经典珍藏~            
(5星)	 算是经典了            
(4星)	 少年时回忆之作，一个可以纵横天下，建功立业的大时代            
(4星)	 那时候张纪中还不那么装13~            
(5星)	 诸葛亮！！            
(5星)	 其实少不看三国也对……那个沧桑的历史感……真催人老……            
(5星)	 没人可以超越~            
(NA)	 84集不容易            
(5星)	 呕心沥血出经典            
(4星)	 战争场面在现在看来也是非常不错的。            
(4星)	 经典            
(NA)	 其实我曾经也是电视剧女王！！！！！！！！！！            
(5星)	 历史剧经典，永远不可能超越！            
(5星)	 鲍国安的经典三笑！事实证明，难以复制！            
(NA)	 我TM大班的时候就再看这个~ 虽然是第三年那个大班！！！            
(5星)	 神作！            
(5星)	 几乎所有人物的再现都那么“准确”。极度喜欢片尾曲的歌词。            
(4星)	 这版曹操最曹操            
(5星)	 三国演义这一部除了主角出现时普遍扮相稍老一些，不符合历史，到赤壁之前真是好看呀。            
(3星)	 童年            
(5星)	 三国情结由此发端，就是对白太舞台化了点。            
(5星)	 这个真的好            
(5星)	 已经无法超越            
(4星)	 觉得很不错了，不用再翻拍了。。。            
(4星)	 小时候特别害怕张飞瞪大了眼睛抡斧子的样子。            
(5星)	 经典            
(5星)	 魏蜀吴，三足鼎立，英雄辈出的年代。            
(2星)	 很多不满            
(NA)	 现在来看，都是无法超越的。            
(5星)	 恩，还是喜欢这个版本。            
(4星)	 电视剧              
(5星)	 真的是神作，绝对是神作。目前看过古装片里绝对的神作。            
(5星)	 不管谁来重拍三国，这部剧无法超越            
(5星)	 忆祖母家的味道            
(4星)	 最好的诸葛亮。            
(5星)	 永难超越的经典            
(5星)	 小时候觉得太深奥了。。            
(4星)	 周瑜是这版的亮点            
(NA)	 浪花淘尽英雄，是非成败转头空，青山依旧在，几度夕阳红！。。。            
(5星)	 我最喜欢的一部三国            
(5星)	 非常喜欢            
(5星)	 大爱！！！永恒的经典！！            
(4星)	 断断续续看的...            
(5星)	 啊啊啊我就是从这部开始控某人的，还能再经典一点么！            
(5星)	 记得初中的时候，全班人都在看，一天中最期待的时刻            
(5星)	 不管怎么说，这个绝对是经典，唐国强的诸葛亮当年感动了我幼小的心灵            
(NA)	 好像怎么看都看不全= =            
(5星)	 赞            
(3星)	 是经典！ 拍的实实在在~            
(4星)	 人物很好，导演/编剧很烂，基本等于情景剧            
(5星)	 最爱诸葛亮。            
(4星)	 这个是吃饭的时候看的            
(4星)	 一星给诸葛亮，一星给配乐，一星给面子，一星给它超越时代。但不得不说谋略和人生智慧交待太少。不过也没办法，三国演义小说过于主观，而蜀汉恰恰是没有人生智慧的一方。。。            
(5星)	 鲍国安的曹操印象深刻~~            
(5星)	 看的第一步历史剧！唐国强拍的很好，每个人物都经典            
(5星)	 放时天天不见不散            
