http://movie.douban.com/subject/1763607/	巴厘岛的日子 발리에서 생긴 일
(5星)	 太经典的一部电视剧 服装现在看起来都不过时呢 赵寅成饰演的郑在民实在是彻彻底底的俘获了我滴心啊 帅的无以伦比 深情的一塌涂地            
(3星)	 已经不记得剧情了，不是很喜欢，但很红～            
(NA)	 冲着赵寅成看完的。。。最后居然全死了。。。            
(5星)	 我曾经把ZYC在剧中的每身行头都截屏下来保存，中毒之深可想而知。。。            
(5星)	 爱情和现实，忘不了夕阳下赵仁成自杀的结局。            
(4星)	 其实我并不爱看感情比较复杂的剧，可是巴厘岛的日子，四个人的爱恨纠葛什么的我却看得很起劲~赵寅成背着双肩包的样子不错，还有苏志燮那浅浅的笑一直我都很钟意~            
(5星)	 河智苑还是有很多好作品的            
(5星)	None
(4星)	 是个悲剧。。。            
(4星)	 好像是让我哭得最厉害的韩剧。。。            
(4星)	 片子里正常的人没几个。。。不过剧情还是相当纠结的，就是太拖。结局有点怪异            
(3星)	 好帅的在民            
(4星)	 编剧最后一集时神经错乱了吧！！喜剧结尾多好            
(5星)	 难受死我了！            
(3星)	 从开头到结尾一直让人压抑，简直虐心！有钱的，没钱的，长的帅的，长得丑的，没有一个人让人感觉是幸福的，感觉所有人的命运都十分悲惨！让人质疑活着有什么意思？            
(4星)	 第一遍没看懂，觉得这几个人折腾得累不累啊。第二遍，看崩溃了。唯一牺牲的人，是一直爱得那么不遗余力的郑在民。            
(NA)	 喜欢河智苑            
(NA)	 很久很久很久前看的 一直不能忘怀 很是喜欢里面的结局 印象深刻            
(5星)	 少数看了两遍的电视剧之一，很多集偶都泣不成声啊，呵呵。河智苑小姐演戏很真诚，男主们帅。我承认我有点花痴            
(NA)	 最爱得韩剧            
(5星)	 “李水晶”很真实，“姜仁旭”很厉害，“郑在民”最不理解！            
(4星)	 很虐 很悲啊 结局太苦逼了            
(2星)	 唯一的亮点就是演员帅了一点。。            
(5星)	 赵仁成！            
(3星)	 男女主角都是我喜欢的演员，但是剧情保持韩剧一贯冗长拖沓的风格。。。            
(2星)	 一个女人脚踏两只船的悲剧~害死人呀~            
(NA)	 其实对于这个故事的内容我很不认同，但不可否认我是因为这部电视剧而迷上了赵寅成。            
(NA)	 N年前            
(5星)	 因为河智苑开始看的，看完觉得对得起5星            
(3星)	 可能是看的太晚了吧。04年的剧，现在才看，有点不适应。三位都是大卡司。非常喜欢河智苑姐姐，演技好。实在没有勇气看完全部，只看了最后半段。很多人都不喜欢这个结局，其实我觉得这个结局深刻多了。其实这就是人性吧。至于水晶的真心，其实并不重要，当事人心里其实都很清楚，却又不清楚。所谓当局            
(5星)	 经典经典            
(1星)	 这种烂剧我居然看完了 杯具            
(5星)	 经典，虽然是7年后才看。估计当时看，我会理解不了。真是现实的剧，人果真是最摇摆和坚定的动物。            
(5星)	 表示我已经是巴厘废人了，一看到就想哭            
(4星)	 深陷赵仁成这个男人的魅力当中，花痴            
(4星)	 我实在无法理解女主……            
(4星)	 如果你想虐你自己，想让你自己变得更纠结一些，去看这部剧吧，你不会失望的！一定会纠结！介个女主真的不是一般般的无语呀，左右摇摆，吃着碗里的想着锅里的，一会儿要骨气一会儿要这要那。。。到了14集真的抗不牢了，只直奔结局。。。介个悲壮了。。。            
(5星)	 演员实力很强，大爱成成            
(5星)	 就是因为喜欢赵寅成就给五星，唯一一部刻了碟子保存的剧。            
(5星)	 终于通宵看完，赵寅成啊赵寅成，你把我的泪也流了去。最后河MM口中的一句我爱你，赵的泪水，整个人也跟着瘫痪了。有人说这结尾很现实，可是说到底还是悲剧式的浪漫。            
(5星)	 “现实总是太残忍，我早已付出了灵魂”            
(5星)	None
(5星)	 他没想到他会爱上她，她没想到她会爱上他；她没想到他会爱上她，他没想到她会爱上他            
(5星)	 这种酷帅霸的男主角，你不能不喜欢！特别当女主是这种妩媚中透着清纯、甜蜜中含着倔强的，我们智苑！！养眼啊有木有！可惜结局太悲催了，太悲催了，导演我恨你！            
(4星)	 因为赵仁成而看，但是在不喜欢苏志燮和河智苑，也不喜欢这种阴郁的剧情，赵仁成的角色太受虐了~跳着把有他的镜头看了，果然大爱啊！            
(4星)	 悲了剧的            
(NA)	 很喜欢这个故事，可是没有勇气再看一次。那个结局我忘不了。            
(5星)	 赵寅成真亮了。。            
(4星)	 结局太悲催了。。。不开心            
(2星)	 片子太老了，河智苑不是我的菜            
(4星)	 纠结拉了拉            
(5星)	 看到赵仁成哭成那样，好想去拯救他！！O(∩_∩)O哈哈~            
(3星)	 看完17直接跳去结局。造成悲剧原因就是这四个人其实都是畸形的。怎么可能有正常的爱情开花结果。话说赵寅成和张根锡还有那么丝相像。整部剧也就还待见他了。            
(5星)	 赵寅成~~就是我力荐的理由~！哈哈，我是HC女~~            
(4星)	 虽然是悲剧，但这是部好剧，韩剧迷一定要看的。            
(3星)	 冲着赵寅成去的。。。没想到这个电视剧拍的如此之现实。。。有钱真的是好啊。。。不过结局太坑爹            
(3星)	 苏志燮的脸好欠啊~！！！！            
(NA)	 看过几遍了  电脑中一直存着  哈哈  下次看到碟子了就买上            
(1星)	 你的脑残我永远不（想）懂            
(5星)	 很有意义，值得深思的韩剧            
(5星)	 4个人的纠结感情 男主角们太帅了！赵仁成背着小书包上班的样子尤其可爱～～爱 真正来临的时候 是不能受控制的 就是那么一发不可收拾 轰轰烈烈～～            
(5星)	 刚开始看的时候并不觉得会喜欢，但是越看越喜欢            
(5星)	 最最最最喜欢的一部韩剧 超超超超爱这三个主角 都喜欢 最爱赵仁成 哈哈 帅呆了~~~            
(5星)	 唯一大爱的韩剧！比较现实！在民确实是又讨人嫌又让人不得不爱！她以为不把自己的心给他就保住了最后的自尊，但无奈已经不知不觉交付了真心身不由己！            
(2星)	 超级接受不了的结局！！            
(4星)	 帅哥美女的            
(4星)	 悲剧总是吸引人            
(4星)	 第一遍看的时候没看懂，也不喜欢看，感觉看了还很压抑。没见过这么左右摇摆的女主，也没见过这样的男主，还没见过这样的男二。简单地讲这就是女主被男主包养，最后女主和男二双双先被男一杀死，然后男主自杀的故事。。。可是自看了贴吧里强人的解析，我豁然开朗，原来这么深刻，原来每个人都是有原因的            
(4星)	 從頭虐到尾，糾結的片子。趙寅成很贊！            
(5星)	 看了结尾。因为太悲了，所以跳着看的。让人看了之后会想很久的电视剧，不愧是经典！            
(5星)	 每个人物都好真实啊            
(5星)	 从这部电视剧爱上赵仁成，唯一的缺点是结局很狗血！            
(NA)	 迷上了赵仁成~~~这种调调            
(5星)	 彻底爱上jo in sun            
(3星)	 仅仅是看里面的帅哥，当时眞肤浅。            
(4星)	 因为赵寅成，所以给四星。            
(4星)	 结局意外的片子，喜欢河智苑的演技，太赞了            
(NA)	 一部看的时候没有猜测剧情会如何发展的电视剧            
(5星)	 我最喜欢的一部韩剧了            
(5星)	 结局的捉奸枪杀自杀很给力            
(NA)	 完全大悲剧，怀疑编剧的水平！            
(4星)	 和我妹一起看的，感觉结局太悲了，记得好像在娱乐杂志上看到，说韩国观众一致要求改演结局。            
(5星)	 我超爱这部剧            
(2星)	 剧情特别是结局狗血的我没背住。。。冲着赵寅成看的，好浪费啊~~            
(5星)	 少见的佳作。注重心理与表情描写。            
(4星)	 连续三个晚上迟睡，终于看完这部片子。似乎最后7集，CC都在整日以泪洗面。但我还是不解，主角们的心思。之所以给四星，多出来的一颗星给水晶的那句——之所以不想把心也给在民，是为守住自己最后的自尊心。            
(4星)	 爱情不是应该快快乐乐 幸幸福福的吗？为什么要弄得这样纠结呢。赵寅成的角色太扯淡了，也许在2004年的时候还说的过去？            
(NA)	 最喜欢的一部悲伤爱情剧 ·  · ·    迷恋赵仁成从此刻开始·  · ·            
(4星)	 唯有覆灭            
(5星)	 最帅的赵仁成，最美的河智苑，完美的演技！            
(5星)	 结局有点扯，不知道是不是剪辑的问题，，不过外表单纯，鲁莽，内心丰富，细腻的男子，就是我的致命伤啦            
(4星)	 六年前在韩剧界，真可算一朵奇葩。很新颖的题材和剧情。            
(5星)	 意外的韩剧，经典的你们，可以相爱吗            
(5星)	 他哭得像个孩子一样，真是让人心都碎了。走写实路线的有点深度的韩剧。很久没有看到这样的故事了。。。经典。。。            
(3星)	 难得能表现社会贫富差距、揭露人性的韩剧！            
(5星)	 我是为了亲爱的小成成，才一遍又一遍地看这部电视剧。结局太悲惨了，第一次看的时候，我还很年幼，哭的稀里哗啦。韩剧终归是韩剧，永远不是现实。            
(5星)	 破天荒在看过电视剧后写感想。            
(4星)	 天这结局呛着我了赵寅成同学真是帅的够可以啊 苏志燮完全被背景了            
(NA)	 注定是“那时候”的经典。很韩国。            
(5星)	 在民,你好,真的好想好想叫你一声老公!     我再次遇到遗忘已久的世界,遇到暂时被遗忘的泪水, 你带给我非常幸福的梦境, 一个不能实现的梦!真的，我无数次地告诉自己，必须彻底的忘记你，你对于我来说是一个幸福而又不真实的梦，或者说一开始的时候我就不该有白马王子的美梦。可是后来            
(4星)	 比较养眼            
(5星)	 心目中尚未被超越的韩剧 姜仁旭            
(5星)	 一场猜心的情感游戏，在阶级的爱情面前，只剩下现实的苍凉与残酷。多年后仍看的让人揪心和感伤，至今最喜欢的韩剧。            
(5星)	 很喜欢啊            
(3星)	 看了霜花店，觉得赵冉成真是个伟大的演员，恶劣的街头也很好看，这里面还很嫩过的呢。苏志燮这里面超美貌的，就是发型恶心点。拍成电影就好了，虽然不错还是太长了。            
(5星)	 真的不够虐，就是堵得慌！！！！！赵寅成帅到爆棚了~~~~~~~~~~~~~~            
(3星)	 在民的爱来得好奇怪……            
(4星)	 难以想象27岁的苏苏可以这么嫩！            
(4星)	 爱情，金钱，尊严之间的角力……其实我是冲着传说中惊世骇俗的大结局才看的……开头结尾不错，中间太过纠结，结尾虽然仓促 仍有悲剧美 可以看出编剧是先有的结尾，后编的故事。赵仁成最后一集颓废胡须男的样子帅呆了            
(5星)	 最喜欢的韩剧！            
(3星)	 剧情太无奈了，最后太无言了！但河智苑的演技我绝对认可            
(5星)	 哭死我了。还有两个男人都巨帅无比。            
(5星)	 郑在民是我最爱的韩剧男主角，没有之一。            
(5星)	 又帅又虐的非典型性韩剧。喜欢这一类韩剧，爱情被无限放大的同时，现实也被无限放大。想想这样才构成悲剧，罗密欧与朱丽叶，梁山伯与祝英台。不过这个剧的特点是即使爱情，也不是那么纯粹的，包裹着很复杂的东西。            
(5星)	 特别的韩剧，看了两遍以上，觉得水晶哭的太多，插曲放得太多。结尾特别，但是可以忽略，只看前面的纠结就好。            
(5星)	 赵仁成实在是帅~主角们演技都不错啦            
(5星)	 最爱的韩剧~从此赵寅成成为我最爱哈哈~~这是我看过最多遍的韩剧。虽然很悲，但是为数不多的很现实的韩剧。记得当时看完心里像压了一块大石头，但是却哭不出来~            
(5星)	 很赞 很虐            
(3星)	 众星云集，可惜最后几乎都死了，让人无法接受            
(4星)	 赵仁成剧中的妈应该没整容吧 看韩剧看的人真有感觉外貌秀美的大妈都是心地善良的好人 恐怖的大妈都是坏蛋。第十三集 我只要一天不看到她我都会疯掉 啧啧。刚出来那年断断续续看了点不过没看完 今天才知道到最后是个大悲剧啊 不过这样也好 不论跟谁在一起了都俗套了            
(2星)	 很火的一部剧，但实话实说，我真的没怎么看明白。            
(5星)	 超级喜欢在民，虽然很多地方没有看懂。ost很棒            
(5星)	 想起了胡彦斌早年的一首歌《蝴蝶》            
(5星)	 最后的结局让我觉得很震撼，本来是因为喜欢苏志燮才看的，但是又喜欢上了赵仁成。            
(NA)	 准备迟点再看一遍理一理            
(5星)	 如果我是导演，我不要让他们死去            
(4星)	 太虐了  最后都死了  看得我压抑啊   老片子了              
(5星)	 真是个虐剧，不过赵仁成帅爆！！            
(5星)	 最深刻的电视剧，看了很多遍。            
(3星)	 分數爲什麽這麼高 我不懂誒。不過那時的水晶 真的讓人無法不愛。            
(5星)	 最好看的悲剧 虽然是悲剧但是结局是我希望的            
(NA)	 巴厘            
(4星)	 本来只想给三颗星的，但是结局太过震撼，当时才23岁的赵寅成的哭戏又实在太好，多加一颗星吧            
(5星)	 水晶最后的那句”我爱你“，让一切释然，让仁成解脱了~            
(3星)	 太悲伤了            
(5星)	 看了感觉很纠结，会纠结很久的故事            
(3星)	 虽然赵仁成演的很出彩，可是，有大叔在，我就能分心。            
(5星)	 两个男人都帅呀！            
(4星)	 如果结局好一点，这个电视剧就完美了！            
(3星)	 剧情很虐~典型韩式老套剧情~可是却会不忍去看因为似乎看到云云众生相~看完之后的总结是：欲望，占有,，爱--羡慕，嫉妒，恨！            
(5星)	 内伤！！！！！！！！！！！！！！！！！            
(4星)	 男人不坏女人不爱。。。            
(4星)	 印象很深的一部韩剧。。。remember这个曲子到现在还在用。。。            
(5星)	 看完整部都没有掉一滴眼泪，但心情如阴郁的天气般打结。爱情从来都是童话，这部片子更接近真实的人性，只有这种毁灭性的结局是最完美的。            
(5星)	 为什么是这个结局，纠结啊            
(5星)	 我非常喜欢这部电视剧,不仅仅是因为他的结局很悲,而且是一个他本身就是无法实现的爱情,可是就是不能自拔的爱着,可怜又可恨的爱情,让人不忍!            
(4星)	 看赵仁成看得我好桑心！！！！！赵仁成一桑心我就桑心！！！！！            
(3星)	 原来你过多的爱对他而言已变成压力……            
(2星)	 赵寅成真帅！其他的都是纠结的无聊            
(4星)	 惨绝人寰的帅哥，我错乱了            
(5星)	 虽然是韩剧，但有我最爱的河智苑，不过其实这部还真是不错，我的心从开始一直拧巴到结束，之后很长时间未平复。。。            
(NA)	 这部剧就一个字：虐！就两个字：纠结！一个为爱变成痴痴傻傻的笨拙的男孩，另一个隐忍坚守内心苦不堪言阿弥陀佛，愿他们往生净土            
(5星)	 纠结的剧情，还有好听的原声            
(4星)	 我只想说编剧你好歹留一个行么 就留一个。。靠 残念            
(4星)	 选多少次都是赵仁成。。。            
(4星)	 俩男主都很爱！            
(5星)	 永远的痛，永远的在民和水晶，你们在天堂过得好吗？            
(5星)	 让人手足无措的郑在民            
(NA)	 随着剧情起伏，看哭了N回。唉，只是个电视剧嘛！赵仁成真的太帅了。            
(5星)	 经典中的经典             
(4星)	 除了狗血，一切都好- -            
(3星)	 黑暗人生，能再坚持一下就好了            
(5星)	 虽然是悲剧。但是觉得河智苑很可爱。这是让我开始喜欢的电视剧。            
(5星)	 在民让人觉着轻松，仁旭却沉重。虽然一开始的仁旭的确很吸引人。            
(5星)	 悶到爆......但是趙寅成帥到無法形容...再狗血的劇情我也忍了...天娜...怎麼可以帥成醬.....暈眩!!!!            
(5星)	 韩剧中的经典            
(5星)	 当时纠结得我要死要活...成苑喏，真有CP感。            
(5星)	 河智苑的片子 全是大爱            
(4星)	 都说很好，看来试试，不过据说结局很悲情，不知我有没有胆量看到结尾~            
(4星)	 爱是折磨人的东西            
(4星)	 穿着西装背着书包的在民怎么可以这么帅            
(4星)	 两个男主角都是我喜欢的型。结尾很死的很团圆啊，这种结果也很好。            
(4星)	 很深刻。里面的每一个人既可怜又可悲            
(5星)	 把现实放大给你看，告诉你爱情在真正的阶级和门第面前真的很无力。女猪很真实，想要保留自尊可是又不由自主的喜欢物质。很喜欢很喜欢。            
(4星)	 结局很雷            
(5星)	 为了艺珍才看的。顺带提一句，以前说的三条主角都红了的话，要改成四位都红了~            
(5星)	 最后。。。            
(5星)	 最后那句撒狼黑哟，让我泪如雨下            
(5星)	 印象很深的韩剧 从头纠结到尾  女生没钱 没爸没妈真是可怜呀 当这些都没有的时候 自尊就是个屁            
(4星)	 因为河智苑、赵寅成。纠结。。。            
(5星)	 我就奔着赵仁成去地 看几遍都不够 太J8帅            
(4星)	 结局让人心烦，竟然都死了。乱七八糟的爱,讨厌姜仁旭,总摆出一副要死不活的样子；郑在民的爱太占有,在民也不会表达爱；水晶不知道自己到底要什么,临死前才明白,可悲.            
(3星)	 双生双旦，灰姑娘的基本故事，最后几乎全灭。河MM还行。俩男都不是我的泰普。            
(5星)	 太好看了，看了就会着迷的，所以，不看也罢            
(5星)	 又是让人看了哭的韩剧            
(3星)	 闲的无聊找来看，打扮好土。。。潮流变化真快啊            
(4星)	 爱死赵小兔了            
(3星)	 赵仁成很可爱，但剧情很怪            
(NA)	 很韩剧            
(4星)	 结局很震撼人心的片子，爱就是这样，就算死前最后一秒，依然挣扎着说我爱你BTW，赵寅成太帅了~~~            
(5星)	 虽韩剧却现实，让人透心凉~            
(4星)	 基调灰暗，男女主角又过于无能纠结，看得好憋闷。            
(3星)	 在所有看过的韩剧中，唯一一部剧情有点淡忘，但角色印象比较深刻的片子，主演也是韩国演员中演技相对出彩的几位，只是太悲了，不敢回看。            
(4星)	 哭戏啊哭戏~河智苑，从这个时候认识她~            
(5星)	 看过这部才是真的看过韩剧            
(5星)	 虽然不喜欢绝大部分韩剧，但是这部很经典很震撼            
(NA)	 我心中经典的韩剧之首            
(5星)	 很写实 很震撼            
(3星)	 看了第一集和最后一集。情节发展太过缓慢，于是 直接跳到最后。发现结局太悲催。。。都死光。。o(︶︿︶)o 唉  罢了 不看悲剧。            
(5星)	 河智苑：周旋在两个男人之间，看似被爱情伤透了，但是事实却非如此；苏志變：贪婪的想得到爱情和金钱。但最后伤的是赵寅成，看完后我觉赵寅成才是最后的受害者，被兄弟所伤，被情人所伤，最后还要一个人独自死去。            
(3星)	 岛岛岛！            
(4星)	 怎么能是这样的结局呢？！！！            
(5星)	 最喜欢的韩剧            
(5星)	 好看            
(5星)	 悲剧，完全的悲剧，很好看            
(4星)	 看的太早，基本都忘记了，但又没勇气再看一次。            
(5星)	 挺喜欢的一部韩剧            
(4星)	   结尾有点失望，其他的还好,,,,,            
(5星)	 就是喜欢虐人的结局。            
(5星)	 剧情很烂，但就是喜欢。。。            
(5星)	 最深刻最绝望的韩剧，把人性的软弱无奈完美的刻画了出来。            
(NA)	 烂剧～～～50分，不及格            
(4星)	 这结局真是。。。不过赵寅成还是很帅滴~            
(4星)	 绝对的剧虐            
(4星)	 纠结之王！            
(3星)	 不明白不明白,其实爱为什么又要跟另外一个人离开!!!!!            
(3星)	 不知道是不是代沟问题，拖拖拉拉的看了很久，看不下去。。。            
(5星)	 爱到互相折磨。。            
(4星)	 这里赵寅成演的很好，但还是压抑而富于张力的苏大叔的演技把我给镇住了            
(3星)	 感情很莫名其妙呀，剧本太狗血了。女主角这么下贱，膈应人~            
(4星)	 结局太仓促了            
(4星)	 这部戏在韩剧社区的论坛就是个神话，评论长贴此起彼伏，不一般的韩剧，最贴切的演出。            
(5星)	 绝对让你爱上男一。            
(4星)	 经典狗血韩剧            
(4星)	 总体来说有点混乱。男一号的演技很棒。结局让人印象很深刻。            
(5星)	 Favourite~            
(NA)	 5 perfect            
(NA)	 好吧男一号比苏苏更帅            
(5星)	 很喜欢，百看不厌            
(NA)	 嘿嘿              
(5星)	 纠结。            
(4星)	 喜欢河智苑            
(NA)	 很久以前看的，主题曲“my love”一直在脑子里转呀转            
(NA)	 结局太刺激了，受不了~~~受不了~~~            
(5星)	 从此痴迷赵寅成            
(4星)	 结局太震惊了。            
(3星)	 不喜欢水晶在两男之间的动摇~典型的社会底层角色的悲情女主角~事业不顺，家人拖后腿，但是本身很坚强倔强~两男因其性格爱上她~然后摇摆不定~但是看别人的评~我就觉得是我自己没理解剧中的深意~恩~我的确不理解此片~            
(5星)	 很有内涵的一部剧，看完后久久不能平静...结局看得我很虐,觉得在民太可怜了......赵寅成真的很喜欢~            
(4星)	 让我不敢想起的电视剧~~~~            
(4星)	 故事应该算是好看的，而且有这么严重的结尾。但是现在看这部片对于我来说有点负担，毕竟我是2011年的人，可能04年我十五岁的时候还能骗骗我，但是经过了这么多年韩剧的洗礼，我看到一般还是弃了。。本片收获赵寅成，认识你太晚，不好意思。。            
(3星)	 不看也行            
(5星)	 虽知注定悲剧收尾，还是每每感动于在民的真心。            
(3星)	 结局太惨了            
(5星)	 真正的悲剧啊，与那些凄美的爱情剧不同。这是彻头彻尾的悲剧。2+1声枪响，一句我爱你，后悔与悲伤的哭泣，结束了一段巴厘岛的传奇...            
(5星)	 韩剧史上最没用，最不懂事的男主角，但却让人无法忘怀            
(4星)	 奔着赵仁成看的。。            
(4星)	 那个和Oni一起买D版韩剧光盘的年代            
(4星)	 很多人不喜欢这部剧，可能它过于现实            
(4星)	 寅成               
(4星)	 因为这个 对苏志燮第一印象就不好。赵寅成真的是个衣架子。            
(5星)	 爱爆赵仁成了！            
(2星)	 去了趟巴厘岛就都疯了..            
(3星)	 小时候跟着老妈看的，从此知道了巴厘岛。。            
(5星)	 当年曾经花痴无限，三个猪脚都红了，赵寅成的表演太赞了，后来的双料影帝 ╮(╯▽╰)╭            
(NA)	 想想 这也是我初中三年级看的第一部韩剧，记得当时觉得里面的女主人公好悲惨啊，赤裸裸的把贫富之间的差距毫不保留地呈现在眼前。三人陷入三角恋之中，最后也悲剧收场！            
(5星)	 一直觉得赵寅成背个书包上班很有型            
(5星)	 赵仁成的单纯与高傲让他在有生之年得不到李水晶的爱情，李水晶的自卑与贪婪害死了她自己，苏志燮的角色在最后时刻有些龌龊~最喜欢赵仁成，可爱的大男孩！            
(5星)	 很不情愿的给了五星。讨厌韩国棒子鄙视NC，但这部片子真的打进我心里了。不知道还会不会有一部电视剧能这样和我完美结合。            
(5星)	 好看好看            
(3星)	 哎哟妈呀 结局太惨了吧 可怜的在民 可怜的任旭  水晶哈讨厌            
(4星)	  看着忒生气。。。            
(4星)	 第一次发现韩剧中那么复杂的爱情，而且结局竟然是出乎我的意料，尽管如此，我还是喜欢皆大欢喜            
(5星)	 这个是电影么？！电视剧~            
(4星)	 什么都好，就是结局不好。            
(5星)	 最好的韩剧，无出其右。            
(4星)	 “我不把我的心给你，是为了留住我最后的自尊”。自此对赵仁成有了兴趣。            
(5星)	 唯一看完整的一部韩剧，无比伤感，因为主角都不完美，或者懦弱，或者犹豫，或者自私，或者渺小而卑微，不仅仅是身份，甚至是灵魂也不高贵，或者连自己也不明白，但是正因为如此，便如我，便如你，人生本身是一个悲剧            
(4星)	 总觉得韩剧幼稚,原来是我看不懂而已.这里没有主角配角,有的是四个年轻人梦碎的过程            
(5星)	 超讨厌韩剧的我，因为这部剧，对韩剧有了点好感            
(5星)	 不知道 明明没有想象中的好 但是 就是留在心里了 眼泪            
(NA)	 何MM好美啊            
(5星)	 太完美了！很有魅力的一部韩剧 这是又一部给予我在心灵上震撼极大的一部片子！            
(5星)	 就是喜欢里面的赵寅成             
(4星)	 又出现一个把双肩包背得如此好看的男生。当时因为觉得太好看，所以去网上找了相关帖子来了解剧情，却因为无法接受三挂结局的事实而潜意识拒绝看完。BJ往往是残酷滴。            
(5星)	 那沙滩上的男子，没钱，没资历，但却有着很多人没有的东西。            
(3星)	 能死的全死了            
(4星)	 4个人的感情纠结挺好看的            
(3星)	 死光光。。。            
(NA)	 无以为继，只有淹没            
(5星)	 符合我的价值观            
(4星)	 这爱的也太纠结了。            
(5星)	 太悲了~~~~~            
(4星)	 就是一部关于嫉妒和不肯放手的故事            
(4星)	 看过之后喜欢上了河智苑和两个男猪脚~~            
(3星)	 结局无语            
(NA)	 真是纠结 ，韩国的等级真的那么严么            
(5星)	 现实的不能再现实            
(4星)	 太惨了···懂的太晚，也终将失去···            
(3星)	 雷死人的剧情和结尾！我看过的韩剧也不少，但这是最让我无语的一部。要不是赵仁成，真的看不下去了。不过整体感觉还行，有很特别的气氛。            
(3星)	 结局让人不能承受            
(5星)	 从那时起开始稀饭赵仁成.            
(4星)	 没有别的，就是赵仁成            
(4星)	 纠结片…            
(NA)	 04还是05年 某个暑假吧 最早出的时候 混乱 结局更是            
(3星)	 看了两集不想往下看了。河智苑那个角色很不喜欢。            
(4星)	 初中我最爱的韩剧。尽管结局让我很伤心！！不过也许世事无完美的，但编剧编的结局真的雷得我久久不能平复！值得看的！            
(5星)	 翻来覆去的看。对赵寅成死心塌地地爱。            
(5星)	 很欣赏这部剧，把每一个人物都刻画的很饱满，每个主演都有着鲜明的优缺点，不再脸谱化。            
(4星)	 给四星是推荐几个主演的精湛表演 向来不感冒韩剧 被逼而看  赵仁成 小苏 河智苑的演技很棒 所以还不亏 可结局实在太狗血太狗血…            
(5星)	 飞蛾扑火的爱情。            
(5星)	 真悲阿真悲。有够绝望的。最喜欢的韩剧之一。            
(5星)	 sad ending本人比较喜欢            
(NA)	 太复杂了            
(4星)	 结局太强，太震撼了。巴厘岛想去···            
(5星)	 在民总是让我气结            
(NA)	 太多的话想说！！但是说不出来。总结两个字：好看            
(3星)	 这剧情太纠结了！！            
(4星)	 河智苑的表演很出彩！            
(5星)	 赵仁成^^            
(4星)	 韩剧好看的不多，这算我喜欢的。            
(5星)	 郑在民，世上惟一一个郑在民。关于尊严和爱情的一部戏。            
(2星)	 这几个人做人都太失败了 烂片 看了添堵             
(4星)	 虐死我了            
(3星)	 大家都说好，我却感觉一般。            
(NA)	 结局太狗血            
(NA)	 当时那个哭啊。            
(4星)	 超级喜欢~            
(5星)	 我无法形容，自己对这部片子的热爱，特别是赵仁成            
(3星)	 赵寅成啊啊啊啊啊啊啊啊啊啊啊啊啊啊谁看过能告诉我 赵寅成是怎么爱上河智苑的？而且还爱得要死要活的最后死光光？ 爱得这么深总要有个由浅至深的过程吧 不理解啊不理解            
(3星)	 浪费了19集，只要看最后一集就好。            
(4星)	 结局吓到我了 大大出乎我意料啊。。。。看不懂~不过至少知道 这个局里没有纯粹的好人             
(3星)	 燮 燮 燮 ···o(∩_∩)o...哈哈            
(NA)	 三枪拍案惊奇            
(4星)	 拍的还不错的韩剧，出乎意料的结局。虽然刻画的人物都不怎么喜欢，但赵寅成的哭戏演的是真不错！            
(4星)	 成成帅！            
(5星)	 太喜欢赵仁成了            
(4星)	 河智苑啊~~`            
(5星)	 除了巴厘岛的美景，四个人的爱恨故事，给我印象最深的是结局，三个人都死了，他们没有得到幸福，那在天国他们会找到吗？不是因为不喜欢而是因为害怕喜欢，赵仁成的演绎我很喜欢，他的爱应该得到回应，可是一切都太晚了。            
(4星)	 每个内心的矛盾，每个人自己的悲哀？是不是？            
(3星)	 纯粹为了成成而看. 身材比例真是好.手也好看.            
(4星)	 很悲惨的一部韩剧~            
(NA)	 喜欢上了 小坏+有型的男主 赵仁成~~哈哈~~            
(5星)	 死光光            
(3星)	 大悲剧            
(5星)	 比想象中好看许多，摇摆不定的水晶既可怜又可恨 HC了赵寅成             
(5星)	 结局很意外。看的人替在民心痛。            
(5星)	 很悲。。            
(5星)	 看第一遍的时候因为配音的问题快进了，所以觉得这片子莫名其妙，几年后，突然想起了他，再看的时候发现这部片子可以说太完美了，他里面很很多很小的细节来突出角色的性格，之后一遍两遍三遍，我重复的看了很多遍，还是会有新的体会，只能说一句“太完美了”。            
(4星)	 重温的时候有更多的感触            
(NA)	 搞不清为什么会喜欢女主            
(5星)	 富家公子、灰姑娘的非典型韩剧！！！！            
(5星)	 这绝对是五星。。。又爱又恨的五星            
(5星)	 凄美的爱情故事，很能反映生活，反映显示。也许只有天堂，才没有阶级...            
(5星)	 每个人的演技都好棒。结局实在太惨。OST非常好听！            
(3星)	 让我们纠结着结束生命。            
(NA)	 个人最喜欢的一部韩剧，现实总是太残酷，水晶最后的那句“我爱你”对在民来说就是毒，终于听到了期盼已久的话，但终究太晚，太惨烈。如果水晶再执着一点，在民再冷静一下~~可是生活终究没有如果            
(4星)	 孽缘啊。。。。真纠结。。。            
(5星)	 第二次看了，觉得是韩剧中少有的好片子，喜欢喜欢~~~而且，赵寅成真是不折不扣的衣架子。            
(5星)	 悲剧啊 结局不喜欢啊 前面还好看的 后面觉得有点。。            
(4星)	 一开始没看懂，后来觉得有点味道；不过宿舍mm非常喜欢这个片子啊，给4分吧            
(5星)	 郑在民为什么不能更加直接点，李水晶为什么不能放聪明点，为什么两个想爱的人这么痛苦！为什么？？？？？            
(4星)	 只看过结局几分钟，很震撼            
