http://movie.douban.com/subject/1906453/	天地男儿
(4星)	 忘不了当年观看它的忐忑经历。。。在那个苦于学业于是家长强烈限制看电视时间的年代，咱看得那叫一个辛苦卓绝支离破碎。。。忘不了开始以为它像那个年代其它港剧那样二三十集就完了，结果它一路演了65集额地个神。。。但是里面N个人物现在回想起来还是很鲜活是要闹怎样。。。那个时代一去不复返了            
(4星)	 和现在大不一样的美少年型古天乐，现在也很棒。            
(4星)	 那时候的古天乐水灵灵。            
(4星)	 蛮好看的，可惜自己手贱看了剧透，于是...米有看完            
(5星)	 曾是惊鸿照影来——承康子建            
(NA)	 第一次看到古天乐，那时的他还是很白很白滴            
(5星)	 最后被减了很多戏...白白的古天乐,没怎么变的张智霖            
(3星)	 这里面善良的人太多了，看得我羞愧！            
(NA)	 除晴同家人系列外看过最长的剧。。。我NC了全为了女人惊艳全场的配角叶晓冰= =后面很压抑的怎么煎饺怎么都死不去呢？？难受死了 也是开看毕打的一个导火线吧= =很喜欢宣萱的扮相 好像除了蓉蓉外我都挺喜欢的= =张兆辉那对很喜欢 还有宋婷 不喜欢结局啊= =好怪 为了给每个人一个归宿刻意为之的感觉= =            
(4星)	 蓉蓉没有跟承康在一起让我遗憾至今。            
(5星)	 以长篇剧来说，这部是第二最喜欢的（无敌最爱是大时代）。故事很不错，每个角色的性格刻画都很鲜明。当时古天乐还是很青靓白净，不过最喜欢是张智霖和陈松伶的配对，很衬很有爱。            
(5星)	 很棒的一部大剧            
(3星)	 萱萱对罗嘉良可怜的爱恋，陈松伶最终还是没和古天乐走到一起            
(5星)	 儿时的经典回忆啊！！！            
(5星)	 every meal...怎会如此真好听            
(NA)	 古天乐漂黑之前            
(5星)	 那时候迷里面的人死去活来的。。。一边骂罗嘉良一边忍不住看那些人怎么被他玩弄于鼓掌。。。当时真的很佩服罗大哥竟然担纲当时三部百集大戏男主角。。。不知后来怎么没落见不到他了。。。            
(5星)	 其实还是喜欢蓉蓉多一点             
(5星)	 那时候古天乐还是个小萌啊。            
(4星)	 当时看这部的时候好迷恋伍咏薇。。。那个时候很美好啊。。。经典            
(5星)	 好片子，回忆            
(5星)	 真是明星云集的片子，张智霖好帅滴            
(5星)	 曾几何时从喜欢叶承康到喜欢罗子建到喜欢徐家立？            
(5星)	 好看好看            
(5星)	 港剧第一名            
(5星)	 曾经的TVB大戏曾经的最爱！还有张智霖陈松伶！！萱萱也不错            
(4星)	 经典港剧啊            
(4星)	 初中时代的回忆……            
(4星)	 里面有真正的爱情            
(5星)	 当时的记忆            
(4星)	 我喜欢宣萱&amp;张智霖。。可惜了。。。            
(5星)	 回不到过去了！好看！            
(5星)	 罗嘉良终于出位的一部经典长剧！百看不厌，每个人物都是有血有肉，剧情也很饱满有张力，比起现在的TVB剧，早已是祖师爷级别了（不光是年代，还有制作水准）            
(4星)	 女主角不到最后都是不爱男主角的            
(5星)	 罗嘉良演坏人实在太到位啦            
(2星)	 看过吧            
(5星)	 要多纠结有多纠结的人物关系，五星给那个无线的黄金时代吧！古天乐。。虽然是颜无敌的时代，可怎奈是个悲催的爱情炮灰啊！还有，大家别再揪着古天乐张智霖谁高1厘米这个没生产性的八卦了。。。            
(5星)	 小时候看的了            
(5星)	 作为“天地三部曲”的第一步，明显商战成分、争斗部分还不是很成熟。但很喜欢剧中的情感线。子建最爱是蓉蓉还是雪凝，这个问题至今被争论了13年，还是有双方支持着。但子建的扮演着张智霖已给出了我们答案，最爱是蓉蓉。全剧的演员都很喜欢，还可以怀念一下当年的白古，不过还是最中意当时的张智霖。            
(5星)	 看过n次也喜欢的，。。。。。张智霖很迷的            
(5星)	 记得好长好长。。好长 记得蛮好看的            
(5星)	   我最喜欢的陈松岭已经多年不演戏了~            
(5星)	 至今最爱的TVB剧 无可取代            
(5星)	 第一次流泪的港剧            
(5星)	 看过最完整的tvb，而且还看了好几遍，里面每一个角色都记忆犹新。。。忽然想重温一下，太长了，还是算了。            
(5星)	 大爱蓉蓉和子健，很梦幻的爱情            
(5星)	 最让人纠结的感情。            
(4星)	 再看蓉蓉的时候还是好喜欢她好喜欢她好喜欢她            
(5星)	 最忘不了了的是子健和蓉蓉，那時候的秋官很帥，這算是撈家成功的轉型之作吧，從那時候他事業上便開始有轉機了。宣萱的雪凝不討巧，這是她演的為數不多的性格軟弱的女子。張可頤，伍姑娘，還有没有曬黑的古天樂。這麼多年過去，蝦叔和鮑老爺子也於同一年仙逝。彼時的輝煌永遠不可能再回來了。            
(4星)	 看這種大劇集就是能把港劇中熟悉的臉孔都給看一遍            
(NA)	 很早之前的了，内容已经模糊了。            
(4星)	 电视上没看全过啊。。。你看卡司多豪华啊。。。            
(4星)	 牛奶古天乐娃哈哈            
(5星)	 三十遍！！！！！！！！！！            
(4星)	 TVB经典，我的张智霖啊            
(5星)	 永远不删之一            
(5星)	 罗子建            
(5星)	 张智霖 陈松伶            
(5星)	 经典中的经典，最爱此时的智霖，子健！            
(4星)	 看完挺讨厌宣萱演的那个人            
(4星)	 好看。好看。当时真的是太喜欢了 当时还白白净净的古天乐呀            
(5星)	 经典不需要多介绍！            
(4星)	 又一经典            
(5星)	 90年代的港剧部部经典            
(NA)	 我那么小呢            
(5星)	 因为善良、体贴的蓉蓉喜欢上了陈松伶，也喜欢上了她那么费心爱上的子健~幸好他们的结局是好的。            
(5星)	 这大概是我看过的第一部港剧了            
(5星)	 演员、剧本都很给力。            
(5星)	 歌曲很好听            
(5星)	 回忆很美            
(3星)	 家族剧中的一尺标杆            
(5星)	 怀念！！！！            
(4星)	 当时年纪小，张智霖和古天乐啊，心水啊心水~~            
(5星)	 经典就是这样诠释的            
(5星)	 隔了十三年再看，还是如此经典！！！难忘啊~~~~~            
(4星)	 大爱这部里的张可颐啊            
(4星)	 對劇情沒什麼印象了            
(5星)	 可爱的蓉蓉！！            
(5星)	 稀饭 谭耀文那个反派             
(NA)	 十多年后又重新看一遍，感觉一切那么熟悉又那么遥远，怀念那时的日子，虽然剧情很波折，不过结局总归是好的            
(5星)	 总算完整看过一遍~~~            
(5星)	 那一年住校的我天天往家跑，还不就是为了一集不拉地把它看完。子健真是个让人温暖的好男人啊，忘不了他趴在方向盘上落下的泪水。            
(3星)	 有印象诶………………= =||            
(NA)	 豁。。。那个时候的郑少秋。。。简直不得了            
(5星)	 最经典的电视剧，最揪心的爱恨情仇，兜兜转转，原来我们不曾离开过缘分的天空            
(5星)	 很多明星~也是那时的经典了~            
(4星)	 头重脚轻            
(4星)	 经典，永远记得。            
(5星)	 经典，爱！虽然里面冤案有点多            
(3星)	 看。            
(5星)	 全家人的回忆~            
(5星)	 神作！！！            
(4星)	 有点忘了，我爹最爱笑看风云这首歌            
(4星)	 TVB那个辉煌的年代...            
(5星)	 就是爱宣萱            
(NA)	 蓉蓉很好，与子建很般配，但我还是更希望子建跟雪凝在一起，喜欢他们在一起时的甜蜜；子建很好，可还是更喜欢看到家立，被魔鬼附身般的家立，霸道嚣张到掩盖了阳光的大仙和细皮嫩肉的小古，吸引了我全部的眼球。            
(4星)	 又是一部经典            
(NA)	 我不喜欢罗嘉良，怎么都不喜欢            
(NA)	 罗嘉良凭徐家立上位，还是演坏人磨演技啊            
(5星)	 小学时代的美好回忆~~~~            
(5星)	 很喜欢的一出港剧！            
(5星)	 简直是我TVB剧集中的大爱。记得初中时候看的我醉生梦死呀！！！太好看了！！！主角们。。太好看了！！！我永恒的记忆！            
(4星)	 爱死Chilam这个角色、这个男人啦………            
(5星)	 里面没有谁是我不喜欢的，就是他让我爱上了TVB!!!            
(5星)	 最喜欢的港剧之一！            
(4星)	 有些人 你跟他在一起明明很开心 很快乐 但你却总想要最开心 最快乐            
(4星)	 当年的乐乐还很白=.=            
(5星)	 子键和蓉蓉，成为我当年的梦。            
(5星)	 萱萱最后居然死了            
(5星)	 以前的TVB和现在真是不能比啊，人才济济            
(NA)	 经典            
(5星)	 某年年三十最后一集，风头盖过春晚。好久好久了。郑少秋。。。            
(5星)	 已经很多很多年了，但是好多情节依然如此清晰，tvb的经典之作            
(5星)	 小白脸古天乐真是帅死了帅死了啊 至今仍然忘不了里面萱萱自杀前抹口红的场景            
(5星)	 喜欢蓉蓉，支持松松            
(NA)	 经典。难以重复            
(4星)	 郑少秋，张智霖当年迷的我半死            
(5星)	 人物众多 剧情复杂 多线发展 小角色也活灵活现。我喜欢男角色们远胜女角色们。            
(5星)	 貌似是幼儿园时看的？好奇怪，怎么这么久了还记得？当时好傻哦！看着雪凝坠楼那一刻，伤心得不得了。            
(5星)	 绝对经典的记忆~~            
(5星)	 1996年            
(5星)	 大概是迄今为止最认真最起劲追的港剧了初二暑假补课每天的全班大讨论现在听到主题歌还会一阵鸡皮疙瘩            
(5星)	 这部绝对是经典啊 经典~~郑少秋张智霖的风光都被捞家这个坏角色给掩盖了~~捞家演得真好，很虐哈，宣萱很可怜哦 ~~喜欢陈松伶和张智霖在一起~            
(NA)	 因为这部剧喜欢上了张智霖，有十多年了吧。已经不记得徐家立所做的坏事了，只记得一段有一段让人心碎的情感纠葛。让人欣慰的是，子建最终还是得到了幸福。            
(5星)	 很棒很经典！            
(5星)	 小时候不懂偶像，不懂喜欢，记忆中一个男人在某个广场上，独自坐在雪糕车前的长椅上，吃着雪糕，等着那个她，那个人皮肤白白的，眼睛不是很大，有酒窝。凭着这段模糊的记忆，寻到了这部剧，这个人。五星给他。            
(5星)	 我觉得这电视剧我看一辈子都看不够            
(4星)	 人才济济噶一出戏，应该系年度献礼吧？？好似当年TVB几锺意拍商战            
(5星)	 关于恋爱知识的启蒙            
(4星)	 说不清的恩怨情结。            
(5星)	 我是多么希望方巧蓉最后能和叶承康在一起啊！！            
(5星)	 那时候不能理解雪凝对家力的爱，宁愿她最终留在子建的身边，现在想来她最纯粹吧            
(5星)	 宣萱和罗嘉良的范例很震撼            
(3星)	 算蛮经典港片了。。不过印象不深同类太多了。。呵呵演员还蛮赞。。            
(5星)	 我认为TVB最经典的电视剧！            
(5星)	 为了这电视剧，我近视了            
(NA)	 不解释            
(4星)	 小学的时候看的 剧情都忘记了 只记得那时的郑少秋很帅，只记得片尾曲很赞            
(5星)	 小时候一家人看得如痴如醉。            
(5星)	 当年超级中意            
(5星)	 好喜欢罗子健和方巧蓉            
(4星)	 最喜欢徐家立，剧中的好人都很啰嗦。            
(5星)	 承康。。。。。            
(5星)	 不能忘啊不能忘            
(5星)	 最爱的TVB剧集罗子健 张雪凝            
(5星)	 天地三部曲，难得再有的经典            
(5星)	 喜欢宣萱从这里开始            
(4星)	 翡翠的大片都很值得看！            
(5星)	 TVB的最爱。子健和蓉蓉            
(5星)	 白的古天乐啊！！！~~            
(4星)	 小时候很喜欢的.            
(5星)	 经典经典，曾今一个宿舍的人，回来就开始看，虽然知道剧情，可还是想看            
(3星)	 这种家族恩怨的最不忍心看了啊。。。            
(4星)	 天啊 那时候我是多么爱看 那时还白净的古仔和一直那么帅的智霖 经典神作 现在还能哼出主题曲            
(3星)	 当年BB同学最喜欢地            
(5星)	 经典，又从温了一遍，chilam的子键好青春啊，虽然现在看着也不老。            
(3星)	 唉 情节一样都快忘光光了            
(NA)	 汗。。当年还是借录像带看的。。            
(5星)	 太经典了 我在重温！！喜欢蓉蓉和子建！！！！！！！            
(4星)	 经典            
(4星)	 何愁面前浪破浪涌个无了期，何愁落泊我只要一口气 ，雷或雨我也傲然经过 ，潇潇洒洒向美梦高飞， 何妨混和泪与汗一笑无皱眉， 谁歧视我我偏要争口气， 从成败里冷暖后才知道， 丝丝点点永记在于心， 凡事不放弃。。。。。。             
(5星)	 早期家族剧的经典~~            
(4星)	 看过很多遍。每一次都要看雪凝和子健在一起的片段。因为幸福也因为纠结。雪凝为什么要回头呢。我真的很不喜欢。            
(NA)	 初中时到现在一直恋恋不忘的电视剧，承康，蓉蓉，子键，雪凝......无限美好的回忆.......            
(5星)	 爱死张智霖,,,,我不像陈松伶了咧...            
(4星)	 为什么啊？张智霖和宣萱最后没有在一起？？？            
(4星)	 这勾起了我对港剧童年的追忆~            
(4星)	 最不喜欢萱萱在里面演的那个角色。。。。。。            
(4星)	 最爱是子键和雪凝            
(4星)	 哎呀那是小学三年级的时候看到一半出门旅游了，回来就再也不播了。            
(NA)	 完全是冲着张智霖看的            
(5星)	 健蓉兜兜转转还是在一块儿了。            
(5星)	 我好希望张雪凝和罗子建在一起的            
(5星)	 隔了数年重温，发觉当时的郑少秋真是年轻，张智霖真是帅气……            
(4星)	 初出茅庐的白皮古天乐，俊朗到心醉+已经认为是无敌帅哥的张智霖（有个爱叫他宝宝的淑女姐姐 伍咏薇最淑女温顺的一次，呵呵），竟然都喜欢上了方巧蓉（嫉妒嫉妒，呵呵）。最喜欢的是徐家立（捞家（罗嘉良）饰），那个坏到骨子里，却放不下心爱的女人（执着如宣萱的张雪凝）的男人。喜欢徐家小妹两夫妻            
(5星)	 坏到徐嘉立（罗嘉良）这种地步...可怜的雪凝啊~~~            
(5星)	 小学时很少港剧看，所以电视台放了好多遍            
(4星)	 宣萱几乎胜过了陈松伶            
(5星)	 最初的感动罗子健+张雪凝            
(4星)	 很棒的片            
(5星)	 怀念那个tvb最好的年代            
(5星)	 大爱张智霖。。。            
(5星)	 这部应该是三部曲里面最完整，也是最好的，不管是开头，还是结尾。捞家终于凭借里面的反角而一炮而红，而古仔好纯，好青涩哦....            
(NA)	 我的tvb入门 最爱            
(5星)	 经典 真想再看一遍            
(5星)	 张智霖的颜+叶清的声音+罗子健的性格=完美男人，我爱死了            
(5星)	 话说张可颐在里面美的很惊艳~            
(5星)	 TVB的黄金时期，也是这些演员的黄金时期。萱，捞家……            
(5星)	 TVB剧中最爱的一部剧。不仅仅是剧情吸引人，更多的事勾起了在追这部剧时的回忆            
(4星)	 那时的港剧真好看啊！            
(4星)	 港剧必看            
(4星)	 当年的古天乐当年的张智霖            
(5星)	 经典~张智霖这娃~极品~            
(4星)	 已经忘得差不多了，只记得神叨叨的郑少秋和白白的古天乐啊~~            
(4星)	 因为郑伊健才看的……            
(NA)	 过去的TVB港剧，永远的经典。            
(4星)	 为数不多的经典港剧！            
(4星)	 TVB            
(4星)	 张智霖——宝宝！呵呵~~到现在都记得啊~~            
(5星)	 罗子建，叶承康是好朋友诶。。。。。sigh,,,,,            
(5星)	 TVB家族剧的鼎盛时代啊！！！！！！            
(4星)	 结局啊。。。            
(4星)	 九几年看，觉得还行～            
(5星)	 当年看了无数遍。里面几乎每个人物都演绎得非常精彩，最喜欢蓉蓉，喜欢她个性独立笑容灿烂。一直认为子建和蓉蓉自始自终都是互相喜欢的，至少蓉蓉从未离开过。一番波折后，最初相爱的人依然走到了一起，结局也令人欢欣。            
(4星)	 回忆             
(5星)	 第一次看tvb长剧。最想重温的旧剧。当年的看的时候粉张智霖，对郭可颐印象也蛮深的。若干年之后，我才知道我当年看的国语版居然是&#34;阉割版“，好多重要情节都剪掉了。希望能重看粤语原版            
(5星)	 重温老片，有惊喜有感动，还有许多不解。错综复杂的感情纠葛，真是说不清道不顺。            
(5星)	 Made in HongKong~            
(3星)	 太长            
(3星)	 雪凝和子键多好的一对啊，我恨这编剧            
(NA)	 很锺意的一部片子。            
(4星)	 还是喜欢笑看风云这个名字。。。            
(5星)	 TVB的经典长篇重来不让人失望            
(4星)	 有感觉啊！            
(5星)	 大爱            
(5星)	 也是一部经典~上初中的时候家人都在看，我是现在才看~~当年大家都好清纯和青春啊~白的古天乐和一直那么嫩的张智霖，还有经常被大家在提起tvb历史时忽略掉的一线花旦陈松伶~~我觉得应该加上她是七大花旦才对~            
(4星)	 希望子建最爱的是蓉蓉 承康太可怜了            
(4星)	 这时候喜欢陈松伶，超级讨厌宣萱~~            
(4星)	 埋没在众多TVB剧中，不记得了。            
(5星)	 张可颐的角色可以的            
(4星)	 古天乐太美型了            
(5星)	 当年还是小学生            
(4星)	 大家的命运都很坎坷。            
(4星)	 看了这部戏里 陈松伶穿的长裙 从那个时候开始 喜欢在冬天也穿裙子            
(4星)	 不曾忘记的那些人，那些恩怨。            
(4星)	 精彩            
(3星)	 张智霖啊~            
(4星)	 我还记得主题曲怎么唱，是真的~            
(4星)	 还是喜欢宣萱            
(5星)	 古天乐的白面小生。张智霖深邃的眼睛。萱萱的爱情。陈松伶的可爱体贴。            
(5星)	 经典剧之一,,            
(NA)	 我曾给某人讲起，却始终没讲完。一来我忘了内容，二来我们断了联络。            
(5星)	 1996年真是TVB的黄金年代 略显稚嫩的古仔 清纯可爱的宣萱 还有喜欢的张智霖 张可颐 好强大的阵容            
(5星)	 虽然长但是真的很好看，TVB就是好看            
(4星)	 经典，看过很多次，但不知为何一直不是很爱陈松林            
(3星)	 经典            
(NA)	 经典啊经典 六十几集后心里是空落落的            
(4星)	 白白的古天乐            
(4星)	 看过~~~            
(3星)	 张智霖哭的我那叫一个寒            
(4星)	 我对郑少秋的印象就是徐永邦，戏说乾隆靠边！            
(5星)	 永远的雪凝            
(5星)	 很经典的片子！~古天乐在里面好白哦！~            
(NA)	 那个宣萱演的什么凝很讨厌            
(5星)	 张智霖             
(NA)	 经典。。。            
(5星)	 经典传承百年  2007年正式一集不落于迅雷看看              
(3星)	 人好全，帅哥好多，连配角都那么鲜嫩。最喜欢家宜小妹和大飞，还有三条四和Miss欧阳，绝配！做人能像叶永昌那样失败，能像雪凝那样愚蠢也难得啊！徐家立算是很精彩的反派！            
(4星)	 白白的古天乐- -            
(5星)	 经典~            
(3星)	 好老的电视剧，但是只喜欢张智霖和宣萱，希望他们有个好结局，但是最后还是破灭地~            
(4星)	None
(5星)	 古仔还是白的。。。大家的演技都很猛，看完伍咏薇演的老师再去看《银狐》里的那个颜如玉，简直了            
(4星)	 罗嘉良演的狠角色实在是太帅了。那时候的古天乐还是小白脸，很俊秀。            
(3星)	 ··········            
(5星)	 算是我最喜欢的港剧之一了            
(4星)	 家立帅            
(4星)	 张智霖，超帅            
(4星)	 坏都是因为贪，无论是钱是权还是女人，罗嘉良演技真是赞            
(4星)	 TVB的片都不错啊            
(NA)	 终于看完了！            
(5星)	 是溫兆倫那時代的電視劇。古天樂當時很嫩。            
(4星)	 还是大肉片的回忆            
(3星)	 陈松伶是个大美女            
(NA)	 你为什么要一遍一遍看年青时看过很多次的影片。            
(5星)	 喜欢建凝恋，无论是他们在一起时候的呵护还是后来子建对雪凝的照顾，都让我感动，也让我遗憾这么好的男人，她却不懂珍惜~可同时又觉得始终家立和雪凝才是彼此的真爱。子建细水长流般的爱总不如家立的炽热，爱情本身就无法比较，只可惜即使雪凝爱过子建，可家立永远是她的最爱！这也注定了他们的结局~            
(4星)	 经典            
(5星)	 最喜欢这个            
(5星)	 一直相信子键最爱的是蓉蓉，事实也的确这样。但是或许子键最爱的是雪凝，只少我希望是这样。也许只有这样，我可以自欺欺人的告诉自己，子键没有辜负蓉蓉，他没有做傻事；我还可以自欺欺人的告诉自己，感情是经得起考验的。至少我希望这样。            
(3星)	 时间太久感觉已经忘记了里面的情节            
(4星)	 我多希望你最爱的是那个最爱你的蓉蓉，雪凝虽好，却不会是你的/ 叶晓冰好出彩。            
(4星)	 大仙真好~~~            
(5星)	 经典啊            
(5星)	 经典！当时的张智霖~古天乐~宣萱~郑少秋也不老~好看！            
(5星)	 喜欢看众星云集的大片            
(5星)	 港剧中的经典            
(3星)	 雪凝让我无比纠结的女人            
(4星)	 我当时还让爸妈把最后一集录下来了。。            
(5星)	 回头再看一遍,还是好...张可颐蛮漂亮的,喜欢蓉蓉和子健..            
(5星)	 我心目中TVB的最最经典之作            
(4星)	 第一次知道古天乐~！皮肤雪白肤嫩~！            
(5星)	 我想给六颗星。。好喜欢里面的张智霖            
(3星)	 模糊记忆            
(3星)	 这么多爱情戏 还n角恋            
(4星)	 我心目中港剧永远的经典…            
(4星)	 张可颐扮演的虽然不是主角，但演技真是让我惊叹            
(5星)	 我的TVB最爱            
(4星)	 依稀记得宣萱那角色最后死得很惨……还有那部几乎与恐惧划上等号的SLEEPLESS IN SEATTLE……            
(5星)	 大爱            
(5星)	 子健最爱巧蓉！            
(4星)	 年少时最喜欢的港剧，现在看起来仍然回味无穷。张智霖英俊，古天乐还是小白脸。            
(5星)	 TVB最好看的时装剧。虽然最后为撑足60集，有些蛇尾，但不能掩盖前面50多集的精彩。            
(5星)	 经典大戏，但要坚持把它看完真的需要极大的耐心            
(5星)	 我和小白脸古天乐的定情之作            
(NA)	 经典啊~~~而且有很多回忆...            
(5星)	 经典            
(4星)	 那年的张可颐和古天乐啊……流口水            
(4星)	 喜欢古仔。            
(NA)	 张可颐，我第一次认识她就是这部片。刚开始觉得她很高贵，后来看到她不理罗嘉良时也很生气，再后来，又觉得很同情……真是复杂            
(4星)	 还是要感慨一下秋官的帅气！            
(4星)	 当年的经典，那个时候古天乐还很白很奶油。            
(5星)	 经典中的经典了            
(5星)	 看完喜欢大仙好久，哈哈，曾一度把陈松伶认作是袁咏仪 哈            
(NA)	 童年回忆系列            
(4星)	 这么纠结的家庭关系。。。唉            
(4星)	 白白的古大帅哥            
(4星)	 老经典啦            
(5星)	 唯一一部我喜欢的古天乐的片子，也是唯一一部古天乐白的片子            
(4星)	 呵呵，这是当时很经典的港剧了吧~~我记得夏天的时候我在爸妈的房间里看着这个电视剧觉得好神奇……            
(4星)	 经典!!            
(4星)	 张智霖是真的帅呢             
(5星)	 最经典的            
(4星)	 |1079:1759|            
(5星)	 最喜欢的TVB台庆剧，汇集了当时几乎所有的一线明星            
(5星)	 我觉得比笑看风云好看。。。那个时候的古天乐，真白呀            
(NA)	 TVB大制作啊～想當年，古仔多青澀呀～            
(4星)	 喜欢古天乐那个时候～            
(4星)	 771真不错。            
(4星)	 TVB             
(5星)	 绝赞            
(4星)	 很经典．喜欢张智霖            
(5星)	 能说什么，这是天地男儿            
(4星)	 质素在港剧中算是不错的了～            
(4星)	 罗子键够帅!            
(5星)	 郑少秋，很不错的一个演员            
(5星)	 经典之作~~ 目前没觉得TVB哪部长剧超越它。            
(5星)	 经典！            
(3星)	 怀旧啊怀旧            
(5星)	 当初怎么可以这么迷TVB的，这部片里最喜欢的是张智霖（那时古天乐还太嫩）            
(5星)	 大爱            
(NA)	 经典            
(5星)	 我小时候天天晚上看的一部电视~~~哈好看~那时候我就超级喜欢陈松伶了~~不完美的美~            
(3星)	 阿乐还嫩啊            
(NA)	 好喜欢            
(NA)	 剧情已经忘了            
(4星)	 长港剧之王，超爱张智霖啊            
(5星)	 excellent            
(4星)	 印象中小时候追看的剧~            
(5星)	 陈松伶很喜欢地说            
(NA)	 一定要重看            
(4星)	 鈡意Chilam被老媽閙             
(4星)	 最近怀旧专场中。。。帅哥集中营~酒窝男VS酒窝男~娃娃脸就是好，十年后，小张真是没什么变化至于小古同志嘛，他这辈子最明智的决定就是去晒黑~            
(5星)	 经典            
(4星)	 古天乐             
(4星)	 经典            
(5星)	 还是喜欢承康            
(5星)	 看了多少遍了            
(5星)	 个人最喜欢的tvb剧集！！            
(4星)	 记忆里也不错            
(5星)	 这部赞            
(5星)	 百看不厌的片子，国粤语有些不同，一定要看粤语版            
(3星)	 好久远了            
(3星)	 好老了。。。。要不是不喜欢郑少秋还可以给更高的分~HOHO            
(4星)	 看了很多遍            
(5星)	 经典啊经典            
(3星)	 当时就喜欢古天乐演的小白脸成康            
(NA)	 第一部看的长剧，天地系列第一部            
(4星)	 经典老片            
(5星)	 虐剧！            
(3星)	 很久以前的事了            
(NA)	 看了三遍。。            
(5星)	 郑少秋不错啊`!            
(5星)	 建凝恋的点点滴滴缠绕在我心中十年了            
(5星)	 张智霖啊张智霖！！            
(4星)	 古天乐 张智霖 宣萱 郑少秋             
(4星)	 很经典的家族剧 虽然我不是这么的喜欢但是还是很好的电视剧啊            
(5星)	 看了一个暑假~~我真的很在乎结局 子建和蓉蓉在一起 很开心            
(4星)	 跟着电视，看了很长时间            
(5星)	 阵容强大，N多稀饭滴人在里面            
(NA)	 古天乐~~宣萱~~~            
(NA)	 每年夏天看一遍            
(4星)	 启蒙港剧            
(NA)	 张智霖帅，建凝绝配            
(5星)	 嘿嘿。年少时代的回忆。张可颐够美            
(4星)	 又是一部演员阵容强大的TVB剧集。情节虽然曲曲折折，但结尾总是好的。            
(5星)	 经典            
(5星)	 这个电视剧让我知道了缘分的天空，也就是西雅图夜未眠            
(5星)	 嘿咻            
(3星)	 唔係古天樂，實在都捱唔到全部65集…幾爛的…劇情…            
(4星)	 人物关系无比的混乱……            
(3星)	 冲着大仙看的  也就那么回事 叶清的配音不错            
(4星)	 童年回忆            
(5星)	 罗子健张雪凝，真奇怪，到现在居然还是记得            
(4星)	 古天乐当年真的是偏偏白皙少年阿            
(5星)	 看完之后超爱罗嘉良            
(5星)	 张智霖好可爱。。依然是叶同学的配音。。萌～            
(4星)	 看港剧最疯狂的时段            
(5星)	 我的第一部TVB            
(4星)	 10几年后再重看，发现当初我还真是一热血CJ不知腐为何物的小LOLI一个啊。。。             
(NA)	 天地男儿            
(5星)	 TVB巅峰之作            
(4星)	 家里有碟，还是双语的            
(NA)	 看了三遍，还想看            
(3星)	 开始看老片            
(4星)	 罗嘉良怎么看都是个坏人嘛……就算他不幸演了个好人我也觉得是坏人……            
(NA)	 太经典了，虽然60急，但就是很经典哈            
(5星)	 这里大部分演员都喜欢！            
(5星)	 经典！            
(3星)	 不是我喜欢的类型。。但好片子总不能给差了。。。            
(4星)	 嗲            
(4星)	 初中低年级时看的。。当时很喜欢呐喜欢张智霖 现在看看还是很0的里边很多人啊～以前的有些港剧真是满不错的            
(4星)	 好多明星哦~~~            
(5星)	 喜欢张智霖             
(4星)	 没看到结局            
(4星)	 最近又看了一遍。不忍心看叶永基死的那几集……            
(5星)	 [大学] 经典的长剧 捞家的发家之作            
