http://movie.douban.com/subject/3328794/	欢乐合唱团 第一季 Glee
(5星)	 里面的黑人胖妹妹唱的真的好棒啊            
(5星)	 每一首歌都是我们的心情，用歌声表达生活的酸甜苦辣咸            
(5星)	 Glee!!!!!!!!!            
(5星)	 歌还行，女主角颜不够美。            
(5星)	 虽然剧情很白痴，不过歌都很好听啊。。            
(3星)	 俗到爆            
(4星)	 好听！            
(4星)	 so FOX,so idol。犹豫了一下给四星，主要有几个唱段确实不错，外加上发现老子听过的歌真TM的多，这取决于我坚决不听偏门歌，只听热门歌------50年来的热门歌们，恩继续保持=。=            
(4星)	 又唱又跳的Mr. Shue颇有Justin Timberlake的范。            
(4星)	 美剧的最后总是所有人都开始乱搞。。            
(4星)	 Abso-freakin-lutely awesome music!            
(3星)	 歌好听。            
(4星)	 好喜欢Jane Lynch, &#34;Queen of Mean&#34;.，好有精神，身材又好，我的偶像。            
(4星)	 蹭蘑菇的看…… 略略的看过…… 其实全部我只关注基佬而已，真的……其他角色都是浮云观，包括女主。            
(3星)	 脱线！ 乱搞！            
(4星)	 看来我还是很喜欢这些最俗套的故事，简单，直接。            
(4星)	 灰常的喜欢~~~            
(5星)	 Life only really has one beginning and one end, and the rest is just a whole lot of middle. 我想，如此狗血的情节还能如此令人感动，只是因为这一切的一切，我们共同经历过的那份情谊~            
(4星)	 kurt和那个莫西干头的puckerman最喜欢了            
(NA)	 这剧不太合我feel。。。            
(4星)	 that&#39;s ok ！:-)            
(5星)	 Vive le difference!            
(4星)	 剧情老了点            
(4星)	 我就是为了看Kurt才继续看下去的～～～            
(4星)	 坐等第二季            
(4星)	 后半部分情节越来越慢，但怎能抵挡音乐的魅力，有一种蔓延式的感染力。            
(5星)	 不做自己喜欢的事才是loser~            
(5星)	 虽然一开始一直在骂它脑残，但现在的我心甘情愿的打五星。            
(4星)	 开始看的时候觉得要给五星，后来觉得，还是给四星。            
(5星)	 大爱.音乐有的时候是让人温暖.让人开心,让人觉得自己活着是这么一件美好的事情.            
(3星)	 看前面就没找到笑点...            
(4星)	 剧情狗血，音乐超赞            
(NA)	 美剧我还是喜欢侦探类            
(2星)	 不是我的菜            
(4星)	 sue的贱真是深得我心啊！！            
(5星)	 GOD 我那么喜欢《歌舞青春》 居然还不知道这个剧            
(4星)	 20100828-20110222 @ office            
(4星)	 里面的歌很好听            
(5星)	 青春啊！！！            
(NA)	 他们重新演绎了很多时下最HOT的流行音乐，虽然是稚嫩的校园剧，但是很爱里面的音乐            
(5星)	 喜欢死Puck了~            
(4星)	 减压剧            
(5星)	 I Love It!!!Awesome!!!            
(5星)	 每天一集。很High很期待，iPod里有3张Glee原声，耐听。            
(3星)	 剧情太烂            
(3星)	 演员太丑了，性格单一，歌也一般            
(4星)	 标准美剧~看到很多美国电影常有的桥段~            
(3星)	 感觉要比歌舞青春强一些，但是正如很多人说的那样，剧情有些弱，没有那种一定要追看的欲望            
(5星)	 音乐值得给5星啊            
(4星)	 剧情是不咋样 不过看剧又可以听音乐 打发时间何乐不为            
(4星)	 还算比较清纯的校园歌舞剧，虽然照例有一个巫婆一样的人物，在突出主角的同时，每个人物都还算有各自的空间，所以，还算不错。重点是里面的歌曲改编，太牛了。我完全是冲着音乐去的。            
(3星)	 女主角太机车 看着都烦啊~~~            
(4星)	 噗哈哈 世上真是處處是JQ            
(4星)	 越往后越好看            
(4星)	 里面的歌曲唱得很棒！            
(5星)	 青春、梦想、成长、亲情、友情、基情、爱情，音乐。            
(4星)	 都是功底深厚啊...            
(3星)	 多谢沛沛指导~            
(3星)	 看不出来能成为艾美奖提名的点啊？因为是歌舞剧？            
(5星)	 很久没看过这么好的剧了            
(5星)	 一听到歌曲就入戏了            
(5星)	 花了一季的时间搞清楚了Sue是个好人啊~但女主角让我非常不爽，不喜欢这种女生。最最喜欢有洁癖的心理老师Emma，她和Will在一起才是王道~！！！            
(4星)	 剧情有点单薄 歌很好听            
(4星)	
(5星)	 T333T 赞！            
(5星)	 歌舞青春，剧情大路，但系都D歌好得，忍唔住比五星啊~！！            
(4星)	 剧情狗血 但是歌好听就够了            
(4星)	 Kurt！一颦一笑都是戏！            
(4星)	 Sue的搞笑魅力是坚持看这部剧的重要推动力。本剧一开始着实惊艳，但是有点傻的剧情提不起兴致，选曲非常出色可惜多了也觉得有些繁复了，女主角性格举止太不可爱，使本剧失色不少。            
(3星)	 剧情极其狗血和没脑,还动不动就一番生硬的说教，如果没有那些歌,就毁了。            
(3星)	 Rachel的大嘴巴和超级自以为是让我很想抽她。。。。。还有那个神经兮兮的史诗大眼眼大妹。弃。            
(5星)	 太爱...！            
(3星)	 男主角帅=3=            
(3星)	 情节一般 音乐还是不错的~            
(5星)	 Sue姐我真TM爱恨交加你！望穿第二季！            
(NA)	 大爱            
(NA)	 歌不错。            
(3星)	 09年大热的音乐剧，只追了S1。有些美国本土的上榜歌曲原本很好听，可挪到剧里就似乎被抽了精髓一样，丢了灵魂。另外女猪脚太挫了，男猪脚也没气质，跟不下去。            
(4星)	 FOX , 我要看帅哥S美女S , 只给一个鞋老湿怎么够            
(5星)	 音乐是我追这部剧的唯一理由！            
(5星)	 喜欢的            
(3星)	 don&#39;t stop believing, hold on to that feeling~            
(3星)	 剧情一般,音乐不错,小kurt很诱人~            
(5星)	 今年最爱的剧集，也是至今最爱的剧集            
(5星)	 美国歌舞版的《乡村爱情》，Kurt rocks!            
(3星)	 这剧还能再励志点儿么            
(4星)	 最开心的时候不是那无厘头的剧情，而是听到熟悉的歌然后一起唱            
(4星)	 则就是青春啊            
(5星)	 比起歌舞青春，还是强上不少。            
(5星)	 算不错的校园音乐剧了，向麦当娜和GAGA致敬的几集很好看。还有几首流行摇滚也极度神似原唱            
(3星)	 不错，可惜不是我喜欢的类型。。。            
(4星)	 i got the songs that  accompanied me through THIS summer in it            
(5星)	 好感动哦～            
(4星)	 黑人亚洲人同性恋还有个残疾人 真是政治正确到令人发指呐= =            
(4星)	 剧情真够烂的，推荐只看歌舞部分            
(4星)	 反正就是用来消遣，歌很好听            
(5星)	 一个字 超赞!            
(4星)	 完全不care比赛是Sectional还是Regional，甚至National。只要演员一开嗓，所有幼稚剧情通通忘光。微笑着听完一曲又一曲。| Mercedes Versus Santana。令人印象深刻的汽车姑娘大对决。抒情版Poker Face好听得一塌糊涂。*^__^*            
(3星)	 除了令人作呕的女主角和弱智到极点的剧情之外，这部剧还真没什么好挑剔的，作为不看音乐剧会死星人的我来说，即便我讨厌女主角，第二季还是会追着看的……            
(3星)	 看了，沒上癮。            
(5星)	 不明白为什么shue感情世界那么混乱...哈.... 最感动的是女主和那个杰西相识的那段...活活看了两遍....            
(3星)	 弃            
(5星)	 很开心居然都骗了我眼泪。很好听我更爱我的合唱团。I LOVE GLEE.            
(4星)	 Will~            
(4星)	 love the music, the humor and the cute guys            
(4星)	 OST最Nice。剧情神马的不能说没意思，只是到后来有点无力。个性迥异的合唱团队员很好玩儿，只是自我感觉超好的女主实在让我喜欢不起来。合唱团指导Will没什么亮点，装怀孕的老婆和瞪鹿眼的洁癖狂都比他抢镜。最帅的当属拉拉队教练Sue姐，这个强势的女人彪悍的言论和毒舌的奚落太过瘾了！            
(4星)	 唱的比编的好，有些情节太弱智。            
(4星)	 2010-06-28 to 2010-08-15            
(NA)	 I agree with everything it says about Ohio...it&#39;s kind of cruel: the shitty high school life, the screwed marriage, the budget cut in public school, the slim chance of dream come true...but if you still want television audience you have to take it lightly.             
(4星)	 好爱龙套们和小gay            
(5星)	 里面的歌很好听            
(5星)	 音乐真的很棒    一起过来享受吧             
(5星)	 好看啊！大力推荐！每个人都不是完美的，但内心的最深处，却有着善良和美好。欢乐与泪水同在！Glee Club!            
(4星)	 怨逼女猪傻逼男猪二逼剧情与完美音乐的结合体            
(4星)	 这类片子很讨喜~            
(4星)	 果然是各种好看，期待season2啊！！！！！！            
(4星)	 挺欢乐的。su姐太亮了            
(5星)	 My most favorite Show!            
(4星)	 比highschool musical 好看多了             
(5星)	 Enjoy the concert~            
(3星)	 去年大火的一部美剧，据说来奥巴马都在追着看。但不是我的菜。好看是好看，但提不起兴趣一口气追看。不过那个GLEE CLUB的老师还是挺有味道的。            
(5星)	 这么棒的音乐，这么好的演员，就放在这么无脑的剧集中……实在是像把钻石存放在充满了蛆的乡下粪池一样暴殄天物。但我喜欢它的欢乐、向上。期待第二季的到来！            
(2星)	 歌曲还不错，剧情太无语。尤其是看到后面，完全是为了唱歌而演戏，拜托，这是电视剧，不是音乐剧。            
(5星)	 5星 5 星 推荐 推荐            
(NA)	 DON&#39;T STOP BELIEVEING! WE WON! WE WON&#39;T BE BEATEN!!            
(1星)	 都烂成这样了 怎么还火的起来            
(3星)	 其实不是我喜欢的STYLE 但是这个似乎是今年最火爆的新剧 当中的感情还是挺真挚的 SUE太经典            
(NA)	 哈哈哈~··爆欢喜的一部   而且不会拖沓~每集都有小惊喜··期待第二季！            
(4星)	 女猪太丑，弃            
(1星)	 真是不知道这个有什么可看的，只是因为学习英语而已啊            
(4星)	 a parade of english songs            
(4星)	 期待下一季。            
(3星)	 那些高音飚得都毫不费力气，再看看自己只能在走音与杀猪声之间徘徊。对歌舞片不怎么感冒，再加上女猪把整个屏幕挤爆的鼻子顿时胃口全无，那嗓子真好每次唱歌都玩弄技巧让我有点反胃            
(3星)	 18 这已经是我的极限了到此为止了            
(5星)	 这部剧在我心里是完美！            
(4星)	 好听            
(5星)	 reachel长得真那个什么...喜欢kurt...还有他老爹.will越来越不喜欢..sue是个难以捉摸的死老太婆            
(4星)	 一旦唱起来时真的很欢乐.............................................................            
(5星)	 glee~~~            
(4星)	 可惜剧情差了点            
(4星)	 歌不错，剧情越来越不好看了            
(3星)	 太吵了就是            
(3星)	 每集都得忍受女主角恶心的哭腔  Sue和Emma两大神经女教员是支撑俺看下去的主要动力            
(4星)	 -208            
(4星)	 我得承认我现在也成了gleek...            
(5星)	 glee glee glee love it            
(3星)	 烂尾剧。太无聊了。            
(5星)	 喜欢她搞笑时的没心没肺，喜欢主角的音乐剧唱腔，喜欢里面的客串明星——无论他们是去演反派还是去恶搞的…… 更喜欢玩闹过后沉静时那份简单的感动，比如分区赛和州际赛这两集。            
(5星)	 里面的歌都蛮好听的~             
(4星)	 Rachel+Finn &amp; Puck+Quinn* 0 *   Jessie给我闪一边去~~   Will快给我定定心心找个人好上吧，真受不了这人...            
(4星)	 我喜欢男猪，尤其是眼睛，剧情很不靠谱，里面的歌很靠谱，shocked~            
(5星)	 虽然剧情什么的很乱很不靠谱 但是他们一唱歌 我就没法不给5星了            
(5星)	 这部剧情有点烂，人物神经质的美剧，居然好几次让我差点落泪……唉            
(3星)	 期望太高只能说，没看下去。            
(5星)	 越看越有味道！！！            
(4星)	 实在躺不牢这个剧情            
(5星)	 看我的头像知道了吧 I am a serious gleek!            
(4星)	 唱歌都很牛~            
(4星)	 Sue是神人呀~~~俺最喜欢这类自大狂的BT角色了~            
(5星)	 mohawk男大爱哑哑            
(5星)	 一个比一个怪咖            
(5星)	 人生总是会有乌云肇顶的时候，如同Glee的主角们一样。我们应该要更乐观的迎接挑战，我最喜欢最后一集的SOLO &#34;Don&#39;t Rain On My Parade&#34;~            
(3星)	 爱Jesse-，-            
(NA)	 弃之…=_=一个电影就可以完结的内容拖拉成一个电视剧…            
(3星)	 second half of the first season is truly a big disappointment, sigh            
(4星)	 sheldon的手势是不是从这学来的啊？            
(4星)	 徘徊在三星四星~ 还是给四星吧~ 反正会继续看~            
(NA)	 土耳其姑娘推荐ORZ。            
(3星)	 我想要itunes上的。。。。            
(4星)	 看不下去，放弃            
(NA)	 15            
(4星)	 男主的肉很紧            
(4星)	 现在看还不错            
(5星)	 can&#39;t love more!            
(4星)	 猪脚们越看越不顺眼..一个个怎么都那么自作多情..不过还是很欢乐的嗯..            
(5星)	 除了男猪童鞋女猪童鞋，所有配角我都喜欢呀呀呀呀呀            
(3星)	 十分歌舞青春型            
(5星)	 歌舞青春。本来想自己已经old enough for this kind of teen subject,没想到慢慢看下去还是被他们的歌声打动了。            
(5星)	 很好，看了第一级就忍不住一直往下看！            
(4星)	 歌好听。只看到第一季就没兴趣追了。            
(NA)	 咦~~            
(3星)	 为啥啦啦队的就一定要随时穿着啦啦队的制服啊~~~~            
(5星)	 用来重温经典与回忆。Mr. Schuester：Life only really has one beginning and one end,and the rest is just a whole lot of middle.            
(4星)	 值得一追 爱死SUE教练了~            
(4星)	 虽然剧情很傻，但主要是歌舞。            
(3星)	 let my life touch  happy again¬3Q for the &#34;up to joy&#34;^_^            
(5星)	 实在太好看了！！！很肥皂，但是确实好看！！            
(NA)	 真不该在这种时候看一群高中生胡闹            
(5星)	 我看得热泪盈眶。。。            
(4星)	 谁能告诉我那个唱完以后低头的动作是。。。虾米意思。。。            
(4星)	 片头旁白最好玩儿了！            
(3星)	 除了歌……其他无聊得可以了……            
(3星)	 只是喜欢看歌舞的部分。其他部分。。比较无趣。            
(4星)	 总觉得SHUE老师长得像长残了的开花童鞋！~            
(NA)	 虽然音乐不错但剧情并不强，收视也未免太好了一点吧...没有追的动力，大概是因为没有有爱的御姐OTL            
(NA)	 三星半，第一季第四集好感动            
(4星)	 不错，不错，最近迷上了这出。            
(3星)	 唱得还行，跳舞也还行，剧情太弱智~            
(3星)	 越看越烦            
(3星)	 剧情够脑残 第一季坚持看完. 音乐老师可以去演TVD!            
(5星)	 我要唱出来，才能表达我的热爱            
(2星)	 再好听的歌曲也弥补不了烂透了的剧情。            
(3星)	 我怎么就是不西环看这个咧            
(4星)	 对于美式的励志故事，看多了总有点审美疲劳，但是第一集里的rehab改编的实在太好了。            
(3星)	 挺欢乐的。。美国青春            
(4星)	 你知道，我爱青春            
(5星)	 emma &amp; will !!!!            
(3星)	 太扯了，脑残的剧情把如此之好的音乐和舞台表演给糟蹋了            
(4星)	 男女主角太难让人爱起来了。配角到都很有爱            
(5星)	 也推荐下            
(5星)	 越来越精彩啊！！！            
(4星)	 为了里面的歌曲 ，给四星。竟然出现了all by myself，哈哈，my favorite。            
(3星)	 男主看着有点别扭            
(4星)	 后面几集太赞了，这些人都越看越cute，尤其是Sylvester魔头！One less star for the suck heroine. Gross.            
(5星)	 哎呀~好玩            
(5星)	 人人都有好唱功 期待四月份第二季回归            
(5星)	 啊啊啊啊改五星了！！！Will好帅啊啊啊虽然这个男人好花的TT啊啊啊啊crush on him~~~~~~春特了TT            
(4星)	 对着婴儿B超录像唱情歌，编剧真有才啊~~~~~~~~~~~~~~~~~~~~~            
(5星)	 就是喜欢音乐剧            
(4星)	 编剧太烂了，完全没有角色性格塑造可言，每个人的行为都可以根据剧情需要反复无常。情节从来不铺垫，有需要临时加闪回镜头。这么偷懒的办法，日后定会引领快餐式编剧新潮流。看好你们            
(3星)	 果然不是太能欣赏MUSICAL的人 受不了RACHEL那么像江若琳 BUT I LIKE KURT~            
(5星)	 这一季美剧的NO. 1！！！！！Jonathan一定要回来演第二季啊！！！！            
(4星)	 all in all . don&#39;t stop believing.            
(4星)	 歌不错，剧情脑残            
(5星)	 rachel每次唱歌都像便秘。sue，will和jessie都蛮有爱。kurt是女王！！！            
(5星)	 音乐足以掩盖一切            
(5星)	 等第二季………            
(4星)	 感觉剧情到了最后一集 才有点正常            
(4星)	 我也想加入glee club            
(5星)	 原來合唱團可以搞成這樣            
(5星)	 就冲着那些歌,也要力荐一下!            
(4星)	 绝对人气！！！！！            
(1星)	 烂            
(4星)	 剧情狗血，歌舞温暖，人物饱满，期待发展            
(3星)	 狗血            
(4星)	 如果你喜欢看歌舞青春            
(3星)	 我表示对编剧有点无语，纯听歌看表演……            
(5星)	 第二季快点给我来吧！            
(5星)	 看了第一集就马上推荐给朋友，然后花了一个晚上加一个通宵的时间看完了剩下的12集，光冲着每集的音乐歌舞和表演，我觉得就值得给5颗星！！！强烈期待第二季！            
(5星)	 Don`t stop believing!            
(5星)	 为了里面的音乐+1            
(5星)	 很不错，开心、青春的剧2009-2010最棒的美剧            
(4星)	 Jeremy和Justin推荐的 我们在美国都在看 真的还不错 是要往后看两集渐入佳境型的            
(5星)	 by its very definition            
(NA)	 弃            
(4星)	 大眼妹抬头纹男            
(4星)	 太欢乐了 下班看一集glee是我一天最快乐的时光            
(4星)	 音乐狠霸道。            
(5星)	 年轻真好TOT。。            
(NA)	 热血青春            
(5星)	 夸张到极致的喜剧·~~just have fun            
(5星)	 第一部算是在追的美剧。。。很喜欢~~~~            
(5星)	 确实不错，这个评论人数太喜感了2003哈哈            
(3星)	 歌舞剧实在不是我泰普            
(5星)	 搞笑            
(5星)	 没兴趣再跟了。等OST。            
(3星)	 我果然看不来musical...            
(4星)	 我觉得男孩子里Puck唱得最好            
(5星)	 剧情            
(3星)	 Glee            
(5星)	 大结局看哭掉了 &gt;w&lt;            
(4星)	 http://www.verycd.com/topics/2767521/ 剧情很烂，音乐捎带些许媚俗。            
(5星)	 喜欢Mr Shue，大爱Finn！！其实对里面每一个人都很有爱~~            
(4星)	 one &#39;rehab&#39;...stunning..--------------------------------------------------结尾有点弱。感觉整个就一个下滑的趋势。希望第2季好起来。            
(4星)	 ........好坏的老师...后期不太好看了。            
(4星)	 音乐真是太惊艳            
(5星)	 Fantastic！！！！！！！！！！！大爱Puckman！            
(3星)	 居然还真的就没剧情！乱交剧，就没感情是真的，乱搞一气，本来觉得最温馨的Will和Emma到后来搞成那样……算了就看看活蹦乱跳的小青年唱唱歌儿。Finn脸红脖子粗手脚严重不协调；Rachel太丑了不过看到后来也习惯了；Sue这……词汇量太惊人了！            
(4星)	 刚刚看了第一集，到处洋溢着高中生青春快乐气息~ 里面的歌曲都很不错 很好听~期待下集~            
(NA)	 哎，我对校园歌舞剧，完全没感觉。            
(3星)	 弃~            
(5星)	 歌不错。想法也不错。            
(4星)	 这些个孩子真不容易,整体速度跟以往的美剧都有些偏差            
(5星)	 sharp funny            
(5星)	 剧情编的还蛮有水准的~人物刻画很赞~我已经在无数次的笑喷后喜欢上很抓马的Will了~唯一的遗憾，我希望他们唱歌的时候录一个live版，不要直接用录音室版~            
(3星)	 实在受不了那么弱甚至难残的设定            
(5星)	 音乐            
(5星)	 超爱歌舞剧            
(3星)	 剧情不是一般无聊。。。            
(5星)	 5星没得说，剧情虽然老套但很励志，歌曲是没得说啊~~~~            
(4星)	 很美的和声            
(4星)	 四星中有三星是给音乐的，没见过这么反复的剧情，这么起伏的性格            
(NA)	 热闹又开心            
(4星)	 歌舞剧集，非常不错。            
(5星)	 寒假刚追上的剧 就是来听音乐的好么！好喜欢马修老师~            
(4星)	 对美剧不期待这么多，这样已经很好了，短暂可贵稍纵即逝的萌点什么的ORZ            
(3星)	 以为是印度阿三片的形式，比想象中的稍好。            
(4星)	 最后一集忽然觉得拉拉队教练和怀孕的拉拉队队长都是好人TUT            
(5星)	 glee让我想到篮球飞人，漫画级剧情，专业级歌舞，对全国赛的追求。美剧的多样性得到体现的作品，推荐给熟悉欧美流行乐的朋友。            
(4星)	 里面的歌曲绝对值得研究。            
(5星)	 最强合唱团            
(4星)	 音乐还有那种表现力都很赞！类似歌舞青春。。但是剧情挑战我下限= =不知道为什么小金牛这么痴迷额            
(5星)	 启蒙篇- -            
(4星)	
(NA)	 看完啦！彻底爱上！！！！！！！！！！！！！            
(5星)	 五星的音乐，弱爆的剧情是什么我才不知道呢！            
(1星)	 及其不推荐            
(2星)	 不是我的菜            
(4星)	 听歌看帅哥的好地方，难得的是2、3季水准一直没下滑            
(4星)	 歌不错╮(╯▽╰)╭            
(3星)	 很多好歌，剧情有些无聊            
(5星)	 amazing~~~我记得20集里Tina说过：“我知道我是谁，但学校不允许我那么穿，真像共产主义”            
(4星)	 很可爱的电视剧，扣分是因为情节有点弱= =~~然后鞋老师的感情世界太混乱~~            
(4星)	 剧情so so..但是歌曲超级好听的~            
(4星)	 最后一集很精彩！            
(5星)	 第一季最欢乐，第二季开始乏味，第三季我开始快进着看……            
(4星)	 电视剧版的歌舞青春吧            
(5星)	 到第三季真的，真的，真的看不下去了。。第一季第二季还是很有看头的~~            
(4星)	 喜欢finn那个傻傻的样子&gt;&lt;            
(NA)	 不打星了。按剧情的话给一星，按歌舞的话给五星。            
(3星)	 不太记得了= =....不过好像不怎么喜欢第一季            
(3星)	 第三季就不要追了 垃圾            
(5星)	 在2010年冬天给我的最大感动！~            
(5星)	 喜欢这样的风格，简单和            
(4星)	 一开始是随便看看的 但是很快就吸引了我 虽然剧情略为狗血 但是歌好听 整部剧也很激励人~            
(5星)	 我真的好讨厌Sue...            
(4星)	 的确很欢乐。可惜剧情是在太过浅薄。            
(5星)	 神剧 -- 我本人心中 我只是高中身别喷 - -0            
(NA)	 里面的歌还不错..另外...Quinn好美啊...            
(4星)	 第一季的歌好听……编剧残，之后的是歌变得不咋地，编剧更残……            
(5星)	 I love glee!!!            
(5星)	 大部分的美剧只有一季的热情            
(5星)	None
(5星)	 不敢说什么，但看看一定没问题，唱歌跳舞而已，人人生下来就懂的，。能习惯第一季的朋友一定要看第二季，混蛋们已经胡闹的更加会闹了            
(5星)	 第二季开始走下坡了            
(4星)	 Glee的音乐出品简直没得说了！            
(4星)	 里面的歌还不错，就是有点儿越来越不行了……            
(3星)	   剧情神马的都忽略吧。。完全当背景音乐听&gt;.&lt;            
(2星)	 实在是看不下去了，打着音乐的名号哎呦。除了科特其他的就都算了……            
(4星)	 觉得蛮好看的，恩歌曲也好听。。鞋子老师很帅。。。            
(4星)	 从第一集开始追的，被Rachel的金色星戳中。第一季好歹大家还都有着可爱的执着和追求，任意和莽撞。            
(3星)	 唱歌部分很棒            
(4星)	None
(4星)	 最时新的歌舞剧，情不自禁跟着HIGH起来            
(4星)	 青春洋溢，同时又有歌舞。喜欢唱歌的孩子必收。            
(NA)	 不大喜欢高中生的剧...周围人评价都很高            
(3星)	 看多了也觉得没啥，就是一群Teen的故事。            
(4星)	 爱Glee            
(5星)	 比青春密语好看！！            
(5星)	 他们在做着我想做的事情：）            
(5星)	 美~妙~            
(4星)	 第一季选歌不是很好，可是歌唱的太好勒！！！特别是rachel的声音，简直惊艳啊！！！还有那个黑人胖子唱的也挺好的~赞~剧情稍弱~不过为了听歌我也会把它全部看完的~            
(5星)	 真心觉得里面的翻唱都好听            
(NA)	 。。。。。。。。            
(4星)	 歌很好听            
(NA)	 没有第二部好看            
(5星)	 剧情狗血，但是歌非常好听            
(3星)	 歌都还不错，我只能说，这是电视剧版的《歌舞青春》啊……            
(4星)	 翻唱的歌不错，鞋老师很帅，瑞秋很百老汇~不过剧情越看越鸡肋，也只剩那些歌吸引我了。            
(5星)	 每一种青春，都该用歌唱出来            
(5星)	 T T太好看了            
(NA)	 最爱blain 其次finn 最近又挺喜欢sam的。。。。。            
(4星)	 剧情一般，唱的很好            
(5星)	 校园歌舞剧。。。羡慕米国的高中。。。            
(5星)	 我终于受不了整天看到Glee的视频，决定来追剧了！            
(4星)	 可以继续第二季的感觉。            
(3星)	 2集弃            
(4星)	 喜欢胖胖Finn 老师也有型~            
(4星)	 我一定是疯了            
(4星)	 弃或不弃，这是个问题！于我而言，有点鸡肋了            
(5星)	 少数的特殊群体，也许经常被所谓的上层人欺负，人们口中的“垃圾”，也能用音乐找寻到属于自己的一份光芒。里面的歌曲首首金曲。演员个个有才，都能身兼数职。好剧啊，力荐！            
(3星)	 第一季都木有看完。。。。美剧真心觉得都是编出来的。。            
(NA)	 我真的不想承认我看过这个，I HATE GLEE,WOULD YOU PLEASE SHUT UP.            
(4星)	 glee            
(4星)	 Pretty songs.            
(4星)	 剧情一般，但是歌很不错啊。。。超好听            
(5星)	 没啥说的 klaine！            
(4星)	 翻唱的都挺到位~不过剧情好烂- -太大道理了            
(3星)	 没剧情的东西 = =             
(3星)	 大MV            
(4星)	 昨天半夜补完S01 虽然中途很想睡着或是跳起来掐死编剧 但是看到最后一集我……不知道以前想看的时候为什么看两集就弃掉了……看下去就在里面找到太多共鸣点……我们投入全力去准备然后在那个狗屎比赛上拿到最后一名 但是大家最后知道所有人在一起像个家就好……BTW最喜欢Kurt和Artie和April姐姐了&gt; 3&lt;            
(5星)	 大半夜看这个，哈哈哈哈哈笑得很诡异。。。我笑点低啊~~~~~            
(3星)	 第一季里Rachel真心讨厌还好有Kurt  音乐不错~            
(4星)	 不错            
(3星)	 剧情很浮夸跳跃.不用思考的剧,无聊可看.主角讨人厌,配角惹人爱            
(3星)	 演员唱功了得。反正剧情和演技都是为了歌曲铺垫的，不足就自动忽略了            
(4星)	 我爱Brittana            
(4星)	 经典。            
(4星)	 三星给剧情，一星给歌舞            
(3星)	 音乐不错，剧情还是弱了些……            
(3星)	 每一集有些割裂，第一季在我考试的时候出现，然后看完了，第二季就米有兴趣看下去了。。。            
(4星)	 剧情片中的音乐剧，音乐剧中的剧情片            
(5星)	 有了牛逼选曲编舞   再弱智的剧情算得了什么···            
(3星)	 女猪脚太煞风景！            
(4星)	 好歡樂！            
(4星)	 先看的整容室..后看的gell。果然是同组班底出品，这错综复杂的人情关系网啊！！            
(3星)	 一般般，小朋友老女人消磨时间可以            
(5星)	 超有爱 有木有            
(5星)	 总在不知不觉中指引我的路~虽然我年纪一大把了~我还是爱看！love klaine! darren&amp;chris!            
(4星)	 音乐很棒，剧情很渣            
(4星)	 看多了就这样吧，歌排的挺不错的，有一些都超过原唱            
(5星)	 不仅好看，而且好听！            
(5星)	 歌都超级好听啊！！！色彩感很强！绝对能让你轻松开心起来的音乐歌舞型美剧，里面的演员翻唱各种榜单、经典的歌儿~ 大爱！冲着歌舞必须5分！！！剧情熟么的。。。一边儿去！看介个就是为了看他歌舞的谁看他剧情啊！FOX台的剧我各种爱~            
(4星)	 当时的感觉就是，唱的好，不过女主真的那个嘴巴长的哟= =            
(5星)	 喜欢  喜欢             
(4星)	 Glee Glee 真心喜欢            
(NA)	 女主丑，男主傻。            
(4星)	 虽然剧情就是没有剧情，但是还是很温馨励志啊。每次鞋老师说we sing it的时候都会穿越到SNL。。。。。。= =            
(5星)	 听歌 听歌            
(5星)	 美妙音乐            
(4星)	 编曲挺好的 情节略老套            
(4星)	 挺时尚的音乐，也有古典的，大部分音乐还是挺好听的，烦心的时候看看还是挺轻松地。只是演员长得没有一般美剧那么有型，总觉得有点“挫”。第三季的剧情不大看好，希望有所突破吧            
(3星)	 这个就只能听歌啊!剧情请放弃吧.......            
(3星)	 弃了            
(5星)	 非常赞 大爱 大大爱！            
(5星)	 青春+歌舞，谁能不爱？！            
(2星)	 马马虎虎，很假很做作~没有歌，这剧就废了。            
(5星)	 音乐棒,可惜耳机不给力!            
(3星)	 剧情真心渣= =两个主角也都不喜欢，不过没事情做时看着放松放松大脑也不错~            
(2星)	 这世界，皆有可能。            
(NA)	 Will&amp;Sue            
(4星)	 刚看这剧正逢第一季冬歇，看完了已出的13集觉得很不过瘾。一群在高中地位处于“地下二层”的人，因为合唱团的重组燃起“Back To Top”的希望。剧情虽然狗血脑残，但是歌舞编排是极好的。第一季首尾呼应：Don&#39;t Stop Believin&#39;。            
(5星)	 男猪脚！！Finn            
(4星)	None
(4星)	 好看~            
(5星)	 打鼓唱歌神马的可帅不解释！！            
(4星)	 我还是很喜欢Will的            
(3星)	 剧情有点俗，貌似除了Lost或者TVD这类故事性很强或者很狗血的剧之外，很多美剧都有个通病，每一集的相似度太高了，不过主演们真的很能唱，很好听，很强大~！            
(4星)	 剧情很狗血啊  但是歌真棒              
(4星)	 这剧是我的菜。最后一集一层一层推进，任你泪点高也无用。            
(4星)	 kurt~~~（星星眼）              
(3星)	 前两季还行，后面就只是冲着ryan murphy看下去了            
(5星)	 非常非常喜欢的一部美剧，小舒老师啊~~~~            
(3星)	 剧情真的是没什么可说的，不过歌还都不错            
(3星)	 剧情狗血，但歌曲很迷人。到后来我都直接快进听歌曲了            
