http://movie.douban.com/subject/2294255/	笑傲江湖
(4星)	 吕颂贤演绎滴相当不错            
(5星)	 笑傲江湖            
(4星)	 这一版的仪琳小师妹很不错            
(5星)	 俺喜欢这个版本的！！            
(NA)	 黄霑为它写的那首笑傲江湖曲其实蛮好听的。很多人觉得唯一缺陷就是梁佩玲不是梦中的任盈盈吧            
(2星)	 有点丑            
(3星)	 任盈盈好像令狐冲他大姑= =            
(5星)	 又是经典……            
(3星)	 感觉还行吧~反正但是很喜欢就是了~            
(4星)	 还是最喜欢吕颂贤演的令狐冲            
(5星)	 个人认为这一部比较完美             
(5星)	 吕颂贤就是令狐冲啊^_^            
(5星)	 就是盈盈丑了点。            
(4星)	 笑傲江湖的曲子是所有版本中最好的~            
(5星)	 这这,这是我的最爱啊~~            
(3星)	 其实我觉得哩版笑傲都几好看架！            
(4星)	 心目中演得最好的令狐冲，几乎见过最不适合古装的任盈盈            
(4星)	 我终于找到它了，太激动了！            
(5星)	 这个版本的是我的最爱，今天听到其中的曲子，好怀念啊！            
(3星)	 6.7            
(5星)	 最喜欢这一版笑傲江湖；喜欢令狐冲的表演，非常到位，正正是我理想中令狐冲的典型。盈盈演的不差，外表逊色些。岳不群/岳灵珊/不戒和尚/仪琳/任我行/曲阳刘正风/左冷禅/向问天/蓝凤凰……所有配角都可圈可点！非常出彩！片中的《笑傲江湖曲》琴箫合奏也很妙！            
(5星)	 最爱的一版笑傲            
(5星)	 呂頌賢版的令狐沖是最瀟灑的            
(5星)	 这不绝对经典了~！            
(4星)	 吕颂贤，梁佩玲，何宝生，陈少霞，这一版才经典嘛            
(5星)	 看过30几遍，冲哥是影响了我一生滴人啊            
(NA)	 老版的记得不清了            
(4星)	 都找不到什么清楚版本的            
(4星)	 最喜欢的是这一版本的令狐冲            
(3星)	 吕颂贤太帅了~~~            
(4星)	 最经典的大师兄在这里。            
(4星)	 我喜欢看这版本的。            
(5星)	 真的太喜欢任盈盈了，为虾米木有人觉得她是金庸小说里最完美的女主呢？ps这版也是我心目中最经典的版本。            
(5星)	 神韵的令狐冲            
(5星)	 好吧我承认捡着冲盈部分看。虽然女主角的颜不符合我审美，但是气质好。            
(3星)	 看过几集～            
(4星)	 好看啊~            
(4星)	 吕颂贤下巴太大了些，其他还都可以接受            
(3星)	 吕颂贤演无赖蛮有味道的            
(4星)	 记忆里最经典的！            
(1星)	 很令我不舒服的剧            
(NA)	 这一版的任盈盈实在是最丑的            
(4星)	 王伟饰演的伪君子岳不群非常精彩            
(NA)	 它帮我完成了我的武侠梦             
(4星)	 小时候每次一听到笑傲江湖的主题曲都觉得很震撼            
(4星)	 唯一一部认真看完的武侠剧，吕掌门真心不错，其他演员也很棒            
(3星)	 我现在就只对里面的林平之有记忆了            
(4星)	 小时候真觉得他是个痞子。。又有点像太监= =。。。            
(5星)	 超爱这版的令狐冲和任盈盈！从这部起，每看积雪那段都会哭，央视版也不例外=-= 那曲《笑傲江湖》至今不忘            
(5星)	 最经典的一版~~~            
(5星)	 最爱笑傲江湖，看了好几遍啊！！！！            
(3星)	 不错啊            
(5星)	 无数次想==吕颂贤和许晴合作就好鸟。。。。！！！！            
(5星)	 这一版其实很好看的            
(4星)	 1996年            
(4星)	 这一版本也算经典了            
(3星)	 不喜欢男主角            
(5星)	 ！！！！！！！！            
(4星)	 令狐冲            
(4星)	 经典的令狐冲。。。不解释            
(4星)	 超经典的·············            
(5星)	 这个怎么可能没看过！！！            
(NA)	 那一曲奏得。。。            
(NA)	 喜欢吕颂贤版的，很有书生气的令狐冲~潇洒不羁的人生不需要解释~活给自己~            
(4星)	 粤语教程第二部~            
(4星)	 最好的一部笑傲江湖了            
(5星)	 周润发版令狐大侠“现代感”太盛，许冠杰和李亚鹏版则过于诙谐与呆板，此三者饰演令狐冲形象均同原著小说相去甚远，只有吕颂贤饰演的这版令狐冲让我记忆最深，重温16年前TVB旧剧，未想数日内一口气看完，看豆瓣上还有不少同好，足见其经典地位。推荐！            
(4星)	 港版要是和大陆版能互补些就完美了            
(5星)	 吕颂贤帅的不行了。。。哎            
(4星)	 这个版的笑傲江湖曲让人蛋疼            
(3星)	 令狐冲大爱            
(5星)	 最好一部！！废寝忘食啊            
(4星)	 呢出又是当年的饮剧。            
(3星)	 颜接受不了！            
(5星)	 迄今最好看的电视剧版本            
(NA)	 这个版本的笑傲江湖是最赞的，任盈盈太赞了，仪琳那尼姑长的实在太赞了。。。吕颂贤的演技也是无话可说。。就是那岳灵珊的戏份太鸡巴多。。。            
(4星)	 我喜欢这个令狐冲            
(5星)	None
(4星)	 最好的一部笑傲江湖。            
(NA)	 这版我觉得不错            
(4星)	 陈少霞、何美钿太美太可爱了            
(3星)	 太久远了。。就当标记下凑个数吧            
(3星)	 主角不太给力            
(5星)	 吕颂贤~            
(NA)	 我是有多爱令狐冲。            
(5星)	 梁佩玲为主角的 我只记得这一部            
(4星)	 梁佩玲那造型现在看来。哎~ 以前还是很美好的            
(5星)	 不牵不挂是最自由，潇潇洒洒的，走不问以后！！！            
(5星)	 比较符合原著，任我行!霸气啊！配乐不错！            
(5星)	 我心中的令狐冲就是这样滴!            
(4星)	 吕颂贤演得最好！！            
(4星)	 这个版本比较经典            
(3星)	 吕颂贤最接近心目中令狐冲的样子，何美钿的仪琳也是。只不过打斗啊配角啊什么的还是很囧            
(3星)	 尼玛东方叔叔……            
(5星)	 笑傲江湖各版本中最爱的一版            
(5星)	 最经典的一版            
(3星)	 演员太丑            
(5星)	 这版的令狐冲我最喜欢            
(NA)	 梁艺龄都四十几了，我很喜欢她的啊~            
(4星)	 吕颂贤真帅啊啊啊啊啊            
(3星)	 这个版本的任盈盈有点老……剧情改编得好多- -。。。不过吕颂贤演的令狐不错~… 马景涛版的令狐我看着就想笑- -……李亚鹏版的令狐就不想说了，跟他演的郭靖一个样。。。            
(3星)	 主角怎么选的都那么丑。。。            
(4星)	 扣一分因为任盈盈真丑。            
(3星)	 吕颂贤扮演的是真正的嗜酒纵剑、飞扬跳脱、潇洒深情、落拓不羁的令狐公子啊。岳灵珊真漂亮。TVB弄的古装扮相实在雷人。            
(5星)	 最好的令狐冲。            
(5星)	 从小到大最爱的令狐冲！            
(4星)	 吕颂贤最经典的角色            
(NA)	 和爸爸一起看的            
(3星)	 你看令狐冲那瓜皮小帽，你看任盈盈那个犀利的发型，你看~你看~            
(4星)	None
(NA)	 小时候看，觉得梁佩玲很丑， 现在一看， 梁佩玲确实不错！            
(NA)	 第一次看的时候还是小学五年级，但这么多年吕颂贤版的令狐冲一直是我念念不忘的。            
(4星)	 最经典的令狐冲呀            
(5星)	 最经典的笑傲江湖，吕颂贤就是我心目中的令狐冲。            
(3星)	 中规中矩，有惊无喜。            
(5星)	 虽然制作很粗糙，不过演员演技真的不是盖的！！！！！            
(3星)	 不喜欢女主            
(5星)	 经典！！！全是TVB的名角啊！            
(NA)	 吕冲哥要形有形要神有神，任冲哥马冲哥李冲哥可以通通面壁去了。。。。。。什么？还有个即将着陆的何冲哥？。。。。对不住，思过崖人满为患，鼻孔星人还是回老家和周康弟相依相偎吧。。。            
(5星)	 我还是喜欢吕颂贤这个版本啦            
(4星)	 金庸的武侠剧就属这部《笑傲江湖》小时候没看过，这次是冲着林平之才看的，也知道吕颂贤版的是最经典的。花了一个星期的时间才把这部剧看完，剧中最悲剧的人物我觉得是林平之，非常的感叹，最后居然会演变成这样。岳不群这个伪君子比左冷禅真小人更可怕！还有值得一提的就是，剧中的配乐相当的好听！            
(NA)	 金庸里面最喜欢的一对。一个男的在感情上有过去不要紧，重要的是能给你未来。            
(5星)	 吕颂贤版是我心中的令狐冲。            
(4星)	 好像，他就是令狐冲。            
(4星)	 除了觉得任盈盈很丑，其他的我觉得很完美了            
(5星)	 唉，岳不群去世了。。。这版吕颂贤的令狐冲最经典了，风流不羁，随性洒脱            
(5星)	 岳不群昨天死了的说            
(NA)	  吕颂贤这辈子好像没有第二部影视作品能让人记得住。            
(5星)	 一曲笑傲江湖曲~~余音绕梁啊            
(NA)	 个人最喜欢的版本            
(5星)	 最好的岳不群~ R.I.P            
(5星)	 爱在心中口难开啊            
(3星)	 这任盈盈...            
(4星)	 为毛任盈盈这么挫，这是我最喜欢的一个版本！！！！！！！令狐冲可以不帅但是不可以不浪！            
(2星)	 我终于知道我小时候都干嘛了            
(5星)	 时隔十几年再看一遍 还是觉得这版最好 只是任盈盈稍微不好看点 但是看久了还是可以的 吕颂贤应该是最合适最符合令狐冲的人 我记得我是小学五年级看的 这版和李亚鹏的还是很多不一样的地方的             
(5星)	 领会精神 理会意境            
(3星)	 《笑傲江湖》曲作得非常好！是我心目中最好的版本！            
(4星)	 我要看结局！=20111127=            
(3星)	None
(NA)	 完全不是我心中令狐冲的长相，不好意思我弃剧了            
(3星)	 上小学的时候看的，儿时的回忆呀            
(5星)	 最喜欢的笑傲江湖版本~            
(5星)	 大盈若冲(づ￣ 3￣)づ            
(5星)	 浅笑的儒雅书生            
(5星)	 哇塞 这部也是当时喜欢的不得了的 觉得梁佩玲美的不行 后来知道孤男寡女里面那个竟然是她 我就@￥#%&amp;*…… 唉 岁月不饶人啊！颂贤哥哥倒是一直呢么帅~mua~            
(5星)	 陷入疯狂地回忆。。。。。            
(5星)	 大爱            
(4星)	None
(5星)	 只有一个令狐冲。            
(4星)	 当年超喜欢            
(5星)	 最靠谱            
(4星)	 不知为毛，很爱男主女主。剧里剧外都一样。            
(4星)	 我也觉得吕颂贤演的很帅很潇洒。            
(5星)	 最经典的笑傲江湖电视剧            
(4星)	 金庸武俠劇只看TVB的            
(4星)	 令狐冲和小师妹都是经典啊..            
(5星)	 李亚鹏……你侮辱了我的童年记忆幸好我还记得吕颂贤            
(5星)	 儿时的经典，又重温一遍，很好看            
(4星)	 通了几天宵再看一遍，侠性本当如此。            
(NA)	 看过的最喜欢的一版，经典啊，看了好多遍了。            
(5星)	 这一版的令狐冲实在太经典了。            
(5星)	 大爱！大爱！我喜欢里面所有的人...            
(4星)	 最喜欢的令狐冲            
(4星)	 对武侠的兴趣。。            
(4星)	 当时觉得吕颂贤是真的帅啊~            
(5星)	 因为这部戏喜欢上吕颂贤。            
(4星)	 男女猪脚长相都比较困难            
(5星)	 永远的梁佩玲，永远的任盈盈            
(4星)	 女主不够漂亮 不过人物很生动            
(4星)	 自己看的第一版的笑傲江湖。值得一提的是饰演林平之的何宝生，多是悲情角色的他自带忧郁气质，最后居然出家了，实在让人唏嘘不已。            
(4星)	 做任盈盈这样自尊又聪慧通透、大方宽容的女人真是一件hard work            
(4星)	 这个版本当年老爹收了一套反复看啊 ，小说到现在还经常被老爹带进厕所。            
(5星)	 这版令狐冲最帅啦，虽然脸长了点，但是像我初恋嘛，哈哈。            
(5星)	 吕颂贤太尼玛帅了！！！！！！！！！！除此之外别无感想╮(╯_╰)╭            
(4星)	 呂頌賢唯一有印象的作品,但女主角不太行            
(3星)	 看到女主，我就再也不想看这部片了。            
(4星)	 可爱的小师妹。            
(5星)	 吕颂贤就是令狐冲。            
(4星)	 令狐冲官兵服的风骚走路姿势太经典了            
(5星)	 这版的令狐冲最喜欢了            
(4星)	 私以为觉得盈盈不好看，但是我喜欢仪琳。            
(5星)	 这是我心中的笑傲江湖，什么也代替不了            
(5星)	 令狐大哥啊啊啊 ！！！！！只有吕颂贤演的最有感觉！！各种回忆！！            
(5星)	 07            
(5星)	 不知道为什么翻拍的我都觉得以前的更好看..            
(NA)	 经典            
(3星)	 吕颂贤真的不是在演令狐冲，他就是            
(5星)	 忠于原著的不可多得的好片。虽然布景和特技效果稍显粗糙，但角色编排合理，人物刻画入微，剧本情节紧凑。各个角色也是其他版本很难超越的，可圈可点的地方很多            
(NA)	 这是最爱的一版            
(5星)	 吕颂贤版的令狐冲最好看            
(4星)	 tvb版金庸剧的特点，情节紧凑，表演到位，配乐很好。            
(5星)	 我想给10颗星啊，尼玛不够啊。            
(5星)	 格老子的，呵呵，永远记得令狐冲装那个将军的样子            
(3星)	 印象深刻，任盈盈比较不好看。            
(4星)	 经典扮相的吕颂贤，主题曲也很错的啦。            
(4星)	 女主实在不是我的菜，吕颂贤在法网群英里的反骨子才是他的强项            
(4星)	 天哪  还有这个啊  吃晚饭的点啊            
(NA)	 这里是最受好评的令狐冲            
(4星)	 这版令狐冲最好了            
(3星)	 当时在想为什么任盈盈要长这样            
(5星)	 TVB经典~            
(5星)	 经典            
(4星)	 虽然逃脱不了制作粗糙简单的缺点，但是吕颂贤这个主角选的不错，可惜，任盈盈不是一般的丑。            
(5星)	 我要再看一遍~            
(3星)	 一直觉得这男主女主看不顺眼，但也就这部最有感觉            
(3星)	 当年最中意就是小师妹~！不过好多年没见佢拍戏啦            
(4星)	 喜欢任盈盈，吕颂贤现在残了            
(5星)	 最像令狐冲的令狐冲            
(3星)	 任盈盈是我小时候觉得最丑的金庸女猪脚了呢。。。            
(4星)	 我是看着你长大的。            
(5星)	 超级超级超级喜欢~！大爱啊~ 只喜欢吕颂贤的令狐冲~            
(4星)	 单纯地不喜欢笑傲江湖的剧情而已~            
(4星)	 吕颂贤的令狐冲不是形似而是形似。那种潇洒，荡气回肠。他担得起任盈盈的一柔情，仪琳的暗恋相思。            
(4星)	 令狐冲是我最喜欢的金庸男主角，虽然整体电视剧一般，但是吕颂贤的令狐冲算的上经典！            
(3星)	 这一版的令狐冲是最好的，女主太让我失望。            
(5星)	 超爱的超爱的~小时候还和妹妹半夜偷偷起来看来着            
(5星)	 在吕颂贤面前   李亚鹏神马的我都不想承认他演过令狐冲            
(NA)	 最爱的一部《笑傲江湖》            
(4星)	 个人最喜欢的版本            
(5星)	 怀旧向啊..十五年了都            
(4星)	 多经典啊~~~~~~            
(3星)	 这玩意竟然是在浙江看的！            
(5星)	 笑傲江湖这音乐也很赞            
(5星)	 小时候的记忆            
(4星)	 好看！吕颂贤好帅啊！            
(5星)	 完美            
(5星)	 很喜欢这个版本！！人物的服装和配乐都很美！只不过最后的结尾有点草率（任我行死前那段太扯） 。。。不过终归是武侠小说 笑傲江湖这种追求自由的生活固然引人神往 但是跟现实还是相距甚远 过于理想化的美好心愿也只能在书中实现。。。小说是能满足人各种yy的好东西啊！            
(4星)	 爱死令狐冲。爱死吕颂贤啊！！！！            
(NA)	 潇洒诙谐的令狐冲，和盈盈的对手戏很好            
(NA)	 那时候中午回去，好像山东台都有在播，那时候好快乐啊。            
(5星)	 太爱了            
(4星)	 尼玛我小时候是看过多少港剧啊！而且我一直以为何美钿叫何美细啊！尼玛            
(4星)	 这个令狐冲很到位……            
(4星)	 比李亚鹏那部强太多了。            
(3星)	 女主角太我心了，迄今记忆深刻            
(NA)	 经典再回味。            
(5星)	 神雕侠侣鹿鼎记天龙八部笑傲江湖。小时候的四大TVB经典武侠剧。            
(4星)	 目前没看过比这个好的了，就是盈盈不够美            
(5星)	 目前为止最好的一部笑傲江湖            
(4星)	 儿时的回忆~            
(4星)	 43集啊 坑爹            
(5星)	 喜欢小仪琳啊，梁mm演的还行就是完全不美。            
(5星)	 吕颂贤的令狐冲真是........无以形容了            
(4星)	 得重看……            
(3星)	 我嫌弃令狐冲不好看            
(5星)	 真怀念哪~            
(5星)	 最爱的武侠作品，不管是原著还是电视剧            
(4星)	 我真觉得这才是经典            
(5星)	 那天亲眼看见令狐冲了            
(4星)	 虎头蛇尾了有点。            
(4星)	 好喜欢令狐冲 准备再看一遍            
(5星)	 让当时上幼儿园的我荡漾的不能自已逢人便说==            
(4星)	 夏盈盈            
(5星)	 朋友说这是金庸的巅峰之作，它也是儿时所看TVB的经典！！里面有太多的人生、哲学！！再次翻看，除了年龄增长所理解的不一样外，对令狐冲的那个羡慕嫉妒恨啊！！hiahiahiahiahia~            
(4星)	 也不错，比央版更忠实原著一点，但是意境差了点。            
(5星)	 当时大爱吕颂贤~~            
(5星)	 最搞笑的部分莫过于扮大将军“格老子的”            
(3星)	 音乐。            
(5星)	 重温了不下3次了吧？无论主角配角，那演技。。。啧啧，导演真的很能挑人。感觉每个人都是本色演出的感觉。尤其是我最爱的吕颂贤。哎，无法用言语表达我对他演的这个版本令狐冲的感觉。放荡不羁。最好的版本了、唯一的遗憾就是这个任盈盈的演员。丑了点、有点遗憾。。            
(5星)	 太喜欢吕颂贤的大师哥了！！！好想有个这样的大师哥。星星眼~            
(4星)	 虽然这版女主不太给力  但是有那么赞的男主弥补缺憾了  呵呵  经典版            
(5星)	 我爱他            
(4星)	 当年我是多么有空···            
(4星)	 何美钿真是甜死了            
(5星)	 才子佳人配，最喜欢的版本            
(NA)	 。。。            
(4星)	 温习了一遍，小时候的回忆啊！            
(4星)	 听说于妈要翻拍，听说令狐冲是鼻孔哥演，我瞬间凌乱了。还是回来看这版，虽然还是觉得任盈盈过于老气，小时候看吕颂贤真的有给我令狐冲很帅很潇洒的感觉            
(4星)	 挺好看的~那年我还小~每天最大的乐趣就是可以看一集~~            
(5星)	 冲哥！！！！！！！！！！！！！！TUT            
(5星)	 经典啊经典            
(4星)	 小时候看过的第一部笑傲江湖就是这版，貌似也是我看过的第一部金庸剧。记得任盈盈发型好奇怪- -挺喜欢这版令狐冲的             
(4星)	 再看一遍            
(4星)	 这个令狐冲最像令狐冲~~必须的~~~            
(5星)	 曾经特别的喜欢吕颂贤，这么多年不见，一直都记得他饰演的令狐冲的风采。而最近在法网群英中继续演反派角色，才发现，原来香港演员的保养或者说是整容技术真的是太好… 好到感觉十年只是昨日啊~            
(4星)	 吕颂贤非常符合想象中的令狐冲...可惜任盈盈丑了点...            
(3星)	 本来是四星的，因为女主角（包括任盈盈与小师妹等）太丑了减了一星。。。唉。。。            
(2星)	 主角好丑啊！！！            
(2星)	 吕颂贤演的不错            
(2星)	 陈伟健版令狐冲。            
(5星)	 超级经典，我喜欢吕颂贤这版            
(5星)	 永远的经典            
(5星)	 就是想象中的令狐冲啊            
(5星)	 最爱的一部TVB            
(5星)	 其实我想评10分。当初看任版的时候觉得超无聊，也不喜欢演员，因此对笑傲江湖没留下好印象。最近重看了96版的，深深喜欢上笑傲            
(4星)	 放浪不羁，光明磊落。与世无争，逍遥自在            
(5星)	 最好的一部笑傲江湖……            
(5星)	 翻出来小时候喜爱的金庸武侠剧，还是这部最有爱。令狐冲，世上真有这般男子。。。就好了            
(4星)	 现在记得令狐冲的一句话就是：格老子地~~~            
(NA)	 小时候超爱这版啊！            
(4星)	 一提到令狐冲，我只会想到吕颂贤版的            
(5星)	 这个基本在邻居那里看的            
(4星)	 最喜欢的一版令狐冲。            
(NA)	 觉得这版的人都不好看            
(5星)	 那个年纪的经典~            
(NA)	 这个组合太丑了            
(5星)	 数一的笑傲江湖 大爱吕颂贤 陆猴儿            
(5星)	 太喜欢令狐冲了，这是我见过的最豁达洒脱的人物！            
(NA)	 吕颂贤！！！！！            
(5星)	 任盈盈挫了点。但是这一版本至今在我心中无法被超越。            
(5星)	 最喜欢的版本            
(2星)	 任盈盈好丑= =            
(4星)	 wwwww~吕颂贤~~~~            
(5星)	 盈盈，你是我见过最美的。            
(4星)	 哎哟 回忆啊            
(3星)	 演员丑            
(4星)	 喜欢林平之和小师妹            
(5星)	 玉面薄唇令狐冲            
(5星)	 可喜欢这版的令狐冲了            
(5星)	 那个主题曲、合奏曲很赞            
(4星)	 任盈盈太丑了            
(5星)	 最爱            
(5星)	 就这么一个长的符合原著的令狐冲            
(NA)	 昨日长街奔马 快意恩仇            
(3星)	 小時候看的 啊哈哈哈 葵花寶典            
(4星)	 这个版本的令狐冲比较中意            
(5星)	 小时候听到那个主题曲就激动。最喜欢的还是在这版            
(4星)	 减的一星，为任盈盈实在难看            
(4星)	 小时候看的，觉得这箫声和古筝的合音真的很好听啊！            
(5星)	 最爱的一版《笑傲江湖》            
(5星)	 是我觉得最好的版本            
(3星)	 呂頌賢塑造出了目前最好的令狐沖，我同意  其實這版裏所有人都演得挺好的~ 但也都挺老的…            
(5星)	 很喜欢的一版笑傲江湖～～　虽然吕颂贤没有冲哥得帅气。　但是又冲哥的潇洒～～　这版的笑傲江湖曲也特别好～～            
(5星)	 我爱盈盈啊盈盈！            
(3星)	 任盈盈唔够索            
(5星)	 期末阶段，突发神经，看了这么古老的一部片子，重新认识了剧中的人物，主题曲《笑傲江湖》很好听诶！            
(5星)	 诶...继武林外传之后又一沦陷剧...梁佩玲的演技完全弥补了颜和年龄            
(4星)	 今天又看了一集。。            
(4星)	 吕颂贤不错，任盈盈的选角不是很喜欢。            
(4星)	None
(5星)	 平生最爱令狐冲~            
(5星)	 神形兼备！            
(4星)	 吕颂贤版的很经典！            
(3星)	 还是老版好看            
(5星)	 当年爸妈规定晚上8点前必须睡觉。。我偷偷扒门缝看这部，喜欢得不得了            
(5星)	 好看~~~~~~            
(NA)	 觉得任盈盈装着像东瀛过来的            
(3星)	 当时不喜欢看。后来看了原著，觉得这部还是蛮不错的！任盈盈太丑了！！！            
(5星)	 最最最喜欢这个版本了啊~            
(4星)	 我觉得令狐冲依然不爱任盈盈。他对她只是感激。            
(5星)	 较之金庸的英雄，本是更偏爱古龙的大侠，不过令狐冲是例外，在我所读过的武侠小说中，最欣赏的首推令狐冲，吕颂贤演的实在传神，虽然都说这部的任盈盈最失败，不过我倒不觉得，论相貌确实不佳，但女子不经意间的流露却不做作，端阳佳节，两个通宵，和我少年时看到得感觉一样 从不曾变过的精彩人生。            
(5星)	 那首筝箫合奏一直是记忆中的经典，令狐冲和岳灵珊的感情，是年少时代的梦，和盈盈的感情，是长大后的梦，人生总是在追梦，而曾经，是追梦旅途中最美好的宝藏            
(4星)	 吕颂贤的令狐冲才是令狐冲！            
(4星)	 冲哥~~            
(NA)	 我记着主题曲也挺好听的，吕颂贤正            
(4星)	 多少个日夜终于重温完了！！！            
(5星)	 吕颂贤在幼年时期的浪子形象无人能及！            
(5星)	 每天小林子叫个没完，原来岳灵珊早知道林平之会当太监。            
(4星)	 这个版本深入我心啊            
(5星)	 大爱~            
(4星)	 超级喜欢这个盈盈            
(4星)	 以前是断断续续的看的，大学时候陪一位沉迷于剧中那首琴箫合奏曲的筒子从头到尾看了一遍。。。金庸剧里我还是蛮喜欢这部的。。。小师妹，自宫，人妖神马的。。。            
(5星)	 喜欢那版的笑傲江湖 令狐冲永远是金庸剧里我最喜欢的男人，没有之一！美中不足是女主很丑。。。            
(5星)	 吕颂贤版令狐冲~上哪儿找去呀~            
(5星)	 音乐太经典 青蛇 大话西游 勇敢的心 东邪西毒 。。。。            
(4星)	 这个令狐冲很不错            
(NA)	 经典            
(4星)	 还是喜欢这个版本的令狐冲和任盈盈            
(4星)	 节奏明快配乐出彩冲哥潇洒飘逸仪琳可爱极了盈盈漂亮点就好了            
(3星)	 我是拖着看的            
(4星)	 吕颂贤虽然不帅啦  但是令狐冲演的很不错~~            
(5星)	 个人认为演的最传神的令狐冲就是吕颂贤版的。            
(5星)	   哥哥说：令狐冲就是这个样子的。            
(4星)	 完全带感的片子啊            
(4星)	 任盈盈能再好看点就好了            
(5星)	 最喜欢的一个令狐冲！            
(5星)	 吕颂贤塑造了我心目中的令狐冲，这部曲子也是诠释了笑傲江湖的意境            
(5星)	 这么经典的一部豆瓣评分太低啦            
(3星)	 我的小尼姑啊，多好多可爱            
(5星)	 我个人觉得这版的任盈盈是最好看的            
(4星)	 喜欢，就是小师妹太丑了点            
(NA)	 小林子……%&gt;_&lt;%            
(NA)	 看过几集            
(4星)	 不可颠覆            
(4星)	 这个版本的我特喜欢。            
(3星)	 不喜欢这一版，好像。。可能是因为主角吧。。            
(4星)	 经典 喜欢            
(4星)	 看时觉得男主女主长的一般，胜在剧情什么的，再看后来拍的，真觉得这片拍的好            
(5星)	 吕颂贤是用生命在演令狐冲啊            
(NA)	 那时跟韩福坐同桌，喜欢一起哼笑傲江湖的曲子            
(5星)	 金庸所有书里最喜欢笑傲江湖!            
(4星)	 小时候看的            
(5星)	 紧取笑傲之神⋯⋯            
(5星)	 吕颂贤让我花痴了吧            
(5星)	 这是我自认为的最棒的一版            
(4星)	 奇了怪了 为虾米每个版本的盈盈都要那么丑？！            
(NA)	 最喜欢            
(5星)	 这个版本多么经典啊，我看了多少遍啊，多少个通宵啊。            
(5星)	 光明磊落，潇洒江湖！独孤九剑，泯化恩仇。            
(5星)	 五星全给吕颂贤            
(4星)	 这个版本真的很不错            
(5星)	 最喜欢的一个版本。            
(5星)	 LZ最近是肿么了。。。            
(5星)	 我全部的梦            
(3星)	 女主丑阿            
(3星)	 记得这版不错            
(5星)	 小学我们班的“笑傲抹布”，任盈盈。            
(5星)	 吕颂贤版令狐冲实为最爱~            
(4星)	 童年             
(4星)	 演员选得都不错，吕颂贤扮相超赞，也有演出令狐冲油嘴滑舌的样子，任盈盈乍看图片有点怪，动态也算可爱，最可喜的是剧本忠实原著~不过吕颂贤你老把剑横在肩上是要扮孙悟空咩！            
(3星)	 女主太丑了吧……            
(4星)	 感觉对那个曲子真的觉得好听。            
(5星)	 令狐冲，我被你梦绕过。            
(4星)	 小学一年级，人生第一部武侠。            
(4星)	  吕颂贤             
(4星)	 吕颂贤不够帅……其他都不错~配乐很好听~            
(5星)	 令狐冲每次都是刚刚好就被别人打伤了，但他留给我的却是乐观的态度和做大事的认真。金庸先生的男主人公都是越写越邪，直到韦小宝但我觉得郭靖只是我们的理想英雄，韦小宝又太过于市侩了一点，也许令狐冲才是生活中的你我他：那个有点好色、嗜酒的家伙，那个永远忘不了师傅师娘的家伙……            
(5星)	 恩恩。。经典~！            
(4星)	 虽然《笑傲》电视剧拍的几版都不尽人意，但要比较才能看出此版的优秀之处。和吕颂贤版的令狐冲比，李亚鹏版的简直像流氓加无赖，那个背景音乐也超烂，人物的形象总让人感觉不爽呢！吕版的两大女主角，自我感觉都一般，而且盈盈的脸怎么像是敷粉敷多了呢，不过配角都很好，何美钿饰仪琳，桃谷四仙都不错            
(5星)	 最为无忧无虑的快乐            
(5星)	 和很多人看法一致，这是我认为最好的令狐冲，无关制作。以前金庸的武侠人物最喜欢段誉，现在是令狐冲，一致的地方是，我们都讨厌江湖和纷争，我们只想做真实的自己            
(NA)	 很喜欢吕颂贤在里面的感觉            
(NA)	  这部剧很特别，特别在演员。男的不帅女的不靓但是总体感觉还不错，那种味道也都出来了。何宝生啊，唉，都出家好多年了。            
(4星)	 虽然这版很经典            
(5星)	 最喜欢这一版的令狐冲            
(NA)	 吕颂贤好帅...任盈盈好丑...岳不群好讨厌...《笑傲江湖》的合奏蛮好听的~            
(4星)	 在金庸的所有武侠里，笑傲江湖不是我喜欢的那一类，但是后来看了吕颂贤这一般的，我开始喜欢了            
(4星)	 虽然粗糙，但人物有个性，出彩            
(5星)	 小学时候看的~o(╯□╰)o~            
(5星)	 不错，经典            
(5星)	 金庸的小说里最喜欢的就是笑傲江湖，而这部笑傲江湖是目前为止本人认为最好的，笑傲江湖曲让人久久不能忘怀，令狐冲的洒脱和不羁演绎的最传神，最后盈盈中毒后胭脂是解药是最大的硬伤。            
(5星)	 令狐冲应该就是吕颂贤那个样子的..            
(5星)	 应该看完了，但记不清了···            
(NA)	 很喜欢里面的笑傲江湖曲            
(4星)	 吕颂贤太帅了，女演员选的不好            
(5星)	 最爱这一版            
(4星)	 冲哥好帅哦~~ 谁都会爱上一个注定一生无缘的人 但也最终会碰到那个永远相守的人 所以没必要伤心的~~这部算经典是因为它完全照着原著来的 不像某些傻逼编剧有那么大能力嘛就乱改 你咋不把名字也该了呐！！！令狐冲吧~挺帅            
(5星)	 自此爱上吕颂贤何宝生，自此爱上令狐冲            
(5星)	 最近再考了一遍 好怀念了 十多年了             
(4星)	 这个版本可以了。琴箫合奏也算极品了。            
(NA)	 虽然主角没有特别帅 可是就是很潇洒            
(5星)	 这世间 独此一个令狐冲            
(3星)	 我这么能看电视剧啊！            
