http://movie.douban.com/subject/1302832/	洛神
(5星)	 最后哭死我了 不过很好看            
(5星)	 呀呀呀，当时子健说自从心中挚爱离去那一句话的时候，难过死我了。            
(2星)	 陈豪看着真让人生气。            
(NA)	 人如花飞,云如短歌,谁曾爱我            
(4星)	 蔡少芬的甄宓和马浚伟的曹子建为嘛不能在一起！！！            
(5星)	 跟帝女花有点像，悲情爱情，而且男主角都是马浚伟            
(5星)	 很可惜啊。。对结局年年不忘。对甄宓喝曹植没好的结局遗憾了好久            
(3星)	 神话，一般般。            
(5星)	 Ada的巅峰之作！真个是顾盼生姿！            
(3星)	 郭羡妮真是坏的没有理由....            
(4星)	 那时候的陈豪真帅            
(4星)	 因为这部电影，我喜欢上了蔡少芬            
(5星)	 我一直认为是经典，看的我心疼            
(5星)	 果阵觉得蔡少芬好靓，而且好似神仙般。。迷啊~~            
(5星)	 这部经典啊！！！虐啊！！！！！ADA在里面好看死了啊！！！！            
(4星)	 七步诗的部分是最精彩的。            
(4星)	 普及了我的魏晋历史文学知识            
(5星)	 儿时TVB的经典，从第一集一直追到大结局            
(3星)	 精致的菜菜芬，儒雅的马浚伟            
(4星)	 煮豆燃豆萁，豆在釜中泣。本是同根生，相煎何太急？            
(4星)	 我居然看过呀呀呀呀呀……囧            
(2星)	 蔡少芬我真的是为了你才看的。。。            
(4星)	 好希望植和宓在一起，有点悲啊            
(5星)	 名字好听。人漂亮。歌好听。            
(5星)	 甄宓~~~~~~            
(3星)	 蔡少芬的洛神真的是美啊！！！            
(4星)	 我就是从这部片子开始嫉妒讨厌郭羡妮的。。。            
(5星)	 当年马浚伟叔叔在我心中就是神一样的人啊            
(4星)	 最美还是曹子健的洛神赋            
(4星)	 难忘七步诗，哭了。            
(4星)	 可惜对马浚伟无爱……            
(4星)	 蔡少芬的演技绝对赞！内地的女演员有谁能超过她？            
(5星)	 从这部剧开始喜欢马浚伟~~~那忧郁的眼神，秒杀啊            
(5星)	 ada把甄宓演绎到极致了。            
(4星)	 彼非良人。            
(5星)	 太虐了~~~            
(4星)	 甄宓在蔡少芬的饰演下果然气质非凡。绝智绝色。            
(5星)	 一星给蔡少芬，一星给里面的歌，一星给曹植对甄宓的爱，一星给甄宓死前眼神始终在曹植身上，一星给本色出演的狐妮终有报！            
(5星)	 再看我泣涕涟涟…            
(4星)	 一直觉得蔡少芬很美            
(5星)	 小学的时候看的，好好看好好看，蔡少芬的古装造型很漂亮很漂亮，我都动心了··            
(3星)	 看不下去了  一群男人围着一个女人转。。            
(5星)	 就冲着蔡少芬去的 仿佛兮 飘飘兮。。。            
(5星)	 经典            
(4星)	 和历史无关，大家千万别把这个片子当正史，娱乐而已            
(4星)	 水中仙………………            
(4星)	 那时觉得蔡少芬就是天仙啊，额，那时候            
(2星)	 流水落花春去也，天上人间            
(5星)	 蔡少芬的经典之作啊，超爱的~~            
(5星)	 既然你不珍惜她，为什么当初硬要娶她？对爱情的拷问            
(5星)	 只有蔡少芬才能演出洛神的才情和灵气。大赞！            
(NA)	 不经忧患，诗赋不工            
(5星)	 最最喜欢的剧集。因为这部剧本身的魅力，更因为对曹植这位才子的喜爱，对甄宓的怜惜。最最因为的是自己的感情经历当中与这部故事的交集。            
(3星)	 我怎么感觉是近几年看的了，难怪这么幼稚。。            
(5星)	 蔡少芬演绎的洛神非常出色。            
(4星)	 当年的蔡少芬。。不过现在也很幸福            
(4星)	 以前喜欢，现在还喜欢            
(5星)	 我有段时间爱这部片子爱到疯            
(3星)	 蔡少芬真的很漂亮            
(4星)	 为了蔡少芬的强大气场~            
(3星)	 四年级看的?            
(4星)	 曹丕固然不止一个甄宓 甄宓未必曾得所爱 只是 世人爱看 便能成全 。李碧华：一个失去所爱的男人，因思念而一生沉沦，眼神含蓄深情。戏假情真故？我同意             
(4星)	 蔡少芬在这本电视剧里最美。            
(4星)	 ada够大气，演得超级好，陈豪也不错，实在不适合古装扮相没额头的丑啊，经典！！！我喜欢！~            
(NA)	 蔡少芬入戏太深。甄姬啊！            
(5星)	 蔡少芬好美            
(4星)	 蔡少芬扮洛神真的很漂亮啊~~            
(3星)	 以前天天中午一放学就跑回家就为看一会儿这个啊            
(3星)	 除了蔡少芬的颜之外没什么看头            
(3星)	 马仔这是涂了多少黑粉呐            
(5星)	 超赞            
(5星)	 我看过的tvb最好看的剧了，大虐，不过非常精彩，蔡少芬在里面太美了~            
(5星)	 从此迷上了蔡少芬~~~~诶            
(3星)	 最喜欢陈豪！            
(5星)	 蔡少芬从这部电影起成了我心目中tvb女神 ！            
(4星)	 好中意这一对 /于旭日/大六            
(NA)	 君王不得为天子，半为当时赋洛神            
(NA)	 七步成诗，只为嫣然一笑            
(3星)	 那么多如果，就不是甄宓了            
(NA)	 美女啊。            
(5星)	 人生教育片啊            
(4星)	 想当年洛神姐姐风靡多久            
(4星)	 其实当年事真萌马浚伟。            
(5星)	 一直以来都不喜欢陈豪            
(4星)	 甄宓好美            
(4星)	 啊马浚伟蔡少芬啊~~~~~~那阵子还很喜欢片尾曲            
(3星)	 前期好看，后期一般            
(5星)	 ada 造型！！！            
(3星)	 只为曹植洛神赋            
(4星)	 甄宓 甄洛 甄姬             
(5星)	 Ａｄａ一個人撐滿整出戲～～～～～            
(4星)	 一直不知道，原来Ada的古装这么漂亮            
(5星)	 乱世桃花逐水流，绝美的宓儿，纵然风华绝代，才德兼备，名动天下，却也始终逃脱不了红颜薄命的命运。为宓儿和子健的爱情扼腕痛惜，为子桓自私的爱痛恨，为儇儇狠毒的心肠无语。。。。。。            
(4星)	 芬女啊芬女！            
(5星)	 蔡少芬太美了。            
(5星)	 蔡少芬好美啊~不喜欢郭羡妮。。。。。。。            
(5星)	 忍不住给五星，因为真的很好。阿咧，欧阳哥的剧我都没给五星的嘛...            
(4星)	 ada演得太好了。郭某人和曹丕勾搭后就不看了。。杨修挂掉前的美好岁月啊啊            
(5星)	 TVB劇集中心目中前三名鐵定不成問題了，此劇把馬仔、蔡少芬的演繹境界推到最高層，七步成詩的曹植、洛水神仙甄宓，個人覺得這2個角色是這2個電視藝人演繹的最高峰。特別是蔡少芬，那驚鴻一瞥，手帕背後的破涕爲笑，當中包含了多少說不清道不明的情愫，看多少遍都不膩的劇 …            
(NA)	 搞错,又悲情!            
(5星)	 小学在这戏里认识了曹操是谁            
(5星)	 里面蔡少芬美得一塌糊涂！举止投足绝对甄宓范儿~~            
(4星)	 小时候觉得很好看，不知为毛正中我的萌点            
(5星)	 “明白原来没法，将爱送到你手，方知道覆水总要难收。”            
(5星)	 还是上小学时候看的，到现在都还记得，足以说明的却留下了深刻的印象。            
(4星)	 以前天天追啊~            
(3星)	 只看了前五集，女主完美到假，弃之。            
(5星)	 甄宓这样的女人是我学习的榜样。            
(4星)	 煮豆燃豆萁。。。            
(4星)	 蔡少芬真美。。。。            
(4星)	 洛神里面蔡少芬白衣形象就是我对古代美女的定义。            
(4星)	 蔡少芬漂亮！！            
(4星)	 印象深的TVB剧            
(5星)	 经典剧。            
(3星)	 郭羡妮的演技啊。。。            
(4星)	 蔡少芬演的太好了 绝美            
(5星)	 蔡少芬把洛神演活咯~            
(3星)	 那个时候对郭女王深恶痛绝啊。            
(NA)	 爱死芬女            
(4星)	 好中意&gt;&lt;            
(5星)	 很好看，里面台词很有韵味，蔡少芬的演技很到位。惜花很好听，歌词，旋律，都余音绕梁，三日不绝。通过洛神，让我了解了甄宓和曹植的才学，曹冲在称象后不知所踪的原因，曹操和气，宠人和人性化的一面。            
(3星)	 我真的不记得结局了。。。            
(4星)	 蔡少芬好pp啊好pp~            
(5星)	 不知道看了多少遍，也不知道哭了多少回~一直觉得，如果做人能达到宓儿的境界，也就不枉此生了~宓儿和子建真的是天造地设的一对，只可惜造化弄人，有缘无份~            
(4星)	 Ada~~~            
(5星)	 大爱的2部TVB剧之一~。本是同根生，相煎何太急的亲情；生死契阔，与子成悦的爱情。诠释的淋漓尽致~            
(5星)	 爱曹植啊！            
(NA)	 蔡少芬古装扮相还是很好看的+3            
(5星)	 很美很美的一部剧。看过两遍。。。            
(5星)	 真美啊 我爱            
(NA)	 貌似不错～看看先～看着觉得这会是一部TVB经典。。洛神真的魅力难当@@            
(4星)	 还是老片好看啊！            
(5星)	 ada在里面真的很漂亮，我很喜欢这部戏            
(5星)	 ！！！！            
(5星)	 很美的戏服。            
(NA)	 很灵的            
(5星)	 依然 哭了太多次 就这样迷上了蔡少芬 当然 也迷上了郭羡妮那种细腻的媚人 TVB里我最爱的剧             
(3星)	 冲着蔡少芬的            
(4星)	 只为曾经的心有灵犀            
(5星)	 5颗星全部给蔡少芬实在太美了            
(4星)	 南有大小乔，河北甄宓俏。。。。            
(4星)	 蔡少芬太漂亮了。。。            
(5星)	 非常之好看的一部戏，看了一次又一次了            
(3星)	 蔡大姐在这戏里很柔弱唉            
(4星)	 七步诗那段拍得真好            
(5星)	 令我肝肠寸断的电视剧..            
(5星)	 德            
(4星)	 蔡少芬在里面太美了~~            
(5星)	 哭的来 太虐了 太虐了 想不通             
(4星)	 好久以前看的，从那后知道洛神            
(4星)	 我比较喜欢这种结合史实的幻想剧            
(4星)	 有我喜欢的演员~情节也不错~喜欢古装~            
(5星)	 妈的，哭死我了            
(4星)	 还好！            
(5星)	 时隔好几年才看的 好几个地方都看哭了            
(4星)	 蔡少芬真的很美……            
(3星)	 曹丕的爱，才能带给她真正的幸福~~            
(5星)	 最喜欢的电视剧之一！！当时看得我神魂颠倒            
(4星)	 可以再看看《洛神》 胡晓军著南宫博也曾写过一本同名小说 但我觉得没有胡同志的好            
(4星)	 美人 自古傾國傾城。            
(4星)	 看得凄凄惨惨戚戚~~ 蔡少芬那个气质。。无敌了            
(4星)	 当年的阿mo当年的ada当年的我。            
(5星)	 ada漂亮。            
(4星)	 前面的情节有点拖沓，在曹植还和甄宓两情相悦的时候一般般。。等她嫁给曹丕的时候，兄弟开始反目就好看了。。七步诗那段真心很好看，很感人。。真是“本是同根生，相煎何太急”啊~~马浚伟不错哦。。。            
(5星)	 芬芬的甄宓太漂亮了，绝色美人，不过剧情太虐人了            
(5星)	 个人认为是TVB最好的作品之一甄宓和曹植的爱情叫人扼腕叹息            
(5星)	 最后甄宓死的时候，超难过的。还有就是看完后，我一直以为宓这个字念fu，其实是mi啊~            
(4星)	 人如花飞 云如短歌 谁曾爱我  一如顾纪筠演的刘惜惜所唱            
(5星)	 没看全。。。我要把它重新看一遍。。。            
(4星)	 看了甄宓才知道什么叫楚楚佳人，看了曹植才知道什么叫翩翩君子。            
(5星)	 ada演的甄宓是我TVB看过的所有角色中最美的            
(NA)	 不错，我喜欢里面刘惜惜唱的那首插曲。            
(4星)	 很久很久以后 成为洛神的梦还是不息啊            
(NA)	 看过这出戏，有段时间恨死“郭女王”了，哈哈～            
(5星)	 一辈子都忘不了蔡少芬的惊鸿一瞥，我最最爱的TVB的女演员。。。            
(5星)	 当年的蔡少芬真的很靓......            
(4星)	 小学/初中/大一，每次看最后一集都会掉泪，不知道为什么            
(5星)	 经典            
(5星)	 好看的！            
(3星)	 因此而喜欢蔡少芬            
(5星)	 荡气回肠啊！            
(5星)	 大爱里面的少芬和陈豪和俊伟······            
(4星)	 记忆深刻            
(5星)	 蔡少芬美得真的是倾国倾城。看结局那一刻，必哭。甄宓两次的笑…            
(3星)	 甄宓很好很可怜            
(4星)	 最爱的马浚伟，最经典的蔡少芬            
(5星)	 就因为这个搞的我现在学三国的历史都觉得曹植就是马浚伟，帅得不行~~~            
(5星)	 依然没看完结尾            
(5星)	 才高八斗的曹植&amp;甄夫人            
(NA)	 了解历史啊~~~~~            
(4星)	 那时觉得蔡少芬好漂亮。            
(5星)	 看过但是不记得了..            
(3星)	 一般            
(3星)	 高清的蓝光版看起来超级舒服，虽然是老片，桥段也是旧路子，不过蔡少芬真的很灵            
(5星)	 甄宓。美好到让人窒息的女子。实在不忍看到那一对璧人因为政治与职责而被生生拆散……所以…… 就让他们定格在私奔的那天。剩下的故事，骗自己说：我不知道。            
(5星)	 TVB拍的正剧里我最爱这部 梅小青拍的剧里我最喜欢这部 ada的古装我最爱这部 乱世飘零 娓娓道来身为红颜在那个动荡年代的无奈与悲哀 七步诗里甄妃的每个眼神 我都为之动容             
(5星)	 感人至深 蔡少芬的古装扮相很美            
(1星)	 超傻。。            
(5星)	 结局好感伤哦！~其实很希望有情人才要终成眷属...其他的，最好别瞎参合...            
(5星)	 当时的ada在我心中惊为天人~            
(5星)	 同样是梅小青的监制怎么差距那么大啊            
(5星)	 最后一集曹植淌着水说宓儿宓儿的镜头我一直忘不掉。            
(3星)	 拖沓的结尾            
(4星)	 当时哭惨了 好憎郭羡妮 不过看帝女花就不会恨她因为对佘诗曼无感            
(4星)	 最后那两集哭死了快~~她一边流泪一边牵强的笑着~谁会不为之动容啊            
(5星)	 蔡少芬，女神哪            
(5星)	 最爱。            
(4星)	 蔡少芬很美啊，剧情也很棒~~很可惜曹植不能跟甄宓在一起~            
(5星)	 泪眼婆娑，心力交瘁。            
(3星)	 勾心斗角..话说今天还看见马浚伟啦~还是古装扮相好看些            
(4星)	 以丝帕掩口，倾城一笑。            
(4星)	 曹睿：爷爷怎么不动了？            
(4星)	 大爱            
(5星)	 蔡少芬！！            
(4星)	 还是觉得  杨修 很帅            
(4星)	 甄宓的扮相我喜欢~马浚伟依旧是明末驸马周世显一般的苦情啊~            
(NA)	 她来接他的时候，还是能够应了那一句：容颜若是变老，失散了也看到。            
(5星)	 后面都是哭着看完 我是真的 怎么了嘛             
(5星)	 个人感觉是蔡少芬最美的一部电视            
(3星)	 好绝啊            
(NA)	 ADA在里面很漂亮吖~            
(3星)	 造化弄人            
(NA)	 蔡少芬！            
(5星)	 乱世桃花逐流水，繁华落尽人颜散            
(5星)	 喜欢ADA            
(NA)	 看了又看，百看不厌！            
(4星)	 有些句子只有在真正经历过之后才能有更深的体会。            
(5星)	 高中时看的。犹记当初，初见甄宓，惊为天人。            
(5星)	 蔡少芬很优雅            
(5星)	 TVB算佳作...            
(4星)	 好人沒好報。 -   -            
(NA)	 蔡少芬 主角中的主角            
(5星)	 看得哭了一塌糊涂，好感动~~~            
(4星)	 洛神赋            
(4星)	 蔡少芬在里面太漂亮了            
(3星)	 此片还误导了我们的大学语文老师，导致我当堂吐血            
(5星)	 给蔡少芬加一颗星。            
(5星)	 看一遍哭一遍~            
(5星)	 我最爱的tvb剧集！永远的洛神。            
(5星)	 我触动的是而今对我早已成奢望的那一句：就当我们是鱼雁相通，告知安好。            
(4星)	 蔡少芬异常美丽            
(NA)	 |580:939|            
(3星)	 弃之~~            
(4星)	 悲剧啊，甄宓和曹植好惨，郭嬛好坏，曹操和曹丕好傻            
(4星)	 我第一次崇拜古人，曹植太有魅力了！            
(4星)	 蔡少芬那席白衣真是靓啊。。。算好片吧。各人演技都不错。蔡少芬、陈豪、郭羡妮、马俊伟。最喜欢杨修。。。荀彧。。。不过郭嬛自己改名为郭女王真是雷死我了。。。            
(5星)	 感叹……人要变起来真的是很可怕~~            
(5星)	 甄缻 子健......            
(4星)	 好男人挺多，好女人太少。纯情            
(3星)	 好久以前看的电视剧，只记得蔡少芬那个回眸。。。七步诗的诞生            
(5星)	 超正            
(4星)	 一部严重不符史实的电视剧也能把我感动得稀里哗啦……            
(5星)	 最喜欢~~的            
(5星)	 那时的最爱啊~~~~我心爱的甄宓和子健！！            
(5星)	 Ada很有代表性的一部作品！！！            
(5星)	 经典~蔡少芬的巅峰~            
(5星)	 我就是很喜欢,.,            
(NA)	 ada美.            
(5星)	 大气端庄，喜欢这样的古典美女            
(NA)	 “乱世桃花逐水流”脱俗出尘倾国色.兄弟为之操乾戈,智退纷争.贤德千古传诵!            
(NA)	 Ada太美了！            
(4星)	 郭羡妮这个港姐冠军的存在更映衬出蔡少芬这个港姐季军的美丽脱俗……这是不是一定程度上说明香港小姐一年不如一年呢？            
(5星)	 人如花飞 云如短歌 谁曾爱我时而风光 时而坎坷 谁怜惜一个我            
(4星)	 有时候不小心触动了自己某一根神经，就会很执着地把一个剧完整打包下下来，一集不落看完，还自high的感动得一塌糊涂，这部剧就是个例子            
(NA)	 蔡少芬里面的造型超级经典。她那一口奇怪的牙。            
(3星)	 现在想起来只能记起陈豪的曹丕了，XD            
(5星)	 最爱之一            
(4星)	 蔡少芬真的美轮美奂的            
(NA)	 叉烧芬长得就是好看~~！哈哈            
(5星)	 再一次被感动，蔡少芬太美了！            
(3星)	 蔡少芬一人撑起整部戏。            
(3星)	 有时候过于善良就是自掘坟墓，有时候一度宽容就是愚蠢！            
(5星)	 倾国倾城的魅力！            
(5星)	 ADA就是我的爱啊。            
(5星)	 当甄宓含泪而笑，我的泪水已经滑落……            
(3星)	 没什么印象了，只记得他们演到很老...            
(5星)	 看哭了呢            
(5星)	 感叹一代佳人和一代才子的错过。。。            
(4星)	 最后几集不喜欢            
(4星)	 蔡少芬太瘦了            
(4星)	 有点好看            
(5星)	 貌似看结局的时候哭了，子建和子桓都喜欢，哦，还有，刘惜惜神马的深得我心！            
(5星)	 每次看到结局都有想哭的feel..            
(4星)	 不错不错，蔡少芬古装还挺耐看的呀            
(4星)	 真是赚人热泪 痛心啊 子健好惨 太痛心啦 正好考完那些bt试发泄一下 惜花蛮好听            
(NA)	 比较中意女人。俩人都好惊艳。不过可惜郭嬛的心地终究还是变坏了。            
(5星)	 看了这个才觉得，洛神这个角色非蔡少芬莫属...            
(3星)	 人很美~剧情很一般            
(5星)	 学野史啊继续学野史。            
(4星)	 ...唉...            
(5星)	 表面若即若离，内心早已深情互许             
(3星)	 原来TVB的狗血偶像剧台词一点不比台剧收敛，同样令人呕个翻天覆地……            
(NA)	 看的粤语版，看古装听粤语的感觉还蛮奇怪的。但蔡少芬演的真是太精彩了！洛神之美之聪明绝色            
(4星)	 历史典故，越看越好看。            
(4星)	 蔡少芬            
(5星)	 嗲!            
(4星)	 人如花飞 云如短歌 时而风光 时而坎坷 镜花水月 时而断绝 醉酒当歌 人生几何            
(4星)	 不错，凄美            
(4星)	 其实觉得还是蛮感动的！            
(4星)	 不错的剧~ADA美死了！            
(4星)	 ADA美女~            
(NA)	 结婚的对象不一定是最爱的，欣赏甄宓的文采            
(NA)	 很久以前            
(4星)	 愿得一心人，白头不分离            
(5星)	 为什么一个女子要背负一个大大的国...            
(4星)	 from where i learnt the 7-step poem story            
(4星)	 最後變質的姐妹情..            
(5星)	 ADA演的太好了            
(5星)	 ada真美～            
(NA)	 看TVB有时还是可以长点知识的。从这部开始陈豪上位了。            
(4星)	 http://tv.sohu.com/20090515/n263988519.shtml 搜狐。http://www.163dyy.com/play/14949-23.html22FIN            
(5星)	 我喜欢蔡少芬和陈豪对戏……            
(3星)	 不知道为什么，没什么感觉            
(5星)	 ada一个人撑起一部戏！！！            
(5星)	 真的很喜欢啊，哭了好多集好多次得哇。            
(5星)	 乱世桃花逐水流            
(4星)	 一星给蔡少芬            
(5星)	 还满经典的            
(4星)	 大学那几年扫港片,后来都疲了.电视台放洛神,我去一看,很是惊艳.从来没有发现蔡少芬能那么漂亮.她的演技应该没有人说好.但她的运气应该算不错地.妙手仁心里面的jacky,洛神里面的甄苾(宝盖头的fu找不到),都是让人很难忘的.            
(4星)	 郭羡妮，不觉得她漂亮。蔡少芬，真的很美，甄宓。可是却看不懂。让人落泪。洛神赋。            
(4星)	 里面的蔡少芬很惊艳            
(NA)	 干嘛说蔡少芬古装不好看嘛？我觉着挺好的嘛。            
(5星)	 蔡少芬雖然姿色欠佳，但勝在演技不錯。林韋辰很帥。郭羨妮非常美。            
(4星)	    是在《洛神》中才注意到蔡少芬的，很不错的。            
(3星)	 ADA的古装造型真的不错啊，这个故事告诉我们，女人生的太美也是种罪过            
(5星)	 Ada            
(4星)	 美女芬的表演很传神            
(NA)	 好看，而且看的是粤语版，更精彩            
(5星)	 最美的蔡少芬            
(5星)	 故事不错，蔡的气场我还是很喜欢的！            
(5星)	 经典的子建，再无其他。            
(NA)	 ADA是超超超美女啊。。。            
(4星)	 寒来暑经春复冬，看得浮生总是空。 　　金也空，银也空，死后何曾在手中。 　　官也空，侯也空，尽是苦债恨无穷。 　　妻也空，子也空，黄泉路上不相逢            
(5星)	 曹操想她，曹丕爱她，她的心里只有曹植。一个才色双绝的女人在这场男人的角逐中成了政治的牺牲品。            
(4星)	 凄惨            
(5星)	 Ada最高            
(NA)	 也是超经典的，我喜欢，有空再看看~~            
(4星)	   洛神真的很美            
(5星)	 还不错，就是洛神和子建不能在一起太惨了.            
(3星)	 冲着《洛神赋》还是值得一看的。            
(4星)	 好看啊            
(3星)	 蔡少芬米女啊            
(NA)	 最近回味的一部超级好的电视剧            
(2星)	 蔡少芬真是假 又丑            
(NA)	 南有大小乔，河北甄宓俏            
(NA)	 还有一半没看            
(4星)	 很爱很爱...            
(3星)	 蔡少芬其实还真是个美人            
(NA)	 蔡少芬～～～嘎嘎～～            
(5星)	 经典!!!!            
(5星)	 看了N遍都不厌倦，蔡少芬美死了            
(4星)	 惜乱世桃花的无可奈何            
(4星)	 蔡少芬啊~~            
(3星)	 不太好看            
(5星)	 难过得要死~~~伤到心里~~            
(4星)	 没想到蔡少芬演技这么好            
(NA)	 从荐而阅            
