http://movie.douban.com/subject/5401730/	千山暮雪
(5星)	 刚开始看的时候觉得是一个男人撑起一部戏，后来渐渐发现剧中的每个角色都好有爱啊，女猪属于越看越顺眼的那种。            
(NA)	 不得不说，刘还真是挺帅的~            
(4星)	None
(5星)	 莫小禽兽很给力啊            
(5星)	 虐人啊闹心啊感动啊            
(NA)	 我只为男主            
(3星)	 沒有3.5可以選。一顆星給男主，演技真的不錯；女主需要再練練囉。一顆星給慕家姐弟，一顆星給很萌的蔣教授...劇情...大概是我已經過了那個年紀了，無感。            
(1星)	 看了两集，果断放弃，除了男猪脚长得好看点，再无其他            
(NA)	 莫禽兽简直让本宫兽性大发鸟！星星眼了            
(4星)	 胖兔真胖！！！！！！！！！！结局真渣！！！！！！！！！！！            
(5星)	 = =豆瓣分怎么给的、叔叔迄今最好的片子啊、            
(3星)	 冲男主角去的··            
(4星)	 虽然有点雷人  不过刘恺威撑得起来            
(4星)	 温峥嵘表现真不错啊~刘颖虽然胖 但是笑的时候还是挺好看的 制作么 虽然bug很多 但是忽略掉的话最后还是被虐了 刘雪华真美            
(NA)	 我看了头一集和尾一集~原著就写得没营养，权当看帅哥了            
(5星)	 男主的样子就是我看小说时头脑里浮现出来的主人公样子！！！真好！！！            
(3星)	 女主角就是一大猩猩。            
(5星)	 为什么这么虐 为什么啊 从头虐到尾 男主也太可怜了吧            
(5星)	 虐吧，虐吧，虐死我把。。我太喜欢莫禽兽了。真的，他演的太好了，而且，最重要的是他很有英伦气质和绅士作风，内心太强大了啊，爱死他了，把我内心中的腹黑男演的淋淋尽致。爱的内敛，深刻，痛苦，沉沦，我的心都要搅碎了            
(NA)	 威爷 演得好！~            
(5星)	 一直以来很少看这种剧，但是无意间点开以后，就一直有看下去的冲动。很多人说女主角肥，但是我觉得从一个新人来说，女主真心不容易了。我不是女主和男主的粉，但是看了千山之后，开始喜欢男主，完美演绎莫绍谦啊，深深扎进我心里的角色啊，演技真是没话说，编剧也是人才！！！            
(5星)	 虐爱，虐的伤痕累累，爱的轰轰烈烈。两颗极度缺乏安全感的心，因虐爱而渐行渐远，又因放手而彼此靠近。这样汤气回肠的爱情，在2011年国产电视剧里独占鳌头！看得我如痴如醉啊！            
(3星)	 女主表演过于刻意造作，没有一种真实感，塑造的人物也没有张力，于全剧乃一大败笔。相对原小说而言，商业色彩颇浓重了些。            
(3星)	 虽然剧情很NC，但是男主太TM帅了            
(4星)	 2011版钻石王老五的艰难爱情＝蠢钝小白兔令情深落难王子复仇失败记＋疑似姐弟乱伦＋忠心仆人            
(5星)	 觉得男主角的演技非常棒！很少有演员能做到把热门小说里面的人物演得那么地活灵活现。编剧也不错，把小说改编的一点突兀，很贴切生活。导演和摄像也不错。其实床戏激情戏那么多，但一点都不觉得黄色，反而拍的很有意境。            
(NA)	 刘恺威大放异彩，温姐，张晨光加分            
(4星)	 热泪盈眶，看着小时候5毛钱的言情小说搬上荧幕，狗血情节扑面而来。而且男主演的太传神了~~~这些分一半是给男主的！！！            
(3星)	 莫绍谦因为环境境遇的关系，性格有些扭曲阴郁，本身敏感又执着，易受伤，他的爱很强烈，表达方式很激烈，就是反复刺激伤害对方（这种方式是由他多疑脆弱的性格造就的，他不相信别人），若对方不离开，他就怀疑对方别有所图，若对方离开，他又认定对方不是真爱他。这种压迫感，谁受得了呢，只能杯具了。            
(NA)	 萧山，萧山，为何对你对此厚爱，却还是令我失望。萧山，萧山，不如从未见过            
(NA)	 虐虐虐！有那么伟大的爱么            
(5星)	 再也不要看匪我思存小说改编的剧了T T            
(NA)	 对不起，我爱你。            
(1星)	 我不讲话了~不讲话了~o(╯□╰)o            
(5星)	 难得能看完一部电视剧，而且还把我看哭了，还哭了好几次。说真的，对于现在电视剧很多都胡编乱造，剧情可笑，台词雷人的现象来说，这真的是一部好作品。主要是编剧很不错，台词写得很好，很多都很有意义，也挺有水准。主演的表现也都不错，虽然第一眼看见女主角时，确实觉得她挺胖还长得很奇怪，但是看            
(4星)	 和书差不多，期待千山微电视剧。            
(3星)	 温峥嵘，气场强大，虐死女一得了            
(3星)	 制片人是有多恨女人！？LP像男猪他妈，女猪像进城打工的小保姆，女3女4女5不是不男不女，就是丑到没法见人。唯一还算正常的就是男猪他妈了.......@janesoong @myabby 你们是怎么忍着看完这剧的呀？            
(5星)	 虽然颖儿不够惊艳 衣服搭配有时候又特土 但是能感觉出来从主角到配角都挺用心的在演 也很入戏 尤其去 海边的那几场戏确实挺动人的 这算是我看到刘恺威演的最好的一部戏了 剧本也改编的不错 把原著里好多牵强的情节都变得合情合理了            
(4星)	 少一颗完全是因为女主太胖了，衣服太丑了。  男主很强，长得帅，演得好。            
(NA)	 看过小说，对电视剧期待，第一集没看完果断关了。还是小说更好            
(4星)	 虽然我知道女主角这种凡事为别人几乎到了sb地步的人只有电视剧中才会出现，但是还是被人间真情感动的哭了很多很多次！演员都满认真的。            
(5星)	 短期内都不想再看类似的虐剧了，到今天，我还很受伤，很受伤！ 小小的胸膛再承受不了这样的狗血~~ 55555555555555555555555555            
(5星)	 悲剧。。。深刻的爱，又决堤了。。。555 刘恺威！！            
(3星)	 冲着小说去看的……            
(4星)	 看了，让感性的人儿泪奔了......            
(3星)	 爱情就是用来告诉人们生活是美好的。爱情就是用来告诉人们生活也是残缺的。不矛盾不相悖没答案没理由没结果没商量。            
(3星)	 求求编剧，给个大团圆结局行不行！            
(NA)	 我在感动个毛啊...杨幂和刘恺威的恋情让我来看看这部剧...            
(3星)	 看在刘恺威的份儿上。            
(3星)	 其实我觉得编剧把匪大的原著改的还不错，人物形象更丰满了。。。长相不能改变就算了，不评论，可女主的演技您也提高点好吧。            
(4星)	 还蛮好看 够虐 就是女主哭个没完。            
(3星)	 匪我思存里最爱的书 童雪竟然变成这样 亮瞎近视眼喔我去            
(4星)	 额，最近才看他的片，刚看就传出和杨幂一起了，- - 发现我还蛮有预见性的，谁要红啊，记得约我。。约我让我预见下，没准也能红~            
(2星)	 百度资料上说她是身高169体重45kg，你坑爹啊坑爹啊！            
(2星)	 两颗星，一颗是给莫绍谦的，觉得他流眼泪的时候很有魅力。还有一颗是给慕咏飞的，觉得她很可怜。较差是因为那个360°都不好看的女猪脚。毁了原著。            
(5星)	 总分5星，个别配角不给力减去一星，剧中老戏骨表现出色加上一星，女主角造型土到掉渣，演技有待进步减去一星。男猪脚又帅又有型，演技爆棚加上一星。最后还是五星~            
(3星)	 还是可以，里面温峥嵘演得真的很好。。            
(3星)	 实在是喜欢不起来。一看完就看到杨幂和刘恺威的新闻，顿时加倍无语……星星给李智楠吧。            
(4星)	 够虐            
(4星)	 喜欢男主角            
(5星)	 我给莫总打五星！            
(4星)	 冲男主角给一百分我也愿意啊！            
(4星)	 虐啊！太虐了！不过真的很好看~女主是不是有斯德哥尔摩综合症呢~曾因为电视剧不而想着看下原著，结果发现根本看不下去~很厌烦那种网络言情小说的风格~            
(5星)	 没有刘恺威就没有这部剧，其他男演员完全演不出来，其他演员也演技一流            
(2星)	 女主实在是让人倒胃口。。            
(4星)	 不错啊 觉得剧集比原著好看             
(2星)	 男女猪脚的颜直接让我无感了。。。演技配音各种烂好么。。。            
(3星)	 剧本弱了。刘恺威、张晨光、温峥嵘等演员才是亮点。至于女主角，没什么好说的，真不会演戏！！            
(4星)	 给慕咏飞加一星！忽视童雪好啦~            
(5星)	 虐爱的前提就是男主角不讨人厌，否则，无论如何都不会让人喜欢的。因为刘恺威的国色，喜欢他内敛的演技和那双眉眼，相信他虐人的功夫一流。            
(4星)	 虽然剧情和小说出入很大，似乎电视剧比小说出彩，除了二位主角的长相。不过结局依然的无趣。不过听说有微电影，希望可以多几个美好的结局版本。            
(3星)	 忽略故事情节和演员的演技，难道没有人觉得女主长的很像陈德容吗？为什么我 第一眼看到女主就有一种琼瑶来了的感觉？有木有，，有木有····            
(3星)	 虐虐更健康~            
(5星)	 爱温峥嵘            
(2星)	 冲着南竹去看的，是南竹的自虐剧吧？没有那种心里揪揪的，抽抽的感觉。女人啊不能太善良，太过善良就是愚蠢，女人不能太聪明，天做孽有可为自作孽不可活哦~~~~~~            
(5星)	None
(4星)	 除了女主，其他人都演的太好了！尤其是男主，太虐了！学习商务礼仪的话，可以参看莫绍谦的打扮，真是好绅士，好商务~~~~~            
(3星)	 只看了一集就看不下去了，这样的女主实在是伤不起啊，刘恺威的禽兽很不错啊            
(5星)	 超棒！            
(4星)	 这男主禽兽演得多带感啊！！！够腹黑够狰狞够扭曲有木有！！！偶尔够深情够温存有木有！！那小眼神看得哀家热血沸腾有木有！！至于女主，我只想说造型演技等方面虽有欠缺，但也还行了。她只是胖了。。胖了。。了。。。过年嘛&gt;-&lt;谁没个食欲大增啥的( ⊙ _ ⊙ )            
(5星)	 每集都很紧凑，剧情也不错，男主角很天蝎！最后的最后相爱没有在一起。            
(5星)	 五星全给刘恺威 只是虐心的戏看得太难受了  不敢再看了            
(3星)	 其实后面还不错            
(2星)	 莫绍谦不错 童雪是败笔 长的怪 人又胖 穿的又怂 电视剧把书毁咯 打分是为咯刘恺威的演技和这本书写的不错            
(3星)	 男主角还是有化囧剧为可以的能力的~ 不过!!！ 女主角是让人忍无可忍的！！！！            
(3星)	 女主角演的不怎么好，但是刘恺威是演技派啊，好期待他们最后在一起了啦            
(NA)	 其实女猪脚还是蛮经看的，看久了挺舒服。男猪脚是我喜欢的类型。大爱莫禽兽~            
(4星)	 就为了我好久都没看到这么好的演技了吧。。话说看刘恺威的百科资料，他喜欢的人和我喜欢的人一样，好感油然而生。            
(2星)	 又是一个小三战胜正妻的故事，这个世界是要疯了吗。。。            
(4星)	 虐阿            
(5星)	 本来是怀着吐槽的心情去看的，结果迷上了~            
(4星)	 女的没那么差啊。            
(3星)	 其实比小说好看多了。。            
(3星)	 2天看完30集 导致我仍然停留在中国时差。 结局太狗血了，安检发现手机，男主自首，前男友还要出现在机场。            
(3星)	 我竟然快进的看完了            
(1星)	 各位都什么演技啊？看点是女主角蠢得无语~            
(4星)	 为了看刘恺威才看的  前面十集没看  结局有点匆忙  看的不太爽  好希望2个人能在一起的说   似乎原著要更好看。            
(3星)	 我绝对是被ty的童胖胖和刘兽兽那个帖子骗去看的... 颖儿真是大脸和胖子的福音,其实也么有太对不起匪大,就是丑了点            
(5星)	 虐死我吧！虐！整一个苹果手机广告~            
(5星)	 怎么说类，虽然颖儿是小肥兔，我看着也纠结着怎么不减肥了在拍啊亲～～但是演的挺不错的，我觉得慕咏飞这个角色温峥嵘演的可以呀！！挺好看的，我从中间看竟然看到了结局啊啊啊啊啊！！！            
(3星)	 人物和书的感觉相去甚远！            
(NA)	 有虐戏的镜头太少，就冲着虐戏来看的！喜欢刘恺威            
(3星)	 其实我觉得女主角塑造的挺有意义的。也确实值得喜欢。            
(4星)	 挺喜欢莫绍谦的，哈哈            
(3星)	 出于某种虚荣心去看看颖儿长啥样，居然被刘恺威萌到了，那些好看的表情真像林峰，哈哈哈            
(5星)	 莫禽兽就是小言总裁的代表啊，太总裁了。剧情不错，狗血撒得有，JQ也不少，至于不足的地方嘛，忍忍就过去了。分太低了，加一星            
(3星)	None
(4星)	 四颗星都是给男主的=-=            
(4星)	 歌不错，剧本改编的还算合理，不过造型师和女主有仇么，把女主整成这样。会长相当适合演莫禽兽捏～～            
(2星)	 温峥嵘和张晨光演的都不错哦，蒋教授还是剧本人物塑造不行。越靠近主角的人，越诡异、越不正常。刘凯威童子没什么表情的演技真是太配合本剧了，就像甄子丹找到了《叶问》，恭喜恭喜！！            
(5星)	 刘恺威演得超好！            
(3星)	 我觉得很不错 甚至感觉比小说好o(*≧▽≦)ツ            
(4星)	 纯为男主的颜和女二的气质。。            
(3星)	 男主很帅。演技非常好。没了。            
(2星)	 剧情白痴！！！            
(5星)	 我觉得这部挺好的啊,故事编排蛮紧凑,演员也演得不错,分咋这么低.            
(4星)	 虽然很虐，故事情节也比较狗血，但是作为沙发土豆，我还是挺喜欢的……            
(5星)	 太好看了            
(2星)	 窝巢，这个片子对我而言还有泪点啊！我果然是个看喜剧也会哭的人……片子里的配角演的都挺好的，很用力。中国改编电视剧的一大弊病就是几乎大半角色的年龄层次都上去了不少，书里的女主角军团可都是些生机勃勃的大学生昂~编剧加大了恶女人的戏份，温峥嵘演得不错，让我更讨厌了。PS，一个下午看完。            
(4星)	 刘恺威！！！            
(4星)	 爱死慕咏飞了            
(3星)	 经费严重不足的片啊！            
(2星)	 戳了天涯高楼去看了象腿女猪，6集之后实在熬不下去了            
(2星)	 满地的狗血，女主长的太搓            
(3星)	 2011年            
(2星)	 我已经看了5、6次了，总是因为无法忍受女主的肥胖而作罢，至今只看了大约3集，楠竹的颜太让人口水了。ps这三星全为了男主啊            
(3星)	 爱一个人爱到牺牲了自己的一切...真的是电视里啊...为什么要这么对待男猪脚，为什么为什么为什么呀呀呀呀呀呀...            
(NA)	   刘恺威保持得不错，比书中的禽兽更吸引，内心戏不错。女主角的造型师好去死了，噶美的姑娘被你们整一个土胖啊。为啥豪门戏被你们生生拍成了浙江省山寨产品推介会呢。8过，还是好过佳期如梦，起码房子车子还像点样子。            
(NA)	 好            
(3星)	 我真心看不下去了 我最近都在看些什么片子……            
(2星)	 猪脚巨丑            
(4星)	 不一样的言情            
(4星)	 一星给恺威。            
(3星)	 我这三颗星还是给原著的。拍你妹的电视剧阿。找个正常人来演行么。            
(NA)	 出去洗脚的时候不慎看到瞬间就赶脚被雷劈到了 这么变态的剧情看半集就可以晃瞎眼了！！             
(5星)	 不错            
(3星)	 我一直觉着这个童雪像顶着一头假发……            
(5星)	 超爱刘恺威，帅死了，演技超棒！想想都觉得开心！            
(4星)	 今年芒果台唯一一部看下去的剧，男主那眼神，超爱看他和女二飚戏对骂，女主舒服又耐看。            
(4星)	 一开始也觉得女主角不好看，但看到最后还是很耐看的，莫绍谦真有味道，真希望相爱的人能在一起。            
(NA)	 女主真丑。。。。。            
(2星)	 我没看过原著什么的，当时看预告的时候还以为女二号才是女主角，心里就很兴奋啊，因为我一直都很想看什么商业婚姻渐渐变真爱的虐恋，而且女二号气场真的很强大，看着我就鸡冻啊！！！结果。。。尼玛瞎我狗眼，那个充满第三者气息的胖女人才是主角，我勒个去！！！话说这种故事也很让我厌恶，无爱            
(5星)	 其实剧情蛮好的。莫禽兽其实真的很爱童雪的呢。            
(4星)	 重。。。。。。。。。口味啊。。。= =+++            
(3星)	 小说改成电视还真没好看的，毁了啊！女主好丑，360°无死角的难看啊，男主也不怎么样！不过还是希望童雪跟莫绍谦在一起嘛，喜欢happy ending啊！            
(4星)	 还以为是个民国剧，小说改编的果然就像小说一样啊！！大概从中间开始，那个悲情劲儿把我的眼泪给赚的彻底啊！你说你们既然爱了，那就给我来个痛痛快快的美好大结局啊，还把我吊在半空，啊~~~我该多难受啊！            
(4星)	 对感情执着的人，到头来，只会伤到自己。我讨厌死这个结局了！            
(2星)	 看完匪大的小说看的。 电视剧和小说不能比啊，演员的演技一点都不纯熟...刘恺威还不错。女主又很难看，各种想死。 如果这个是TVB来拍应该是不一样的分数把.....            
(3星)	 大半夜地看这种剧胃疼，不过男主的演技比当年《鉴证实录》里赞多了。            
(4星)	 快速看完，发现虐这个事情还要把握一个度，每天虐一点是可行的，但是一下子虐个够就明显倒胃口了，所以我一下子看完了就彻底反胃了。还是那句话，喜虐推荐，否则，别看。            
(3星)	 我只想说 刘恺威是唯一的亮点 其他人 无论场景造型什么的 我什么都不想说了            
(3星)	 我觉得女猪脚真不好看啊！            
(5星)	 刘先森的禽兽是我心中所有腹黑男的唯一代表！！中毒啊~~~刘先森，你一定不要大红 不要炒作自己 默默做自己的演技派吧！加油加油看好你！！            
(4星)	 喜欢这个名字            
(3星)	 莫的妻子要是长发，应该就没有小三了            
(5星)	 刘恺威＝腹黑多金帅气等等的小言男主角            
(4星)	 这部剧完全可以成为道德法律的宣传片，搞外遇的没结婚，犯天条的都自首了，嗯。刘恺威还是适合阴鸷男~我对这种腹黑男完全没抵抗力~            
(NA)	 刘恺威有时候像吴尊，小伙子蛮帅的嘛            
(4星)	 靠，太虐了！但是男主真不错！            
(4星)	 相当狗血啊 四星给刘恺威~            
(5星)	 男主太帅了。。。            
(3星)	 为了原著，给它三颗星吧，            
(4星)	 什么！这什么结局！就算不按he出牌，分就分了，你自首什么啊禽兽！禽兽男主你真的不够渣啊，我对后半段的你很不满意啊，瞧瞧你前半部是多么的渣多么的帅啊，你就该这样到底的。算了，随便扫了扫原作番外脑补了一下，话说原作的女主貌似风格不太一样啊，最后还he了，挺好。最后，男主刘恺威我看好你！            
(3星)	 女猪脚一直在哭。。。哭得我好烦            
(3星)	 一星给男主，一星给老戏骨，一星给OST。其它的演员全部像临时凑上的群众。每集都有无数SB镜头情节，每集都忍不得女主的健壮身形和慢三拍智商。            
(5星)	 很好的剧啊 ~~            
(4星)	 虽然和小说不太一样。但刘恺威演的很好，和我心里的莫绍谦一样。。。            
(4星)	 其实真的还可以，比书好看多了，太喜欢刘恺威温峥嵘了，演技杠杠地，女主虽然胖点但其实还可以，越看越顺眼，挺水灵的            
(5星)	 刘恺威好帅啊 剧情：一个字 虐 两个字：好看 三个字：姐的菜 看完了 悲情结局！            
(5星)	 刘恺威和温峥嵘演得真的很好            
(NA)	 瞟了几眼 不评说            
(3星)	 本来想给四颗星。。但是坑爹的女主角怎么那么。。哎。其实很有头脑的一部片子            
(4星)	 重口味的虐爱总能可以轻易征服我，加上刘恺威的深情演绎，很容易戳中泪点。虽然女主角脸蛋，身材，演技都不尽如意，但还是蛮喜欢小胖兔的            
(4星)	 我不得不说看到最后我不在乎女主的相貌了，真心尊崇原著的戏啊，最后机场安检的那里果断再次秒杀            
(NA)	 女主角演的真心不好。            
(NA)	 虐！！！            
(3星)	 只为了看看刘恺威，不过剧情改编得比书好看点            
(NA)	 出去洗脚的时候不慎看到瞬间就赶脚被雷劈到了 这么变态的剧情看半集就可以晃瞎眼了！！            
(4星)	 虐的我啊，结局不好            
(NA)	 男猪也太帅了吧。。。            
(4星)	 我总是对这样的男子没有任何抵抗力            
(3星)	 男主演的真好。            
(2星)	 女猪脚从哪搞来的。。。。。            
(2星)	 看的我莫名其妙 女主实在太挫 跟这个角色太不符 除了男主比较帅以外 没什么可看的            
(4星)	 虐啊虐            
(2星)	 其实女主挺好看的，主要是刘恺威，怀疑整容了，变帅了，当年他在TVB跑龙套的时候就想看他做主演， 这么多年啦            
(5星)	 男猪脚360度无死角，女主有些失望，剧情够硬，几年来没看个完整电视剧了，这个值得看！            
(3星)	 女主角穿的太寒碜了            
(NA)	 慕名一观《千山暮雪》小说原作，实在欣赏不来。男主太变态了啊！一边自虐一边虐人，把自己生生地逼成了苦逼男主角。难道这就是传说中的表演型人格？跟柏芝一样一样的？我真是hold不住。至于这个电视，男女主角实在惨不忍睹，不想给星，无论原作还是电视都让我觉得装B、YY，让人看不下去。            
(1星)	 整天要么一惊一乍的张嘴瞪眼状 要么愁眉苦脸毫无诚意满口求求你的女主啊。。。            
(4星)	 童雪是白痴是蠢材，跟了莫绍谦这么久居然都不了解他，一点都不了解！活该她受罪！！            
(4星)	 挺好~我爱可以虐人的~            
(NA)	 挺好看的啊             
(1星)	 女主太丑了            
(1星)	 强力吐槽！！！！！什么玩意儿啊，除了男主还ok，其他的昂昂昂！都实在是简！直！了！！还篡改了原文~~~嗷嗷嗷！女主那个演技哟！！！！国产电视剧实在是不敢恭维吖！            
(3星)	 就是结局太坑爹了            
(5星)	 言情小说音像版，很久没这样追过一部剧了，感觉回到了高中时期上课看言情小说的感觉，狗血、纠结，很是吸引人            
(3星)	 结局不喜欢，男主角好可怜啊，真想抚平他的心。哭的稀里哗啦的。            
(2星)	 剧情很虐很狗血，女主角很难看，难主角很装逼，比琼瑶剧还琼瑶剧呢！！！            
(5星)	 喜欢一切腹黑男            
(3星)	 虐恋啊！            
(2星)	 湖南卫视的配音太恶心            
(4星)	 我喜欢。            
(5星)	 刘恺威确实不错            
(4星)	 虐恋来的，剧情有点狗血，女主角玛丽苏，而且有点太胖了            
(3星)	 女主角太难看，男主角太帅，情节比较好，算是尊重原著。            
(5星)	 大爱莫绍谦            
(2星)	 男主角果然是个禽兽啊禽兽~~女主居然是圆脸啊圆脸~~剧情果然是台湾小言啊小言~~服装是乡土呢还是乡土呢还是乡土呢？原著里说好的迈巴赫呢？原著里说好的粉钻呢？！            
(NA)	 最近看完了            
(2星)	 那个女真是傻逼呵呵啊！！！            
(NA)	 看了一集，女主也丑了~慕咏飞你虐死她好好跟莫绍峰在一起吧！！电视剧还修正了原著一个BUG，最反感是萨摩耶怎么变身泰迪啦|！！            
(4星)	 刘恺威的表现真的很不错。            
(4星)	   匪大的结局总是那么虐心。。应该来个番外的。。。好想知道后来的后来啊。。。            
(1星)	 好吧，我是为了看男主的。。。            
(3星)	 太虐人了这剧            
(4星)	 四星全给编剧和威哥温姐~~ 温姐，其实内心戏丰富的女一号也是有的，你也可以试试啊！不要总是演女二号啊！！            
(4星)	 这是一部胖女孩也有春天的励志电视剧，刘恺威真心帅~演滴真心好~            
(4星)	 比我想象中的好！            
(4星)	 有味道            
(4星)	 虐虐更健康            
(5星)	 很虐的戏，刘恺威演的很出彩            
(4星)	 也许这部作品不如小说精彩，但是看得出所有演员和工作人员都尽自己最大努力尽显完美~尽管有很多不足，但不可否认，在如今泡沫剧爆发的年代，这部剧还是值得一看的，起码，剧情还是可以偶尔扣动心灵~爱一个人，不一定是给她最完美的一切，可能会带来伤害，但不可否认，这也是一种加深记忆的方式~            
(4星)	 比想象中好看多了！之前因为女主角，连一丁点的好奇心都没有。但是后来发现男主的演技盖过一切！盖过女主的不美丽，盖过群演的不专业，盖过服装的***..focus 啊！！刘恺威演技真溜吧啊，没有一点多余的东西，流畅自然嘴硬心软做事狠辣的男人真迷人..两天半挤时间赶工看完了。可是结局太不近人情啊..            
(4星)	 男主不错～结局不好～            
(4星)	 只想说女一 实在受不了啊。。。            
(3星)	 不好看还是看完了            
(3星)	 呃……虐恋！只看到虐了，没恋！            
(4星)	 最开始觉得没小说好 弃了。后来又看，后来编的还是不错，心动了。好喜欢。            
(4星)	 最后童雪在机场打开莫绍谦的手机，看到上面的短信时，我真的忍不住跟着童雪一起哭了            
(NA)	 爱上男主角            
(1星)	 挑战我人类承受能力的底线            
(3星)	None
(2星)	 实在受不了女主阿阿阿!!!            
(3星)	 冲着匪我思存去的，男主角还是比较帅，女的比较年轻，皮肤好禁得起看，不过胖了点。这里的刘雪华没有苦情戏，虽然也有点悲剧，但是表现出得知性和豁达让人颇有好感。不过就本剧整体而言，有点言之无物。            
(4星)	 唯一的缺点-------结局很烂~            
(4星)	 如果女主的服装能好一点，就是五颗星了            
(3星)	 不得不说我还是不喜欢只会装清纯扮可爱的小白女主，我真的在女主身上看不到童雪的影子，不得不说男主还是可以成为让我能把这部戏看下去的动力，但是吧，也不能因为省钱就把非男主的男性找那么挫的演员来演，而且，为什么所有人无论主配都在iphone，，，人类已经不能阻挡iphone4了。。。            
(5星)	 我喜欢刘恺威,因为帅,所以5分.            
(5星)	 很喜欢娇憨的童雪            
(NA)	 我无敌了。。我无敌了。。。居然还要看这个。= =+            
(5星)	 大上周去南京，YU P极力推荐的片子，呵呵，她还进去了，好久都没能出来，到家后，看了几集。            
(3星)	 还行。目测女主135j，抱抱的戏份好多，男主辛苦！            
(5星)	 超级狗血片，我的最爱            
(1星)	 原著小说和电视剧差距比较大，个人认为电视剧还是比小说好看，但是，可能我是商学院的吧，对这种XX商战接受无能。。。麻烦编剧咨询下资深人士或者找几个商业案例不要自己yy，谢谢            
(NA)	 一开始感觉一般 最后真的很感人            
(3星)	 怎么说呢？那段时间找工作压力挺大，这部剧让我搞笑啊，虽然演得是虐恋，但是我觉得真的是来搞笑的。女主好个胖，男主还是撑得起这部剧的咯            
(4星)	 男主挺帅，女主真可怜被造型师黑了吧，编剧还不错的，剧情紧凑。            
(4星)	 因为很多熟悉的拍摄场景而推荐吧...            
(5星)	 哈哈哈 我是来看评论的 不过虐恋好热血沸腾好带感啊~~~~            
(NA)	 不是想要的结局            
(1星)	 我是来吐槽女猪的，太尼玛猪了好么            
(3星)	 看的时候不错，看完就没感觉了            
(NA)	 取景地大部分是在杭州，还是在家附近，颇有亲切感。另外就不评价了。            
(5星)	 结局果然很有悬念。敲下这些字的时候，已经泪流满面了。在童雪看到手机里的一切的时候，就这样捂着嘴无声地流下这些液体。30集，终于完了。我也应该从戏里回到现实了。不得不说真的虐真的痴啊。最后发现童雪也没那么难看了。回头心上已暮雪。            
(3星)	None
(5星)	 我都可以想象到豆瓣的总体评价不好了，不过我真心喜欢刘恺威演的莫绍谦            
(5星)	  一墙之隔的距离。            
(4星)	 一颗给莫少谦的爱，一颗给慕咏飞的十年，一颗给慕振飞的掩爱，一颗给除了女主所有的演员。唉。女主啊，你叫我情何以堪？？            
(4星)	 还是要看一下嘛            
(2星)	 森么玩意儿            
(3星)	 刘恺威不错            
(3星)	 本来是因为热论的女主角的身材问题想看一集玩玩，但看到第二集觉得还行。三年之后第一次看追国产电视剧。            
(3星)	 我只能说这个女猪脚不管是外表还是演技，完全破坏了童雪在我心中的美好形象了。难为了刘恺威了。原著看了生气了咩，三星是给刘恺威和原著。            
(4星)	 其实我觉着还行。。看到男猪的第一反应就是，这男的下巴肿么整得这么像吴尊啊。。。不过演技还真不错。女主也还可以。。温峥嵘，有人说她很丑，但是从姐很久很久很久很久之前看她演的《奔月》的洛嫔那会儿就建立了对这姑娘的喜爱，我就喜欢她总是看上去那么倔强的劲儿。哎，虐恋情深啊。。。            
(3星)	 我竟然看完了！！！赌一百男主是天蝎座腹黑男~女主是TY说的绿巨人~说好的迈巴赫呢？怎么缩水成奔驰了......三星给男主和片头片尾曲。            
(3星)	 唉~颖儿太丑，勉强凑合看看李智楠            
(2星)	 纯粹是冲着刘恺威看的，不停按快进。不知道导游怎么选的演员，女猪真的是女猪脚啊，大饼脸、双下巴，不得不让人怀疑这角色是怎么落到她头上的。因为演员的关系，完全颠覆了原著人物的形象啊~~原著里可个个都是帅哥美女来着，真人版只剩莫绍谦和萧山可以入眼了，可惜萧山童鞋的演技堪比童雪的脸蛋，唉~~            
(4星)	 女主角挺正常啊，演技也中等，可以过关。为刘恺威的演技+10086，去演于正的烂剧本糟蹋他了。            
(3星)	 毁了匪大的好文            
(4星)	 我承认我越来越低俗咯            
(4星)	 这是一部少有的豆瓣评分低于7分，我却觉得还不错的剧，可能我的品味也不怎样。不过男主角确实演得不错，剧情也不大雷。            
(4星)	 虐恋情深，不容易处理好的题材，小说照搬荧屏会没法看，改编的十分用心，演员都很尽力，结局留有想象，就此打住，甚好。            
(3星)	 我没看过原著，我就看过一两集，这就是个女大学生被包养的故事嘛= =ps.颖儿真胖啊            
(4星)	 当年的原著早就只剩个大概 人不非主枉少年 最后六集精彩 难得配音戏这么严丝合缝             
(4星)	 四星的评价完全是因为威爷！！            
(2星)	 匪我思存现代小说改编的电视剧真是一部赛过一部雷，不过原著小说本身就够狗血的了，剧情这么白烂真不能单纯怪编剧啊            
(3星)	 想爱，却又不能爱，想恨，却又恨的不够彻底，想忘掉，偏偏又会挂在心上，想离开，却又忍不住想着你，如此纠结，却是欲罢不能，欲说还休，欲哭无泪，欲放更念！！             
(3星)	 没看书的爸爸妈妈爷爷奶奶看得不亦乐乎，开头还蛮有悬念的说。。。但是，看了半集开头后的我去查了小说。。。完了！这电视剧没小说精彩啊！番外！！！那么那么精彩~~~~o(╯□╰)o            
(5星)	 love            
(3星)	 因为培训班无聊，看完了电子书之后很想看看演员是怎么演的。整部剧下来什么都没记住，只记住了刘恺威压抑的情感和隐忍的嘴角。            
(4星)	 男主角演得超好，但女主角真的好肥肿            
(3星)	 还行吧~看完了。。。不是看过这本书的话，是不会去看的感觉。。。            
