http://movie.douban.com/subject/4046891/	刑警
(4星)	 结尾有点stone爱mad的意思 Carson死的莫名其妙            
(NA)	 帅...            
(3星)	 15集左右放棄            
(5星)	 乔峰，宣萱            
(3星)	 结局不太给力~            
(4星)	 奔着2个老男人去的，结局不稀饭，老苗放过黄日华不好吗？            
(NA)	 岁月催人老，但是成熟了的男人们依然很有魅力，剧情也比较火爆……            
(5星)	 2个老男人飚戏~            
(4星)	 前面还不错，编的还有那么点新鲜感，看到后面就真的不怎么地了。。。剧情真心烂，还陪葬了Carson，什么跟什么呀!!!            
(4星)	 又是一部虎头蛇尾的片子...为了创造高潮不惜牺牲好人,最后自己都无法收场....            
(3星)	 现在看TVB的片完全就是一习惯。。。就当QQ，刷牙无聊时的背景乐。一到肉麻感情戏就选择跳过。。。            
(4星)	 里面讲的所有故事 都在说 往往大多数的杯具都是人们自己一手导演的             
(4星)	 越睇越精彩!! 苗侨伟d演技真系正!!            
(3星)	 黄日华演的好表面。他还是比较适合演古装正面剧。内大结局也真是有够瞎的。。            
(4星)	 为了那份记忆            
(4星)	 全剧唯一不能接受的桥段就是carson居然挂掉了！ 其余还好 三哥依然给力无比 凶手容易猜到不过不影响案子剧情的精彩 是这两年来比较上位的刑侦剧            
(NA)	 RIC說好看~(還可以~至少比冏探好)            
(3星)	 有的地方假的过分。            
(2星)	 编剧也编不下去了            
(4星)	 我估中了这过程，却没估到这结局。怎么说呢，我怎么也想不到最后carson真的翘掉了，我还以为会有什么迂回＝3＝。其余人们又似乎过于和谐，莫非是主角不死定论&gt;&lt;stone在最后扣上手铐的时候，我还真是一声叹息，原来，最爱的老婆抵不上老兄的放手。多一星纯粹为了那些老去的脸孔～            
(3星)	 苗三哥简直就是从小帅到老的样子。爆炸头萱这次浮夸了一把。靖哥哥原来是瞪眼怒吼狰狞变态之能人。用时髦话讲就是剧情转折用力过猛。还有就是片尾曲哥哥每次出场都惊悚得好聊斋好跳Tone啊。            
(5星)	 才只看了一集，但是感觉告诉我，这就是我想要的···            
(3星)	 魔鬼之路，可以是由善意铺成的。            
(3星)	 感情戏敢不敢再多点，凶手敢不敢再明显点，华哥的鼻孔敢不敢再彪悍点            
(4星)	 现在已经很难觅得慎密的警匪剧了            
(3星)	 大概是义海豪情里胡定欣的角色太讨厌了，这部剧里让我更讨厌她的大吵大闹，也很不喜欢神马卡神，讨厌这些假正经装清高摆酷的角色。这些直接导致本来可以打四颗星的打三星。还有黄日华的配音，太悲剧了。不过的确是个很偏激的配音，黄日华留在TVB的最后一部剧怎么可以是这样滴！            
(4星)	 当郭靖遇到杨康。。。            
(NA)	 依旧觉得黄日华鼻孔好大……            
(2星)	 看到11集...编剧太让我失望...一颗星给三哥一颗给00            
(4星)	 编剧脑袋里长着MAD SIR的瘤子吧？卡森怎么死了呢，编剧你太后妈了            
(4星)	 有点仿 双面判官，很不错！尤其是 黄 的表演，赞！            
(4星)	 stone真惨。。。            
(5星)	 终于追完了，一部好片又结束了哎~~黄日华真是太老了，但演技没的说。苗侨伟简直就是中年版花样美男啊，太帅了！和萱萱好搭啊~真希望片子再长点，还没看过瘾呢。片中几个案件都有美剧的影子，不过不影响我观影心情，就算TVB老抄袭，也有本事把片子拍的很好看。但最后CARSON死了好可惜啊！！            
(4星)	 三哥&gt;3&lt;            
(4星)	 看到一半看不下去了。。黄日华太老了。。。            
(4星)	 人不是蠢死的就是想多了死的。            
(NA)	 Carson童鞋为毛要去领便当呀呀呀呀呀！！！            
(3星)	 郭靖和杨康            
(3星)	 我看到的是黄日华同苗条伟的皱纹。同时，剧情没新意。            
(3星)	 开头还算吸引，后面慢慢觉得有点平淡，其实stone sir的转变其实是可以作为悬念保持到最后的，但剧情太明了且一开始就作为卖点宣传，反倒变得没吸引力了。Carson真是好男人啊，连带王浩信都变得顺眼许多，可惜Carson挂了，可怜            
(4星)	 很好很好，剧情很紧凑，我的菜            
(4星)	 不是討厭宣萱，而是討厭我看過的宣萱的所有角色。超級喜歡胡定欣，三哥更是不用說！            
(5星)	 邪不勝正～            
(3星)	 TVB的刑侦剧已经过了巅峰期了。            
(4星)	 三哥，咁有型！结局算能接受到~            
(4星)	 还行~~~挺好·~~黄日华演反角了。。。。。            
(4星)	 我是个俗人，幸好结局是好的，不然我会哭死... 好喜欢Mad Sir啊！            
(5星)	 近期很棒的一部tvb!!!            
(4星)	 三gor和华gor keep的仲好叻            
(4星)	 新老演员的演技对比十分鲜明~            
(2星)	 简介严重剧透，都没兴趣看下去了。            
(4星)	 刚开始看~希望别像读心神探一样打酱油！！            
(3星)	 典型的港剧结尾。案子都好简单啊。。唉。。。苗侨伟很帅！            
(4星)	 三哥老了，但还是很有型！黄日华么。。唉唉。。            
(4星)	 终于演完了。            
(3星)	 哎。TVB总体质量每况愈下啊……            
(3星)	 结尾真他妈狗血。            
(4星)	 作为TVB这么多年的fans，看到演员表，就知道一定要看啦~~~            
(4星)	 魔鬼之路，可以是由善意铺成的。            
(4星)	 暂时先给三星。其实脚的挺好看的，就是不喜欢演员            
(4星)	 3gor是师奶杀手。。。            
(4星)	 魔鬼之路 可以是由善意铺成的            
(3星)	 这是怎样一个“我希望你和我一起变成黑色”的……故事啊！最后自己拷上手铐的部分直接可以剪来做MV 一点都不用修改！谢谢TVBL！            
(NA)	 =__,=冲着JQ看的…            
(4星)	 郭靖和杨康都很给力啊啊啊！！ 这部里宣萱不出彩，小定还不错的。            
(4星)	 黄日华的点点睡裤好萌啊~            
(5星)	 不知不觉已经看到了24集，有些案件结构看似简单但是细节处处理得极为细腻甚至说华丽。。人物内心的刻画更多，不得不说是这部剧的亮点所在。一定会乖乖看完！很好，大家演的都很好！。。還沒顧上看結局，但就前24集來看，足夠給滿5顆星！            
(4星)	 第一集真给力，各种可能。            
(3星)	 你们都老了……            
(4星)	 啊三哥好贊鬼啊~            
(4星)	 Carson是帅锅。从野蛮2里我就看出来了，当时还有人质疑我T-T 为神马要让他死！！！            
(4星)	 唯一的遗憾是Carson死了。。。            
(4星)	 案子一般般，凶手一下就找到了，教育意义比较大，苗侨伟黄日华大爱这个cp，还有俺家宣萱，所以给四分=。=            
(4星)	 王浩信胡定欣这一对好有爱。            
(5星)	 三哥与华哥两虎再度合作，给个五星。。三哥跟萱萱搭档，看不到火花，萱萱跟捞家才是绝配。。            
(NA)	 完满了            
(5星)	 看了几个月~~~很好的剧~~~结局很糟糕，典型的中式……许文谦应被炸死，米安定脑瘤发作（死活不论可不交待），石东升应当自杀。虽然让石东升再回监狱有隐喻意味，但是让石用米安定的枪自杀更为突出石东升内心的崩溃、分裂。现在的结局妄图彰显法律的信仰，人的美好祈愿不过落了下乘。            
(4星)	 整体还不错，萱萱的感情线很多余··            
(5星)	 近年来看过的最好的港剧，没有之一！剧情过硬，香港十大奇案重口味的～演员出彩，从主演到龙套全都很有诚意！Carson的死真是伤透了本人的心，很久很久没有像卡诗这么有爱的荧幕情侣了！不给奖又怎么样，看过的都知道谁才是最佳！强推！！！            
(4星)	 TVB史上最虐刑侦剧！！！但演员都好棒！！！            
(4星)	 主要讲的不是破案的推理，而是灰色地带。            
(3星)	 ~所有不是破案的情节全部快进~~原来尸体煮过以后就验不DNA~~carson绝对是优质男友~TVB典型的虎头蛇尾~~~            
(5星)	  从赌场风云走来，三哥和宣萱终于修成正果了            
(4星)	 重口味的刑侦剧~不过，要不要每个案子都判不了要私下解决啊~carson太萌了，有前途            
(4星)	 Carson死的有點不理解，編劇怎麼能讓他死了呢            
(4星)	 喜欢上三哥了，有男人味~~小定帮王浩信这对几钟意啊，再多合作啦~~剧情总体还行吧~~            
(4星)	 恶魔之路，可以由善意铺成的。两个老男人着实让人激动一把            
(3星)	 看完之后，不知道怎么给评论。            
(5星)	 火了。看了这个再对比谈情说案才知道我喜欢什么样的探案剧。。。人不应该表现得那么完美。            
(NA)	 最后关头。大叔的脸上皱纹太多= =。弃之。            
(4星)	 恶魔也可以有天使转化。            
(4星)	 魔鬼的路，也是可以由善意铺成的。里面的案件据说是由真实事件改编，但是案情设置和破案过程感觉还是比不上巅峰时期的刑侦剧，开头神似与敌同行，结尾部分有七宗罪的痕迹。总的来说，算是TVB近年来拍的不错的片子。            
(3星)	 案件都好白痴，有苗侨伟和萱萱撑场面勉强能全部看完。片尾那个人好像睁一只眼闭一只眼。。            
(4星)	 越看越像恐怖片=.=            
(4星)	 虽然tvb的警匪片没有原来好看了，这个拍的还是不错滴~~港剧还是老滴好！哎，岁月哦，都老了。            
(5星)	 亚诗一家好有爱，可是carson怎么那样就死了呢。。不应该啊。。。            
(3星)	 坚持原则的司法制度战胜了思想动摇的替天行道！            
(4星)	 出乎意料的没有烂尾，近年来TVB难得给力的刑侦剧~PS:CARSON同学我刚喜欢上你你就挂了。。。            
(5星)	 TVB短期内可能都不会有能超越这部的！！！            
(5星)	 结局还木有看            
(4星)	 剧情还是惊艳的，黄日华演的不错，我真是恨之入骨。“魔鬼之路，可以是善意造成的。”            
(4星)	 中间部分比较好看            
(4星)	 剧情逻辑只能给三星还勉强，给四是因为演员！鱼尾纹大眼带也盖不住两位老人闪闪发亮的演技啊。心里活动时脸上细微的动作，和成熟自然的演技风格，小年轻们一比简直弱爆了！不是靠演技这戏就只剩下节奏紧凑了。另外苗侨伟比黄日华帅！            
(4星)	 对制度的挑战，喜欢。            
(5星)	 很不错            
(5星)	 华哥逐渐变恶魔的过程很振奋人心。结局很基情 0.0            
(3星)	 查案那些依旧弱爆了。。。不过立意还OK——魔鬼之路，可以是由善意铺成的。我还是相信law and order的，嗯。            
(4星)	 老戏骨啊，让多年不看TVB的我惊喜了一把            
(5星)	 2012-02-04；2012-2-11。这部剧并没有偏重案情本身如何扑朔迷离，错综复杂，相反几单case都非常平民化。对于案件背后的社会诱因、司法制度的局限性，以及个体面对时的各异反应，着墨较多。始终坚持，评分就只在同类型的作品中感知孰优孰劣，是以，五星。            
(5星)	 大爱 大爱高纪炀＆许文诗！！悲情人物太多了（呜呜啊）            
(4星)	 剧情不错，结局有点偏七宗罪，喜欢法政刑事片的人可以一看。还有就是，实在不喜欢萱萱。            
(4星)	 “恶魔之路，可以是由善意铺成的。“戏的节奏除了尾部鸡肋其他都很好，剧情也不错。苗侨伟和宣萱的感情戏也算好看。宣萱角色有点烦，小定角色艳情无比。没有说教没有真正对错。地下判官是挺出新的题材。王浩信角色的死算是转折，但在结婚前死也太莫名。最后，TVB到底要在香港制造出几个精神分裂？            
(NA)	 疯狂的石头：Mad &amp; Stone            
(NA)	 Carson唔准die啊，阿诗keep住啊。            
(5星)	 那个双重人格的医生案太恐怖了            
(4星)	 有的剧情经不起推敲……但两位蜀黍表现很赞            
(5星)	 苗侨伟+黄日华+宣萱，这个阵容使你不需要担心剧本等问题。何况本剧很好看~~~            
(4星)	 刚看到黄日华一个广告 怎么着就觉得他面目有些恐怖 然后突然想起看过的这个电视剧 连真人都有点怕他了。。呼呼。很喜欢里面的米安定！            
(4星)	 我男朋友居然说他被变态女模特那集吓到了.....            
(4星)	 魔鬼之路，也可能从善意开始！            
(5星)	 有苗侨伟和黄日华合作就必须得看啊~另外戏里王浩信死的哭死我了！            
(4星)	 如果法律绝对公正，如果这个世上有绝对的公义。但，也仅仅是“如果”......这部剧很赞啊，案子都很扣人心弦！但留给人很多思考，不管stone sir杀了多少人，最后他又回到监狱的样子还是让人唏嘘和辛酸。。。            
(5星)	 警匪片我大爱！            
(4星)	 如果苗侨伟能再高一点点......            
(5星)	 虽然编剧较差。。但是演员我喜欢╮(╯▽╰)╭。。宣萱 3哥。。            
(4星)	 丁远浩这个精神分裂演得太好了            
(5星)	 魔鬼之路可以由善意铺成             
(5星)	 编剧已经尽可能让结尾合理，最后那句&#34;魔鬼之路,可以是由善意铺成的&#34;可以是说stone确认自己错了吧……            
(4星)	 到最后几集就没有什么意思鸟...            
(5星)	 冲到苗侨伟切的            
(4星)	 虽然剧情凶手手法什么的依然很容易猜。。不过还算不错嘛~苗侨伟是亮点            
(4星)	 我承认我是TVB大叔控            
(2星)	 画面很恐怖，剧情太白痴。            
(5星)	 三哥果然不同凡响            
(4星)	 魔鬼之路，可以是由善意铺成的。精彩ending~            
(3星)	 期待过高            
(4星)	 魔鬼之路，可以是由善意铺成的。            
(3星)	 尼玛啊 乔帮主你老失心疯失到现在            
(5星)	 案子我觉得蛮不错的..            
(4星)	 老男人魅力不减当年呀            
(4星)	 演员好            
(4星)	 卡神是绝种好男人啊，可惜挂了            
(4星)	 黄日华PK苗侨伟就值得看，男人果然越老越有味道，我是有多喜欢老男人：）ps，有人说，闲极无聊时才会看电视剧，最近看了好多，是有多无聊？而且做什么都没心情。。。            
(5星)	 意外的好片            
(2星)	 最多两星            
(5星)	 魔鬼之路，也可以是由善意铺成的。难得一见的寓意深刻的港片警匪剧！p.s苗侨伟和宣萱~还是老一辈的港剧明星耐看！            
(4星)	 我喜欢苗侨伟            
(4星)	 应该算最近两年看的港剧里比较好看的了。可还是觉得差点什么。可能我看太多或者老了。            
(4星)	 王浩信 上位了！            
(4星)	 因为这部戏爱上了三哥~不过carson死了，好难过啊。。。TT            
(3星)	 小定~            
(4星)	 亦正亦邪            
(3星)	 和宿舍人一起看的唯一一部电视剧            
(4星)	 黄日华演的角色很变态            
(4星)	 好看！            
(5星)	 看的前半段一直觉得stone是对的后来如果没有一些极端事件还是认为stone是对的不过这个论题的关节就在于人的欲望是无限的总有一天会控制不住会歪曲            
(4星)	 我觉得这个剧挺重口的...而且，真心没想象中好看            
(4星)	 最大的亮点是王浩信 角色不错 演的不错 长得不错 剧情有好有坏 有的很俗 基本看前面就知道后面 有几个案子还蛮恐怖的 三更半夜看吓死人了             
(3星)	 = =去年看到20集 就直接结局了 木有hold住啊            
(4星)	 拉风哥好拉风            
(3星)	 虎头蛇尾            
(4星)	 挺不错的。好多变态杀人案啊。“当地下判官闷头去干就行，不要在人前宣扬信念、不要妄想取得别人的支持和理解，这个地球是很危险的，作为火星人要懂得隐藏和自保。”这还真是对的。            
(4星)	 入题角度还不错~            
(3星)	 唯一一部没有看完的TVB电视剧，其变态程度和血腥程度已经超出了我的心理承受范围。            
(4星)	 苗侨伟一如既往的帅啊            
(4星)	 经典演员            
(4星)	 黄日华长得好像我爸啊            
(3星)	None
(5星)	 黄日华一摆表情感觉整个五官都在散瞳状的放大。结局美。            
(3星)	 跟同学一起看了大结局，貌似还可以，毕竟都是老戏骨。            
(3星)	 同理，因为喜欢宣萱。            
(5星)	 最喜欢的港剧！            
(NA)	 两虎相争~            
(5星)	 喜欢Mad Sir每次说“好啊”时暖暖的语调和笑容~            
(2星)	 能看~两位昔日的无线五虎将，都是大叔酱了。。。有些剧情有突破，但还是有港剧惯有的神神叨叨~            
(NA)	 三哥还是迷人 啊。            
(3星)	 黄日华演坏人居然也这么可恨，一直以为他就是正义的化身，呵呵~            
(3星)	 看到后来，，，无聊了            
(4星)	 无得顶，三哥和华哥的戏，真系值得看上数次都不厌。            
(5星)	 近年TVB里，我最喜欢的一部。            
(2星)	 黄日华老了变丑达~~~            
(3星)	 剧情简单，一有案子基本上就差不多知道凶手了~贯穿全集的线索就是stone sir的思想的步步偏激，可惜最后，高SIR居然死了。想说的是，这两年来TVB的破案类电视剧真的越来越重口味了~~            
(NA)	 30年！靖哥哥和杨康才是永远的好基友！还有，萱萱一把年纪了这是闹哪样啊……            
(4星)	 大愛三哥!            
(3星)	 信任朋友多过自己，但是要坚持自己的信念。            
(3星)	 三哥            
(3星)	 貌似是用了新的手法来拍的，可是看得我很不习惯。。。剧情一般了            
(3星)	 曾经无线五虎将中的两将再次聚首            
(3星)	 电视剧版的无间道            
(5星)	 黄日华苗侨伟还是好帅老帅！！            
(4星)	 苗侨伟绝对是最帅的叔~宣萱虽是相见不如怀念，可众多TVB演员中，我还是最爱她。            
(4星)	 魔鬼之路，可以由善意铺成。这部剧很符合现实，鞭笞着人类的丑恶，揭露着社会的不公。            
(4星)	 通往魔鬼的路 都有可能是善意铺成的            
(4星)	 案子还是很给力的，黄日华这回让我有阴影了，就是怎么能让那个大帅哥死了呢？编剧，你搞乜鬼啊！            
(5星)	None
(5星)	 三哥，你为什么又来挑拨姐寂寞的心！！！              
(NA)	 最先的感触是对剧中被害者重口味的死法......虽然一个案子的收尾有点拖拉，但是能从案例中看到那些犯案人员的悲哀。有些人是给人搞不死的顽强小强状态，但是从他们身上，也可以看到小人物身上折射出的悲哀，感觉得到社会对他们的漠然。惊艳了黄日华的演出。让我又痛恨又同情。            
(3星)	 再老套的情节，配上人格分裂的变态杀手，还是很惊悚            
(5星)	 案子很好看，卡司很给力            
(4星)	 苗乔伟真是帅老男人的典范！            
(NA)	 无聊之举   还不错            
(5星)	 为了苗侨伟和黄日华            
(4星)	 萱萱和三哥好有爱啊            
(3星)	 剧情感觉还是冗长了点，精简到20集的话应该不错            
(3星)	 我看得有点怕。            
(5星)	 看了几集真的很好看，只可惜黄日华变坏了，不敢再看下去了。。            
(4星)	 黄日华、苗侨伟和宣萱的演技真没得说的，但编剧实在太烂了，stone性格的转变明显不自然，这其实是一位悲剧英雄，但意识形态的渗透终于毁了这部本来可以拍得很好的片子，悲哉！            
(4星)	 还挺好看的，苗侨伟有点魅力，黄日华演技派了            
(NA)	 这片子 这不知道说什么好 实在无聊的话可以翻出来看一下 其他情况就算了            
(4星)	 总体而言不如《潜狙》；但本剧选题高度占优（程序正义OR事实正义）。人类是很自私的动物，当受害人是自己时，往往会为了实现事实正义而罔顾程序正义；当自己是旁观者时，就会要求受害人遵守程序正义。《刑警》则通过stone的所作所为让我们警醒，没有遵循程序正义而实现的事实正义是相当可怕的！            
(3星)	 可怜宣萱的角色沦落到如此无营养。黄日华是坏的有的牵强。好像是为了坏而坏的。            
(4星)	 题材不错哦~ 演员演得也到位！            
(3星)	 勉强。。。。。            
(5星)	 我只喜歡看  王浩信&amp;胡定欣 這對~~            
(3星)	 冲着卡司去的            
(NA)	 魔鬼之路，可以是由善意铺成的            
(5星)	 一直很喜欢TVB的刑警剧，觉得步步惊心啦！看着一步步的查出结果，超级爽的。            
(5星)	 剧情挺好看的。怎么现在警匪片都流行主角死嚒？ 喜欢苗侨伟啊喜欢苗侨伟~真是越老越帅气啊！这个片充分证明了黄日华是演技派！宣萱好像又漂亮了。剧情反映出的社会现象很值得深思啊！            
(NA)	None
(NA)	 其中一个案子那个双重性格的男女子挺吓人的！            
(4星)	 我比较喜欢苗侨伟，其他人就一般了，超级不喜欢萱萱            
(4星)	 三哥~            
(3星)	 警匪片悬疑片还可以的            
(5星)	 为了苗侨伟和黄日华也要五星            
(5星)	 变态刑警。。。。            
(4星)	 话说剧中有些许案子恐怖的说！案子都很经典，据说取自香港十大奇案。两位骨灰级别的帅哥的表演不用说了，定定，和王王的表演也可圈可点。不错。            
(3星)	 宣萱的发型真心让我囧（就算我再喜欢她也无法忍受啊！）。而且演员们真的老了……            
(3星)	 只有灰色地带这么敏感的态度是个亮点,当然演员我也都很喜欢,但剧本一般.            
(3星)	 日华蜀黍真的演技派，王浩信很帅有没有XDDDD~~就是tvb的剧用了名侦探柯南的剧情太坑爹了- -...整部片子没有太大的突破，算是中规中矩，还可以...            
(3星)	 人在做，天在看。            
(5星)	 有个人 他叫laughing  卧底那叫一个到位啊！            
(4星)	 黄日华变节的莫名其妙，苗侨伟这个形象not fashion！            
(4星)	 Carson好可爱            
(4星)	 老男人的魅力             
(NA)	 黑与白的较量            
(3星)	 中年男警察和中年女记者的爱情故事。            
(4星)	 魔警可以的。            
(5星)	 好吧，我是三哥和宣萱的脑残粉。            
(5星)	 不知为撒分数那么低，觉得很好的一部片子。            
(3星)	 苗侨伟真是太嘈了哈哈哈！黄日华演呆瓜实在令我……好吧。just so so~~PS：卡搜要不要这么丑啊= =            
(5星)	 虽然有点恶心，但是还是值得看看三哥的            
(4星)	 案子怎么看都不如以往的刑侦精彩了，剧情也拖沓。不过黄日华演出的心理变化还是很好的。            
(4星)	 不知什么时候TVB变得乌烟瘴气 是个人就拖上去演戏 直到他们回归 那才叫电影 那才叫连续剧            
(4星)	 有点不适应靖哥哥变成心理扭曲的坏人。。。不过剧集还不错            
(3星)	 有点郁闷人的片 好像我没看完来着是吧 因为好像，好像是因为那个帅哥死了            
(3星)	 黄日华            
(4星)	 还可以吧            
(5星)	 苗侨伟还那么帅            
(4星)	 近年港剧破案的佳作吧 算是。。虽然不能同以前的鉴证实录相比，可毕竟还是八错的 再加上五虎中两老将搭配宣萱组合 。。。喜欢TVB的童鞋可看看            
(4星)	 三哥的演技真是太好了            
(4星)	 法理、公义、人性， 深度探讨。            
(4星)	 十几年后的杨康和郭靖，掉了个个的角色，好看，黄日华绝对的戏骨，若不是演过郭靖，我简直要以为他就是个杀人狂了            
(3星)	 把自己当神，结果走向了灭亡。            
(4星)	 某些剧情太惊悚了 这个不适合小孩子看啊 半夜看给我下个半死            
(NA)	 苗侨伟很帅。            
(4星)	 还可以 就是有点场面有点恶心 都是老人啊            
(NA)	 当年的郭靖和杨康啊            
(4星)	 案件有些小白，体现不出推理水平，感情戏也一般，Stone的判官手法倒是蛮吸引人哒。 ps 郭靖，杨康，拖雷还有程瑶迦哦~！！            
(4星)	 三哥哪能可以噶帅的啊啊啊啊~虽然胡定欣从头到尾直发中分难看到死到后来编剧破案都用到超能力、卡神无辜枉死、，乔峰最后还基情一把顺带卖萌、灰色地带总抵不过正义光环……但是三哥（叔）真心帅便抵过所有了&gt;//////&lt;            
(2星)	 烂尾             
(4星)	 为三哥加一星            
(4星)	 警察之间的无间道好像是TVB最近的大爱。            
(NA)	 是个悲剧            
(4星)	 最爱carson！            
(4星)	 和小青皮还有父亲大人            
(4星)	 有点深度            
(4星)	 剧情一环扣一环 引人入胜呀 感觉TVB的演员 演技都是一等一哒 不喜欢胡定欣            
(3星)	 老男人和老女人的青春故事            
(4星)	 苗侨伟..&gt;&lt;            
(2星)	 人物脸谱化严重，还台庆剧，某部分剧情还抄某我没看过的韩国电影            
(5星)	 感觉这部剧是对现实社会的一个反思。看了这部剧感触蛮深的。虽然说里面有的剧情好扯。那个精神分裂的案件感觉在没部tvb警察悬疑剧里面都有。。。            
(NA)	 中意            
(5星)	 carson和阿诗。。。泪            
(4星)	 绝对是我看了20年港剧以来最最重口味的了 当然啦 我相信以后还会有更重口味的片子出来的~            
(4星)	 今天又听到片尾曲《我的離開也是愛》……想起来，三哥和华哥的复出多有愛……            
(4星)	 一颗心是给王浩信的，喜欢这种185+的瘦版男生，娃娃脸，还有一边单一变双的眼皮儿。不过。。那件儿黑风衣我是真不喜欢，最后两集没看。。想必是carson被杀吧。。看不下去哟            
(5星)	 绝对精彩。            
(4星)	 我觉得宣萱老了……虽然还是很喜欢她……结尾的三哥和华哥很基情啊            
(5星)	 很好看的剧，在探讨了社会的法律漏洞之余，显示了法理与公义到底谁更重要，也许现在的法制是还不够完美，但是每个人还是应该得到公平的审判，而不是由个人去决定他人的生死，并且在stone sir企图掩盖自己的过失，为了逃避法律而杀人时的时候就已经是个杀人犯了。很喜欢Carson啊，可惜就这么死了~            
(4星)	 苗侨伟太帅太帅了...            
(4星)	 都老了啊            
(5星)	 人物刻画鲜明，黄日华演技精湛，苗侨伟也蛮帅气的。整部片子很不错。每个案件都很变态疯狂（我喜欢，哈哈            
(NA)	 好给力啊。。            
(4星)	 三哥依旧这么帅这么有气质啊~黄sir当然也很不错，事实上，我更偏爱他一点。法律是否真正能惩罚那些有罪的人，正义的化身存在是否有价值？            
(3星)	 重口味            
(4星)	 这部电视剧还不错            
(4星)	 新的视角！            
(4星)	 还行，看着。            
(5星)	 二虎再次合作！！发挥出港剧警匪风格！！很好看！！！支持！！！还有卡诗恋！！很令人惋惜！！            
(3星)	 没啥可说，都是tvb的老戏骨了~            
(4星)	 太血腥了吧 不过三哥+oo好搭啊            
(4星)	 魔鬼之路，可以是由善意铺就的。  大爱苗三哥。。            
(5星)	 越后越精彩            
(4星)	 昔日的郭靖杨康！            
(4星)	 三哥，华哥真系宝刀未老，仲好有型。carson死的时候，我难过了。王浩信，会红吗？            
(NA)	 黄日华和苗侨伟都老了啊~啊啊啊~上学期追这部片子的时候真是辛苦            
(4星)	 宝刀未老            
(4星)	 亦正亦邪的表演很不错。还是喜欢警匪剧。不错的节奏。挺有新鲜感的。            
(4星)	 怎么说呢，其实在最近的tvb里面已经算比较好看的一部了，但是比起之前的警匪片还是差很多，随便看看吧魔鬼之路，可以是由善意铺成的            
(3星)	 听说案例是大尺度！            
(4星)	 黄日华到了最后的逆转确实让我看到了新鲜感             
(4星)	 三哥太帅！            
(4星)	 苗侨伟的风采啊风采~~~            
(4星)	 【魔鬼之路，可以由善意铺成。】虽然道义上对的，但是法律上却不行，纠结...最后真是...哎，carson啊~可惜了~~            
(5星)	 冲着花日化和苗侨伟 ，加一星            
(4星)	 黄日华和苗侨伟，角色对调            
(5星)	 苗侨伟 赞！            
(4星)	 我觉得两方观点都对            
(3星)	 看的心惊胆战的~            
(3星)	 烦死胡定欣了            
(NA)	 萱很美~~~            
(3星)	 苗大叔就是帅啊...0-0Carson死了就不完美了，还是比较喜欢大团圆结局。            
(4星)	 典型虎头蛇尾，不过还是为黄日华复出之作鼓掌。            
(4星)	 疯狂的石头：Mad &amp; Stone .            
(4星)	 题材有点新意，剧情不错，但感情戏的处理实在是不能再粗糙了            
(NA)	 mad sir，你敢再帅点吗？            
(4星)	 三哥真是帅啊~~老戏骨对戏还是精彩            
(4星)	 很不错的剧            
(5星)	 。。重口味            
(5星)	 黄日华，第一次觉得靖哥哥做坏人也做得不错            
(4星)	 魔鬼之路，也可以是由善意铺成的。carson，死的太可惜了，赚了我的眼泪。。。。            
(4星)	 carson…………呜呜            
(3星)	 当最后一集演到货柜爆炸,MADSIR开枪的时候,我几乎给出5颗星了.可惜啊,TVB就是TVB            
(4星)	None
(5星)	 警察变判长。心理扭曲，但是很好看。            
(NA)	 苗侨伟的演技真的是好啊~            
(4星)	 这一次小定不再妖了            
(NA)	 没看完貌似            
(5星)	 TVB来讲算有新意，宣萱虽然已经不复当年的惊艳，但还是很美～            
(4星)	 總體不錯~            
(4星)	 stone sir在香港的环境下要做地下判官，我认为是不对的，应该可以相信法律的。只是最后的那个例子太极端，老公杀了三个人老婆顶罪的那个。要是我也很难忍，不过会以其他方式“妨碍司法公正”，直接毙人风险太大。不过Mad sir也别得意, 如果你在内地，不出一个月，你一定卷铺盖啦。            
(3星)	 警匪剧来讲比较有意思...但是后来发展过于快速了....有点不符合逻辑            
(5星)	 力荐！好看！            
(4星)	 冲着阿苗和宣萱去的            
(4星)	 喜欢苗侨伟            
(3星)	 唉人都老了啊            
(NA)	 喜欢黄日华和苗侨伟！每个人心中对与错的评判标准不同~~            
(4星)	 后半部分有点洒狗血            
(5星)	 结局要是carson没死就更完美了             
(4星)	 典型港剧的警匪片            
(2星)	 我抓耳挠腮地想，为什么要看呢？！            
(5星)	 姜还是老的辣，不服不行。            
(4星)	 黄日华最后是坏人呢！！            
(3星)	 不喜欢这题材            
(NA)	 嗲~            
(5星)	 TVB久违的好剧，二妹，这是我给你的强力推荐，适合你的口味~            
(NA)	 欲望，自私            
(3星)	 虽然造型实在是。。。。但是还是宣萱啊。。。。            
(4星)	 演技派的较量            
(4星)	 这个好看。。。演的好            
(5星)	 stone sir 和mad sir才是一对，就像死亡笔记里的夜神月和L一样~            
(4星)	 部分剧情挺吓人            
(NA)	 很棒！姜还是老的辣！两位男主演的演技不用说，也很喜欢宣宣！            
(4星)	 不错的港剧呐~~还是老男人有气场~~            
(4星)	 有些场面太血腥了，不得不说，演员都老了            
(3星)	 剧情老套！案情也无新意...            
(5星)	 每个案子都喜欢，老男人真有味道            
(3星)	 王浩信幾好表現喔。。。幾好睇~            
(3星)	 发现尸体的时候太恶心了            
