http://movie.douban.com/subject/2239286/	宰相刘罗锅
(4星)	 李保田老戏骨啊            
(4星)	 天地之间有杆秤~~            
(5星)	 经典经典！            
(4星)	 看了很多年。            
(5星)	 这可绝对不错            
(4星)	 ...            
(4星)	 故事里的事            
(5星)	 这太经典了 那时候我还多小啊            
(5星)	 经典啊···            
(5星)	None
(5星)	 小时候超爱看            
(3星)	 驼子            
(3星)	 我稀罕那主题曲            
(3星)	 小时候和表哥表姐表妹一起看的 大人在旁边打麻将            
(NA)	 小的时候很爱看。。。            
(4星)	 看过都忘了，就觉得李保田好聪明啊，还记得他那个会动的耳朵。。。            
(4星)	 小学看的时候笑翻了，十年之后再看不复当初            
(4星)	 片尾曲，故事里的事。。。。。我妈特喜欢这歌= =            
(NA)	 嘿嘿            
(4星)	 李保田就不用说了              
(2星)	 儿童时期 只要是个电视剧都会看            
(5星)	 全家人都爱看，哈哈。。。长大后才知道原来“刘罗锅”老婆是“乾隆”的老婆。。            
(3星)	 我居然也看过唉。            
(5星)	 经典。在外婆家度过的童年的回忆            
(4星)	 从这部电视剧开始，王刚成了中国的和珅专业户...            
(NA)	 百看不厌，老少皆宜。            
(4星)	 故事其实就是故事。。。。。。            
(5星)	 我还是爱看以前的电视剧            
(4星)	 被我爸妈带的。。。            
(4星)	 小时候很喜欢             
(5星)	 记得当年看的时候已经是晚上12点，每天看完吃一碗炒饭，很是怀念            
(3星)	 故事里的事，说是就是不是也是            
(5星)	 跟外公一起看的            
(5星)	 开戏说剧之山，又一里程碑之作            
(5星)	 小时候老爱看了            
(NA)	 直到现在还可以吧主题曲唱出来。            
(4星)	 小时看过，很有趣            
(5星)	 小时候好喜欢看的            
(3星)	 我到底有多大妈啊这都看过……            
(4星)	None
(2星)	 没什么印象了            
(4星)	 经典回忆！            
(3星)	 。。。李保田的喜剧。            
(5星)	 好玩儿            
(4星)	 记得当年爷爷很喜欢看 偶尔看不到好的电视剧 总会有一两个台会一直循环.            
(5星)	 我老喜欢看这个了，暑假电视台也老重播，最后一集记的很清楚，和珅在牢里吃煎饼果子。。。天地之间有杆秤。。。            
(NA)	 很小的时候看过，当时很喜欢。            
(5星)	 百看不厌            
(4星)	 时间是杀猪刀啊！！！15年过去了！！！            
(5星)	 7.9分，个人以为有点低，所以我给了五星。那个时代同题材的作品，这个要算最好的了。            
(4星)	 假期电视台重播时又看了点，觉得那时候的编剧水平还真是很不错啊……            
(3星)	 老觉得是在梦里看的 可能是因为小时候一看就睡            
(3星)	 小时候看的很欢乐            
(4星)	 对荔浦芋头印象很深..            
(4星)	 喜欢~            
(NA)	 太小的时候看的了 当时觉得看不懂             
(5星)	 职场幽默。            
(3星)	 小时候常常和爷爷一起看            
(5星)	 在我心里100分！            
(5星)	 童年的回忆            
(4星)	 李保田除了演这部电视剧好像就没演过其他的了吧。。还记得剧里面很多的情节，芋头啊，吃屎啊，一桶江山啊。。。经典啊！！            
(3星)	 这部剧其实总体来看一般，但是因为是第一部中国大陆的戏说剧，感觉这个新鲜感加了很多分，所以今天再回头看的时候，我还是希望能客观一些评价它，给个还行，看的时候感觉不是浪费时间            
(3星)	 比铁三角强多了，起码还原度高。            
(5星)	 当时的喜剧片            
(5星)	 和奶奶一起看的            
(5星)	 小时候最爱看了  印象最深的是片尾曲            
(3星)	 戏说的太多了。。。            
(3星)	 张国立稍微娘了点 王刚很抢戏            
(4星)	 好片            
(4星)	 现在重播还会看两眼            
(5星)	 李保田即使只演过刘罗锅这么一个角色，他也可以称为艺术家了！那个年代的经典，现在已不可能复制！            
(3星)	 拿花生酱做成粑粑的样子 然后吃了装疯子那段 印象太太太太深刻了！            
(4星)	 和珅大坏人！！！            
(4星)	 演得好！            
(5星)	 小时候最爱的电视剧呀！！            
(5星)	 笑死我勒!!            
(4星)	 童年的回忆。            
(4星)	 当年全家一起看得很欢乐，李保田演得真好！            
(5星)	 小时候很爱看这个            
(4星)	 最后一集把这部剧升华了            
(4星)	 那首歌至今还有印象呢。            
(5星)	 哈哈哈哈哈刘罗锅            
(4星)	 当时对和珅恨得牙根痒痒~哈哈~对和珅最后死的那一幕印象特别深，现在都还记得            
(5星)	 天地之间有杆秤            
(5星)	 正            
(5星)	None
(4星)	 小时候看的，特好玩            
(5星)	 天地之间有杆秤，那秤是老板姓。            
(5星)	 我是看着你长大的。            
(5星)	 记忆中超搞笑的            
(2星)	 太贫了，受不了            
(4星)	 非常喜欢刘宝瑞的君臣斗,其中很多段子都被电视剧化,似乎效果不错,但还是钟意单口相声,百听不厌.....现在一吃芋头就想起刘罗锅,当时芋头风靡一时,我们家也买了,不知是不是真正的荔浦宇头,味道还不错            
(5星)	 当年张国立还会演皇帝，当年他还不是纪晓岚，当年整和珅的那个人还是李保田。。。            
(5星)	 戏说电视剧的开端，小时候的回忆呀，现在回顾，服装实在是太简陋了            
(4星)	 哈搞笑的让我会想起许多回忆            
(4星)	 演的的确好            
(4星)	 李保田。            
(NA)	 主题曲很红啊            
(5星)	 剧中的片尾曲《故事里的故事》的旋律已经深入我心！            
(3星)	 好久远的回忆。依稀记得老刘好像是会动耳朵的吧...            
(4星)	 小时候的记忆            
(4星)	 罗锅这个男人确实不错            
(4星)	 不記得是片頭曲還是片尾曲了，很特別            
(4星)	 电视剧的经典，戏说历史的典范            
(4星)	 我也能动耳朵.            
(5星)	 伴随长大的经典喜剧。            
(3星)	 回味无穷            
(5星)	 真的挺好玩的！那时候就喜欢看这个            
(4星)	 我也是看这个长大的            
(3星)	 各种贫            
(NA)	 喜欢刘罗锅，因为因为他伸张正义            
(4星)	 哈哈 利浦芋头            
(5星)	 还用说么= =            
(NA)	 影响最大的是从此我知道了“利浦芋头”            
(5星)	 小时候好喜欢看的            
(5星)	 电视里天天放，看了估计几十遍。            
(4星)	 故事里的事说是就是不是也是，故事里的事说不是就不是是也不是            
(NA)	 有的东西还是要mark一下的。。。            
(5星)	 小时候看的，难忘~            
(4星)	 好看哟喂。。。            
(5星)	 比现在的电视剧好看多了            
(4星)	 李保田实力派啊！小时候印象太深刻，演得真好            
(3星)	 片尾曲好听            
(NA)	 你那主题曲小时候经常唱的。            
(5星)	 爷爷貌似很喜欢~            
(4星)	 王刚从此开启了和珅专业户的康庄大道            
(5星)	 当年特别喜欢内个主题曲            
(4星)	 天地之间有杆秤，那秤砣是老百姓            
(5星)	 故宫永远是我心里的圣地 尤其是冬季清晨的故宫            
(4星)	 小时候看的时候觉得很有意思~            
(5星)	 那时候能看见这个，就不错了            
(5星)	 当时咱也是看的欢天喜地             
(4星)	 李保田演得很妙，虽然和真实的历史人物完全不同            
(2星)	 整个乾隆朝的故事就是，和珅陪着乾隆玩，刘墉忙着给干活。皇帝看着大臣们斗得不可开交自己开心的该泡妞泡妞，该花拆花拆。最近几年才想明白，我们这些平头百姓看着这种深宫剧和现在看着官二代富二代的生活满足自我的一点点好奇心有什么啥别。这种片不该再放了。            
(4星)	 经典到无以复加            
(3星)	 哎            
(4星)	 哈哈哈··            
(5星)	 其实铁三角的开端应该是这三位才是啊            
(5星)	 小时候看的，记得很好看，结局很心酸            
(5星)	 我稀饭！            
(4星)	 1997            
(4星)	 那时候很爱看             
(3星)	 天地之间有杆秤，那秤砣是老百姓~            
(5星)	 当年为了能让爸妈同意我每天看，学习可卖力了~就怕自己考不好  不给看  还算老天有眼啊  哈哈            
(3星)	 有点油，像是照着刘宝瑞的相声拍的            
(3星)	 初中。            
(4星)	 故事里的事  说是就是不是也是！            
(5星)	 小时候感觉真是太好看太好看了！            
(NA)	 小时候的噩梦            
(4星)	 经典喜剧，经典的主题歌。            
(3星)	 当年挺火的            
(4星)	 天地之间有杆秤，那秤砣是老百姓。            
(4星)	 太喜欢罗锅兄了 现在依旧喜欢看古装剧就是受其影响呐 李保田的演技太棒了 对付一个宰相都能驾轻熟就 可惜现在看不到他的作品了            
(4星)	 这个也是和爸爸一起看得。。            
(4星)	 宫女体检露点……            
(5星)	 这么好的电视剧评分才这么滴，太冤枉了            
(5星)	 记得很不错～            
(5星)	 呵呵，很好玩的刘罗锅~~经典~~            
(3星)	 戴娆的歌很好听。。。            
(3星)	 印象最深的就是刘罗锅背的那口锅，哈哈            
(3星)	 很小时候的电视剧了，前几天老姐还哼呢“天地之间有杆秤，那秤砣是老百姓”，哈哈~            
(5星)	 小时候很喜欢的一部电视剧，非常喜欢刘罗锅。            
(4星)	 总是看不厌这种忠奸互斗的古装剧情，搞笑中难免有了点收获吧。            
(5星)	 歌好听，故事好看，演员精彩            
(4星)	 老妈最爱看了~            
(3星)	 童年回忆啊啊啊。            
(NA)	 只记得里面的童谣            
(4星)	 剧情完全不记得了，就记得片尾曲，故事里的事，说是也不是~~            
(4星)	 当年多么不错的片子            
(NA)	 真看过，真忘了····            
(NA)	 每演必看            
(5星)	 当时在上学，依然天天看！            
(4星)	 天地之間有桿秤。小時候對這個歌十分喜歡。            
(NA)	 = =            
(3星)	 小时候爱死这个了呀            
(3星)	 小时候的记忆......            
(5星)	 六星 七星 八星 九星 十星！！！！！！！            
(4星)	 我爸的最爱之一~~~~~~            
(3星)	 好小好小时候看的啊            
(4星)	 天地之间有杆称，那秤砣是老百姓            
(5星)	 没说的。。。全是回忆啊。。            
(5星)	 看了很多遍！            
(4星)	 童年呀~！！            
(5星)	 原来各种内涵            
(3星)	 李保田老师的作品，我父亲爱看            
(4星)	 主题歌现在还会唱 6岁的我真厉害            
(5星)	 李保田的巅峰之作            
(NA)	 这都很多年了吧，过年的时候又看了，当然不是当年的感觉了，但是吧，对老刘会动耳朵这件事，还是很好奇            
(5星)	 爷爷最喜欢看的电视剧~~~            
(4星)	 这剧从小时候一直记到现在，刘罗锅会动的耳朵，和珅的笑~哈哈~            
(5星)	 当年看的很欢乐啊            
(4星)	 童年。模糊。            
(3星)	 王刚丑化了一代青年才俊小绅绅            
(5星)	 挺好看,最后和绅上吊那段拍得很好.这片子里对历史也不是全胡编.            
(4星)	 虽说把很多纪晓岚的事迹编给了刘罗锅 当年看的还是很欢乐~            
(NA)	 记得那个歌 天地之间有杆秤            
(5星)	 天地之间有杆秤……            
(1星)	 小时候肯定看过            
(4星)	 喜欢李保田演的刘罗锅，还有他岳父，呵呵，超有趣的，很不错的老电视剧了。            
(5星)	 好喜欢，小学看得，王刚和珅专业户的开始啊            
(4星)	 怀旧啊怀旧            
(4星)	 “天地之间有杆秤，那秤砣是老百姓”……多和谐啊            
(3星)	 故事里的事，说是就是，不是也是！            
(5星)	 童年回忆啊            
(5星)	 我记得吃大便和洗澡的段子~            
(3星)	 原来我看过这么多的电视剧，这个是在早上的江西电视台看的，到现在人物都很清晰着            
(5星)	 刘墉，刘罗锅。            
(5星)	 刘罗锅。。。            
(4星)	 李保田。我真是挺喜欢这片的，从头到尾都在嬉笑怒骂，但很实在，有种很旷达的态度在里面。            
(4星)	 3.5。王刚自此等价于和珅。            
(4星)	 故事里的事。。。小时候特别讨厌和珅            
(3星)	 搞笑            
(5星)	 小时候的经典现在看来依然不可超越            
(NA)	 张国立你好多年没演皇帝了            
(5星)	 大智若愚，运筹帷幄            
(5星)	 小时候一家人每天晚上守着电视机，就是为了看这个            
(4星)	 天知道当年看了我多想吃荔浦芋头……            
(4星)	 小时候每天守在电视机前看这个啊            
(NA)	 好搞笑的            
(3星)	 我爸最爱了            
(5星)	 天地之间有杆秤，那秤砣是老百姓            
(4星)	 卡着“不是历史”的戳，说着历史的遗言。。            
(5星)	 看过不下一遍！            
(4星)	 铁三角            
(5星)	 我的童年。美好的回忆。            
(5星)	 谁看着谁长大            
(NA)	 印象不深，记得张国立演皇帝王刚演和绅，这是不是王刚第一次演和绅啊            
(4星)	 这个小时看真的太有感觉了。            
(4星)	 哇~记得我小时候看这个的时候 真的是看进去了 达到了一种忘我的状态  那之后的N多年 我都想再找回那种感觉  可惜未果...            
(5星)	 儿时的美好回忆            
(3星)	 那时候王刚好年轻。            
(5星)	 一桶姜山            
(4星)	 小时候和外婆一起看            
(4星)	 爸妈爱看              
(5星)	 很好看            
(5星)	 天地之间有杆秤            
(4星)	 13，4岁的时候看的 就记得那首主题曲了 &#39;天地之间有杆秤~那秤砣是老百姓...&#39;            
(5星)	 哎  我爷爷最喜欢的电视剧              
(4星)	 故事里的事～说不是就是也是            
(4星)	 小时候挚爱啊            
(NA)	 这个很经典啊  小时候绝大部分的影视记忆呐            
(5星)	 我记得一个小偷叫我来也？            
(3星)	 不喜清宫剧，只为李保田。            
(3星)	 当年不知怎么好喜欢，跟着爷爷看的。            
(4星)	 满好玩的片子，李保田就是这样红起来的。            
(4星)	 故事里的事 说是就是不是也是 故事里的事 说不是就不是是也不是            
(4星)	 戏说剧的鼻祖            
(NA)	 小时候暑假重播重播的电视剧。            
(NA)	 都是小时候的电视剧呢            
(4星)	 我就是不喜欢李保田。            
(5星)	 小时候好爱看这个，哈哈            
(5星)	 小时候的记忆            
(NA)	 没看懂里面真假皇帝的剧情 = =            
(4星)	 听爸爸讲他们当年的JQ。。。            
(4星)	 童年啊 童年            
(5星)	 我看的第一部故障喜剧！            
(4星)	 最起码当时看得挺有劲            
(4星)	 小时候风风火火的小跑着赶着上学，感觉特像这里的早上上朝            
(5星)	 天地之间有杆秤，那秤砣就是定盘的心...是这样唱的不？这是我的童年的一部分吧，记得那时候，夏天，炎热，三页吊扇，一家人铺张席子坐在地板上            
(4星)	 当年看的很欢乐啊~~~            
(4星)	 瓦晒，那时候真的觉得刘罗锅很可怜啊，身上背了个锅。。。            
(5星)	 啥都不说 那个年代 ...            
(4星)	 跟妈妈至少看了两遍吧~好片子~            
(4星)	 男主角丑点，但是符合人物形象~            
(4星)	 嬉笑怒骂间直指天下……            
(5星)	 我真的什么经典老片都看过啊！老爸 我真是承上启下的一代！            
(4星)	 小时候看他，简直要笑翻掉            
(4星)	 当时太小了            
(3星)	 哎呀我操，童年呀，太腹黑了            
(4星)	 嘿嘿            
(NA)	 奶奶可喜欢看这个呢~            
(5星)	 童年的回忆，美！            
(4星)	 看这电视的时候还在读小学            
(5星)	 什么时候看都很带劲            
(5星)	 小的时候，一直陪我妈看，那首片尾曲至今我还是朗朗上口啊，时代记忆。            
(4星)	 。            
(NA)	 找个李保田这德性的人还真挺难~~~不错            
(5星)	 时光不解释            
(5星)	 李保田的演技啊            
(NA)	 老爹的最爱            
(5星)	 经常和妈妈看到半夜。。。。            
(4星)	 年代有点久远了，小时候看过            
(4星)	 刘罗锅和珅康熙的三角恋            
(5星)	 好玩的电视            
(4星)	 这部久远的已经几乎记不清了~            
(5星)	 因为特殊原因，有机会从头到尾看完这部片子，原来是如此的经典！            
(4星)	 经常说我我妹妹和刘罗锅扮演者一样，面容直接从童年迈入了中年。            
(5星)	 刻录在童年记忆中的电视往事，主题歌都会唱的，多年以后剧情都记不清然而主题歌或插曲总是回荡在脑海里            
(5星)	 印象里第一部完整看完的电视剧，剧末刘罗锅告老还乡的情节记忆犹新            
(3星)	 盛世？智斗？假            
(4星)	 片尾曲影响深刻...            
(4星)	 李保田很搞笑的类！@Home            
(5星)	 很久很久以前了            
(4星)	 童年的回忆            
(5星)	 芋头芋头            
(5星)	 有剧情，有感情；有官事，有家事。——值得看。            
(NA)	 太好了，每天跟爷爷一起看，真的是童年回忆了！            
(3星)	 當年很不明白怎麼鄧潔就死心塌地歡喜劉羅鍋呢~~~            
(NA)	 小时候跟爸妈一起看的电视剧。。哈哈            
(4星)	 童年最美好的回忆之一            
(4星)	 童年的回忆            
(5星)	 当年万人空巷看这部片子。不得不说。            
(5星)	 驼背的帅锅。            
(5星)	 好看            
(5星)	 张国立清朝宫廷戏的始祖吧            
(5星)	 一直被模仿            
(NA)	 片尾曲好绕            
(4星)	 看来找不到最后一部的，这其实也是经典啦~~            
(5星)	 我们这个年龄的小孩好像没有人没看过吧？            
(4星)	 李保田是个好演员            
(5星)	 不错！ 智慧！              
(5星)	 经典，那首歌现在听来泪流满面，时间真是飞逝呀。            
(3星)	 看过的都不记得内容了.... 幸运儿健忘，安慰下自己....            
(4星)	 绝对不能错过的刘罗锅，和那两首主题曲，小时候美好的记忆之一！            
(4星)	 没看全，很小时候看的~~            
(4星)	 和珅即王刚，王刚即和珅            
(NA)	 看过好多次了，每次在捧腹中也引来思考            
(5星)	 一直认为这个是比较经典的电视剧，记得那时候还在上初中，看的时候觉得挺有意思的。里面大量的桥段和刘宝瑞的官场斗一模一样。过了这么多年再次回味，还是觉得比时下的电视剧强。            
(4星)	 四星只因怀旧            
(3星)	 刘罗锅的耳朵会动            
(5星)	 实在很有意思的片子。。。虽然历史上这两个人八竿子打不着边。。。            
(3星)	 和珅呐···            
(5星)	 当初百看不厌            
(NA)	 小时候在奶奶家跟哥哥一起看的记忆...            
(4星)	 看过很多遍的剧。            
(5星)	 六王牛逼            
(5星)	 天地之间有杆秤，那砣是老百姓。            
(5星)	 李保田            
(4星)	 罗锅大叔 智默双全呀            
(3星)	 人人心中都有一杆秤            
(5星)	 斗智斗勇，好久了。怀念小时候。            
(5星)	 王刚是永远的和珅。。。            
(5星)	 经典只能被模仿，无法被超越            
(4星)	 小时候还挺喜欢的。            
(3星)	 当年的他们都粉年轻啊            
(3星)	 怀念的童年，隐约记得有首歌叫。。。听爷爷讲过去的事。。。来着            
(5星)	 好看            
(5星)	 有多少星我就给多少星！  评的怎么才7点多啊            
(5星)	 刘罗锅吃芝麻酱棒那集印象太深刻了。。            
(5星)	 那个时候真的很流行，很给力啊。            
(3星)	 被老爸残害的            
(4星)	 天地之间有杆秤，这曲子一响就想看            
(NA)	 。。            
(4星)	 我说这是现实主义的科幻巨作，你信么？            
(5星)	 那个荔浦芋头真的很好吃的样子…还有芝麻酱当屎吃…看起来也蛮香的……            
(3星)	 童年            
(3星)	 看这个片子的时候就极度郁闷张国立的造型，在这也实在太差劲了            
(5星)	 小时候的经典回忆！            
(5星)	 最爱看完了跟着唱主题歌            
(4星)	 还是很小很小的时候就知道刘罗锅了呢            
(5星)	 喜欢李保田！喜欢张国立演皇上，王刚演和珅~喜欢邓婕和李丁。喜欢刘安和张什么来着。            
(4星)	 小时候天天都要看 记得香妃入宫的时候 哈哈哈            
(4星)	 小时候跟爸爸一起看的。。。快忘掉了            
(5星)	 已经没什么印象了，只记得当时火的一塌糊涂            
(5星)	 有啥好说的啊，连片尾曲都没得挑了。            
(4星)	 虽然是戏说野史，却真的给人留下深刻印象。如今哪一部电影不是避“贪污”这一话题不谈的？            
(4星)	 貌似是小学看的，已经不记得剧情，只记得当时喜欢看。            
(4星)	 大陆戏说历史鼻祖戏。            
(5星)	 好            
(4星)	 邓婕真漂亮            
(4星)	 幼儿园经典。            
(3星)	 邓婕年轻的时候好美啊~            
(4星)	 主题曲太经典了。。。            
(4星)	 故事里的事，说故事它故事也是，我都绕死了            
(5星)	 老爸老妈喜欢的电视剧怎么能不支持呢，呵呵            
(5星)	 这是我印象中最早的古装戏，是在太爷爷家用那个黑白电视机看的。学会一句话：宰相肚里能撑船。            
(3星)	 小时候爷爷陪我看，前些天陪爷爷看            
(5星)	 嬉笑怒骂中发人深省。高水准的喜剧片！            
(NA)	 我都不好意思标我看过诶。。。            
(4星)	 喜剧元素，源自这几个实力派的演员            
(5星)	 当时就记得他两个会动的耳朵了~            
(4星)	 芋头占白糖            
(4星)	 满有意思的。            
(4星)	 第一次看电视剧            
(NA)	 勾心斗角。累不累。累不累。            
(4星)	 小时候看了无数遍，没什么可看的年代            
(4星)	 当面的经典，童年回忆            
(4星)	 继续央视 小时候的回忆啊            
(3星)	 年少的时候看电视剧大多不怎么用心            
(5星)	 可喜歡了~~~            
(NA)	 小时候的寄托呀            
(4星)	 色色的皇上            
(4星)	 就记得小时候看得很欢乐~            
(4星)	 有一个清正廉洁的官员            
(5星)	 故事里的事说是就是不是也是~            
(3星)	 小时候补暑假作业的时候看来着            
(4星)	 很遥远的回忆了            
(4星)	 刘罗锅也喜欢 ~TVT！其实我是喜欢演员吧啊喂！好像爸爸……            
(4星)	 十分优秀的国产剧，李保田应记大功。            
(5星)	 我听爷爷讲了个故事，故事里的事是那从来没有过的事~            
(NA)	 那时候我还好小啊            
(5星)	 天地江山有一杆秤 那大秤砣是老百姓             
(4星)	 那时候多年轻啊。            
(4星)	 天地之间有杆秤，那秤砣是老百姓……            
(5星)	 史上最可爱的宰相~~~            
(3星)	 很好玩的电视剧            
(4星)	 小时候很喜欢看。            
(4星)	 当时就觉得很好看 现在也会转台的            
(4星)	 几乎是印象中第一部清装剧吧^^            
(5星)	 为什么当初的电视剧都那么好看            
(NA)	 那是多小多小时候看的了？            
(3星)	 我对李保田的爱 你们这些凡夫俗子根本无法理解 - -            
(3星)	 小时候跟我妈一起看的            
(2星)	 切            
(NA)	 经典就是要留名一下的            
(4星)	 这属于童年记忆了吧            
(5星)	 斗智斗勇斗嘴 很有趣            
(5星)	 宫廷戏的鼻祖            
(4星)	 心中用远的刘罗锅、            
(3星)	 當時是很喜歡的~            
(5星)	 上初中时看过，很喜欢！王刚演和大人从此定型，呵呵！！            
(4星)	 我还记得吃大便那段！            
(5星)	 小时候看过            
(4星)	 可以认为是铁齿铜牙纪晓岚的先驱            
(4星)	 比较值得看的肥皂剧            
(5星)	 在我还是小学生的时候酷爱这个            
(4星)	 主题曲记得，剧情完全忘了。。            
(5星)	 这是我非常喜欢一部戏说剧，经典！            
(4星)	 好像从那时候开始我就好好奇“刘罗锅”的生平。            
(5星)	 百看不厌            
(3星)	 童年            
(4星)	 最喜欢吃屎那段儿            
(NA)	 搞笑题材的吧，不喜欢            
(4星)	 哈哈哈  小时候最喜欢的电视剧 哈哈            
(5星)	 小时候出镜率很高的电视剧            
(4星)	 王刚年轻时            
(5星)	 很老的了！李老师很Q呢，邓婕太美丽了            
(NA)	 李保田就这一部可看            
(NA)	 小时候家里一起看。            
(5星)	 荔浦芋头            
(5星)	 很经典！            
(5星)	 天地之间有杆秤，那秤砣是老百姓，秤杆子挑江山。。。。。            
(4星)	 貌似刘罗锅历史上不是这样的            
(NA)	 不是皇阿玛，而是李保田            
(5星)	 很欢乐的剧            
(4星)	 人心            
(5星)	 早些年每年还是有好的电视剧出现的            
(5星)	 当时太爱看啦 三个男人一台戏            
(4星)	 那时候觉得特好玩~~~            
(5星)	 1997 等待妈妈回家的那晚 看到了第一集            
(NA)	 在新疆的日子            
(4星)	 天之间有杆秤,那秤砣是老百姓            
(4星)	 我想重温一遍～～            
(4星)	 小时候很喜欢            
(5星)	 好玩            
(5星)	 小时候看的            
(4星)	 最耐王刚饰演的和珅...            
(4星)	 小时候和妈妈一起看~            
(5星)	 经典            
(5星)	 太经典啦            
(3星)	 很久前看过的电视剧啦，拍的很有内涵 = =            
(4星)	 刘墉实在是搞笑！！！            
(3星)	 那个妆化的。            
(5星)	 那个年代的影视剧，重新看时，总有种孤独冷清的感觉，像酒宴将散未散之时            
(4星)	 小时候的记忆了吧~            
(4星)	 这是我能date back 最早的一部历史剧了，虽然它给人对历史造成了很多错误的印象但依旧不妨碍它成为经典的事实，想当年我还会唱它的主题曲呢            
(4星)	 天地之间有杆秤            
(5星)	 不喜欢康熙微服私访记，喜欢这个            
(5星)	 让我想起了爷爷...            
(3星)	 小时候看过。            
(5星)	 李老师！赞一个！！            
(5星)	 小时天天看            
(5星)	 童年的记忆啊~            
(4星)	 回忆很值钱            
(4星)	 能够跟小时候联系在一起的东西，记忆里最后都变成了最好的。            
(4星)	 小时候很爱啊            
(5星)	 难的经典到这样            
(5星)	 王刚的和珅专业户开始            
(5星)	 小時候最愛看的電視劇            
(5星)	 里程碑式电视剧            
(4星)	 那时候他们都还年轻            
(NA)	 故事里的事说是就是 不是也是 　　故事里的事说不是就不是 是也不是            
(5星)	 为了看这个跟我妈跑步回家啊。。            
(4星)	 哈哈哈            
(5星)	 内涵的地方多了去了 有空一定要再看一遍            
(3星)	 挺好一角色，有点奸            
(4星)	 和珅那会好年轻            
(5星)	 内地清宫戏的始祖，难以超越的高度啊            
(5星)	 小时候最喜欢看的电视剧之一            
(5星)	 经典剧啊~从此才有了康熙微服私访1,2,3~“天地之间有杆秤... ...”现在有的时候还会哼起的旋律~            
(4星)	 那个时候都很年轻啊            
(5星)	 喜欢            
(5星)	 小时候的模糊的歌 天地之间有杆秤 那秤砣是老百姓            
(4星)	 记得小时候最爱看的            
(5星)	 天地之间有杆秤            
(NA)	 不光是电影 原来电视剧也有啊 很早看的 很喜欢            
(3星)	 有点记不得了            
(4星)	 天地之間有桿秤~            
(5星)	 回忆啊！时间真是快啊！            
(5星)	 大爱！            
(4星)	 太经典了吧。。每到过年就天天八集联播。。            
(3星)	 总记得里面貌似有吃屎的片段。。。。变成阴影了。            
(4星)	 .....            
(5星)	 想念刘宝瑞先生。各个都是演技派            
(5星)	 天地之间有杆秤~~            
(4星)	 荔浦芋头啥啥的            
(5星)	 智慧加经典            
(NA)	 小时候。            
(5星)	 这也是个经典。小时候很爱看            
(4星)	 多少年前的了，其实已经不太记得讲了什么了。            
(4星)	 太聪明了！            
(5星)	 小时候的美好回忆皑皑~~            
(4星)	 躺床上喝芝麻糊看刘罗锅            
(4星)	 其实我家也有明星脸///小时候受了外公熏陶            
(5星)	 这才叫经典嘛~~~            
(4星)	 李保田不错的~喜欢他说话那个调调，跟说书似的            
(NA)	 这播了多少年啊。。            
(NA)	 剧情忘光了，就记得李保田背着个大坨坨……            
(4星)	 有意思            
(5星)	 当年是多么的流行啊···            
(5星)	 看了还想看            
(NA)	 故事里的事说不是就不是，是也不是……            
(4星)	 当时太小，剧情什么的都没印象            
(4星)	 老记得那个大大的棋盘~还有那句：老百姓都是那秤砣砣~            
(NA)	 多少年前的老电视剧了，非常精彩。            
(5星)	 好几个神演员和神ED            
(4星)	 小时候看完这个，就是到了睡觉的时候了~            
(5星)	 从此喜欢王刚            
(5星)	 喜欢刘罗锅，喜欢李保田。            
(NA)	 回忆。            
(NA)	 冒牌皇帝爱吃小炒肉老实罗锅也要纳小妾，贤妻在新房外凄然一笑            
(4星)	 好小的时候看的，呵呵，那时候知道，智慧是人生最大的财富。美女都爱智慧的            
(4星)	 主演们都不错，挺有个人魅力            
(4星)	 王刚真是和绅专业户            
(3星)	 1992年，一晃18年都过去了            
(5星)	 现在没事也喜欢看看。挺经典的。            
(3星)	 很早很早的片子。            
(4星)	 也很好看。“天地之间有杆秤，那秤砣是老百姓”            
(4星)	 印象最深的是沾麻酱那段儿            
(3星)	 小时候觉得好看，现在看妆有点怪            
(5星)	 在我心里和绅就长王刚那样。所以对乾隆爷因为有个爱妃长得像和绅，和绅长得很俊美的传言我是绝对不相信的。这部戏里的主演们都戏得超棒。这样的才能叫老师。            
(4星)	 小时候放一遍看一遍。            
(NA)	 童年啊童年            
(5星)	 现在主题曲还能唱的很溜 充满童年的回忆真是            
(NA)	 我肯定是5岁之前看的，就记着4个演员，对情节全无印象！            
(4星)	 天地之间有杆秤~那秤砣是老百姓~            
(4星)	 王刚把和珅毁了 成就了他自己            
(5星)	 好看！这就足够了！好看的电视剧其实不多。            
(5星)	 喜欢李保田~随和且有气质~好演员~~剧情也没的说            
(4星)	 职场幽默。            
(5星)	 利浦芋头！            
(1星)	 当奴才 爽吗            
(4星)	 我又去翻历史书了！本来是个很安分的人捏。。            
(3星)	 小时候感觉象被逼着看教科书似的看这部电视剧            
(4星)	 好老的剧了。。。其实剧情都不记得了            
(3星)	 小时候看的，对这种不怎么感兴趣啊            
(3星)	 可能重播率仅次于还珠，我要呕了。本身蛮百姓的。            
(4星)	 故事里的事说是就是不是也是~小时候老是唱乱            
(4星)	 现在看来演的痕迹有点重            
(4星)	 字正腔圆的台词功底，入木三分的嬉笑怒骂。二十年后，还有几人能这么用心的做电视剧呢？            
(4星)	 歌好            
(5星)	 我发誓，我小时候至少看了10遍以上。            
(4星)	 和大人……            
