http://movie.douban.com/subject/2190925/	鉴证实录 鑑證實錄
(5星)	 我迷上CSI的前奏            
(4星)	 那时候很喜欢陈慧珊。            
(3星)	 林保怡 陈慧珊最配的组对            
(5星)	 每集都很吸引人 也许是对法医的特殊感觉吧 不过那些破案的过程的确精彩             
(3星)	 第一部总是拍得不错            
(5星)	 片头曲很赞            
(3星)	 tvb的侦查剧就是好看啊            
(4星)	 喜欢林保怡，陈慧珊气质也不错            
(NA)	 因为这部片喜欢上陈慧珊            
(4星)	 看过很多遍啦            
(5星)	 看了不下5遍！直到现在我才知道原来是翻拍美剧《犯罪现场》的！但是我还是觉得香港的好看馁~~~            
(4星)	 小棠蔡            
(5星)	 太喜欢陈慧珊和林保怡这对情侣档了。            
(NA)	 至今犹忆冷静，优雅的宝言            
(NA)	 多年前被它吓得不敢一个人看～            
(NA)	 经典            
(3星)	 果时超级中意林保仪同陈慧珊既搭档。中意陈慧珊淡淡既感觉。            
(4星)	 我曾经还迷过林保怡……            
(4星)	 当心伤过便留痕 情人若爱过梦中有影            
(NA)	 很得意小眼睛男人。            
(3星)	 其实剧情还蛮吸引人的            
(NA)	 小时候，晚上看还挺害怕的。            
(5星)	 推理侦探片，很喜欢这部片子            
(4星)	 回忆            
(5星)	 片头曲响起            
(4星)	 对法医很有感觉。。            
(NA)	 唉。。。怀旧            
(5星)	 是重看多少次也能安心看完的剧集，可我在那么久以后才看到，他对她说，又没有人喜欢我，你又不肯嫁给我！            
(4星)	 当时觉得很棒            
(3星)	 陈慧珊和林保怡的组合就是从这时候开始一路看好的~~~            
(5星)	 很好            
(3星)	 6.9            
(4星)	 又是小时候的记忆            
(5星)	 好经典小时候真向往成为聂那样的女人            
(5星)	 大爱呀~            
(4星)	 年幼对TVB的认知的开始啊、、、            
(5星)	 最爱的一部TVB电视剧            
(4星)	 那时，他们还年轻。            
(5星)	 当年觉得最好的TVB剧            
(4星)	 有点恐怖            
(3星)	 记不得讲的什么了，只记得里面有林保怡            
(5星)	 哇当年真心很喜欢看来着            
(4星)	 回忆还是回忆啊            
(5星)	 TVB警匪片的巅峰代表作            
(4星)	 儿时的梦想是当个法医啊！            
(5星)	 经典啊~当时的法证好寒碜，巨讨厌小唐菜她爹！            
(5星)	 好喜欢陈慧珊！！！            
(5星)	 多少人因为这部剧对法医这个职业产生了向往啊            
(5星)	 经典，狂爱男女主角啊            
(5星)	 林保怡 陈慧珊,小时侯憧憬长大后的样子,喜欢这部剧和剧中的每一个人            
(NA)	 太喜欢啦啦啦啦啦啦            
(4星)	 董岸风...            
(5星)	 原来我小时侯的电视剧都在这儿啊啊哈哈哈~~好怀念呢~~            
(4星)	 那时候还在家里看电视。            
(NA)	 很小的时候看过一部分，虽然有点老，还是从头看了一遍，典型的tvb出品，很喜欢的一部电视剧            
(4星)	 万人迷的聂宝言和万人嫌的小唐菜还有永远的红白蓝塑料袋            
(5星)	 看的第一部港剧。            
(NA)	 肯定看过，看了什么都忘了= =            
(4星)	 港味            
(5星)	 应该是看的第一部TVB  经典            
(5星)	 TVB之先河 迷倒那么一片人啊~            
(5星)	 大爱。            
(5星)	 宝言，宝意，家原，津津，家乔，小棠菜都很喜欢            
(5星)	 林保怡❤陈慧珊            
(3星)	 太拖沓了            
(NA)	 好看。            
(5星)	 那永不退色的红白蓝塑胶袋···             
(5星)	 考试周和崔守在宿舍里重温曾sir聂医生一干人和各种记忆中模糊的案情，真的很温暖            
(4星)	 纯怀旧 纯喜欢片头曲 纯喜欢男女主            
(5星)	 也是小时候的最爱            
(5星)	None
(4星)	 唔记得睇过的是边出了，反正睇过了，小棠菜。            
(4星)	 一度因为这个片子想去当法医            
(5星)	 最近在重温 陈慧珊的气质真是好的不得了 很顺眼很舒服的感觉 不喜欢小棠菜这个角色~喜欢董岸风 很温柔的样子~            
(5星)	 自此对林保怡的爱、一发不可收拾…            
(4星)	 这个才是TVB经典~            
(5星)	 当年曾经迷恋过法医 后来发现 这活 不是人干的            
(5星)	 差点引我走上法医之路            
(4星)	 我就是那么滴喜欢陈慧珊和林保怡在一起~~~~~~~~~            
(5星)	 老迷了当时            
(5星)	 还录了歌的            
(3星)	 远没有传说那么好看，喜欢里面保怡和小棠菜在一起的感觉。            
(4星)	 小时候就觉得，白领是宝言那个样子的，有气质而且潇洒利落，让人忽略陈慧珊的样貌其实远不如陈美琪。她是我梦想里面长大后的样子            
(4星)	 算是记忆中的经典了吧            
(NA)	 = = 唉 因为复原一个骷髅骨 第二天被吓发烧了。。            
(5星)	 最爱侦查片了。            
(4星)	 至中意睇哩种            
(5星)	 青少年时代港剧是最都市最引领价值取向的。  陈慧珊 / 林保怡 经典拍档啊 无人取代            
(3星)	 气质美女陈慧珊            
(3星)	 片子好老啦~            
(5星)	 对于曾家原和聂宝言的狂爱让我在近日又第三次重温此剧。不管从演员的妆、手机、Office的decoration，还有case都已经完全out晒，但是智勇神探+绝种痴心情长剑大佬原和外刚内柔+绝对知性气质美女pauline都永存我心。            
(5星)	 小学时候看的吧。对港剧的记忆就是鉴证实录，刑事侦缉档案了。这几部害是挺棒的。            
(5星)	 我的童年~~~~~~【我的童年都充满这种凶杀强女干案……（？）】            
(5星)	 林保怡陈慧珊配            
(5星)	 还是这个是ICAC什么的...            
(4星)	 陈慧珊&amp;林保怡            
(5星)	 哎呦，童年回忆了            
(3星)	 有意思            
(5星)	 陈慧珊的巴掌脸到现在依旧记忆犹新~            
(4星)	 以前追着看            
(5星)	 心目中最经典的港片，没有之一。林保怡陈慧珊，我心中最经典的港片荧幕情侣，也没有之一。十几年不变的想法，现在的法证先锋和这部比起来弱爆了            
(5星)	 第N次看了，大爱啊            
(5星)	 小时候法医梦的开始哇            
(5星)	 即使是13年前的旧作，现在看也觉得精彩。贾伟南编剧功力深厚！            
(5星)	 比法证先锋好看多了            
(5星)	 经典没得说，虽然最后宝言胜出，但是小棠菜也不错的            
(5星)	 其实我想说的是，鉴证实录比法证先锋的任何一部都好看。            
(4星)	None
(5星)	 都是记忆啊。            
(5星)	 当年非常爱            
(5星)	 非常不错的香港推理片了 林保怡演的很好 重看了三次            
(5星)	 我喜欢这样的港剧,看了都不想睡觉.             
(4星)	 90年代，大陆电视荧幕上没有《CSI犯罪现场》和《海军罪案调查处》这样专业题材的美剧，我们不懂啥叫季播剧。《鉴证实录》这部港产类型剧让我们发现原来电视剧可以拍的这么专业，剧中的DNA验证，尸检，现场取证虽然现在对看多了美剧的我们来说略显小儿科，可是在当年，这些剧中场景绝对堪称震撼            
(5星)	 差点大学选了法医            
(4星)	 这个分数给曾家原和聂宝言的，也给林保怡和陈慧珊的。            
(5星)	 早期探案港剧给我最大的影响就是看见红白蓝塑胶袋就下意识觉得是装尸体的==            
(NA)	 案子还可以，感情戏穿插得也不错。还有小棠菜是个好女孩，为什么那么多人骂小棠菜，而对曾家原有女友还跟聂宝言上床的出轨行径视而不见？            
(5星)	 那个男人锯尸体的狰狞表情。。。。            
(NA)	 重温下            
(5星)	 很爱看            
(5星)	None
(4星)	 坑爹的吓死了小学时候的我了            
(5星)	 曾经的经典啊~里面的歌也很好听 留痕            
(5星)	 以前很爱看TVB这类剧集，半年前重新有看过一遍            
(5星)	 我的港剧启蒙剧==            
(5星)	 I&amp;II，大爱flora和bowie搭档！            
(5星)	 讨厌小唐菜，里面有没整容的小配角刘恺威哦            
(5星)	None
(4星)	 谁的青春没有几部港片啊~~~            
(5星)	 记忆中最早看的香港破案片，            
(5星)	 好好好，陈慧珊这样的才叫法医啊...这是所谓Mandy学也学不来的            
(5星)	 法医什么的成了我的萌点。。            
(5星)	 好怀念 (￣▽￣&#34;)             
(NA)	 还挺吓人的呢            
(4星)	 没想象中的那么好            
(5星)	 经典            
(5星)	 必须喜欢的            
(5星)	 看到法证先锋第二集时，实在看不下去，又转马到 鉴证实录了。百看不厌！            
(4星)	 经典~            
(4星)	 陳慧珊當時很紅            
(NA)	 当时迷死了            
(5星)	 很怀念那个年代啊             
(5星)	 鼻祖鼻祖，经典经典，每年拿出来重温都不腻的            
(5星)	 这个绝对是港剧刑侦破案类的最经典一部。都看了5遍了。。。            
(4星)	 当年看的时候可害怕了，完全经典啊就            
(5星)	None
(5星)	 因为这部电视剧，我产生了当法医的念头，只是最后因为学文，没有成行，但是陈慧珊确实是我至爱的类型！            
(5星)	 我记得小时候看鉴证实录觉得很恐怖啊！现在看看也还好。。。。还有好多演员都好浮夸啊。。。            
(3星)	 timing啊……            
(4星)	 怀旧~            
(5星)	 最爱这系列的了。小学时候的心头好            
(4星)	 小时候爱看的tvb剧本            
(4星)	 林保怡            
(4星)	 害怕还是爱看！            
(5星)	 最喜欢看TVB的这类电视剧了            
(NA)	 就是看这个喜欢陈慧珊的            
(5星)	 那个时候好哈林保怡啊！！可惜他是个GAY~~~哎。。            
(4星)	 又惊险又恐怖，让我小时候一直做噩梦            
(5星)	 香港记忆！！至今不忘！            
(4星)	 神奇三女侠很可爱            
(5星)	 tvb缘起之一            
(4星)	 我爱林保怡             
(5星)	 以前看这剧还有点恐怖来着            
(5星)	 90年代的就是好看            
(NA)	 我妈特别喜欢那个女法医还是律师的~~~            
(5星)	 用来学粤语，嘻嘻~~            
(5星)	 真的很难忘。            
(NA)	 寶怡～～～～～muaaaa            
(4星)	 自从看完《潜行狙击》，突然迷上了香港的刑侦剧。《鉴证实录》系列，堪称经典。            
(NA)	 当室友把小棠菜说成小白菜的时候，全寝室都笑翻了=。=            
(5星)	 向曾经的经典致敬。            
(5星)	 喜欢陈慧珊的知性，林保怡的幽默            
(5星)	 林保怡很杀~~~慧珊姐也很杀！！！那时候TVB怎么又这么多好演员捏！！            
(5星)	 想起小时候的梦想：做一位医学检验师~~~现在看到那些仪器设备还是会有些激动，虽然我已经不进实验室好多年~~~            
(3星)	 canghua的经典作风            
(4星)	 差点就百看不厌了。            
(5星)	 当时看的害怕            
(4星)	 我觉得我看过 但没什么印象了 有时间再看            
(5星)	 小时候的记忆呀            
(4星)	 今晚回忆回忆            
(5星)	 remind me of the old times            
(5星)	 经典            
(4星)	 当时的案件写的真心不错啊，为什么现在的就越来越没法看了呢……            
(4星)	 女法醫神马的最喜欢了！            
(4星)	 这个可以有。很小的时候第一部接触的港剧。            
(5星)	 在我心目中没有一部破案的剧能超过鉴证实录！            
(5星)	 林保怡，我的最爱            
(5星)	 那时候还不敢看呢            
(5星)	 超级喜欢这里面的剧情。。。充满了小时候的回忆。。。            
(4星)	 总觉得林保怡怪怪的            
(4星)	 初中看的            
(5星)	 话说，我原来最喜欢的之一。            
(5星)	 侦探和法医绝配            
(4星)	 鼓掌~~            
(5星)	 童年最爱啊。我谂我大个中意啲变态心理学啊变态杀手啊血腥汤尸 都係因为呢部野~睇过N次。            
(4星)	 看过不多几部TVB之一……            
(5星)	 小的时候很迷的。。            
(NA)	 还记得暑假躺沙发上看的            
(NA)	 很确定自己小时候看过，但是什么情节都不记得了，就记得小时候看这个巨特么恐怖的感觉            
(5星)	 印象中 只记得巨爱这个剧 却记不起名字。            
(5星)	 就是小时候看了这个剧，才激发了俺想要当一名法医的志愿，陈慧珊好有气质，可喜欢，可素，，，，对不起，，俺考不上TAT~            
(5星)	 宝言！            
(3星)	 其实不忍心给三星的，毕竟有我中意的陈慧珊和林保怡。但是。除了他们，这部剧实在没有吸引我的地方了。小堂菜不觉得漂亮啊，家乔又矮又蹉，聂宝意十分做作，连陈慧珊都完全不好看了，马脸小眼睛走路也难看。林保怡也不觉得非常出彩。说说喜欢的人吧，津津还算可爱，聂妈妈非常有风度，madam也很霸气。            
(4星)	 打发时间不错            
(5星)	 虽然看过但是很多都不记得了呢。。那时候的港剧字正腔圆，真是好看啊。。PS：陈慧珊太气质了啊啊啊            
(5星)	 鉴证的感情戏并没有妙手里那么出彩，Bowie后来也有很多出色的作品，但是都不及此。            
(4星)	 不喜欢上边的感情纠葛            
(4星)	 各种回忆，各种感动，各种流走的日子。            
(5星)	 不知看了多少次了，好看，早期的TVB警匪的案件还是很吸引人的！！就因为期待宝言和家原在一起某当时很讨厌小唐菜，一直到现在都不喜欢这个演员。。。            
(4星)	 小时候看的，那时候喜欢啊～            
(NA)	 以前很喜欢聂医生，重看发现不喜欢了，只求自己心安，不顾别人感受，另一种自私。            
(NA)	 小学时候的大爱，大爱陈慧珊，林保怡，陈慧珊超有气质的说            
(NA)	 有的东西还是要mark一下的。。。            
(4星)	 那时候好喜欢小棠菇凉            
(5星)	 不喜欢小唐菜            
(4星)	 不错~            
(5星)	 熬夜看的            
(5星)	 好喜欢林保怡 不喜欢陈慧珊的角色 喜欢小唐菜            
(4星)	 当时超爱看。。那个背景音乐一上来就兴奋了。。            
(4星)	 最喜欢这类的港剧，希望继续拍下去            
(5星)	 百看不厌啊。。。            
(4星)	 正太时期的YY对象之一：陈慧珊            
(5星)	 小时候我很喜欢看部剧，在某年我还有个志向是当法医。都TM这部剧影响的啊！！！p.s.那时候很喜欢看李珊珊。            
(4星)	 还是小屁孩时..可迷这部剧了..            
(5星)	 永远的聂宝言~从此爱上陈慧珊~            
(4星)	 重温了才发现原来小棠菜不是三儿，是最初跟曾Sir在一起的那个= =+看来我记忆出现偏差了            
(5星)	 小时候看的            
(5星)	 这个不用说了，又是一部经典之作~2个大红大紫之人~噗~老少咸宜有木有~            
(4星)	 这部剧我特别爱看，觉得林保怡和陈慧珊很配~后来的后来才晓得尼玛林保怡是gay~            
(4星)	 那时候断断续续看的，多么好睇的剧            
(4星)	 陈慧珊帮林保怡经典搭档叻吖！            
(4星)	 一个人有时能撑起一部剧。            
(4星)	 炒冷饭            
(5星)	 当年很迷很迷~很喜欢陈慧珊的气质            
(5星)	 这是人家小时候最喜欢看的，算是港剧启蒙片了~            
(4星)	 那会看的很害怕            
(4星)	 破案我就爱~又一破案中的经典 者组合也很是不错            
(4星)	 从这部片子开始想当法医的。            
(5星)	 这是童年的记忆 这是童年的记忆            
(5星)	 我又回顾了经典！我们学校内部网就是强大。爱死你们了。曾家原，聂宝意            
(5星)	 一下子就觉得当法医好酷~            
(5星)	 经典            
(5星)	 背景音乐和片尾曲都各种好听            
(5星)	 毫无疑问，TVB经典之作啊。初中看过之后，并不美丽的陈慧珊饰演的理性、睿智的都市女性，成为我的偶像。大爱啊            
(5星)	 童年的记忆 第一部TVB 重温            
(5星)	 把一 下下来又看了一遍 小时候这部片子真的是吓得我            
(5星)	 经典 想再看一遍            
(5星)	 五星！陈慧珊！            
(NA)	 没那个好看 20            
(4星)	 算是TVB很不错的作品了。            
(3星)	 港剧时代的回忆。            
(NA)	 11:30熄灯时间到            
(4星)	 还是因为主题曲。。。            
(3星)	 超级讨厌小棠菜            
(5星)	 港剧经典之作。            
(5星)	 好老的一部剧。灰常之经典的说。            
(4星)	 当初演曾家乔的童鞋现在彻底当上了龙套。            
(4星)	 我爱法医，喜欢聂医生。            
(5星)	 喜欢林保怡。。。            
(5星)	None
(NA)	 话说前段时间和男友一起看滴。  20多岁的我看了这个晚上还会做恶梦 。。。。            
(4星)	 喜欢陈慧珊也是从这部剧开始的            
(5星)	 最爱。            
(4星)	 小时候看的心里还挺胆颤的····            
(5星)	 这个真心好看的 红白蓝三色塑胶袋 哈哈            
(5星)	 重温还是经典，不过好像没有小时候那么讨厌小唐菜了            
(5星)	 经典 每放必看            
(4星)	 矮油，那时的陈慧珊真的是气质到不行啊            
(4星)	 很喜欢宝言            
(4星)	 Swallow在上海住的汉庭里，睇晒20集~            
(4星)	 破案的时候最好看            
(5星)	 大爱聂宝言。            
(4星)	 真的是看过好多遍，两个人最红的时代            
(5星)	 小时候可把我吓着了。            
(5星)	 歌好听啊(￣▽￣)            
(5星)	 当时一边看的很过瘾，一边觉得很怕~~            
(5星)	 迷上陈慧珊是从这部戏开始的，百看不厌~自此之后，才知道女人若不能若西子般沉鱼落雁，闭月羞花；亦可如慧珊般温文尔雅，气质如迷~            
(5星)	 这个每集都看得我惊心动魄啊！！！小时候吓得晚上都不敢一个人睡觉呢~我喜欢小唐菜~            
(4星)	 港剧经典            
(4星)	 小时候看很怕的。。。。=3=            
(NA)	 ！！！！            
(5星)	 聂医生总是让来让去，丝毫不考虑曾SIR，其实很自私啊            
(4星)	 这个跟刑侦是没法比，但是演员我更喜欢            
(3星)	 那时候很喜欢看            
(4星)	 看tvb的电视剧长大的            
(NA)	 主角不怎么有爱            
(4星)	 拨云见日            
(5星)	 我曾經一度因為這個相當法醫            
(5星)	 刑侦剧的经典            
(NA)	 ！！！！！！！！！！！！人生中看的第一部刑警剧，和邻居姐姐一起看的。            
(4星)	 那时候又怕又想看            
(4星)	 喜欢林保怡和陈慧珊的搭档            
(5星)	 最近重温了一遍，聂家的女人都好有气质            
(4星)	 每集都看。            
(5星)	 最近又重温了一遍啊……聂医生啊聂医生……            
(5星)	 百看不厌，爱死这部剧了~            
(5星)	 暑假无聊，重温经典啊            
(4星)	 经典            
(4星)	 其实陈慧珊并不漂亮，但是挺有气质。很喜欢            
(4星)	 爱情和探案穿插的剧，适合各类人群。。。以前的大爱啊            
(4星)	 很老的剧了。怎么看都觉得陈慧珊和林保怡好配呀！最后，两个人还是没有遇到，就等着第二部里重逢吧。两个人之间，Timing还是很重要的。            
(5星)	 也是扑朔迷离的案件  很精彩 不错            
(5星)	 好萌林保怡啊~~但是里面的女性角色。。一个都不喜欢~            
(5星)	 经典，陈慧珊的经典之作            
(4星)	 相当不错的刑侦剧。。。。            
(4星)	 大陆真不争气，看看看看，啧啧            
(4星)	 林保怡。。。警察演最好了。。。。那时候也只有港片才能让我们看到神马叫高科技。。。            
(5星)	None
(5星)	 不知道看过多少遍了！            
(5星)	 曾sir，聂医生，小棠菜。。。真的好怀念            
(4星)	 小学时候看的，当时又怕又想看啊，还觉得陈慧珊很美的~            
(4星)	 经典             
(5星)	 小时候的大爱有木有！            
(4星)	 不错~            
(NA)	 小时候的经典回忆 改天回忆下            
(5星)	 聂医生把一群小女生迷得五迷三道的不说，聂医生和曾sir也是心中一辈子的经典，到现在林保怡对陈慧珊说一句生日快乐我们也会会心的笑不是，这就是一起成长的见证啊！绝对的经典。            
(5星)	 小时候真觉得很恐怖啊            
(5星)	 以后果断要与法医合作了~但是我不想做刑事案件撒~            
(4星)	 小时候觉得很恐怖             
(5星)	 家原还是最爱最爱聂医生            
(5星)	 香港刑侦片一个经典。            
(5星)	 这部最经典            
(NA)	 小时候90年代经典tvb            
(5星)	 小时候看得我半夜不敢自己上厕所            
(5星)	 爱FLORA的所有片子~哈哈            
(5星)	 好片！            
(NA)	 小时候可喜欢看呢！             
(5星)	 这个必须看，TVB经典            
(5星)	 很多电视台都播~看得没头没尾的~但是很爱看            
(4星)	 当年也是吓得要死而且觉得林保怡大叔好丑啊陈慧珊也不觉得好看长大一点才知道原来一个是演技派一个是气质路线审美不同啊哈哈哈哈哈哈哈            
(5星)	 留痕            
(3星)	 没有第一次看时有感觉了。感觉案件悬念不够，剧情设置思路有些狭窄。真不适合看第二遍。不过还是不错的。            
(5星)	 经典。。。            
(5星)	 那个年代，对大陆观众此片还是比较新颖的            
(4星)	 小学二年级看的 印象至今深刻 近来又翻出来看第二遍 还是觉得蛮经典的 很喜欢曾宝仪在里面的范儿            
(NA)	 就是喜欢小棠菜～            
(5星)	 陈慧珊长相不是很好看，但是很有气场啊！！大爱林保怡，真是看一次港剧就爱一次男主。            
(5星)	 小时候和妈妈一起看的啊有没有。。小棠菜！！            
(5星)	 小唐菜 不多说了……            
(5星)	 认识了林保怡和陈慧珊            
(5星)	 从这片爱上了聂医生和曾sir            
(4星)	 小时候超爱啊            
(5星)	 小学时候看的木有印象 今年重看了次粤语版的 果然赞啊            
(5星)	 经典            
(3星)	 可能是我看的第一部港剧。。            
(4星)	 陈慧珊 林保怡 又是一对好partner。            
(4星)	 其实有点警匪片疲劳            
(5星)	 不知道看了多少遍呢            
(5星)	 或许这不算是个先河什么的，但是也算是个好开始了~聂医生~白领！美女！还是个法医！！美女法医！真酷呀！美女法医不配警察配谁？            
(4星)	 看得最早的破案剧~            
(5星)	 经典法医科推理片。。            
(5星)	 突然想听留痕了~            
(4星)	 小时候胆小 觉得这是一部恐怖片~            
(5星)	 经典！            
(4星)	 编织袋拉开，血肉模糊记忆犹新            
(4星)	 林保怡            
(4星)	 按理说我应该是看过的，奈何我印象实在不深。。            
(5星)	 这个是看的最多的刑侦类电视剧，专门用碟片一集集得全部看完，好喜欢气质的陈慧珊            
(5星)	 启蒙 我 喜欢上 警匪片            
(5星)	 陈慧珊。            
(4星)	 太经典了，暑假还在看呢~            
(5星)	 喜欢~~特别赞~~就是情感纠结了点……            
(4星)	 当年看这部剧的时候，无数同学想考法医。            
(5星)	 小时候看的~现在回头看看依旧很好看呢！            
(5星)	 哈哈 是的 都是零碎的看着的 主线剧情挺淡的 不错            
(4星)	 TVB经典之作。曾家原与聂宝言，十三年后再看，仍激动不已。转运的风车，那扇关了又开的门，冷静自持的感情。“又没有人喜欢我……你又不肯嫁给我……”年少时最美好的向往。            
(5星)	 小学时看的，看完第一集就会怕，喊爸爸回家给我壮胆~            
(5星)	 还是看你长大的好么 周末过把瘾剧场            
(4星)	 小时候看过无数遍呐            
(NA)	 经典。            
(NA)	 很小的时候看的，和妈妈一起            
(5星)	 重温中~~~宝言我永远的偶像            
(4星)	 那时候多喜欢林宝怡和陈慧珊这一对            
(5星)	 超喜欢，经典TVB刑侦剧            
(4星)	 很经典，案子和爱情纠葛都是的。            
(4星)	 看过留痕…            
(4星)	 经典~            
(5星)	 悬疑经典！男演员演得太好了！            
(5星)	 想当年真是吓死我了。。。            
(NA)	 曾比较迷恋的TVB。举个代表，收藏。            
(4星)	 曾家原是理想大叔形象有木有，聂医生是理想女性形象有木有！在看过法证先锋之后，才知道鉴证和法政不是一回事。然后小唐菜你烦死人了有木有！            
(NA)	 这是老经典啊~小时候经常和大人看呢。尤其记得后边落水的那段！            
(5星)	 前阵子重温这部剧 确实不错的  小时候看的没印象了 呵呵            
(5星)	 林保怡，陈慧珊。大爱。            
(4星)	 陈慧珊饰专业人士真是一扮一个精英样啊！            
(5星)	 经典            
(4星)	 当时小 害怕 就捂着被看            
(4星)	 早期港产经典。陈慧珊真是气质。            
(NA)	 经典经典经典，跟刑事侦缉档案系列一样经典，破案感情双线进行。主题曲和刑一样是梁汉文唱的，曲风很独特也很好听。话说里面演林SIR弟弟的那位彻底没落了，现在就是没有地位的小绿叶。            
(5星)	 经典。            
(5星)	 看了好几遍  咔咔 还是很好看            
(5星)	 很喜欢啊，是和姐姐一起看的……            
(5星)	 那一年，爱上了天真善良的小棠菜。。。            
(5星)	 喜欢小棠菜...            
(5星)	 小时候记得特别好看！            
(5星)	 97年第一次播的时候简直让我看到了宝，里面的各种破案手法是内地根本想不到的，从那时候起我就喜欢上了陈慧珊，立志长大后做一个像她一样的事业型女人，但是现在一直没有清晰版本所以没有再重温过，不过剧情我都已经背的过了，真怀念第一次看他的时候            
(5星)	 十几年了啊，曾家原，聂宝言，港剧刑侦剧的经典            
(4星)	 喜欢。            
(5星)	 陈慧珊, 林保怡 你们好登对            
(5星)	 当年吓得胆颤心惊,再看一遍依然很好看            
(5星)	 最经典了。            
(3星)	 居然已经十多年了            
(4星)	 小棠菜~~            
(5星)	 很喜欢的。初中时候看的。躲被窝啊            
(4星)	 以前又怕，又要看哪。。。咕~~(╯﹏╰)b            
(NA)	 忘了第一部结局是怎样了 Dr,聂和大佬原的暧昧是很喜欢的。。            
(NA)	 好看感情纠结的内容尤其好看            
(5星)	 绝对经典  主题歌现在都会              
(5星)	 还是怀念当年的TVB啊。            
(5星)	 最喜欢的荧幕情侣啊            
(5星)	 好看，不过里面的场景对于当时的我来说还是太恐怖了~超经典的警匪片~~~！            
(4星)	 最喜欢慧珊了            
(NA)	 大爱聂宝言            
(5星)	 很经典的一部，这部开始喜欢陈慧珊和林保怡            
(4星)	 最喜歡看這類型的港劇了 經典            
(5星)	 不知道看了几遍。。。            
(5星)	 超喜欢的一部港剧警匪片，喜欢林保怡和陈慧珊搭档，可惜陈慧珊退出娱乐圈了，再也看不到他俩同台了            
(5星)	 小时候看的最吓人的一部剧了            
(4星)	 这么多年，断断续续的看过很多次            
(5星)	 算是看得比较早的一部tvb刑侦剧了。。。其实tvb拍这种警察故事真的很有一手啊，案情紧凑又能啰啰嗦嗦说一大堆别的不让人觉得烦闷。。。当时很哈林保怡来着。。。            
(5星)	 怎么也要给满分            
(4星)	 曾经超爱的一部港剧。。喜欢陈慧珊。。。            
(4星)	 特别喜欢主题音乐            
(4星)	 小时候的回忆好好~ 好爱聂医生~            
(3星)	 嗯 虽说也是经典 但是对主角不感冒 所以没太用心看            
(4星)	 小时候爱啊            
(5星)	 我那时候好想做法医啊啊啊啊！！！！            
(4星)	 小时候看 我好害怕啊！！！！            
(5星)	 陈慧珊最经典的角色啊。            
(5星)	 聂医生,Annie,宝言...这么多名字都是同一个女子,干练,豁达,职业...简直是偶像...            
(4星)	 我喜欢            
(5星)	 经典剧!林保怡~!!            
(5星)	 大爱陈慧珊！            
(5星)	 TVB众多剧集中一部光听到片头片尾曲就让我鸡冻、鸭冻、鸵鸟冻的探案佳作            
(5星)	 以前可爱看了！虽然有些时候看着有点害怕吧。。太喜欢陈慧珊和林保怡这对荧幕情侣了！            
(4星)	 记得当年北京2套黄金时段接的鹿鼎记的档，风格转换太快，看的时候还觉得蛮恐怖的            
(4星)	 法医啊~呵呵~            
(5星)	 曾经很痴迷的一部片子             
(NA)	 老了老了 那脚印那街灯回眸时全部一一可证发梢已早刻记倦恋过的温馨            
(NA)	 那个时候 很喜欢 那女主角现在又看 女二 真的很烦            
(5星)	 太好看了吧。最近又看了一遍，还是那么好看，不过为什么我很喜欢老大和小唐菜才一起呢，            
(4星)	 陈慧珊和林保怡永远那么登对            
(5星)	 歌好好听..            
(5星)	 超级喜欢的片子，也是看了很多遍都不会厌的            
(5星)	 第一次认识法医 喜欢宝言            
(4星)	 很经典的呀...TVB现在想重看网上都没有什么资源....            
(3星)	 小时候是看了多少港片。。            
(5星)	 该死的Bones停播的日子里，这就是我的精神支柱啊T T            
(5星)	 当年迷死了！            
(NA)	 太好看了，我们的宝言            
(5星)	 经典，没别的说了。。。寒假又看了好几集            
(5星)	 TVB刑侦剧经典代表作！            
(5星)	 好            
(5星)	 陈慧珊的法医形象无比完美            
(4星)	 当时好像很流行这种所谓的刑侦剧            
(4星)	 http://movie.douban.com/pics/nst.gif            
(4星)	 现在想想还是好看            
(5星)	 好喜欢啊！！！            
(4星)	 童年记忆……过年回老家无聊看了一个寒假……以前一直以为是鉴证十六……            
(5星)	 陈慧珊太有气质喇~            
(NA)	 经典~又回顾一遍，仿佛回到初中生活            
(4星)	 喜欢这类刑侦的，穿插恋情，很别有一番风味呢。            
(NA)	 他们怎么可以不在一起...            
(5星)	 太经典了，陈慧珊真是气质美女~            
(5星)	 小时候看了是有几遍，而且这剧情还挺虐...            
(5星)	 TVB最爱看的剧            
(5星)	 剧情好，感情戏也很有FEEL，很喜欢聂宝言，太有气质了            
(4星)	 好遥远的TVB            
(4星)	 小眼睛夫妇！            
(5星)	 聂医生            
(5星)	 哎            
(4星)	 当年多年轻            
(5星)	 我们都是看这个长大的吧。。爱tvb            
(5星)	 大爱林保怡。            
(NA)	 晚上爸妈加班 自己一个人在家里被吓到半死的电视剧            
(4星)	 记得那时候的自己，看完这个后都会后怕不已。            
(4星)	 喜欢            
(5星)	 好喜欢林保怡和陈慧珊！            
(4星)	 小时候胆子小，不敢一个人看哈哈            
(5星)	 刘宇很像陈慧珊！            
(5星)	 终于知道为什么那么多人喜欢陈慧珊            
(NA)	 MD 童年阴影 T-T            
(4星)	 好有爱啊！            
(5星)	 那时候多逗，吓得我晚上不敢睡觉            
(5星)	 为他误了小学期末数学考试。。。            
