http://movie.douban.com/subject/5908482/	49日 49일
(NA)	 不知道为嘛，喜欢那个女二号，蛮有气质的            
(3星)	 没有太大期待和追求地来看这片。里面的明星基本都是我从没留意过的。不过结局还是挺可惜的。可是却喜欢上男主角的一些善良与体贴。人生，我们有时真的会忽视太多的东西。我所不知道的事，是不是也该回头看看            
(2星)	 前面看看笑等编剧如何收尾（挖个这么打一个坑。。关系搞的这么复杂）。。。 后面每集5分钟快速跳跃.前进            
(NA)	 学习典型构剧手法            
(4星)	 结局实在是太瞎了            
(4星)	 本来是以截图为目的看的，后来竟然看得认真起来。是不是因为2012的到来，今年审视生命意义的题材特别多。49天就能改变一段轨迹。。所以要珍惜。手机铃声很有趣            
(4星)	 演员的对白好长又好无用 如果跳着点看还是不错的 女主的身材真的很好 男主也超级帅的 剧情不会太小白 挺好看的            
(5星)	 剧情很纠结，好看，但是结局有些郁闷。。。            
(5星)	 很不错 的剧 发人深省            
(5星)	 比起《秘密花园》来说无明显硬伤。主角们演技超优，能hold住全场。            
(5星)	 好好看~~~~            
(5星)	 剧情很棒~！            
(5星)	 喜欢这坑爹的结局，喜欢裴秀斌反复的心意，喜欢丁一宇的颜，所以为什么它不能是完美的？            
(4星)	 郑日宇的死神演的很有特点            
(4星)	 发人深省，49天··· ···            
(4星)	 后面一定要狗血一下才开心，真是的            
(NA)	 人永遠都會有2面的,不要被外表所欺騙了~如果我有重生49天會做什麽?其實我也不知道呢！當時看真的有感觸的，但現在。。漸漸真的忘了~是因為過太久了嗎?也許吧            
(3星)	 最后两集没看             
(4星)	 我觉得吧  最后一集还不如不要             
(5星)	 超爱            
(4星)	 我也不知道为什么会给少一颗星，是因为我一直期待悲剧么？不过李瑶媛的演技很养眼，她是属于耐看型的人儿啊            
(4星)	 看的我哭得昏天暗地，现在想想，这剧还是不错的，一如往常的得病，快死了，家境贫寒，爱情穿成串，不过，人在生死面前还是很脆弱的。            
(4星)	 宜景演的超好啊！！好喜欢韩江~~所有人演的都好赞！剧情总体来说很吸引人，也有很多感动的地方TAT 珍惜生命吧。            
(3星)	 三星给赵白+YY 一半时弃掉是明智的选择 BJ造了个挺大的框架 连带最后把自己框进去了╮(╯_╰)╭            
(3星)	 当作无聊的剧打发时间而已            
(5星)	 好看死了。紧凑又不拖沓。非常温暖治愈系吖            
(5星)	 爱，在坚持...            
(5星)	 韩剧近几年来不可多得的好作，不知道为什么不红。            
(5星)	 有时候人生真的很短暂             
(5星)	 第一次自己找韓劇看，就選了它。哭了，想到的是，如果我死去，有這麼一個49天的機會，我能夠收集得到屬於我的除了爸媽以外的百分之百純度的眼淚嗎？            
(5星)	 当初追剧的时候很不淡定..每一集结束都会留下悬念..            
(5星)	 能够有那么一段，想起来就笑的岁月也是福气。对了错了又对了。开始了结束了。谁又说结束不是另一个开始呢。            
(NA)	 冲着这个眼角有笑意的男孩            
(5星)	 真的真的很好哦，看得我晚上睡不好觉，一直做梦唉。难得编剧能自圆其说。时间使者很帅哦，他的深情让人心痛，而韩江的长情让人动容。            
(4星)	 要是没有那么狗血的结局，这部电视剧还是很不错的~            
(4星)	 还好 女主基本对味。。不太喜欢男主的样貌，倒是男二较有印象。。            
(4星)	 结局遗憾又美丽            
(3星)	 表示没下完 所以也不想看了~~~不过丁一宇真美啊。鼻子和手都美！            
(4星)	 一部引人反思的泡沫剧，这样的泡沫剧值得泡沫一下~            
(4星)	 如果我死了，又有谁会真心流泪            
(4星)	 为了小宇看的~            
(4星)	 还不错，可惜烂尾了            
(5星)	 很特别的电视剧，看到后来让我痛哭的一部剧。爱情来的时候，却不能一起了。            
(5星)	 这世界上 除了父母 真的很难知道 谁对你真心 谁对你假意 而我们对待别人 也是这个样子            
(3星)	 其实构思还算新，但是，我果然难以理解韩国人的逻辑么。。。还有，X，大妈脸扮嫩很瞎            
(5星)	 很不错的一部韩剧，非常值得一看~！            
(1星)	 果断弃剧！看韩剧本来就不能要求剧情神马的，但看看帅哥美女是最起码的了吧~没见过这么老的，这么邋遢的女主角了！            
(3星)	 就觉得郑日宇长得不错，女主整的不像真人了都。。。            
(4星)	 开头看上去比较枯燥，但是后面还是值得一看的。虽然剧情一般，但是整个效果处理的还是比较细腻            
(4星)	 不小心看错剧看到的，结果还不错。只是看到后面就觉得比较扯，不过对李瑶媛和赵显宰倒是很喜欢。南奎丽的脸精致得有点儿假，大冬天的只穿那身连衣裙，看得我好冷~~~            
(5星)	 挺感人的，个人觉得挺不错的            
(3星)	 女主的塑料脸实在受不了!!!另一个女主的冰块脸也受不了!!!╮(╯▽╰)╭最后的结局!!!我擦~~~~~华丽丽的被骗了!!!            
(5星)	 命中注定的故事            
(4星)	 好看好看，跟我的女友是九尾狐一样好看。。            
(3星)	 多得是，你不知道的事            
(5星)	 是我目前为止看过在我心中印象最深刻的电视剧...            
(3星)	 五、六年前的偶像剧时代早已不复存在了，现在很少有偶像剧能入我眼的了，差不多感觉都好雷同，虽然这部的剧情有些改变了，但还是改变不了韩剧一贯的悲情路线。故事剧情还是不错的，不过还是有些慢呀，如果改编成电影应该还不错。韩剧也是边拍边放，又导致了一部烂尾的韩剧。。            
(3星)	 无聊            
(4星)	 我喜欢那个结局。。。            
(5星)	 很不错。很感动。            
(5星)	 这是我近期看过最喜欢的一部韩剧了...一定要看到最后知道喜欢...            
(4星)	 在这个世上，要找到一个肯为自己掉眼泪的人真的很难，如果我是女主角，我可能会放弃            
(4星)	 结局有点雷            
(5星)	 韩剧总是会让你看到这个世界的丑恶的同时还伴有一丝希望给你。也许我们身边的所谓的朋友真情也不过如此 但是不能因为这一点点的老鼠屎坏了真情这锅粥。            
(5星)	 看了一遍又一遍.其实是3编.我自己最近很喜欢的一部.            
(5星)	 很感人、            
(4星)	 有些关于灵魂的交流的感情的思念的记忆的事情            
(4星)	 好久没看到那么让人振奋的韩剧了，个人认为的确比秘密花园吸引人            
(4星)	 你知道这个世界上除了亲人真的有3个人会为你流下真心爱你的清澈的泪水吗？            
(5星)	 给小宇五分。。。感情分。。。            
(3星)	 我承认我是因为这个名字才去看的~            
(4星)	 结局很感人~            
(5星)	 真心的眼泪！ 你真的存在吗            
(4星)	 好好生活            
(5星)	 讲述幸福的女主角智贤在结婚前一星期不幸遭遇车祸，而由此发生的梦幻爱情故事。为了挽救智贤的生命，必须在49天内找到为她真心流泪的三个人，而且这三个人必须不是亲属。 　            
(4星)	 这算什么，男一是谁，尾起虐~~            
(NA)	 还不错 果然老演员就是有实力啊            
(3星)	 编剧到最后是怎么了？！其实看到18集就好。。。最后两集是骗钱的            
(5星)	 冲击。            
(4星)	 结局很特别，又回归狗血            
(NA)	 赚去了我的很多眼泪。。            
(4星)	 韩江就是个天使啊~~！追下去的动力全靠你了！~            
(4星)	 一气看到底了，鉴于我看韩剧能顺畅看到结局的概率约1/10，说明剧情节奏不错。p.s. Scheduler你的章鱼嘴暴露了你的内心，李允浩不要随便穿越做随便骑摩托车的梦了^@^            
(NA)	 虽然结局 智贤还是死了，但一点都不悲。            
(5星)	 编剧大发            
(4星)	 苏编辑，你该上电梯了~            
(4星)	 生命最后也能找到真爱，上天的眷顾            
(5星)	 如果只到18 又是一部经典 可惜最终宿命的结尾实在是无法接受            
(4星)	 独特的视角，摆脱了一般庸俗的剧情，挺不错的。            
(NA)	 李瑶媛是我看这部剧的最大动力，故事本身也不错的，不过精彩了十九集半，最后半集简直是坑爹，突然蹦出亲姐妹的剧情来，hold不住啊。还有，郑日宇很萌，特别是撒娇耍赖的时候，一个男生的皮肤怎么能这么吹弹可破呢，不过拿他配李瑶媛还是显小了点。南圭丽人工修饰过重了，整张脸很殭。            
(5星)	 很不错的一部片子O(∩_∩)O~            
(4星)	 11-10-04            
(5星)	 当一个人死了，有多少人会为你流下真心纯洁的眼泪呢。。。            
(4星)	 能被骗的都是相信你的人            
(4星)	 这部我花了很长时间来看完的，前面的部分真的很弱。大概从第十集左右开始，男主发现了女主的秘密，调度员开始慢慢找回自己的记忆；从那个时候开始变得很好看，很紧凑。这个男主不是一般的聪明！虽然结局比较不够完美，可是故事的过程有说明很多道理。要珍惜生命，要诚心待人，有话要趁早说。            
(4星)	 感觉还不错，就是太虐女主角了            
(4星)	 这里面的发型挺毁人的，我帅气的日宇啊！结局太美好了，从宋伊景变成她姐姐那点开始后面的都有些多余。被剧透了，所以对智贤的死早有准备，哎~            
(5星)	 值得一看            
(5星)	 我不知道自己是爱上了韩江还是爱上了赵显宰。            
(4星)	 题材很新颖，只是，把人性描绘得太过美好而流于浅薄。            
(3星)	 朋友说很感人 我真的是冷血动物咩...我还是一样没感觉            
(5星)	 欲罢不能的剧，只是烂尾让我很恨            
(4星)	 剧情看起来很俗套虚假，但是结局还是没有预料到，撇开剧情和演员不谈，里边讲的很多话是真的很受用。            
(2星)	 很多人都觉得好看，但我不觉得耶~~~            
(4星)	 为毛丁一宇不是男主呢            
(4星)	 出乎意料的结局            
(4星)	 曾有感动过，虽然有点残            
(4星)	 开头好，中间冗长，结局太郁闷了            
(4星)	 有那么一些感动            
(5星)	 喜欢郑日宇，喜欢这部片子的朴实与真实、谢谢你给的感动。            
(5星)	 这个夏天的惊喜！虽然结局很悲情，如果就这么忘了49日里的点点滴滴，那么这才是个大杯具。。。            
(5星)	 结局出乎人意料            
(4星)	 看出了中国式亲情，日本式小清新。总之，我们也很怀念当时的单纯~            
(4星)	 除了父母，没有人生来就该爱你的            
(5星)	 49日，有谁能获得真爱的眼泪。            
(4星)	 很久么看过这么好看这么恋恋不舍的韩剧了。各种感情的交织，环环紧扣。感动，好看。            
(3星)	 郑日宇就是个正太，帅锅。编剧还挺有创新的啊\(^o^)/~            
(5星)	 很好看，值得看            
(4星)	 前1/4太拖沓冗长，忍过去，后面开始觉得有意思，题材比较新颖，最近看过的韩剧在剧情和人物设计上不再千篇一律，往往都能有些小惊喜。            
(3星)	 前半部分墨迹 最后一集大逆转 hold不住啊~~~            
(4星)	 前半部分真的很好看，到最好就真的超希望快点结束的。跟着哭，跟着紧张，多好的一部啊，李瑶媛的演技赞啊~南圭丽长得好看有什么用，没有建树啊~赵显宰，赢得多少人喜欢啊，深情的一男~郑日宇，美男了。            
(4星)	 灵魂的交互，亲情友情爱情的考验。终有一天会遇到让你感动的爱            
(4星)	 我美好的丁一宇先生啊            
(4星)	 带着秘密花园玄幻题材的余味，看了这部片，还行吧!            
(5星)	 喜欢这种独特题材 里面的演员表演都很棒            
(NA)	 这剧不错            
(4星)	 仔细想了一下 我恐怕也凑不齐三个人            
(5星)	 虽然有些人不喜欢结尾，可是我感觉这样结局还是能让人接受的。虽然不会再看一遍，但却是一部好的电视剧。            
(5星)	 第一次看韩国拍的此种题材            
(5星)	 不错的一部剧，对我来说，有一种淡淡的疗伤和温暖作用。在伊景和伊秀的爱情里提醒着我有些人是相信爱情的。这对渐渐什么情都不信的我是一种唤醒。            
(2星)	 看了评价很高才过来看的。。。我只能说，这是我这段时间看的韩剧里，唯一快进的。。。。。            
(NA)	 单纯女王，快乐公主经历了残忍的49天，还是去世了，这个结局有点小遗憾，不过就像调度员说的每个人在出生的时候就规定了生命的长度，时间到了就逃不过死亡。和大多数韩剧不同，不仅仅有爱情，还有同样比重的亲情和友情，很喜欢韩江处事的聪明，但又觉得他有点木讷，最初怎么不和民浩公平竞争呢            
(3星)	 一边看分集介绍 一边快进的我 看的极不认真             
(3星)	 话说狗血的结局哇，只要看到14集就可以了，现在想想还很火，编剧丫就喝醉酒了            
(NA)	 那个精灵太可爱了，但是结局太韩国化            
(4星)	 第二部让我哭得死去活来的韩剧...            
(3星)	 看完唯一的体会是，丁一宇完全可以去演男一号了。男一号和男二号都是那么中规中矩，反而显得他这个不存在于人世间的调度员更出彩。还木有看完，但却木有看下去的冲动。            
(5星)	 剧情很特别            
(4星)	 算是一部很不错的韩剧了 跳脱了老套的情情爱爱 看起来也不会那么审美疲劳 只是还是有点拖沓了 20集的长度有点过头。  关于友情 关于爱情 关于生活 。。。 郑日宇真的很迷人啊 哭的时候啊 心都要揪一块去了。。            
(5星)	 这个剧李瑶媛赵显宰郑日宇的演技和整个故事情节给我留下了非常深刻的印象。其他演员也表现的中规中矩。我几乎是追着看完了。可以说是集集有亮点，不但是剧情的也是演技的。跌宕起伏，每集末的伏笔让人拍案叫绝，每周我都苦等暗猜的。结局也算是满含寓意的圆满。难得一见的好剧，顶！            
(5星)	 挺赞的剧情~            
(3星)	 剧情狗血。之前一直很认真追剧，剧尾感觉被编剧耍了，这是一部伤了观众自尊心的电视剧。            
(5星)	 爱该爱的，珍惜该珍惜的            
(2星)	 一开始便不待见女主 后来也沦陷在那份善良里了            
(5星)	 要不要这么跌宕起伏啊~20集居然没嫌长~同样是腹黑灵异三角关系，编剧大人牛啊~            
(5星)	 看完后，很长时间都没从剧情里出来。伊景和伊秀的爱情，太感人。每次听到那首稻草人都想替伊景哭一场。韩江，一个面对自己内心真正感情有点别扭的好男人。当他的女朋友，肯定特别幸福。智贤太善良纯粹，现实中似乎不存在这样的女生。            
(4星)	 如果没有最后的两集，这将是一个完美的电视剧。。。。结局完全把整部电视剧的基调给毁了。。。。！             
(4星)	 剧情挺新颖的~~很好看            
(4星)	 49日 如果我们也是49日的旅行者 我们会去做些什么            
(4星)	 好虐的ending...女主哈像酒井法子...女主朋友哈像蔡依林...韩江哈灵...            
(NA)	 给我一个韩江            
(4星)	 算是难得一见的好韩剧了，三个星给编剧，一颗星给调度员。我觉得第一男主角应该是调度员，丁一宇，他的戏很有看头，第一女主角当然是宋伊景李瑶媛。            
(4星)	 狗血的结局            
(5星)	 真正美丽的女子是不需要有过多修饰的。            
(NA)	 = =不感兴趣了            
(4星)	 不同于观念里的韩剧            
(5星)	 很有感触的一部韩剧            
(5星)	 纯洁的眼泪 这个世界估计是没有了~            
(4星)	 另类的风格，仙履奇缘            
(5星)	 不得不说影响很深....            
(5星)	 《49日》之后，我发现韩剧真的已经改变了。以虐观众为乐，四处洒狗血的固定模式已然弱化。男女主角都很有爱，最后一集看了两遍，电梯关上的刹那，和智贤经历生死劫难的宜秀就像压在她神经上的最后一根稻草，叫我也不禁泪如雨下。我想我不再排斥韩剧了 ……            
(4星)	 有些细节有点过于扯淡，整体还是不错的，很多道理在其中，结尾虽然很扯，但蕴含了很多关于人生的意义。            
(5星)	 很悲情，很喜欢，其实你不在，我还是觉得你在我身边……            
(4星)	 挺好的            
(3星)	 记忆最深的场景 三个人一起受罚 仁晶从包里拿出面包分成两半 给女主和女主朋友吃 然后她们又从嘴里掰下一半 噻给仁晶吃 ，呀 友情呀            
(4星)	 在电视剧中应该是一个比较新的题材吧 很感人只是结尾让人有点难过            
(5星)	 看第一集的时候狠狠的哭过了、最后一集哭的更加惨、中间是没怎么哭，算是圆满了吧。。。在看的时候一直想，如果自己死了、到底有会有几个人会真正为自己哭呢            
(4星)	 韩剧的毛病基本都有，但是主题和创意很好，可惜没有处理好~            
(5星)	 千万不要参加自己的葬礼。            
(5星)	None
(5星)	 剧情还不错。催泪丫 。。南奎丽小姐 稀饭～            
(4星)	 韩剧的类型开始多元化了。            
(5星)	 眼泪是说掉就掉的这帮演员们！！！T___T            
(NA)	 看完49日之后我喜欢上了李瑶媛，看着她在剧中转换角色的演技，真的很佩服，剧情很不错，结局虽然有点出人意料，但是却不落俗套，说真的，我也喜欢这个结局，期待瑶媛的新剧~~            
(NA)	 没看完，不是很好看            
(4星)	 没有想象中的差。            
(5星)	 治愈系            
(5星)	 编剧还是非常独到。第一次看到一个让我很有感动的韩剧~            
(4星)	 支线情节好感人的。。。但是我忍住没有掉眼泪            
(3星)	 呐，无论剧情多么狗血，韩剧总是让人欲罢不能~            
(3星)	 第一次因为提前看了结局被恍了一下~            
(NA)	 让人崩溃的结局，这些口味不适合姐了~            
(4星)	 这3滴眼泪，悬念很多呀            
(NA)	 从白天追到晚上，结局真不是我想要的。            
(5星)	 不管我受过什么伤害，总是愿意保持最单纯的心，给爱情和你！            
(4星)	 调度员很帅啊！南圭丽真的很适合演幽灵！李瑶媛，我姐很喜欢！            
(4星)	 原来最近很火的韩国爱情科幻电视剧是这样啊~有点寓意，但还是有很多狗血的情节~丁一宇好帅啊，显宰的增高鞋能否不要一直特写啊，女生西雨看起来最爽~女主角是从讨厌到有好感的过程，估计是看剧产生的感情~            
(5星)	 推荐好多人去看了~            
(4星)	 很不一样的韩剧            
(3星)	 (我记得我明明看过这个剧的)调遣员非常非常活泼可爱！许多出人意料的情节就会发生在这种人身上            
(4星)	 最后一集亮了            
(4星)	 尼玛，死了一遍又一遍，智贤被纱布编剧弄死了。。。            
(3星)	 我想要的体验~~~不过估计结局会很惨。。。            
(3星)	 其中那個死掉的女主，整的就跟充氣娃娃一樣，表演比較做作，唉~情節還是可以的，就是這個結尾太倉促了，突然變化的有點讓人無語啊O__O&#34;…編，使勁編！            
(4星)	 有点虎头蛇尾。            
(4星)	 其他都很好  我就是讨厌死这个毫无头绪的结尾了            
(NA)	 女主角好美丽！            
(4星)	 比想象中来的要好。            
(4星)	  你心里的我，究竟是什么样子的？            
(NA)	 是一部很不错的作品，不像一般的韩剧只有谈谈恋爱，而是有更深层的寓意，真正的友情，爱情，亲情完美的展示。。。真的很感人，超爱！！！            
(2星)	 我觉得是挺没意思的重生剧，丁一宇的每套衣服倒是值得留意。这种幻想系的电视剧，胡扯瞎编神马的终究是行不通滴。            
(4星)	 如果没有最后的两集，这将是一个完美的电视剧。。。。结局完全把整部电视剧的基调给毁了。。。。！            
(5星)	 熬夜看完。            
(4星)	 虽然韩剧除了哭还是哭，除了病还是病，除了死还是死。脱离不了生生死死的剧情，但这部还是有一些小小的新鲜感，虽然不现实。喜欢女主角李瑶媛，终于有一个不是一眼就看出来是整容的，至于是否有整过不清楚，较其他这个看起来最舒服            
(3星)	 不怎么样            
(1星)	 烂片一部            
(5星)	 很喜欢。            
(5星)	 爱过就是幸福            
(5星)	 这个电视剧我哭了好几次。非常的感人。但是结尾有点让人不能接受。哭死了快。。            
(4星)	 如果是我，会找到三个除亲人之外的真心爱我的人吗？            
(5星)	 很有深度的韩剧啊,难得            
(5星)	 2011年给我最大惊喜的片子了，喜欢李瑶媛的演绎，更重要是佩服编剧，剧情很引人深思，也不会俗套，不会让人看了开头就知道结尾，有反转我喜欢            
(NA)	 和好看，很感人            
(4星)	 看到结尾真是让人很悲伤，虽然很希望看到团圆的结局，不过这个结局也比较现实吧，只是最后两集心情起伏会很大，片子开头没看懂，里面有好多的出乎意料，还是蛮好看的            
(NA)	 就是很纯粹的喜欢，有些台词特别的有意义。            
(5星)	 很感动，能明白人活着是有多么重要。摆脱了以往韩剧的一贯作风，以悲情结尾，更让人深刻反思            
(5星)	 好吧。让我哭惨的            
(5星)	 结局有让韩江和申智贤在一起，有点遗憾。但真的是很好看的片子。            
(3星)	 只能说，这剧结尾相当狗血，让我后悔追看半天！            
(5星)	 누가 날 위해 순도 100% 눈물을 흐르니?            
(5星)	 泪点超多 最后一集是哭着看完的            
(5星)	 为你哭为你笑，实力取胜的片子。            
(NA)	 好好看！！            
(5星)	 出乎意料的结局            
(4星)	 演江民浩妈妈的欧巴桑演员完全就是奇葩，演技实力派！！！            
(4星)	 3滴眼泪对我来说应该蛮困难的..!悲催.......            
(5星)	 稀饭稀饭~~和妈咪一起看的            
(3星)	 结局。。            
(NA)	 好看啊！精彩！喜歡李瑤媛，雖然她不是第一眼美女，但是看多了就覺得好有魅力！            
(4星)	 在思念你的日子里 像这样思念的日子里 因为想念 又再度流下泪             
(4星)	 双宋恋~~            
(4星)	 为了郑日宇，女主角真的太像充气娃娃            
(4星)	 爱情可以跨越生死，可爱情毕竟不是全部。太过夸大爱情，韩剧通病            
(4星)	 坑爹的结局！简直是狗尾续貂！编剧的脑子肯定是崩塌了，即使剧情再荒诞，你结局也太瞎扯了吧……好吧，为了李瑶媛一个人在飚戏，我还是给四星吧。            
(4星)	 我追到倒数第二集 相当可以啊 满心期待着结局然后…… 所以最终也没看过结局 留下的很好的印象……            
(5星)	 为了郑日宇看的。            
(4星)	 这人性中有多少丑恶与美好是被蒙蔽的呢，又有多少命运是自己能掌握的呢            
(4星)	 剧情还是蛮有意思的，不过还是烂尾了……PS.喜欢男二，这种默默付出的角色果然讨喜呀~            
(3星)	 原来找3个真心爱你的人 都这么难。。            
(4星)	 49天，三滴眼泪，两对爱侣，一场人生。            
(4星)	 这个吧，点子还不错，就是，结局吧，花痴来讲不太喜欢。一个不现实的电视有一个很现实的结局。            
(5星)	 很喜欢时间天使。很爱韩江。很好看的一部剧。            
(5星)	 真心的眼泪太珍贵　　不能承受太多            
(4星)	 剧情有点小意思            
(3星)	 剧情不错就是有点冗长 看得累            
(4星)	 支持媛媛，演技超赞，可惜编剧不给力，后半程乱编了，最后男女主只能爱着两棵树，无语了，媛媛一人演两个角色，非常清晰，尤其悲哀那个，神了。为你和郑日宇给4星了。            
(5星)	 韩剧也可以这样深刻            
(4星)	 一开始，以为是韩剧的既定路线。。。最后能够获得重生的希望，能够真心为自己流泪的人，而且不是亲人。。。原来是那么难。。。            
(4星)	 剧情实在是过于丰盛了有点。//丁一宇有时候好帅！            
(3星)	 内容很特别，但最后的结局佷老套……            
(4星)	 一个被保护得天真透明的灵魂慢慢看清这个世界的肮脏丑陋            
(5星)	 真的是很难得的电视剧啊，李瑶媛，与众不同的韩国女演员            
(NA)	 颠覆了我对韩剧的家长里短            
(3星)	 后面剧情比较狗血，不喜欢~            
(4星)	 拖沓归拖沓 但是真正让人感动的细节还是有的 那种说不出来的爱情很少见 每个人都是自私的个体 最后的离开让人心痛 但是曾经笑过不是比什么都重要吗。            
(4星)	 难得入眼的好剧~~~            
(4星)	 哭戏好多.... 不过丁一宇比在拜托小姐里帅了好多！            
(4星)	 一部掉眼泪的剧，觉得最后一集假了点。            
(4星)	 很感动，引人深思。如果你去世了，除了你的亲人，会有三个人为你留下真正的眼泪么？            
(3星)	 一般般，结尾至今没看，弃之。            
(4星)	 结局很失望             
(2星)	 催眠剧...男主毫无存在感，那么多角色男男女女全靠瑶媛欧尼一个人撑着，真心觉得欧尼穿学生装那笑容无比无比清纯哪！伊秀好是好，可是小宇宙爆发得太慢了太慢了，姐真的不耐烦了...            
(NA)	 是不是在自己即将离开人世时，才能发现自己深爱着的和深爱着自己的，原来是他            
(4星)	 假面女也太假了点 看到后面都是快进            
(4星)	 很不错            
(NA)	 里面音乐很好听真的            
(4星)	 恩，            
(5星)	None
(NA)	 不可思议 怎么会是这样的解决            
(5星)	 虽然结局不好我还是觉得很好的~            
(4星)	 因为亲人，因为爱情，因为好朋友而急切地想活着。49天的眼泪刚好集成，却又要死去，看着心酸。            
(5星)	 真心的三滴眼泪            
(3星)	 最后这人死了一刚。就看了开头结尾            
(3星)	 结尾 减分            
(5星)	 好感人的剧，看到后面就哭得稀里哗啦的，再也停不下来了！！~~~这是我第一次看韩剧看的内牛满面。。。女主角很漂亮！！可爱，娇滴滴的，有颗娃娃脸。。另一个女主角也不错，很亲切的大姐姐。。。            
(5星)	 时间使者~~            
(NA)	 结局西丑！早晓得我看完第一集就直奔最后一集！            
(NA)	 喜欢女主角            
(4星)	 剧情很有特色，只是担心演员自己会不会人格分裂；最后绕了一个大圈回来，女主角还是死了；悲催~            
(5星)	 让人不断期待下一集的剧            
(4星)	 最后两集一直哭着看完的啊    混蛋啊   好久不看韩剧  居然被弄得一把鼻涕一把泪的               
(4星)	 当时看到时候每天盘呀  为咯郑日宇看 他在里面套潮咯 一哈换衣服的  演技都还不错 喜欢            
(4星)	 这个题材倒是首次看到韩剧拍出来，前半部分节奏较慢，越往后越有点意思，男猪深情模样征服了我            
(5星)	 又是韩剧的奇迹            
(4星)	 不谈剧情、角色、只谈人性，这是部不错的韩剧！            
(5星)	 关于生命，爱情与亲情。催泪啊...哭死！！            
(5星)	 我们牵挂着谁？我们让谁牵挂？            
(4星)	 伊秀伊景的爱情挺感人的            
(5星)	 剧情真的不错，很有新意，演得也很好，支持            
(3星)	 消遣~            
(4星)	 史上最温馨最煽情的&#34;鬼故事&#34;，不在乎故事的真假、逻辑，只为感动过，是值得推荐的好故事....            
(5星)	 看完城市猎人后无意中点开来看的~~~从第2集直接蹦到10集开始看~~发觉比《城》好看~~不是说人~是故事啊~~内涵片~~            
(5星)	 如果一开始就知道是这样的结局，我可能也不会看这部剧、这可是我曾集集追看的剧啊！曾经在期间被真情感动一起哭笑但同时又满怀美好希望的一部剧啊，结局出来的那天，我封锁堵住了一切可能剧透的来源，可是！哎 很多时候我们不想要被赋予的沉重大道理，那些简单的幸福往往最可能成为经典！编剧，你懂不            
(4星)	 在世园会工作期间追的剧。。很感谢某人一直帮我考下来。。            
(5星)	 《秘密花园》之后，就没看韩剧了，因为觉得太过于精彩。偶然的点进《49天》，发现还是会有例外~···            
(5星)	 2011最爱            
(NA)	 都是快进看的。。            
(5星)	 短短的49天 她收获的不只爱情 还有亲情 友情 也是个催泪的剧啊。            
(3星)	 还行，虽然是一部很有意义的电视剧，但是有谁是为了获得教育而去看电视剧的呢？生活已然存在诸多不完美，当然希望通过电视剧满足现实中不可能存在的东西么~            
(4星)	 一直相信这个世界上是有一些美好的东西存在的，只不过始终没有自信，自己可以得到            
(NA)	 很感人            
(4星)	 冲着赵显宰去看的            
(NA)	 推荐 这个很不错 喜欢男猪脚 很有感觉啊            
(NA)	 N久没看过韩剧了，明明有点假，有些不合逻辑，还能偶尔感动的哭一下，女人的眼泪真是太不值钱了（PS：由于看之前就听说了全部的剧情，所以发生的一切都在意料之中，没有得到像其他观众那样的震撼。。。）            
(4星)	 这是我第一部也是唯一追的韩剧，每周两集看得辛苦，偏偏每集结尾老整得悬念丛生。让我这看惯美剧的感情伤不起。还好从十集左右开始看的，不然更伤不起。演员都不错，前十六集编剧也可以。结局的仓促有些接受不了。            
(4星)	 剧情不错，但不喜欢结局。            
(4星)	 挺好看的，对女2无感。韩江里面所有的衣服都搭配的很好看。。。男人学学吧。            
(NA)	 人的一生，从这里感受。            
(4星)	 挺好的~~连贯不罗嗦~            
(3星)	 唉。。。最后一集的时候，我真以为我在看国产的电视剧            
(4星)	 话说今年怎么这么流行魔幻色彩的爱情片呀            
(4星)	 看完有些感伤，算好看的            
(4星)	 想不到自己也爱看韩剧了！当然不是因为这部剧            
(2星)	 看了第一集就不想看了。。。。            
(5星)	 极端的人性，女主的宽容以及乐观……49天打破了我对韩剧的看法            
(4星)	 延续了韩剧一贯的虎头蛇尾的剧情，果真棒子们不擅长拍短的连续剧，这要好好和尼哄人学学，南奎丽好像是一大亮点，貌似丁一宇也整过了吗。            
(3星)	 前面还挺好的，只是见过烂尾的，没见过这么烂的~~~            
(4星)	 郑日宇在里面打酱油么            
(5星)	 49天找三个真心爱自己的人 原来这么难 这个世界能够为我们流泪的人也真的没有想像中那么多 生死无法掌控 活着的人把每天都当成最后一天努力活着 才是最重要的             
(4星)	 这女的演的我都看。。。            
(4星)	 雷人的结局            
(5星)	 会思考人生的意义，会好好的活着ps:哭死我了。。。。            
(3星)	 其实除了演员其他真心不是我的菜。            
(5星)	 很感人，尤其看到后边宋伊景跟宋伊秀见面，更是哭得淅沥哗啦。            
(4星)	 当日子是数着过的时候，将是不一样的活法。。            
(4星)	 蛮新颖的剧情，环环紧扣，算是比较少拖沓，值得一看。又有帅锅美女，看着养眼！            
(4星)	 她幸運的地看到了那些她不知道他們和他            
(4星)	 哭了，感动了，值了。            
(5星)	 当我看这个的时候 就在想 如果是我遇到这种事,会有几个人真心为我掉眼泪            
(3星)	 最后很感人。。。哈哈            
(5星)	 感觉像看着阿信演了20集韩剧            
(4星)	 每段都这么悲伤            
(3星)	 融合了近年各种韩剧的各种桥段啊……心理预期太低的后果是这狗血结局居然在承受范围内……不过李瑶媛的苹果脸真好看~            
