http://movie.douban.com/subject/3861997/	绝代商骄
(5星)	 有这样一个男演员，无论与他配戏的是谁，只要在阵容里看见他的名字，就会不由自主的找来看--黄子华先生。            
(4星)	 实在够搞笑，第一次觉得系有深度噶笑            
(4星)	 好看~！有新意            
(NA)	 虎头蛇尾，还过得去            
(5星)	 黄子华太好笑了 很好看            
(5星)	 我想买垃圾袋外套！！我想跟爽哥学做生意！！            
(4星)	 即使剧情简单，无新意，但是黄子华也能在如此乏味的剧情中发挥搞笑功力，吸引人的还有穿插在剧情中的营商技巧...            
(4星)	 算係甘話啦。佘詩曼把雞仔聲好適合演巴喳D嘅角色。子華表現滿分！            
(3星)	 只为黄子华。            
(4星)	 很好看            
(3星)	 虎头蛇尾            
(4星)	 不错            
(3星)	 整个后半部分都很差啊，一点都经不起推敲，TVB我算是对你失望了。一分给前几集，一分给黄子华，一分给最后的搞笑结局吧            
(5星)	 有黄子华噶剧集唔怕没笑料.....             
(5星)	 冲着黄子华来看这部片嗒！确实很不错！            
(5星)	 黄子华的确好幽默，佘诗曼也很不错哦。这部戏除了看戏，还可以学习很多的道理，估计今天TVB要颁一个奖给佘诗曼和黄子华啦            
(4星)	 有黄子华的都会看。            
(4星)	 前面比后面精彩~            
(4星)	 众望所归的happy ending……前半部比后半部多一点惊喜，后来越来越没新意的说；纠结的依然是编剧；不纠结的依然是子华。            
(4星)	 前面半截很好看，后面很沉闷，没看出来企业医生高明在哪儿。加之总是不自觉的拿佘跟ada比，自然是差了            
(5星)	 TVB难得精彩的喜剧            
(5星)	 喜欢黄子华阿。。。            
(3星)	 虎头蛇尾，烂结局令我一下子将佢打成3星            
(5星)	 子华出品，信心保证...            
(3星)	 是蛟佘害的            
(5星)	 小成本，不过很不错            
(5星)	 黄子华就是保证啊~            
(3星)	 李琦虹何必呢            
(4星)	 ~~~~~~~~!!!好看            
(4星)	 结尾狗血了点,不过有子华,佘女,这个剧就是靓!            
(4星)	 后面没前面好看。不过还不错啦～            
(4星)	 港式喜剧，轻松幽默还不忘带点小煽情，虽然最后剧情有些落于俗套，但还是让人从头爱到尾，正~头一次见阿佘演泼辣性格女，比起金枝欲孽里的角色出彩很多。            
(5星)	 近年来难得一部可以看得下去的港剧。喜欢黄子华            
(4星)	 好吧~偶爱黄子华~哈哈哈~            
(5星)	 子华魅力再现！            
(4星)	 原来佘诗曼的演技还是可以滴            
(4星)	 我爱子华~~~~~~~~~~~~~~~~            
(3星)	 港剧没一部看完以后觉得有营养的             
(5星)	 好看~~            
(3星)	 挺逗的            
(5星)	 美好到无以复加。            
(4星)	 黄子华 剧本吾错 又学到野            
(5星)	 力撑黄子华            
(5星)	 只因喜欢黄子华。            
(4星)	 很久没看到称得上好看的港剧了！遗憾的是就最后几集谈了下恋爱，真可惜。            
(5星)	 无敌黄子华!!            
(5星)	 黄子华的演技太棒了。            
(5星)	 我爱黄子华啊~            
(5星)	 超好看啊，黄子华很强            
(4星)	 黄子华 , 无敌 .....            
(3星)	 阿佘这个电视里面穿的衣服有韩国风。感觉档次有点降低。装嫩啦。。还是喜欢她OL的干练形象            
(5星)	 就此爱上黄子华！            
(5星)	 超搞笑啊            
(3星)	 就是冲着这个男人看这部电视的            
(4星)	 挺有意思的剧            
(5星)	 最爱系你！！！！            
(NA)	 爱死黄子华了！            
(5星)	 掂啊D桥！            
(5星)	 有栋笃笑味好笑之余又能学到知识，情节推进的不错阿佘也算有突破值得追看下去            
(4星)	 还行，不算最好，但是值得一看。            
(4星)	 TVB为什么总是不好好写结尾呢……            
(3星)	 TVB编剧越来越烂，浪费了黄子华。            
(5星)	 好劲好犀利，好睇！子华最高            
(5星)	 好了 决定迷黄子华了~            
(5星)	 赞~！            
(5星)	 黄子华出品，必属精品            
(5星)	 黄子华终于又拍新剧了.赞一下子华,狂骂TVB的编剧.            
(4星)	 如果不是佘诗曼就更好了..我承认我有偏见            
(4星)	 结局太仓促了            
(5星)	 狂爱啊！！@@            
(5星)	 黄生真是太有才了            
(5星)	 结局很囧很搞笑 黄子华浑身是戏            
(5星)	 麦提爽，我很欣赏！            
(4星)	 很喜欢最后被逼无奈的阿佘向黄子华长篇大论的那一段，更喜欢黄子华之后的反应，或许人与人之间的缘分只差一个明白的说明，而是否捅破或者又是另一种奇妙的缘分吧~~            
(5星)	 結局太搞了~~ww            
(5星)	 挺华哥~            
(4星)	 好中意黄子华丫~   &gt; &lt;            
(4星)	 阿爽            
(4星)	 麦提爽~            
(4星)	 黄子华很有型么~~马脸也变得可爱了            
(NA)	 還是因為黃子華.            
(NA)	  佘诗曼 很像一个旧同学，漂亮，漂亮，漂亮            
(5星)	 很好看！            
(4星)	 黄子华还是相当相当不错滴            
(4星)	 3.5*            
(5星)	 就黄子华那句：钓鱼岛是我们中国的。他所有的作品都值五星。            
(5星)	 同步看完大结局！激动中～～～黄子华的剧没有不看的道理～～～～～            
(5星)	 比五粒星纯粹系因为子华哥魅力没法挡~~~            
(5星)	 好玩            
(4星)	 笑爆撩 要有黄子华的镜头先笑趴啵~如果没有黄子华 估计我只能看到一半 因为有他我后面也是越看越辛苦港剧现状究竟是不是太尴尬了……            
(5星)	 越来越喜欢黄子华了！~~            
(5星)	 子华很棒。。。            
(5星)	 子华.子华.子华.子华.子华. yeah.            
(4星)	 哩个结尾太随便啦            
(4星)	 结尾没有出现阿爽的妈妈。黄子华和阿佘的火花还是不够，不如栋笃神探里面和ada的那个互动才叫精彩...            
(5星)	 正到爆啦~丧撑子华~            
(5星)	 麽麽~好嘢吖！佢果然永遠唔會讓人失望。子華，期待前傳~等緊你喇~            
(4星)	 佘诗曼演这种精明的欢喜冤家还挺讨人喜欢的~~            
(5星)	 除了子华 什么都没有            
(3星)	 一套衣服闯全集            
(4星)	 喜欢黄子华的戏需要理由么..?!            
(5星)	 大爱子华            
(5星)	 黄子华是无线的秘密武器。。。            
(5星)	 真四最近看過最好看的TVB劇了！！黃子華真系好天才 人也顯得比棟篤時年輕了！ 阿佘 你就應該堅定的走喜劇路線！            
(4星)	 不愧是黄子华的戏。。。。            
(5星)	 好好笑啊             
(NA)	 奸人坚最新作品            
(5星)	 黄子华，我爱死你啦····            
(4星)	 不知是不是佘的原因感觉没有男亲女爱和栋笃神探好看            
(5星)	 黃子華 正啊!!            
(3星)	 剧情太烂，看也只是为了看子华。            
(5星)	 有子华，就有欢乐的保证！又搞笑又能学到生意场的一些技巧和道理，值得晚晚追来看啦！            
(3星)	 还是虎头蛇尾            
(3星)	 开始还不错，后来就汗了。。。            
(2星)	 无通TVB的编剧都被外星人洗过脑了？！不然剧中人点会个个都好似IQ破左产梗。            
(3星)	 学商科，还满喜欢黄子华，必然得看看子华怎么解释那些古灵精怪的商业理论。不过老实讲，我还是喜欢子华讲些别的……最重要的是三水妹没有女长人讨人喜欢。            
(5星)	 amazing!!!麦提爽&amp;三水妹，近年荧屏少有的形象！！！            
(4星)	 很久不看TVB。。这部很轻松。。很有建设性            
(4星)	 几不错            
(5星)	 完全中晒子华毒!!!就算剧情有硬伤，睇在子华份上，俾足五粒星~            
(4星)	 真係幾有意思啲哦。夠了。            
(4星)	 不愧為黃子華..            
(4星)	 阿佘這個角色太有火花了！不愧是我喜歡的女人！            
(5星)	 阿爽着老西型到爆炸XD            
(5星)	 继莫作栋之后又一经典            
(5星)	 结局略嫌单薄.            
(5星)	 绝代这个词用在某人身上真的很对            
(5星)	 由今日开始 我哋唔试 我哋认真！好喜欢麦SIR和喵喵啊 哇哈哈            
(5星)	 近两三年来TVB时装片的最佳！狂爱子华和阿佘            
(3星)	 这片千万不能当商战片来看（太多不合逻辑），乐呵乐呵就够了。laughing哥是亮点。            
(5星)	 好钟意呢部剧，仲有好 like 黄子华同佘诗曼，依家煲晒去瞓觉啦，瞓醒咗迎接新嘅挑战！加油！你係 OK 嘅！            
(3星)	 很勵志的劇 可以學到很多商業方面的東西            
(5星)	 我爱三水妹            
(5星)	 学到很多。            
(NA)	 烂片            
(4星)	 第一次看到李琦虹的时候真的觉得像精灵一样的眼神，怎奈岁月啊，师奶级了。黄子华阿呆拜寿里的招祸，末代皇帝里的溥仪，即使我只看过他这几部剧，也知道他的演技胜过任何香港影帝。            
(NA)	 好爱黄子华~            
(NA)	 林淼淼太口爱鸟~~~            
(5星)	 超级好看，为什么没续集呢？            
(4星)	 我觉得我是来看栋笃笑的～～～            
(4星)	 好有喜感的黄子华。            
(5星)	 佘佘！:D            
(4星)	 我怎么就这么难以接受黄子华呢            
(4星)	 子华好挫啊。十四集超萌的 哈哈             
(5星)	 黄子华老了，也太瘦了，虽然佘诗曼和黄子华都是实力派，但看到他俩的吻戏，我还是深深的吐了            
(5星)	 麦提爽太聪明 三水妹太可爱            
(5星)	    还是黄子华            
(5星)	 超级好看 黄子华很逗笑 佘诗曼扮相很好看 商业理论不错 很值得学习            
(5星)	 因為子華，所以五星            
(4星)	 这部真的不错看，三水妹，呵呵            
(3星)	 看了几集，看不下去了。还是觉得男亲女爱是经典。跟黄子华搭档还是dodo姐的气场大一些，其他人都被他的气场给压过去咯。而且跟他搭档的类型全都是一个类型。看多了真是太雷同咯            
(5星)	 不知道为神马，这部剧没有那么讨厌佘诗曼诶。可能阿佘的现代剧没那么惹人厌像电驴吧，话说这个麦先生真有特色啊！上来一看才知道评价如此高，原来不是我低级趣味。            
(5星)	 谢天华出场真晚~~            
(4星)	 XZ.            
(4星)	 好好笑的一部电视剧。用浅易的道理让你明白真理。。            
(5星)	 确实是一部好片啊！            
(3星)	 怎么TVB的坏人都很弱啊            
(4星)	 2012正月除夕初一和哥哥一起看的，哑伯看时也很开心！无论这部剧还是这记忆都很值得！            
(5星)	 好喜欢麦提爽啊~~~            
(4星)	 算是后期来说我觉得还不错的电视剧。只是后来的剧情觉得真心由烂尾了。            
(4星)	 看完了，还不错! 木有盼头了! 呜呜。可能因为我先看的《怒火街头》，觉得这俩男主的性格太像了，虽然都归属于我不喜欢的类型，哈哈。黄子华挺出彩，笑点挺多，内涵也还好。还在努力自学，哦不，自听某语，发现木有字幕也好像好多了，不错不错有点小进步：）补充：我喜欢这个结尾！哈哈。            
(4星)	 很有笑料。虽然后半程不是很给力。但也算是有看下去的欲望滴。很轻松很诙谐。值得一看。            
(4星)	 还应该有灰武士的吧            
(5星)	 什么叫做精彩，什么叫好剧？什么叫经典？            
(4星)	 很有趣的电视剧，主要是黄子华表演得好啊，这部戏里的白武士和大冒险家里的白活都是商业天才，又有搞笑的地方，精彩的表演！            
(4星)	 子华子华，其实阿佘在这个里面演的蛮好的            
(5星)	 阿佘演这种喜剧角色也很适合啊，黄子华就照例出彩。整出戏就蛮逗趣，好睇。            
(5星)	 黄子华的戏通常都不错……            
(5星)	 黄子华不愧是栋笃之祖            
(3星)	 最近TVB看多了，其实没什么意思，可是一看就打算看完了。不费神~这个拍的一般            
(5星)	 风格和《栋笃神探》差不多，两部都超级搞笑，喜欢他的感情，特别好看！！！            
(NA)	 黄子华就是浪子嘛～～            
(5星)	 黄子华就是收视保证，剧情再离谱【我却喜欢】总能演出俗世真情来，阿佘那么努力早就应该接一些这样有个性的角色来演，什么刘三好的，还是洗洗睡了吧~            
(5星)	 子华!!!!!!!!!!!!!!!!!!!!!就是结局太仓促            
(3星)	 是看看佘诗曼的···男猪脚太丑逼了            
(5星)	 两个主角都很喜欢！            
(2星)	 这个真的不行啊，太生搬硬套了            
(4星)	 子华哥的戏当然OK啦！            
(5星)	 要是真有那么神的商业奇才就好了！            
(2星)	 消遣以下            
(5星)	 好看！            
(3星)	 三星全给黄子华。            
(4星)	 还好吧，没有想象中好看。佘诗曼在里面的造型很不错，这种角色不就很适合她嘛，三好什么的以后还是少接一点好。在里面能学到不少经济学理论，当然，都是层面上的知识而已。麦提爽这个人设跟莫作栋蛮相似的。            
(3星)	 黄子华从dodo姐配到蔡少芬再配到佘诗曼，外表一点变化都没，保养得真好……            
(5星)	 神奇的组合，神奇的效果，赞！            
(3星)	 三水妹啊三水妹~            
(4星)	 一切尽在黄子华。不过，觉得他在这片中的演技似乎有所下降，没以前那么认真在演了。不过还是喜欢他独有的味道，麦提爽这个角色完全是为他打造的，剧中仍然有很多子华制造，也因此才精彩。佘的演技进步了            
(4星)	 冲着黄子华去的~~~            
(4星)	None
(4星)	 矮油　太喜欢黄子华了　            
(3星)	 前面看的很带劲儿，后面不知道为什么有些散乱了，好像是为了编剧而编剧            
(5星)	 笑死我了……            
(5星)	 黃子華就是TVB喜劇的靈丹妙藥            
(5星)	 学到d商业策略            
(4星)	 轻松、诙谐，实乃放松心情谋杀时间之佳品！            
(5星)	 他们两个都真的演的灰常好啊~~~            
(5星)	 lol            
(5星)	 补齐返之前未睇完的好多戏份，应该给五分！究竟果个男主角好似死鬼咗的结局是阿佘的戏定是子华的戏呢！唔是呢出又唔是栋笃，究竟是咩呢？！@蒲团儿小丸子 你有没有印象？            
(5星)	 太好看了，很搞笑，台词也很有味道！！！！            
(5星)	 哈哈哈，佘诗曼在上面好漂亮~子华哥好扯~            
(5星)	 等价交换，合理化烟雾，逢商必奸，连长尾理论~~由米总结得很好嘎。            
(5星)	 黄子华一出，必有妙品！            
(4星)	 有了过去看港剧的感觉            
(4星)	 学粤语            
(5星)	 非常好看，tvb迷必看啊~~~~            
(4星)	 黄子华算大器晚成么？还不错的！            
(5星)	 轻松又搞笑~！从头到尾都在笑~还能学到一些知识~❤            
(4星)	 太喜欢黄子华了~~~            
(5星)	 恶俗的港剧，不过很好看。            
(4星)	 故事不错。跟商业没有太大关系，基本上是讲情的。            
(4星)	 还剩4集，实在看不下去了            
(4星)	 挺好            
(4星)	 黄子华的戏都好搞笑 麦提爽            
(4星)	 黄子华当然不能错过~            
(5星)	 办公室生存之四大法宝：he做，假duo，虚应，陪笑。            
(4星)	 天呐，赐我一个麦提爽吧！            
(3星)	 剧情好夸张啊 但黄子华和阿佘的表演真的没话说 笑死了~~~            
(3星)	 黄子华大爱！！！！ 剧情其实一般            
(3星)	 三星半  蛮好笑            
(5星)	 栋笃笑啊啊啊！！            
(5星)	 一边看剧一边学经商            
(4星)	 四颗星给子华给李绮红，他们都是有着灵气的演员。            
(3星)	 黄子华            
(4星)	 蛮搞笑的            
(5星)	 黄子华和laughing超好笑的 阿佘也漂亮            
(4星)	 结局还真是BLABLABLA...            
(3星)	 你怎么就那么聪明呢？            
(NA)	 也没坚持下去啊啊            
(4星)	 难得在轻松之余，让我学习思考。。。。 话说 “等价交换”。。。            
(5星)	 黄子华的都是好戏。            
(3星)	None
(3星)	 麥提爽的衣服穿起來像個HOLLOW似的，漸漸看他的行為還真的有點像失去內心空虛的HOLLOW了。最後編劇的心都偏到月球上去了,把麥摘得一干二淨,好吧,主角就這樣,怎麼著,你            
(3星)	 没笃神探好看            
(4星)	 子华兄。            
(5星)	 麥提爽就是一絕種好男人，剛看完這劇徹底喜歡上子華叔了，星爺之後香港很久沒有這麼好的喜劇演員了，黃子華的演技太贊了！劇情還好，因為企業顧問這個題材比較吸引我...            
(4星)	 黄子华依然很出彩~            
(4星)	 能看出点东西还不错。            
(1星)	 讨厌黄子华            
(5星)	 好吃好玩又好看，就是它咯~好想吃细蓉哦            
(5星)	 爱煞了阿佘犀利港女的样子，刘三好这样的圣母完全不适合她            
(4星)	 搞笑的來又頗有深意，同埋阿佘系入邊好索！            
(5星)	 五星给子华            
(4星)	 好看！            
(5星)	 爱死黄子华了             
(NA)	 领导突然翻出来            
(5星)	 黄子华啊啊啊啊佘诗曼啊啊啊啊！！！！！！！            
(NA)	 耐看的某人O(∩_∩)O            
(4星)	 很好笑咧.            
(5星)	 你听个财经佬同你讲，大手买入....佢真正意思就系买少少；佢同你讲买少少，即系叫你唔好卖；佢叫你唔好卖嘅时候，就即系叫你沽；当佢叫你沽嘅时候，真正意思就系，沽都无谓。。。             
(5星)	 三天看完！黄子华把一个绝世商业奇才的隐忍，大度，孤僻和才智演活了！很多时候，如果阿爽的家不是出入自由，这戏就演不下去啦~哈哈哈哈！佘诗曼好泼辣，好美！            
(4星)	 不喜欢余诗曼！要是蔡少芬就好了            
(NA)	 D雨褛都几好哦~            
(4星)	 黄子华 就冲这个人也好看啊            
(3星)	 最后也没坚持看完。。。            
(4星)	 黄子华无得顶，YEAH……            
(5星)	 绝对好看(&gt;_&lt;)            
(3星)	 看在黄子华面上看的            
(4星)	 有子华哥绝对出彩            
(5星)	 小成本总是给人意外惊喜。            
(NA)	 就是通过这部剧知道黄子华。从09年到现在，我已经看过三次意犹未尽。两人很搭，哈哈            
(4星)	 能学到挺多东西的            
(4星)	 ssm集集有新衫 so fashion!            
(NA)	 我就是看看里面的商业的东西。。            
(5星)	 越发喜欢黄子华了，值得推荐的一部好戏            
(4星)	 黄子华真的很赞            
(5星)	 智商挺高的            
(5星)	 一开始看久很喜欢了，本来是搜谢天华的剧，结果看到了这么一部好片。很难得的片子，超级喜欢阿爽，古灵精怪又很善良可爱，还很让人心疼。            
(3星)	 比栋笃神探差好多……故事好散乱            
(4星)	 tvb的片子无可非议。喜欢这样的风格            
(3星)	 过程满搞笑，但感觉是看过连主线都忘记的剧，有些点满奇怪的，如果不是黄子华，早都弃了            
(5星)	 麦提爽...            
(4星)	 佘诗曼的38明显很蔡少芬             
(4星)	 爱上黄子华了，喜欢莫作栋，喜欢余乐天，喜欢 麦提爽。他演的通通喜欢了。            
(NA)	 小明的烂gag真系够巴闭啊~~            
(4星)	 有劲有劲            
(4星)	 幽默却不尽是无厘头的一部与经商还是有些关联的喜剧，值得一看，特别是心情不好的时候~^_^            
(5星)	 ╭(╯3╰)╮黄子华。            
(2星)	       纯粹打发时间，无聊之作。很适合我无聊的时候不动脑子的看完。            
(4星)	 黄子华蛮灵的            
(5星)	 5星只为黄子华！当然故事也不错……            
(4星)	 还不错吧，快速看完，很多商界诡计可能忽略了，不过整体来说还不错啦            
(NA)	 黄子华果然系我噶最爱            
(NA)	 黄子华演戏不多，但是我看过的几部都算是经典吧，比如《栋笃神探》……#观影录#            
(4星)	 当年看绝代商骄的时候还专门去查子华他弟是谁演的 谢天华赞哦            
(5星)	 好搞笑啊从头笑到尾！！！麦提爽实在有太多金句了。黄子华，赞！阿佘好适合演呢D巴扎妹。李绮红好似亚洲版Natalie Portman！            
(4星)	 本来不喜欢佘大嘴的.后来越看越喜欢她            
(5星)	 剧情不错 演得也不错 人物搭配的也很好            
(5星)	 黄子华真是好有才华。。            
(5星)	 黄子华, 我好捧你场嘎!!             
(5星)	 好看            
(5星)	 看TVB学鸟语，这个不错哦            
(4星)	 笑死了            
(5星)	 记得看的时候一直在笑，太折服于佘诗曼的演技了，演什么像什么！            
(3星)	 我不喜欢黄子华              
(NA)	 黄子华怎么演都很出色。            
(5星)	 我爱子华            
(4星)	 教育剧。。。不错~            
(NA)	 没看完 不想再看了            
(3星)	 還是那個莫作棟 但不是那個李慧慧了            
(5星)	 怎么会有人说搞笑呢。我记得我几个月前看的是哭的跟坨屎似的。为什么？？？            
(4星)	 栋笃神探已经无法被超越了. 这部剧情太弱太拖沓, 不过看到子华已经很开心            
(NA)	 Cantonese1            
(4星)	 三水妹好看            
(4星)	 呵呵，很喜欢。。。    喜欢这种真实的感觉，不是因为什么，就是感觉很好。喜欢            
(5星)	 子华，超级搞笑            
(5星)	 很久前看的了 在这里第一次听说蓝海，明白28定律，喜欢上浮夸~            
(4星)	 这部剧 我很喜欢 黄子华演的很好            
(5星)	 喜欢黄子华            
(4星)	 有黄子华的剧都不错。            
(4星)	 每集都好好睇！不过谢天华、许绍雄等角色的剧情连唔上实在系瑕疵。            
(4星)	 虽然男主唔系好靓，都几好笑噶            
(4星)	 黄子华做戏，不笑不行            
(4星)	 阿佘很漂亮            
(4星)	 港剧果然适合阖家观赏~~            
(4星)	 栋笃笑 1.2010哗众取宠 2.2006少儿不宜            
(5星)	None
(4星)	 喜欢黄子华，实在无法阻挡他的魅力~            
(4星)	 黄子华值一颗星            
(4星)	 不羁的麦提爽 太扎进了 会不会接班同样贫的Bobby仔类 TVB贫嘴的角好稀缺的类            
(4星)	 男女主角都很喜欢，原来到了三十多岁也能碰到爱的人。我对黄子华一直都是太监的形象，这次让我大大转变观念            
(5星)	 麦提爽~~很喜欢~~            
(5星)	 大爱 淼淼`            
(3星)	 三分是给黄子华的。            
(4星)	 可以学学怎么噎人，编剧好贫。            
(5星)	 子华无敌            
(3星)	 一般吧            
(5星)	 黄子华=质量保证。            
(5星)	 黄子华经典            
(4星)	 有多少人是因为黄子华才看的？其他演员，剧情，TVB特产狗血、曲折离奇，全是狗屎。佘诗曼真他娘的丑！但是黄子华一个人基本就满分了。            
(3星)	 大一军训时的消遣。某仙喜欢的欢乐剧。            
(4星)	 阿佘还是很有魅力的。男猪脚虽然长相堪舆，但是胜在剧本还凑合~不过话说TVB都在室内拍这是有比较便宜么            
(4星)	 冲着里面的商业理论和黄子华所以给了四星            
(5星)	 黄生~~~~~~  这里面佘诗曼还好看点            
(5星)	 Dayo真是大師啊！            
(4星)	 缺乏安全感凡事放心里的男猪&amp;出人意料的结局——couple登入星光闪闪的厕所捞粪坑里的戒指……            
(4星)	 你作为一个朋友，千古难求；你作为一条水鱼，举世无双！            
(4星)	 黄子华蛮搞笑的~~            
(NA)	 很搞笑哇咔咔 ss和子华             
(5星)	 还好吧~~SS很美            
(5星)	 黄子华的剧 绝对是这个效果            
(NA)	 我爱我爱我爱我爱我爱我爱我爱            
(NA)	 黄子华太有才了            
(4星)	 前面很给力~后面就~            
(5星)	 很不错的电视剧，吸引人一集接一集不停的看下去            
(NA)	 过誉过誉啊啊啊啊啊            
(4星)	 结局太草率了。强烈想看麦提爽的黑武士前传。大爱黄子华！            
(5星)	 爱死黄子华了！            
(4星)	 “其实我有洁癖的，每天上完厕所我都会忧郁好几个小时。”--最近好欢喜黄子华            
(5星)	 很幽默搞笑的一部份子，事实真的证明了，有才男人真的很吸引人，我对黄子华改观            
(3星)	 黄子华好搞笑            
(5星)	 发现佘诗曼还有喜剧天分。表白的那段太纯情了真羡慕            
(5星)	 黄子华必然五颗星~            
(5星)	 我想我爱上黄子华这个男人了。            
(5星)	 四颗半！好睇！但黄生演爱情戏果真唔够味啊。总觉得怪怪的。没在一起的时侯希望他们在一起。在一起了又觉得哪里不对劲。。黄生！再靓仔d就得了~哈哈。三水妹吼的时侯特别可爱~开心不开心都想购物~这才是女人啊！            
(3星)	 爱情戏方面少D会更好            
(5星)	 超级喜欢黄子华            
(5星)	 很久没看到这么好看的港剧了            
(2星)	 两次都看到一半没追下去的兴趣            
(4星)	 子华最靓仔哩部喇~!!            
(4星)	 好经典的台词啊哈哈            
(4星)	  黄子华            
(4星)	 佘诗曼就应该演这类角色，黄子华赞的不得了。            
(4星)	 7.5/10            
(5星)	 就是喜欢你啊，可爱的你。            
(5星)	 挺热闹的，看着不累而且蛮开心的~~            
(4星)	 點會啊？點會到現今先至開始鐘意叻？            
(NA)	 尝试拍拖那段，哈哈，黄子华与佘诗曼。            
(4星)	 比男亲女爱合我胃口            
(5星)	 绝对的09年港剧第一名！！！            
(5星)	 黄子华灵的            
(NA)	 港剧都看了，你说生活多无聊            
(3星)	 剧情实在一般 不是为了s真看不下去             
(5星)	 难得佘诗曼居然没有被黄子华抢戏            
(4星)	 商业竞争黑幕重重耗费心力，幸好淼淼和麦提爽的嬉笑怒骂            
(NA)	 港剧陪伴了我走过初中高中，现在还是喜欢看。            
(5星)	 五颗星比子华噶            
(4星)	 阿佘还是演三水妹这种角色好            
(4星)	 前面很好看 后面几集就有点勉强了~~~林木森和他老婆很搞笑啊有木有~~~~实在不喜欢佘慕莲。。。那年的香儿去哪儿了T T            
(5星)	 笑破大牙            
(4星)	 欢喜冤家            
(5星)	 这部剧让我体会到黄子华这个男人太赞了！！是不是有点晚。。谢天华在这部里面表现也很好，佘诗曼也表现异常好，比后来什么她在公主嫁到宫心计强多了，难道也是黄子华的关系！！            
(NA)	 又看了一遍。征服的力量究根到底依然是智慧。            
(5星)	 其实  蛮想做MBA 的，，好神奇啊            
(5星)	 黄子华的片必看 满分            
(NA)	 从这里开始黄子华            
(5星)	 好吧，撇除某些演员造作演技，某些TVB烂套剧情xyz……还是很稀饭子华啊~~~~            
(4星)	 佘诗曼很好看 一开始觉得黄子华话多 看完有点喜欢这个人             
(5星)	 黄子华太适合这类贱贱搞笑的人物了，阿佘也不赖            
(4星)	 挺搞笑的。            
(5星)	 如果女猪脚不是佘诗曼的话我给7星都行。            
(3星)	 黄子华全局穿的那套衣服  注重了红、白、黑三色的搭配  很赞。余诗曼的体型  羡慕嫉妒恨啊~！最后的结局  两人一起都想粪堆  想想就可笑~总体获得的感受就是   要真正的了解一个人需要长期在一起才能确定下来  一旦确定了解此人  就不会被他的表面现象所迷惑误解  信任爱情油然而            
(2星)	 我觉得佘诗曼就那两部精彩剧后就是个悲剧了            
(5星)	 有黄子华，其他的角色都是浮云啊~            
(3星)	 看前面觉得很搞笑、但是电视剧嘛，看的时候总会觉得剧情长又拖，不过结局还是皆大欢喜、            
(5星)	 我爱子华兄！！！！            
(4星)	 D对白太经典啦~！            
(4星)	 时隔多年以后看的一部港剧，以前很爱看港剧的，现在都转向欧美去啦            
(5星)	 经济幽默类            
(4星)	 对话很有味道            
(4星)	 不错吧，虽然很老套的港剧，没有特别出彩之处，除了黄子华            
(3星)	 为嘛黄子华每次演的都是一个风格？            
(NA)	 黄子华大爱啊~~            
(5星)	 超级好看！！！！！            
(5星)	 xx大xx!!!!!!!            
(5星)	 喜欢黄子华:）            
(5星)	 笑死了，黄子华太魅力了            
(3星)	 学习剧            
(3星)	 第一次看黄子华的片子，非常有性格的演员            
(4星)	 好看            
(5星)	 黄子华真是一朵奇葩            
(4星)	 TVB果然是我的精神食粮呀~：）            
(5星)	 最近很爱看港剧 有故事 有感情 最主要是有智慧            
(4星)	 黄子华太可爱了！！！！            
(4星)	 大仙            
(4星)	 麦提爽！！！三水妹！！！            
(NA)	 一部经典的生意娱乐片            
(3星)	 为了黄子华看的，还行吧，就是比不上栋笃。。。            
(4星)	 三水妹            
(4星)	 喜欢黄子华的风格，比较搞笑            
(5星)	 喜欢黄子华这种类型的。            
(NA)	 开头惊艳，后面的笑一笑，喷喷饭就过去了。            
(5星)	 爱的是黄子华            
(5星)	 经典的经典~~            
(5星)	 三水妹            
(1星)	 无聊            
(NA)	 典型的TVB，蛮搞笑。            
(4星)	 黄子华大叔～            
(5星)	 看了两遍,不太满意后面的传奇化和老套路,那也没啥.很值得推荐.            
(5星)	 黄Sir太油菜了....哈哈哈.....            
(5星)	 我看电视剧很少评五分的。。满分了。。            
(4星)	 哈哈，子华哥！！！            
(3星)	 讲商能再多点就好了。            
(5星)	 无条件支持子华！！！            
(4星)	 轻松 愉快            
(4星)	 完全因为黄子华            
(5星)	 子华神作无限。。            
(5星)	 黄子华没有让我失望，佘诗曼的港女演绎让我很惊艳，两人的互动精彩，对白搞笑，绝对值5星了。            
(3星)	 谢天华还这么搞笑呀，他们三人去KTV唱歌，谢天华唱的是吴卓羲的歌，嘿嘿            
(5星)	 看得开心。商业入门。黄子华展现个人风格。            
(NA)	 看了电视剧，看到“二八定律”“长尾理论”，很有亲切感，不错            
(5星)	 从栋笃神探到绝代商骄，黄子华一次次令我心动。            
(3星)	 有点无奈呀。            
(5星)	 SS的八婆妹很可爱！！！            
(3星)	 其实还有些地方还蛮搞笑的。。。            
(3星)	 轻松好笑。            
(5星)	 黄生真是。。。啊。。。幽骂幽骂            
(5星)	 除了本来欣赏的男女主角，发现电视中还有另两个女的也不错            
(3星)	 黄纸华，好好笑。剧情神马的，真弱。。@0311            
