http://movie.douban.com/subject/4236836/	团圆
(1星)	这是花好月圆的翻版么？
(5星)	暑假开始才看的。当时可能已经十几二十集了。喜欢看这种家斗剧。不过香港从八十年代的戏开始就喜欢表兄妹乱伦。一直都喜欢汪琳，这次也是难得出山阿！我也被郭晋安迷死了！！同意下面的简短评论，陈锦鸿是新一代的咆哮帝！
(2星)	狗血
(3星)	其实我已经追到了29集...吴卓羲为什么总是演这种冲动派呢？陈锦鸿好歹也演过酷酷的黑社会演过胡斐，干嘛总是没脑子地吼呀吼呀。为了翁以进继续看下去吧。
(3星)	话说郭晋安真心不错。感觉像山寨版的家好月圆，就差对薄公堂了。故事匆匆结束，很多事情都没有交代，到底想怎么样啊~
(4星)	tvb传统剧情。
(3星)	此剧有耐心看完我绝对是对tvb太热衷了！此剧第一号大白痴就是大丰收，陈锦鸿你这个傻逼我再也不要看你的戏，第二号大白痴是大满贯，无脑大吃女，对演员本人也无好感！第三号就是吴卓羲演得白痴少爷，会分是非吗！？三星全给郭晋安
(3星)	还是那句话，TVB打算什么时候让吴卓羲成熟起来？
(4星)	30集实在是太长了 好在结局还是很圆满的 大概为了配合剧名 在追剧过程中实在是觉得里面的人都有点狂躁 特别是陈锦鸿 典型的狂躁症啊 好吓人！
(3星)	20集后开始脑残无比 吐槽都无力了 为了安仔的演技 快进着快进着还是看到了大结局
(3星)	要不是为了郭晋安的这个角色 我恐怕第一集就弃了····
(4星)	挺好看
(2星)	徐子珊还能更丑一点吗
(4星)	纯粹为了看郭晋安。。。
(4星)	就是有点拖沓。。。。吴卓羲胖来。。。。
(3星)	就算是做面的，也不用一到吃东西就是面吧，不会反胃？吴卓羲脑残又大嘴巴；大丰收吼得很得劲；徐子珊一演好姑娘就觉得假，哭戏难看；男人婆喜欢的那个男的，叫什么来着的，弱智垃圾男嘛~~~能看的就剩郭晋安，跟他妈妈的几场戏都还不错
(3星)	结尾太拼凑了，感觉小失望，郭晋安的地位都没体现，算是个失败作品吧
(3星)	郭晋安真心不错，可惜到最后给安排的女友没啥名气啊
(NA)	我真是太太太太太讨厌陈锦鸿
(3星)	陈锦鸿叔叔，您是要争做香港咆哮帝吗？ .
(NA)	果个以行系白痴+弱智啊，傻噶都体得出王洪有问题啦，而且手指咬出唔咬入，自己阿哥都唔信信外人，有某搞错啊
(NA)	这部片里大家都喜欢嫁给表哥
(2星)	点解表妹可以同表哥结婚。。。
(3星)	写推荐是因为郭晋安很有型啊啊啊。。剧本真只是还行。。直接导致没有耐心追完。。
(4星)	一般
(NA)	迷你版家好月圆？
(3星)	看了最后两集，我就知道之前在讲什么了。
(3星)	极度讨厌里面的大丰收&amp;以行……可是为什么大满贯不和阿熙在一起啊……
(5星)	郭晋安演技太好咯~那个眼神秒杀~帅啊~就喜欢看以进和家富的戏了~越来越讨厌陈锦鸿了。。他是不是变胖了啊
(3星)	以进心该碎成什么样了啊..这部剧高潮来得太慢了，要不是郭晋安撑着我差点看不下去。
(3星)	陈锦鸿好演技！
(NA)	陳錦鴻好吵啊，看了2集就棄了
(4星)	开头觉得没什么意思，越看到后面越觉得好玩儿
(NA)	弃了- - 
(NA)	近親結婚不犯法咩- -。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
(4星)	最后真好。 我改喜欢郭晋安了！ 哈哈
(5星)	好帅
(4星)	编剧编得不错。
(3星)	不咋地
(3星)	除咗郭晋安, 个个都欠扁
(4星)	演员没一个顺眼的，但是看的还蛮起劲的……
(3星)	如果不是因为郭晋安,我还真的看不下去...都是一群傻子被耍的团团转
(3星)	完成任务看完
(3星)	作为消遣看看也挺好的
(NA)	和O窝在沙发上看的：）幸福的时光~~
(2星)	不行了，我要放弃了，真的真的不能忍受陈锦鸿的咆哮了。
(NA)	整部剧郭晋安演得甚是出彩，相当有魅力
(4星)	很久未看到如此精彩的家庭斗争剧了,挺精彩的!!
(2星)	集狗血之大全！
(3星)	满纠结的
(3星)	剧情稍有些拖沓……整体而言还不错~
(1星)	一星给郭晋安!
(NA)	我只想看以进和zita，既然zita是打酱油的，我也不看了！！！
(4星)	为了安仔看的，虽然剧情不咋地~
(4星)	每次看都好想好想好想好想....................吃麵。很多觀眾都是被陳錦鴻嚇跑的吧 如果他沒有咆哮了整個第一集 會有更多人看的。沒看過家好月圓 所以堅持看了下來。最後幾集還追得不行 也氣得不行 大家族就是特麼事多。我的唯仔~有什麽不好的 為毛永遠演招積文這種不入流的角色(┳＿┳)... 
(3星)	剧情老套的大家族美好大结局剧
(2星)	不敢恭维
(3星)	19，30
(3星)	吴肉先桑，你真的需要突破一下了
(3星)	看得我只有两个字：闹腾！
(2星)	老掉牙的剧情，自从家好月圆一夜爆红后，N部模仿作诞生，而这部就是N部中最差的1部，故事情节单一乏味，女猪脚长得也不能入眼，剧情都能猜到。
(2星)	额，我想说吴卓羲怎么没以前好看了？
(3星)	还行，可以看看。
(3星)	以为陈锦鸿会给我惊喜，看来看去还是《老婆大人》里的葛国光。
(3星)	主要看郭靖安和陈锦鸿，当年这两人在《天地男儿》里的气质和如今的角色正好相反。所以实力派呐。
(3星)	不喜欢徐子珊。。。
(4星)	越发讨厌吴卓羲- - 
(3星)	除了郭晋安，别人都在干什么啊！剧情白痴
(3星)	还是要靠安仔撑台面...
(1星)	我真的受不了了，，，太恶心了。。。。。。。烂片，SB片子
(3星)	完全是为了郭晋安.我觉得TVB是要毁掉我家吴生啊,各种吐槽,各种锤墙,算了.
(5星)	灵
(3星)	没感觉，还是TVB老套路 看了差不多20年的老套路   而陈锦鸿演的角色就是个白痴
(3星)	狗血的结局。。。。
(1星)	完全就是山寨版的家好月圆..
(NA)	就是XX版的溏心风暴之家好月圆嘛
(2星)	陈锦鸿真的也可以算上是咆哮教主了，开始是为了看吴卓羲到最后变成看郭晋安了。
(3星)	一般~
(3星)	罗仲谦梁靖琪要上位啊
(3星)	这种片果然是越接近结局越好看。。。
(2星)	看了开头就开始闹心。
(3星)	第三颗星给郭晋安，陈锦鸿这里有点受不了~PS：期待Ron和他拍巴不得爸爸2~
(3星)	最后是烂尾...
(4星)	为了看梁靖琪
(4星)	感觉自己比较撑翁家噶人，有时觉得万家噶人实在太白痴啦。
(3星)	就是家庭剧~~不过。。总觉得这方面很难突破了~
(4星)	这电视剧里只喜欢翁以进。。。
(3星)	依旧欢乐大结局，不过人物性格前后反差挺大的。
(NA)	感觉就是翻版《家好月圆》嘛！没林峰，没杨怡，还不知道能不能追得下去？真受不了陈锦鸿那歇斯底里的样子！
(4星)	吴唱K最后一集才发力，其实结局结的太快，俩老头基情无限啊，王洪疯了之后还对眼，omg，郭晋安帅到爆炸
(3星)	剧情很老套，但我很中意，郭靖安好适合这种腹黑的角色！
(3星)	哎，终于把30集的团圆看掉了，不容易啊~结尾又草草了事，大团圆结局了吧~Z3里面不好看，郭晋安倒真是不错啊~姚嘉妮怎么越看越丑啊~~TVB不适合再拍这种类型的剧了~陈锦鸿好吵~~~哎，整部剧起起伏伏，家庭乱伦腐剧！
(2星)	没有一集不落的看下去。
(3星)	徐子珊真是看不下去了啊……陈锦鸿也讨厌，哼哼
(3星)	哎呀呀，争家产的话题，永远不过时
(3星)	不精彩，方便面剧
(3星)	半途而废了
(3星)	剧情越来越奇怪……看不下去……
(5星)	后面没看完。哪天去补起
(2星)	真的蛮虐心的，除了郭晋安真的没人可以看得下去的
(NA)	翁家除了以进全家真他妈蠢货一大帮,看得我好心力交瘁
(3星)	剧情比较弱。。。
(3星)	又是一场大龙凤。
(3星)	陈锦鸿把声真是好嘈好嘈，吴RON怎么尽是这种不讨好的角色
(3星)	郭晋安
(2星)	两星都是给阿Ron的。陈锦鸿丝毫看不出演技，一味咆哮，跟他爸两个又蠢又冲动，每次被郭晋安治住只会迁怒阿Ron，一点都不自省，抵佢地输哂。。。
(2星)	陈锦鸿要做下一个咆哮帝麽？在里面太鸡冻了吧...有点适得其反....
(3星)	家族剧，没仔细看。
(4星)	四星全给郭晋安
(NA)	为什么富贵妹没和大表哥在一起
(2星)	在家庭争斗剧里算差的了，还是无法超越溏心风暴啊~而且结局相当的狗血，感觉是急急赶出来的
(2星)	是
(4星)	二少您就是個癡情男結婚狂...
(3星)	结局也懒得看了，这剧情的走向太EX了，拉快进还不如不看= =+
(4星)	开头不错，结果烂尾~人物太多，情节太跳了~
(NA)	表哥表妹这都能搞啊，TVB的片子老这样，不喜欢啊不喜欢某些演员 演的太夸张了，你还是个老演员啊
(4星)	Ron 捂脸 好帅哦~~~
(4星)	30完
(2星)	快乐，不是因你拥有的多，而是因你计较的少。
(4星)	对郭晋安改观啦~~
(2星)	抱着多大的热情去看TVB的家产剧，结果只看到了向来冲动无变化的阿RON，清纯起来不对味的Z3，要不是安仔的魅力支撑整部剧真的不知还有什么，而且是在给陈锦鸿招黑有木有！！！！！！
(2星)	看不下去
(3星)	看多了，一般般
(2星)	第一集有点无聊...弃
(3星)	成全未改的志愿，曾离别过相信可团圆。
(3星)	看这部只看郭晋安呐
(3星)	人物关系忒复杂，在怀疑有木有乱伦...没一个角色是讨喜的，特别是大丰收和吴卓羲，简直是SB
(NA)	一集观望中，没什么亮点。感觉没有家好月圆，溏心风暴系列好看。
(3星)	开始觉得都几好。。但系最后估都估到既怀旧结局。。无奈啊~
(4星)	老子又看哭了！！！是有几脆弱！！！
(3星)	很无聊
(2星)	完全忍不了徐子珊和陳錦鴻丫~就算有吳卓羲也要果斷拋棄了。。。。
(3星)	看了几集弃了 没有剧情说的跌宕起伏 激动人心 浪费好演员
(3星)	断断续续看完结局，不太喜欢呐
(4星)	以进太有爱了，四星全给安仔，演技超赞！
(3星)	没有以前那种家族剧的感觉了~
(3星)	徐子珊的气场确实强大~~~
(4星)	郭晋安的独角戏，肉肉同学你能不能不演冲动少年了
(4星)	喜欢面条，喜欢大满贯那三个人
(3星)	求婚求多了是会怀孕的 看看悲催的小行和圣母富贵妹就知道了.....这剧就是幼稚的编剧讲了一群幼稚鬼的NC故事
