http://movie.douban.com/subject/2221708/	永不瞑目
(4星)	 因此片喜欢上了袁立。            
(5星)	 好吧！这个我承认我很喜欢。            
(5星)	 经典剧啊。对欧庆春的喜爱是无限的！记忆最深的是肖童背演讲稿和欧阳兰兰开黄色跑车去找肖童。还有结尾下扶梯的那场悲剧。。。            
(NA)	 我姥姥看完此剧成了陆毅的粉丝            
(3星)	None
(4星)	    跟我老爹在一起看过两集.            
(5星)	 记忆中最爱的电视剧            
(3星)	 又一部全家一起观看的            
(4星)	 妈妈的最爱            
(4星)	 高中时看的，之前看过小说，陆毅完全符合我心目中肖童的形象！            
(NA)	 找回了丢失了的东西            
(4星)	 我就喜欢欧阳兰兰，就希望她跟肖童在一起。哎肖童真可惜。难过            
(NA)	 谁写的影评 爱国是个陷阱            
(5星)	 有个岛国女演员很像欧庆春~            
(3星)	 陆毅怎么会喜欢哪个女警的呢，那么老的感觉~很爱陆毅啊~            
(3星)	 对陆毅无爱            
(4星)	 又重看一遍，才发现祖国发展的脚步有多快啊！            
(3星)	 我爸妈的、、、            
(5星)	 我校            
(4星)	 老早的。。。            
(4星)	 再看看现在的陆毅。。。。。岁月是把杀猪刀啊            
(4星)	 记得小时候的夏天的下午，全家都去地里干活，回来正好看。            
(3星)	 比翻拍的新版好一些。            
(NA)	 。。。喜欢女主和小童。。。欧阳太狠了            
(3星)	 最后竟然死了，好伤心。            
(5星)	 我以为这才是虐的剧情。都快哭了。。            
(5星)	 经典            
(4星)	 突然翻出来、发现真的是很多年以前            
(4星)	 跟着老爸看的。            
(4星)	 记得那时九城有个网友就叫 愤怒的肖童 赵宝刚那时明明是会好好拍戏的 现在人老了就狡猾了 不费力气拍垃圾骗钱            
(4星)	 如果不是陆毅把这个角色诠释得那么到位，就不会那么感人            
(NA)	 没印象            
(4星)	 第一部海岩剧啊……            
(5星)	 老剧真好～            
(NA)	 每天追啊！！！！！！            
(3星)	 陆毅还蛮帅的            
(4星)	 我对肖童的“经历”很有感觉！帅气的肖童，惹上毒瘾，身陷泥潭，但心中始终爱着那个女人，然自己的行径却多次令其失望，有时候他自己也不知道到底为什么自己会如此颓废，无奈加无助，最后悲惨的死掉，悲剧！            
(4星)	 剧情全忘了。。。            
(NA)	 最后一集哭死我了            
(4星)	 一直很纠结，欧阳兰兰又漂亮又爱肖童，可他偏偏喜欢那个刻板的欧庆春。最后兰兰对肖童说的话是什么呢？            
(4星)	 每次提到内地小生 ~第一个想到的总是陆毅~            
(5星)	 陆毅。。。            
(3星)	 之后陆毅的演出总有肖童的感觉            
(3星)	 那时候陆毅的小圆脸。            
(5星)	 很不错的片子，虽然是十年前的，但是很经典            
(5星)	 当年的经典~            
(4星)	 某人说过，记忆深刻            
(4星)	 虽然我好讨厌陆毅，但是我好喜欢欧阳兰兰。。别拍新的了。。            
(5星)	 这个版本注定是经典。            
(3星)	 那一年的欧阳兰兰还很青涩很稚嫩 那一年陆毅还很小生            
(5星)	 你块回来，小学时候的记忆吧            
(3星)	 陆毅还是这个时候帅啊 现在都残了            
(4星)	 还行。            
(4星)	 仍记得最后一幕死于电梯            
(5星)	 那时真好，电视只有几个台，广告都看            
(4星)	 肖童欧阳兰兰演得太好了。新版神马的没看过。            
(4星)	 海岩剧             
(4星)	 对剧中袁立的形象印象深刻。            
(NA)	 最喜欢的内地电视剧啊 结局让我很长时间无法释怀            
(4星)	 爱国在我看来 是个陷阱            
(4星)	 当年很喜欢苏瑾            
(4星)	 那时候觉得还挺好看的。。            
(5星)	 当年看这部对陆毅演的肖童一见钟情！            
(3星)	 那是我小时候...            
(2星)	 没看过,只是见不得陆毅那么奶油            
(3星)	 挺老了的电视剧            
(5星)	 那个年代的陆毅哇            
(4星)	 男版色戒，到底是有多分裂            
(NA)	 陆毅的成名做，小时候看的，只记得大体内容和陆毅帅气的脸            
(4星)	 四星给陆毅和袁立            
(4星)	 好虐心            
(5星)	 肖童，肖童。。。你临死前说了什么？            
(3星)	 看的时候，还太小，单凭记忆            
(4星)	 正考虑要不要回味下呢            
(4星)	 苏谨   我当时想要她的照片 我就拿着照相机对着电视机拍  之后相机拿到公园去拍 掉水里了  照片就没的了            
(5星)	 肖童怎么就喜欢欧庆春了？！是因为受赠的眼只容的下欧庆春。            
(NA)	 与很多人不同，我先看了海岩的原著，长吁短叹啊，为什么要这样对待肖童啊，~~~~(&gt;_&lt;)~~~~             
(5星)	 少年            
(5星)	 恩 海岩出品 陆毅的扬名之作~            
(3星)	 懵懵懂懂，没觉得陆毅特帅……            
(4星)	 关于陆毅的第一段记忆。深刻而怀念。肖童式的悲剧            
(5星)	 曾经 百看不厌            
(5星)	 谁演肖童谁就红。            
(3星)	 歌好听，剧一般。            
(4星)	 高中时看的吧，记得同学说《永不瞑目》里有个大帅哥，那时觉得陆毅真的帅。唏嘘肖童的爱恨遭遇，最后他死的时候，我当时眼睛都哭肿了。。。            
(4星)	 大爱肖童            
(3星)	 当时还是挺喜欢的。后来苦情的看多了也就so so了            
(4星)	 缉毒也好爱国主义也好在我看来的确都是幌子。很愤慨地觉得那些gong an没有权利把一个花样年华的少年害到最后万劫不复的地步。            
(3星)	 。            
(NA)	 陆毅真是漂亮得不像话。结婚了安定了幸福了，和海岩的过去就忘了吧。            
(NA)	 喜欢苏瑾哦            
(NA)	 经典无需赘述            
(5星)	 海岩的笔下，总有爱的撕心裂肺的人和捉摸不透爱跟人开玩笑的命运。            
(3星)	 这个我也看过！好久远好久远！            
(4星)	 陆毅            
(4星)	 陆毅的经典之作...            
(3星)	 一直不觉得路易帅            
(4星)	 那歌声。那小陆毅…            
(NA)	 片尾曲是亮点。。            
(4星)	 当时看陆毅跟我表哥超级像。。然后我表哥就越长越不像了，现在已经没有当年文弱书生的气质了，去英国吃了几年土豆就变壮了            
(4星)	 角色和电视剧剧拍摄环境都是不可复制的。            
(5星)	 你快回来~~孙楠撕心裂肺的呼喊一下子从脑袋里蹦跶出来~哈哈            
(NA)	 就喜欢这种纯情老片            
(5星)	 我心中永远的经典            
(5星)	 小时候看了好几遍            
(NA)	 跟老爹一起看            
(4星)	 陆毅，当时惊为天人啊~~话说欧庆春就是个扫把星有木有！！！            
(4星)	 对袁立的角色印象挺深            
(4星)	 演完肖童之后陆毅就残了- -            
(3星)	 就是对陆毅无感啊，但两个女主都很不错。            
(5星)	 我 爱 苏 瑾！！！            
(4星)	 当时陆毅很惊艳            
(3星)	 很久之前看过的，今天评论还是很回味的，敢爱敢恨的欧阳兰兰印象深刻。。。            
(3星)	 直接捧红了陆毅且让我们对苏瑾恨得牙痒痒的片子。。。还记得那时候我和我妈一起看，一边看一边骂。。。            
(5星)	 结局太惨了            
(4星)	 那时的陆毅真是阳光俊朗，小时候心目中的大学生哥哥就是他这样的。袁立的欧阳兰兰也塑造得很不错，飞扬跋扈，任性泼辣，那种敢爱敢恨的性格我还是蛮喜欢的。唯有欧庆春我怎么都看不顺眼，若干年后电视台重播我依然想不明白为什么好好一帅哥要爱上那样一个苦命脸的老女人呢？！就算是姐弟恋也要美点的吧            
(4星)	 记忆里 肖童站在屋顶 大声朗诵着青春的诗歌  意气风发             
(4星)	 &lt;你快回来&gt; 陆毅拍得最阳刚的剧, 以后的就都太不好说了            
(NA)	 实在不理解为什么这个片子那么多人爱看            
(4星)	 当年的陆毅全民偶像啊==(￣▽￣)ノ            
(2星)	 真的不觉得好看。            
(4星)	 我看的第一部海岩剧，陆毅就是凭借这部剧红遍大江南北的1            
(5星)	 经典            
(3星)	 内个年代超火，我也老看，虽然没觉得特好吧。关键是不喜欢陆毅，假。            
(3星)	 陪偶妈看的，木有什么印象了，貌似还记得陆毅最后死了。。。            
(4星)	 那个时候觉得苏瑾好漂亮啊            
(4星)	 片子很成功，但是我不喜欢欧庆春。。。            
(2星)	 我从不觉得陆毅帅气            
(4星)	 那时候的陆毅超帅！            
(4星)	 很纳闷为什么不选欧阳兰兰            
(4星)	 其实我喜欢里面的年轻的那个女的            
(3星)	 讨厌陆毅！！不知道为什么            
(4星)	 从这里开始认识陆毅，那样年轻美好心酸            
(4星)	 姐弟恋啊姐弟恋            
(4星)	 陆毅靠这个一炮而红，而我记住了那首孙楠唱的歌            
(4星)	 现在重看的时候就木意思了            
(5星)	 肖童就是陆毅。欧庆春年纪显大了            
(NA)	 陆毅那个时候还有点胖和，不过真的不错            
(4星)	 对结局印象深刻            
(5星)	 我当年爱死了            
(NA)	 我奶奶老说这名儿。肖童。            
(3星)	 当时孙红雷可囧了            
(2星)	 Didn&#39;t like it。            
(4星)	 赵导经典之作            
(4星)	 第一部认真看的海岩剧，好像是先看的《一场风花雪月的事》。            
(4星)	 记住陆毅            
(3星)	 不记得了            
(3星)	 当时确实很火…… 现在想来 毒品神马社会神马的 不是我的菜啊            
(4星)	 记得这是跟爸爸妈妈一起窝在被窝里面看的~            
(5星)	 那时的陆毅真的好帅好帅。            
(3星)	 御姐配少年啊……不知道看了什么乱七八糟的。            
(3星)	 巨讨厌苏瑾当时，现在无感鸟            
(4星)	 袁立            
(NA)	 童年回忆，经典，伴随我的学生生涯，从此认识陆毅            
(4星)	 印象中这个貌似是陆毅和袁立的成名作吧～   反正是在这 部戏里认识他们的……可惜没看到欧阳兰兰跟肖童OOXX的镜头   一直说要重看不错过的一直没拖着就没做～            
(3星)	 喜欢袁立            
(3星)	 陆毅成名作，对苏瑾很无语。。。            
(5星)	 那时候很。。。            
(4星)	 陸毅假死。。。。還不錯            
(5星)	 高中时候看的            
(5星)	 到现在剧情仍然深深刻在我心里啊！！！真是经典            
(4星)	 对姐弟恋不感兴趣，不过陆毅当年那叫红啊。我还是喜欢欧阳兰兰。你说一个女人为你掏心掏肺成这样，你怎么能一点都不动容呢？            
(4星)	 陆毅啊想当初            
(4星)	 姥姥家的电视剧            
(2星)	 我让你吸毒 欲望都是欲望。。都一样难控。。            
(3星)	 都说很好很好，可惜没太看全，也记不太多了，只记得当年的陆毅实在很帅~            
(3星)	 回忆            
(NA)	 陆毅那时真帅            
(4星)	 清纯            
(3星)	 一直没觉得陆毅帅- -            
(4星)	 小時候看的記不得了            
(4星)	 最后一刻居然死了!!!!            
(4星)	 那时候开始喜欢陆毅的..只是现在开始发福了..我是瘦子控..            
(NA)	 我知道我的人生观从哪来的了。。。            
(5星)	 她吻他，在他死后。            
(4星)	 永远的欧阳兰兰……            
(3星)	 我不喜欢啊            
(NA)	 我估計我少年時也看過這個。然而我只對陸毅大叔還有印象。。。            
(3星)	 我需要你。。            
(4星)	 那阵陆毅真是帅啊            
(4星)	 对剧情印象深刻…里面的陆毅，帅！帅！！            
(4星)	 陆毅，袁立，苏瑾……            
(4星)	 小时候啊小时候            
(4星)	 很久以前看的。情节也不记得了=。=            
(3星)	 陆毅的成名作。。。            
(4星)	 前面挺好，结局那里实在假的不行            
(5星)	 袁立把手伸进陆毅裤子的时候我流鼻血了            
(3星)	 具體記不太清了 只對裏面的幾個名字有印象            
(3星)	 天，我真的记不起剧情了。            
(4星)	 當時特喜歡看！一遍一遍！            
(5星)	 姐弟恋啊~            
(NA)	 很现实的反映大学生过渡为社会人的经历            
(4星)	 我妈的最爱，陆毅是妇女杀手么            
(4星)	 那时候的陆毅，真迷人            
(3星)	 算是陆毅的成名作么？            
(4星)	 我就喜欢袁立。            
(3星)	 还好            
(4星)	 当年青涩的小伙子啊            
(4星)	 一直都忘不了肖童在青藏高原上大喊“上下五千年，英雄万万千......”的情景            
(3星)	 记得是在高中时看到吧，才出道时的陆毅            
(4星)	 哎  苏瑾            
(5星)	 跟妈妈一起看的            
(5星)	 虽然剧情到了后面感觉有点慢，但好在情节吸引人，情感和情节都很真实，演员的表演即使是几个配角表演也很到位。捧红了不少新晋演员，主题歌也红了。整部戏亮点不少，是难得的好剧。            
(5星)	 一部电视剧出来众多明星，堪称经典！            
(4星)	 我怎么什么都觉得好看啊 但就是好看啊            
(4星)	 太久远了            
(4星)	 抛开一切，这只是个爱情故事。            
(4星)	 袁立太萌了。            
(5星)	 肖童是陆毅最好的角色了            
(4星)	 纠结            
(5星)	 肖童死的时候哭死我了……不喜欢女主角，一点都不喜欢            
(5星)	 太好看啦...            
(5星)	 为我的陆同学彻底出人头地的电视剧打五颗星。。。你不是内地最红的让多少人死不瞑目。。。            
(3星)	 我去 那时候 迷陆毅啊 现在完全不喜欢             
(3星)	 我喜欢苏瑾            
(4星)	 欧阳兰兰！！！！！            
(5星)	 也是一种偶像剧吧，只是太真太痛            
(5星)	 最后陆毅死的时候好伤心来着，觉得这小伙儿好帅            
(NA)	 海岩的书总会涉及这个社会的阴暗面，很真实也很残酷。            
(NA)	 姐弟恋            
(NA)	 三观不正 爱兰兰             
(NA)	 爸爸很喜欢陆毅 所以当年我莫名的跟着看了             
(4星)	 唉～            
(3星)	 死不瞑目啊~~~            
(4星)	 小学天天看            
(NA)	 属于少年时代            
(5星)	 初中的时候看的，当时非常喜欢陆毅，而现在却没感觉了，是自己老了，还是成熟了，呵呵！            
(NA)	 有一点印象。。。。。            
(2星)	 没看全            
(4星)	 太小的时候了 只记得陆毅卖血时的情景，至今让我不敢去抽大动脉的血            
(3星)	 我娘好喜欢的= =            
(4星)	 又是那时的他们            
(4星)	 呵呵，应该是死不瞑目。            
(NA)	 当时就不明白陆毅潜力在哪儿了            
(3星)	 很喜欢那个时候的陆毅            
(4星)	 挺好的片子~跨时代滴代表~爱与牺牲。。。感动            
(NA)	 喜欢原著，拍的也不错．陆毅唯一能看的片子．．            
(NA)	 陆毅。。为啥唐山大地震中你还是那个扮相            
(3星)	 当年可讨厌袁立了。。。。还有颓废的陆毅。。。。            
(4星)	 高中时候看的，最后一集正好碰上晚自修，自行车都没停，就奔上楼看肖童怎么死的            
(4星)	 那时的陆毅还是很不错的~            
(5星)	 故事情节很紧凑。            
(3星)	 小时候看结尾时终于舒出一口气：还好女主角最后没去认识新的被捐赠人            
(3星)	 袁莉            
(NA)	 励志 嫉恶如仇 不过后来长大了觉得有些理想化了 因为这是在中国            
(5星)	 好像那时候也没啥别的可看。。            
(5星)	 陆毅那时候很纯 很好看的电视剧            
(4星)	 海岩剧第一部            
(4星)	 陆毅的本色演出!            
(3星)	 看这个的时候真的太小了。。。记忆都没了            
(4星)	 红了多少人，伤心了多少人。童年记忆里的海岩。            
(4星)	 喜欢袁立，给力！            
(4星)	 看陆毅嫩得那样子~~！            
(5星)	 陆毅算是本色出演吧，大学生。很好的剧本，很好的演员，很好的电视剧。            
(5星)	 陆毅的最高峰！那个青春诱人啊            
(4星)	 被新版永不瞑目逼得又看了一遍旧版，几年过去了我还是想给它4星。新版一定要装90后嘛？            
(5星)	 完美            
(NA)	 要不翻家家的收藏我还真忘了。。。            
(4星)	 一集不落的看完~结局哭了并郁结了好久            
(4星)	 清秀稚嫩的陆毅            
(5星)	 陆毅~~姐弟恋~~            
(5星)	 10年前看的时候，只是像看故事一样，那时不懂爱情不懂人性。最近无聊又看了一遍，感觉肖童无畏，庆春自私，欧阳兰兰娇惯无知。以现在的眼光看《永不瞑目》也不失为一部优秀的片子。人物各各都很饱满，结局却是无奈。            
(4星)	 海岩的作品总是很沉重。            
(2星)	 老是陆毅何润东搞不清楚,,..            
(2星)	 给中国的年轻人开了个什么头？？？？？？小白脸开始流行了！~            
(NA)	 4            
(5星)	 中学时期很火 很火  成就了陆毅这小伙  额现在已经是中年人了            
(3星)	 陆毅是靠这个红的吗 这么多年都没点长进戏路依旧 我只记得当时异常喜欢女猪脚那个警察 苏瑾吧应该是 迷得不行 邪门            
(4星)	 片子很好 不过书更好            
(4星)	 欧阳兰兰很有型啊 不喜欢欧庆春            
(4星)	 看的好伤情            
(4星)	 陆毅唯一的好片            
(4星)	 当年觉得爆好看            
(4星)	 这个印象比较深一些最后的结局不喜欢陆毅和袁立都死了555~            
(3星)	 剧情没印象了，就是不喜欢苏瑾....            
(5星)	 看的时候好喜欢苏瑾。            
(5星)	 当时觉得可好看了，话说这海报像样板戏似的            
(4星)	 陆毅那时真是帅到爆啊            
(4星)	 上下五千年 英雄万万千~ 就被这句话感动            
(3星)	 那时候的陆毅还是挺帅的            
(2星)	 我真爱袁立            
(4星)	 造星机器            
(4星)	 苏瑾漂亮啊 小时候老羡慕陆毅的            
(5星)	 兰兰给肖童开枪的时候我都哭得稀里哗啦，我就记得当时我初中            
(NA)	 苏瑾JJ啊。。            
(5星)	 陆毅就这么红起来了            
(3星)	 海岩带着陆毅一同出名            
(3星)	 不喜欢苏瑾。。。。。。。这应该是陆毅最瘦的时候了吧。。。。。            
(3星)	 很久很久以前看过，印象最深的是袁立的表演~~            
(3星)	 那时的陆毅真肥。            
(2星)	 苏瑾演的呆呆的，陆毅也假假的            
(4星)	 小学就看的电视剧 因为这部戏喜欢上了陆毅 法律系大学生 上下五千年英雄万万千 事隔十年我还能依稀记得            
(3星)	 海岩的作品我只能讲还行            
(4星)	 要是是電影就好了            
(4星)	 你快回来~            
(5星)	 补习了一把小时候红遍大江南北的戏，惊喜的发现里面的公安局取景地是原辅仁大学。海岩虐人还真是一把好手。            
(NA)	 我妈喜欢陆毅            
(3星)	 没看过            
(5星)	 喜欢肖童，天真、开朗、充满活力。喜欢欧庆春，美丽、善良、气质独特。深深的被他们吸引，遗憾没有美满的结局。多年后，重新回忆，才发现欧阳兰兰其实更可怜。            
(3星)	 鲜嫩的陆毅。健康的文星宇老师。            
(5星)	 我姥爷巨爱看！开始认识陆毅！！            
(5星)	 因此爱上陆毅~            
(3星)	 和妈妈迷迷糊糊看完的戏            
(3星)	 虽然我完全记不得剧情了，但是还记得陆毅演的那个主角叫做肖磊，跟我一个姓~嗯~袁立在里面看上去很年轻很漂亮，刘欢那首歌更是脍炙人口~            
(4星)	 小時候被肖童同學迷得七暈八素的            
(3星)	 记得那时候看的时候陆毅长的多帅啊~            
(3星)	 我看的海岩的第一部作品。            
(3星)	 你快回来，我已经承受不来...            
(4星)	 哎呀，这都什么时候的电视剧了啊            
(NA)	 永远的欧阳兰兰            
(5星)	 很喜欢这部戏            
(5星)	 为了还是正太的陆毅            
(4星)	 彼时青春逼人的陆帅哥            
(4星)	 跟着我爸爸看的 = =            
(4星)	 那时候的陆毅啊。            
(4星)	 无比纠结的电视剧- -“你快回来~~~~~~~~~”&gt;&lt;这片当时有给我震撼教育...            
(4星)	 为啥这么讨厌陆毅呢            
(NA)	 陆大叔            
(NA)	 当年为了陆毅我还去看了非常周末，现在我就不喜欢了。第一次知道赵宝刚。            
(4星)	 编剧无敌            
(3星)	 完整的没看过            
(3星)	 从头闹心到尾&gt;_&lt; ，是海岩叔叔滴风格啊！            
(4星)	 也许是海岩最受欢迎的电视剧了吧            
(NA)	 看哭了N次            
(3星)	 陆毅啊陆毅。生生就火了。            
(5星)	 是什么样的爱可以让他这样奋不顾身？我哭了，从此我也爱上了一个叫陆毅的演员。。。            
(3星)	 我只记得那首歌&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;            
(3星)	 當年多喜歡陸毅的··            
(3星)	 那时的肖童真的很阳光，好吧，其实我没看懂过海岩的警匪剧，还有那时的袁立很有范儿            
(4星)	 最早的陆毅。            
(4星)	 最开始听过广播剧，唯独漏掉了结局。看电视剧补上……            
(3星)	 看的时候是小学 没有感言的年代            
(3星)	 受不了配音，断断续续陪家里人看的。            
(4星)	 妈妈说喜欢陆毅            
(4星)	 不错~            
(4星)	 那是的陆毅，到没记住欧庆春            
(5星)	 当年的陆毅就是帅哥的代名词            
(5星)	 大经典。            
(5星)	 它曾点燃我的生命，我也曾很多次都想去爬金山岭。            
(4星)	 陆毅带着婴儿肥的正太样。            
(3星)	 看的书的算不算            
(4星)	 小时候很喜欢的            
(2星)	 陆毅的成名作            
(3星)	 忘了，忘了，全都忘了，估计哪会儿还不太懂            
(4星)	 多少年前的偶像剧了啊            
(NA)	 说实话 陆兄就那会儿好看…像个帅小伙            
(5星)	 有一段时间，电视放各种毒品的故事，很震慑人，社会很乱吗？乱成这个样子？我的小小脆弱心灵很恐慌。陆毅当年多惊为天人哦            
(4星)	 这样的爱情让人纠结            
(3星)	 哇，这个我都看过            
(4星)	 改编的最好的海岩剧            
(NA)	 凤凰翡翠~            
(4星)	 青春偶像警匪片的始祖            
(3星)	 造星电视剧的鼻祖，捧红了不少现在的一线明星            
(4星)	 陆毅演过那么多戏。还是这部最好啊。            
(4星)	 海岩剧            
(4星)	 欧阳兰兰，那时候好年轻            
(5星)	 N年前至今，很喜欢的一部            
(4星)	 以前很喜欢欧庆春            
(3星)	 好喜欢袁立。。            
(NA)	 一部分            
(4星)	 故事还行，陆毅差点儿事儿            
(3星)	 不管怎样，被死心塌地爱的人背叛，这种痛苦，不经历不会懂。            
(4星)	 小时候在电视上看的，应该没看全，剧情都知道。            
(4星)	 陆毅的成名之作啊……            
(4星)	 当年的陆毅多萌啊。            
(5星)	 感人的姐弟恋啊。当时的路易那么年轻，那么帅，那么。。。大爱            
(3星)	 姐弟恋！            
(4星)	 海岩就是大神            
(2星)	 看不下去啊，完全            
(5星)	 爱与被爱            
(5星)	 以前对 袁立的那个狠啊 在杜小月之后再得意平息            
(3星)	 陆毅和这傻剧情简直是灾难。还好，有袁立那时清丽如斯歌的容颜            
(3星)	 i was afraid that time             
(4星)	 我爸最喜欢的电视剧            
(NA)	 看的时候我才小学            
(NA)	 当年的陆毅啊！            
(3星)	 捐献眼角膜~            
(5星)	 看完书后，看电视剧，却怎么也看不腻。            
(5星)	 当时跟我妈追的呀~~~            
(5星)	 当年觉得苏瑾真是有气质，当年的女星也不多            
(5星)	 印象深刻            
(3星)	 小时候看的第一部姐弟恋，对男女主都无感，最后也没有感动，大概是不是很能理解他们之间感情的关系。            
(3星)	 毒品，一种一般人不敢尝试的东西，一种让人上瘾而欲罢不能的东西，更是一种可怕的东西。。。            
(4星)	 很可怜。            
(NA)	 袁立。欧阳兰兰。黑老大女儿果然出彩。            
(3星)	 都说是经典，我真觉得一般，可能是时代问题吧            
(4星)	 陆毅，陆毅！            
(4星)	 很帅很美            
(NA)	 我陪我外婆看了多少遍啊啊！！            
(4星)	 当年陆毅好纯啊。。            
(4星)	 當年的陸毅            
(NA)	 98年的片子 我是2010年看的 有人说我是老古董 没办法 谁让我那么想知道故事的结局呢..            
(4星)	 看哭了多少人            
(4星)	 这部也是跟随父母一起看的            
(NA)	 陆毅那个时候真漂亮真纯净。            
(3星)	 那时的陆毅多年轻青涩            
(3星)	 我无法理解海岩            
(4星)	 看看那时的陆毅...            
(3星)	 造就了许多今日的一线！陆毅唯一一部好戏，也是苏瑾最后的辉煌！当时超爱的说！            
(4星)	 海岩剧，肖童            
(3星)	 陆毅帅的可以。            
(3星)	 过了十年再看 也就这样了            
(4星)	 想当年还认真的看过，如今，也就是让我记住有陆毅这么个人吧！~            
(NA)	 我總是說成死不瞑目            
(4星)	 陆毅帅啊，热播那会真的钻空子看，《你快回来》也让孙楠一炮而红。不过还是小说精彩。            
(4星)	 当年很萌苏瑾的小酒窝，呵呵            
(4星)	 这部海岩的还蛮钟意。            
(4星)	 当年的陆毅还是蛮帅的            
(3星)	 御姐是正太挥之不去的诱惑。。。            
(3星)	 哎呀呀 那个纠结呀            
(5星)	 在我印象里,是一部经典的电视剧.            
(5星)	 经典中的经典~这部剧可火了不少人啊~孙红雷，袁立都是这部剧出的~还有当年纯情的陆毅~            
(5星)	 赵宝刚的成名之作。            
(4星)	 我们陆毅兄的成名作！            
(5星)	 喜欢陆毅就是看了这个的时候开始的，            
(NA)	 孙红雷演的那个2劲。            
(4星)	 我就想不通整天老太太一样还处心积虑利用别人的苏瑾有什么吸引人的。。。当年的袁立真的养眼呀。。。            
(5星)	 大爱的肖童啊            
(4星)	 海岩 赵宝刚 必属精品            
(4星)	 这都什么时候的事啊            
(5星)	 爱死了袁立，纠结的欧庆春和肖童~~            
(NA)	 年少的时候,曾经对这部戏很着迷. 很是喜欢苏瑾,举手投足的成熟味道,带着一分英武. 那时候的陆毅也堪称完美. 欧阳兰兰的美艳,烈火飞蛾般的热情. 无不让我向往            
(4星)	 当年哭死了啊            
(4星)	 陆毅成名剧            
(4星)	 陆毅和袁立的青涩时光..            
(5星)	 从这里开始喜欢陆毅            
(3星)	 袁立不错            
(NA)	 最美好的肖童的陆毅            
(3星)	 好好的一个大学生，哎，爱上了不该爱的人，警方就没个说法            
(4星)	 曾经的肖童            
(4星)	 曾经跟家人一起看，很温暖。            
(5星)	 感觉陆毅就演过这么一部好片子            
(4星)	 那一年，肖童，欧庆春，我们一样年轻。            
(NA)	 还记的那个青涩的陆毅！            
(NA)	 陆毅贵公子            
(4星)	 当时那个喜欢呀……            
(3星)	 海岩剧横看竖看都一样            
(4星)	 陆毅咋变得那么多？            
(5星)	 陆毅的成名作，确实演得不错，虽然我对女主角不怎么感冒，但欧阳南南很出彩。            
(4星)	 曾经的痴迷            
(5星)	 唯一让我泪流满面的电视剧            
(5星)	 喜欢啊，陆毅、赵宝刚            
(NA)	 故事总在结尾重新开始            
(4星)	 海岩很不错的一部作品,因为这个电视认识了陆毅.            
(5星)	 周末两天看了江苏台两天的全天连放，里面的黄色面的，BP机，百元大钞，现在都见不到了，不得不感叹时光飞逝，岁月如梭啊~            
(3星)	 现在回头看看感觉那个时候的人都很傻，而且那个时候陆毅的下巴真的很长            
(4星)	 认识一个气质女人            
(5星)	 一辈子也忘不掉的剧，十年前的那段时间，为肖童心痛得天天失眠~            
(5星)	 忘不了 陆毅在宿舍朗诵歌颂祖国的演讲稿 阳光撒进来一些             
(5星)	 当时还是觉得挺好看的~            
(1星)	 小说我就不知道了，海岩就是专业催泪的。但电视剧里的演员我可是一个都不喜欢            
(5星)	 难得的是我还看过这本小说            
(4星)	 很棒的剧，爱情在严酷里没有被磨灭，但却被现实扼杀。英雄的情爱有自己的悲哀。            
(5星)	 那时候的陆毅~~嫩啊            
(4星)	 那时候我们都还年轻，内地偶像剧的里程碑            
(5星)	 那时候的陆毅和苏瑾~~            
(3星)	 陪老爸看了N遍了.            
(4星)	 陆毅年轻时真得很帅            
(3星)	 这还是我暂为一个小豆丁的时候看的。。= =            
(4星)	 海岩剧里 最早接触的吧 有上学时的记忆            
(4星)	 海岩影视作品，这部算经典吧。。            
(5星)	 喜欢陆毅            
(3星)	 那时候的陆毅真是英气十足啊！            
(5星)	 经典作品            
(4星)	 至今都没完整从头看一遍，翻拍版都出来了。            
(3星)	 海岩的精品。            
(3星)	 看过但没有什么印象啦，普通得很……            
(3星)	 陆毅的成名片吧。。。            
(NA)	 陆毅成名做            
(5星)	 苏瑾。没别的可说的。            
(NA)	 不错            
(4星)	 看海岩的第一部电视剧，那时的陆毅真阳光...            
(2星)	 海岩赵宝刚的经典产物            
(4星)	 我曾经很厌恶过欧庆春            
(5星)	 今生今世遥不可及。            
(3星)	 当时陆毅还是很帅的。。            
(4星)	 喜欢袁立            
(NA)	 这时候的陆毅，很青涩。            
(4星)	 那么干净的陆毅，不忍伤害~            
(5星)	 蘇瑾的氣質非常好            
(5星)	 陆毅的代表作o(∩_∩)o...哈哈            
(NA)	 老早看的了~那时觉得陆毅帅的，袁立这个演员演技不错，性格不错·            
(3星)	 据说是在我们学校拍的~            
(4星)	 那个时候的陆毅其实还透着婴儿肥，那个时候的化妆其实还很不和谐，但是不可否认的是这部电视剧确实引起了轰动……陆毅，孙红雷，袁立……这些由这部戏带出来的演员都成了如今华人影坛响当当的人物……所以，一部电视剧的影响如果做到这样，应该也是不俗了吧~~            
(4星)	 我喜欢苏瑾，妈妈喜欢陆毅，现在物是人非了。            
(NA)	 你快回来            
(5星)	 从这个时候开始关心海岩可这之后也没再好好看过海岩的其他作品了囧RZ            
(4星)	 认识海岩的开始，妈妈爱看            
(4星)	 觉得赵先生很厉害            
(4星)	 讨厌苏瑾，什么都是一个表情。陆毅的肖童可比周晋演得好多了            
