http://movie.douban.com/subject/2279941/	九五至尊
(5星)	 非常搞笑！ 构思很特别            
(4星)	 经典穿越            
(5星)	 标准的TVB现代商战剧，值得一看，喜欢张可颐的表演。推荐。            
(4星)	 江华真的很适合演皇帝            
(4星)	 四娘```看我不殺了你這個狗皇帝            
(5星)	 超爱！人物有爱，情节紧凑，小人物的勾心斗角VS帝王的头脑才略，斗智斗勇，同时古今反差，又超搞笑，一直是大爱，推荐给喜欢喝佩服的前辈姐姐看，结果她和她老公也超喜欢。            
(5星)	 穿越剧噶佼佼者            
(4星)	 思觉失调的鼻祖啊！            
(4星)	 把握得当的穿越剧。那时候也许还没有出现一个名词叫恶搞！！            
(5星)	 现在的泛滥的穿越剧，TVB很早就有了            
(4星)	 除了结局有点衰，整体而言，全局都很有特色，是一部相当不错的轻喜剧，也可从中获得感悟。            
(5星)	 當年的穿越劇， 很經典            
(4星)	 老港剧总是轻松逗趣。            
(4星)	 03年那会的穿越剧就这么有爱。。。            
(5星)	 那个年代的港剧啊……            
(4星)	 好像很久的剧了，但又好像不久。。江华还是有江华赞的地方，但是比起张可颐我比较喜欢吴美洐呢。。            
(4星)	 时代在变，人性不变。见招拆招的法门，从古用到了今天，依旧管用。            
(5星)	 华少            
(4星)	 整体一般，有些地方还不错            
(4星)	 江华的演技还是那么讨喜。            
(5星)	 穿越啊穿越。。为嘛我就那么爱            
(4星)	 香港的穿越剧就是比较靠谱            
(5星)	 穿越到现代有搞笑也有争斗 经典            
(5星)	 非常好看，迷上江华张可颐了，剧情紧凑吸引人，美中不足的是最后一集有点烂尾            
(3星)	 皇上就是有范儿            
(3星)	 江华永远一副屌样            
(4星)	 好耐之前的穿越            
(5星)	 四四反穿越            
(5星)	 江华是最有帝王相的人！这出戏是经典！            
(5星)	 很欢乐，大虾四娘激萌！            
(3星)	 穿越啊穿越~            
(4星)	 挺有意思的            
(5星)	 这才是穿越剧的典范！！！            
(4星)	 比较好的穿越剧~            
(5星)	 喜欢没心没肺的吕四娘和一本正经的雍正~            
(4星)	 想起来，好多年前看的，还没看完！！！！囧            
(3星)	 他俩刚到现代时挺逗的，江华走路说话的样子实在格格不入，四娘憨的可以。            
(5星)	 故事给4分。阿礼给10分。 可惜满分5分。            
(NA)	 穿越            
(4星)	 剧本繁盛的TVB时代 那个时候早就会玩穿越了            
(4星)	 无论古代现代，雍正一样魅力无边            
(5星)	 其实Tvb曾几何时的原创剧都很给力的            
(4星)	 反穿越第一部啊。            
(3星)	 江华真有型啊！            
(5星)	 好看的，看多了现代穿古代诶，难得看个古代穿现代。不过雍正真的是个很有才的皇帝，穿到现代，竟然还能用皇权之术来适应现代社会管理，用人为才，视人慧眼。除了事业，在爱情上，一个向来是有人主动投怀送抱的皇帝，跑去学习追女生，哈哈，太好玩了。。            
(2星)	 萧监制一贯的毛病，开头好看，然后越来越拖。            
(5星)	 风霜雨露乃是自然现象，千万莫要怨天尤人。            
(5星)	 当前主流穿越剧都忙活着往大清朝穿越，好像大家都想当大清子民一样。本剧反其道而行之，雍正爷和吕四娘却来到现代，并适应了现代人的生活方式。他们举手投足之间与现代人生活的差异也让本片显得笑点十足。            
(5星)	 好不错呀，搞笑又有的学。结尾尴尬点，不过穿越嘛，很难不尴尬            
(5星)	 重温TVB...            
(3星)	 其实我挺喜欢江华的~大虾~~            
(5星)	 江华你太搞了            
(4星)	 很早的穿越剧，感觉还不错。江华老了，不如我和春天里那么鲜亮了。四娘的性格很讨人喜欢，幸好最后他们2个一起了，否则真是遗憾呀！扮演表妹夫的演员，模样很逗人，还演过其他什么不？            
(3星)	 小时候很爱看呢            
(3星)	 反穿越挺乐的。            
(NA)	 喜欢看穿越            
(4星)	 不错的穿越剧，内容要是更丰富点就好啦：D期待能出续集            
(4星)	  我笑了 ..             
(NA)	 对最后男主的感情很不满意            
(3星)	 江苏台在放，看到大爱的可颐，就顺势看了。从来不觉得江华有谐星的潜质，但当我看到一个穿着现装，很方德的雍正，我还是笑了。。。怀念TVB的时候，也只能找些老的漏网之鱼，温故一下了。。。            
(5星)	 雍正穿越到现代成了商业奇才，哈哈，这构想有趣得很。故事题材十分新鲜，拍出来的效果也很好看很好笑，赞。            
(4星)	 偶尔翻一翻，发现我以前练听力而看过的TVB还不少啊。。。            
(3星)	 剧情假了点，但是竟然03年就有穿越剧了            
(4星)	 挺能折腾的            
(5星)	 好            
(NA)	 TVB男里最爱江华~~TVB总是含沙射影啊，特别是商业片            
(5星)	 总比芒果台的《宫》好吧，轻喜剧！            
(4星)	 蛮好看的            
(4星)	 好看             
(5星)	 最近都在找好剧 实在不错 搞笑 有种回到最初情感的感觉            
(NA)	 当年的tvb            
(5星)	 江华好帅啊！            
(4星)	 这部真好看            
(4星)	 只为看江华。            
(3星)	 。。。现在才知道原来这戏是张可颐演的。。。神马都还好 就是不喜欢结局            
(3星)	 轻松搞笑            
(4星)	 雍正真要是这样就太有爱了~            
(4星)	 港剧后来出的不错的，穿越剧古穿今看过的唯一一部，个人觉得很好啊            
(4星)	 有段时间电视台狂播，我终于看完整了。前面几集穿越情节，真是笑死了。            
(NA)	 春节打发时间的时候看的。治理国家跟治理一个公司存在类似之处...            
(4星)	 经典不需要解释。。            
(NA)	 跳着看的；张可颐美~~            
(4星)	 很好看的一个反穿越剧~            
(4星)	 不错~！            
(3星)	 江华点睇都点傻            
(5星)	 有六颗星没有啊？            
(4星)	 张可颐 江华 演得真是没得说了!!!            
(4星)	 看到2娘就想笑啊，哈哈哈            
(4星)	 凹凸了，第一次看穿越~江华好传神！搞笑的~三公子后来一路坏到底，这人物设置刻意了~四星半！            
(4星)	 原來只有20集。。。結尾有點失望~中前段真是不錯~            
(3星)	 意外好看            
(4星)	 烂尾            
(4星)	 穿越（由古至今）商业 家族 感情             
(5星)	 真系好好睇！ 我连重播都 睇左几次！！ 里面哲理真的让人学到很多东西！又搞笑又几好睇！            
(5星)	 张二小姐的视后制作。这部穿越剧拍的挺不错的，江华和二小姐演技都很好。江华所饰演的雍正很多谈话都很有见地，借古讽今。张可颐饰演的四娘侠肝义胆，却又不失娇羞，永远支持张可颐！！！            
(4星)	   穿越戏写得不错呀~            
(NA)	 TVB 穿越的故事，可以打磨时间的好东西！！！            
(5星)	 我好像一口气看了三遍。小制作，大气象            
(4星)	 好笑又有哲理            
(3星)	 结局太草率了            
(3星)	 天哪，我竟然能坚持快进着看完。            
(4星)	 设置有趣 演员有爱             
(3星)	 某人看的很high。03年的穿越剧。江华走路的样子真是。。。所以雍正其实是戏班儿出身吧。男女都有，基情四射，家长很开明呐。            
(4星)	 跟着电视台看完的            
(4星)	 逆穿得还不错            
(3星)	 皇帝不好当            
(5星)	 绝对轻松戏中的经典            
(NA)	 穿越的外衣，实则职场风云。有些企业家喜欢读毛泽东估计也是如此，拿着以前的风云手册尽情意淫，成就一番阳光大道~~            
(4星)	 蛮搞笑的 反穿越            
(4星)	 江华还是很适合演古代人啊~哈哈。。            
(4星)	 江华还是很帅滴            
(5星)	 又在江苏卫视看了一遍，穿越的，除了寻秦记，就是这个了，还是老的TVB片子好看            
(4星)	 最近看的唯一一部没有快進的劇，江華哥哥很帥，然後發現他又是個天蠍，天蠍男真是太有魅力！            
(4星)	 江华真心潇洒            
(5星)	 喜欢江华演的雍正，有风度、果断、睿智、知人善任~一个人有能力，在哪儿都会受重用            
(4星)	 比一般穿越剧恶心的现代人自以为聪明的情节要好多了，还有对中国古代文化的现代价值的推崇及汉文化的骄傲            
(4星)	 给力的剧 穿越 搅基 LES 搞笑 神马都有···            
(4星)	 九十年代看港剧、日剧，现在看美剧，东亚的连续剧貌似已经进入低谷期了。            
(4星)	 皇帝走路就是不一样啊。。            
(4星)	 张可颐竟然是古天乐版里的程英，后来漂亮了许多啊，呵呵，很有趣。江华演技不错            
(4星)	 就爱看穿越剧！！            
(4星)	 这个电视剧好囧啊，我看了半天没搞懂，这个是不是穿越……            
(4星)	 喜欢张可颐和江华            
(NA)	 中午在某卫视瞟了半集，又是给又是蕾丝边，还有雍正和吕四娘搞瞎扒，真是半集顶十集啊。            
(5星)	 啊呀 笑死我了~!            
(4星)	 又是清装穿越，又有男 男 ， 女女的 路线。。。。。原来03年港剧就这么。。。。我out了            
(3星)	 此片告诫我们，有能力的人哪里都需要！            
(3星)	 不喜欢            
(NA)	 深圳台重播。这欢乐的穿越剧啊！其实了吕四娘和三公子幸福的生活在一起不错呀！我还是挺喜欢林韦辰的！            
(3星)	 张可颐真的瘦的咧，不过我是冲吴美珩来看的，哈哈。还行，就结尾有点，而且感觉每次三公子的计谋还没怎么得逞就被戳穿了......            
(NA)	 这片子肌肉特写也太多了点|||||而且又是les线又是gay线当年怎么愣是没注意呢|||||||            
(3星)	 哈哈，江华还是很适合演雍正嘛。            
(4星)	 作为一个穿越剧它还是蛮不错的。。            
(NA)	 江华还是很有味道的,商战结合穿越,还是很好看滴~~那时的吴MM好有气质啊            
(5星)	 看江苏台重放，实在是好看            
(4星)	 TVB真的是只顾想象不顾常识啊。。。            
(5星)	 好看，又有很多智慧，不错            
(3星)	 虎头蛇尾……歌颂内地的那段台词简直要吐掉了= =！！！            
(3星)	 哈哈哈江苏台最近放的电视都好乐呵…            
(5星)	 意外搞笑 不过我喜欢吴美珩            
(4星)	 挺有意思，不过剧情有点拖沓            
(4星)	 不错，故事挺有趣，很tvb            
(NA)	 可能过了n年后看有点雷到...            
(5星)	 刚看了两集 嘿 竟然看进去了             
(4星)	 很好看啊，考试前缓解一下压力O(∩_∩)O~            
(4星)	 剧情不错啊 也很搞笑的 就是我实在看了水浒无间道之后才看的 就稍逊色了一点 呵呵            
(4星)	 这个家族斗争对雍正而言，太小儿科了点儿            
(3星)	 ......            
(4星)	 哈哈哈。阿朕。。啊哈哈哈            
(4星)	 四星全部给江华            
(NA)	 还挺有意思的~            
(4星)	 看雍正如何点破江山，分类他心中那些人的时候。这部更侧重职场描写。那时张可颐还真是美啊。            
(4星)	 最近重温了一遍，还是那么好看            
(3星)	 很不错的穿越剧。。。            
(5星)	 非常好看            
(5星)	 从前很喜欢的电视剧            
(3星)	 不知道张可颐为什么会得视后            
(4星)	 蛮搞笑的电视剧，应该算是第一个穿越电视剧吧。            
(5星)	 难得的穿越片，比那什么神话的有内涵多了            
(3星)	 tvb也穿越            
(3星)	 大陆虾~你能再走好笑一点吗？！            
(4星)	 实在搞不懂一直很善良的三公子就这样马上现了原形，不过江华演的四四真是太有型了            
(5星)	 因为这片喜欢江华            
(3星)	 還是程英的扮相最好看。            
(4星)	 好物            
(5星)	 给很多人推荐过的一部剧···很冷很好看            
(4星)	 我还爸爸蛮喜欢看的。。。            
(3星)	 小穿。。            
(4星)	 挺神的，喜欢张可颐            
(4星)	 这部戏让我对江华有点感觉了            
(4星)	 江华的帝王之相            
(5星)	 我一向很喜欢穿越            
(3星)	 穿越的先驱!! TVB真潮 那么早就开始穿越            
(4星)	 情节比较老套，属于“穿越剧”。但是对于家族里面的权利斗争和企业管理哲学写得还不错，而且有些小地方有点搞，偶尔还会让你爆笑，是一部比较适合KILL TIME，同时还能有一定减压效果的轻喜剧。当然，如果你还能有所收获就更好了。比如若你在03年就看到该剧的话，也许那时买的房产升值不少。            
(NA)	 穿越早已流行于江湖。。            
(3星)	 看过留名。            
(5星)	 很喜欢这类穿越题材的片子            
(3星)	 江华演这种叨叨叨皇帝真的是太入神了。。。            
(5星)	 从古代到现代的穿越 一个具有领导才能的人任何时候都遮挡不了他的光芒和智慧            
(5星)	 作为轻松，看看。翻煲时反反复复地看，感觉很舒服。            
(3星)	 还可以~~            
(5星)	 不错的 穿越时空            
(5星)	 再也没有看到过这样可爱的电视剧了 哎 电视剧 果然还是老的好啊            
(4星)	 喜欢吴美珩，很搞笑，笑点很多！~            
(3星)	 冲张二小姐去的            
(4星)	 九五之尊的江华很帅气~~            
(4星)	 虾哥威武。            
(5星)	 记得上中学的时候租碟片看的。刚开始几集一个人在家看的笑破肚子 啊哈哈哈            
(5星)	 主演都是我喜欢的，剧情也挺好啊~            
(3星)	 雍正就这么被狗血了~脑壳痛&amp;8过N年前的TVB可以说很有创意的索~嘿嘿~            
(5星)	 看过起码四次的电视剧 ~~~~ 前面真的很棒啊~~~ 就是后面没那么吸引啦~~            
(5星)	 就是喜欢这样的港剧            
(5星)	 四娘的包包头啊~~~可爱~            
(4星)	 雍正和吕四娘来到2003年的香港……            
(NA)	 穿越啊穿越，不错啊不错。            
(5星)	 超爱张可颐。。。还有江华！！            
(4星)	 好搞笑！            
(4星)	 有没有人想做掉男主？我们凑钱吧            
(5星)	 超爱江华。无形中展现的那种魅力所在。            
(4星)	 看在剧情有趣的份上，就不吐槽常识了            
(4星)	 江华还是很有味道的，张可颐在电梯里操曲笑死我了，不过虎头蛇尾了            
(3星)	 还蛮搞笑的            
(NA)	 囧。。。 。。。            
(NA)	 不喜欢江华。人品很差的说            
(2星)	 笑点是有的，但是江华实在是不感冒啊            
(3星)	 如果他们能再回到古代我会给4星。            
(5星)	 江华很帅            
(4星)	 四娘太可爱了            
(4星)	 江华走路那个四平八稳的劲儿~            
(5星)	 太好看了            
(4星)	 喜欢江华啊！            
(3星)	 以前都喜欢看港剧            
(4星)	 很欢乐地看完了            
(3星)	 江華瀟灑歸瀟灑，有時油膩的令人倒胃口            
(4星)	 依套剧话俾我地听，只要你有真材实料，就去到边都可以出头            
(4星)	 这是部穿越剧，哈哈哈，还蛮有意思的。前段日子居然就这样一集一集看下来了。            
(4星)	 学到东西的电视剧。江华好适合皇帝这角色。            
(NA)	 颠覆对连进的印象~~江华很帅            
(5星)	 大爱江华。。好笑。。。            
(4星)	 笑死了            
(3星)	 剧情有点狗血，不过两位女主都是我喜欢的演员。            
(NA)	 雷死我吧！            
(3星)	 香港人的穿越真幽默。。。            
(4星)	 TVB老片的味道~            
(5星)	 江华贵气！            
(5星)	 前十集你可以当作杜拉拉看待，后十集又可视作言情剧，不亏是TVB的盛世之作，令我久久不能忘怀            
(5星)	 江华，很爱            
(4星)	 江华确是很帅            
(4星)	 蛮有意思的            
(4星)	 好玩，但是真的扯= =            
(4星)	 学习做人            
(NA)	 江华 大叔的成名代表作。            
(4星)	 穿越劇            
(4星)	 张可颐很漂亮~            
(4星)	 李大虾喜欢上岑小姐让我不满。大爱四娘。            
(4星)	 张可颐是大爱 但是江华和吴美珩不喜欢            
(4星)	 超级搞笑的~            
(2星)	 我讨厌这些演员            
(4星)	 好几次捧腹大笑。            
(4星)	 想看二小姐            
(3星)	 前半部细节很有趣，后面越来越orz...            
(5星)	 有惊喜            
(NA)	 江华依然很要摆pose            
(4星)	 江华和张可颐都很搞笑。。。            
(4星)	 算是当年很不错的一部电视剧吧            
(4星)	 江华做皇帝的角色就是合适            
(4星)	 Interesting            
(5星)	 永远支持江华！！！！！！！！！！            
(5星)	 亲爱的张可颐。            
(4星)	 穿越+男同+女同 妈呀 江华太帅啦~~~            
(4星)	 三少啊 你就记着大虾一辈子吧            
(NA)	 现代人很无聊滴YY之作            
(4星)	 喜欢张可颐。。。HOHO            
(NA)	 确实挺好看的。反穿越满有意思的。。。            
(3星)	 不喜欢这种搞笑无厘头的结局            
(5星)	 TVB难得给江华的好剧呀~~很搞笑~~题材也很新颖~~            
(3星)	 蛮喜欢江华的戏额 这个么看完=。。=            
(3星)	 近年港剧怎么都雷起来了            
(4星)	 本来觉得江华演皇帝有点奇怪 不过后面很不错 很感动 第一个看到的古穿今的电视剧            
(4星)	 刚刚百度了一下才知道。江华这个个皇帝专业户自03年后就没片子出来了。。这个片子特纯洁。不像现在TVB的尺度那么大。赞一个吧。            
(4星)	 大半夜看到忍不住大笑的电视 ~~~糟糕    啊会觉得我思觉失调？            
(5星)	 好看那            
(4星)	 穿越剧            
(5星)	 男主角很COOL！偶然的机会看到这部片，然后我们都喜欢看~还有那个偶然的“你是我的眼”~~~~            
(5星)	 江华好搞笑            
(4星)	 呢排珠江频重播，睇番觉得真是唔错。            
(4星)	 不错哟            
(4星)	 江华还是好帅啊            
(5星)	 难得有这种好剧啊~            
(3星)	 其實還真是一般般。那個年代的好劇太多了~            
(4星)	 蛮搞笑俄            
(3星)	 妈妈说阿礼很帅阿            
(4星)	 开头蛮吸引人的。。。结局欠了点。。。            
(3星)	 江华那个范儿太搞笑了            
(3星)	 2003年的片子就指出内地楼市的前景，当初怎么没有看到这部片子呢？            
(5星)	 这真的是TVB锦绣时代最后的一抹华章了。            
(3星)	 雍正升职记            
(3星)	 江华确实老了。。。            
(5星)	 剧情好好笑            
(3星)	 江华蛮帅的            
(NA)	 穿越的前戏实在很扯，职场办公室的内斗是看点，比看杜拉拉更轻松愉快            
(4星)	 不错的TVB剧            
(4星)	 穿越正当热            
(4星)	 有点扯，不过居然还挺好看            
(4星)	 很可爱啊~            
(5星)	 最喜欢的港剧剧。            
(4星)	 皇帝也穿越时空 ！            
(3星)	 轻松搞笑的穿越剧。            
(4星)	 原来03年就开始搞穿越了。。。            
(4星)	 笑死了！            
(5星)	 构思妙极，对白妙极，江华的四方步妙极。运筹帷幄于谈笑风生之间。            
(4星)	 好搞笑啊~~            
(4星)	 阿珠这个女人真的很讨厌!            
(NA)	 有点励志的味道~个人观点，还是可以推荐一下的            
(3星)	 江华穿中山装挺帅            
(3星)	 因为张可颐以这个角色拿了视后，以为会很好。。。            
(3星)	 结尾太过乱来了 前面真的不错            
(5星)	 还记得江华在研究浴缸的塞子~            
(4星)	 太搞笑了            
(3星)	 还蛮不错的            
(5星)	 这片子太囧了  对同性恋很宽容            
(4星)	 第一次看是大三在赶图间隙看完的，好怀念啊。            
(4星)	 编剧够强。。。还穿越时空。。。不过，江华和张可颐，俊男美女。。朕还是坚持看完了。。            
(3星)	 申申想要看，我就一边干活一边看的，还行，小逗            
(4星)	 经典反穿剧            
(4星)	 有点寻秦记的味道，最近电台又在回放，江华还是非常有魅力的男人。            
(5星)	 不错的穿越题材电视剧。江华扮演的雍正和张可颐扮演的吕四娘在打斗中遇上龙卷风，来到了现代。喜欢四小姐，干净明朗爽利，有才干有友善。            
(3星)	 作为背景声看完，鉴于已经有了寻秦记，所以这种题材已经不新奇了            
(5星)	 还是以前的穿越比较有意思~            
(4星)	 最近又看了一次真的是很爆笑            
(3星)	 听说广电要出通知了，一天播电视剧不超过六集。            
(4星)	 很棒的气质，喜欢江华            
(4星)	 没看全            
(4星)	 很好玩的穿越剧，江华的脸最不像雍正，但气质真的很威严细腻，吕四娘非张可颐莫属！而且里面有办公室政治对将来的工作经验值得参考。哈哈，又看了一部值得看的港剧，喜欢！            
(5星)	 看江华顶着穿越的囧脸，四个字四个字地说话，忍住绝对不吐槽！            
(NA)	 很少了，一部片子可以这么轻松，不知不觉就跟着看下去了            
(3星)	 多亏电视，看了若干遍，恍然间发现台词情节之类的是多么的幼稚。。。            
(4星)	 挺好玩的穿越题材电视剧，可以轻松消磨时间            
(3星)	 好几年没看泡沫剧了，这部还蛮搞笑的。难得的是男女主角都挺眼熟，原来一位是《银狐》里的大少爷，一位是《金枝欲孽》里面的姑姑。不过泡沫剧终归是泡沫剧，有些情节转折还是相当幼稚可笑的……            
(4星)	 很有趣呢~穿越了~穿越了~            
(4星)	 类似寻秦记~~            
(5星)	 再复习，分数可真低，依照惯例加分，哈哈。            
(4星)	 哎妈  搞笑            
(3星)	 无聊的时候随便看看，就是猛然之间发现了一个事情，江华的确是老了，张可颐的演技还是很好的。            
(5星)	 搞笑的穿越片~江华还是很灵的~            
(4星)	 够喜感            
(3星)	 这个很搞笑            
(5星)	 太好笑前几集            
(5星)	 张可颐演得真好~江华也是            
(3星)	 江华哈哈~            
(5星)	 鱼和熊掌又怎可兼得            
(5星)	 很皇帝            
(3星)	 打发时间的电视剧！            
(5星)	 看完之后，觉得人的身分没有想象的重要。只要是金子，迟早会发光。            
(NA)	 100228-100306皮皮            
(4星)	 经典            
(4星)	 很有意思的片子……            
(4星)	 反穿越            
(NA)	 好笑!            
(4星)	 搞笑的            
(4星)	 不错~            
(4星)	 穿越剧，不错~            
(4星)	 第一次看到一部又有gay 又有les的港剧。。。orz。。。            
(3星)	 一开始还行，后来傻傻的            
(3星)	 无聊时候看看的肥皂剧……            
(5星)	 奴才,听的见郑德声音吗            
(3星)	 小时候看一定很喜欢~            
(4星)	 2010年春节时期在亲戚家的娱乐节目~~蛮搞笑额，穿着现代的衣服，走着皇上的步伐，特嘲了~！            
(5星)	 江华&gt; &lt;            
(3星)	 噗。。剛屎了。。            
(4星)	 像傻X……            
(4星)	 蛮则进的，四爷。。            
(4星)	 和我妈看的。只是觉得，古人说话比现代人说得美妙多了。            
(4星)	 很轻松的剧~            
(4星)	 吼吼，很好玩的，雍正皇帝穿越到现代去了~~~ 还一个不小心把吕四娘也给带过去了~~~ 哇咔咔，很有创意的剧~~~ 江华蛮帅的~~~            
(4星)	 江华~            
(NA)	 雍正才不会一天到晚堆笑呢……            
(4星)	 这部剧也算是穿越剧中的不错的了            
(NA)	 古代穿到现代= =  电视剧在播。。            
(4星)	 很好笑~            
(4星)	 很轻松搞笑！也不失教益。所谓处处皆学问呀。TVB的老剧还是好看的。演员演技不错。            
(4星)	 穿越呵呵~             
(3星)	 赤裸裸的勾心斗角，让你知道什么叫憋屈~我突然有一秒想到那个三少爷可能是个很深的内奸~一种不寒而栗的感觉就涌上心头~江华好有气势！            
(NA)	 討厭張小姐的開端            
(5星)	 演喜剧也可以拿视后！            
(4星)	 看了一半，還不錯~~等有空了來看完。這種穿越題材挺好笑的。吳美珩此時也快上位了，哈哈哈~~            
(4星)	 搞笑的时光穿梭。            
(5星)	 现代穿 BL GL 也迁出一段晚明轶事http://zh.wikipedia.org/wiki/%E5%90%95%E7%95%99%E8%89%AF            
(3星)	 张可颐            
(5星)	 我喜欢的穿越题材啊，皇帝到了现代            
(4星)	 江华跟张可颐老好笑滴，真没想到这么苦情的两人还能演喜剧，演的喜剧还这么搞怪，强！就一年之差，张可颐看上去比金枝欲孽年轻活力得多。试想若当年若江华抛妻弃子硬要跟雯女好，固然可能过得平淡幸福，但更可能翻版郑少秋跟肥肥的杯具，所以他的懦弱固然面目可憎，可也成就了如今四十如花的雯女。            
(4星)	 结尾有D仓促...            
(5星)	 港片商战的代表之作！            
(4星)	 挺喜欢江华的，到了现代还是走着四方步，慢条斯理的说话，有派头。张可颐笑死了，一副拼命三娘的傻娘们架势。            
(4星)	 江华演皇帝还真是像啊! 其实 我没看出来 李大虾什么时候爱上吴美衍的            
(4星)	 虽然这个雍正没有半剃头，但却被江华演出了味道！            
(5星)	 很喜欢！            
(4星)	 主要有张可颐啊~~~~            
(5星)	 有趣有趣~就算变成李大虾也没办法掩盖皇家风范~            
(5星)	 看起来很舒服            
(NA)	 人的一生真的很奇妙,也许你一辈子也不会想到下一秒会是什么样字,就像电视剧里的;[大虾]在清朝他是高高在上的皇帝,可是在21世纪他可能只是个普通的[门员]唯一可以改变自己命运的只有他的聪明才智.            
(4星)	 蛮有意思的，张可颐很漂亮。            
(5星)	 最喜欢穿越的题材~笑点丰富~            
(2星)	 老片新看，自然缺少新意。不过那个时候江华你还是很帅滴。            
(3星)	 江华和张可颐的喜剧都很有爱，这回玩穿越也很实在，即便是在现代举手投足还是古装情节，连衣服也都偏爱中装看着和其他人好不搭。雍正还真是能与时俱进，看来是个人才放到什么时代都能发挥。真是佩服他们对现代社会的适应能力还有超快的学习能力，难怪大虾总说：我学得快。。。            
(5星)	 两人不合时宜的言行蛮逗的~尤其是四娘在电梯里的唱歌笑死我了~~~好喜欢张可颐~~~            
(4星)	 过的过去吧，觉得江华真的很有帝王相。            
(3星)	 OK            
(3星)	 神呐~又穿越了！            
(NA)	 一部从清朝穿越到现代的戏，很搞笑，张可颐的演技实在太精湛了，什么角色到了她手上都能变得收放自如，她都能将其塑造得让人印象深刻。吕四娘这个历史上的悲剧人物也在现代获得了新生，收获了自己的幸福，也算是对古人的一个慰藉吧            
(5星)	 值得看两次            
(3星)	 哈哈，好细个睇过，江华好搞笑，张可颐好靓女            
(3星)	 很早之前看过的。            
(4星)	 荒谬～～            
(5星)	 一般来说，只要是穿越题材的，演员的演技又不错，那么绝对会是一部好看的片子。            
(4星)	 很搞笑的一部戏当初为了看这部戏就趁着广告时间赶快冲澡哈哈            
(4星)	 我现在还清楚记得雍正穿越而来那闲庭信步与香港人的匆匆低头那种强烈的对比，张可颐的演技太赞了。            
(5星)	 江华追吴美珩那集真的太搞笑了！每次看都笑趴！            
(5星)	 江华可以如此认真地搞笑            
(4星)	 小制作，很好看，传统但是挺搞笑~~值得看一看~            
(4星)	 张可颐戏份太少            
(5星)	 四娘住的那家人那，宝珠她老公教四娘见到男的就叫靓仔，女的就叫靓女。演宝珠的这女的我蛮喜欢的，也是一辈子配角，觉得她人长得可以，演技也不错。里面的人都挺喜欢，记得吴美衍穿的带腰带的衣服，那时候第一次见。还有林韦辰演得很好人的N少。            
(4星)	 这也是一个四爷啊。。。            
(4星)	 大蝦大蝦靚仔            
(NA)	 啊哈，这个构想真是好玩。难以忘记他们俩穿越之后那反应啊，特别是2小姐。。            
(4星)	 江华不错，片子蛮好看的            
(NA)	 张可颐！            
(4星)	 雍正与四娘穿梭现代的爱情故事            
(3星)	 零食小黑TVB陪我过五一            
(5星)	 穿越时空的喜剧            
(4星)	 蛮经典的            
(5星)	 TVB那时有那么多神话科幻的电视哈，，哇哈哈江华演喜剧也不错呀            
(4星)	 江华演皇帝是专业户，走起路来都迈的是皇帝步。张可颐终于成名于此，然后就不见拍片子了，等她复出好多年了。            
(4星)	 前面和中间都不错，后面就不咋地了            
(5星)	 意外的收获，一部十分搞笑的轻喜剧，江华演得不错            
(4星)	 还是念高中的时候看的～！            
(5星)	 难得能看完全集,不快进的电视剧            
(4星)	 典型的小成本制作，港剧以这个取胜            
(4星)	 很俏皮的雍正            
(4星)	 张可颐            
(5星)	 最初好像是初中还是高中看的来着 那时候很喜欢 大二期末考试前和同学一起又看一遍 感觉还是蛮好~~~             
(4星)	 我觉得还是很经典的呢            
(4星)	 虎头蛇尾，三公子变的很无厘头            
(3星)	 无聊时看看不错.            
(4星)	 非常有趣。张可颐好像无论演什么样的角色都能得心应手。            
(5星)	 一些台词发人深省            
(4星)	 我觉得我是很喜欢张可颐的吧？            
(NA)	 好啊。。张可颐凭此拿了台庆最佳女主角            
(4星)	 花了几个晚上，看完了，觉得还蛮不错的。            
(4星)	 一个清代的皇帝跨过世纪来到现代。人类变的是智慧、文化、经济，不变的是人心－－－－掌权霸业的野心。            
(4星)	 好看的            
(NA)	 高中看的            
(4星)	 很好的一部电视剧 我第一部比较完整看的TVB电视剧啊 好怀念啊            
(4星)	 挺好玩的            
(4星)	 毕业前短暂的时间在学校网站在线看完的            
(3星)	 蛮好笑的，很容易打发时间            
(4星)	 比较搞怪            
