http://movie.douban.com/subject/3330144/	巾帼枭雄 巾幗梟雄
(4星)	 她是博爱英勇的巾帼，他是温良仁厚的枭雄。柴九，人生有多少个十年，得一知己已无憾。            
(NA)	 人生有几个十年            
(5星)	 情与义值千金。            
(5星)	 四十几岁的纯爱片竟然还挺有看头……            
(4星)	 我都系四奶奶帮既            
(4星)	 现在的tvb除了邓萃雯的剧还有几部能看的            
(5星)	 我是巾帼，你是枭雄            
(4星)	 人生有多少个十年。。            
(4星)	 好剧好剧！大爱雯女            
(5星)	 四奶奶和柴九            
(5星)	 失心疯 牛鬼蛇神可惜柴九死了人生能有几个十年            
(4星)	 为最近的第二部而开始补第一部，明天开始追义海了            
(5星)	 好看            
(4星)	 吴卓羲还不错哦            
(4星)	 看得我有些百感. 想起《血色残阳》倒是真的.            
(4星)	 这几年终于有了一部能让我坚持看完的电视剧了            
(5星)	 人生有多少个十年            
(3星)	 越看越扯淡，人物感情波动过大，玩心计又玩得幼稚粗糙满是漏洞，弃            
(5星)	 人生有多少个十年，小人物的一生，其实就是我们每个人的一生。            
(5星)	 看得太痛快了~还是很爱TVB            
(4星)	 此剧三观不正 小老婆抢家产还那么冠冕堂皇             
(3星)	 辛苦雯女了，被安排了这么多场哭戏，所谓知己有亮点，就是编剧也太...太大陆化了吧，很没有意义的一波三折让人不想看下去虽然最后还是看完它了            
(4星)	 有段时间没看到黎耀祥了，乍一看到此片欣慰无比~啊，这叫小别胜叉叉么（口胡）⊙﹏⊙            
(4星)	 为了邓萃雯            
(4星)	 “世间什么爱叫纯洁，你甘愿化振翅红蝴蝶……”主题曲很好听呢 &gt;&lt; 最后几集剧情是听老妈口述的……剧情还蛮纠结的~柴九的戏份多得俺想甩桌子了！== 话说吴卓羲童鞋还是演配角比较出彩 OTL 商姐胖了啊胖了 TAT 悲催~            
(3星)	 雯女太完美            
(5星)	 TVB很久没出剧情那么紧凑的剧集了。            
(5星)	 本来对TVB已经没什么期待了，但是这部剧的确是部好剧！            
(3星)	 不好看            
(4星)	 不愧为台庆剧 期待2！            
(2星)	 老爷死了，我就不想看了            
(4星)	 邓萃雯越老越有味道了            
(5星)	 人生有幾多個十年，最緊要痛快！            
(4星)	 热血            
(5星)	 TVB经典剧            
(5星)	 人生得一知己足矣。            
(3星)	 有那么好看吗 我为什么觉得很虐            
(4星)	 人生能有几个十年呀。            
(4星)	 很好的剧，可惜透着浓浓的中老年专场的味道……可惜了强劲的演、编、导。            
(5星)	 水里水里去，火里火里去，两肋插刀，打掉门牙和血吞！            
(3星)	 和溏心风暴一样实在无感~不晓得是年纪大了还是怎么，如今的我是无论如何也理解不了这种自作孽的行为，为什么电视剧里一定要有那么些个既没智商又没情商的反派而且总能活蹦乱跳到最后才over~！圣母什么的啊，日~！吴卓羲你就算被雪藏了也不至于如此吧~~！            
(5星)	 无法言喻            
(NA)	 斗来斗去呢，就是那点事。关键就在于讲故事的过程中怎么平衡施害者和被害者的利害纠纷。总之这种故事都是有权力的坏女人欺负聪明的好女人。倒是柴九第一次受金倒戈那段 似曾相识，但是记不得是哪里的桥段了。连摔钱都是一样的。            
(4星)	 老公喜欢的一部港剧            
(3星)	 结局太可惜了。拉低了一颗星，本来是四星剧。            
(5星)	 无愧于TVB09收视冠军！4.5星            
(4星)	 我是四奶奶帮～            
(4星)	 我爱邓萃雯！！！            
(4星)	 邓萃雯果然好演技，看完以后对黎耀祥有了颠覆性的认识。            
(5星)	 邓萃雯，你又突破了我对你的估计。            
(4星)	 看人性            
(5星)	 柴九好野！            
(5星)	 一天看十七集你说好不好看。。。。            
(4星)	 太完美太假了！            
(5星)	 大爱雯女            
(5星)	 她是博爱英勇的巾帼，他是温良仁厚的枭雄。柴九，人生有多少个十年，得一知己已无憾。            
(2星)	 里面的人都喜欢拍桌大叫和像幽灵一样飘到门口偷听人说话            
(5星)	 四奶奶形象太丰满了。            
(5星)	 人生有多少个十年？最重要是活得痛快！——柴九经典语录            
(4星)	 人生有几多个十年            
(5星)	 哭得稀里哗啦！！44！99！            
(4星)	 断断续续看了点。还蛮好看的。            
(5星)	 斗来斗去挺好看的。            
(4星)	 我爱演技派。            
(4星)	 热血沸腾中            
(5星)	 人生得一知己，可以不恨！            
(3星)	 四奶奶一出场 战无不胜 忒安定人心了一点吧            
(5星)	 相当精彩的一部剧            
(4星)	 最后几集看得我一把鼻涕一把泪的，确实有被四奶奶和柴九感动到。。。人生有多少个十年，人生有多少这样的知己，人生有多少如此丰富的经历。。。他们都是平凡的伟大者。。。P.S. 蒋必蠢，我好喜欢你^^            
(4星)	 其实可以看出柴九是喜欢四奶奶的，但四奶奶喜欢的是蒋乔，对于柴九多是一种惺惺相惜之情。对于港剧来说，这部的制作是很不错的，不过个人觉得和金枝欲孽比还是差那么一点。柴九这个角色似乎是为黎耀祥而出现，一个演员遇到一个适合的可以发挥的角色是多么难得，有些人可能演了一辈子也没出头的机会。            
(4星)	 港版御姐            
(5星)	 人生有几多个十年！            
(5星)	 踏实出彩            
(4星)	 柴九哥说：人生有多少个十年？！            
(4星)	 人生有多少个十年？最总要是活的痛快编剧镇宇哥，泪奔            
(4星)	 雯女。追港剧也是件劳心伤身的事！＞　＜            
(5星)	 好看，很好看。            
(NA)	 人生有给多果撒年，最重要系痛fai！大爱柴九四奶奶绝配！            
(5星)	 真的很好看那            
(4星)	 结局是经典。爱情之上的友情才算得上知己。            
(4星)	 在越来越垃圾的tvb剧集中鹤立鸡群。。。            
(4星)	 人生有几多个十年？做人最紧要系活得痛快            
(NA)	 好看的电视剧总能学到很多做人做事的道理。            
(5星)	 一如既往喜欢吴卓羲            
(4星)	 2009最佳港剧            
(4星)	 feel good            
(5星)	 这种片子的通病就是，好人对坏人永远不能横下心来一举歼灭，总留着点后患~这样的好人到最后就变成了没有原则的烂好人。            
(4星)	 剧情还可以            
(5星)	 我觉得是TVB有史以来最好的一部剧！            
(3星)	 剧情老套了 看了几集就看不下去了 但邓萃雯依旧演的不错。            
(3星)	 一般，邓萃雯的表演比不上在金枝欲孽里精彩，得视后也挺炒作的            
(NA)	 “人生有多少次机会。人生有几个十年。”            
(5星)	 不错  可以看看  仁义            
(4星)	 四奶奶气场强大~二少爷真是可爱            
(5星)	 人生还有多少个十年……            
(4星)	 很少看港剧。但这部很不错。            
(4星)	
(4星)	 虽然好看，但总觉得过誉了——或许是因为好看的港剧越来越少了吧。            
(5星)	 邓萃雯演得真好。            
(5星)	 很精彩~            
(5星)	 邓萃雯真好看啊真好看，哈哈哈            
(5星)	 剧情很强大，雯女一出，所向无敌            
(4星)	 很过瘾，很紧凑，很对得起观众。就是担心演得过火，雯女和祥哥随时会血管爆。            
(5星)	 邓萃雯绝对的女中豪杰 黎耀祥小人物终于转行了，苦盼多年成功啦！港剧再次救了我，沉浸在阿凡达阴影下的我 只能靠精彩的剧集来慢慢调节自我了！            
(5星)	 邓萃雯一如既往地好            
(4星)	 开局不好，，，故事有点短。。。。            
(5星)	 很久没有被这样的一部电视剧触动内心，邓萃雯和黎耀祥的默契，眼神交错，剧情中的起起伏伏，出生入死，一幕一幕，历历在目。有一种情感，超越了世俗的男欢女爱，有一种情感，跨过生死的界限，常在心间。            
(4星)	 人生有幾多個十年~~``            
(5星)	 对于祥发叔的结局始终不满意啊~            
(4星)	 为啥我就不那么喜欢呢,四奶奶有点太牛了吧,什么都她对,个人感觉剧情不错,可不是我的steyle            
(5星)	 一个女人和一个男人的史诗            
(4星)	 【人生有多少个十年，最要紧的是痛快！】人生得一知己如此，死亦无憾了。            
(NA)	 不跟编剧较劲，难得过瘾。            
(4星)	 前面比较好看...            
(4星)	 的确09年最棒港剧，胜过宫心计不少            
(5星)	 兩天看完 很久沒這么過癮追過一套劇啦ps 一定要看粵語版!!!!! 國語配得太沒氣場...            
(5星)	 为黎耀祥的演技给五星~~            
(5星)	 把阿芳摔大奶奶碗的那场看了无数遍。。“别忘记我以前走镖的，过的是刀头舔血的日子！！！再搞我儿子，别说打你，杀了你啊！！”好！！！！            
(5星)	 我被九哥的眼神打败了            
(3星)	 生意做得再大，还是要官府撑腰            
(5星)	 我爱邓萃雯!女人能将时间和年龄都沉淀成一种资本，从内心深处散发出自信的光彩来，这是最美的了吧。            
(5星)	 编剧很牛逼演员很牛逼            
(3星)	 过于夸大一个人的力量。            
(NA)	 原来宫心计败得是有道理的···            
(4星)	 我和三妹,一个愿打一个愿挨,那叫情趣!!            
(4星)	 人生有几多个十年！一定要活得痛快。            
(5星)	 柴九的那一眼似是要望尽了四奶奶            
(4星)	 好久没看港剧。发现原来她们都老了，人生有几多个十年。。。            
(5星)	 古装            
(4星)	 一日四奶奶帮一辈子四奶奶帮            
(4星)	 因听说男女主角都获奖了，所以找来看看，还不错，值得一看。            
(5星)	 柴九上身，人生有几多个十年！！！            
(4星)	 这个女的真的好勇            
(5星)	 很好。虽然跟以前看简介想象得不太一样，但比起近些年电视台播的烂片强好多了。还可以学习一下粤语了。            
(5星)	 去年红了Laughing哥，今年红了柴九哥，男主都是大器晚成。邓萃雯也终于拿到视后，两部好剧都有吴卓羲出演。撒花~            
(NA)	 家庭争斗永远是TVB大热的题材，最喜欢的还是岳华演的老爷，乱有魅力的            
(5星)	 很喜欢邓萃雯             
(1星)	 弱智弱智超级弱智，敲锣打鼓能把天上的鸟吵死，好人好死，坏人坏死，观众就像猴子被耍，你们这些猴子还都看的津津有味。悲哀、！            
(4星)	 邓萃雯终于拿到了视后，不过她的巅峰还是《金枝欲孽》。我对这个四奶奶不感冒，我是柴九哥的粉丝。            
(4星)	 期待来年再会~~~            
(4星)	 不错，剧情很紧凑。就是王爷和太平天国出来的太匪夷所思了。            
(4星)	 邓萃雯还是老戏骨风韵犹存，黎耀祥那个柴九啊柴九```            
(4星)	 做人除了要有一腔热血、满腹正义之外还要能说会道、脑筋转得快~否则只能是一介武夫~此外~拥有一个强大的后台也是很重要的~关键时候就靠他扭转乾坤了~~最后~人生能有几多个十年~~做人要尽兴~~            
(4星)	 人生得一知己足矣            
(5星)	 四奶奶一来便家破人亡了            
(5星)	 不愧是台庆大赢家 我要好好看看 哈哈            
(4星)	 很好看            
(5星)	 白朗大夫最牛            
(5星)	 看到有评论说，2009万千星辉颁奖典礼的颁奖结果告诉世人，09年TVB只有一部剧，那就是《巾帼枭雄》。喜忧祸福，总是庆幸，TVB还是能出佳作的。期待2010了。            
(4星)	 英雄惺惺相惜。邓萃雯的造型不好看。有点喜欢吴卓羲了。            
(NA)	 喜欢邓姑娘            
(4星)	 好久没看TVB，大惊小怪了。日系有个怪怪的词叫羁绊，虽然我不想用它，但一时找不到中文词来代替。剧中主角就是这样的吧。有情有义的生死之交，天生的好拍档。            
(4星)	 4奶奶帮            
(4星)	 蒋家好喜欢请客吃饭哦。            
(3星)	 两位主角的演技没得说~~~            
(4星)	 看宫心计看不下去了  拿这个安慰下自己对TVB的留恋            
(4星)	 剧情其实还不错的，但是觉得看的好累好慢……没耐心了            
(5星)	 人生有几多个十年            
(4星)	 09&#39;            
(5星)	 四奶奶 柴九万岁！            
(5星)	 人生有多少个十年~~~！            
(4星)	 09.12.06-09.12.31~大家的评分好高呀~4.3星~to love，to be loved~my heart follows your love~            
(5星)	 一口气看到了。。。1点几。。。。第二日大迟到。。。。。。。            
(4星)	 就是想追看。            
(NA)	 很好看            
(4星)	 一个字头的诞生~            
(4星)	 心姐之美态全港亦无人能及            
(5星)	 “人生有几多个十年，何不痛痛快快大干一场！”            
(4星)	 社长的片子，应当支持一下            
(4星)	 非常欣赏四奶奶和柴九之间的比友情高那么一点，又还没到爱情的感情，最让我感动的也是这份感情了。另外屡次看到剧情发展走向貌似又开始要狗血的时候，忽然就收住了，tvb编剧真是有长进啊！            
(5星)	 這不是一部戲 而是一段情            
(4星)	 四奶奶和柴九所有過的經歷 差不多就是我想要的那段有情歲月            
(4星)	 看这部戏就像看着黎耀祥和邓萃雯两人的人生，一个是金牌配角配了大半辈子，一个是风言风语缠身了大半辈子。经历了二十年的人生起伏，二人以巾帼枭雄相聚，当最佳男女主角尽收两者囊中时，他们用最后的得意向曾经的白眼碎语给出狠狠一击。            
(5星)	 柴九和四奶奶挥之不去...            
(4星)	 最近剧慌，隔了一年半终于看完，除了最后四奶奶陪柴九去上海看病有点昂三，其他都蛮好= = 差不多第二部也快开始了。            
(3星)	 TVB真是越来越烂，以至于这样一部其实只能算比及格好点点的电视剧成了大热门。最出彩的雯女和详叔的表演，其实好明显有借鉴大陆好多戏骨戏剧式的表演，因此在一众根本不知何谓表演的TVB艺人里跳脱出来            
(5星)	 喜欢邓萃雯和黎耀祥 老戏骨飚戏 不看会亏哦            
(5星)	 这片要是在电视上看就能上五星了！            
(5星)	 雯女+柴九夺奖的捍卫战            
(5星)	 留下真的远比离开要难。我们都不得不承认 从小到大 TVB教会我们不少了。发福的二奶奶很得我心            
(3星)	 阿姨你好强            
(5星)	 哇塞哇塞哇塞！柴九和四奶奶“超越世俗眼光的友谊”算怎么回事啊？？——不就是这么回事嘛！可是谁能将此剧“妻妾成群”的又名给删掉~~            
(4星)	 bs不完美的结局T^T            
(5星)	 从来没有佩服一个女人佩服到这种地步....每一次柴九一出场,都是一次极为出色的演说.太有煽动力了.他是个天才.            
(5星)	 人生能有多少个十年，最重要活得痛痛快快！            
(5星)	 表演很精彩，一改港剧拖沓的作风            
(5星)	 09年，该是雯女了！            
(3星)	 后面非常之拖沓！！前面都还可以，白说四九是第三类感情，玄乎，不懂尹灰说是友情，嗯.            
(4星)	 四奶奶太完美了，其他几个奶奶戏太弱了，柴九太能吼叫了。这不是雯女演的最好的戏，也不是小猪演的最好的戏，也不是特别好看的戏，但却是这几年难得好看的港剧。TVB没落啦。            
(3星)	 够强悍 人生有几个十年，最重要活的痛快人生得一知己死而无憾            
(5星)	 邓萃雯的演技真是优秀的            
(NA)	 确实好片            
(4星)	 好有气势...            
(5星)	 我是四奶奶帮D~            
(NA)	 很不错的一部tvb            
(5星)	 每个情节都有些类似，邓萃雯造型奇怪呀，最爱吴卓羲啦            
(5星)	 爱~邓萃雯@@            
(3星)	 实在感觉凑或……            
(4星)	 完美的四奶奶，趋向完美的柴九，真正让我心疼的居然是海棠。还有本片经常让我觉得很解气             
(NA)	 一个小人物的蜕变和一个那个时期里伟大女人的成就始终是贯穿于这部剧的主线索，其中的每一个故事，都是在曲折中看到巾帼的魅力和感动。            
(3星)	 看到一半就没自己追了……            
(4星)	 很纠结            
(5星)	 每天等著時差后下載..            
(5星)	 黎耀祥和邓萃雯这个组合不错。            
(3星)	 3.5星...            
(5星)	 一份责任一份枷锁一份情谊一份尊重            
(NA)	 咦，我都忘了要说什么，哇哈哈。总的来说打发时间还是不错的，虽然最后几集有点恶。另外最后那个大奶奶几分钟的独戏也是演的不错，烂演技折磨了我这么久，总算进步了一点点            
(5星)	 好爱萃雯姐，那个场，无人可比。            
(5星)	 人生一场戏            
(5星)	 柴九哥哇～            
(5星)	 人生又有多少个十年！            
(3星)	 人要学会控制自己的情绪，人要多交几个好朋友。人生有多少个十年，最重要的是活的痛快。。。            
(4星)	 雯女民心所向夺视后            
(5星)	 痛快！            
(5星)	 剧情比较紧凑的，而且还一步步升级的。            
(4星)	 有点太神化四奶奶了吧....第一次觉得吴卓羲挺帅的..            
(5星)	 很喜欢黎耀祥啦~            
(5星)	 人生有多少个十年。            
(NA)	 人生得一人知己，可以不恨            
(4星)	 即使她已显出老态，但她依然是我记忆中那个艳光四射，聪明犀利的钮钴禄如月            
(5星)	 人生有几多个十年？最重要是活得痛快！            
(4星)	 人生有几多个十年呀~~            
(4星)	 终于看完了 真不容易            
(4星)	 至今第一部从头到尾男女主角未将感情表明的电视剧，然而却深刻的表现了他们的深深相惜。            
(4星)	 很不错的一部片子，脱离了老套的情爱，被宝琦的个人魅力所折服            
(4星)	 前半部分不错，后面就有点无聊了            
(3星)	 实在是蛮一般的呀。。。            
(NA)	 人生能有几个十年·            
(4星)	 四奶奶和柴九给我们上演了一次男女间最纯洁的友谊故事。            
(4星)	 好看的tvb电视剧            
(3星)	 又看完了一部肥皂剧.ORZ一下自己            
(NA)	 强烈推荐！！！！生死之交 这四个字在这部电视剧里体现的淋漓尽致！！！！            
(3星)	 妻妾成群            
(4星)	 邓萃雯演的好            
(5星)	 人生能有几个十年！励志啊！            
(4星)	 支持雯女！很好看            
(5星)	 我喜欢这个片子，荡气回肠，人生能有多少个十年？最要紧的是痛快！            
(5星)	 大爱邓萃雯            
(4星)	 猥琐了人生才叫饱满。            
(4星)	 剧其实还行。就是口号多了点打人就算是戏肉了。。我比较……PS 打酱油的二少爷的感情线很莫名。。。。            
(4星)	 人生有几多个十年？！            
(3星)	 人生有几多个十年啊            
(4星)	 人生能有多少个十年            
(4星)	 戲骨就是不一樣            
(5星)	 确实真系好正啊，期待第二部！            
(NA)	 好看 ·1            
(5星)	 TVB的连续剧好久没有让我想一口气看完的冲动了。人生有几多个十年?最重要是活得痛快            
(5星)	 今年視帝視后            
(4星)	 太喜欢那个有草莽其的英雄柴九啦，当然也大爱黎耀祥啊            
(3星)	 也放弃了，但还是不错，只是对港剧越来越没有耐心            
(NA)	 米就系传说中既暧昧纯友谊咯...            
(5星)	 忒精彩            
(4星)	 两天看完  期间有几场戏很攒眼泪。。            
(NA)	 人生有几多个十年啊？最紧要系活得痛快！[从头到尾一直在冷笑，你说编剧究竟要心思有多阴暗诡计多端才能弄出这样的东西|||]            
(5星)	 戏骨们凑在一起拼戏，想不好看都难啊。            
(4星)	 勾心鬥角始終都係惹人注目噶..            
(4星)	 最近tvb确实不错的戏            
(NA)	 最近TVB出品唯一能看得进去的            
(5星)	 好看好看~~~一口气看完的 好喜欢柴九和四奶奶 “人生有多少个十年？”            
(5星)	 看得心潮澎湃。久违的感觉。            
(5星)	 4奶奶与柴9的五味杂陈。。。            
(NA)	 好评如潮，打算看看看了两三集就没看了，实在不敢兴趣            
(3星)	 2009.5.25            
(4星)	 人生能有几个十年啊？最重要的是痛快！邓萃雯真会演戏！            
(4星)	 挺不错的片子            
(4星)	 貌似口碑很好~            
(4星)	 挺抓人眼球的            
(5星)	 视帝视后实至名归的作品。            
(4星)	 我爱邓萃雯            
(4星)	 从暑假到现在。。终于看完了。            
(4星)	 家族争斗剧..斗智斗勇            
(4星)	 独特的搭配...            
(5星)	 喜欢！！值得一看！            
(3星)	 好像好评如潮，但是我觉得很一般般，烂掉了的套路。            
(5星)	 四奶奶帮~人生有几多个十年,最重要是活得痛快.水里水里去火里火里去..柴九哥!!!!!oh~白朗大夫好和蔼的一张脸呀...            
(5星)	 为着写无锡，也要给五星啊            
(5星)	 女人最可悲的莫过于最终发现接受自己的男人并不爱自己。sun同学说的对，只有人，没有心更可怜            
(5星)	 四奶奶和柴九现在好红吖~~~            
(4星)	 一开头就很刻意~人生有几多个柴九？！            
(5星)	 邓萃雯老了，真的老了            
(5星)	 鄧萃雯黎耀祥大飚演技            
(4星)	 除了有的内容落入俗套，其他的演员都演得很精彩，越来越喜欢邓萃雯了。            
(5星)	 黎耀祥正            
(4星)	 第一次听到吴卓羲唱歌好听耶            
(3星)	 我就是有个问题，蒋植物人老爷怎么能不打点滴活那么多集的            
(5星)	 终于播出两部我喜欢的港剧了。。。这部感觉很好看，近期看过最好看的。。。            
(5星)	 很好看            
(5星)	 近年来最佳！            
(4星)	 正在追哦，黎耀祥的演技真的越来越牛逼了。这部剧不同之处在于第一男女主角的微妙关系，完全颠覆了那种传统的关系。总的来说还是值得一看的            
(4星)	 女人奋斗史            
(5星)	 剧情紧凑，情节好看的女人戏。            
(3星)	 不是很迷这种题材的剧。总体还行，有几个场景很感人。雯女演技没话说。黎耀祥也是一个飞跃。            
(5星)	 当初是为了我女人才看的，后来发现女人戏份好少，可是真的很好看，话说我还哭过啊~~            
(4星)	 前面比后面好看，结局为了煽情有点假。            
(5星)	 难得的好剧！            
(4星)	 人生起伏，即使短暂，遇一知己足已，柴九对四奶奶的情谊不是用简单的“爱”字可以表达的。。。只不过那样虎头蛇尾的结局令人大跌眼镜。。            
(5星)	 真TMD好看啊……还是大叔大婶的戏强大呐。。。            
(3星)	 照舊星星都打給演員,不是劇本身有什麼了得~ 又,衣飾打扮還可            
(4星)	 20090415-20090507 @ office            
(NA)	 今年最佳剧集的候选了~            
(5星)	 很糾結，但又不會覺得拖沓耶。。祥祥仔實在太有愛了~期待續集~            
(5星)	 翠雯姐，超级御姐撒！！            
(5星)	 看完了呀@missbunny  很不错的片子呀            
(4星)	 为了看2而看的1。雯女好有气场呀~但是我不爱看败家子&amp;战争。            
(5星)	 邓萃雯 黎耀祥 惺惺相惜，演技大爆发。各种当年的，今天的大牌，戏骨作陪衬。此戏没打偶像排，却几乎成就了黎邓偶像！估计会是TVB +-5 年超越不了的经典。            
(5星)	 让你永远在高潮的片子，太有情有义太带劲了~！            
(4星)	 命运，是TVB正剧不变的主题。喜悲参半，余音绕梁，是TVB编剧最出色的本领。黎耀祥与邓萃雯好歹让我看到了港剧的希望，还是那句老话，幸亏没有佘诗曼。唉，如果当年的金枝欲孽也没有她该多好。PS，第一篇影评写的很面面俱到，很赞一下作者            
(3星)	 这个的国语竟然叫妻妾成群？？？            
(3星)	 前半部还是挺精彩的            
(4星)	 其实四奶奶也很幸运，有一个深明大义的老公能挺自己到底，一个上进没有二心的儿子辈继承家业，更幸运是有柴九的信赖是生死交付的跟随和为她处处考虑的大义深情。柴九的结局虽然唏嘘但是反而显得合情合理。三星半，继续看义海豪情！            
(1星)	 天大的事吵一架都能解决，全剧充斥着难听的配乐，呸            
(5星)	 喜欢            
(5星)	 终于一个星期煲完呢套当年咁经典嘅TVB剧集！“人生有几个十年，最紧要活得痛快！”            
(5星)	 演的真是好 大奶奶入木三分啊            
(5星)	 邓萃雯，黎耀祥，实力毋庸置疑！真心好看！！            
(4星)	 不错的粤语片。。四奶奶，情谊深长。。。            
(4星)	 人生有多少个十年？最要紧的是要痛快！！！            
(5星)	 介个！看1集哭1集啊！那份义气感动我很久很久！            
(4星)	 有情有义。人生能有多少个十年！            
(4星)	 虽不及义海豪情赚得我眼泪多，也算好片了，依旧感慨一生得一知己无憾            
(4星)	 人生有多少个十年.....            
(4星)	 人生有多少个十年？            
(4星)	 人生有几个十年 最要紧是痛快 柴九没有因为来了上海就原地满血复活 结局还行            
(5星)	 人生有多少个十年，最重要的是痛快！            
(4星)	 那段时间每个电视台都在放这个 - - 难得我看了部港剧            
(NA)	 演技的话九妹比四奶奶更胜一筹            
(5星)	 精彩！人生得一知己足矣！            
(4星)	 宝琦的命运好神奇。而且作了二十几年厨娘出来还能这么有气质么。            
(5星)	 为啥剧中正义的必正剧外桃花满天            
(5星)	 正在看，好看惨了啊啊啊啊            
(5星)	 问世间什么爱最纯洁……柴九，四奶奶，你们让我明白何谓生死之交，何谓惺惺相惜，只是为什么你们不能在一起，太虐心了。黎耀祥，邓萃雯，演的太好了，太配了。            
(5星)	 人生得一知己足矣            
(3星)	 对坏人始终优柔寡断，听之任之，我看得忍无可忍。            
(5星)	 时间什么爱叫纯洁，你振翅化身红色蝴蝶。            
(3星)	 好吧。。觉得太过了。。            
(5星)	 怎么说呢。。。不如义海。。但是也是近几年的佳作无疑了。。只能说义海是提高，这个是基础。。            
(4星)	 雯女祥叔在一起吧            
(NA)	 祥仔好好戏！            
(5星)	 热血剧啊~            
(4星)	 人生有多少个十年，最重要活的痛快            
(5星)	 很不错的剧，难得。            
(4星)	 实力不容小觑            
(4星)	 还成吧            
(4星)	 不如2惊心动魄，家族纷争部分剧情太小家子气。亮点在前面，最后几集都没什么兴趣了。总的来说，仍旧很好看。            
(5星)	 人生几多十年，得一知己无憾也。            
(4星)	 演员还是那些人 不过角色差好多            
(4星)	 人生得一知己足矣。            
(4星)	 赞叹的还是演技，偏爱第二部剧情            
(5星)	 巾帼枭雄，生得逢时，却又生不逢时。人生一场大梦，梦醒总是唏嘘。            
(4星)	 由于是先看的义海豪情 所以看1的时候不免会觉得有些逊色            
(2星)	 民国版溏心风暴，吵死人，烦死人。            
(5星)	 有一种演技叫做邓萃雯、            
(5星)	 邓萃雯演技实在超群，乱世浮沉，义薄云天，演绎得淋漓尽致……TVB剧不仅有广度，更在此剧挖下了深度，赞。            
(5星)	 不打五星我觉得我二了            
(5星)	 看完了义海豪情，回头再来看第一部，格外有感觉。            
(4星)	 从此走上TVB的不归路……            
(5星)	 一个女子可以如此有情有义，一段感情可以如此诠释，一个故事可以如此细腻的讲述，很喜欢，还会有续么，期待......            
(4星)	 淡定太重要了！总感觉四奶奶和柴九的感情有点看着不舒服，是知己还是有一腿啊，编剧搞的这么暧昧，看病人家老婆不陪，你一个朋友陪着，太不像话了            
(5星)	 天下有一人知己，可以不恨             
(NA)	 牛推荐的港剧，很不错~老公也喜欢上港剧了~            
(5星)	 2部都超级好看啦！！！！！！！！！！            
(4星)	 我最近是在恶补TVB嘛            
(3星)	 真心觉得不如第二部~            
(4星)	 最近看TVB总有出戏的感觉········头痛            
(5星)	 各种完整的剧。            
(3星)	 当初每集都追着看，现在想想其实剧情也不是那么吸引人的，主要是TVB的财力和布景和这么大的时代背景太不相称了，商天娥的角色和她本人的气质也不是很大。。结尾太过仓促了，不过祥仔和雯女的演技确实要赞一赞的，尤其是四奶奶面对群商责难那场戏，非常出彩~            
(5星)	 剧情丰满的几乎每集都是一场大戏，看评论那些说演的好不好我看不出俄，但是情义这两个字实在是太感人了!!!!!也或许是抓住了看客希望坏人被惩的心态，这类的剧每次都不看到结局不爽快。我真的很钟意雯女啊，我也好喜欢那个笑的甜甜的阿敏，李添胜的剧太好看了吧。人生有几个十年啊，来痛快的看不戏            
(4星)	 好的角色碰到好的演员是导演的福气            
(5星)	 人生有多少个十年！最重要是痛快！            
(5星)	 特别棒！！我爱邓萃雯            
(4星)	 先看的2再看1 总觉得少了点什么..主题曲&lt;红蝴蝶&gt;好听(话说2结局做插曲直接泪奔了好吗)..人生有几多个十年！            
(5星)	 严XX看得很HI.所以我也看得很HI.            
(4星)	 没有第二部会给五星            
(5星)	 五星不解释            
(3星)	 坏人做事更快准狠，经常憋的好人胸闷出血，因为坏人可以不择手段，而好人却要瞻前顾后。所以说我们敬佩的不是那些达致某些结果的人，而是克服种种困难也要通过正义的手段达致那个结果的人。BTW，还是义海豪情比较好看。            
(NA)	 还是第二部有感觉~~            
(5星)	 雯女啊！            
(3星)	 不太喜欢看这种大家族大企业的戏。其实觉得那个大奶奶说得对，宝琦不出现的话，这个家就不会散。太强势了啊。。。            
(4星)	 很是精彩。人物塑造很棒。            
(5星)	 我倒是比较喜欢第一部 期待无限多的拍下去 两个主演实在太配了            
(5星)	 四奶奶和柴九穿越几十年以后继续相约在教堂，化身为九姑娘和刘醒。            
(5星)	 2永远无法超越1。不露痕迹的精彩！            
(5星)	 对tvb来说，属超水平作品啦。            
(4星)	 还好            
(3星)	 没义海豪情好看啊            
(5星)	 觉得比义海豪情好看！            
(4星)	 结尾略显仓促，减一星。【看过的第一部TVB】            
(4星)	 人类已经无法阻止。。。            
(5星)	 壯志豪情 義海雲天 十分感人的劇！            
(5星)	 very good!!!!!            
(5星)	 这剧本真的太好了。黎耀祥和邓萃雯的演技真的是没的说了。柴九和laughing都是TVB的传奇。            
(4星)	 哼，才知道我们八戒的好么            
(5星)	 高二和老妈一起看的，邓萃雯和黎耀祥搭档超赞的            
(5星)	 人生有几多个十年，最重要的是活得痛快。柴九一生虽没有什么丰功伟绩，但他活得毫无遗憾。四奶奶的睿智和全局观不是每个人都能学到的，但柴九对人生的态度确实值得借鉴的。            
(5星)	 非常好看 邓萃雯很是霸气            
(5星)	 特别热血沸腾            
(3星)	 不如第二部啊，不如第二部。但是我还是中意邓萃雯~            
(5星)	 人生有多少个十年，只要尽力过就不会后悔            
