http://movie.douban.com/subject/1863923/	鹿鼎记
(4星)	 反正是所有鹿鼎记里最好看的            
(5星)	 崇拜            
(5星)	 陈小春演的真的很好，虽然老了点，但他是我唯一最喜欢的一个小宝。。。            
(3星)	 就那样了，陈小春也太老了吧            
(5星)	 最经典            
(NA)	 张纪中是个大变态，黄晓明是变态加流氓。还是看陈小春好了。            
(3星)	 高中时的某个暑假            
(5星)	 这个版本比较经典了～            
(5星)	 看了多少遍了。。还是喜欢。。我的天啊。。迷的不行！            
(4星)	 其实我一直没看全...            
(5星)	 心理活动丰富~            
(5星)	 是陈小春化作了韦小宝还是?            
(5星)	 五星还是四星呢。。。            
(4星)	 我认为是最好的韦小宝。            
(NA)	 好玩            
(4星)	 赞心里独白            
(4星)	 挺經典的。沒看過新版的，總覺得這一版比較好。            
(5星)	 很经典。。虽然没看过原著。。囧            
(4星)	 陈小春这版最喜欢            
(4星)	 陈小春版的鹿鼎记，成为这一部电视剧的绝唱            
(3星)	 一集不落            
(5星)	 应该看一遍粤语版的~            
(4星)	 活灵活现的小宝            
(5星)	 陈小春我真喜欢你。看看现在的鹿鼎记 我真是太喜欢这个了。            
(5星)	 陈小春演得太好了            
(4星)	 马浚伟很帅啊            
(5星)	 还是小春最痞。            
(NA)	 太好看了，最好看的鹿鼎记            
(5星)	 08-09-01看完 用了一个多星期 还蛮经典 以前竟然没看过 没有童年哇            
(3星)	 陈小春版的鹿鼎记聪明机灵还不失原则，真可爱。            
(4星)	 永远的回忆            
(5星)	 深得原著精髓            
(4星)	 还是觉得这版本好            
(5星)	 绝对的经典，绝对的无法超越。每个角色的扮演者都感觉就是为了那个角色而生。            
(5星)	 就这版最经典            
(5星)	 就爱这个版本的。就爱！            
(5星)	 最强的一版韦小宝            
(5星)	 个人觉得最好的一部鹿鼎记            
(5星)	 你敢说你没把自己幻想成韦小宝过？            
(5星)	 很喜欢这个小宝            
(5星)	 经 典            
(4星)	 大爱            
(NA)	 啊啊我超级喜欢这版,来口水我吧= =            
(5星)	 有时间要看金庸的原著            
(5星)	 从小百看不厌            
(5星)	 当代小流氓扮演古代小流氓            
(3星)	 http://www.imdb.com/title/tt0825898/            
(4星)	 够搞笑就行了，和尚们都戴头套，真没敬业精神。            
(NA)	 陈小春已经被打上小宝的印记了哦也            
(4星)	 除了几位老婆差点，其他都还好            
(NA)	 鹿鼎记            
(5星)	 太搞笑了~~            
(5星)	 又看了一遍            
(5星)	 经典中的经典~            
(5星)	 这个版本最好            
(NA)	 虽然也不怎么样，好歹比黄晓明的活泼些~            
(5星)	 虽然小春不够帅,但就他能演出痞的感觉            
(4星)	 小学时跟同学一路讨论着就回家了            
(5星)	 完美的演绎了我心中的少年康熙的样子。            
(5星)	 最爱双儿            
(5星)	 少有的名著拍得不错的            
(4星)	 经典只有一个。            
(4星)	 演员演得很好啊            
(NA)	 被寝室人逼着看的，还不错            
(5星)	 哈哈~怎么能忘记呢            
(NA)	 还是比较喜欢这版            
(4星)	 自己无聊            
(4星)	 本人很喜欢陈小春。不过这版的美女太少啊。            
(NA)	 还是这部来的好看~~            
(4星)	 拍的不错，bgm盗用金田一            
(4星)	 很早看的            
(5星)	 拍得不错            
(5星)	 最喜歡思想中的畫面 初中連熬三天看的碟            
(NA)	 陈小春除了年龄不像小宝以外，别的都挺棒的。经典！            
(NA)	 小玄子~每回看都是为看他。            
(3星)	 很长，没有全部看过。偶尔看几集。觉得一般性……            
(NA)	 好多老婆            
(5星)	 最好版本的鹿鼎记。            
(4星)	 好多版本 陈小春这个版本最各色 呵呵            
(5星)	 哈哈。搞笑的            
(5星)	 金庸先生的书,港版的都最经典好看!!            
(5星)	 经典啊            
(5星)	 最近又看了。喜感真好。我表演欲强烈一记            
(4星)	 陈小春比较适合演韦小宝            
(4星)	 陈小春大胜张卫健～～            
(NA)	 从小学开始看。百看不厌            
(NA)	 最近看了黄晓明版的，实在受不了，只能把老的翻出来洗刷那不伦不类的语调            
(5星)	 说我是先入为主也好 就是最喜欢这部            
(5星)	 連我媽也破例看了武俠的，就說明多好看了撒~            
(3星)	 消遣而已!            
(5星)	 稀饭稀饭，放一遍，就看一遍哈哈            
(4星)	 除了陈小春太老，每个人都演得很好！            
(5星)	 陈小春            
(5星)	 也绝对是各个版本中最好的            
(5星)	 我的最爱            
(5星)	 阿弥陀你的佛            
(5星)	 这个好，这个好，哈哈。韦小宝就是这个样子。不得不说，她演戏好，唱歌也好。挺小春            
(5星)	 百看不厌            
(5星)	 吸引我去看原著            
(NA)	 最经典的一部……            
(5星)	 陈小春，你太适合演韦小宝了！            
(NA)	 实在是演员选的好，演技也没话说            
(5星)	 还是喜欢这一版            
(5星)	 春哥~            
(5星)	 还是陈小春的韦小宝韦小宝            
(4星)	 搞 真的很搞            
(5星)	 經典不敢說~但我覺得最像韋小寶的韋小寶~            
(5星)	 韦爵爷啊~天下无双            
(4星)	 最韦小宝的韦小宝            
(NA)	 心目中的小宝和康熙就是这个样子的,其他版本都比不上            
(4星)	 这个真是太经典了。            
(4星)	 永不褪色的搞笑剧集。            
(NA)	 和我老爸一起看的            
(4星)	 喜欢这个版本            
(3星)	 这个版本还不错            
(5星)	 小春太适合这个角色了。最近又在行黄晓明的了，艳情??不过貌似都被卡了，不过排行榜上还是遥遥领先呢            
(4星)	 看N遍了，觉得陈小春演的最痞！先入为主了            
(5星)	 最喜欢的版本。            
(5星)	 我的最爱！！！            
(1星)	 已经很喜欢看,可以陈小春人品太差,希望每个中国人以后不要再看了.            
(5星)	 马浚伟            
(4星)	 经典   真正百看不厌！            
(5星)	 小春同学一向很刁！            
(4星)	 这部还是拍得不错的，起码老婆们都不算太丑，还有徐濠萦            
(5星)	 一遍又一遍            
(4星)	 这版本最好了            
(5星)	 乐            
(5星)	 太经典了！～百看不厌！～            
(5星)	 我觉得最经典的~~哈哈            
(NA)	 一个男滴是不可以有七个老婆滴            
(5星)	 喜剧            
(NA)	 喜欢~            
(5星)	 好看。            
(5星)	 拍过很多版，但是只喜欢这版，老爸长得跟陈小春有点像，哈            
(5星)	 小春~小春~就是经典啊~~看多少次都不厌地~~~哈哈哈哈...            
(4星)	 哦,那是马浚伟啊,没想到没想到            
(3星)	 主要是这么多女的居然没几个好看的。            
(4星)	 这版的不错～            
(3星)	 陈小春演技不错            
(5星)	 陈小春的版本百看不厌！！            
(5星)	 你爷爷的太经典了~~            
(5星)	 这么多版的鹿鼎记，还是小春这个最经典~            
(5星)	 最喜欢的就是这版了 虽然女生们都不是很漂亮 不过小春同学真的很出彩            
(NA)	 我觉得这是金庸最中国的小说            
(4星)	 N遍。。            
(4星)	 象他这样的男的也不错            
(5星)	 那个时候哦迷死小春了，kawayi            
(5星)	 个人认为最符合原著的一部金庸剧！太经典了！            
(5星)	 喜欢这个版本因为小春            
(4星)	 小春很棒            
(4星)	 还是最喜欢陈小春版            
(3星)	 可能是习惯了周星弛的演绎。            
(5星)	 只是搞笑+演技            
(3星)	 是有点无赖            
(4星)	 演员还是到位的，陈小春算是演活了            
(3星)	 高三时候看过            
(4星)	 初中看了一遍又一遍            
(3星)	 小时候看的,韦小宝的老婆真多            
(5星)	 陈小春在那时候虽然不帅但也绝对可爱啊，还记得当时第一次在电视上看到这部片子的场景，时间真是好快            
(5星)	 太喜欢            
(4星)	 因为此片喜欢马浚伟。            
(NA)	 这版的小宝最搞了。。            
(4星)	 每年放假必看的电视剧之一，不是非常喜欢，主要是电视台滥播，看看这个一笑而过也能打发打发时间……            
(4星)	 最喜欢之场景: 深夜 方怡于山间 为小宝奏一曲《故乡之原风景》    我那时也不过11岁吧  仍为之动容       真挚的感情  什么时候都能体会到            
(NA)	 。            
(5星)	 能瞎蒙就瞎蒙，生活尽量放轻松            
(4星)	 最好的一个韦小宝            
(4星)	 当初放的时候广告时间都快比剧还长了…… 所以我后来就放弃不看了……            
(4星)	 我喜欢徐豪莹            
(5星)	 贼喜欢陈小春这版，电视台播一遍我就跟着看一遍。以前觉得，演韦小宝一定要年纪小的，古灵精怪的，现在看看，陈小春完全颠覆了我的想法，赞一个。    还有还有，多罗唆一句，这版里的康熙也非常帅气，威风，比华仔那版英气很多呢。            
(5星)	 可爱，哈哈            
(4星)	 陈小春版的是最搞笑的，跟人有关与年龄无关            
(3星)	 记得看过一些            
(4星)	 这孩子,混的不错!            
(4星)	 真是艳福不浅啊！            
(5星)	 陈小春演的韦小宝是一个里程碑！            
(5星)	 最经典的鹿鼎记            
(NA)	 韦小宝，我什么时候能和你一样？            
(4星)	 陈小春的经典之作            
(NA)	 收藏全集            
(5星)	 很经典啊！！            
(4星)	 觉得陈很适合            
(5星)	 人长的丑，但是演的绝好            
(5星)	 最棒的版本。。            
(5星)	 看了好几遍,竟然看了好几遍            
(4星)	 看了不下5遍了，耐看的港片啊，真不多见            
(4星)	 真的是目前最好的小宝了~            
(5星)	 感觉最好的一部鹿鼎记八            
(5星)	 里挺陈小春版的鹿鼎记            
(5星)	 中考时没看全　好可惜            
(3星)	 无聊时的绝佳打发作品            
(4星)	 很多版本，可是最爱着一个．            
(5星)	 都是美女啊 虽然小宝丑了些            
(4星)	 我觉得它拍得是最好的一部鹿鼎记了到前阵子我还在看了~很好的~美女很没,小春也很符合小宝的气质~            
(4星)	 女人种种            
(3星)	 一般            
(5星)	 其实很精典啊！小春的表演很到位！            
(5星)	 最喜欢的版本            
(NA)	 ……            
(NA)	 总都能想起一句：你来了，  我来了   小宝在旁边窃喜：关系肯定不正常。  跟别人打完招呼：你来了，后面还不忘自己补充完整，我来了，咦，关系肯定不正常。哈哈，容易自娱自乐。            
(5星)	 四龙哥，我们什么时候能再次一起看？            
(5星)	 经典啊经典,看了不知道多少遍~            
(5星)	 经典啊～～～～小春！！            
(4星)	 肯定会比内地的好            
(NA)	 鹿鼎记            
(4星)	 好兄弟,讲义气            
(5星)	 从此喜爱春春～～～            
(5星)	 又一部看了无数遍的金庸剧            
(3星)	 老婆们不够美..            
(3星)	 小春哥哥虽然流氓，却好象还是缺了几分小宝味；再说里面的老婆们都不够美呀            
(4星)	 陈小春除了年纪大了一点，那种痞味还是很到位的！            
(5星)	 7个美女哦            
(5星)	 这个需要解释么？陈小春两星，那几个老婆，怎么着也一人一颗星吧？不对，不对！阿珂两颗星！            
(4星)	 在黄小明的映衬下~小春更加光辉~哈哈            
(5星)	 很想再重温            
(4星)	 陈小春演韦小宝太合适不过了！            
(3星)	 补遗            
(4星)	 这个版最好了            
(5星)	 这电视我看了不下十遍            
(NA)	 小桂子……            
(5星)	 鹿鼎记翻来覆去谁也比不过陈啊春.            
(5星)	 一步无法超越的神剧            
(5星)	 无法超越的经典，我心中唯一的小宝            
(5星)	 怪怪的感觉            
(5星)	 也是经典  七个里面 最后一个最好看。。。            
(5星)	 陪我度过孤单的寒假、暑假            
(5星)	 为什么给五星？因为这是鹿鼎记里最好的一部了            
(5星)	 好奇英文名里为啥有个duke            
(NA)	 那是马浚伟也是小白脸            
(5星)	 第二个神作。            
(5星)	 陈小春版的最熟悉了            
(5星)	 满满都是回忆            
(5星)	 两个男主角，大爱            
(5星)	 最爱陈小春版本的。。。            
(4星)	 轻松~            
(5星)	 爱死陈小春演的小宝了            
(4星)	 小时候很喜欢看            
(4星)	 经典            
(5星)	 从这个开始特别喜欢陈小春。            
(5星)	 虽然女演员差了点儿，但是剧情很好，很多地方感觉比原著还好            
(5星)	 陈小春 韦小宝            
(5星)	 春节无事复习了一遍，经典就是经典。            
(NA)	 你爷爷的            
(3星)	 小宝内心独白时还挺搞笑            
(NA)	 这个也好看            
(5星)	 永远看不厌            
(4星)	 叱咤红人头顶一片天            
(5星)	 经典。            
(5星)	 最爱小春演的韦爵爷了 无法超越了            
(5星)	 喜欢听的电视剧            
(4星)	 1，陈小春之后，再无韦小宝；2，始终不太明白鹿鼎记宣扬的主题是什么，这点不像笑傲江湖、天龙八部那样明显，有法可以，莫非是“好哥们，讲义气”？            
(4星)	 韦小宝和皇上肯定有基情。。。            
(4星)	 令人惊艳的小玄子            
(3星)	 挺逗            
(3星)	 都说这个小宝最经典，但说实话，我不喜欢，太痞了。            
(5星)	 凉风有幸 秋月无边  后面怎么说来着的            
(5星)	 百看不厌            
(3星)	 小时候一直觉得陈小春长好丑，但是还是比较喜欢这版            
(5星)	 经过这么多年的熏陶，就认准了小春就是韦小宝。这个版本最好。            
(5星)	 陈老师经典作品            
(5星)	 经典啊！            
(5星)	 百看不厌，最爱这一部。            
(5星)	 小时候一直搞不清哪个是哪个。。。            
(3星)	 不喜欢这个版本            
(5星)	 my favourite edition            
(5星)	 我最喜欢一版的鹿鼎记~            
(5星)	 好有味的            
(5星)	 真的 很经典            
(5星)	 Y~！            
(5星)	 哈哈。。。男人本色            
(4星)	 经典            
(5星)	 真可爱            
(5星)	 又看了一遍，我爱死这部剧了。大家同坐一条船，富贵又团圆。            
(5星)	 小时候的最爱啊啊啊啊啊啊！！！！！！！！！            
(5星)	 终于从头到尾完整地看了一遍，好剧好剧~            
(4星)	 经典的~            
(5星)	 唯一认可的韦小宝就是他呀。            
(4星)	 皇帝是个大帅哥            
(5星)	 陈小春的韦小宝、马浚伟的康熙都绝了！每看最后一集都会哭=-=            
(5星)	 我每一集都完完整整看完哦！！            
(5星)	 原来也是98年的老片了            
(4星)	 经典            
(5星)	 这么多版本还是陈小春的最好看            
(5星)	 最喜欢打开电视播放着这个。任何时候都会心情大好。            
(5星)	 我靠 花了几天几夜终于看完了 喜欢曾柔和沐剑屏            
(4星)	 双儿。            
(4星)	 我幼儿园看得 所以我从小就认识陈小春。。。            
(NA)	 陈小春很有爱- -。            
(5星)	 很喜欢陈小春~~~~TVB剧就是经典啊~~~！！！不可复制            
(5星)	 春春啊那个春            
(3星)	 突然找到的片子，其实以前就在电视上扫过两眼，因为一看到陈小春就知道肯定特低俗            
(5星)	 太棒了太棒了太棒了！            
(4星)	 感动得要死要死            
(5星)	 还是觉得陈小春版的是顶级了            
(5星)	 只是很遗憾他们再也回不去了。。            
(5星)	 最近又在看回鹿鼎记，小宝还是那么惹人爱            
(NA)	 财政局奶奶旧房子的暑假记忆。            
(4星)	 年代久远了。            
(4星)	 原来看我过这么多电视剧——小时候好喜欢陈小春那样痞子气的男生……额            
(5星)	 我是如此热爱着部剧，不知看了多少遍【小时候坐在地上看那时候真容易知足啊            
(5星)	 心中最好的鹿鼎记电视剧  虽然那7个女的觉得不是个个貌美……            
(4星)	 陈小春流氓好到位！            
(5星)	 好看，經典            
(4星)	 这版真的很经典            
(4星)	 陈小春的电视剧韦小宝最好.星爷的电影韦小宝最好.            
(4星)	 我还是喜欢梁朝伟版本的            
(5星)	 搞基片的启蒙=皿=            
(NA)	 小時候的記憶啊。。            
(3星)	 最喜欢的一版鹿鼎记            
(5星)	 这个必须五星好吗？！！！ 爱死了爱死了爱死了 后来拍的全是渣 我就是喜欢这个版本 从小看到大啊擦。我到现在都记得我还和我初恋讨论过韦小宝七个老婆中哪个最好看。            
(4星)	 现在再看觉得很傻13了            
(5星)	 韦小宝这个本版的最好。            
(NA)	 马浚伟，马浚伟，马浚伟            
(4星)	 排的不错。陈小春的表演比第一次看感觉要好            
(4星)	 我真的觉得搞笑啊。。。。            
(5星)	 假期必看！！！无论多烂的心情，看了就好，哇哈哈哈            
(5星)	 大爱陈小春~            
(5星)	 顶，陈小春诠释韦小宝真是太合适了，不比周星驰差            
(5星)	 第二喜欢的电视剧~            
(4星)	 我好像就看过这一个版本。。            
(5星)	 不管多少版，始终觉得这是最好看的            
(5星)	 陈小春演的是我最喜欢看的 。            
(5星)	 最好的版本，陈奕迅老婆在里面太囧了            
(4星)	 今天在同学家电视上播了就又看了看，结果就…………好基啊！！！！韦小宝和康熙好基啊！！！！！！！！！            
(5星)	 最喜欢的一版鹿鼎记            
(NA)	 好喜欢这个小宝            
(4星)	 这个也！！！            
(4星)	 心理活动很有趣，哈哈哈            
(3星)	 陈小春~            
(5星)	 看来看去还是这般的最好看！！！            
(5星)	 可爱无敌的大大老婆双儿            
(5星)	 果然还是这一部最最经典阿            
(4星)	None
(5星)	 陈小春上辈子就是韦小宝！！！            
(4星)	 尼玛好喜欢            
(5星)	 白看不严的小宝。。。更是喜欢小春儿哥！！            
(5星)	 青春            
(4星)	 黄晓明那版看都没看            
(5星)	 你爷爷的，小宝真是个活宝            
(4星)	 经典，曾一度看到陈小春想到韦小宝，不过觉得女的没几个好看的            
(5星)	 说实话不喜欢韦小宝            
(4星)	 陈小春真适合这种角色=。=            
(5星)	 最好看的鹿鼎记，好看到死！别的无法超越！            
(4星)	 陈小春版的韦小宝真是绝了。            
(5星)	 演技真好 真心喜欢陈小春            
(5星)	 最爱阿珂            
(4星)	 大家和和气气 富贵又团圆！ 小桂子和小玄子在一起！！！            
(5星)	 最喜欢小春版的小宝。            
(5星)	 小春就是小宝！小宝就是小春！            
(3星)	 其实我比较喜欢这个小宝，无出其右。            
(5星)	 神一样的经典            
(NA)	 小宝才是YY的始祖！！            
(4星)	 始终认为这是最好的版本~            
(2星)	 真心不喜欢·····            
(4星)	 可恨的南蛮子,,最爱陈小春版,,            
(NA)	 又是一部百看不厌的电视剧。            
(5星)	 青山不改 后会有期            
(5星)	 陳小春太猥瑣了哈哈哈~~~            
(3星)	 寝室里看的            
(5星)	 小时候最喜欢的电视剧            
(5星)	 现在看起来当时真的除了小皇帝没一个美人啊、、、但依旧经典到爆、、土豆有高清看哦亲            
(5星)	 百看不厌            
(4星)	 从小讨厌后宫。。就是从这儿开始的吧            
(3星)	 喜欢建宁啊~            
(4星)	 大功告成！亲一个！！！            
(5星)	 这可不是盖的            
(5星)	 陈小春版的韦小宝也是个经典            
(4星)	 這才是我們心目中的韋小寶！黃曉明簡直侮辱了《鹿鼎記》！            
(5星)	 陈小春版本是我最爱的版本，至今如果遇到播出还会停下来看            
(5星)	 大陆拍的和这部比起来 简直连屎都不如啊            
(4星)	 经典经典            
(4星)	 逗趣消遣            
(5星)	 韦小宝就是这样的。别的版本都是傻逼。连周星驰都是。            
(NA)	 最中意这版的鹿鼎记啦            
(5星)	 哇 这个也经典了            
(5星)	 陈小春所演的韦小宝就是我心中最好的版本，这不鹿鼎记是我心中永远的经典~~~！！！            
(5星)	 尼玛从小学看到大学都不厌啊~~~~            
(5星)	 特别好~            
(5星)	 你爷爷的…老子看哭了！            
(4星)	 很不错            
(5星)	 从小时候看到现在　永远的小桂子。            
(5星)	 人物长相最难看却也是最搞笑的一版            
(5星)	 小春童鞋演活了            
(5星)	 还用多说什么吗~~~~            
(NA)	 嘿嘿            
(NA)	 好兄弟，讲义气            
(NA)	 小时候看得觉得很搞笑，也很感动和残酷            
(5星)	 经典，陈小春            
(4星)	 最喜欢陈小春演的小宝            
(5星)	 虽然看过看多次，但这次的感觉完全不一样，因为我工作了。重新再看的感觉不是演员的演技有多逼真，而是小宝面对世间百态、刀光剑影仍然能爬上高位的能力，强            
(5星)	 我最爱的韦小宝            
(5星)	 逗翻了~            
(5星)	 虽然改了原著，但是陈小春真的把韦小宝演活了啊。            
(5星)	 只有流氓才能演流氓            
(NA)	 以前电视里老放 我也不厌其烦的老看            
(5星)	 曾经的最爱            
(4星)	 小春神似            
(4星)	 用漫画的表现手法诠释鹿鼎记实在是一个绝妙的好主意。            
(5星)	 哈哈，百看不厌，多少个暑假啊            
(NA)	 这个全家都爱看            
(4星)	 小玄子是我的菜            
(5星)	 永远最合适的韦小宝！            
(5星)	 经典中的经典            
(5星)	 太喜欢了            
(4星)	 后宫剧            
(5星)	 看了不知道多少次了，最喜欢的版本            
(4星)	 我妈都说了，只有陈小春能演出小宝的那股子痞劲儿。            
(5星)	 不知道为什么就看了...总觉得陈小春演韦小宝，还差一点点东西...            
(5星)	 最喜欢的鹿鼎！            
(3星)	None
(5星)	 那么多版韦小宝，陈小春并不好看，但我觉得，只有陈小春演的是真正的韦小宝            
(5星)	 看了一遍又一遍，笑点            
(5星)	 小春太棒了            
(4星)	 这版男主演得都不错……            
(5星)	 记得我还没看的那一集就是大结局那集！那天在姨妈的家(园岭)晚上我好像跟龙驹哥哥他们出去玩~~呵呵~~记得补补！            
(1星)	 TVB浪費我的銀生啊!            
(4星)	 就喜歡這個版本的!!!!!!            
(4星)	 小明版的看得我fou躁            
(4星)	 小时候超爱            
(5星)	 演必看            
(5星)	 看头像，不解释            
(NA)	 想看！            
(5星)	 小春哥唯一的代表作，无人能超越的韦小宝            
(3星)	 还是喜欢陈小春这版            
(5星)	 必须是经典！！            
(5星)	 我一直坚信，小玄子和小桂子都是真的            
(5星)	 支持小春！！！            
(4星)	 很多遍。温故知新的片子。            
(5星)	 经典哦            
(NA)	 至今最爱这一版            
(5星)	 几百个台放过看过几百遍了。。            
(2星)	 这剧好多人喜欢，为毛我就是觉得不好看。。。            
(5星)	 感觉小时候对我的性格都产生了影响，本来我是特内向老实的娃，一直不满自己，否定自己，没自信，看了鹿鼎记感觉放开了不少，虽然也付出了一些代价            
(3星)	 韦小宝应该在帅一点吧，不过演的的确不错            
(5星)	 陈小春            
(5星)	 小春版。。。经典啊。。有种樱木滴感觉            
(NA)	 好吧，这部以后无比喜欢陈小春了            
(3星)	 简明板            
(5星)	 超经典            
(3星)	 这也是儿时的回忆呀，陈小春演的真的很不错的            
(5星)	 陈小春演的韦小宝实在是太入神了            
(5星)	 迄今为止最好的鹿鼎记····闹太套就是个渣渣            
(5星)	 陈小春就是韦小宝。小郡主一张口全身麻酥酥            
(5星)	 看十遍，看十年还是喜欢            
(4星)	 印象不深了。就记得经常陈小春就出戏独白了。。            
(NA)	 一点点            
(5星)	 满分！            
(5星)	 前一阵我还重新看了遍 爱小春啊            
(4星)	 痞痞的小春            
(5星)	 我的小春            
(5星)	 超爱，小春演的真好            
(NA)	 隔壁的师兄喜欢看的。。。            
(5星)	 不只是喜剧...            
(5星)	 不解释，看N遍还是会笑破肚子的经典！顶韦小宝！也膜拜小宝的配音，卢琨            
(5星)	 经典韦小宝嘞～            
(5星)	 陳小春根本就是韋小寶再世！！！            
(4星)	 好像最后一集陈小春RP超好            
(5星)	 太好看啦！！！            
(2星)	 不待见剧本但演得不错。            
(4星)	 我还是喜欢这版的            
(5星)	 陈小春啊！！！！            
(3星)	 插科打诨            
(NA)	 亮点在于小春哥的想象，我记得有一段一直很严肃的海公公突然画了个小丑装，在喝水的我一下子喷了            
(5星)	 这个力挺            
(5星)	 小老婆们配不上韦小宝啊…………            
(5星)	 那时年少各种剧~~            
(5星)	 重温了一遍~            
(5星)	 我的心灵鸡汤             
(5星)	 怎么看都看不厌            
(5星)	 经典了  看了好几遍  你爷爷的            
(4星)	 最成功的韦小宝？            
(5星)	 很多年前看，现在还真有点怀念~呵呵~            
(NA)	 最好的韦小宝，最好的少年康熙            
(5星)	 还是山鸡哥比较符合原著的形象啊            
(NA)	 超爱的             
(5星)	 我是有多喜欢小春啊！            
(5星)	 时隔这么长时间，再看也觉得挺好的哈哈哈            
(5星)	 超喜欢，            
(5星)	 小玄子多么可爱！            
(4星)	 比较喜欢这部，他坏坏的，但是却很真。。            
(5星)	 大爱韦小宝，陈小春这版真是无法超越啊！！！歌也好听！！七个老婆我都爱~~尤其是双双。。。建宁公主也真是贱的想抽她啊！！情节也好！！！可以看好多遍啊！！            
(5星)	 韦小宝的滑稽、调侃的性格以及在官场与江湖的左右逢源、善变的能力，其马屁功也是首屈一指，且演员的高超演技不得不使观众叹为观止！！！！            
(5星)	 不能再经典的经典            
(5星)	 小时候守着电视看啊！！            
(5星)	 小宝            
(5星)	 查良金庸老吐血            
(4星)	 这版最好看了            
(5星)	 最爱。            
(5星)	 马版小玄子嫩到掐氺，玄桂之间互动萌到吐血！！！！内伤内伤啊！            
(5星)	 个么我一直觉得最经典的韦小宝就是陈小春啦！            
(5星)	 还是好看            
(5星)	 最最经典版本了 马浚伟帅 陈小春活灵活现 姑娘漂亮 我擦 黄晓明张卫健统统是陀屎啊            
(4星)	 每到暑假都会看到欲罢不能            
(NA)	 初中时每日守候~            
(5星)	 陈小春这版是在是好看！各个配角也很搞笑。。尤其是脑内小剧场！赞呐~            
(5星)	 陈小春是演韦小宝最像的一个，也最可爱，周星星也不及啊            
(5星)	 小春版的小宝最贱了，无与伦比！            
(5星)	 完全同意：只要看到，就会停下来看~            
(5星)	 一个文武不通的小流氓能够叱咤风云，靠的是什么，不是运气.....            
(NA)	 电视台最喜欢重播的剧之一            
(5星)	 比黄晓明神马的好看多了……            
(5星)	 我觉得这部无论是表演还是拍摄是最好的还原了原著的作品了 陈小春演的绝对棒             
(4星)	 可以重温之作            
(5星)	 陈小春的鹿鼎记是最牛逼的鹿鼎记            
(4星)	 我最喜欢的金庸人物，我最爱的演员都演过，陈小春张卫健            
(4星)	 当年是那样滴火啊~            
(5星)	 真特么经典的一部            
(5星)	 BEST            
(4星)	 哈哈            
(NA)	 经典！            
(5星)	 陈小春尊猥琐、猪四哥尊白嫩啊。。。（话说为神马小玄子都那么嫩捏？莫非是皇帝保养得比较好？）            
(5星)	 经典两字！            
(5星)	 边吃午饭边看电视            
(NA)	 再看一遍感觉里面好多漏洞。。。果然是YY巅峰之作了            
(5星)	 经典不多说            
(4星)	 陈小春就是这样在内地红起来的。            
(NA)	 不晓得为什么，诗中觉得这一版的《鹿鼎记》是最喜欢最好的~            
(5星)	 绝对的怀念经典~！小学时看的都已经非常欲罢不能、爱陈小春            
(4星)	 经典韦小宝            
(3星)	 额 原来这是TVB？            
(5星)	 皇上英明，鸟生鱼汤！            
(5星)	 绝对好片            
(4星)	 觉得鹿鼎记还是陈小春版的最好看            
(NA)	 芒果台早上档总播。            
(5星)	 AC上的评价，1小郡主2双儿3曾柔4教主夫人5阿珂6建宁7方怡            
(5星)	 阿伟~            
(4星)	 虽然陈小春演韦小宝有点老，不过气质还是不错的，另外康熙演得不错。最值得一提就是陈少霞的双儿演得真是可爱。可惜，阿珂的演员太丑了。            
(5星)	 爱陈小春~            
(5星)	 国庆七天乐 亮点无数。选角嗨爆，谷峰李丽丽罗莽无缝对接。最后，还有张康年。            
(5星)	 不用说了，现在看也还是经典。            
(5星)	 这部超爱~~~             
(5星)	 经典。小春脑中想象画面的设计不错~            
(5星)	 小時候看的時候劇情記得不多，最近重看一次，應該記得全部劇情了。            
(3星)	 陈小春的小宝实在是太经典了             
(5星)	 太经典了            
(4星)	 搞笑            
(5星)	 不可超越            
(4星)	 跟陈小春比起来，黄晓明简直弱爆了。            
(4星)	 乐。在没有比较的年代            
(3星)	 陳小春的韋小寶還是很韋小寶的            
(5星)	 百看不厌，就是喜欢鸡哥            
(4星)	 经典鹿鼎记            
(5星)	 爸爸最爱看的一部剧。            
(5星)	 大爱这版的韦小宝。            
(5星)	 给十分都不过            
(4星)	 初中放回家就是为了他、为这边吃饭边看被打了不少次好么==            
(5星)	 内心的小腹黑很萌很有爱            
(5星)	 很赞很赞            
(5星)	 有啥好说的！！现在看都看的津津有味啊！！经典！            
(5星)	 陈小春就是活脱脱的韦小宝，演的太传神了            
(5星)	 春哥是经典！            
(5星)	 这个是毋庸置疑了~            
(5星)	 港剧经典。NO.1            
(5星)	 经典啊。。            
(NA)	 不管在什么时代都是经典            
(5星)	 还有谁比他更韦小宝！！            
(5星)	 不仅是小时候的记忆，也是以前对港片的美好记忆            
(4星)	 记忆中最好看的一部了。。。张纪中的。。。不提            
(5星)	 打五星以下的都什么心态？            
(3星)	 关于老婆的故事太多，记不清了            
(5星)	 太经典            
(3星)	 十几年前觉得很好看，现在看来真是不堪入目，什么烂剧，看得憋气死            
(5星)	 小宝心理独白的场面太经典了            
(5星)	 我心目中的！            
(5星)	 我就是看这个看成近视眼的！            
(5星)	 陈小春就是韦小宝嘛~~可惜七个老婆都欠了点            
(5星)	 小流氓，变叱咤红人！            
(5星)	 那个心理活动描写...神了。。            
