http://movie.douban.com/subject/3275416/	实习医生格蕾  第二季 Grey's Anatomy Season 2
(5星)	 越看越有劲 以前大概还是小姑娘 所以不懂 现在顿时觉得。。老了= = 最后的结局是告诉我还要继续追嘛。。。。            
(4星)	 McDreamy和Meredith实在太烦人了！            
(4星)	 一集比一集虐。ps：非常非常非常讨厌Derek和Meredith            
(5星)	 虽然是很好看  但我想弃了。            
(5星)	 decision-making and responsibility.我一直怀疑“竞争”“第一”这样的字眼是不是用来形容什么都想要的人的贬义词，从这部剧里明白the pursuit of excellence一点没错。“熬夜没有用。”Preston Burke            
(4星)	 四星半，略微有点虎头蛇尾了。            
(4星)	 第一季的时候很不解为啥那么多人讨厌Grey 原来是因为还没看到第二季            
(4星)	 讨厌格蕾            
(4星)	 比起第一部，逊色了点            
(5星)	 !!!求高清hiahia            
(NA)	 20            
(5星)	 伴随我的医务工作成长            
(4星)	 人生得一George O&#39;Malley足矣.PS,爱上了Addison.            
(4星)	 so cool to be a doctor~            
(5星)	 大爱            
(5星)	 如果你还想见识下实习医生在成长之余对周遭相对性的影响，此剧仍是绝对的教学视频！             
(5星)	 实在不励志，至少对我没有            
(3星)	 第二季着实不如第一季了。拖沓了几乎一个月才走马观花地看完            
(5星)	 理智向感情倾斜~            
(4星)	 讨厌grey  ,讨厌derek,他们两个make me  sick.狗男女，装X。喜欢burke，和贝利，还有Izzie，最后一集她的来开就像一个哪怕悲伤绝望也依然昂头的骄傲的离开的公主，a  real  princess！！            
(4星)	 一如其他泡沫型美剧，我保证不看第三季            
(5星)	 既然这么有原则何必要开始            
(5星)	 最好的一季            
(5星)	 I love this TV play            
(4星)	 http://wenwen.soso.com/z/UrlAlertPage.e?sp=Shttp%3A%2F%2Fbt.box.n0808.com%2F50%2F11%2F5017C0237962F0637F46E8A22ACCF557324D7F11.torrent            
(4星)	 强迫症，practice,keep praticing...            
(NA)	 开始朝狗血的方向发展了...据说是迄今为止最好看的一季，所以我留下了没删，不知等八季都看完会不会有心思回头再看一遍。            
(5星)	 对这种题材无抵抗能力            
(5星)	 討厭derek這樣的男人，討厭到骨子里。            
(NA)	 一点都不喜欢格雷，装深沉            
(5星)	 yang！！            
(4星)	 全世界都是手术室啊  除了格雷都喜欢！            
(4星)	 格蕾能不能不乱睡觉啊，烦人            
(5星)	 前半部分真是精华！，最后几集很无语。。我蛮喜欢那个拆弹专家，讨厌izzie，            
(5星)	 哭死            
(4星)	 很强大了，搞得挺纠结的嘛，但是还是跟ER稍微差点，也许就是差个乔治克鲁尼吧            
(5星)	 If you ever fall in love with someone who cannot love you back, you will be more lonely than being alone.            
(4星)	None
(3星)	 Meredith这个以爱情为挡箭牌的小三！弃之。            
(4星)	 配乐很好，讲病人的故事也不错，友情也不错，就是感情纠葛太多，烦人            
(4星)	 好像好多话 可是一句话 都没有            
(5星)	 izz和danny是全局的高潮 danny最后对主治医师说他哄izz嫁给他让她开心到底是幽默还是真的 我宁愿这是幽默吧            
(5星)	 怀念前三季不狗血的精彩剧情            
(5星)	 西雅图的雨，是你我停不下的泪            
(4星)	 感觉进度好缓慢的样子，第一季9集第二季27集！！！差太多了            
(5星)	 izzie和Dnney。。。（泪）还是不喜欢女主。            
(NA)	 我喜欢addision和Burke            
(5星)	 Dr.Grey也太梦幻了吧            
(5星)	 这个生日从星期六开始过  到明天还有一天  身心憔悴。而最最正宗的今天当天 我原以为我会在小榕树孤独地吃着刀削面牛肉丸盘腿看完Grey&#39;s A 第二季，事实上当我走出房间准备扔垃圾的时候看见了客厅里 六宝 给我买的蛋糕和一根根点亮的蜡烛。我很幸运 我不能再抱怨 而刚好结束的G&#39;A 是我看过的最好的剧             
(5星)	 人们想看的就是相爱的折磨...Alex虽然嘴巴恶毒但还是nice guy啊~            
(5星)	 如果要看格蕾，这一季确实不容错过。            
(NA)	 第二季比较好看，故事精彩            
(4星)	 本来是五星的，但是我真心不喜欢grey&amp;derek。真的好烦躁。            
(5星)	 16、17集是我看过的美剧中最精彩的！            
(5星)	 忍不住也要拼搏一下            
(5星)	 我就是讨厌格蕾。。            
(5星)	 derek除了狼奔头确实那么帅气了点 太特么优柔寡断了            
(4星)	 George和Denny都太萌了。喜欢“纳粹”和谢泼德的红发老婆，两个不同类型却都很带感的女人。男女主角依然让人反胃，有人说的对，就一美国的琼瑶剧。            
(3星)	 哇靠不幸被剧透乔治之后的狗血剧情然后死掉了！！麻的乔治都死了你要我看什么！你要我看什么！！麻的剧里唯一的萌物啊!!突然激情全无了！！            
(3星)	 学医老师推荐看的            
(4星)	 医学英语听力进步不少................==            
(5星)	 无视女一号，第二季依旧好看            
(4星)	 一会儿好看一会儿不好看的，我在纠结要不要看接下去的至少6季了...4星半            
(5星)	 还是不喜欢女主            
(5星)	 人生就是这样，要么波涛汹涌，要么平淡无奇。            
(5星)	 Izzie你好不理智            
(4星)	 多角恋看得老子快要炸毛了            
(5星)	 最后一集太揪心啦            
(5星)	 good            
(1星)	 果断差评啊亲！Dreamy和Meredith真是一对道貌岸然的狗男女啊哈哈哈哈哈…（P.S.：Izzie牙齿真漂亮……OTZ            
(5星)	None
(5星)	 喜欢Izzie这姑娘。            
(4星)	 这季Meredith看着让人好烦...            
(5星)	 Denny为什么要死。。。为什么。。。P.S.强烈鄙视狗男女。。。            
(5星)	 快节奏，小空间，大剧情，超好看            
(4星)	 到S2E19发现女主有多么的讨人厌啊！！！            
(5星)	 兩集CODE BLACK看得我 驚心動魄 Meredith和Derek玩了整整一季曖昧 第二季最後一集KISS了 算有下文咯 必須有呀 GA太好看了            
(5星)	 这一季让我越来越喜欢 O&#39;Malley和 Izzie 还有Alex Karev，对男主女主没什么好感，男主前妻真是大大美人啊，Christina 越看越觉得丑。很多剧情是很感动的            
(4星)	 讨厌女主……            
(5星)	 i am so sick of Derek. jerk            
(5星)	 第一季第二季最好看。。。哎 我的BC。。。。            
(4星)	 爱GA            
(3星)	 我撑不下去了，我只想看格蕾和德瑞克。            
(5星)	 搞不拎清！            
(5星)	 大爱大爱大爱            
(4星)	 兽医Finn不错...            
(3星)	 有点狗血            
(3星)	 第二季依然没有啥起色。            
(5星)	 Izzie心疼死了。            
(5星)	 季末男女主角终于又好上了！！！！！！！！！！！！1            
(3星)	 第二季就很讨厌男女主角的演员，作罢。            
(NA)	 I love yang and Burke~            
(5星)	 shit 我爱的lizzie竟然走了.......越看grey越来气            
(5星)	 人物塑造的真是可爱啊~            
(4星)	 2007            
(5星)	 最爱            
(5星)	 爱他们对爱的执着追求            
(5星)	 meredith废话真多            
(NA)	 前三季都很好            
(5星)	 第二季简直了，太精彩了~            
(4星)	 碟片最后七集放不出来了。最喜欢IZZIE最不喜欢GREY。BAILY的性格虽然很dMAN我很欣赏可，算了我不说了。第一眼喜欢的ADDISON持续到现在。对了，对这部剧的定位果然还是言情剧好一点，否则哪有记不出任何医学笔记的医务剧？             
(4星)	 正在看，人物塑造很有力，就是女主不给力，狗血~            
(5星)	 矮油，又变复杂了。真要命。。。这剧就是诚心地纠结……            
(5星)	 很感人~好看            
(4星)	 原来米国也有琼瑶剧的啊！            
(5星)	 果然还是医务剧是我的菜            
(4星)	 觉得没有第一季好看 超级喜欢addison和baily！            
(5星)	 这一季情感上没有很gossip girl，各方面都是很完美的一季啊。            
(5星)	 这部比上部好看..女主被我讨厌了..            
(5星)	 爱bailey 爱burke            
(5星)	 炸弹那几集和最后Denny的死看哭了，pathetic~~            
(4星)	 虐= =            
(5星)	 Season 2巨赞~            
(5星)	 大爱baily和addison， 真受不了meredith和derek这对狗男女            
(5星)	 pick me, choose me, love me            
(3星)	 总有些病人让你无语            
(4星)	 第二季才开始好看起来            
(5星)	 这部片子最精彩的地方：讲述了一群平凡的人不平凡的故事，就尼玛会开刀，会救人，他还要吃饭，睡觉，做爱，犯错，真尼玛精彩。美国人，可以的。            
(5星)	 这时候还是很好看的            
(4星)	 很好看            
(3星)	 略有感觉了一些            
(5星)	 最精彩的一季            
(5星)	 每个脸谱都逐渐开始有血有肉逐渐丰满. 除了女猪越来越表情平面化行为苍白化. 越来越喜欢Burke+Yang. 命中注定的一对就该是这样子.            
(5星)	 真乱。。。            
(5星)	 越来越喜欢Alex~            
(4星)	 是你的爱情太伟大，还是其实你根本就是无福消受？！失去理性的托辞都是借口。不过你就“借口”吧，我能懂...            
(5星)	 被IZZIE和DENNY那段感动了……            
(4星)	  i hate you meredith            
(5星)	 Dr. Bailey!!!!!!Izzie後面就是發瘋了阿            
(5星)	 从一开始就喜欢BURKE，到后来慢慢喜欢CRIS，MERE和DEREK永远是生活的主角，而GEORGE是FRIENDLY friend,为什么美剧可以这么狗血的吸引人？？            
(5星)	 好看死了，雖然男女主角真的很討厭.....但是別的角色各個有亮點..喜歡IZZ和ALEX一起啊= =            
(5星)	 哭得淅沥哗啦。。。            
(5星)	 17，18是跳出gossip gossip的点睛之笔…我想我会慢慢爱上这群人的，包括Derek让人欲罢不能的笑，Burke吹小号时的表情，Bailey成为了一个母亲，Addison会离开，一切的一切            
(5星)	 比第一季好看啊            
(5星)	 好看！            
(4星)	 考六级就是一个让人沉迷美剧的最好借口~            
(5星)	 不喜欢第二季的结尾···但是很感动            
(5星)	 only love            
(3星)	 怎么变成了小三传说            
(5星)	 好讨厌女主角            
(4星)	 还是只喜欢Christina            
(NA)	 好看，但是好生气            
(4星)	 某瓜出差一周，于是每日没夜地看，杀时间良品。巴登叔叔生了病更温柔了，哈哈。            
(5星)	 大爱大爱大爱            
(5星)	 why burke？ fuck！            
(5星)	 两包餐巾纸！！我这么铁石心肠的人都哭掉两包餐巾纸！！            
(4星)	 谁能把那个Meredith换掉！！！看到这个女人就错气，做作装嫩没有演技，偏偏还是女猪，坑爹啊！！！！            
(5星)	 这季虐得我胃海翻腾呀！ 并持续感动着 感动着！  PS finn来了            
(3星)	 戲劇性豐富的作品。            
(5星)	 luv it!            
(5星)	 我讨厌蒙哥马利雪普医生诶。。。            
(4星)	 越发喜欢Alex……Meredith和Izzie两傻逼……            
(NA)	 厌烦，不想再看。            
(5星)	 Burke好努力阿 整季都哭死了            
(4星)	 Meredith无 节 操！            
(5星)	 还是第二季最好看            
(5星)	 Katherine Heigl,Ellen Pompeo,Patrick Dempsey            
(5星)	 我看过的最长一部美剧，想不到在一个普通的医院里竟然有这么多的故事。对一个看惯了美剧中的个人英雄主义的人来说，这样的普通电视剧真让人眼前一亮。当然还让我眼前一亮的是美国人对性的态度，医院里发生关系的人组合真的可以用排列组合来计算了！            
(5星)	 纠结的mere，这季里不喜欢addi= =o(╯□╰)o            
(5星)	 超喜欢~看到Meredith和Derek的各种纠葛！明明相互深爱，却不能在一起~而女方还不可自拔，走不出来开始新生活...真是超级感触啊！呵呵~            
(1星)	 第二季果断弃 没法自圆其说            
(NA)	 我都快忘了这季讲的嘛了。。。            
(5星)	 狗日的杨巍，不准再剧透了            
(3星)	 对医务剧实在是提不起兴趣 耐着性子看了两季还是决定弃            
(3星)	 我无比忍耐烦死人的grey和derek，我觉得我忍不下去了，我要考虑考虑还要不要继续看下去            
(5星)	 izzie是最凄美的舞会皇后...            
(5星)	 我要是Meredith 我就选Finn 才不选Derek            
(5星)	 医疗剧情和感情描写都渐入佳境 比第一季好看! 最喜欢Addison和Baily 季终集的Izzie好可怜T T  另外女猪脚和她的McDreamy真的好讨厌啊看到他俩的感情戏就想快进             
(5星)	 都开始有点性格上的小讨厌            
(5星)	 Amazing~            
(4星)	 开始变拖沓了，第一季是精华            
(3星)	 美版的琼瑶剧             
(5星)	 Izzie!            
(NA)	 医生们都很了不起啊！！！            
(5星)	 第二季高潮迭起！！！高潮！！迭起！！            
(4星)	 人民群众的眼睛是雪亮的~~舆论一边倒向Addison啊~~话说Bailey真是令人喜欢丫~~            
(3星)	 感觉没有1好看呢            
(3星)	 烦死meredith和derek纠葛不清了！！！！医务剧感情线没必要弄这么没尊严又讨厌好吧            
(5星)	 pick me, choose me，是这季里的吧？            
(5星)	 还不错。            
(NA)	 乔治和IZ都是善良气场的人，艾利克斯是邪恶阴郁气场的人，要是乔治再高大一点就好了，他能跟iz好好生活，或者iz能够感化艾利克斯也好啊。超级讨厌格蕾的步态和声音，太呕吐了。            
(4星)	 Burke么了，我不看了LoL            
(4星)	 炸弹最后还是爆了，Denny最后还是死了。我爱Baily，我爱OST。            
(5星)	 大爱。            
(3星)	 学学英文            
(5星)	 感觉好像早些年的妙手仁心            
(5星)	 追了四年了~~~我能说什么~~~我能说什么~~~~            
(4星)	 慢慢看下来。。情感的纠结和各种奇怪的病一样精彩            
(5星)	 Meredith的老问题悬而未决，Derek是自己将自己陷入这场徘徊之殇，Cristina自我禁锢力量巨大，自我意识与原则性超乎我的想象，所以与Burke的一握很感人，善良可爱的George在盲爱事件中终于获得成长，渐渐变MAN，Izzie最惨，痛失初爱的人。Alex没那么讨厌。            
(3星)	 越来越扯了            
(3星)	 一个星期多断断续续看到19集实在受不了了，能坚持看完这玩意儿需要太大的毅力。。            
(5星)	 最爱第二季了！！！！！！！！            
(5星)	 接受改变 忍受痛苦 选择 直面交流 第九集感恩节的笑死我了~ 不对等的爱 陪伴 怀疑一切可能的谎言 丫的第十六集太惊心动魄了 迷信一点，相信护身符的力量 第一是最好，第二是平庸 剧情太跌宕了点吧~这只是医务只是医务啊！！            
(5星)	 第二季仍然最爱Doc.Burke，这一季结局真虐啊啊啊！！！            
(5星)	 poor George,poor O&#39;malley            
(5星)	 趴在地板上～～～            
(5星)	 我觉得这一季最好看            
(5星)	 除了治跌打损伤的女胖纸其他每个角色都好喜欢~            
(4星)	 这一季太虐了吧=。=            
(4星)	 汗，如果不是看评价我都记不清爆炸案了，只记得这一季讲的Izzie和Denny~            
(5星)	 延续经典            
(NA)	 不好看            
(5星)	 IZZIE浪漫的姑娘            
(4星)	 越看越乱            
(4星)	 这两天看了个昏天黑地。            
(5星)	 很好看，很经典            
(5星)	 这个可以听懂            
(5星)	 我就是爱这个烂剧            
(NA)	 很喜欢            
(4星)	 嘿嘿，发现那个被称为“纳粹”的贝利有很强的人格魅力。            
(5星)	 好看！            
(5星)	 最后一集看的我眼泪一把一把的            
(5星)	 因为有denny 给满星            
(5星)	 虽然有点扯淡了，可还是有那么多笑点和泪点！            
(5星)	 Burke 和 Cristina 好有爱~~            
(4星)	 life is  painfull            
(4星)	 16集和17集让人感动            
(4星)	 乃就不能不留那个恶心的尾巴么!            
(5星)	 结尾看的揪心呀。大爱C&amp;B经看爱的简单直白没有别人轰轰烈烈最喜欢俩人的性格。Izzie很漂亮心伤的也最多偷心过于执着还害了B。真不喜欢DramaQueen&amp;DoctDreamy藕断丝连ex很优秀长的还蛮像德纳芙。纳粹Chief都很善亮。美剧医院就有点夸张怪毛病多还搞个舞会。超爱。            
(5星)	 非常的感动的一本电视剧，要一直跟下去。我相信最后他们都会成为很好的外科医生。            
(4星)	 izzie好美            
(NA)	 看完后面几季的评价，综其所述，后面几季完全不能吸引我。这能算是个医务剧吗？？这就是言情剧呀！我爱扬爱Addison！            
(5星)	 Dr.Burke和Yang爱情太令人发笑了~~~~~            
(3星)	 喜欢christina            
(NA)	 越来越狗血-皿-            
(4星)	 这季怎么这么长呢~我有预感我会很喜欢GA啊~泪奔~人物现在就挺喜欢了看个7季估计也要lost进去了终于看完了= =我还是单独来看挺喜欢mere和derek的但是他两一起纠结我就有点讨厌了= =our dog ....嗯~我喜欢他前妻TAT~            
(5星)	 最喜欢的一季　            
(5星)	 这个居然是10多年前的电视剧。。。。。。。好强大的、、、、christina看到后来真是让我心寒，，开始喜欢gorge，后来也不喜欢了，一个人都不喜欢，meredith也不例外，每个人的缺点都好多，也正是这一点，让我又继续的动力。。。。。            
(5星)	 从第一季一直追到现在~~~每季都让我觉得很好看~~强烈推荐。。不仅学习英语，还能学习很多的人生道理，悲欢离合            
(5星)	 Dr. Burke~~~ 这一季最为感人，听说之后本剧逐渐平庸了            
(5星)	 看到每个人都在成长。            
(5星)	 最爱的一季。超喜欢Christina和Burke，Burke太完美了。男女主角都不想评价了，太恶了。            
(5星)	 其他都好，表现男女猪脚的情感请不要那么纠结            
(5星)	 1999年？开什么玩笑……            
(4星)	 我是当作职场剧来看的            
(5星)	 有血有泪有肉            
(5星)	 最爱的一季ending！！！太紧张了！            
(5星)	 Christina果然是韩国人 酷 冷 幽默 强大 除了眉毛 几乎融合了所有我喜欢的性格/17 18看的时候 总觉得 泪要决堤了 &gt;&lt;            
(5星)	 izzie&amp;denny            
(5星)	 她和德瑞克就是那么纠结，就是那么好看            
(4星)	 受不了受不了受不了啊            
(4星)	 集数有点太多了···            
(5星)	 第二季太赞了··· 我哭点太低了，可能是因为我正好“更年期”            
(4星)	 自打正室出现后，我咋怎么看格雷怎么讨厌。是不是位置决定脑袋啊。izzie自从当了小三也很招人烦。            
(5星)	 What if Izzie and Danny were together?            
(4星)	 我果真喜欢Burke &amp; Christina 这一对儿了，他们很搭~            
(5星)	 简直            
(4星)	 小胖子太可爱了            
(5星)	 读书时听过一种说法叫“优秀是一种习惯”，这是一种看似谦逊实际很霸道的说法，我曾经相信而且羡慕，有些人似乎从不认真念书，但考试总是第一，有人气质就是不同，天生的领导者。后来有机会跟一些牛X人物或并肩作战，或成为对手，或最终超越，才发现这是一种很装事儿的说法，他们都不像外表看起来那么            
(5星)	 Doctor Burke很性感。。            
(5星)	 为所有人            
(5星)	 还是觉得第二季最好看。。。            
(4星)	 我喜欢每集后面的reflection            
(NA)	 弃之。            
(5星)	 看这部剧的时候是在期末考试，一整天复习下来晚上临睡前看上一两集顿感脑袋轻松许多，有点脑白金的作用呢            
(5星)	 getting more and more complicated...            
(5星)	 很稀饭很稀饭~            
(4星)	 要不是烦人的女主，就给五星了。            
(5星)	 越来越不喜欢Grey了            
(4星)	 感觉有点墨迹。。            
(NA)	 还是不喜欢棒子 Christina            
(5星)	 好看。            
(5星)	 高潮迭起,易激动者勿看            
(3星)	 总是边吃饭边看他们解剖内脏。。。            
(5星)	 为什么永远是有色人种配到一起呢···            
(NA)	 真愁，怎么看还是主角最般配，真愁。            
(NA)	 Baily真是讨人欢喜&lt;(￣ˇ￣)/             
(5星)	 再看一遍有几集还是哭死了。。再看第二季，看上了Alex，他对Izzie的爱啊~~~            
(5星)	 不想izzie离开，不想Denny离开....            
(5星)	 第二季還不錯，看得緊張。            
(5星)	 最大的变化就是本来很讨厌shepherd的老婆，这季变得很喜欢。            
(NA)	 听说这季做好看~！也也也            
(5星)	 挺好看            
(5星)	 Mere&amp;Dere  ,尤其记得经典的“ choose me ,pick me ,love me”!!            
(4星)	 正式进入三角恋阶段，纠结ing。。。            
(5星)	 这季denny死了……我好恨            
(4星)	 我还是很爱很爱McDreamy            
(4星)	 体内炸弹很假，其他还好            
(5星)	 讨厌grey和derek没完没了 超喜欢burke            
(5星)	 超爱，不解释~！            
(5星)	 Burke and Christina!!!            
(5星)	 看此片老飙泪            
(5星)	 剧情很精彩~希望接下来的也一样好看~            
(5星)	 不错啊            
(4星)	 很好的主题医院...            
(5星)	 让我又哭又笑的，疯了~~~            
(4星)	 不错的～            
(5星)	 啊啊啊~终于又捡起来看啦~这个果然要连贯着专心地看的！而且学校的网速奇艺看不鸟啊！目标：暑假把第三季看掉~我不会再弃坑了！            
(5星)	 实际上是生活的解剖学，很有感悟。            
(3星)	 其实我就是想看。梅蕾迪斯到底跟那个德瑞克合好了没有。。。            
(NA)	 喜欢grey，还有Yong            
(5星)	 好看好看            
(5星)	 中意Burke^.^            
(4星)	 27集 看死我了            
(5星)	 灵死了~~还有喜欢那句：PAYBACKS ARE BITCH~~哈哈            
(5星)	 我的mere啊            
(4星)	 喜欢这时候的小梅和德瑞克            
(4星)	 哇塞，这最后的三人互望难道是：来，让我看着你们俩~搅基吧~~~~            
(5星)	 爱！爱！爱！            
(5星)	 看的有些纠结。。这就是生活吧。            
(4星)	 欲罢不能。            
(5星)	 最后一集，我流泪了。Christina,很爱。不过为什么她当时没勇气握住他的手。美国人的心态不太理解撒。            
(NA)	 Burk啊            
(5星)	 得知女猪有40岁啊，我就越发看着不顺眼了！            
(5星)	 我爱！            
(5星)	 EP17看得我抓狂了~看到了所有人崩溃~很震撼~            
(4星)	 劇情很拖沓，我越來越不喜歡mere 和 Derek 和他老婆這3角關係，然後卻很喜歡peston burke and cristina  ，當然我最喜歡的是George，可惜最可憐的總是他，當然我覺得izzle和denny這對讓我很煩，izzie 太不理智            
(5星)	 经典就在不言中            
(5星)	 Patrick系列 必须全满            
(5星)	 BURKE 太帅了，好男人            
(5星)	 you are my persen            
(5星)	 重新回头再看，第二季yang变成病人大哭不止的时候，BURKE的一个拥抱，就依然流下了眼泪，纵使强悍如Yang 也需要脆弱的时候的一个拥抱，还是喜欢BURKE跟Yang在一起            
(5星)	 然后第二季就出现了derek的老婆和他老婆的情夫.            
(4星)	 对mere和derek的琼瑶戏码已经厌倦了。。几人吐槽依然大爱            
(2星)	 弃了            
(5星)	 Burk~~            
(5星)	 很赞！            
(4星)	 开始感觉下坡、            
(4星)	 CCTV8            
(5星)	 7季老子把你搞定了！！！！！            
(4星)	 为啥所有的去除第一男女主角的角色都挺招人爱呢            
(5星)	 denny 死了 denny死了 denny 死了 55555555555555            
(5星)	 Addison就是我一直想成为的那种女人，所以从这季开头就越来越看不惯Derek伤害她，最后Addison那么无力绝望差点看得我泪奔。Izzie也太疯狂了            
(5星)	 看完第二季就不想继续看了 预想后面会越来越郁闷            
(5星)	 继续。。。            
(5星)	 这绝对是搞笑片            
(4星)	 各种情感纠结            
(4星)	 奔向奔向吧.爱情，事业，友情，所有的悲欢.            
(4星)	 这部剧就跟绝望主妇一样，什么时候是个头啊            
(5星)	 一看这个，我就止不住的天天说英语            
(4星)	 越来越喜欢addison。看的各种无奈。            
(3星)	 没有那么爱 弃。。。            
(5星)	 不错阿我喜欢。            
(5星)	 回来把dr. montgomery-shepherd&gt;&lt;            
(5星)	 Burke虽然有点自负，但他对职业，对感情那种认真，负责的态度让我觉得他真是个超级有魅力的男人~~~PS。。也非常喜欢看Bailey部分，严谨不乏幽默。。。            
(4星)	 better than season1 in my opinion.like B&amp;C            
(5星)	 just moving            
(5星)	 热泪盈眶！！            
(5星)	 中间的炸弹，和最后的枪击，我承认我被编剧折服了            
(3星)	 太纠结，看不下去了            
(5星)	 CB 还在一起的时候。。温馨呀。。            
(5星)	 追~~~            
(4星)	 izzie!            
(4星)	 这些个感情啊…            
(4星)	 17,18集最赞            
(5星)	 除了C和B，其他都都在乱睡觉            
(4星)	 天天看人死怎么能不淡定呢            
(5星)	 看格蕾第一年            
(3星)	 a bit messy            
(5星)	 burke &amp; cristna            
(5星)	 继续混乱...            
(4星)	 乱了吧 所以只看到这部而已            
(4星)	 怎么可以乱杀人。怎么可以乱伤人            
(5星)	 好乱好乱~~医院好乱！！！            
(5星)	 24号回归吧？！OMG，快被拖死了哇~            
(4星)	 妈的，我真是看够了Grey和Derek跟其他人那个嘛然后假装彼此是朋友            
(4星)	 不舒服是因为真实            
(5星)	 excellent！            
(4星)	 结尾Danny那段有些拖沓，就算是客串吧，哎            
(4星)	 christina满有腔调的            
(4星)	 美剧中的爱情精髓就是，乱搞！            
(5星)	 好吧，我是哭起看完最后一集的            
(3星)	 为什么评价这么高 大家就这么喜欢这群人乱搞男女关系吗？？？            
(5星)	 我是如此的喜欢burk和baily~死亡和情感有的时候会让我窒息            
(5星)	 欲罢不能            
(5星)	 很喜欢这部美剧。            
(5星)	 第二季高潮季，注定了之后不能看。            
(5星)	 大爱            
(5星)	 感觉第二季比第一季更好看            
(5星)	 我就以一天12小时的进度看完了第二季……            
(NA)	 看不下去了,弃之            
(4星)	 最后一集的izze梨花带雨妆花了的脸太美了            
(4星)	 2007            
(3星)	 不懂为毛女生这么喜欢            
(5星)	 超爱IZ~~~            
(3星)	 看完这季实在不想看了            
(5星)	 I&#39;m lovin&#39; it            
(NA)	 觉得Meredith很假 Dr.Dreamy很作~还是很欣赏izzie和Danny 好剧情好演员，哭得一塌糊涂，不过也许这样才记忆深刻，才更深化对实习医生的情感要求~             
(5星)	 第一季就9集，第二季立刻飙升到27集，可见格蕾的收视是相当不错的            
(5星)	 Christina：“他还是个小孩儿，连我都不欺负小孩儿~”            
(5星)	 经典医务剧            
(5星)	 靠 居然让B走了            
(3星)	 看完这一季就没有再追了..有的时候好狗血            
(5星)	 极其强大的美剧...            
(4星)	 里面的病列很有意思~            
(5星)	 爱情很狗血，亲情很温馨。以爱情为幌子，作为延续带动剧情的因素，太过勉强。不过，每个小剧集的发展，都让人佩服编剧的功底，特别是炸弹那两集，以及在剧中病人的成长、明白内心的真实感受，亲情的温馨，再次让人落泪。            
(5星)	 当初上人文心理这门课的时候，老师就向我们推荐这部电视剧，说看看怎么和病人相处。看完发现人家外国的医生也不是如耶稣在世，到是他们的患者才不是如此刁钻。医患矛盾什么的别全推到医生头上。看着他们就觉得中国的医生真悲哀……            
(5星)	 绝对五星 编剧很强大            
(4星)	 只为B&amp;C            
(4星)	 四星半            
(5星)	 第二季确实是坚定了我看下去的决心            
(NA)	 也是偶一直坚持在看到一部美剧 虽然刚开始看时很受不了这种血腥场景 但是开头和结尾的旁边都让我很有感触            
(4星)	 第二季也不错，但我把第三季也下了，估计以后也不能看了，后面太乱了            
(4星)	 那个炸弹那两集太棒啦。            
(5星)	 I like the feeling that you can control everything. But when the time you have to give up, just let it go.             
(5星)	 最爱是Dr.Bailey！            
(5星)	 喜欢Burke&amp;Cristina，喜欢格蕾里有意思的病人            
(5星)	 稀罕            
(5星)	 我喜欢看             
(4星)	 把爱情进行到底。            
(5星)	 帮助你更好的理解美国梦，更好的理解普世价值。            
(3星)	 一部小三儿的上位史，还是原配看起来比较顺眼            
(4星)	 Danny死了...Grey又和Derek睡了...Burke伤了...Yang寂寞了....大妈你编剧还真狗血            
(4星)	 陪我度过多少个gre日夜。            
(5星)	 个人认为是GA最好的一季~            
(5星)	 如果就停留在第二季就很好了，Denney死了，我难过的痛哭！不管以后会变成什么样，iz在这季里的执著让我动容。Mer和Shap的爱情也能够叫爱情吗？狗屁！            
(NA)	 很棒的OST            
(5星)	 第二季比第一季精彩哦            
(4星)	 没有第一季干练，多了纠葛，多了不舍。始终爱男女一号的“眼神”            
(NA)	 每集结束时总有那么两句发自肺腑引人深思的话。看美剧的时候，自己也会渴望变得坦白、直接。让一切事情简单化。但是，当一觉醒来时，我还是亚洲人，含蓄、内敛的内向者。            
(4星)	 谁让Yang爱上了自己崇拜的神。            
(4星)	 边吃饭边看。            
(4星)	 i like burke, denny and bailey so much.            
(5星)	 怎么会这么好看！            
(4星)	 O MY B&amp;C...            
(4星)	 很感人            
(1星)	 很喜欢手术和医院那部分的情节，配角都很可爱，无奈男猪和女猪太渣太贱太讨人厌，弃之。            
(5星)	 第一次看GA，是在大学教室老师放的一集，而那一集，正好是美剧史上收视率最高的一集，炸弹那集。            
(4星)	 小三上位史啊            
(NA)	 meredith 和dreamy 能不能别再纠结了？？            
(5星)	 喜欢大家的生活态度和里面的歌            
(NA)	 exhausted            
(4星)	 关系有些复杂啊，貌似美剧都是这样，每个人都要扯上点关系，有点点小郁闷。喜欢Christina。            
(5星)	 best love, always and forever！            
(5星)	 最后那几集啊，看得真揪心。。。。            
(5星)	 爱george            
(5星)	 一直都很好看！            
(5星)	 看惯了生老病死却还得品尝着人生百态。。。Body， mind， love， friendship 喜欢addision！            
(5星)	 爱            
(5星)	 最喜欢的一部美剧。。。            
(5星)	 love th1s season~~            
(5星)	 Addison是亮点~~~Cast最强大的一季            
(3星)	 男女关系太狗血了            
(5星)	 一百颗星！！！            
(NA)	 Mr steamy...            
(4星)	 Grey和Derek。。。不禁令我想起了Carrie和Mr.Big。。。。            
(NA)	 我唯一喜欢的一部电视剧            
