http://movie.douban.com/subject/4303681/	欢乐合唱团  Glee Season 2
(4星)	 虽然剧情开始无脑起来了，不过每次各种比赛上的曲目还是好精彩！其实我最喜欢看Sue吐槽Will的头发了 每次的形容都用得好错可=V= 另 Naya姐姐实在是特性感了吧~             
(4星)	 消磨时间最好的工具 爱！！            
(NA)	 这集真难听。            
(5星)	 又是考试周看完……            
(3星)	 我是来听歌的            
(5星)	 回想一下这脱线剧关注到了多少社会问题？——早孕、残疾、边缘学生、学生教育、校园暴力、les、gay、单亲家庭、再婚、种族歧视、唐氏综合症……OTL            
(4星)	 和GG有一拼了= = 但是KURT还是萌            
(5星)	 他们真的变成僵尸了……哇哇哇哇倭瓜樱桃雷大喷菇磁力菇玉米加农炮！！！            
(NA)	 第11集thriller非常赞！            
(5星)	 最后一一集的剧情简直太烂了            
(4星)	 结局...Blaine和Kurt!!!圆满的感觉。            
(3星)	 已弃            
(5星)	 这季有太多可爱的元素            
(4星)	 Santana和Brittany越来越闪亮了啊。。=v=不过剧情还是依然哎。。。这是合唱队，不是绯闻女孩啊啊啊~            
(4星)	 总有那么几集给你带来glee，只是finn成了花瓶让人生厌。            
(5星)	 第二季比第一季好看~            
(4星)	 喜欢新出现的金发阳光男~~萌呐~和quinn好吧~~哈哈~~其实还蛮喜欢第一集时sue和will感情好的时候。。。搞不好这两个最后才是正果。。。T.T  越来越喜欢呆瓜女了~~超级cuuuuuuute!  我果然被小甜甜萌到了，女主还是一如既往的讨厌。。好吧，我又追完了            
(4星)	 原来我就这么爱歌舞剧~以及 真的觉得男同无限美好啊~            
(4星)	 broadway的闪闪传奇            
(5星)	 我舍不得看完。。T.T            
(4星)	 还是那句话，剧情很俗烂，歌，amazing！            
(2星)	 跟第一季比整个成mv了…不过，还是好喜欢emma的鹿眼哟～            
(4星)	 这么痴呆的剧情依旧看的津津有味有木有~~~            
(NA)	 啧啧，被那个一人分示两角的二重唱kurt萌的七荤八素            
(5星)	 期待第三季 &gt;&lt;            
(5星)	 多棒的音乐剧。 就是剧情太狗血了。= 3=            
(NA)	 不是说有安妮海瑟薇么，最后影子都没见，不过holiday老师挺给力的。            
(5星)	 前15集有惊喜。之后几乎开始退步。总体没有第一季好看。但是原创歌曲相当惊喜。喜欢get it right和light up tonight。。好似是这个名字= =            
(4星)	 真的受不了突然开始唱歌的电视剧=。=            
(5星)	 又是攒到最后一口气看下来。呼~~~有几集真是太贴心了~~~ 超爱Kurt那对！继续支持Finn&amp;Rachel。终于想明白Will原来跟玩具总动员的胡迪警长很像嘛！！！             
(5星)	 基情片儿            
(4星)	 后面越来越没意思了            
(3星)	 看着看着烦得不得了，我果然就不喜欢歌舞青春剧的            
(4星)	 各种超展开的CP            
(5星)	 不想看下去了。。            
(3星)	 依旧是歌曲不错，剧情太弱            
(4星)	 亮点比第一部少啊            
(4星)	 搅基大片，不过歌很好听啊～            
(4星)	 别老说中国网络歌曲俗，S2E4也翻唱了老鼠爱大米那样歌曲。//哈，到圣诞节，这就完咧？            
(3星)	 没第一季喜欢            
(4星)	 摆明了下一季接着冲击全国赛嘛！            
(5星)	 我爱glee 无论怎样都爱            
(3星)	 弃了～            
(5星)	 结局不好。            
(5星)	 依旧嫌弃Lea的香肠嘴哈哈，等待第三季            
(5星)	 wonderful music~！and vocal are way much higher！            
(4星)	 Family is a place where everyone loves you no matter what and accepts you for who you are.            
(5星)	 总算追完了 还是很欢乐的 S3要等到该死的9月 咳咳 怎么说呢 作为美剧算是很好了的 甚至是唯一不反感的一部了 只是以后都不用每个星期在吧里盯着资源帝求索了 ( For the time being, Farewell, Glee cast ~ ♪ミヾ(*￣￣∇￣￣)θ☆             
(5星)	 无限期盼第三部            
(4星)	 什么狗血结局            
(4星)	 这季还是有不少亮点的，但剧情方面除了两三条线以外，其它都渣得不起了，这剧还是主要用来听的            
(5星)	 本季终            
(5星)	 乱的一比。很想知道第三季之后大家都毕业该怎么办。            
(4星)	 傻逼的剧情掩盖不了演员们惊人的唱功 Season Finale很出色，很有30‘s Broadway的感觉            
(1星)	 第二季女猪更丑了！这一季她的嘴张得更大更用力！！时刻担心其他人的头被她咬掉啊- -bb              
(4星)	 完美落幕            
(4星)	 失败者之歌。            
(2星)	 。。。新来的SUNSHINE比女主唱得好多了。。。            
(3星)	 看到第几集忘了...反正Quinn悲剧后我好像就提不起劲，它也不怎么给劲了......            
(4星)	 好听的歌曲，一群有梦的人            
(4星)	 女猪我真受不了你            
(4星)	 求求你剧情不要再那么弱智了！！！            
(4星)	 看看还是有助于身心健康的，以及sue真是太可爱了！！这一部的歌儿我个人觉着选的比第一季好听的多~            
(4星)	 虽然各种吐槽无力，但还是蛮喜欢这囧囧的一班子人            
(4星)	 快要当MV看了……希望下一季编剧给点力不要往GG发展……            
(4星)	 每次都是为了听音乐才看，剧情狗血程度跟gossip girl不相上下了，连线游戏玩累了没有啊编剧们？不过最后那集season finale还蛮感动的~~            
(4星)	 这个就是听歌的，至于剧情，和Gossip girl差不多，反正就是各种各样的纵横交错，关系那个纠结复杂哦～            
(4星)	 虽然变弱了 但是偶尔还有非常给力的表演。大赞本季最后一集的For good。            
(5星)	 剧终集肾上腺那首歌真是好听爆了大气啊霸气外露啊！Quinn身为全剧最美的女生却是最不attractive的一位请造型师给她换个发型好么。Santana歌唱的好，身材和服装也很赞，晋升为女神。据说第三季非常精彩，期待。            
(4星)	 究竟这季谁死亡了？？            
(5星)	 110610第二季波波折折还算好看。最后的纽约外景那集，复古感颇重，很喜欢。另外还是喜欢Kurt哦。charice反复出现了有三次吧。Finn越看越帅哦            
(4星)	 ·舞女忽然变得好聪明～不习惯            
(4星)	 比第一季强            
(3星)	 听歌为主。女猪一号真不讨喜。            
(3星)	 puck  brittaney santana            
(NA)	 到第二季我就hold不住了            
(4星)	 这些个破爱情啊 到了后面有点cliche的感觉            
(5星)	 amazing~            
(3星)	 编的越来越没劲了，最后四集硬撑着快进看完的，第三季不打算追了            
(5星)	 i don&#39;t know how to describe this,it&#39;s so freakin&#39; hot....            
(4星)	 最后一集真的太棒了！治愈了啊~顺道再次鄙视一下fox！！！！！！！            
(4星)	 季末有没有太波澜不惊了一点            
(5星)	 青春啊！！！！！            
(4星)	 歌曲依然好听 但剧情开始走下坡路了 不知道下一季编剧还能怎么写。。            
(5星)	 我就知道了 菲律宾亚裔  他们她们是很能唱            
(4星)	 不想追了            
(5星)	 最后一集一扫前两集不给力~快回归吧~!!!!!!我会想你们的~glee club~❤            
(3星)	 弃            
(4星)	 布兰妮特辑 I&#39;m a slave for U实在是太HIGH了！！            
(NA)	 quit            
(5星)	 For Kurt and Blaine!            
(4星)	 音乐一直很给力，剧情一直很狗血，如果那也叫剧情的话。            
(NA)	 网速！！！空间！！！            
(5星)	 206.哈哈哈哈！            
(5星)	 持续给力！持续热血沸腾！            
(3星)	 Only the good die young. I&#39;m still that Silly Romantic.丨能把歌舞和剧情编到一起去是Glee永远的挑战。            
(5星)	 千言万语hard to say            
(3星)	 如果剧情没这么狗血可以加一星的。。。。            
(4星)	 我已经渐渐习惯如此狗血的剧情了 ...反正就是团内排列组合乱搞呗~╮(￣▽￣&#34;)╭            
(4星)	 没看完            
(5星)	 越发搓气男女猪脚了……剧情线你能不能不要那么平行宇宙……个么歌还是好的            
(4星)	 2Britney特辑~http://www.mologer.cn/glee.html~10~11归来，人间大炮准备~12情人节~13颂歌~14酒精~15sexy~16kurt的初吻~17筹款~18接受自己~19Fleetwood Mac~20最爱和最恨的歌~21苏&amp;泪~22吻            
(4星)	 季末集总是很赞。            
(4星)	 反正我就是喜欢歌舞剧啦！就算剧情再蠢女主角再恶心我也喜欢！            
(5星)	 请编剧把finn写死，谢谢！            
(4星)	 有文化差异，歌倒是真好听            
(4星)	 我只看了每一集唱歌的部分....其他的,感觉他们好乱啊            
(5星)	 最后一集好有喜感啊            
(NA)	 菲律宾小女生很久以前上过韩国节目唱歌            
(3星)	 所以现在Glee Club是不是应该改成Gay Club比较贴切啊？？我是萌S&amp;B的，为了这两只老娘又重新开始看这捡起来扔掉扔掉又捡起来的雷剧了！看人家定义G.L.E.E: the Gays, the Lesbians, and Everyone Else ~            
(3星)	 要不要那么多五星啊...            
(4星)	 只要finn死掉我就给五星，- -。            
(3星)	 其实我觉得这季度很失败，秋季段还不错，春季段基本上我每一集都是快进看的，只想看看有什么新歌被COVER罢了！            
(4星)	 第二季的作法比较对路——不要纠结于剧情了，反正也说不好，每次一个主题唱歌比较好。            
(5星)	  这部带我走过黑暗的美剧。剧情没什么好，但是就是给了我无以名状的温暖和力量。希望永远不要结束的剧啊。            
(5星)	 santana 变美了            
(NA)	 I love Quinn~~            
(3星)	 每一集的模式越来越像，编剧陷入瓶颈            
(4星)	 每集的质量参差不齐，上一季基本都是老歌，这一季基本都是新歌。这一季的推 S02E06/16/18/20            
(4星)	 最后一集真心烂。Finn已经被写到人见人烦的地步了。            
(4星)	 这剧蠢死了故事情节蠢到不行人物有一半看到就反胃可是还是很喜欢看看到很感动这是为神马。。            
(4星)	 越来越没意思了            
(5星)	 越来越喜欢Finn            
(5星)	 五星打给歌还有blaine哇卡卡卡            
(5星)	 剧情什么的就别那么在乎了~            
(4星)	 涨一星，第三季视情况而定再决定追不追。            
(4星)	 这狗血的爱来爱去啊。。。。整部剧就当mv看。。。。            
(4星)	 family.            
(4星)	 这季翻唱的流行歌有点滥，我吃不消啊，最满意就是Sectionals上的两首原创，尤其loser like me，至于最后一集的Nationals的表现，不输都对不起观众了.....            
(5星)	 坐等第三季！            
(4星)	 Acceptance is Glee Club&#39;s theme. No matter good or bad.            
(5星)	 episode 1 vividly!!!! Charice × Rachel Telephone so desirable~ Quinn也能唱出im yours...episode 9 Finn唱just the way you r太帅了！            
(4星)	 第二季没有第一季给力~            
(NA)	 17 闲置            
(5星)	 看完感觉好感动。            
(4星)	 Glee,glee,glee!~~~            
(5星)	 每季都在慢慢的感动里中结            
(5星)	 最后一集没有sue诶            
(3星)	 大型MV            
(5星)	 反正不是冲着剧情看的            
(4星)	 不出意料的输了national，不然第三季拍什么对非。。。歌还是很不错，只是剧情幼稚的一塌糊涂，男男女女排列组合，最后只剩下那对小萌gay最顺眼了。。。@@             
(5星)	 glee            
(4星)	 其实到Finchel分手之前，这对还是很有感觉的，但是之后就各种胡乱搭配，跟绯闻少女似的。幸好第二季的歌大都很好听，比起那些热单，还是比较喜欢他们翻唱经典老歌            
(5星)	 真是好看！            
(5星)	 5分其实更对的为了音乐,因为有时候剧情还是相对弱了,但是这不妨碍我对这部剧的喜爱,整个glee club几乎所有人都有这样那样的毛病,但是我就是喜欢.现在最爱Santana,Kurt,Quinn与Britney.            
(4星)	 Rachel的嘴好大  不太喜欢            
(4星)	 略有下滑（我竟然一直保留在在看状态……）            
(4星)	 不如第一季的剧情是不用说的了~原创歌曲还是第一第二首最神 大结局的我觉得一般般…………期待第三季吧……            
(3星)	 能不能不要总让格温妮斯帕特洛来呀，唱的不好听，跳得不好看的。。。            
(NA)	 如果你们高中毕业前没有获得冠军或者没有获奖怎么办？//是不是第三季进入了前十但是没有获奖，第四季获奖了但是不是冠军，第五季终于获得冠军了？            
(NA)	 很想一拳捣在女主脸上            
(5星)	 比第一季好看是肿么回事！！！！基基复基基了么！！！捶地！            
(5星)	 我就是喜欢看glee。我好喜欢Blaine.貌似这一季中布莱特妮变化很大。尤其是小甜甜那集。而且最后一集她的话说的好温暖。glee！耶！            
(5星)	 对RACHEL的态度开始改观            
(5星)	 第三季高低得拿冠军了吧            
(5星)	 大伦与科科定情之作！～            
(5星)	 &#34;Tik and Tok,Ke-dollar-sign-ha&#34;            
(3星)	 这剧的剧情真的是无下限了，还好有kurt            
(4星)	 音乐类电视能做到这样我也就不计较剧情神马了。欧美流行音乐百科全书啊~             
(3星)	 不是我那杯茶            
(5星)	 格温妮丝超爱的！            
(5星)	 没想到GLEE居然也能跟GG一样整点混乱的男女关系出来。。。好吧我都快要忘了到底谁跟谁在一起了，真是一件让人么得话说的事情。。。但是很多翻唱还是蛮好听的，就没事边看着边聊天也没问题~            
(4星)	 听歌听歌....剧情什么的都是浮云= =            
(4星)	 glee里面的每个人都不是完美的，just like Brittany said in last episode，we steal each other’s girlfriend and boyfriend，but we learnt the acceptence.            
(3星)	 选择性收听=0=......上一季是在手机里看了的还会关注下剧情这季整个就放着当背景音哈哈...            
(5星)	 歌舞部分的花样比第一季的更多了            
(3星)	 看到一半正式弃之，剧情无条件为歌服务，为腐而腐，再也没有第一季的可爱新鲜感。            
(5星)	 喜欢mike 和 kurt            
(4星)	 越来越狗血了            
(4星)	 剧情弱，可是歌舞依旧喜爱。            
(5星)	 Boardway.             
(5星)	 剧情太弱            
(4星)	 爱Glee            
(4星)	 这一步虽然有很多客串，，但是，，剧情太烂了啊。            
(5星)	 歌舞继续精彩，感情戏继续糟糕。            
(4星)	 男猪脚女猪脚都太煞风景！！！但是那一对小gay实在太棒&gt;&lt;            
(4星)	 歌唱的真是不错            
(5星)	 第二季的亮点绝对是Warblers和Klaine！            
(5星)	 延续了上一季的剧情，教练苏还是作恶多端，但是在will老师的带领下，这群孩子还是坚持在做自己喜爱的事情，glee，欢乐合唱团～            
(4星)	 I prefer strawberry juice= =！            
(4星)	 越来越狗血了···            
(4星)	 \klaine/\klaine/\klaine/\klaine/\klaine/\klaine/ 【怪阿姨状捧脸】还有我爱全员！！！！全员都爱！！！第二季比第一季好多了……无比治愈！！！！            
(3星)	 不管是时装剧歌舞剧小白剧都掩盖不了高中生乱搞剧的本质！            
(3星)	 真不明白为什么都给五星。。。。。            
(5星)	 没啥说的 Klaine！            
(NA)	 Kurt和Blain万岁！虽然我不是腐女……太纯了。            
(3星)	 三颗半            
(5星)	 剧情是用来无视的！            
(5星)	 我还是最爱那个Umbrella&amp;Sing in the Rain~            
(4星)	 歌曲逐渐流行。            
(4星)	 这一季的剧情好很多而且音乐也不错啊~~            
(4星)	 就最后一集比较精彩啊。。为了Blaine和Kurt再继续看下去吧。。            
(5星)	 很有爱~喜欢里面重新演绎过的歌曲            
(5星)	None
(3星)	 弃            
(5星)	 精彩度有增无减，第三季就快拿全国冠军吧！真不容易。            
(5星)	 第二季依旧追！我是来看歌舞的！！五分儿！！！添加很多原创歌曲，最爱Get It Right。Loser Like Me。喜欢这个剧体现的包容，对同性恋的理解与认同，对唐氏综合症患者的关爱，对个人魅力的理解：健康个性就是美！然后Darren Criss乃好迷人啊。。。            
(5星)	 看歌舞剧总是很燃哈哈            
(4星)	 倒数第二集哭的乱七八糟。            
(5星)	 最经典的一季~            
(5星)	 太美好了！！！            
(4星)	 哈哈哈 santana跟那个在一起嘛 我想看的你两个好在一起             
(5星)	 狂爱heather morris!舞跳得太棒了！！            
(5星)	 i love kurt  sam santana and puck!!!!!!!            
(5星)	 真的很感人 好多人都说glee的剧情越来越糟糕了 但是我还是被他们的歌声和表演所打动 尤其是看到在周围的白眼和不认同中还能一直坚持梦想            
(4星)	 虽然是看的klaine的剪辑版，那我也算是看过的哈XD            
(3星)	 第一季没看完，第二季却看完了。Santana各方面简直正爆了，比Brittany还正，第一季怎么没发现呢；依然不待见Rachel，而且对百老汇歌曲无感；Finn令人惋惜，还真是头脑发达，四肢简单；Noah和Sam，还有Mike都找了糟糠妻，编剧小时候穷搓丑心里有阴影吧...            
(4星)	 越来越觉得这学校的女人太靓了            
(3星)	 这一季的剧情集弱滥烂于一身，基本上已经不再有如第一季那种青春励志的感觉了。歌舞改编也不如第一季那样精彩，没有让人特别印象深刻的片段；但是自创的那几首我都很喜欢，勉强三星。            
(5星)	 Chord很帥的好不好 為什麼老是笑他的嘴大呢            
(5星)	 看美剧必推此剧！太欢乐！            
(3星)	 高三下时很萌这部剧 主要萌翻唱曲目 很多歌都唱的挺不错的 但到后面剧情有走下坡路的趋势 所以果断弃剧 不过还是挺萌kurt和blaine的            
(4星)	 排列组合什么的我就不吐槽了             
(5星)	 比起第一季的勾心斗角，第二季明显好看了很多。各种歌曲的改编和串烧都让人很过瘾！            
(4星)	 Rachel憋屎唱歌的表情看得大家都辛苦啊            
(5星)	None
(5星)	 Klaine组合拯救了这部剧            
(3星)	 纯粹为了听歌，剧情都是浮云            
(4星)	 前两季的歌曲我这里都快超过200首了!!好听哇 最喜欢格温妮斯·帕特洛的声音,那首turnning the table            
(4星)	 Blain好帅啊¯﹃¯ 儿子说某ka回国之后我果然寂寞了 都开始萌美剧里的小基佬了 可是他真的好帅啊= = 就是比Kurt矮一点点 要长个啊！觉得Mike Zhang也挺可爱的            
(4星)	 Gleek            
(5星)	 22            
(5星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈~~~第二季笑死哥了！！！翻译和B太给力了！！！            
(5星)	 glee剧情的狗血丝毫不影响我对歌曲的热爱 而且我竟然喜欢上垒球球了。。            
(4星)	 第三季低迷绝对和第二季的编剧有关系。。WTF            
(5星)	 Screenwriter is a jerk.            
(4星)	 觉得第二季比第一季好看，歌也是我喜欢的类型了，哈~~            
(NA)	 就是一本美国的百科全书，可以听到很多你没有听过的音乐，美国音乐的粉丝们可以看看啊            
(3星)	 想看剧情就算你想瞎了心了            
(5星)	 第三季是不是完结？也该夺冠了吧，，            
(5星)	 其实我主要看Sue 如何对Glee Club 使坏，每次她一默念Dear Journal 就特欢乐~            
(4星)	 这一季的感觉好了很多，编剧给力了，各种线的层次丰富起来，不过还是那句话，美剧最让人诟病的地方，关系又乱又复杂，每一段男女关系都不深挖，就结束，好乱。。。            
(5星)	 oh god！不敢相信我竟让最爱blaine……and 呆呆cute的Brittany也能句句逗得人泪流满面            
(3星)	 剧情越来越扯啊。。。            
(4星)	 sing sing sing            
(5星)	 Music , makes people , come together             
(5星)	 挺棒的            
(5星)	 Cory Monteith越看越從眼裡拔不出來了，我花痴了～ Lea Michele絕對可以穩站Broadway! Gwyneth Paltrow的客串唱功還挺驚艷的，看來她從老公Chris Martin那偷學不少～            
(4星)	 剧情复杂不少，但有几个次要人物丰富鲜明了起来。            
(4星)	None
(3星)	None
(5星)	 Santana这季太出彩了眼珠子都离不开她了            
(4星)	 在一部美剧里面发现最喜欢的角色是个华裔真不容易            
(4星)	 真心觉得第二季水平上来了~~~尤其是原创歌~            
(5星)	 无法不爱这剧。灰心丧气感觉无助无望的时候总是要拿出随便哪一集重温一遍，就觉得面对生活又有了斗志。有音乐有梦想还有一帮各种欢乐腹黑的乐观可爱的大孩子们。 至少再次坚定了一个信念：勇敢的面对哪怕是泪流满面的每天。            
(5星)	  长大意味着失去，成长的哀伤，是不能避免的，失去的同时我们也将会得到一些。在最美好的年华里好好珍爱自己和身边的人。enjoy it~~            
(3星)	 编剧脑残，女主讨人嫌。            
(5星)	 继续奉献无数好音乐            
(3星)	 特么现在高中生的感情生活都这么乱么？看的我郁闷！！能不能不要再把亚洲人的妆画得那么恶心了，看的我自己都厌恶的不行，这叫歧视么亲！！！！看第二季的时候完全都可以最小化屏幕只听歌了，讲的什么都没所谓了，就是这些个翻来覆去的东西！！！            
(4星)	 比一好~            
(4星)	 我印象最深的就是，Bieber is a she。。。            
(4星)	 有梦想的孩子们。            
(3星)	 还是喜欢Artie跟Puckerman            
(3星)	 剧情超烂歌曲超棒 每天一边玩小游戏一边当背景音乐听看得超快……            
(5星)	 一如既往的支持 赞~~~~~~            
(3星)	 如果不是有客串明星和喜欢的演员在里面我真想直接下歌就算了.            
(4星)	 loser like me⋯⋯ 这部剧的编剧深刻的贯彻了“让观众觉得主角都是傻子”的理念。所以我贱贱的很喜欢。            
(5星)	 这季就有很多很多熟悉的歌了~哈哈，还有明星来客串噢~~            
(5星)	 all about Harry Shum Jr.            
(4星)	 音乐很赞！            
(3星)	 同性恋们的感情更纯粹。            
(3星)	 刚开始看第一季的时候没想到他们这部剧竟然会这么火*- -~            
(5星)	 沉迷于混乱人物关系和欢乐舞台现场秀            
(3星)	 听歌然后看苏            
(4星)	 前面几集太失望了，硬是忍着看过去就又见欢乐的Glee，虽然剧情越来越黔驴技穷，但是冲着华丽翻唱还是很值得继续追下去            
(4星)	 把第二季追完了，真是每个小朋友都有萌点啊。            
(4星)	 故事情节性差一点~不过音乐、表演和社会责任感方面都做得不错~            
(3星)	 故事单调 音乐不错            
(NA)	 奎恩是在太美了~            
(5星)	 啊哈哈哈~晚上不看都睡不着~~~            
(NA)	 喜欢剧中的人物，因为他们不麻木            
(4星)	 听听歌挺好的，就是能不能不要加这么多纠结的感情戏            
(NA)	 落败的太狗血了，女主一如既往的让人想挫碎了丢马桶冲掉            
(4星)	 过街快回来撒            
(5星)	 我对编剧给Kurt安排的对象好满意呀好满意~\(≧▽≦)/~            
(3星)	 就算它是一个beautiful union、也不值得让我去等第三季了。            
(5星)	 虽然似乎不太可能。。但我支持KK党            
(4星)	 剧情2星，音乐四星            
(5星)	 不必在乎结果怎样，有梦的过程中流露出的笑意，是那么的真实。            
(5星)	 可以听到很多好听的歌！            
(4星)	 还是音乐给力啊！！！            
(5星)	 blaine blaine blaine 迷死我了            
(5星)	 疯狂了            
(5星)	 S2還是依舊精彩越來越glee歌也超好聽。全國大賽雖然沒有top10但以實力來説就是冠軍嘛。gay或les甚至meanest Sue也讓人愛起來。喜歡Rachel/Finn的duet喜歡warlerb的主唱喜歡強迫症的老小姐喜歡客串的Gwyneth和Will調情。為夢想而唱為夢想而活。            
(4星)	None
(4星)	 love the songs            
(5星)	 绝对比1好看，后劲太足了。哈哈。            
(4星)	 歌还是不错，剧情越来越狗血。            
(5星)	 真的很欢乐啊~            
(2星)	 看完这几真心不看第三季了 歌曲没第一季的好还有什么这都什么狗血剧情             
(5星)	 Kurt我好喜欢你对象QAAAQ            
(5星)	 好            
(NA)	 这季歌好听。            
(4星)	 蛮喜欢loser like me的。            
(5星)	 第二季好看很多呢~ blaine出场确实小惊艳 好爱britney那集~            
(NA)	 我爱klaine！            
(5星)	 22个MV但有几个真的戳中泪点。BTW, artie is sooooooo cute~            
(5星)	 想唱歌了            
(4星)	 4.5, even better than Season 1^ ^            
(5星)	 剧情依然很渣 可是还是不妨碍我爱看啊~哈哈哈~            
(4星)	 给四星完全是因为Gwyneth Paltrow的精彩客串!!!!            
(4星)	 唱吧~~            
(4星)	 苦逼死撑完S1的各种bg狗血和玛丽苏腻歪坚持到S2，白马王纸终于出现在那楼梯拐角处！！！牵小手狂奔还深情款款唱you&#39;re my Valentine,大半夜的鸡冻shi了！！！！小校服相亲相爱神马的，请凶残的爱下去吧！尽情的闪瞎我把！！！            
(5星)	 第二季 最好            
(5星)	 批剧情和在嘎嘎的歌里找内涵一样无聊            
(4星)	 好听！剧情其次！            
(4星)	 剧情很弱，Sam很养眼，Finn和Butt chin越看越讨厌，Sue和Brittany我很喜欢！            
(5星)	 freaking awesome！            
(5星)	 Kurt和Brittany，太有爱了太有爱了！！！Kurt和Brittany，太有爱了太有爱了！！！Kurt和Brittany，太有爱了太有爱了！！！Kurt和Brittany，太有爱了太有爱了！！！Kurt和Brittany，太有爱了太有爱了！！！            
(4星)	 基本就听歌            
(4星)	 喜欢美国流行音乐的朋友可以按图索骥了            
(3星)	 《歌舞青春》的电视翻版，故事情节放眼到一年之后，每个glee成员都有了新的目标和开始，那就是纽约的全国大赛。Quinn度过了怀孕风波，本以为安安稳稳地度过，重回让人羡慕的即魅力和智慧的地位。看完后我才知道她原来曾经是丑小鸭，只是后来被手术改造罢了。团里每个成员的多角恋情也会让你看            
(4星)	 就是当音乐剧来看~            
(4星)	 跳著看完~            
(3星)	 女主角唱歌的时候嘴是长方形的~~~~有时候是梯形~~~~            
(NA)	 巨好看··            
(5星)	 大爱            
(5星)	 5星给音乐和klaine。            
(4星)	 里面的音乐确实很赞            
(4星)	 剧情有点变狗血了。            
(4星)	 这季让我 有些喜欢Brittany Kurt. 跟全校人都有过性关系的Brittany 竟然是那么 单纯. Kurt呢 从他说要的是romantic而不是sex 以及 人格魅力. Mercedes.最爱弹钢琴的Brad 要么被人说他哪儿都出现 要么说他只是件家具.Quinn长得蛮            
(4星)	 歌曲永远是亮点            
(4星)	 我觉得还是1好看些呢~            
(5星)	 终于唱新歌了.....小人物也出彩，布兰妮和洛基恐怖秀特辑很精彩，就是剧情依旧弱，只能靠客串救场了            
(4星)	 结尾全国赛没有进前十纯属意料之中，不然第三季还怎么继续狗血。说实在的，各种美剧编剧能不能在感情戏上有点创新啊？不要让大家来回纠缠行不行啊！            
(NA)	 [06][12]            
(4星)	 剧情弱了 音乐还是可以的            
(4星)	 ！            
(4星)	 喜欢这个调调 GLEE加油 经典百老汇歌剧风格不要停！！！            
(4星)	None
(5星)	 太棒了&gt;&lt;            
(3星)	 glee第二部果断无趣了....弃剧！            
(5星)	 脑残粉五星不解释。Klain恋情太美好了 P.S.看来我就是戒不掉像Finn这种又呆又萌时不时让人讨厌的直男了TAT            
(5星)	 hey。第二季前面都很惊艳。            
(4星)	 聖誕節真溫馨            
(3星)	 还不如第一季            
(3星)	 比第一季好看。。。            
(5星)	 等第三季啊            
(5星)	 剧情比第一季进步好多，歌也比第一季更好听~             
(4星)	 最爱prom            
(5星)	 我爱KURT。            
(2星)	 要不是kurt出柜了鬼才给两星...            
(4星)	 舞台效果啊            
(5星)	 第二季食完义无反顾的萌上了Santana&gt;//////&lt;            
(4星)	 ~~            
(4星)	 励志，很励志。她没有煽情，是真情实感。乐观很合理地乐观，因此能不怕任何打压与侮辱，总是一笑置之。不论是美国还是中国都有青春的那些事儿，我更爱的是他那种做自己同时又团结一致，为梦想奋不顾身又尊重他人。性取向，宗教，肥瘦，高矮，人种，残疾，智力所有的不同都得到包容。每个人都独一无二。            
(4星)	 主要是为了听歌            
(5星)	 啥子都不想谈 第三季快点来啊！            
(4星)	  继续欢乐，很喜欢里面的音乐            
(4星)	 finn rachel             
(5星)	 21集加长版的18集-Born this way太精彩了 九月第三季来袭            
(4星)	 剧情很弱，Sam很养眼，Finn和Butt chin越看越讨厌，Sue和Brittany我很喜欢！            
(4星)	 一场视听盛宴，请继续第三季。。            
(5星)	 基情满满            
(4星)	 看第二季真心很累。。。。也不知道为啥            
(5星)	None
(5星)	 给力合唱团，和维多利亚秘密一般让人止不住地欢畅啊~~            
(4星)	 扯淡的剧情算是有点收敛了，终于引进原创曲目了，值得鼓励~            
(4星)	 我觉得像加长版的highschool musical~~~~~比较喜欢的男生：Puck和Artie~女生：Santana和Britney~~Rachel太站了，Finn太憨了，Kurt虽然是gay但不够美型~~Sam真的嘴巴大得不正常~总之我是来听歌的~坐等第三季            
(4星)	 唱唱跳跳又一季，让我听到了很多优秀的改编作品，除去弱智的青春片情节不说，期待S3.            
(4星)	 kurt好幸福            
(3星)	 真的.....            
(5星)	None
(5星)	 搅基吧少年            
(5星)	 终于看完了！百老汇盲看得好辛苦……加入等SO3大军！            
(5星)	None
(5星)	 剧情神马的都是浮云~            
(4星)	 比第一季稍逊色，但歌曲依旧很棒，期待第三季！            
(5星)	 青春励志歌舞剧            
(5星)	 大爱！！            
(3星)	 第二季的剧情已经狗血到极致了，现在就靠音乐撑着了，编剧赶紧的吧~            
(4星)	 Britney &amp; Santana！            
(5星)	 为什么都说第二季不好····我觉得刚好相反╮(╯▽╰)╭            
(5星)	 The Warblers made this season!            
(3星)	 越来越不好听了，而且剧情越来越狗血            
(4星)	 期待基情爆发~~~（邪恶YY~）            
(3星)	 原声比剧情给力～Santena开始出位了！            
(3星)	 选曲比第一季好多了。后半季角色的情感忽然变得真实。尤其是16集。            
(4星)	 比第一季好看。剧情总算没有那么雷人，歌曲方面更出彩。            
(5星)	 这群孩子真棒！            
(5星)	 用六个小时看完一季……我疯了            
(4星)	 Kurt            
(4星)	 The music was absolutely fantastic, but the overall storyline sucked. The best thing about season 2 was the romance between Santana and Brittany. I could never forget how the hurt locker scene turned me into a real fan. It was amazing.            
