http://movie.douban.com/subject/3546712/	一起来看流星雨
(1星)	 那个富家公子喝香飘飘？那个富家公子穿美特斯邦威？那个富家公子用步步高复读机？那个富家公子用潘婷？那个富家公子用同方笔记本？那个富家公子送礼送常德藕粉+黄金搭档？最B T的 伸出一只脚 我这个是全球限量版的鞋 你赔的起吗？ 仔细一看 阿迪王。。。。             
(5星)	 如此唯美的爱情，世间难求！！            
(NA)	 怕雷不是GCDY！！            
(NA)	 支持彭杨！！！！！            
(1星)	 极具有中国特色            
(1星)	 打四星五星的人都什么审美啊~PS：其实我想给半星~            
(1星)	 被秒杀了！！            
(2星)	 不考虑剧情的话。我被爽妹萌到了            
(NA)	 超搞笑~~搞笑到SB的那种            
(2星)	 真二的广告电视剧……不过看在讽刺的消遣上给两星吧~            
(2星)	 哈哈哈哈哈  雷阵雨哎~~~~            
(NA)	 囧呆，忽然喜欢上魏晨，为了他，我要继续看下去，太ORZ了。。= =            
(3星)	 在中国大陆偶像剧的一个过渡阶段，也是起步阶段，《流星雨》这个状态算是不错的了，虽然植入广告多，但是关键问题就是，没有植入广告的支撑，片子的资金就不到位，在大陆偶像剧还不成熟的今天，这些都是必要经过的过程。            
(2星)	 俞大妈一登场，我的心就开始疼了            
(3星)	 这部东西就是一整部搞笑片，深情啊忧郁看到我都还是忍不住笑出来 哈哈哈  俞灏明的包子脸啊~~            
(1星)	 难怪大家说一起去看雷阵雨。。。            
(NA)	 其实张翰挺帅            
(5星)	 娱乐大片啊！！芒果总是给人们带来话题            
(3星)	 内地偶像剧新的尝试，虽然青涩但也算成功            
(5星)	 我觉得很好看啊~喜欢云海！            
(5星)	 多亏了雷雨，让我的暑假雷雷更健康            
(5星)	 雷得让我忍不住推荐了，和武林外传一样搞笑。那句爸爸是脑瘤医生，妈妈妇科医生，所以一出生就有与众不同忧郁的气质太有笑点了            
(1星)	 靐            
(5星)	 虽然是山寨剧，但很精彩！！！！不看会后悔！！！！！！！力荐！！！！！！！！            
(1星)	 看了两集就被雷死了            
(2星)	 两颗星送给实习期间的黑眼圈            
(3星)	 雷雷更健康。            
(3星)	 本想给一颗星的，为了张翰，诶，            
(1星)	 雷阵雨。            
(1星)	 一起去看雷阵雨，不小心按到芒果台，雷的天昏地暗            
(3星)	 很雷很欢乐            
(3星)	 一起来看硫酸雨~其实放松心态看一看还是不错的            
(1星)	 傻逼电视剧            
(4星)	 郑爽这孩子不错            
(2星)	 说实在的，抛开造型的因素，几个男的长的还不错            
(3星)	 要把它当作戏剧看            
(1星)	 就不能给上官穿条像样的裤子吗？            
(4星)	 其实还是蛮好看的，主要是男女主角都秀色可餐啊，看着看着好像自己也能变漂亮啦。            
(2星)	 瞄过一眼，看男的就够了。            
(5星)	       今天，端木带饿去了美特斯。棒威            
(NA)	 雷倒众生            
(1星)	 深深地敬仰芒果台牺牲自我，娱乐大众的精神            
(NA)	 怪            
(1星)	 这么传奇的剧集，怀着不能错过被雷的心情拖了遍。怀着偏见打的一星..看到后来蒙死了..            
(1星)	 MD，居然有个性别为男的朋友很喜欢看！！让劳资先死一死。            
(1星)	 我看完了 但我还活着 谢谢              
(1星)	 看了个开始看了个结局。不推荐。            
(2星)	 哎。居然还可以拍续集。            
(3星)	 喷推荐就免了 一颗给小叶子 一颗给朱老乡 一颗给爽MM~            
(5星)	 其实也没那么坏  放宽心去看吧              
(1星)	 与其看广告，还不如换个台看这个乐一乐……嘎嘎            
(1星)	 也没啥天雷地雷的啊，只是看不下去而已……            
(NA)	 虽然外界评论不好 ，但还是看完了。            
(2星)	 芒果，你懂得给一个雷片评分的无奈么？            
(3星)	 请不要盲目鄙视自制剧 究竟打一星的有多少是真的看了的            
(3星)	 哈哈哈，雷雷更健康~~~            
(1星)	 打篮球内哥们儿好看            
(2星)	 中国雷剧之母...实在是看不下去了...            
(NA)	 朱梓骁这小孩我现在挺喜欢。            
(NA)	 剧就不评了。。。雷翻了，但很娱乐～            
(1星)	 我没看过，也是为了恶评一下，一起来看雷阵雨还差不多。湖南台能不能TM少变态。。。。杨澜居然还采访魏晨这头猪。            
(4星)	 大陆的偶像剧来说这部还算不错，虽然还是有很多雷人和郁闷的情节。            
(3星)	 生活无聊我要找点乐子于是这部剧出现了。于是我发现生活不是最无聊的。前几集笑点贼多 力荐！            
(2星)	 雷阵雨            
(1星)	 花泽类的发型  我给五星   剧情的喜剧效果我给五星哎。。妈的  穿的真是阿迪王？            
(3星)	 给个三星好了            
(NA)	 被张翰的眼镜造型秒杀!其实看看帅哥还是可以的.＞＜            
(1星)	 连一颗星都不想给。            
(4星)	 四星给张翰 身材真好 朱梓骁真可爱            
(4星)	 本來五星 不過看了第二部 覺得第一部還不算太搞笑 哈哈            
(4星)	 哦哦哦，我怕是脑残了，居然喜欢这种片。            
(2星)	 老实说，演员还是凑合的。编剧和造型师可以拖出去抽打。            
(1星)	 其实我没看，就是来个一个星的，看看到底可以到多少分一起来看雷阵雨            
(NA)	 其实这是一出剧情式广告大片 大家都误会啦！            
(NA)	 硫酸雨            
(1星)	 湖南卫视的勇气让人敬佩啊！            
(5星)	 值得娱乐下自己            
(3星)	 冲着云海和上官，我愣是把雷人雨给看完了。三星也是冲着他们两个给的。我忒佩服那编剧了，编成这样雷人他也不容易。            
(2星)	  虽然承认这片子确实脑残 但是慈悲为怀 一颗星不大好啊 | 我靠 我无语了 图书馆贴美邦海报 这宣传力度真是了得            
(NA)	 囧囧有神。。雷雷更健康！            
(3星)	 如果湖南台的电视剧可以拍到30以下，或许我会不只看剧情而会看剧集……            
(2星)	 这剧把人毁了,,,,   把演员毁了 更把原来的人物给毁了...            
(1星)	 低俗没大脑的编剧            
(NA)	 俞灝明你一笑傾城啊~~~啊哈哈哈哈哈哈哈哈哈            
(2星)	 我真的吐了。。。。            
(3星)	 俞灏明真的很像黄渤！！！！！！            
(1星)	 原来不给星是不行的~雷阵雨让我硬生生看完了36集，外焦里嫩了~            
(1星)	 巨恶！~！~冲着恶去看的。。。果然恶没辜负我期望            
(1星)	 是我迄今为止看过就没劲也是最浪费生命的电视剧。那对白，那演员，那角色的诠释！唉！            
(2星)	 简介里的语言是个亮点，看在魏晨还算正常的份上给个两星 - -            
(1星)	 我是来给1星的~            
(1星)	 可惜不能给负分 Fuck4            
(1星)	 乡村爱情都比这时髦，我差点吐了            
(1星)	 感想就是：丢中国人的脸。至少丢大陆人的脸。            
(3星)	 张翰            
(1星)	 哎哟哎哟咱看了二十分钟就挺不住了呀喂~            
(3星)	 1.看了第一集可以直接看最后一集 非常顺畅..2.张翰会红..            
(1星)	 .......一起来看雷阵雨~            
(NA)	 俺外公怎么也不相信是在厦门拍的 “怎么每个小孩子的脸都是圆圆的，一定是韩国的”            
(1星)	 瞎了...            
(2星)	 ....我承认我很没用.....，不过看到后面我竟然觉得那个张翰笑得很可爱= =            
(NA)	 喜欢叶烁和慕容云海            
(4星)	 张翰张翰 o(≧v≦)o~~            
(1星)	 我妈说这些人哪来的~~~            
(1星)	 拍片还不忘做广告 洗发水 奶茶店。。。            
(3星)	 我太仁慈了！            
(2星)	 如题            
(1星)	 太NB了！所以给五星。芒果台就是能搞。我用流星雨雷死你。            
(1星)	 脑残烂片            
(1星)	 唉，没看多久，关键是坚持不下去。竖个避雷针在身边也不舒服得很。            
(1星)	 雷阵雨            
(5星)	 杠杠滴            
(5星)	 没那么难看呀～ 云海好可爱～哈哈            
(3星)	 山寨  正宗山寨  和韩版的那部简直一样            
(1星)	 闲的我都开始看这个了。。            
(NA)	 差到连一颗星都不愿给啊！            
(3星)	 刚看了3集            
(3星)	 我觉得这片还成诶~~            
(1星)	 我班上有几个女森洗翻看耶！！！！！！！！！            
(3星)	 为了无比帅的张翰！！！            
(1星)	 我没看过= =             
(3星)	 娱乐娱乐可以。            
(NA)	 囧死我了就女主稍微靠譜點            
(1星)	 一星给演员吧，辛苦半天都被毁了。湖南卫视，垃圾中的战斗机。            
(3星)	 比想象的好些            
(4星)	 我喜欢，我好这口。            
(2星)	 有事没事雷一下——消遣嘛. 大家别那么坚决.            
(3星)	 有点雷~冲着魏晨去的..            
(1星)	 看的不是流星雨 是2B            
(2星)	 我喜欢张翰            
(5星)	 一起带好避雷针 哈哈哈哈             
(3星)	 要雷出王道撒 肩膀疼不能坐电脑就只好电视了            
(1星)	 我只是跟风而已我根本看不下去。            
(1星)	 我是抱着“看你能雷人到啥程度”的心态去瞅了一眼，然后发现这个东西是水平严重超越我了。。。            
(4星)	 鼓励一下            
(1星)	 导演故意的，一定的            
(4星)	 哈哈   / 魏晨 我喜欢你的能力  / 张翰  喜欢你很好人            
(1星)	 对不起，看到片名和演员表之后就吐了，可以给0分吗            
(4星)	 结尾女主角双手放开车把的那一瞬间，我非常卒仔的哭了。            
(5星)	 一定要看            
(1星)	 我竟然看了             
(1星)	 到处都是广告，贺哥居然喜欢看            
(5星)	 超级超级好看            
(5星)	 什么都不用说了 雷得好。这个夏天着实让我雷得永世难忘。            
(2星)	 算是我看到的最低的评价了，不过说明还是有蛮多人看的啊            
(1星)	 还是很幽默的             
(5星)	 支持大陆片！演的不错，加油！！！            
(1星)	 与之相遇，捶胸顿地，胃酸反腾，天雷滚滚！            
(5星)	 蛮好看的呀~            
(1星)	 送给雨荨的项链真TM的土 哪个公子哥送小姑娘珍珠项链啊？？要送也整条铂金的撒。            
(1星)	 so what？...脑残无极限啊...            
(4星)	 本来以为我会很不屑看这部电视剧。但是平心而论，我认为他们演戏很认真吧....男主角演戏挺打动人的，虽然我刚开始认为他不好看，总之，轻松搞笑，鼓励鼓励            
(1星)	 哇咔咔果然名不虚传~  于是我和隔壁寝在欢声笑语中跳跃着看掉了最后一集            
(3星)	 无聊的时候居然全部看完了。。。植入广告依然强硬的无处不在~除了那个忧郁得很悲剧的，说实话，其他人都还是很可爱的~            
(5星)	 不错            
(NA)	 确实是个以恶搞为目的的山寨片            
(1星)	 今天心情不好，看了以后高兴多了……            
(1星)	 天雷滚滚的一起来看雷阵雨            
(1星)	 天雷雷地雷雷~            
(5星)	              超好看！            
(5星)	 超级好看!            
(5星)	 给5克星... 绝对不是它的剧情，而是它给了我们寝室一个机会，每天晚上对着芒果台... 然后有个开怀大笑的机会... 俞灏明那厚厚的大刘海... 那美邦校服...哈哈... 有这样的机会也很不错            
(5星)	 太精彩了,这就是一部划时代的自制青春励志校园偶像浪漫剧!湖南台是一个伟大的电视台!!!看这部剧心里总洋溢着欢乐的情绪,,            
(1星)	 如果可以是零顆星的話，那我一定選“零”。怎一個“雷”字了得啊！！！            
(2星)	 好吧，我承认我看不下去了            
(2星)	 剧情无语，这电视剧还比不上快乐大本营《一起来看流星雨》的那集，人物还ok吧，我说的是真人，而不是剧情里的角色            
(3星)	 。。。请给年轻演员一个机会。            
(3星)	 芒果台又赢了，收视率就是铁证，骂得越欢收视率越高~~            
(1星)	 配着上海的天气看还真和谐            
(3星)	 三星冲着粗眉毛的。要没他和郑爽一星都不想给。最后几集节奏不拖拉了，不过我看的不是芒果删减版不能一概而论。完整版也许没那么糟吧。张翰笑容无敌~            
(1星)	 我吐了            
(1星)	 为什么评价只能最低只能打“很差”？这片子拍出来就是反复强奸观众眼球的。            
(1星)	 我承认我就是为了把平均分拖下去。。。            
(1星)	 咱是为了找雷的            
(2星)	 每晚都看流星雨，春哥曾哥保佑你！！！            
(5星)	 我两天追回18集啊！那雷得叫一神志不清~~~~```            
(1星)	 我靠，豆瓣为什么没0星！            
(1星)	 其实我一颗星都不想给的其实我也没看过，但知道很脑残            
(5星)	 虽然是个烂片，可是能让我发笑。恩。            
(1星)	 你让我怎么说呢，唯一看得惯的就是那个什么云海，长的还见得了人。女主角如果不装B也不算畸形。TMD，俞灏明、魏晨，我确实看到你们就想吐！            
(1星)	 JP            
(3星)	 没看过“流星花园”，觉得应该给点肯定，不能让偶像剧全成了台湾和日韩的            
(NA)	 乌鸦笑猪黑            
(1星)	 我承认我看过            
(5星)	 很好看            
(5星)	 拍摄手法很好            
(1星)	 雷公电母的完美组合            
(1星)	 减肥片            
(2星)	 心情不好的时候一定要看！！！            
(1星)	 喝香飘飘、穿美特斯邦威、步步高复读机、潘婷？ 那个富家公子用、同方笔记本、常德藕粉+黄金搭档、 阿迪王、名爵。。。如果这些都是奢侈平牌富家公子专用，那么中国瞬间就爆发出了很多&#39;暴发户&#39;！            
(NA)	 恶趣味看剧，花痴眼看男主～            
(1星)	 我一颗星都不想给。。            
(2星)	 。。。。。。。。。。。。。。            
(2星)	 都是为了我的魏晨！            
(1星)	 好不容易看了一集。            
(1星)	 妈呀~~贵族带女朋友买衣服是买美特斯邦威的！！！！！！            
(NA)	 让雷星雨下得更猛烈吧！            
(1星)	 TNND 看了主题歌的MV就想吐了            
(1星)	 如标签所示。当然我没怎么看过……也许观点太片面？            
(5星)	 蛮喜欢的            
(5星)	 好看            
(1星)	 一个字：雷！            
(1星)	 RT！@！            
(1星)	 為了拉低這電視劇的分數而評價的   哈哈哈哈            
(1星)	 其实我没看过...手贱止不住过来点个一星...            
(5星)	 毕竟真的很养眼。。虽然广告太多，但是很期待            
(5星)	 天雷勾动地火，但是这素多么好的一个策划案啊！相关企业都火了。。。            
(3星)	 有些雷人，不过也确实有帅哥。类似于后宫片。看着纯属消遣，还行吧            
(NA)	 雷雷更健康            
(1星)	 他们说这是原创，你信么            
(2星)	 雷得我风中凌乱,外焦里嫩             
(5星)	 支持国产，支持芒果台。瞎起哄的人太多，虽然评不了5个星，但也不至于那么多一颗星。芒果台加油！            
(1星)	 为了进来打一星而特地去看了，算凑热闹不。            
(1星)	 山寨得如此雷...            
(1星)	 雷阵雨啊雷阵雨            
(1星)	 一起来看硫酸雨一刚……            
(1星)	 忽然发现，我的避雷针找不着了。            
(3星)	 其实这代表了国货的最高水平，国产~~~！！            
(3星)	 很山寨            
(3星)	 还是有感动的地方。            
(2星)	 啊哈哈            
(1星)	 没看,不小心看到的花絮就已经很雷.话说看到&#34;一起来看硫酸雨&#34;,我笑了            
(1星)	 0908豆瓣有-1颗星么...雷不要紧，但看这样的片子真的是挑战我的忍耐极限...            
(2星)	 看下去的动力就是到底能有多烂            
(5星)	 夏日一身雷！            
(1星)	 保持队形，要打破福娃奥运漫游记在豆瓣的星评可能吗？            
(3星)	 还好，没我想象中雷，尽管已经很雷！！！            
(3星)	 对于花样男子的剧情，怎么看都还是不会觉得厌烦。主要是漫画太经典了。对于这个内地翻拍，也用三颗星支持一下吧。            
(1星)	 超好笑            
(1星)	 看了第一集的&#34;太perfect了...太customer made了...太适合我了...&#34;以后 我太无言了            
(3星)	 飘柔，海飞丝，蚕丝精华。。。。            
(2星)	 一部轻松的剧，观众应该以轻松的心态来看，不要把成见带到电视中，不然就是既浪费时间看剧又浪费心情厌恶剧。何必呢            
(1星)	 变态得无以复加的造作            
(NA)	 不予评价个人喜欢朱梓骁            
(1星)	 我 乐 了            
(1星)	 其实我没看过！但是我也要评等级！我想说！这名字写的真好，一起去看硫酸雨，真是很形象，看到主演的造型我就想撞死算了，吓得根本不敢看- -            
(1星)	 speechless            
(NA)	 我的流星花园情节支撑着我...不过已经比我想象中的好了....哈哈哈 看完啦~ 姐姐就是喜欢张翰~~            
(1星)	 对不起，实在无法看下去。。。            
(3星)	 蛮好笑。。            
(1星)	 其实，我是连一颗星都不想给的            
(NA)	 我一直以为这出戏叫 一起来看雷阵雨            
(NA)	 同學真拽 嚇死我咩            
(3星)	 还好还好。            
(3星)	 我觉得俞瀚明不错……            
(4星)	 欢乐欢乐，很欢乐            
(1星)	 我热爱这部剧，它给了我生活的希望，每天最大的快乐。给了我健康给了我幸福给了我光给了我一切美好的东西，哈雷路亚！            
(1星)	 一起来看流星锤            
(1星)	 雷。            
(1星)	 我当时就震惊了……            
(NA)	 可不可以没有星。。。            
(3星)	 原来以为很雷，但认真看下来，除了逻辑上有问题外，其实还行            
(2星)	 荒唐闹剧结束。内地的偶像剧合适能有自己的路。            
(4星)	 考验自己的忍耐力。哈哈某人说我有自虐倾向            
(2星)	 一起来看雷阵雨。。。            
(1星)	 恶心！！            
(1星)	 我居然每天晚上守在电视前面看，这绝对是斯德哥尔摩综合症！            
(NA)	 好雷好雷，我都不想给评价了。。。。。            
(3星)	 其实也没有那么差嘛~==主要某人白牙一亮………………            
(1星)	 垃圾！！！！太恶心了！！丑！！做广告做得太过分了吧！！舒蕾给了你多少钱啊！！            
(4星)	 山寨就不能看了?            
(1星)	 勉強看了6，7集。。。這個年代拍出這種電視劇。。            
(1星)	 在成都的夜晚全靠这剧来打发时间了！洗头要用蚕丝柔顺！            
(1星)	 一起来吐槽            
(2星)	 里面的魏晨和朱梓骁我是真喜欢的            
(1星)	 芒果台和郭酵母联手打造完美雷阵雨。这一颗星是给芒果寺和芒果西门的长相的，至少不会让我像看到芒果类一样想吐。            
(NA)	 我日         居然有35集            
(1星)	 雷雷更健康？某海的笑还算是个萌点&gt;&lt;            
(1星)	 别的电视剧里是植入性广告    而这个是广告里植入电视剧            
(5星)	 雷雷更健康，囧囧更有神  旅游期间每天晚上集体看它已经成了固定节目，并且乐此不疲。。。总是怀着无以伦比的好心情睡去。。。所以一星改成五星，是绝对有道理的。。            
(NA)	 老人+腦殘+山寨             
(1星)	 绝对的雷雨            
(1星)	 我真佩服自己居然看了两集就是觉得男一号很像一个人            
(1星)	 那个女主那么讨厌芒果市，还每次云海云海的喊得亲热            
(5星)	 好好看啊！！！            
(1星)	 唉。。。            
(1星)	 最多广告和欢笑尽在新版雷雨            
(1星)	  如果我能忍住看完全集 这世界上也没什么忍不住的了            
(1星)	 我也来添块砖加片瓦            
(1星)	 流星雷            
(1星)	  如果囧，请深囧。。。            
(1星)	 我真想给5星的!            
(1星)	 所谓雷雷更健康啊...解解闷不错,笑点颇多~,女主还行....            
(2星)	 天雷沟地火。只有两个非快男出生的演技马马虎虎。快男类，亏我还稀饭过你。            
(NA)	 神作            
(1星)	 准备长期追看            
(1星)	 够雷，够强大，广告够多，勿随便插播电视剧            
(1星)	 广告大片            
(1星)	 把这部剧砍了吧            
(1星)	 毁了！我的花泽类全毁了!雷的我外酥里嫩金黄松脆啊！！            
(1星)	 牛逼闪闪~~~~~~            
(5星)	 5星编剧 5星台词 一句话点评 我觉得我老了- -            
(2星)	 我没忍心看下去。            
(1星)	 以迅雷不及掩耳之势将我雷毙.            
(1星)	 见识见识..            
(2星)	 魏晨            
(1星)	 雷是雷，但没我想象的那么销魂。。。比起来，可能奋斗还销魂一点。            
(1星)	 为啥不能评零颗星            
(1星)	 太傻了吧。。。无聊的时候看了十分钟，竟然还帮舒蕾做广告，囧            
(1星)	 好吧，我也没看过。我预言，这将是豆瓣星评最低的电视剧。            
(NA)	 我一定要坚持看完。。。被雷死也在所不辞            
(1星)	 内脑袋上盖的粉红色东西好似尿盆&amp;哥 当钢琴家你上商学院作甚啊……可怜的厦大= =+            
(1星)	 第一集就看那个上官的腋毛时长时短 太搞笑咯 有一开始就把毛发打理好多好 补镜头的时候前后都不一致            
(1星)	 BE了            
(5星)	 我从头到尾看完的电视剧就四五部吧，冲着我每天守着看这部剧并且笑的开心，我也给他打好评的。雷，的确是雷，但雷到极致，雷得开心也是种境界。            
(1星)	 不过说实话雷点这么多真的好好笑- -。            
(1星)	 看的不是呕像剧，看的是寂寞||我想知道给四星的人是怎么想的            
(1星)	 瓜......            
(1星)	 我是来凑热闹给星。。的。。            
(1星)	 只是来给一星的，其实没细看。。。            
(1星)	 我没看~只是单纯的来打个分~            
(1星)	 你是猪啊脑残女主角的丝袜鞋子很恶心            
(NA)	 芒果台。。你又一次得逞了。。            
(1星)	 保持队形 你的头发这么好 应该用蚕丝蛋白~不走寻常路~            
(2星)	 巨多广告~  啊。  天哪，雷，剧情，演技，受不了            
(4星)	 人名很雷。。剧情好慢加扯加内容少少少~~最后一部校园剧？当搞笑剧看地。。史上最花最邪的花泽类。。有感于包子晨和八三年的翰大锅^@^            
(2星)	 雷得我里外焦嫩            
(1星)	 雷雷更健康。            
(1星)	 我们村里的年轻人            
(1星)	 第一个一星。光荣啊，一起来看流星雷            
(1星)	 阿迪王 好；名爵 好；香飘飘 好；清华同方 好；美邦 好；舒蕾 好；荣威 好；朵唯  好；今天 我来到这里 写简短评论 好；大家也一切 都好！！！            
(1星)	 雷是一种境界。            
(1星)	 我只能承认个人耐力不够``            
(1星)	 雷的响当当估计收视率不会低诶.....大家就是喜欢被雷 哇哈哈            
(2星)	 里面的广告充满了浓浓的乡土气息...            
(1星)	 我们学校啊。。            
(2星)	 艾利斯顿么…………怎么看起来有点像copy普林斯顿            
(1星)	 哈哈~神剧            
(NA)	 大家一起来 我也来闹啦 哈哈哈            
(1星)	 毁了毁了！颢明啊！晨晨阿！你们都被这破山寨给毁了！接剧本要慎重啊！            
(2星)	 一起来看雷阵雨            
(NA)	 无聊雷一雷            
(1星)	 能给半星么？ 我当笑话看的~哈哈            
(1星)	 虽然中间掉了很多 不过 我还是看完了 说真的 我被雷的很快乐            
(1星)	 哎~~~没水准啊……魏晨真是委屈你了！            
(1星)	 你还拿内个当流星花园看啊，你out了！             
(1星)	 不評論阿貓阿狗的演員怎麼個1234法，劇裡紅果果的各式贊助廣告穿插。“人家是貴族，貴族都愛喝奶茶”，而且是一衝即溶馳名海內的香飄飄奶茶  洗頭當然一定要用舒蕾的，你們實在好貴好族            
(1星)	 雷暴雨！            
(3星)	 我真是无聊到一定份上了= =其实，还是，能忍的……            
(1星)	 吐！            
(1星)	 当做一个笑话看吧。。。            
(NA)	 雷过就算了            
(1星)	 无聊的时候用来笑一笑，雷翻！            
(1星)	 显然很山寨。            
(1星)	 销魂。            
(NA)	 啊.舒蕾.啊.美特斯邦威.啊.浩沙.啊.還有香飄飄.雷死人不償命.(╯﹏╰)b            
(1星)	 为嘛是厦大？            
(NA)	 我见过豆瓣上面最低的给分了            
(1星)	 我被小芒果的年度雷轰轰劈得个半死            
(1星)	 山流太强大了。。。。            
(1星)	 非常有天朝特色            
(NA)	 很山寨，很强大！            
(NA)	 前去围观了第一集。。。没坚持看完。。。拒绝评价。。。天雷滚滚来啊。。。            
(1星)	 拧眉巨作！ 竟然变成学校“四大优秀学生”不愧是fuck 4            
(NA)	 我自残故我看-。-            
(NA)	 純粹為好奇, 睇下山寨版會拍成點.... 真係頂唔順....            
(5星)	 很雷很山寨很有勇气            
(NA)	 没有最雷，只有更雷！            
(1星)	 还是不要让别人知道我们也拍了流星花园,还真不是一般的丢脸呀!突然好怀念9年那个周渝民演的花泽类了!            
(1星)	 母校啊~~~            
(1星)	 顶着花轮头的类噢 囧囧更健康            
(4星)	 “欺人太甚会遭到报应的！你的报应已经在路上了！”场景好熟悉啊~还有胖兔子粥粥？魏晨我支持你！！            
(1星)	 吐            
(2星)	 看的不是流星雨，是寂寞。            
(2星)	 说实话比我想象中好一点 但还是雷 这是我有史以来给的最低的评价了他会不会变成豆瓣评价最低的电视剧 哈哈            
(1星)	 看了一丁點  還是為了身體著想不要看了            
(5星)	 年度最佳电视连续剧            
(1星)	 雷得石化。。。            
(1星)	 我都看过了嘛啊哈哈哈哈。最差剧            
(1星)	 还没看，先评论吧……            
(1星)	 看了一点，自带避雷针都被雷翻了~            
(1星)	 我错了            
(1星)	 无聊要有个限度            
(1星)	 不想再看了。。雷雷更健康。。            
(2星)	 云海、端木磊应该把头型换换....如果之前没有定位在 花样男子 上，应该会好点儿...            
(3星)	 俞灏明丑到暴了！！！两个快男一点演技都没有！！！但是最后一幕我还是被感动到了。。。            
(5星)	 美女+美男+欢快，荨麻妹+小海+小叶子&gt;&lt;            
(1星)	 忒脑残了OMG。受不了俞国民的花轮头。            
(1星)	 我宁愿看大肚子硬盘里的a片也不愿意看这个的，谢谢            
(1星)	 雷            
(1星)	 给两颗星是因为女主角没找错            
(NA)	 为了看郑爽，才忍受这脑残剧。。。            
(1星)	 觉得校长好无力啊。。。            
(1星)	 鸡皮疙瘩满地了！            
(1星)	 雷者自雷 雷者不以为雷， 反以为潮。越雷越高兴，雷雷更健康。            
(1星)	 为什么不能零星。            
(1星)	 子啊，你带走我走吧，天雷滚滚呐，俺脆弱的心脏承受不来            
(1星)	 如果想顺利看下去，请让《花样男子》的概念从脑子里清空吧。一定没法清空的话，如果想看卖相，看韩版吧；如果要看剧情，看日版吧；如果两者都想要，看台版吧；如果两者都不想要……看芒果版吧~我也很少打一颗星吖            
(1星)	 这剧火了...被骂火的!...            
(1星)	 我这个期待啊~~            
(3星)	 我好想被雷哦好想好想            
(3星)	 你敢雷我就敢看！~比我想象的好！~            
(1星)	 1星给H3，郑爽及其他演员。如果内个什么端换人演。。3星。            
(3星)	 自打云海兄和端木兄住在一起以后，我才发觉，这是一部腐剧~            
(1星)	 芒果台和番茄台，一个毁了偶像剧的鼻祖，一个毁了日本炙手可热的动漫作品。靠着好男和快男，尽情的恶搞。这两个台的厉害，我们算是领教了。            
(2星)	 算是比较正规的山寨了吧            
(4星)	 雷一雷就习惯了，支持国产。            
(1星)	 随便瞄一眼的时候，觉得还没那么雷。有空的时候看了两集，顿时被雷到九霄云外。跟它那三观不正、胡编乱造的剧情相比，那些山寨造型和植入广告根本就不算什么了。            
(NA)	 向没有倒下的壮士们致敬            
(1星)	 为什么他对我那么凶，我却不生气？为什么？&lt;哎~因为你脑残&gt;很想给五星，多本土啊，简直把芒果台所有的土产都用上了= =            
(1星)	 哈哈哈哈哈，不看对不起自己的····            
(5星)	 我就一NC花痴反正我觉得这戏还没恶心到众人踩的地步台湾剧更不咋地            
(1星)	 我家西门竟然成了暴发户…太悲哀了…            
(NA)	 又名: 气质最差的F4们哈哈哈哈哈哈            
(1星)	 sorrysorry我实在看不下去            
(1星)	 实在是恶心到我了            
(3星)	 极致了            
(1星)	 雷阵雨............            
(1星)	 花泽类说：今天表现不错哦，西门曰：全靠它！镜头围绕阿迪王转啊转，花泽类说：这鞋线条很不错！西门曰：我最喜欢还是涂鸦的部分！镜头转向特写阿迪王..特写涂鸦....,.可以给0星吗？            
(1星)	 给一星都觉得奢侈了..            
(3星)	 挺搞笑的，仅此而已。造型吓死人。。。。。。。。。。。。            
(1星)	 至今没忍心看完..各种广告植入雷的我真是酣畅淋漓,外焦里嫩阿            
(2星)	 作为张翰曾经的脑残粉 我都不好意思承认我看过这部戏            
(2星)	 我本以为张翰长得挺洋气。。。            
(1星)	 亲，你肿么能在美邦买几千块的衣服，你告诉我一下好不好？            
(3星)	 我当时还蛮喜欢的……            
(2星)	 训觉            
(2星)	 很久以前的事了            
(NA)	 俞灏明这猩猩嘴 竟然演我的花泽类我要吐了            
(1星)	 只一个字——雷！            
(3星)	 我的无聊青春呦。。            
(1星)	 日本人居然觉得里面俞灏明最靓仔?!            
(1星)	 ......            
(1星)	 一部让人蛋疼的山寨剧，还青春偶像？简直是无力吐槽            
(1星)	 没看过，控制不住来点差评的            
(1星)	 我都不好意思说我看过            
(3星)	 1星给黄志玮，帅。1星给俞灏明，还行。1星给我去过拍摄地。= =            
(1星)	 一起来艾利斯顿看雷阵雨~包邮噢亲！            
(1星)	 哇，吐了~            
(1星)	 土狗最爱            
(1星)	 一起来看雷星雨            
(5星)	 反反复复看过好多遍了，最喜欢小岛那点还有他们刚在一起的时候~            
(1星)	 芒果  你闹够了没？！            
(2星)	 两分全为了我的脑残时代。。。。。。            
(1星)	 看一眼等于看过            
(1星)	 妈呀雷死我…… 不过有些台词拿来搞笑挺经典            
(NA)	 之前过年没事芒果台看看雷剧~            
(1星)	 总有那么一种片子，是你不小心在别人看的时候稍稍看了点也觉得这点看了也丢脸的。            
(1星)	 一起来淋硫酸雨！！            
(NA)	 觉得只有张翰长得养眼。女主角很纯            
(1星)	 滚蛋吧亲们……            
(2星)	 少年懵懂不懂事犯下的错误。。            
(NA)	 不给分了就，给分伤感情            
