http://movie.douban.com/subject/3142715/	射雕英雄传
(1星)	 一开场，胡歌那个装出来的大舌头就听得我一身鸡皮疙瘩，郭靖淳朴是淳朴，谁规定淳朴就要大舌头了？胡歌本身的声音难道不合适？林依晨的声音表现就更差了，横冲直撞，哪有原著中那个江南柳枝下燕儿的样子？要说好，完颜洪烈的英雄气概实在令人倾心，比原著还要高出一筹，可算半个主角了。            
(4星)	 林依晨版的蓉儿很不错。。。            
(4星)	 为了看康弟，好好看了这部戏...            
(5星)	 胡.林的合作真的很有默契，很有爱            
(3星)	 杨康与郭靖不得不说的故事。bug太多，我只是单纯来补剧的……顺带口水一下唐人这几年的发展果然越来越好……            
(NA)	 我只喜欢胡歌的剑3。            
(4星)	 耗了一周，终于看完，前半部比后半部精彩，后半部好多都快进了，故事冗长，缺乏高潮。不过总体是一部又偶像又温情又正义的片子。四个主演，胡歌前后对比强烈，很有沉淀。依晨不漂亮但很有灵气；袁弘很惊艳啊，而且对杨康的把握很到位，又爱又恨。诗诗不错，不过我还是不喜欢穆念慈这个角色。欧阳克也            
(4星)	 这一版的欧阳克太抢戏了。。坚持看完全都为了看他的            
(2星)	 黄蓉成这样,欧阳克犯得着死吗            
(4星)	 超出预期            
(3星)	 给老O和SS~在一起！在一起！！！            
(4星)	 第一次那么喜欢穆念慈这个角色诗诗演的很好            
(3星)	 靖康恋一直都很美好。            
(3星)	 比央视版的好看多了。然后这个是偶像派。            
(5星)	 欧阳克大翻身            
(3星)	 那个特效咱没技术就不加好不好，生生地恶心人            
(3星)	 谢娜太穿越了            
(5星)	 真是郭靖和黄蓉最亲的一部了，太爱林依晨了。            
(3星)	 所有改编的部分都极其婆妈无聊各种快进，只有按原著脉络走的部分好看。编剧的水平跟金庸先生差出几个宇宙去了，毁啊            
(5星)	 第36集 哭了            
(5星)	 黄蓉还是不错的哦 欧阳克也很到位 总之是一部很有新的电影 当然，除了华筝有点雷            
(4星)	 两个主演其实演得不错啊~ 让我对他们的印象很有改观。            
(4星)	 林依晨真心演的不错，令人刮目相看。不过，编剧创造的这个很嫩很矛盾的小王爷杨康，不合我胃口……私心以为袁弘更适合挑战很坏很有城府的角色~             
(4星)	 因为杨康，射雕只爱杨康。            
(3星)	 我承认我是因为弘诗才看的，看到这版他俩戏份大增是还挺开心的。可是，做为我最爱的金庸小说，这个射雕也改的太离谱了吧。。你说杨康不是被黄蓉误杀的，那杨过以后的悲情人生又从何开始呢？直接掐断了神雕的可能性啊。。            
(5星)	 不错            
(3星)	 豆瓣猜居然推荐了这个   好吧  我还真看过   林依晨版的黄蓉还不错~~            
(4星)	 就挑了靖康的桥段看了看= =，哦还有小克克和康康妈王爷和爸爸们那些师兄师弟大理国王3p神马的。各种MV是闪瞎了狗眼。            
(5星)	 我最爱的晨蓉儿~~~还有永远的歌晨~            
(5星)	 五星全给欧阳克。            
(3星)	 穆念慈，好漂亮。杨康，好帅。            
(4星)	 啊啊啊啊，我的克克啊！            
(3星)	 天天证明来证明去，烦不烦哪。。。            
(3星)	 “可恶”的老袁和诗诗，害的我一定要看一遍这个版本的射雕了……看过之后，也没那边糟糕~~            
(4星)	 反派们都很讨喜呢！            
(4星)	 挺喜欢这对郭靖和黄蓉            
(NA)	 其实只看过片花预告，胡歌出车祸的剧，喜欢他和林依晨，此剧还有袁弘刘诗诗，刘的银幕初吻也在此剧~            
(4星)	 还不错啦～其实为了OS去看的～太配了！            
(4星)	 至少我是满意的            
(4星)	 其实还好。没有我起初想象中难看。胡歌和林依晨好过李亚鹏周迅版太多了。            
(5星)	 改编很成功，别样的大漠江南西域大理。。。。。            
(4星)	 作为依晨的脑残粉，别在湾湾拍什么偶像剧了。            
(5星)	 为了袁萌萌~~            
(4星)	 粗略看了一遍。怀疑是我太关注袁弘了，还是这一版就是以杨康为悲情主角的，甚至于连欧阳克，都是如此的饱满悲催。。。            
(2星)	 唐人避长扬短，PS失真，集琼瑶天雷偶像剧各种炖之成品，唯独就是木有金庸武侠味。            
(3星)	 林依晨太路人了！            
(4星)	  傻的太他特么的可爱了~这配音真是可爱可爱死了~~            
(4星)	 袁弘。。。沦陷。。。            
(4星)	 冲着老袁去的，后来还是被黄蓉和郭靖那条线拉走，郭靖真是开了外挂命好到爆。意外地喜欢林依晨的黄蓉，鬼灵精又俏丽。            
(4星)	 故事前半段康弟很惊艳，后半段欧阳克很出彩，值得一看的翻拍剧，至少比大胡子版本的要好看的多，至少主角以及配角们演技以及形象都很不错，最后瑛姑你好漂亮- -可怜未老头先白            
(3星)	 杨康漂亮的妖孽啊～            
(3星)	 这部还行，胡歌和林依晨的组合还是蛮喜欢的，默契好~ 不过50集真的太长了。。。            
(4星)	 咱当年也好歹当了一阵子白驼山少主脑残粉……            
(5星)	 内时候就瞄上了袁弘            
(3星)	 腐剧            
(4星)	 从这部戏开始认识袁弘，这是袁弘最帅的古装            
(3星)	 编剧！！！你去屎啊！！！看了不到十集终于看不下去了！！！这哪里是金庸哪里是射雕完全是个唐人YY出品的烂古装言情狗血剧！！！            
(3星)	 偶像剧~ 胡歌不适合郭靖！            
(3星)	None
(NA)	 林依晨是怎麼做到又可以像智障又可以這麼機靈古怪呢~~~（ps新劇我來了）~~~袁弘為神馬讓我又想抽又想抱呢~~~~~~~胡歌後來把頭髮放下來帥多了~            
(5星)	 我就因为这个喜欢胡歌啊！！！歌晨            
(1星)	 选演员太失败了            
(5星)	 这部真心太好看了!!林依晨太嗲了,哈哈哈哈~            
(4星)	 整个电视剧看下来只记得杨康了~~            
(5星)	 继地瓜小七后，依晨和老胡的再一次合作。。你们还会有第三次合作吗？            
(3星)	 比张纪中的那个好多了            
(3星)	 我以前还不觉的刘诗诗很漂亮，但是和林依晨在一块，果然就凸显出她的美丽。黄蓉一只江南的小燕子，这么可以让肥嘟嘟的她演呢？            
(4星)	 我觉得改得算不错了。            
(3星)	 只喜欢这个版本的杨康。            
(5星)	 它的意义，所有胡椒都懂。            
(3星)	 黄蓉还不错            
(4星)	 经典情侣档。            
(4星)	 杨康都把我们秒杀了，有没有，我绝对是爱慕他及完颜洪烈的脑残女。郭靖也没成鸡肋，还可以平行生存，后期觉得他的傻尽是仁义，对杨康的种种唤起了我平生第一次“腐”的意念。黄蓉更是意外的讨巧，比周某某显的有灵气啊。欧阳克恋上穆姐姐倒是怨念，不过演员选的确实满意。这版拍的不错，期待唐人的神雕            
(5星)	 本来最爱欧阳克来的，现在五颗星都给袁弘。            
(3星)	 亮点在袁弘和欧阳克身上            
(NA)	 依晨欧阳克。弘诗            
(5星)	 杨康，杨康！！            
(4星)	 想象之上。            
(4星)	 还是看原著            
(4星)	 还是不错的，老胡在受伤之后仍然坚持拍，这种精神就是可敬的。            
(4星)	 我表示我很无力。不过当年胡歌就是那时候出的事，也挺不容易的。就给四星吧。射雕的版本是越拍越苍白了啊。            
(4星)	 觉得相当好看            
(3星)	 杨康怎么那么大戏份呢            
(5星)	 胡歌和林依晨这对组合我很喜欢。林依晨的黄蓉也很有灵气。            
(4星)	 腐            
(3星)	 看过一点点。            
(3星)	 此剧里欧阳克是情圣。            
(4星)	 星星全给欧阳克！            
(4星)	 克克很出彩。            
(3星)	 一颗星给胡歌，一颗星给欧阳克，一颗星给完颜洪烈。不喜欢这个黄蓉。            
(3星)	 冲着李解版欧阳克            
(4星)	 翻拍的不坑爹，相当难得            
(3星)	 个人认为林依晨不太适合演这种精灵古怪的女孩, 还是去演偶像剧中傻傻的女孩好些.            
(3星)	 總覺得林MM不夠黃蓉乛へ乛            
(4星)	 算是内地翻拍较好的一部。片头曲很多好听            
(3星)	 胡歌、林依晨            
(NA)	 个人还是蛮喜欢林依晨的~            
(1星)	 惨不忍睹            
(3星)	 画面唯美剧情罗嗦不过杨康这个角色演得很有味道            
(5星)	 看过天外飞仙后等了好久的剧集~~            
(4星)	 太激情了~！谁能告诉我发生在郭靖和杨康之间的这闪瞎人的眼的火花是什么~！这些肉麻得连黄蓉都嫉妒的情节和台词是什么~！！！！啊啊啊啊~！！！P.S.这般里的男女主角个个都是俊男美女呢。欧阳锋居然对穆念慈一往情深，改编得很多啊。            
(3星)	 编剧的心意是明白了，不过还是金庸的原版更好。三颗星是给袁弘的，郭靖在这里面太过。            
(4星)	 我觉得比以前的好看 很喜欢欧阳克            
(3星)	 看下去也就没那么难接受了，可胡歌的郭靖还是感觉太精明，林依晨的黄蓉还是感觉不是那样聪明，唯有袁弘的杨康，本来也就是为了他才去接受的。            
(5星)	 一口气看完，虽然特技上不算完美，但演员还是不错的。算喜欢。。            
(5星)	 现在的新版也会成为将来的经典~            
(2星)	 莫名其妙，东拼西凑，硬伤太多，改编得一无是处...            
(5星)	 杨康真悲情 我喜欢袁弘版的杨康 他是本剧的一个大亮点 外形演技那一个叫帅啊！  我也喜欢歌晨的郭靖和黄蓉 组合太经典了！穆念慈本身对这个人物怎么都喜欢不起来 所以换了谁演 我都不喜欢             
(2星)	 最莫名的一个版本了。            
(4星)	 杨康啊杨康            
(3星)	 噗哈哈哈这个也腐？这个可以有、、、、            
(4星)	 有爱才有恨呐 啧啧，这对白~~            
(4星)	 很可爱            
(3星)	 金庸            
(5星)	 这是胡歌的 “转型作”            
(5星)	 林依晨演的真的很不错~            
(2星)	 唐人的剧一直觉得不错的。不过这版神雕的词写的真的很烂，是写手写的吧？很多地方都狗屁不通。主角寒碜，配角也不出彩，最想看的黄蓉真的没被林依晨演出半点的邪气和聪明来……那些给角色配音的可以去屎了。            
(4星)	 其实我觉得林依晨演的黄蓉还不错            
(3星)	 胡歌啊胡歌            
(4星)	 觉得还可以啊，还是那首插曲不错，我喜欢~            
(4星)	 这版虽然比不上83经典，但比新拍的《神雕》和《天龙》好得多            
(5星)	 也许在台词剧情上有些不尽人意  但我真的感受到演员的用心  这部剧让我重新认识了胡歌 也重新认识了依晨            
(3星)	 颠覆太多。经典需要还原。            
(3星)	 换个蓉儿会更好            
(2星)	 胡歌你那硕大的腮帮子唐人怎么不给PS一下            
(3星)	 这女的真不黄蓉啊            
(3星)	 前期很好啊！！后期改的好过分啊！！！！！擦！！杨康tm的最后怎么变好了啊！！一点都不悲情！！！            
(5星)	 最大的亮点在于对负面角色的刻画！导演李国立用“坏人”打动了我！08版的射雕绝不次于港版！            
(4星)	 电脑特效有点太小手笔了。杨康线有点拖沓，但整体能和94张智霖版不相上下。            
(4星)	 喜欢林依晨，喜欢诗诗。。。可爱。。。歌好听。。。            
(3星)	 被改编的比较多——不过我为的只是颜和音乐            
(4星)	 我只是比较喜欢依晨。            
(4星)	 胡歌&amp;林依晨之間的各種默契實在很贊，而林依晨其實也已經把蓉兒冰雪聰明的嬌俏一面表現出來了；李解的歐陽克是大大大大亮點；袁弘的楊康妖孽度稍遜於李解，不過也已經相當亮眼了，這楊康是袁弘在唐人留下的最經典角色了；其實除了稍嫌青春偶像了點，這版射雕已經是近年難得翻拍的成功之作了            
(NA)	 好精致的武侠偶像剧～            
(5星)	 除了杨家人的戏有点拖沓，其他都很好！            
(4星)	 至少中间那部分看得很爽            
(2星)	 编剧自行脑补了，杨康好帅啊            
(1星)	 我看了下，稍微比李亚鹏好点点，其余一点都不怎么样，看来看去，不喜欢林依晨演黄蓉。            
(3星)	 来看依晨的            
(4星)	 比较好的一版，林依晨演的黄蓉很有灵性，胡歌演的郭靖也还可以。最帅的变成了欧阳克，而看完此版又萌上了黄老邪……以及杨康成了好人= =不过反正最后也是死掉了诶。翻来倒去从来就没有喜欢过他就是了。            
(2星)	 我只能说，导演你选错角了，对林依晨和胡歌无爱，而且恨之入骨，两星纯粹打给画面色彩            
(5星)	 这一版真的演出了我看书时的感动。就是结尾如果可以再细一点就更好了。我可以容忍最后改杨康的结尾~~            
(4星)	 康弟和靖哥哥太没救了...话说黄蓉真的好正点啊，第一次看觉得不好看得一妞越看越喜欢啊            
(4星)	 真心觉得这版还不错啊。。。尤其是黄蓉啊，刚拍的时候一直觉得郭黄的演员太不合适了，因为胡歌在我心里印象还是李逍遥那副聪明样，而林依晨看着憨憨的。。。不过看了之后觉得演的真的很好啊，郭靖和其他版本不一样，成熟的过程表现出来了，黄蓉灰常聪明精灵啊！！只是有时坚强有余柔软不足鸟~~            
(5星)	 83后最欣赏的一版射雕。我喜欢这里改掉关于杨康的结局。            
(4星)	 (￣y▽,￣)╭ 哎哟哟……             
(5星)	 看了两个通宵……今天早上终于看完啦            
(5星)	 靖哥哥真是傻的可爱,蓉儿精灵机灵,杨康让人又恨又爱,七公很幽默,老顽童跟老鼠一样顽皮,黄药师冷笑话无敌,还有那欧阳锋蠢的....俊男美女也多,挺养眼的..            
(5星)	 个人最喜欢的版本            
(4星)	 胡歌啊~~演得不错呢··            
(1星)	 垃圾。            
(2星)	 虽然不像，但看得出来林依晨很努力在演            
(4星)	 虽然跟原著有出入，但是故事改编地还是不错的，主题明确，思路清晰，而且演员也大多还入眼            
(5星)	 这个版本的郭靖黄蓉还不错            
(4星)	 依晨啊            
(NA)	 实在喜欢黄老邪。            
(4星)	 胡歌的郭靖很有味道，黄蓉逊色了些，周迅的更出彩一点。每次看武侠剧都是很多感慨。            
(4星)	 这个郭靖演得还行            
(4星)	 同意【温情】这个词儿            
(3星)	 袁弘就是杨康，这才是小王爷！贵气、潇洒、玉树临风，风流帅气，心智聪慧，自有主张，不愿受一般人摆布，有情，有抱负。            
(4星)	 1.大赞黄蓉，郭靖也不错；2.一些小地方过于矫情，大气不足；3.乱改剧情之反面教材；4.片头曲片尾曲你伤不起啊。。。配乐凑合，可怎么越听越像抄袭加勒比海盗。。。            
(2星)	 看不下去，五集，弃。大陆电视剧还是那些老毛病：演员不会演，编剧不会编，导演不会导，灯光不会打，音乐太偷懒。            
(4星)	 。。完全颠覆我心目中黄蓉的形象。。。但是补偿了我一个立体的杨康。。            
(3星)	 其实不错的            
(3星)	 完颜洪烈：康儿，我不后悔。如果有来生，我还会选择去牛家村，还是会爱上你娘，还是要做你爹，生生世世都是你爹！            
(3星)	 黄蓉脸圆得和什么似的，郭靖的头发好方便面            
(5星)	 最喜欢这个版本的……            
(3星)	 康弟！！！            
(5星)	 喜欢林依晨            
(3星)	 因为林依晨才看的哦            
(3星)	 好坏参半。演员的造型极好，动人之处不少，但台词过于言情，许多地方是为了感人而感人。唐人的通病。            
(5星)	 里面几乎没有让人讨厌的角色啊！大爱郭靖和黄蓉一起的时候，所以对于华筝的每次出现都很怨念，闲的没事，看36集的时候最崩溃了，先为了蓉儿哭了，又为了完颜鸿烈哭了……一直就没停住唉            
(5星)	 天之道，损有余而补不足，是故虚胜实，不足胜有余。            
(3星)	 这应该叫做《射雕言情传》，这部剧是冲着人去看的，演员们很出彩，编剧水平低，毁人不倦            
(5星)	 真不错，别有一番味道，笑死我了。            
(3星)	 杨康和欧阳克的角色被改的乱七八糟。这版的包惜弱未免也太苦逼了吧！还有台词可以再小白一点吗？什么每天开开心心快快乐乐。开心你妹，快乐你妹啊！要不要每集都讲一次啊！！！郭靖她妈画的段天德脑门上还写个“仇人”，笑点被戳中了好吗？！整剧唯一的哭点竟然是完颜洪烈破蒙古大军......            
(3星)	 我是为了李解演的欧阳克才看完的              
(4星)	 因为这部射雕，喜欢上了黄蓉，也喜欢上了林依晨。算是我见过的最好的黄蓉了！            
(4星)	 袁弘，李解，你俩让我多年不犯的花痴病又犯病了，估计好不了了;欧阳克，我愿意跟你回白驼山庄；总体来说还是不错的            
(5星)	 真的觉得这一版最好看。。。拍出了很多新的东西 很细致地刻画了人物的心理还有感情部分 模糊了从前绝对的呈现方式 让人有很细腻的感受~~演员真的也演得很好看！！            
(4星)	 傻黄蓉俏郭靖的组合。。。不过貌似没有想象中的差            
(NA)	 帅呀，美呀~            
(5星)	 郭靖傻到无语，喜欢晨蓉儿            
(4星)	 虽然剧情改的乱七八糟了，但是各位主演还挺给力的~~            
(3星)	 其实客观来说，除了偶尔台词卖个腐情节甩个雷啥的，演员真是比李亚鹏那个好太多了，杨康欧阳克的表现更是出乎意料（当然这也多亏编剧的洗白），但TR毕竟没有央视的大手笔，很多场景小家子气了。。            
(5星)	 这版杨康的设定让我想到常言笑，不过小常只是最后三集有点神经，杨康却是一直在精分，剧本浪费了演员呐！！！            
(4星)	 唐人一向走古装偶像剧的路线，这版射雕剧情改动也颇大。不过对林依晨有所改观，演技十分不错。欧阳克也是个亮点，但安排他爱上穆念慈很囧。对胡歌感觉平平，他不适合郭靖这个角色。            
(5星)	 林依晨的黃蓉很好~            
(NA)	 胡歌残了。。。            
(1星)	 唐人的剧各种不喜欢            
(4星)	 很好看。一星给林依晨版蓉儿。一星给重伤不下火线的大胡。两星给我最喜欢的靖哥哥。            
(NA)	 他妈的被骗了~~~毛线剧情啊~~~            
(4星)	 打破“第一印象最佳”的模式，值得肯定            
(5星)	 無條件支持，已經看了兩遍了，一樣精采            
(4星)	 比想象的却好看很多            
(5星)	 改得好，人性又哪有这么绝对的            
(5星)	 黄金搭档            
(2星)	 = =那画面如同仙剑噻            
(4星)	 对于老胡来说，这个电视剧记录了他的成长与蜕变。对我来说，我很想在青春年少的时候多经历一点坎儿，这样才能更好的成长。            
(4星)	 演员各种可爱，哇哈哈哈哈~            
(4星)	 人物的层次感很好，最喜欢欧阳克！他的结局早有预料！            
(2星)	 原著被改的面目全非 台词和剧情雷的我里焦外嫩 黄蓉过丑 郭靖彻底由憨厚转换成白面小生+13点 偶像剧版的射雕有够狗血！不过打算看完以探究杨康欧阳克的大转型 以及他们跟穆念慈疑似存在的三角恋？好狗血好偶像剧。。。。另：UGG给广告费了么？私以为黄蓉一直穿着一双烂大街的土黄色UGG            
(4星)	 个人挺喜欢这个版本的射雕的，多了很多年轻的因素~连欧阳克都让我觉得很是萌呀            
(4星)	 為了林依晨的黃蓉 4顆星就4顆星吧!!!!!!!            
(5星)	 我是颜控……欧阳克看得我心碎啊……            
(5星)	 看过的版本真是多。。。            
(5星)	 杨康。            
(4星)	 腐的昏天黑地！！！！！！            
(2星)	 再版品真是一部比一部烂            
(NA)	 李解在这里很帅~            
(3星)	 林妹妹的演技不咋样。            
(1星)	 突然想起还有这版，这个比周迅李亚鹏的还差，咋还这么高的分            
(4星)	 依晨真的瘦了好多的~喜欢最后杨康变好了的结局            
(5星)	 选角很合适，除了梅超风都喜欢，耳目一新的杨康，诗弘绝配，可爱的黄蓉            
(5星)	 你妈逼，是我演的好么            
(4星)	 还不错，比李亚鹏好多了            
(3星)	 08版射雕里的华筝竟然是谢娜。。            
(4星)	 小红！！！！！嗷嗷！！！！小红！！！！！！！！            
(5星)	 我真的觉得这部很不错。。。            
(3星)	 比央视版的好看多了。然后这个是偶像派。            
(3星)	 改得有点儿schade。            
(3星)	 穆念慈和杨康真有爱&gt;&lt;            
(5星)	 喜欢，出色。胡歌就是帅            
(NA)	 跟大胡的第二次合作            
(3星)	 除了不满意胡歌，其他都还好吧。我承认我90后了，黄蓉演得不错。            
(1星)	 你妹!            
(5星)	 其实我真的觉得这版很不错……            
(3星)	 看影评才坚持看下来，只能说演员都很努力，但编剧台词和布景，犹若鸡肋，说到温情，泪点低的我却找不到泪点，只能说，不难看的一部。            
(4星)	 ~~~~爱上欧阳克了~~~~~编剧~~你狠~~！！            
(4星)	 恩恩，没想到这次内地拍得很不错，节奏紧凑，我就是想看一集消遣一下，结果都看完了，林依晨不是一个严格版的黄蓉，少了些自私，多了些可爱，很讨喜，另辟蹊径也是好办法，很好            
(5星)	 林依晨版的黄蓉，撒起娇来杀伤力很强大~特别喜欢袁弘版的小王爷            
(NA)	 木有办法和翁小姐的比诶=。=            
(4星)	 PS的漫画            
(4星)	 虽说过犹不及，但依然喜欢这种温情。欣赏唐人的改编以及纠结而真实的人物刻画，即使本不属于经典的沉淀。PS.对唐人的选角彻底服气。。            
(5星)	 这一生，为谁刻下的伤痕。曾迷恋这一版神雕            
(1星)	 编剧抽风，垃圾一样的剧情            
(5星)	 靖康！！            
(4星)	 愛上一個人，便愿這樣做，非如此不可。歐陽克的遭遇好讓人憐惜。沒有一個人在乎我的義無反顧TT            
(4星)	 挺喜欢的            
(4星)	 三颗星给我最爱的杨康 欧阳克 完颜洪烈 剩下那颗给其他主演们 嘿嘿 也挺喜欢的            
(3星)	 怎么觉得上海唐人每次拍片剧本都没有好好锤炼过呢            
(4星)	 我是来看欧阳克的~            
(3星)	 郭靖缺一份傻气，黄蓉少一点灵气，杨康竟然还没有那么坏！这部射雕英雄传的剧情改动不少，总体上勉强评个三星，杨康竟然是被疯子欧阳锋杀死的，你让神雕侠侣情何以堪＝。＝            
(4星)	 为了胡歌也得打四星啊!!!!            
(1星)	 胡编乱造的脑残偶像剧            
(1星)	 烂剧            
(2星)	 总有几个人不在状态内            
(2星)	 我多讨厌林依晨~~            
(5星)	 纯粹是为了胡歌和李解去看  比我想象的好很多 并且让我对李解的喜爱有了更深层次的上升            
(4星)	 这个。。。额。。。。            
(3星)	 湘琴还是聪明点的时候可爱            
(4星)	 我还真是偏爱林依晨啊``            
(3星)	 袁弘的杨康还可以看，胡歌显然更适合逍遥哥哥的扮相。。。            
(5星)	 这版的演员都很出彩~~演出了不一样的射雕            
(4星)	 拍得其实很不错。演员cast 还是比不过83版的经典选角，综合方面是我看过最好的一部。            
(4星)	 偶像化的射雕，唐人唯一一部没被我叼过的作品。刘诗诗绝对的穆念慈feel。            
(3星)	 林依晨的黄蓉还不错滴~            
(3星)	 靖哥哥还是很萌的~            
(4星)	 为毛我觉得完颜洪烈这么可怜，18年只等一个女人，全心爱着她和别人的孩子，低声下气地求他们母子二人，却还是被两个两人痛骂一顿。。。。。。            
(4星)	 胡歌这部不比黄日华的差，林依晨演黄蓉的机灵可爱不比翁美玲差，总算是拍出一部像样的东西了，虽然欧阳锋有点做作，黄药师跟黄秋生虽然都姓黄。。。。唉。。。。            
(4星)	 青春温情版。有最般配的杨康与穆念慈。            
(4星)	 纯纯偶像剧..            
(5星)	 头一次觉得片头舍不得剪掉            
(3星)	 男女主去掉的话会好很多            
(4星)	 纯洁版的！！喜欢康慈。喜欢唐人三宝演绎的不同的射雕！@Home            
(5星)	 为康哥加两星！            
(4星)	 配音过于萌了……听得我心惊肉跳            
(4星)	 挺喜欢这版            
(5星)	 美丽的回忆，我高考完的那个假期播的，狂热地追看啊，还记得有一天停电了……捶胸顿足……喜欢诗诗，喜欢郭靖！            
(NA)	 这个版本的黄蓉也很好看啊。欧阳克的心理刻画也比较好。江南的小燕子。欧阳修的话够直接。插曲很好听。            
(4星)	 出乎意料，还挺好看，改原著改的厉害，反派都被洗白了，不过这样的人物貌似更富人情味。话说我家帅哥在里面完全没有看点，风头都被欧阳克杨康抢光了，林依晨倒是演的很好，除了不够漂亮完全符合我心目中黄蓉的形象~刘MM演念慈也大好，和老袁配一对，这才是真正的帅哥美女啊~            
(4星)	 外公跟我一起看的废寝忘食的~~~            
(5星)	 如果说歌晨之间的默契在之前天外里还不是那么明显的话，那么在这一部作品里算是淋漓尽致了，每一个眼神，每一个动作，都是那么的契合。。。            
(5星)	 这个版本的射雕，我好喜欢欧阳克和杨康啊。。。。。。。            
(NA)	 这个剧，我看了好几个版本，但是至今还没看全。也没仔细去看过。            
(3星)	 林依晨的蓉儿还是挺有味道的，胡歌太精不适合演郭靖            
(3星)	 受不了林依晨的台词            
(NA)	 呀啊啊啊啊...黃藥師叔叔你你你!!!(掩面)... 歐陽克你是不是被洗白了..到最後看到你那一雙小犬眼神閃啊閃的...            
(5星)	      90后的射雕，胡歌版的靖哥哥有大侠的风范，林依晨的蓉儿娇俏聪明，袁弘版的杨康很有突破性，刘诗诗版的穆念慈很痴情，李解版的欧阳克极具绅士风度。   布局和场景都很好，适合武侠剧的气势恢宏！            
(NA)	 年度BL大戏= =+美好的靖康恋。            
(5星)	 绝爱林依晨和胡歌            
(4星)	 胡歌不憨，黄蓉挺俏，杨康那一对令人怨念            
(5星)	 梅超风死的时候，哭的稀里哗啦，            
(2星)	 觉得很做作            
(2星)	 垃圾 所以新版的电视剧 都是垃圾            
(3星)	 意外的取得了好的效果            
(4星)	 打算当卖腐剧看看靖康恋，呵呵。。。补完了。。。苦逼的欧阳克。。。苦逼的杨康。。。苦逼的完颜洪烈。。。对无敌神棍的编剧佩服的五体投地，您还能不能改的更狠点。。。            
(5星)	 和朱茵版的一样爱。 依晨演的蓉儿少了一份恶毒 ，比起翁美玲，多了三分可爱，五分聪慧，两分淘气。 诠释的很好呢！~   胡歌没话说了，演老实老实像            
(NA)	 4            
(3星)	 我喜欢欧阳克╮(╯_╰)╭            
(4星)	 这版欧阳克真是有可怜之处 求真爱最后惨死想郭靖把黄蓉排在大义之后，杨康把穆念慈排在利益之后，周伯通对瑛姑，欧阳锋对他嫂子更不提了就连黄老邪怎么说也是重视九阴真经而另他老婆早死反而只有欧阳克 他是里面唯一把爱放在第一位的男人这也算是他的可爱之处吧赞其敢爱 叹一声何必强求            
(NA)	 我觉得我口味忽然重了            
(5星)	 郭靖杨康两条线走来，很好看            
(4星)	 演员都有完美的诠释，遗憾是编剧的漏洞太多            
(3星)	 别再说我了，我就是喜欢看新版，看美女~~我就是想要视觉满足~            
(NA)	 我看了这般的杨康和欧阳克之后真是下巴都要掉了……金庸啊您表激动……            
(4星)	 还是挺不错的，不过胡歌眼角的伤痕很明显啊~            
(3星)	 其实我最喜欢欧阳克。            
(5星)	 唐人的保证。我还是喜欢依晨的古灵精怪。            
(4星)	 虽然特技很假,结局也改了,但是还是不错..            
(NA)	 我心里最最古灵精怪的蓉儿，哇哈哈~            
(5星)	 编剧很好            
(NA)	 最爱爱爱爱依晨            
(4星)	 我竟然看得哭死了。- -            
(3星)	 感觉没那么好了            
(5星)	 新射雕给我的印象绝对是~赞！一个字来说明，这就是偶像剧版的《射雕英雄传》，帅哥美女能不热吗？更何况还是有演技的帅哥美女更是吸引人呢？再说胡歌和林依晨这是二次搭档了，第一次的《天外飞仙》也让人印象深刻！故事情节比原来更生动，特效方面也是最亮眼的。总是就是大爱啊！不看后悔啊！就这样…            
(5星)	 我要做个像蓉儿那样的媳妇儿            
(4星)	 还不错，重新认识了胡歌，呵呵……            
(4星)	 力挺老袁。杨康的颜太完美了。            
(4星)	 我喜欢这个版本            
(2星)	 看点就是，靖儿康儿克儿都非常青春貌美~但是剧情还能更狗血吗？！爱上穆念慈的欧阳克，最后无悔赴死的杨康，OH MY GOD!最后刘诗诗说“心灵清澈才能坦然赴死，你的康弟终于改过了”，我真想问候编剧全家，你才改过！你全家都改过！            
(4星)	 林依晨神马的最喜欢了~            
(3星)	 谢娜哦。。。遭不住            
(3星)	 一般~            
(5星)	 好看的呀好看的呀好看的呀！这部将杨康改得人性化了 虽然最后还是难逃一死 但在他死得时候我还是感伤了一下的！胡歌太适合演古装了！            
(4星)	 史上最帥郭靖            
(2星)	 根本就不符老白的气质 整部戏只喜欢黄老邪出场那段            
(4星)	 我觉得郭靖不错，就是黄蓉那脸肉了点= =。            
(4星)	 林依晨的黄蓉很有灵性，整体来说挺好看的，最大的败笔是谢娜            
(4星)	 个人感觉其实不错，但是不知道为什么收视率会比不过仙剑···            
(4星)	 为了看杨康才去的，而且彻底爱上杨康。从头到尾都不喜欢郭靖，林依晨演得黄蓉仅次于温美玲版的……穆念慈是最美的……            
(5星)	 就是喜欢林依晨            
(4星)	 个人看得很有感触的说            
(4星)	 觉得不错~胡歌和林依晨的表演还蛮惊喜的，配角也挺好~            
(5星)	 喜欢胡歌和依晨            
(5星)	 唐人《射雕》后面真得好感人。于是大胡和依晨很配~SS就和老K一起吧，老O就去安心爬湿人满哥墙头吧，胡和SS都不要你了。 “又只剩下，我和你了。” 当初最喜欢令狐冲。现却被这个郭靖和这个并不太美貌的黄蓉的真实感动了。郭靖是一块宝，唯黄蓉这样的女子才能保护这样一片净土存于污浊之世            
