http://movie.douban.com/subject/4317617/	妮基塔 Nikita
(4星)	 亲爱的给我传的             
(NA)	 虽然老套，虽然漏洞百出，但编剧还是上进的，女主角也是帅气逼人的！            
(3星)	 没啥新意，肥皂剧。            
(3星)	 对动作片，要求也不能太高，拍成这样还算无功无过            
(4星)	 好吧，动作场面很震撼            
(4星)	 MaggieQ            
(4星)	 第一季的最大亮点全跑最后一集了我去，说实话整体剧情略弱，打斗动作甚不给力，毕竟MaggieQ这身材真心狠不起来。不过依然要鉴定地多给一星，献给李美琪这一派迷死万人的杀手间谍风情。            
(5星)	 Maggie Q太Hot了 鼻血直流 男主角是我大爱的类型啊 相当有腔调 俩人的感情戏比剧情还好看 哇咔咔             
(5星)	 什么剧情,动作戏都是浮云~五分都是给Maggie Q的~!!!            
(4星)	 有些bug 但总体不错 不喜欢Alex 感觉没啥脑子= =            
(3星)	 看了一点，已经忘记第几集了。冲着MQ 去的，可惜编辑太狗血了，实在看不下去了！            
(5星)	 大爱            
(5星)	 先不说有多么符合我胃口的女主性格设定以及各路人士还不错的演技，就单单陪我度过这个孤独跨年夜一项就足以让我毫不犹豫的打五星！            
(4星)	 本来以为会落入卖肉,结果发现编的演的还相当不错 尤其男主那左右摇摆的态度            
(3星)	 喜欢M_Q的可以看看，卖肉+动作            
(NA)	 Maggie Q这个女人让女人都拥抱。。            
(4星)	 虽然知道每集都会有惊无险，但还是会跟随着紧张的节奏，美女很养眼，剧情也不错。            
(5星)	 欲仙欲死了一个星期            
(3星)	None
(5星)	 M叔！我爱你！从了我吧！            
(2星)	 CW的典型套路：帅哥美女+有无数漏洞的故事情节            
(4星)	 跟老爹一起追诶……            
(5星)	 剧情狗血 动作也假 给五星是因为Maggie Q 这张亚洲脸孔            
(3星)	 看着玩儿的            
(3星)	 对于生在新中国的我剧情真是太不可思议了。maggie演技不胜美貌 姐喜欢的是腹黑凶猛的阿曼达呀帅翻了。            
(NA)	 3056            
(4星)	 越看越精彩~            
(NA)	 这样的女人谁不爱            
(4星)	 帅！            
(4星)	 Maggie Q的演技真的让我眼前一亮，这部剧最早出来的时候我其实并没有兴趣去看 主要是觉得MQ长得不漂亮。可是这部剧让我对她改观了。每次看到她细胳膊细腿冲锋上阵的我都捏把汗...            
(3星)	 Maggie Q姐姐你很美            
(4星)	 Q姐萌屎啦！！！            
(2星)	 看不太下去...劇情有點無聊 只看了一兩集            
(3星)	 每次都nikita完胜也没意思啊            
(NA)	 很不错的电视剧            
(4星)	 最后一首背景音乐居然是runaway，不管是在gossip girl里还是在nikita里都应情应景。继续追第二季。            
(2星)	None
(4星)	 消磨生病时间……            
(5星)	 第一季当初真的追得很开心~~            
(4星)	 最开始看得热血沸腾 后来意识到Nikita同学其实性格本圣母之后就...无奈了......死了一个小帅哥有点出乎意料 整体来说还不错 以前一直无感的Maggie Q现在也算明白她的魅力何在了            
(5星)	 老公推荐的！            
(4星)	 微妙地觉得编剧是HP饭。6个blackbox加一个Percy不觉得和6个魂器加一个HP有异曲同工之妙么⋯⋯            
(4星)	 有maggieQ的我都会看。嘿嘿~~不敢看第二季 等待着太痛苦了            
(4星)	 第一季还不错。尤其是Michael。            
(5星)	 nikita很美艳，michael很深情。。灰常好看            
(5星)	 还不错呢  打戏很精彩啊  Maggie Q虽然老了些  不过依旧冷艳啊            
(5星)	 黑客，帅哥，美女，高科技，正义。个人英雄。就够了            
(3星)	 看帅哥和美女互殴            
(4星)	 还不错，喜欢maggie q            
(4星)	 maggie is really hot            
(5星)	 年后追第二季！            
(4星)	 中后段的剧情很无语            
(3星)	 鸡肋片儿...            
(5星)	 喜欢这种节奏很快的电视剧，MaggieQ着实在nikita里面着实惊艳了，不管什么造型都非常漂亮~ 作为动作剧情片，nikita还是不可避免滴出现了很多逻辑上的错误，有一些确实比较低智商，但是个人觉得不影响整体赏析，毕竟谁都不是专门为了挑错去看一部剧的~ 作为娱乐放松来说，nikita很不错            
(2星)	 哦我居然看这种东西 我鄙视我自己 傻逼一般看了10集 忍无可忍 弃            
(5星)	 我上瘾了 要不要这么好看！！！            
(5星)	 Nikita~            
(5星)	 看美剧会有种女权主义悄悄滋生的感觉....            
(4星)	 赞啊！！！            
(3星)	 最烦没结局逼我往下看            
(5星)	 塑造了一个神话              
(5星)	 可以 不错啊             
(5星)	 nikki so hot            
(4星)	 大二那会儿的寝室保留节目～            
(4星)	 Maggie Q虽然脸上的岁月感已经比较明显，但是身材实在是好的没话说----此等性感尤物实在是红颜祸水，男人遇到会变堕落的，还是女人们内部消化了吧^^            
(4星)	 适合一口气看完的剧            
(4星)	 前十集编的很差，十集以后着实是个惊喜。            
(2星)	 。。。此剧很傻且很老土。没啥亮点，maggie Q很索还可勉强一看。。。            
(5星)	 看的特别过瘾！             
(3星)	 我只是快速的浏览过，然后得出结论maggie Q老了            
(5星)	 给力啊、、            
(3星)	 剧情好幼稚。。。            
(NA)	 时光是把杀猪刀啊啊啊啊啊啊啊啊啊            
(2星)	 白下了，弃            
(5星)	 嚯嚯哈嘿——            
(4星)	 还真不是卖肉            
(3星)	 总算看完一季了  每一集很长像是短片电影 看起来略累啊... 虽然编剧有很多漏洞 而且情节拖沓又突兀 但是如果选择无视这一点的话 还是有很多可圈可点的地方 maggie Q好瘦好美 打斗场面很生动...有空会继续看第二季啦            
(5星)	 虽然她长得不好看身材也不好，但还是对她有些莫名好感的。。。            
(3星)	 真心越来越无聊了            
(4星)	 很好，考试完了再看第二季~            
(4星)	 看的时候，我脑海里闪现的一直是elva！！！！            
(3星)	 编剧把人当白痴。。。看不下去            
(4星)	 12.02.02Nikita要作为女版Jack Bauer靠一己之力反恐吗？有点难！~看的时候觉得漏洞百出，最后几集有点高潮！~MaggieQ要在美国打好根基还得卖命啊！~            
(3星)	 好啰嗦啊，罗里吧嗦            
(NA)	 好看，但是为什么美国收视率那么悲催呢            
(NA)	 喜欢！！            
(4星)	 我纯粹当一瘦身励志视频来看，激励我减肥刻不容缓。            
(3星)	 打发时间看看，MAGGIEQ超级sex            
(4星)	 女神啊            
(4星)	 好看！            
(5星)	 为Q而看            
(NA)	 气愤过于紧张，其实还不错，不太适合我            
(5星)	 完整看完的第二部美剧 ...终于可以坚持什么 无论如何 都很好 PS.喜欢的 或许便是柔软中的坚强吧            
(5星)	 我又手贱了 怎么办!!!不行 我真的要去学习了!!            
(4星)	 我小学时看过前部            
(5星)	 只看爱情片的人，能接受这个不容易哈            
(5星)	 她的背后究竟是谁？            
(5星)	 暴力色情！我的最爱！            
(5星)	 麦寇帅爆了！！！！大叔控表示要看第二季~            
(3星)	 其实每集都差不多。。。            
(4星)	 意外居然还有点好看，可是演员的演技啊哭！最大的槽点是——男主角也太残了吧！死鱼眼出戏得厉害啊！            
(3星)	 maggieQ的身材。。。            
(5星)	 姐姐推荐的~后来看着很好看也就这么看下去了！现在在追第二季~没有这季好看了感觉~            
(4星)	 本来想给5星的，第一季的时候真的吸引到我了，剧情、人物。每礼礼拜定时守着等着。但是第二季开始突然厌烦了。            
(4星)	 挺好看的，最喜欢Michael了            
(5星)	 女版越狱阿.            
(4星)	 总觉得少了点什么滴~~大致上还算不错啦~好多靓女的说~            
(4星)	None
(5星)	 帅气性感女特务~！            
(5星)	 maggie Q 很有型~            
(5星)	 帅气！！！            
(3星)	 还行……只能说还行            
(4星)	 真好看啊。。- -|            
(4星)	 总体感觉还不错吧，不过我觉得maggie Q也不是那么漂亮嘛。            
(4星)	   Maggie Q太有范了~            
(4星)	None
(3星)	 看完有点失望啊。            
(4星)	 特工片拍一部电影就完了呗  电视剧啊  有点长 女007吗？            
(5星)	 maggieQ又美又酷！            
(4星)	 还不错，Maggie Q 身材无敌呀~~~            
(5星)	 近期经典，剧情~            
(3星)	 long legs            
(4星)	 对Maggie Q这一类型的真是毫无免疫力...            
(4星)	None
(4星)	 还是很有吸引力的。。。。。            
(4星)	 帅！            
(3星)	 主角无敌定律不好。            
(5星)	 maggie Q！！！            
(5星)	 销魂的MaggieQ            
(4星)	 不错，虽然有些桥段很侮辱智商，但是大体情节还是比较精彩耸动的。            
(4星)	 第一季开篇不错~~            
(4星)	 可惜老了            
(5星)	 看完了我在纠结下了那么多要不要删除！            
(3星)	 没看过第一季那么可能不想看; 看过第一季的会失望            
(NA)	 看过谍影重重   什么间谍都觉得弱爆了了啊             
(4星)	 帅爆美爆，对于很少看美剧的我来说很不错了。两个女主角都很喜欢            
(3星)	 纯粹为了Maggie Q啊            
(NA)	 maggie Q so hot!!!!            
(5星)	 帥死了            
(3星)	 NIKI是不会死的。。。于是看着看着就睡着了。。。            
(4星)	 看此剧纯粹为了Q姐。            
(NA)	 怎么说呢  最初是为了看MaggieQ的  现在的看完了第一季 想看第二季            
(4星)	 啊！Maggie.Q,一如既往的顶你！            
(NA)	 喜欢 Nikita            
(4星)	 越到后面越好看。            
(4星)	None
(5星)	 如果说《越狱》因为有引人入胜的情节和帅哥的话我给五星，那么《尼基塔》是因为有谍战和引人入胜的美女我给五星。            
(3星)	 除了meggie Q撂倒爷们意外不知道有什么好看的了…………怎么说一个秘密组织，全世界你都可以侦查到，你们内部没有摄像头么！！！            
(5星)	 终于追完啦            
(5星)	 哎呀maggie在剧中太霸气了！            
(5星)	 尼基塔女中豪杰！  跟麻麻一起看的~~  我在考虑 下回再看哪部日剧也要带着麻麻一起看呢~            
(NA)	 Maggie Q            
(5星)	 混血美女，特工间谍，各种高科技，各种动作场面，每集一个相对独立的故事            
(4星)	 人与人之间的信任和背叛，复杂的人际关系，是这部美剧最大的看点。            
(4星)	 Americian style            
(4星)	 鸡蛋推荐             
(5星)	 杀手组织与冷酷火辣的美女，黑暗的现实，人性的多面性，环环相扣的阴谋。。            
(3星)	 没有maggieQ我就不会看了...            
(3星)	 打发时间的片子            
(4星)	 牛的一B            
(5星)	 我很久以前的梦想就是当个特工。。。            
(3星)	 第一季开始的时候最赞，但结尾不给力，所以当时决定弃了            
(3星)	 剧情有点俗套，女版蝙蝠侠or超人            
(4星)	 嗯，MQ越来越漂亮了，比想象中好看。比不是走香艳风格，很有亮点。迈克在里面越看越帅。本片靠自己的剧情取胜，无需要床上的各种激情，这点真是让人佩服啊...            
(5星)	 我就喜欢看特工杀手片～            
(3星)	 看到maggieQ，不知道为什么总会想到皇后呢？            
(4星)	 虽然第二季就有点没耐心继续看了             
(5星)	 非常喜欢这隐忍的爱情，感觉在第一季中就和麦克走到一起，似乎太快了            
(4星)	 充分满足嗜血暴力欲望的美剧。习得一身武艺外加精通高科技、必要时的伪装是多么重要啊。。。            
(2星)	 完成第一季并持续看第二季。对MQ就是欲罢不能但是总体而言甚无趣            
(3星)	 只是为了MaggieQ            
(2星)	 看睡着了！            
(4星)	 Maggie Q 身材真是好啊。。。。剧情前松后紧有点潦草的感觉，还有就是真真不喜欢十九集以后加入和Michael的感情戏。选男演员就不能靠谱点么？？            
(4星)	 剧情有时候很断片，但是maggieQ还是很给力            
(NA)	 帅！            
(3星)	 如果不是Maggie Q，鬼才看!            
(3星)	 女主无胸，编剧无脑，三集弃！            
(4星)	 觉得很精彩啊~从开头就一直吸引着我            
(5星)	 绝对的好看            
(4星)	 惊艳无比，节奏紧凑，近年来动作剧少有的佳作            
(4星)	 大爱麦克啊~~~~            
(3星)	 美艳女杀手如何十八般武艺样样精通如何上天入地以一挡N然后来一段矛盾而激情的爱情             
(3星)	 nikita和michael滚了床单后，我就放弃了            
(3星)	 Maggie天生就是演杀手的料，这下在我心中立马变成安吉丽娜朱莉一个级别的美女了。剧情虽然有蛮多说不过去的，但就凭人家美艳杀手那股说不出的帅劲骚劲利落劲，我就屁颠屁颠地去追剧了            
(4星)	 美女 动作             
(4星)	 好吧 我觉得niki很酷            
(NA)	 比较刺激            
(5星)	 MaggieQ的气场真的不一般！我爱上了这个混血的女孩            
(4星)	 看看 Maggie Q            
(4星)	 在追2            
(5星)	 在电驴上有十五万人的观看率，值得一看。            
(5星)	 我一直在想Maggie的double g该读作/g/还是/dʒ/            
(3星)	 美剧版 赤裸特工...现在美剧都是一个方程式编出来的            
(4星)	 第一季我角得迈克还是帅得！            
(3星)	 美女 帅哥 大长腿 action weapon 所有人都不屑的同时，还是一集不落            
(4星)	 看到后面真是有些无聊！！            
(4星)	 一深纠就说不过去，美剧的通病。不过有年老色衰的尼基塔和一脸臭屁的迈克尔那段虐恋，我还是有兴趣看编剧怎样扯淡下去。自从他倆在一起，这虐恋也没了，只有看臭屁脸男主了(~O~)zZ            
(3星)	 画面比较养眼，有东方美女还有西方美女，抱着娱乐的心态看，还好，在第二季开始的时候，疲劳了，弃之            
(4星)	 陪我度过了考托福的日日夜夜            
(3星)	 编剧漏洞百出，看在性感的maggieQ份上            
(5星)	 看了第一季的前7集，还是很好看的，三国里的阴谋计，这些美国人用的淋漓尽致，对于普遍弱暴了的米国人民来说，要理解这些他们口中所谓&#34;rocket scientist&#34;式的天才还有难度。 ps 里面的女主角身材好暴了，虽然都不是大胸女郎，但是够年轻够瘦，光就这几个理由，就值得一看了。            
(4星)	 看了就不睡觉了            
(4星)	 MQ好帅气~~剧情好刺激            
(5星)	 刺激是那样精美。第一次觉得Maggie Q是那样有魅力。结论是，人的主观力量真的很强大，强大到让一切都能变得微不足道。——片子采用的章回制，让我有了穿越的感觉，喜欢每一集都有大量的刺激！碟中谍中碟，局中局中局，都是我最爱之处。11-11-21阅毕。各种反转让我爱爆了。            
(5星)	 Q哈美            
(3星)	 我最近不知为啥就超想看女特务之类的东西~            
(3星)	 它一度是我假期吃外卖配的点心.剧情一般,看完一季之后没有追第二季的想法..            
(3星)	 我努力想找到Maggie Q的美，可是木有发现            
(5星)	 Meggie Q 的魅力~~            
(3星)	 打不死的女特工            
(5星)	 第二季niki没那么漂亮了 很遗憾            
(4星)	 美剧这类型片子太多了吧            
(4星)	 好吧，衝著Maggie Q殺手去的            
(5星)	 女英雄主义的打斗场面还是挺好看的            
(3星)	 Q的身材还是一如既往地好的~~            
(5星)	 最美的女纸...            
(5星)	 大爱            
(5星)	 两个女主角演的都很好            
(5星)	 一口气看很多集~            
(5星)	 还是比较好看的            
(3星)	 主要看美丽的Q小姐            
(3星)	 一集弃            
(4星)	 Maggie Q很有演技。            
(5星)	 喜欢看这部电影因为尼基塔是一个强大的女人。            
(4星)	 Maggie Q也不是特别好看。。。            
(5星)	 Q姐无敌帅气 不解释~~~            
(5星)	 我很喜欢，虽然可能把主角神话了点~个人喜欢percy，很不简单的一个老头子            
(5星)	 有人说“alex很漂亮，但比起maggie Q她的美就显得有点幼稚”信矣            
(3星)	 刚看第一季的时候还很喜欢，喜欢MQ在里面的扮相，喜欢暧昧不明的和教官的隐晦的感情线，到了第二季就无感了，可能是猜中的都中了原因吧            
(NA)	 偏爱女特工··            
(5星)	 编剧强大无比，美剧就是不一样            
(NA)	  女版007，看第一季就够了            
(2星)	 水            
(4星)	 Maggie Q 如树枝一般的小胳膊抡来抡去 (⊙o⊙)…力量真那么强大吗            
(4星)	 看得血脉喷张。            
(5星)	 姐妹儿太酷了~            
(4星)	 Maggie Q老了，美人迟暮呀……            
(NA)	 第一季第一集刚出来就被吸引。Q实现了女人们的强势幻想。就算胆小如我枪炮山响就胆颤的不行。。还是咬着牙看你摇曳风姿多少迷人。            
(4星)	 还不错看~            
(4星)	 Maggie Q的完全素颜 让我多给了这部剧一颗心 记得曾经看到过3F female fun fearless 喜欢她            
(4星)	 无敌金刚不催猛女，i like!            
(3星)	 还是小A比较美~            
(NA)	 。。。为什么看不下去            
(3星)	 混时间，挺花拳绣腿的            
(4星)	 其实还不错，如果再肉一点就更好了            
(4星)	 结局亮过之前的            
(5星)	 剧情不错，口语也很好            
(NA)	 Maggie Q 混得实在好看，第二季谜团不少，不过厌倦了打打杀杀，还是由她去吧            
(NA)	 和Honey每周五守着。。。现在索性等出全集了再说            
(4星)	 Maggie Q的身材.............            
(3星)	 not a fan..            
(5星)	 不错，每一节都可以是独立的情节            
(NA)	 美艳，正义，执行力，战无不胜            
(3星)	 要不是Q姐我才不看呢......不过看见Q姐就没心情看了.....就那么回事.....            
(4星)	 觉得Alex的风头完全盖过nikita            
(4星)	 看完有點審美疲勞了，不知道第二季能否繼續？            
(NA)	 ★★★★★★★            
(4星)	 好喜欢曼姨~~            
(5星)	 渐入佳境...S02E07 小感动了下..            
(4星)	 Maggie Q演技有点做作，但就是有种很时髦的感觉。            
(5星)	 好看            
(4星)	 御姐！！！！            
(4星)	 虽然剧情还是有点生硬 但是不妨碍看热闹 看美女 噼里啪啦一通乱打            
(NA)	 帅            
(4星)	 我觉得第一季可以算是一个结局了。再拍下去，nikita的正义感要开始发腻了...为什么是和michael在一起！！我喜欢那个ryan fletcher！！！            
(5星)	 it`s MaggieQ            
(5星)	 喜欢她说话的腔调和肢体语言:)            
(5星)	 间谍、反间谍、反反间谍……于是NIKITA就这么死去活来好几次了···            
(5星)	 超喜欢MAGGIE Q~~            
(4星)	 剧情怎么就是猜不到···            
(5星)	 oh my Michael            
(4星)	 MAGGIE Q的表现令人眼前一亮，乍看一般，实则很有味道的一个演员~            
(4星)	 I love maggie Q~~            
(4星)	None
(NA)	 好看到不像话，让我彻底颠覆了对MQ的看法~~~也许Nikita是她的本色出演~~~            
(5星)	 恩恩恩~美人·            
(4星)	 Maggie Q好性感啊~            
(NA)	 总是让我情不自禁的想到安大嘴的《特工》   这就是加长版的啊            
(3星)	 开始还可以来，后来鸡血了....弃！            
(4星)	 前几集觉得bug好多，到后面却渐入佳境。Michale叔你17集之后怎么那么温柔捏？            
(5星)	 我喜欢的类型            
(3星)	 常年看柯南的好处就是，看什么都像柯南 - - 逻辑硬伤遍地，不如24小时缜密，Meggie Q 很热，可是觉得不禁看 - -            
(5星)	 气质            
(4星)	 maggie Q美艳不可方物 只要有她就值得一看 而且剧情确实也不错 不拖沓 有悬疑            
(4星)	 一般            
(NA)	 越来越没兴趣了，不追了            
(5星)	 好看，不废话            
(5星)	 给个五星吧            
(5星)	 开了我的美剧门（以前看的 现在补上记录）            
(4星)	 Hot woman and cool ~             
(2星)	 你胸再平一点 脸再长一点            
(5星)	 这剧是越来越精彩 就不该睡前来看最后一集 这。。还睡P啊 就是想看第二季了            
(4星)	 身材好，养眼~我小时候的“女侠”梦~~~            
(4星)	 MaggieQ挑大梁            
(4星)	 我就知道。。。我就知道m和n最后走到一起了。。。            
(3星)	 美女。战斗。阴谋。神马的。我想男人应该非常喜欢……            
(4星)	 好看            
(4星)	 JUST FINE. 放松的肥皂剧。            
(4星)	 喜欢的美剧之一。            
(3星)	 弱剧情，看成是枪厂和IT的广告片还好！            
(3星)	 是画质的问题吗？怎么觉得Maggie Q还是比较适合出平面，在电视里一看就觉得怪怪的。            
(3星)	  MaggieQ             
(NA)	 好多的人推荐~~            
(5星)	 可帅的女人了~            
(3星)	 还行，就是看到第十四集，不是很想再看下去了。没有一种狂追的欲望啊。决定删了…            
(3星)	 李美琪真心很老有木有啊 可以闻出一股老女人味儿            
(4星)	 第一季值得四个半星，第二季没勇气看了，大Boss换了，又变成雌雄杀手，怪怪的。            
(5星)	 暗杀组织 美女杀手寻仇 和敌营男主的纠结感情 亦敌亦友的后生MM 这些元素足以构成无比老套的剧情模式 但是就正好戳中我啊！！比看那些小孩纸没完没了的谈一场乱搞的恋爱有意思多了……MaggieQ注定要做打星里长得最花瓶的 花瓶里最能打的演员了……            
(3星)	 各种漏洞 各种吐槽             
(5星)	 多么美好的身材~            
(4星)	 她真的老了，岁月啊            
(4星)	 冲着Maggie Q来，意外发现非常好看            
(4星)	 我喜欢Birkhoff,吼吼            
(3星)	 还是很想看97版            
(NA)	 冲着香艳美女就来了            
(4星)	 一如既往难以继续 为了描述这非人的生活 用了非人的逻辑            
(5星)	 一口氣看了兩集，雖然和以前看GG時相比是小意思，但是真心挺好看。準備追了。            
(3星)	 跟人随便看两集 Maggie Q也太神了吧 看了两集果断可以转走了            
(5星)	 底下的短评们真得太有愛了。。            
(4星)	 就像美剧一样 英雄般得故事情节 跟越狱比还是差点 不过还算是可以            
(5星)	 maggie Q 好有范儿啊~！            
(5星)	 maggie Q的演技啊！            
(3星)	 哇 真是驚豔            
(5星)	 很精彩            
(4星)	 Maggie Q太单薄了，配不起这种打斗角色，那没肌肉的小细胳膊，唉~~看她拎枪都替她沉！应该找个Angelina Jolie那样款的女人演。剧情不错，虽然有点儿抄袭“Prison Break”。闷得慌就看看吧~ 电视剧什么的总归不如电影痛快o(╯□╰)o            
(5星)	 女特工什么的最有感觉了            
(5星)	 我就喜欢看跟政治阴谋沾边儿的，然后更加坚定地告诉自己to believe nothing！！！哦爱死这种打斗方式了，招招都往致命里打~~            
(4星)	 I’m in here            
(NA)	 基本每集都在吐槽，Maggie Q实在太平了。。。。。            
(4星)	 肿么有点女版Jack Bauer的赶脚......            
(4星)	 MQ啊，真实火焰性感啊~尤其是红唇的时候啊，快四十了也不怎么老啊，羡慕~但是她哭得时候很假啊很假，一讲到丹尼尔就擒满泪水，这。。。呃。。。。她是先喜欢上谁的呢，话说迈克尔真的很丑啊，根本不配她啊，不会是潜规则上得吧，哈~alex小时候的那个女孩很美啊，长大后一定是个美人啊美人哈            
(5星)	 可惜，Alex与Nikita分了....还好Michael与Nikita合了....            
(5星)	 I like it ,always             
(3星)	 情节还算紧凑，只是好命的尼基塔世间少有。            
(4星)	 hiahiahiahia ~美女 打手~！            
(NA)	 看看无所谓 也没有一定要看下去的感觉。。            
(3星)	 一起期待更新的日子很快乐。            
(NA)	 虽然是编，也要编的稍微合情理点，越看越让人莫名其妙。。果断弃            
(5星)	 其实  她没那么厉害            
(5星)	 AWESOME LOOKING FORWARD TO SESSION 2            
(NA)	 弃了，我也不知道为什么。orz            
(5星)	 不错不错 Q老了很多感觉，第二部也出来了            
(5星)	 大爱MQ~            
(3星)	 打发打发时间还好            
(5星)	 Maggie Q演的很给力，到位  可能内心深处还是有种伸张正义的冲动吧            
(3星)	 不知第一部的评分肿么会有这么高，匪夷所思，里面剧情和套路都较为一般嘛。            
(3星)	 就当是欣赏美色吧……虽然这姑娘也太瘦了点……欣赏到后来赶脚她脸太长了人太老了。。。            
(5星)	 挺好看的，可惜出的好慢。N久没看过了，不知道出完没……            
(4星)	 keep the streets empty for me            
(2星)	 总之觉得不是很好看。。还要看的人很紧张。。            
(4星)	 还不错！华人的优秀代表之一。。。            
(5星)	 MaggieQ~~~超帅气            
(NA)	 有成为第二越狱+英雄的美剧，要顶顶            
(3星)	 Maggie Q就是一拉长版的陈鲁豫，over            
(5星)	 好看            
(4星)	 美女與槍，這不過是我認為的一大亮點。            
(NA)	 第二季也出了。            
(3星)	 就是想看 ＭＡＧＧＩＥＱ            
(5星)	 不知道为什么，看完第一季以后就不怎么想看第二季了，也许MQ真的老了吧。            
(NA)	 shane west 搞得我花痴犯了            
(4星)	 耍帅。            
(4星)	 主要是看性感美女            
(4星)	 各种空旷的场景显露出角色的内心，色调的处理非常漂亮            
(5星)	 灵的，很喜欢看            
(NA)	 我是冲着maggie Q 去的            
(4星)	 喜欢maggie Q            
(NA)	 李美琪 姐姐你身材真好啊            
(5星)	 “you know，I am getting really sick of people telling me that you were dead。”            
(3星)	 只想看合体            
(4星)	 最后两集处理的还有点意思。三星半吧。2011.10.19            
(NA)	 不死的美少女战士             
(3星)	 S02E08            
(4星)	 要本拍            
(NA)	 看过十集吧。一般。            
(4星)	 只是电视剧而已。            
(4星)	 爱呀爱，追呀追。            
(4星)	 高三时的慰藉            
(4星)	 （1）为了打而打的打片 （2）MQ老了            
(3星)	 刚刚看完，吐槽三点：1、从第三集开始我就看出Alex的父亲是Nikita杀的了；2、Michael被要求亲手射杀Alex时，我相信大家都能觉出那把枪要么没装子弹，要么有问题；3、美剧就喜欢在最后一集把一切整得天翻地覆，让人脑抽筋，哥还是没想明白那个计算机天才帮了Michael然后他自己怎么脱身？            
(5星)	 说什么都无法形容我对这部美剧的热爱：好看！！            
(5星)	 我只看到了maggie Q，我的女神啊！！！            
(3星)	 前期剧情漏洞多，后期剧情很崩坏···            
(4星)	 为了御姐Maggie Q还有M叔  御姐大叔什么的最有爱了   但是其他就真是落入俗套。。。            
(4星)	 还行吧,不过有点像不死小强了,电脑专家挺逗的,男主也挺帅的~            
(4星)	 喜欢meggieQ，和美剧每集自成一体的剧情设计            
(3星)	 maggie Q又瘦又干 看不下去了            
(4星)	 剧情走IRIS套路的，MaggieQ好风情昂=,=            
(5星)	 冲着Maggie Q去的，最喜欢美艳女杀手了~            
(4星)	 nikita 和 micheal的组合真是很喜欢啊~~            
(3星)	 第一季结束是最好的结尾。            
(4星)	 赤裸特工             
(4星)	 好看，第2季看到第6集。            
(5星)	 MAGGIE Q太迷人了！！不能忍了！！            
(3星)	 女孩子还是不要打打杀杀的。。            
(5星)	 一口气看完哪~            
(4星)	 精彩            
(NA)	 2011-10-27 with bobo            
(5星)	 maggie，太帅啦，就喜欢这样的美女            
(3星)	 剧情较拖沓            
(3星)	 人美足矣~剧情真是发展得蛮惊人的，不过话说拍这种技术片还挺费心的，什么医学心理学政党IT技术，挺复杂..就是救世主什么I’m healing the world之类的太鸡皮疙瘩了..实际上电视剧就这样看看情节要不是因为美剧梦想着练练听力口语呢==对了很喜欢Amanda，很有杀伤力，特别是那眼神和智商            
(5星)	 &#34;Live the lie,until the lie becomes your life.&#34;            
(3星)	 看到后面也就腻味了            
(3星)	 还不错的间谍片，引人入胜            
(4星)	 还不错~            
(4星)	 冲着Maggie Q去的，还不错呢            
(5星)	 虽然每集一个案子，但是剧情明确引人入胜，这点做的比lie to me好            
(5星)	 非常精彩            
(NA)	 真的，第一看电视剧能不快进，男主角很有味道，maggie的表现很棒，天生的杀手料.            
(5星)	 Powerful            
(4星)	None
(4星)	 情节还算紧凑~maggie q太性感了⋯⋯            
(4星)	 Maggie Q的好身段啊，可以作为产后减肥励志偶像袅            
(4星)	 不错的片子            
(3星)	 一般般啦            
(5星)	 质量比想象中的好很多啊,maggie Q虽然老了但是仍然很索            
(5星)	 - -            
(4星)	None
(3星)	 nikita hot            
(5星)	 帅            
(4星)	 就冲着MQ的各种服装和背影也得...            
(4星)	 Maggie Q真心嗲！            
(5星)	 对MQ完全没有抵抗力~~︿(￣︶￣)︽(￣︶￣)︿            
(4星)	 Maggie Q真的好正            
(4星)	  ( ^_^ )不错嘛            
(5星)	 每一集都像看一部电影一样~            
(3星)	 連MaggieQ都老了，哎。。。            
(3星)	 就是说您要贼闲，那拿它打发打发时间挺好            
(5星)	 我还在想最后是谁跳槽.......结果是一起跳了=。=            
(3星)	 弃剧。一个不承认自己是理想斗士的理想斗士            
(4星)	 不得不说。。它确实是电视剧版得赤裸特工。。但是拍得很精彩很好看。。N和M这小两口子啊真有爱。。            
(3星)	 追了一季，还行吧            
(3星)	 接近尾声的时候弃之，结局这么明显还墨迹个球。            
(3星)	 剧情有点弱 就看Maggie Q秀身材耍威风吧~            
(4星)	 难道MaggieQ叫李美琪？！~无法接受！！！  我居然把这个剧看完了。。。            
(NA)	 美艳女杀手！！！！对我胃口！！！M叔你肿么这么帅！！！！！            
(4星)	 矮油 不错哟。我其实很讨厌GG这种美剧……            
(4星)	 把M化成其他人，可看性也许会强些。她虽然长了张杀手脸，又极具风情，但是瘦得太像僵尸了……            
(3星)	 看不下去了...            
(5星)	 nikita~~            
(4星)	 每个故事都是惊天秘密            
(5星)	 好好看哇哇哇            
(3星)	 我是冲着Birkhoff看下来的~~~mua~~            
(5星)	 性感尼基塔maggie Q            
(4星)	 amanda太美了            
(4星)	 Maggie Q is sosososososo hot!! Shane West还是一如既往地帅啊帅啊！两天结束一部电视剧，疲劳啊！            
(3星)	 冲着她是亚裔，支持一下            
(5星)	 2011-10-04~2011-10-13 美Q            
(NA)	 我承认我看不下去了，没全部看完，相似的剧情。。。            
