http://movie.douban.com/subject/1786742/	情深深雨濛濛
(4星)	 初一的记忆~            
(2星)	 扛不住            
(3星)	 电视一直演...            
(NA)	 如同老房有喜 一部趁热打铁的片子            
(3星)	 上海.            
(5星)	 美好的童年啊。            
(4星)	 很好啊，干嘛不喜欢            
(3星)	 情深深雨濛濛，多少楼台烟雨中……            
(4星)	 典型的琼瑶戏啊~煽情哇煽情~虽然如此当初看得还是专心致志的~~            
(2星)	 摇头！！！！            
(NA)	 原来我真的看过很多国产电视剧啊|||以前没发觉            
(1星)	 书桓！让我狂奔过去！            
(2星)	 一直认为苏有朋很装，但这是他的特色；顺便不喜欢古巨基，那眼睛吓死人。            
(5星)	 喜欢杜飞喜欢杜飞 年轻人嘛 就是要激情四射。            
(3星)	 音乐不错            
(3星)	 雷雨 用情            
(NA)	 。。。            
(NA)	 初中时候满要看的            
(5星)	 太纠结太纠结。。我怎么那么没出息。。挺喜欢赵薇演的。依萍这个角色，喜欢她的性格            
(4星)	 说也奇怪，不算好片，可它重播几次，我就能看下去几次            
(3星)	 就爱看她跳桥那段            
(NA)	 比起古巨基 老娘更喜欢郑中基            
(3星)	 情深深雨濛濛            
(2星)	 NND实在受不了琼瑶            
(NA)	 呸!            
(NA)	 书桓：今天是你走的第一天。想你，想你，想你。呃，我老记得这些台词。琼瑶老太啊！            
(4星)	 其实挺喜欢赵薇版的依萍。            
(3星)	 好吧，我承认我真的看过。            
(5星)	 看了无数遍，每一遍都还是很好看！喜欢依萍、如萍和何书桓的故事，不喜欢可云的故事。            
(2星)	 感冒全好。还顺带讨厌个古巨基。            
(1星)	 赵薇是个垃圾。            
(2星)	 酸~            
(2星)	 那时候我怎么会发疯去买DVD回来的，而且还是正版- -            
(3星)	 除了歌难听了点，别的还行，不苛求，杀杀时间还算不错            
(4星)	 享受里面的歌和故事。            
(2星)	 情深深雨乃乃            
(4星)	 放一次看一次..            
(4星)	 记得我爸买了个马鞭来着，想想我还是真的很像陆如萍            
(NA)	 里面的歌赵薇都唱破嗓子了            
(5星)	 看看8错            
(4星)	 谁都不喜欢，就喜欢依萍。            
(2星)	 台词太恶心了            
(NA)	 喜欢“杜飞”~~            
(3星)	 当初宣传的时候我脑中漫想出来的跟真实的完全不是一个道上的，我以为是很古装的说，结果竟然这么。。。煽情。还有个摇摆不定的男人，艾，那双温柔的眼睛害死多少无辜的人啊，虽然咱不迷他            
(3星)	 http://www.tudou.com/playlist/id/561163/            
(4星)	 大学时和同学一起看，消磨了无数时光            
(2星)	 ...            
(NA)	 我被琼瑶迷害过！            
(3星)	 书桓：依萍，八年抗战就要开始了..            
(NA)	 这个挺好的~            
(3星)	 何书桓。陆依萍。            
(3星)	 还珠的延伸民国版            
(3星)	 这片子,已经是滥俗的代名词。可当初就是沉浸过，一晃八九年快十年了。那是我听的第一盘磁带吧，管别人借的，有点像盗版原声带，十几首歌曲都是电视剧里的，在复读机里放了好几个晚上            
(3星)	 喜欢她浓妆艳抹            
(4星)	 不错！            
(2星)	 |||            
(2星)	 初中看觉得还行现在真是被雷飞了            
(NA)	 主题曲搞啊            
(4星)	 那阵子一边做作业一边看，一边受爸爸奚落：怎么这种片子你也要看的啦！其实还好吧，我也不知道怎么会喜欢的。            
(NA)	 琼瑶阿姨爱来爱去的又来了。。            
(3星)	 书好一些            
(3星)	 做作的演员，做作的剧情，琼瑶阿姨江郎才尽啊！连演员都挑不好了~            
(NA)	 离别的车站 情深深雨濛濛            
(2星)	 肉麻当有趣            
(3星)	 呵呵，，尤其受不了古巨基的深情对白。有时候真的觉得台词肉麻的要死，当然甜言蜜语依旧百听不厌。            
(2星)	 太假了！！！            
(4星)	 比旧版强。。            
(2星)	 现在觉得很恐怖~            
(2星)	 这是我奶奶的菜啊。            
(1星)	 无新意            
(4星)	 还是挺不错的。            
(3星)	 还不错`````````            
(3星)	 其实也不是很烂，当作娱乐来看看……尤其有杜飞这个活宝在场的时候：）            
(2星)	 一直以来，就不太喜欢古巨基，所对这部片子也没有多大兴趣            
(3星)	 这个……放了有多少遍了……            
(3星)	 喜欢这个故事            
(3星)	 其实还行啦～            
(4星)	 继赵薇从小燕子转型之后看的她本人演第一部电视剧，这才记住香港游古巨基此人。呵呵，现在都很少看他们一起拍戏了，不知道在工作一段日子的时间里，是不是都结聚了深厚的友谊呢？不得不说，琼瑶的戏真的好赞。            
(3星)	 嗯還是很喜歡杜飛的。            
(3星)	 我不喜欢古巨基。            
(3星)	 老早了。。。            
(4星)	 当年还每集必追了=。=            
(3星)	 忒煽情了            
(3星)	 。。。。            
(NA)	 寇振海也是活土匪啊            
(NA)	 经典            
(3星)	 童年回忆了            
(4星)	 当年那么火 现在评分那么低            
(NA)	 谁没看过。。            
(3星)	 那时候，还没有yy剧集的嗜好。现在回想，其实，这也能闹补出。。。。            
(3星)	 还成吧，古巨基太丑了，里面夜上海的哪些歌真好听            
(3星)	 小时候就是被阿姨毒害的。            
(3星)	 我到底都看过什么！            
(3星)	 已然没必要去评说好与坏，倒是那段时光中不可磨灭的记忆。            
(3星)	 我怎么还是会被吸引呢？因为在家里无聊啊，可怜每次都被LRN当笑料啊。            
(NA)	 第一次去網吧就是爲了陪同學去看這片子 = = 身為小學生的當時就對這個片子抱著不屑的態度 究其原因貌似是因為五阿哥和紙薇好了吧[喂!!            
(1星)	 这玩意儿真隽永，我们这边华人台又在放了，偶是来凑热闹给个1星的。            
(5星)	 小学时代的假期啊            
(3星)	 巨讨厌依萍好吗            
(3星)	 我的琼瑶剧的分水岭~            
(3星)	 小时候琼瑶剧看的还不少啊            
(3星)	 感觉我爸每年都在看啊            
(3星)	 林心如的造型很漂亮~             
(NA)	 多好看啊。多煽情啊。窝巢。我还做过可怕的心理测试。然后我他妈是书桓啊。苍天啊。            
(5星)	 百看不厌啊。。。            
(4星)	 哈哈，当年的记忆，班会时我们班还有人唱离别的车站            
(NA)	 我会唱里面好多曲子。。。不是吹牛            
(5星)	 六年級還是初中。這部劇就像還珠格格一二一樣百看不厭？不知為何 對著原班人馬 然後剛好是他們伴著度過了童年還是怎樣？            
(4星)	 伴随我们儿时的戏剧。            
(4星)	 印象最深  离别的车站            
(3星)	 小时候看的，对剧情印象不深刻了，没法和还珠格格比啊            
(4星)	 兒時的電視劇吧，少了常識的基礎，留下的記憶其實還很好，其實評價也是，每個人可能在不同年齡會有不同感受            
(3星)	 我一直就没看全过！啊摔！            
(4星)	 跟着外婆后面看了一遍又一遍。。。            
(4星)	 觉得里面的林心如好美            
(3星)	 书桓。。。书桓。。。            
(4星)	 书桓！不要走！依萍有什么好的！好男人什么的太难得了（重点是要帅）            
(4星)	 当时看的忒感动了啊！            
(4星)	 当我不看的时候我妈竟然开始看了~~            
(4星)	 看第一遍的感觉倒是还不错,后来重播了很多遍后就不行了!            
(1星)	 琼瑶。            
(3星)	 我记得某一年暑假还是寒假，那个情深深雨蒙蒙的音乐真是阴魂不散啊，调一个台就是，跟现在的步步惊心一样，不过我觉得苏有朋在里面是亮点。            
(5星)	 不错的片子，有点家庭的味道            
(3星)	 很琼瑶式的片子。            
(3星)	 初中的时候迷死万千少男少女            
(5星)	 我觉得很好看耶             
(3星)	 何书桓沉痛地说：八年抗战就要开始了~ .            
(3星)	 很讨厌依萍的 觉得方瑜不错            
(3星)	 当时也是万人空巷啊 难忘她们的衣服饰品            
(3星)	 一直怨念于琼瑶的把女人们写的斤斤计较……  杜飞这样的专一的人实在是太少了            
(NA)	 当年我是有多蠢。。。。。。            
(1星)	 各种虐心啊……            
(2星)	 我需要唏嘘一下子吗...             
(5星)	 哈哈哈哈哈            
(5星)	 央视是连续好几年都在播放 刚播的时候和妈妈看了觉得挺好的 喜欢赵薇饰演的角色 不过现在看着总是会感慨演员们都老了 古巨基 赵薇都当妈了 林心如也已经三十多了吧 五阿哥苏有朋也是挺波折的            
(3星)	 印象深刻 强迫看的 那时我妈超爱看            
(3星)	 少少两集啦            
(3星)	 如果如萍和书桓在一起也许我会给5星。            
(3星)	 古巨鸡么据说            
(4星)	 琼瑶剧最佳女主角——赵薇 饰 陆依萍            
(4星)	 我妈现在还爱看，里面的林心如确实很漂亮！            
(5星)	 情深深雨蒙蒙世界只在你眼中            
(4星)	 以前每次看到电视重放都会停下来看几眼            
(3星)	 只喜欢杜飞和如萍            
(4星)	 儿时的记忆啊记忆·！            
(NA)	 ╮(￣▽￣&#34;)╭             
(4星)	 啊呀哟~            
(4星)	 跳河 那段让我觉得很恐怖- -            
(2星)	 不语            
(5星)	 百看不厌            
(1星)	 妈的太搞了。            
(3星)	 我的纯情.            
(4星)	 情深深雨蒙蒙            
(NA)	 ╮(╯▽╰)╭            
(4星)	 印象很深刻啊 中央台下午重播了多少遍啊            
(NA)	 喜欢过尔豪            
(3星)	 里面的歌曲都红了！            
(4星)	 尼玛这片子必须四星啊！！！记得小时候为了看这电视闹的呀~            
(2星)	 琼瑶牌冷饭剧...每次都好想宰了装纯的林心如和装苦情的赵薇！而且一直记不清楚她们的名字- -            
(3星)	 至今不忍回想…            
(4星)	 多好一剧啊...电视上一有我就看...哈哈            
(3星)	 万年重播剧            
(4星)	 怎么说也是童年的回忆~~~看了不下10遍了            
(5星)	 好看嘛            
(3星)	 OST精彩么~~~~            
(5星)	 childhood favorite            
(1星)	 真惭愧，我看过，一星给雪姨            
(4星)	 每次想起来都觉得又臭又长但是每次电视台放都会再看的剧=。=            
(3星)	 想当年还是喜欢看的说。。。            
(NA)	 oh!这个我看了无数遍。。            
(3星)	 民国庭院深深            
(4星)	 小时候很爱依萍好嘛！！！            
(4星)	 就是喜欢这群人 演的就是很好  比现在拍出来的琼瑶剧好多了            
(4星)	 当年啊            
(4星)	 那时很为依萍和如萍打动。            
(4星)	 看一遍哭一遍            
(4星)	 纠结死的配音            
(3星)	 那个时候还在念小学啊~            
(5星)	 我的童年为            
(NA)	 看到剧情都烂熟于心的程度。            
(3星)	 跳橋那段最深刻，因為太搞笑            
(3星)	None
(4星)	 啊！雪姨什么的最强大了！= =            
(3星)	 依萍跳水的那一幕露出了短裤，我看了很多遍。。。            
(3星)	 记得当初你侬我侬            
(5星)	 至少我觉得是经典之作。            
(3星)	 补咆哮！！！！！！！！！！！！！！！！！！！！！            
(2星)	 看见古巨基就胃疼…越看越像狒狒…            
(4星)	 我觉得我到现在也没有理清人物关系            
(1星)	 =、=为什么我还看了不止一遍啊。。扭曲三观            
(3星)	 年年重播啊…看烂了都            
(4星)	 你才无情无义无理取闹呢            
(2星)	 现在又开始播了。。            
(3星)	 上学时候暑期抱着电视看的，真是受够了那首歌，哎            
(4星)	 现在再看觉得蛮傻的            
(4星)	 本来是都忘了，暑假看了个图解贴，恩，不错，贱男就是贱男            
(3星)	 歌曲还蛮好听的            
(3星)	 现在想想真蠢            
(4星)	 虐心            
(5星)	 哈哈！前连天有看见重播了！从初二躲在楼梯上偷看以后，已经来来回回看了好多遍了！真的经典啊！            
(4星)	 不晓得看了多少遍。。            
(NA)	 那时赵薇多美            
(3星)	 这个不能忘。。。            
(4星)	 不是經典中的經典，就是狗血中的狗血~            
(2星)	 。。。琼瑶剧- -            
(4星)	 我奶奶百看不厌。。。            
(4星)	 林心如的造型美翻了            
(NA)	 里面的歌曲很是不错，灰常喜欢《离别的车站》。李钰的方瑜很讨喜无奈斯人已逝            
(5星)	 直到现在电视播的时候还在看，并且很奇怪为什么10年前就可以拍出这么高质量画面的东西。            
(3星)	 我承认我看过，还会唱那首歌。            
(1星)	 无语            
(4星)	 讨厌依萍。            
(1星)	 连我这么不挑剔的人都觉得是一烂剧   为神马那么多疯狂的女子还疯狂的迷恋喃  为什么  求解            
(3星)	 可以啊            
(5星)	 在这部电视剧刚上映的我们的小时候，大家更习惯被牵动和感动，而不是吐槽和挑刺。            
(1星)	 这一星，就怨湖南卫视……你懂的            
(4星)	 我喜欢杜飞！~~            
(5星)	 看过很多很多遍===最喜欢杜飞==最心疼的也是他            
(4星)	 这他妈也可以            
(4星)	 想当年真是百看不厌……            
(4星)	 以那个年代的少女心来看。。。还不错吧。。。            
(4星)	None
(3星)	 这个我不喜欢            
(4星)	 这几天跟着中央8看了几集 制作的精良程度现在看起来也不输许多电视剧。琼瑶阿姨的一些台词……现在再看已经很想笑了 不过演员们真的是个个都演的真心好啊。&#34;李副官&#34;去年因病去世，&#34;方瑜&#34;也香消玉殒两三年了 sigh            
(5星)	 相爱容易，相守难。 珍惜现在，珍惜身边的你。            
(2星)	 不解释            
(1星)	 我想想,琼瑶剧毒害了俺妈那一代,也毒害了俺这一代,下一代应该会幸免于难的吧?            
(3星)	 极尽做作之能事。。。            
(4星)	 虽然是琼瑶剧 不过无可否认 曾经还是着迷过            
(3星)	 书桓走的第一天，想他 书桓走的第二天，想他想他 书桓走的第三天，想他想他想他 欸，这是何苦呢。            
(2星)	None
(5星)	 当年每句台词都能背下来。            
(4星)	 其实真心赞片头片尾曲的            
(NA)	 现在回过头来看，何书桓是文艺青年，杜飞是二逼青年，陆尓豪是高帅富，雪姨是黑木耳，李副官是屌丝。            
(NA)	 我觉得自己很囧-。-            
(NA)	 诶……我只是想把看过的都加到“看过”里面而已。            
(NA)	 CCTV8正在播呐~吼吼~旗袍好漂亮~            
(NA)	None
(5星)	 考货币银行的前一天晚上 宿舍的人一起聊以前的电视剧 想着以前时间也不多 但是看的电视剧真的好多 每一部都很经典 回到家 央8在回放情深深雨濛濛 就是一下子被抓到了过去一样 那么多的画面 那么多的台词 都在心里 真好 经典万岁             
(5星)	 杜飞和书桓 你会选谁呢             
(NA)	 琼瑶是一个写歌词的，剧本神马的，算了  三星。            
(NA)	 = =当年太纯洁了 就觉得怎么都是吻戏啊。。现在看来。。。明显不算神马            
(5星)	 = =            
(3星)	 原来看我过这么多电视剧            
(4星)	 今天电视上又放了            
(3星)	 林心如戏中的扮相美极了。            
(4星)	 童年美好回忆            
(4星)	 应该算是最初的（琼瑶）偶像剧？不过回想起来还真是美好啊~            
(5星)	None
(3星)	 书桓换个帅点的可以吗？            
(5星)	 四星给回忆，一星给杜飞。            
(5星)	 经典            
(3星)	 老纸的童年！            
(3星)	 喜欢那首歌，剧情没看多少            
(3星)	 想当年的小情怀哟            
(NA)	 小時候的記憶啊。。             
(5星)	 琼瑶怎么了，大家曾经不都很痴迷，不是么？总之这部剧看过很多遍，说它俗也罢，肉麻也罢，小时候就是愿意一遍又一遍的看它~可是现在的很多剧，让人连一遍都看不下去。。。            
(3星)	 小时候老看。。            
(5星)	 次凹。。我去年寒假在家看了一个冬天的情深深雨蒙蒙我会随便告诉你们吗            
(NA)	 看过N次啦            
(NA)	 = = 小时候就看这种电视剧            
(3星)	 我还真是从小看琼瑶……杜飞还挺逗的            
(5星)	 这就是你爱的我            
(3星)	 杜飞！！！            
(5星)	None
(5星)	 情深深雨蒙蒙～多少楼台烟雨中～记得当初你侬我侬～车如流水马如龙～            
(NA)	 怎么能没看过            
(3星)	 哎呦。雷死了。            
(4星)	 上初一时全家人一起看,这个电视一开始唱片头曲就是二个人亲嘴嘴,我不淡定的问我弟那是在干嘛            
(5星)	 小时候喜欢周迅，就跟爸妈看这片。看了一半觉得李小冉特有成熟女人的气息…唉，那时候严重被她吸引住了            
(4星)	 貌似这是在还珠后出的一部剧，不知道有没完整看完，但大体上是看了的，那个社会那个时候的写照，果然我被我家人影响不少呢~~            
(3星)	 ...            
(5星)	 小时候看了还珠格格中毒了哈哈，所以这剧也理所当然看了！还记得和表妹演的时候戴了头箍说我像方瑜哈哈~            
(3星)	 琼麻麻。。。你的台词真的碉堡了！！！            
(5星)	 喜欢里面的歌曲，有那个时代的感觉，即使是现在还是很喜欢“离别的车站”。琼瑶式的温暖，偶尔为之，亦可            
(5星)	 不懂为什么特喜欢如萍            
(3星)	 我也有这种岁月....            
(4星)	 那个时候我居然控琼瑶剧！            
(3星)	 看过部分。有看哭过 囧            
(5星)	 这个也可以的啊！看了N遍了台词都背烂了！            
(3星)	 还能说什么，电视台前两年还在播，有意思么！喜欢陆飞和如萍这一对。            
(4星)	 当年很喜欢            
(5星)	 看过N次            
(4星)	None
(4星)	 = =            
(3星)	 我学书桓叫依萍学的特像！            
(NA)	 被影评里那些摘录台词的给笑死了。。。其实我喜欢方瑜和尓豪那里，可惜那姑娘真人死了。。。            
(4星)	 绝对的琼瑶经典啊！这不仅仅是一部电视剧，更是那一段时光的记忆。            
(5星)	 永远永远的经典            
(3星)	 当年强迫希希帮我租碟。。            
(NA)	 这是文化啊            
(4星)	 最中意杜飞，一直为依萍不和杜飞在一起而耿耿于怀！            
(2星)	 不记得剧情了 主要就是喊啊哭啊什么的            
(NA)	 经典的琼瑶戏            
(4星)	 赵薇啊，毁了            
(3星)	 琼瑶的台词和剧情，大家懂得。。可惜方瑜已离开人世，权当纪念了。。            
(3星)	 在电视上看了三遍以上。            
(NA)	 喜欢杜飞，有他的情节都蛮搞笑            
(3星)	 狗血的剧情不需要解释啊！！！！！            
(4星)	 这个大家都看过的吧            
(3星)	 书桓走的第三天            
(3星)	 扯皮就没人扯得过你。            
(4星)	 琼瑶剧就是有这种纠结来纠结去的能力 帅锅美女都不赖            
(3星)	 哈哈哈哈哈，原来是2001年的片子了╮(╯▽╰)╭，那么小我就看这个，琼瑶阿姨彻底为我洗脑了嘛！！            
(3星)	 囧            
(4星)	 我小时候喜欢的一部片子。。            
(4星)	 我爷爷很爱看这个。            
(4星)	 何书桓是我的爱。。。            
(NA)	 当年觉得尓豪还是蛮帅的，很不喜欢赵薇的角色            
(3星)	 这个我看了好多遍，主要是嘻嘻TV8老放……            
(3星)	 当年看觉得还不错......现在看，只能无语            
(4星)	 看时还有一颗年轻的心。            
(5星)	 哈哈哈 看一百遍都不腻的就是我            
(4星)	 就记得还没开始打仗，何书桓说八年抗战开始了。            
(4星)	 当年半夜爬起来看啊看。。。心动的感觉忘不了。。。            
(1星)	 看到古巨基就恶心            
(3星)	 虐~不过挺喜欢里面依萍唱歌的~            
(3星)	 我更喜欢还珠格格。1部。2部。            
(3星)	 狗血的剧情啊            
(2星)	 平心而论还是可以吧，小学的时候可是骗了我不少眼泪，可是我个人真不能接受这种风格，以至于以后都只能当喜剧看。不知道无法引起共鸣的东西是不是不够好，还是说，是我太自负，才看不出来。但是，赵薇你的演技真的好烂啊……            
(NA)	 陪爷爷一起看的呢            
(3星)	 狗血            
(3星)	 小学时和爸妈一起看的，当时还会脸红。            
(4星)	 这剧奇怪的地方就是每次电视上放一遍，我都会捧场的看一遍...难道我是何书桓家的NC粉么？！！！笑。            
(1星)	 你侬我侬            
(4星)	 哈哈哈哈哈            
(3星)	 4星 献给当年的这首广为流传歌曲            
(4星)	 又是一部看过了很多遍的电视。。。            
(5星)	 对于这种我看了不下几十遍的电视剧不打5星对不起我的童年。            
(3星)	 琼瑶奶奶丰富了我的心灵！！            
(2星)	 世界上怎么会有古鸡鸡这么丑的男人!哎哟喂！            
(4星)	 琼瑶的煽情忘不了            
(3星)	 会想到那时代的社会。。就是剧情有点缠来缠去。。太煽情了、、            
(3星)	 看过...            
(4星)	 憑良心說真的還不錯。不過那個時候還小，看到書桓和依萍的感情戲會不自在啊。            
(4星)	 我大概能倒过来背了            
(4星)	 拍的很不错            
(4星)	 电视台反复播的电视剧，一播就知道又放假了。            
(5星)	 何书桓不美好啊？！            
(4星)	 纠结了很久要不要把这么个剧放到我看过的里面来，毕竟曾经迷恋过。。。里面没有哪首歌我不会啊啊啊~            
(2星)	 当时还特喜欢古巨基，初一懵懂少年时。            
(4星)	 那时候很喜欢            
(3星)	 琼瑶阿姨            
(4星)	 狗血，但那时很爱看，如果琼瑶阿姨当没有改结局就不会那么俗。            
(2星)	 男：“你听我解释”，女：“我不听！我不听！”.............            
(5星)	 不得不说，当时很爱看。            
(4星)	 还是当成MTV看吧, 不对, 是听吧.            
(4星)	 哦册那。。            
(3星)	 每年都要跟我姐我妈看几遍，我好无奈好无奈。            
(2星)	 嗯哼老子不刷屏            
(3星)	 这种狗血剧是小时候该看的。。。            
(5星)	 琼瑶剧一刀类都是这么煽情！！！            
(NA)	 这部怎么能没有看过！！！好想好想~好想好想~想~想~            
(3星)	 虽然不好看 但是怀念            
(5星)	 我最喜欢的  绝对的  不可撼动的地位            
(3星)	 记得播出时，满大街都是琼瑶剧主题曲的声音。下了自习，马上骑自行车飞快的赶回家看那剩下的一点。            
(5星)	 这是唯一一部我从头到尾看完的琼瑶剧.过尽千帆如萍才明白,妈妈会抛弃她,未婚夫会抛弃她,可是她还有杜飞!            
(4星)	 前两天我还跟宿舍的女孩儿喊着说要会要看情深深雨朦朦啊你妹！！！haha            
(1星)	 三观不正﹣100分            
(4星)	 &#34;啊情深深雨濛濛..xxxxxx~&#34;直到今天我还清楚记得这旋律~            
(3星)	 回忆。。。            
(3星)	 虽然很不喜欢古巨基那个劲儿，但还是希望他能和茹萍好。。。偏执了 呵呵            
(4星)	 又有谁能忘了这部剧呢……            
(4星)	 古巨基好丑            
(3星)	 赵薇最养眼的时候            
(3星)	 南朝四百八十寺，多少楼台烟雨中。            
(4星)	 虽然里面N多台词太过狗血肉麻琼瑶的让人发指，可是何书还和依萍还是走近了我心里。            
(NA)	 我也看过            
(3星)	 这个在还珠格格2后面不久，很火            
(4星)	 那些歌在那个记忆里经久不衰            
(4星)	 我觉得是琼瑶的电视剧里比较好的作品            
(3星)	 真虐啊！            
(3星)	 不知道为什么 不喜欢这里面得赵薇             
(3星)	 都一个导演啊            
(4星)	 这部剧，是暑假必放的！            
(2星)	 何书桓是一个多么恶心巴拉的男人啊啊啊啊啊            
(3星)	 对他最深刻的印象就是.赵薇同志在车站说:你别动,让我飞奔过去,我跑的比较快!娘的,爷我一口牛奶喂电视了!!!            
(4星)	None
(3星)	 只为赵微，其他的都是浮云啊，但那时真是年少啊，有朋自远方来。。志朋呢？哈哈            
(3星)	 在找一大堆小学时的电视剧评分。小学回家时的主题之一啊            
(5星)	 难得一部改编后更出色地经典            
(NA)	 比较经典。            
(4星)	 这个虽然已经放烂了，但是在当年，却是很红火的一部剧，即使到现在也还很多人看。            
(2星)	 八年抗戰就要開始了            
(2星)	 真的很脑残            
(3星)	 眼蒙蒙耳聋聋            
(5星)	 尼玛看一次哭一次的电视剧……            
(5星)	 我的刺有木有！！！刺猬肿么能没有刺！！！            
(4星)	 我觉得还蛮好看的            
(3星)	 歌不错。你侬我侬            
(2星)	 没什么意思            
(5星)	 曾经看哭过的片子...依稀记得很经典            
(3星)	 第二次认识赵薇在这里。            
(3星)	 小时候看过的电视剧4            
(3星)	 还是喜欢依萍            
(3星)	 当时恨死茹萍和古鸡鸡了！！！哈哈哈哈哈哈哈哈！！！！            
(5星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈            
(3星)	 哎呦喂~片头陆依萍跳入黄浦江的那个替身的那个大粗腿是我难以磨灭的记忆            
(5星)	 经典。当年很喜欢古巨基啊，哈哈哈            
(4星)	 给时间4星。            
(3星)	 最经典的你残酷你无情你无理取闹我哪里残酷哪里无情哪里无理取闹出处啊，膜拜下。剧值两颗星，一颗星给九姨太当时断定要火，果然被色戒选上了，对两对CP无感。            
(4星)	 很琼瑶，曾经很迷恋            
(NA)	 豆瓣就是用来发现自己曾经多么煞笔过            
(4星)	 也是小时候利用暑假看的，情深深雨朦朦多少楼台言语中。            
(4星)	 傻得要死，哈哈            
(4星)	 一颗给小时候的回忆            
(4星)	 87后的感情发蒙电视剧之一            
(4星)	 现在回过头来也不是那么差啦。。。就是有些狗血            
(3星)	 雷死人不偿命···            
(5星)	 - -我觉得挺好看的啊。            
(3星)	 其实没有那么过的说 那时候背着爷爷看啊 都不敢调出声音 去学校跟同学有事儿没事儿就讨论剧情 还看哭过呢 现在也是地方台各种replay 杜飞演的多好呀            
(4星)	 当时我挺喜欢看的，天天追~            
(4星)	 当年看得很投入。            
(3星)	 当年听闻即将开播，激动灰常啊，曾守着电视机就等着观看。结果看了两集后比较失望，不习惯看古巨基这现代脸来演“古装”片，而且赵薇演得还是很生硬。            
(3星)	 琼瑶，额~            
(3星)	 我只看林心如和苏有朋。            
(4星)	 在所有电视台都刮起“谍战风”的时候，我选择了它。实在是没有看了啊，才来认真看这八百年前的剧，感觉还是可以的，我很欣赏赵薇的演技，演什么像什么，坚韧的依萍很符合。            
(4星)	 肉麻啊肉麻……各种肉麻。还是杜飞好一些            
(NA)	 不得不看过啊。。            
(3星)	 躲在被子里听老妈放的电视剧。。。            
(3星)	 拍摄年代早，但画面很清晰。每次电视台里放了还是会瞄上几眼。剧情就不多说了。            
(5星)	 喜欢，没有理由            
(3星)	 还记得，小学看这片子时，一朋友问我的问题：你觉得是情深深雨蒙蒙好看，还是绝色双娇好看？我答得貌似是《情深深雨蒙蒙》吧~，然后她回答：我也是。。            
(5星)	 琼瑶阿姨最俗也最真挚的一部...徐志摩的那首偶然还是印象深刻            
(3星)	 有个朋友非常喜欢看            
(NA)	 哈哈，回忆什么的            
(NA)	 怎么有我的名字？            
(3星)	 这个真的有看过            
(4星)	 要抛开某台一遍遍放的怨念看人物个性            
(5星)	 最难忘的电视剧之一，里面的赵薇和林心如都是最美好的时期。一颦一笑都让我感叹不已，那个时代的爱情居然能比现代的爱情更真诚。            
(4星)	 还行，挺有剧情的            
(NA)	 由于电视放了无数次，没看过也看过了            
(2星)	 想让赵薇和古巨基都去屎可以吗             
(3星)	 对那个时代怀有好感            
(2星)	 老片啊。            
(3星)	 比起还珠，情这部让我觉得还行，比老版好看            
(3星)	 喜欢格格的应该喜欢这剧，真的实在煽情，赵薇扮相也接受不了            
(3星)	 那时候还是很喜欢的            
(3星)	 以前追着看。现在是绝对不会再去重看来毁灭从前的记忆。有些经典是历久弥新，有些经典是只能存留于记忆，不能见光。            
(4星)	 经典            
(3星)	 书桓~~~依萍~~~            
(3星)	 以前很爱看  现在也还好            
(NA)	 感动过多少个男女老少啊，我是80后的，我爸居然陪我看....一遍看还一遍告诉我“看完了，快去写作业啊”，⊙﹏⊙b汗            
(5星)	 好看，可惜方瑜没了~            
(4星)	 那时少年各种剧~~~            
(NA)	 呀。。這怎麼沒碼過呀~~            
(4星)	 骗了当时少女情怀的我不少眼泪            
(3星)	 挺2的 但是是那个时期的一个纪念 每天在家里看盘的纪念             
(3星)	 当时已经对琼瑶不感冒了。            
(5星)	 不知为什么，现在看这电视，会流泪了            
(2星)	 实在比较烂 但是赵薇演得不错            
(3星)	 曾经我也相当蛋疼...            
(4星)	 虽然每次放的时候都忍不住看两眼，但还是觉得歌比较好听吧。。            
(3星)	 前半部分家庭伦理片，中部分是歌舞片，后半部分爱情战争片。            
(5星)	 时光时光，我还记得当时的字幕是绿色底的。            
(4星)	 现在一看到就头昏昏眼蒙蒙            
(NA)	 啊情森森雨萌萌世界只在你眼中            
(4星)	 难得喜欢的琼瑶剧。            
(3星)	 ❤小时候曾经追过的电视❤            
(5星)	 老早的电视了。。我不知道看了多少回了 。。湖南电视老播放。            
(4星)	 当时年少。。。现在一点都看不进去了            
(3星)	 被肉到看见就想换台！            
(NA)	 小时候的痴迷对象。。            
(2星)	 书桓走的第一天，想他；书桓走的第二天，想他想他；书桓走的第三天，想他想他想他。            
(4星)	 = =|||            
(4星)	 每天看完还会跟一堆同学讨论剧情……            
(4星)	 太骄傲未必是件好事。虽然明了，未必做到。            
(2星)	 纠结的琼瑶剧            
(3星)	 当年不知道是什么，现在知道叫做无力吐槽。。。。。。            
(3星)	 唉···            
(4星)	 10年前，一家人一起看。            
(3星)	 我TM当时还买原声带了来。            
(1星)	 很恶心古巨基 所以就给一星 雪姨其实长很美            
(4星)	 苦逼的人聚在一起的苦逼故事            
(4星)	None
(4星)	 因为是姥姥最爱的，这四颗星是为她评的。            
(3星)	 琼瑶阿姨...            
