http://movie.douban.com/subject/4861422/	怪侠一枝梅
(4星)	 霍建华童鞋帅爆了！那个近镜头，眼睫毛眨啊眨的！马天宇那一声歌哥叫得人心都软了！！！            
(4星)	 漏洞很多。。但是里面的演员有爱            
(3星)	 我只想说，那片桃花林太假了……一瞬间出戏            
(4星)	 霍建华牛逼个人秀  结局... 你怎么那么shi            
(3星)	 纯粹为了霍诗            
(4星)	 诗诗和霍建华激萌啊！！！！！！！            
(4星)	 哎哎，歌笑和无求啊            
(5星)	 马天宇的戏子太给力了吧！！！！纯爷儿的口音也很有爱！！傲娇神马的也不错~~~歌哥的圣母还是有亮点的！！！萧正楠那个有点像太监的形象+腹黑就= =（叫突破形象，比以前的演技是好了很多哇）            
(3星)	 除了我老公 別的沒有耐看的            
(5星)	 霍豆腐~~~~~~~~~            
(5星)	 很期待很期待！！快点上映吧！            
(NA)	 很好啊。期待电视剧新鲜出炉！！            
(5星)	 三天看完。霍建华太帅了            
(3星)	 霍建华骨子里还是有人面兽心的潜力的，加油！            
(NA)	 看的是剪辑版的,期待电视剧啊            
(4星)	 看的是电视剧精简成电影的...            
(5星)	 锅一如既往的帅啊！喜欢三娘的傲娇~            
(1星)	 难有突破总拿锦衣卫说什么事，很有名么？！            
(5星)	 很有古龙的意味  镜头切换 人物造型 背景和音乐都不错~  值得期待后续制作            
(4星)	 看来还很赞，第一个镜头就是睫毛帝睫毛弯弯，可叹刘诗诗越长越不像十四娘了……侠路重逢再战江湖            
(5星)	 电视本为四星 不过它让我对唐人的翻拍充满了期待；让我又看到了久违的归海一刀般的小霍；让我见识了不一样的马同学。。。            
(5星)	 国产剧的精英派啊~~~            
(4星)	 先给三星打个底，贺小梅真的好有爱啊！为了白豆腐！！！！！！！！加星！！！！！            
(4星)	 诗宝跟霍美人没有BG的干嚼吧。            
(NA)	 萌死了萌死了萌死了！！！！            
(5星)	 卡司剧情什么的各种给力，第一次做MV贡献给它了～            
(NA)	None
(4星)	 故事很好~~~            
(5星)	 很有爱 喜欢马天宇刘诗诗霍建华            
(5星)	 聪明的一枝梅，马天宇这种娘娘的性格我爱极了。            
(5星)	 介个不是腐剧还能怎么解释！            
(4星)	 人物设定，剧情，选角，节奏都蛮好的。这个电视剧本该红的。            
(4星)	 不错，除了最后回忆过去的事件有些冗长。            
(4星)	 诗诗，我爱诗诗            
(4星)	 无聊的时候看看还是蛮好看的~~~             
(3星)	 很不错，期待后续            
(4星)	 我外貌协会的啊            
(5星)	 最好看的武侠电视剧（广告：精品出自唐人）            
(3星)	 我本不该好奇，马天宇也会演戏么。            
(5星)	 好吧，我承认我私心放水。。但是前几集还是拍的不错的，不拖沓，越往后就越差了。。            
(4星)	 虫之患那个章节很不错，居然还贡献出于妈新一代力捧女主033，期待第二部。            
(5星)	 其实还挺好看的呢~            
(3星)	 俏            
(4星)	 始终没看出来佟丽娅美在哪里            
(4星)	 离歌笑口头语：我离歌笑，一杯酒一个朋友。酒分三等，自掏腰包的下等，朋友请的中等，与XXXX共饮的上等。嗯。燕三娘口头语：听你的（对离歌笑说） 不许嗯！以后醉生梦死的男人都不许嗯！	我燕三娘要的东西，自己会偷回来~贺小梅口头语：这也太夸张一些了吧对不起柴胡了，你的口头语没地方打了。            
(5星)	 它既具观赏性和趣味性，还有宏大主旨和人文关怀，实属佳作。            
(NA)	 真是疯了，最近居然大伙在一起看这种电视剧。。。。            
(5星)	 喜欢这种单元剧的形式，霍建华和诗诗都是我喜欢的演员            
(5星)	None
(5星)	 很好的一部剧，值得一看。            
(4星)	 头尾都不错，中间稍有逊色            
(5星)	 超棒            
(3星)	 贺小梅家里那段故事还是蛮好看的，剩下的故事都没什么意思，看点是4个人之间的各种打情骂俏~            
(3星)	None
(4星)	 我表弟天天抱着电视看。。            
(5星)	 好看！漫画转场很帅！有潜力！！            
(1星)	 红果果抄袭都市侠盗。无耻。国剧就这点能耐吗？            
(3星)	 为诗诗而来 可能是不喜欢这种题材吧            
(5星)	 很清新，洒脱的一部武侠剧，情节紧凑，虽然部分情节有待商榷，但仍是一部让人意犹未尽的好剧！。期待出续集啊！~            
(5星)	 看到豆瓣标签我笑了            
(4星)	 看前十集的时候觉得是大陆武侠剧难得的希望啊，可是到后来就越来越不靠谱了，人物都变蠢了，剧情都变扯了，关系都变腐了，逻辑就直接没了······但是为了几近perfect的前几集(该死的桃花林)及超有爱的各位演员，顶了！            
(4星)	 龙葵跟白豆腐在一起了。。。故事还行，回忆设置太多。马天宇表现不错。            
(4星)	 神奇四侠的故事，不错的。原来，HJH帅的时候很帅，ws起来也非常ws啊，参见云水漂一角            
(4星)	 爱死梅梅小娘娘腔~            
(4星)	 一股侠气             
(3星)	 很想告诉某亲，我把这片子扫了一遍之后突然对霍某人感兴趣了。。            
(3星)	 霍同学的眼睫毛啊            
(5星)	 腐。。。。。。。。剧            
(4星)	 把电视剧当成电影拍            
(4星)	 马天宇终于找到自己的定位了。            
(4星)	 为了诗爷去看，结果迷上华哥。。            
(5星)	 霍美人！！！！！！！！！！！！！！！            
(4星)	None
(3星)	 冲着刘诗诗来的，燕三娘挺不错的            
(5星)	 “怪侠一枝梅”的名字真是太不V5太不87了，看完后却发现这竟是近几年来难得好看的一部武侠片。。。剧情中穿插漫画很新颖，不纠结不虐心，还有点搞笑，看完无负担。。。最重要的是，男主角够迷人！ =。=            
(5星)	 近年来很难得的好片            
(5星)	 我喜欢一个个的断案的故事阿 就像法证先锋 再加上有霍建华阿~            
(3星)	 为lss看。然后实在不好看。就不看了            
(5星)	 詩爺詩爺 果斷給出第一個五星 淡定的氣質簡直直勾我心XD            
(4星)	 不错的            
(5星)	 私心表示，太有爱了~~~            
(4星)	 唐人出品，必属精品啊，里面的细节都做得很好，锦衣卫那一身飞鱼服真的很好看。P.S.喜欢离歌笑这个名字            
(4星)	 豆瓣标注第1000部。            
(4星)	 时有闪光点~            
(4星)	 霍建华的演技不行阿！！但是剧情还不错            
(4星)	 剧情挺吸引人的 比多数无病呻吟的古装剧好多了！            
(5星)	None
(4星)	 值得好看。打怪升级。            
(4星)	 不错！~不错！~每个人都很可爱，连坏人萧本都可爱！            
(4星)	 情节还是不错的。我是在妞的怂恿下看的，然后沉沦的！            
(3星)	 我一定在不知不觉中成为小霍的颜饭了，不然我怎么能够无视他披头散发的发型、超级爱说教的圣父光环，坚持把这么一部越来越离谱越来越弱智的剧看完……            
(4星)	 挺好看的,从这部剧开始喜欢刘诗诗的.            
(NA)	 用来消磨时间...刚刚好...主要是看美男..其他的比如故事拍摄演技就可以忽略不计了.......萧正楠演技在里面还瞒出彩的嘛...~马天宇小同学也瞒萌的，出乎意料。            
(5星)	 耍帅是没有逻辑可言的，认真你就输了。 .            
(5星)	 虽然剧情上有硬伤，但一整部看下来还是很赞的！武侠风很强！霍建华不愧是睫毛帝，侠女路线也很适合诗诗，养眼的组合啊！p.s. 原来马天宇演女人拍MV的铺垫是这部剧里的花旦扮相，真是太媚了！            
(5星)	 新概念，强力推荐！好看            
(4星)	 爱诗诗            
(5星)	 出乎意料的好看。。。离大侠啊啊            
(NA)	 燕三娘~~好喜欢刘诗诗啊！！！            
(5星)	 等天地梅花开！1·            
(2星)	 这样的剧比较适合刘诗诗，不过剧情就……佟丽娅这遇到男主，连仇都不报了！还是来硬哥形象塑造得好            
(4星)	 这种破案单元剧怎么看都不嫌多，何况这些脸蛋还如此养眼。此剧开始，诗诗被扶正~            
(5星)	 喜欢离歌笑，特别是由霍建华来演，演出我喜欢的角色~~            
(5星)	 受死了            
(5星)	 歌笑~~~            
(3星)	 看了2集……            
(4星)	 挺不错的、            
(4星)	 冲着霍建华去看的一部片子，却意外发现真的很好看，剧情节奏鲜明，人物塑造饱满，在搞笑与言情上也略施一笔~推荐~            
(5星)	 为了白豆腐必须推荐，而且剧情也是一等的好！            
(5星)	 我是唐人脑残粉...            
(4星)	 唐人的电视剧合我口味，喜欢武侠，喜欢他们的自由。            
(3星)	 那些在家会看的的电视啊。。。            
(5星)	 新概念武侠            
(4星)	 霍建华&amp;马天宇，嘿嘿，嘿嘿~            
(5星)	 因为刘诗诗才看的，不过真的很好看的说            
(5星)	 真的很不错            
(4星)	 开篇不错，中后段还是松懈了，剧情少点火候，有一颗星是给男女主角的~~            
(2星)	 坚持看了一半，有部分场景是手绘的，镜头语言由此生动了些，是个香港导演拍的。据说前三集剪辑成了电影，看到影评里说“神奇四侠反贪腐”不由得一笑。选演员也颇有功力，配角反而更形象，比如那个“走狗”，演的真是入木三分。剧本的起伏设定，还是单一了些，至少没有动力想再看下去。            
(5星)	 冲着帅哥也得好评啊            
(NA)	 不放过每一个霍建华...            
(4星)	 挺好看的，比想象中要好，挺喜欢霍建华的            
(5星)	 新概念武侠！呵呵，很不错，主角都超有爱，喜欢霍建华和诗诗。中间穿插动画很有创意，节奏也很好，就是有的地方有点吓人。。。我讨厌恐怖片。。。            
(5星)	 是几年来，难得愿意从头看到尾的古装武侠剧。而且奇迹的没有雷点！让我找回了点仗剑江湖的感觉！哈哈哈。说得姐好似在江湖混过似的。真的，不惊艳，但绝对让人看着喜欢的武侠剧！            
(4星)	 不错不错的，就是刘诗诗脸部表情一直僵硬着，有点小纠结。            
(5星)	 李国立导演的真是部部经典。。所有主演都很赞啊！对国产片刮目相看了            
(4星)	 明明是韩剧  怎么在大陆剧里啊~~~李准基的英雄气概~~~            
(5星)	 节奏很紧凑，剧本比较优秀，最主要的是，用倒叙，插叙的叙事手法，很完美的嵌到了电视剧中，给人一种很新，很饱满，很智慧的感觉，一部武侠剧，也可以这样拍，也可以这样上档次，赞~~~~~            
(4星)	 我就。。看过。。            
(4星)	 干净利落的造型，前几集中配合的动漫情节，很有新意，很喜欢。            
(4星)	 贺小梅真是惊艳~            
(3星)	 亮点是马天宇，这孩子演的挺好的把女里女气的感觉淋漓尽致的表达出来了            
(5星)	 我觉得可好看了            
(4星)	 迷了若曦后追看了诗诗的这部剧，扮相、演技都不错，是诗诗可以成功把握的另外一种风格的角色。可惜霍帅总差点感觉，好像感情戏都不来电~ 配角也有很多出彩的，制作技术上也有创新，总体属上乘之作。            
(4星)	 断断续续终于看完了。。ending诗爷那句“你是我的人”还真是霸气十足啊~扮相美~就喜欢那些真实不做作的姑娘~            
(4星)	 没想到还不错!!!霍美人!!            
(3星)	 剧情好弱但是人物都很喜欢~三娘和离歌笑的感情太假了。。。            
(5星)	 前两个故事某些过渡情节稍显牵强，不过后面的故事越来越精彩，总的来说是国产电视剧中不可多得的精品            
(5星)	 霍建华的眼睫毛好长啊，我给他睫毛5个星。。剧情当然是有英剧影子了，不过看在帅叔叔的面子上管那么多干屁，唐人的片儿至少选角没啥问题，重点是有帅叔叔。。            
(5星)	 天啊！！！！！！我居然看过这部剧！！！！！！！马天宇你个弱受！！！！！！！连鸥洋大人都觉得你太弱了！！！！！！！            
(5星)	 诗诗帅气啊            
(5星)	None
(4星)	 白豆腐万岁~~~            
(4星)	 高清看的，保护视力。和动画结合的很可爱，演员都过关，特别是马天宇，吕一和大块头，抢过主角风头了，当然还有萧正楠。            
(3星)	 扮相可以好看点吗。。。。            
(3星)	 啊哦，隔一段时间就会有想看武侠片的冲动。看了前十来集有点受不鸟了，直接来大结局吧~~            
(4星)	 因为大爷喜欢~~哈哈            
(4星)	 因为诗诗而看。            
(4星)	 豆瓣猜都能知道我喜欢刘诗诗啊……            
(5星)	 喜欢这部剧，主角和配角个性鲜明，有时候也会有几句台词比较抢眼！比如甘小宁说“因为~~~？”下人们都一起喊：“公子喜欢~~！”这桥段至今仍历历在目啊！霍演的离歌笑也挺不错的，其实我更喜欢他乔扮的云公子，还跟甘小宁有过一瞬间的断背兄弟KISS.经本人鉴定，此剧无圣母圣父玛丽苏无婆婆妈妈风格。棒            
(NA)	 跟着老妹看了一点，一般            
(3星)	 刘诗诗挺漂亮的，霍建华还是一如既往            
(3星)	 总算。。看完了 - -。。。。其实。。。最感动我的是大反派应无求。。。。只有他从头到尾最爱一个人            
(NA)	 又看完了。谁能抚慰我想哭的心！！！！！            
(4星)	 算是国内难得让我觉得还不错的连续剧，相爱相杀的实在过瘾，霍建华依旧很萌，犯贱的时候都难得的让我很萌，还有，难得女主完全不玛丽苏，虽然那个让男主和反一相爱相杀的女人的确出场就带着浓郁的苏味，不过跳过了大多数她的镜头，也还好。坐等第二部，希望第二部不要搞个太悲壮的主线，纯单元剧很好            
(5星)	 唐人就喜欢卖腐~            
(5星)	 浪漫英雄主义的经典            
(3星)	 没亮点，剧情不精彩，霍建华渣演技，弃。            
(NA)	 恩~还好~            
(3星)	 不过锦衣卫哪有那么菜啊那么菜　人家直接对皇帝负责好不好　首辅见了都要抖的说……　居然还去抓贼……人家是抓官的好不好……不过看得很嗨皮……　喜欢片尾的漫画定格～　            
(4星)	 在家里吃泡饭看视频点播，刘诗诗还是很喜欢的            
(3星)	 冲着霍建华和佟丽娅看的            
(3星)	 好吧，我承认除了第一个故事，其他看着看着就睡着了，国外犯罪剧集超过我们太多            
(5星)	 精彩的情节 自己看            
(4星)	 想当初喜欢得不行！的确是本好片子            
(5星)	 好看的很！喜欢三娘！            
(5星)	 像梅花一样执着的人最有爱了。            
(5星)	 这个还不错            
(4星)	 算是很能满足心中锄强扶弱的小小之心，尤其是最后所有帮助过的人回过头转而共度一劫之时觉得很是畅快。配音略微粗糙，有时容易让人出戏。            
(3星)	 奶油小生太多的后果就是腐女当道。            
(4星)	 馬天宇跟霍建華啊臥槽！馬天宇就是咦妖孽啊臥槽！            
(4星)	 马天宇不错，刘诗诗也有进步，姐妹两都喜欢。包来硬这名字= =，编剧，他到底哪里得罪你了？            
(NA)	 落拓的浪荡大侠~唯帅不灭啊~            
(5星)	 喜欢燕三娘的个性，每个人物都很有特点。看马天宇也很顺眼，还有霍建华            
(5星)	 不错！            
(3星)	 看了点映版被吸引看的 觉得无聊没看完            
(4星)	 各种意外的萌点。            
(5星)	 太喜欢了！看完之后好不舍呀~            
(5星)	 制作精良 漫画的插入很有创意 演员选的也不错 大爱刘诗诗            
(5星)	 喜欢诗诗，清纯淡雅 对霍建华真没什么好感。            
(4星)	 那什么,,,其实剧情很弱,步调太慢,加上很多逻辑狗屁不通.但我喜欢梅梅,,,好美好萌啊,,,当然也很喜欢男女主角...哈哈            
(4星)	 算是很好看的国产武侠剧了。。            
(4星)	 去年冬天守着电视机追完。我离歌笑，一杯酒一个朋友，这台词我还记得呢。梅梅好萌好萌。            
(4星)	 霍建华还是这剧里顺眼，刘诗诗的十三娘我也很喜欢。不过最喜欢的居然是马天宇的和贺小梅呢，多可爱啊。佟丽娅这剧里真的不好看。漫画结合的手法很新颖，也很有可看性。虫之患这个故事里的那位“公子喜欢”多可爱啊，哈哈~            
(5星)	 情节没有一点的拖沓，不虐人不虐心的看完后就觉着舒服啊，还有漫画的嵌入是一大亮点！江湖的感觉重归！呼呼            
(5星)	 哈哈~影片不错，任务都挺有特点的。霍建华演坏人的时候好痞啊，好可爱啊~            
(4星)	 大陆电视剧一向没什么兴趣，拍来拍去都是老的翻新，这剧本是近几年看见不错的作品。演员选的都很到位。            
(3星)	 剧情比较残 别的都很好= =            
(3星)	 虽然这是糖人公司为数不多的可以看的片子之一，但这个评分肿么回事。。。真滴木有刷过么么么么。。。            
(3星)	 坚持了4集 没资格给太低分             
(5星)	 相当之不错！漫画改编而来，中间穿插的漫画效果做的还很逼真~诗诗演的燕三娘非常帅气爽朗！马天宇刚开始是我最担心的，因为觉得他不会演戏，不过看了贺小梅之后，哈哈，很好啊！所以这部剧绝对是部好剧。            
(5星)	 怎麽說，很不錯，比現在的那些清穿劇好看～            
(2星)	 狗血的电视剧，有点2.            
(5星)	 离歌笑的侠气，燕三娘的冷艳，贺小梅的贫，柴胡的勇，独一无二的一枝梅！国产难得的好剧，唐人出品，必属精品！            
(3星)	 前面看得还觉得有点意思，最感人第4集兄弟情，最喜欢第8集，浮什么云公子的小贱样，实在惹人爱            
(4星)	 形式很新颖啊，我喜欢哪些分镜剧本式样的图以及唐人的剧最后一集的片尾总是很用心~有木有觉得张忠的声音很像林更新捏~可惜百度之后发现好像不是配的...刘诗诗在里面比在步步惊心里漂亮以及这个剧的主题歌竟然也是胡歌唱的            
(5星)	 好久没这么认认真真看一部国产剧了，霍少真心帅气啊~            
(4星)	 有爱的一枝梅            
(NA)	 开头的模式和都市侠盗一样~~~我喜欢电视中穿插的漫画，有新意~~~            
(3星)	 唐人这几年俨然成了新武侠的代言人，尤其俘获了相当数量的青少年观众。可我总觉得，尽管服装不错，演员也养眼，摄影水平近年来也提高得很快，但感情的刻画总是浮于表面。这方面只有《步步惊心》稍微好一点。再美的画面，再好的特效，再有意思的剧情，若没有投入感情的表演，说得难听一点，who cares?            
(4星)	 比我想象的要好看。。。            
(4星)	 据说会拍续 哦也期待一把            
(5星)	 哦！傲娇刘诗诗，犀利霍建华，惊艳贺小梅，草包柴胡哥，真是经典的组合呀！            
(5星)	 大爱梅梅 ~            
(4星)	 只为看诗诗，帅气，4颗星都给诗诗。            
(3星)	 看的第一部霍建华的剧，我原以为他是有演技的            
(4星)	 此剧讲述的是被革职后的副部级干部组队打抱不平行侠仗义的故事，BUG虽然层出不穷，但各种与时俱进的笑点还是很对口味，瑕不掩瑜。霍GG倾国倾城的颜和诗MM清丽脱俗的貌很是养眼。            
(3星)	 我都不知道我怎么还能坚持看下去，不过喜欢马天宇演的感觉，娘的够味但是不让人讨厌，可可爱爱的哦            
(4星)	 我喜欢。            
(4星)	 刘诗诗，哈哈，公子喜欢            
(4星)	 马天宇萌的翻滚了~            
(1星)	 太销魂了。            
(4星)	 真是算国产剧里相当有水准的一部了，霍建华的颜还是比较耐看的昂！另外柴胡和贺小梅很有爱！            
(4星)	 很喜欢三娘啊，感觉LSS终于演了一个不一样的角色            
(3星)	 哎呦喂。导演真偷懒，好多背景都是ps。无聊的看完了。。。            
(5星)	 因为——公子喜欢！            
(4星)	 刘诗诗很漂亮～马天宇演技也不错哦！            
(4星)	 人设和演员还是很不错，走单元剧这种路线也算是比较赶潮流，总的来说不错            
(4星)	 没看全。。。            
(4星)	 湿湿            
(3星)	 冲着霍建华去的，不过不是很喜欢刘诗诗            
(5星)	 好片！这才是武侠啊！太武侠风了，大赞！            
(5星)	 最好的没有了，那就要好的            
(5星)	 不错，老小都爱看，霍建华大叔演的不错            
(3星)	 看久了就没意思了，漫画很出彩啊            
(3星)	 剪辑、编排很新颖。故事结构差一点。            
(NA)	 还不错             
(3星)	 一般。            
(3星)	 其实应无求是个善良的人！奉献了自己，没有伤害一枝梅任何一人！就因为是个反派，结果爹不疼娘不爱，连自己喜欢的人都是主角的老婆！T-T 好凄惨……            
(4星)	 居然没啥感情戏？！整个剧都挺利落的，刘诗诗也精干起来了，马天宇软软的感觉，霍建华有点雅痞，还有那个柴胡也有点意思。            
(5星)	 感受到了别开生面的武侠世界，天朝需要真相，更要智慧担当，有正义感的人都爱看！            
(4星)	 看了前几集，画面感很棒，剧情和表演有点小白。            
(5星)	 剧情完整，叙事方式和节奏都很有创意，非常值得一看的另类武侠剧            
(5星)	 里面的造型都很美好            
(5星)	 霍建华就不能多接一些像怪侠一枝梅这么给力的电视剧了么，大爱离歌笑啊！！！            
(4星)	 片名狗血了点儿。。其实还不错            
(4星)	 漫画画龙点睛啊萌死了~ 片头片尾都不错啊 制作精良赶超无数内地剧!对马天宇刮目相看快成新宠了 配音王道 歌哥哭得我心都成饺子馅了 最后~~!!!最后的最后!!!严世藩!!好喜欢啊~ @_@            
(5星)	 近年来最好看的武侠剧，没有之一。            
(4星)	 虽然台词有时雷鸣滚滚，但霍同学在里面又贱又帅，和刘诗诗BG感很强，看着十分喜人~~~马天宇终于找到个十分适合他的角色了~            
(3星)	 还不错吧  没事可以看看 有我喜欢的白豆腐跟诗诗  马天宇的梅梅是亮点 他还真有点天赋 意外收获是豹子帮单元的少当家 张忠。。。真爱那一型的啊            
(4星)	 公子喜欢确实是一句很有爱的台词。BTW，男主设定老让我想到萧峰呐            
(5星)	 剧情相当不错 四个人表演到位 PS我喜欢漫画式插入            
(5星)	 本来极其不DJ马天宇，这部片子改观好大啊。。。。只能说导演把小马挖掘的好出色，小霍太帅了！三娘很英姿飒爽啊            
(5星)	 表错  表错            
(5星)	 超出预期的好剧啊~            
(5星)	 不是我腐啊！整个剧从一开始到结尾就浓浓的透着一股悠悠的腐味~ 真正相爱的是，是包来硬和离歌笑啊！他们的那种爱恨情仇，纠结缠绵着。这部剧第一喜欢，包来硬（痴情，笑的很邪魅啊）第二喜欢贺小梅（小梅是整部戏的亮点啊，健气受，萌受） 第三喜欢严嵩的儿子（重口变态天才）【公子喜欢~            
(5星)	 小梅是个经典            
(3星)	None
(5星)	 很吸引我  不是十全十美  但是塑造人物已经很好了            
(5星)	 很特别的电视剧            
(3星)	 尽管有不少挑战观众智商的剧情，anyway，比起挺多别的还是过得去的            
(5星)	 我爱刘诗诗我爱霍建华，演员都非常有爱            
(NA)	 有点悬疑            
(5星)	 要是所有的武侠剧都能有这点水准就好了，加入漫画元素更是画龙点睛。            
(5星)	 四个人的组合，看到最后，那种弥漫的温情，默契，让我想到古龙小说《欢乐英雄》。欢乐 是我最爱的古龙的小说，也是四个人的故事，最后男主和女主也在了一起。看得我真的很欢乐，怪侠看到最后我也很欢乐。开心。是很好的电视，很好的演员。            
(3星)	 看到第7，看了最后，就算了~~~小梅真的很风骚！            
(4星)	 霍建华越看越可爱，他特别适合扎束头的那种，白豆腐啊哈哈哈~~~~            
(4星)	 非常好看 一点都没有快进用了一周时间看完的~             
(4星)	 认识里美丽的刘诗诗            
(4星)	 霍建华还是头发梳干净点好看。            
(4星)	 一颗星给老霍             
(3星)	 有腐味吧这！！但可惜了不是腐剧，还是当成武侠片看待最好            
(NA)	 我唯一比较喜欢的霍建华的一个角色 贺小梅是亮点            
(4星)	 瞎看看，涉猎一下。开头有点“古龙味”~~~            
(3星)	 马天宇太亮了!有的剧情很闷，跳过不少，不过最后都挺好...            
(5星)	 三天的時間把劇觀賞完。第一次完完整整地看完一部國片啊！作為新概念武俠劇，各種令人驚喜的動漫，還有腐，雷，傲嬌，偽娘，全部集齊，最重要是劇情，一點都不忽悠人，雖則仍有硬傷。建華的離歌笑和劉詩詩的三娘很惹人注目。據說要拍第二部，那就期待之吧。            
(3星)	 唐人的腐啊            
(4星)	 整部剧是由几个小故事串联起来的。在最后的整合上处理的很不错，贺小梅和漫画植入更是亮点。支持一下吧。            
(4星)	 建华哥永远都是那么正经 - -  咱想看他疯一次...我还是比较爱梅梅...            
(5星)	 wawa            
(5星)	  霍建华还是挺美好的            
(NA)	 那个萧公子蛮嘲的，喜欢里面的那些漫画            
(4星)	 梅梅~~            
(4星)	 挺喜欢刘诗诗在里面的造型。            
(4星)	 诗诗菇凉啊~            
(5星)	 离燕党            
(5星)	 各种喜欢。各种爱，就连我最受不了的娘娘腔在马天宇的举手投足间也变得别有一番情趣……爱剧情爱诗诗更爱霍建华！！感谢唐人            
(4星)	None
(4星)	 高考作文吗 中间草包了 支持唐人             
(3星)	 我承认我就是为了刘诗诗我就是为了刘诗诗~            
(4星)	 拍的精致，漫画的引入是亮点，还有一些搞笑之处，轻松愉悦。            
(4星)	 制作精良，情节紧凑，女主清丽坦率，讨人喜欢，眼神略显麻木。            
(5星)	 很好看！！！马天宇眼前一亮呢~~~第一次看他演古装这么好~~            
(3星)	 刘诗诗你怎么能那么美~            
(4星)	 喜欢霍建华的片子~这连续剧能排系列剧的~~            
(4星)	 不错不错，马天宇让姐刮目了。            
(2星)	 一直不敢相信这么难看的片能上8分，带着这个信念我居然把他看完了~~~~            
(4星)	 蛮可爱的刘诗诗……            
(5星)	 （你一輩子敗就敗在“情”上面）            
(5星)	 不错的古装片～            
(4星)	 唐人竟然也有讲逻辑的剧本，真是太神奇了。我主要是看小白兔去的。            
(4星)	 《怪侠一枝梅》看完。每天晚饭时的必不可少的陪伴，就这么看完了呢。接下来的目标是《步步惊心》！我果然又要投身到国产连续剧的怀抱里来了！这部剧总体来说还算不错了，剧情给力，霍建华很帅，萧正楠很帅 佟丽娅神似黎姿，刘诗诗清纯可人。至于马天宇，也别有一番风情呢。。。            
(4星)	 把正方设置得比反派还能耐，是我们国家很少采用的方式，也难怪这个绝技组合会那么大快人心。            
(4星)	 难得            
(4星)	 出去剧情单薄的硬伤，其他都给力！            
(5星)	 真的一枝梅里每个觉得都喜欢。爱死霍建华了~~这部剧里看到好多似曾相识的场景。仙剑三、红楼梦、还珠格格...            
(5星)	 终于知道马天宇不只会&lt;该死的温柔&gt;了=^_^=            
(5星)	 我之所以力荐，是因为在国产剧中我觉得这个剧虽然没有很复杂的纠葛，看完之后可能还有淡淡的感觉。但是真的觉得这样的剧情真的比那些复杂的三角恋好多了。而且沉闷中还很轻松。喜欢离歌笑！            
(4星)	 最好的爱情，就是患难过后，还能够坚定地守着彼此说我相信你。就是在我看不见你的时候，依旧能够明白你为什么要离开我。就是在一个转身之后，发现你一直就在左右。不论困境、凶险、幸福、快乐，你都会握着我的手，对我说，走吧，我们回家。            
(4星)	 蛮有意思的一个组合。小梅那个案子有点吓人。。。。胆子太小了总            
(5星)	 莫名的萌了            
(5星)	 新概念武侠 演员到位 轻松中不乏感人和温情            
(4星)	 我只是为了看霍建华、、、            
(5星)	 国产剧的精品！            
(NA)	 霍美人你眉头紧蹙倾国倾城啊~！            
(4星)	 总体来说挺好看的~~~就是总有龙葵和白豆腐好上了的错觉。。木哈哈，大家说是腐剧我也赞成哈~~~歌哥和梅梅~~大块头和娘娘腔~~离歌笑和应无求~~哈哈哈哈哈哈            
(5星)	 为什么给五颗星？公子喜欢！！呐哈哈哈哈哈哈哈哈！！！            
(4星)	 喜欢霍建华，喜欢刘诗诗，马天宇也不错，纯粹是为了看这些演员而看的            
(4星)	 还蛮好玩的啊啊 啊！！！            
(4星)	 前20几集很好看~后面太拖了靠白豆腐撑下去的            
(4星)	 我觉得我挺喜欢里面的马天宇的。。。。            
(5星)	 给五星当然是私心，公子喜欢！！！漫画穿插很好，画风也好，小故事悬疑虽不足，还算紧凑连贯（本来也不是打的悬疑牌嘛），那口锅再次让我苏了，离燕GJ，勾起当日看小李飞刀至尾声的击节赞叹：她暖阳般的存在终于让肺痨酒鬼摆脱了对回忆和负疚的沉湎，谁说一辈子只能有一次爱，向前看才是正经事            
(5星)	 这两年还有这么lia塞的古装真的要的咧…… 当年还无视了看来是我错-。-~ 马天宇娘的太可爱了吧……怎么介么亮啊！！            
(3星)	 坑爹啊，尼玛冲着惊艳美人去的，结果是满面基情啊            
(4星)	 马天宇是亮点。刘诗诗总是在打酱油的时候才能让我惊艳，演女主就路人了。            
(5星)	 那漫画真的好有爱！            
(5星)	 灰常喜欢这几个主角，特别是离歌笑和贺小梅。            
(4星)	 居然很好看            
(4星)	 冲着刘诗诗来看的。还是可以哈。            
(4星)	 大陆难得不错的片子~            
(4星)	 节奏和结构在国产剧中算少见的，漫画的插入让人有耳目一新的感觉，演员比较到位，配角很给力。            
(5星)	None
(NA)	 腐剧不解释            
(5星)	 刘诗诗演技大爆发            
(4星)	 本来想打5星，但最后一集太烂了，有时整部剧的优良水准。            
(3星)	 只是想说，里面小梅回家的那段剧情，完全仿照八墓村嘛.....比较喜欢小梅加柴胡..            
(4星)	 离歌笑很迷人，可是剧情太坑爹了！            
(3星)	 就中间两个单元还行            
(4星)	 其实剧情比较一般，人物关系也很简单，毕竟演员就那几个人而已            
(5星)	 呵呵，不争气地没抵抗力。            
(5星)	 不错的电视剧吧，和外公外婆一起看的。            
(4星)	 还不错的国产电视剧~            
(2星)	 前面都还好，个别还有亮点和萌点。看到他们夫妻如何相爱如何在一起的回忆片段，雷死个人。活活把人家小鹦鹉球往恨你一万年的路上逼呀            
